wavelength,Back_SicLucm,Belly_SicLucm,Breast_SicLucm,Crissum_SicLucm,Crown_SicLucm,DorTail_SicLucm,Patch10_SicLucm,Patch11_SicLucm,Rump_SicLucm,Throat_SicLucm,WingTip_SicLucm
532.46,13.0751333334,32.2248,24.1052,31.1779333333,12.6283,8.20593333333,15.9407333334,20.9039333333,15.2000666667,29.4404,9.54686666665
532.80,13.0946,32.3349333333,24.1784,31.2479137255,12.6503666667,8.21373333333,15.9779333333,20.9217333333,15.2216,29.521,9.55560000001
533.15,13.1025333333,32.4208666667,24.2367333333,31.3124313725,12.6687,8.21393333333,16.005,20.9358,15.2293333333,29.5748,9.55860000001
533.49,13.0937333333,32.5022,24.2738,31.348227451,12.6800333333,8.21386666667,16.0110666666,20.9282,15.2225333333,29.6219333333,9.54593333333
533.84,13.1252666667,32.6087333333,24.3543333333,31.4242941177,12.7227333333,8.24213333333,16.0533333333,20.9620666667,15.2592666667,29.7181333333,9.56440000001
534.18,13.151,32.6982666667,24.4453333333,31.4992196079,12.7571,8.26406666667,16.0854,20.9874666667,15.2946,29.7917333333,9.58166666667
534.52,13.1671333333,32.7844,24.531,31.5817882353,12.7852666667,8.27666666667,16.1251333333,21.0198,15.3255333333,29.8606,9.5912
534.87,13.1802,32.8751333333,24.5842,31.6725529412,12.8184,8.302,16.1702666667,21.0566,15.3577333333,29.9536666667,9.61406666665
535.21,13.214,33.0008666666,24.6628666667,31.7587921569,12.8595666667,8.31553333333,16.2148666667,21.0927333333,15.3931333334,30.0566666667,9.64080000001
535.56,13.2534666667,33.1272666667,24.7724666667,31.8685686275,12.9156,8.3506,16.2660666667,21.1503333333,15.4296666667,30.1532666667,9.66093333332
535.90,13.3002666667,33.2425333333,24.8493333333,31.9526431372,12.9730333333,8.38733333333,16.3174666667,21.1982,15.4767333333,30.2432,9.715
536.25,13.3248666667,33.3479333333,24.9237333333,32.0529607843,13.0146,8.41086666667,16.3712666667,21.2432,15.5038666667,30.3280666667,9.73493333333
536.59,13.3428666667,33.4374666667,24.9926,32.1114431373,13.0548333333,8.43693333333,16.4090666667,21.2645333333,15.5240666667,30.3800666667,9.76299999999
536.93,13.3493333333,33.4706666667,25.0355333333,32.1275137255,13.0778333333,8.4496,16.4268666667,21.2663333333,15.5345333333,30.4170666667,9.77606666665
537.28,13.3425333333,33.5190666667,25.0935333333,32.1755843137,13.0837,8.4472,16.4487333333,21.2645333333,15.5411333333,30.4488666667,9.77166666666
537.62,13.3172,33.5678,25.1085333333,32.186027451,13.0747333333,8.42766666667,16.4294,21.2531333333,15.5258666667,30.4607333333,9.76246666667
537.97,13.3250666667,33.6301333333,25.125,32.2407411765,13.1005666666,8.44373333333,16.4500666667,21.2737333333,15.5321333333,30.5019333333,9.77879999999
538.31,13.3518666667,33.7104666667,25.1582666667,32.2805529412,13.1433,8.47486666667,16.4816666667,21.2844666667,15.5531333333,30.5508,9.81573333333
538.65,13.3605333333,33.778,25.2066666667,32.3289254902,13.1419333333,8.4494,16.4922,21.2754,15.5371333333,30.5614,9.80679999999
539.00,13.3754,33.8522666667,25.2692666667,32.3880666667,13.1711,8.47406666667,16.5408666667,21.293,15.5601333333,30.6133333333,9.83133333332
539.34,13.3462666667,33.8783333333,25.2712666667,32.3979058824,13.1567666667,8.46753333333,16.5296,21.2511333333,15.5485333333,30.6327333333,9.82433333334
539.69,13.3562,33.9594,25.3430666667,32.4581098039,13.1787666666,8.47246666667,16.5622666666,21.2546,15.5596666667,30.6695333333,9.83873333334
540.03,13.3615333333,34.0316666667,25.4037333333,32.5044862745,13.1895666667,8.48593333333,16.5741333333,21.2523333333,15.5686,30.7079333333,9.84920000001
540.37,13.3588666667,34.0896666667,25.4578666667,32.5559215686,13.1914666667,8.49946666667,16.5898,21.2610666667,15.5788,30.7596666667,9.85086666667
540.72,13.3708666667,34.1865333333,25.5153333333,32.6161921568,13.2191666667,8.5088,16.6289333333,21.2890666667,15.6034,30.8172,9.86166666668
541.06,13.4046,34.2661333333,25.5697333333,32.6821568628,13.2536333333,8.5298,16.6721333333,21.3508,15.6364666667,30.8848,9.88813333334
541.40,13.4239333333,34.3179333333,25.6028666667,32.7308117647,13.2875333333,8.5512,16.7113333333,21.3708,15.6590666667,30.9227333333,9.91933333335
541.75,13.4228666667,34.3808,25.6534,32.7675803922,13.2919,8.54733333333,16.7262,21.3792666667,15.6674666667,30.9763333333,9.91900000001
542.09,13.4034666667,34.4326666667,25.6845333333,32.804227451,13.2844,8.52253333333,16.7267333333,21.3819333333,15.6636,31.0104,9.90373333333
542.43,13.4363333334,34.5314666667,25.7624666667,32.8732705882,13.3356666667,8.56506666667,16.7688666667,21.4241333333,15.7022666667,31.0993333333,9.94439999999
542.78,13.4494,34.5959333333,25.8217333333,32.9251568627,13.3700666666,8.5862,16.7917333333,21.4442666667,15.7186,31.1598666666,9.96666666667
543.12,13.4754666667,34.6743333333,25.8878666667,32.9879137255,13.4093,8.59026666667,16.8344,21.4676666667,15.7426,31.2234666667,9.9894
543.46,13.4892,34.7204666667,25.9142666667,33.0318509804,13.4301,8.60193333333,16.8315333333,21.4865333333,15.7497333333,31.2821333333,9.99840000001
543.81,13.5249333333,34.7933333333,25.9564,33.0928823529,13.4764,8.61606666667,16.8642666667,21.522,15.769,31.346,10.0078666667
544.15,13.5419333333,34.8698,25.9941333333,33.1365333333,13.5172333333,8.61860000001,16.897,21.5272,15.7764,31.4021333333,10.0268
544.49,13.5372,34.8828,26.034,33.1616431373,13.5105,8.624,16.8989333333,21.5102,15.7628666667,31.4496,10.0258
544.84,13.5293333333,34.9343333333,26.0839333333,33.1886431373,13.5144333333,8.61740000001,16.9146,21.4716666667,15.7582666667,31.4793333333,10.0223333333
545.18,13.5541333333,35.0275333333,26.1560666667,33.2596352941,13.5497666666,8.63579999999,16.9471333333,21.4842,15.7854,31.5596,10.0258
545.52,13.5686,35.0767333333,26.1798,33.3065098039,13.5719,8.64433333333,16.987,21.4893333333,15.7994,31.5856,10.0252
545.87,13.5794666667,35.1094666667,26.2202,33.3367921569,13.5724666667,8.6492,17.0033333333,21.4861333333,15.7955333333,31.6185333334,10.014
546.21,13.5819333333,35.1695333333,26.2677333333,33.3799215686,13.5868666667,8.63926666667,17.0232666667,21.4932666667,15.81,31.6456666667,9.99773333334
546.55,13.6014666667,35.2190666667,26.3081333333,33.4247294118,13.5945666667,8.63299999999,17.0506,21.4976666667,15.8306666667,31.6728,9.99459999999
546.90,13.6128666667,35.2777333333,26.3530666667,33.4890431372,13.5890333333,8.6462,17.0781333333,21.5356,15.845,31.6964,9.99186666665
547.24,13.6246666667,35.3514666667,26.4246,33.5389686275,13.6005666667,8.6416,17.1138,21.5614666667,15.8627333333,31.7241333333,9.99206666667
547.58,13.6028666667,35.3958,26.4797333333,33.5505254902,13.5975333333,8.64333333333,17.1265333333,21.5529333333,15.8842666667,31.7466666667,10.0034666667
547.92,13.5974666667,35.3778666667,26.5034666667,33.5724588235,13.5837,8.6246,17.1078666667,21.5509333333,15.8828666667,31.7458666667,9.975
548.27,13.6340666667,35.484,26.5774666667,33.6673568627,13.6408,8.64113333333,17.1533333333,21.6074,15.9236,31.8046,10.002
548.61,13.66,35.5606666667,26.6199333333,33.7488627451,13.6789,8.66426666665,17.1850666667,21.6616666667,15.9745333333,31.8673333333,10.0251333333
548.95,13.6376666667,35.5678,26.6417333333,33.7626352941,13.6609666667,8.64179999999,17.1710666667,21.6678666667,15.9620666667,31.8519333333,10.0062
549.29,13.651,35.6543333333,26.7256666667,33.8139019608,13.6769,8.64119999999,17.1882,21.7033333333,15.9932,31.9108666667,10.0273333333
549.64,13.6773333333,35.725,26.7672,33.8884941177,13.7161333333,8.65233333333,17.2188666667,21.7538666667,16.0326666667,31.9721333333,10.0479333333
549.98,13.6635333333,35.727,26.7761333333,33.9186470588,13.7046333333,8.64673333333,17.2159333333,21.7516,16.0138,31.9879333333,10.044
550.32,13.6567333333,35.7624,26.7572666667,33.9675254902,13.7059333333,8.6318,17.2055333333,21.7494,16.0126666666,31.9759333333,10.0420666667
550.66,13.6439333333,35.8044,26.7748,33.9736313725,13.7225333333,8.60506666666,17.1974666667,21.7378666667,16.0246666667,32.0074,10.0364666667
551.01,13.6245333333,35.8232666667,26.7256,33.9887411765,13.7028,8.59233333334,17.2007333333,21.6946,16.0154666667,32.008,10.0226
551.35,13.5954666667,35.8248,26.6880666667,33.9948313725,13.6690666667,8.54546666667,17.1850666667,21.6682,15.9790666667,32.007,9.99406666665
551.69,13.6096666667,35.8966666667,26.7217333333,34.0252509804,13.6742333333,8.55860000001,17.2203333333,21.6785333333,16.0033333333,32.0577333333,10.0027333333
552.03,13.6037333333,35.9462666667,26.7538,34.0657882353,13.672,8.55846666667,17.2413333333,21.6843333333,16.0318,32.0823333333,9.98666666668
552.38,13.5912,35.9768666667,26.7617333333,34.0636745098,13.6538666667,8.56179999999,17.2125333333,21.6216,15.9872,32.0722666667,9.9692
552.72,13.643,36.0792,26.8272666667,34.1392313725,13.6991333333,8.59166666666,17.2715333333,21.6437333333,16.0116666667,32.1509333333,10.0134666667
553.06,13.6628666667,36.1026,26.8489333333,34.167627451,13.7106666667,8.61393333333,17.2650666667,21.6357333333,15.9968,32.1569333333,10.0174666667
553.40,13.6824,36.1910666667,26.9137333333,34.2152078431,13.7239666667,8.64899999999,17.3005333333,21.6437333333,16.0416,32.2369333333,10.0582666667
553.74,13.7129333333,36.2472666667,26.9388666667,34.2348509804,13.7603333333,8.66126666667,17.3542,21.6659333333,16.0732,32.2656,10.08
554.09,13.6677333333,36.2515333333,26.9442666667,34.2084941176,13.7298333333,8.61800000001,17.3071333333,21.6463333333,16.0348666667,32.2605333333,10.0314666667
554.43,13.6326666667,36.2260666667,26.9364666667,34.1836470588,13.7013333333,8.60553333332,17.2764,21.601,15.9948,32.2187333333,9.99446666668
554.77,13.6404,36.2769333334,26.9898666667,34.2131294118,13.7300666667,8.61826666667,17.2795333333,21.6282,16.0061333333,32.2651333333,9.99473333333
555.11,13.6806666667,36.3815333333,27.0637333333,34.2980980392,13.7717,8.65646666667,17.3269333333,21.6778,16.0706,32.3342666667,10.009
555.45,13.648,36.4425333333,27.0947333333,34.3415019608,13.7664,8.64360000001,17.3146666667,21.6946666667,16.0537333333,32.3445333333,9.99446666666
555.80,13.6364666666,36.4622666667,27.0626666667,34.3678431373,13.7577666667,8.6326,17.2964,21.674,16.0422,32.3274666667,9.98666666668
556.14,13.6414666667,36.4382,27.0646,34.3602745098,13.7544333333,8.61326666666,17.2923333333,21.6911333333,16.0454,32.3316,9.98073333333
556.48,13.6391333333,36.46,27.0992666667,34.3946431373,13.7567,8.61473333332,17.2701333333,21.7218,16.0654666667,32.3639333333,9.94606666667
556.82,13.6667333333,36.4897333333,27.1496666667,34.4597058823,13.7869,8.63499999999,17.3061333333,21.7594,16.0960666667,32.4143333333,9.95766666667
557.16,13.6888666667,36.5004666667,27.1625333333,34.4878,13.8318666667,8.63166666667,17.3331333333,21.7966,16.1110666667,32.377,9.96940000001
557.50,13.7067333333,36.5542,27.1924,34.5472509804,13.8462666667,8.63060000001,17.3109333333,21.8046,16.1198666667,32.4048,9.96853333334
557.85,13.7868,36.6483333333,27.2781333333,34.6460117647,13.9406,8.71653333332,17.4037333334,21.8612666667,16.1835333333,32.5183333333,10.0292
558.19,13.8195333334,36.702,27.2828666667,34.6917803922,13.9392,8.72993333333,17.4011333333,21.8629333333,16.1874666667,32.5691333333,10.0373333333
558.53,13.8282666667,36.7501333333,27.3314666667,34.7413333333,13.9636,8.74373333333,17.419,21.9036,16.1951333334,32.5726666667,10.0392666667
558.87,13.8416666667,36.7472666667,27.3341333333,34.7308,13.9735666667,8.75126666667,17.3822,21.88,16.1671333333,32.5836666667,10.0498
559.21,13.8764666667,36.7810666667,27.3474,34.7909882353,14.0091666667,8.77579999999,17.4248666667,21.9092666667,16.2034,32.6351333333,10.0745333333
559.55,13.9463333333,36.8442666667,27.4093333333,34.850854902,14.0579333333,8.81573333333,17.4498666667,21.9411333333,16.2295333333,32.6866666667,10.1148666667
559.89,13.9981333333,36.9298,27.4757333333,34.9345882353,14.1116,8.85846666668,17.495,21.9929333333,16.2794666667,32.7705333333,10.1621333333
560.23,14.0006,36.949,27.4673333333,34.9193294118,14.1079,8.8546,17.5059333333,21.9778666667,16.267,32.741,10.1779333333
560.58,13.9941333333,36.9581333333,27.4607333333,34.9037568628,14.0924666666,8.84626666665,17.5035333333,21.9555333333,16.276,32.6938666667,10.1744
560.92,14.0134,36.9418,27.4547333333,34.8942431373,14.1102,8.88693333333,17.495,21.9290666667,16.2566,32.7016,10.1685333333
561.26,13.9878666667,36.9364666667,27.4128666667,34.8801529412,14.0754333333,8.88473333333,17.467,21.8854,16.2383333333,32.6938,10.1515333333
561.60,13.9308,36.8653333333,27.3457333333,34.8139960784,13.9919,8.82779999999,17.4075333333,21.8416666667,16.1784666667,32.6263333333,10.0792666667
561.94,13.9956666667,36.9341333333,27.4062666667,34.8851058823,14.0684666667,8.88673333335,17.4764,21.9144,16.2544,32.6780666667,10.1340666667
562.28,14.0065333333,36.8739333333,27.3523333333,34.8429960784,14.0353,8.8778,17.4485333333,21.8397333333,16.2389333333,32.6554666667,10.1254
562.62,14.0298,36.9176666667,27.4234,34.9208745098,14.0722,8.92226666667,17.512,21.8925333333,16.2736666667,32.6980666667,10.1654
562.96,14.0367333333,36.9379333333,27.4476,34.9338,14.0773,8.93200000001,17.4811333333,21.8971333333,16.2545333333,32.7088666667,10.1618666667
563.30,14.0496666667,36.9511333333,27.4792,34.9396470588,14.0897,8.93953333333,17.5051333333,21.9206,16.2564666667,32.7349333334,10.1733333333
563.64,14.0341333333,36.9645333333,27.4960666667,34.959654902,14.0542333333,8.91946666666,17.4876666667,21.8814666667,16.2358666667,32.7572666667,10.1392666667
563.99,14.0078666667,36.9458,27.4786666667,34.9742235294,14.0191666667,8.89666666667,17.462,21.8566,16.2306,32.7475333333,10.1186
564.33,14.048,36.9893333333,27.5048,35.0020862745,14.0698666667,8.91093333335,17.4853333333,21.8984,16.2402666667,32.8029333334,10.1674666667
564.67,14.0308,37.0558666667,27.5276,35.0669686275,14.0665333333,8.91566666667,17.5043333333,21.9056,16.2500666667,32.8598,10.1782
565.01,14.0566,37.1014666667,27.5826666667,35.1027411764,14.1058333333,8.93986666665,17.5305333333,21.9373333333,16.2614,32.8965333333,10.1986666667
565.35,14.1332666667,37.1935333333,27.6736666667,35.1738235294,14.1675,9.00266666665,17.5718,21.9634666667,16.3173333333,32.9571333333,10.2935333333
565.69,14.1167333333,37.1958,27.6738,35.1556117647,14.1530333333,8.98046666667,17.5682666667,21.9555333333,16.2846,32.9507333333,10.2662
566.03,14.1369333333,37.2934,27.7468666667,35.2355019608,14.1859,8.99366666667,17.6204666667,22.0035333333,16.3241333333,33.0128666667,10.303
566.37,14.1030666667,37.259,27.678,35.1827372549,14.1232,8.91566666668,17.5677333333,21.9615333333,16.2788,32.9468,10.2393333333
566.71,14.1290666667,37.2484,27.6949333333,35.1736509804,14.1181666667,8.92506666667,17.5848,21.9432666667,16.2819333333,32.9206,10.2470666667
567.05,14.1207333333,37.2602,27.7142666667,35.1667843137,14.113,8.92913333333,17.5973333333,21.9344,16.2792666667,32.9291333333,10.2412
567.39,14.1194666667,37.2624666667,27.6942666667,35.1759058824,14.1431,8.9392,17.5909333333,21.9462666667,16.2914666667,32.8998666667,10.2668
567.73,14.1206666667,37.2421333333,27.6982,35.1470980392,14.1612666667,8.95100000001,17.5852,21.9455333333,16.275,32.8776666667,10.2726
568.07,14.0809333333,37.2038666667,27.6473333333,35.0998,14.1245333333,8.94446666667,17.5387333333,21.8782,16.2497333333,32.8323333333,10.2428666667
568.41,14.1152,37.2131333333,27.6938666667,35.1037176471,14.1346,8.93900000001,17.5342666667,21.908,16.2661333333,32.8186,10.2655333333
568.75,14.1386666667,37.2304666667,27.7548666667,35.1493607843,14.1457,8.95566666667,17.5615333333,21.9322666667,16.2931333333,32.8436666667,10.2923333333
569.09,14.1682666667,37.2762,27.7862666667,35.1858156863,14.1834333333,8.9836,17.5968666667,21.9781333333,16.3484,32.8736666667,10.2964666667
569.43,14.2107333333,37.3281333333,27.8474666667,35.2353882353,14.2362666667,9.04160000001,17.6585333333,22.0367333333,16.4202,32.9144,10.3888666667
569.77,14.2336666667,37.3039333333,27.8386,35.2118196078,14.2584,9.06880000001,17.6482666667,22.0375333333,16.4136,32.9005333333,10.4091333333
570.11,14.3054666667,37.3898666667,27.9088,35.2646078431,14.3288,9.14506666667,17.7010666667,22.0974,16.4762666667,32.9568,10.4766666667
570.45,14.2723333333,37.4356666667,27.906,35.2603921568,14.3114333333,9.1086,17.6834666667,22.0961333333,16.4564,32.9530666667,10.4478666667
570.79,14.2574666667,37.4718,27.8842666667,35.3089254902,14.2840666667,9.08793333333,17.6391333333,22.0711333333,16.4394,32.9554666666,10.4326
571.13,14.3171333333,37.5348,27.9713333333,35.3990156863,14.3320666666,9.13133333334,17.7229333333,22.1454666667,16.4831333333,33.0132666667,10.4837333333
571.47,14.3857333333,37.6456666667,28.0424,35.4854235294,14.3809,9.17553333334,17.7830666667,22.2015333333,16.5281333333,33.0948,10.527
571.81,14.3904666667,37.6982,28.0778666667,35.5514745098,14.3808666667,9.16826666666,17.808,22.2298666667,16.5410666667,33.1103333333,10.5157333333
572.15,14.3888666667,37.7041333333,28.0539333333,35.5446078432,14.3650666667,9.16180000001,17.7968,22.2036666667,16.5376,33.0942,10.4916666667
572.49,14.3948,37.6884666667,28.0289333333,35.5226313725,14.3566,9.15119999999,17.7849333333,22.1952666667,16.5388,33.0916,10.4792
572.83,14.3448666667,37.6628,27.9729333333,35.4954156863,14.3200666667,9.10440000001,17.7494,22.1688,16.4898,33.0132666667,10.4498666667
573.17,14.3158,37.6644666667,27.9509333333,35.4858705882,14.2805,9.05866666666,17.7142666667,22.1243333333,16.456,32.9966666667,10.4077333333
573.51,14.3375333333,37.7532666667,27.9890666667,35.5666039216,14.2995,9.08613333332,17.7323333333,22.1630666667,16.4876,33.0554666667,10.4141333333
573.85,14.3184666667,37.7456666667,27.9968,35.5936313725,14.2788333333,9.07246666666,17.7372,22.1480666667,16.4764666667,33.0775333333,10.4075333333
574.19,14.4093333333,37.8224,28.0833333333,35.6960745098,14.3902,9.16346666666,17.8158666667,22.2127333333,16.5726,33.1812666667,10.5086
574.53,14.4170666667,37.8145333333,28.111,35.6933137255,14.4287333333,9.18753333333,17.8458666667,22.2328,16.5906666667,33.1809333333,10.5270666667
574.87,14.4194,37.8192,28.072,35.6547921569,14.4148,9.178,17.82,22.2272,16.5777333333,33.1589333333,10.5068
575.21,14.4164,37.8206666667,28.0951333333,35.6877882353,14.4077666667,9.17466666665,17.8305333333,22.2264,16.6007333333,33.1584,10.513
575.55,14.4686,37.8977333333,28.1816666667,35.7426078432,14.4652333333,9.20453333334,17.8658,22.2754666667,16.6344666667,33.2352,10.5775333333
575.89,14.5207333333,38.0036666667,28.2771333333,35.8326941176,14.5190333333,9.25266666666,17.9481333333,22.3428,16.7002,33.3061333333,10.6404
576.22,14.5290666667,38.0340666667,28.3042,35.8680705882,14.5418666667,9.27306666667,17.9582,22.3706,16.7216666667,33.3102,10.6572666667
576.56,14.584,38.1176666667,28.3977333333,35.9469803922,14.5741,9.31886666667,18.0078,22.4202666667,16.7642,33.4058,10.7208
576.90,14.6444,38.1517333333,28.4755333333,36.0360313725,14.6376333333,9.38186666666,18.0487333333,22.4988666667,16.8118,33.4854666667,10.7722666667
577.24,14.6265333333,38.111,28.4898666667,36.0042784314,14.6398666667,9.36899999999,18.0355333333,22.5054666667,16.7989333333,33.4538,10.7632666667
577.58,14.6842666667,38.1636666667,28.5447333333,36.0581098039,14.6972666667,9.42093333333,18.0825333333,22.5455333333,16.8487333333,33.4742,10.8140666667
577.92,14.6722,38.1381333333,28.5280666667,36.0263568627,14.6455333334,9.39379999999,18.0447333333,22.5401333333,16.8235333333,33.4224,10.7742
578.26,14.7154,38.1842,28.5586666667,36.0812,14.6582666667,9.40253333332,18.0596,22.5837333333,16.8582666667,33.4744,10.8036
578.60,14.7273333333,38.2165333333,28.625,36.1276862745,14.6752333333,9.41199999999,18.0762,22.6065333333,16.8932,33.5334,10.8281333333
578.94,14.7092666667,38.2720666667,28.6792666667,36.1492627451,14.6942,9.4288,18.0900666667,22.6113333333,16.9077333333,33.5705333333,10.8354
579.28,14.7199333333,38.2888,28.7046,36.1945568627,14.6996,9.4736,18.1112,22.6350666667,16.9609333333,33.6016666667,10.8499333333
579.61,14.6958666667,38.2307333333,28.6999333333,36.1979607843,14.7091666667,9.48893333333,18.0931333333,22.621,16.9558,33.5910666667,10.8512666667
579.95,14.681,38.2766666667,28.7237333333,36.2273647059,14.6990333333,9.46766666667,18.1018666667,22.6327333333,16.9496666667,33.6114666667,10.8355333333
580.29,14.6916,38.2724,28.7480666667,36.2388196078,14.7139666667,9.48286666667,18.1354,22.6753333333,16.9739333333,33.6315333333,10.8244666667
580.63,14.7076666667,38.3282,28.7964,36.2735764706,14.7294,9.48806666668,18.1689333333,22.6662,16.9798,33.6348666667,10.8387333333
580.97,14.7169333333,38.3507333333,28.8199333333,36.3239764706,14.7272,9.49659999998,18.2293333333,22.673,17.0386,33.6476666667,10.8692666667
581.31,14.6979333333,38.3962666667,28.8719333333,36.349145098,14.7278333333,9.50153333333,18.2027333333,22.6844,17.0527333333,33.6795333333,10.8858666667
581.65,14.7009333333,38.4718,28.9,36.4216666667,14.7543666667,9.52680000001,18.2635333333,22.7095333333,17.0911333333,33.7196,10.9037333333
581.98,14.737,38.5592666666,29.0026666667,36.4774509804,14.8005333333,9.57686666667,18.3390666667,22.7709333333,17.1605333333,33.7674666667,10.9520666667
582.32,14.6979333333,38.6131333333,29.0254666667,36.4691882353,14.7725333333,9.5594,18.3456666667,22.7232,17.1464666667,33.7562,10.9402666667
582.66,14.7356666667,38.6344,29.0135333333,36.4818196078,14.7589,9.56113333333,18.3524,22.7266666667,17.1521333333,33.7849333333,10.9484666667
583.00,14.7445333333,38.694,29.0394,36.5153333333,14.7749333333,9.55766666667,18.3720666667,22.7684666667,17.1416,33.8049333333,10.9614
583.34,14.7724666667,38.7186666667,29.0612666667,36.5293686275,14.7808666667,9.54266666669,18.3699333333,22.7968666667,17.1468666667,33.8458666667,10.9556666667
583.68,14.8132,38.7676666667,29.1016,36.5562431372,14.8118,9.59353333331,18.4376,22.7953333333,17.1894666667,33.8818666667,11.0280666667
584.01,14.8266666667,38.8299333333,29.1449333333,36.6131019608,14.8339333334,9.59320000001,18.4560666667,22.7952666667,17.2066,33.9382666666,11.0581333333
584.35,14.7902,38.8135333333,29.1205333333,36.6086862745,14.7935333334,9.59586666668,18.403,22.7737333333,17.2124666667,33.9268,11.0276
584.69,14.8206,38.8744,29.1621333333,36.6325764706,14.7931666667,9.61446666667,18.4039333333,22.7868,17.2189333333,33.9561333333,11.0249333333
585.03,14.8354,38.9001333333,29.185,36.6677372549,14.81,9.62459999999,18.4168666667,22.7767333333,17.2408666667,33.9949333333,11.0363333333
585.37,14.9006666667,38.9802,29.3154,36.7677176471,14.8792333333,9.70039999999,18.4510666667,22.8442,17.3088666667,34.1098,11.123
585.70,14.9433333333,39.0264,29.3377333333,36.8273411765,14.9428666667,9.77193333333,18.4820666667,22.8762666667,17.3306666667,34.1474,11.1944666667
586.04,14.9658666667,38.9991333333,29.3408,36.8532941177,14.9763,9.8156,18.5013333333,22.8850666667,17.3420666667,34.1412666667,11.2129333333
586.38,14.9511333333,39.0078,29.3524666667,36.8801333334,15.0223666667,9.8284,18.5105333333,22.9048,17.3578,34.1452,11.2352
586.72,15.0091333333,39.0344,29.4098,36.9112078431,15.0617,9.88653333333,18.5772666667,22.9423333333,17.4446666667,34.2014666667,11.2836666667
587.06,14.9592,39.0494,29.3856,36.9182235294,15.0155666667,9.85586666667,18.5588,22.9006666667,17.3882,34.1655333333,11.2612666667
587.39,14.9658,39.0914666667,29.4127333333,36.9396705882,15.0209,9.87233333335,18.5523333333,22.9049333333,17.3889333333,34.1670666667,11.2592
587.73,14.993,39.0984666667,29.4374,36.961345098,15.0715,9.9434,18.5730666667,22.9057333333,17.4448666667,34.1718,11.2977333333
588.07,15.0174666667,39.1454666667,29.4614,36.9360901961,15.0909333333,9.96386666667,18.6104666667,22.9025333333,17.4524666667,34.1956,11.3334666667
588.41,14.9892,39.1384666667,29.462,36.946372549,15.0944333333,9.98126666668,18.6257333333,22.8934666667,17.4298,34.2216666667,11.3620666667
588.74,14.9783333333,39.1592666667,29.4310666667,36.9438235294,15.0831333333,9.97773333332,18.6334666666,22.9044,17.4082,34.2018,11.3082666667
589.08,14.9526,39.2050666667,29.4004666667,36.9140039216,15.0484666667,9.93933333333,18.6656666667,22.8729333333,17.3862,34.2085333333,11.2909333333
589.42,14.8869333333,39.1424,29.3183333333,36.8463921569,14.9712,9.83393333335,18.5881333333,22.8214666667,17.3266666667,34.1508666667,11.2284
589.76,14.8608,39.1714666667,29.3004666667,36.8186431373,14.9396,9.80793333333,18.5568666667,22.8149333333,17.3107333333,34.1392666667,11.2086666667
590.09,14.9257333333,39.2298,29.3831333333,36.8907490196,14.9715666667,9.85880000001,18.628,22.9054,17.3699333333,34.2097333333,11.2770666667
590.43,14.8612,39.2048,29.3172666667,36.8552392157,14.9445666667,9.80933333333,18.5728666667,22.8646666667,17.3014,34.1420666667,11.2384
590.77,14.9273333333,39.2538,29.3811333333,36.8857921569,15.0125,9.8866,18.6264,22.9293333333,17.3836,34.2066666667,11.2854
591.11,14.9350666667,39.2322666666,29.3724666667,36.8974666667,15.0402,9.91466666667,18.6377333333,22.9619333333,17.3984,34.2129333333,11.3002
591.44,14.9308,39.2743333333,29.3535333333,36.9068784314,15.0139,9.88746666669,18.6234666667,22.9620666667,17.3615333333,34.2425333333,11.2846
591.78,14.9292666667,39.2830666667,29.3633333333,36.9747490196,15.0229333333,9.88133333333,18.6346,22.9790666667,17.3858666667,34.2670666667,11.2957333333
592.12,15.0055333333,39.3766666667,29.4287333333,37.0467058824,15.0968333333,9.91233333335,18.7083333333,23.0520666667,17.4536666667,34.3074666667,11.3402
592.46,15.106,39.4659333333,29.5168666667,37.1293137255,15.1824333333,9.98853333335,18.8097333333,23.1600666667,17.5431333333,34.393,11.4671333333
592.79,15.1005333333,39.4345333333,29.5074,37.114627451,15.2057333333,10.0018666667,18.8039333333,23.1661333333,17.566,34.3476666667,11.4794666667
593.13,15.0617333333,39.4323333333,29.5403333333,37.0896235294,15.1607666667,9.97039999999,18.7715333333,23.1027333333,17.5280666667,34.3393333333,11.4121333333
593.47,15.1062666667,39.4901333333,29.6009333333,37.1557803921,15.2144666667,10.0138,18.8187333333,23.1520666667,17.5693333333,34.4028,11.4606666667
593.80,15.0497333333,39.4515333334,29.5226666667,37.0990627451,15.1405,9.97700000002,18.7303333333,23.0574666667,17.486,34.3306666667,11.3910666667
594.14,15.0886666667,39.4752,29.5435333333,37.1194117647,15.1284333333,9.98153333333,18.7516666666,23.0320666667,17.4888666667,34.3476666667,11.3965333333
594.48,15.0506666667,39.5134,29.5270666667,37.1348470588,15.1159333333,9.96233333333,18.7416,23.0283333333,17.4557333333,34.3271333333,11.4022
594.81,15.0512,39.5691333333,29.5362,37.1420784314,15.1032,9.96046666668,18.756,23.0236,17.476,34.3161333333,11.4314
595.15,15.025,39.6211333333,29.5783333333,37.1749568628,15.0840666667,9.93666666669,18.7538,23.0242,17.4702,34.3398666667,11.4278
595.49,14.9937333333,39.5746,29.5644,37.1305882353,15.0419666667,9.895,18.7236,23.0108666667,17.4147333333,34.2524,11.3932666667
