wavelength,Back_AniNotm,Belly_AniNotm,Breast_AniNotm,Crissum_AniNotm,Crown_AniNotm,DorTail_AniNotm,Patch10_AniNotm,Patch11_AniNotm,Patch12_AniNotm,Rump_AniNotm,Throat_AniNotm,WingTip_AniNotm
185.63,31.2866666665,80.7018333333,47.9531666667,27.4853333333,42.1053333334,9.9415,61.4035833333,-23.3918333333,28.0703333333,31.2866666667,45.0293333331,-6.14016666665
186.01,31.6665,76.9048333335,52.143,31.905,43.5716666667,25.4761666667,67.0236666667,-6.6665,46.1903333333,29.0475,43.0953333333,14.0476666667
186.39,17.9486666666,71.7949999998,50.6411666667,22.8633333333,38.4615,19.0173333333,55.6625,-5.5553333333,31.1963333333,14.5298333333,39.1026666666,10.2563333333
186.77,13.6985,75.3423333335,47.4886666666,14.3835,38.1278333334,19.6346666667,50.9131666666,-10.7306666666,29.9086666666,11.1871666667,41.781,-5.0228333333
187.15,2.7131666667,63.1785,39.9223333334,8.91466666665,36.434,16.4728333333,46.9959166667,-10.6586666667,28.4881666666,3.101,29.0698333333,-7.9458333333
187.53,-9.82466666665,53.3333333333,33.5088333333,4.21050000001,34.9121666667,12.1053333333,52.8946666666,-9.6493333333,24.737,8.2455,22.1053333333,-8.4211666667
187.91,-5.7893333333,65.7896666667,44.2105,8.772,47.3685,19.8245,59.2981666667,9.64916666665,40.3508333333,16.3158333333,32.8068333333,-6.1403333333
188.29,12.3125,75.5255,48.048,19.5195,54.3545,30.4805,64.26425,24.6246666667,51.5015,36.3365,49.8498333333,14.1141666666
188.67,18.7316666666,75.9586666667,52.6548333333,25.8111666666,57.8171666666,34.2183333334,65.19175,25.2213333333,57.6696666667,41.1503333334,47.7878333334,21.0913333334
189.05,12.7535,72.1738333333,52.029,20.0,54.348,31.7391666667,59.8549166666,20.5796666667,52.6088333333,39.2755,39.5653333333,14.3476666667
189.43,2.77766666665,68.9541666666,44.7711666666,13.3988333333,48.693,26.7975,64.8696666667,12.2548333334,46.5688333333,34.3138333333,27.2876666667,8.00666666665
189.81,-4.9505,56.9306666666,40.4291666666,6.10566666665,39.7688333333,22.1121666667,58.3333333333,1.15516666665,32.3431666667,27.8876666666,23.5975,3.96033333335
190.19,2.749,61.3401666666,47.9381666667,10.6528333333,41.0653333333,25.9448333333,63.8318333333,3.95183333335,32.9896666667,36.4263333334,27.6631666667,7.0445
190.57,10.993,65.6028333334,50.3545,16.844,45.2128333333,33.3335,69.59225,0.532,43.2625,46.6311666667,32.4466666667,11.3475
190.95,17.5926666667,58.7963333333,55.71,25.7716666667,46.9135,35.8025,70.4475833333,7.87033333335,48.3023333333,49.0741666667,34.5678333333,20.9875
191.33,20.9093333333,58.0305,57.4241666667,23.6365,46.6665,35.303,69.0151666667,6.3635,44.3938333334,54.5453333334,35.1518333333,18.6365
191.71,15.464,53.4365,55.3265,12.543,34.536,31.0995,61.0823333334,-7.732,37.4571666666,50.1718333333,25.6013333333,11.8556666667
192.09,-0.70183333335,29.6491666667,35.9648333334,-5.7895,10.702,12.6316666667,42.01775,-41.579,13.86,31.93,1.4033333333,-12.2806666667
192.47,-12.415,18.1975,32.653,-11.7348333334,7.483,6.12233333335,34.2685,-49.4896666667,-0.340166666665,18.3673333334,-12.415,-22.1088333333
192.85,-18.3501666667,15.6566666667,27.7778333334,-14.4781666667,2.0205,4.377,31.3973333333,-49.6633333332,-13.2993333333,8.92266666669,-15.8248333333,-23.7373333333
193.23,-42.5703333332,3.8151666667,16.2651666667,-32.5301666667,-22.0881666667,-12.249,11.7469166667,-77.51,-39.1565,-12.4498333333,-34.3373333333,-35.7428333333
193.61,-39.9225,4.06966666665,18.7985,-27.3255,-19.1858333334,-8.33316666665,15.2134166666,-72.2870000002,-37.4033333333,-9.49633333333,-28.2943333333,-31.0076666666
193.99,-40.763,3.213,16.4656666667,-32.9315,-24.0965,-11.8475,8.53408333335,-75.3013333333,-48.5943333333,-13.4538333333,-34.9396666666,-40.5623333333
194.37,-34.536,-2.4055,9.96549999998,-29.3815,-22.6805,-13.5736666667,3.4365,-74.3985,-50.0,-18.5568333333,-31.4433333333,-39.0033333333
194.75,-38.8333333333,-10.1666666666,13.0,-30.0,-23.1666666666,-16.0,-0.166666666667,-70.6666666665,-51.3333333333,-19.5,-33.5,-35.0
195.13,-40.9658333333,-13.863,5.14016666667,-28.6603333333,-25.2338333333,-20.8721666666,-8.80066666665,-69.9376666665,-56.8535,-22.1181666667,-32.0871666666,-36.4485
195.51,-62.9431666665,-23.9361666667,-5.14166666667,-39.0071666667,-42.0211666667,-34.2198333333,-23.0495833334,-86.1701666667,-81.5605,-40.4255,-47.3403333334,-51.5958333334
195.89,-81.3008333331,-35.9756666666,-11.7886666667,-54.0648333334,-50.813,-45.325,-37.0935833333,-107.520333333,-101.829166667,-53.2521666666,-58.7398333333,-66.057
196.27,-84.8888333332,-35.3331666667,-13.9998333334,-52.222,-54.2221666667,-47.5555,-35.4443333334,-108.666666667,-106.666666666,-58.4445,-59.111,-65.3333333333
196.65,-110.214833333,-48.3871666668,-41.6665,-77.688,-81.4515000002,-75.2686666665,-59.81175,-146.2365,-132.795833333,-75.0,-84.6775000001,-87.0966666665
197.03,-138.235333333,-71.5685000002,-67.6471666667,-113.725666666,-117.647,-103.594833333,-90.3595833335,-189.215833333,-163.398666666,-87.5816666667,-117.647,-124.509833334
197.40,-125.925833334,-77.4690000002,-70.0616666667,-101.543166667,-108.333666667,-99.6913333335,-78.0864166665,-170.679,-152.1605,-74.9998333333,-111.728333333,-115.123666667
197.78,-114.814666667,-79.0123333332,-61.4198333333,-101.2345,-100.000166667,-87.9628333332,-83.7965833335,-156.790166667,-143.827166667,-78.7036666665,-112.654333333,-105.247
198.16,-130.612333334,-84.0136666665,-71.0883333333,-110.544333333,-116.3265,-97.9591666668,-96.5986666665,-178.911666667,-155.442333333,-86.7346666666,-137.755,-108.503333333
198.54,-258.974333333,-160.897666667,-143.589833333,-201.923,-207.692333333,-176.923,-180.128083334,-335.2565,-262.820666667,-162.1795,-264.743833333,-181.410166667
198.92,-186.458333334,-96.3541666667,-107.8125,-151.5625,-155.208333333,-116.145833333,-132.03125,-268.229166667,-206.25,-124.479166667,-204.166666667,-131.770833333
199.30,-231.333333334,-107.333333333,-135.333333333,-203.333333333,-211.333333334,-134.0,-166.333333333,-350.666666667,-272.666666666,-158.666666667,-282.666666667,-141.333333333
199.68,-152.083333333,-91.6666666667,-101.5625,-148.958333333,-145.3125,-94.7916666667,-123.958333334,-264.583333333,-179.166666667,-105.208333333,-207.8125,-77.0833333331
200.06,-81.5218333331,-52.8985,-63.0435,-90.5798333333,-98.5506666667,-49.9998333334,-82.2465833334,-175.0,-121.376666667,-61.5941666667,-126.449166667,-40.9421666666
200.44,-64.7223333334,-31.6668333333,-42.5,-62.7778333333,-66.6666666667,-29.4443333334,-65.97225,-126.111,-97.222,-36.9445,-90.5555,-27.2223333333
200.82,-60.8333333333,-31.389,-27.5001666667,-49.7221666667,-55.0,-19.1665,-55.8334166667,-114.444333333,-96.1111666668,-34.4443333334,-86.9445000002,-22.2223333334
201.19,-62.6865,-34.3283333333,-23.6318333333,-47.015,-47.2635,-22.8855,-56.2188333333,-107.96,-99.5023333334,-39.5523333333,-89.0546666668,-22.8856666666
201.57,-47.9168333333,-18.75,-8.56483333335,-39.1205,-33.102,-6.25,-49.1898333334,-92.1296666665,-82.1759999999,-25.2316666667,-73.3796666665,-17.5926666667
201.95,-37.7393333333,-10.7278333334,-9.00366666665,-30.46,-26.2453333334,-2.4903333333,-40.9000833334,-73.3716666667,-73.5631666665,-15.5173333334,-55.1723333333,-9.77
202.33,-42.8861666666,-15.8538333334,-12.195,-38.2113333333,-22.9673333333,-5.8945,-47.3575833334,-80.6911666667,-80.2848333333,-18.6991666667,-57.7235,-18.2928333333
202.71,-44.9276666667,-21.0145,-20.1086666667,-45.6521666666,-30.616,-17.0291666667,-53.1705,-75.0,-83.8768333335,-24.8186666667,-65.036,-29.348
203.09,-44.6238333333,-31.183,-29.3906666667,-46.2365,-33.3335,-28.1358333333,-56.8099166666,-75.6273333334,-89.0683333333,-23.4766666667,-65.5914999999,-38.5303333334
203.47,-38.0,-31.6666666667,-21.3333333334,-40.5,-25.6666666667,-28.3333333333,-47.6666666667,-65.5,-80.5,-18.6666666667,-55.5,-38.3333333333
203.85,-31.2091666666,-25.4901666667,-16.9935,-32.0261666666,-20.0981666667,-16.9935,-36.76475,-53.268,-74.1833333333,-13.5621666667,-45.2613333333,-33.1698333333
204.22,-35.6666666667,-24.1666666666,-14.3333333333,-27.5,-14.3333333333,-20.8333333334,-31.5833333333,-49.3333333333,-68.6666666667,-10.5,-48.0,-36.6666666667
204.60,-38.6448333334,-30.0366666666,-15.934,-33.3331666667,-14.2856666667,-26.1903333334,-29.1209166667,-55.4946666666,-67.9486666667,-16.3003333333,-58.9743333334,-38.6446666667
204.98,-39.8626666667,-34.7078333334,-21.6495,-41.0653333333,-18.9001666666,-31.2713333334,-30.2405,-58.7628333334,-64.2611666667,-19.0721666666,-59.1065,-44.1578333333
205.36,-53.049,-51.8295,-39.0243333333,-61.992,-29.6748333333,-42.073,-34.3495,-78.252,-73.5775,-29.4715,-72.5610000002,-58.3333333333
205.74,-82.8283333335,-77.2726666666,-60.8585,-80.0506666667,-45.7071666666,-65.1516666665,-49.9998333333,-109.848333333,-103.03,-49.2425,-103.030166667,-79.5453333331
206.12,-141.134666667,-129.078,-109.574333333,-133.688,-97.5176666667,-121.276666667,-91.3121666665,-194.326166667,-159.5745,-99.2906666666,-171.985833334,-152.482333333
206.50,-219.999833334,-193.809333333,-188.571333333,-216.190333334,-175.238166666,-202.381333333,-137.381083333,-288.571666667,-246.666666667,-166.666666667,-265.714166667,-239.523666667
206.87,-360.606,-315.909,-306.060333333,-371.212166667,-307.575833333,-353.0305,-246.590833334,-492.424333333,-402.272833333,-285.606166667,-421.9695,-406.060666667
207.25,-498.039166667,-430.392166666,-409.804,-529.411833333,-430.392166666,-443.137166667,-309.313916667,-659.803666667,-529.411666667,-391.1765,-581.3725,-526.470666667
207.63,-627.777833333,-530.0,-548.889,-675.555666666,-525.555666667,-490.0,-377.77775,-802.222333333,-581.111166667,-490.0,-680.000166667,-645.5555
208.01,-384.7825,-308.695666666,-350.724666667,-440.579666666,-334.782666667,-321.0145,-249.63775,-534.7825,-385.5075,-298.550666667,-447.1015,-419.565166666
208.39,-248.924666667,-224.731333334,-248.924833333,-304.8385,-219.892333334,-216.129166667,-163.9785,-381.7205,-276.344,-189.247333333,-312.903166666,-283.333166667
208.77,-183.772,-179.386,-206.140166667,-249.5615,-184.2105,-177.193,-153.508833334,-313.157833333,-245.614,-135.526166667,-241.6665,-236.842166666
209.14,-225.268833333,-218.817166666,-262.3655,-311.827833334,-234.4085,-226.344166667,-197.58075,-376.344166666,-324.193666667,-185.483833333,-295.699,-285.483833334
209.52,-195.238,-191.904666667,-219.523666667,-262.381,-200.0,-201.4285,-177.142833333,-320.476333333,-289.999833334,-160.476333333,-250.952333334,-240.476333334
209.90,-126.143666667,-134.313666667,-158.496666667,-188.889,-137.581666666,-149.346333333,-111.601416667,-222.548833333,-194.7715,-118.300833333,-171.241833334,-174.509833333
210.28,-98.8700000002,-114.406833333,-128.2485,-159.039666667,-101.13,-124.576333333,-82.0621666667,-173.163833334,-157.627333333,-88.9831666668,-135.310833333,-137.570666667
210.66,-49.367,-67.7216666667,-74.2616666667,-96.8353333333,-53.5863333333,-67.5105000002,-44.6203333334,-115.189833333,-95.5694999998,-36.7088333333,-76.3711666666,-77.6371666665
211.03,-25.2688333334,-41.2186666666,-47.67,-60.3943333333,-24.7311666667,-34.588,-16.2185,-81.7204999999,-62.5448333333,-5.3761666667,-46.9535,-46.0575
211.41,-21.0728333333,-42.1455,-46.7433333334,-58.8121666667,-13.2185,-36.0153333334,-15.8044166667,-82.3754999999,-57.4713333332,-2.682,-41.954,-51.9155
211.79,-35.9901666666,-65.2173333333,-60.3865,-78.0191666667,-30.918,-65.9421666668,-34.4203333334,-108.937333333,-87.923,-17.3913333334,-64.4928333334,-79.227
212.17,-38.6575,-65.0463333333,-53.9351666666,-69.4445,-26.8518333333,-61.8056666665,-27.5465,-99.0740000001,-77.0833333335,-22.4536666667,-55.0926666666,-75.6943333331
212.55,-35.7778333334,-56.0,-52.2221666667,-76.4443333333,-26.8888333333,-60.0,-29.9998333334,-94.8888333331,-69.1111666667,-29.1113333333,-56.0,-74.4445
212.92,-55.303,-76.2626666667,-68.4343333333,-95.9593333331,-41.6668333332,-78.5353333332,-33.2070833333,-110.606,-75.2526666665,-44.1918333333,-78.0303333335,-86.6159999999
213.30,-30.2083333333,-58.9583333333,-41.875,-69.1666666667,-28.9583333333,-53.3333333333,-22.9166666667,-88.5416666667,-48.9583333333,-17.5,-53.9583333333,-63.9583333333
213.68,-30.6911666667,-63.0081666666,-48.374,-68.0893333333,-35.1625,-52.8455,-28.2520833334,-100.4065,-49.1869999999,-25.0,-58.7398333333,-69.7153333333
214.06,-17.0541666666,-41.085,-33.5271666667,-51.3565,-20.5425,-31.0076666667,-22.6743333333,-78.4883333333,-29.6513333333,-1.74416666665,-42.0543333333,-51.1628333333
214.44,-25.5813333334,-44.7675,-38.3721666667,-56.9768333334,-30.6201666667,-36.4343333333,-29.942,-87.597,-31.589,-7.17083333332,-49.9998333333,-52.713
214.81,-41.8916666667,-68.243,-57.4325,-77.4775,-42.7928333333,-52.2521666667,-51.6890833333,-107.657666667,-46.3965000001,-34.91,-70.946,-76.8018333334
215.19,-73.684,-115.789833333,-98.2456666665,-125.731,-71.0525,-89.4736666668,-85.3799166666,-159.941333333,-92.1051666667,-80.9943333333,-120.467833334,-127.193
215.57,-89.2858333333,-126.1905,-113.6905,-130.952333333,-90.1786666667,-102.0835,-101.63675,-179.166666667,-98.2144999998,-100.0,-136.607333333,-142.261833333
215.95,-68.2291666667,-98.6983333334,-103.646,-104.427166666,-61.9795,-81.2499999999,-90.3646666666,-154.948333333,-77.0838333331,-72.1355,-122.917,-123.1775
216.32,-149.122833334,-205.263333333,-212.719333334,-217.105333333,-144.737,-178.947166666,-189.692916666,-306.140333333,-168.859666667,-162.280833333,-245.614,-245.1755
216.70,-206.4515,-275.268666666,-278.494666666,-262.903,-196.774166667,-215.591166667,-231.451666666,-395.1615,-215.053833334,-210.215,-308.064666666,-322.043166667
217.08,-232.716166666,-325.925666667,-308.024666667,-286.419833333,-212.345666666,-211.111166667,-263.888833333,-440.1235,-230.246833334,-233.9505,-332.716,-374.074
217.46,-375.0,-462.5,-469.166666667,-400.0,-306.666666666,-344.166666667,-384.166666667,-610.833333333,-327.5,-368.333333334,-474.166666666,-532.5
217.83,-619.444333334,-747.222,-773.611166667,-668.055666667,-475.0,-629.166666666,-618.75,-947.222166667,-576.389,-601.389,-773.611,-901.388833335
218.21,4441.66666667,5300.0,5275.0,4575.0,3466.66666667,4500.0,3887.5,6300.0,4325.0,4275.0,5183.33333334,6108.33333334
218.59,684.615333334,826.923166667,862.820500002,710.256333333,510.256333333,680.769333333,603.205083333,969.230666667,664.102666666,678.205166666,793.589833333,966.666666669
218.97,464.035166667,550.877166666,586.842333333,469.298333334,346.491166667,497.3685,400.43875,684.210666666,441.228333334,444.736833333,530.701666667,672.807
219.34,471.929833333,561.403666667,603.508666667,466.6665,364.912333333,509.649,417.105166666,657.894833333,421.929833334,440.350833333,508.772,656.1405
219.72,338.461666667,405.128166666,450.641,346.794666667,270.513,370.512833333,301.282,467.9485,326.282166666,321.153833334,371.795,476.282
220.10,363.333333333,461.666666666,504.166666667,367.5,298.333333334,403.333333333,276.25,557.5,366.666666666,357.5,375.833333334,500.0
220.47,1213.33333333,1606.66666667,1783.33333334,1220.0,1006.66666666,1506.66666666,933.333333334,1910.0,1286.66666667,1176.66666666,1303.33333334,1836.66666666
220.85,258.0,338.0,397.333333334,264.0,236.0,369.333333333,229.666666667,410.666666666,294.666666667,261.333333333,293.333333333,404.0
221.23,329.411666667,429.411833333,560.7845,399.0195,347.058833334,539.215666667,323.5295,619.608,413.7255,350.980333333,396.0785,584.3135
221.61,233.333333333,303.788,415.909,301.515166667,253.788,384.090833333,204.166583334,470.454666667,313.6365,261.363666667,293.939333334,461.363833333
221.98,-941.666666666,-1320.83333334,-2037.5,-1304.16666667,-1120.83333333,-1750.0,-885.416666666,-2333.33333333,-1379.16666667,-1120.83333333,-1391.66666666,-2325.0
222.36,-118.421,-222.807166666,-387.719333333,-212.2805,-200.000166667,-328.947333333,-145.614083333,-436.842166667,-235.964833333,-198.2455,-243.859666667,-439.473666666
222.74,-40.8045000002,-97.7013333335,-211.494166667,-105.747166666,-103.448333333,-197.1265,-54.8848333334,-262.643833334,-144.253,-78.1608333335,-121.2645,-241.954166667
223.11,-3.268,-26.7973333334,-102.941333333,-33.3333333333,-31.3726666667,-88.2353333333,-5.5555,-111.764666667,-62.7451666667,-12.7448333333,-47.3858333333,-98.3660000001
223.49,9.322,-7.34483333335,-74.2938333335,-12.9941666667,-18.0791666666,-63.8416666666,9.03983333335,-86.1581666669,-41.8078333333,-2.82483333335,-27.9661666667,-81.9208333332
223.87,21.8905,-3.23383333334,-53.2338333334,-6.7165,-13.184,-47.015,17.1640833333,-64.4278333334,-28.6071666667,10.6965,-20.8955,-56.4676666667
224.24,16.6666666667,-11.607,-70.5356666667,-26.7858333334,-25.5953333333,-66.9645,-1.33933333335,-70.2383333333,-40.7738333333,2.38066666665,-38.0953333333,-77.6783333333
224.62,22.0428333333,-7.79566666668,-65.0536666667,-22.3116666667,-18.5483333333,-52.4191666667,3.62908333334,-64.2473333333,-26.3441666667,10.215,-34.6773333333,-67.473
225.00,31.6666666667,12.9628333333,-27.5925,-0.74066666665,6.66666666667,-12.5926666667,22.315,-22.963,4.81483333332,25.7406666667,0.3705,-22.5926666667
225.38,35.5311666666,13.9195,-24.542,8.60783333335,18.315,-8.608,32.3259166667,-15.9341666667,13.7365,27.8388333333,7.69233333332,-16.8498333333
225.75,37.055,14.7246666667,-16.0193333333,10.0323333333,23.7863333333,-1.94166666666,27.75075,-9.22333333335,16.6663333333,29.4498333333,12.945,-5.825
226.13,38.5963333333,7.36833333333,-13.6841666667,3.50883333335,22.1053333333,-6.842,32.8948333334,-10.5263333333,14.3861666666,30.877,16.6665,-0.701666666665
226.51,31.3131666667,5.21883333333,-12.2895,0.6735,23.569,-10.1011666667,28.6196666666,-12.1211666667,13.2996666666,32.155,18.0135,2.862
226.88,29.4025,4.55966666667,-11.7925,1.5725,25.3145,-2.51566666667,23.349,-7.86133333335,19.4966666667,29.5596666667,16.5093333333,-3.30183333333
227.26,31.399,5.50583333335,-8.63099999999,-0.59516666665,20.2378333333,2.38083333333,22.3213333334,-10.2678333333,22.1725,28.869,16.3688333334,-7.29166666667
227.64,31.9895,9.13966666665,-5.51083333334,2.016,20.9676666667,6.58583333335,22.3791666667,-7.93016666667,21.5053333334,32.527,17.4731666667,-0.5375
228.01,27.696,14.8283333333,-2.81866666666,2.57333333335,19.608,5.02450000001,17.83075,-10.1716666667,20.8335,28.4315,19.2403333333,-1.71566666667
228.39,21.4743333333,9.72233333335,-4.38033333333,1.389,13.5683333333,0.427333333335,15.7585833333,-13.2476666667,14.1025,24.0385,15.1711666667,-4.16683333334
228.76,18.3943333333,8.63816666668,-3.65833333334,-0.4065,12.5,0.305,13.36375,-13.821,14.736,20.122,17.7846666666,-1.016
229.14,17.8976666667,6.72349999999,1.1365,1.894,9.75366666668,-0.473333333335,12.1210833333,-13.4471666667,12.6895,18.466,18.9395,-1.79933333334
229.52,16.844,7.97866666668,3.103,2.12766666667,5.3191666667,0.0885,12.766,-11.6135,6.64866666665,17.376,18.5285,-1.4185
229.89,18.6486666667,7.56749999998,2.79283333333,1.982,1.8918333333,-0.6305,13.1531666666,-13.2431666667,6.66683333335,16.3966666667,20.0001666666,-3.964
230.27,17.7841666667,9.59033333335,1.95533333333,4.37616666667,2.0483333333,-0.3725,12.2439166667,-17.691,10.1488333333,16.108,20.2048333334,-5.6795
230.65,19.9406666666,11.6073333333,4.365,6.84516666667,0.39666666665,2.97616666665,12.8473333334,-18.6506666667,13.7895,15.873,21.3295,-7.24216666665
231.02,19.4803333333,5.41133333331,1.51516666667,3.67966666666,-8.87449999998,-4.76183333335,10.6058333334,-25.4331666667,6.71000000001,8.87433333332,17.749,-10.9308333333
231.40,16.4445,1.66683333335,0.22233333333,1.88883333334,-12.222,-8.55566666668,9.16675,-28.8888333334,4.3335,5.77783333335,16.0001666666,-11.0
231.78,20.5651666667,10.039,10.039,7.60216666668,-3.80116666665,-2.33916666665,16.3253333334,-14.9123333333,11.4035,11.6958333333,22.4171666667,-3.31383333334
232.15,18.9443333334,7.66049999999,7.66049999998,6.83233333332,-6.52183333332,-1.76,16.0453333333,-15.1138333333,11.0766666667,12.5258333333,22.7741666667,-3.41616666667
232.53,21.8468333333,12.2748333333,9.79733333332,9.12166666666,-7.31999999999,-0.0001666667,17.849,-14.9775,14.8646666667,13.1756666667,26.9145,-1.91433333333
232.90,24.8366666667,17.2113333333,11.7646666667,13.5076666667,-6.75383333334,1.08933333335,18.9541666666,-10.0216666667,11.8735,16.3398333333,27.9955,0.871333333335
233.28,24.3506666666,20.9955,12.1213333333,12.5541666667,-7.25116666669,4.22083333335,18.3441666667,-7.46766666667,7.79199999998,17.9653333333,24.4588333334,-0.108166666665
233.66,26.9151666667,27.8465,15.735,17.4946666667,-1.96683333335,10.766,20.49675,-2.795,14.1825,20.6001666667,25.673,5.59
234.03,22.8656666667,28.862,13.5161666666,16.8696666667,-3.8616666667,9.1461666667,22.0526666667,-3.15033333334,13.5161666667,21.2398333333,21.5446666667,4.57316666667
234.41,23.8763333334,30.15,15.7303333333,16.8538333333,-5.24333333334,8.708,22.1440833334,1.02983333333,10.6741666667,18.9138333333,21.4421666667,5.52433333333
234.78,28.0,30.9166666666,20.1666666667,16.75,-1.5,11.75,25.125,5.83333333334,13.3333333333,20.25,21.75,9.33333333334
235.16,28.8985,35.4076666667,24.9641666667,20.5291666666,5.07866666666,16.5236666666,26.6451666666,10.3718333334,17.5965,23.8913333333,22.7468333334,14.2348333333
235.54,23.7461666667,31.1948333334,19.4691666667,16.8878333334,-1.3275,12.2418333333,20.0590833334,7.30066666669,12.9791666667,18.1416666667,17.5515,9.21833333331
235.91,17.7128333333,23.9161666666,11.0613333333,11.435,-8.9685,5.60533333332,15.7325,-0.299,5.45599999998,10.5381666667,8.7445,4.11066666667
236.29,17.4731666667,22.715,12.7015,12.5001666667,-7.05683333332,4.70416666665,17.6073333333,1.008,3.76333333333,10.3496666667,10.4838333334,5.4435
236.66,22.3776666667,24.7086666667,16.5501666667,16.55,1.2238333333,10.1398333333,22.2320833333,6.52683333333,10.4311666667,15.2098333333,14.3936666666,11.2471666666
237.04,21.6261666667,24.6251666666,17.3586666666,15.7441666667,1.67233333335,11.2456666667,20.93425,4.90183333333,10.6113333333,15.3401666667,13.9561666666,9.86183333333
237.41,19.7618333333,22.0238333333,15.536,14.1668333333,1.4285,6.78566666667,20.6845833333,1.54733333334,10.5355,12.619,11.4285,8.03583333335
237.79,17.6541666667,18.9313333334,15.6795,12.137,1.4518333333,3.89083333333,18.6411666667,-0.4065,8.82716666667,11.7886666667,9.2915,6.15566666666
238.17,16.825,16.5086666667,17.036,12.2361666666,1.74033333335,4.483,16.64025,1.00216666667,6.9095,11.2341666667,9.70466666669,7.173
238.54,14.4751666667,14.679,14.1183333333,9.58216666668,1.784,4.94416666667,14.7044166667,0.50966666667,4.43416666666,10.1936666666,9.53116666665,5.65733333333
238.92,12.824,12.2478333333,10.6148333333,8.30950000001,1.29666666665,2.4975,12.8003333334,-0.048166666665,1.10483333333,9.126,9.84633333333,4.563
239.29,14.8646666667,13.1983333333,11.937,9.72966666667,3.46849999999,5.40533333333,15.5631666666,3.96383333333,3.87383333333,12.072,14.1441666667,7.88266666666
239.67,16.465,14.8911666667,14.5278333333,11.4205,5.77100000001,8.99916666667,19.5520833333,6.33583333333,5.24616666667,14.649,16.2226666666,11.1786666667
240.04,13.6505,11.8328333333,13.573,9.35816666666,3.48033333333,7.38583333332,17.2275,5.41383333333,4.02166666667,14.1531666667,14.7718333333,9.04866666666
