wavelength,Back_SicLebf,Belly_SicLebf,Breast_SicLebf,Crissum_SicLebf,Crown_SicLebf,DorTail_SicLebf,Rump_SicLebf,Throat_SicLebf,WingTip_SicLebf
361.29,10.7543333333,25.852,20.4665,30.703,9.49066666667,10.0146666667,12.575,16.172,10.695
361.66,10.6513333333,25.7533333333,20.409,30.766,9.426,9.88233333333,12.5663333333,16.2,10.625
362.02,10.351,25.65,20.2595,30.6916666667,9.22966666667,9.57533333333,12.3113333333,16.006,10.346
362.39,10.285,25.521,20.3675,30.8193333333,9.16833333333,9.766,12.4513333333,16.238,10.301
362.75,10.1913333333,25.4263333333,20.5195,30.8526666667,9.13166666667,9.71566666667,12.496,16.403,10.1083333333
363.11,10.035,25.3396666667,20.333,30.9116666667,8.962,9.68066666667,12.4876666667,16.294,9.94633333333
363.48,9.75233333333,25.2496666667,20.062,30.8463333333,8.934,9.65166666667,12.3286666667,16.046,9.731
363.84,9.697,24.9946666667,19.905,30.739,8.91133333333,9.53133333333,12.1256666667,15.741,9.633
364.20,9.67966666667,25.0943333333,19.766,30.7196666667,8.785,9.41766666667,12.0693333333,15.747,9.63066666667
364.57,9.725,25.19,19.9085,30.9796666667,8.91433333333,9.487,12.3173333333,15.937,9.69733333333
364.93,10.0293333333,25.5316666667,20.393,31.2576666667,9.17466666667,9.77066666667,12.583,16.014,9.93366666667
365.29,10.026,25.5453333333,20.501,31.152,9.19133333333,9.68533333333,12.5483333333,16.07,9.84433333333
365.66,9.91833333333,25.3473333333,20.305,30.8806666667,9.14633333333,9.67266666667,12.382,15.932,9.81533333333
366.02,9.90066666667,25.4,20.315,30.7863333333,9.241,9.62533333333,12.3673333333,16.021,9.786
366.38,9.87033333333,25.2406666667,20.2255,30.678,9.205,9.446,12.199,15.743,9.66366666667
366.75,9.879,25.2936666667,20.102,30.4643333333,9.25466666667,9.32966666667,12.042,15.374,9.752
367.11,10.224,25.574,20.4565,30.6023333333,9.63366666667,9.55266666667,12.2433333333,15.657,10.1253333333
367.47,10.3396666667,25.516,20.694,30.5496666667,9.59766666667,9.557,12.3056666667,15.919,10.247
367.84,10.472,25.5186666667,20.857,30.746,9.62133333333,9.70866666667,12.5233333333,16.381,10.3673333333
368.20,10.285,25.2363333333,20.826,30.5563333333,9.468,9.73066666667,12.4256666667,15.978,10.1683333333
368.56,10.2543333333,25.246,20.9155,30.4053333333,9.452,9.745,12.257,15.935,10.0666666667
368.93,10.243,25.3356666667,20.8355,30.337,9.63333333333,9.86833333333,12.4833333333,15.937,10.3073333333
369.29,10.4133333333,25.434,20.8735,30.5673333333,9.62433333333,10.045,12.4536666667,16.102,10.472
369.65,10.3803333333,25.455,20.845,30.575,9.47633333333,9.91966666667,12.4153333333,16.2,10.38
370.01,10.261,25.0506666667,20.649,30.3833333333,9.324,9.65933333333,12.268,16.103,10.336
370.38,10.495,25.3963333333,20.7295,30.495,9.49333333333,9.76833333333,12.4693333333,16.275,10.598
370.74,10.645,25.4793333333,20.839,30.373,9.478,9.67533333333,12.5113333333,16.323,10.5606666667
371.10,10.7233333333,25.545,20.983,30.426,9.41533333333,9.70033333333,12.574,16.454,10.5446666667
371.46,10.6596666667,25.556,20.8345,30.4293333333,9.46466666667,9.55266666667,12.5456666667,16.396,10.5103333333
371.83,10.5263333333,25.817,20.7645,30.433,9.48466666667,9.53933333333,12.5873333333,16.546,10.34
372.19,10.6363333333,25.9206666667,20.8805,30.6766666667,9.62766666667,9.442,12.584,16.871,10.4893333333
372.55,10.486,25.9783333333,20.8335,30.6696666667,9.578,9.38233333333,12.541,16.601,10.3283333333
372.92,10.4413333333,25.8,20.7525,30.6636666667,9.48966666667,9.20866666667,12.2463333333,16.634,10.149
373.28,10.3996666667,25.7353333333,20.8825,30.575,9.448,9.082,12.2706666667,16.712,10.1633333333
373.64,10.433,25.857,21.0395,30.645,9.506,9.008,12.2696666667,16.677,10.1863333333
374.00,10.5636666667,26.2106666667,21.3115,30.845,9.55733333333,9.27366666667,12.5596666667,16.68,10.3066666667
374.37,10.322,25.9346666667,21.059,30.533,9.271,9.06266666667,12.3433333333,16.483,10.018
374.73,10.228,25.876,20.7885,30.6313333333,9.067,9.088,12.376,16.593,9.922
375.09,10.0913333333,25.709,20.809,30.5183333333,8.89166666667,9.02666666667,12.3246666667,16.563,9.71733333333
375.45,10.2926666667,25.808,21.0525,30.6273333333,8.914,9.164,12.386,16.771,9.884
375.81,10.3296666667,25.6823333333,21.158,30.5693333333,9.043,9.163,12.218,16.539,10.0393333333
376.18,10.3023333333,25.8496666667,21.1845,30.5,9.09433333333,9.27133333333,12.252,16.514,10.0716666667
376.54,10.4096666667,25.7546666667,21.1685,30.5116666667,8.99433333333,9.34566666667,12.273,16.539,10.0583333333
376.90,10.609,25.9253333333,21.317,30.5196666667,8.92833333333,9.443,12.323,16.53,10.1273333333
377.26,10.748,26.1136666667,21.3655,30.7173333333,9.17,9.67266666667,12.489,17.023,10.236
377.63,10.9056666667,26.0643333333,21.4205,30.644,9.15866666667,9.83466666667,12.6206666667,17.034,10.2713333333
377.99,11.023,26.0206666667,21.4945,30.8396666667,9.343,9.847,12.463,17.073,10.3646666667
378.35,11.1276666667,26.0036666667,21.523,30.9006666667,9.416,9.91133333333,12.4343333333,17.097,10.4743333333
378.71,11.1576666667,26.0383333333,21.5085,30.9133333333,9.522,9.94733333333,12.3586666667,17.005,10.5346666667
379.07,11.2346666667,26.0653333333,21.396,30.8836666667,9.64166666667,9.88266666667,12.2426666667,16.879,10.6363333333
379.44,11.1703333333,26.0673333333,21.317,30.8936666667,9.599,9.906,12.257,16.816,10.498
379.80,11.256,26.1356666667,21.32,30.94,9.49333333333,10.0753333333,12.3083333333,16.891,10.5366666667
380.16,11.371,25.974,21.379,31.01,9.416,10.1563333333,12.3463333333,17.037,10.5996666667
380.52,11.2363333333,25.819,21.317,30.942,9.371,10.149,12.262,17.239,10.582
380.88,11.083,25.687,21.0575,30.8463333333,9.35166666667,9.979,12.2936666667,17.267,10.4513333333
381.24,11.0056666667,25.516,21.081,30.8676666667,9.35466666667,10.0116666667,12.285,17.002,10.4583333333
381.61,10.9793333333,25.5663333333,21.021,30.9456666667,9.50766666667,10.0763333333,12.2213333333,17.088,10.5236666667
381.97,10.8896666667,25.5603333333,21.015,30.8866666667,9.37833333333,10.061,12.396,17.062,10.4903333333
382.33,10.9103333333,25.537,21.067,30.937,9.45466666667,10.1043333333,12.5176666667,17.048,10.4883333333
382.69,10.9783333333,25.601,21.2115,31.038,9.50466666667,10.285,12.676,17.32,10.5963333333
383.05,10.893,25.5393333333,21.3985,31.086,9.55833333333,10.291,12.833,17.365,10.6146666667
383.41,10.955,25.5256666667,21.3775,31.0173333333,9.63966666667,10.2893333333,12.7953333333,17.189,10.608
383.77,10.924,25.3543333333,21.424,31.065,9.583,10.14,12.85,17.144,10.526
384.14,11.0743333333,25.5983333333,21.5215,31.1783333333,9.76466666667,10.1716666667,12.8853333333,17.257,10.6483333333
384.50,11.1406666667,25.696,21.4695,31.3183333333,9.86,10.106,12.9596666667,17.293,10.679
384.86,11.19,25.6596666667,21.642,31.4413333333,9.98433333333,10.2896666667,13.052,17.334,10.8096666667
385.22,11.224,25.684,21.601,31.393,9.92833333333,10.2443333333,12.9966666667,17.205,10.8406666667
385.58,11.178,25.5906666667,21.4815,31.3956666667,9.85233333333,10.226,13.0936666667,17.119,10.845
385.94,11.1476666667,25.533,21.322,31.2933333333,9.86233333333,10.2106666667,12.9406666667,17.108,10.7733333333
386.30,11.0813333333,25.4536666667,21.3805,31.2706666667,9.83066666667,10.1826666667,12.8453333333,16.988,10.8223333333
386.66,10.9486666667,25.2536666667,21.4365,31.0826666667,9.743,9.929,12.634,16.66,10.752
387.03,10.9156666667,25.1366666667,21.2675,31.1403333333,9.764,9.956,12.5366666667,16.56,10.72
387.39,11.005,25.1386666667,21.3325,31.3346666667,9.76233333333,10.0696666667,12.5976666667,16.958,10.8323333333
387.75,11.0996666667,25.3476666667,21.4565,31.4123333333,9.93166666667,10.2093333333,12.6366666667,17.172,10.9836666667
388.11,10.9373333333,25.0936666667,21.1925,31.2586666667,9.776,10.0593333333,12.582,16.91,10.7693333333
388.47,10.9783333333,25.034,21.225,31.2133333333,9.81533333333,10.1293333333,12.585,16.798,10.846
388.83,11.0413333333,24.9746666667,21.1615,31.1903333333,9.791,10.052,12.4766666667,16.902,10.864
389.19,10.9743333333,25.013,21.032,31.0416666667,9.72466666667,10.0286666667,12.396,16.886,10.7256666667
389.55,11.071,25.0583333333,21.191,31.1193333333,9.822,10.0686666667,12.4056666667,16.858,10.7973333333
389.91,11.2266666667,25.142,21.3075,31.2603333333,9.84366666667,10.096,12.5053333333,16.89,10.9136666667
390.27,11.364,25.2773333333,21.454,31.4673333333,9.94866666667,10.228,12.6936666667,17.181,10.9813333333
390.63,11.5683333333,25.3716666667,21.417,31.6053333333,10.079,10.3673333333,12.8376666667,17.347,11.1166666667
391.00,11.651,25.476,21.428,31.4946666667,10.07,10.4693333333,12.9136666667,17.467,11.1873333333
391.36,11.5306666667,25.391,21.4055,31.347,10.002,10.3353333333,12.9066666667,17.382,11.165
391.72,11.5766666667,25.3083333333,21.399,31.3026666667,9.96433333333,10.399,12.9603333333,17.459,11.186
392.08,11.567,25.168,21.5735,31.339,9.99266666667,10.468,13.0023333333,17.513,11.2116666667
392.44,11.6093333333,25.169,21.742,31.426,10.084,10.571,13.0656666667,17.519,11.316
392.80,11.544,25.0803333333,21.7805,31.3586666667,9.97633333333,10.5776666667,13.0816666667,17.302,11.2506666667
393.16,11.5966666667,25.0436666667,22.0755,31.409,10.0633333333,10.6876666667,13.2163333333,17.382,11.3746666667
393.52,11.5883333333,25.001,22.1655,31.4203333333,10.1243333333,10.727,13.2543333333,17.484,11.3913333333
393.88,11.4913333333,24.8566666667,22.0905,31.2566666667,10.1206666667,10.721,13.215,17.542,11.318
394.24,11.467,24.7396666667,22.027,31.1483333333,10.1023333333,10.6906666667,13.1756666667,17.443,11.3286666667
394.60,11.3796666667,24.5836666667,21.9565,31.02,10.02,10.645,13.133,17.398,11.1753333333
394.96,11.3826666667,24.409,22.0755,31.0236666667,10.021,10.591,13.1546666667,17.334,11.144
395.32,11.4236666667,24.3116666667,22.0825,31.0243333333,10.0406666667,10.6483333333,13.1193333333,17.28,11.144
395.68,11.303,24.068,21.796,30.7476666667,9.904,10.428,12.914,17.068,10.9303333333
396.04,11.308,24.1166666667,21.683,30.609,9.856,10.41,12.8663333333,17.14,10.9793333333
396.40,11.2843333333,24.0236666667,21.586,30.4576666667,9.65733333333,10.3336666667,12.819,17.199,10.8013333333
396.76,11.253,24.0113333333,21.621,30.5033333333,9.72666666667,10.3296666667,12.8076666667,17.38,10.805
397.12,11.2833333333,23.8876666667,21.43,30.486,9.704,10.2086666667,12.726,17.364,10.7536666667
397.48,11.231,23.743,21.276,30.2426666667,9.509,10.0656666667,12.606,17.203,10.6466666667
397.84,11.2123333333,23.613,21.3035,30.2123333333,9.373,10.0796666667,12.532,16.964,10.5493333333
398.20,11.1826666667,23.586,21.3375,30.029,9.448,10.1123333333,12.4373333333,16.971,10.4963333333
398.56,11.1456666667,23.6963333333,21.5505,30.1336666667,9.54666666667,10.147,12.4576666667,17.045,10.598
398.92,11.007,23.569,21.3905,30.1106666667,9.408,10.009,12.302,17.059,10.4833333333
399.28,11.0423333333,23.5636666667,21.402,30.0706666667,9.434,10.0903333333,12.392,16.952,10.4663333333
399.64,11.151,23.6846666667,21.6365,30.2313333333,9.68866666667,10.2973333333,12.6193333333,16.914,10.689
400.00,11.2013333333,23.618,21.7135,30.248,9.837,10.4246666667,12.6843333333,16.866,10.7596666667
400.36,11.2846666667,23.599,21.687,30.239,9.93733333333,10.4583333333,12.614,16.814,10.894
400.72,11.2193333333,23.496,21.537,30.014,9.77666666667,10.343,12.533,16.698,10.8336666667
401.08,11.179,23.326,21.5195,29.9,9.70566666667,10.306,12.4666666667,16.584,10.7576666667
401.44,11.1596666667,23.299,21.5505,30.0133333333,9.83533333333,10.4556666667,12.4603333333,16.722,10.8063333333
401.80,11.1256666667,23.244,21.5495,29.9063333333,9.958,10.3986666667,12.448,16.851,10.9183333333
402.16,11.1896666667,23.1986666667,21.536,29.9936666667,9.891,10.447,12.56,16.9,10.9776666667
402.52,11.2706666667,23.045,21.461,29.8766666667,9.90466666667,10.5513333333,12.7063333333,16.902,10.9963333333
402.88,11.5073333333,23.1623333333,21.6675,29.9693333333,10.1436666667,10.7776666667,12.893,17.15,11.2286666667
403.24,11.6123333333,23.1686666667,21.705,29.9326666667,10.2656666667,10.7823333333,12.879,17.211,11.378
403.60,11.6223333333,23.1063333333,21.7165,29.8973333333,10.2713333333,10.7606666667,12.809,17.297,11.4063333333
403.95,11.666,23.1463333333,21.7895,29.929,10.2456666667,10.7413333333,12.8346666667,17.323,11.422
404.31,11.5653333333,23.0413333333,21.7385,29.837,10.2796666667,10.6773333333,12.866,17.24,11.384
404.67,11.6456666667,23.0663333333,21.803,29.928,10.4233333333,10.7483333333,12.9336666667,17.344,11.4526666667
405.03,11.6336666667,23.0886666667,21.8405,29.9226666667,10.4733333333,10.7406666667,13.008,17.461,11.4843333333
405.39,11.6556666667,23.0236666667,21.869,29.7926666667,10.431,10.746,12.988,17.541,11.4676666667
405.75,11.7976666667,23.0976666667,21.961,29.8196666667,10.5603333333,10.8946666667,13.1163333333,17.704,11.5703333333
406.11,11.7836666667,22.9546666667,21.908,29.759,10.5066666667,10.7703333333,13.025,17.658,11.5486666667
406.47,11.856,22.9593333333,21.9265,29.8283333333,10.541,10.7266666667,12.964,17.756,11.6083333333
406.83,11.7403333333,22.837,21.708,29.6066666667,10.4246666667,10.6066666667,12.8163333333,17.496,11.494
407.19,11.5893333333,22.7073333333,21.6605,29.5383333333,10.316,10.542,12.7523333333,17.532,11.32
407.55,11.5746666667,22.6766666667,21.697,29.581,10.2663333333,10.5913333333,12.7546666667,17.456,11.2936666667
407.90,11.6166666667,22.668,21.7215,29.6096666667,10.299,10.612,12.7676666667,17.418,11.3426666667
408.26,11.669,22.6793333333,21.789,29.7256666667,10.3123333333,10.6806666667,12.7523333333,17.526,11.3833333333
408.62,11.6773333333,22.6623333333,21.803,29.691,10.2753333333,10.729,12.725,17.379,11.3783333333
408.98,11.669,22.6106666667,21.767,29.6893333333,10.241,10.7853333333,12.7263333333,17.312,11.4063333333
409.34,11.6483333333,22.6246666667,21.7175,29.7476666667,10.192,10.7323333333,12.8016666667,17.222,11.3616666667
409.70,11.5736666667,22.5856666667,21.635,29.6623333333,10.037,10.6623333333,12.7606666667,17.157,11.2953333333
410.06,11.5156666667,22.6433333333,21.625,29.6803333333,10.032,10.6853333333,12.8333333333,17.171,11.2623333333
410.42,11.4353333333,22.6396666667,21.5905,29.5763333333,9.95366666667,10.71,12.8063333333,17.008,11.1596666667
410.77,11.495,22.643,21.6545,29.6626666667,9.92833333333,10.7303333333,12.8833333333,17.162,11.1946666667
411.13,11.6213333333,22.767,21.687,29.7393333333,9.987,10.7983333333,12.9316666667,17.168,11.347
411.49,11.5716666667,22.7633333333,21.6115,29.5423333333,9.93666666667,10.666,12.8666666667,17.178,11.3276666667
411.85,11.5153333333,22.6406666667,21.5625,29.4556666667,9.89566666667,10.608,12.842,17.235,11.2523333333
412.21,11.4663333333,22.6753333333,21.5635,29.4076666667,9.89266666667,10.5873333333,12.9033333333,17.242,11.2823333333
412.57,11.451,22.6166666667,21.5175,29.4933333333,9.94433333333,10.567,12.9763333333,17.358,11.3796666667
412.92,11.4786666667,22.6906666667,21.55,29.5093333333,9.931,10.5333333333,12.9856666667,17.486,11.386
413.28,11.5406666667,22.6416666667,21.6395,29.4823333333,9.955,10.5396666667,12.9666666667,17.521,11.41
413.64,11.655,22.658,21.77,29.6733333333,10.078,10.5776666667,13.0676666667,17.486,11.5406666667
414.00,11.7166666667,22.572,21.803,29.606,10.1336666667,10.655,12.9903333333,17.472,11.5866666667
414.36,11.7376666667,22.5123333333,21.7815,29.5936666667,10.16,10.6,13.0176666667,17.551,11.633
414.72,11.676,22.493,21.812,29.6386666667,10.1696666667,10.5646666667,12.948,17.449,11.6116666667
415.07,11.6466666667,22.4013333333,21.886,29.5486666667,10.1163333333,10.5576666667,13.0046666667,17.49,11.613
415.43,11.66,22.2633333333,21.9185,29.548,10.1066666667,10.6036666667,13.0046666667,17.396,11.584
415.79,11.646,22.262,21.9015,29.4826666667,10.1143333333,10.645,12.966,17.375,11.5833333333
416.15,11.752,22.1456666667,21.893,29.408,10.1116666667,10.718,12.9606666667,17.41,11.5926666667
416.51,11.8456666667,22.1436666667,21.9365,29.2933333333,10.073,10.7913333333,12.9913333333,17.449,11.538
416.86,11.885,22.0533333333,21.921,29.2816666667,10.1573333333,10.8413333333,12.9323333333,17.378,11.576
417.22,11.9046666667,22.0453333333,21.9415,29.2626666667,10.225,10.828,12.9536666667,17.4,11.663
417.58,11.8603333333,21.9626666667,21.879,29.1583333333,10.1826666667,10.8363333333,12.8523333333,17.459,11.5703333333
417.94,11.941,21.9096666667,21.865,29.1706666667,10.2433333333,10.8436666667,12.8513333333,17.533,11.609
418.29,12.0076666667,21.8116666667,21.8425,29.0836666667,10.267,10.881,12.842,17.527,11.6816666667
418.65,12.1073333333,21.7166666667,21.8665,28.9306666667,10.321,10.9673333333,12.9153333333,17.594,11.797
419.01,12.1153333333,21.607,21.872,28.832,10.3756666667,10.954,12.868,17.573,11.8086666667
419.37,12.163,21.5556666667,21.8355,28.7816666667,10.38,11.0006666667,12.898,17.611,11.849
419.73,12.19,21.4186666667,21.8505,28.6973333333,10.387,11.001,12.9053333333,17.565,11.8806666667
420.08,12.1846666667,21.362,21.8465,28.6163333333,10.413,10.9756666667,12.892,17.449,11.8956666667
420.44,12.134,21.217,21.782,28.4956666667,10.398,10.937,12.8163333333,17.375,11.879
420.80,12.155,21.1243333333,21.7905,28.406,10.3833333333,10.9566666667,12.8486666667,17.349,11.894
421.16,12.178,21.004,21.739,28.272,10.3463333333,10.965,12.8216666667,17.365,11.8933333333
421.51,12.1776666667,20.8733333333,21.707,28.1573333333,10.3383333333,10.9503333333,12.8166666667,17.309,11.9366666667
421.87,12.1443333333,20.76,21.707,28.0203333333,10.3096666667,10.96,12.807,17.269,11.926
422.23,12.1163333333,20.705,21.732,27.9966666667,10.3296666667,10.9983333333,12.8096666667,17.288,11.9346666667
422.58,12.1356666667,20.675,21.7425,27.971,10.3793333333,11.0306666667,12.8003333333,17.311,11.9436666667
422.94,12.1456666667,20.579,21.7075,27.918,10.3933333333,11.0473333333,12.802,17.237,11.9693333333
423.30,12.0996666667,20.487,21.6985,27.8076666667,10.3646666667,10.9866666667,12.731,17.246,11.9306666667
423.66,12.1436666667,20.4826666667,21.702,27.779,10.3726666667,11.0106666667,12.7306666667,17.318,11.9536666667
424.01,12.1203333333,20.377,21.667,27.687,10.323,11.0096666667,12.6883333333,17.351,11.9243333333
424.37,12.1483333333,20.3513333333,21.71,27.683,10.3553333333,11.028,12.7163333333,17.346,11.9573333333
424.73,12.1413333333,20.333,21.6625,27.6563333333,10.393,11.029,12.7126666667,17.376,11.9946666667
425.08,12.1566666667,20.2856666667,21.66,27.6613333333,10.427,11.084,12.692,17.34,12.0386666667
425.44,12.1653333333,20.2343333333,21.665,27.6226666667,10.4353333333,11.0783333333,12.6973333333,17.303,12.0253333333
425.80,12.1833333333,20.2493333333,21.686,27.6463333333,10.4623333333,11.124,12.7543333333,17.322,12.0586666667
426.16,12.25,20.2543333333,21.687,27.625,10.4946666667,11.147,12.817,17.329,12.098
426.51,12.183,20.2023333333,21.625,27.596,10.453,11.1043333333,12.7956666667,17.314,12.0823333333
426.87,12.19,20.188,21.583,27.557,10.4046666667,11.1073333333,12.7803333333,17.421,12.0383333333
427.23,12.2566666667,20.16,21.6145,27.591,10.473,11.2026666667,12.837,17.405,12.122
427.58,12.2506666667,20.1223333333,21.6135,27.5586666667,10.4806666667,11.2146666667,12.8323333333,17.316,12.1256666667
427.94,12.3203333333,20.1773333333,21.681,27.6216666667,10.5373333333,11.304,12.9153333333,17.341,12.204
428.30,12.355,20.1603333333,21.6835,27.5833333333,10.572,11.349,12.88,17.461,12.242
428.65,12.3626666667,20.1163333333,21.7565,27.5356666667,10.5616666667,11.3723333333,12.8663333333,17.465,12.2293333333
429.01,12.3576666667,20.1243333333,21.8365,27.4813333333,10.5723333333,11.385,12.9603333333,17.501,12.2326666667
429.37,12.4466666667,20.1723333333,21.9775,27.5273333333,10.626,11.4856666667,13.0146666667,17.552,12.3096666667
429.72,12.5343333333,20.1663333333,21.9825,27.4473333333,10.655,11.4903333333,12.9933333333,17.467,12.3763333333
430.08,12.5336666667,20.1356666667,22.03,27.442,10.5926666667,11.4823333333,12.9483333333,17.526,12.3573333333
430.44,12.6063333333,20.1546666667,22.139,27.4006666667,10.6106666667,11.5706666667,13.0033333333,17.491,12.3746666667
430.79,12.6326666667,20.2016666667,22.202,27.401,10.6266666667,11.563,13.007,17.378,12.4013333333
431.15,12.6866666667,20.3036666667,22.215,27.3966666667,10.6556666667,11.5506666667,13.0533333333,17.444,12.448
431.50,12.6863333333,20.279,22.213,27.403,10.684,11.583,13.079,17.541,12.451
431.86,12.6983333333,20.2713333333,22.2475,27.415,10.6816666667,11.5446666667,13.1026666667,17.536,12.4316666667
432.22,12.7336666667,20.2896666667,22.232,27.4746666667,10.697,11.592,13.1456666667,17.437,12.4493333333
432.57,12.7263333333,20.3033333333,22.2225,27.4616666667,10.662,11.5756666667,13.1306666667,17.412,12.4443333333
432.93,12.6603333333,20.289,22.153,27.4473333333,10.6296666667,11.4526666667,13.0653333333,17.396,12.37
433.29,12.5876666667,20.2843333333,22.031,27.4343333333,10.5866666667,11.381,13.0143333333,17.411,12.3166666667
433.64,12.5036666667,20.2793333333,21.9555,27.4486666667,10.55,11.3423333333,12.98,17.422,12.2476666667
434.00,12.447,20.2166666667,21.853,27.3953333333,10.5116666667,11.2903333333,12.8973333333,17.309,12.1806666667
434.35,12.405,20.1203333333,21.8045,27.4106666667,10.498,11.189,12.8603333333,17.324,12.1276666667
434.71,12.365,20.078,21.725,27.4213333333,10.4513333333,11.166,12.831,17.397,12.0846666667
435.07,12.34,20.0563333333,21.721,27.463,10.4643333333,11.1596666667,12.7963333333,17.439,12.0736666667
435.42,12.3286666667,20.0786666667,21.714,27.512,10.4346666667,11.0966666667,12.7773333333,17.415,12.0743333333
435.78,12.3363333333,20.1076666667,21.682,27.5416666667,10.4723333333,11.093,12.7343333333,17.465,12.0876666667
436.13,12.3296666667,20.1676666667,21.756,27.574,10.4576666667,11.0396666667,12.7523333333,17.551,12.086
436.49,12.337,20.1466666667,21.7315,27.621,10.4546666667,11.0073333333,12.7766666667,17.626,12.0623333333
436.84,12.4903333333,20.2753333333,21.834,27.81,10.57,11.175,12.829,17.723,12.1563333333
437.20,12.5443333333,20.326,21.9355,27.9006666667,10.637,11.2423333333,12.9013333333,17.825,12.227
437.56,12.6196666667,20.4116666667,22.0635,27.986,10.7046666667,11.2756666667,12.9243333333,17.865,12.293
437.91,12.701,20.5266666667,22.2275,28.088,10.8006666667,11.3476666667,13.0146666667,17.877,12.4056666667
438.27,12.736,20.6363333333,22.2875,28.158,10.806,11.4266666667,13.068,17.904,12.4946666667
438.62,12.7643333333,20.6706666667,22.386,28.1926666667,10.8493333333,11.431,13.118,17.844,12.5646666667
438.98,12.784,20.6843333333,22.439,28.17,10.832,11.4406666667,13.1513333333,17.805,12.5466666667
439.33,12.8026666667,20.685,22.4115,28.143,10.8643333333,11.4786666667,13.183,17.846,12.5746666667
439.69,12.8046666667,20.6953333333,22.4345,28.1566666667,10.8486666667,11.501,13.2136666667,17.867,12.596
440.04,12.8166666667,20.714,22.477,28.1543333333,10.875,11.533,13.238,17.928,12.626
440.40,12.852,20.7693333333,22.5345,28.1916666667,10.9396666667,11.6026666667,13.2826666667,17.923,12.6703333333
440.75,12.841,20.766,22.5775,28.177,10.9316666667,11.5986666667,13.3353333333,17.934,12.6953333333
441.11,12.902,20.805,22.6005,28.1803333333,10.958,11.661,13.3746666667,17.968,12.747
441.47,12.921,20.7796666667,22.5975,28.1886666667,10.9726666667,11.7006666667,13.4276666667,18.012,12.7783333333
441.82,12.93,20.769,22.5285,28.1423333333,10.9793333333,11.6783333333,13.4193333333,18.075,12.771
442.18,12.951,20.7613333333,22.49,28.0856666667,11.0053333333,11.6936666667,13.37,18.069,12.7633333333
442.53,13.0003333333,20.8376666667,22.5175,28.1146666667,11.0596666667,11.7626666667,13.4246666667,18.201,12.7973333333
442.89,13.0176666667,20.8223333333,22.4855,28.1343333333,11.0696666667,11.8416666667,13.464,18.222,12.8423333333
443.24,13.0596666667,20.8433333333,22.538,28.1166666667,11.118,11.8806666667,13.4793333333,18.23,12.8716666667
443.60,13.0773333333,20.7833333333,22.484,28.001,11.1166666667,11.8516666667,13.4763333333,18.198,12.8823333333
443.95,13.1003333333,20.7243333333,22.43,27.9183333333,11.1423333333,11.885,13.4576666667,18.15,12.913
444.31,13.102,20.6493333333,22.409,27.8263333333,11.1273333333,11.9036666667,13.4276666667,18.154,12.9466666667
444.66,13.0913333333,20.528,22.3285,27.7163333333,11.117,11.924,13.3823333333,18.127,12.939
445.02,13.025,20.4273333333,22.218,27.6173333333,11.069,11.889,13.342,17.983,12.8623333333
445.37,13.0156666667,20.3253333333,22.236,27.535,11.0286666667,11.8383333333,13.3083333333,17.994,12.8706666667
445.72,12.9993333333,20.2413333333,22.2505,27.5203333333,11.034,11.8603333333,13.2773333333,18.003,12.8513333333
446.08,13.0013333333,20.1343333333,22.253,27.5013333333,11.0343333333,11.852,13.284,18.039,12.8703333333
446.43,13.0156666667,20.023,22.2045,27.448,11.02,11.8566666667,13.246,18.013,12.859
446.79,13.0176666667,19.9336666667,22.1525,27.3833333333,10.997,11.7903333333,13.1716666667,17.999,12.847
447.14,13.0243333333,19.8396666667,22.1105,27.336,10.9623333333,11.758,13.1556666667,17.926,12.853
447.50,13.0906666667,19.7986666667,22.177,27.3586666667,11.024,11.8376666667,13.1716666667,17.967,12.926
447.85,13.0863333333,19.706,22.1465,27.2856666667,10.9743333333,11.8136666667,13.1503333333,17.943,12.934
448.21,13.099,19.6436666667,22.1395,27.268,10.9566666667,11.78,13.1303333333,17.887,12.9126666667
448.56,13.0863333333,19.604,22.152,27.2323333333,10.9536666667,11.7586666667,13.105,17.824,12.9163333333
448.92,13.1533333333,19.581,22.234,27.204,11.039,11.7606666667,13.1166666667,17.922,12.975
449.27,13.1573333333,19.563,22.14,27.126,11.0563333333,11.7983333333,13.082,17.876,12.9723333333
449.62,13.1806666667,19.477,22.16,27.0416666667,11.0756666667,11.83,13.0923333333,17.857,13.0096666667
449.98,13.239,19.4703333333,22.1625,26.9606666667,11.0813333333,11.8326666667,13.078,17.79,13.0506666667
450.33,13.255,19.4093333333,22.186,26.879,11.159,11.87,13.1223333333,17.751,13.11
450.69,13.3586666667,19.4126666667,22.256,26.835,11.2546666667,11.9813333333,13.2483333333,17.801,13.1746666667
451.04,13.37,19.4343333333,22.2615,26.7953333333,11.29,12.027,13.2456666667,17.924,13.2153333333
451.40,13.322,19.399,22.176,26.7083333333,11.2643333333,11.985,13.2166666667,17.975,13.182
451.75,13.325,19.3153333333,22.1685,26.6633333333,11.2966666667,12.005,13.2236666667,17.982,13.1863333333
452.10,13.336,19.287,22.107,26.5383333333,11.3363333333,12.029,13.2453333333,17.963,13.2376666667
452.46,13.3976666667,19.2896666667,22.0585,26.49,11.3326666667,12.068,13.2763333333,18.031,13.2903333333
452.81,13.3363333333,19.1663333333,21.9085,26.3876666667,11.2543333333,12.0223333333,13.1633333333,17.849,13.2843333333
