wavelength,Back_DigBruf,Belly_DigBruf,Breast_DigBruf,Crissum_DigBruf,Crown_DigBruf,DorTail_DigBruf,Patch10_DigBruf,Patch11_DigBruf,Rump_DigBruf,Throat_DigBruf,WingTip_DigBruf
331.71,4.03866666667,4.17986666667,3.97586666667,4.35666666667,3.72266666666,6.053,15.5942,14.0644,9.37596666667,3.5884,6.88413333333
332.08,4.16653333334,4.3322,3.98566666667,4.53326666667,3.82646666667,6.2682,15.7315333333,14.1906,9.53876666665,3.71086666667,7.02006666667
332.44,4.52533333333,4.75013333333,4.36686666667,4.8394,4.22146666667,6.68653333333,16.0941333333,14.5360666667,9.92591111111,4.0792,7.42166666667
332.81,4.67853333333,4.93666666666,4.4058,4.99533333333,4.38446666667,6.90186666667,16.2754666666,14.7496666667,10.0816555556,4.22286666667,7.54886666666
333.18,4.4578,4.77766666667,4.1528,4.7226,4.1754,6.7312,16.1087333333,14.6492666667,9.89245555555,4.0008,7.31893333333
333.54,4.07733333333,4.4514,3.83593333333,4.36813333333,3.89213333333,6.42853333333,15.921,14.4186,9.61688888889,3.66173333333,6.9446
333.91,4.18886666667,4.48453333333,3.86033333333,4.41666666667,3.97573333333,6.51966666667,16.0322,14.5548666667,9.64373333333,3.69273333333,6.9732
334.28,4.27733333333,4.55826666667,3.90726666667,4.38353333333,4.05253333333,6.54486666667,16.1676666667,14.7513333333,9.64560000001,3.7308,7.0056
334.64,4.24393333333,4.36126666667,3.69493333333,4.21613333333,3.88606666667,6.42153333333,16.0351333333,14.6225333333,9.52366666666,3.51766666667,6.8364
335.01,4.1984,4.24113333333,3.62526666667,4.16953333333,3.7868,6.36953333333,16.0500666667,14.6641333333,9.48218888889,3.39193333333,6.8528
335.38,4.20213333333,4.2698,3.627,4.25326666667,3.72453333333,6.3948,16.0607333333,14.6849333333,9.47784444443,3.35666666667,6.87833333333
335.74,4.09266666667,4.14306666667,3.51666666667,4.22166666667,3.58193333333,6.30133333333,15.9949333333,14.6188666667,9.36924444444,3.19593333333,6.781
336.11,3.98966666667,3.98953333333,3.4486,4.0892,3.43813333333,6.14466666667,15.9562,14.5517333333,9.19800000001,3.04813333333,6.62126666667
336.47,3.70626666667,3.6466,3.1482,3.87666666667,3.09433333333,5.7998,15.7517333333,14.3982666667,8.95875555555,2.70113333334,6.30386666667
336.84,3.764,3.64126666667,3.1758,3.89853333333,3.14546666667,5.7892,15.8543333333,14.4419333333,9.03841111112,2.71466666667,6.37173333333
337.21,3.6832,3.48626666666,3.11713333333,3.81253333333,3.01806666667,5.62946666667,15.7854666667,14.3792666667,8.9885,2.6,6.31046666667
337.57,3.69413333333,3.5432,3.14193333333,3.93453333333,3.04666666667,5.61213333333,15.8134666667,14.4703333333,9.03418888888,2.64533333333,6.3778
337.94,3.50766666667,3.3242,2.92873333333,3.79433333333,2.86806666667,5.34493333333,15.717,14.3373333333,8.91251111111,2.42733333333,6.2274
338.31,3.47926666667,3.28753333333,2.94633333333,3.86693333333,2.83073333333,5.36133333333,15.7805333333,14.3834666667,9.01505555555,2.38093333333,6.303
338.67,3.65913333333,3.5496,3.27573333333,4.10266666667,3.08893333333,5.6094,16.0602,14.6994666667,9.35691111111,2.60173333333,6.52906666667
339.04,3.6836,3.59693333333,3.35346666667,4.11446666667,3.19133333333,5.62473333333,16.0786,14.7346666667,9.393,2.604,6.52673333333
339.40,3.66926666667,3.537,3.35426666667,3.98713333333,3.14646666667,5.60573333333,16.0812666667,14.7622666667,9.36743333333,2.50106666667,6.4534
339.77,3.55953333333,3.41653333333,3.21413333333,3.83686666667,3.05053333333,5.49726666667,15.8968666667,14.6551333333,9.18001111112,2.38866666667,6.30733333333
340.14,3.60546666667,3.55733333333,3.27006666667,4.02193333333,3.18753333333,5.6028,15.9258666667,14.7492,9.31503333334,2.5608,6.345
340.50,3.69493333333,3.74806666666,3.3716,4.16153333333,3.3086,5.8208,16.1113333333,14.9338666667,9.49018888888,2.7548,6.45926666667
340.87,3.6568,3.74233333333,3.41413333333,4.19126666667,3.27706666667,5.84213333333,16.1438,15.0316,9.5246,2.8484,6.4334
341.23,3.88993333333,3.92606666667,3.5916,4.4828,3.51926666667,6.0658,16.4058,15.2042,9.71603333333,3.07113333333,6.6184
341.60,3.9084,3.9364,3.6092,4.46026666667,3.56406666667,6.148,16.5170666667,15.3068666667,9.77392222222,3.1026,6.6534
341.96,3.86773333333,3.9444,3.59386666667,4.38766666667,3.5304,6.09133333333,16.5132666667,15.3784666667,9.71808888889,3.09913333333,6.65726666667
342.33,3.91673333333,3.95986666667,3.59386666667,4.33886666667,3.47666666666,6.074,16.5168,15.4214666667,9.73664444444,3.1288,6.6406
342.70,3.91833333333,3.9018,3.54753333333,4.2944,3.39366666667,5.96606666667,16.4243333333,15.3658,9.64001111111,3.04966666667,6.53833333333
343.06,3.97966666667,3.93293333334,3.49653333333,4.3262,3.43106666667,5.99966666667,16.5096666667,15.3608666667,9.62946666667,3.0742,6.5506
343.43,3.8764,3.844,3.378,4.28266666667,3.37673333333,5.92346666667,16.4182,15.2981333334,9.52834444445,3.04493333333,6.47893333333
343.79,4.10433333333,4.0494,3.61846666667,4.52173333334,3.59746666667,6.18433333333,16.666,15.5184666666,9.7278,3.2754,6.66653333334
344.16,4.26673333333,4.198,3.69506666667,4.5404,3.64566666667,6.30373333333,16.8113333333,15.6922,9.79877777777,3.34786666667,6.81626666667
344.52,4.213,4.05633333333,3.50073333333,4.36233333334,3.551,6.13953333333,16.7598666667,15.6220666667,9.64654444445,3.17813333333,6.70966666667
344.89,4.1794,4.06713333333,3.40773333333,4.35506666667,3.495,6.1096,16.7222,15.6249333333,9.59761111113,3.06433333333,6.642
345.25,4.17113333333,4.12546666667,3.4452,4.36213333333,3.4874,6.07193333333,16.7141333333,15.7117333334,9.63452222223,3.11366666667,6.6808
345.62,4.3168,4.18806666666,3.54553333333,4.4966,3.58026666667,6.11933333333,16.7698,15.8130666667,9.72801111111,3.215,6.82553333333
345.99,4.49693333333,4.33493333333,3.66106666667,4.6646,3.7108,6.3094,16.9724666667,15.9481333333,9.92482222223,3.33853333333,6.92433333333
346.35,4.5,4.3216,3.67866666667,4.76186666667,3.82913333333,6.35833333333,17.0698666667,16.026,9.98176666666,3.35533333333,6.96433333333
346.72,4.32053333333,4.21686666667,3.49933333333,4.6514,3.69846666667,6.21113333333,17.0178666667,15.9601333333,9.80795555555,3.23853333333,6.83653333333
347.08,4.29626666667,4.26,3.50733333333,4.70766666667,3.69846666667,6.22586666667,17.1010666667,16.0588,9.83638888889,3.30346666667,6.87546666667
347.45,4.50786666667,4.45146666667,3.64813333333,4.868,3.87866666667,6.37846666667,17.2967333333,16.2661333333,10.0229666667,3.4952,7.04313333333
347.81,4.3238,4.3664,3.52373333333,4.7316,3.72686666667,6.1726,17.2482,16.2092,9.95029999999,3.41946666667,6.98226666667
348.18,4.1316,4.14333333333,3.375,4.52013333334,3.521,5.9372,17.042,16.1308666667,9.79522222222,3.20746666667,6.78073333333
348.54,4.24553333333,4.3114,3.6732,4.71973333333,3.66966666667,6.05186666667,17.1078666667,16.2277333333,9.94125555556,3.3948,6.9298
348.91,4.248,4.25846666667,3.72246666667,4.6708,3.67773333333,6.00286666667,17.1584666667,16.2066666667,9.94181111111,3.42486666667,6.91586666667
349.27,4.22693333333,4.2032,3.68513333333,4.64,3.6178,5.98673333333,17.2472666667,16.1472,9.89562222223,3.33446666667,6.84853333333
349.64,4.269,4.3054,3.73546666667,4.65633333333,3.63186666667,6.00133333333,17.3160666667,16.1997333333,9.88731111113,3.31506666667,6.82566666667
350.00,4.37506666667,4.40446666667,3.88306666667,4.74673333333,3.80133333333,6.08946666666,17.3998,16.3796666667,9.97495555557,3.44606666667,6.92493333333
350.37,4.31526666667,4.32353333333,3.78273333333,4.62933333333,3.67353333333,5.94566666667,17.3487333333,16.3046,9.85682222221,3.3176,6.77946666667
350.73,4.42646666667,4.42073333333,3.90553333333,4.73773333333,3.788,6.0086,17.4994,16.4333333333,10.0296111111,3.4526,6.9064
351.10,4.31933333333,4.29046666667,3.80046666667,4.61346666667,3.685,5.8502,17.3994666667,16.3597333333,9.94448888889,3.31386666667,6.7708
351.46,4.27606666667,4.2658,3.79493333333,4.59206666667,3.66353333333,5.76413333333,17.3952666667,16.3297333333,9.93344444443,3.27166666667,6.72673333333
351.83,4.48613333333,4.38713333333,3.9078,4.791,3.87293333333,5.94313333333,17.5661333333,16.4803333333,10.0918777778,3.3968,6.88826666667
352.19,4.6622,4.52933333333,4.0638,4.96086666667,4.0448,6.13853333333,17.7848,16.5725333333,10.2495777778,3.55013333333,7.03093333333
352.55,4.59966666667,4.43073333333,3.92733333333,4.8394,3.9562,6.02853333333,17.6793333333,16.4833333333,10.1973666667,3.4582,6.91733333334
352.92,4.71253333333,4.55966666667,3.98046666667,4.90346666667,4.06113333333,6.1158,17.7381333333,16.5990666667,10.2816111111,3.50146666667,6.9788
353.28,4.67486666667,4.53913333333,3.95973333333,4.86606666667,4.07733333333,6.16826666667,17.7515333333,16.6984666667,10.3241222222,3.48946666667,6.96546666667
353.65,4.67393333334,4.51933333334,4.00046666667,4.9584,4.1368,6.20213333333,17.8270666667,16.7658,10.3552,3.5486,6.96193333333
354.01,4.59853333333,4.45113333333,3.92066666667,4.9142,4.05766666667,6.14993333333,17.7782,16.7478,10.3401333333,3.4786,6.82893333334
354.38,4.75893333333,4.68653333333,4.12586666667,5.1542,4.22513333333,6.34073333333,17.9382,16.9997333333,10.5651333333,3.72746666667,7.03173333333
354.74,4.818,4.75713333333,4.18346666667,5.2076,4.28006666667,6.45926666667,18.0018,17.0907333333,10.6335444444,3.79086666666,7.0848
355.11,5.00806666667,4.96906666667,4.33633333333,5.36206666667,4.43086666666,6.68646666667,18.1224666667,17.3056,10.8309333333,3.97906666667,7.21286666667
355.47,4.9508,4.9214,4.3024,5.3044,4.38946666667,6.65286666667,18.1870666667,17.3182666667,10.8146888889,3.9264,7.15446666667
355.83,4.8592,4.86113333333,4.2542,5.19533333333,4.3118,6.5566,18.138,17.2563333333,10.7582555556,3.89913333333,7.0286
356.20,4.83986666666,4.89413333333,4.24873333333,5.23633333333,4.3746,6.5276,18.1853333333,17.2700666667,10.7711666667,3.87466666667,7.04826666667
356.56,4.80666666667,4.87906666667,4.275,5.216,4.3444,6.51446666667,18.2496,17.3716666666,10.7533444445,3.82473333333,7.024
356.93,4.76313333333,4.8382,4.28126666667,5.22673333333,4.30346666667,6.48386666667,18.2454666667,17.3441333333,10.7437777778,3.80693333333,7.02406666667
357.29,4.81346666667,4.9074,4.34453333333,5.27966666667,4.3164,6.4614,18.2886,17.4067333333,10.7569777778,3.86733333333,7.02073333333
357.66,4.7864,4.8884,4.24126666667,5.20966666667,4.2314,6.39546666667,18.2714666667,17.3693333333,10.7551,3.77453333333,6.98066666667
358.02,4.76653333333,4.9338,4.2456,5.2586,4.20766666667,6.4044,18.3181333333,17.3729333333,10.7388222222,3.76153333333,7.0126
358.38,4.65473333333,4.77766666667,4.14213333333,5.12226666667,4.09593333333,6.34633333333,18.2614,17.2682666667,10.6612555556,3.61453333333,6.8974
358.75,4.65433333333,4.6944,4.05713333333,5.07226666667,3.99306666667,6.26933333333,18.1953333333,17.1989333334,10.6266,3.535,6.8246
359.11,4.599,4.59326666667,3.99266666667,5.02873333333,3.92913333333,6.16,18.2288,17.1277333333,10.5767111111,3.42753333334,6.78733333333
359.48,4.7348,4.76333333333,4.14946666667,5.26646666667,4.06,6.2906,18.3777333333,17.3223333333,10.7273777778,3.59013333333,6.95313333333
359.84,4.8744,4.8774,4.2814,5.41966666667,4.18946666667,6.40193333333,18.4717333333,17.4974,10.8528777778,3.64406666667,7.09086666667
360.20,4.8724,4.87233333333,4.306,5.43013333333,4.17113333333,6.40626666667,18.5076666667,17.5522666667,10.8702333333,3.6612,7.09433333333
360.57,4.929,4.905,4.30046666667,5.47846666667,4.21806666667,6.48193333333,18.582,17.5837333333,10.9000333333,3.72513333333,7.13586666667
360.93,4.98473333333,4.9276,4.3434,5.509,4.24926666667,6.53246666667,18.6494666667,17.6716,10.9790111111,3.754,7.2042
361.29,4.97126666667,4.8872,4.3194,5.4934,4.2388,6.4898,18.6248666667,17.6248666667,10.9611222222,3.716,7.19873333333
361.66,5.0108,4.91153333333,4.3722,5.4746,4.2606,6.49906666667,18.6064666667,17.6360666667,10.9858444445,3.782,7.24626666667
362.02,5.0066,4.87186666667,4.33613333333,5.42346666667,4.22173333333,6.43633333333,18.5582,17.634,10.9706,3.73326666667,7.20166666667
362.39,5.0472,4.92486666667,4.33833333333,5.46746666667,4.26406666667,6.45206666667,18.5822,17.6737333333,10.9803777778,3.78133333334,7.22986666667
362.75,5.01573333333,4.89233333333,4.3138,5.42946666667,4.27046666667,6.43306666667,18.6058,17.7042,10.9520777778,3.76753333333,7.2438
363.11,5.069,4.9478,4.39386666667,5.472,4.32253333333,6.50526666667,18.7022,17.8144666667,11.0190222222,3.862,7.33066666667
363.48,4.984,4.86066666667,4.33953333333,5.3732,4.26026666667,6.4434,18.6292666667,17.7284666667,10.9870444444,3.78006666667,7.27273333333
363.84,4.81473333333,4.71453333333,4.19613333333,5.22826666666,4.08866666667,6.3112,18.5601333333,17.6130666667,10.9021333333,3.67026666667,7.13533333333
364.20,4.8428,4.76693333333,4.2128,5.24153333333,4.0886,6.33146666667,18.5792,17.625,10.9615666667,3.74406666667,7.15146666666
364.57,4.85913333333,4.82806666667,4.27506666667,5.31673333333,4.10393333333,6.31773333333,18.5824,17.711,11.0397333333,3.7794,7.1674
364.93,4.76486666666,4.7588,4.15733333333,5.24986666667,4.01333333334,6.1962,18.4794,17.6671333333,10.9066888889,3.68,7.01366666667
365.29,4.84666666667,4.88126666667,4.23953333333,5.35873333333,4.09906666667,6.28193333333,18.5408,17.8283333333,11.0294555556,3.7498,7.07126666667
365.66,4.93006666667,4.95906666667,4.3154,5.5002,4.18006666667,6.40086666667,18.6335333333,17.9609333333,11.1039555555,3.81526666666,7.11806666667
366.02,4.9182,4.93153333334,4.31853333333,5.4828,4.1884,6.39333333333,18.6706,18.0032,11.1095555555,3.82393333333,7.12926666667
366.38,4.84366666667,4.85773333334,4.26926666667,5.3754,4.09233333333,6.28846666667,18.5632,17.9566666667,11.0454888889,3.75473333333,7.04346666667
366.75,4.80473333333,4.8674,4.2824,5.34426666666,4.0478,6.262,18.5379333333,17.938,11.0606444445,3.72873333333,6.93646666667
367.11,4.72986666667,4.81886666667,4.21353333333,5.28166666666,3.97733333333,6.17873333333,18.4087333333,17.8710666667,10.9904888889,3.65246666667,6.8178
367.47,4.74966666667,4.83726666667,4.20066666667,5.2862,3.98773333333,6.16966666667,18.3788666667,17.8906666667,10.9840111111,3.63833333333,6.7582
367.84,4.849,4.93606666667,4.2462,5.35073333333,4.07366666667,6.233,18.4673333333,18.0281333333,11.0398666667,3.67946666667,6.78293333333
368.20,4.81993333333,4.8696,4.24806666667,5.31493333333,4.06926666667,6.18653333333,18.4364,18.0130666667,10.9800555556,3.58366666667,6.74506666667
368.56,4.89293333333,4.86753333333,4.25966666667,5.37506666667,4.13633333333,6.21613333333,18.476,18.0096,11.0079111111,3.6188,6.79773333333
368.93,4.87973333333,4.8814,4.24813333333,5.38506666667,4.13753333333,6.19373333333,18.5194666667,17.9896666667,11.0404555555,3.637,6.79386666667
369.29,4.8096,4.82533333333,4.17613333333,5.31866666667,4.09026666667,6.12033333333,18.4861333333,17.9422666667,11.0177777778,3.58273333334,6.7746
369.65,4.71766666667,4.83133333334,4.14173333333,5.31246666667,4.0922,6.08666666667,18.5181333333,17.9845333333,11.0216666667,3.56953333333,6.741
370.01,4.72693333333,4.8296,4.1318,5.35013333334,4.0656,6.05586666667,18.5372,17.973,11.0154444444,3.56513333333,6.73133333333
370.38,4.87373333333,4.94066666667,4.2676,5.54353333333,4.21533333333,6.19266666667,18.7672,18.149,11.161,3.694,6.87633333333
370.74,5.0446,5.13013333334,4.40653333333,5.75146666667,4.38973333333,6.3376,18.9482,18.3276666667,11.2982222222,3.8768,7.0566
371.10,5.1826,5.27626666667,4.5618,5.90013333334,4.53093333333,6.51686666667,19.0814,18.4690666667,11.4357444445,4.00693333333,7.17326666667
371.46,5.18153333333,5.2484,4.56513333333,5.86406666667,4.53293333333,6.50353333333,19.1168666667,18.5081333334,11.4334333333,4.01506666667,7.20313333333
371.83,5.13473333333,5.2288,4.5836,5.89113333333,4.49113333333,6.46606666667,19.0566666667,18.4502,11.3884333333,3.99306666667,7.2178
372.19,5.04066666667,5.14593333333,4.43913333333,5.8028,4.38813333333,6.3524,18.9730666667,18.3606,11.2974444445,3.90986666667,7.1352
372.55,4.95193333333,5.12286666667,4.4094,5.72386666667,4.34433333333,6.32093333333,18.9847333333,18.3504,11.2352777778,3.87653333333,7.09733333333
372.92,5.08426666667,5.2374,4.57213333333,5.87686666667,4.4852,6.43166666667,19.0997333333,18.4986666667,11.3388888889,3.99086666667,7.2708
373.28,5.08453333333,5.25093333333,4.58773333333,5.88733333333,4.501,6.43786666667,19.1581333334,18.5222,11.3150111111,4.01213333333,7.24446666666
373.64,5.0458,5.15266666667,4.53473333333,5.7772,4.42286666667,6.3204,19.1213333333,18.4490666667,11.2426777778,3.92806666667,7.18806666667
374.00,4.91993333334,5.10646666667,4.46533333333,5.6876,4.38286666667,6.27813333333,19.0869333333,18.4135333333,11.1626222222,3.84906666667,7.11766666667
374.37,4.8606,5.1156,4.40286666666,5.62673333333,4.35033333333,6.23313333333,19.0200666667,18.3953333333,11.0936333333,3.80906666667,7.0848
374.73,4.8394,5.0652,4.4102,5.61573333333,4.33173333333,6.2206,19.0236666666,18.4302666667,11.0857555555,3.79366666667,7.0982
375.09,4.79893333333,5.022,4.35386666667,5.57633333333,4.27213333333,6.11826666667,19.0358666667,18.4320666667,11.0557666667,3.76173333333,7.0552
375.45,4.8534,5.07666666667,4.41453333333,5.6344,4.2828,6.165,19.0956666667,18.5448666667,11.1145666667,3.81506666667,7.0692
375.81,4.903,5.12306666667,4.4728,5.65346666667,4.3438,6.19346666667,19.1219333333,18.5757333333,11.1585333333,3.91213333333,7.07693333333
376.18,4.96926666667,5.21433333333,4.57226666667,5.7774,4.407,6.27793333333,19.2753333333,18.7611333333,11.3079,4.02693333333,7.16526666667
376.54,5.05106666666,5.2714,4.63106666667,5.83393333333,4.42606666667,6.26853333333,19.3316666667,18.8636666667,11.4146666667,4.0466,7.1854
376.90,4.9992,5.23093333333,4.55926666667,5.75666666667,4.35233333333,6.20706666667,19.3078,18.8392666667,11.3938444444,3.97653333333,7.09486666666
377.26,5.064,5.27233333333,4.5978,5.82046666667,4.3612,6.28326666667,19.3568666667,18.9396,11.4502111111,3.98826666667,7.13546666667
377.63,5.1782,5.37466666667,4.6976,5.91946666667,4.42473333333,6.3996,19.4154666666,19.0311333333,11.5416555556,4.08053333333,7.2454
377.99,5.32273333333,5.44846666667,4.8138,6.02006666667,4.5202,6.4862,19.4301333333,19.112,11.6414111111,4.2058,7.3774
378.35,5.34086666667,5.45733333333,4.859,6.02246666667,4.54406666667,6.48126666667,19.4406,19.0926,11.6701111111,4.22226666667,7.37246666667
378.71,5.26626666667,5.39866666667,4.76506666667,5.95126666667,4.44566666667,6.37206666667,19.3725333333,19.026,11.5974111111,4.1096,7.28373333333
379.07,5.24653333333,5.4076,4.7356,5.9364,4.44246666667,6.34886666666,19.3464666667,18.9604666667,11.5636888889,4.08393333333,7.2654
379.44,5.2462,5.431,4.7326,5.9442,4.46433333333,6.34986666667,19.3769333333,18.9141333333,11.5698222222,4.0548,7.2786
379.80,5.2276,5.40306666666,4.65413333333,5.8968,4.43446666667,6.2866,19.4224666667,18.9556666667,11.5644666667,3.9764,7.25426666667
380.16,5.2294,5.37766666667,4.64746666667,5.83086666667,4.44086666667,6.2784,19.4089333333,18.9404666667,11.5325,3.92453333333,7.21606666667
380.52,5.21173333333,5.35026666667,4.6256,5.7922,4.436,6.28166666667,19.3961333333,18.9152666667,11.4999444444,3.90986666667,7.2088
380.88,5.2358,5.36246666667,4.65366666667,5.78446666667,4.44726666667,6.32493333333,19.4563333333,18.9740666666,11.5180444444,3.96453333333,7.2316
381.24,5.24286666667,5.36333333333,4.6638,5.76213333333,4.4672,6.3054,19.4976666667,18.9742,11.5414444444,4.0304,7.26806666667
381.61,5.22666666667,5.35893333333,4.6438,5.75673333333,4.4612,6.28026666667,19.5932666667,19.0233333333,11.5734333333,4.0206,7.25073333333
381.97,5.25226666667,5.44893333333,4.67553333333,5.8156,4.49413333333,6.29093333333,19.7483333333,19.1351333333,11.6474555556,4.04986666667,7.25046666667
382.33,5.30866666667,5.51006666667,4.73326666667,5.90433333333,4.52953333333,6.35706666667,19.8734666667,19.2537333333,11.7324,4.112,7.3058
382.69,5.35453333333,5.58226666667,4.7974,5.95513333333,4.58166666667,6.4248,19.996,19.3341333333,11.8276,4.17513333334,7.3522
383.05,5.38346666666,5.59626666667,4.8486,5.98213333333,4.6034,6.46013333333,20.0268666666,19.425,11.8666222222,4.2006,7.3852
383.41,5.398,5.59773333333,4.866,6.03093333333,4.5988,6.4764,20.0401333333,19.4700666667,11.8703666666,4.27213333333,7.40146666667
383.77,5.43893333333,5.63993333333,4.93726666667,6.10806666666,4.63453333333,6.56546666667,20.0978,19.5346,11.9307444445,4.353,7.43306666667
384.14,5.47793333333,5.70266666667,4.99206666667,6.19233333333,4.6842,6.62146666667,20.1582,19.5828,11.9779555555,4.4144,7.4838
384.50,5.50526666667,5.73526666667,5.00646666667,6.21933333333,4.72553333333,6.64926666667,20.189,19.6224666667,12.0017333334,4.43573333333,7.4744
384.86,5.48586666667,5.70993333333,4.9694,6.23486666667,4.69733333333,6.60653333333,20.1427333333,19.5836,11.9963444444,4.395,7.44653333333
385.22,5.489,5.69626666667,4.95753333333,6.20873333333,4.653,6.57733333333,20.1271333333,19.5868,11.9845111111,4.3664,7.4086
385.58,5.4626,5.67006666667,4.9546,6.20533333333,4.6502,6.56893333333,20.0336666667,19.5484,11.9513333333,4.35173333333,7.36226666667
385.94,5.47166666667,5.64386666667,4.96346666667,6.2042,4.63,6.5806,20.0353333333,19.5046,11.9501444444,4.33906666667,7.36593333333
386.30,5.39513333333,5.55733333333,4.8798,6.13146666667,4.54666666667,6.49046666667,19.9314666667,19.4444666666,11.8737333334,4.25706666667,7.29286666667
386.66,5.39433333333,5.56126666667,4.89433333333,6.134,4.57993333334,6.49966666667,19.9108,19.4326666667,11.8397,4.29153333333,7.3078
387.03,5.37333333333,5.54613333333,4.87,6.12406666667,4.56986666667,6.4716,19.9150666667,19.4234,11.8332111111,4.28093333333,7.2794
387.39,5.2412,5.43253333333,4.72333333333,5.978,4.45533333333,6.32566666667,19.7857333333,19.3407333333,11.7073666667,4.12886666667,7.12406666666
387.75,5.21766666667,5.43066666667,4.68926666667,5.95206666667,4.42313333333,6.30273333333,19.7758,19.3501333333,11.6784222222,4.09893333333,7.10413333333
388.11,5.18893333333,5.37286666667,4.64833333333,5.90513333333,4.37,6.23886666667,19.7326666667,19.3176,11.6311222222,4.04446666667,7.05293333333
388.47,5.18186666667,5.38053333333,4.63566666667,5.9242,4.36746666667,6.2482,19.7110666667,19.3711333333,11.6206888889,4.0502,7.07073333333
388.83,5.18273333333,5.4204,4.66886666666,5.9162,4.38213333333,6.27373333333,19.7152666667,19.3876666667,11.6015777778,4.0756,7.07573333333
389.19,5.21633333333,5.4622,4.714,5.974,4.4364,6.3062,19.7769333333,19.4691333333,11.6478444445,4.09546666667,7.1114
389.55,5.2008,5.44686666667,4.6886,5.96773333333,4.40693333333,6.27686666667,19.7818666667,19.4873333333,11.6314222222,4.07486666667,7.06793333333
389.91,5.1852,5.4402,4.6636,5.94626666667,4.40373333333,6.2746,19.7436666667,19.5256,11.6158777778,4.06346666667,7.0454
390.27,5.23426666667,5.4938,4.6972,5.99086666667,4.45153333334,6.30906666667,19.8396666667,19.5978,11.6549888889,4.09206666667,7.08186666667
390.63,5.22206666667,5.47233333333,4.68226666667,5.96873333333,4.4218,6.30446666667,19.8277333333,19.6419333333,11.6583111111,4.06666666667,7.06986666667
391.00,5.2978,5.51806666667,4.72933333333,6.0354,4.47246666667,6.38593333333,19.8956666667,19.7232,11.7267111111,4.1164,7.14026666667
391.36,5.41533333333,5.64333333333,4.84893333333,6.17366666667,4.60893333333,6.52126666667,20.0481333333,19.8352666667,11.8638555555,4.22406666666,7.28626666667
391.72,5.49886666667,5.71273333333,4.94373333333,6.27046666667,4.69586666667,6.59066666667,20.1706,19.9344,11.9574777778,4.30073333333,7.35733333333
392.08,5.5394,5.7476,4.9958,6.3454,4.74613333334,6.62886666667,20.2278,20.0123333333,12.0104777778,4.35993333333,7.40533333333
392.44,5.51,5.7064,4.98493333333,6.319,4.69246666667,6.57906666667,20.2580666667,19.9589333333,11.9966666667,4.315,7.36646666667
392.80,5.46846666667,5.65406666667,4.9544,6.28453333333,4.64446666667,6.5212,20.2211333333,19.949,11.959,4.25973333333,7.31746666667
393.16,5.47226666667,5.67593333333,4.97106666667,6.31933333333,4.68853333333,6.5454,20.2444,19.9445333333,11.9697444444,4.29033333333,7.35353333333
393.52,5.49633333333,5.7134,5.00186666667,6.35213333333,4.74566666667,6.58966666667,20.3073333333,19.9869333333,12.0131333333,4.33793333333,7.42926666667
393.88,5.53746666667,5.77753333333,5.09093333333,6.4278,4.8146,6.62353333333,20.3722,20.0535333333,12.0718333333,4.39933333333,7.4974
394.24,5.4976,5.76426666667,5.11506666667,6.4004,4.79,6.62026666667,20.3374,20.0204666667,12.0647777778,4.40073333333,7.49066666667
394.60,5.5578,5.82706666667,5.17173333333,6.49593333333,4.84546666666,6.64433333333,20.4142666667,20.0846,12.1397,4.4594,7.55986666667
394.96,5.54186666667,5.85726666666,5.1968,6.5142,4.85133333333,6.61646666667,20.4374666667,20.0902,12.1207222222,4.4738,7.5758
395.32,5.6062,5.9294,5.2768,6.55613333333,4.90253333333,6.65486666667,20.4623333333,20.143,12.1456111111,4.5364,7.62346666667
395.68,5.5534,5.86786666667,5.22126666667,6.50113333333,4.83693333333,6.5756,20.354,20.0579333333,12.0528666667,4.46813333333,7.5616
396.04,5.52646666667,5.86906666667,5.19686666667,6.48193333333,4.80126666666,6.5492,20.3145333333,20.0479333334,12.0189333333,4.44766666667,7.519
396.40,5.5828,5.96433333333,5.27786666667,6.5564,4.8816,6.62413333333,20.3638,20.1324,12.0715444445,4.52753333333,7.59173333333
396.76,5.663,6.04906666667,5.34653333333,6.656,4.9802,6.71506666667,20.4851333333,20.2226666667,12.1844555555,4.60753333333,7.69686666667
397.12,5.61166666667,6.00286666667,5.3122,6.622,4.9126,6.68093333333,20.4238,20.1766666667,12.1200555556,4.52166666667,7.6146
397.48,5.58453333333,5.969,5.2798,6.5936,4.85326666667,6.6394,20.4148,20.1400666667,12.0734222222,4.48893333333,7.5492
397.84,5.52886666667,5.92406666667,5.19966666667,6.52806666666,4.77946666667,6.5876,20.365,20.068,11.9949888889,4.42273333333,7.46073333333
398.20,5.53786666667,5.91273333333,5.17986666667,6.52793333333,4.78746666667,6.5766,20.3476666667,20.0713333333,11.9649777778,4.389,7.4022
398.56,5.45913333333,5.82173333334,5.11046666667,6.4318,4.7252,6.4904,20.2429333333,19.9475333333,11.8595777778,4.29233333333,7.28646666667
398.92,5.39346666667,5.72066666667,5.0238,6.3616,4.6624,6.4312,20.1863333333,19.8885333333,11.8235111111,4.2102,7.19046666667
399.28,5.36653333333,5.6886,4.99026666667,6.37386666667,4.63213333333,6.41753333333,20.1576666667,19.8836,11.8193888889,4.191,7.15813333333
399.64,5.35066666667,5.68213333333,4.98786666667,6.3684,4.62393333333,6.40266666667,20.1525333333,19.8690666667,11.8333888889,4.1948,7.138
