wavelength,Back_SicCitf,Belly_SicCitf,Breast_SicCitf,Crissum_SicCitf,Crown_SicCitf,DorTail_SicCitf,Patch10_SicCitf,Patch11_SicCitf,Rump_SicCitf,Throat_SicCitf,WingTip_SicCitf
540.72,14.6344,45.2490666667,22.1801333333,44.8536,13.0940666667,9.09370000001,9.89533333333,29.1795333334,18.0903666667,27.7042,10.1361666667
541.06,14.5984,45.2622666667,22.1580666667,44.8285,13.0657333333,9.05096666667,9.86813333333,29.1428666667,18.0606444444,27.7012,10.0989166667
541.40,14.5868,45.2632,22.1657333333,44.8160333333,13.0594666667,9.04246666666,9.86246666667,29.1272,18.0452111111,27.6880666667,10.1099
541.75,14.6136666666,45.3514,22.2048,44.9049333333,13.0814,9.07893333334,9.8858,29.1704666667,18.0767,27.7395333333,10.1266083333
542.09,14.6203333333,45.3708666667,22.2292,44.9324333333,13.1056,9.09023333333,9.90686666667,29.1917333333,18.0960333333,27.7508,10.149875
542.43,14.6766666667,45.4742,22.2982666666,45.0153333333,13.1573333333,9.12186666667,9.94606666668,29.2729333333,18.1505111111,27.8226,10.1973833333
542.78,14.7152,45.5613333333,22.3755333333,45.0792333333,13.2158,9.15999999999,9.99433333333,29.335,18.2042555556,27.8969333333,10.2560833333
543.12,14.696,45.5494,22.3598666667,45.0507666666,13.1894666667,9.12999999999,9.95966666667,29.3116666667,18.1880666667,27.8789333333,10.227825
543.46,14.7374,45.6330666667,22.4153333333,45.1422666667,13.2331333333,9.15549999999,10.0019333333,29.3548,18.2332888889,27.9593333334,10.2649416667
543.81,14.7637333333,45.7432,22.4757333333,45.247,13.2644,9.16636666667,10.0266,29.396,18.2732555555,28.0187333333,10.2744
544.15,14.8260666667,45.8642,22.5644666667,45.3567333333,13.3116666667,9.19126666666,10.0543333333,29.4734666667,18.3278888889,28.1143333333,10.31515
544.49,14.8336,45.9278,22.6261333333,45.4449333333,13.3365333333,9.17460000001,10.0720666667,29.4884,18.3529666667,28.1514666667,10.3373833333
544.84,14.9000666667,46.0005333333,22.7222666667,45.5840666667,13.4027333333,9.23719999999,10.1271333333,29.5718,18.4189777778,28.2242,10.4060083333
545.18,14.9218,46.0308,22.7445333333,45.6475333333,13.4205333333,9.24183333333,10.1418,29.5983333333,18.4463888889,28.2667333333,10.3908083333
545.52,14.8906,46.0268,22.7468,45.6588666667,13.4085333334,9.19413333334,10.1220666667,29.585,18.4418333333,28.2485333333,10.360025
545.87,14.9318666667,46.1419333333,22.8194666667,45.7779,13.4405333333,9.22323333333,10.1340666667,29.6340666667,18.4777444445,28.3309333333,10.3870083333
546.21,14.9249333333,46.2156666667,22.864,45.8194,13.4480666667,9.23546666667,10.1402666666,29.6196666667,18.4939777778,28.3574,10.3748166667
546.55,14.8906,46.2132,22.8252,45.8189333333,13.3875333333,9.1924,10.0836,29.5811333334,18.4602555556,28.3142,10.3134
546.90,14.915,46.2636666667,22.8756666667,45.8995333333,13.4233333333,9.21813333333,10.1122,29.5984666667,18.4803555555,28.3627333333,10.33615
547.24,14.9152666667,46.3940666667,22.9348666667,45.9865,13.4061333333,9.19896666666,10.0901333333,29.647,18.4856444444,28.3964,10.3156666667
547.58,14.9959333333,46.5344666667,23.0516666666,46.1520666667,13.4818666667,9.25886666667,10.1424,29.7651333333,18.5748222222,28.4978666667,10.3674166667
547.92,15.0012,46.5617333333,23.1034,46.2326666667,13.4981333333,9.27623333333,10.1624666667,29.7804666667,18.5982111111,28.5567333333,10.373875
548.27,14.9996,46.6020666667,23.1302666667,46.3080666667,13.5018,9.29106666667,10.1582,29.8097333333,18.6009777778,28.5825333333,10.3715833333
548.61,14.9901333333,46.641,23.1568666667,46.3154,13.4938666667,9.28973333333,10.1544,29.7990666667,18.5985222222,28.5946666667,10.34135
548.95,15.0277333333,46.7354666667,23.2192666667,46.4250333333,13.5344,9.3067,10.2035333333,29.8414666667,18.6506111111,28.6519333333,10.385175
549.29,15.1214,46.8414,23.3458,46.5192,13.6363333333,9.40683333333,10.3066,29.9178,18.7235888889,28.7676666667,10.4912
549.64,15.1714666667,46.9003333333,23.4507333333,46.585,13.6977333334,9.45483333333,10.3793333333,29.9407333333,18.7949,28.8162666667,10.5448
549.98,15.191,46.8575333333,23.4754,46.6068333333,13.7166666667,9.48006666667,10.4033333333,29.9715333333,18.8117555556,28.8356,10.5493666667
550.32,15.3101333333,46.9822666667,23.6767333333,46.7460333333,13.8668,9.59043333334,10.541,30.1041333333,18.9447,28.9905333333,10.663975
550.66,15.3776,47.1189333333,23.8055333333,46.8904,13.9298666667,9.62296666667,10.5778,30.1972,19.0023777778,29.0718666667,10.6948166667
551.01,15.4348,47.1321333333,23.8587333333,46.9593,13.9692,9.66043333333,10.6169333333,30.2001333333,19.0250333333,29.1132666667,10.7471916667
551.35,15.4088666667,47.1656,23.8661333333,46.9717666667,13.9696,9.65516666666,10.6153333333,30.1852,19.0133777778,29.1513333333,10.7494083333
551.69,15.4513333333,47.1574666667,23.8822,46.9673666667,14.0001333333,9.6964,10.694,30.2140666667,19.0608777778,29.1724,10.7979416667
552.03,15.5022,47.1960666667,23.9542,47.0732,14.0184,9.73563333333,10.7544666667,30.2646,19.1181,29.2554666667,10.8461333333
552.38,15.5530666667,47.2798,24.0146,47.2240666667,14.0704666667,9.77676666667,10.7882,30.3287333333,19.1568555556,29.3318,10.902625
552.72,15.5618,47.3404666667,24.071,47.3026666667,14.0842,9.816,10.7721333333,30.3766,19.1762111111,29.3862666667,10.9216416667
553.06,15.5699333333,47.3701333333,24.0728666666,47.4199,14.054,9.7968,10.7492,30.394,19.1854,29.4056,10.9115583333
553.40,15.5442666666,47.4120666667,24.0588,47.4508333333,14.0234666667,9.77046666667,10.7172666667,30.4231333333,19.1695,29.4242,10.846475
553.74,15.5486666667,47.4936666667,24.0992666667,47.5166,14.0535333333,9.79793333333,10.7252666667,30.4389333333,19.1985,29.4764666667,10.8962416667
554.09,15.5453333333,47.5238,24.0944,47.5714333333,14.0480666667,9.82326666667,10.7079333333,30.45,19.1973111111,29.4854,10.8950833333
554.43,15.5198666667,47.4918666667,24.0761333333,47.5949333333,14.0337333333,9.82536666666,10.7108666667,30.4497333333,19.1927666667,29.4904666667,10.888775
554.77,15.4921333333,47.5210666667,24.0857333333,47.6257,14.0369333333,9.83806666667,10.6991333333,30.4338666667,19.1898555555,29.5122666667,10.860675
555.11,15.5060666667,47.4820666667,24.1120666667,47.638,14.0338,9.83203333333,10.6986666666,30.4254,19.2017666667,29.4946666667,10.8891166667
555.45,15.4718666667,47.5319333333,24.1324666667,47.7335,14.0270666667,9.81666666666,10.6673333333,30.4168666667,19.1785222222,29.49,10.8549166667
555.80,15.4590666666,47.53,24.135,47.7254,14.0426,9.80716666667,10.6603333333,30.3822666667,19.1636444445,29.4771333333,10.8498416667
556.14,15.4228,47.4608,24.0937333333,47.6512333333,14.0011333333,9.74453333334,10.633,30.3318666667,19.1231,29.3956666667,10.7980833333
556.48,15.4442,47.4912666667,24.1196,47.6506666667,14.0086,9.74689999999,10.6714666667,30.3013333333,19.1250111111,29.3851333333,10.7863666667
556.82,15.4196666667,47.4466666667,24.1139333333,47.5584,14.0065333333,9.73936666667,10.6334666667,30.2552666667,19.0834,29.3748666667,10.76135
557.16,15.4708,47.5315333333,24.1938666667,47.6357333333,14.0654,9.80453333333,10.6788,30.2827333333,19.1318222222,29.4248666667,10.832875
557.50,15.5546,47.5729333333,24.2712,47.7372666667,14.1140666667,9.82516666667,10.7603333333,30.3263333333,19.1799222222,29.4544666667,10.898125
557.85,15.5688,47.5993333333,24.2960666667,47.7791333333,14.1083333333,9.794,10.7708666667,30.3217333333,19.1656222222,29.4787333333,10.8894583333
558.19,15.6322,47.7125333333,24.3383333333,47.8293666667,14.1753333333,9.84750000001,10.825,30.3434,19.2268777778,29.5039333333,10.96005
558.53,15.6637333333,47.7544666667,24.3740666667,47.8825333333,14.2017333333,9.83726666667,10.8271333333,30.4220666667,19.2454111111,29.5134,10.9746083333
558.87,15.6304666667,47.6934666667,24.3455333333,47.8363,14.1802666667,9.84813333333,10.8186666667,30.3654666667,19.2046444444,29.4915333333,10.942675
559.21,15.6646,47.7778666667,24.4247333333,47.9584333333,14.1926666667,9.85033333333,10.8209333333,30.4150666666,19.2339222222,29.5291333333,10.9563083333
559.55,15.6668,47.8259333333,24.4605333333,48.0288666667,14.1976666667,9.88123333333,10.8118,30.4285333333,19.2465666667,29.5460666667,10.9465333333
559.89,15.6936666667,47.9473333333,24.5693333333,48.1428666667,14.2414666667,9.91386666667,10.8141333333,30.4761333333,19.2969111111,29.6527333334,10.9830166667
560.23,15.6934666667,47.9501333333,24.565,48.1883666667,14.2375333333,9.91469999999,10.7839333333,30.4631333333,19.2931,29.6634666667,10.978125
560.58,15.6684,47.9087333333,24.5776666667,48.2116333333,14.2001333333,9.89556666667,10.7929333333,30.4362666667,19.2888,29.6109333334,10.9546333333
560.92,15.6705333333,47.8692666667,24.5953333333,48.2353666667,14.1914666667,9.8519,10.8048,30.4301333333,19.2813222222,29.5978,10.9292583333
561.26,15.6164,47.8616666667,24.5865333333,48.2049666667,14.169,9.86140000001,10.7600666667,30.4248666667,19.2524777778,29.5980666667,10.8760416667
561.60,15.5789333333,47.8311333333,24.5914,48.2444333334,14.1462666667,9.86370000001,10.7659333333,30.3897333333,19.2393777778,29.5716,10.852475
561.94,15.5886,47.8146666667,24.6885333333,48.3135333333,14.1566666667,9.89333333333,10.8006,30.4343333333,19.2538666667,29.6369333333,10.8794916667
562.28,15.6338,47.9006,24.765,48.3990333333,14.23,9.97206666667,10.8725333333,30.4978,19.3258555556,29.6843333333,10.9288916667
562.62,15.6917333333,48.0262,24.8674666667,48.4880666667,14.276,9.99843333333,10.9145333333,30.592,19.3848888889,29.7353333334,10.9476583333
562.96,15.6984666667,47.9816666667,24.8683333333,48.3938666667,14.279,9.99353333333,10.9400666667,30.574,19.3825222222,29.7350666667,10.9486333333
563.30,15.7204,47.9935333333,24.8704666667,48.3449666667,14.3237333333,9.99866666666,10.9519333333,30.5839333333,19.4026111111,29.7412,10.9659833333
563.64,15.7453333333,48.0228,24.9026,48.3703333334,14.3465333333,10.0300333333,10.98,30.6020666667,19.4225444445,29.7566,10.9897333333
563.99,15.7459333333,48.0425333333,24.9721333333,48.4325,14.3721333333,10.0406,11.0011333333,30.6586666667,19.4472,29.774,11.0316583333
564.33,15.7462,48.1404666667,25.0114,48.4941666667,14.4068666667,10.0453666667,11.0004666667,30.6852666667,19.4729222222,29.8197333333,11.0495083333
564.67,15.6820666667,48.0996666667,24.9542666667,48.4415,14.3402666667,9.99803333334,10.9456,30.6180666667,19.4133,29.802,11.0151833333
565.01,15.6848,48.0842,24.9654,48.4607333333,14.3354,9.97913333333,10.943,30.6171333333,19.4098777778,29.8062,11.0080833333
565.35,15.6442,48.0699333333,24.9462,48.4355666667,14.2948,9.91736666666,10.8894,30.5787333333,19.3635777778,29.7764,10.9887333333
565.69,15.6105333333,48.0286,24.9049333333,48.3491666667,14.2589333333,9.90446666667,10.8661333333,30.4878666667,19.3206666667,29.7235333333,10.9754583333
566.03,15.6185333333,48.0226,24.9276666667,48.3746666667,14.2291333333,9.87206666667,10.8828,30.4654666667,19.3408777778,29.7760666667,11.0072916667
566.37,15.6058666667,48.0563333333,24.9224,48.3973333333,14.2233333333,9.87313333334,10.8825333334,30.4692,19.3327777778,29.7581333333,11.0157416666
566.71,15.5962666667,48.0734666667,24.9094666667,48.4288666667,14.2236,9.86143333333,10.8645333333,30.4725333334,19.3283222222,29.7298666667,10.9912333333
567.05,15.5871333333,48.1152,24.9573333333,48.4894,14.2026,9.86569999999,10.8864,30.4703333333,19.3351777778,29.7458666667,10.9917
567.39,15.6074666667,48.1178666667,24.9821333333,48.4889,14.2334666667,9.8871,10.9206,30.4804666667,19.3582888889,29.7752,11.0072083333
567.73,15.6506666667,48.1958,25.0373333333,48.5461333333,14.2658,9.92933333334,10.9862,30.5191333333,19.3992444444,29.8700666667,11.0415833333
568.07,15.6272666667,48.1310666667,24.9995333333,48.5120333333,14.2318,9.89796666667,10.9682666666,30.4754666667,19.3353666667,29.8318666667,11.0111083333
568.41,15.6538666667,48.1868666667,25.064,48.5744333333,14.2640666667,9.94339999999,10.9965333333,30.5222666667,19.3495444444,29.8493333333,11.03375
568.75,15.6222666667,48.1884,25.0537333333,48.5711,14.2336,9.8988,10.9520666667,30.4769333334,19.3288222222,29.8039333333,11.0045666666
569.09,15.6984666667,48.2551333333,25.1418666666,48.6434333333,14.316,9.96313333333,11.0055333333,30.5406,19.3937222222,29.8886,11.0782833333
569.43,15.7304666667,48.3466,25.1757333333,48.7308,14.3334666667,9.95799999999,11.0202666667,30.5735333333,19.4253777778,29.9202,11.072325
569.77,15.7072,48.2556666667,25.1182,48.6827333333,14.3304666667,9.94589999999,10.9763333333,30.5571333333,19.3709111111,29.85,11.0247
570.11,15.7626666667,48.2586666667,25.1521333333,48.7374,14.3898,9.98123333334,11.0091333333,30.5844666667,19.4273888889,29.9156666667,11.0892166667
570.45,15.7761333333,48.3098,25.2037333333,48.7854666667,14.4112,9.99909999999,11.0317333333,30.5883333333,19.4491444444,29.9771333333,11.150475
570.79,15.8056666667,48.3778,25.2558,48.8607333333,14.4440666667,10.0405666667,11.0037333333,30.6486666667,19.4765,30.0496,11.1776916667
571.13,15.7772666667,48.3178666667,25.2358666667,48.8912333333,14.3833333334,10.0011666667,10.9763333333,30.6098666667,19.4218444445,30.0034,11.1466333333
571.47,15.8064,48.3494666667,25.2704,48.9168666667,14.4051333333,10.0505,10.9910666667,30.6236666667,19.4423777778,30.0042666667,11.1763916667
571.81,15.8451333333,48.3993333333,25.3360666667,48.9356666667,14.4438,10.0941333333,11.0236666667,30.6744,19.5096666667,30.0506,11.2176416667
572.15,15.9006,48.4424666667,25.3751333333,48.9889666667,14.5017333333,10.1257333333,11.0716666667,30.7076,19.5693666667,30.1053333333,11.2740333333
572.49,15.9333333333,48.4968,25.4411333333,49.0520666667,14.5280666667,10.183,11.1241333333,30.7311333334,19.5988111111,30.1708666667,11.318975
572.83,15.9256,48.4737333333,25.4355333333,49.0282333333,14.5051333333,10.172,11.129,30.7211333334,19.6012666667,30.1577333333,11.2900083333
573.17,15.938,48.4867333333,25.4934666667,49.0512666667,14.5334,10.1926333333,11.1502666667,30.7625333333,19.6153,30.2041333333,11.3037833333
573.51,15.9734666667,48.5184,25.5605333333,49.0756333333,14.5761333333,10.2608666667,11.2116666667,30.7564,19.65,30.2415333333,11.3750333333
573.85,15.9662666667,48.5466,25.5918,49.1204,14.564,10.2573666667,11.2142666667,30.7522666667,19.6377777778,30.2655333333,11.3638916667
574.19,15.9439333333,48.593,25.6065333333,49.1674666667,14.5528666667,10.2427,11.1820666667,30.7692666667,19.6223777778,30.2732666667,11.3251416667
574.53,15.9678,48.6174,25.6396,49.2023333333,14.5564666667,10.2402333333,11.2494,30.7629333333,19.6270555556,30.2931333333,11.3443583333
574.87,15.9506666667,48.5800666667,25.6374666667,49.1063666667,14.5472666667,10.2455333333,11.2608,30.7344666667,19.6460555556,30.2567333333,11.3457
575.21,15.9179333333,48.5803333333,25.6300666667,49.0733333333,14.5186666667,10.2264666667,11.2197333333,30.7017333333,19.6352666667,30.2428,11.31305
575.55,15.9566,48.6708,25.7040666667,49.1514666667,14.5400666667,10.2512333333,11.2422,30.747,19.6598222222,30.2967333333,11.3411416667
575.89,15.9412,48.6452666667,25.7380666667,49.1642666667,14.5463333333,10.2694666667,11.2446666667,30.7416,19.6388111111,30.2922666667,11.3686083333
576.22,15.9498,48.6359333333,25.7552,49.1650666667,14.5746,10.2579333333,11.259,30.7649333333,19.6581333333,30.3266,11.3810916667
576.56,15.9722666667,48.7108666667,25.7774666667,49.1877666667,14.5937333333,10.2871,11.2868,30.7736,19.6613666667,30.3724,11.4214916667
576.90,15.9786,48.7538666667,25.8102,49.2570666667,14.6173333333,10.3045666667,11.2900666667,30.8258,19.6944444444,30.424,11.4633083333
577.24,15.9806666667,48.8305333333,25.8434,49.2719,14.6212666667,10.289,11.284,30.8556666667,19.7133111111,30.4517333333,11.43455
577.58,15.9580666667,48.8414666667,25.8512,49.2790333333,14.5976,10.2731,11.2658,30.8270666667,19.6896,30.45,11.402
577.92,16.0043333333,48.8203333333,25.8724666667,49.2857666667,14.631,10.3293666667,11.3028666667,30.8432666667,19.7180888889,30.4760666667,11.4538083333
578.26,15.985,48.7064666667,25.8511333333,49.2135333333,14.6515333333,10.2928666667,11.2707333334,30.8447333333,19.7153444445,30.4275333333,11.4522916667
578.60,16.0517333333,48.9056,25.9546,49.3898666667,14.7687333333,10.3584666667,11.3193333333,30.9360666667,19.7943222222,30.5799333333,11.5328333333
578.94,16.0438,48.8716,25.9738666667,49.4313666667,14.7966,10.3165333333,11.3421333333,30.9174666667,19.7491111111,30.5758666667,11.5146416666
579.28,16.0195333333,48.8012,25.9564666667,49.3868666667,14.7966,10.3009666667,11.3386,30.8495333333,19.7169555556,30.5304666667,11.478725
579.61,16.0052,48.8688666667,25.9174666667,49.4133,14.7326,10.2586,11.2854,30.8341333334,19.6975222222,30.5656,11.40785
579.95,15.9925333333,48.9200666667,25.9442,49.5019,14.7229333333,10.2524666667,11.2691333333,30.8322,19.6784111111,30.5926666666,11.3847166667
580.29,15.9938,48.9302,25.9807333334,49.5468333333,14.7368,10.2891333333,11.2592666667,30.8508666667,19.7071555556,30.5837333333,11.392025
580.63,16.0226666667,48.8524666667,25.9858,49.5177333333,14.7450666667,10.2827,11.2607333333,30.8055333333,19.6917333333,30.5501333334,11.3996666667
580.97,15.9998666666,48.8311333333,25.9624666667,49.5545333333,14.7030666667,10.2421,11.2246666667,30.7831333333,19.6506777778,30.5596,11.3866833333
581.31,16.04,48.8576666667,26.0402666666,49.5936666667,14.7559333333,10.2768333333,11.2864,30.8413333333,19.6982666667,30.5844,11.446775
581.65,16.0964666667,48.8961333333,26.1274666667,49.6334333333,14.8322,10.3421333333,11.3684666667,30.8880666667,19.7635777778,30.6970666667,11.5036583333
581.98,16.175,49.0399333333,26.2390666667,49.7176666667,14.8858666667,10.488,11.4342,30.9559333333,19.8432333333,30.7982,11.5701166667
582.32,16.155,49.0072,26.2215333333,49.7140333333,14.8167333333,10.4628666667,11.4056666667,30.9078666667,19.8007666667,30.7915333334,11.5265166667
582.66,16.2224,49.1215333333,26.3072,49.8089333333,14.8592,10.5612666667,11.4621333333,30.9848,19.8908222222,30.8976666667,11.5970166667
583.00,16.2878,49.3038666667,26.3825333333,50.0126333333,14.9298666667,10.6269,11.5144,31.0998666667,20.0012666667,31.0259333333,11.6931833333
583.34,16.3475333333,49.2921333333,26.4698666667,49.9463333333,15.0037333333,10.7089,11.6045333333,31.1364666667,20.0754444444,31.0314666667,11.7838583333
583.68,16.4272666667,49.3207333333,26.5382,49.9281,15.0706666666,10.8122333333,11.652,31.1946666667,20.1174444444,31.0631333333,11.8559333333
584.01,16.4721333333,49.3517333333,26.6018666667,49.9964,15.1306666667,10.8525666667,11.7010666667,31.2578666667,20.1756777778,31.1298,11.9217833334
584.35,16.5138666667,49.4842666667,26.6700666667,50.1056666667,15.1450666666,10.9051666667,11.7454666667,31.3033333333,20.2208,31.2166666667,11.9734916667
584.69,16.5128666667,49.5427333333,26.7498,50.1703,15.1848,10.9579666667,11.7778,31.3324666667,20.2496333333,31.2469333333,11.9927
585.03,16.4968,49.5716666667,26.7326666667,50.1629,15.2064,10.9611,11.7527333333,31.2930666667,20.2567222222,31.2698,11.9944083333
585.37,16.4431333333,49.5912,26.7082666667,50.1166333333,15.2050666667,10.9381,11.7245333333,31.2796666667,20.2504222222,31.212,11.9911416666
585.70,16.4446666667,49.5728,26.6986666667,50.1344,15.2305333333,10.9024666667,11.7155333333,31.2306,20.2276555556,31.2177333333,12.010975
586.04,16.4484,49.5818,26.7266,50.1566333333,15.2593333333,10.9097,11.7138666667,31.2963333333,20.2194222222,31.1854,12.03295
586.38,16.4095333333,49.6062,26.7123333333,50.1442333333,15.2558,10.8228,11.6807333333,31.3242,20.1867777778,31.1439333333,12.0383
586.72,16.4883333333,49.5355333333,26.7718,50.0790333333,15.3106,10.8810666667,11.7324666667,31.3814,20.2226222222,31.1877333333,12.0996666667
587.06,16.446,49.6041333333,26.7634666667,50.2118666667,15.2793333333,10.8199333333,11.6676,31.3707333333,20.1824444445,31.1985333333,12.0222916667
587.39,16.4314,49.6104666667,26.7651333333,50.2230333333,15.2826,10.7477666667,11.6571333333,31.3649333333,20.2012,31.2023333333,11.9958583333
587.73,16.3348666667,49.4784666667,26.6633333333,50.0878666667,15.1629333334,10.6373333333,11.5578666667,31.2326,20.0568333333,31.0884,11.8658083333
588.07,16.2503333333,49.4096,26.559,50.0036,15.1029333333,10.5609,11.4730666667,31.1612,19.9623333333,30.9679333333,11.7615
588.41,16.2532,49.3716666667,26.5584,49.9486333334,15.1032,10.5783333333,11.4637333333,31.1277333333,19.9667111111,30.9632,11.7866666667
588.74,16.2402666667,49.3014666667,26.541,49.9518666667,15.0544666667,10.5695,11.44,31.1174,19.9215444444,30.9548,11.7662333333
589.08,16.2004666667,49.2593333333,26.5682666667,50.0222666667,14.9534666667,10.5164333333,11.3699333333,31.0520666666,19.8326777778,30.9353333333,11.6882333333
589.42,16.1520666667,49.2758666667,26.5604666667,50.0394333333,14.9038666667,10.4812666667,11.3364666667,31.0782,19.8227888889,30.9164,11.61005
589.76,16.1624,49.2523333333,26.5484,49.9949666667,14.8766,10.4808,11.3284,31.0342666667,19.8177333333,30.9154666667,11.57195
590.09,16.199,49.1370666667,26.5588,49.9973666667,14.9152666667,10.5505333333,11.3420666667,31.0214,19.8448,30.9174,11.571975
590.43,16.1174666667,49.0857333333,26.4968,49.9479333333,14.8143333333,10.4574666667,11.2761333333,30.8976,19.7323,30.8611333333,11.482575
590.77,16.0879333333,48.9861333333,26.4360666667,49.8267666667,14.7576,10.3848666667,11.237,30.8212,19.674,30.798,11.4641833333
591.11,16.1014,48.9847333333,26.4750666667,49.8840666667,14.7623333333,10.4174,11.2640666667,30.8127333333,19.6678222222,30.7992666667,11.5004166666
591.44,16.1946,49.1238666667,26.6186666667,50.0748,14.848,10.5101,11.3463333333,30.92,19.7752777778,30.9335333333,11.5892
591.78,16.2442,49.1618666667,26.7298,50.1296,14.878,10.5754333333,11.3989333333,30.9754666666,19.8554222222,31.0260666667,11.67655
592.12,16.2662666667,49.1948,26.7785333333,50.1901666667,14.8402,10.54,11.392,31.0351333333,19.8619111111,31.0636,11.66515
592.46,16.2554,49.1712,26.7960666667,50.1528333333,14.835,10.5214666667,11.3731333333,31.0294666667,19.8725777778,31.0249333333,11.606025
592.79,16.3361333333,49.2890666667,26.8398,50.2421,14.9045333333,10.5562,11.4219333334,31.1272666667,19.9798555556,31.0952666667,11.6660333334
593.13,16.4029333333,49.2948666667,26.8920666667,50.3066666667,14.9423333333,10.6,11.4686,31.1509333333,20.0029,31.1190666667,11.7614
593.47,16.4542,49.3457333333,26.9632666667,50.3624333333,14.9848666667,10.6269333333,11.5129333334,31.2022,20.0618888889,31.2022666667,11.835875
593.80,16.4694,49.4566,27.0101333333,50.4012666666,14.9860666667,10.6569666667,11.5241333333,31.2361333333,20.0875666667,31.2822666667,11.843275
594.14,16.4296,49.4822,27.0264666667,50.4055,14.9867333334,10.7024666667,11.4959333333,31.2508,20.1017333333,31.2528,11.8456166667
594.48,16.5538666667,49.6088666667,27.177,50.5686,15.1219333334,10.8525666667,11.6264,31.4063333333,20.2426555556,31.3874,11.95515
594.81,16.5042666667,49.5795333333,27.1164666667,50.4470666667,15.0736666667,10.8133333333,11.5501333333,31.392,20.2122555555,31.3413333334,11.8841916667
595.15,16.4805333333,49.5383333333,27.0837333333,50.3416333333,15.0507333333,10.7636666667,11.5476,31.3654,20.1863111111,31.3019333333,11.872125
595.49,16.3972666667,49.4664666667,27.0174,50.2794,15.0202666667,10.6635333333,11.4895333333,31.2804666667,20.1259444444,31.2320666667,11.7916083333
595.82,16.3812,49.4330666667,27.0068,50.3162,15.0355333333,10.6467333333,11.4848,31.2376,20.0926222222,31.198,11.7640166667
596.16,16.4184,49.5528666667,27.0724666667,50.4046,15.0711333333,10.6711333333,11.5181333333,31.2930666667,20.1343111111,31.2420666666,11.8317166667
596.50,16.3727333333,49.4698,27.0660666666,50.3431333333,15.0386666667,10.6016,11.4602666667,31.2228,20.0420777778,31.1621333333,11.7802166667
596.83,16.3333333333,49.4349333333,27.0376,50.2756666667,15.0300666667,10.5495,11.4221333333,31.1727333333,19.9896444444,31.1169333334,11.7374666667
597.17,16.3577333333,49.5528,27.1142666667,50.4385333333,15.0980666667,10.5654333333,11.4286,31.2584,20.0326555555,31.1802,11.7552583333
597.51,16.3284,49.4962,27.0994,50.4007,15.0621333333,10.4963333333,11.3968666667,31.1885333333,19.9762,31.126,11.7353
597.84,16.4197333333,49.6,27.1907333333,50.5294666667,15.1407333333,10.5086666667,11.4646666667,31.276,20.0464,31.2186,11.7617916667
598.18,16.3261333333,49.5208666667,27.1367333333,50.4712,15.0804,10.4273333333,11.4122,31.1976666667,19.9580555555,31.1412666667,11.687125
598.52,16.347,49.5672666667,27.1852666667,50.5173333333,15.0918666667,10.4568333333,11.4651333333,31.2084666667,19.9831777778,31.1685333333,11.742575
598.85,16.3431333333,49.5591333333,27.2134666667,50.5767333333,15.1205333333,10.5240666667,11.5053333333,31.1788666667,19.9945666667,31.1874,11.7612166667
599.19,16.4289333333,49.6696666667,27.3263333334,50.7426333333,15.1944666667,10.6409,11.5643333333,31.2602,20.0466777778,31.2920666667,11.8368666667
599.53,16.4434,49.6529333333,27.3382,50.7281,15.1713333334,10.6457666667,11.544,31.2358,20.0313333333,31.2808666667,11.8273666667
599.86,16.4281333333,49.6622666667,27.3633333333,50.7552333333,15.136,10.6198333333,11.5572666667,31.219,19.9987111111,31.2896,11.813175
600.20,16.4957333333,49.716,27.4256,50.7454666667,15.1996,10.6802666667,11.6782666667,31.2629333333,20.0786333333,31.4021333333,11.9020916667
600.53,16.5509333333,49.8565333333,27.5665333333,50.9201333334,15.2335333333,10.7717,11.7724666667,31.3256,20.1743111111,31.5572,11.9466333333
600.87,16.5862666666,49.8706666667,27.6012,50.8787666667,15.2708,10.8419333333,11.8484666667,31.3092666667,20.1967111111,31.5759333333,11.9660083333
601.21,16.6400666667,49.8898666667,27.623,50.9414,15.2853333333,10.8603,11.8832666667,31.3699333333,20.2387,31.6030666667,12.0028166667
601.54,16.6066666667,49.8028666667,27.6138,50.9181,15.2600666667,10.8638,11.9057333333,31.3426666667,20.2566444444,31.5599333333,12.0244
601.88,16.6184,49.8462,27.6441333333,50.9185333333,15.2724666667,10.8614,11.9038,31.3683333333,20.2958666667,31.5793333333,12.0419666667
602.21,16.6300666667,49.8542,27.65,50.9457,15.265,10.8765,11.905,31.3775333333,20.3054888889,31.5954,12.0337083333
602.55,16.6452,49.9231333333,27.6996,50.9531333333,15.2730666667,10.8541333333,11.8849333333,31.4113333333,20.3015222222,31.6072,12.0340416667
602.88,16.6362666667,49.8520666667,27.6739333333,50.8367,15.2404,10.7896,11.8598666666,31.3816666667,20.3063222222,31.5136,11.9987333333
603.22,16.6118,49.9652666667,27.7138,50.8867666667,15.2792666667,10.8285,11.8990666667,31.4399333333,20.3634888889,31.5783333333,12.0341
603.56,16.6441333334,49.9495333333,27.7422,50.9318,15.3096,10.8769333333,11.9254666667,31.4692666667,20.4016,31.6050666666,12.0474666667
603.89,16.6584666667,49.9978666667,27.7858666667,51.0268666667,15.2936666667,10.8926666667,11.9171333333,31.5290666667,20.4470666666,31.6204,12.057275
604.23,16.6914,50.0264,27.797,50.9889666667,15.2868,10.8820333333,11.9075333333,31.5671333334,20.4628333333,31.6114,12.0762083333
