wavelength,Back_SpoCaem,Belly_SpoCaem,Breast_SpoCaem,Crissum_SpoCaem,Crown_SpoCaem,DorTail_SpoCaem,Rump_SpoCaem,Throat_SpoCaem,WingTip_SpoCaem
571.13,13.0179333333,53.4187333334,5.85826666667,51.8672666667,10.8112666667,13.0960473039,16.4397925926,37.7748666667,10.3509333333
571.47,13.0536666667,53.4280666667,5.8806,51.8998666667,10.8332666667,13.130410049,16.4601851852,37.8032,10.3878
571.81,13.0614,53.4528,5.89086666667,51.9097333333,10.8321333333,13.1431323529,16.4984962963,37.8368666667,10.4187333333
572.15,13.0377333334,53.4278666667,5.88766666667,51.8978666667,10.8019333333,13.1178318627,16.4797925926,37.8168666667,10.3986666667
572.49,13.0008666666,53.3821333333,5.8574,51.8858666667,10.7838666667,13.0819428922,16.4542666667,37.8086,10.3675333333
572.83,12.9798,53.3601333333,5.83626666667,51.8651333333,10.7438666667,13.0675338235,16.4379703704,37.8020666667,10.3567333333
573.17,12.9836666667,53.3430666667,5.86546666667,51.8410666667,10.7567333333,13.0816215687,16.4476592592,37.7798,10.3650666667
573.51,12.9617333333,53.2995333333,5.85273333334,51.7883333333,10.734,13.0679735294,16.4367925926,37.7321333333,10.3514666667
573.85,12.9648,53.3133333333,5.86666666667,51.7858,10.7284666667,13.0727504902,16.4511259259,37.7348,10.3741333333
574.19,12.9435333333,53.2769333333,5.86553333334,51.7449333333,10.7094666667,13.0696232843,16.4473185185,37.7003333333,10.3754666667
574.53,12.9077333333,53.2756,5.84546666666,51.7484,10.6658666667,13.0535267157,16.4408962963,37.6924666667,10.3544666667
574.87,12.8692,53.2322,5.82686666667,51.7078666666,10.6348666667,13.0388664216,16.4192888889,37.6476666667,10.3336
575.21,12.8605333333,53.2563333333,5.80173333333,51.7254,10.6168,13.0424203431,16.4315555555,37.6357333333,10.3137333333
575.55,12.8598666667,53.2799333334,5.79713333333,51.7842,10.6211333333,13.0389946078,16.4194814815,37.6336,10.2993333333
575.89,12.8720666667,53.2785333333,5.8136,51.8022,10.6502666667,13.0645061275,16.4429111111,37.6516666667,10.3318666667
576.22,12.8928666667,53.3264,5.8328,51.7952666667,10.6666,13.0987612745,16.4755555556,37.6544666667,10.3683333333
576.56,12.9019333333,53.3716666667,5.8456,51.8556666667,10.6694,13.1101980392,16.4999259259,37.6734666667,10.3924
576.90,12.9051333333,53.3622666667,5.83866666667,51.8809333333,10.6699333333,13.1005338235,16.5221703704,37.68,10.4251333333
577.24,12.9598666667,53.4270666667,5.90086666667,51.9708,10.7172,13.134079902,16.5785111111,37.7342666667,10.4661333333
577.58,12.9284,53.4305333333,5.84846666667,52.0197333334,10.6955333333,13.1134879902,16.5671851852,37.7196,10.4315333333
577.92,12.8932,53.4332,5.789,52.0442666667,10.6564666667,13.0696321078,16.5466,37.7147333334,10.3931333333
578.26,12.8592666667,53.4753333333,5.74793333333,52.0862666667,10.6405333334,13.0392965686,16.5186222222,37.7025333333,10.371
578.60,12.8384,53.4685333333,5.68293333333,52.0276666667,10.6000666667,13.0064232843,16.4879703704,37.6517333333,10.3486666667
578.94,12.8452,53.4722666667,5.6944,52.0440666667,10.6144,13.0063549019,16.4801259259,37.6595333333,10.3656
579.28,12.8649333333,53.5175333334,5.71246666667,52.0692666667,10.6127333333,13.0248985294,16.5373111111,37.6760666667,10.4105333333
579.61,12.8509333333,53.4732666667,5.6942,52.0266,10.5965333333,13.0150286765,16.5196592593,37.6455333333,10.3929333333
579.95,12.8602666667,53.4494,5.71786666667,52.0472,10.6215333333,13.0217855392,16.5231555556,37.6362,10.4166
580.29,12.9028666667,53.4786666667,5.733,52.1050666666,10.6583333333,13.0629786765,16.5478740741,37.6715333333,10.4376
580.63,12.9322666666,53.5792666667,5.74766666667,52.2174666667,10.673,13.106975,16.5647703704,37.7297333333,10.4413333333
580.97,12.8709333333,53.5744666667,5.6594,52.1884666667,10.5904666667,13.0429384804,16.5345629629,37.6668,10.389
581.31,12.8944,53.5392,5.702,52.1814,10.6093333333,13.0653843137,16.5493185185,37.6448666667,10.4242
581.65,12.9278,53.5402666667,5.73066666667,52.1961333333,10.6466,13.0912507353,16.5621777778,37.6556666667,10.4566666667
581.98,12.9534,53.4738666667,5.7528,52.1534,10.6656666667,13.1158911765,16.587362963,37.6284,10.4783333333
582.32,13.0292,53.5378666667,5.8386,52.2604666667,10.7276666667,13.189189951,16.6582370371,37.7232666666,10.5453333333
582.66,13.0016666667,53.4808666667,5.81286666667,52.2081333333,10.7041333333,13.1539115196,16.6428888889,37.7056,10.5095333333
583.00,12.9607333333,53.3687333333,5.77626666667,52.1631333333,10.7084666667,13.1246759804,16.5868962963,37.6539333333,10.4663333333
583.34,12.9608666667,53.3734666667,5.76633333333,52.1558,10.7214666667,13.1344477941,16.6058740741,37.6450666667,10.4878666667
583.68,12.9740666667,53.4056666667,5.76106666667,52.1997333333,10.7306666667,13.1339480392,16.5997777778,37.6618666667,10.4412666667
584.01,12.9302,53.3811333333,5.73206666667,52.1427333333,10.6860666667,13.0995659314,16.5847185185,37.6244666667,10.4205333333
584.35,12.8933333333,53.2704,5.69693333333,51.9918666667,10.6446,13.0459963235,16.5509333333,37.5098666666,10.3984666667
584.69,12.8942,53.3066666667,5.73286666667,52.0211333334,10.6712666667,13.0972529412,16.5595925926,37.568,10.4324666667
585.03,12.8782,53.3298,5.70693333333,52.0230666667,10.6393333333,13.1012904412,16.5629925926,37.5732,10.4119333333
585.37,12.8751333333,53.342,5.69813333333,51.9856,10.6234,13.094422549,16.5551703704,37.5386666667,10.3885333333
585.70,12.9094,53.3778666667,5.70993333333,51.9998666667,10.6312666667,13.136470098,16.5838888889,37.5834,10.4205333333
586.04,12.8563333333,53.334,5.6682,51.9423333333,10.5888666667,13.0950014706,16.5328962963,37.5267333333,10.3778666667
586.38,12.8954,53.3575333333,5.69806666667,51.9747333333,10.6288,13.1668262255,16.5817333333,37.5567333333,10.435
586.72,12.9549333334,53.4252,5.76206666667,52.0388,10.6777333333,13.2693875,16.6538,37.594,10.5004
587.06,12.9615333333,53.4542,5.7692,52.0716666667,10.6446666667,13.2548781863,16.6627925926,37.6143333333,10.5082666667
587.39,13.0020666667,53.5053333333,5.805,52.1180666667,10.6649333333,13.3000651961,16.7181703704,37.6859333333,10.5891333333
587.73,13.1005333334,53.6621333333,5.8918,52.2732666667,10.7452666667,13.3999688726,16.7859851852,37.8207333333,10.6733333333
588.07,13.0668666667,53.6734,5.85766666667,52.2902,10.7157333334,13.3806330883,16.7310296296,37.8294666667,10.6
588.41,13.1178,53.6612,5.87526666667,52.302,10.751,13.399492402,16.7462148148,37.8567333333,10.6024666667
588.74,13.1673333333,53.735,5.9156,52.3486666667,10.7998,13.425385049,16.7721111111,37.8959333333,10.6298
589.08,13.1902666667,53.7620666667,5.9276,52.4148666667,10.8198666667,13.4388340686,16.8035259259,37.9468666667,10.6683333333
589.42,13.1965333333,53.7676,5.95273333333,52.4561333333,10.8288,13.426302451,16.8044074074,37.9594,10.6729333333
589.76,13.2112666667,53.8302,5.95066666667,52.536,10.8482666667,13.4516178921,16.8176518519,37.9852666667,10.6922
590.09,13.2071333333,53.8502,5.9428,52.5774666667,10.842,13.4458946078,16.8358518518,37.9737333333,10.6898
590.43,13.1219333333,53.8000666667,5.8706,52.4746,10.7511333333,13.3355428922,16.7374740741,37.8988,10.6002666667
590.77,13.1148,53.7918666667,5.85086666667,52.4254,10.7406,13.3285767157,16.7219555556,37.8705333333,10.5774
591.11,13.0199333333,53.6871333333,5.78446666667,52.3614666667,10.6490666667,13.2767647059,16.6672296296,37.7680666667,10.5017333333
591.44,12.9166666667,53.5672,5.7004,52.2416,10.5802666667,13.1798480392,16.6055481481,37.6456,10.3907333333
591.78,12.9734666667,53.5778666667,5.753,52.2658,10.6468,13.2547867647,16.6927555556,37.7068,10.4759333333
592.12,12.954,53.5197333333,5.7556,52.22,10.6189333334,13.2543257353,16.6823555556,37.6654,10.4873333333
592.46,12.9531333333,53.5192,5.76106666667,52.2112,10.6235333333,13.2682237745,16.7033555556,37.6357333333,10.4976
592.79,12.9292,53.5032666667,5.75786666667,52.1816,10.6319333333,13.2849259804,16.6709185185,37.5898,10.4820666667
593.13,12.9238666666,53.4726,5.7628,52.1338666666,10.6262666667,13.3020220588,16.6851925926,37.6048666667,10.4919333333
593.47,12.9428666667,53.4912666667,5.79606666667,52.1132,10.6556,13.3331852941,16.7264740741,37.6230666667,10.5164
593.80,12.9474666667,53.5281333333,5.815,52.1216,10.6546,13.3544379902,16.7141037037,37.6235333333,10.5297333334
594.14,13.0496666667,53.6074,5.89813333333,52.2014,10.7284,13.4860921568,16.8228518518,37.7444,10.6462
594.48,13.1308666667,53.7202666667,5.97146666667,52.3391333333,10.8167333333,13.5797428921,16.8980518518,37.8357333333,10.7299333333
594.81,13.2222666667,53.867,6.0404,52.4412666667,10.9258,13.675075,16.9733851852,37.9514666667,10.8037333333
595.15,13.2670666666,53.8858666667,6.0766,52.4574,10.9381333333,13.7243051471,17.0114296296,37.9951333333,10.8716666667
595.49,13.2563333333,53.8719333333,6.07886666667,52.4246666667,10.9002,13.7078821078,16.9957111111,37.9161333333,10.8623333333
595.82,13.2907333333,53.9109333334,6.10213333333,52.4596,10.935,13.7487585784,17.0242222222,37.9292666667,10.8827333333
596.16,13.2923333333,53.912,6.0914,52.461,10.9160666667,13.7497372549,17.003637037,37.9588,10.881
596.50,13.2861333333,53.9498666667,6.07553333333,52.5224,10.8757333333,13.7353034314,17.0320074074,38.0034,10.8862
596.83,13.3352,54.023,6.09753333333,52.5921333333,10.8966,13.7765848039,17.0620296296,38.0106666667,10.9178666667
597.17,13.3426,54.0288666667,6.09393333333,52.6563333333,10.8883333333,13.7813370098,17.0716740741,38.0288666667,10.9178666667
597.51,13.3553333333,54.0152666666,6.1122,52.6662,10.9071333333,13.8052046568,17.1005407407,38.0621333333,10.9169333333
597.84,13.3668,54.0536,6.12493333333,52.7274666667,10.9232,13.8020147059,17.1119925926,38.084,10.9302666667
598.18,13.3214666667,53.9542666667,6.0824,52.6639333333,10.8577333333,13.7697046569,17.0623851852,38.0058,10.9022
598.52,13.3093333333,53.9,6.0678,52.6546666667,10.8379333333,13.7301504902,17.0565703704,37.9743333333,10.9177333333
598.85,13.2518,53.8696666667,6.00693333333,52.595,10.7936666667,13.6820443627,16.9770592592,37.91,10.8618666667
599.19,13.2329333333,53.9138,5.98746666667,52.651,10.7877333333,13.6755237745,16.9518,37.9739333333,10.8418666667
599.53,13.1927333333,53.947,5.94926666667,52.6662666667,10.7786666667,13.6367610294,16.9354814815,37.9558,10.8234666667
599.86,13.1582666667,53.9351333333,5.90453333333,52.6658,10.7452,13.6020536765,16.9205555556,37.9094,10.7841333333
600.20,13.1636,53.8610666667,5.88966666667,52.5686666667,10.7552666667,13.5903196078,16.8722888889,37.8762,10.8037333333
600.53,13.1807333333,53.8245333333,5.9064,52.544,10.8050666667,13.6151068627,16.9262962963,37.8698,10.8687333333
600.87,13.1842,53.8059333333,5.89906666667,52.4768666667,10.786,13.6264029412,16.9083555555,37.8160666667,10.8572
601.21,13.2002,53.9003333334,5.87146666667,52.4985333333,10.8019333333,13.6281240196,16.9089851852,37.8169333333,10.8573333333
601.54,13.1494,53.9061333333,5.80693333333,52.4652666667,10.7524666667,13.5977009804,16.9018740741,37.7802666667,10.8074
601.88,13.1313333333,53.9495333333,5.7948,52.4676,10.746,13.5809669118,16.9065555555,37.7979333334,10.7923333333
602.21,13.1038,53.9269333333,5.76013333333,52.409,10.7016,13.572570098,16.8650222222,37.7515333333,10.7282
602.55,13.1383333333,53.9385333333,5.777,52.4209333333,10.7058666667,13.5887563725,16.9158074074,37.7501333334,10.7442
602.88,13.1782,53.9643333333,5.80753333333,52.4595333334,10.7437333333,13.6379276961,16.9709925926,37.7935333333,10.7956
603.22,13.2304666667,54.042,5.85393333334,52.5495333333,10.7710666667,13.7030401961,17.0305481481,37.8572666667,10.8261333333
603.56,13.3024,54.1306666667,5.9232,52.6274,10.8322666667,13.7818955882,17.121362963,37.9270666667,10.9252
603.89,13.3436,54.1642666667,5.97013333333,52.6584,10.88,13.8527590686,17.1792074074,37.9506666667,10.9634
604.23,13.3350666667,54.2108666667,5.9716,52.7142,10.8673333333,13.8566330882,17.1592888889,37.992,10.9407333333
604.56,13.3651333333,54.2174666667,6.0088,52.728,10.8843333333,13.8722252451,17.199162963,38.0144,10.9831333333
604.90,13.3593333333,54.1797333333,6.01033333333,52.7162,10.8722666667,13.8598036765,17.1845555556,37.9916666667,10.9734
605.23,13.3634666667,54.152,6.013,52.7286,10.9042,13.8470818627,17.1754518518,37.9747333333,10.9817333333
605.57,13.3916666667,54.1566666667,6.033,52.7584,10.9375333333,13.9015568627,17.190762963,37.9904666667,10.9998
605.90,13.3999333333,54.1453333333,6.0482,52.7521333333,10.9624666667,13.9165093137,17.1864148148,38.0008666667,11.0270666667
606.24,13.4344666667,54.12,6.0906,52.7531333333,11.0044666667,13.9748551471,17.2132,38.0058666666,11.0794
606.58,13.4454666667,54.108,6.08466666667,52.7436666667,10.9936666666,13.9951659314,17.2337703704,37.9576666667,11.0848
606.91,13.4714,54.1295333333,6.1044,52.7303333333,11.0008666667,14.0279529412,17.2442444445,37.9614666667,11.1099333333
607.25,13.3757333333,54.0853333333,6.0094,52.6588666667,10.9244666667,13.9539598039,17.1419481481,37.8982,11.02
607.58,13.4024666666,54.1114,6.02793333333,52.7160666667,10.924,13.9777208333,17.1892074074,37.9120666667,11.0406
607.92,13.4187333334,54.0817333333,6.01186666667,52.6488666667,10.9208,13.9651428921,17.1847037037,37.8859333333,11.0404666667
608.25,13.4335333333,54.0763333333,6.01866666667,52.6645333333,10.9628666667,13.9806541667,17.1981037037,37.8829333333,11.0815333333
608.59,13.4308,53.9954666667,6.0458,52.5673333333,10.9539333333,14.0001745098,17.2023407407,37.8658,11.1226666667
608.92,13.4319333333,53.9671333333,6.05606666667,52.5214666667,10.9029333333,14.0062017157,17.1786888889,37.848,11.0964
609.26,13.4708,53.9388,6.09413333333,52.4868,10.9106666667,14.0315549019,17.1987703704,37.8377333333,11.1334
609.59,13.4722,53.8995333333,6.07953333333,52.4584,10.8770666667,14.0341110294,17.2089407408,37.7959333333,11.1109333333
609.93,13.5116666667,53.9504,6.09873333333,52.5078666667,10.9082,14.080082598,17.2458962963,37.8016666667,11.1437333333
610.26,13.5037333333,53.9028666667,6.13413333334,52.4921333333,10.9168666667,14.0891264706,17.2386444444,37.8002666667,11.1496666667
610.60,13.4429333333,53.8216,6.07373333333,52.4499333333,10.8812,14.0392291667,17.2085333333,37.7332666667,11.1252
610.93,13.4968,53.7597333333,6.12446666667,52.4748666667,10.9502666666,14.1209514706,17.2799259259,37.7464666667,11.1764
611.27,13.5043333333,53.7472,6.16426666667,52.4596666667,10.9880666667,14.1425936274,17.2939407407,37.7123333333,11.2013333333
611.60,13.4881333333,53.7113333333,6.20393333333,52.4746666667,10.9828,14.1721926471,17.3074444444,37.6928666667,11.1848666667
611.93,13.4551333333,53.6756,6.19673333334,52.4344,10.9396,14.197057353,17.2965111111,37.6859333333,11.1655333333
612.27,13.4682666667,53.7178,6.19066666667,52.5194666667,10.9389333333,14.2166044118,17.3156148148,37.6778666667,11.1674
612.60,13.5558,53.7342666667,6.26613333333,52.5500666667,11.0524,14.3234502451,17.4249925926,37.6830666667,11.2622666667
612.94,13.5381333333,53.7786,6.26153333333,52.5972666667,11.0548666667,14.3386708334,17.4343777778,37.6818,11.2580666667
613.27,13.5533333333,53.8396,6.24633333333,52.6805333333,11.0752666667,14.3591159314,17.4575703704,37.7134666667,11.2964666667
613.61,13.5490666667,53.838,6.2648,52.6841333333,11.0892,14.3542183823,17.4528444444,37.7634666667,11.3235333333
613.94,13.6134,53.9794,6.27146666666,52.7688,11.1556666667,14.3964669118,17.5154962963,37.8365333333,11.3998
614.28,13.654,54.0210666667,6.30513333333,52.8178,11.2054,14.4522448529,17.5458074074,37.917,11.4434
614.61,13.6705333333,54.0446,6.30886666667,52.8216666667,11.1868666666,14.4167083333,17.5245407407,37.9388,11.4216
614.94,13.6302,54.0082666667,6.22606666667,52.7774666667,11.0948666667,14.3604806373,17.4563259259,37.9094,11.3537333333
615.28,13.6605333333,54.1078666667,6.21893333333,52.835,11.1238,14.3758963235,17.4988740741,37.9628666667,11.4187333333
615.61,13.6585333333,54.1609333333,6.18146666666,52.8795333333,11.128,14.3704183824,17.4964518519,37.945,11.3972666667
615.95,13.6568666667,54.1874,6.18266666667,52.8674,11.1461333333,14.3708534314,17.4998888889,37.9360666667,11.4031333333
616.28,13.561,54.1685333333,6.05193333333,52.8774666667,11.0259333333,14.2565188725,17.3984,37.9298666667,11.3150666667
616.61,13.5382,54.1508,6.02213333333,52.8945333333,11.0132666667,14.2310933824,17.4199555555,37.9332666667,11.3087333334
616.95,13.5358,54.1212,6.04746666667,52.8382,11.0193333333,14.2598433824,17.4222962963,37.9132,11.3283333333
617.28,13.5174666667,54.1121333333,6.01466666667,52.8607333333,10.9884,14.2283919118,17.4116148148,37.9168,11.2762
617.62,13.5111333333,54.1110666667,6.01733333333,52.8932666667,10.9580666667,14.2277627451,17.4214592593,37.9238666667,11.2810666667
617.95,13.5253333333,54.1486666667,6.0056,52.9025333333,10.9353333333,14.2055088235,17.3827703704,37.8795333333,11.2889333333
618.28,13.5432666667,54.1886,6.03626666667,52.9607333333,10.9578,14.2608468137,17.4228740741,37.8806666667,11.3212666667
618.62,13.6226666666,54.2187333333,6.08066666667,52.9676,11.0581333333,14.3370392157,17.4961777778,37.8832,11.3901333333
618.95,13.6100666667,54.1552666667,6.06126666667,52.8902666667,11.052,14.3323129902,17.4819407407,37.812,11.3917333333
619.28,13.6361333333,54.1234,6.08493333333,52.8767333333,11.0628666667,14.3421919118,17.4880888889,37.7996,11.3979333333
619.62,13.6832666667,54.124,6.1234,52.9238666667,11.0944,14.3912671569,17.5272518519,37.8145333333,11.443
619.95,13.7514,54.1246,6.23893333333,52.9220666667,11.1694,14.4644421568,17.5810888889,37.8120666667,11.5404
620.28,13.8288666666,54.1568,6.30953333333,52.9877333333,11.2666,14.5155029412,17.6376814815,37.8458,11.5985333333
620.62,13.8615333333,54.2195333333,6.36373333333,53.035,11.2982666667,14.5237306372,17.6539111111,37.9035333333,11.6212666667
620.95,13.9288666667,54.1596666667,6.46826666667,52.9878666667,11.37,14.603230147,17.7025037037,37.8698,11.6758
621.28,13.9322666667,54.1574666667,6.46713333333,53.0007333333,11.3789333333,14.6208813726,17.7037407407,37.8899333333,11.6461333333
621.62,13.9176,54.0777333333,6.49933333333,52.9503333333,11.3739333333,14.6318754902,17.7187185185,37.8725333333,11.6254666666
621.95,13.9208666667,54.03,6.52126666667,52.8683333333,11.3874666667,14.6335953431,17.7323185185,37.8692,11.6890666667
622.28,13.8991333334,53.988,6.53653333333,52.891,11.347,14.6129916667,17.7017629629,37.9044,11.6827333333
622.62,13.9819333333,54.0530666667,6.61033333333,52.9705333333,11.4256,14.7025245098,17.7695925926,37.9933333333,11.7495333333
622.95,13.9573333333,54.0590666666,6.60613333333,52.9404,11.3927333333,14.6708004902,17.7362740741,37.9619333333,11.7205333333
623.28,13.9500666667,54.1324,6.5936,52.968,11.3483333333,14.6589776961,17.7352444445,38.0114666667,11.6978
623.62,13.9386,54.1322,6.57993333333,52.9254,11.3367333333,14.6663276961,17.7535777778,37.9874,11.6828666667
623.95,14.0058,54.1584666667,6.6364,52.8978,11.3603333333,14.7464894608,17.8056814815,38.0480666667,11.7579333333
624.28,14.0481333334,54.1482,6.636,52.8847333333,11.3714666667,14.7476053921,17.8374296296,38.0469333333,11.7829333333
624.62,14.0081333333,54.2014666667,6.5496,52.9068,11.3132666667,14.7201279412,17.7949333333,38.0274666667,11.7372666667
624.95,14.028,54.2040666667,6.53026666667,52.8929333333,11.2973333333,14.7322308824,17.7766888889,37.9868666667,11.7722
625.28,14.0584,54.2412,6.5366,52.9270666667,11.3040666667,14.756057353,17.8301111111,38.0362666667,11.7935333333
625.61,14.0492,54.2078,6.5212,52.8822,11.2804,14.7258154412,17.7919925926,37.973,11.738
625.95,14.0372,54.2607333334,6.49346666667,52.8655333334,11.2688666667,14.7224968137,17.7919925926,37.9710666667,11.7197333333
626.28,13.9792,54.2533333333,6.41853333333,52.8910666667,11.2066666667,14.6449235294,17.7309555555,37.9574666667,11.6646666667
626.61,14.0530666667,54.2846666667,6.4612,52.9194,11.2886,14.7241928922,17.8275481481,38.0704666667,11.7837333333
626.94,14.0701333333,54.2962666667,6.45,52.9578,11.2992,14.7508034314,17.8752666667,38.1142,11.8237333333
627.28,14.0598,54.3302666667,6.41873333333,52.9874,11.2915333333,14.7495102941,17.8625111111,38.1716666667,11.825
627.61,14.0048,54.335,6.3706,52.994,11.2417333333,14.690170098,17.8403703704,38.1150666667,11.775
627.94,13.9662,54.3493333333,6.33513333333,53.0134666667,11.2048666667,14.6812031863,17.8271333333,38.1195333333,11.7522666667
628.27,13.9176,54.3432,6.28473333333,53.0426,11.1424666667,14.5990107843,17.8101925926,38.0953333333,11.6876
628.61,13.8679333333,54.2664666667,6.2554,52.9630666667,11.1227333333,14.5430470588,17.7817925926,38.0218666667,11.6311333333
628.94,13.8505333334,54.2307333333,6.21186666667,52.9479333333,11.1407333333,14.524102451,17.7502592593,38.0164,11.6404666667
629.27,13.8050666667,54.2786666667,6.173,53.0252,11.1018,14.5099022059,17.7398592593,38.0258,11.6407333333
629.60,13.8162,54.2643333333,6.1858,53.0320666667,11.1325333333,14.541922549,17.7402666667,38.0188,11.6577333333
629.94,13.8731333333,54.3658666667,6.25593333333,53.0961333334,11.2006,14.6534970588,17.8112666667,38.0610666667,11.6909333333
630.27,13.8922666667,54.4202,6.2764,53.169,11.2159333333,14.6824693627,17.8440518518,38.0414,11.7042
630.60,13.8504,54.3067333333,6.2526,53.0416666667,11.2060666667,14.6277154412,17.7791037037,37.9128666667,11.6474666667
630.93,13.9396,54.3675333333,6.32573333333,53.1138,11.276,14.6810438725,17.839237037,37.9503333333,11.7056
631.26,13.9798666667,54.4088,6.3802,53.1362,11.3309333333,14.7368634804,17.8889925926,38.0209333333,11.7801333333
631.60,14.0874,54.4680666667,6.52153333334,53.1858,11.4694,14.8626830882,18.0242,38.0835333333,11.9286
631.93,14.1792666667,54.5551333333,6.6384,53.2205333333,11.5874,15.0116485294,18.1305925926,38.2126666667,12.1046
632.26,14.2274666667,54.5886,6.67326666667,53.2908,11.6283333333,15.0799071078,18.1842592592,38.2829333333,12.1631333333
632.59,14.2427333333,54.629,6.719,53.3022666667,11.6302,15.1126345588,18.2255481481,38.2495333333,12.1760666667
632.92,14.3429333333,54.6770666667,6.78506666667,53.3458666667,11.703,15.2110497549,18.2970814815,38.3432666667,12.2684
633.26,14.3764,54.7328,6.82853333333,53.4039333333,11.7264,15.2476531863,18.3364814815,38.4132666667,12.3138
633.59,14.3696666667,54.573,6.8214,53.2705333333,11.6753333333,15.1837441176,18.3052740741,38.3432666667,12.3098
633.92,14.2754666667,54.5184,6.7526,53.2528666667,11.5803333333,15.0843553922,18.2014962963,38.2964666667,12.1821333333
634.25,14.316,54.6126,6.79393333333,53.3751333333,11.5955333333,15.1238882353,18.2411259259,38.3959333333,12.235
634.58,14.2121333333,54.5364,6.7096,53.3262666667,11.5327333333,15.0872531863,18.1716740741,38.3123333333,12.1441333333
634.91,14.1881333333,54.4989333333,6.67713333333,53.3315333333,11.5184666667,15.0838215686,18.1361333333,38.2663333334,12.092
635.25,14.0781333333,54.5304666667,6.5398,53.3653333333,11.389,14.9876806373,18.0033851852,38.2250666667,11.9344666667
635.58,14.0368,54.521,6.44526666667,53.3623333333,11.3199333333,14.9153519608,17.9243333333,38.1825333333,11.8496
635.91,14.0376,54.5556666667,6.46226666667,53.3627333333,11.3055333333,14.9080877451,17.9300814815,38.1794,11.8588
636.24,13.9934,54.4344666667,6.40433333333,53.2790666667,11.239,14.8385566176,17.8653333333,38.1432666667,11.7867333333
636.57,13.9665333333,54.4484666667,6.36853333334,53.264,11.2242666667,14.8036705882,17.8539925926,38.0967333333,11.7189333333
636.90,13.9278666667,54.3715333333,6.3562,53.2477333333,11.2118,14.7729806373,17.8178592593,38.0201333333,11.6847333333
637.23,13.8762,54.4145333333,6.33026666667,53.2994666667,11.2106,14.7615063725,17.8248740741,38.0029333333,11.6934
637.56,13.9499333333,54.4482,6.38653333334,53.3186,11.2636666667,14.8443718137,17.8697407407,38.0227333333,11.7762
637.90,13.9799333333,54.5162,6.38246666667,53.4008666667,11.321,14.9180894608,17.888962963,38.0821333333,11.84
638.23,14.0325333333,54.6085333333,6.41693333333,53.4817333333,11.3594666666,14.958572549,17.9468814815,38.1168,11.8972
638.56,13.9996666667,54.6439333333,6.38686666667,53.4640666667,11.3162,14.9499647059,17.917362963,38.1347333333,11.8592
638.89,13.9492,54.5160666667,6.29093333333,53.3634666667,11.2489333333,14.9144794117,17.8517481481,38.0218,11.8263333333
639.22,13.8885333333,54.4256,6.23246666667,53.2848,11.1866666667,14.8409916667,17.8114888889,37.9166,11.7542
639.55,13.9083333334,54.417,6.27066666667,53.2796,11.2449333333,14.8799781863,17.8346518519,37.9435333333,11.8194
639.88,14.0855333333,54.7104,6.446,53.5592,11.435,15.1201264706,18.0205037037,38.1249333333,12.0181333333
640.21,14.1124,54.6767333333,6.48693333333,53.5826666667,11.4942,15.1772566176,18.0398296296,38.1724666666,12.0846666667
640.54,14.1879333333,54.7278666667,6.5634,53.6351333333,11.5799333333,15.2735571078,18.1514518518,38.2222666667,12.207
640.87,14.222,54.7864,6.5874,53.7174,11.5818,15.3447534314,18.18,38.2894666667,12.21
641.20,14.3137333333,54.9446666667,6.66053333333,53.8886,11.6990666667,15.4496735294,18.3131629629,38.4722666667,12.3032666667
641.53,14.3602,54.9219333333,6.72506666667,53.7826666667,11.7453333333,15.4766193627,18.3415629629,38.3992,12.3168
641.87,14.4194,54.9070666667,6.7922,53.8234666667,11.7894666667,15.5257757353,18.368237037,38.4702,12.4021333333
642.20,14.4322666666,54.8936666667,6.7716,53.8064,11.7866666667,15.503404902,18.3907703704,38.4262666667,12.4132
642.53,14.5269333334,54.9692666667,6.91053333333,53.8525333333,11.9046,15.5571742647,18.5125481481,38.4850666667,12.5218666667
642.86,14.6186666667,55.1460666667,7.02773333333,54.0422666666,12.04,15.7211196079,18.6726296296,38.6501333333,12.6820666667
643.19,14.6073333333,55.1656,6.97293333333,54.0642,12.0063333333,15.7214375,18.6485925926,38.6282666667,12.5986
643.52,14.5315333333,55.0125333333,6.90506666667,53.8954666667,11.9093333333,15.6476791667,18.5642518518,38.5243333333,12.5076
643.85,14.5443333333,55.0674666667,6.90126666667,53.9206,11.8904,15.6622019608,18.5795185185,38.5614,12.5158
644.18,14.5152,55.05,6.83326666667,53.8570666667,11.8424666666,15.6021931373,18.5172222222,38.5238,12.4277333333
644.51,14.5021333333,55.1196666667,6.79733333333,53.8674666667,11.8384666667,15.5757343137,18.5067629629,38.5115333333,12.4264
644.84,14.4531333333,55.0648666667,6.7462,53.8236666667,11.7894,15.5306272059,18.4314962963,38.3944,12.3214
645.17,14.3452666666,54.8762666667,6.688,53.7094666667,11.6727333333,15.4319044118,18.3603185185,38.2545333334,12.2313333333
645.50,14.3799333333,55.002,6.668,53.7426666667,11.6314,15.4459387255,18.3867703704,38.2342,12.2312666667
645.83,14.3892,54.9622,6.61966666666,53.7064666667,11.6212666667,15.4305343137,18.3518740741,38.2123333333,12.2072666667
646.16,14.4449333333,54.844,6.66413333333,53.6732,11.6668666667,15.5342593137,18.3880148148,38.2317333333,12.2792
646.49,14.4721333333,54.7408,6.6814,53.6124,11.6204,15.5320455882,18.2946444445,38.1655333333,12.2196
