wavelength,Back_IdiBram,Belly_IdiBram,Breast_IdiBram,Crissum_IdiBram,Crown_IdiBram,DorTail_IdiBram,Rump_IdiBram,Throat_IdiBram,WingTip_IdiBram
326.57,4.71177777778,10.6643333333,8.64633333334,8.9111111111,3.98344444444,6.95133333333,6.07077777778,9.99422222222,4.04733333333
326.94,4.91366666667,10.9367777778,8.92966666666,9.01022222222,4.17911111111,7.07444444445,6.19933333333,10.1741111111,4.19211111111
327.31,5.04288888889,11.1826666667,9.02811111111,9.21444444443,4.33166666667,7.18977777778,6.24133333333,10.3622222222,4.29022222222
327.67,5.10633333334,11.3515555555,9.04,9.36711111111,4.36433333333,7.26022222222,6.343,10.412,4.36788888889
328.04,5.07055555556,11.4461111111,9.14299999999,9.45555555555,4.33188888889,7.27155555556,6.37211111111,10.4444444444,4.33944444445
328.41,5.04344444445,11.5194444444,9.13611111111,9.45799999999,4.27244444444,7.24711111111,6.342,10.5837777778,4.23822222222
328.78,5.18211111111,11.6393333333,9.2378888889,9.61344444445,4.34211111111,7.33566666667,6.465,10.782,4.40211111111
329.14,5.533,11.9917777778,9.56355555556,10.0467777778,4.70144444444,7.65566666667,6.78322222222,11.0916666666,4.813
329.51,5.62966666667,12.2082222222,9.77888888888,10.1582222222,4.76788888889,7.74288888889,6.85333333333,11.2771111111,4.88044444444
329.88,5.71322222222,12.3176666667,9.82466666667,10.228,4.78433333334,7.74688888889,6.87011111111,11.3246666666,4.88044444445
330.24,5.86411111111,12.5624444445,9.97011111112,10.4621111111,4.90855555555,7.84122222222,7.02111111111,11.5424444444,5.13422222222
330.61,6.03055555555,12.828,10.1648888889,10.7621111111,5.159,8.08877777778,7.18477777778,11.7123333333,5.26611111111
330.98,6.04955555556,12.8163333333,10.1812222222,10.8761111111,5.21011111111,8.12044444445,7.20244444444,11.6917777778,5.29044444444
331.34,6.36011111111,13.1057777778,10.5444444444,11.2183333333,5.44733333333,8.38855555555,7.52555555556,12.036,5.63211111111
331.71,6.51288888889,13.2187777778,10.6575555556,11.3043333333,5.46988888889,8.44922222222,7.65244444445,12.1561111111,5.66122222222
332.08,6.525,13.2135555556,10.6933333333,11.2083333333,5.50322222222,8.41777777778,7.65622222222,12.1585555555,5.676
332.44,6.58866666667,13.2062222222,10.7692222222,11.2743333333,5.49988888889,8.463,7.689,12.1653333333,5.73988888889
332.81,6.52055555555,13.2327777778,10.8396666667,11.3542222222,5.51666666667,8.37266666666,7.68955555555,12.1453333333,5.64566666667
333.18,6.36066666666,13.1814444444,10.7707777778,11.2831111111,5.44422222222,8.17677777778,7.57055555556,12.1211111111,5.53211111111
333.54,6.29011111111,13.1491111111,10.758,11.3612222222,5.42222222222,8.16633333333,7.62211111111,12.1117777778,5.51966666667
333.91,6.30822222222,13.2,10.8665555555,11.4878888889,5.46211111111,8.21622222222,7.67966666667,12.171,5.61077777778
334.28,6.40244444444,13.3746666667,11.1236666667,11.5848888889,5.67922222222,8.27588888889,7.86288888889,12.3167777778,5.70233333333
334.64,6.28066666667,13.2725555556,11.0918888889,11.4814444445,5.49222222222,8.10155555556,7.79411111111,12.3155555555,5.62555555556
335.01,6.21455555556,13.3905555555,11.2532222222,11.5182222222,5.49766666667,8.11477777778,7.886,12.4343333333,5.71411111111
335.38,6.11322222222,13.244,11.1008888889,11.3795555556,5.35211111111,7.93822222222,7.85622222222,12.3237777778,5.61033333333
335.74,6.25933333333,13.426,11.2566666667,11.524,5.51666666667,8.01444444444,7.93977777778,12.6017777778,5.74677777778
336.11,6.45277777778,13.682,11.4537777778,11.7751111111,5.70522222222,8.23255555556,8.21422222222,12.8906666667,6.00455555556
336.47,6.45677777778,13.758,11.5301111111,11.7987777778,5.84011111111,8.26433333333,8.332,13.0258888889,6.033
336.84,6.53655555555,13.907,11.6457777778,11.8322222222,5.91366666667,8.34477777778,8.42144444445,13.153,6.11633333333
337.21,6.53011111111,13.9506666667,11.6553333333,11.7998888889,5.86088888889,8.25688888889,8.42911111111,13.1238888889,6.03633333333
337.57,6.45444444444,13.9453333333,11.621,11.7227777778,5.87511111111,8.08155555555,8.33,13.035,5.90888888889
337.94,6.41877777778,13.9167777778,11.6226666667,11.634,5.79111111111,8.01611111111,8.31355555555,12.9932222222,5.83311111111
338.31,6.24177777778,13.6998888889,11.4126666667,11.4226666667,5.51622222222,7.84977777778,8.08911111111,12.822,5.611
338.67,6.27133333333,13.7243333333,11.4514444444,11.4227777778,5.54611111111,7.88288888889,8.05366666667,12.841,5.63066666667
339.04,6.215,13.6118888889,11.3326666667,11.3945555556,5.46644444444,7.77122222222,7.92866666666,12.7468888889,5.45533333333
339.40,6.09444444445,13.6606666667,11.404,11.3864444445,5.43777777778,7.79255555555,7.84455555556,12.806,5.41855555556
339.77,5.89233333333,13.5745555556,11.3553333333,11.3618888889,5.34822222222,7.72988888889,7.72022222222,12.7167777778,5.312
340.14,5.75455555555,13.4445555556,11.1973333333,11.285,5.23111111111,7.61788888889,7.52855555556,12.5983333333,5.12288888889
340.50,5.84988888889,13.6314444444,11.2741111111,11.4066666667,5.27266666666,7.65588888889,7.54388888889,12.6263333333,5.20266666667
340.87,5.96066666667,13.6838888889,11.3697777778,11.6026666667,5.36744444444,7.72622222222,7.62466666667,12.7395555555,5.34133333333
341.23,6.14311111111,13.8246666667,11.5353333334,11.7843333333,5.47144444445,7.85411111111,7.71533333333,12.8878888889,5.47322222222
341.60,6.36622222222,13.9513333333,11.7363333333,11.9257777778,5.529,8.01822222222,7.83322222222,13.0762222222,5.63811111111
341.96,6.51566666667,14.196,11.8968888889,12.1754444444,5.74355555555,8.18766666667,7.98111111111,13.2755555555,5.84377777778
342.33,6.692,14.4586666667,12.1783333334,12.4788888889,5.95944444444,8.40633333333,8.21322222222,13.5301111111,6.09944444444
342.70,6.79111111111,14.6192222222,12.3008888889,12.6407777778,6.05311111111,8.48322222222,8.31922222222,13.6226666667,6.17066666667
343.06,6.93744444445,14.8195555555,12.498,12.7885555555,6.20888888889,8.57611111111,8.45755555556,13.8377777778,6.345
343.43,6.92566666667,14.7996666667,12.4133333333,12.8265555556,6.14288888889,8.50388888889,8.40055555555,13.748,6.266
343.79,6.97866666667,14.8531111111,12.4268888889,12.8742222222,6.20922222222,8.48522222222,8.44344444444,13.7773333333,6.28588888889
344.16,6.989,14.9075555556,12.4921111111,12.9528888889,6.20955555555,8.44022222222,8.46377777778,13.8482222222,6.27566666666
344.52,6.84755555555,14.747,12.4253333333,12.8416666666,6.11033333333,8.30644444444,8.365,13.7561111111,6.12933333333
344.89,6.649,14.666,12.2541111111,12.701,5.95977777778,8.15633333333,8.18877777778,13.6163333333,5.90422222222
345.25,6.52644444444,14.6185555556,12.1991111111,12.6954444444,5.89188888889,8.10277777778,8.14433333333,13.548,5.80588888889
345.62,6.42477777778,14.5974444445,12.0727777778,12.638,5.84077777778,8.06944444444,8.05622222222,13.4857777778,5.73777777778
345.99,6.35611111111,14.5252222222,11.9957777778,12.4492222222,5.77688888889,7.94233333333,7.95044444444,13.4273333333,5.59811111111
346.35,6.25377777778,14.4578888889,11.8267777778,12.2945555556,5.65866666667,7.75088888889,7.83544444444,13.2917777778,5.37066666667
346.72,6.10855555556,14.329,11.6858888889,12.1501111111,5.52466666666,7.63611111111,7.68333333333,13.2362222222,5.25011111111
347.08,5.98133333333,14.2424444445,11.5288888889,12.0656666667,5.40422222222,7.60788888889,7.59444444445,13.1474444444,5.14466666667
347.45,6.11633333333,14.3232222222,11.645,12.076,5.54877777778,7.67855555556,7.64622222222,13.249,5.25555555556
347.81,6.07011111111,14.2524444444,11.6224444445,11.977,5.47644444444,7.67633333333,7.63155555556,13.1984444445,5.18955555556
348.18,6.063,14.2445555555,11.5948888889,11.9584444445,5.44955555556,7.64522222222,7.60211111111,13.1583333333,5.152
348.54,6.18922222222,14.4095555556,11.7076666667,12.0692222222,5.51711111111,7.80988888889,7.725,13.2838888889,5.30666666667
348.91,6.19833333333,14.3881111111,11.7392222222,12.034,5.48433333334,7.78588888889,7.69711111111,13.297,5.23422222222
349.27,6.04233333333,14.2126666667,11.6135555556,11.8116666667,5.34177777778,7.68777777778,7.56588888889,13.145,5.10888888889
349.64,5.94611111111,14.1946666667,11.6502222222,11.8254444444,5.27988888889,7.56744444444,7.52744444445,13.127,5.03922222222
350.00,5.89366666667,14.1357777778,11.5511111111,11.8216666667,5.13233333333,7.49977777778,7.42122222222,13.0466666667,4.98433333333
350.37,5.89522222222,14.1162222222,11.5168888889,11.8035555556,5.06533333334,7.47555555555,7.39244444445,13.0351111111,5.02422222222
350.73,5.91411111111,14.1607777778,11.6075555556,11.8914444445,4.99744444444,7.47055555556,7.40744444445,13.0378888889,5.04733333334
351.10,5.96722222222,14.1633333333,11.7205555555,11.9201111111,4.99011111111,7.41966666667,7.38822222222,13.0345555555,5.01988888889
351.46,5.87911111111,14.1535555555,11.654,11.921,4.87533333333,7.33455555556,7.33833333333,12.9766666667,4.887
351.83,5.94166666667,14.267,11.6861111111,11.9705555556,4.84233333333,7.27633333333,7.35822222222,13.0154444445,4.87344444444
352.19,5.94777777778,14.3311111111,11.7208888889,11.9811111111,4.84866666667,7.29711111111,7.47177777778,13.079,4.89522222222
352.55,5.87133333333,14.2572222222,11.6755555556,11.9781111111,4.75433333333,7.16722222222,7.38122222222,13.0064444444,4.77866666666
352.92,5.84155555555,14.311,11.7664444444,12.0248888889,4.81388888889,7.14722222222,7.41588888889,13.0027777778,4.81366666667
353.28,6.04777777778,14.5206666667,11.9286666667,12.2598888889,4.98255555556,7.21888888889,7.52511111111,13.2525555556,4.943
353.65,6.21788888889,14.6656666666,12.0888888889,12.4258888889,5.10622222222,7.316,7.63788888889,13.3534444444,5.05122222222
354.01,6.31866666667,14.7813333333,12.2838888889,12.5617777778,5.26433333333,7.35933333333,7.80988888889,13.5234444445,5.09622222222
354.38,6.43511111111,14.8847777778,12.4843333333,12.7443333333,5.46255555556,7.52688888889,7.96755555556,13.6985555555,5.25733333333
354.74,6.53677777778,14.9345555556,12.5102222222,12.7905555556,5.62122222222,7.66477777778,8.06833333333,13.8245555556,5.31555555555
355.11,6.59822222222,15.0038888889,12.5565555555,12.8425555556,5.70144444444,7.71222222222,8.15244444444,13.8642222222,5.399
355.47,6.70533333333,15.103,12.6963333333,12.9847777778,5.86188888889,7.81888888889,8.29444444445,14.0293333333,5.54188888889
355.83,6.77666666667,15.145,12.7795555556,13.1101111111,5.984,7.91366666667,8.35588888889,14.1042222222,5.622
356.20,6.83711111111,15.2495555556,12.8701111111,13.1913333334,6.05477777778,7.99844444444,8.37,14.1406666667,5.66266666667
356.56,6.906,15.3622222222,12.9925555556,13.2843333333,6.15544444445,8.09688888889,8.472,14.2808888889,5.73577777778
356.93,6.93966666666,15.3553333333,12.9457777778,13.3396666667,6.16511111111,8.166,8.53077777778,14.2985555555,5.78777777778
357.29,6.86788888889,15.2991111111,12.8722222222,13.2633333334,6.10422222222,8.10944444444,8.477,14.271,5.72311111111
357.66,6.73377777778,15.1976666667,12.7414444444,13.1451111111,5.97477777778,8.03755555556,8.37344444444,14.2763333333,5.65722222222
358.02,6.63211111111,15.0965555555,12.6217777778,13.0462222222,5.83822222222,8.01088888889,8.24633333333,14.2145555556,5.57322222222
358.38,6.541,15.0175555556,12.5656666667,12.9985555556,5.723,7.89922222222,8.14788888889,14.1425555556,5.45322222222
358.75,6.53188888889,15.0045555556,12.5518888889,12.9584444444,5.71,7.83077777778,8.11933333333,14.1254444444,5.46322222222
359.11,6.51122222222,15.0516666667,12.5602222222,13.0072222222,5.67533333333,7.82977777778,8.08766666667,14.2022222222,5.43588888889
359.48,6.41166666666,15.0211111111,12.5126666667,12.9075555556,5.51733333333,7.75588888889,7.96744444445,14.1183333333,5.34544444445
359.84,6.30033333333,14.8993333333,12.4358888889,12.7964444444,5.39122222222,7.61588888889,7.885,14.0735555556,5.24111111111
360.20,6.25833333333,14.8228888889,12.423,12.7734444444,5.33755555556,7.55133333333,7.82977777778,14.0436666667,5.18466666667
360.57,6.24055555556,14.8223333333,12.3658888889,12.7671111111,5.30677777778,7.53666666667,7.83188888889,14.0608888889,5.15344444445
360.93,6.21788888889,14.8443333333,12.3951111111,12.7164444445,5.25155555556,7.48677777778,7.793,14.0437777778,5.11977777778
361.29,6.25866666667,14.9178888889,12.4511111111,12.7792222222,5.318,7.559,7.84655555556,14.0927777778,5.17988888889
361.66,6.268,14.942,12.5144444445,12.8347777778,5.34133333333,7.56977777778,7.83477777778,14.0981111111,5.15511111111
362.02,6.27422222222,14.9527777778,12.5563333333,12.8703333333,5.37855555555,7.57477777778,7.84311111111,14.11,5.19288888889
362.39,6.33633333334,15.0444444444,12.5511111111,12.9258888889,5.42222222222,7.615,7.86911111111,14.1717777778,5.231
362.75,6.313,15.092,12.5798888889,12.9778888889,5.39466666667,7.58066666667,7.83877777778,14.1973333333,5.191
363.11,6.33422222222,15.1112222222,12.6051111111,13.0094444444,5.40855555556,7.60011111111,7.85855555556,14.2272222222,5.19588888889
363.48,6.34477777778,15.0945555556,12.5658888889,13.0411111111,5.466,7.57844444444,7.86222222222,14.2786666667,5.205
363.84,6.36788888889,15.1602222222,12.6443333333,13.1131111111,5.48055555556,7.617,7.88688888889,14.3533333333,5.24955555556
364.20,6.43611111111,15.2494444445,12.7,13.2118888889,5.53266666667,7.67433333333,7.92777777778,14.4425555555,5.31311111111
364.57,6.378,15.2311111111,12.7688888889,13.2333333333,5.50033333333,7.62677777778,7.84466666667,14.4474444445,5.30422222222
364.93,6.45022222222,15.3085555556,12.8327777778,13.3836666667,5.56255555555,7.67322222222,7.90977777778,14.563,5.32788888889
365.29,6.50244444444,15.2874444444,12.8673333333,13.4276666667,5.56744444444,7.70088888889,7.92855555555,14.5701111111,5.35155555555
365.66,6.60777777778,15.364,12.9345555556,13.4981111111,5.65277777778,7.78311111111,8.02933333333,14.6771111111,5.42266666667
366.02,6.688,15.5037777778,13.0318888889,13.6126666667,5.74444444444,7.81866666667,8.12744444445,14.791,5.47966666667
366.38,6.633,15.4803333333,13.0634444444,13.5822222222,5.68655555555,7.75488888889,8.10344444444,14.7471111111,5.42911111111
366.75,6.61977777778,15.4324444445,13.021,13.5641111111,5.65588888889,7.72544444445,8.11633333334,14.7176666667,5.38188888889
367.11,6.51222222222,15.3625555556,12.9392222222,13.481,5.60233333333,7.62677777778,8.05222222222,14.6072222222,5.32322222222
367.47,6.52144444444,15.3685555555,13.026,13.4711111111,5.59022222222,7.63277777778,8.08422222222,14.5921111111,5.26355555556
367.84,6.49588888889,15.4091111111,12.9937777778,13.4612222222,5.60633333333,7.63977777778,8.04888888889,14.5273333333,5.20211111111
368.20,6.39055555556,15.3491111111,12.9358888889,13.3592222222,5.53077777778,7.55833333333,7.97733333333,14.427,5.11722222222
368.56,6.45244444444,15.361,12.8871111111,13.3778888889,5.59144444444,7.58166666666,8.03011111111,14.4071111111,5.12166666667
368.93,6.46888888889,15.3897777778,12.9296666667,13.3875555556,5.63911111111,7.59888888889,8.01666666667,14.4395555556,5.16355555555
369.29,6.42011111111,15.424,12.939,13.3958888889,5.62611111111,7.53888888889,7.98211111111,14.4295555556,5.10233333333
369.65,6.41255555556,15.3963333333,12.9068888889,13.3671111111,5.59577777778,7.47088888889,7.98022222222,14.3816666666,5.08011111111
370.01,6.32755555556,15.2945555556,12.845,13.249,5.46722222222,7.41866666667,7.901,14.275,4.96922222222
370.38,6.37044444445,15.3521111111,12.8911111111,13.3057777778,5.51066666667,7.44322222222,7.93744444444,14.3473333333,5.02633333334
370.74,6.39044444445,15.4283333333,13.0368888889,13.3577777778,5.57255555556,7.492,7.98255555556,14.406,5.09455555555
371.10,6.41677777778,15.4433333333,13.096,13.3638888889,5.58277777778,7.48711111111,8.04,14.4666666667,5.10022222222
371.46,6.356,15.4301111111,13.0523333333,13.3754444445,5.537,7.42933333333,8.0,14.4548888889,5.06355555556
371.83,6.32855555556,15.4095555556,13.0942222222,13.3523333333,5.49222222222,7.41566666667,7.96711111111,14.474,5.03433333333
372.19,6.36811111111,15.4391111111,13.1262222222,13.3956666667,5.50733333333,7.41888888889,7.97966666667,14.5357777778,5.02944444444
372.55,6.40055555555,15.474,13.2023333333,13.3821111111,5.51644444444,7.41477777778,7.98944444444,14.6043333333,5.01922222222
372.92,6.43411111111,15.505,13.2481111111,13.3947777778,5.51966666667,7.424,8.02366666667,14.6172222222,5.05366666667
373.28,6.46544444445,15.5265555556,13.2475555555,13.4455555556,5.52688888889,7.44311111111,8.04544444444,14.6452222222,5.09255555556
373.64,6.39933333333,15.4786666667,13.2491111111,13.4323333333,5.46511111111,7.42477777778,7.98955555556,14.6603333334,5.01455555555
374.00,6.47333333333,15.5668888889,13.36,13.5375555556,5.55933333333,7.45977777778,8.04066666667,14.7657777778,5.09822222222
374.37,6.47077777778,15.553,13.3768888889,13.5201111111,5.57333333333,7.48122222222,8.02644444444,14.7376666667,5.059
374.73,6.48577777778,15.5723333333,13.3308888889,13.5907777778,5.60922222222,7.48166666667,8.02088888889,14.7271111111,5.04077777778
375.09,6.55177777778,15.6396666667,13.3886666667,13.6916666667,5.69666666667,7.55355555555,7.99411111111,14.7624444444,5.07111111111
375.45,6.659,15.718,13.4873333333,13.798,5.75377777778,7.62277777778,8.04644444445,14.843,5.14933333333
375.81,6.74822222222,15.8181111111,13.5302222222,13.8924444444,5.85577777778,7.67688888889,8.12755555556,14.9085555556,5.262
376.18,6.80155555556,15.8534444444,13.6111111111,13.9648888889,5.91011111111,7.687,8.16344444444,14.9322222222,5.33011111111
376.54,6.73766666667,15.8754444444,13.5576666667,13.9915555555,5.85377777778,7.65855555556,8.14133333333,14.8884444445,5.27111111111
376.90,6.65322222222,15.7936666667,13.4886666667,13.9167777778,5.80022222222,7.60366666667,8.07922222222,14.8515555555,5.18366666667
377.26,6.55155555555,15.7666666667,13.4642222222,13.847,5.70777777778,7.53588888889,8.02433333333,14.833,5.10988888889
377.63,6.61733333333,15.8835555556,13.5407777778,13.9244444445,5.79611111111,7.577,8.08222222222,14.8681111111,5.16866666667
377.99,6.67588888889,15.9731111111,13.5807777778,14.0347777778,5.87344444444,7.64733333333,8.14255555556,14.966,5.24944444444
378.35,6.74277777778,16.0442222222,13.6625555555,14.1364444444,5.94144444444,7.694,8.21622222222,15.0871111111,5.33266666667
378.71,6.77066666667,16.0617777778,13.7067777778,14.1078888889,5.93522222222,7.70355555555,8.20833333333,15.157,5.37233333333
379.07,6.76944444445,16.0197777778,13.6811111111,14.1383333333,5.87955555556,7.66455555556,8.191,15.1833333333,5.34088888889
379.44,6.804,16.0865555556,13.7406666667,14.1758888889,5.94311111111,7.70211111111,8.23133333333,15.2571111111,5.37611111111
379.80,6.80711111111,16.0732222222,13.7315555555,14.2375555555,5.96866666667,7.704,8.25488888889,15.2665555556,5.36577777778
380.16,6.76011111111,16.0502222222,13.7043333333,14.2156666667,5.97511111111,7.69644444444,8.24433333333,15.2887777778,5.31088888889
380.52,6.834,16.0781111111,13.7842222222,14.2632222222,6.00933333333,7.72466666667,8.29111111111,15.3777777778,5.37833333333
380.88,6.95233333333,16.1991111111,13.9318888889,14.3983333333,6.10566666667,7.78633333334,8.38633333333,15.5021111111,5.46488888889
381.24,7.03244444444,16.2405555555,14.0043333333,14.4681111111,6.187,7.82211111111,8.42955555556,15.5538888889,5.50044444444
381.61,7.06411111111,16.2401111111,14.0167777778,14.4845555556,6.20433333334,7.84233333333,8.45266666667,15.5668888889,5.52533333333
381.97,7.00277777778,16.1627777778,14.0032222222,14.4221111111,6.146,7.78766666667,8.39288888889,15.4972222222,5.42522222222
382.33,6.91377777778,16.101,13.917,14.3408888889,6.04711111111,7.71422222222,8.30522222222,15.4064444444,5.32033333333
382.69,6.94733333333,16.1591111111,13.9342222222,14.4154444444,6.06522222222,7.73066666666,8.368,15.4211111111,5.33366666667
383.05,7.01622222222,16.294,14.0394444444,14.4796666667,6.141,7.761,8.46722222222,15.4946666667,5.41311111111
383.41,6.938,16.2314444444,13.9996666667,14.458,6.07588888889,7.685,8.42422222222,15.4387777778,5.35533333333
383.77,6.99488888889,16.303,14.0872222222,14.4864444445,6.08644444445,7.703,8.46422222222,15.4803333334,5.39044444444
384.14,6.99977777778,16.3205555556,14.1067777778,14.5441111111,6.05988888889,7.69666666666,8.48266666667,15.4882222222,5.41922222222
384.50,6.91544444444,16.2691111111,14.0677777778,14.5276666667,6.039,7.60277777778,8.41044444445,15.4208888889,5.35
384.86,6.84766666667,16.257,14.002,14.5067777778,5.99911111111,7.56522222222,8.345,15.3808888889,5.29622222222
385.22,6.91688888889,16.3347777778,14.1058888889,14.5806666667,6.09011111111,7.61811111111,8.44533333333,15.4765555556,5.38266666667
385.58,6.87622222222,16.3104444444,14.0827777778,14.584,6.06666666667,7.57622222222,8.40744444444,15.4893333333,5.35022222222
385.94,6.89911111111,16.3457777778,14.0898888889,14.614,6.08988888889,7.56866666667,8.42922222222,15.5225555556,5.37333333333
386.30,6.95844444444,16.3863333333,14.1564444444,14.699,6.16288888889,7.59966666667,8.49,15.6018888889,5.42188888889
386.66,6.96966666666,16.4092222222,14.2385555556,14.716,6.20388888889,7.60844444444,8.50833333333,15.6252222222,5.42144444444
387.03,6.92566666667,16.3555555555,14.2394444445,14.6915555556,6.19833333333,7.618,8.47766666667,15.632,5.38344444444
387.39,6.96111111111,16.3908888889,14.2734444444,14.6667777778,6.20777777778,7.59955555555,8.485,15.6356666667,5.39077777778
387.75,6.93455555555,16.391,14.264,14.6718888889,6.202,7.58422222222,8.47755555556,15.6747777778,5.36077777778
388.11,6.96466666666,16.4082222222,14.2771111111,14.6366666666,6.23066666666,7.60288888889,8.48255555555,15.7316666667,5.36244444445
388.47,7.05822222222,16.4931111111,14.3366666666,14.7028888889,6.30388888889,7.73222222222,8.567,15.8137777778,5.45611111111
388.83,7.10633333333,16.4836666667,14.3767777778,14.7171111111,6.32277777778,7.77311111111,8.63055555555,15.8706666667,5.49366666667
389.19,7.09866666667,16.4697777778,14.3718888889,14.7112222222,6.28733333333,7.77622222222,8.56511111111,15.8916666667,5.47722222222
389.55,7.09088888889,16.4975555556,14.385,14.7302222222,6.25733333333,7.73911111111,8.53577777778,15.8865555556,5.45211111111
389.91,7.10866666667,16.5314444444,14.3961111111,14.7494444444,6.25677777778,7.74,8.52766666667,15.9284444445,5.43611111111
390.27,7.10755555556,16.5454444444,14.3873333333,14.744,6.23766666667,7.73666666667,8.48322222222,15.9111111111,5.41355555556
390.63,7.09544444444,16.5506666666,14.3908888889,14.7673333333,6.21622222222,7.716,8.45611111111,15.93,5.39588888889
391.00,7.07588888889,16.5587777778,14.3738888889,14.7476666667,6.17866666667,7.66722222222,8.42911111111,15.8876666667,5.37422222222
391.36,7.06233333333,16.5543333334,14.3664444444,14.7743333333,6.174,7.68511111111,8.37833333333,15.8983333333,5.36077777778
391.72,7.03266666667,16.5377777778,14.3647777778,14.736,6.14777777778,7.63966666666,8.33044444444,15.883,5.32855555556
392.08,7.03666666666,16.5498888889,14.4057777778,14.7716666667,6.135,7.63833333334,8.32622222222,15.8891111111,5.31455555556
392.44,7.01177777778,16.5477777778,14.4047777778,14.7627777778,6.09477777778,7.56777777778,8.274,15.871,5.25844444445
392.80,7.03733333333,16.6284444445,14.4822222222,14.8072222222,6.13088888889,7.58666666667,8.27055555555,15.9006666667,5.26388888889
393.16,6.99266666667,16.6248888889,14.4495555556,14.7757777778,6.09255555556,7.52655555556,8.25022222222,15.845,5.18111111111
393.52,7.00511111111,16.6257777778,14.4743333333,14.766,6.12733333333,7.54144444444,8.27788888889,15.8518888889,5.21266666667
393.88,7.01044444445,16.6731111111,14.5234444444,14.8091111111,6.14155555556,7.55422222222,8.28888888889,15.8677777778,5.24788888889
394.24,7.00911111111,16.6972222222,14.5572222222,14.8315555556,6.15711111111,7.54655555556,8.34,15.8966666667,5.27211111111
394.60,6.96766666667,16.6761111111,14.5157777778,14.7975555555,6.12155555556,7.50733333333,8.30766666667,15.8752222222,5.24422222222
394.96,7.01288888889,16.7052222222,14.5351111111,14.8461111111,6.15033333333,7.54688888889,8.32966666667,15.9192222222,5.272
395.32,7.03633333333,16.7534444445,14.572,14.9026666667,6.17188888889,7.58222222222,8.40255555555,15.9451111111,5.30111111111
395.68,7.05211111111,16.7714444444,14.5877777778,14.9436666667,6.18922222222,7.59544444444,8.44066666667,15.9262222222,5.32766666667
396.04,7.11544444444,16.8527777778,14.6362222222,15.0242222222,6.27077777778,7.625,8.50266666667,15.9606666667,5.38666666667
396.40,7.13577777778,16.8695555555,14.6747777778,15.0405555555,6.31722222222,7.65644444444,8.58433333334,15.9898888889,5.42711111111
396.76,7.14166666666,16.851,14.6551111111,15.0532222222,6.31144444444,7.65366666667,8.618,15.9993333333,5.437
397.12,7.17211111111,16.8903333333,14.7024444445,15.1202222222,6.356,7.67422222222,8.65244444444,16.0555555556,5.506
397.48,7.14944444445,16.8718888889,14.6756666666,15.1104444445,6.32244444444,7.65633333333,8.643,16.0657777778,5.46966666667
397.84,7.10711111111,16.8022222222,14.6273333333,15.0704444444,6.276,7.60966666667,8.609,16.0184444444,5.39144444444
398.20,7.08611111111,16.7817777778,14.578,15.0413333333,6.24455555555,7.57966666667,8.54133333333,15.9937777778,5.35533333334
398.56,7.099,16.7711111111,14.5771111111,15.0644444445,6.295,7.56577777778,8.53688888889,15.9916666666,5.35566666666
398.92,7.14,16.8246666667,14.65,15.1046666666,6.35144444444,7.624,8.61466666667,16.0496666667,5.42
399.28,7.19488888889,16.9165555556,14.7237777778,15.1766666666,6.41588888889,7.669,8.66711111111,16.1265555556,5.48411111111
399.64,7.20666666667,16.924,14.7317777778,15.2055555555,6.438,7.67633333333,8.66633333333,16.1796666667,5.48155555556
400.00,7.18533333333,16.8967777778,14.7088888889,15.1952222222,6.40711111111,7.63966666667,8.63255555556,16.1877777778,5.46444444444
400.36,7.21611111111,16.9284444444,14.7232222222,15.2416666666,6.42677777778,7.66722222222,8.61322222222,16.2303333333,5.478
400.72,7.20644444444,16.9411111111,14.7077777778,15.2416666667,6.41133333333,7.63111111111,8.59566666667,16.2262222222,5.47377777778
401.08,7.22722222222,16.9476666667,14.7104444444,15.2497777778,6.41977777778,7.66477777778,8.60722222222,16.2315555555,5.46544444444
401.44,7.26388888889,17.0464444445,14.771,15.3292222222,6.46044444445,7.71255555556,8.65611111111,16.3022222222,5.52822222222
401.80,7.35544444444,17.1398888889,14.84,15.3998888889,6.53755555556,7.79411111111,8.70711111111,16.3954444444,5.61877777778
402.16,7.40866666667,17.1876666667,14.9205555555,15.4791111111,6.58366666667,7.82855555556,8.77444444445,16.4615555555,5.67133333334
402.52,7.45366666667,17.2392222222,14.9525555556,15.516,6.56244444444,7.85833333334,8.80411111111,16.523,5.70355555556
402.88,7.37388888889,17.172,14.8423333333,15.4555555556,6.47011111111,7.74866666667,8.71522222222,16.4647777778,5.59722222222
403.24,7.35355555555,17.1424444445,14.8128888889,15.4335555556,6.44744444444,7.71155555556,8.68488888889,16.4532222222,5.55733333333
403.60,7.35988888889,17.1571111111,14.8125555555,15.4441111111,6.444,7.71022222222,8.67655555556,16.4718888889,5.55933333333
403.95,7.37133333333,17.2102222222,14.8576666667,15.4813333333,6.46588888889,7.76333333333,8.70633333334,16.5038888889,5.57011111111
404.31,7.31766666667,17.1672222222,14.8215555556,15.4541111111,6.42066666667,7.71188888889,8.678,16.4698888889,5.53933333333
404.67,7.29555555555,17.1646666666,14.8302222222,15.4646666667,6.416,7.70055555556,8.65,16.4974444444,5.51544444444
405.03,7.275,17.1735555556,14.8148888889,15.4696666667,6.41822222222,7.66877777778,8.63466666667,16.5003333333,5.51333333333
