wavelength,Back_IdiBram,Belly_IdiBram,Breast_IdiBram,Crissum_IdiBram,Crown_IdiBram,DorTail_IdiBram,Rump_IdiBram,Throat_IdiBram,WingTip_IdiBram
200.44,-82.888888889,13.111111111,-32.0,-5.33333333333,-34.0,-62.4444444444,-10.6666666667,-11.1111111111,-68.4444444445
200.82,-49.5726666667,22.7348888889,-13.3333333333,10.0854444444,-16.5811111111,-34.0172222222,2.5641111111,6.83755555554,-40.1708888889
201.19,-50.6172222221,17.4603333332,-21.5167777778,11.2876666667,-19.7531111111,-39.3298888889,2.46922222222,-0.705444444433,-45.679
201.57,-54.3860000001,13.0604444446,-31.7738888889,6.6278888889,-27.0954444444,-47.7583333333,-10.7212222222,-11.3062222222,-61.9884444445
201.95,-35.9935555556,20.9703333332,-19.4053333333,18.7794444444,-10.485,-29.4211111111,8.29411111111,-2.66055555557,-37.5586666667
202.33,-41.3144444444,12.989,-25.5085555556,12.8324444444,-15.9624444445,-25.5086666666,8.45055555556,-13.9281111111,-40.845
202.71,-24.1912222222,17.0181111111,-17.4401111111,21.8001111111,-7.31355555558,-22.5035555556,19.2686666667,-7.8762222222,-29.3952222222
203.09,-3.70366666666,30.4397777778,3.24077777777,34.1434444444,13.889,2.1988888889,32.0601111111,6.82855555553,-12.037
203.47,11.7436666667,35.3207777778,17.073,38.0306666667,24.7515555555,14.0018888889,36.6757777778,18.3378888889,2.7101111111
203.85,18.6567777778,38.722888889,24.7928888889,42.4544444444,32.836,17.5787777778,40.6301111111,21.1444444444,8.62355555557
204.22,26.0364444444,44.776111111,32.4211111111,47.5126666667,43.3664444444,24.9585555556,45.5224444444,25.3732222222,13.1841111111
204.60,28.4037777778,44.7574444443,34.7415555555,49.1394444444,44.601,25.1956666667,48.0438888889,28.3253333333,13.1454444444
204.98,19.8736666667,41.1924444444,27.6423333333,46.5221111111,45.2574444444,16.441,46.5221111111,24.2095555555,3.70366666667
205.36,17.7777777778,39.8147777777,27.4074444445,50.1852222223,48.5185555555,19.0741111111,47.8702222222,26.2963333333,8.33344444443
205.74,11.3675555555,36.6666666666,23.2478888889,46.4956666667,42.3076666667,18.1196666667,44.7007777778,23.1624444445,11.6241111111
206.12,8.40344444443,35.5743333332,25.8636666667,45.3783333333,40.0558888889,18.2073333333,41.6433333333,19.701,9.52400000003
206.50,13.701,43.1076666667,32.665,49.624,44.3608888889,23.9765555556,46.4494444445,28.3207777778,19.8831111111
206.87,11.3757777778,47.8836666668,35.185,49.2945555555,50.0883333333,25.573,46.1197777778,28.2187777778,20.2822222222
207.25,0.676333333333,34.0097777778,26.3766666666,39.8066666667,41.1595555556,11.5941111111,35.7487777778,15.9421111111,11.4008888889
207.63,-3.53055555557,35.2025555556,29.2834444444,39.9791111111,43.1984444445,11.4226666667,36.864,14.1225555556,10.7995555556
