wavelength,Back_HemParm,Belly_HemParm,Breast_HemParm,Crissum_HemParm,Crown_HemParm,DorTail_HemParm,Patch10_HemParm,Rump_HemParm,Throat_HemParm,WingTip_HemParm
566.37,11.5051,34.9679583333,28.6726666666,17.7656666667,8.04970833333,14.4140445602,25.8034166667,14.822875,35.66475,11.66625
566.71,11.5108,35.0145416667,28.6760833334,17.7415,8.068625,14.4060231482,25.8096666666,14.8202916667,35.6875,11.65025
567.05,11.5033,35.0174166667,28.6668333333,17.7236666667,8.07829166667,14.3876828704,25.7984166667,14.8099583333,35.6855833333,11.6530833333
567.39,11.51715,35.0856666667,28.6921666667,17.7404166667,8.08391666667,14.4024016204,25.8001666667,14.82475,35.7435833333,11.6653333333
567.73,11.6093166667,35.1594583333,28.7533333333,17.8364166667,8.145,14.4771788194,25.8694166667,14.8909166667,35.8304166666,11.7295833333
568.07,11.6071,35.1779583333,28.7445,17.7995833333,8.14808333333,14.4719085648,25.8786666666,14.8923333333,35.8571666667,11.752
568.41,11.6116,35.1897083333,28.7658333333,17.768,8.17245833333,14.4857274306,25.8675,14.895,35.84525,11.73575
568.75,11.61465,35.211,28.7709166667,17.7690833334,8.15320833333,14.4896267361,25.8581666666,14.9015,35.8625833333,11.7225833333
569.09,11.6243166667,35.1875416666,28.79025,17.7679166666,8.13416666667,14.5206927083,25.891,14.8859583333,35.8875833334,11.7158333333
569.43,11.6194333333,35.2038333333,28.8000833333,17.77125,8.15754166667,14.5270231482,25.91025,14.8750416667,35.8718333333,11.7390833333
569.77,11.5854666666,35.1222916666,28.7850833334,17.7449166666,8.11416666667,14.5133998842,25.891,14.8479583333,35.8218333333,11.726
570.11,11.6078166667,35.0876666667,28.7820833333,17.7160833333,8.12616666667,14.5311493056,25.9234166666,14.8562083333,35.79825,11.7178333334
570.45,11.5896166667,35.060625,28.79925,17.7129166666,8.11258333333,14.520333912,25.9304166667,14.851875,35.7861666667,11.7164166666
570.79,11.5714833333,35.0339583333,28.7830833333,17.6904166667,8.08529166667,14.5329733796,25.93825,14.8524583334,35.7190833333,11.67875
571.13,11.5872,35.044625,28.8233333333,17.7059166667,8.12595833333,14.5556209491,25.999,14.8669583333,35.7474166667,11.6891666667
571.47,11.5523166666,35.0025,28.7851666667,17.6755833333,8.13354166667,14.5423946759,25.9915,14.8571666667,35.6861666667,11.6765833333
571.81,11.5800333333,35.0462083333,28.8611666667,17.73075,8.17795833333,14.5799317129,26.05075,14.902,35.70725,11.7151666667
572.15,11.5961833333,35.07875,28.9254166667,17.7901666667,8.1855,14.6121822917,26.1081666666,14.9244166667,35.7579166667,11.7750833334
572.49,11.6379,35.0875416666,28.9613333333,17.8270833333,8.22183333333,14.6378686343,26.1563333333,14.9517083333,35.7995833333,11.7946666667
572.83,11.6952333333,35.1684583333,28.9996666667,17.9059166667,8.26104166667,14.6515775463,26.22575,15.042,35.834,11.84225
573.17,11.6600333333,35.186625,28.9931666667,17.88525,8.21879166667,14.6221822916,26.2386666666,15.0267916667,35.8791666667,11.8333333333
573.51,11.6856333333,35.2575833333,29.0116666667,17.9181666667,8.23204166666,14.6462546296,26.26625,15.041125,35.9428333333,11.84675
573.85,11.7134833333,35.2997083333,29.0506666667,17.9486666667,8.2605,14.6612280093,26.3045833333,15.062875,35.9628333333,11.8829166667
574.19,11.7409833333,35.3495,29.0886666667,17.9909166667,8.25758333334,14.6804346065,26.3470833333,15.0902916667,35.9963333334,11.8991666667
574.53,11.8027666667,35.4187916667,29.1513333333,18.0615,8.302375,14.7303530092,26.4205833333,15.134125,36.071,11.9935833333
574.87,11.83645,35.400875,29.1409166667,18.09975,8.31541666667,14.7589444444,26.4135,15.1477083333,36.0515,12.0239166667
575.21,11.8769833334,35.4652916667,29.1995833333,18.1096666666,8.32225,14.7649878472,26.4565,15.163375,36.10575,12.0371666667
575.55,11.9139,35.4876666667,29.1945833333,18.13375,8.34983333333,14.7924878472,26.4753333334,15.1712916666,36.1104166667,12.0371666667
575.89,11.9386166667,35.511375,29.18,18.1398333334,8.35654166667,14.8158582176,26.4773333333,15.1917083333,36.1198333333,12.0486666667
576.22,11.88955,35.4827916667,29.1135,18.10525,8.34091666667,14.7777621528,26.4508333333,15.150625,36.07,12.0504166667
576.56,11.8489166667,35.4454583334,29.0654166667,18.0491666667,8.320375,14.7763512732,26.401,15.0837083333,36.0570833333,12.0215
576.90,11.8477,35.40625,29.0511666667,18.0396666667,8.320125,14.7687013889,26.3738333333,15.0746666667,36.0011666667,12.0033333333
577.24,11.8418166667,35.3959583333,29.0235833333,17.9908333333,8.30958333334,14.7259484953,26.3498333333,15.0722916667,35.95175,11.99225
577.58,11.8837,35.46775,29.0653333334,18.0314166666,8.33183333334,14.7629971065,26.4269166667,15.1290833333,36.01125,12.0330833333
577.92,11.8821833333,35.5427083333,29.1106666666,18.038,8.33204166667,14.7734265046,26.4691666667,15.1445,36.0435833333,12.0013333333
578.26,11.8786333333,35.56125,29.1550833333,18.0225833333,8.34466666666,14.7867702546,26.4829166667,15.1730416667,36.0495833333,11.98925
578.60,11.9000666667,35.6812916666,29.22825,18.02975,8.35645833334,14.7943454861,26.5524166667,15.181375,36.09425,12.0053333333
578.94,11.8782,35.6396666667,29.2343333334,18.0468333333,8.343375,14.8022141204,26.555,15.170125,36.09125,12.0136666667
579.28,11.88235,35.5995,29.222,18.04325,8.32216666667,14.7946319444,26.571,15.1705833333,36.0665,12.0534166667
579.61,11.8715,35.5910833333,29.2181666667,18.0035,8.34425,14.7862511574,26.5716666667,15.1550416667,36.0953333333,12.0285
579.95,11.9118166667,35.6402916667,29.2610833333,18.0269166667,8.378,14.8436730324,26.6266666667,15.22475,36.1311666667,12.0593333334
580.29,11.9156333333,35.7024166667,29.3170833333,18.04475,8.38191666667,14.8715358796,26.69025,15.2498333333,36.1441666667,12.0705
580.63,12.0284666667,35.7774583333,29.3976666667,18.1100833333,8.480125,14.9662210649,26.8041666667,15.335,36.2194166667,12.1263333333
580.97,12.0857,35.8949166667,29.4978333333,18.1898333333,8.522875,15.0557262732,26.9126666667,15.3685416667,36.3594166667,12.21475
581.31,12.04945,35.8957083333,29.50675,18.1793333333,8.496,15.0512008102,26.87975,15.3119583333,36.3491666667,12.1745
581.65,12.08005,35.885,29.5075,18.23425,8.54129166667,15.0862094908,26.927,15.32525,36.3759166666,12.259
581.98,12.0484666667,35.9096666667,29.4495833333,18.2318333333,8.50429166667,15.0328506944,26.92375,15.2866666667,36.4498333333,12.23125
582.32,11.9640833333,35.776625,29.35725,18.1679166667,8.43783333333,14.9358234954,26.8553333333,15.2189166667,36.3501666667,12.1630833333
582.66,11.9622,35.7835416667,29.35625,18.1013333333,8.433625,14.9320324074,26.8478333333,15.2000416667,36.34275,12.1445833333
583.00,11.9892333333,35.9140833333,29.4510833333,18.1333333334,8.43458333333,14.9479502315,26.91,15.22075,36.4435,12.1191666667
583.34,12.0193333333,35.983375,29.5288333333,18.2205833333,8.445125,14.9670109954,26.9683333333,15.2377083333,36.4869166666,12.1754166666
583.68,12.0068666667,35.9928333333,29.55175,18.22975,8.410625,14.9591140047,26.9670833333,15.1865,36.4981666667,12.162
584.01,12.0484666667,35.9889583333,29.6110833334,18.3048333334,8.45520833333,14.9740474537,26.99875,15.2277916667,36.5376666667,12.22625
584.35,12.08805,36.1128333333,29.6640833333,18.3561666667,8.50866666667,15.0325318287,27.1009166667,15.28,36.635,12.2949166667
584.69,12.09565,36.1024166667,29.6763333333,18.3600833333,8.534375,15.040875,27.1248333333,15.3194166667,36.5854166667,12.2838333333
585.03,12.1312333333,36.1502916667,29.7099166667,18.4093333333,8.573625,15.0645376157,27.2135,15.3833333333,36.64,12.3290833333
585.37,12.2619333333,36.1922916667,29.7690833334,18.4756666667,8.693,15.1561886574,27.2335833333,15.4909583334,36.6918333334,12.4495833333
585.70,12.33215,36.212,29.7933333333,18.5388333333,8.75308333334,15.2340630787,27.2760833334,15.54875,36.6960833333,12.53975
586.04,12.3523833333,36.2527083333,29.8455,18.5368333333,8.77641666666,15.297056713,27.31775,15.60925,36.7586666667,12.6000833333
586.38,12.3832833333,36.3281666666,29.9053333334,18.6369166667,8.82579166666,15.3548327547,27.3536666667,15.6681666667,36.84175,12.6401666667
586.72,12.4327666667,36.4075,29.962,18.7344166666,8.91133333333,15.4505179398,27.4535833334,15.7824166667,36.9423333333,12.7206666667
587.06,12.3667166667,36.3511666667,29.9101666667,18.6401666667,8.89062500001,15.4059386574,27.3950833333,15.7246666667,36.8695,12.6578333333
587.39,12.34815,36.3527083333,29.9008333333,18.583,8.90754166666,15.4182158565,27.4053333334,15.7392083333,36.8938333333,12.6445833333
587.73,12.3222333333,36.3503333334,29.8611666667,18.4955,8.88825000001,15.4139809028,27.4175833333,15.7120833333,36.8799166666,12.5974166667
588.07,12.2389,36.193875,29.7936666667,18.4454166667,8.79783333334,15.3376574074,27.2809166667,15.6182083333,36.74675,12.543
588.41,12.2182333333,36.1758333333,29.7850833333,18.4245,8.76991666667,15.3444212963,27.27975,15.5732916667,36.7565,12.5190833333
588.74,12.2619166667,36.1765416667,29.7738333333,18.4739166667,8.82404166668,15.4074502315,27.2816666667,15.5892083334,36.7485,12.5758333333
589.08,12.1823,36.1344583333,29.7225,18.3444166667,8.75141666666,15.3228084491,27.278,15.5353333333,36.72575,12.4719166667
589.42,12.1494333333,36.1779583333,29.7971666667,18.3298333333,8.70479166667,15.3033119213,27.27925,15.5145,36.7461666667,12.4259166667
589.76,12.1197,36.2290833333,29.7478333333,18.34125,8.66125000001,15.2857951389,27.2750833333,15.4649166667,36.7645833333,12.3700833333
590.09,12.0949166667,36.2281666666,29.717,18.3298333333,8.61254166667,15.2482922454,27.3095833333,15.441875,36.7381666667,12.3306666667
590.43,12.0479333334,36.1847916667,29.6705833333,18.2776666667,8.56308333333,15.1840451389,27.2311666667,15.3677083333,36.6778333333,12.2993333334
590.77,12.1403666667,36.2867916667,29.735,18.3721666666,8.598125,15.2799895833,27.3474166667,15.4834583333,36.7795833333,12.3741666666
591.11,12.1589333333,36.3750416667,29.8265,18.4388333333,8.60675000001,15.3093020833,27.428,15.5279583333,36.8228333333,12.4113333333
591.44,12.1987833333,36.408,29.8554166667,18.532,8.64558333333,15.3656197917,27.4875,15.5703333333,36.89475,12.4458333333
591.78,12.2275166666,36.4960416667,29.8729166666,18.55825,8.661875,15.3975769676,27.5536666667,15.61675,37.0025,12.4709166667
592.12,12.22835,36.4809583334,29.82625,18.62875,8.69241666667,15.3975578704,27.5690833333,15.6523333333,36.9875,12.4811666667
592.46,12.2505833333,36.5450416667,29.9075833334,18.6483333333,8.69679166667,15.3767494213,27.603,15.695125,37.028,12.47975
592.79,12.3092333333,36.6254583333,29.9919166666,18.7400833333,8.72441666667,15.4562760417,27.6849166667,15.7008333334,37.0616666666,12.5416666667
593.13,12.3421,36.6875833333,30.02125,18.8036666666,8.740625,15.5127222222,27.7756666667,15.7474583334,37.0754166666,12.5875833333
593.47,12.4173,36.7354166666,30.1258333333,18.93575,8.82666666666,15.595625,27.8433333333,15.8288333333,37.0950833333,12.6766666667
593.80,12.39505,36.7419583333,30.1129166667,18.90125,8.82045833334,15.59090625,27.8461666667,15.825125,37.0846666667,12.6995833333
594.14,12.34115,36.6997083333,30.0664166666,18.8121666667,8.77104166666,15.5547181713,27.8265833334,15.777375,37.0359166666,12.63825
594.48,12.27965,36.6797916667,30.0316666667,18.7593333333,8.74991666666,15.4825347222,27.79375,15.7224583333,37.0193333333,12.623
594.81,12.29365,36.6583333334,30.0334166666,18.77875,8.7525,15.4873310185,27.7453333333,15.72725,36.9968333333,12.6248333333
595.15,12.2225166667,36.6197083333,30.03875,18.7624166667,8.69766666667,15.4260127315,27.6681666667,15.6783333334,36.9383333333,12.6039166667
595.49,12.2392333333,36.5975833334,30.0715,18.7815,8.70175000001,15.4396458333,27.6806666667,15.6798333333,36.9053333334,12.6025
595.82,12.3087166667,36.6968333333,30.19725,18.8429166667,8.784625,15.4957407407,27.761,15.7440416667,37.00475,12.68475
596.16,12.27,36.6595,30.133,18.8196666667,8.74708333332,15.4621840278,27.7258333333,15.6977916667,36.9971666667,12.67125
596.50,12.2318833333,36.6795,30.0941666667,18.807,8.71308333334,15.4412853009,27.6909166667,15.70475,36.9763333333,12.6498333333
596.83,12.2427833333,36.642625,30.0601666667,18.7579166667,8.74662499998,15.4103489583,27.64025,15.6818333333,36.9718333333,12.6506666667
597.17,12.2765833333,36.65875,30.1044166666,18.70475,8.79770833334,15.437240162,27.69175,15.7287083333,37.0411666667,12.67975
597.51,12.30785,36.673125,30.1273333333,18.7188333333,8.83075,15.4761585648,27.6803333333,15.7399166667,37.05075,12.7046666667
597.84,12.31085,36.66125,30.1125,18.7251666667,8.81174999999,15.4671822916,27.6785833333,15.7421666667,37.04825,12.7019166666
598.18,12.331,36.6953333333,30.1578333333,18.7645,8.81904166667,15.4952326389,27.6876666666,15.7815416666,37.0364166667,12.7233333334
598.52,12.4029166667,36.7139166667,30.152,18.7976666667,8.86641666668,15.5516950231,27.7461666667,15.8237916666,37.0725833333,12.7798333333
598.85,12.5521833333,36.8401666667,30.2239166667,18.8404166667,8.99895833334,15.6422858797,27.8888333333,15.9551666667,37.1706666666,12.8689166666
599.19,12.4822666667,36.7605833333,30.14125,18.7565833333,8.96091666667,15.5839890047,27.84575,15.8987083333,37.0791666667,12.7981666667
599.53,12.4477666667,36.707,30.065,18.6664166667,8.88141666666,15.52903125,27.7619166667,15.8273333333,36.9563333333,12.7414166667
599.86,12.4400333333,36.6394166667,30.0783333333,18.6115,8.86454166667,15.5441429399,27.7768333333,15.8074166666,36.8735,12.763
600.20,12.4269666666,36.5684166667,30.0480833333,18.5945,8.84129166666,15.5267876157,27.7334166667,15.7704583333,36.8156666667,12.7603333333
600.53,12.3630833333,36.5437916667,30.0369166667,18.5775833333,8.74512499999,15.4943622685,27.69225,15.720625,36.7654166667,12.6945
600.87,12.23855,36.472125,29.948,18.5208333333,8.63291666667,15.4277546296,27.6123333334,15.6215416666,36.6721666666,12.6105
601.21,12.23685,36.460875,29.9700833334,18.5699166666,8.6115,15.435630787,27.65,15.6299583333,36.72125,12.609
601.54,12.2337833333,36.446125,29.9884166667,18.6241666667,8.64358333333,15.4485821759,27.6613333334,15.6423333333,36.707,12.61275
601.88,12.21815,36.3942083333,29.9661666667,18.55625,8.62366666667,15.4446880787,27.6989166667,15.60025,36.7064166667,12.5785833333
602.21,12.09065,36.2934583333,29.9150833333,18.4893333334,8.546375,15.3420885416,27.6496666667,15.5150833333,36.655,12.5265
602.55,11.9963833333,36.2634166667,29.88775,18.4680833333,8.449125,15.2636053241,27.5701666666,15.43825,36.66675,12.456
602.88,12.0338,36.371375,29.9286666666,18.5080833333,8.46891666667,15.3065167824,27.5940833333,15.48675,36.7399166667,12.50175
603.22,12.0356333333,36.3929583333,29.9438333333,18.5445833333,8.47025,15.3277696759,27.6394166667,15.4962083333,36.8011666667,12.501
603.56,12.0258,36.5158333333,29.98075,18.55075,8.45729166667,15.3178466435,27.6650833333,15.5000416667,36.8714166666,12.4670833333
603.89,12.0198,36.5535,29.9880833333,18.5605833333,8.49470833333,15.3150422454,27.7010833333,15.489625,36.88625,12.4585
604.23,12.0544666667,36.572875,30.0171666667,18.5906666667,8.55429166667,15.3536892361,27.7470833333,15.5264166667,36.9378333333,12.4980833333
604.56,12.1833333333,36.69375,30.0965,18.7003333333,8.65645833333,15.4383049768,27.839,15.6333333333,37.0370833333,12.6053333333
604.90,12.23505,36.822,30.1735833333,18.7303333333,8.69920833332,15.4654311343,27.8926666667,15.7014166667,37.0954166667,12.6678333333
605.23,12.27775,36.8964166666,30.2328333333,18.7739166666,8.74720833333,15.5257667824,27.9211666667,15.7365,37.157,12.716
605.57,12.3417666667,36.957625,30.2881666667,18.85925,8.81687500001,15.5778825232,27.94925,15.8222916666,37.2235833333,12.7830833333
605.90,12.4829,37.1562083334,30.4326666667,19.0098333333,8.91308333334,15.7274866898,28.0840833333,15.948875,37.3854166667,12.88075
606.24,12.5459,37.2306666667,30.4648333333,19.0549166667,8.96904166666,15.8044016204,28.1308333334,16.01575,37.40175,12.9841666666
606.58,12.57795,37.2306666667,30.5005833333,19.0548333334,9.0055,15.8149930555,28.14875,16.0050416667,37.4038333333,13.0391666667
606.91,12.5574833333,37.193,30.4985,19.0119166666,9.01124999999,15.7943825232,28.0984166666,16.0184583333,37.3755,13.0179166667
607.25,12.63395,37.2234583333,30.5613333333,19.1129166667,9.12141666667,15.9123177083,28.19075,16.1320416667,37.4638333334,13.1115833333
607.58,12.6733166667,37.29425,30.6538333333,19.1515,9.149875,15.978787037,28.26125,16.207,37.5896666667,13.1520833333
607.92,12.6851833333,37.2805416666,30.64225,19.1705833333,9.14899999998,15.9884820601,28.2789166667,16.220125,37.5505833334,13.17275
608.25,12.6382,37.2217916666,30.5975833333,19.1336666667,9.127375,15.9391857639,28.2695833333,16.1565833333,37.4765,13.13225
608.59,12.5806,37.0346666667,30.4756666666,19.0545833333,9.076,15.9054230324,28.2170833333,16.0650833333,37.3379166667,13.08075
608.92,12.5967,37.0116666667,30.4476666667,19.0484166667,9.08074999999,15.9007303241,28.2586666667,16.0920416667,37.3378333333,13.1069166666
609.26,12.6131333334,36.9725,30.3921666667,19.0659166667,9.07854166665,15.8867847222,28.2373333333,16.0457916667,37.2783333333,13.098
609.59,12.5253,36.847,30.27375,18.9543333333,9.01879166666,15.7766140046,28.146,15.941625,37.1115833333,12.9978333334
609.93,12.5310333333,36.7977083333,30.2688333333,18.9504166667,8.99683333332,15.766130787,28.1824166667,15.905875,37.0960833333,12.958
610.26,12.49975,36.7655833334,30.2000833333,18.92425,8.97416666666,15.7569461805,28.1803333333,15.884375,37.0501666667,12.93775
610.60,12.54615,36.823625,30.23575,18.9693333333,8.98525,15.7897511574,28.27775,15.9017083334,37.1165833334,12.997
610.93,12.5015,36.7371666666,30.1339166667,18.8873333333,8.92425000002,15.7419722222,28.1978333333,15.8263333333,37.007,12.94975
611.27,12.5024166667,36.6812083333,30.08875,18.8383333333,8.87475000002,15.7030601852,28.19225,15.8004166667,36.9088333333,12.93075
611.60,12.4854,36.6594583334,30.0223333333,18.7985833333,8.84670833334,15.6791828704,28.1723333334,15.770125,36.8751666667,12.9093333333
611.93,12.44745,36.5515833333,29.9375833333,18.7325,8.78775,15.6255219908,28.133,15.7180833333,36.8300833333,12.8803333333
612.27,12.4607333333,36.6074583333,29.9306666666,18.76675,8.86533333332,15.6573888889,28.1586666667,15.7610416667,36.8720833333,12.9090833333
612.60,12.4592,36.6212083333,29.968,18.78075,8.85979166666,15.6414890046,28.1540833333,15.7319583333,36.80325,12.8749166667
612.94,12.3099666667,36.585,29.9365,18.6943333333,8.75095833334,15.5596990741,28.0921666667,15.655375,36.752,12.7736666667
613.27,12.3757833334,36.6560416666,29.9885,18.72575,8.79320833334,15.6365,28.1863333333,15.7057916667,36.8679166667,12.8634166667
613.61,12.4129333334,36.7592083333,30.0186666667,18.78625,8.87958333332,15.6864253472,28.1895,15.769625,36.87675,12.92375
613.94,12.4196833334,36.8879583333,30.1118333333,18.86575,8.89629166666,15.742462963,28.2440833333,15.8303333333,37.0085,12.9399166667
614.28,12.4818,36.9782916667,30.15675,18.9251666667,8.99116666666,15.8246452546,28.2916666667,15.900625,37.072,13.00825
614.61,12.5516666667,37.1191666667,30.2694166666,19.02725,9.06733333333,15.8697615741,28.42425,15.9913333334,37.1863333333,13.0979166667
614.94,12.5517333333,37.1936666667,30.26725,19.12,9.14066666669,15.8954189815,28.43725,16.0297083334,37.206,13.0831666667
615.28,12.6298333333,37.32225,30.39875,19.1803333333,9.22562499998,15.9823703704,28.5004166667,16.0986666667,37.3348333333,13.1593333333
615.61,12.6144,37.395625,30.4691666667,19.2054166667,9.18683333335,16.0072366898,28.5079166667,16.1614583333,37.3753333333,13.1663333333
615.95,12.64215,37.4759166667,30.51375,19.2711666667,9.15141666666,16.0279114583,28.5030833333,16.1782083333,37.40725,13.1518333333
616.28,12.57425,37.469,30.44475,19.22725,9.08508333333,15.9979386574,28.4385,16.1195416667,37.4745833333,13.1488333333
616.61,12.6728666667,37.484875,30.4779166666,19.2601666667,9.19979166665,16.106162037,28.5054166667,16.1914583333,37.474,13.2785833333
616.95,12.6306666667,37.5697916666,30.5735,19.2749166667,9.16895833334,16.114884838,28.5259166666,16.199125,37.51175,13.2635833333
617.28,12.60695,37.491625,30.5535833333,19.22825,9.18962500001,16.1150219908,28.5474166667,16.1875,37.46575,13.2819166667
617.62,12.6987833333,37.567875,30.6709166667,19.32375,9.30625,16.1871400463,28.673,16.2670833333,37.5535833333,13.3788333333
617.95,12.6842,37.552125,30.6639166667,19.28575,9.30099999999,16.173515625,28.66575,16.2820833333,37.4696666667,13.3668333333
618.28,12.7016166667,37.5038333333,30.6475833333,19.2654166667,9.28816666667,16.1869247685,28.6175833333,16.21725,37.4661666667,13.3265
618.62,12.6803,37.3200833333,30.56625,19.2150833333,9.25708333333,16.1652945602,28.5443333333,16.1896666667,37.3993333334,13.3533333334
618.95,12.5898166667,37.2622083333,30.5188333333,19.1574166667,9.18854166665,16.0616261574,28.5208333333,16.1167083333,37.3298333333,13.2884166667
619.28,12.7012833334,37.406375,30.59875,19.2460833334,9.29362500001,16.1669710648,28.6428333333,16.2025833333,37.4301666667,13.35625
619.62,12.6822333333,37.358875,30.5683333334,19.1884166667,9.26887500001,16.1447760417,28.6315833334,16.143375,37.3678333333,13.3175
619.95,12.7474333333,37.440875,30.6383333333,19.23175,9.30720833333,16.2255625,28.7153333333,16.1979583334,37.4216666666,13.3825833333
620.28,12.8111833333,37.582625,30.7796666667,19.304,9.28520833334,16.2739670139,28.83425,16.2599583333,37.5764166667,13.38825
620.62,12.7419333333,37.4651666667,30.6730833333,19.213,9.19666666666,16.1807528935,28.7385833333,16.201625,37.4316666667,13.287
620.95,12.62845,37.3867916667,30.6229166667,19.12125,9.01533333335,16.0616359954,28.6310833333,16.1115833333,37.4105,13.15825
621.28,12.6596833333,37.3393333333,30.5880833333,19.0895,8.99304166667,16.0616938657,28.6353333333,16.0938333333,37.3490833333,13.1428333333
621.62,12.5828333333,37.329375,30.5355,19.1078333333,8.93454166667,16.056365162,28.58625,16.017625,37.3505833334,13.0818333333
621.95,12.4986833333,37.333,30.5101666667,19.0676666667,8.89683333333,15.992953125,28.5463333333,15.981125,37.3069166667,13.0635833333
622.28,12.4364333333,37.4200416667,30.5323333333,19.0263333333,8.81762500002,15.947302662,28.5668333333,15.888625,37.3198333333,13.0045833333
622.62,12.5412666667,37.5456666667,30.6163333333,19.11175,8.8635,16.0579126157,28.6486666667,15.9937916667,37.4298333333,13.0916666667
622.95,12.4748833333,37.44425,30.5456666667,19.0465,8.80562500001,15.9874467593,28.5331666667,15.885875,37.3123333333,13.0180833333
623.28,12.4749333333,37.5090833333,30.62775,19.05925,8.76308333334,15.9958605324,28.572,15.945,37.3605,13.1011666667
623.62,12.4894333333,37.4922083333,30.6565833333,19.0485833333,8.83529166667,16.0380642361,28.6374166667,15.99525,37.373,13.0884166667
623.95,12.493,37.5045833333,30.6388333333,19.08125,8.8745,16.0416232639,28.6331666667,16.02,37.3640833333,13.1013333333
624.28,12.6196333333,37.60825,30.70775,19.261,9.04433333333,16.1647037037,28.7435,16.1380416667,37.5024166667,13.2479166667
624.62,12.752,37.76225,30.8340833333,19.3861666667,9.17570833333,16.2982667824,28.9058333333,16.2774166666,37.6109166667,13.3771666667
624.95,12.7623833333,37.8251666667,30.8938333333,19.45175,9.19491666665,16.3030486111,28.9269166667,16.322875,37.63775,13.4045
625.28,12.789,37.874625,30.9655,19.4295833333,9.23641666667,16.331693287,28.9964166666,16.382875,37.76425,13.4554166667
625.61,12.79005,37.8274583334,30.9038333334,19.4285,9.23074999999,16.3357430556,28.9950833333,16.4008333334,37.72775,13.4583333333
625.95,12.8686833334,37.919,30.9846666667,19.4926666667,9.30095833333,16.3978576389,29.0493333333,16.498625,37.8425,13.5596666666
626.28,12.84315,37.8713333334,31.017,19.5064166667,9.33308333332,16.3907332176,29.09075,16.4769166667,37.84675,13.5543333333
626.61,12.8985,37.97375,31.1025833333,19.56375,9.36762499999,16.4524484954,29.20375,16.5607083334,37.9530833333,13.6481666666
626.94,12.9616333334,37.990375,31.11775,19.5946666667,9.48304166668,16.5045746528,29.2220833333,16.591375,37.9760833333,13.6834166667
627.28,12.96715,38.0138333333,31.1168333333,19.6209166667,9.47020833333,16.5009704861,29.2281666667,16.5894583333,37.98125,13.7105833333
627.61,12.9434166667,38.0229166666,31.1079166667,19.6051666666,9.469875,16.4783304398,29.20875,16.5850833333,37.9999166667,13.7075833333
627.94,12.8999333334,38.068625,31.0836666667,19.5170833333,9.38345833335,16.4272418982,29.20275,16.5563333333,37.9815833334,13.66025
628.27,12.9268,38.0738333334,31.0755833334,19.5406666667,9.40895833333,16.4528287037,29.21275,16.5545416666,38.0029166667,13.7076666667
628.61,12.9322166666,38.0565833333,31.0745,19.4990833333,9.40725,16.4940144676,29.2063333333,16.574,38.0363333333,13.7143333333
628.94,12.9589333334,38.0652083333,31.11775,19.541,9.39220833332,16.5241313658,29.2204166667,16.558875,37.9988333333,13.745
629.27,13.0456333334,38.20425,31.2688333333,19.6185833333,9.472625,16.6107633102,29.314,16.655625,38.1159166667,13.85325
629.60,13.04865,38.1817083333,31.25625,19.6423333334,9.500375,16.628796875,29.3325833334,16.6550833333,38.0728333334,13.8729166667
629.94,13.0431166667,38.2295,31.24575,19.6303333333,9.45833333334,16.6266701389,29.3038333333,16.6567083333,38.0190833333,13.84325
630.27,13.03235,38.1845833333,31.2935833333,19.63675,9.45875000002,16.6677737269,29.2880833333,16.6308333333,38.0308333334,13.8293333333
630.60,12.9395166667,38.09675,31.24175,19.5560833333,9.36266666666,16.5981041667,29.25125,16.535625,37.9898333333,13.6854166666
630.93,12.8942,38.0707916667,31.1824166667,19.477,9.27150000001,16.5183055556,29.15,16.4422916667,37.9248333333,13.6095833333
631.26,12.83455,38.0262083333,31.1323333333,19.4010833334,9.17841666665,16.4565810185,29.09875,16.318125,37.8725833333,13.5359166666
631.60,12.8427333333,37.9242916667,31.08875,19.4263333333,9.22616666668,16.4813229167,29.0643333333,16.2998333334,37.7815,13.5589166667
631.93,12.8179,37.981,31.10975,19.4183333333,9.19404166668,16.4676435185,29.06575,16.226125,37.787,13.4655833334
632.26,12.83755,38.0359583333,31.1528333333,19.4608333333,9.25495833332,16.4868096065,29.1040833334,16.2367083334,37.7641666666,13.5291666666
632.59,12.8967666667,38.0855416667,31.1390833334,19.47,9.32837499999,16.4907679398,29.1755833333,16.3275416667,37.79525,13.5735833333
632.92,12.8812,38.0540416667,31.1301666666,19.4776666667,9.30079166665,16.4982951389,29.1653333333,16.3011666667,37.7899166667,13.5355
633.26,12.9128666667,38.1449583333,31.226,19.5155,9.33291666668,16.5459739583,29.2234166667,16.36325,37.8645833333,13.5449166666
633.59,12.96735,38.1895416667,31.2265,19.5315833333,9.366125,16.6117106482,29.2766666667,16.3814583334,37.9579166667,13.6035833334
633.92,12.9348333333,38.1943333334,31.146,19.4951666667,9.38729166666,16.5641527778,29.2593333333,16.3645833333,37.8820833333,13.56875
634.25,12.97825,38.3332916667,31.2258333333,19.6431666667,9.46716666667,16.6537771991,29.346,16.4702083333,38.0094166667,13.69325
634.58,13.0476333333,38.463625,31.3309166666,19.76925,9.58491666668,16.7832349537,29.45375,16.555875,38.1585,13.8031666667
634.91,13.1696166667,38.6208333333,31.4491666667,19.907,9.71358333335,16.90709375,29.6060833333,16.6727083333,38.2550833333,13.9141666667
635.25,13.1994333334,38.7137916667,31.5833333333,19.9896666667,9.75895833332,16.9689722222,29.6823333333,16.7425,38.38525,13.9395833334
