wavelength,Back_TanSelf,Belly_TanSelf,Breast_TanSelf,Crissum_TanSelf,Crown_TanSelf,DorTail_TanSelf,Patch10_TanSelf,Patch11_TanSelf,Patch12_TanSelf,Patch13_TanSelf,Rump_TanSelf,Throat_TanSelf,WingTip_TanSelf
281.50,5.35653333333,10.1322666667,11.1898,7.75966666667,6.669,6.0482,6.30118787879,8.34273333334,1.56986666667,7.8872,5.432,4.45,7.3134
281.87,5.10913333333,10.1582,11.1981333333,7.73186666666,6.36626666667,5.98856666667,6.20196969697,8.31433333334,1.55746666667,7.642,5.27786666667,4.4852,7.19133333333
282.25,4.58146666667,9.67633333332,10.6961333333,7.28673333333,5.774,5.48443333333,5.65258181818,7.87046666667,1.17206666667,7.08446666667,4.7678,4.08173333333,6.80746666667
282.62,4.68826666667,9.86906666668,10.7784666667,7.53593333333,5.8018,5.80516666667,5.73043030303,8.0682,1.3416,7.18346666667,4.92793333333,4.21153333333,6.986
282.99,4.92873333334,9.92380000001,10.8207333333,7.73313333333,5.85133333334,5.9254,5.79227878788,8.26086666666,1.5106,7.3834,5.10233333333,4.25273333333,7.16433333333
283.36,4.92286666667,9.88106666668,10.7698666667,7.7638,5.82813333333,5.77816666667,5.62633333333,8.23746666667,1.552,7.2028,5.0084,4.1344,7.14006666666
283.73,5.3834,10.3106,11.1116666667,8.20419999999,6.26326666667,6.10783333333,6.06143030303,8.60166666667,1.9452,7.59686666667,5.46606666667,4.57826666667,7.44746666667
284.10,5.43653333333,10.3922666667,11.1066,8.35233333334,6.37666666667,6.1525,6.08577575758,8.7612,2.14306666667,7.6108,5.5242,4.59366666667,7.54266666666
284.47,5.51486666667,10.5152,11.1377333333,8.45806666668,6.44073333333,6.23573333333,6.1445030303,8.98366666666,2.33433333333,7.4618,5.63053333333,4.7292,7.63273333333
284.85,5.39026666667,10.4981333333,11.1602666667,8.34726666667,6.32566666667,6.06336666667,6.07781818182,8.99273333333,2.3574,7.43393333333,5.50273333333,4.6024,7.4764
285.22,5.39066666667,10.5614666667,11.249,8.41233333333,6.24013333333,6.00426666667,6.14418181818,9.0676,2.37046666667,7.50513333333,5.49866666667,4.52146666667,7.56306666667
285.59,5.44433333333,10.6465333333,11.2188666667,8.4208,6.25506666667,6.05813333333,6.11295151515,9.03913333333,2.39346666667,7.557,5.3684,4.5964,7.53206666667
285.96,5.33026666667,10.5312666667,11.0616,8.27013333333,6.152,5.83353333333,5.9462060606,8.84240000001,2.2228,7.4222,5.16273333333,4.36513333333,7.31213333333
286.33,5.81586666667,11.0472,11.4844666667,8.8362,6.5808,6.2592,6.42146060606,9.29260000001,2.6808,7.86553333333,5.59653333333,4.82133333333,7.7558
286.70,5.79786666667,11.0552666667,11.4914,8.84553333333,6.59486666667,6.19366666667,6.45283636364,9.37573333334,2.67306666667,7.89453333333,5.58406666667,4.85206666667,7.78173333333
287.07,5.608,11.0559333333,11.4898,8.71320000001,6.49613333333,5.9178,6.29380606061,9.32953333334,2.58033333333,7.74773333333,5.47033333333,4.80606666667,7.6908
287.44,5.8544,11.4419333333,11.8038,8.98413333334,6.64946666667,6.0872,6.55267878788,9.6198,2.79386666667,8.0246,5.6326,5.1234,7.94146666667
287.82,5.61766666667,11.3741333333,11.7923333333,8.91053333334,6.46466666667,5.78466666667,6.25161818182,9.50613333333,2.58293333333,7.80353333333,5.33993333333,4.90946666667,7.851
288.19,5.58726666667,11.4916666667,11.9030666667,8.87699999999,6.28546666666,5.71733333333,6.15379393939,9.47913333334,2.4222,7.81906666667,5.26653333333,4.8018,7.851
288.56,5.4984,11.4784666667,11.9997333333,8.76959999999,6.13273333333,5.49286666667,6.06373939394,9.40606666667,2.21073333333,7.78626666667,5.08486666667,4.63026666667,7.8368
288.93,5.6068,11.6288,12.1830666667,8.91859999999,6.28433333333,5.58783333333,6.11677575757,9.49626666667,2.1704,7.82066666667,5.2102,4.67393333333,7.87693333333
289.30,5.924,12.0069333333,12.51,9.35059999999,6.64286666667,5.9146,6.40645454545,9.89373333333,2.46253333333,8.06993333333,5.5506,5.0842,8.0406
289.67,6.08473333333,12.2519333333,12.8744,9.65766666666,6.85766666667,6.0829,6.60376969697,10.113,2.5666,8.2236,5.84226666667,5.28426666667,8.21993333333
290.04,6.10533333333,12.4499333333,13.0369333333,9.80313333334,6.91146666667,6.15956666667,6.63464848485,10.2153333333,2.6764,8.2588,6.0224,5.43913333333,8.4244
290.41,5.7812,12.3494666667,12.9518666667,9.64473333332,6.6742,5.93013333333,6.38872727273,10.119,2.39766666666,8.07666666667,5.92813333333,5.22693333333,8.25326666667
290.78,5.67626666666,12.4478666667,12.9719333333,9.69773333333,6.48313333334,5.74476666667,6.1830060606,10.0515333333,2.31586666667,7.95086666667,5.7662,5.08273333333,8.1286
291.15,5.7784,12.5577333333,13.091,9.92493333333,6.47333333333,5.86386666667,6.18353333333,10.1634666667,2.2442,8.00753333333,5.74466666667,5.078,8.03746666667
291.52,5.58806666667,12.4884,13.1265333333,9.77500000001,6.21673333333,5.60613333333,5.97156363636,10.2022666667,2.0298,7.84393333333,5.611,4.8342,7.73573333333
291.89,5.8098,12.9296666667,13.4418,10.0505333333,6.39066666667,6.0049,6.25787272727,10.6655333333,2.34033333333,8.23193333333,5.93353333333,5.12246666667,7.94246666667
292.26,5.6366,12.9326,13.4377333333,10.0144666667,6.18846666667,5.76913333333,6.03596969697,10.551,2.25173333333,8.11306666667,5.8068,5.0054,7.6734
292.64,5.62113333333,13.1270666667,13.4532666667,10.1062,6.05346666667,5.80306666667,5.91601818182,10.5149333333,2.05393333333,8.10926666667,5.7686,4.94113333333,7.5492
293.01,5.47413333333,13.2073333333,13.4752666667,10.2102,5.8384,5.59026666667,5.706,10.5565333333,1.9148,7.95106666667,5.5702,4.84793333333,7.403
293.38,5.4468,13.4195333333,13.5579333333,10.1514666667,5.5914,5.37556666667,5.6002060606,10.5568,1.88373333333,8.07706666667,5.48113333333,4.80286666667,7.3188
293.75,5.37813333333,13.5694,13.4872666667,10.2141333333,5.41813333333,5.23503333333,5.49998787879,10.6142,1.8108,8.00913333333,5.3802,4.6878,7.15293333333
294.12,5.97153333333,14.1191333333,13.9774,10.7396,5.69373333333,5.59436666667,5.97343030303,11.2240666667,2.1034,8.59280000001,5.75673333333,5.1286,7.39533333333
294.49,6.3422,14.536,14.2979333333,11.0624,5.86746666667,5.8971,6.19480606061,11.6714666667,2.4438,8.97786666666,5.91353333333,5.4122,7.55413333333
294.86,6.7168,14.9920666667,14.775,11.5224,6.10793333333,6.28243333333,6.6301030303,12.0548666667,2.74226666667,9.54446666667,6.25846666667,5.79273333334,7.7318
295.23,6.72366666667,15.3404666667,15.0606,11.7807333333,6.16406666667,6.35646666667,6.80807878788,12.3084,2.86286666667,9.7398,6.36006666667,5.83793333333,7.82886666667
295.60,7.02466666667,15.8433333334,15.3805333333,12.3518666667,6.51966666667,6.90216666667,7.19115151515,12.6916,3.3664,10.2542,6.76966666667,6.21053333333,8.09386666667
295.97,7.19906666667,16.0980666666,15.5641333333,12.5849333333,6.61346666667,6.9223,7.38996363636,12.814,3.46973333333,10.3927333333,6.83453333333,6.2892,8.09253333333
296.34,7.48453333333,16.446,15.8609333333,13.0092666667,6.8442,7.12346666667,7.72997575758,13.199,3.6266,10.7223333333,7.08326666667,6.54773333333,8.19133333333
296.71,7.391,16.5556,15.884,13.1834,6.78226666667,6.94113333333,7.64487272727,13.2582666667,3.675,10.7738,7.05193333333,6.48666666667,8.14513333333
297.08,7.73886666667,17.0026,16.2825333333,13.6064666667,7.0568,7.3072,8.07539393939,13.5919333333,4.06826666667,11.246,7.4174,6.7822,8.4896
297.45,7.6354,16.9848,16.3326666667,13.7052,6.94413333333,7.284,7.98621212121,13.705,3.92146666667,11.1808,7.3218,6.68273333333,8.37326666667
297.82,7.54373333333,17.0517333333,16.4422,13.7776,6.83466666667,7.28543333333,7.99991515152,13.8124,3.94853333333,11.2737333333,7.24426666667,6.6768,8.36446666667
298.19,7.3074,17.0916,16.4422,13.8248,6.75153333333,7.15076666667,7.94286666667,13.7518666667,3.88853333333,11.2968666667,7.1334,6.5598,8.24233333333
298.56,6.99846666667,16.9664666667,16.3504666667,13.6934,6.4642,6.82666666667,7.71222424242,13.5252,3.4516,11.1091333334,6.84226666667,6.20546666666,7.96853333333
298.93,6.8972,17.0344,16.4125333333,13.6974,6.44073333333,6.72523333333,7.59938787879,13.5654666667,3.32333333333,11.0883333334,6.7622,6.12806666667,7.9302
299.30,7.03526666667,17.2016666667,16.5112666667,13.8202666667,6.58586666667,6.79643333333,7.63291515152,13.6384,3.4766,11.3423333334,6.89846666667,6.2108,8.04326666667
299.67,6.9576,17.1385333333,16.5532,13.7335333333,6.5236,6.49626666667,7.45930909091,13.5520666667,3.25366666667,11.3785333333,6.70686666666,6.03173333333,7.9658
300.04,6.6214,16.8878,16.3904,13.6332666666,6.18093333333,6.0529,7.10353333333,13.2730666667,2.8576,11.2546666667,6.35673333333,5.6248,7.53933333333
300.41,6.56473333333,16.9864,16.4144666667,13.6582666667,6.1482,6.07236666667,7.06642424243,13.3212666667,2.88413333333,11.3271333333,6.35213333333,5.56246666667,7.53753333333
300.78,6.64006666667,17.0297333333,16.4776,13.7292666667,6.12693333333,6.05763333333,7.06945454546,13.5109333334,2.82126666667,11.5029333333,6.32046666667,5.5216,7.40166666667
301.15,6.54133333333,17.0392,16.3686666667,13.7111333333,5.98013333333,5.84203333333,6.93214545454,13.5094666667,2.63206666667,11.5295333333,6.1636,5.4496,7.26606666667
301.52,6.59146666667,17.159,16.3563333334,13.7887333333,6.03853333333,5.7464,7.00322424242,13.4122666667,2.6776,11.7136,6.15606666667,5.4272,7.2856
301.89,6.60513333333,17.1972,16.3726,13.8135333333,6.05253333333,5.4104,6.96803030303,13.3966666667,2.4866,11.7327333333,6.04133333333,5.308,7.07253333333
302.26,6.75386666667,17.2881333333,16.3878666667,13.9704666667,6.085,5.47926666667,7.03072121212,13.5296666667,2.523,11.8551333333,6.05906666667,5.30513333333,6.97413333333
302.63,7.17066666667,17.7778666667,16.7235333333,14.4719333333,6.46066666667,5.7653,7.45515757576,13.9476666667,2.99673333333,12.3289333333,6.43853333333,5.758,7.19646666667
303.00,7.42913333333,18.0526,16.934,14.757,6.53626666667,5.79026666667,7.73424242424,14.2941333333,3.29553333333,12.7143333333,6.61513333333,5.91346666667,7.35173333333
303.37,7.60593333333,18.2146666667,17.0868666667,14.963,6.5862,5.78786666667,8.02940606061,14.485,3.3068,12.8701333333,6.6832,6.09173333333,7.31853333333
303.74,7.7656,18.4678,17.2572666666,15.2022,6.66466666667,5.9152,8.31055757576,14.6992666666,3.37,13.039,6.82933333333,6.28806666667,7.33953333333
304.10,7.96133333333,18.7490666667,17.5219333333,15.4157333333,6.81253333334,6.14236666667,8.54567878788,14.9909333333,3.53213333333,13.2604,7.0568,6.5262,7.6186
304.47,8.2582,19.1728666667,17.9571333333,15.7576666667,7.03686666667,6.20973333333,8.9059030303,15.2638666667,3.67126666667,13.6667333333,7.28373333333,6.77153333333,7.72226666667
304.84,8.41773333333,19.4886666667,18.2804,16.0349333333,7.23733333333,6.40463333333,9.21961212122,15.4807333333,3.91326666667,14.0171333333,7.53193333333,7.06146666667,7.91353333333
305.21,8.36533333333,19.4628666666,18.3737333333,16.0785333333,7.20573333333,6.3926,9.23407878788,15.5319333333,3.877,14.073,7.46026666667,6.95673333333,7.82826666667
305.58,8.67539999999,19.8073333333,18.6911333333,16.401,7.54613333333,6.75263333333,9.65355151515,15.8714666667,4.23393333333,14.4680666666,7.74226666666,7.2518,8.1218
305.95,8.97133333333,20.0868666667,18.9168666667,16.7248,7.65,6.99023333333,9.89778787877,16.1296666667,4.55226666666,14.7621333333,8.0214,7.46146666667,8.3152
306.32,8.80079999999,19.9738666667,18.9096666667,16.5837333333,7.3624,6.76513333333,9.7340848485,15.992,4.33533333333,14.6059333333,7.86486666667,7.2248,8.15713333333
306.69,8.85866666666,19.9998666666,18.918,16.5835333333,7.27993333333,6.86583333333,9.78308484849,15.9718,4.3542,14.8100666667,7.9192,7.22053333333,8.22506666667
307.06,8.60813333334,20.0298,18.912,16.5243333333,7.05153333333,6.68636666667,9.59687272727,15.8512666667,3.9722,14.7688666667,7.76386666667,6.9214,7.9926
307.43,8.4694,20.1406,18.9913333333,16.5666666667,6.90726666666,6.68513333333,9.50013333333,15.8689333334,3.84233333333,14.8695333333,7.705,6.7536,7.8124
307.80,8.425,20.1083333333,19.0062,16.6216666667,6.71633333333,6.55913333333,9.42020000001,15.7912,3.69246666667,14.9738,7.6366,6.56,7.6514
308.17,8.50206666666,20.2842,19.1399333333,16.8871333333,6.7208,6.5371,9.65237575757,15.9676666667,3.8056,15.2784666667,7.65813333333,6.53,7.732
308.54,8.47180000001,20.0941333333,19.019,17.0116666667,6.61086666667,6.5873,9.61963030303,15.968,3.7498,15.3234,7.6738,6.4734,7.81846666667
308.90,8.3224,19.8620666667,18.8811333333,16.8417333333,6.35866666667,6.4159,9.53017575757,15.8286666667,3.50486666667,15.1218666667,7.5148,6.25606666667,7.6762
309.27,8.21139999999,19.8016666667,18.7772666667,16.7120666667,6.14466666667,6.1405,9.49710303029,15.7854,3.2812,15.1367333333,7.49746666666,6.20486666667,7.51866666667
309.64,7.82453333333,19.6272,18.6257333333,16.4533333333,5.60513333333,5.63126666667,9.16116363637,15.5576666667,2.752,14.9651333333,7.169,5.77726666667,7.04906666667
310.01,7.834,19.6874666667,18.7469333333,16.4552666667,5.56373333333,5.60803333333,9.24352727273,15.5866,2.60873333333,15.2127333333,7.17366666666,5.77966666667,6.99606666667
310.38,8.08060000001,19.9926,19.0054,16.8005333333,5.77006666667,5.89876666667,9.51287878789,15.9204,2.83226666667,15.6527333333,7.44126666667,5.99453333333,7.2078
310.75,8.03693333334,20.0748,19.1372,16.9028666667,5.7556,5.83326666667,9.60616363637,16.0078666667,2.72733333333,15.7790666667,7.39,5.86113333333,7.101
311.12,8.04513333333,19.9641333333,19.0858666667,16.8435333333,5.76106666667,5.76246666667,9.62378787878,15.892,2.66926666667,15.6893333333,7.30633333333,5.86466666667,6.95273333333
311.49,8.1314,19.9487333333,19.1123333333,16.921,5.84593333333,5.6972,9.71556969697,15.9578,2.7244,15.8382,7.31493333333,5.92586666667,7.05713333333
311.85,8.13760000001,20.0514666666,19.2916666667,16.9509333333,5.85126666667,5.65983333333,9.80992121211,16.1254666666,2.73786666667,16.0054,7.36926666667,5.91266666667,7.048
312.22,8.06293333333,19.945,19.1582666667,16.7902,5.73973333333,5.57156666667,9.63776969697,15.9944666666,2.50506666667,15.9973333333,7.263,5.79893333333,6.83706666667
312.59,7.83879999999,19.8203333333,19.0796666666,16.5658,5.4592,5.27703333333,9.48401818181,15.8942666667,2.17966666667,15.8868,6.89806666667,5.46506666667,6.52973333333
312.96,7.96193333333,20.1008,19.2325333333,16.7832666667,5.5518,5.44493333333,9.68448484849,16.0686,2.23706666667,16.2356666667,7.02466666667,5.52473333333,6.4726
313.33,8.05786666667,20.3432,19.3770666667,16.9919333333,5.5754,5.4665,9.71458181819,16.1481333334,2.27853333333,16.4525333333,7.04546666667,5.49346666667,6.4488
313.70,8.38033333333,20.5828666667,19.5547333333,17.263,5.78913333333,5.7265,9.94873939395,16.3078666666,2.53093333333,16.7148666667,7.23686666667,5.683,6.6238
314.07,8.55106666666,20.7862,19.6962,17.4252666667,5.90473333333,5.87713333333,10.0623818182,16.4668,2.61373333333,16.8568,7.36846666667,5.74893333333,6.774
314.43,8.56119999999,20.8311333333,19.7709333333,17.5253333333,5.99433333333,5.7838,10.1900666667,16.5354,2.51973333333,16.9132666667,7.31873333333,5.7772,6.68833333333
314.80,8.518,20.8211333333,19.8422666667,17.4303333333,5.861,5.60736666667,10.1002787879,16.5338,2.4738,16.7652666667,7.21173333333,5.70493333333,6.52086666667
315.17,8.70213333333,21.1012,20.1193333333,17.7274666667,5.9572,5.7393,10.3451939394,16.8159333334,2.67133333333,16.9793333333,7.41486666667,5.80606666666,6.59293333333
315.54,8.58286666668,21.0843333333,20.1523333333,17.7036666667,5.70393333333,5.65823333333,10.3168363636,16.6746666667,2.447,16.8718666667,7.28873333333,5.62333333333,6.37273333333
315.91,8.61646666667,21.0779333333,20.0036666667,17.685,5.6844,5.70083333333,10.3199454545,16.598,2.44353333333,16.7986666667,7.23813333333,5.57253333333,6.31033333333
316.28,8.32653333334,20.9013333334,19.9413333333,17.5213333334,5.3072,5.31356666667,10.1116787879,16.4606,2.12686666667,16.4550666667,6.98166666667,5.30166666667,5.9246
316.64,8.07893333334,20.8738,19.8027333333,17.3544,5.0554,5.0966,9.94100000001,16.1946,1.95786666667,16.2407333334,6.74226666667,5.1456,5.66566666667
317.01,7.80326666667,20.726,19.7050666667,17.1257333333,4.68453333333,4.59026666667,9.67716363637,16.0284666667,1.65933333333,15.8773333333,6.41093333333,4.78906666667,5.3862
317.38,7.77420000001,20.6155333333,19.7136666667,17.0118666667,4.6272,4.54776666667,9.72212727272,15.9698,1.62213333333,15.8050666667,6.3934,4.7356,5.21446666667
317.75,7.69146666667,20.6667333333,19.7286666667,16.9107333334,4.5832,4.40723333333,9.72235151515,16.0479333333,1.51453333333,15.7616,6.38786666667,4.74706666666,5.15973333333
318.12,7.60446666667,20.7123333333,19.8296666666,17.022,4.61126666667,4.3166,9.80352121211,16.1126,1.47013333333,15.7962666667,6.40706666666,4.82146666667,5.11126666667
318.49,7.5222,20.6132666667,19.8883333333,16.8163333333,4.4672,4.1054,9.69760000001,15.9472666667,1.45746666667,15.7467333334,6.28053333333,4.62986666666,4.9916
318.85,7.6412,20.7094666667,19.9167333333,17.1105333333,4.58133333333,4.25303333333,9.89738787878,16.1680666667,1.57446666667,15.996,6.45853333333,4.8348,5.1736
319.22,7.5242,20.5823333333,19.8860666667,16.9986666667,4.5076,4.19933333333,9.82845454545,16.0842666667,1.57833333333,16.0121333333,6.42193333333,4.84913333333,5.17546666667
319.59,7.7106,20.8679333333,20.1777333333,17.115,4.67253333333,4.21863333333,10.0513515151,16.3502666667,1.78393333333,16.2278666667,6.6034,5.02046666667,5.3646
319.96,7.46839999999,20.6878,20.1448666667,16.9862666667,4.36193333333,3.77376666667,9.74804242422,16.0224,1.4102,16.0108666666,6.28613333333,4.8064,5.18873333333
320.32,7.687,21.0378,20.3381333333,17.1380666667,4.51606666667,4.04736666667,10.0165030303,16.1661333333,1.5402,16.2976,6.5238,4.9836,5.47633333333
320.69,8.21153333334,21.3638666666,20.8745333333,17.5632666667,4.9966,4.55356666667,10.5229454546,16.5694,2.02833333333,16.8294,7.16746666667,5.5476,5.9828
321.06,8.38919999999,21.5082666667,21.1523333333,17.7128,5.19273333333,4.88466666667,10.7433333333,16.5182666667,2.26606666667,17.1328,7.3578,5.8436,6.211
321.43,8.36873333333,21.5489333333,21.3860666667,17.7752666667,5.12533333333,4.82966666667,10.8083030303,16.6131333333,2.28973333333,17.2507333333,7.266,5.7496,6.27426666667
321.80,8.34806666667,21.5621333333,21.5544,17.9360666667,5.11413333333,4.8568,10.8267575758,16.6032666666,2.3478,17.4134666667,7.27833333333,5.64606666667,6.2368
322.16,8.34640000001,21.5043333333,21.5808,17.8741333334,5.0784,4.78513333333,10.8758606061,16.4559333333,2.35546666667,17.4617333334,7.277,5.5468,6.2018
322.53,8.39866666667,21.6713333333,21.8278666667,18.0230666667,5.14473333333,4.91433333333,10.923169697,16.5284666667,2.17973333333,17.5732666667,7.35226666667,5.64586666667,6.17473333333
322.90,8.46913333333,21.8549333333,22.1493333333,17.9916,5.25773333333,4.96513333333,11.0261090909,16.6026666667,2.12046666667,17.7224,7.4506,5.74,6.26393333333
323.27,8.43246666667,21.9898666667,22.1928,17.9801333333,5.17406666667,4.94746666667,11.1158606061,16.5970666667,1.9582,17.8196666667,7.36533333333,5.691,6.18686666667
323.63,8.19273333334,21.7909333333,22.0094666667,17.8064666667,4.82233333333,4.77416666667,10.8718727273,16.2476666667,1.59313333333,17.6584666667,7.11393333333,5.41573333333,5.83746666667
324.00,8.35753333334,22.0768,22.2572666667,18.005,5.02253333333,5.09763333333,11.233769697,16.5396,1.82126666667,17.9348666667,7.34833333333,5.6458,5.99986666667
324.37,8.54126666667,22.2891333333,22.4154666667,18.1868,5.20966666667,5.19416666667,11.4302787879,16.6538,2.142,18.1690666667,7.47606666667,5.718,6.14873333333
324.74,8.53760000001,22.4499333333,22.4167333333,18.2710666667,5.11913333333,5.16253333333,11.4790606061,16.7503333333,2.15173333333,18.2188666667,7.394,5.57646666667,6.07506666667
325.10,8.45853333333,22.5232666667,22.4258,18.3163333333,4.97986666667,4.94446666667,11.470660606,16.8444,2.0438,18.2189333333,7.2604,5.41586666667,6.04053333333
325.47,8.62813333333,22.8237333333,22.4674,18.4673333333,5.116,5.0978,11.6586666667,16.8366,2.12766666667,18.3511333333,7.4444,5.504,6.1412
325.84,8.63966666667,22.7917333333,22.5172,18.5059333333,5.1832,5.08976666667,11.7588484848,16.7601333333,2.07393333333,18.3548666667,7.44993333333,5.50066666667,6.18
326.21,8.51133333333,22.7936666667,22.5057333334,18.4504666667,4.99373333333,4.86816666667,11.6326181818,16.6775333333,1.84933333333,18.1949333333,7.25873333333,5.28026666667,6.02646666667
326.57,8.60573333333,22.8336666667,22.564,18.5474,5.0524,4.89573333333,11.8428060606,16.7569333333,2.0002,18.2707333333,7.36293333333,5.33653333333,6.1758
326.94,8.6888,22.9778666667,22.723,18.7048,5.09173333333,4.94313333333,12.0054,16.6798,2.0862,18.3725333333,7.44033333333,5.35393333333,6.25873333333
327.31,8.94393333333,23.2128666667,23.042,18.9621333333,5.3456,5.15146666667,12.286569697,16.8322666667,2.27433333333,18.4819333333,7.62426666667,5.53386666667,6.44313333334
327.67,9.09273333333,23.383,23.1929333333,19.1382,5.51933333333,5.30653333333,12.531030303,16.9622,2.4028,18.6494,7.77426666667,5.65986666667,6.64613333333
328.04,9.12153333333,23.4067333333,23.2216666667,19.1803333333,5.53106666667,5.24223333333,12.6171393939,16.9780666667,2.5062,18.6882,7.7832,5.60886666667,6.627
328.41,9.18626666667,23.4528666667,23.4246666667,19.3132666667,5.56966666667,5.37933333333,12.7282969697,17.0524,2.45706666667,18.6903333333,7.85873333333,5.7078,6.63993333333
328.78,9.00359999999,23.3708,23.3499333333,19.1132,5.45393333333,5.1532,12.6168242424,16.8212666667,2.2272,18.4836,7.74566666667,5.56206666666,6.44273333333
329.14,9.17053333333,23.4774,23.5138,19.28,5.69626666667,5.3354,12.8893878788,16.8545333333,2.41346666667,18.7202666667,8.0068,5.72646666667,6.5294
329.51,9.22606666667,23.5394666667,23.8904666667,19.4536,5.82726666667,5.35026666667,13.0242909091,17.0314,2.49986666667,18.7026666667,8.0434,5.82726666667,6.61786666667
329.88,9.28266666667,23.6186,24.0552666667,19.4294666667,5.77013333333,5.29413333333,13.0099151515,16.9964666666,2.479,18.6513333333,8.00146666667,5.8208,6.56673333333
330.24,9.36013333334,23.7169333333,24.1815333333,19.5123333333,5.8332,5.46053333333,13.0492181818,17.0980666667,2.65346666667,18.7574,8.11906666667,5.92273333333,6.5926
330.61,9.29493333333,23.8768,24.2093333333,19.4764666667,5.72906666667,5.4535,12.9364,17.0331333333,2.6698,18.7159333333,8.07553333333,5.79833333333,6.37713333333
330.98,9.30539999999,23.8878,24.2292,19.4941333333,5.7496,5.42963333333,12.8509454545,17.0110666667,2.6522,18.6731333333,8.06213333333,5.719,6.28886666667
331.34,9.26419999999,23.8683333333,24.1717333333,19.4324666667,5.58133333333,5.27733333333,12.7270787879,16.9316,2.60966666667,18.6958666667,8.01446666667,5.571,6.24406666667
331.71,9.1458,23.8171333333,24.222,19.3578666667,5.52553333334,5.1061,12.6108666666,16.9594666667,2.45513333333,18.6053333333,7.84053333333,5.36446666667,6.1126
332.08,9.2288,23.9348666667,24.4086,19.4967333333,5.6172,5.18933333333,12.675830303,16.9507333334,2.41606666667,18.7042,7.803,5.4668,6.1296
332.44,9.22486666666,23.9865333333,24.4506666667,19.436,5.64713333333,5.13803333333,12.6962545455,16.8516666667,2.448,18.7585333333,7.68046666667,5.48466666667,6.06326666667
332.81,9.49260000001,24.2209333333,24.8599333333,19.7613333333,5.8432,5.27376666667,12.8694969697,17.0898,2.7172,19.0308666667,7.88006666667,5.69606666667,6.26226666667
333.18,9.49579999999,24.3535333333,25.0293333333,19.7852,5.79853333333,5.21803333333,12.8089090909,17.0563333333,2.69086666667,19.0582,7.73686666667,5.68973333333,6.23126666667
333.54,9.49306666666,24.4314666667,25.0826666667,19.8143333333,5.7018,5.25763333333,12.8179272727,16.9614666667,2.63133333333,19.1842666667,7.739,5.61806666667,6.1256
333.91,9.58526666667,24.678,25.3022,20.0563333333,5.81793333333,5.437,13.1150848485,17.1982666667,2.82773333333,19.3851333333,7.90733333333,5.80846666667,6.3956
334.28,9.69286666666,24.8742,25.5195333333,20.276,5.98213333333,5.6569,13.3973333334,17.2146666667,2.976,19.5211333333,7.99113333333,5.913,6.5722
334.64,9.74026666667,24.981,25.6862,20.3193333333,5.99486666667,5.69696666667,13.5155575758,17.2456666667,3.02806666667,19.5764666667,7.97173333333,5.96006666667,6.70673333333
335.01,9.72219999999,25.0642,25.8237333334,20.3494,5.90433333333,5.67756666667,13.5913939394,17.2541333333,2.99453333333,19.5354666667,7.91453333333,5.96133333334,6.65606666667
335.38,9.67,25.1108666667,25.8606666667,20.416,5.9574,5.70616666667,13.6729454545,17.2744,3.036,19.5865333333,7.9226,5.97686666667,6.68753333333
335.74,9.98713333334,25.5100666667,26.3338,20.8314,6.27606666667,6.06516666667,14.0524060606,17.5212666667,3.46813333333,19.8676,8.24473333333,6.35453333333,6.95706666667
336.11,9.98086666667,25.5843333333,26.4570666667,20.8334,6.15726666667,5.99726666667,14.0828666667,17.4657333333,3.43233333333,19.9060666666,8.28113333334,6.29186666667,6.931
336.47,9.92906666666,25.5576666667,26.5314,20.8753333333,5.95693333333,5.7996,14.0006666666,17.3764666667,3.20946666667,19.8257333333,8.23173333333,6.0818,6.82586666667
336.84,9.78926666667,25.5258666667,26.4547333333,20.7622,5.80793333333,5.59036666667,13.9368484848,17.1443333333,2.92326666667,19.7943333333,8.0168,5.8618,6.69066666667
337.21,9.88906666666,25.4931333333,26.5429333333,20.8172,5.8632,5.72576666667,14.0343696969,17.1971333334,2.9166,19.7847333333,8.07926666667,5.83233333333,6.72993333333
337.57,9.89013333332,25.5349333333,26.5966666667,20.8040666667,5.86,5.7185,14.0526909091,17.1743333333,2.86493333333,19.8098,7.97766666667,5.86866666667,6.76366666666
337.94,9.78533333332,25.5118666667,26.5552666667,20.6998666667,5.77713333333,5.60226666667,13.9202484848,17.0000666667,2.6512,19.7418666667,7.8192,5.71706666667,6.51866666667
338.31,9.71653333333,25.5274666667,26.5983333333,20.7018,5.6068,5.42303333333,13.8881454546,16.9502,2.4958,19.7506,7.64213333334,5.6412,6.35493333333
338.67,9.85633333334,25.6404666667,26.7823333333,20.8303333333,5.70613333333,5.404,14.042460606,16.9417333333,2.4556,19.8186,7.7014,5.694,6.38786666667
339.04,9.74486666666,25.55,26.7565333333,20.7286666667,5.6362,5.24946666667,13.923,16.848,2.33133333333,19.7927333333,7.50433333333,5.5102,6.31506666667
339.40,9.85246666665,25.7136,27.0598666666,20.9168,5.7038,5.28236666667,14.0582181818,16.9098,2.33426666667,19.8355333333,7.56273333333,5.50653333333,6.34133333333
339.77,9.74146666667,25.6661333333,27.0138666667,20.8064666667,5.50473333333,5.0936,13.9359515151,16.7468666667,2.12273333333,19.8096,7.3862,5.3564,6.17966666667
340.14,9.87679999999,25.8447333333,27.2676,20.97,5.62966666667,5.2228,14.1331333333,16.8075333333,2.2234,19.9308,7.4552,5.4074,6.30813333333
