wavelength,Back_TanVirf,Belly_TanVirf,Breast_TanVirf,Crissum_TanVirf,Crown_TanVirf,DorTail_TanVirf,Patch10_TanVirf,Patch11_TanVirf,Patch12_TanVirf,Rump_TanVirf,Throat_TanVirf,WingTip_TanVirf
493.25,9.6875,20.26875,18.4286666666,14.6212222222,9.59266666669,7.44540151515,7.85483333333,8.28733333333,13.606,11.3317291667,12.101,9.56766666667
493.60,9.79591666667,20.30725,18.4883333333,14.6944444444,9.64591666666,7.47879166666,7.93716666667,8.36325,13.7466666667,11.488994213,12.126,9.57291666666
493.95,9.96308333334,20.3730833333,18.5594166667,14.7727777778,9.72691666668,7.52598106061,8.0705,8.48708333333,13.9374166667,11.6922361111,12.1955,9.60733333333
494.30,10.1566666667,20.46875,18.64575,14.9048888889,9.84683333335,7.60748106061,8.22416666667,8.63125,14.1698333333,11.9522534722,12.2705,9.64683333334
494.65,10.3705,20.5780833334,18.7504166667,15.0415555555,9.97741666666,7.68472348485,8.38266666666,8.79983333333,14.4376666667,12.2269652778,12.3525,9.69116666668
495.00,10.58775,20.6991666667,18.8656666667,15.163,10.0905833334,7.75212121213,8.52808333333,8.96483333333,14.7120833333,12.5125972222,12.4353333334,9.72808333334
495.34,10.82775,20.8021666667,18.9870833333,15.3096666667,10.2180833333,7.83939393939,8.71025,9.14683333333,14.99575,12.8100659722,12.5200833333,9.76883333333
495.69,11.0818333333,20.8819166667,19.0789166667,15.4294444444,10.351,7.92061363637,8.88825,9.3365,15.2833333334,13.1406863426,12.6094166667,9.81183333333
496.04,11.3089166667,20.9261666667,19.146,15.5303333333,10.4479166667,7.97615909091,9.01566666667,9.48516666668,15.53575,13.4099710648,12.6506666667,9.79916666666
496.39,11.5414166667,20.9878333333,19.2088333334,15.6366666667,10.535,8.04126136363,9.16175,9.62875,15.7915,13.6914490741,12.6914166667,9.79816666666
496.74,11.76025,21.0525833334,19.2908333334,15.7268888889,10.617,8.06962121213,9.30441666666,9.78358333332,16.0669166667,13.9672962963,12.7294166667,9.80991666668
497.09,11.9963333333,21.1243333333,19.3716666667,15.8357777778,10.7455,8.13114772727,9.47033333335,9.94358333334,16.3536666667,14.26440625,12.7819166667,9.83133333333
497.44,12.2381666667,21.1884166666,19.433,15.9154444444,10.8309166666,8.1813030303,9.61416666667,10.1060833333,16.6114166667,14.5327928241,12.8311666667,9.84408333333
497.79,12.4355,21.23,19.4730833334,16.0121111111,10.8909166667,8.22181060606,9.73483333335,10.23125,16.8395833333,14.7758715278,12.8295833333,9.82483333332
498.14,12.688,21.3143333333,19.54,16.1177777778,10.97325,8.27120454546,9.88125,10.3933333334,17.1020833333,15.0598252315,12.8805833333,9.83966666668
498.48,12.9171666667,21.34925,19.58575,16.1957777778,11.0494166667,8.30916666667,10.0335,10.54325,17.34525,15.3483854167,12.9089166667,9.83258333332
498.83,13.1774166667,21.39425,19.6229166667,16.2756666667,11.1375833333,8.35469318182,10.1941666667,10.6955,17.5988333333,15.630625,12.9345833333,9.83266666666
499.18,13.4401666667,21.4521666667,19.6838333333,16.3776666667,11.2409166667,8.41693560606,10.3624166667,10.86625,17.8800833333,15.9494513889,12.9855833333,9.85466666666
499.53,13.7341666667,21.5498333334,19.76475,16.5121111111,11.3418333333,8.49119696969,10.5604166667,11.0646666667,18.18375,16.2909131944,13.0484166667,9.87950000001
499.88,14.0640833333,21.6846666667,19.8830833334,16.6731111111,11.472,8.58763257575,10.8014166667,11.29775,18.5408333334,16.6743020833,13.1430833333,9.93699999999
500.23,14.399,21.80175,19.98675,16.8311111111,11.623,8.69339772728,11.0415833333,11.52475,18.8988333333,17.0612696759,13.22725,9.97850000001
500.58,14.7476666667,21.8990833333,20.0594166666,16.9907777778,11.7620833333,8.79120833334,11.2598333333,11.7456666667,19.2241666667,17.4511666667,13.2870833333,10.0058333333
500.92,15.0825833333,21.97025,20.13225,17.1056666667,11.833,8.86298863638,11.47275,11.93675,19.5451666667,17.8303796297,13.3128333333,10.0075
501.27,15.422,22.0374166667,20.1786666666,17.2303333333,11.9610833333,8.92897348485,11.68175,12.1434166667,19.8876666666,18.2243240741,13.3341666666,10.0050833333
501.62,15.82,22.1340833333,20.2866666667,17.3723333333,12.10525,9.01068939393,11.922,12.40625,20.2778333333,18.6658981482,13.4188333333,10.061
501.97,16.1595,22.18,20.34275,17.4655555555,12.1963333333,9.0748560606,12.1373333333,12.6195,20.6395833333,19.0713703704,13.4608333333,10.0731666667
502.32,16.5673333333,22.28525,20.42025,17.6236666666,12.3305,9.16329924242,12.37925,12.8568333333,21.02375,19.5028356482,13.5076666666,10.0856666667
502.67,16.94675,22.3604166667,20.5070833333,17.7937777778,12.4504166667,9.26741287878,12.6149166667,13.08625,21.418,19.9362175926,13.56775,10.1158333333
503.01,17.3388333333,22.4208333334,20.5793333333,17.9503333333,12.5611666667,9.32895454546,12.8540833333,13.3238333333,21.7933333333,20.3640532407,13.6311666666,10.1333333333
503.36,17.7049166667,22.436,20.635,18.0596666667,12.6693333333,9.39678787878,13.0581666667,13.5240833333,22.1265833333,20.7403599537,13.6539166667,10.1371666667
503.71,18.0678333333,22.4824166666,20.6923333333,18.1634444444,12.79225,9.44581439394,13.25775,13.7368333334,22.4730833333,21.1299050926,13.692,10.1335833333
504.06,18.4309166666,22.52675,20.7539166667,18.2383333333,12.8750833333,9.48479166667,13.4446666667,13.9348333333,22.7909166666,21.4906423611,13.7228333333,10.1270833333
504.41,18.771,22.5248333333,20.7885833334,18.2935555555,12.93775,9.53668560606,13.6146666667,14.10375,23.0800833333,21.8363611111,13.7395,10.1019166667
504.75,19.15575,22.5634166667,20.8745,18.4253333333,13.0585,9.58721590908,13.8281666667,14.3216666666,23.429,22.2225451389,13.8215,10.11325
505.10,19.5178333334,22.6220833333,20.9268333334,18.5303333334,13.1440833333,9.66510984848,14.04375,14.5261666667,23.75525,22.6040706018,13.88975,10.1233333334
505.45,19.8924166667,22.6865,21.0,18.6604444444,13.2590833333,9.74854545454,14.2670833333,14.7403333333,24.087,22.9978229167,13.9443333333,10.1311666667
505.80,20.2890833333,22.7428333333,21.0635833333,18.7836666667,13.3869166667,9.83442045455,14.4814166667,14.9528333334,24.4279166667,23.3934872685,13.975,10.1431666667
506.15,20.6570833333,22.78875,21.15675,18.8903333333,13.496,9.92073484847,14.70175,15.1725,24.7813333333,23.7749293982,14.0351666666,10.1719166667
506.49,21.0475833333,22.8525,21.2445,18.9956666667,13.59175,9.97388636363,14.9074166667,15.3930833333,25.1043333333,24.1610196759,14.0816666666,10.16275
506.84,21.4301666667,22.9029166667,21.304,19.0761111111,13.6791666667,10.0375681818,15.0976666666,15.6025833333,25.43,24.5426342593,14.10425,10.1638333333
507.19,21.8040833333,22.975,21.3638333333,19.1745555556,13.79825,10.1013333333,15.304,15.8149166666,25.7571666667,24.9264837963,14.1791666667,10.1755
507.54,22.1066666666,22.9513333333,21.38325,19.2388888889,13.8271666667,10.1203825757,15.46175,15.94725,25.9995,25.2131840278,14.17725,10.1488333333
507.88,22.423,22.95075,21.41825,19.3282222222,13.9004166667,10.1561060606,15.6275833333,16.118,26.266,25.557318287,14.1968333333,10.1355833333
508.23,22.7551666667,23.0120833333,21.4864166667,19.4434444445,14.00425,10.2111931818,15.8240833333,16.3135,26.58025,25.8889050926,14.2455,10.1515833333
508.58,23.0488333334,23.042,21.5245833333,19.5356666667,14.0785,10.2509583333,15.9775833333,16.4704166667,26.8355833334,26.187369213,14.2623333333,10.1520833333
508.93,23.36575,23.0793333333,21.59925,19.6481111111,14.1531666667,10.2878295455,16.1424166667,16.6375833333,27.10225,26.5057615741,14.286,10.1659166666
509.27,23.6715,23.09725,21.65925,19.7228888889,14.2183333333,10.3159507576,16.297,16.77525,27.3621666667,26.8149537037,14.3166666667,10.159
509.62,23.9573333333,23.141,21.7238333333,19.7927777778,14.2709166667,10.3439090909,16.446,16.9254166667,27.5896666667,27.1146678241,14.3715,10.1348333333
509.97,24.2504166667,23.1531666667,21.7598333333,19.8645555556,14.3399166667,10.3618333333,16.5790833333,17.06375,27.8071666667,27.3784988426,14.3913333334,10.1278333333
510.32,24.512,23.13975,21.79925,19.9297777778,14.4055833333,10.3918636364,16.7158333333,17.1825833333,28.0154166667,27.6344074074,14.42775,10.1218333333
510.66,24.7774166667,23.1660833333,21.84625,19.9834444444,14.4846666667,10.4164696969,16.8540833333,17.28925,28.2438333333,27.8852696759,14.4645,10.1215
511.01,25.0194166667,23.1755,21.8744166666,20.0354444445,14.4965833333,10.4255984848,16.9569166667,17.4115,28.4390833333,28.1296053241,14.4695,10.0846666667
511.36,25.3286666667,23.2444166667,21.949,20.1238888889,14.58825,10.4760871212,17.0990833333,17.58575,28.7001666666,28.4447233797,14.53725,10.1045833333
511.70,25.5951666667,23.3168333333,22.0334166666,20.2161111111,14.6683333333,10.533719697,17.25475,17.7361666666,28.9370833333,28.7118657407,14.6055833333,10.1298333333
512.05,25.8535,23.36225,22.1125,20.2998888889,14.7328333333,10.5525833333,17.375,17.8619166667,29.1506666667,28.9885821759,14.6523333333,10.1269166667
512.40,26.0956666667,23.3883333333,22.1624166667,20.3578888889,14.7875833333,10.5953560606,17.5010833333,17.996,29.3426666666,29.227806713,14.6889166667,10.1218333333
512.75,26.3209166666,23.3899166666,22.1945,20.4134444444,14.8500833333,10.6227083333,17.608,18.1021666667,29.5138333333,29.4331724537,14.7341666667,10.1039166667
513.09,26.545,23.4226666666,22.2185,20.4575555555,14.8989166667,10.6459318182,17.6970833334,18.2118333333,29.6841666667,29.6309212963,14.75925,10.0975
513.44,26.7750833333,23.4204166666,22.2621666666,20.5288888889,14.9589166667,10.6756666666,17.7995833333,18.3176666666,29.8563333333,29.8266921296,14.7860833333,10.1075
513.79,26.9858333333,23.4514166667,22.3015833333,20.6046666667,15.0108333333,10.6897727273,17.90175,18.4195833334,30.0380833333,30.048443287,14.82225,10.0931666667
514.13,27.2386666667,23.5131666667,22.3584166667,20.6913333333,15.072,10.7283863636,18.0245,18.5645,30.2401666667,30.3022037037,14.8763333333,10.1055833333
514.48,27.5028333333,23.57575,22.4598333333,20.8091111111,15.1435833334,10.7850075758,18.1519166667,18.7441666666,30.4444166666,30.5891365741,14.9546666667,10.1135
514.83,27.8001666667,23.6364166667,22.56825,20.9127777778,15.2471666667,10.8266931818,18.29825,18.8844166667,30.66075,30.8794247686,15.0204166667,10.148
515.17,28.0328333334,23.6644166666,22.6426666667,20.9937777778,15.3266666667,10.8902575758,18.42775,19.0041666667,30.8340833333,31.116931713,15.0550833333,10.1555
515.52,28.2774166667,23.6683333333,22.6885833333,21.0534444445,15.3909166666,10.9162575758,18.5231666667,19.1173333334,31.0193333333,31.3420821759,15.0855,10.1450833333
515.87,28.4951666667,23.68625,22.73425,21.0901111111,15.454,10.9484242424,18.6159166667,19.2255833333,31.19125,31.5461875,15.1421666667,10.1318333333
516.21,28.6988333334,23.6839166667,22.7903333333,21.1233333333,15.51075,10.9665227273,18.7013333334,19.3228333334,31.3593333333,31.7689548611,15.191,10.1275833333
516.56,28.9248333334,23.7359166666,22.882,21.1628888889,15.578,11.006469697,18.8196666667,19.4495833333,31.5645,32.0096898148,15.2495833333,10.1335
516.91,29.1023333333,23.74925,22.94425,21.2184444444,15.6539166667,11.0445757576,18.90775,19.5565,31.7375833333,32.2125289352,15.30175,10.1280833333
517.25,29.2759166667,23.7861666667,23.0085,21.2778888889,15.7126666667,11.0596098485,19.0029166667,19.6648333333,31.899,32.3950671296,15.3564166667,10.12125
517.60,29.4623333333,23.8273333333,23.0834166667,21.3081111111,15.7783333333,11.1125454545,19.1056666666,19.7801666667,32.0588333334,32.5811539352,15.42875,10.1461666667
517.95,29.61225,23.8378333333,23.1365833333,21.3361111111,15.8318333333,11.1322121212,19.17925,19.8513333333,32.1839166667,32.7175972222,15.4635,10.1518333333
518.29,29.7305,23.8349166667,23.166,21.3576666667,15.8461666667,11.1407575758,19.2299166666,19.8935833333,32.2739166667,32.8094305556,15.4625,10.1325833333
518.64,29.8200833333,23.8299166666,23.19525,21.3805555556,15.88475,11.1563712121,19.2808333333,19.94725,32.3795,32.890693287,15.49175,10.1199166667
518.99,29.9233333333,23.8126666666,23.2254166667,21.4036666667,15.9055,11.1474772727,19.32775,19.99725,32.4900833333,32.9892800926,15.5179166666,10.08875
519.33,30.0463333333,23.84025,23.27325,21.4315555555,15.9463333333,11.1672689394,19.3929166667,20.07425,32.5948333333,33.1050706019,15.5621666667,10.0950833333
519.68,30.1920833333,23.879,23.3249166667,21.5025555556,15.9825833333,11.1742424243,19.4788333333,20.14925,32.7053333333,33.2465219907,15.58925,10.1010833333
520.02,30.327,23.9256666667,23.3870833333,21.5713333333,16.03175,11.2167992424,19.56,20.2324166667,32.82025,33.3857534722,15.6470833333,10.1221666667
520.37,30.4880833333,23.96275,23.4605,21.6552222222,16.1028333333,11.2545075758,19.6586666667,20.3241666667,32.94625,33.5428518519,15.7108333333,10.1514166667
520.72,30.63275,23.9691666667,23.5053333334,21.6978888889,16.12575,11.2634621212,19.7319166667,20.3746666667,33.032,33.6603553241,15.7451666667,10.1466666667
521.06,30.8283333333,24.0285,23.58675,21.7703333333,16.2036666667,11.3131590909,19.8344166667,20.4725833333,33.194,33.8396099537,15.8244166667,10.1739166667
521.41,30.99175,24.0524166667,23.6571666667,21.8484444444,16.2429166667,11.3218825758,19.9094166667,20.5281666667,33.3089166666,34.0064710648,15.87,10.1641666667
521.75,31.1794166667,24.0983333333,23.74375,21.9293333333,16.3068333333,11.3762765151,20.0180833333,20.6314166667,33.4621666666,34.1908888889,15.922,10.1825833333
522.10,31.3238333333,24.1126666667,23.787,21.9743333333,16.3796666667,11.3929507576,20.0865833333,20.694,33.5809166667,34.3306805556,15.9824166666,10.1888333333
522.45,31.52575,24.1475833333,23.8745833333,22.0322222222,16.45575,11.4186401515,20.1815,20.793,33.7253333333,34.519119213,16.0525833334,10.20175
522.79,31.7333333333,24.2126666667,23.9805833333,22.1084444444,16.5496666667,11.4676098485,20.2941666667,20.9066666667,33.88225,34.7423055555,16.1350833333,10.2315833333
523.14,31.90425,24.2203333333,24.0564166667,22.1817777778,16.6175,11.487935606,20.3864166667,20.9838333333,34.02675,34.9194976852,16.1980833333,10.24425
523.48,32.0630833333,24.2195833333,24.116,22.1853333333,16.6613333334,11.4976590909,20.4409166667,21.06525,34.1654166667,35.0736377315,16.2441666667,10.2318333333
523.83,32.2290833333,24.2254166667,24.182,22.205,16.7214166667,11.49125,20.5081666667,21.1298333333,34.31125,35.2169675926,16.2706666667,10.2086666667
524.17,32.3420833333,24.2081666667,24.2014166667,22.2127777778,16.7556666667,11.511969697,20.5385833333,21.1930833333,34.395,35.317462963,16.2935,10.19925
524.52,32.5013333334,24.2555833333,24.2771666667,22.2552222222,16.816,11.5457916667,20.6195,21.2906666667,34.5476666667,35.4700972223,16.3640833333,10.2029166667
524.87,32.5816666667,24.2359166666,24.3084166667,22.2598888889,16.8313333333,11.5395909091,20.638,21.31575,34.605,35.5548611111,16.3730833333,10.1906666666
525.21,32.7215833333,24.2458333333,24.3566666667,22.2795555556,16.8986666667,11.5721666667,20.7014166667,21.3968333333,34.72875,35.6833263889,16.435,10.2036666667
525.56,32.80875,24.24775,24.3810833333,22.2774444445,16.929,11.5508863637,20.7301666667,21.4523333333,34.8041666667,35.7958981482,16.4864166667,10.174
525.90,32.9884166667,24.2699166667,24.4718333333,22.3294444444,16.9848333334,11.5573636364,20.81475,21.53325,34.952,35.9817766204,16.5609166667,10.1708333333
526.25,33.10575,24.26175,24.5073333334,22.3371111111,16.99,11.5314242424,20.8533333334,21.5685833333,35.043,36.1077569445,16.5829166667,10.14175
526.59,33.2480833333,24.2836666667,24.5480833333,22.3556666667,17.0131666667,11.5346212121,20.90225,21.6175,35.1664166667,36.2650868056,16.6215,10.118
526.94,33.3849166667,24.3018333334,24.6034166667,22.3894444445,17.0440833333,11.5181780303,20.95075,21.6675,35.286,36.4262025463,16.6665,10.0999166667
527.28,33.483,24.3046666667,24.6498333333,22.4137777778,17.0879166667,11.5389734849,20.9965,21.7080833334,35.388,36.5320787037,16.7184166667,10.09275
527.63,33.5503333333,24.3005,24.6663333333,22.4286666667,17.1075,11.5342462121,21.0248333333,21.7375,35.4425833334,36.6147835648,16.7530833333,10.0806666667
527.97,33.6398333333,24.3066666666,24.6980833333,22.4554444444,17.1259166667,11.5196477273,21.06,21.75775,35.50875,36.7039791667,16.7861666667,10.0665833333
528.32,33.6800833333,24.2743333333,24.70675,22.4542222222,17.136,11.498625,21.07775,21.76675,35.52125,36.743287037,16.8018333333,10.053
528.66,33.7576666667,24.2714166667,24.7303333333,22.4754444445,17.1614166666,11.5047840909,21.1203333333,21.8071666667,35.5865833333,36.818130787,16.8265,10.0523333333
529.01,33.8095833333,24.2601666667,24.7508333333,22.4812222222,17.1665833333,11.4876060606,21.1399166667,21.82475,35.6259166666,36.8707083334,16.83925,10.0339166667
529.35,33.893,24.2736666667,24.7863333334,22.5076666667,17.1918333333,11.4975265151,21.1691666666,21.8431666666,35.7024166666,36.952125,16.8646666666,10.038
529.70,33.9498333333,24.2699166667,24.79775,22.5108888889,17.20675,11.5013712121,21.1873333334,21.869,35.7475833333,37.0037928241,16.8875,10.0288333333
530.04,34.056,24.29925,24.8539166667,22.5677777778,17.2655833334,11.5424734848,21.2460833334,21.9255,35.8438333333,37.1082685185,16.9441666667,10.0446666667
530.39,34.1235833333,24.3020833333,24.9039166667,22.6012222222,17.30675,11.5455568182,21.2918333333,21.97275,35.8973333333,37.1573773148,17.0025,10.06175
530.73,34.2055,24.30525,24.9444166666,22.6147777778,17.3465833333,11.5734924242,21.34125,22.0220833333,35.9466666667,37.2184560185,17.04225,10.0636666667
531.08,34.3075833334,24.3178333333,24.9911666667,22.6515555556,17.3781666666,11.570125,21.39125,22.0763333334,36.0073333333,37.31684375,17.0966666667,10.0705
531.42,34.4480833333,24.3334166666,25.06225,22.6833333333,17.4199166667,11.5900568182,21.45075,22.1538333333,36.1171666667,37.4436828704,17.157,10.0726666667
531.77,34.5555,24.32175,25.1031666667,22.6981111111,17.4610833333,11.6028598485,21.49425,22.2048333333,36.19425,37.5337824074,17.2095,10.0741666667
532.11,34.706,24.3711666667,25.18675,22.7554444444,17.5285833333,11.6499015151,21.56075,22.3015,36.3269166667,37.6870416667,17.2900833333,10.0963333333
532.46,34.8375833333,24.3874166667,25.2613333333,22.7871111111,17.5908333333,11.6632121212,21.6205833333,22.3753333333,36.4244166666,37.8094837963,17.3756666667,10.09975
532.80,34.9431666667,24.4141666667,25.30575,22.82,17.6415,11.6803371212,21.6620833333,22.4268333333,36.5040833333,37.9118587963,17.42575,10.1148333333
533.15,35.0754166666,24.407,25.3725833333,22.8592222222,17.6885833333,11.6973181818,21.7320833334,22.5059166667,36.5930833334,38.0252025463,17.4865833333,10.1149166667
533.49,35.1920833333,24.4425,25.4338333333,22.9058888889,17.7519166667,11.7333068182,21.7940833333,22.5756666667,36.6865833333,38.1397685185,17.5488333334,10.1304166667
533.84,35.282,24.453,25.4806666667,22.9227777778,17.80225,11.7464204545,21.8360833333,22.6333333333,36.7445,38.21475,17.6138333333,10.1396666666
534.18,35.4040833333,24.4824166667,25.5299166666,22.9428888889,17.8716666667,11.788125,21.89275,22.6966666667,36.8420833333,38.3156990741,17.68775,10.1600833333
534.52,35.51925,24.5070833333,25.5901666667,22.9701111111,17.9248333333,11.7881893939,21.9216666667,22.7495,36.9339166666,38.4134305556,17.7571666667,10.16175
534.87,35.6820833333,24.5525833334,25.67675,23.0424444444,18.00825,11.8465113636,21.9906666667,22.8405833334,37.04675,38.5499988426,17.8431666667,10.1944166667
535.21,35.8511666667,24.6038333333,25.7690833333,23.1277777778,18.103,11.886719697,22.0669166667,22.92625,37.1586666666,38.6975590278,17.9453333333,10.2385833333
535.56,35.9996666667,24.6528333333,25.8728333333,23.1885555556,18.17125,11.9235871212,22.128,23.0205833333,37.2810833333,38.8470833333,18.0466666667,10.2615
535.90,36.1460833333,24.6854166666,25.9554166667,23.2436666667,18.25125,11.9644507576,22.1886666667,23.094,37.39075,38.9870625,18.1415833333,10.2776666667
536.25,36.2789166667,24.7430833333,26.0265833333,23.3041111111,18.3081666667,12.0047083333,22.2455,23.1661666666,37.4738333333,39.1147766203,18.2151666667,10.3030833333
536.59,36.4334166666,24.7769166667,26.1274166667,23.3741111111,18.3875833333,12.0578787879,22.31975,23.2661666667,37.5853333333,39.2511122685,18.32275,10.3196666667
536.93,36.54725,24.8215833333,26.1905833333,23.4262222222,18.4535,12.0894924242,22.3648333333,23.322,37.6659166667,39.3487164352,18.4094166667,10.3509166667
537.28,36.6701666667,24.83675,26.2548333333,23.4696666667,18.5169166667,12.1047386364,22.4026666666,23.3698333334,37.739,39.4448773148,18.485,10.3684166667
537.62,36.7659166666,24.8335833333,26.2893333334,23.4893333333,18.5376666667,12.1100757576,22.4241666667,23.3998333333,37.79625,39.5260891204,18.5349166667,10.3518333333
537.97,36.8540833333,24.82275,26.3265,23.5321111111,18.5675833333,12.1188333333,22.4165833334,23.4414166666,37.8328333334,39.6117303241,18.5821666667,10.3369166667
538.31,36.9974166667,24.864,26.4231666667,23.6212222222,18.66375,12.1830227273,22.5038333333,23.5229166667,37.9399166666,39.7537002315,18.6995833333,10.39375
538.65,37.1155833333,24.8386666666,26.4689166667,23.6098888889,18.7034166667,12.1766969697,22.5345833333,23.55175,38.0,39.8447291667,18.7735833333,10.3960833333
539.00,37.2186666667,24.82425,26.51525,23.6263333333,18.7289166667,12.1736780303,22.5505833333,23.5983333333,38.0575,39.9300532407,18.83975,10.36375
539.34,37.3415833333,24.8391666667,26.5734166667,23.678,18.8146666667,12.1846515151,22.61125,23.6616666666,38.13475,40.0532546296,18.9335833333,10.38175
539.69,37.4445,24.828,26.61375,23.705,18.83875,12.1615833333,22.6416666667,23.7105833334,38.1725833334,40.1436469907,18.9825833333,10.3751666667
540.03,37.5405,24.79575,26.6515833334,23.7233333333,18.87175,12.1300227273,22.6590833334,23.74225,38.2525,40.221912037,19.05725,10.3605
540.37,37.5951666667,24.77075,26.65375,23.7042222222,18.8643333333,12.098280303,22.6381666667,23.7473333333,38.2585833333,40.2614664352,19.0866666667,10.3480833333
540.72,37.6365,24.7463333334,26.6553333334,23.7015555556,18.884,12.0716780303,22.62425,23.7491666667,38.2626666667,40.2828298611,19.1284166667,10.3315833333
541.06,37.6815833333,24.7300833333,26.66375,23.6934444445,18.8720833333,12.051125,22.6243333333,23.7590833333,38.2666666667,40.3219594907,19.16175,10.3181666667
541.40,37.7544166667,24.7173333333,26.6900833333,23.716,18.8975833333,12.0440492424,22.641,23.7806666667,38.2958333333,40.3786805555,19.2174166667,10.3149166667
541.75,37.842,24.7180833333,26.7218333333,23.7353333333,18.912,12.0207462121,22.668,23.8135,38.33625,40.4543784722,19.2615833333,10.3096666666
542.09,37.89025,24.6776666666,26.7056666667,23.716,18.8925,11.9927386364,22.6514166667,23.8108333333,38.3321666667,40.4671134259,19.2776666666,10.27625
542.43,37.95,24.7020833333,26.7363333334,23.7675555556,18.9351666667,11.9955189394,22.6820833334,23.8451666667,38.3605,40.5058310185,19.3349166667,10.2836666667
542.78,38.02025,24.71725,26.7565833333,23.7901111111,18.9700833333,12.0053484848,22.7090833333,23.872,38.3846666667,40.5478368056,19.3966666667,10.30125
543.12,38.1005,24.7198333333,26.795,23.8144444444,18.99075,12.0077424242,22.7249166667,23.9005,38.4124166667,40.5934733796,19.44225,10.30675
543.46,38.2155833333,24.75575,26.8544166666,23.8608888889,19.0585,12.0352992424,22.7673333333,23.9431666667,38.48525,40.6621736111,19.5349166667,10.3419166667
543.81,38.2915,24.7764166667,26.88125,23.8951111111,19.0985833333,12.0642878788,22.7821666667,23.9574166667,38.5004166666,40.7019641204,19.6015,10.36325
544.15,38.4025833334,24.80325,26.9415,23.9744444444,19.17775,12.0974810606,22.83875,24.0149166667,38.5715833333,40.7961967593,19.6985833333,10.392
544.49,38.5318333334,24.8508333333,27.0208333333,24.0394444444,19.251,12.141969697,22.90775,24.1045,38.6625833333,40.9266481482,19.8176666667,10.4335833333
544.84,38.6810833333,24.8945,27.1154166666,24.1145555556,19.3539166667,12.1971666667,22.9894166667,24.1904166667,38.7965,41.0503078704,19.94125,10.47375
545.18,38.7973333333,24.9534166667,27.1855833333,24.1644444445,19.4380833333,12.2379507576,23.04175,24.273,38.885,41.1458113426,20.0383333333,10.5278333333
545.52,38.8935,24.9765,27.2464166667,24.2125555556,19.5369166666,12.2776704545,23.1004166667,24.3311666667,38.9490833333,41.2175636574,20.1296666666,10.56575
545.87,39.0011666667,25.0060833333,27.3318333334,24.2778888889,19.64275,12.3290681818,23.1676666666,24.414,39.0455833333,41.3238263889,20.2501666667,10.61125
546.21,39.0791666667,24.9815,27.3715833333,24.2834444444,19.675,12.3299810606,23.17375,24.4609166667,39.1018333333,41.4267002315,20.316,10.5994166667
546.55,39.1754166667,25.0130833333,27.4508333333,24.3321111111,19.76875,12.3760757576,23.2326666667,24.50775,39.1881666666,41.5118194444,20.43125,10.6466666667
546.90,39.2149166667,25.0184166667,27.48,24.3611111111,19.82075,12.3857689394,23.258,24.5436666667,39.2388333333,41.5531168981,20.5011666667,10.6558333333
547.24,39.2905,25.0141666666,27.5434166666,24.4085555556,19.88575,12.3986174242,23.3059166667,24.594,39.33175,41.6524039352,20.6090833334,10.6769166667
547.58,39.3954166667,25.0556666667,27.6513333333,24.4478888889,19.986,12.4448068182,23.38875,24.6848333333,39.4308333333,41.7775648148,20.7119166666,10.7093333333
547.92,39.4530833334,25.0980833334,27.70225,24.4578888889,20.0459166667,12.4778219697,23.4413333333,24.714,39.4975833333,41.8506331018,20.7995,10.7171666667
548.27,39.5470833334,25.1143333333,27.7705,24.4951111111,20.1179166667,12.5238636364,23.499,24.74725,39.5651666667,41.9042071759,20.8869166666,10.72575
548.61,39.6221666667,25.1539166667,27.8575833333,24.5665555555,20.2059166667,12.5633787879,23.55625,24.8151666667,39.6096666667,42.0037465278,21.0186666667,10.7775833333
548.95,39.6988333333,25.1851666667,27.9366666667,24.6294444444,20.29925,12.6325075758,23.6271666667,24.8784166667,39.6966666667,42.1016469907,21.1370833333,10.8158333334
549.29,39.7775833333,25.2365833333,28.04275,24.6864444444,20.3568333334,12.6790530303,23.67325,24.911,39.7539166666,42.1822465278,21.272,10.86325
549.64,39.8629166667,25.28475,28.1155,24.7231111111,20.41075,12.6862462121,23.7048333333,24.9386666667,39.813,42.2875486111,21.36725,10.885
549.98,39.9181666667,25.3346666667,28.1689166666,24.7502222222,20.4930833334,12.7315643939,23.7326666667,24.9406666666,39.8688333333,42.3050393518,21.48825,10.9405833333
550.32,39.9455833334,25.31225,28.1675833333,24.7252222222,20.51375,12.6903409091,23.7034166667,24.9585,39.87525,42.3239780092,21.5315,10.90425
550.66,40.0658333333,25.3535833333,28.2504166667,24.7555555556,20.5843333333,12.7121401515,23.7574166667,24.9988333333,39.9561666667,42.4389872685,21.6844166667,10.9091666667
551.01,40.11075,25.38475,28.2666666667,24.7237777778,20.6090833333,12.7082272727,23.7603333333,24.9999166667,39.9485,42.4657534722,21.7470833333,10.9069166666
551.35,40.1384166667,25.3746666667,28.25325,24.7364444445,20.6418333333,12.7097840909,23.7545833333,24.9846666667,39.9719166667,42.471931713,21.8215833333,10.9
551.69,40.2209166666,25.3623333333,28.332,24.7802222222,20.707,12.7310795455,23.7983333333,25.0328333333,40.0401666666,42.5241909722,21.9525,10.9524166667
552.03,40.2040833333,25.3524166667,28.33025,24.7716666667,20.7281666667,12.6829280303,23.766,25.01625,40.016,42.5308391204,21.9850833333,10.93925
