wavelength,Back_SalCinm,Belly_SalCinm,Breast_SalCinm,Crissum_SalCinm,Crown_SalCinm,DorTail_SalCinm,Patch10_SalCinm,Rump_SalCinm,Throat_SalCinm,WingTip_SalCinm
335.74,5.96075,23.1756666667,3.09583333333,26.2728333334,5.45791666667,5.24816666667,19.2960833334,5.87258333333,5.40158333334,5.70866666667
336.11,5.96016666667,23.2468333333,3.15058333333,26.3284166667,5.5595,5.18433333333,19.37425,5.86275,5.45141666667,5.74275
336.47,6.01208333334,23.426,3.25366666667,26.5725,5.67483333334,5.25275,19.5951666667,5.96425,5.557,5.86583333333
336.84,6.12566666666,23.5719166667,3.31675,26.6213333333,5.74608333334,5.28383333333,19.7885833333,5.96741666667,5.59983333332,5.88925
337.21,6.24775,23.6651666667,3.46416666667,26.76425,5.87825,5.37866666667,19.7991666667,6.001,5.70450000001,6.03316666667
337.57,6.47533333333,24.0246666666,3.65933333333,26.9799166667,6.1225,5.61025,20.07775,6.19675,5.94833333333,6.27958333333
337.94,6.68441666667,24.2345833333,3.85508333333,27.1455833333,6.30433333333,5.69266666666,20.2038333334,6.29,6.07266666666,6.40366666667
338.31,6.90033333334,24.6264166667,4.12366666667,27.49075,6.55975,5.92025,20.5129166667,6.57408333333,6.27525,6.6905
338.67,7.03858333333,24.9341666667,4.27333333333,27.64225,6.71508333334,6.10058333333,20.6635,6.8195,6.38133333334,6.88258333333
339.04,7.11941666666,25.12275,4.31741666667,27.7935833333,6.78091666667,6.1225,20.7795833333,6.92066666667,6.46233333334,6.92525
339.40,7.06466666666,25.2463333334,4.26425,27.8531666667,6.75008333333,6.01116666667,20.7528333333,6.92941666667,6.30008333334,6.92508333333
339.77,7.10033333333,25.34975,4.32825,27.9274166667,6.84083333333,6.12275,20.7648333334,6.98325,6.33291666667,7.03416666666
340.14,7.06658333333,25.46475,4.24808333333,28.0515833333,6.73941666667,6.09475,20.8053333333,6.88266666667,6.27025000001,6.9375
340.50,7.0545,25.5851666667,4.23966666667,28.0748333333,6.718,6.08691666667,20.7755,6.87925,6.2385,6.92241666667
340.87,7.07308333333,25.7481666667,4.32183333333,28.2355833333,6.78041666667,6.09141666667,20.8256666667,7.03166666667,6.26266666667,7.00541666666
341.23,6.90633333333,25.83,4.2015,28.2375,6.6475,5.93675,20.7519166667,6.98291666667,6.12575,6.88991666667
341.60,6.78658333333,25.72075,4.0665,28.2348333333,6.502,5.77733333333,20.5663333334,6.93533333333,5.92758333332,6.71458333333
341.96,6.7475,25.7223333334,3.89675,28.3071666667,6.424,5.731,20.5809166667,6.957,5.85850000001,6.64016666667
342.33,6.8025,25.8725,3.88916666666,28.38675,6.47458333334,5.78316666667,20.6496666667,7.02466666667,5.93025,6.64525
342.70,6.75525,25.8865833333,3.82666666667,28.4380833333,6.39641666667,5.75583333333,20.561,6.93975,5.87141666667,6.54616666667
343.06,6.75158333333,26.0703333333,3.825,28.5276666667,6.40275,5.78608333333,20.55075,6.96041666667,5.92100000001,6.5695
343.43,6.84225,26.0915,3.85275,28.63475,6.44175,5.86941666667,20.5953333333,6.97475,6.01925,6.61033333333
343.79,7.0335,26.28,3.90225,28.8574166666,6.51958333333,5.94616666667,20.7318333334,7.07191666667,6.08666666666,6.6255
344.16,7.10558333333,26.3955833333,4.00908333333,28.9919166667,6.66783333333,6.06083333333,20.8081666667,7.23691666667,6.1995,6.74391666667
344.52,7.15708333333,26.4711666666,4.07608333334,29.0193333333,6.711,6.09958333333,20.8224166667,7.25391666666,6.32666666667,6.77766666667
344.89,7.17933333334,26.4615,4.06608333333,29.1834166667,6.703,6.18116666666,20.8464166667,7.226,6.40258333334,6.75566666667
345.25,7.19583333333,26.455,4.07216666667,29.2374166667,6.67508333334,6.17483333333,20.8850833333,7.19233333334,6.38391666666,6.6835
345.62,7.15691666667,26.5233333333,4.09733333333,29.3213333333,6.60633333333,6.13616666666,20.9416666667,7.21283333333,6.42725,6.66416666667
345.99,6.9525,26.3480833333,4.00866666667,29.2374166667,6.4845,5.986,20.82025,7.08075,6.25691666668,6.58016666667
346.35,6.87366666667,26.35525,3.96525,29.3490833333,6.41058333333,5.87033333334,20.7976666666,6.94491666666,6.14400000001,6.52908333333
346.72,6.93516666667,26.4705,4.10916666667,29.3965833334,6.44816666667,5.87325,20.9038333334,6.96966666667,6.26508333332,6.6025
347.08,6.8815,26.4614166667,4.103,29.5189166667,6.44158333333,5.85741666667,20.9281666667,6.94941666666,6.25333333334,6.56441666667
347.45,6.79116666667,26.40475,4.0375,29.5200833333,6.37175,5.75308333333,20.8286666667,6.91541666667,6.21883333334,6.477
347.81,6.66325,26.3446666667,3.955,29.4465833333,6.29716666666,5.65375,20.7291666667,6.82958333334,6.13224999999,6.45508333333
348.18,6.56633333334,26.2076666667,3.74441666666,29.4110833333,6.11116666667,5.49825,20.5363333333,6.65708333333,6.001,6.29733333333
348.54,6.55508333333,26.1934166667,3.69408333333,29.4364166667,6.14441666667,5.42341666667,20.4979166667,6.67316666667,5.93775,6.24458333333
348.91,6.58841666667,26.4028333333,3.777,29.5574166666,6.22166666667,5.39116666666,20.46525,6.70016666666,5.91141666667,6.3605
349.27,6.51733333333,26.4368333333,3.66266666667,29.5696666667,6.16516666667,5.30225,20.3685833333,6.6475,5.793,6.33475
349.64,6.5975,26.6509166667,3.70566666667,29.812,6.27983333334,5.3965,20.4891666667,6.67416666667,5.91958333334,6.4675
350.00,6.81833333333,27.01075,3.89816666667,30.1014166667,6.47891666667,5.62333333333,20.6365833333,6.85266666667,6.21200000001,6.6775
350.37,6.954,27.2173333333,4.08008333333,30.21775,6.66,5.82916666667,20.77575,7.02958333333,6.44141666667,6.83083333333
350.73,7.03941666667,27.3225,4.06325,30.4475,6.75175,5.94733333333,20.8499166667,7.08666666667,6.50258333334,6.87875
351.10,7.088,27.4375833333,4.0415,30.5854166667,6.71691666667,5.93575,20.8850833333,7.04433333333,6.46316666667,6.85841666667
351.46,7.05933333333,27.5859166667,4.03425,30.7214166667,6.72733333334,5.95333333333,20.896,6.9795,6.44875000001,6.83916666667
351.83,7.03416666667,27.6983333333,3.99266666666,30.9578333334,6.75458333333,5.92258333333,20.9685833334,7.00466666667,6.46366666666,6.83083333333
352.19,6.96183333333,27.8314166667,3.95058333333,30.9954166666,6.70383333333,5.80541666667,20.96675,6.92783333334,6.37683333333,6.76725
352.55,7.03225,28.0388333333,4.00683333333,31.2085,6.74866666667,5.88416666667,21.073,6.99975,6.44025,6.80491666667
352.92,6.9815,27.9704166667,3.86566666667,31.142,6.67466666666,5.8175,21.02925,6.96008333333,6.42058333333,6.65791666667
353.28,7.1025,28.1649166667,3.99408333334,31.3528333333,6.80508333333,5.96475,21.20375,7.11575,6.58841666668,6.783
353.65,7.17033333333,28.2174166666,4.03041666667,31.3899166667,6.87616666667,5.965,21.2235,7.1595,6.56316666667,6.77141666666
354.01,7.12025,28.3118333333,3.97158333334,31.496,6.8085,5.93691666666,21.2454166667,7.105,6.53791666666,6.74175
354.38,7.05016666667,28.2735833333,3.8305,31.471,6.67741666667,5.82733333333,21.1156666667,7.05758333333,6.42249999999,6.62891666667
354.74,6.90558333333,28.2124166667,3.68991666667,31.4591666667,6.54141666667,5.67041666667,20.9925,6.96075,6.21783333334,6.483
355.11,6.894,28.2183333333,3.66458333333,31.4263333333,6.5595,5.61316666667,20.8740833333,6.99658333333,6.18258333333,6.47008333333
355.47,6.88591666667,28.233,3.57808333333,31.3884166667,6.46508333334,5.52933333333,20.8631666667,6.96075,6.11275000001,6.37233333333
355.83,6.85808333333,28.2735,3.56416666667,31.35275,6.37216666667,5.48741666667,20.8026666667,6.90783333333,6.01808333333,6.301
356.20,6.92858333333,28.37625,3.70516666667,31.5184166667,6.44858333333,5.58708333333,20.9475,7.02616666667,6.11866666666,6.42175
356.56,6.89558333333,28.4295833334,3.70291666667,31.6205,6.458,5.55925,21.03425,7.00741666667,6.09258333333,6.43558333333
356.93,6.9155,28.5736666667,3.78466666667,31.7564166667,6.51958333333,5.60133333333,21.14675,7.00341666667,6.13108333332,6.45675
357.29,6.88125,28.5461666667,3.747,31.7470833333,6.49233333333,5.49866666667,21.1185833333,6.92325,6.08025,6.3955
357.66,6.80808333333,28.527,3.65075,31.8035,6.422,5.47275,21.0598333333,6.87408333334,5.97258333332,6.35608333333
358.02,6.87608333333,28.6160833333,3.70333333333,31.8848333333,6.50475,5.50258333333,21.1644166667,6.98125,5.9695,6.41016666667
358.38,6.89608333333,28.6535833333,3.72833333334,31.9615,6.51625,5.5015,21.1925,6.93666666667,5.91383333332,6.41158333333
358.75,6.91958333333,28.7751666667,3.76491666667,31.999,6.54141666667,5.52733333334,21.1885,6.97408333333,5.95033333333,6.40941666667
359.11,6.94583333333,28.87725,3.84283333334,32.1281666667,6.57741666667,5.60108333333,21.3371666667,6.97958333333,6.01424999999,6.47008333333
359.48,7.04341666667,29.0438333333,3.90883333333,32.32875,6.64816666667,5.655,21.405,7.04675,6.12374999999,6.54208333333
359.84,7.05241666666,29.1050833333,3.91,32.369,6.66141666666,5.65233333334,21.4049166667,7.02591666667,6.19358333334,6.55583333334
360.20,7.08058333333,29.2149166667,3.85375,32.4200833334,6.67375,5.65391666667,21.39725,6.982,6.17825,6.48725
360.57,7.13375,29.3784166667,3.84891666667,32.5880833333,6.67958333333,5.68708333333,21.4354166666,6.98908333334,6.17949999999,6.49883333333
360.93,7.194,29.4801666666,3.87608333333,32.6694166667,6.72941666667,5.73441666667,21.4904166667,7.06616666667,6.23233333333,6.58108333334
361.29,7.226,29.5750833333,3.91658333334,32.7551666667,6.75891666666,5.76033333333,21.5064166667,7.09916666667,6.27366666667,6.598
361.66,7.33675,29.7404166667,4.038,32.8574166667,6.86241666667,5.83941666667,21.6160833333,7.17241666667,6.42808333333,6.69
362.02,7.35858333333,29.845,4.06641666667,32.9228333333,6.89358333334,5.88591666667,21.6308333333,7.16175,6.48574999999,6.698
362.39,7.32258333333,29.8816666666,4.02891666667,32.9614166667,6.87216666667,5.85625,21.6416666667,7.13933333333,6.47941666668,6.67283333333
362.75,7.31675,29.9999166667,4.03008333333,33.0431666667,6.89216666667,5.83025,21.7014166666,7.15008333333,6.48566666667,6.69483333333
363.11,7.31891666667,30.0668333334,3.97241666667,33.0353333333,6.86308333334,5.77908333333,21.6704166666,7.13466666667,6.45783333334,6.6375
363.48,7.237,30.015,3.88741666667,32.9684166667,6.81066666666,5.7165,21.6214166667,7.0585,6.33066666667,6.57175
363.84,7.21575,30.04325,3.87291666667,33.0205833333,6.79966666667,5.69916666667,21.6276666667,7.05833333333,6.30316666666,6.54241666666
364.20,7.25758333333,30.1296666666,3.93375,33.1606666667,6.85816666667,5.72775,21.702,7.10775,6.35325000001,6.60858333333
364.57,7.20608333333,30.044,3.886,33.08225,6.80758333333,5.63933333333,21.6235,7.03175,6.32908333334,6.54991666667
364.93,7.12191666667,30.0428333333,3.78091666667,33.0579166667,6.7105,5.5335,21.5248333333,6.90966666667,6.22599999999,6.43141666667
365.29,7.14025,30.0874166667,3.762,33.1396666667,6.72175,5.57408333333,21.5606666667,6.95216666667,6.26816666666,6.43858333333
365.66,7.06741666667,30.0691666667,3.7065,33.1276666667,6.66466666667,5.51875,21.5644166667,6.91558333333,6.21199999999,6.36233333333
366.02,7.02375,30.0680833333,3.62658333333,33.15825,6.59808333333,5.41675,21.4901666667,6.86758333333,6.12616666666,6.27425
366.38,7.06858333333,30.2398333333,3.65583333333,33.3184166667,6.6515,5.43066666667,21.5564166667,6.89516666667,6.16966666666,6.29566666667
366.75,7.05541666667,30.2109166667,3.62283333333,33.3380833333,6.6275,5.38658333334,21.4973333333,6.85375,6.17349999999,6.26591666667
367.11,6.99791666667,30.2078333333,3.6005,33.3881666667,6.57608333334,5.36425,21.4326666667,6.81433333333,6.14050000001,6.22083333333
367.47,7.015,30.346,3.66625,33.5276666667,6.61058333333,5.3925,21.4746666667,6.87708333334,6.2045,6.28158333333
367.84,7.035,30.4580833333,3.6625,33.6714166667,6.6345,5.38608333333,21.5168333334,6.92216666666,6.20775000001,6.30208333334
368.20,6.9705,30.4594166667,3.61583333333,33.6778333333,6.57075,5.33916666667,21.4858333333,6.90316666666,6.16133333332,6.2405
368.56,6.97608333333,30.5385833334,3.65458333334,33.7769166667,6.59416666667,5.40475,21.5476666667,6.95066666667,6.16033333334,6.26708333334
368.93,7.06308333333,30.6373333333,3.73683333333,33.9235,6.64708333333,5.46641666667,21.6850833333,7.06391666666,6.23966666666,6.33
369.29,7.17791666667,30.8065833333,3.83275,34.0465833334,6.73883333333,5.57225,21.7568333334,7.11908333333,6.3095,6.43525
369.65,7.29083333333,31.0516666667,3.88491666667,34.21075,6.80841666666,5.636,21.8195833333,7.18933333333,6.37791666668,6.51975
370.01,7.39441666667,31.21725,4.00633333333,34.3635,6.8535,5.69725,21.9015833333,7.24966666667,6.47633333332,6.60308333333
370.38,7.4415,31.26575,4.08583333333,34.3696666666,6.89125,5.74066666667,21.8828333333,7.33416666667,6.54016666667,6.64591666667
370.74,7.47975,31.34575,4.1305,34.4405833333,6.93391666667,5.77833333333,21.9336666667,7.34916666666,6.55491666666,6.66425
371.10,7.48475,31.40675,4.13591666667,34.51275,6.97708333333,5.74441666667,21.9978333333,7.35991666667,6.56308333333,6.6745
371.46,7.50775,31.4755,4.13333333333,34.5448333333,6.98858333333,5.72091666666,22.0343333333,7.38358333334,6.58758333333,6.69041666666
371.83,7.56408333333,31.5935833333,4.221,34.6149166666,7.057,5.80858333334,22.1625833333,7.42741666667,6.66391666667,6.74958333333
372.19,7.58891666667,31.6620833333,4.20675,34.6720833333,7.05766666666,5.80558333333,22.1515,7.44166666667,6.67841666668,6.76433333333
372.55,7.61483333333,31.7874166666,4.18158333333,34.7778333333,7.087,5.788,22.169,7.46566666667,6.72391666667,6.7575
372.92,7.59,31.8521666667,4.17333333333,34.8791666667,7.0835,5.78533333333,22.1255,7.43483333333,6.69724999999,6.75766666667
373.28,7.43883333333,31.8995833333,4.04266666667,34.8989166667,6.954,5.61191666667,22.0350833333,7.29741666666,6.54808333334,6.57791666667
373.64,7.29366666667,31.7663333333,3.89175,34.8213333333,6.83158333333,5.45808333333,21.889,7.18216666667,6.37291666667,6.44125
374.00,7.19266666667,31.7224166666,3.77958333334,34.7904166667,6.76083333333,5.36625,21.8209166666,7.08241666667,6.29000000001,6.33
374.37,7.13908333333,31.7326666667,3.67958333333,34.8143333333,6.73775,5.27141666667,21.8504166667,6.99716666667,6.20775000001,6.24991666667
374.73,7.16316666667,31.8514166667,3.66058333333,34.9556666667,6.76433333333,5.28158333333,21.9109166667,7.03066666666,6.21700000001,6.25491666667
375.09,7.192,31.9393333333,3.69591666667,35.1005,6.7415,5.2935,21.9549166667,7.03816666667,6.24875000001,6.27616666667
375.45,7.11325,31.9509166667,3.64641666667,35.1561666667,6.67966666667,5.25683333333,21.95275,6.96725,6.22091666666,6.20158333333
375.81,6.99908333333,31.8960833334,3.537,35.1656666667,6.57325,5.14433333333,21.8166666667,6.87475,6.13358333333,6.11466666667
376.18,7.02091666667,32.0349166666,3.55633333333,35.2475,6.57941666666,5.151,21.8585833333,6.841,6.12641666667,6.11625
376.54,6.98691666667,32.03625,3.57175,35.2250833333,6.54808333333,5.11241666667,21.8323333333,6.82291666667,6.13991666667,6.10483333333
376.90,6.95508333333,32.0310833333,3.53091666667,35.1845,6.5065,5.05433333333,21.8065833333,6.81525,6.14400000001,6.07875
377.26,7.02308333334,32.0496666666,3.56758333333,35.2380833333,6.58233333333,5.10341666667,21.85125,6.91166666666,6.19116666667,6.16933333333
377.63,7.0445,32.1376666667,3.62041666667,35.3605833334,6.64991666667,5.15175,21.9073333333,6.9345,6.26099999999,6.20991666667
377.99,7.03875,32.2085,3.63216666666,35.4991666667,6.69425,5.17091666667,21.9799166666,6.95416666666,6.27541666667,6.23808333334
378.35,7.05241666666,32.2371666667,3.672,35.5663333334,6.68975,5.21791666667,21.9540833333,6.96866666667,6.31308333333,6.26116666666
378.71,7.0495,32.2974166667,3.70883333333,35.6263333333,6.68508333333,5.2315,21.9673333334,6.97333333333,6.33791666668,6.28633333334
379.07,7.0415,32.3541666667,3.69766666667,35.63875,6.71458333333,5.266,21.9461666667,6.98791666666,6.34825,6.30283333333
379.44,7.08058333333,32.4250833333,3.71125,35.7013333334,6.76133333333,5.28175,21.96775,6.98325,6.35174999999,6.29741666666
379.80,7.15391666666,32.6005,3.75191666667,35.837,6.81875,5.30908333333,22.11725,7.02175,6.37641666667,6.29958333333
380.16,7.24508333333,32.68875,3.869,35.9806666667,6.9255,5.42425,22.212,7.14,6.50024999999,6.41425
380.52,7.3025,32.8568333334,3.91175,36.1690833333,6.9925,5.49991666666,22.2828333333,7.19333333333,6.52841666667,6.47191666667
380.88,7.42016666667,33.08775,4.02383333334,36.4166666667,7.13475,5.64341666667,22.4625,7.27866666667,6.59808333334,6.57875
381.24,7.40333333334,33.15325,4.02533333333,36.5009166667,7.07691666667,5.63125,22.4608333333,7.22466666667,6.58433333333,6.56325
381.61,7.4525,33.2125,4.05575,36.5580833333,7.06283333333,5.6455,22.486,7.219,6.58116666668,6.53733333333
381.97,7.44258333333,33.2698333334,4.01166666667,36.5780833334,7.01625,5.62733333333,22.4485833333,7.20716666666,6.53000000001,6.50975
382.33,7.42625,33.3680833333,3.96533333333,36.6666666667,6.948,5.61258333333,22.4486666667,7.18383333333,6.48083333333,6.47275
382.69,7.44208333333,33.4258333333,3.93766666667,36.7166666667,6.94991666667,5.62925,22.4345833333,7.19233333333,6.47841666667,6.43083333333
383.05,7.52341666666,33.5803333333,3.99266666666,36.8784166666,7.04491666667,5.68325,22.536,7.262,6.51725,6.47158333333
383.41,7.55816666667,33.7001666667,4.03825,37.0206666667,7.09625,5.73041666667,22.5501666667,7.33475,6.56716666667,6.50616666667
383.77,7.56333333333,33.7293333333,4.0815,37.0798333333,7.12025,5.75841666667,22.48725,7.35875,6.58883333333,6.53616666667
384.14,7.45958333334,33.76275,3.9945,37.12025,7.05416666667,5.66366666666,22.4451666667,7.27283333333,6.50733333333,6.44241666667
384.50,7.45316666667,33.79125,3.98908333333,37.1329166667,7.034,5.64258333333,22.4550833333,7.27658333333,6.52558333332,6.41516666666
384.86,7.41291666667,33.7943333333,3.95141666667,37.1556666667,6.99875,5.59458333333,22.3946666667,7.23283333333,6.51608333334,6.36208333333
385.22,7.40875,33.8629166667,3.94566666667,37.2166666666,7.02675,5.59041666667,22.41125,7.22933333334,6.52333333333,6.357
385.58,7.39,33.9341666667,3.94558333333,37.2871666667,7.02858333333,5.58683333333,22.4174166667,7.25975,6.54808333333,6.3835
385.94,7.42916666667,34.0384166667,3.99425,37.37975,7.07958333334,5.61883333333,22.5008333333,7.30183333333,6.62741666666,6.42941666667
386.30,7.47416666667,34.1556666667,4.051,37.5269166666,7.17191666667,5.66675,22.5904166667,7.35591666667,6.70716666668,6.47558333333
386.66,7.47158333333,34.2384166667,4.09033333333,37.6236666667,7.17025,5.66433333333,22.646,7.34108333333,6.71699999999,6.50225
387.03,7.41583333333,34.2286666666,4.04875,37.6140833333,7.09533333333,5.62458333333,22.5779166666,7.27183333333,6.65141666666,6.45658333333
387.39,7.453,34.286,4.09,37.6805833333,7.1355,5.666,22.6439166667,7.28975,6.673,6.51475
387.75,7.488,34.3624166667,4.10841666667,37.713,7.16983333333,5.72666666667,22.7145,7.30833333333,6.68858333333,6.56416666666
388.11,7.48533333333,34.3864166666,4.07083333333,37.7493333333,7.14958333333,5.69483333333,22.6958333333,7.306,6.69941666667,6.54983333333
388.47,7.50041666667,34.4545833333,4.05758333333,37.8005,7.16333333333,5.70833333334,22.7064166667,7.30191666667,6.68408333333,6.56858333333
388.83,7.50258333333,34.5049166667,4.072,37.8379166667,7.16558333333,5.70516666667,22.7291666667,7.3215,6.70325000001,6.584
389.19,7.46025,34.5663333333,4.03225,37.9,7.1265,5.6735,22.7109166667,7.28883333333,6.65924999999,6.54841666667
389.55,7.46875,34.66175,4.06058333333,37.9908333333,7.1605,5.69375,22.789,7.30641666667,6.68441666668,6.58558333333
389.91,7.45608333333,34.7048333333,4.06875,38.0173333333,7.1485,5.67683333333,22.787,7.29133333334,6.66133333333,6.5605
390.27,7.44041666667,34.7406666667,4.02766666667,38.0625,7.12341666667,5.63441666667,22.8221666666,7.28175,6.63566666668,6.56183333333
390.63,7.46308333333,34.7945833333,4.03058333333,38.148,7.13891666667,5.64425,22.8734166667,7.30841666667,6.65308333333,6.57891666667
391.00,7.5215,34.9046666667,4.07908333334,38.2644166667,7.21233333333,5.69041666667,22.9885833333,7.39516666667,6.74158333333,6.62933333334
391.36,7.54241666667,34.9831666667,4.10566666667,38.3356666667,7.21591666667,5.7055,23.03175,7.40966666667,6.77149999999,6.64675
391.72,7.55416666667,35.06975,4.11266666667,38.4305833333,7.22875,5.69291666667,23.0515833333,7.41608333333,6.80175,6.63408333333
392.08,7.59958333333,35.1830833333,4.14641666667,38.50375,7.24608333333,5.72525,23.09425,7.43483333333,6.81591666666,6.65425
392.44,7.56808333334,35.2150833333,4.123,38.5791666666,7.19883333334,5.67083333333,23.0825,7.38791666667,6.77925,6.59525
392.80,7.52433333333,35.24925,4.07933333333,38.6178333333,7.16025,5.61525,23.0438333333,7.36275,6.74774999999,6.55808333334
393.16,7.57816666667,35.3655,4.13066666667,38.7565833334,7.22408333333,5.65333333333,23.1605833334,7.42616666666,6.82108333334,6.59408333333
393.52,7.60558333333,35.4818333333,4.14775,38.8964166667,7.25441666667,5.681,23.2008333333,7.44425,6.84641666666,6.59641666667
393.88,7.63633333333,35.5470833333,4.16833333333,39.0465,7.30033333333,5.71558333333,23.2330833333,7.4715,6.87283333333,6.62508333333
394.24,7.61183333333,35.5864166667,4.14875,39.0663333333,7.26458333333,5.6885,23.1851666667,7.43225,6.83575,6.58658333333
394.60,7.57458333334,35.6399166667,4.10566666667,39.11,7.23941666667,5.64716666667,23.12175,7.38166666667,6.77758333332,6.54441666667
394.96,7.54858333333,35.662,4.07766666667,39.1844166667,7.20508333333,5.62225,23.0678333333,7.342,6.74716666667,6.52816666667
395.32,7.49991666666,35.6859166667,4.00633333333,39.255,7.16091666667,5.55208333333,23.0195833333,7.29916666667,6.693,6.48308333334
395.68,7.5065,35.72425,4.0105,39.36175,7.15225,5.54158333333,23.0555,7.303,6.68566666667,6.49766666667
396.04,7.52516666667,35.7465833334,4.06125,39.43375,7.20325,5.57191666667,23.081,7.33708333333,6.69958333334,6.528
396.40,7.53416666667,35.7723333333,4.08766666667,39.4815,7.24575,5.59233333333,23.0810833334,7.356,6.70391666666,6.56266666667
396.76,7.57108333333,35.8134166667,4.111,39.5509166666,7.26525,5.62475,23.1251666666,7.3395,6.70058333333,6.5725
397.12,7.53466666667,35.8378333333,4.09591666667,39.5576666667,7.23658333333,5.61058333333,23.0774166667,7.321,6.67858333333,6.55025
397.48,7.49075,35.801,4.02166666667,39.5556666666,7.18725,5.53483333333,23.0065,7.2615,6.62283333333,6.49425
397.84,7.49316666667,35.8684166666,3.98641666667,39.5834166667,7.17133333334,5.495,23.0165,7.24775,6.60275000001,6.50058333333
398.20,7.52216666667,35.8970833333,4.02108333333,39.6375,7.20058333333,5.51608333333,23.0455833334,7.27433333333,6.63808333333,6.52433333333
398.56,7.52166666667,35.9134166667,4.00158333333,39.6641666667,7.20183333333,5.49608333333,23.0684166667,7.286,6.66675000001,6.53041666667
398.92,7.4485,35.961,3.94191666667,39.6933333333,7.15116666667,5.44266666666,23.0568333333,7.23591666667,6.60199999999,6.46383333333
399.28,7.47591666667,36.079,3.98258333333,39.8363333333,7.23116666667,5.50933333333,23.1224166667,7.291,6.65858333332,6.49291666667
399.64,7.42825,36.1339166667,3.90983333333,39.8639166666,7.20016666667,5.47283333333,23.11375,7.23358333333,6.64975000001,6.42333333333
400.00,7.39966666667,36.183,3.846,39.9531666666,7.1685,5.45191666667,23.1296666667,7.17741666667,6.619,6.38375
400.36,7.41591666666,36.3293333334,3.83791666667,40.112,7.18066666667,5.47525,23.2225833333,7.20841666667,6.63141666667,6.38316666667
400.72,7.44675,36.4288333333,3.85975,40.1958333333,7.21766666667,5.49683333333,23.2894166667,7.24908333333,6.63875,6.39966666667
401.08,7.43683333333,36.4353333333,3.86516666667,40.2365833333,7.20241666667,5.47783333333,23.2879166667,7.21666666667,6.63299999999,6.39166666666
401.44,7.439,36.4881666667,3.87091666667,40.2609166667,7.17891666667,5.4865,23.3165,7.18875,6.61516666666,6.37458333333
401.80,7.40483333333,36.4988333333,3.85608333333,40.2774166667,7.14991666667,5.48316666667,23.2940833333,7.163,6.58683333333,6.33616666667
402.16,7.45558333333,36.6034166666,3.89291666667,40.3716666667,7.20941666667,5.51991666666,23.3651666667,7.21275,6.62875,6.36066666667
402.52,7.52683333333,36.7120833334,3.95433333333,40.4864166667,7.27816666667,5.59716666667,23.43675,7.29866666666,6.68983333333,6.42116666667
402.88,7.60166666667,36.79025,3.99266666666,40.5895833333,7.319,5.61225,23.4845833334,7.32808333333,6.72866666666,6.44916666667
403.24,7.56858333333,36.7801666667,3.94883333333,40.563,7.23858333333,5.55791666667,23.4449166667,7.26758333333,6.67249999999,6.40258333333
403.60,7.58916666667,36.8498333333,3.96908333333,40.6544166667,7.24158333333,5.56941666667,23.4439166667,7.30175,6.68208333333,6.42491666667
403.95,7.62591666667,36.93275,4.02475,40.736,7.29675,5.59225,23.4870833334,7.35833333333,6.73925000001,6.47483333334
404.31,7.61716666667,36.9096666667,4.00258333333,40.7274166667,7.27583333333,5.5535,23.44125,7.32825,6.72491666667,6.44616666667
404.67,7.607,36.9521666667,3.97516666667,40.8013333333,7.26841666667,5.52758333333,23.42,7.33341666667,6.71316666667,6.43133333333
405.03,7.65083333333,36.9725833333,3.993,40.8145,7.30991666667,5.54775,23.4204166666,7.36683333334,6.73308333333,6.457
405.39,7.66808333333,37.0354166667,4.027,40.90075,7.33583333333,5.56216666667,23.4291666666,7.4255,6.76516666666,6.49616666667
405.75,7.6705,37.059,4.0235,40.91875,7.34858333333,5.5585,23.4299166667,7.43083333333,6.76708333333,6.48
406.11,7.6265,37.04625,3.97333333333,40.9394166667,7.306,5.508,23.3616666666,7.36225,6.71633333333,6.43683333333
406.47,7.59491666667,37.05775,3.95358333333,40.962,7.28033333333,5.48183333333,23.3409166666,7.31316666666,6.69966666667,6.40516666667
406.83,7.56041666667,37.0943333333,3.93691666667,41.0024166666,7.2585,5.45291666667,23.34175,7.27816666667,6.68341666667,6.39608333333
407.19,7.545,37.1206666667,3.92583333333,41.0044166667,7.24583333333,5.422,23.3515833333,7.26325,6.69283333332,6.38266666667
407.55,7.51591666667,37.0865833333,3.91791666667,40.971,7.23733333333,5.38633333333,23.3325,7.25375,6.68525000001,6.36816666667
407.90,7.4525,37.0124166666,3.86825,40.90325,7.16008333333,5.33966666666,23.253,7.18808333334,6.63008333333,6.3085
408.26,7.43558333333,37.0735833334,3.87333333334,40.9839166667,7.15658333333,5.35541666667,23.2823333333,7.18941666667,6.63016666666,6.30116666667
408.62,7.39916666667,37.0974166667,3.85591666667,41.0331666667,7.13166666667,5.32916666667,23.27625,7.145,6.61483333334,6.27508333333
408.98,7.39775,37.2283333334,3.86958333333,41.1941666666,7.13133333333,5.33541666667,23.314,7.1625,6.62191666667,6.28533333333
409.34,7.41283333333,37.2810833333,3.87683333333,41.26975,7.152,5.3445,23.349,7.15008333333,6.62991666668,6.28308333333
409.70,7.40675,37.3313333333,3.88766666667,41.3290833333,7.13883333334,5.34166666667,23.3550833333,7.13091666667,6.62641666667,6.28258333333
410.06,7.4095,37.4535833333,3.92058333333,41.4516666666,7.17475,5.37875,23.4125,7.17425,6.64316666667,6.30958333333
