wavelength,Back_SalAlbm,Belly_SalAlbm,Breast_SalAlbm,Crissum_SalAlbm,Crown_SalAlbm,DorTail_SalAlbm,Patch10_SalAlbm,Patch11_SalAlbm,Rump_SalAlbm,Throat_SalAlbm,WingTip_SalAlbm
569.09,11.0532666667,41.3306666667,22.8384666667,42.0512666667,8.831,11.5712666667,10.2386,20.7999333333,12.068,35.6007333333,11.7187333333
569.43,11.038,41.3697,22.8314666667,42.0988666667,8.82406666667,11.5884666667,10.2240666667,20.7994666667,12.0725333333,35.6041333333,11.7369333333
569.77,11.054,41.3730333333,22.8433333333,42.1278,8.8448,11.5970333333,10.2559333333,20.8553333333,12.0863333333,35.6057333333,11.7588666667
570.11,11.0286666667,41.3304333333,22.8326666667,42.0821333333,8.84193333333,11.6053333333,10.2486666667,20.8297333333,12.0985333333,35.5384666667,11.7810666667
570.45,11.0134666667,41.3429,22.8236,42.0738,8.8316,11.5969666667,10.217,20.8151333333,12.0790666667,35.5471333333,11.7606666667
570.79,11.0134666667,41.3432666667,22.8324666667,42.0769333333,8.84466666667,11.6102,10.2147333333,20.8130666666,12.0805333333,35.5088666667,11.776
571.13,11.0462666667,41.3835333333,22.8684666667,42.1185333333,8.87166666667,11.6359333333,10.2522,20.8616,12.1062666666,35.546,11.8391333333
571.47,11.0502666667,41.3993666667,22.8807333333,42.1551333334,8.8722,11.6567666667,10.2648,20.8710666667,12.1164,35.5644666667,11.8388666667
571.81,11.0433333333,41.3729,22.8688,42.1211333333,8.8642,11.6384666667,10.2414666667,20.8384666667,12.0892666667,35.5263333333,11.8396
572.15,11.0382,41.4096666667,22.8592666667,42.1684,8.85086666667,11.6249,10.2363333333,20.8382666667,12.0945333333,35.543,11.8369333333
572.49,11.0413333333,41.4678,22.8588666667,42.1807333333,8.84966666667,11.6086666667,10.2242,20.8568,12.0868666667,35.5582,11.8342
572.83,11.076,41.4978333333,22.8806666667,42.242,8.87086666667,11.6204333333,10.2468,20.8794,12.0957333333,35.5605333333,11.8502
573.17,11.0938666667,41.5368,22.9063333333,42.2938,8.88473333333,11.6125333333,10.2733333333,20.9196,12.1057333334,35.5980666667,11.8658
573.51,11.083,41.541,22.9132666667,42.3022,8.87326666667,11.6195666667,10.2606,20.8978,12.0962,35.602,11.8620666667
573.85,11.1023333333,41.5669333333,22.9277333334,42.3360666667,8.86646666666,11.6306,10.2535333333,20.9324,12.094,35.6307333333,11.8698
574.19,11.1124666667,41.5817666667,22.9441333333,42.3866666667,8.8708,11.6439666667,10.2732666667,20.9458666667,12.1098,35.657,11.9042
574.53,11.1116666667,41.5858,22.9382,42.3920666667,8.85153333333,11.6307333333,10.2836666667,20.9664666667,12.0998666667,35.6771333333,11.9132
574.87,11.0884666667,41.5948666667,22.9425333333,42.4124,8.8232,11.6086666667,10.2468666667,20.945,12.0757333333,35.692,11.8959333333
575.21,11.1058666667,41.5944666667,22.9566666667,42.4638,8.82246666667,11.6034,10.2520666667,20.9641333333,12.0686666667,35.6952,11.9026666667
575.55,11.1863333333,41.7115333333,23.0378666667,42.6095333334,8.89066666667,11.6835333333,10.3300666667,21.0658,12.1391333333,35.8242,11.9656666667
575.89,11.2074,41.7138666667,23.0576666667,42.5832666667,8.90966666667,11.6999,10.3627333333,21.0862,12.1658666667,35.8172,11.9784
576.22,11.2260666667,41.7573333333,23.0911333334,42.6216666667,8.93726666667,11.7489,10.3998666667,21.1096,12.1872,35.8395333333,12.0036666667
576.56,11.2387333333,41.8236,23.1271333333,42.6958666667,8.9568,11.7828,10.4467333333,21.1500666667,12.2308,35.9176666667,12.0566
576.90,11.2533333333,41.7738666667,23.1162,42.6691333333,8.96293333333,11.775,10.4506,21.1404666667,12.2178,35.894,12.0592
577.24,11.2736666667,41.8747,23.1684666667,42.7588666667,8.96006666667,11.7799666667,10.4708,21.1717333333,12.235,35.9700666667,12.0854666667
577.58,11.2519333333,41.9394333333,23.1852,42.8564666667,8.95273333333,11.7587333333,10.4754,21.1839333333,12.2235333333,36.0227333333,12.0664
577.92,11.2585333333,41.9804333333,23.1904666667,42.8837333333,8.9628,11.7610333333,10.4978,21.2188666667,12.228,36.0067333333,12.0540666667
578.26,11.2702666667,42.0505333333,23.2166666667,42.9286,8.9816,11.7810666667,10.4976666667,21.2326,12.2502,36.0335333333,12.0584666667
578.60,11.2989333333,42.0695333333,23.2309333333,42.9347333333,9.0266,11.8215333334,10.5501333333,21.2670666667,12.2705333333,36.057,12.0875333333
578.94,11.3224666667,42.1059666667,23.2489333333,42.9442,9.04426666667,11.8470666667,10.5652,21.2903333333,12.2944,36.0776,12.1195333333
579.28,11.264,42.0672,23.2200666667,42.9036666667,8.9972,11.7916666667,10.5139333333,21.2525333333,12.253,36.0306666667,12.0886
579.61,11.213,42.0927333333,23.2152666667,42.9764666667,8.94913333333,11.7422333333,10.4539333333,21.2419333333,12.1751333333,36.0528,12.0668
579.95,11.2145333333,42.0876666667,23.2148,43.0359333333,8.93186666667,11.7166333333,10.4312666666,21.2606,12.1688,36.0872,12.0794666667
580.29,11.2436,42.0907,23.2474666667,43.0368,8.9748,11.7360666667,10.4326,21.3185333333,12.1906,36.0954666667,12.0942
580.63,11.2718666667,42.2144,23.3411333333,43.1694666667,9.01126666667,11.8125666667,10.4774,21.3697333333,12.2381333333,36.2052,12.1516
580.97,11.3094666667,42.2435333333,23.3649333333,43.2097333333,9.07673333333,11.8589666667,10.5090666667,21.4222666667,12.2896,36.2222666667,12.2195333333
581.31,11.3635333333,42.2736666667,23.3960666667,43.2374,9.122,11.8970666667,10.55,21.4578,12.3246666667,36.2493333333,12.3022
581.65,11.4106,42.3032333333,23.4366,43.2873333333,9.1658,11.9538666667,10.5866666667,21.4822666667,12.3785333333,36.2896,12.3667333333
581.98,11.4222666666,42.2860666667,23.4553333333,43.3038666667,9.17893333333,11.9702333333,10.617,21.5136666667,12.3830666667,36.3132666667,12.3871333333
582.32,11.5024,42.3881333333,23.5315333333,43.4466666667,9.23726666667,12.0365333333,10.6847333333,21.5996,12.4656,36.386,12.4613333333
582.66,11.5168,42.4428666667,23.5540666667,43.5381333333,9.2676,12.0604,10.7142,21.6290666667,12.4778666667,36.436,12.5000666667
583.00,11.5529333333,42.4408333333,23.5695333333,43.596,9.268,12.0830666667,10.7514,21.6362,12.5091333334,36.4368,12.5125333333
583.34,11.5742666667,42.4277,23.5932,43.5834,9.30786666667,12.1295666667,10.7912,21.6468,12.5547333333,36.4506,12.5618666667
583.68,11.5701333333,42.4572666667,23.5770666667,43.6041333333,9.307,12.1487666667,10.8056,21.6240666667,12.5531333333,36.4619333333,12.5614
584.01,11.542,42.4690333333,23.5464,43.6411333333,9.2538,12.1175333333,10.7756666667,21.5832,12.5090666667,36.4577333333,12.5519333333
584.35,11.5810666667,42.4958666667,23.5472666667,43.6696666667,9.29273333333,12.1357333333,10.7985333333,21.6340666667,12.5284,36.4652666667,12.5936
584.69,11.5826666667,42.4618,23.5254666667,43.6733333333,9.28233333333,12.1483333333,10.7876666667,21.6116666667,12.5233333333,36.4578,12.5783333333
585.03,11.6004666666,42.4825,23.5392,43.6946,9.271,12.1807666667,10.7891333333,21.6308666667,12.5199333333,36.4692,12.5872
585.37,11.5668666667,42.4691,23.5369333333,43.682,9.2484,12.1666333333,10.7610666667,21.6272,12.4894,36.4601333333,12.5619333333
585.70,11.5533333333,42.4547666667,23.5522,43.6700666667,9.254,12.1725333333,10.7502666667,21.6053333333,12.4836,36.4391333333,12.5652
586.04,11.4936666667,42.3638,23.5008666667,43.5917333333,9.2008,12.1179666667,10.6826666667,21.5362666667,12.4203333333,36.3606666667,12.5102666667
586.38,11.4656,42.3851666667,23.4888666667,43.6014,9.20186666667,12.1304,10.6573333333,21.5211333333,12.4177333333,36.3508,12.5111333333
586.72,11.4344666667,42.3744333333,23.4904,43.5675333333,9.19913333333,12.1461666667,10.6498666667,21.5164666667,12.406,36.3358666667,12.5248666667
587.06,11.3852,42.3849333333,23.438,43.5753333333,9.17373333333,12.1083333333,10.61,21.4845333333,12.3590666667,36.3090666667,12.4881333333
587.39,11.4015333334,42.3773333333,23.4792,43.5856666667,9.193,12.1269,10.6414,21.5142666667,12.3912666667,36.3035333333,12.5253333333
587.73,11.4336666667,42.4009666667,23.5123333333,43.6025333334,9.23866666667,12.1879333333,10.7036666667,21.557,12.4278,36.2989333333,12.5727333333
588.07,11.3892666667,42.3155666667,23.4872666667,43.5288666667,9.18733333333,12.168,10.6721333333,21.4996666667,12.3945333333,36.2393333333,12.5112666667
588.41,11.3087333333,42.2564333333,23.4166666667,43.4782666667,9.1266,12.0898333333,10.6299333333,21.4364666667,12.3063333333,36.1640666667,12.4418666667
588.74,11.3070666667,42.2638333333,23.434,43.4838666667,9.16073333333,12.0985333333,10.6638666667,21.4371333333,12.3305333333,36.1749333333,12.4255333333
589.08,11.3614,42.3000666667,23.4914666667,43.5310666667,9.21246666667,12.143,10.7018666667,21.4728,12.3684666667,36.2121333333,12.4723333333
589.42,11.3995333333,42.3451,23.5244666667,43.5892666667,9.2588,12.1722666667,10.7725333333,21.5158,12.397,36.2364,12.5211333333
589.76,11.3718,42.3199666667,23.4835333333,43.5492,9.24486666667,12.1660666667,10.7643333333,21.5018666667,12.3855333333,36.2188666667,12.5226666667
590.09,11.4116666667,42.3706666666,23.5488,43.5806,9.2534,12.1881,10.7851333333,21.5652666667,12.403,36.2562666667,12.5425333333
590.43,11.4504666667,42.4146666667,23.562,43.6478666667,9.29333333333,12.1966,10.8090666667,21.5954666667,12.4367333333,36.2846,12.5677333333
590.77,11.5100666667,42.4711666667,23.6156,43.7036666667,9.34146666667,12.2570333333,10.8602666667,21.6536666666,12.4814,36.3266,12.6157333334
591.11,11.5495333333,42.5364666667,23.6682,43.7656666667,9.38033333333,12.3137333333,10.8952,21.7034,12.5270666667,36.3828666667,12.664
591.44,11.5441333334,42.6199,23.7063333333,43.8546666667,9.3728,12.3145333333,10.8872666667,21.7217333334,12.5487333333,36.4645333333,12.672
591.78,11.5984666667,42.7344,23.7689333333,43.9682666667,9.42293333333,12.3726666667,10.923,21.8108666667,12.6092666667,36.5359333334,12.7471333333
592.12,11.6647333333,42.8097,23.8544666666,44.0201333333,9.4466,12.4193,10.9286,21.8787333333,12.66,36.5984,12.8169333333
592.46,11.6712666667,42.8932666667,23.8847333333,44.0991333333,9.4494,12.4313333333,10.9419333333,21.9152666667,12.6681333333,36.6355333333,12.8596
592.79,11.6390666667,42.9045,23.8580666667,44.0946666667,9.40926666667,12.3917333333,10.9293333333,21.8994666667,12.6344,36.598,12.8425333333
593.13,11.6634,42.9842333333,23.894,44.1646,9.41773333333,12.4243666667,10.9176,21.9348666667,12.6576,36.6736666667,12.8739333333
593.47,11.6708,43.0514,23.9468,44.2472,9.4096,12.4412,10.9352666667,21.9424,12.6642666667,36.7223333333,12.8906
593.80,11.6413333333,43.0098666667,23.9081333333,44.2462,9.39033333333,12.4542333333,10.9412666667,21.924,12.6602,36.6636,12.9160666667
594.14,11.6508,42.9912333333,23.9312,44.1966666667,9.39746666667,12.4546333333,10.9432,21.9358666667,12.6554666667,36.6548,12.9246
594.48,11.6616666667,42.9825333333,23.9576666667,44.2101333333,9.4024,12.4651666667,10.9534666667,21.9631333333,12.677,36.6266666667,12.9362666667
594.81,11.6306,42.9467333333,23.9331333333,44.1731333333,9.39693333333,12.4743333333,10.9459333333,21.9524666667,12.6412,36.5643333333,12.9190666667
595.15,11.5999333333,42.8558,23.9019333334,44.1062,9.36893333333,12.4624,10.9182,21.9138,12.6177333333,36.4665333333,12.8894
595.49,11.5458,42.8001333333,23.8558666667,44.0844,9.3374,12.4333333333,10.884,21.8776,12.5683333333,36.4238,12.8388
595.82,11.5368,42.8251,23.8593333333,44.1244,9.3426,12.4505333333,10.912,21.8847333333,12.5742,36.4146,12.8317333333
596.16,11.5162,42.7547,23.8298666667,44.096,9.3138,12.4155,10.8646,21.8728666667,12.535,36.3698,12.7919333333
596.50,11.4908,42.7333,23.8149333333,44.0940666666,9.3,12.4291,10.8553333333,21.857,12.5303333333,36.3389333333,12.7944
596.83,11.4643333333,42.7232666667,23.7997333334,44.1252,9.28873333333,12.4188666667,10.8573333333,21.8692666667,12.5232,36.3320666667,12.781
597.17,11.4248666666,42.7088666667,23.7706,44.1246666667,9.28033333333,12.3806333333,10.8276666667,21.8446,12.4974666667,36.3264,12.7328
597.51,11.3957333334,42.7005666667,23.7490666667,44.1094,9.24466666667,12.3285333333,10.7928666667,21.8273333333,12.4543333333,36.3356,12.6856
597.84,11.3542,42.7332,23.7484666667,44.1788666667,9.21006666667,12.3242,10.7695333333,21.8284,12.4342666667,36.3680666667,12.6630666667
598.18,11.3626666667,42.7874,23.7886,44.2529333333,9.22106666667,12.3605333333,10.7996,21.8697333333,12.46,36.4260666667,12.6845333333
598.52,11.3672,42.8237,23.8064666667,44.2964,9.22353333333,12.3462666667,10.8053333333,21.8682,12.4790666667,36.4783333333,12.6853333333
598.85,11.3638,42.8284666667,23.7931333333,44.3136666667,9.22613333334,12.3262666667,10.8059333333,21.8645333333,12.4764666667,36.4897333333,12.675
599.19,11.3744666667,42.8644,23.8044,44.3403333333,9.2372,12.3367333333,10.8244,21.865,12.4841333333,36.4982666667,12.7057333333
599.53,11.3766,42.8852333333,23.8410666667,44.3365333333,9.25873333333,12.3536,10.8445333333,21.881,12.4989333333,36.512,12.7108
599.86,11.4304666667,42.9849,23.8778666667,44.3805333333,9.31986666666,12.4495333333,10.9236,21.9153333333,12.5597333333,36.5688666666,12.7941333333
600.20,11.4564666667,43.0236,23.9138,44.4012,9.3284,12.4594,10.9601333333,21.9598,12.5996666667,36.6214666667,12.8173333333
600.53,11.4846666667,43.0641333333,23.9568,44.4696,9.32113333333,12.4803666667,10.9564666667,21.9886666667,12.6037333333,36.6535333333,12.8448666667
600.87,11.5608,43.1592666667,24.0406666667,44.5174666667,9.38386666667,12.5773666667,11.047,22.0986,12.6774,36.6899333333,12.9411333334
601.21,11.5879333333,43.1421333333,24.0512,44.5067333334,9.41173333333,12.6197666667,11.0741333333,22.0950666667,12.7198666667,36.6576666667,12.9719333333
601.54,11.5842666667,43.1432333333,24.0234,44.4900666667,9.41846666667,12.6285333333,11.0948,22.0950666667,12.6986,36.6135333333,12.9912666667
601.88,11.5857333333,43.1004,23.9730666667,44.4384666667,9.40066666667,12.6060333333,11.0767333333,22.0500666667,12.6739333333,36.5588,12.9847333333
602.21,11.5542,43.0815666667,23.9388,44.4202,9.36833333333,12.5884666667,11.0519333333,22.0466666667,12.6622666667,36.4902,12.9814
602.55,11.5478666667,43.1453666667,23.9757333334,44.4994666667,9.3864,12.6292666667,11.0456666667,22.0653333333,12.6654666667,36.5101333333,13.0138
602.88,11.5529333333,43.1690333333,24.0261333333,44.5287333333,9.38093333333,12.6355333333,11.0378,22.0948,12.6797333333,36.5270666667,13.0220666667
603.22,11.5448666667,43.1167333333,23.9702,44.5098666667,9.35846666667,12.6125,11.0268,22.0773333333,12.6574666667,36.4816,13.0162666667
603.56,11.5065333333,43.1003666667,23.9603333333,44.5335333333,9.32693333333,12.5641666667,10.9912,22.0642666667,12.6182,36.4638,12.9942
603.89,11.5018666667,43.1616,23.9558666667,44.5933333333,9.32566666667,12.5615,10.9761333333,22.0759333333,12.596,36.5213333333,12.9934666667
604.23,11.4802,43.1539666667,23.9259333333,44.5538666667,9.31013333333,12.5617,10.9664666666,22.0314666667,12.5798666667,36.4848,12.965
604.56,11.4782,43.1626,23.9189333333,44.5962666667,9.29126666667,12.5533333333,10.9463333333,22.0319333333,12.5588666666,36.4884,12.9534666667
604.90,11.4732666667,43.1871333333,23.9044,44.6365333333,9.29113333333,12.5241333333,10.9436,22.0239333333,12.5402,36.4919333333,12.9358
605.23,11.5004,43.1792333333,23.9372,44.6619333334,9.2958,12.5599666667,10.9626,22.0333333333,12.5811333333,36.5000666667,12.9542
605.57,11.5053333334,43.253,23.9964666667,44.7572666667,9.33046666667,12.6029666667,10.9839333333,22.0793333333,12.6024,36.5832,12.9962
605.90,11.4917333333,43.2516333333,24.0158,44.7829333333,9.31706666667,12.5914333333,10.9765333333,22.0566666667,12.5693333333,36.6077333333,12.9832
606.24,11.5253333333,43.2499,24.0128,44.7702,9.30813333333,12.5867,11.0038666667,22.0758666667,12.5718,36.6308,12.9868666667
606.58,11.5458666666,43.2374333333,24.0096,44.7902,9.34093333333,12.6106,11.0550666667,22.0804,12.5891333334,36.6350666667,13.0000666667
606.91,11.5616,43.2876,24.0566,44.828,9.3576,12.6397666667,11.0783333333,22.1224666666,12.5931333333,36.6742666667,13.0486666666
607.25,11.5625333333,43.2341666667,24.0675333333,44.8156,9.35733333333,12.6500666667,11.0922666667,22.1165333333,12.6088,36.6484,13.0489333333
607.58,11.5991333333,43.1787333333,24.0783333333,44.7667333333,9.39706666667,12.7018333333,11.1284666667,22.1068,12.6408,36.5664666667,13.0820666667
607.92,11.5971333333,43.1304333333,24.0772666667,44.7331333333,9.405,12.7029333333,11.1480666667,22.1182,12.6344666667,36.5596666667,13.0978
608.25,11.6094,43.0598,24.0518,44.6684,9.42486666667,12.7171,11.1586,22.0868666667,12.6472,36.5133333333,13.1595333333
608.59,11.6087333333,43.0142,24.0603333333,44.6037333333,9.40753333333,12.7519,11.1687333333,22.0911333333,12.6541333333,36.465,13.1761333333
608.92,11.5789333333,42.9928666667,24.0340666667,44.5624,9.40793333333,12.7283,11.1569333333,22.0758,12.6076,36.4456,13.1624666667
609.26,11.5746,42.8956666667,23.9973333333,44.4982666667,9.406,12.7193333333,11.1554666667,22.0582,12.6041333333,36.3746666667,13.1418666667
609.59,11.6034666667,42.8508666666,23.9758666667,44.4766,9.44593333333,12.7609333333,11.1795333333,22.0736,12.6282,36.3625333333,13.1909333333
609.93,11.5864666666,42.8163666667,23.9948666667,44.4635333333,9.45506666667,12.7625,11.1897333334,22.048,12.6494,36.3492,13.2210666667
610.26,11.5644,42.8146666667,23.9661333333,44.4114,9.4416,12.7313,11.1611333333,22.034,12.6288666667,36.3460666667,13.2337333333
610.60,11.5474,42.8033333333,23.9705333333,44.4518666667,9.44066666667,12.7353666667,11.1714,22.023,12.6440666667,36.3531333333,13.2449333333
610.93,11.5263333333,42.7724666667,23.939,44.4019333333,9.40593333333,12.7149666667,11.1516,21.9839333334,12.6201333333,36.3158,13.2375333333
611.27,11.5078666667,42.7886,23.9396,44.4548,9.39486666667,12.7043666667,11.1488,21.9967333333,12.6074666667,36.3597333333,13.2681333333
611.60,11.4822666667,42.7771,23.8939333333,44.4656,9.3688,12.6670333333,11.0826666667,21.957,12.5698666667,36.3266,13.2664
611.93,11.4389333333,42.7605333333,23.8876,44.4731333333,9.35313333333,12.6404,11.0650666667,21.9492,12.5551333333,36.3176666667,13.2122
612.27,11.4781333333,42.8397,23.9313333333,44.5768,9.41246666667,12.6936666667,11.1063333333,21.9986666667,12.5932,36.4104666667,13.2783333333
612.60,11.5058666667,42.8695,23.9714666667,44.6579333333,9.43406666667,12.7153333333,11.1149333333,22.0330666667,12.6468,36.4500666667,13.3089333333
612.94,11.4748,42.9188333333,23.9475333333,44.6790666667,9.3904,12.6836,11.0938,22.0238,12.6159333333,36.4610666667,13.2927333333
613.27,11.4466666667,42.9875333333,23.9790666667,44.7858,9.3644,12.6331,11.0662,22.0399333333,12.5798666667,36.5157333333,13.2476666667
613.61,11.4700666667,43.0767333333,23.9685333333,44.8706666667,9.387,12.6662333333,11.0984,22.1404666667,12.567,36.5724666667,13.2634666667
613.94,11.4886,43.0957666667,23.9817333333,44.9627333333,9.3838,12.7063666667,11.1224,22.1642666667,12.5747333333,36.6042666667,13.265
614.28,11.5614,43.1763666667,24.0326,45.0011333333,9.44306666667,12.7716666667,11.1584666667,22.2229333333,12.6246666667,36.6841333333,13.3144666666
614.61,11.6573333333,43.2746333333,24.1101333333,45.142,9.54613333334,12.8832666667,11.2473333333,22.3463333333,12.7246,36.7930666667,13.3984
614.94,11.6628,43.2658333333,24.1205333333,45.1293333333,9.55539999999,12.8756333334,11.2491333333,22.356,12.7399333333,36.7828,13.3783333333
615.28,11.7365333333,43.2902,24.2008666667,45.1772,9.64833333333,12.9590333333,11.3434666667,22.4724,12.8457333333,36.8282666667,13.4227333333
615.61,11.7938666667,43.4710666667,24.2828,45.3748,9.68979999999,13.0238,11.402,22.5572666667,12.9064,36.9569333333,13.4988
615.95,11.7394,43.4524666667,24.2676,45.3804,9.63626666666,12.9442666667,11.3529333333,22.5256,12.8658,36.9304,13.4470666667
616.28,11.7994666667,43.5812,24.3770666667,45.5004,9.70686666667,13.0438333334,11.427,22.6190666667,12.9153333334,37.0549333333,13.5361333333
616.61,11.8622,43.6600333333,24.4501333333,45.6076,9.74493333334,13.0773,11.4459333333,22.6650666667,12.9457333333,37.1160666667,13.5855333333
616.95,11.9241333333,43.7132666667,24.4985333333,45.6239333333,9.78160000001,13.165,11.5096666667,22.7390666667,13.021,37.1146666667,13.6684
617.28,11.9122,43.6981333333,24.5117333333,45.6118666667,9.761,13.1519333333,11.483,22.6893333333,13.01,37.0653333333,13.6354666666
617.62,11.9695333333,43.8200666667,24.5960666667,45.707,9.79246666667,13.1969333333,11.5474,22.7779333333,13.0611333334,37.1232666667,13.6902
617.95,11.9122,43.7836666667,24.5585333333,45.7406,9.75706666667,13.1445333333,11.5381333333,22.7715333333,13.0284,37.0934,13.6400666667
618.28,11.8550666667,43.7748666667,24.5700666667,45.7215333333,9.6958,13.0884666667,11.5130666667,22.7174,12.9636666667,37.0688,13.6147333333
618.62,11.8754666667,43.8383,24.6379333333,45.8093333333,9.70886666667,13.1473,11.5382666667,22.7575333333,12.9894666667,37.1002,13.656
618.95,11.8568666667,43.903,24.6562,45.8634,9.65173333333,13.1241,11.527,22.7134,12.9548,37.1279333333,13.6695333333
619.28,11.8595333333,43.8536333333,24.6646,45.7921333333,9.66400000001,13.1511333333,11.5223333333,22.7422666667,12.9614,37.0972,13.6883333334
619.62,11.8580666667,43.8656666667,24.6774,45.8063333333,9.66466666666,13.1827666667,11.5390666667,22.7526,12.9578,37.1025333333,13.7000666667
619.95,11.8647333333,43.9067666667,24.6668,45.8624,9.64439999999,13.1308333333,11.5366,22.75,12.9601333333,37.1171333333,13.6898
620.28,11.9047333334,43.9669,24.7219333333,45.9202666667,9.69600000001,13.1927666667,11.6006666666,22.8349333333,13.0347333333,37.2052,13.7534666667
620.62,11.8940666667,43.9965666667,24.7143333333,45.9401333333,9.69686666667,13.1802,11.5958666667,22.8066,13.0468,37.1992666667,13.7502666667
620.95,11.8792666667,43.9555333333,24.7194,45.9498666667,9.706,13.1834,11.5939333333,22.8206,13.0613333333,37.2002666667,13.7736666667
621.28,11.7554666667,43.8022333333,24.6145333334,45.8258666666,9.62219999999,13.0951333333,11.5102,22.6684666667,12.9702666667,37.0820666667,13.7078
621.62,11.7638666667,43.8011666667,24.5980666667,45.8152666667,9.59800000001,13.0801,11.4666666667,22.6606,12.9292666666,37.0632666667,13.7032
621.95,11.7210666667,43.7946666667,24.5254,45.8070666667,9.5618,13.0493333333,11.388,22.6434666667,12.8921333333,37.0483333333,13.6740666667
622.28,11.7386666667,43.8390333333,24.5284,45.8629333333,9.58166666667,13.0233333333,11.4186,22.6707333333,12.9202,37.0886666667,13.686
622.62,11.7660666667,43.8366333333,24.5076666667,45.8367333333,9.61480000001,13.0376,11.4302666666,22.6937333333,12.9552,37.0529333333,13.7088666667
622.95,11.7990666667,43.8585333333,24.5368,45.8822,9.62053333333,13.0389333333,11.4505333333,22.6776666667,12.9628666667,37.0710666667,13.7346666667
623.28,11.9156,43.9599,24.6492,45.989,9.73180000001,13.1439,11.5368,22.7773333333,13.0903333333,37.1704666667,13.8270666667
623.62,11.8952666667,43.9013666667,24.6340666667,45.9342,9.72053333333,13.1718333333,11.536,22.7650666667,13.0844,37.0856666667,13.837
623.95,11.9088666667,43.9066333333,24.6448,45.9262,9.72646666667,13.2042,11.5651333333,22.7536,13.0916666667,37.0791333333,13.8640666667
624.28,11.8826,43.8157666667,24.6179333333,45.8405333333,9.6668,13.1817666667,11.5532666667,22.7263333333,13.0436,37.0242666667,13.8080666667
624.62,11.9004,43.8744,24.6376,45.8676666667,9.66273333334,13.2019666667,11.5598,22.7494,13.0469333333,37.0119333333,13.8172666667
624.95,11.9406666667,43.9230666667,24.6572,45.8938,9.71500000001,13.2638,11.5934,22.8113333333,13.0894,37.0190666667,13.8685333334
625.28,11.9286666667,43.9418,24.6746666667,45.8855333333,9.71339999999,13.2845,11.5863333333,22.784,13.1097333333,37.0060666667,13.8772
625.61,11.9523333333,44.0029,24.7180666667,45.9436666667,9.74299999999,13.3261666667,11.6316,22.8114,13.1369333333,37.0236666667,13.9028
625.95,11.9616,43.9870666667,24.7272,45.9598666667,9.75573333334,13.3579,11.6608666667,22.8213333333,13.1513333333,37.0388666667,13.9286
626.28,11.9326666667,44.0111333333,24.7331333333,46.0156,9.73206666666,13.3752666667,11.6685333333,22.8384,13.1075333333,37.0707333333,13.918
626.61,11.8701333333,43.9457333333,24.6520666667,45.9383333333,9.6868,13.3488333333,11.6499333333,22.8158666666,13.0488666667,36.9978,13.8635333333
626.94,11.8327333333,43.9519666667,24.619,45.9715333333,9.62786666667,13.3202666667,11.6426,22.8217333333,13.0049333333,36.9990666667,13.8544666667
627.28,11.8727333333,43.9353,24.6446666667,45.9976666667,9.6908,13.3485666667,11.6964,22.8716666667,13.0324,37.0278666667,13.8903333333
627.61,11.8419333333,43.8769333333,24.6210666666,45.9704666667,9.6718,13.3078666667,11.6729333334,22.8411333333,13.0111333333,36.971,13.8573333333
627.94,11.904,43.9992333333,24.7022666667,46.0878,9.76146666667,13.3722333333,11.7234,22.9197333333,13.0765333333,37.0618666667,13.9532666667
628.27,11.9543333333,44.0744666667,24.7828,46.1892666667,9.83346666665,13.4317333333,11.7984666667,22.9785333333,13.1222,37.1878666667,14.0225333333
628.61,12.0485333333,44.2120333333,24.8952666667,46.3556666667,9.91173333333,13.5008666667,11.8600666667,23.0714666667,13.1867333333,37.3331333334,14.0840666667
628.94,12.0956666667,44.2475333333,24.9431333333,46.4142,9.96260000002,13.5696666667,11.9418,23.1556666667,13.247,37.4001333333,14.1332666667
629.27,12.1008,44.2631,24.959,46.4576,9.96713333333,13.5586,11.9393333333,23.1612666667,13.2744666667,37.4316,14.1311333333
629.60,12.0282,44.2468333333,24.9256666667,46.4406,9.91966666667,13.5249666667,11.8842,23.1184,13.2052,37.4174666667,14.0786
629.94,12.0198,44.2459,24.9359333333,46.4376666667,9.89406666667,13.5086333333,11.8562666667,23.1198666667,13.2305333333,37.4112666667,14.0810666667
630.27,12.0603333333,44.3460666667,25.0438666667,46.544,9.91953333333,13.5632666667,11.8749333333,23.1695333333,13.2948,37.5059333333,14.1143333333
630.60,12.0398,44.3271333333,25.0311333333,46.5119333333,9.8998,13.5825333333,11.8538666667,23.1454,13.2808,37.4984,14.1032666667
630.93,11.9799333333,44.3852333333,24.9800666667,46.5003333333,9.81326666667,13.5465666667,11.7699333333,23.0892,13.2075333333,37.4966666667,14.0242666667
631.26,11.9853333333,44.4608333333,24.988,46.5640666667,9.82626666667,13.5681333333,11.7735333333,23.1078666667,13.2008666667,37.5035333333,14.0456666667
631.60,11.9668666667,44.4991,24.9882,46.6095333333,9.8046,13.5583,11.7596,23.0992,13.1686,37.5294666667,14.025
631.93,11.9564,44.4646666667,24.9342666667,46.5700666667,9.76439999999,13.5718666667,11.7353333333,23.0856666667,13.1806666667,37.4552,14.0055333334
632.26,11.8968,44.3895,24.8831333334,46.5099333333,9.71473333333,13.508,11.6952,23.0494,13.1422666667,37.3879333333,13.947
