wavelength,Back_TanGyrm,Belly_TanGyrm,Breast_TanGyrm,Crissum_TanGyrm,Crown_TanGyrm,DorTail_TanGyrm,Patch10_TanGyrm,Patch11_TanGyrm,Patch12_TanGyrm,Patch13_TanGyrm,Rump_TanGyrm,Throat_TanGyrm,WingTip_TanGyrm
286.33,5.48346666667,12.2069333333,11.5494,8.42666666667,3.694,4.7436,3.9248,2.79666666667,3.9468,3.85706666667,9.86806666667,8.49826666667,7.0714
286.70,5.25553333333,12.1458,11.4275333333,8.20973333333,3.59893333333,4.62986666667,3.7438,2.64066666667,3.87393333333,3.71266666667,9.71406666667,8.4534,6.90666666667
287.07,4.671,11.6386,10.9795333333,7.68766666667,3.06826666667,4.0645,3.09426666667,2.0178,3.44686666667,3.181,9.20893333333,7.94426666667,6.43766666667
287.44,4.5644,11.4308,10.899,7.55833333333,2.95466666667,3.92833333333,2.96946666667,1.75526666667,3.46566666667,3.115,9.15126666666,7.8492,6.3292
287.82,4.8166,11.7078,11.201,7.8226,3.20046666667,4.29486666667,3.20993333333,2.01466666667,3.7766,3.3316,9.49306666667,8.2212,6.64606666667
288.19,4.657,11.5318666667,11.0984,7.61093333333,2.8518,4.13556666667,2.99933333333,1.78833333333,3.5992,3.09786666667,9.25513333333,8.0614,6.42633333333
288.56,4.66786666667,11.6838666667,11.2294,7.55066666667,2.84853333333,4.12576666667,3.01453333333,1.74306666667,3.68446666667,3.14433333333,9.24586666667,8.13286666667,6.4796
288.93,4.97993333333,12.1293333333,11.7080666667,7.86886666667,3.18913333333,4.4576,3.4256,2.135,4.03533333333,3.4968,9.6,8.55933333333,6.7936
289.30,5.1046,12.3495333333,11.9038,8.002,3.45626666667,4.66463333333,3.65813333333,2.411,4.25933333333,3.606,9.77713333333,8.64173333333,6.83193333333
289.67,5.47033333333,12.914,12.3312,8.48053333333,3.9758,5.2047,4.20266666667,2.9026,4.78546666667,3.99286666667,10.2771333333,9.09013333333,7.2686
290.04,5.6434,13.2525333333,12.612,8.7536,4.3086,5.425,4.4488,3.09493333333,4.90273333333,4.2778,10.5808666667,9.29413333333,7.50913333333
290.41,5.734,13.6053333333,12.8962,8.95953333333,4.57006666667,5.67183333333,4.72553333333,3.344,5.0346,4.5254,10.8831333333,9.48426666668,7.72746666667
290.78,5.7064,13.7509333333,12.9487333333,9.06133333333,4.639,5.66953333333,4.85546666667,3.3608,4.9414,4.46333333333,10.9640666667,9.47300000001,7.7654
291.15,5.8754,14.0580666667,13.2218,9.23419999999,4.82766666667,5.9842,5.241,3.67606666667,5.10593333333,4.716,11.2513333333,9.84713333334,8.01406666667
291.52,5.8234,14.3988,13.3114666667,9.38093333333,4.8036,6.0685,5.3394,3.89286666667,5.06166666667,4.8254,11.4504,9.93260000001,8.15866666666
291.89,5.629,14.2067333333,13.1330666666,9.13059999999,4.54126666667,5.68823333333,5.1222,3.736,4.74146666667,4.60933333333,11.2519333334,9.66553333332,7.8866
292.26,5.71273333333,14.5706666667,13.4245333333,9.35000000001,4.84013333333,5.82723333333,5.3098,3.949,4.92293333333,4.7894,11.5976666667,9.992,8.1408
292.64,5.66733333334,14.5844,13.5238,9.57620000001,4.93046666667,5.94913333333,5.3358,4.1154,4.89146666666,4.81386666667,11.7998,10.1085333333,8.20633333333
293.01,5.2722,14.418,13.1774,9.32033333333,4.678,5.63583333333,4.83586666667,3.72,4.5158,4.47006666667,11.4775333333,9.75886666666,7.80126666667
293.38,5.09053333333,14.419,13.193,9.29893333333,4.52473333333,5.44493333333,4.67366666667,3.5272,4.3026,4.41373333333,11.4952,9.73273333335,7.72933333333
293.75,5.15306666667,14.4022,13.3165333333,9.23046666666,4.52253333333,5.28766666667,4.539,3.40746666667,4.26346666667,4.36786666667,11.5710666667,9.73793333333,7.623
294.12,5.16306666666,14.5346,13.3643333333,9.19333333334,4.45686666667,5.1277,4.43406666667,3.39846666667,4.31593333333,4.19793333333,11.5936666666,9.70480000001,7.54893333333
294.49,5.27666666667,14.7212666667,13.5478666667,9.34960000001,4.41466666667,5.0642,4.346,3.35866666667,4.37626666667,4.20646666667,11.6458666667,9.75413333333,7.54273333333
294.86,5.5432,14.9667333333,13.8140666667,9.57780000001,4.47433333334,5.11146666667,4.365,3.5462,4.43733333333,4.2966,11.7898,9.9746,7.673
295.23,5.55273333333,15.1938,13.9214666667,9.7692,4.4444,5.0156,4.2296,3.44933333333,4.29186666667,4.24833333333,11.9443333333,9.87466666667,7.57133333333
295.60,5.3434,15.1043333333,13.8548,9.4264,4.15673333333,4.67996666667,3.9158,3.02946666667,3.9482,3.9232,11.6846,9.57939999999,7.18086666667
295.97,5.21013333333,15.311,13.9305333334,9.42446666665,3.9902,4.58786666667,3.8018,2.69746666667,3.81913333333,3.74653333333,11.6783333334,9.42446666666,7.09473333334
296.34,5.11046666667,15.3464666667,13.9422666667,9.44886666667,3.8564,4.4645,3.75753333333,2.4654,3.75906666667,3.58253333333,11.6781333333,9.22273333333,6.90093333333
296.71,4.93813333333,15.4388,13.8838,9.28753333333,3.57246666667,4.12933333333,3.48413333333,2.15046666667,3.50993333333,3.34793333333,11.5038,8.96166666667,6.63293333333
297.08,4.91373333333,15.5534,13.9967333333,9.27093333333,3.46653333333,4.04586666667,3.49473333333,2.14486666667,3.45246666667,3.25026666667,11.5475333334,8.95580000001,6.61966666667
297.45,5.1726,16.1368,14.3666,9.56486666667,3.76986666667,4.3194,3.76073333333,2.44506666667,3.74053333333,3.4924,11.934,9.26386666667,6.8714
297.82,5.17313333333,16.3915333333,14.5578666667,9.69086666665,3.658,4.2811,3.76773333333,2.42273333333,3.69813333333,3.50326666667,11.9588666667,9.24873333333,6.90166666667
298.19,5.27546666667,16.5713333333,14.7695333333,9.87386666665,3.60366666667,4.29763333333,3.80986666667,2.479,3.7572,3.61153333333,12.1217333333,9.25253333333,6.9812
298.56,5.17326666667,16.6032666667,14.808,9.86933333334,3.52646666667,4.21916666667,3.75493333333,2.41466666667,3.6484,3.52346666667,12.187,9.21886666667,6.90446666667
298.93,4.95266666667,16.5989333333,14.7894666667,9.77646666666,3.38033333333,4.04153333333,3.5728,2.1564,3.5234,3.3802,12.2034,9.04926666667,6.6826
299.30,4.94333333333,16.7736666667,14.8929333333,9.83766666667,3.3576,4.11476666667,3.64973333333,2.16486666667,3.64,3.39006666667,12.3286666667,9.13493333334,6.65213333333
299.67,5.1162,17.1217333333,15.1664666666,10.2676666667,3.519,4.37286666667,3.91373333333,2.3816,3.87853333333,3.5824,12.7179333333,9.40800000001,6.8322
300.04,4.98973333333,17.0873333333,15.1002666667,10.1817333333,3.35766666667,4.2202,3.74173333333,2.31906666667,3.7868,3.36466666667,12.6411333333,9.32846666667,6.59226666667
300.41,5.07073333333,17.5359333333,15.4536,10.3612,3.3866,4.3564,3.72693333333,2.50193333333,3.82066666667,3.5234,12.8812,9.50913333333,6.68826666667
300.78,5.42013333333,18.1079333333,16.0972666666,10.868,3.7284,4.81923333333,4.168,3.0736,4.24393333333,3.8044,13.5057333333,9.90353333333,7.03946666667
301.15,5.55966666667,18.4675333333,16.4347333333,11.1384666667,3.75033333333,4.91176666667,4.28286666667,3.21786666667,4.41273333333,3.85906666667,13.8238,10.062,7.1648
301.52,5.76053333333,18.7795333333,16.7676,11.4339333333,3.77373333333,4.98353333333,4.4044,3.33333333333,4.49353333333,3.83193333333,14.1036666667,10.2871333333,7.2564
301.89,5.77166666667,19.1088,16.8978,11.6338666667,3.80846666667,5.1431,4.3828,3.36766666667,4.4636,3.8478,14.4624666667,10.3394,7.2272
302.26,5.76726666667,19.3964,17.156,11.6686,3.92506666667,5.23973333333,4.36486666667,3.40833333333,4.36693333333,3.779,14.6293333333,10.4437333333,7.11826666667
302.63,6.12913333333,19.904,17.5640666666,12.074,4.24826666667,5.52716666667,4.67006666667,3.6814,4.6446,4.04233333333,15.0104,10.6226666667,7.4022
303.00,6.3846,20.3505333333,17.9885333333,12.4775333333,4.53393333333,5.79316666667,4.93146666667,4.00313333334,4.9334,4.18733333333,15.4191333333,10.9127333333,7.6498
303.37,6.32573333333,20.3546,18.041,12.4889333333,4.44313333333,5.5647,4.73113333333,3.9378,4.76433333333,3.99853333333,15.4627333333,10.8236,7.52473333333
303.74,6.23873333333,20.4576,18.133,12.4694666667,4.29733333333,5.32396666667,4.50926666667,3.93593333333,4.61313333333,3.88493333333,15.4317333333,10.7068666667,7.43026666667
304.10,6.7986,21.2782666667,18.8713333333,13.1346,4.92033333333,5.7808,5.09333333333,4.65686666667,5.12493333333,4.472,16.2338666667,11.3747333333,8.0688
304.47,6.76493333333,21.2755333333,18.7559333334,13.1151333333,4.88226666667,5.62296666667,5.112,4.63233333333,5.01973333333,4.29066666667,16.2382666667,11.3248,7.90673333333
304.84,6.74573333333,21.4762,18.688,13.1236666667,4.8322,5.4766,5.05,4.60473333333,4.85213333333,4.22673333333,16.3608666666,11.2991333333,7.854
305.21,6.94126666667,21.7801333333,18.8558,13.3274666667,5.07006666667,5.63913333333,5.1808,4.84093333333,5.003,4.43973333333,16.6152666667,11.4187333333,7.9826
305.58,6.92373333333,21.725,18.9049333333,13.3823333333,5.00833333333,5.6678,5.1438,4.8944,5.03966666667,4.48053333333,16.5872,11.3001333333,7.954
305.95,6.42666666667,21.4694666667,18.7744666667,13.0931333333,4.5796,5.2229,4.8784,4.60113333333,4.7074,4.068,16.2408,11.0948,7.58553333333
306.32,6.17246666667,21.4689333333,18.6396666667,13.0742666667,4.2962,4.98413333333,4.74686666667,4.385,4.56313333333,3.8236,16.1348,11.0221333333,7.39413333333
306.69,6.0176,21.5486666667,18.7708,12.9545333333,4.0762,4.8704,4.66406666666,4.35246666667,4.50033333333,3.78013333333,16.1724,11.0901333333,7.23886666667
307.06,5.95346666667,21.8161333333,18.8658,12.8808,3.9708,4.78506666667,4.6176,4.3412,4.402,3.785,16.2915333333,11.0803333333,7.13286666667
307.43,5.97526666667,22.0816666667,19.165,13.0244666667,3.96733333333,4.75886666666,4.69746666667,4.33446666667,4.3538,3.73053333333,16.4364,11.1,7.10166666667
307.80,6.099,22.4332666667,19.3444666667,13.2550666667,4.13233333333,4.97313333333,4.89086666667,4.41706666667,4.48406666667,3.857,16.6551333333,11.2919333333,7.19606666667
308.17,5.64466666667,22.2496,19.0134666667,12.9634,3.7014,4.56366666667,4.4096,3.9238,4.077,3.464,16.3865333333,10.7567333333,6.77506666667
308.54,5.60806666667,22.3136,19.0614666666,12.984,3.65073333333,4.5356,4.26,3.889,4.04006666667,3.44893333333,16.4293333333,10.6884666667,6.73586666667
308.90,5.27953333333,22.0560666667,18.8903333333,12.682,3.35186666667,4.2999,3.9382,3.515,3.7908,3.1658,16.0723333333,10.3328,6.41733333333
309.27,5.167,22.2885333333,19.0513333333,12.6957333333,3.30526666666,4.24893333333,3.88153333333,3.49233333333,3.72526666667,3.09786666667,16.2508666667,10.3680666667,6.381
309.64,4.9368,22.4312666667,19.0754666667,12.5528,3.15726666667,4.06526666667,3.68146666667,3.31593333333,3.48306666667,2.97526666667,16.3299333333,10.2440666667,6.1804
310.01,5.07933333333,22.6195333333,19.2046666667,12.6644,3.21493333333,4.09126666667,3.68053333333,3.44226666667,3.50773333333,3.06266666667,16.5658666667,10.2304,6.1642
310.38,5.17013333333,22.8002666667,19.3583333333,12.7879333333,3.27413333333,4.17013333333,3.73886666667,3.5696,3.5696,3.192,16.7676,10.2330666667,6.258
310.75,5.0314,23.0648,19.483,12.9082666667,3.3088,4.11476666667,3.71073333333,3.58946666666,3.5206,3.13833333333,16.9474666667,10.1948666667,6.2648
311.12,5.12833333333,23.2689333334,19.7576666667,13.1592666667,3.4522,4.20623333333,3.89126666667,3.7232,3.6656,3.27646666667,17.0535333333,10.2474666667,6.42293333333
311.49,5.2568,23.4915333333,20.0707333333,13.2836,3.5924,4.41793333333,3.98253333333,3.88453333333,3.82906666667,3.48713333333,17.227,10.2606666667,6.57326666667
311.85,5.084,23.4576,20.0908666667,13.0984666667,3.39393333333,4.17986666667,3.7862,3.75726666667,3.58933333333,3.24846666666,17.2224666667,10.0258,6.38666666667
312.22,5.2656,23.7375333333,20.4149333333,13.3731333333,3.60893333333,4.4319,4.007,3.96413333333,3.72526666667,3.482,17.5011333333,10.2236,6.52566666667
312.59,5.3866,24.1468666667,20.8207333333,13.6089333333,3.77786666667,4.64153333333,4.22946666667,4.172,3.8092,3.616,17.868,10.3946666667,6.63873333333
312.96,5.6418,24.6041333333,21.2168666667,13.9202666667,4.04246666666,4.9024,4.5598,4.4692,4.0948,3.82046666667,18.2579333333,10.7202,6.78713333333
313.33,5.7418,24.7295333333,21.4317333333,14.1139333333,4.1254,5.04703333333,4.702,4.58373333333,4.20306666667,3.973,18.4012666667,10.8082666667,6.751
313.70,5.69366666667,24.7688,21.4454666667,14.1565333333,4.02706666667,4.98586666667,4.64566666667,4.51933333333,4.1816,3.912,18.3632,10.7534666667,6.67846666667
314.07,6.00293333333,25.2346666667,21.8332,14.4904666667,4.38646666667,5.27476666667,4.90706666667,4.8438,4.41373333333,4.16966666667,18.6876,11.0205333333,6.98913333333
314.43,6.32566666666,25.7051333333,22.2642,14.8666,4.75573333333,5.6202,5.18066666667,5.19973333333,4.68386666667,4.43566666667,19.0646,11.3104666667,7.24026666667
314.80,6.47166666667,25.8673333333,22.3819333333,14.9212666667,4.72293333333,5.6464,5.21633333333,5.27173333333,4.62973333333,4.47953333333,19.1076,11.2984,7.18
315.17,6.50906666667,25.9578,22.381,14.8717333333,4.6098,5.67216666667,5.06953333333,5.28393333333,4.47086666667,4.36446666667,19.2326,11.2638666667,7.0294
315.54,6.61653333333,26.1950666667,22.5237333333,15.0714666667,4.74473333333,5.75763333333,5.3018,5.5598,4.6164,4.50126666667,19.5636,11.5561333333,7.12346666667
315.91,6.97526666667,26.6648666667,22.9098,15.4893333333,5.04146666667,6.08606666667,5.6494,5.90373333333,4.99673333333,4.8958,19.8803333333,11.8897333333,7.4186
316.28,6.91826666667,26.6647333333,22.8596,15.3316,4.84846666667,5.92826666667,5.55766666667,5.81666666667,4.8972,4.73213333334,19.6678666667,11.6577333333,7.24086666667
316.64,6.74233333333,26.6722666667,22.8544,15.2035333333,4.61126666667,5.65706666667,5.3254,5.60886666667,4.8324,4.6,19.5636666667,11.4783333333,7.07846666667
317.01,6.5582,26.6001333333,22.8608666667,15.1088,4.32646666667,5.45386666667,5.0642,5.41193333333,4.55853333333,4.40453333333,19.5265333333,11.2975333333,7.01846666667
317.38,6.31873333333,26.5941333333,22.7438666667,14.8620666667,4.06033333333,5.1982,4.77113333333,5.12086666667,4.32413333333,4.07386666667,19.4134,11.0748,6.84826666666
317.75,6.43026666667,26.6475333333,22.8490666667,14.9304,4.13006666666,5.23146666667,4.9666,5.23146666667,4.40446666667,4.10126666667,19.5730666667,11.0177333333,6.93726666667
318.12,6.21586666667,26.6128,22.7416666667,14.7971333333,3.8216,4.9457,4.8154,4.94973333333,4.23593333333,3.76206666667,19.4954666667,10.7992,6.63413333333
318.49,5.9562,26.4876,22.5777333333,14.5403333333,3.45753333333,4.60013333333,4.5644,4.67806666667,3.98673333333,3.4786,19.382,10.5149333333,6.31813333333
318.85,5.96286666667,26.4836,22.7317333333,14.6252,3.4798,4.6482,4.5538,4.63653333333,4.0718,3.449,19.5237333333,10.5706,6.28866666667
319.22,5.76106666667,26.4998,22.8252666667,14.5453333333,3.248,4.46276666667,4.4658,4.4542,4.0858,3.2674,19.4996666666,10.4052666667,6.2266
319.59,5.60166666667,26.7769333333,22.8666,14.5574,3.0886,4.3736,4.28726666667,4.2932,4.018,3.10433333333,19.4970666667,10.3704666667,6.11653333333
319.96,5.31986666667,26.6904,22.7824,14.3226666667,2.74873333333,4.17756666667,3.94546666667,4.06993333333,3.80133333333,2.85933333333,19.4332666666,10.2015333333,5.90053333333
320.32,5.30693333333,26.7914,22.8861333333,14.323,2.6682,4.12993333333,3.92726666667,4.08953333333,3.9628,2.86413333333,19.7012,10.3422,6.00946666667
320.69,5.13066666667,26.8881333333,22.9723333334,14.267,2.46946666667,3.9557,3.86413333333,3.97566666667,3.82213333333,2.74686666667,19.8222666667,10.2493333333,5.93053333333
321.06,5.17106666667,27.0928,23.1023333333,14.3688,2.60266666667,4.00923333333,3.96253333333,4.1538,3.9148,2.969,20.0138666667,10.2567333333,5.98953333333
321.43,5.14853333333,27.2631333333,23.3154666667,14.5063333333,2.5554,3.91086666667,3.98153333333,4.2608,3.74826666667,2.97626666667,20.2415333333,10.2574,5.9844
321.80,5.26953333333,27.6790666667,23.7826666667,14.6408666667,2.6966,4.0071,3.998,4.39853333333,3.7948,3.07533333333,20.6676,10.4734,6.0188
322.16,5.1758,27.6409333333,23.96,14.5335333333,2.60866666667,4.06213333333,3.92853333333,4.396,3.6692,3.13473333333,20.7031333333,10.4007333333,6.00273333333
322.53,5.281,27.9456666667,24.3254,14.6548666667,2.78473333333,4.187,4.12593333333,4.61433333333,3.781,3.25193333333,20.9981333333,10.5755333333,6.0968
322.90,5.07073333333,27.9244666667,24.1778,14.4808666667,2.58746666667,3.9793,3.93853333333,4.55406666666,3.58513333333,3.05306666667,20.8946666667,10.3808,5.92766666667
323.27,5.22813333333,28.0868666667,24.2548,14.5744,2.79033333333,4.11083333333,3.9668,4.698,3.55326666667,3.18006666667,21.0544666667,10.5299333333,5.9704
323.63,5.31373333333,28.1538666667,24.3508,14.5521333333,2.8654,4.14666666667,3.99286666667,4.70693333333,3.46673333334,3.1534,21.1221333333,10.4500666667,5.85593333333
324.00,5.54286666667,28.5317333333,24.6251333333,14.7893333333,3.15673333333,4.30866666667,4.1934,4.92913333333,3.59906666667,3.197,21.4613333333,10.6047333333,5.98846666667
324.37,5.9134,28.9619333333,25.0106,15.1357333333,3.47013333333,4.65526666667,4.49046666667,5.23333333334,3.7932,3.41753333333,21.8056666667,10.8968666667,6.20253333333
324.74,6.3742,29.3077333333,25.4037333333,15.5850666667,3.8974,5.10143333333,4.9454,5.6598,4.185,3.6904,22.2008666667,11.2574,6.54513333333
325.10,6.48513333333,29.5460666667,25.635,15.7677333333,3.90306666667,5.13373333333,5.0196,5.66073333334,4.27106666667,3.64906666667,22.3989333333,11.3536,6.5302
325.47,6.7642,29.9496666667,25.9954,16.0266666667,4.14153333333,5.3813,5.27353333333,5.8568,4.5566,3.87586666667,22.7688666667,11.5896666667,6.76093333333
325.84,6.66673333333,30.0577333333,25.8795333333,15.9941333333,4.069,5.34696666667,5.22633333333,5.78426666667,4.57613333333,3.8506,22.6116666667,11.5087333333,6.74813333333
326.21,7.01386666667,30.6072666667,26.2586,16.4309333333,4.4636,5.70913333333,5.58566666667,6.09053333333,4.96246666667,4.18933333333,23.0324,11.8278,7.10786666667
326.57,7.03913333333,30.7986666667,26.4254,16.4955333333,4.462,5.70316666667,5.54926666667,6.09973333333,5.01093333333,4.15606666667,23.1531333333,11.8312666667,7.13713333333
326.94,7.384,31.2720666667,26.8650666667,16.796,4.67306666667,5.98993333333,5.7812,6.33453333333,5.28786666667,4.41886666667,23.5376666667,12.1216666667,7.3854
327.31,7.34546666667,31.4780666667,27.0180666667,16.8161333333,4.63193333333,5.90203333333,5.73606666667,6.31973333334,5.30166666667,4.39053333333,23.6668,12.0498666667,7.36053333333
327.67,7.29073333333,31.6284,27.1752,16.8328666667,4.53353333333,5.89616666667,5.77233333333,6.2916,5.2638,4.39546666667,23.7334,12.0064666667,7.40906666667
328.04,7.17,31.6527333333,27.3088,16.8442666667,4.47793333333,5.74386666667,5.73633333333,6.15726666667,5.2086,4.32693333333,23.7153333334,11.9698,7.35906666667
328.41,6.92446666666,31.7466,27.4632,16.8726666667,4.39133333333,5.5785,5.62933333333,6.12326666667,5.1648,4.14593333333,23.7555333333,11.8485333333,7.22386666667
328.78,6.87566666667,31.8858666667,27.4918666667,16.8102,4.39566666667,5.47483333333,5.5078,6.08,5.09606666667,4.2006,23.7420666666,11.7936666667,7.1752
329.14,6.835,31.8620666667,27.5382666667,16.6612,4.3852,5.36463333333,5.455,6.02786666666,5.0916,4.10506666667,23.7840666667,11.6906,7.0804
329.51,6.4636,31.6532666667,27.2948666667,16.3018666667,4.02346666667,5.0088,5.115,5.63866666667,4.81673333333,3.7094,23.4730666667,11.2995333333,6.70786666667
329.88,6.4108,31.639,27.4378666667,16.3173333333,3.856,4.85346666667,5.0478,5.483,4.7406,3.5024,23.5338666667,11.1861333333,6.61233333333
330.24,6.37693333333,31.7363333333,27.5762666667,16.3519333333,3.75433333333,4.7074,4.9586,5.43666666667,4.69606666667,3.45,23.6239333333,11.2599333333,6.57973333333
330.61,6.44853333333,31.8671333333,27.6598,16.431,3.7472,4.75463333333,5.01926666667,5.42826666667,4.7338,3.51286666667,23.7825333333,11.3587333333,6.68106666667
330.98,6.19266666667,31.9640666667,27.7155333333,16.2238,3.58553333333,4.5351,4.8922,5.18206666667,4.54006666667,3.39653333333,23.7937333334,11.1906,6.59293333333
331.34,6.25126666667,32.1344666667,27.8718,16.3288666667,3.57906666667,4.6519,5.00153333333,5.17773333333,4.57026666667,3.54726666667,23.909,11.2782666667,6.6238
331.71,6.40533333333,32.4399333333,28.1513333333,16.5202666667,3.75173333333,4.75013333333,5.07566666667,5.31026666667,4.7798,3.70333333333,24.1852,11.5402666667,6.8264
332.08,6.608,32.8138,28.5130666667,16.7278,3.82586666667,4.96633333333,5.26713333333,5.41093333333,4.97946666667,3.89386666667,24.5325333333,11.7235333333,6.96513333333
332.44,6.47553333333,32.7843333333,28.5066666667,16.5572666667,3.55733333333,4.85656666667,5.15406666667,5.1036,4.67386666667,3.718,24.501,11.6112,6.8288
332.81,6.10313333333,32.8622666666,28.5277333333,16.4447333333,3.1388,4.56856666667,4.8496,4.73726666667,4.2632,3.3334,24.5548666667,11.3521333333,6.53293333333
333.18,6.0192,33.227,28.7380666667,16.5514,3.11293333333,4.56843333333,4.81126666667,4.63886666667,4.15906666667,3.3078,24.7362,11.3894666667,6.54673333333
333.54,6.23786666667,33.5832666667,29.2157333333,16.8241333333,3.3058,4.77486666667,5.03433333333,4.8628,4.31733333333,3.498,25.0993333333,11.5739333333,6.73913333333
333.91,6.4008,34.1732666667,29.6975333333,17.0896,3.49933333333,4.92076666667,5.13953333333,5.047,4.37586666667,3.6916,25.5624666667,11.7930666667,6.86326666667
334.28,6.46713333333,34.3583333333,29.9240666667,17.1286,3.63346666667,4.99023333333,5.19346666667,5.1198,4.3982,3.70553333333,25.7876,11.798,6.8706
334.64,6.324,34.4458,30.0294,17.0614666667,3.59533333333,4.8998,5.0918,4.96026666667,4.2422,3.6068,25.8056,11.7070666667,6.71526666667
335.01,6.37433333333,34.5222,30.1096,17.1528666666,3.6916,5.01393333333,5.11806666667,5.02113333333,4.28193333333,3.592,25.9232666667,11.7411333333,6.64846666667
335.38,6.60413333333,34.9673333333,30.566,17.3397333333,3.9146,5.20943333333,5.32333333333,5.25233333333,4.51106666667,3.67946666667,26.3634,11.9468666667,6.82806666667
335.74,6.5978,35.1324666667,30.7138666667,17.3404,3.88873333333,5.22543333333,5.29146666667,5.1924,4.46006666667,3.59413333333,26.5083333333,11.9071333333,6.7726
336.11,6.3914,35.0994666666,30.6391333333,17.0919333333,3.66033333333,5.05326666667,5.03953333333,5.0082,4.20973333333,3.37026666667,26.4268,11.7484,6.56853333333
336.47,6.5966,35.4178,30.9148666667,17.2273333333,3.816,5.17456666667,5.0914,5.1288,4.3708,3.61413333333,26.7596,11.8859333333,6.69626666667
336.84,6.88553333333,35.6182,31.1769333333,17.4285333333,4.06733333333,5.4093,5.31393333333,5.3458,4.643,3.81946666667,26.9013333333,12.0735333333,6.8922
337.21,6.97466666667,35.6250666667,31.1885333334,17.3677333333,4.1234,5.43896666667,5.317,5.39186666667,4.74313333333,3.8614,26.883,12.1462666667,6.90386666667
337.57,6.97373333333,35.7563333333,31.2227333333,17.2932666667,4.14213333333,5.39533333333,5.25986666667,5.3094,4.72113333333,3.83753333333,26.9490666667,12.1608,6.82806666667
337.94,6.88673333333,35.5876,31.0262,17.0658,4.00933333333,5.26453333333,5.168,5.10353333333,4.6208,3.71186666667,26.8184666667,12.0470666667,6.67173333334
338.31,6.68853333333,35.5991333333,30.9774666667,16.7836,3.74046666667,5.04236666667,4.94153333333,4.844,4.47653333333,3.45533333333,26.7050666667,11.8726666667,6.46886666666
338.67,6.7938,35.9714,31.2432666667,16.969,3.75253333333,5.10763333333,5.05553333333,4.92973333333,4.6062,3.50206666667,26.9324,12.0019333333,6.57806666667
339.04,6.737,36.0519333333,31.3452,16.9258,3.65246666667,5.015,5.03293333333,4.79506666667,4.53146666667,3.4044,26.9672666667,11.9414,6.55913333333
339.40,6.43,35.9848,31.2608,16.8282666667,3.42233333333,4.80456666667,4.80666666667,4.5572,4.33313333333,3.215,26.8156,11.7698,6.34226666667
339.77,6.26953333333,35.9604666667,31.1868666667,16.7185333333,3.2942,4.59386666667,4.6916,4.41926666667,4.21486666667,3.10893333333,26.7424,11.618,6.16853333333
340.14,6.42126666667,36.2264,31.3619333333,16.9275333333,3.5246,4.78173333333,4.89566666667,4.59433333334,4.40993333333,3.32773333333,26.9867333333,11.8014666667,6.30686666667
340.50,6.21126666667,36.2218666667,31.3370666667,16.8016666667,3.36966666667,4.5863,4.806,4.46046666667,4.28526666667,3.1748,26.8960666667,11.6970666667,6.16453333333
340.87,6.14106666667,36.2864,31.3849333333,16.6507333333,3.32226666667,4.51956666667,4.72193333333,4.3674,4.20366666667,3.07666666667,26.9576,11.7174666667,6.05786666667
341.23,6.1128,36.5233333333,31.7017333333,16.692,3.31273333333,4.50496666667,4.7862,4.34526666667,4.13633333333,3.03073333333,27.1902,11.782,6.06173333334
341.60,6.1248,36.7302,31.8705333334,16.7949333333,3.28793333333,4.58033333333,4.82493333333,4.3574,4.16773333333,3.1042,27.3296666667,11.8910666667,6.1762
341.96,6.26233333333,37.0718,32.3026666667,17.0146,3.46206666667,4.77256666667,4.9648,4.50093333333,4.32073333333,3.26386666667,27.6404,12.1129333333,6.33933333333
342.33,6.42473333333,37.2412,32.5204,17.2156666667,3.60666666667,4.89056666667,5.1024,4.58833333333,4.44993333333,3.44833333333,27.8425333333,12.2865333333,6.47006666667
342.70,6.42073333333,37.3727333333,32.7206,17.2308666667,3.68726666667,4.9648,5.11406666667,4.5664,4.45546666666,3.50533333333,28.0192,12.3730666667,6.45513333333
343.06,6.25886666667,37.4386666667,32.727,17.0880666667,3.47533333333,4.71483333333,4.8726,4.31486666667,4.25066666667,3.32993333333,28.0324666667,12.2324,6.2238
343.43,6.30913333333,37.7336,32.9702666667,17.1077333333,3.4392,4.72546666667,4.91486666667,4.2488,4.20526666667,3.3456,28.2636666666,12.2876,6.2568
343.79,6.4244,37.8851333333,33.1634,17.0973333333,3.41986666667,4.8203,4.96713333333,4.267,4.23186666667,3.4002,28.4736666667,12.3154,6.33566666667
344.16,6.41686666667,38.1926666667,33.4431333333,17.1488666667,3.33433333333,4.82946666667,4.9224,4.1578,4.1892,3.37233333333,28.6,12.3037333333,6.36146666667
344.52,6.50333333333,38.5318,33.7482,17.225,3.45426666667,4.89126666667,4.9964,4.16473333333,4.2204,3.41433333333,28.8473333333,12.3349333333,6.4098
344.89,6.43866666667,38.7252666667,33.8040666667,17.23,3.344,4.83123333333,4.94893333334,4.06613333333,4.1492,3.38246666667,28.9647333333,12.2886666667,6.33226666667
345.25,6.7416,39.158,34.1140666667,17.5723333333,3.62606666667,5.14956666667,5.18973333333,4.36673333333,4.40573333333,3.67133333333,29.3548666667,12.5378666667,6.60553333333
345.62,6.80106666666,39.3849333334,34.3306666667,17.6902666667,3.7028,5.22203333333,5.2682,4.49766666667,4.45986666667,3.69353333333,29.5832,12.5805333333,6.6384
