wavelength,Back_ConSitf,Belly_ConSitf,Breast_ConSitf,Crissum_ConSitf,Crown_ConSitf,DorTail_ConSitf,Rump_ConSitf,Throat_ConSitf,WingTip_ConSitf
357.29,13.3384666667,5.19823333333,4.925,4.621,3.91766666667,5.75228,19.1411333333,6.2984,5.2068
357.66,13.3487333333,5.22436666667,4.97253333333,4.68633333333,3.91946666667,5.78155111111,19.1878666667,6.33833333333,5.23066666667
358.02,13.4006666667,5.23663333333,4.98886666667,4.7314,3.90446666667,5.76053333333,19.1686666667,6.34233333333,5.22566666667
358.38,13.4559333333,5.29036666667,5.04146666667,4.7682,3.95733333333,5.81683555556,19.1786666667,6.36173333333,5.248
358.75,13.5194666667,5.2719,5.09326666667,4.7578,3.9466,5.82416444445,19.1760666667,6.40666666667,5.25006666667
359.11,13.5586666667,5.31873333333,5.136,4.72313333333,3.93306666667,5.82804,19.193,6.40906666667,5.29893333333
359.48,13.7428,5.46786666667,5.24966666667,4.90046666667,4.1172,5.91274222222,19.3696,6.58013333333,5.45813333333
359.84,13.7516666667,5.4321,5.20673333333,4.8572,4.0716,5.88350222222,19.3646,6.562,5.43826666667
360.20,13.7497333333,5.39023333333,5.1982,4.85986666667,4.05353333333,5.87822666667,19.3880666667,6.5264,5.44093333333
360.57,13.7382,5.43553333333,5.1764,4.8396,4.038,5.82962666667,19.3728,6.52366666666,5.46453333333
360.93,13.8449333333,5.5015,5.21086666667,4.9188,4.09586666667,5.85191111111,19.4603333333,6.62626666667,5.5232
361.29,13.8037333333,5.5122,5.21026666667,4.86933333333,4.1082,5.78850222222,19.4860666667,6.65293333333,5.51946666667
361.66,13.8993333333,5.60776666666,5.27906666667,4.91786666667,4.202,5.85499111111,19.5704666667,6.73726666667,5.60466666667
362.02,13.8861333333,5.60663333333,5.26746666667,4.8934,4.21693333333,5.83247555556,19.5527333333,6.6946,5.6024
362.39,13.9104666667,5.5897,5.261,4.90386666667,4.18633333333,5.80964,19.5595333333,6.70233333333,5.62106666667
362.75,13.8806,5.55553333333,5.22946666667,4.883,4.18126666667,5.76793333333,19.5672666667,6.67133333333,5.62886666667
363.11,13.9735333333,5.59773333333,5.233,4.93166666667,4.22446666667,5.79010666667,19.6582666667,6.7432,5.70353333333
363.48,13.8432666667,5.42596666667,5.0788,4.79573333333,4.02473333333,5.64416,19.4972,6.5734,5.5434
363.84,13.9096,5.46216666667,5.1032,4.8242,4.0354,5.65811111111,19.5366666667,6.57926666667,5.51953333333
364.20,14.0056,5.49616666667,5.158,4.83846666667,4.06713333333,5.65678222222,19.5686,6.60513333333,5.5138
364.57,14.0158,5.44593333333,5.174,4.84886666667,4.06893333333,5.66667111111,19.615,6.59993333333,5.48753333333
364.93,13.9244,5.36883333333,5.13693333333,4.77293333333,4.00813333333,5.63676888889,19.5319333333,6.5082,5.4216
365.29,13.9754666666,5.37206666667,5.095,4.7672,3.95126666667,5.62911555556,19.4574,6.44413333333,5.3884
365.66,13.9638666667,5.35806666667,5.04726666667,4.7676,3.91986666667,5.57079555556,19.4988,6.3554,5.34186666667
366.02,13.9654,5.36263333333,5.06646666667,4.76573333333,3.9,5.57149333333,19.4934666667,6.33706666667,5.3108
366.38,13.9358666667,5.29223333333,5.01886666667,4.68013333333,3.83646666667,5.50392444444,19.4783333333,6.239,5.18066666667
366.75,13.9622,5.30436666667,5.03313333333,4.679,3.83153333333,5.55971111111,19.4938,6.19506666667,5.15266666667
367.11,13.8072666667,5.19656666667,4.93646666667,4.57066666667,3.73866666667,5.48087111111,19.3529333333,6.02986666667,4.98293333333
367.47,13.8665333333,5.25136666667,4.9952,4.57853333333,3.82106666667,5.54705777778,19.402,6.07466666667,5.0334
367.84,13.823,5.23133333333,4.99633333334,4.55,3.8554,5.54255111111,19.3513333333,6.06566666667,5.0562
368.20,13.7927333333,5.15246666667,4.9262,4.4562,3.78106666667,5.49124888889,19.3291333333,6.017,4.99946666666
368.56,13.8408,5.16406666667,4.9108,4.451,3.77366666667,5.47192888889,19.2524666667,5.98266666667,5.01633333333
368.93,13.9107333333,5.21333333333,4.97073333333,4.477,3.79433333333,5.45966222222,19.312,6.04846666667,5.04166666667
369.29,13.9038,5.16156666666,4.9826,4.48153333333,3.8076,5.43048888889,19.3548,6.09273333333,5.02826666667
369.65,13.8690666667,5.06486666667,4.9816,4.40046666667,3.7216,5.39987111111,19.2514,6.08026666667,4.9392
370.01,13.9032,5.0763,4.9966,4.40226666667,3.7516,5.44034222222,19.3278,6.0972,4.95333333333
370.38,13.9388666667,5.11563333333,5.0054,4.4602,3.79573333333,5.46749777778,19.3798,6.13786666667,4.99266666667
370.74,14.0777333334,5.21743333333,5.12926666666,4.58006666667,3.90153333333,5.53026222222,19.4626666667,6.26033333333,5.08693333333
371.10,14.1987333333,5.26733333333,5.1896,4.6362,3.93753333333,5.54627555556,19.5056666667,6.32586666667,5.1532
371.46,14.2266666667,5.28996666667,5.1902,4.68486666667,3.95873333333,5.55965777778,19.5507333333,6.32053333333,5.16973333333
371.83,14.2078666667,5.22526666667,5.13646666667,4.69013333333,3.8702,5.48199555556,19.5619333333,6.3032,5.10133333333
372.19,14.1674666667,5.2224,5.13993333333,4.74126666667,3.88666666667,5.47876888889,19.5284,6.27573333333,5.11566666667
372.55,14.1422666667,5.21543333333,5.1224,4.75186666667,3.89986666667,5.49983111111,19.5877333333,6.2822,5.12773333333
372.92,14.1866666666,5.27783333333,5.142,4.8464,3.9776,5.56753333333,19.6774666667,6.32486666667,5.19446666667
373.28,14.2452,5.39306666667,5.22546666667,4.9064,4.041,5.62174666667,19.7594,6.39326666667,5.27373333333
373.64,14.331,5.47916666667,5.24346666667,4.98706666667,4.09593333333,5.67420444444,19.8938,6.46,5.39273333333
374.00,14.2982,5.437,5.19906666667,4.971,4.03213333333,5.60000444445,19.822,6.4292,5.34833333333
374.37,14.2173333333,5.41596666667,5.13213333333,4.89913333333,3.93106666667,5.52930666666,19.7914666667,6.35053333333,5.30166666667
374.73,14.1462666667,5.39616666667,5.04946666666,4.82733333333,3.8738,5.49478666667,19.7766666667,6.27626666667,5.22553333333
375.09,14.1568666667,5.4341,5.07453333333,4.83006666667,3.8892,5.50389333333,19.8852666667,6.28873333333,5.2348
375.45,14.2551333333,5.5272,5.19853333333,4.904,3.94766666667,5.58035111111,19.9739333333,6.38173333333,5.32853333333
375.81,14.2846,5.6302,5.27166666667,4.95553333333,4.0046,5.60140444445,20.0018666667,6.4182,5.399
376.18,14.352,5.70153333333,5.33053333334,5.02786666667,4.0402,5.61483111111,20.0628,6.47206666667,5.42546666667
376.54,14.3920666667,5.74636666667,5.40733333333,5.04626666667,4.0454,5.60988,20.1163333333,6.52626666667,5.39673333333
376.90,14.356,5.68176666667,5.3734,4.97886666667,3.97333333333,5.52839111111,20.0354,6.46646666667,5.30986666667
377.26,14.2716,5.5929,5.28766666667,4.8946,3.88166666667,5.48141333333,19.9701333333,6.329,5.18506666667
377.63,14.2751333333,5.59456666667,5.28733333334,4.904,3.8898,5.48572888889,19.9218666667,6.31126666667,5.1258
377.99,14.3217333333,5.6103,5.3014,4.92333333333,3.91393333333,5.49254666667,19.9372666667,6.30113333334,5.1168
378.35,14.4368,5.69923333333,5.41886666667,5.02553333334,4.04753333333,5.57172,20.0109333333,6.4012,5.18093333333
378.71,14.4584666667,5.70513333333,5.43673333333,5.03306666667,4.03166666667,5.56759555556,20.011,6.41893333333,5.17526666667
379.07,14.4319333333,5.72536666667,5.47546666667,5.0574,4.05846666667,5.57918666667,19.9790666666,6.46973333333,5.19906666667
379.44,14.3862,5.70993333333,5.47666666667,5.05373333333,4.0542,5.55994222222,19.9203333333,6.46326666667,5.16186666667
379.80,14.4278,5.65016666667,5.4498,5.02686666667,4.05853333333,5.53804444444,19.92,6.43706666667,5.1178
380.16,14.4962666667,5.7327,5.52186666666,5.0382,4.1276,5.59757333333,20.0017333333,6.50193333333,5.166
380.52,14.5563333333,5.7329,5.52473333333,5.06686666667,4.1614,5.59898222222,19.9974666667,6.5018,5.237
380.88,14.6210666667,5.80506666667,5.5902,5.10353333333,4.19826666667,5.68496888889,20.0734666667,6.54466666667,5.32033333333
381.24,14.6461333333,5.82173333333,5.5928,5.12353333333,4.20753333333,5.67388,20.0725333333,6.5688,5.3446
381.61,14.5971333333,5.78813333333,5.595,5.05266666667,4.1586,5.63818222222,20.0254,6.55186666667,5.33653333333
381.97,14.6184,5.82263333333,5.60186666667,5.03153333333,4.15686666667,5.65488444445,20.1068666667,6.5884,5.36933333333
382.33,14.6302,5.8346,5.59966666667,5.0424,4.13266666666,5.65237333333,20.1028,6.59973333333,5.3848
382.69,14.5974,5.82176666667,5.59346666667,5.03433333333,4.12533333333,5.61256444445,20.0817333333,6.5724,5.38726666667
383.05,14.5918666667,5.7858,5.54086666666,4.9898,4.07193333333,5.5564,20.0314,6.4782,5.33473333333
383.41,14.7224666667,5.88886666667,5.6182,5.0768,4.16226666667,5.64788444444,20.1848,6.56946666667,5.41486666667
383.77,14.7431333333,5.93686666667,5.65286666667,5.09686666667,4.15433333333,5.72026666667,20.2500666667,6.59933333333,5.43613333333
384.14,14.6881333333,5.8629,5.59586666667,5.0704,4.0816,5.66966666667,20.2149333333,6.5364,5.39926666667
384.50,14.6438,5.84213333333,5.6136,5.0592,4.04066666667,5.66437777778,20.1818,6.52146666667,5.351
384.86,14.6377333333,5.81286666667,5.58973333333,5.0506,4.02126666667,5.62754222222,20.2077333333,6.50406666667,5.30786666667
385.22,14.7466,5.91973333333,5.69126666666,5.17986666666,4.12113333333,5.72914222222,20.3300666667,6.6184,5.39913333333
385.58,14.7868666667,5.97796666667,5.716,5.23113333333,4.15506666667,5.75740888889,20.3925333333,6.6382,5.4224
385.94,14.7498666667,5.9561,5.69193333333,5.2628,4.1314,5.71633777778,20.3469333333,6.6054,5.40893333333
386.30,14.6990666667,5.94466666667,5.6636,5.21433333333,4.09206666667,5.67091111111,20.3256666667,6.57826666667,5.35573333333
386.66,14.7015333333,5.9405,5.6454,5.23573333334,4.08126666666,5.66504888889,20.3348,6.57433333333,5.369
387.03,14.7456666666,5.98763333333,5.671,5.283,4.12193333333,5.73826222222,20.4018,6.63306666667,5.403
387.39,14.6704,5.91953333333,5.6062,5.1932,4.05673333333,5.66943111111,20.3270666667,6.5434,5.32146666667
387.75,14.7034,6.0007,5.67293333333,5.2404,4.10066666667,5.68668444444,20.3919333333,6.58873333333,5.3462
388.11,14.7479333333,6.05603333333,5.7148,5.30673333333,4.15693333333,5.72830222222,20.459,6.638,5.37873333333
388.47,14.772,6.10813333333,5.72406666667,5.31253333333,4.1856,5.77401333334,20.515,6.64253333333,5.38986666667
388.83,14.7766,6.12146666667,5.73073333333,5.29966666667,4.17686666667,5.76184,20.5306,6.63453333333,5.38506666667
389.19,14.748,6.08393333333,5.6902,5.2188,4.1342,5.70153333333,20.5068,6.58286666667,5.32893333333
389.55,14.7509333333,6.10183333333,5.718,5.24573333333,4.12506666667,5.69736444444,20.5382,6.56086666667,5.30746666667
389.91,14.762,6.1274,5.76873333333,5.25953333333,4.14573333334,5.73259111111,20.5647333333,6.5932,5.32493333333
390.27,14.7924,6.1232,5.83186666667,5.2706,4.13026666667,5.76216888889,20.5898,6.61526666667,5.36133333333
390.63,14.845,6.17153333333,5.8924,5.32566666667,4.17086666667,5.79708,20.629,6.6518,5.37153333333
391.00,14.8632,6.16026666667,5.92826666667,5.33066666667,4.159,5.75985777778,20.6373333333,6.6376,5.36533333333
391.36,14.7953333333,6.0841,5.8302,5.27806666667,4.0768,5.66142222222,20.5581333333,6.56633333333,5.2962
391.72,14.7502666667,6.01626666667,5.7662,5.22033333333,4.03446666667,5.58851555556,20.5094,6.51893333333,5.26073333333
392.08,14.7196,5.98523333333,5.72246666667,5.16526666667,3.97146666667,5.51083111111,20.4446666667,6.45413333333,5.197
392.44,14.7446,6.01153333333,5.74126666667,5.20546666667,3.9892,5.49447111111,20.4710666667,6.46586666667,5.21793333333
392.80,14.7702666667,6.06613333333,5.78933333333,5.2634,4.04393333333,5.55013333334,20.4798666667,6.49526666667,5.26953333333
393.16,14.8157333333,6.1251,5.84893333333,5.33166666666,4.0772,5.59362222222,20.5053333333,6.54426666667,5.3306
393.52,14.8240666667,6.12243333333,5.83746666667,5.32346666667,4.08206666667,5.59067111111,20.4987333333,6.55033333333,5.32806666667
393.88,14.8559333333,6.16233333333,5.84193333333,5.33993333333,4.09973333333,5.60207555555,20.5068666667,6.56453333333,5.3408
394.24,14.9096666666,6.25406666666,5.8878,5.42786666667,4.18333333333,5.65756444445,20.602,6.6172,5.39026666667
394.60,14.9369333333,6.2749,5.91073333333,5.42653333333,4.17253333333,5.68465333333,20.605,6.62633333333,5.41413333333
394.96,14.8995333334,6.2646,5.86466666667,5.40893333333,4.13873333333,5.65855111111,20.5730666667,6.60793333333,5.3958
395.32,14.9730666667,6.3906,5.9722,5.50113333333,4.213,5.76044888889,20.7001333333,6.70233333333,5.4784
395.68,14.9848,6.39496666667,5.9924,5.53626666667,4.21953333333,5.78233333333,20.6981333333,6.7024,5.49066666667
396.04,15.0546666667,6.4851,6.05846666667,5.6068,4.2854,5.86048444444,20.7614666667,6.77826666667,5.57113333333
396.40,15.0655333333,6.5021,6.07313333333,5.63953333333,4.28166666667,5.88012,20.789,6.80106666666,5.58973333333
396.76,15.0972666667,6.52963333333,6.07446666667,5.69233333333,4.30446666667,5.88631111111,20.8352666667,6.80893333334,5.59386666666
397.12,15.0798,6.4944,6.0156,5.67366666667,4.26533333333,5.85048444445,20.8032,6.767,5.53333333333
397.48,15.1036,6.52736666667,6.03233333333,5.70866666667,4.3074,5.87477777778,20.8335333333,6.79333333333,5.57186666667
397.84,15.149,6.54536666667,6.06953333333,5.743,4.34513333333,5.87416444444,20.8854,6.81326666667,5.60326666666
398.20,15.1238,6.513,6.02753333333,5.7272,4.32453333333,5.82786666667,20.8342,6.76166666667,5.56293333333
398.56,15.1669333333,6.56743333333,6.08146666667,5.80793333333,4.42486666666,5.86388888889,20.9192666667,6.82293333333,5.61973333333
398.92,15.2244,6.6208,6.15593333333,5.86486666667,4.47606666667,5.91232,21.0018666667,6.86233333333,5.6426
399.28,15.2066666667,6.5759,6.1532,5.86326666667,4.4366,5.87490666667,20.9413333333,6.83426666667,5.60393333333
399.64,15.2395333333,6.61973333333,6.1654,5.89433333333,4.4476,5.87508444445,20.9455333333,6.83486666667,5.58633333334
400.00,15.2309333333,6.60026666667,6.1846,5.88653333333,4.45133333333,5.86256444444,20.9450666666,6.83566666666,5.55333333333
400.36,15.1926666667,6.57676666667,6.1638,5.8496,4.43646666667,5.84265777778,20.89,6.8146,5.52353333333
400.72,15.1404,6.52616666667,6.16653333333,5.82733333333,4.37873333334,5.79274222222,20.829,6.782,5.47413333333
401.08,15.1277333333,6.56443333333,6.26146666667,5.86033333333,4.43806666667,5.82680888889,20.8521333333,6.80673333333,5.5324
401.44,15.1498666667,6.60913333333,6.31473333333,5.9014,4.4536,5.83450666667,20.8852,6.81593333333,5.54553333333
401.80,15.1416,6.65273333333,6.3668,5.91526666667,4.44786666667,5.87666222222,20.9081333333,6.8378,5.545
402.16,15.1497333333,6.64093333333,6.36573333334,5.87873333333,4.4188,5.87310222222,20.8966,6.8252,5.54153333333
402.52,15.075,6.60426666667,6.33433333333,5.81193333333,4.34966666667,5.83532,20.8247333333,6.7528,5.47326666667
402.88,15.1,6.6159,6.34133333333,5.82913333333,4.3364,5.84010222222,20.8175333333,6.75946666667,5.498
403.24,15.1140666667,6.63343333333,6.34273333333,5.8318,4.3432,5.83187555556,20.8562,6.76486666667,5.52006666667
403.60,15.0898,6.6354,6.35,5.853,4.35453333333,5.85572888889,20.8580666667,6.77406666667,5.558
403.95,15.0602,6.64966666667,6.33826666667,5.87086666667,4.33153333333,5.85176444445,20.8740666667,6.75986666667,5.57906666667
404.31,15.061,6.69436666667,6.36146666667,5.9072,4.3454,5.84342222222,20.8932,6.76946666667,5.58686666666
404.67,15.0754,6.71506666667,6.358,5.89086666667,4.3398,5.83235111111,20.8842666667,6.77126666667,5.5934
405.03,15.1070666667,6.74896666667,6.3372,5.91553333333,4.3292,5.84671111111,20.9052,6.79073333333,5.60333333333
405.39,15.0729333333,6.7241,6.31513333333,5.89413333333,4.3086,5.81772,20.8708,6.7806,5.58306666667
405.75,15.0600666667,6.7239,6.2734,5.8726,4.3024,5.78128,20.8396666667,6.75,5.58093333333
406.11,15.0715333334,6.7803,6.31753333333,5.93053333333,4.36246666667,5.82379111111,20.8635333333,6.7756,5.63846666667
406.47,15.0922,6.83016666667,6.319,5.9464,4.35613333333,5.8282,20.8872666667,6.7972,5.66593333333
406.83,15.0406,6.83343333333,6.32013333333,5.9418,4.36626666667,5.83495111111,20.8726,6.78226666667,5.6576
407.19,15.0441333333,6.86963333333,6.33853333333,5.9556,4.3756,5.87216444445,20.8682,6.773,5.65206666667
407.55,15.0703333333,6.89726666667,6.35953333333,5.96166666667,4.3762,5.86477777778,20.8858,6.77986666667,5.63073333334
407.90,15.1002,6.94706666666,6.40353333333,5.9944,4.418,5.89084888889,20.8863333333,6.80053333333,5.64793333333
408.26,15.1276,6.9573,6.42593333333,5.99393333333,4.42973333333,5.91514222222,20.9025333333,6.81246666667,5.653
408.62,15.1547333334,7.0013,6.47813333333,6.04386666667,4.47346666667,5.96056,20.9420666667,6.85426666667,5.67126666666
408.98,15.1484,6.98723333333,6.5008,6.05206666667,4.49993333333,5.96748,20.9672666667,6.85426666666,5.6646
409.34,15.1784666667,7.01646666667,6.52813333333,6.08273333333,4.508,5.99626666667,20.9821333333,6.86233333333,5.69166666667
409.70,15.1985333334,7.0257,6.56126666667,6.1284,4.51033333333,6.00939111111,20.978,6.87873333333,5.67866666667
410.06,15.1614666667,6.99166666667,6.54793333333,6.11326666667,4.46413333333,5.97835111111,20.9603333333,6.84493333333,5.61126666667
410.42,15.1469333333,6.9664,6.54646666667,6.0922,4.45966666667,5.95864888889,20.9411333333,6.8294,5.5888
410.77,15.1428666667,6.98363333333,6.55453333333,6.08693333333,4.466,5.93844444444,20.8991333333,6.8182,5.5756
411.13,15.1441333333,7.0137,6.59286666667,6.10753333333,4.49446666667,5.93620444445,20.9023333333,6.86693333333,5.59666666667
411.49,15.1184666666,7.04246666667,6.62913333333,6.1062,4.51346666667,5.94963111111,20.9020666667,6.87566666667,5.61613333333
411.85,15.0864,7.01566666667,6.60726666666,6.0888,4.48126666667,5.92330666667,20.8657333333,6.86086666667,5.57286666667
412.21,15.0614,7.01543333333,6.613,6.10253333333,4.4564,5.89070666667,20.8415333333,6.8558,5.5638
412.57,15.0581333333,7.0228,6.6348,6.101,4.4404,5.91109333333,20.8380666667,6.8518,5.5796
412.92,15.0397333333,7.03266666667,6.62226666667,6.08806666667,4.38033333333,5.88598666667,20.7919333333,6.839,5.545
413.28,14.9958666667,7.0232,6.60653333333,6.05933333333,4.35253333333,5.86317333333,20.778,6.82166666667,5.50166666667
413.64,14.9310666667,6.9938,6.59093333333,6.02153333333,4.31093333334,5.81600888889,20.7443333333,6.75593333334,5.48406666667
414.00,14.9291333333,7.00306666667,6.5778,6.0114,4.2894,5.79788,20.7245333334,6.75826666667,5.4826
414.36,14.9322666667,7.0387,6.60713333334,6.05226666667,4.30326666667,5.82195111111,20.7171333333,6.77413333333,5.48946666667
414.72,14.9746666667,7.0908,6.6276,6.10653333333,4.30666666667,5.85173777778,20.7596666667,6.79373333333,5.5126
415.07,14.9692666667,7.0834,6.61473333333,6.09393333333,4.286,5.84658222222,20.7526,6.76026666667,5.4946
415.43,15.0008666667,7.1221,6.6512,6.14486666667,4.31246666667,5.87510222222,20.783,6.78693333333,5.53686666667
415.79,15.0274,7.13703333333,6.6864,6.14953333333,4.31273333333,5.88730222222,20.8036,6.77753333333,5.5556
416.15,15.0327333333,7.164,6.70793333333,6.1656,4.34786666667,5.91116,20.8054,6.7948,5.58086666667
416.51,15.0354,7.21113333333,6.71453333333,6.21446666667,4.3736,5.91398666666,20.8161333333,6.8072,5.597
416.86,15.0819333333,7.29246666667,6.79133333333,6.27653333333,4.4396,5.97409777778,20.8438666667,6.85926666667,5.64233333333
417.22,15.0876666667,7.31826666667,6.8122,6.31546666667,4.458,5.97766222222,20.8334666667,6.8722,5.65906666667
417.58,15.0998,7.35893333333,6.83586666667,6.35946666667,4.48646666667,6.01186666667,20.8621333333,6.91853333333,5.67893333333
417.94,15.0934,7.40106666667,6.87846666667,6.38373333333,4.50733333334,6.02462222222,20.8522666667,6.94653333333,5.70046666667
418.29,15.0936666667,7.4089,6.89393333333,6.40713333333,4.5098,6.01792444444,20.8409333333,6.9538,5.71713333333
418.65,15.0627333333,7.3992,6.91013333333,6.39786666667,4.51126666667,6.01044444445,20.801,6.95826666667,5.72133333333
419.01,15.0189333333,7.39793333333,6.9154,6.41026666666,4.50333333333,5.98729333333,20.7578,6.93526666667,5.71246666667
419.37,14.9780666667,7.37723333333,6.87573333333,6.3716,4.46866666667,5.95215555556,20.6932,6.89713333333,5.66366666667
419.73,14.9314,7.37213333333,6.86273333333,6.369,4.4568,5.93407555556,20.6564,6.8812,5.64766666667
420.08,14.9026,7.38013333333,6.8502,6.37666666667,4.43773333333,5.91876888889,20.6224,6.86033333333,5.63146666667
420.44,14.8818,7.383,6.85553333333,6.36566666667,4.4186,5.89957777778,20.6088666667,6.85493333333,5.6128
420.80,14.8297333333,7.3598,6.8286,6.3446,4.38486666667,5.86296444444,20.5769333333,6.82626666666,5.58746666667
421.16,14.8247333333,7.38086666667,6.86046666667,6.35573333333,4.3882,5.87715555556,20.5816,6.83913333333,5.604
421.51,14.8143333333,7.38906666667,6.86786666667,6.3496,4.37153333333,5.86735111111,20.5493333333,6.8252,5.59526666667
421.87,14.7939333333,7.38816666667,6.85886666667,6.34946666667,4.35886666667,5.85336888889,20.5201333333,6.80546666667,5.5816
422.23,14.7664666667,7.39243333333,6.8658,6.35166666667,4.34,5.83944888889,20.5086,6.7866,5.56346666667
422.58,14.7678666667,7.4238,6.88533333333,6.37486666667,4.3396,5.85555111111,20.5194666667,6.79006666667,5.56713333333
422.94,14.7839333333,7.46203333333,6.91793333333,6.40766666667,4.34953333333,5.88516888889,20.5419333333,6.81666666667,5.60653333333
423.30,14.7884,7.49603333333,6.9576,6.45506666667,4.357,5.90624444445,20.5542,6.84406666667,5.6266
423.66,14.8100666667,7.53416666667,6.989,6.49026666667,4.37706666667,5.93223111111,20.5658666666,6.86553333333,5.64366666667
424.01,14.8182,7.56296666667,7.02793333333,6.502,4.3858,5.95140444444,20.5723333333,6.87506666667,5.6502
424.37,14.8032,7.57396666667,7.03706666667,6.49953333333,4.38833333333,5.95077333333,20.5413333333,6.8654,5.65213333333
424.73,14.7854,7.58266666667,7.04713333334,6.50466666667,4.38986666667,5.94916444445,20.518,6.85906666667,5.655
425.08,14.7608,7.58223333333,7.0292,6.49473333333,4.37786666667,5.92889777778,20.4678666667,6.8322,5.6332
425.44,14.7434,7.5914,7.0428,6.50913333333,4.39293333333,5.94001777778,20.4436666667,6.82993333333,5.6306
425.80,14.7440666667,7.6004,7.0686,6.5304,4.3998,5.96558666667,20.4418666667,6.8352,5.64206666667
426.16,14.7372666667,7.6203,7.07706666667,6.53113333333,4.41193333333,5.97207555556,20.4272666666,6.82146666667,5.6416
426.51,14.7256,7.6196,7.06093333333,6.53373333333,4.40013333333,5.94608888889,20.3994666667,6.80846666667,5.63266666667
426.87,14.702,7.63233333333,7.06193333333,6.53293333333,4.40466666667,5.94032444444,20.3648,6.79413333333,5.61106666666
427.23,14.6912,7.64313333333,7.075,6.5326,4.40933333333,5.93376888889,20.3515333333,6.78386666667,5.6206
427.58,14.6889333333,7.6857,7.10506666667,6.55733333333,4.419,5.94482666667,20.3374666667,6.80106666667,5.64146666667
427.94,14.6682666667,7.6893,7.10266666667,6.5606,4.4172,5.92738222222,20.3172,6.7928,5.6364
428.30,14.6466666667,7.69753333333,7.10553333333,6.58453333333,4.40633333333,5.92912444444,20.2989333333,6.78733333333,5.62706666667
428.65,14.6422,7.71016666667,7.1084,6.59346666667,4.40093333333,5.92429777778,20.2856666667,6.77833333333,5.61846666667
429.01,14.6466,7.7438,7.13146666667,6.6312,4.41426666667,5.94768444445,20.3066,6.78726666667,5.63153333333
429.37,14.6316666667,7.79073333333,7.152,6.63686666667,4.40286666667,5.94871555555,20.3135333333,6.79186666667,5.64206666667
429.72,14.6337333333,7.824,7.15513333333,6.65753333333,4.40326666667,5.92599111111,20.3228666667,6.7848,5.64546666667
430.08,14.6278,7.8577,7.18713333333,6.68473333333,4.40426666667,5.92744888889,20.3220666666,6.80586666667,5.65653333333
430.44,14.5942666667,7.8717,7.22066666667,6.69206666666,4.40613333333,5.93050222222,20.3148,6.80373333333,5.6464
430.79,14.5769333333,7.86796666667,7.21953333333,6.6928,4.38426666667,5.9126,20.3014666667,6.80486666667,5.61706666667
431.15,14.5526666667,7.89683333333,7.22973333333,6.70606666667,4.38486666667,5.93210666667,20.2852666667,6.80126666667,5.60766666667
431.50,14.5035333333,7.87316666667,7.2016,6.67,4.35453333333,5.89306222222,20.2481333334,6.7688,5.56293333333
431.86,14.4882,7.9104,7.2286,6.69413333333,4.367,5.91294222222,20.2337333333,6.78773333334,5.57826666667
432.22,14.4940666667,7.93446666667,7.26813333333,6.7208,4.38553333333,5.93041333333,20.2298,6.7988,5.6028
432.57,14.509,7.99236666667,7.3302,6.76666666667,4.42626666667,5.96480888889,20.2626,6.85413333333,5.65393333333
432.93,14.4995333333,8.02066666667,7.36606666667,6.78453333333,4.43466666667,5.96216444445,20.2427333333,6.8602,5.65706666667
433.29,14.5048,8.03786666667,7.3768,6.8152,4.44726666667,5.96680888889,20.2340666667,6.87073333333,5.66373333333
433.64,14.4988,8.0764,7.40513333333,6.8398,4.46426666667,5.97537777778,20.2158666667,6.8904,5.66846666667
434.00,14.4736,8.06696666667,7.3886,6.82993333333,4.4518,5.96785333333,20.1695333333,6.88126666667,5.64773333333
434.35,14.4696,8.08303333333,7.39093333333,6.84233333333,4.45226666667,5.97265777778,20.1600666667,6.8828,5.6554
434.71,14.4514666667,8.10003333333,7.41086666667,6.8488,4.45193333333,5.97238666667,20.131,6.87753333333,5.6668
435.07,14.4372666667,8.08763333333,7.41033333333,6.8512,4.448,5.94381777778,20.0986666667,6.84886666667,5.66033333333
435.42,14.4302666667,8.11106666667,7.44180000001,6.89006666667,4.46446666667,5.95595555556,20.0936666666,6.86166666667,5.68213333333
435.78,14.4354,8.12363333333,7.45786666666,6.91446666667,4.4588,5.95149777778,20.0799333333,6.86373333333,5.67926666667
436.13,14.422,8.15086666667,7.46653333333,6.9332,4.4678,5.95521777778,20.0694666667,6.87606666667,5.6752
436.49,14.3760666667,8.14063333333,7.44906666666,6.92066666667,4.437,5.92679111111,20.0073333333,6.82733333333,5.63373333333
436.84,14.3554,8.15393333333,7.45539999999,6.92873333333,4.41813333333,5.93186222222,20.0128,6.83093333333,5.63973333333
437.20,14.364,8.19573333333,7.49493333333,6.96546666667,4.43893333333,5.94637333333,20.0336666667,6.8486,5.66286666667
437.56,14.3267333333,8.20553333333,7.50779999999,6.96286666667,4.4182,5.94758222222,20.0135333333,6.82426666667,5.6554
437.91,14.3434,8.27386666667,7.56586666667,7.02806666667,4.45646666667,5.98366222222,20.0386,6.87313333333,5.7096
438.27,14.3315333333,8.3195,7.61353333333,7.0662,4.47266666667,6.00697333333,20.0275333334,6.90833333333,5.73733333333
438.62,14.3161333333,8.3465,7.64786666667,7.10006666667,4.49146666667,6.02106222222,20.0259333333,6.9234,5.744
438.98,14.3113333333,8.3958,7.69933333333,7.1382,4.50766666667,6.04225777778,20.0338666667,6.96106666667,5.77053333333
