wavelength,Back_CamPalm,Belly_CamPalm,Breast_CamPalm,Crissum_CamPalm,Crown_CamPalm,DorTail_CamPalm,Rump_CamPalm,Throat_CamPalm,WingTip_CamPalm
375.09,8.50168888889,20.6392,18.7464,13.5011333333,8.11993333333,8.47813333334,12.346275,17.7977333333,9.18666666667
375.45,8.49248888889,20.6729333333,18.8121333333,13.5102,8.0748,8.43853333333,12.3292583333,17.8226,9.15293333333
375.81,8.53673333333,20.8538333333,18.914,13.6849333333,8.16426666667,8.49819999999,12.4284583333,18.0698,9.24686666667
376.18,8.45302222222,20.8986333333,18.8673333333,13.6406,8.1054,8.42113333333,12.422925,18.0006666667,9.17419999999
376.54,8.37786666667,20.9170666667,18.8578,13.6164666667,8.08113333333,8.401,12.4050083333,18.0154666667,9.11913333333
376.90,8.39311111111,20.9627333333,18.8684666667,13.6356,8.0942,8.38359999999,12.40095,17.9917,9.13679999999
377.26,8.3064,20.8695666667,18.8025333333,13.5906666667,7.96753333333,8.25186666667,12.2587083333,17.8942666667,9.02820000001
377.63,8.36051111111,21.0061,18.8699333333,13.6561333333,8.0552,8.34100000001,12.3530333333,17.9583,9.085
377.99,8.33971111111,21.0706333333,18.9049333333,13.6792666667,8.07953333333,8.37493333333,12.36695,18.0085,9.09326666667
378.35,8.44246666667,21.2160666667,19.0431333333,13.7756,8.16446666667,8.49053333333,12.4737833333,18.1488333333,9.22960000001
378.71,8.47937777778,21.3179333333,19.1492,13.8883333333,8.2462,8.52886666667,12.5440333333,18.2317333333,9.28759999999
379.07,8.35262222222,21.2831666667,19.067,13.8320666667,8.14326666667,8.40653333333,12.42185,18.2088,9.1674
379.44,8.39397777778,21.3303333333,19.1096666667,13.8886,8.16486666667,8.44173333333,12.4439666667,18.2958333333,9.1966
379.80,8.39891111111,21.3323333333,19.0995333333,13.8973333333,8.18666666667,8.42766666667,12.384225,18.2434,9.15346666667
380.16,8.45397777778,21.3990666667,19.2360666666,14.023,8.23646666667,8.47213333333,12.4276166667,18.3955,9.21513333334
380.52,8.53737777778,21.5209666667,19.3411333333,14.1772,8.27246666667,8.53106666667,12.443925,18.5277,9.27133333333
380.88,8.40768888889,21.4334666667,19.2479333333,14.1487333333,8.19333333333,8.44019999999,12.3600583333,18.4530666667,9.17486666667
381.24,8.49415555555,21.5732,19.3516,14.2136666667,8.29146666667,8.499,12.4872166667,18.5427,9.26893333333
381.61,8.56671111111,21.6779333333,19.4794,14.2941333333,8.3442,8.50173333333,12.5531333333,18.6704,9.35193333333
381.97,8.51337777778,21.6216333333,19.4157333333,14.2442,8.25586666667,8.37493333333,12.4954666667,18.6181666667,9.30126666667
382.33,8.44742222222,21.5497,19.3842,14.1584666667,8.16406666667,8.24999999999,12.4143166667,18.5398333333,9.17973333333
382.69,8.53186666666,21.6918333333,19.45,14.2397333333,8.19366666667,8.33346666667,12.5205,18.6261333333,9.24366666666
383.05,8.63168888889,21.7898,19.5787333333,14.3462666667,8.2772,8.4106,12.6149833333,18.6812333333,9.32546666666
383.41,8.61808888889,21.8590333333,19.5746666667,14.3702666667,8.25946666667,8.3734,12.6260166667,18.7454333333,9.29433333334
383.77,8.61637777778,21.9469,19.6507333333,14.3928666667,8.23053333333,8.39993333333,12.6934416667,18.7968666667,9.3032
384.14,8.64491111111,21.9741333333,19.6444,14.3739333333,8.18886666667,8.38973333334,12.6843916667,18.7471666667,9.27786666667
384.50,8.60304444444,21.9907,19.6609333333,14.3366,8.15986666667,8.35400000001,12.684325,18.7005666667,9.25100000001
384.86,8.7488,22.1656,19.8961333334,14.4799333333,8.22626666667,8.47766666667,12.815675,18.8477666667,9.35220000001
385.22,8.77426666666,22.1984666667,19.9612,14.5108,8.20213333333,8.46433333333,12.8159333333,18.8859333333,9.31653333334
385.58,8.74913333333,22.2185666667,19.9774666667,14.5174666667,8.151,8.42973333333,12.7956583333,18.8764666667,9.26886666667
385.94,8.82115555556,22.3934,20.1237333333,14.6519333333,8.22293333333,8.5292,12.891225,19.0222333333,9.34013333333
386.30,8.847,22.4833333333,20.1795333334,14.715,8.24066666667,8.55386666666,12.92565,19.0643,9.34079999999
386.66,8.80875555555,22.4541333333,20.1704666667,14.7125333333,8.24886666667,8.51633333333,12.8803333333,19.0244,9.30140000001
387.03,8.78197777778,22.4779666667,20.1620666667,14.6850666667,8.18233333333,8.48506666666,12.8789,19.0659666667,9.25473333333
387.39,8.77471111111,22.5455333333,20.2248666667,14.7186,8.19966666667,8.4674,12.8864416667,19.0511,9.26633333334
387.75,8.84335555555,22.6177333333,20.2946,14.8095333334,8.2514,8.48673333334,12.914575,19.1313,9.29106666666
388.11,8.86273333333,22.7001666667,20.3745333333,14.9074666667,8.2928,8.54326666667,12.96315,19.2180666667,9.33119999999
388.47,8.8824,22.7473666667,20.3880666667,14.939,8.28426666667,8.52699999999,12.9704166667,19.2637,9.30453333333
388.83,8.7926,22.7578333333,20.3387333333,14.9046,8.2172,8.46126666667,12.92255,19.2121666667,9.24413333333
389.19,8.7746,22.8586666667,20.3794666666,14.9888666667,8.2306,8.47866666667,12.9388916667,19.2392666667,9.27473333333
389.55,8.84833333333,22.9727,20.471,15.0942,8.28733333334,8.56866666666,12.9929666667,19.3142333333,9.32266666667
389.91,8.78186666667,22.9281,20.4120666667,15.0640666667,8.23293333333,8.49759999999,12.904675,19.2754333333,9.243
390.27,8.78593333333,22.9811666667,20.4342,15.1359333333,8.2388,8.49600000001,12.905625,19.3198,9.25226666667
390.63,8.75766666667,23.0641,20.4986666667,15.167,8.21646666666,8.4834,12.8755916667,19.3939,9.21273333333
391.00,8.72462222222,23.0399666667,20.5130666667,15.1775333333,8.20226666667,8.46773333333,12.818625,19.3442333333,9.1468
391.36,8.78017777778,23.1155333333,20.559,15.2771333333,8.24506666667,8.50913333333,12.8660166667,19.3886,9.15726666666
391.72,8.78535555555,23.1416,20.5918,15.3176,8.2468,8.54853333334,12.8744,19.4110333333,9.18079999999
392.08,8.8624,23.2890666667,20.7044,15.4107333333,8.32626666667,8.61193333333,12.9303833333,19.5545333333,9.24846666667
392.44,8.84535555556,23.2932,20.6995333333,15.3973333333,8.31693333333,8.60326666667,12.9229166666,19.5736,9.22946666667
392.80,8.96648888889,23.4439333334,20.8150666667,15.5289333333,8.4176,8.68706666667,13.0123833333,19.712,9.30900000001
393.16,8.99006666667,23.4558,20.8320666667,15.5624,8.42646666667,8.69026666667,13.0377416667,19.7393,9.29026666666
393.52,8.96077777778,23.4556666666,20.8049333333,15.564,8.3764,8.65040000001,13.00745,19.7547,9.26533333333
393.88,8.97542222222,23.4890666667,20.8546,15.5928666667,8.3498,8.64079999999,13.0131083333,19.7723333333,9.246
394.24,8.98028888889,23.5373666667,20.9083333333,15.6233333333,8.37173333333,8.67760000001,13.0258666667,19.7945666667,9.26053333334
394.60,9.03506666667,23.5697333333,20.9433333333,15.6586,8.37486666667,8.66566666667,13.0507833333,19.8134333333,9.27986666667
394.96,9.11668888889,23.7332333333,21.0486,15.7686,8.43593333333,8.7086,13.1330583333,19.9241666667,9.38026666667
395.32,9.00862222222,23.655,21.0346,15.706,8.34546666667,8.65500000001,13.0342916667,19.8817,9.32353333333
395.68,8.84391111111,23.5797333333,20.9292,15.5796,8.1806,8.46859999999,12.9042416667,19.7773333333,9.14939999999
396.04,8.80366666667,23.6157,20.9109333334,15.586,8.15913333333,8.4148,12.89015,19.7226666667,9.11686666666
396.40,8.79904444444,23.6606666667,20.9246,15.6236,8.10746666667,8.37433333333,12.8563666667,19.6991666667,9.07246666668
396.76,8.74482222222,23.6509,20.8968666667,15.5958,8.04933333333,8.33313333334,12.7939,19.6912333333,8.99786666667
397.12,8.70486666667,23.6829333333,20.9339333333,15.5931333333,8.0326,8.29866666666,12.7324666667,19.6918666667,8.96846666667
397.48,8.67155555556,23.6899666667,20.9536666667,15.6024,8.0622,8.26906666667,12.7129166667,19.6859333333,8.94486666666
397.84,8.74137777778,23.7810666667,21.0332,15.6940666667,8.15093333333,8.35726666667,12.8041,19.7503666667,9.01759999999
398.20,8.73842222222,23.8072666667,21.0653333333,15.729,8.11453333333,8.35473333333,12.8100666667,19.7814666667,8.99673333334
398.56,8.75451111111,23.8656,21.1046,15.7903333333,8.135,8.41399999999,12.8610583333,19.8602333333,9.02726666666
398.92,8.75171111111,23.8756666667,21.1056666667,15.7878666667,8.13126666667,8.41646666667,12.8582583333,19.9078666667,8.9916
399.28,8.86833333333,24.0215666667,21.2041333333,15.8904666667,8.2256,8.51093333333,12.9471916667,20.0543,9.05473333333
399.64,8.96188888889,24.1599333333,21.3302666667,15.9869333333,8.3112,8.59846666666,13.0416166667,20.1769,9.13613333333
400.00,8.98057777778,24.1878333333,21.3788,16.0316,8.313,8.62186666666,13.0345,20.1900666667,9.13073333333
400.36,9.01904444444,24.2451,21.4332666667,16.0969333333,8.38913333333,8.68106666666,13.0894,20.2905333333,9.18620000001
400.72,9.04315555556,24.2499333333,21.4346666667,16.1002,8.41786666667,8.67313333334,13.0935666667,20.2719,9.18166666667
401.08,9.14355555556,24.3932666667,21.5223333334,16.2404666667,8.49193333333,8.75953333333,13.221575,20.4274,9.26006666666
401.44,9.13071111111,24.4165333333,21.5599333333,16.2661333334,8.44446666667,8.745,13.207275,20.4520333333,9.21006666667
401.80,9.09248888889,24.4461666667,21.5572,16.2639333333,8.4218,8.67900000001,13.16205,20.4519333333,9.16973333333
402.16,9.12733333333,24.5419,21.5862,16.3401333333,8.48466666667,8.6878,13.2059833333,20.5134666667,9.21533333334
402.52,9.10122222223,24.564,21.6067333333,16.342,8.44446666666,8.63706666666,13.172925,20.5042,9.17653333333
402.88,9.08595555556,24.5526333333,21.6129333333,16.3456666667,8.4116,8.62393333334,13.137425,20.4717,9.16113333333
403.24,9.10806666667,24.5986,21.6734666667,16.3899333333,8.42,8.63066666666,13.1771833333,20.5089,9.17646666667
403.60,9.20537777778,24.6947,21.7787333333,16.5222,8.51493333333,8.72839999999,13.2684666667,20.5930333333,9.26726666667
403.95,9.18997777778,24.6821333333,21.7675333333,16.4940666667,8.47686666667,8.70133333333,13.2539,20.6187333333,9.22506666666
404.31,9.27177777777,24.7847666667,21.8757333333,16.5817333333,8.52173333333,8.74753333334,13.3095083333,20.6795666667,9.27693333334
404.67,9.20795555555,24.8381333333,21.9178,16.6043333333,8.45786666667,8.7094,13.3095333333,20.7089333333,9.25353333333
405.03,9.17717777779,24.8046,21.9080666667,16.5242666667,8.4152,8.6774,13.2582916667,20.6721666667,9.2142
405.39,9.2212888889,24.9017333333,21.9702,16.5972666667,8.45513333333,8.71520000001,13.2958,20.7462333333,9.26460000001
405.75,9.25417777777,24.9926333333,22.0310666667,16.6621333334,8.49406666667,8.76753333333,13.3418583333,20.8454333333,9.29906666667
406.11,9.29875555556,25.0592,22.1066,16.701,8.50966666667,8.82686666667,13.3833416667,20.9101,9.32266666666
406.47,9.32677777778,25.1009,22.1414666667,16.7566,8.53646666667,8.86306666667,13.4101583334,20.956,9.34433333334
406.83,9.43028888889,25.2453,22.2326,16.8964,8.64606666667,8.958,13.50835,21.0968,9.43080000001
407.19,9.45384444445,25.3398666667,22.2649333333,16.9702666667,8.6978,8.9852,13.5300833333,21.1524,9.45273333333
407.55,9.40377777778,25.3320666667,22.2374666667,16.9638,8.641,8.9544,13.4754583333,21.1278333333,9.39593333334
407.90,9.48331111111,25.4877666667,22.3589333333,17.1047333333,8.7478,9.0318,13.563875,21.2375,9.49066666667
408.26,9.47022222222,25.5656333333,22.4036,17.152,8.79793333333,9.05339999999,13.6071833333,21.2938,9.50606666667
408.62,9.5048,25.6004333333,22.4137333333,17.2033333333,8.83653333333,9.08133333333,13.6186833333,21.3323333333,9.53386666667
408.98,9.50611111111,25.6957333333,22.4785333333,17.3066666667,8.85306666667,9.06846666667,13.641975,21.3961,9.5514
409.34,9.49186666667,25.7102333333,22.4790666667,17.3028,8.85793333333,9.06039999999,13.6471583333,21.3708333333,9.51893333333
409.70,9.5237111111,25.7737333333,22.5544,17.3274,8.87573333333,9.09033333334,13.6782583333,21.4243666667,9.54319999999
410.06,9.54402222222,25.805,22.5763333333,17.355,8.90906666667,9.0644,13.6864666667,21.45,9.54713333334
410.42,9.55222222222,25.8379333333,22.6175333333,17.3720666667,8.92426666667,9.06879999999,13.6666333333,21.4687333333,9.53539999999
410.77,9.56817777778,25.9268333333,22.7148666667,17.4178666667,8.94433333333,9.08433333333,13.690575,21.5582666667,9.55059999999
411.13,9.59777777777,25.9935,22.7525333333,17.4343333333,8.93413333333,9.0944,13.7084666667,21.6178333333,9.55340000001
411.49,9.65048888888,26.1270666666,22.8664,17.4998666667,9.0104,9.1288,13.7682583333,21.7189,9.6092
411.85,9.64111111111,26.1471,22.8825333333,17.5252,8.97846666667,9.10786666667,13.751125,21.7520333333,9.59073333333
412.21,9.63131111113,26.1309666667,22.8660666667,17.5265333333,8.93726666667,9.08886666667,13.698625,21.771,9.54513333333
412.57,9.69420000001,26.2327333333,22.9628666667,17.5933333333,8.99413333333,9.13246666667,13.7383333333,21.8674333333,9.58413333333
412.92,9.71222222221,26.2739,22.989,17.6227333333,9.0222,9.172,13.750025,21.8943666667,9.58613333334
413.28,9.73779999999,26.3265666667,23.0207333333,17.6699333333,9.02026666667,9.17046666666,13.7648416667,21.9651,9.62106666666
413.64,9.74733333335,26.3498666667,23.0451333333,17.7215333333,9.03006666667,9.16633333333,13.7801416667,21.9891666667,9.60633333333
414.00,9.70882222221,26.3734333333,23.0612,17.7263333333,8.98893333333,9.13613333333,13.7412666667,21.9849333333,9.57159999999
414.36,9.76006666666,26.4952,23.1379333333,17.8165333333,9.03813333333,9.17686666667,13.8166583333,22.0908333333,9.62086666667
414.72,9.74126666667,26.5067666667,23.1642,17.8457333333,9.01926666667,9.17146666666,13.8374333333,22.0816666667,9.61299999999
415.07,9.69148888889,26.4648666667,23.1372,17.8165333333,8.9512,9.10706666667,13.7772916667,22.0117333333,9.55879999999
415.43,9.68693333334,26.4555333333,23.1341333333,17.8148666667,8.92366666667,9.08066666666,13.7721,21.9966333333,9.54633333333
415.79,9.62659999999,26.4209,23.074,17.7479333333,8.87773333333,9.03753333334,13.7518583333,21.934,9.49019999999
416.15,9.63068888889,26.4448666667,23.1162,17.7651333333,8.86666666667,9.02346666667,13.7709166667,21.9218,9.50913333334
416.51,9.62606666667,26.4597333333,23.0995333334,17.7833333333,8.86353333333,9.01226666666,13.7638166667,21.9172,9.50833333333
416.86,9.63897777778,26.4971,23.1293333333,17.8076666667,8.8622,8.99900000001,13.789625,21.9316,9.51773333334
417.22,9.63964444445,26.5502666667,23.1584,17.8177333333,8.8714,9.00360000001,13.7924916667,21.9565333333,9.51586666666
417.58,9.65039999999,26.6318333333,23.1739333333,17.8447333333,8.878,9.00753333333,13.7959166667,21.9803666667,9.53999999999
417.94,9.67188888889,26.6752333333,23.2196,17.8850666666,8.8962,9.03486666666,13.82185,22.0345,9.56373333333
418.29,9.66088888887,26.6724,23.2071333333,17.887,8.90066666667,9.02846666666,13.8023166667,21.9978666667,9.55846666667
418.65,9.64986666667,26.6523666667,23.164,17.8684,8.87646666667,9.003,13.7708666667,21.9660666667,9.55113333333
419.01,9.67117777778,26.6942,23.1898666667,17.907,8.90786666667,9.03873333333,13.7976166667,22.0175333333,9.58946666667
419.37,9.66622222223,26.7080333333,23.1883333333,17.9102666667,8.91273333333,9.0316,13.7883666667,22.0360666667,9.59199999999
419.73,9.68942222222,26.7219666667,23.2048,17.9327333333,8.92706666667,9.0274,13.7834416667,22.0456,9.604
420.08,9.69975555555,26.7799,23.2214666667,17.9616666667,8.9488,9.04439999999,13.8008583333,22.0802333333,9.62966666667
420.44,9.66806666666,26.7840333333,23.2106,17.9570666667,8.92766666667,9.01133333334,13.7890916667,22.0752,9.6174
420.80,9.67024444443,26.8277,23.2204,17.981,8.93226666667,9.02033333333,13.784775,22.1167,9.62273333333
421.16,9.63915555556,26.8038666667,23.2026666667,17.9764,8.91573333333,8.99739999999,13.7623583334,22.0871333333,9.60413333333
421.51,9.63255555556,26.7799,23.1897333333,17.9871333333,8.90166666667,8.98906666666,13.7475,22.0588,9.59106666667
421.87,9.63177777779,26.7996333333,23.1728666667,17.9985333334,8.8992,8.98700000001,13.7465333333,22.0624333333,9.5896
422.23,9.64059999999,26.8596333333,23.2044,18.0341333333,8.888,8.99026666667,13.776625,22.1123,9.61026666666
422.58,9.63628888889,26.8934666667,23.2210666667,18.0567333333,8.8832,8.98606666666,13.7760083333,22.1398,9.61286666667
422.94,9.60948888889,26.9013333333,23.2286,18.0687333333,8.86313333333,8.96686666667,13.7780333333,22.1304,9.6038
423.30,9.63373333333,26.9517,23.2622666667,18.1102666666,8.86726666667,8.99339999999,13.7985833333,22.1641,9.62686666667
423.66,9.62953333332,26.9893333333,23.2776,18.137,8.86773333333,9.00586666667,13.805325,22.1960666667,9.63599999999
424.01,9.62982222223,26.9854,23.2620666667,18.1491333333,8.85866666667,9.0034,13.802775,22.211,9.62533333334
424.37,9.65615555555,27.0348666667,23.3023333333,18.1886,8.87846666667,9.03933333333,13.819325,22.2512,9.64080000001
424.73,9.6451111111,27.0245666667,23.3084,18.1902666667,8.86646666667,9.03686666667,13.817925,22.2589666667,9.64393333334
425.08,9.68331111112,27.0648333333,23.3468,18.2378666667,8.895,9.06053333333,13.8530333333,22.3138333333,9.68373333334
425.44,9.68559999999,27.0954666667,23.3754666667,18.2487333333,8.90513333333,9.05739999999,13.8729833333,22.3776333333,9.69513333334
425.80,9.70406666667,27.1166666667,23.4130666667,18.2812,8.923,9.07326666667,13.8966916667,22.403,9.71106666667
426.16,9.71497777777,27.1078,23.4171333333,18.2856666667,8.94393333334,9.06913333333,13.899925,22.4315666667,9.71446666667
426.51,9.74064444445,27.1548333333,23.4562666667,18.3266666667,8.95746666667,9.084,13.9362,22.4781,9.72013333333
426.87,9.79148888888,27.2217,23.5177333333,18.3798,9.00413333333,9.12613333333,13.97435,22.5587666667,9.76266666667
427.23,9.82202222221,27.2502666667,23.5363333333,18.4283333333,9.04546666667,9.1444,14.0044166667,22.5964,9.78346666666
427.58,9.85544444445,27.3221333333,23.5927333333,18.5032666667,9.06166666667,9.17806666667,14.0400916667,22.6723666667,9.81993333334
427.94,9.89462222221,27.4163333333,23.6734666666,18.5872666667,9.11133333333,9.21600000001,14.089375,22.7378333333,9.87066666667
428.30,9.93124444445,27.454,23.7218666667,18.6352666667,9.14793333334,9.24120000001,14.1389416666,22.7837333333,9.9078
428.65,9.97537777779,27.5060666667,23.773,18.7191333333,9.20086666666,9.2664,14.1784666667,22.8213666667,9.93513333333
429.01,10.0029555556,27.5835333333,23.8122,18.7707333333,9.20019999999,9.28013333333,14.1899,22.872,9.93539999999
429.37,10.0333111111,27.6342666667,23.8500666667,18.8202666667,9.22306666666,9.3148,14.209925,22.9011,9.94173333334
429.72,10.0182222222,27.6601,23.8500666667,18.8351333333,9.2114,9.30313333333,14.1933833333,22.9104666667,9.94426666666
430.08,10.0510666667,27.7532,23.9133333333,18.9273333333,9.24566666666,9.34026666667,14.233675,22.9415666667,9.98440000001
430.44,10.0526888889,27.7903,23.9388,18.9556666667,9.26813333334,9.34773333334,14.2317333333,22.9642666667,9.99206666666
430.79,10.0455333333,27.8356,23.9272,18.9688,9.25173333334,9.33060000001,14.2228083333,22.9583333333,9.96960000001
431.15,10.0316444444,27.8947666667,23.9500666667,19.0072666667,9.23533333333,9.32546666666,14.2294833333,22.9985666667,9.95273333333
431.50,10.0324,27.9572,23.9947333333,19.0351333333,9.23913333334,9.32466666667,14.2448333333,23.0133666667,9.94646666666
431.86,10.0145111111,27.9792333333,24.006,19.0210666666,9.207,9.30733333333,14.222525,23.0202666667,9.91840000001
432.22,10.0131777778,28.0017333333,24.0174,19.0406666667,9.17846666666,9.2992,14.21595,23.0322666667,9.8896
432.57,10.0017333333,28.0393,24.0326666667,19.0349333333,9.12946666668,9.26873333333,14.2036083333,23.0227333333,9.86660000001
432.93,9.99855555553,28.0726,24.0483333333,19.0381333333,9.1246,9.25459999999,14.2179,23.0328,9.8648
433.29,9.98548888887,28.1077,24.0592,19.0632666667,9.10133333333,9.2444,14.2076333333,23.0145,9.86493333332
433.64,10.0106888889,28.1697,24.0962666667,19.0954,9.1024,9.25813333333,14.2300333333,23.0437333333,9.88513333334
434.00,9.99384444445,28.1680666667,24.0959333333,19.0870666667,9.07706666667,9.24446666666,14.1925083334,23.0618333333,9.85480000001
434.35,10.0259777778,28.2244,24.1486,19.1264,9.0932,9.27153333333,14.2182583333,23.0922666667,9.88633333334
434.71,10.0745111111,28.2673666667,24.2144666667,19.2026666667,9.14373333333,9.31073333334,14.2520666667,23.1435,9.92540000001
435.07,10.0844888889,28.3050333333,24.243,19.2233333333,9.1452,9.31133333334,14.2423083333,23.1682333333,9.92153333332
435.42,10.1076666667,28.3641666667,24.2939333333,19.2707333333,9.17626666666,9.32366666667,14.25445,23.2283333333,9.91506666667
435.78,10.1639777778,28.4627,24.3749333333,19.3598666667,9.22580000001,9.35699999999,14.3023833333,23.2818666667,9.94726666667
436.13,10.1657111111,28.5498333333,24.4411333333,19.4157333333,9.24186666667,9.3636,14.308975,23.3222666667,9.97173333333
436.49,10.1720888889,28.6021333333,24.4692,19.4544666667,9.27646666666,9.3922,14.3157,23.3676,9.98566666667
436.84,10.1847333333,28.6821333333,24.5302666667,19.519,9.30059999999,9.43,14.3209833333,23.4191666667,10.0050666667
437.20,10.2063111111,28.7572333333,24.5905333333,19.5696,9.31993333332,9.42080000001,14.3294166667,23.4947666667,10.0198
437.56,10.2356888889,28.8476333333,24.6546,19.6313333333,9.33893333334,9.46499999999,14.3523083334,23.5478,10.0275333333
437.91,10.2589333333,28.9326,24.695,19.6672,9.34873333333,9.4934,14.38475,23.5673666667,10.0531333333
438.27,10.2888222222,29.0347,24.7406666667,19.7338,9.3876,9.50933333333,14.4122916667,23.6391333333,10.0803333333
438.62,10.2737333333,29.0731333333,24.7538666667,19.7373333334,9.35913333333,9.49086666667,14.4103,23.6618333333,10.0706
438.98,10.2818,29.1422,24.8106,19.7817333333,9.37699999999,9.50433333334,14.432725,23.7047,10.0967333333
439.33,10.2848,29.1607666667,24.8296666667,19.7942,9.36493333333,9.49713333333,14.44625,23.7170666667,10.1184666667
439.69,10.2776,29.1757333333,24.8399333333,19.8060666667,9.35540000001,9.48466666667,14.4278083333,23.7296,10.1131333333
440.04,10.2852,29.1819333333,24.8227333333,19.8068666667,9.35340000001,9.48653333333,14.4181,23.7394,10.1134
440.40,10.3240666667,29.2424333333,24.8516666667,19.8564,9.38173333335,9.5044,14.44555,23.772,10.1446666667
440.75,10.3415777778,29.2613666666,24.8845333333,19.885,9.39393333333,9.52720000001,14.4602333333,23.7996666667,10.1552666667
441.11,10.3946888889,29.3333333333,24.9480666667,19.9548666667,9.44866666667,9.59806666667,14.5172166667,23.8534,10.2016666667
441.47,10.3807555556,29.3618333333,24.9618666667,19.9862666667,9.45846666667,9.57713333333,14.5247583333,23.8797,10.1956
441.82,10.3859111111,29.4021333333,24.9976,20.0338,9.4724,9.58693333333,14.5433416667,23.9133333333,10.2016666667
442.18,10.3753333333,29.3776666667,24.9864,20.0364,9.45613333332,9.5914,14.530225,23.8867333333,10.1918666667
442.53,10.3856444444,29.4168,25.0173333333,20.0642666667,9.46886666667,9.59740000001,14.5357166667,23.8968,10.1944
442.89,10.4060888889,29.4511333333,25.0309333333,20.0933333333,9.48426666666,9.62393333333,14.5579333333,23.9202333333,10.2120666667
443.24,10.4189111111,29.4795,25.0396666667,20.1262666667,9.49586666667,9.64439999999,14.5608666667,23.9373666667,10.2338666667
443.60,10.4202,29.5075,25.0418,20.1457333333,9.48873333334,9.65233333333,14.5853416666,23.9502333333,10.2399333333
443.95,10.4351333333,29.5698666667,25.0968666667,20.1873333333,9.49093333334,9.66366666666,14.6174833333,24.0024666667,10.2481333333
444.31,10.4218888889,29.5971666667,25.1317333333,20.2138,9.46679999999,9.65959999999,14.6142666667,24.0194333333,10.2478666667
444.66,10.4158888889,29.6355666667,25.1298,20.2388666667,9.45940000001,9.64546666667,14.6293833333,24.0212333333,10.2466
445.02,10.3740666667,29.6164,25.0968,20.2024,9.41233333334,9.61119999999,14.59715,23.9825333333,10.2228666667
445.37,10.3835555556,29.6331,25.0928666667,20.21,9.40520000001,9.61600000001,14.5921083333,23.9841666667,10.2292666667
445.72,10.3920888889,29.6445333333,25.0983333333,20.2183333333,9.41140000001,9.62286666667,14.6003333333,24.0014,10.2413333333
446.08,10.39,29.6602333334,25.1024666667,20.2308,9.39726666667,9.61186666667,14.6056916667,24.0172,10.2305333333
446.43,10.3868888889,29.6705333333,25.0934,20.2376,9.38866666666,9.62600000001,14.6066583333,24.0466333333,10.2442666667
446.79,10.3808444445,29.6373666667,25.0820666667,20.2332666667,9.37346666667,9.61519999999,14.5995,24.0328,10.2392666667
447.14,10.3957777778,29.6416333333,25.0802,20.2550666667,9.39066666667,9.62926666667,14.6101583333,24.0410666667,10.2472
447.50,10.4148444444,29.6405666667,25.0918666667,20.2741333333,9.41286666665,9.6508,14.6172583333,24.0760666667,10.2676
447.85,10.4129111111,29.6266,25.0791333333,20.2826,9.42126666667,9.6562,14.613075,24.0626666667,10.2744
448.21,10.4124888889,29.5839,25.0328,20.2646,9.43706666666,9.67719999999,14.6099583333,24.0358666667,10.2705333333
448.56,10.4212888889,29.5607666666,25.0245333333,20.2751333333,9.44099999999,9.68879999999,14.6012,24.0449,10.2862666667
448.92,10.4411555556,29.5617,25.0189333334,20.3186,9.47639999999,9.7094,14.61525,24.0835333333,10.2987333333
449.27,10.4358888889,29.5226,24.9880666667,20.3152,9.46833333334,9.70186666666,14.6083333333,24.0813,10.3036
449.62,10.4271333333,29.4866333333,24.9546,20.3137333333,9.45293333333,9.6878,14.5859833333,24.0572,10.2862
449.98,10.4373777778,29.4925333333,24.9537333333,20.3255333333,9.47453333334,9.69946666667,14.59205,24.0702333333,10.3118666667
450.33,10.4478666667,29.4881333333,24.9582,20.3461333333,9.48633333333,9.70013333333,14.5928583333,24.0589666667,10.3026
450.69,10.4528,29.5302666667,24.9683333333,20.3813333333,9.50140000001,9.7166,14.60035,24.0786333333,10.3296666667
451.04,10.4432222222,29.5651666667,24.9751333333,20.3986666667,9.47880000001,9.71940000001,14.6023666667,24.0923666667,10.328
451.40,10.4206222222,29.5810333333,24.9804666667,20.3960666667,9.44853333333,9.69826666666,14.584025,24.0713666667,10.3047333333
451.75,10.4506222222,29.6325333333,24.9968,20.4402666667,9.46399999999,9.71446666666,14.61345,24.1153666667,10.3359333333
452.10,10.4825555556,29.7229666667,25.0658,20.4966,9.48039999999,9.71573333333,14.651675,24.1979,10.3618
452.46,10.4742,29.7507,25.0715333333,20.4898666667,9.47759999999,9.70286666667,14.6571,24.1941666667,10.3465333333
452.81,10.4746444444,29.807,25.1186,20.5224,9.46126666667,9.68720000001,14.6773333333,24.2427666667,10.3621333333
453.17,10.5075333333,29.8851666667,25.2084666667,20.5747333333,9.48993333333,9.71293333334,14.7142166667,24.3045333333,10.3856666667
453.52,10.5601111111,29.9683333333,25.2764666667,20.6335333333,9.52626666668,9.73880000001,14.74985,24.3912,10.4381333333
453.87,10.5420222222,30.0107666667,25.2934,20.6552666666,9.51179999999,9.73106666666,14.754775,24.4320333333,10.4342
454.23,10.5766222222,30.1058333333,25.3510666667,20.7072666667,9.54120000001,9.75993333333,14.7993416667,24.4916666667,10.4798666667
454.58,10.5923555556,30.1371666667,25.3571333334,20.7232,9.53866666667,9.75679999999,14.81415,24.4882666667,10.4836
454.93,10.5847555556,30.1418666667,25.3834666667,20.7302,9.53633333333,9.73140000001,14.8042416667,24.4991666667,10.4753333333
