wavelength,Back_NesAcum,Belly_NesAcum,Breast_NesAcum,Crissum_NesAcum,Crown_NesAcum,DorTail_NesAcum,Rump_NesAcum,Throat_NesAcum,WingTip_NesAcum
535.90,10.8723333333,30.5016666666,22.5328333333,31.8861666666,10.6955,10.6668333333,16.48075,26.8231666666,9.71716666667
536.25,10.8918333334,30.5375,22.5606666667,31.9016666667,10.7053333333,10.677,16.5185833334,26.8506666667,9.768
536.59,10.8901666666,30.627,22.6265,31.9498333333,10.7283333334,10.683,16.55875,26.8895,9.766
536.93,10.907,30.6816666667,22.6625,31.9633333334,10.7365,10.7021666667,16.59725,26.9328333334,9.7995
537.28,10.9525,30.7303333333,22.7558333334,32.0486666667,10.7928333333,10.7433333333,16.66425,27.009,9.83083333334
537.62,10.9576666667,30.7118333334,22.7605,32.0891666667,10.8186666666,10.7518333333,16.6690833333,27.0203333333,9.841
537.97,10.9948333333,30.7415,22.7685,32.1313333333,10.8295,10.7553333333,16.6894166667,27.0498333334,9.87133333333
538.31,11.0016666667,30.768,22.7785,32.1523333334,10.835,10.7756666667,16.7023333333,27.0853333334,9.89983333333
538.65,10.9671666667,30.74,22.7063333333,32.1113333333,10.7953333333,10.7468333334,16.6535833333,27.0528333334,9.86116666666
539.00,10.9216666667,30.767,22.6875,32.107,10.7718333333,10.7296666667,16.6474166667,27.0455,9.87
539.34,10.9455,30.7935,22.7283333334,32.1153333333,10.765,10.76,16.6630833334,27.0585,9.89933333334
539.69,10.9688333334,30.8308333334,22.7553333333,32.0883333333,10.7861666667,10.8033333334,16.6854166666,27.0798333333,9.9225
540.03,10.9646666667,30.855,22.7898333333,32.0995,10.785,10.8393333333,16.68575,27.0905,9.9175
540.37,10.9705,30.8366666667,22.7745,32.072,10.762,10.8616666667,16.6801666666,27.0778333334,9.919
540.72,10.984,30.8953333334,22.8205,32.1316666666,10.7738333333,10.8936666667,16.7025833333,27.1175,9.91083333333
541.06,10.9691666667,30.874,22.7933333333,32.1026666667,10.7223333333,10.8938333333,16.6613333334,27.0691666666,9.89316666666
541.40,10.9556666666,30.8816666667,22.791,32.0911666666,10.6993333334,10.8923333333,16.65875,27.0641666666,9.88983333333
541.75,10.9721666667,30.9511666667,22.8771666666,32.1408333334,10.716,10.9391666667,16.7018333333,27.1218333334,9.935
542.09,10.972,31.0126666666,22.8895,32.1815,10.7036666666,10.9315,16.7188333333,27.1523333334,9.90916666667
542.43,11.004,31.0843333333,22.9611666667,32.2331666666,10.7281666667,10.9735,16.7825,27.2201666667,9.967
542.78,11.0576666667,31.1438333334,22.9991666667,32.2965,10.7466666667,11.0403333333,16.8240833333,27.2763333334,9.99533333334
543.12,11.0861666666,31.2086666667,23.0381666667,32.3643333334,10.7905,11.069,16.8701666667,27.3228333333,10.034
543.46,11.0938333333,31.2695,23.0751666666,32.449,10.8036666666,11.096,16.8960833333,27.374,10.0511666667
543.81,11.1131666667,31.3006666666,23.0725,32.5028333333,10.8203333333,11.1141666667,16.92075,27.3916666667,10.0703333333
544.15,11.1248333334,31.3363333334,23.0861666667,32.5701666666,10.8295,11.1308333333,16.949,27.4281666667,10.1066666667
544.49,11.1648333333,31.3601666666,23.1185,32.6068333333,10.8445,11.159,16.9591666667,27.452,10.1375
544.84,11.1816666666,31.3965,23.1543333333,32.6455,10.8715,11.1681666666,17.0135833333,27.5225,10.155
545.18,11.2368333333,31.461,23.2171666667,32.7133333333,10.8988333333,11.1823333333,17.0590833333,27.587,10.2088333333
545.52,11.2033333333,31.4376666667,23.1553333334,32.6916666667,10.8916666667,11.1493333334,17.0205,27.557,10.1266666667
545.87,11.2763333333,31.474,23.2221666667,32.7435,10.9786666667,11.2111666667,17.0705833334,27.6358333333,10.1835
546.21,11.289,31.502,23.2451666667,32.7878333333,11.0051666667,11.2191666667,17.0695,27.6796666667,10.1748333333
546.55,11.2486666667,31.4648333334,23.2341666667,32.7478333333,11.0018333333,11.153,17.0434166666,27.6611666666,10.1621666667
546.90,11.2395,31.4931666667,23.2255,32.7293333333,10.991,11.16,17.02775,27.6605,10.1333333333
547.24,11.3001666667,31.5383333333,23.2815,32.7855,11.033,11.1863333333,17.0725833333,27.749,10.1571666667
547.58,11.3596666666,31.6223333333,23.3686666667,32.8241666667,11.0771666667,11.1926666667,17.1115,27.8258333334,10.1766666667
547.92,11.3966666666,31.7,23.4318333333,32.8933333333,11.0895,11.187,17.1255,27.899,10.1648333333
548.27,11.4358333334,31.7753333334,23.4773333333,32.9673333333,11.1156666667,11.2155,17.2108333333,27.9551666667,10.2476666666
548.61,11.4661666667,31.881,23.4993333334,33.0456666666,11.1483333333,11.2238333333,17.2373333334,27.9883333333,10.3165
548.95,11.5295,31.9766666666,23.5925,33.1461666666,11.2395,11.3158333333,17.32525,28.0828333334,10.4098333334
549.29,11.6291666667,32.065,23.7116666667,33.2646666667,11.2705,11.377,17.4099166666,28.1968333333,10.4905
549.64,11.5995,32.1178333333,23.737,33.3005,11.2188333334,11.3526666667,17.41175,28.1741666667,10.477
549.98,11.6026666667,32.1306666667,23.7571666667,33.3215,11.1968333333,11.3605,17.4135,28.1415,10.4526666666
550.32,11.6123333333,32.1638333333,23.8171666666,33.4015,11.167,11.3691666666,17.4395833333,28.1876666667,10.4553333333
550.66,11.6641666667,32.1891666666,23.897,33.4675,11.1923333333,11.4006666667,17.5036666666,28.2711666667,10.5163333334
551.01,11.6078333334,32.1831666667,23.8363333333,33.3793333333,11.1368333333,11.3536666666,17.47975,28.1718333333,10.4878333334
551.35,11.606,32.225,23.8215,33.4001666667,11.1303333333,11.3588333333,17.4848333333,28.1853333334,10.4651666666
551.69,11.6196666666,32.2943333333,23.8745,33.4265,11.2046666666,11.4186666667,17.5375,28.194,10.5145
552.03,11.532,32.2208333334,23.7815,33.329,11.1346666667,11.2956666666,17.42775,28.1208333333,10.382
552.38,11.529,32.183,23.8076666667,33.306,11.1036666666,11.2996666666,17.4334166667,28.1195,10.3201666666
552.72,11.4351666667,32.1091666667,23.73,33.2315,11.0275,11.2246666666,17.3653333333,28.0188333333,10.2198333333
553.06,11.356,32.0851666667,23.6498333334,33.164,10.9986666666,11.1523333334,17.3069166667,27.974,10.2043333334
553.40,11.3485,32.0471666666,23.6298333333,33.1015,11.0091666667,11.1301666666,17.2975833333,27.9356666667,10.2133333334
553.74,11.4138333333,32.1023333334,23.6286666666,33.1425,11.056,11.1341666666,17.36925,27.9835,10.2828333334
554.09,11.4621666666,32.1756666667,23.681,33.2086666667,11.1505,11.2295,17.4241666667,28.0165,10.3278333334
554.43,11.445,32.1955,23.6878333333,33.2355,11.1253333333,11.2053333334,17.4430833333,28.0226666667,10.3423333334
554.77,11.4741666667,32.2071666667,23.7515,33.3175,11.1525,11.2005,17.4650833333,28.0748333333,10.3606666666
555.11,11.4405,32.2101666666,23.763,33.3736666666,11.1111666666,11.174,17.4546666666,28.0758333334,10.3735
555.45,11.4295,32.2215,23.7771666667,33.3913333333,11.0888333333,11.1606666667,17.4579166667,28.109,10.3608333334
555.80,11.4941666667,32.3396666667,23.8628333333,33.485,11.1668333333,11.251,17.5368333333,28.1925,10.468
556.14,11.5538333333,32.462,23.9526666667,33.5951666667,11.2686666666,11.3035,17.5785833333,28.2986666666,10.575
556.48,11.6,32.5375,24.0308333334,33.6525,11.32,11.3043333333,17.59,28.3745,10.5946666666
556.82,11.5866666667,32.5665,24.0876666667,33.7485,11.3381666667,11.3275,17.6085833334,28.4225,10.5743333334
557.16,11.604,32.6443333334,24.1778333334,33.831,11.3561666667,11.3653333333,17.6391666667,28.4866666666,10.6333333334
557.50,11.5061666667,32.5853333334,24.1233333333,33.7276666666,11.2563333333,11.2753333333,17.5406666667,28.4431666667,10.5996666667
557.85,11.4716666667,32.6206666667,24.0746666666,33.6651666666,11.2148333334,11.2285,17.5218333333,28.4126666667,10.5678333333
558.19,11.4391666667,32.6595,24.046,33.63,11.186,11.1835,17.4786666666,28.3753333333,10.5198333334
558.53,11.4605,32.7091666666,24.0848333333,33.652,11.2043333333,11.2366666666,17.4965,28.3895,10.5835
558.87,11.5001666666,32.7116666667,24.1498333333,33.6795,11.2778333333,11.3268333333,17.5808333334,28.4228333333,10.667
559.21,11.5061666666,32.7023333333,24.1291666667,33.645,11.2391666667,11.2696666667,17.5721666667,28.3865,10.6426666666
559.55,11.5146666666,32.7336666667,24.1613333334,33.6353333334,11.2471666667,11.2986666666,17.6003333334,28.3941666667,10.6695
559.89,11.5113333333,32.7486666666,24.15,33.6288333334,11.2158333333,11.302,17.6391666667,28.3683333334,10.658
560.23,11.4966666667,32.7338333333,24.1398333333,33.5755,11.1676666667,11.2915,17.6283333333,28.34,10.6656666667
560.58,11.5246666667,32.7918333333,24.1575,33.5485,11.1428333333,11.2811666666,17.6468333333,28.2956666667,10.6981666666
560.92,11.5111666667,32.7738333333,24.1541666667,33.5611666666,11.157,11.2616666667,17.6654166666,28.288,10.724
561.26,11.5498333333,32.8158333333,24.234,33.626,11.2001666666,11.3441666667,17.715,28.299,10.67
561.60,11.5401666667,32.7903333333,24.2793333333,33.6533333333,11.1636666667,11.3326666666,17.69675,28.2921666667,10.6995
561.94,11.5925,32.8163333334,24.2996666666,33.6868333333,11.2425,11.4001666667,17.74125,28.3401666667,10.7883333333
562.28,11.5858333333,32.8073333334,24.2845,33.7431666666,11.2651666666,11.417,17.7436666667,28.3695,10.7595
562.62,11.5393333334,32.8396666667,24.2751666667,33.7036666667,11.2385,11.3473333334,17.68,28.357,10.6601666666
562.96,11.5401666666,32.8313333334,24.3201666666,33.7728333334,11.2473333333,11.3823333334,17.7231666666,28.3931666666,10.7021666667
563.30,11.5563333334,32.8253333333,24.3423333333,33.8415,11.2406666667,11.362,17.731,28.397,10.6588333333
563.64,11.5686666666,32.8811666667,24.351,33.8456666667,11.2698333333,11.385,17.7501666666,28.3846666666,10.666
563.99,11.596,32.9375,24.3803333333,33.9435,11.2821666667,11.4231666667,17.80625,28.4471666666,10.6928333333
564.33,11.642,32.9421666667,24.3973333333,33.9586666667,11.325,11.467,17.8223333334,28.466,10.6828333334
564.67,11.6685,32.9635,24.3845,33.9546666666,11.3168333334,11.4911666666,17.8288333334,28.4683333333,10.6465
565.01,11.6906666666,33.009,24.4143333334,34.016,11.335,11.4783333334,17.8785833333,28.5026666667,10.7461666666
565.35,11.7426666666,33.0575,24.4738333334,34.0588333333,11.3965,11.5341666667,17.9233333334,28.563,10.807
565.69,11.715,33.0625,24.524,34.0251666666,11.3886666666,11.5325,17.9198333333,28.5328333333,10.8228333334
566.03,11.7473333333,33.0978333334,24.5578333333,34.003,11.3845,11.5343333333,17.9688333333,28.5561666667,10.8898333334
566.37,11.797,33.1513333334,24.5898333333,34.049,11.4168333333,11.5631666667,18.0243333334,28.6148333333,10.9378333333
566.71,11.7853333333,33.1555,24.5646666666,34.0238333333,11.4381666667,11.5501666667,17.99275,28.6408333333,10.955
567.05,11.7795,33.1158333333,24.5286666667,33.9855,11.4113333334,11.5645,17.9786666667,28.6491666667,10.974
567.39,11.792,33.09,24.5581666667,33.9986666667,11.4261666667,11.5881666667,17.9789166667,28.6925,11.0176666666
567.73,11.8476666667,33.1121666666,24.6058333333,34.0293333333,11.4736666667,11.6368333333,18.0491666667,28.6978333333,11.1148333333
568.07,11.8536666666,33.1395,24.657,34.0631666666,11.5225,11.6611666667,18.0508333333,28.724,11.2013333334
568.41,11.823,33.1388333334,24.6393333333,34.0421666667,11.5026666667,11.6221666666,18.02725,28.7093333333,11.2015
568.75,11.7975,33.1463333334,24.6098333334,34.0136666666,11.5186666667,11.645,18.0038333334,28.6975,11.1981666666
569.09,11.8046666667,33.144,24.5776666667,33.992,11.5586666667,11.6506666667,18.0145833333,28.6915,11.2045
569.43,11.821,33.166,24.584,34.0691666666,11.5538333333,11.6711666667,18.02425,28.7101666667,11.216
569.77,11.8235,33.1933333333,24.5951666667,34.0693333334,11.5671666666,11.682,18.0161666667,28.7106666666,11.2186666666
570.11,11.8525,33.194,24.6331666666,34.1068333333,11.599,11.7296666667,18.0303333334,28.7233333333,11.3338333334
570.45,11.8733333334,33.2095,24.6425,34.1313333333,11.6075,11.7685,18.0413333333,28.6886666667,11.3553333333
570.79,11.8866666667,33.2678333333,24.6985,34.1535,11.6425,11.7838333333,18.0626666667,28.7218333333,11.3396666667
571.13,11.8418333333,33.2346666666,24.6493333333,34.1293333333,11.602,11.7376666667,18.0250833334,28.674,11.3028333333
571.47,11.7963333333,33.255,24.6148333333,34.1223333333,11.5983333334,11.717,17.9808333333,28.6646666666,11.2361666666
571.81,11.861,33.2876666667,24.635,34.1526666666,11.616,11.7378333333,18.0499166667,28.7118333334,11.251
572.15,11.9213333333,33.3466666667,24.7063333333,34.2006666666,11.7056666666,11.8328333333,18.119,28.7803333334,11.3305
572.49,11.9595,33.3996666667,24.739,34.231,11.7216666667,11.862,18.1615833333,28.7825,11.3605
572.83,11.965,33.465,24.8015,34.285,11.7086666667,11.8878333333,18.2163333334,28.8195,11.3881666667
573.17,11.964,33.5043333334,24.7898333333,34.2846666666,11.7173333333,11.8526666667,18.23875,28.8461666666,11.366
573.51,12.0098333333,33.5585,24.8386666666,34.3258333333,11.7721666667,11.898,18.27875,28.8906666666,11.3355
573.85,12.0201666667,33.5636666667,24.818,34.3195,11.7646666666,11.893,18.2724166667,28.9005,11.302
574.19,12.039,33.6358333333,24.8758333333,34.3526666666,11.7955,11.9151666667,18.3113333333,29.0038333333,11.3018333334
574.53,12.0343333334,33.6701666666,24.8706666666,34.3568333333,11.8065,11.919,18.328,29.0451666667,11.3688333334
574.87,12.062,33.7323333333,24.9083333333,34.354,11.8285,11.9201666667,18.35125,29.0678333334,11.4108333333
575.21,12.0845,33.7623333333,24.9435,34.3888333334,11.8408333333,11.9398333333,18.374,29.1235,11.4346666666
575.55,12.0171666667,33.7326666667,24.9155,34.3511666667,11.7898333333,11.9363333333,18.3166666667,29.0923333333,11.4296666667
575.89,11.9931666666,33.701,24.8856666666,34.3513333333,11.7385,11.9061666666,18.29925,29.1016666667,11.433
576.22,12.0225,33.7258333333,24.9501666667,34.372,11.7898333333,11.936,18.3236666666,29.1953333333,11.4305
576.56,12.0088333333,33.7391666667,24.9725,34.3701666667,11.7963333333,11.9423333333,18.3104166666,29.2601666667,11.4643333334
576.90,12.0448333334,33.7726666666,25.0333333334,34.4398333333,11.8538333333,12.0135,18.3485,29.278,11.5045
577.24,11.9523333334,33.7556666667,24.9878333333,34.4475,11.7678333334,11.9753333334,18.2826666667,29.2891666666,11.4955
577.58,11.9248333334,33.7901666667,24.9836666667,34.4133333334,11.7195,11.9663333334,18.2688333333,29.2745,11.4273333333
577.92,11.9951666667,33.7701666666,24.9986666667,34.4323333334,11.7656666666,12.026,18.3343333333,29.2651666666,11.5476666667
578.26,12.0055,33.739,24.9948333333,34.4756666666,11.7495,12.004,18.3406666667,29.2103333334,11.5838333334
578.60,12.0156666667,33.7811666667,25.0258333333,34.5653333333,11.759,12.0691666667,18.3618333333,29.3115,11.6105
578.94,12.0503333333,33.8235,25.0735,34.5556666666,11.783,12.0833333334,18.3948333334,29.3046666667,11.6453333333
579.28,12.1196666667,33.916,25.162,34.6401666667,11.8603333333,12.146,18.5190833334,29.3931666667,11.7066666667
579.61,12.1035,33.9808333333,25.1341666666,34.6353333333,11.8,12.1026666667,18.5184166666,29.346,11.641
579.95,12.0908333333,33.9775,25.171,34.6778333334,11.8038333333,12.1326666666,18.5238333333,29.3011666666,11.6711666666
580.29,12.1446666667,33.9603333334,25.1425,34.6541666666,11.8195,12.139,18.54625,29.2315,11.6708333334
580.63,12.1058333334,33.8745,25.0496666667,34.5306666667,11.7133333333,12.0775,18.4413333333,29.227,11.5661666667
580.97,12.2246666667,33.9166666667,25.0961666666,34.5633333334,11.8231666666,12.1148333333,18.55725,29.228,11.6713333333
581.31,12.202,33.9188333334,25.1275,34.6575,11.866,12.1605,18.6160833333,29.2408333333,11.7745
581.65,12.1591666666,33.9551666667,25.1288333333,34.692,11.8438333334,12.1463333334,18.5173333333,29.2295,11.6468333333
581.98,12.1798333334,33.975,25.1618333333,34.653,11.8811666666,12.1888333334,18.4689166667,29.222,11.5615
582.32,12.129,33.9595,25.1813333333,34.5771666667,11.829,12.1725,18.422,29.126,11.451
582.66,12.0801666667,33.9263333333,25.1065,34.5508333333,11.8241666667,12.2041666666,18.3764166667,29.1451666667,11.4393333333
583.00,12.0183333334,33.9061666666,25.05,34.4788333333,11.7598333334,12.1603333333,18.2993333333,29.0691666667,11.3776666667
583.34,12.0548333333,33.9228333333,25.1296666667,34.5593333333,11.8585,12.2238333334,18.3183333334,29.1313333333,11.486
583.68,12.0996666667,33.9138333333,25.0805,34.5598333333,11.8345,12.2216666667,18.3615,29.1776666666,11.5433333334
584.01,12.094,34.023,25.14,34.643,11.8416666666,12.2446666667,18.3729166666,29.2461666666,11.5121666666
584.35,12.1621666667,34.112,25.2351666667,34.7505,11.9695,12.3836666667,18.5184166666,29.317,11.6735
584.69,12.0905,34.0966666667,25.2378333333,34.749,11.9285,12.3851666667,18.4871666667,29.297,11.6583333334
585.03,12.123,34.1715,25.2655,34.7756666666,11.9411666667,12.3761666667,18.4939166666,29.3283333333,11.663
585.37,12.1133333333,34.1621666666,25.2491666666,34.7376666667,11.8816666667,12.3648333333,18.5203333333,29.2761666666,11.669
585.70,12.0938333333,34.2496666667,25.243,34.8123333333,11.887,12.4271666666,18.6105833334,29.3371666666,11.7488333333
586.04,12.1881666666,34.2491666666,25.263,34.864,11.9598333333,12.4958333333,18.7199166667,29.4058333334,11.89
586.38,12.2506666666,34.3116666666,25.3616666667,34.9396666666,11.968,12.5486666667,18.8003333333,29.4595,11.9068333334
586.72,12.2975,34.3705,25.4026666666,35.0596666667,12.0765,12.6001666667,18.8949166666,29.561,11.983
587.06,12.2845,34.3655,25.4553333334,35.052,12.0551666666,12.6155,18.8801666666,29.5588333334,11.8865
587.39,12.2095,34.3426666667,25.4061666667,35.0098333333,12.0161666667,12.5376666667,18.779,29.4778333333,11.8525
587.73,12.1441666667,34.2646666667,25.356,34.9496666667,11.9543333333,12.4953333334,18.731,29.3595,11.8415
588.07,12.1231666667,34.2751666667,25.3618333333,34.9295,11.9358333334,12.4583333333,18.7121666666,29.2893333333,11.7805
588.41,12.1306666667,34.3006666667,25.3221666666,34.911,11.8995,12.444,18.6384166667,29.2491666666,11.7298333333
588.74,12.169,34.2601666667,25.3413333333,34.8723333333,11.8935,12.4546666667,18.632,29.2363333334,11.7028333334
589.08,12.1685,34.3176666667,25.3778333333,34.9023333333,11.9256666666,12.4586666667,18.6353333333,29.2481666667,11.7496666667
589.42,12.2508333333,34.3608333333,25.4721666667,34.9523333333,11.9575,12.4636666667,18.7313333334,29.3038333333,11.7638333334
589.76,12.2033333333,34.3761666667,25.4296666667,34.933,11.9436666666,12.4441666667,18.66775,29.2318333334,11.6588333333
590.09,12.2638333334,34.365,25.4015,34.9161666667,11.9621666667,12.3993333333,18.6586666667,29.1658333333,11.6225
590.43,12.3043333333,34.402,25.4336666666,34.9015,11.9133333333,12.4455,18.63575,29.1713333333,11.5656666666
590.77,12.332,34.3888333333,25.389,34.8421666667,11.9001666666,12.4265,18.6284166667,29.1,11.5875
591.11,12.3865,34.4671666667,25.4771666666,34.9246666667,11.9678333334,12.4885,18.7169166667,29.1605,11.6106666666
591.44,12.4045,34.4265,25.4405,34.9136666667,11.978,12.5175,18.68625,29.1611666667,11.5151666666
591.78,12.4731666667,34.5328333333,25.5671666666,34.9841666667,11.9901666666,12.5671666666,18.6984166667,29.2848333334,11.5058333334
592.12,12.4913333333,34.5203333333,25.6298333333,35.0235,12.0155,12.6196666667,18.7605833333,29.3433333333,11.5553333333
592.46,12.528,34.5015,25.6478333333,35.0231666666,12.0563333334,12.667,18.7535833333,29.3111666666,11.5836666667
592.79,12.4985,34.4941666667,25.6475,35.0216666667,12.0803333333,12.7003333333,18.7605833333,29.388,11.5918333333
593.13,12.4455,34.4818333333,25.6065,34.9913333333,12.0878333333,12.7071666667,18.6804166667,29.3101666667,11.5221666667
593.47,12.5093333333,34.5315,25.64,35.0185,12.1536666667,12.7573333334,18.74075,29.4291666667,11.6173333334
593.80,12.47,34.5313333333,25.7201666667,35.0905,12.1913333334,12.7881666667,18.7049166667,29.4766666667,11.7025
594.14,12.4485,34.4048333333,25.7085,35.009,12.1915,12.716,18.6866666666,29.405,11.7201666666
594.48,12.471,34.4901666667,25.7675,35.0735,12.2131666667,12.7673333333,18.7333333333,29.4781666667,11.7248333334
594.81,12.4645,34.501,25.7585,35.0663333333,12.1695,12.769,18.7025,29.481,11.676
595.15,12.4818333333,34.5528333333,25.8276666666,35.0785,12.23,12.7375,18.7840833334,29.5355,11.7875
595.49,12.4095,34.5045,25.7476666666,35.0623333333,12.2296666667,12.6906666666,18.78075,29.4068333333,11.8355
595.82,12.3961666667,34.5191666667,25.7196666666,35.0413333333,12.2461666667,12.6536666667,18.7925833333,29.3896666667,11.7885
596.16,12.3601666667,34.5795,25.7151666666,35.0725,12.2101666667,12.5788333334,18.7884166667,29.41,11.7895
596.50,12.3891666667,34.5875,25.7466666667,35.104,12.2468333334,12.571,18.8305833333,29.3641666667,11.7718333333
596.83,12.3865,34.5588333334,25.7551666666,35.0898333334,12.2588333333,12.577,18.8140833333,29.4171666667,11.7928333333
597.17,12.376,34.553,25.7623333333,35.1023333334,12.2193333334,12.5611666667,18.8029166666,29.3248333333,11.7645
597.51,12.3838333334,34.5401666667,25.7288333333,35.0291666666,12.2196666666,12.5935,18.8416666667,29.2673333334,11.735
597.84,12.3731666667,34.605,25.705,35.1196666667,12.1956666667,12.6011666667,18.8145833334,29.2973333334,11.709
598.18,12.3611666667,34.5405,25.6621666667,35.061,12.179,12.5705,18.8094166667,29.2353333333,11.7255
598.52,12.3836666667,34.542,25.6946666667,35.0833333333,12.234,12.621,18.8229166667,29.2448333334,11.7901666667
598.85,12.4146666667,34.5678333333,25.6783333333,35.1663333333,12.2403333333,12.7,18.8389166667,29.2451666667,11.8115
599.19,12.3713333333,34.4606666666,25.6498333333,35.0736666666,12.1551666667,12.6723333333,18.7219166667,29.2055,11.7521666666
599.53,12.397,34.4558333334,25.6806666667,35.1086666667,12.1416666667,12.6915,18.6790833334,29.1851666667,11.8048333334
599.86,12.4533333333,34.4861666667,25.7255,35.2158333334,12.184,12.7798333333,18.75525,29.2313333334,11.814
600.20,12.4661666667,34.4301666666,25.7143333333,35.149,12.1645,12.7578333333,18.7318333334,29.1931666667,11.7698333334
600.53,12.4655,34.5126666667,25.7113333334,35.1208333333,12.1153333333,12.7266666667,18.75025,29.1346666666,11.8206666667
600.87,12.368,34.5063333333,25.7266666666,35.1528333334,12.0966666667,12.6618333333,18.7211666667,29.1563333333,11.8268333333
601.21,12.3731666667,34.466,25.7596666666,35.203,12.1098333334,12.605,18.7241666666,29.1423333333,11.8636666666
601.54,12.4846666667,34.5625,25.9461666667,35.2728333334,12.2378333334,12.7425,18.89925,29.1973333333,12.0063333333
601.88,12.5618333333,34.7256666666,26.1116666666,35.404,12.3393333333,12.8316666666,18.9641666667,29.3131666666,12.0808333334
602.21,12.519,34.7375,26.0806666667,35.3691666667,12.2466666667,12.7515,18.91975,29.27,12.0273333334
602.55,12.5485,34.7465,26.1056666667,35.3193333334,12.2475,12.7345,18.9201666666,29.27,11.9765
602.88,12.5858333333,34.8283333333,26.1133333333,35.3841666667,12.3153333334,12.7258333333,19.004,29.3263333334,12.0081666667
603.22,12.6373333333,34.905,26.155,35.4108333333,12.3623333333,12.7535,19.0170833334,29.3333333333,12.0723333333
603.56,12.5925,34.9011666667,26.131,35.3271666667,12.4171666667,12.7568333333,19.0244166666,29.3131666666,12.1125
603.89,12.5333333333,34.927,26.1013333333,35.2908333334,12.376,12.7078333333,19.0289166667,29.2836666667,12.1203333334
604.23,12.5688333333,34.8496666667,26.1136666667,35.3066666667,12.3875,12.693,18.9995833333,29.2943333334,12.1108333334
604.56,12.6611666667,34.8798333333,26.1445,35.2888333333,12.4128333333,12.717,19.0618333334,29.3108333334,12.1396666666
604.90,12.6871666667,34.9966666667,26.1861666667,35.3126666667,12.4233333333,12.7716666666,19.08275,29.3975,12.1471666666
605.23,12.6551666667,35.0113333334,26.091,35.2786666666,12.3825,12.7305,19.0345,29.369,12.1436666667
605.57,12.5978333333,34.9305,25.9731666667,35.2415,12.3431666666,12.6813333334,19.0095,29.315,12.105
605.90,12.5863333333,34.877,25.923,35.211,12.3696666667,12.6655,19.0331666667,29.2973333334,12.0955
606.24,12.6038333333,34.8976666667,25.9548333333,35.2531666667,12.4018333333,12.674,19.048,29.2988333333,12.159
606.58,12.7053333334,35.0066666666,26.0556666667,35.341,12.4596666667,12.7758333334,19.1359166667,29.3906666666,12.2621666666
606.91,12.6766666667,34.9516666666,26.0631666667,35.2968333333,12.429,12.7935,19.1935,29.4136666667,12.1871666667
607.25,12.7358333334,34.9708333333,26.0951666667,35.3388333333,12.3966666666,12.8185,19.2011666666,29.4398333334,12.1915
607.58,12.8581666667,35.1715,26.2536666666,35.5708333333,12.5143333333,12.9631666667,19.286,29.6385,12.323
607.92,12.8778333334,35.2928333333,26.278,35.653,12.5575,13.0325,19.3633333333,29.6611666667,12.3233333333
608.25,12.8211666667,35.312,26.2883333333,35.6825,12.6006666667,13.0785,19.3539166667,29.6976666667,12.3528333334
608.59,12.767,35.3163333333,26.2391666667,35.6411666667,12.557,13.0516666667,19.3501666667,29.628,12.3488333334
608.92,12.7255,35.2475,26.217,35.5885,12.4955,13.0515,19.2945833333,29.582,12.2275
609.26,12.7661666667,35.3201666667,26.2883333333,35.5983333333,12.524,13.1555,19.3605833333,29.645,12.2781666666
609.59,12.7893333333,35.3866666667,26.3295,35.6185,12.5498333334,13.2796666666,19.40175,29.7031666666,12.3338333334
609.93,12.7425,35.4101666667,26.3025,35.6268333333,12.5356666667,13.2951666667,19.3954166667,29.7643333333,12.3111666666
610.26,12.6908333333,35.3025,26.2175,35.5725,12.4851666666,13.278,19.34,29.6913333334,12.2383333333
610.60,12.681,35.3516666667,26.2368333333,35.607,12.4853333333,13.2721666667,19.301,29.7431666666,12.2698333334
610.93,12.6651666667,35.3931666666,26.2403333334,35.6016666667,12.5078333333,13.3253333333,19.3358333333,29.7441666666,12.2866666666
611.27,12.6583333333,35.2946666667,26.1825,35.501,12.4941666666,13.3673333334,19.3319166667,29.6841666667,12.2846666667
611.60,12.5776666667,35.2728333334,26.15,35.3951666666,12.4541666667,13.33,19.2669166667,29.6785,12.2838333333
611.93,12.5821666667,35.2655,26.109,35.4043333333,12.4356666667,13.3233333333,19.2410833333,29.6788333333,12.2136666666
612.27,12.6118333333,35.2765,26.147,35.5036666667,12.4558333334,13.3403333333,19.2598333334,29.7091666666,12.2045
612.60,12.6635,35.3471666667,26.1963333333,35.5431666666,12.5711666667,13.3376666666,19.2855,29.7545,12.2723333333
612.94,12.6923333333,35.393,26.2173333333,35.6073333333,12.5723333333,13.3083333333,19.2724166667,29.753,12.2488333333
613.27,12.7458333333,35.439,26.288,35.6903333333,12.6328333333,13.2956666667,19.2990833333,29.7835,12.3068333333
613.61,12.7753333333,35.4881666667,26.3268333333,35.7045,12.5898333333,13.2701666667,19.3176666667,29.7868333333,12.2816666667
613.94,12.9091666667,35.6791666667,26.4738333334,35.8365,12.7571666667,13.3696666667,19.4693333333,29.9105,12.4441666667
614.28,13.0301666667,35.766,26.5425,35.9238333334,12.8975,13.4501666667,19.653,29.9816666666,12.598
614.61,13.0325,35.6831666666,26.5511666666,35.8865,12.9161666666,13.3318333333,19.6414166667,29.9625,12.6156666667
614.94,12.9858333333,35.7138333333,26.5185,35.8445,12.8438333333,13.2456666666,19.5824166667,29.959,12.5581666666
