wavelength,Back_SpoLinm,Belly_SpoLinm,Breast_SpoLinm,Crissum_SpoLinm,Crown_SpoLinm,DorTail_SpoLinm,Patch10_SpoLinm,Patch11_SpoLinm,Patch12_SpoLinm,Rump_SpoLinm,Throat_SpoLinm,WingTip_SpoLinm
373.28,6.34553333333,28.5578,29.8262,25.2362666667,5.08346666667,7.70796666667,24.609,21.3974,19.4576,8.13553333333,4.27366666667,6.49566666667
373.64,6.32556666666,28.7217333333,30.0198666667,25.3301333333,5.1604,7.73786666667,24.659,21.4396,19.6118,8.10406666666,4.2766,6.54906666667
374.00,6.46799999999,28.9796,30.2172,25.5338666667,5.2744,7.86983333333,24.8852,21.6302666667,19.8026666667,8.19306666666,4.32553333333,6.67466666667
374.37,6.57699999999,29.1139333333,30.3491333333,25.6947333333,5.3606,7.96083333333,25.0412666667,21.8003333333,19.9798,8.31566666666,4.4336,6.82586666667
374.73,6.55436666667,29.1062666667,30.4356666667,25.7358666667,5.3318,7.92863333334,24.9842666667,21.7854,19.9159333333,8.27386666665,4.41413333334,6.84033333333
375.09,6.7139,29.2036666667,30.6277333333,25.9023333333,5.55253333333,8.15103333333,25.1579333333,21.9467333333,20.0892666667,8.38966666668,4.61546666667,7.07853333333
375.45,6.65803333334,29.3302,30.8312,26.027,5.51026666667,8.0981,25.1915333334,22.0410666667,20.1122666667,8.36866666668,4.52613333333,7.00786666667
375.81,6.60079999999,29.3922,30.8898,26.0954,5.45546666667,8.0879,25.1998,22.0604,20.1219333333,8.2946,4.39673333333,6.98033333333
376.18,6.6233,29.4793333333,30.9789333333,26.0835333333,5.48793333333,8.0718,25.233,22.1036,20.2249333334,8.31486666665,4.45273333333,7.0548
376.54,6.79026666667,29.7872666667,31.3793333333,26.3352666666,5.68346666667,8.28163333333,25.5517333333,22.3533333333,20.459,8.4332,4.61026666667,7.29013333333
376.90,6.7994,29.8956666667,31.4647333334,26.3566666666,5.67673333334,8.32293333333,25.633,22.4070666667,20.5058666667,8.43173333333,4.62526666667,7.227
377.26,6.80536666667,30.002,31.5927333334,26.5312666667,5.71246666666,8.38866666667,25.7448,22.5341333333,20.56,8.41913333334,4.60326666667,7.1922
377.63,6.8422,30.0882666667,31.6864666667,26.6395333333,5.68120000001,8.3628,25.821,22.7020666667,20.6128,8.46093333332,4.64466666667,7.17866666666
377.99,6.76436666667,30.0378666667,31.6744666667,26.6303333333,5.63306666666,8.26946666667,25.7668,22.6542666667,20.5685333333,8.41153333333,4.60966666667,7.09626666667
378.35,6.59629999999,29.8490666667,31.5130666667,26.4225333333,5.45606666667,8.0406,25.6074666667,22.5103333333,20.4042,8.22566666667,4.46213333333,6.90986666667
378.71,6.46326666666,29.9222666667,31.6154666667,26.4104666667,5.34746666667,7.93123333333,25.6104,22.516,20.3899333333,8.10553333333,4.32053333333,6.73266666667
379.07,6.38790000001,29.9437333333,31.5869333333,26.4342,5.26726666667,7.81366666667,25.5965333333,22.5613333333,20.3319333333,8.04740000001,4.26826666666,6.61793333333
379.44,6.28173333333,29.9058666667,31.6123333333,26.3792666667,5.16753333333,7.69676666667,25.5766,22.4992666667,20.2903333333,7.9262,4.12966666667,6.45026666667
379.80,6.12383333334,29.9621333333,31.5734666667,26.3508,5.06453333333,7.53026666667,25.5550666667,22.4688,20.2186,7.77166666665,4.01653333333,6.30326666667
380.16,5.99373333333,29.8909333333,31.5127333333,26.4018666667,4.94113333333,7.4016,25.5044666667,22.3800666667,20.1148,7.64966666666,3.8908,6.09786666667
380.52,5.90603333334,29.8765333333,31.3857333333,26.3651333333,4.88826666667,7.2747,25.3894666667,22.3084666667,20.1356,7.57913333332,3.8096,5.95366666667
380.88,5.81213333334,29.8345333333,31.3611333333,26.2902666667,4.86513333334,7.21683333333,25.3024666667,22.2388,20.1346,7.48199999999,3.77106666667,5.9064
381.24,5.5898,29.7479333333,31.1634,26.1688666667,4.5884,6.90396666667,25.1293333333,22.0581333333,19.9531333333,7.26260000001,3.48553333333,5.6032
381.61,5.256,29.6252,31.0116666667,25.9652,4.3488,6.68073333333,24.9318666667,21.8164666667,19.7320666667,6.96746666666,3.13926666667,5.3556
381.97,5.25846666667,29.7665333334,31.1486666667,25.9946,4.3342,6.60183333333,25.0198,21.9082,19.8188666667,6.94053333333,3.0676,5.28926666667
382.33,5.2816,30.0257333333,31.3308,26.1809333334,4.33686666667,6.64023333333,25.1818666667,22.0442666667,19.9732666667,6.99946666667,3.05213333333,5.32433333333
382.69,5.36363333333,30.0718,31.3296,26.2062,4.38453333333,6.64353333333,25.2722666667,22.107,20.1076,7.06146666667,3.1206,5.3508
383.05,5.55706666667,30.3122666667,31.5518,26.3356666667,4.56873333333,6.85843333333,25.4242,22.3256666667,20.3740666667,7.25566666665,3.27906666667,5.5204
383.41,5.74486666667,30.5968666667,31.7261333333,26.5658666667,4.72313333333,7.0204,25.6314,22.5797333333,20.5905333333,7.45380000001,3.49633333333,5.72873333333
383.77,5.94273333333,30.7067333333,31.841,26.7426666667,4.85946666667,7.15296666667,25.7586,22.7277333333,20.8158666667,7.66346666668,3.66573333334,5.90113333333
384.14,6.02740000001,30.7952666667,31.9862,26.8268,4.96926666667,7.2891,25.8686666667,22.8738666667,20.8993333333,7.73113333334,3.74473333333,6.04333333333
384.50,5.9996,30.9078666667,32.1451333333,26.8798,4.94266666667,7.23323333334,25.9418,22.9597333333,20.9329333333,7.69159999999,3.73686666667,6.01853333333
384.86,5.99569999999,31.0517333333,32.2316666667,26.9936,4.918,7.1934,26.0015333333,23.0176,20.9928,7.70086666667,3.6912,6.06533333333
385.22,6.08583333334,31.2184,32.5178,27.1477333334,5.00846666667,7.3262,26.1942,23.1909333333,21.1795333333,7.81953333333,3.8564,6.23026666667
385.58,6.50926666667,31.5337333333,32.7578,27.5021333333,5.35933333334,7.6363,26.5348666667,23.5666666667,21.5163333333,8.20233333333,4.24073333333,6.57726666667
385.94,6.43166666666,31.4688666667,32.6265333333,27.4572,5.3108,7.58453333333,26.3932666667,23.4434,21.4494,8.12213333334,4.21793333333,6.48606666667
386.30,6.46449999999,31.5796666667,32.7607333334,27.5906,5.36026666667,7.62223333334,26.4615333333,23.6018666667,21.5516666667,8.15946666667,4.2778,6.5526
386.66,6.58326666667,31.7328,32.8967333333,27.7579333333,5.457,7.7579,26.5676666667,23.6985333333,21.6388666667,8.29873333333,4.392,6.7222
387.03,6.45396666666,31.6875333333,32.8534666667,27.7586,5.31866666667,7.5997,26.5159333333,23.6244,21.5854,8.17579999999,4.23046666667,6.57713333333
387.39,6.37163333333,31.6751333333,32.812,27.6693333333,5.27019999999,7.45396666667,26.4826666667,23.5398,21.5456,8.07199999999,4.10653333333,6.50053333333
387.75,6.29446666667,31.7534,32.8678,27.7056,5.20673333333,7.4031,26.5483333333,23.6230666667,21.5214666667,7.97726666667,4.04133333333,6.39673333333
388.11,6.20613333333,31.8241333333,32.9228,27.7172,5.07253333333,7.27893333333,26.5223333333,23.6336666667,21.5594,7.90573333335,3.91406666667,6.26866666667
388.47,6.15036666666,31.7752666667,32.8912,27.7274666667,4.97026666667,7.2471,26.4658666667,23.5833333333,21.539,7.84153333335,3.82626666667,6.19806666667
388.83,6.11853333334,31.7684666667,32.9677333333,27.7590666667,4.8856,7.17183333333,26.5339333333,23.5776666667,21.5752666667,7.75406666666,3.74106666667,6.0762
389.19,6.0803,31.7169333333,32.9004666667,27.7367333333,4.859,7.14886666667,26.4488,23.5472,21.5100666667,7.70046666667,3.6312,5.97253333334
389.55,5.93603333334,31.7156666667,32.9039333333,27.6622666667,4.73693333333,7.0393,26.369,23.4679333333,21.4651333333,7.55846666667,3.5022,5.8062
389.91,5.95463333334,31.8311333333,33.0444,27.7523333333,4.727,7.1053,26.5096,23.6116666667,21.5663333333,7.59319999999,3.52553333333,5.83813333333
390.27,5.92376666667,31.833,33.0487333333,27.7794,4.73486666667,7.10276666667,26.5469333333,23.62,21.6179333333,7.56353333334,3.52413333333,5.82166666667
390.63,5.85940000001,31.8494,33.0203333333,27.8086666667,4.69953333333,7.03493333333,26.5088,23.6096666667,21.6218,7.4456,3.44213333333,5.681
391.00,5.86583333333,31.8910666667,33.0576666667,27.8622,4.71626666667,7.00653333334,26.5773333333,23.6410666667,21.6927333333,7.4432,3.46086666667,5.65913333333
391.36,5.72386666667,31.8543333333,33.0314,27.8962,4.6196,6.9581,26.5256,23.6053333333,21.6792,7.34560000001,3.33873333334,5.49593333333
391.72,5.74226666667,31.9108666667,33.128,27.9438666667,4.68846666667,6.9066,26.5231333333,23.6377333333,21.7762,7.38746666667,3.33493333333,5.5112
392.08,5.81603333334,32.0062666667,33.1926,28.0432,4.80326666667,6.94433333333,26.6264666667,23.7215333333,21.8925333333,7.46219999999,3.43073333333,5.556
392.44,5.83229999999,32.1086,33.2325333333,28.1054,4.85113333333,6.90276666667,26.7146666667,23.8320666667,21.9661333333,7.51479999999,3.41326666667,5.53306666667
392.80,5.85433333333,32.152,33.2992,28.189,4.94413333333,6.92936666667,26.7854,23.9498666667,22.0201333333,7.56926666667,3.50066666667,5.58466666667
393.16,5.93679999999,32.3025333333,33.4270666667,28.3215333333,5.03126666666,6.96483333333,26.9538,24.1403333333,22.2108666667,7.66806666667,3.6266,5.70226666667
393.52,5.92023333334,32.3522,33.4566,28.383,5.01593333334,6.92763333333,26.9971333333,24.145,22.2496666667,7.67906666668,3.59413333333,5.6912
393.88,5.91786666667,32.4353333333,33.5650666667,28.5352666667,5.02599999999,6.86703333334,27.0711333333,24.2164,22.3320666667,7.71993333333,3.5914,5.71573333333
394.24,5.87919999999,32.4238666667,33.5696,28.5637333333,4.94466666667,6.74963333333,27.0150666667,24.1606,22.3277333333,7.69006666666,3.49746666667,5.61753333333
394.60,5.98010000001,32.5446,33.7222666667,28.6895333333,5.02860000001,6.85356666667,27.1233333333,24.3333333333,22.4938666667,7.82613333335,3.62046666667,5.78113333333
394.96,5.93726666666,32.5549333333,33.7495333333,28.7156666667,4.98733333333,6.83873333333,27.111,24.362,22.4729333333,7.78040000001,3.59433333333,5.77526666667
395.32,6.16149999999,32.7811333333,34.0176666667,28.9202,5.16480000001,7.00686666667,27.2901333333,24.5856,22.6449333333,7.97366666667,3.78473333333,5.98226666667
395.68,6.21863333333,32.8547333333,34.1076,29.0492,5.16513333333,7.0914,27.3862,24.6254,22.7582,8.0078,3.846,6.04126666667
396.04,6.19523333333,32.9583333333,34.1984666667,29.1357333334,5.10040000001,7.05496666667,27.4036666667,24.6636666667,22.7873333333,8.00739999999,3.79086666667,6.018
396.40,6.23566666667,33.015,34.3258666667,29.3100666667,5.11986666666,7.1538,27.4770666667,24.768,22.8623333333,8.02226666668,3.887,6.1164
396.76,6.13526666666,33.0561333333,34.3494,29.3477333333,5.01333333334,7.10783333333,27.4423333333,24.7855333333,22.9392666667,7.96646666668,3.77806666667,6.06546666667
397.12,6.09380000001,33.1348,34.4286,29.4322,5.00306666667,7.10086666667,27.4648,24.7819333333,22.9197333333,7.94653333333,3.70186666667,6.04586666667
397.48,6.11256666666,33.1875333333,34.5607333333,29.5728666667,5.03699999999,7.11203333333,27.5242666667,24.8944666667,23.0327333333,7.95626666666,3.7246,6.04826666667
397.84,6.19439999999,33.2838,34.6765333333,29.6918,5.1236,7.22803333333,27.6012,25.0053333333,23.1701333333,8.02126666665,3.8326,6.1064
398.20,6.21786666667,33.3596,34.7142,29.7541333333,5.15866666666,7.28226666667,27.6646,25.0820666666,23.2574666667,8.05213333334,3.87646666667,6.1342
398.56,6.13016666666,33.4451333333,34.7692666667,29.8241333333,5.08993333333,7.16543333333,27.7862666667,25.061,23.2566666667,7.95653333333,3.773,6.0292
398.92,6.19986666667,33.5576666667,34.8467333333,29.9522666667,5.11413333333,7.19023333333,27.8405333334,25.1312,23.3678666667,8.03606666668,3.82373333333,6.06046666666
399.28,6.03956666667,33.5501333333,34.7504666667,29.9184,5.00520000001,7.03686666667,27.7559333333,25.0796,23.3298,7.88593333333,3.7144,5.92646666667
399.64,6.00946666666,33.6177333333,34.8036666667,29.9529333333,5.00273333333,6.97576666667,27.7708,25.1607333333,23.3354,7.88399999999,3.73146666667,5.87553333333
400.00,5.90943333334,33.5992666667,34.7842666667,29.9716,4.92153333333,6.8873,27.7734,25.14,23.3179333333,7.74573333333,3.6606,5.8038
400.36,5.97956666667,33.7462,34.8707333333,30.0186,4.99613333333,6.89123333333,27.8832,25.2366,23.4509333333,7.84093333335,3.71846666667,5.83786666667
400.72,6.03720000001,33.9441333334,34.9816666667,30.1658,5.0592,6.88473333333,27.9741333333,25.3181333333,23.5360666667,7.92226666668,3.83106666666,5.8722
401.08,6.09283333333,34.0062,35.0496666667,30.2529333333,5.12146666666,6.9046,28.0252,25.3667333333,23.6706666667,7.94133333333,3.87593333333,5.88633333333
401.44,6.14910000001,34.0423333333,35.0523333333,30.299,5.1468,6.9045,28.0580666667,25.4152666667,23.7027333333,7.96193333333,3.90106666667,5.95926666667
401.80,6.20463333333,34.2345333333,35.1884,30.4370666667,5.15966666666,6.8774,28.2170666667,25.5302,23.7932,8.01513333334,3.8584,5.95833333333
402.16,6.30053333333,34.3615333333,35.3637333333,30.584,5.2798,6.96136666667,28.3386666667,25.6776666667,23.9082666667,8.10673333333,3.96466666667,6.06233333334
402.52,6.29940000001,34.382,35.3808,30.5912,5.2724,6.9124,28.3069333333,25.7406666667,23.9582,8.1316,3.95213333333,6.0514
402.88,6.26913333333,34.5391333333,35.4828,30.7130666667,5.28173333333,6.8679,28.4274,25.8443333334,24.0504666667,8.13853333333,3.91966666667,6.02706666667
403.24,6.31276666667,34.5513333333,35.5676,30.7668666667,5.29726666667,6.89013333333,28.5027333333,25.9045333333,24.1164666666,8.21746666667,3.971,6.07066666667
403.60,6.39930000001,34.6830666667,35.6568,30.9227333333,5.39639999999,7.00493333333,28.628,26.0026666667,24.2527333333,8.31886666667,4.03673333333,6.1726
403.95,6.56253333334,34.8274666667,35.8069333333,31.0714,5.53733333333,7.12953333333,28.7754666667,26.1708,24.4192,8.50853333333,4.17373333333,6.32933333333
404.31,6.48683333334,34.7707333333,35.7561333333,31.0252666667,5.48646666666,7.03316666667,28.6742,26.1208,24.3782,8.43193333334,4.10353333333,6.26113333333
404.67,6.52606666666,34.7764666667,35.8023333333,31.0572666666,5.49386666667,7.04416666667,28.7135333333,26.1502,24.3880666667,8.43193333333,4.0568,6.24926666667
405.03,6.53953333333,34.8596666667,35.8990666667,31.1254666667,5.47026666666,7.01653333333,28.7764,26.2366,24.4191333333,8.48553333333,4.06986666667,6.25026666667
405.39,6.57033333334,35.0014,36.0186666667,31.2267333333,5.49013333334,7.05856666667,28.8686666667,26.3176,24.5525333333,8.5564,4.13673333333,6.27706666667
405.75,6.55576666667,35.0206,36.0533333333,31.2313333333,5.52013333333,7.07626666667,28.8409333333,26.3198666667,24.6296666667,8.549,4.1592,6.30966666667
406.11,6.61936666667,35.1883333333,36.2063333333,31.4018,5.56573333333,7.10523333333,28.9797333333,26.4151333333,24.7386,8.60073333333,4.19926666667,6.35613333333
406.47,6.6232,35.2932,36.3684666667,31.5418666667,5.55746666667,7.1278,29.0619333333,26.4926,24.8362,8.60186666665,4.18013333333,6.38966666667
406.83,6.7342,35.3548,36.4619333333,31.6476666666,5.65273333333,7.22846666667,29.1244,26.5672666667,24.9491333333,8.71293333335,4.3076,6.50826666667
407.19,6.86993333333,35.5268,36.5891333333,31.857,5.75993333333,7.31953333333,29.2604666667,26.7182666667,25.1628,8.8332,4.3898,6.63733333333
407.55,6.83830000001,35.6308,36.6722666667,31.9048,5.70733333333,7.2292,29.3082666667,26.7608,25.2376666667,8.79819999999,4.33486666667,6.60406666667
407.90,6.7588,35.6307333333,36.6844,31.9233333333,5.64060000001,7.1643,29.269,26.7553333333,25.2562666667,8.71306666666,4.254,6.4832
408.26,6.80076666666,35.7088,36.7613333333,32.026,5.65499999999,7.22723333333,29.3494,26.8099333333,25.3288666667,8.75913333335,4.29386666667,6.52953333333
408.62,6.82659999999,35.8271333333,36.8796,32.137,5.67046666666,7.2689,29.4191333333,26.9208,25.4891333333,8.81813333335,4.31426666667,6.5328
408.98,6.85300000001,35.9188666667,36.9347333333,32.2150666667,5.6656,7.26316666667,29.4574,26.9460666667,25.5709333333,8.80286666666,4.31433333333,6.53506666667
409.34,6.84810000001,35.9694666667,37.0262666667,32.3062,5.65573333333,7.1888,29.5659333333,27.0148,25.6602666667,8.79033333335,4.26913333333,6.52
409.70,6.85423333333,36.0399333333,37.0702666667,32.4322666667,5.63673333334,7.14056666667,29.6348666667,27.0848,25.7090666667,8.80246666667,4.26033333333,6.47866666667
410.06,6.75466666666,36.0474,37.0609333333,32.4486666667,5.56966666666,7.07043333333,29.5816,27.1020666667,25.7524,8.74333333334,4.166,6.40526666667
410.42,6.79636666667,36.0830666667,37.026,32.4949333334,5.62586666667,7.08283333333,29.5748666667,27.1193333333,25.8070666667,8.79040000001,4.24066666667,6.40033333333
410.77,6.83726666667,36.1564,37.1249333333,32.5721333333,5.68160000001,7.12333333333,29.6872,27.2155333333,25.9133333333,8.80473333334,4.26613333333,6.42366666667
411.13,6.8126,36.2316666667,37.212,32.5937333333,5.66766666667,7.08286666667,29.7130666667,27.2537333333,25.9659333333,8.79900000001,4.2564,6.3814
411.49,6.8285,36.2228,37.2018666667,32.6228666667,5.68326666667,7.10486666667,29.6941333333,27.3040666667,25.9806666667,8.84786666668,4.27546666667,6.3828
411.85,6.86356666667,36.3048666667,37.2381333333,32.6926,5.75633333333,7.14993333333,29.7336666667,27.3601333333,26.0546666667,8.92106666667,4.32593333333,6.45846666667
412.21,6.88116666666,36.4091333333,37.3285333333,32.7742,5.78079999999,7.12506666667,29.8048666667,27.4397333333,26.1039333334,8.93426666667,4.3286,6.44633333333
412.57,6.91243333333,36.4535333333,37.3622,32.869,5.81573333333,7.12443333333,29.8601333333,27.4899333333,26.1141333333,8.94146666666,4.37266666667,6.47106666667
412.92,6.97506666666,36.5410666667,37.4280666667,32.9985333333,5.92846666667,7.1947,29.9567333333,27.6122666667,26.2561333333,9.03266666667,4.45286666667,6.5298
413.28,6.94183333334,36.5770666666,37.4324,33.0199333333,5.94033333334,7.1889,29.9173333333,27.6440666667,26.2527333333,8.99786666667,4.42846666666,6.49646666667
413.64,6.99769999999,36.6485333333,37.5177333333,33.0620666667,5.97913333333,7.24693333333,29.9566666667,27.7324,26.3284,9.0544,4.4822,6.56513333333
414.00,7.07746666666,36.7550666667,37.5334,33.1048666667,6.01426666667,7.28673333333,30.0175333333,27.8151333333,26.4075333333,9.11453333335,4.51613333334,6.59333333333
414.36,7.15533333333,36.8934666667,37.6978666667,33.2419333333,6.09819999999,7.36596666667,30.1667333333,27.9413333333,26.5242666667,9.1956,4.56166666666,6.66653333333
414.72,7.18459999999,37.0467333333,37.829,33.4107333333,6.13019999999,7.4282,30.2648666667,28.064,26.6604666667,9.27460000001,4.58946666666,6.70526666667
415.07,7.2444,37.1347333333,37.8928666667,33.4977333333,6.19426666667,7.49013333333,30.3592666667,28.1276666667,26.7206666667,9.2978,4.64053333333,6.7514
415.43,7.3151,37.2252666667,38.065,33.6502,6.25706666666,7.56106666667,30.481,28.2074666667,26.8374666667,9.35433333332,4.68046666667,6.83106666667
415.79,7.34280000001,37.3088,38.1852666667,33.7643333333,6.27546666667,7.5518,30.5649333333,28.2687333333,26.9026,9.3846,4.6624,6.84513333333
416.15,7.37073333334,37.4624,38.3626666667,33.9536666667,6.3048,7.59493333333,30.6836,28.3978666667,27.0538,9.44033333333,4.67773333333,6.888
416.51,7.39220000001,37.5352,38.4392666667,33.9949333333,6.31726666667,7.634,30.7331333333,28.4477333333,27.1059333333,9.45679999999,4.686,6.92733333333
416.86,7.41376666667,37.6804666667,38.5987333333,34.0896,6.31733333333,7.6597,30.8376666667,28.5508,27.162,9.4816,4.689,6.94986666667
417.22,7.44143333333,37.755,38.7194666667,34.1962,6.34153333333,7.70333333333,30.9410666667,28.6094,27.2328666667,9.53533333332,4.73766666667,7.00186666667
417.58,7.43116666667,37.838,38.7891333333,34.2567333333,6.37386666667,7.71503333333,31.0124,28.6392666667,27.2785333333,9.55099999999,4.74153333333,7.0318
417.94,7.45293333333,37.9114,38.8888666667,34.3530666667,6.42626666667,7.75293333333,31.1126666667,28.7042666667,27.34,9.604,4.79753333333,7.06273333333
418.29,7.45403333333,37.9564,38.9388,34.3684,6.4126,7.73713333333,31.1369333333,28.7446,27.3589333333,9.60346666667,4.77113333333,7.04293333333
418.65,7.42229999999,37.9898,38.9564666667,34.3465333333,6.3712,7.67806666667,31.126,28.7436,27.3125333333,9.55386666668,4.7306,7.00173333333
419.01,7.42443333334,38.05,39.0386666667,34.421,6.36346666666,7.67116666667,31.1687333333,28.7872666667,27.3566666667,9.57126666667,4.71986666667,6.98933333333
419.37,7.40179999999,38.1544666667,39.0782666667,34.4716666667,6.3388,7.6417,31.2077333334,28.8104666667,27.3933333333,9.53839999999,4.70306666667,6.96473333333
419.73,7.44446666666,38.2216,39.1572,34.534,6.37153333333,7.69306666667,31.2934666667,28.8874666667,27.4784666667,9.60593333333,4.7678,7.0096
420.08,7.47436666667,38.3194666667,39.2226666667,34.5982666667,6.41566666667,7.7384,31.3557333333,28.9428,27.5384,9.64980000001,4.79913333333,7.02386666666
420.44,7.48003333333,38.3887333333,39.2524,34.6441333333,6.43880000001,7.726,31.3866666666,28.9588,27.5928,9.67706666667,4.81406666667,7.01546666667
420.80,7.52930000001,38.4392666667,39.2872,34.7106666666,6.4924,7.77316666667,31.4164,28.9955333333,27.6624,9.72733333333,4.88086666666,7.05633333333
421.16,7.56760000001,38.4792666667,39.2959333333,34.7460666666,6.51306666667,7.77743333334,31.414,29.0316,27.7114666667,9.74866666667,4.89526666667,7.06266666667
421.51,7.58473333333,38.5076,39.3216666667,34.7792666667,6.52600000001,7.7829,31.4130666667,29.0760666667,27.741,9.75473333333,4.92033333333,7.06166666667
421.87,7.61893333333,38.6107333333,39.4034,34.8709333334,6.55533333333,7.814,31.4584666667,29.1294666667,27.8066666667,9.7758,4.9386,7.0934
422.23,7.62243333332,38.6926,39.458,34.9587333333,6.55893333333,7.80673333333,31.5078666666,29.1833333334,27.8814666667,9.79753333333,4.96966666667,7.10233333333
422.58,7.63920000001,38.7438,39.5132,35.0320666666,6.59426666667,7.817,31.5765333333,29.2288666667,27.9484666667,9.82326666668,4.988,7.12113333333
422.94,7.63996666666,38.8383333333,39.6068666667,35.1132,6.61853333333,7.8319,31.6392666667,29.3059333333,28.011,9.83540000001,5.00046666667,7.12946666667
423.30,7.67133333334,38.9190666667,39.7192,35.1937333333,6.64440000001,7.84893333333,31.701,29.3798,28.0880666667,9.88153333334,5.02446666667,7.13906666667
423.66,7.66856666667,38.9976,39.7871333333,35.2940666667,6.63413333333,7.82453333333,31.7176,29.4162666667,28.1378,9.85839999999,5.00853333333,7.1058
424.01,7.67679999999,39.0106666667,39.8054666667,35.3249333333,6.63893333333,7.80706666666,31.7268,29.4302666667,28.1951333333,9.85926666666,5.0126,7.111
424.37,7.71353333333,39.099,39.8968666667,35.4354666667,6.66506666667,7.83513333333,31.8125333333,29.5308,28.2866666667,9.89460000001,5.03846666667,7.14413333333
424.73,7.6943,39.1344,39.9284666667,35.4898666667,6.63859999999,7.8132,31.8446666667,29.5714,28.3253333333,9.87380000001,5.00786666667,7.1296
425.08,7.67676666667,39.1969333333,39.9754666667,35.5464,6.63840000001,7.80966666667,31.8844,29.6191333333,28.3600666667,9.87326666665,4.99173333333,7.10813333334
425.44,7.70249999999,39.3083333333,40.053,35.6714666667,6.64986666666,7.83156666667,31.96,29.6990666667,28.4544,9.915,4.97946666667,7.10626666667
425.80,7.64563333334,39.2840666667,40.0168666667,35.636,6.59433333333,7.74266666667,31.9141333333,29.6705333333,28.4375333333,9.85413333333,4.90633333333,7.03366666667
426.16,7.63636666667,39.3365333333,40.0460666666,35.6678666667,6.59226666666,7.73716666667,31.9188666667,29.6937333333,28.4744,9.83486666667,4.86953333333,7.0214
426.51,7.67443333333,39.4366,40.1384,35.7688666667,6.61933333334,7.76483333333,31.9355333333,29.7578,28.5758,9.87919999999,4.8962,7.04626666667
426.87,7.69089999999,39.4772,40.1297333333,35.8365333333,6.62539999999,7.75426666667,31.9312666667,29.7798666667,28.6353333334,9.89486666666,4.87746666667,7.045
427.23,7.70000000001,39.5232,40.1267333333,35.8986666667,6.6372,7.75326666667,31.9436,29.838,28.7034666667,9.9026,4.85433333333,7.02853333333
427.58,7.6894,39.5484666667,40.1300666667,35.9031333333,6.63933333334,7.74006666667,31.9605333333,29.8916,28.7476,9.90319999999,4.83233333333,7.03093333333
427.94,7.67876666667,39.6201333333,40.1851333333,35.9702666667,6.60713333334,7.69536666667,31.9958666667,29.9578,28.7986666667,9.87233333334,4.79526666667,6.97726666667
428.30,7.6193,39.6782666667,40.2158,36.0384,6.56713333334,7.64726666667,32.0034,29.9856666667,28.8270666667,9.81473333334,4.7266,6.92713333333
428.65,7.57423333333,39.7572666667,40.2789333333,36.0723333333,6.54053333333,7.58723333333,32.0214666667,30.0296666667,28.8738666667,9.78553333333,4.6816,6.87846666667
429.01,7.62206666667,39.8963333333,40.3990666667,36.1982666667,6.598,7.63636666667,32.1434,30.1660666667,29.0117333334,9.8392,4.72733333333,6.92106666667
429.37,7.63266666666,39.9087333333,40.413,36.1962666667,6.60273333333,7.6283,32.1226666667,30.1588666667,29.0490666667,9.8128,4.76026666667,6.93293333333
429.72,7.73096666666,40.0308666667,40.5634666667,36.3604,6.6808,7.72483333333,32.2746666667,30.2824,29.2158666667,9.92386666667,4.85953333333,7.0278
430.08,7.78676666667,40.1064666667,40.6546,36.4816,6.75466666666,7.77726666667,32.3731333333,30.3896666667,29.3068,9.99160000001,4.91686666667,7.1026
430.44,7.79920000001,40.1242666667,40.6783333333,36.5242666667,6.76540000001,7.76533333333,32.4248666667,30.4216,29.3442,9.98773333333,4.90346666667,7.0958
430.79,7.80806666667,40.1944666667,40.7602,36.5664666667,6.75993333333,7.7769,32.4922666667,30.4968666667,29.4244,9.99466666667,4.92613333333,7.11046666667
431.15,7.85239999999,40.3186,40.8636,36.6602,6.79806666667,7.80093333333,32.579,30.5785333333,29.5148,10.0164,4.99346666667,7.15486666667
431.50,7.91263333333,40.4317333333,40.9636,36.7734,6.86153333333,7.86853333333,32.6781333333,30.6813333333,29.6042666667,10.0754666667,5.07593333333,7.1964
431.86,7.9571,40.5306666667,41.0824666667,36.8811333333,6.90406666667,7.9509,32.7667333333,30.7545333333,29.6744666667,10.1302,5.1114,7.26046666667
432.22,7.97973333332,40.5972,41.1476,36.9054,6.90993333333,7.971,32.7888666667,30.8235333333,29.7538,10.1558,5.12226666666,7.2712
432.57,8.0282,40.6627333333,41.2006,37.0052,6.94766666666,8.00443333334,32.8414,30.8654666667,29.8294666667,10.1980666667,5.1462,7.29633333333
432.93,8.05846666667,40.7382,41.2566,37.0613333334,6.94953333333,8.00563333334,32.8404,30.8986,29.8934666667,10.2115333333,5.1642,7.2862
433.29,8.04640000001,40.8240666667,41.3432,37.1538,6.94173333333,7.98356666667,32.896,30.9628666667,29.9442,10.2177333333,5.137,7.26293333333
433.64,8.01633333334,40.8542,41.3628666667,37.1832666667,6.90246666667,7.92966666667,32.8816,31.0100666667,29.9574,10.1653333333,5.09866666667,7.19573333334
434.00,8.00993333333,40.8694,41.3288,37.1752666667,6.87166666666,7.9084,32.8598,31.0058,29.9714666667,10.1370666667,5.10286666667,7.1492
434.35,7.9946,40.8979333333,41.3141333333,37.1875333333,6.85726666666,7.9084,32.8638,31.0407333333,29.9974,10.1278666667,5.0992,7.12453333333
