wavelength,Back_ConMarf,Belly_ConMarf,Breast_ConMarf,Crissum_ConMarf,Crown_ConMarf,DorTail_ConMarf,Rump_ConMarf,Throat_ConMarf,WingTip_ConMarf
532.80,20.3423333333,53.1366666667,36.9471666667,61.2641666667,17.7583333333,18.4125882353,22.2136666666,32.8963333334,11.232
533.15,20.3591666667,53.1461666667,36.9683333333,61.3165,17.7886666667,18.4262058824,22.2426666667,32.9111666667,11.2366666666
533.49,20.3506666666,53.1488333333,36.977,61.3641666666,17.7866666666,18.4232647059,22.2555,32.8895,11.2391666667
533.84,20.3488333334,53.1651666667,36.9691666666,61.3601666667,17.779,18.4053529412,22.2401666667,32.8918333334,11.2255
534.18,20.3503333333,53.1798333334,36.9758333334,61.3388333334,17.7841666667,18.4356176471,22.2473333333,32.9185,11.2285
534.52,20.3795,53.2226666666,37.0123333333,61.4025,17.8161666667,18.477,22.2623333333,32.9696666666,11.2685
534.87,20.3731666667,53.26,37.0255,61.4611666667,17.8211666667,18.4971568627,22.2571666667,33.004,11.2688333333
535.21,20.3213333333,53.2401666667,37.0096666667,61.4275,17.8163333334,18.4777941176,22.2198333333,32.9923333333,11.265
535.56,20.312,53.265,37.0008333334,61.4481666666,17.802,18.4582745098,22.2136666666,32.9908333333,11.2525
535.90,20.3336666667,53.3043333334,37.0321666666,61.4748333333,17.8251666666,18.4694411765,22.2121666666,33.0306666666,11.27
536.25,20.3521666667,53.3728333333,37.1093333334,61.5051666667,17.8571666667,18.5170784314,22.2611666667,33.09,11.3088333333
536.59,20.3695,53.4093333333,37.1305,61.5608333333,17.8396666667,18.5565588235,22.2618333333,33.1028333333,11.32
536.93,20.3583333334,53.3971666667,37.1385,61.5763333333,17.8328333333,18.5549509804,22.2455,33.0906666667,11.3278333333
537.28,20.3696666667,53.377,37.1388333334,61.5596666667,17.8193333333,18.5396568628,22.2371666667,33.1125,11.3465
537.62,20.3751666667,53.3563333333,37.171,61.5773333333,17.825,18.5733823529,22.2488333333,33.1336666667,11.3816666667
537.97,20.368,53.3393333333,37.1568333333,61.6081666666,17.8025,18.5562647058,22.216,33.1178333333,11.3653333333
538.31,20.3708333333,53.2781666666,37.1483333334,61.611,17.7968333334,18.558,22.22,33.0993333334,11.3778333334
538.65,20.372,53.2425,37.1403333333,61.5705,17.7881666667,18.5607941176,22.2246666667,33.0988333334,11.3833333333
539.00,20.365,53.2336666666,37.1315,61.6391666666,17.765,18.5373431373,22.2155,33.0671666667,11.3536666666
539.34,20.404,53.2805,37.1675,61.7583333333,17.8026666666,18.5953627451,22.2753333333,33.1408333334,11.4015
539.69,20.3853333333,53.259,37.1535,61.7748333334,17.794,18.5754509804,22.2858333333,33.1251666667,11.4093333334
540.03,20.4,53.2188333334,37.1268333333,61.766,17.7796666667,18.5742843137,22.2635,33.086,11.411
540.37,20.3873333333,53.1983333333,37.1101666667,61.8055,17.7668333333,18.5634019608,22.2553333333,33.0481666667,11.4133333333
540.72,20.3695,53.1855,37.0956666667,61.7561666667,17.756,18.5607352941,22.2486666666,33.0188333333,11.4111666667
541.06,20.3921666666,53.2718333333,37.1166666666,61.8511666667,17.7783333333,18.5971470588,22.2611666666,33.0488333333,11.4088333333
541.40,20.3943333333,53.2865,37.1275,61.8555,17.7926666666,18.5954607843,22.2606666667,33.0703333333,11.4178333333
541.75,20.3813333333,53.2858333333,37.1221666667,61.8266666667,17.7946666667,18.5854705883,22.2566666667,33.0601666666,11.4093333334
542.09,20.3695,53.3093333333,37.1193333333,61.7988333333,17.8068333333,18.5787745098,22.2423333334,33.0488333334,11.4205
542.43,20.3756666667,53.3205,37.1113333334,61.8161666667,17.8371666666,18.5907156863,22.2196666667,33.0475,11.4171666667
542.78,20.4105,53.3725,37.1903333333,61.8226666667,17.8781666667,18.6294509804,22.255,33.0993333334,11.4746666667
543.12,20.4296666667,53.3951666666,37.219,61.7996666666,17.882,18.6238823529,22.2326666666,33.1021666667,11.4775
543.46,20.4288333333,53.3576666666,37.2015,61.7556666667,17.8753333333,18.6338921568,22.2181666666,33.1155,11.4741666666
543.81,20.4143333333,53.4341666667,37.234,61.8315,17.8885,18.6348235294,22.1953333333,33.1418333334,11.4588333334
544.15,20.4653333333,53.4981666667,37.3145,61.8888333334,17.9605,18.703,22.2418333334,33.2391666667,11.5163333333
544.49,20.5156666666,53.5401666667,37.344,61.991,17.9785,18.7289313726,22.2676666667,33.2793333333,11.5531666667
544.84,20.4976666666,53.5171666666,37.378,61.946,17.9801666666,18.7213235294,22.2716666666,33.2636666667,11.5505
545.18,20.5013333334,53.5581666667,37.3923333333,62.0261666667,17.9995,18.7343137255,22.2696666666,33.2736666667,11.5405
545.52,20.5238333333,53.5903333333,37.4141666667,62.0821666667,17.9981666667,18.7358039216,22.2676666667,33.2715,11.554
545.87,20.5275,53.5811666667,37.4186666666,62.0908333334,17.9785,18.7247549019,22.2478333333,33.2736666667,11.5363333334
546.21,20.5633333333,53.6778333333,37.5128333333,62.2316666666,18.0028333334,18.7467745098,22.2856666666,33.3511666667,11.5608333334
546.55,20.575,53.7533333333,37.5143333333,62.344,18.0075,18.7596078432,22.3016666667,33.3948333333,11.5595
546.90,20.5455,53.7391666667,37.514,62.3373333334,18.021,18.7515490196,22.2623333333,33.4205,11.548
547.24,20.5733333333,53.8163333334,37.5758333334,62.3653333333,18.0403333333,18.7747745098,22.259,33.4296666667,11.553
547.58,20.6086666667,53.8118333333,37.5768333334,62.3468333334,18.0538333333,18.7788431372,22.2556666667,33.4653333333,11.5625
547.92,20.564,53.7731666666,37.5141666666,62.2395,17.9998333333,18.7154019608,22.1966666666,33.4011666666,11.5193333333
548.27,20.598,53.8293333334,37.5865,62.2516666667,18.067,18.7759509804,22.2335,33.4678333333,11.5628333333
548.61,20.6578333333,53.8656666667,37.6448333334,62.3416666666,18.1191666667,18.8454117647,22.2678333333,33.5385,11.6331666666
548.95,20.691,53.9063333334,37.6675,62.3511666667,18.1353333334,18.8680490196,22.2998333334,33.4988333333,11.665
549.29,20.7683333334,53.971,37.7525,62.4935,18.2248333333,18.9504607843,22.3868333333,33.6045,11.7126666667
549.64,20.792,54.074,37.7991666666,62.6028333333,18.2461666667,18.9882254902,22.4281666667,33.6601666667,11.7301666667
549.98,20.8016666667,54.1001666667,37.7758333334,62.5866666667,18.2495,18.9914313726,22.4361666666,33.62,11.759
550.32,20.8413333334,54.0908333333,37.8071666666,62.534,18.2713333334,19.0045980392,22.4213333333,33.6145,11.7495
550.66,20.901,54.1221666667,37.8615,62.6285,18.301,19.0522941176,22.5105,33.6598333334,11.8178333333
551.01,20.9111666667,54.0683333333,37.7868333333,62.6593333333,18.3018333334,19.0359607843,22.5215,33.654,11.7913333333
551.35,20.896,54.0768333334,37.7933333333,62.6613333334,18.346,19.0490882353,22.5616666667,33.6581666667,11.8333333333
551.69,20.9035,54.0926666667,37.8686666667,62.7188333333,18.3888333334,19.0570196079,22.601,33.6803333333,11.8333333333
552.03,20.8606666667,54.0658333333,37.852,62.7575,18.3761666667,19.0260490196,22.5656666666,33.6933333333,11.8093333333
552.38,20.8426666666,54.05,37.8173333333,62.708,18.3566666666,18.968745098,22.54,33.6766666667,11.812
552.72,20.837,54.026,37.8271666667,62.7108333334,18.3563333334,18.9500294118,22.5283333333,33.7113333333,11.8043333333
553.06,20.7911666667,54.0043333334,37.7985,62.7025,18.3273333333,18.9128431373,22.4896666667,33.6865,11.7903333333
553.40,20.7601666667,53.9585,37.8106666667,62.6806666666,18.3613333333,18.9164803921,22.4765,33.7035,11.8191666667
553.74,20.7366666667,53.8926666667,37.7773333334,62.5873333333,18.332,18.9036372549,22.4471666666,33.6628333333,11.7943333334
554.09,20.6971666666,53.8706666666,37.7241666666,62.5921666667,18.3095,18.8769019608,22.4135,33.6148333333,11.7713333334
554.43,20.697,53.9461666667,37.7305,62.5876666666,18.3223333334,18.8846176471,22.3978333334,33.6095,11.7456666666
554.77,20.7333333333,54.0706666667,37.849,62.7231666667,18.3635,18.9157254902,22.4345,33.7031666666,11.8096666666
555.11,20.7995,54.07,37.905,62.8096666667,18.3735,18.960127451,22.4883333333,33.7568333334,11.8701666667
555.45,20.7875,54.041,37.8751666667,62.8461666667,18.328,18.9422941177,22.4365,33.7625,11.8578333333
555.80,20.7623333333,54.086,37.8941666667,62.7665,18.296,18.9273627451,22.4251666667,33.7345,11.8583333334
556.14,20.7246666667,54.046,37.8338333334,62.7311666667,18.288,18.9133235294,22.3618333333,33.6976666667,11.7853333333
556.48,20.776,54.1271666666,37.9011666667,62.8053333333,18.31,18.962617647,22.3961666667,33.742,11.8216666666
556.82,20.8191666667,54.2451666667,37.963,62.8825,18.3801666666,19.0189509804,22.4015,33.7683333333,11.844
557.16,20.8258333334,54.23,37.919,62.8923333333,18.3051666666,18.9997254902,22.3911666667,33.7158333334,11.8056666667
557.50,20.8586666667,54.256,37.9876666667,63.0128333333,18.2976666667,18.9994019607,22.3905,33.7613333334,11.853
557.85,20.8868333334,54.2336666667,37.9815,63.011,18.276,19.0106862745,22.436,33.8076666667,11.863
558.19,20.8741666667,54.1888333333,37.9448333334,62.9911666667,18.2231666666,18.9824803921,22.379,33.7561666667,11.8721666666
558.53,20.8373333333,54.1036666666,37.8643333333,62.8106666667,18.2003333333,18.965245098,22.3143333333,33.6598333334,11.8598333334
558.87,20.7763333333,54.148,37.8485,62.8483333333,18.187,18.9411568627,22.2565,33.6183333333,11.8066666666
559.21,20.7801666667,54.2038333333,37.8353333334,62.8765,18.1765,18.9363039215,22.2371666666,33.6141666667,11.8046666667
559.55,20.8531666667,54.2455,37.9005,63.076,18.2213333333,18.9830392156,22.2813333333,33.6425,11.8253333333
559.89,20.8615,54.2681666667,37.9408333333,63.0678333333,18.198,18.9998333333,22.3038333333,33.6728333333,11.8698333333
560.23,20.7836666666,54.176,37.8676666666,62.9126666667,18.123,18.932254902,22.2438333333,33.5948333333,11.8186666666
560.58,20.765,54.1146666667,37.8518333333,62.818,18.0405,18.8995490196,22.27,33.5655,11.8266666667
560.92,20.8045,54.2171666667,37.9563333334,62.9393333333,18.1498333333,18.9808627451,22.3686666667,33.68,11.8848333333
561.26,20.7843333333,54.2666666666,37.9403333333,62.946,18.1666666667,18.9960686275,22.4035,33.7115,11.8701666667
561.60,20.7913333333,54.2345,37.9783333333,62.8933333334,18.235,19.0338333333,22.3971666667,33.674,11.9321666666
561.94,20.8321666667,54.2743333333,38.0166666667,62.989,18.3043333333,19.0429509804,22.4506666667,33.6951666667,11.9863333334
562.28,20.8193333334,54.2673333333,38.0566666667,63.0338333334,18.2983333333,19.0444313726,22.4713333333,33.6961666667,12.0151666666
562.62,20.8465,54.2611666666,38.1123333334,63.0428333333,18.3113333333,19.070127451,22.5021666666,33.7348333333,12.0693333333
562.96,20.8588333333,54.2776666667,38.1221666667,63.0148333333,18.313,19.1036666666,22.5308333334,33.7293333333,12.094
563.30,20.8163333333,54.2833333333,38.0728333333,62.9598333333,18.2908333334,19.0818921569,22.5096666666,33.7165,12.0931666666
563.64,20.8376666667,54.3423333333,38.0508333333,63.0478333333,18.267,19.1095294118,22.5383333333,33.711,12.0538333333
563.99,20.8478333333,54.3765,38.0846666667,63.1821666666,18.2953333333,19.1366960785,22.5868333334,33.7113333333,12.056
564.33,20.8226666667,54.3478333333,38.0788333333,63.2328333334,18.2938333333,19.1637450981,22.5446666666,33.7371666666,12.0686666666
564.67,20.8048333334,54.3315,38.0611666666,63.1793333333,18.2346666666,19.1302254902,22.4715,33.6931666667,12.058
565.01,20.7865,54.3026666667,38.0671666667,63.1133333333,18.195,19.1560784314,22.4841666667,33.6545,12.0413333333
565.35,20.754,54.3878333334,38.0725,63.1608333333,18.2143333333,19.1775,22.4951666667,33.706,12.0216666667
565.69,20.7168333333,54.3666666667,38.0825,63.1041666667,18.1698333333,19.2137745098,22.4943333333,33.7081666667,11.9798333333
566.03,20.6916666667,54.3883333333,38.046,63.081,18.1586666667,19.2278039216,22.4585,33.7068333333,11.9356666667
566.37,20.6146666666,54.346,37.9676666667,63.0426666667,18.1036666667,19.1758823529,22.4098333333,33.6271666666,11.874
566.71,20.6063333334,54.3388333333,37.9716666666,62.9938333333,18.0991666667,19.1701470588,22.419,33.605,11.8656666667
567.05,20.5876666667,54.2593333333,37.9376666667,62.9478333334,18.0645,19.1489215686,22.3625,33.616,11.8506666666
567.39,20.5788333333,54.262,37.9926666666,62.9798333334,18.0858333333,19.1639803922,22.3801666666,33.6446666667,11.9073333333
567.73,20.633,54.3065,38.03,62.992,18.094,19.2194803922,22.3701666667,33.7153333333,11.9676666667
568.07,20.6373333333,54.3551666666,38.0233333333,62.9358333334,18.106,19.2300490196,22.4015,33.7318333333,11.9573333334
568.41,20.6513333333,54.3651666667,38.0053333334,62.9601666667,18.1503333333,19.2607745098,22.4258333333,33.7318333333,11.975
568.75,20.6621666667,54.3356666666,38.016,63.0126666666,18.1898333333,19.252627451,22.3983333333,33.7516666667,12.0198333334
569.09,20.6655,54.3123333333,38.0241666667,63.0353333333,18.1581666667,19.2177941177,22.4076666667,33.7455,12.0553333333
569.43,20.597,54.1831666667,37.961,62.9613333333,18.0916666667,19.1623333333,22.3396666666,33.678,12.0185
569.77,20.6276666667,54.2186666666,37.9965,63.0215,18.0836666667,19.1526176471,22.3656666667,33.7233333333,12.035
570.11,20.6498333333,54.2853333333,38.0461666667,63.095,18.0588333334,19.1840098039,22.3768333333,33.7483333333,12.0263333333
570.45,20.6931666667,54.3635,38.1005,63.253,18.1145,19.2154705882,22.4223333334,33.8016666667,12.0613333333
570.79,20.7506666666,54.4528333334,38.1666666667,63.2926666666,18.143,19.2780098039,22.4741666666,33.8143333333,12.1053333333
571.13,20.7526666667,54.4295,38.1336666667,63.2208333334,18.1795,19.3030784314,22.4581666667,33.8028333333,12.1213333333
571.47,20.7288333333,54.4268333334,38.1163333333,63.2263333333,18.2013333334,19.2936666666,22.489,33.804,12.1043333333
571.81,20.728,54.3945,38.1623333334,63.2773333334,18.2161666667,19.3006176471,22.4588333334,33.7956666667,12.1275
572.15,20.7293333333,54.419,38.1773333333,63.3248333333,18.2076666666,19.2808235295,22.4495,33.8165,12.1358333333
572.49,20.7365,54.4756666666,38.1898333334,63.3613333333,18.1943333334,19.3116666666,22.4448333333,33.8301666667,12.1068333334
572.83,20.7618333333,54.497,38.2201666667,63.4218333333,18.1863333333,19.3414313725,22.4468333333,33.8548333334,12.101
573.17,20.8193333333,54.6143333333,38.2935,63.5595,18.219,19.3738235295,22.4933333334,33.949,12.1358333333
573.51,20.8405,54.6746666667,38.3545,63.6808333333,18.2393333333,19.4385784313,22.5303333333,33.9793333333,12.1531666667
573.85,20.8686666667,54.6618333334,38.3561666667,63.6723333333,18.291,19.4417647059,22.5725,34.007,12.2021666667
574.19,20.7795,54.5856666667,38.2816666667,63.5468333333,18.234,19.3890882353,22.4631666667,33.9808333333,12.1413333333
574.53,20.7633333334,54.5813333333,38.2718333334,63.5713333333,18.2113333333,19.3645980392,22.4626666667,33.9721666666,12.115
574.87,20.7733333333,54.6476666666,38.314,63.6596666666,18.1715,19.3525294117,22.4508333333,33.983,12.0838333334
575.21,20.7205,54.6216666667,38.2898333334,63.5758333334,18.1098333333,19.3026078431,22.3825,33.9446666667,12.0583333333
575.55,20.6876666667,54.705,38.267,63.618,18.0616666666,19.2660784313,22.3555,33.9818333333,12.0193333333
575.89,20.7221666667,54.7293333333,38.3065,63.6355,18.0593333333,19.3011078431,22.4083333333,34.0431666666,12.0078333333
576.22,20.6901666667,54.6533333333,38.286,63.5111666666,18.0986666667,19.2895,22.394,34.0103333333,12.0511666666
576.56,20.693,54.5953333333,38.2666666666,63.4708333334,18.1153333334,19.2922745098,22.3318333334,33.978,12.0836666667
576.90,20.657,54.5185,38.2338333333,63.3448333333,18.1626666666,19.3042254902,22.3336666667,33.9178333334,12.102
577.24,20.6536666667,54.4611666667,38.192,63.2635,18.167,19.2725784314,22.3161666666,33.8783333333,12.1153333334
577.58,20.6583333334,54.415,38.179,63.1965,18.1611666666,19.3030196079,22.2983333334,33.8908333333,12.1225
577.92,20.7513333334,54.495,38.2323333333,63.3356666666,18.2025,19.3760588235,22.3685,33.9313333333,12.2031666667
578.26,20.6988333333,54.4813333333,38.1805,63.3008333333,18.2036666667,19.3693137254,22.3456666667,33.9293333333,12.209
578.60,20.6425,54.4443333334,38.1735,63.2615,18.1818333333,19.3403235294,22.3415,33.952,12.1835
578.94,20.7133333334,54.5548333333,38.2675,63.4613333333,18.2486666667,19.4436568628,22.4048333333,34.046,12.24
579.28,20.7541666667,54.4276666666,38.2163333333,63.3525,18.2225,19.4444313725,22.3656666667,34.0011666667,12.2431666667
579.61,20.67,54.2985,38.1221666667,63.1726666667,18.1563333333,19.394,22.2345,33.8445,12.2406666667
579.95,20.6636666667,54.2398333333,38.0718333333,63.1415,18.0888333334,19.3162058824,22.2108333333,33.8151666667,12.2028333334
580.29,20.6115,54.2975,38.0231666666,63.1631666666,18.0498333334,19.3043137255,22.2365,33.8245,12.151
580.63,20.6146666666,54.392,37.9995,63.2306666667,17.9841666667,19.312245098,22.2328333334,33.8315,12.1321666667
580.97,20.5583333333,54.3048333333,37.9305,63.1885,17.9466666667,19.2842843137,22.151,33.807,12.1138333334
581.31,20.4473333334,54.2666666666,37.8853333334,63.1371666667,17.8816666666,19.1893235295,22.0366666666,33.7601666667,12.0585
581.65,20.4346666666,54.1906666667,37.9505,63.0925,17.8938333333,19.1968333333,22.0856666666,33.7646666667,12.0865
581.98,20.5063333333,54.1703333334,38.0353333333,63.109,17.951,19.2743529412,22.1553333334,33.7715,12.1276666667
582.32,20.5805,54.1333333333,38.042,63.0846666667,18.0188333334,19.3099313726,22.1646666666,33.7438333333,12.1986666667
582.66,20.5396666667,53.9975,37.9565,62.8773333333,17.9466666666,19.2425784313,22.0596666667,33.6456666667,12.1458333333
583.00,20.5133333333,54.0755,38.024,62.9451666667,18.0598333333,19.2755784313,22.126,33.6738333334,12.1998333333
583.34,20.5313333333,54.1146666667,38.0683333333,63.0191666667,18.1145,19.2932352942,22.1675,33.7173333333,12.2765
583.68,20.5525,54.177,38.0983333333,63.0775,18.1066666666,19.3408039216,22.2058333334,33.7591666667,12.2971666667
584.01,20.5693333334,54.1158333333,38.072,63.0366666667,18.1436666666,19.3471764706,22.1913333333,33.7656666666,12.2945
584.35,20.5996666667,54.0945,38.1228333334,63.0273333333,18.1903333333,19.361127451,22.1691666666,33.8081666667,12.3273333333
584.69,20.557,54.1341666667,38.1708333333,62.9873333333,18.1768333334,19.3423137255,22.1145,33.7915,12.2765
585.03,20.671,54.268,38.2851666666,63.147,18.279,19.4452941177,22.245,33.857,12.358
585.37,20.6465,54.2736666667,38.2491666667,63.1471666666,18.2645,19.4665,22.1543333333,33.8308333333,12.366
585.70,20.4655,54.1716666666,38.084,63.0345,18.1203333333,19.3141862745,21.9765,33.7198333334,12.2643333333
586.04,20.4143333334,54.152,37.9963333333,63.0115,18.0538333333,19.2547156863,21.9438333333,33.6725,12.1996666666
586.38,20.358,54.1503333333,37.9751666666,63.0025,18.0221666667,19.2390098039,21.964,33.7213333334,12.2316666666
586.72,20.417,54.1598333334,38.0176666667,63.008,18.0258333334,19.3334803922,22.0188333333,33.7535,12.2591666666
587.06,20.3645,54.1816666667,37.9996666667,63.0575,17.9356666667,19.3184509804,21.981,33.7653333333,12.1566666667
587.39,20.343,54.2778333334,38.0386666667,63.1748333333,17.9135,19.3566372549,21.9618333333,33.8423333333,12.1428333334
587.73,20.3105,54.3465,38.1158333333,63.2361666666,17.8685,19.3421862745,22.0005,33.8403333333,12.1501666667
588.07,20.3046666667,54.3348333333,38.1293333334,63.2191666667,17.8355,19.3514313725,22.0211666667,33.8151666667,12.168
588.41,20.3318333333,54.3446666666,38.1446666666,63.2355,17.8306666666,19.4187843137,22.0736666667,33.8556666667,12.211
588.74,20.28,54.3008333333,38.0805,63.2446666667,17.7938333334,19.4230098039,22.0148333333,33.8755,12.1841666667
589.08,20.3158333333,54.3008333333,38.092,63.268,17.7925,19.4416666667,22.0376666667,33.8925,12.1865
589.42,20.386,54.4051666667,38.1285,63.3865,17.8141666666,19.5051372549,22.0673333333,33.9043333333,12.1706666667
589.76,20.4175,54.4285,38.1665,63.4716666666,17.818,19.5282254902,22.087,33.9601666666,12.2248333334
590.09,20.4818333334,54.3855,38.1838333334,63.5036666666,17.8495,19.5666078432,22.0775,33.981,12.1938333333
590.43,20.3371666667,54.229,38.0121666667,63.4213333333,17.6636666667,19.3925392157,21.9366666667,33.8638333334,12.0525
590.77,20.417,54.2836666666,38.0165,63.421,17.737,19.4251568628,21.9646666667,33.9333333334,12.0738333334
591.11,20.377,54.2166666667,37.9331666667,63.3498333334,17.7456666667,19.4042745098,21.9473333334,33.8861666667,12.032
591.44,20.3458333333,54.1436666666,37.8828333333,63.2646666667,17.7388333334,19.3684705882,21.8906666666,33.8558333334,12.0153333334
591.78,20.2905,54.118,37.8528333334,63.2943333333,17.7316666667,19.2839705882,21.8623333334,33.8723333333,11.9591666666
592.12,20.3868333334,54.235,37.9051666667,63.4643333334,17.7371666667,19.2962647059,21.936,33.9581666667,11.958
592.46,20.4236666667,54.2585,37.9645,63.4261666666,17.7488333333,19.3036862745,21.9663333334,33.989,11.9655
592.79,20.3755,54.3135,37.9638333334,63.4605,17.7521666667,19.2681960784,22.0108333333,33.985,11.9231666667
593.13,20.3978333334,54.2505,38.0315,63.4506666667,17.7638333334,19.2904901961,22.0491666667,34.0863333333,11.9685
593.47,20.3176666666,54.1356666666,37.9378333333,63.3525,17.692,19.2740490196,21.9726666666,33.9858333334,11.8903333334
593.80,20.2848333333,54.2095,37.9431666667,63.4313333333,17.698,19.2700980393,22.0126666666,33.9585,11.928
594.14,20.4168333333,54.4578333333,38.085,63.6663333333,17.8576666667,19.388872549,22.1575,34.0535,12.0556666666
594.48,20.3616666666,54.367,38.0791666666,63.57,17.8513333333,19.3691274509,22.1595,33.9736666667,12.083
594.81,20.4466666666,54.3551666667,38.121,63.6493333334,17.796,19.4318627451,22.1501666667,33.9195,12.1476666667
595.15,20.4433333334,54.3518333334,38.1056666667,63.6465,17.6963333333,19.4317647059,22.1235,33.9055,12.1096666667
595.49,20.4701666667,54.4175,38.1508333334,63.6726666667,17.69,19.5053039215,22.1403333333,33.9401666667,12.1601666666
595.82,20.4243333333,54.399,38.1266666666,63.6166666666,17.6953333333,19.5168235294,22.1308333334,33.9213333333,12.2111666667
596.16,20.3405,54.3336666667,38.0618333334,63.5503333333,17.6225,19.4685294118,22.0788333333,33.8441666666,12.1721666666
596.50,20.3105,54.2868333334,38.0525,63.5343333333,17.5733333333,19.4457843137,22.0131666667,33.864,12.2116666667
596.83,20.3218333333,54.2933333333,38.0481666667,63.5011666667,17.5595,19.4433529412,21.9803333333,33.813,12.2195
597.17,20.3723333333,54.4345,38.1865,63.5576666667,17.6218333334,19.5382941177,22.0598333333,33.9096666666,12.3266666666
597.51,20.3166666667,54.4125,38.215,63.5141666666,17.5406666667,19.5209215686,22.0066666666,33.8911666666,12.312
597.84,20.22,54.2971666667,38.174,63.3875,17.4331666666,19.4885784313,21.9121666666,33.8758333334,12.2533333333
598.18,20.212,54.3463333334,38.1836666666,63.4935,17.3961666667,19.5047941177,21.8661666667,33.8685,12.2708333333
598.52,20.1383333333,54.3743333333,38.1356666667,63.375,17.3723333333,19.4307352941,21.8533333334,33.8991666667,12.2196666666
598.85,20.1126666667,54.3686666667,38.1573333334,63.363,17.4613333333,19.4433627451,21.8748333334,33.8963333333,12.2888333334
599.19,20.1256666666,54.3471666666,38.1286666666,63.3445,17.4558333334,19.487117647,21.8696666667,33.8768333333,12.3251666667
599.53,20.0798333334,54.183,37.9983333333,63.2158333334,17.4156666667,19.4177745098,21.7755,33.775,12.2395
599.86,20.1431666666,54.2431666667,38.0405,63.3063333333,17.4443333334,19.4656176471,21.808,33.8281666667,12.3125
600.20,20.168,54.302,38.096,63.3058333333,17.4881666667,19.5233235294,21.8908333334,33.8531666666,12.3081666666
600.53,20.0945,54.2581666666,38.0408333334,63.3068333333,17.4425,19.507745098,21.9103333333,33.8558333333,12.2545
600.87,20.0678333334,54.2128333334,37.9696666667,63.3116666667,17.4276666666,19.4463529412,21.8766666667,33.7966666667,12.191
601.21,20.1153333334,54.238,37.9785,63.3766666666,17.5255,19.4936862745,21.9443333334,33.8335,12.2336666666
601.54,20.219,54.2803333333,37.9988333333,63.4735,17.5738333334,19.5675588236,22.052,33.8518333333,12.307
601.88,20.2216666667,54.2078333333,38.0236666667,63.4686666666,17.573,19.5456960784,22.1186666667,33.8485,12.273
602.21,20.2825,54.2136666666,38.0686666667,63.5688333333,17.6335,19.5962549019,22.194,33.925,12.3521666667
602.55,20.3623333334,54.237,38.0848333334,63.6063333333,17.6123333333,19.6454019608,22.249,33.9405,12.4088333333
602.88,20.3395,54.21,38.0735,63.5836666667,17.603,19.6574411764,22.2548333333,33.942,12.4086666667
603.22,20.3308333334,54.3083333333,38.2,63.7196666666,17.6263333334,19.6771960784,22.323,34.015,12.4763333334
603.56,20.3386666666,54.3505,38.2216666667,63.7356666667,17.663,19.6985784314,22.3441666666,34.0183333334,12.5073333333
603.89,20.3588333333,54.319,38.1835,63.674,17.6753333333,19.6962352941,22.2945,33.9821666667,12.519
604.23,20.4091666667,54.4333333333,38.2318333333,63.7491666666,17.6953333333,19.7104705883,22.3185,34.02,12.5861666667
604.56,20.413,54.4683333334,38.281,63.7986666666,17.7443333333,19.7457843137,22.338,34.0851666666,12.6491666667
604.90,20.3706666667,54.4473333333,38.2226666666,63.7111666667,17.6831666667,19.7393529412,22.279,34.0581666667,12.5981666667
605.23,20.2805,54.3623333334,38.1695,63.6206666666,17.666,19.6848333333,22.2051666667,34.004,12.5613333333
605.57,20.2755,54.3635,38.1336666667,63.572,17.6341666666,19.7033823529,22.1735,34.0373333333,12.5731666667
605.90,20.2875,54.4533333334,38.2263333333,63.6848333333,17.7061666666,19.7755784313,22.1765,34.0796666666,12.6078333333
606.24,20.2573333333,54.4943333333,38.2313333334,63.7313333334,17.7255,19.7978529412,22.1546666667,34.1053333333,12.5973333334
606.58,20.2521666667,54.4278333333,38.1708333334,63.6571666666,17.7433333334,19.7575392156,22.1568333333,34.0793333333,12.6136666667
606.91,20.2333333334,54.448,38.1333333333,63.6133333333,17.709,19.7884705883,22.1671666667,34.0458333333,12.5988333333
607.25,20.2293333333,54.3925,38.1075,63.5681666667,17.6481666666,19.7582156862,22.1448333334,34.0103333333,12.5868333334
607.58,20.1421666666,54.3716666667,38.0498333334,63.6581666667,17.537,19.7105,22.1241666666,33.9678333334,12.5191666666
607.92,20.0796666666,54.227,37.9648333334,63.5865,17.5031666667,19.668254902,22.0886666666,33.9241666666,12.465
608.25,20.0831666667,54.1936666667,37.9875,63.6156666667,17.4791666667,19.6863823529,22.1351666667,33.9213333333,12.5001666667
608.59,20.111,54.1583333334,37.9888333334,63.739,17.5,19.6698921569,22.1821666666,33.9318333333,12.5386666667
608.92,20.2281666667,54.2193333333,38.0935,63.8115,17.5776666667,19.7515882353,22.2711666667,34.0386666667,12.6638333333
609.26,20.2221666667,54.2471666667,38.0916666666,63.83,17.6125,19.7473039215,22.2843333333,34.001,12.6506666667
609.59,20.1231666667,54.0661666667,37.9781666666,63.6988333333,17.4956666666,19.6739509804,22.2126666667,33.903,12.5605
609.93,20.174,54.13,38.0576666667,63.7851666667,17.5385,19.7362745098,22.264,33.9825,12.6445
610.26,20.1741666667,54.2288333333,38.1385,63.9275,17.5885,19.7726666666,22.2901666667,34.0228333334,12.6861666666
610.60,20.1756666667,54.1301666666,38.082,63.8851666667,17.6056666667,19.7392352941,22.2396666667,33.9906666667,12.7286666667
