wavelength,Back_CyiCyif,Belly_CyiCyif,Breast_CyiCyif,Crissum_CyiCyif,Crown_CyiCyif,DorTail_CyiCyif,Patch10_CyiCyif,Rump_CyiCyif,Throat_CyiCyif,WingTip_CyiCyif
374.00,13.9043333333,27.5305,29.2,24.616,15.768,10.6675,17.2018333333,16.2108333333,10.3153333334,8.16
374.37,13.851,27.2402179487,29.0328333333,24.5008333334,15.6883333334,10.657,17.1365,16.1048333334,10.235,8.201
374.73,13.612,27.0587435898,28.7723333333,24.2733333333,15.4945,10.4858333333,16.9388333333,15.9655,9.97833333335,8.1195
375.09,13.4938333334,26.9169487179,28.6463333333,24.1671666667,15.427,10.39,16.8831666666,15.8275,9.92600000002,8.02383333334
375.45,13.4168333333,26.6678717949,28.509,24.0385,15.437,10.3971666667,16.8523333333,15.7643333333,9.92116666667,8.113
375.81,13.2756666667,26.4117948718,28.2161666667,23.7958333333,15.2958333333,10.2966666667,16.7168333333,15.6286666666,9.77333333335,8.00233333333
376.18,13.2741666667,26.3598846153,28.1188333334,23.7728333333,15.2866666667,10.2555,16.7041666666,15.6196666666,9.74083333335,8.097
376.54,13.1665,26.2460897436,27.9493333333,23.6148333333,15.23,10.2718333333,16.6483333333,15.5393333334,9.65333333335,8.07733333333
376.90,13.0848333334,26.1933205128,27.8985,23.4953333334,15.261,10.272,16.6373333333,15.537,9.67300000001,8.14316666667
377.26,13.0346666667,26.0405384615,27.7555,23.3393333333,15.1268333333,10.1776666667,16.5361666667,15.4168333333,9.56233333335,8.108
377.63,13.0181666667,25.9456923077,27.6631666666,23.2218333333,15.1526666666,10.199,16.517,15.468,9.6435,8.07683333333
377.99,13.0385,25.8071538462,27.6268333333,23.2023333333,15.1735,10.2628333333,16.5706666667,15.4723333334,9.67300000002,8.095
378.35,13.0086666667,25.7882051282,27.5525,23.1258333334,15.1948333333,10.2606666667,16.5448333333,15.4431666667,9.74316666668,8.103
378.71,13.062,25.6693846154,27.5135,23.0566666667,15.141,10.2815,16.5858333333,15.415,9.83650000002,8.05383333333
379.07,13.07,25.5344358974,27.4335,22.9858333333,15.162,10.3153333333,16.6481666667,15.4656666666,9.80500000001,8.0935
379.44,12.9468333333,25.4103717949,27.3433333333,22.9218333333,15.0505,10.2003333333,16.5878333333,15.419,9.631,7.96366666666
379.80,12.9096666667,25.3413461539,27.2661666667,22.8505,15.0041666667,10.2711666667,16.5408333333,15.4265,9.66766666668,8.0225
380.16,12.7908333333,25.153551282,27.1266666667,22.5876666667,14.8793333334,10.2358333333,16.4486666667,15.3585,9.62000000002,7.88466666667
380.52,12.7256666666,25.0226410256,27.0236666667,22.4743333333,14.8488333334,10.171,16.4086666666,15.2725,9.64766666668,7.88366666667
380.88,12.6181666667,24.9418205128,26.8533333334,22.3628333333,14.7443333333,10.1235,16.3168333333,15.1906666666,9.54216666669,7.79666666666
381.24,12.5876666667,24.8897948718,26.846,22.2785,14.7786666667,10.178,16.3591666667,15.17,9.54000000001,7.81816666667
381.61,12.531,24.751948718,26.7373333334,22.175,14.7285,10.1236666666,16.3348333333,15.0466666667,9.47066666669,7.855
381.97,12.46,24.6805256411,26.6413333333,22.0276666667,14.5845,10.0765,16.249,14.9973333333,9.38866666666,7.83716666667
382.33,12.375,24.6348717948,26.5601666666,22.0028333334,14.5053333334,10.0275,16.1788333333,14.9653333333,9.31633333335,7.72366666667
382.69,12.35,24.591551282,26.432,21.907,14.4875,10.0405,16.1873333334,14.942,9.27283333335,7.70483333333
383.05,12.3543333333,24.5571923077,26.3563333334,21.8406666667,14.4136666666,10.0031666667,16.1238333333,14.908,9.291,7.70183333333
383.41,12.439,24.6008974359,26.2755,21.7615,14.4623333333,10.072,16.1953333333,14.9646666667,9.46433333335,7.83816666666
383.77,12.5703333333,24.5886666667,26.3186666667,21.7885,14.5226666667,10.0796666666,16.2545,15.0195,9.53299999998,7.89933333333
384.14,12.5556666666,24.5015384615,26.2026666666,21.7648333333,14.5295,10.0373333334,16.2416666667,15.0088333334,9.47883333335,7.9465
384.50,12.5275,24.3301282051,26.1485,21.7558333334,14.516,10.0686666667,16.2176666667,15.0533333333,9.47383333331,8.00216666666
384.86,12.5165,24.1436794872,26.0365,21.6088333333,14.4318333333,9.97783333335,16.0926666667,14.9938333334,9.41700000002,7.96516666667
385.22,12.5315,24.0354230769,25.9306666666,21.585,14.4133333333,9.94183333335,16.0393333334,14.9991666666,9.45349999998,7.94683333333
385.58,12.5121666666,23.9640256411,25.8281666666,21.556,14.3276666666,9.88999999999,15.9865,14.9563333334,9.45366666665,7.893
385.94,12.418,23.8241153846,25.7478333334,21.4723333333,14.3181666667,9.8995,15.9345,14.8966666667,9.46583333335,7.858
386.30,12.4223333334,23.6007307692,25.653,21.2955,14.2391666667,9.85516666666,15.8918333333,14.8045,9.43333333335,7.8575
386.66,12.4383333334,23.5589871794,25.6801666666,21.3308333333,14.279,9.87949999999,15.9095,14.8986666667,9.51100000002,7.9265
387.03,12.3421666666,23.4324102564,25.5531666667,21.261,14.2465,9.83616666665,15.8376666667,14.8131666666,9.43799999998,7.8685
387.39,12.2613333334,23.2861410256,25.467,21.23,14.1875,9.80983333331,15.7388333333,14.7183333333,9.39166666666,7.7885
387.75,12.1035,23.1217948718,25.2475,21.0511666666,14.0503333334,9.72833333335,15.5968333333,14.57,9.24066666666,7.703
388.11,12.0441666667,23.0146538461,25.1281666667,20.9605,13.9851666666,9.7365,15.5755,14.4965,9.22766666665,7.667
388.47,12.0213333333,23.0628076923,25.0251666667,20.7951666667,13.8818333334,9.69133333333,15.5556666666,14.4051666667,9.16333333335,7.55983333333
388.83,12.0593333333,23.0415384615,24.986,20.7646666667,13.9121666667,9.74,15.6636666667,14.4386666667,9.184,7.59966666667
389.19,12.066,23.0208846154,24.9945,20.7573333333,13.9205,9.85533333334,15.7145,14.4643333333,9.22066666667,7.617
389.55,12.017,22.8750256411,24.9305,20.6173333334,13.8956666667,9.91300000001,15.7086666667,14.4693333334,9.17516666668,7.65316666667
389.91,12.0406666667,22.8672564103,24.9045,20.5946666667,13.8746666667,9.85583333335,15.7348333334,14.5076666666,9.16233333332,7.69066666666
390.27,11.9681666666,22.7753205129,24.8168333334,20.4928333333,13.861,9.88916666668,15.7606666667,14.4986666666,9.14833333331,7.707
390.63,11.9045,22.6119871794,24.683,20.3896666667,13.787,9.84883333335,15.6783333334,14.3811666667,9.07,7.68633333333
391.00,11.8891666667,22.4873589744,24.5995,20.2781666667,13.8256666667,9.92350000002,15.7843333333,14.4408333333,9.109,7.73833333333
391.36,11.9201666667,22.398076923,24.51,20.1766666667,13.8496666666,9.98266666667,15.8398333334,14.4683333333,9.14933333334,7.77666666666
391.72,11.9425,22.3344358974,24.4811666667,20.19,13.8798333333,10.0296666667,15.9276666666,14.487,9.231,7.797
392.08,11.9405,22.2245512821,24.3566666666,20.1368333333,13.8788333334,10.077,15.9431666667,14.5253333333,9.23516666666,7.81616666667
392.44,11.9083333334,22.0654615385,24.2738333333,20.0963333333,13.8821666667,10.104,15.9745,14.5733333333,9.29883333334,7.91966666667
392.80,11.8578333334,21.9275384615,24.1778333334,20.0425,13.8711666667,10.1335,15.9626666667,14.553,9.32866666665,7.949
393.16,11.8131666667,21.7722820513,23.9908333334,19.8801666667,13.8135,10.0841666667,15.9145,14.4915,9.30399999998,8.0055
393.52,11.7665,21.6299615384,23.8363333333,19.7858333333,13.7498333334,10.0508333333,15.8858333333,14.4413333334,9.25933333335,7.98933333333
393.88,11.6706666667,21.3810641025,23.5523333333,19.628,13.6666666667,10.0815,15.7985,14.3068333333,9.20066666667,7.955
394.24,11.613,21.2120641026,23.3551666667,19.5125,13.6116666667,10.0226666667,15.7378333334,14.3065,9.20349999998,7.927
394.60,11.5813333333,21.0531410256,23.1871666667,19.3571666666,13.5746666666,10.054,15.7516666667,14.2628333333,9.23433333333,7.91483333333
394.96,11.5801666667,20.9343717949,23.0365,19.2458333333,13.4705,10.0188333333,15.6085,14.1691666666,9.22899999998,7.92533333333
395.32,11.4703333334,20.6833333333,22.8253333333,19.1145,13.3695,9.92533333335,15.4878333333,14.0538333333,9.11083333334,7.866
395.68,11.3893333333,20.4580641026,22.6326666667,18.8603333333,13.2878333334,9.83766666667,15.4021666667,14.0205,9.01733333333,7.81833333333
396.04,11.3686666667,20.2865897435,22.5086666667,18.7351666666,13.2861666667,9.8105,15.3501666667,13.972,9.0285,7.8745
396.40,11.2888333333,20.0963846154,22.317,18.5796666667,13.1948333333,9.78266666666,15.2293333333,13.8666666667,8.90766666666,7.82683333334
396.76,11.1653333333,19.8000128205,22.0566666666,18.344,13.0606666667,9.6925,15.1213333333,13.7641666667,8.799,7.73683333333
397.12,11.1533333333,19.6783205129,21.9058333334,18.2695,13.0686666666,9.73066666667,15.135,13.7791666667,8.78066666666,7.76433333333
397.48,11.1036666666,19.4879102564,21.6813333333,18.0823333334,13.049,9.6725,15.1143333333,13.7361666666,8.739,7.744
397.84,11.0425,19.3266666666,21.5995,17.9256666667,13.0363333334,9.59733333334,15.136,13.7188333334,8.70116666666,7.75616666667
398.20,11.0201666666,19.1767820513,21.41,17.8123333334,13.009,9.651,15.1455,13.6178333333,8.66116666667,7.82433333333
398.56,10.9475,19.0356410256,21.2605,17.6626666667,12.9938333333,9.65966666667,15.11,13.5775,8.60716666666,7.84933333334
398.92,10.8741666666,18.8711666666,21.0991666666,17.515,12.9341666667,9.68566666666,15.1318333334,13.5316666667,8.548,7.8325
399.28,10.8986666666,18.828051282,21.056,17.474,12.977,9.8445,15.2333333334,13.6068333334,8.56916666666,7.9715
399.64,10.8645,18.7379871795,20.9938333333,17.403,12.9288333333,9.92516666666,15.2241666666,13.5768333333,8.56783333333,8.03216666666
400.00,10.7765,18.6217051282,20.8225,17.282,12.842,9.91733333335,15.2001666666,13.4963333333,8.46716666667,7.96883333334
400.36,10.766,18.4833333334,20.7036666667,17.14,12.8473333334,9.97349999999,15.2361666666,13.444,8.46683333333,7.96683333333
400.72,10.7176666667,18.3933717948,20.5846666667,17.0391666667,12.8453333333,9.99716666667,15.2163333334,13.4106666667,8.43383333333,8.02816666667
401.08,10.624,18.2119102564,20.4318333333,16.8496666667,12.7451666667,9.98783333335,15.174,13.3,8.375,7.98533333333
401.44,10.5691666667,18.1210128205,20.3783333333,16.7653333333,12.7408333333,10.054,15.1531666667,13.273,8.36366666667,8.01366666666
401.80,10.5,17.9755769231,20.1903333333,16.6175,12.6346666666,10.0035,15.07,13.2298333333,8.3215,7.94566666667
402.16,10.4646666667,17.8660256411,20.1486666667,16.5311666667,12.5911666667,9.98800000001,15.0696666667,13.2216666667,8.26616666667,7.91883333333
402.52,10.473,17.8546538462,20.0928333334,16.4796666667,12.6038333333,10.0401666667,15.1245,13.2658333333,8.28466666667,7.97166666666
402.88,10.4921666667,17.7826410257,20.0361666667,16.4073333333,12.6071666667,10.0673333333,15.1343333333,13.2766666667,8.30816666667,8.0055
403.24,10.4113333333,17.5931282052,19.8643333333,16.209,12.4955,9.95566666666,15.0575,13.178,8.23416666667,7.91433333333
403.60,10.3706666667,17.4651666667,19.755,16.1028333333,12.4848333334,9.965,15.0793333334,13.1325,8.18916666667,7.87983333334
403.95,10.2968333333,17.3503974359,19.6678333333,16.0011666667,12.4435,9.96499999999,15.0488333334,13.1021666666,8.15066666666,7.88
404.31,10.2725,17.2756538461,19.5898333334,15.9561666667,12.3841666666,9.91,15.0165,13.108,8.13183333334,7.835
404.67,10.249,17.1724230769,19.5181666667,15.8998333333,12.3018333333,9.87566666665,14.9736666667,13.0266666666,8.08266666667,7.80783333334
405.03,10.1955,17.1006153846,19.4558333334,15.8968333333,12.2751666666,9.8145,14.9306666666,13.0213333333,8.0785,7.80216666667
405.39,10.212,17.0350897436,19.3995,15.8678333333,12.2708333333,9.8325,14.9475,13.0331666667,8.0985,7.84283333333
405.75,10.2223333334,16.9994230769,19.4646666667,15.8921666666,12.345,9.94100000001,15.0006666666,13.0573333333,8.10983333333,7.9375
406.11,10.2306666666,16.978474359,19.4186666666,15.8311666667,12.3213333333,9.99866666669,14.9983333333,13.0488333334,8.15783333333,7.981
406.47,10.1568333333,16.8080512821,19.2871666667,15.747,12.197,9.89816666667,14.9121666667,12.932,8.06016666666,7.91083333333
406.83,10.129,16.7618461538,19.2588333333,15.7443333333,12.1923333333,9.91883333331,14.9116666666,12.9271666666,8.04433333334,7.931
407.19,10.094,16.7378333333,19.2505,15.7436666667,12.1548333334,9.90816666667,14.884,12.8835,8.02866666666,7.95083333333
407.55,10.0805,16.6621025641,19.1905,15.7576666666,12.1251666666,9.86566666666,14.8286666667,12.8283333333,8.01116666667,7.96633333333
407.90,10.1276666667,16.6340641026,19.2006666667,15.7258333333,12.1481666666,9.86733333333,14.8563333333,12.805,8.02483333333,7.98033333334
408.26,10.184,16.6389615385,19.237,15.7886666667,12.2458333333,9.9545,14.9571666667,12.8751666666,8.06116666667,8.0985
408.62,10.2625,16.6973974359,19.3171666667,15.8563333333,12.347,10.0878333334,15.0651666667,12.983,8.1675,8.17416666667
408.98,10.286,16.6503461539,19.3053333333,15.8046666667,12.3588333333,10.1111666666,15.0865,12.9816666666,8.1615,8.1955
409.34,10.3435,16.6651153846,19.2966666667,15.8313333333,12.3993333333,10.1485,15.1278333334,12.9816666666,8.174,8.2095
409.70,10.3386666667,16.5835,19.1746666666,15.7565,12.3418333333,10.1078333333,15.0916666666,12.903,8.1215,8.13116666666
410.06,10.3031666667,16.5092051282,19.1351666667,15.736,12.3491666667,10.0738333333,15.0728333333,12.9166666666,8.07433333333,8.09616666666
410.42,10.3326666667,16.5284230769,19.1146666666,15.7161666667,12.3938333333,10.149,15.0806666666,12.9983333334,8.09033333333,8.12666666667
410.77,10.2788333333,16.4433846154,19.0425,15.6373333333,12.3556666666,10.1005,15.0643333333,12.9606666667,8.07816666667,8.09983333334
411.13,10.2941666667,16.422,19.007,15.5781666666,12.3895,10.1256666667,15.0708333333,13.0015,8.11333333333,8.08133333333
411.49,10.2726666667,16.4601794872,19.0013333333,15.5503333333,12.4305,10.1405,15.142,13.073,8.10733333333,8.0955
411.85,10.2453333334,16.4177948718,18.9111666667,15.5145,12.4185,10.1703333333,15.1305,13.09,8.1205,8.1015
412.21,10.1788333333,16.3372179487,18.824,15.3778333334,12.338,10.1525,15.044,12.9975,8.07233333333,8.049
412.57,10.0763333333,16.2366538461,18.6776666666,15.2441666667,12.27,10.0593333333,14.9816666666,12.9221666666,7.99316666667,8.00066666667
412.92,10.0395,16.183948718,18.6276666667,15.199,12.2308333333,10.049,14.9663333333,12.8583333334,7.97433333333,7.9555
413.28,9.97733333335,16.1147307692,18.531,15.11,12.1478333334,10.0105,14.949,12.816,7.93383333334,7.911
413.64,9.96349999999,16.1305,18.4911666666,15.0358333333,12.1408333333,9.99483333335,14.9633333334,12.8108333334,7.97266666666,7.99566666667
414.00,9.88283333335,16.0543974359,18.408,14.9433333334,12.088,9.979,14.9665,12.7245,7.93433333333,7.9725
414.36,9.84549999998,15.9717564102,18.3685,14.8785,12.0783333333,9.97783333333,14.9858333334,12.6648333333,7.93816666666,7.9775
414.72,9.84583333335,15.8955769231,18.2921666667,14.8055,12.0631666666,9.97599999998,14.999,12.6526666666,7.89866666666,7.99516666667
415.07,9.81716666666,15.8003333333,18.2038333334,14.7425,12.0468333334,10.0421666667,15.0433333333,12.6673333333,7.89483333334,8.05066666667
415.43,9.83383333335,15.7133846153,18.1058333333,14.6646666667,12.0261666666,10.064,15.0283333333,12.6055,7.94,8.07966666667
415.79,9.77800000002,15.6143974359,18.0226666667,14.5555,11.9428333334,10.0426666666,14.9991666667,12.558,7.908,8.08783333334
416.15,9.74833333335,15.5231666667,17.8851666667,14.4555,11.9235,10.0481666667,14.9701666666,12.5623333333,7.89966666667,8.13083333333
416.51,9.71883333333,15.4720128205,17.8051666667,14.3863333333,11.9245,10.1028333333,14.9755,12.5918333333,7.90916666666,8.17066666666
416.86,9.70583333335,15.399576923,17.6646666667,14.2791666666,11.926,10.1415,14.9951666667,12.5901666667,7.881,8.19483333333
417.22,9.57866666668,15.1933076923,17.5098333333,14.097,11.8391666666,10.103,14.9261666667,12.5231666667,7.81916666666,8.204
417.58,9.50599999999,15.0540384616,17.3516666667,13.9865,11.7828333333,10.1178333333,14.8693333333,12.4915,7.779,8.20633333333
417.94,9.50683333333,14.9412307692,17.2298333334,13.9183333333,11.7658333333,10.1673333333,14.8375,12.5,7.78333333333,8.26366666666
418.29,9.48966666667,14.8272820513,17.1123333333,13.7861666667,11.7281666667,10.174,14.7998333333,12.4508333333,7.78716666666,8.321
418.65,9.44283333333,14.687,16.9695,13.6616666666,11.6856666667,10.2101666667,14.7491666666,12.3971666667,7.76416666666,8.31183333333
419.01,9.3855,14.5478974359,16.8481666667,13.5285,11.6351666667,10.1503333333,14.675,12.3108333333,7.7335,8.30316666666
419.37,9.3065,14.4119358975,16.6873333333,13.392,11.591,10.1706666666,14.6453333333,12.2726666667,7.70066666666,8.32516666666
419.73,9.277,14.2785,16.5496666666,13.2748333333,11.5685,10.175,14.6063333333,12.2323333334,7.68183333333,8.32816666667
420.08,9.22333333333,14.1549230769,16.4216666667,13.1621666667,11.5081666667,10.178,14.5828333333,12.1595,7.65516666667,8.32166666667
420.44,9.21616666666,14.0417564102,16.3205,13.0495,11.4755,10.1836666667,14.5721666667,12.1256666666,7.645,8.32583333333
420.80,9.17416666667,13.9520384615,16.2195,12.978,11.4391666666,10.1973333334,14.5535,12.0998333333,7.62733333334,8.3575
421.16,9.15716666666,13.8711794872,16.1261666667,12.875,11.408,10.224,14.5265,12.067,7.61233333333,8.36316666667
421.51,9.11966666667,13.7553461539,16.0136666666,12.7623333333,11.3848333333,10.2246666667,14.523,12.023,7.57216666666,8.36033333333
421.87,9.09583333334,13.665525641,15.902,12.647,11.3508333333,10.2186666666,14.5076666666,11.9786666667,7.54166666667,8.36166666667
422.23,9.0395,13.5752948718,15.7921666667,12.5691666667,11.3028333334,10.1955,14.4863333333,11.9523333334,7.496,8.3325
422.58,8.96566666666,13.5141923077,15.6811666667,12.451,11.2573333333,10.1566666667,14.4638333333,11.913,7.46516666667,8.34433333334
422.94,8.9095,13.4367564103,15.5601666667,12.3453333333,11.2248333333,10.1898333333,14.4398333334,11.8643333334,7.4265,8.34016666667
423.30,8.88983333333,13.3504230769,15.5001666666,12.2638333334,11.1756666666,10.1691666666,14.4021666667,11.8236666667,7.39666666667,8.31883333334
423.66,8.858,13.2981410257,15.4545,12.1981666667,11.156,10.1628333334,14.4136666667,11.8116666667,7.38666666667,8.34933333333
424.01,8.81133333333,13.2337564102,15.386,12.121,11.1366666667,10.1606666667,14.4003333333,11.7938333333,7.367,8.3735
424.37,8.74316666667,13.1499871795,15.2896666667,12.0528333333,11.0993333333,10.1481666666,14.3775,11.7465,7.33033333334,8.377
424.73,8.69933333334,13.0695641026,15.2286666667,11.9538333334,11.0613333333,10.1301666667,14.3436666666,11.7123333333,7.302,8.35866666667
425.08,8.68,13.0065,15.1716666667,11.9051666667,11.0416666667,10.1318333333,14.3188333333,11.6758333333,7.26333333333,8.36316666667
425.44,8.6685,12.9709487179,15.1238333333,11.8726666666,11.0191666667,10.1603333333,14.3073333333,11.6836666666,7.27716666666,8.38166666667
425.80,8.61233333334,12.9152820512,15.081,11.8076666667,10.9903333333,10.1455,14.286,11.6535,7.27,8.37933333334
426.16,8.57916666666,12.8562307692,15.0053333333,11.7553333333,10.9708333334,10.1508333333,14.2626666666,11.6385,7.2705,8.39633333334
426.51,8.5585,12.7721923077,14.9408333333,11.7196666666,10.9431666667,10.1576666667,14.2403333334,11.6005,7.24166666666,8.3845
426.87,8.5465,12.7292051282,14.9018333333,11.6683333333,10.9131666666,10.1345,14.2438333333,11.5966666667,7.22166666666,8.36066666667
427.23,8.5305,12.7141410257,14.8625,11.6221666667,10.9236666666,10.1591666667,14.2645,11.6121666667,7.2345,8.37966666666
427.58,8.50066666667,12.6744871795,14.7906666667,11.583,10.9026666667,10.1841666667,14.2455,11.5848333333,7.19716666666,8.37033333333
427.94,8.52183333333,12.6515,14.788,11.5951666666,10.8965,10.2165,14.2803333334,11.5886666666,7.1775,8.34966666667
428.30,8.53666666666,12.6483589743,14.808,11.5703333333,10.8928333333,10.2303333333,14.2885,11.5796666667,7.20416666666,8.35616666667
428.65,8.52683333334,12.618076923,14.7613333333,11.5493333333,10.9075,10.2341666667,14.3005,11.5663333334,7.21933333333,8.36233333334
429.01,8.52133333333,12.6728846154,14.7688333333,11.5683333333,10.9435,10.2566666667,14.3556666667,11.616,7.29783333333,8.4055
429.37,8.54566666666,12.7140769231,14.8165,11.5851666667,10.9635,10.293,14.3938333333,11.6455,7.3405,8.4015
429.72,8.58416666667,12.7274615385,14.8088333333,11.5901666666,10.999,10.3256666667,14.4278333333,11.6651666667,7.352,8.39966666667
430.08,8.577,12.7306794872,14.8525,11.5625,10.9988333333,10.3438333334,14.4563333333,11.6663333333,7.3505,8.38633333334
430.44,8.62116666667,12.7945769231,14.9143333333,11.6053333333,11.0696666667,10.3855,14.513,11.7361666667,7.41716666666,8.42666666666
430.79,8.63183333333,12.7900897436,14.9453333333,11.643,11.0778333334,10.3866666667,14.5295,11.752,7.42916666667,8.46033333333
431.15,8.6345,12.783974359,14.9376666667,11.6585,11.0586666667,10.3713333333,14.5135,11.7436666667,7.41133333333,8.45683333334
431.50,8.63116666666,12.7877692307,14.9711666667,11.6668333333,11.058,10.3628333334,14.5313333334,11.7533333333,7.44183333333,8.43966666666
431.86,8.59483333333,12.774948718,14.9411666667,11.6166666666,11.0426666667,10.3178333333,14.4985,11.7103333334,7.44866666667,8.39833333333
432.22,8.5815,12.7507692308,14.9156666667,11.5995,11.011,10.2918333333,14.4646666667,11.691,7.4065,8.36916666667
432.57,8.58166666667,12.7430512821,14.9355,11.5916666667,11.0015,10.2865,14.4721666667,11.7036666667,7.366,8.353
432.93,8.5855,12.7175897436,14.922,11.5743333333,10.9745,10.2736666666,14.4638333333,11.6713333333,7.33883333333,8.30933333334
433.29,8.56833333333,12.7036282052,14.9216666666,11.5621666667,10.955,10.2576666667,14.4753333334,11.6505,7.31516666667,8.30116666666
433.64,8.57716666667,12.7241153847,14.9498333333,11.5868333334,10.947,10.287,14.5066666667,11.662,7.3415,8.3025
434.00,8.61783333333,12.7526282051,14.9788333333,11.6216666667,11.0006666667,10.3253333333,14.5408333334,11.6843333334,7.34083333334,8.30883333334
434.35,8.59633333334,12.7500641026,14.9781666667,11.6211666667,10.9636666667,10.3126666666,14.5413333333,11.652,7.32033333334,8.28566666666
434.71,8.6265,12.8080256411,15.0011666667,11.654,10.9831666666,10.3418333333,14.5923333333,11.6676666666,7.36383333333,8.288
435.07,8.63166666667,12.8466538461,15.0396666667,11.6861666666,11.005,10.3673333333,14.6353333334,11.6946666667,7.408,8.27583333334
435.42,8.653,12.8880512821,15.0586666667,11.7271666667,11.0251666666,10.3535,14.6651666667,11.7096666666,7.4305,8.284
435.78,8.70666666667,12.9624871795,15.134,11.7888333333,11.0835,10.3946666667,14.7213333333,11.7665,7.47183333333,8.33583333333
436.13,8.769,13.0626923077,15.213,11.8688333334,11.1788333333,10.449,14.8071666667,11.835,7.55233333333,8.3845
436.49,8.82033333334,13.138948718,15.282,11.9381666667,11.2125,10.4913333333,14.833,11.8825,7.61066666667,8.43316666667
436.84,8.83783333334,13.1985769231,15.3548333333,11.9963333333,11.2718333333,10.5075,14.879,11.9308333333,7.66433333333,8.4685
437.20,8.87133333333,13.2397564102,15.3946666667,12.0368333333,11.3151666667,10.474,14.8975,11.9478333333,7.70466666667,8.46516666667
437.56,8.86833333333,13.2572692308,15.423,12.0566666667,11.339,10.4361666666,14.8936666666,11.9558333333,7.68883333333,8.49483333333
437.91,8.8625,13.2730384615,15.4126666666,12.0461666667,11.3065,10.4021666667,14.881,11.9256666666,7.696,8.48233333333
438.27,8.91916666667,13.2923717949,15.4811666666,12.0951666667,11.3586666667,10.417,14.9178333333,11.9683333333,7.72516666667,8.50316666667
438.62,8.92083333334,13.2609615385,15.4723333333,12.0785,11.3538333333,10.4066666667,14.8928333333,11.9591666666,7.69783333333,8.50783333334
438.98,8.918,13.2505256411,15.4545,12.0496666667,11.3541666667,10.38,14.8681666666,11.9518333333,7.67816666667,8.51933333333
439.33,8.91116666667,13.2289871795,15.4315,12.0275,11.3386666666,10.3923333333,14.8541666667,11.9496666667,7.684,8.50733333333
439.69,8.896,13.197,15.4003333333,12.0193333333,11.3393333333,10.3868333334,14.8588333333,11.951,7.68833333334,8.496
440.04,8.85966666666,13.1502435897,15.3755,11.9781666667,11.3045,10.3698333333,14.8495,11.9226666666,7.641,8.475
440.40,8.86033333333,13.1398846154,15.3641666667,11.9575,11.3143333333,10.3873333333,14.8773333334,11.9226666667,7.65166666667,8.47133333334
440.75,8.85466666667,13.1316282051,15.3508333333,11.9283333333,11.3185,10.3811666666,14.893,11.9253333334,7.6425,8.47216666667
441.11,8.8655,13.106025641,15.3188333333,11.9041666666,11.3223333333,10.4261666667,14.9133333333,11.9318333333,7.633,8.5015
441.47,8.8375,13.0763846154,15.2801666667,11.8656666667,11.3083333333,10.4203333334,14.9148333333,11.9271666666,7.6185,8.46933333333
441.82,8.79466666667,13.0464230769,15.2306666667,11.8248333333,11.2981666667,10.423,14.9063333333,11.9211666667,7.59566666667,8.46266666667
442.18,8.74583333333,12.998948718,15.156,11.7441666666,11.283,10.4263333333,14.8901666666,11.8946666667,7.5765,8.445
442.53,8.679,12.9315128206,15.0856666667,11.6753333333,11.2293333334,10.3903333334,14.8615,11.8501666667,7.55166666667,8.39966666667
442.89,8.67166666667,12.8973974359,15.046,11.6378333333,11.2355,10.4425,14.8943333334,11.8403333333,7.542,8.41266666667
443.24,8.646,12.8368461539,14.9928333333,11.5898333333,11.2453333334,10.4926666666,14.8998333333,11.8248333333,7.513,8.40816666667
443.60,8.6225,12.7721282051,14.9298333333,11.5016666667,11.2273333333,10.4956666666,14.9211666667,11.8051666667,7.45866666666,8.4305
443.95,8.58216666666,12.6967179487,14.8125,11.414,11.1975,10.493,14.909,11.7848333334,7.43833333333,8.43816666666
444.31,8.50366666666,12.5883589744,14.6935,11.3246666667,11.1415,10.4748333334,14.871,11.735,7.38716666667,8.42616666667
444.66,8.45916666666,12.4521025641,14.5655,11.2175,11.0716666667,10.468,14.8235,11.6646666666,7.31266666667,8.40366666666
445.02,8.3925,12.3582564103,14.4871666666,11.1198333334,11.0131666667,10.449,14.7751666667,11.5911666667,7.28166666667,8.3935
445.37,8.35566666666,12.257525641,14.4131666666,11.0366666667,10.969,10.4511666666,14.7305,11.5391666667,7.25783333333,8.41066666666
445.72,8.34183333333,12.1681538462,14.3621666667,10.9701666667,10.9491666667,10.4606666667,14.745,11.5183333334,7.26066666666,8.4165
446.08,8.3175,12.0918205128,14.2738333333,10.9056666667,10.9131666667,10.459,14.7208333334,11.4833333333,7.227,8.42866666667
446.43,8.32283333333,12.0521153846,14.2285,10.8668333333,10.939,10.5168333334,14.7541666667,11.4948333333,7.23166666667,8.47633333333
446.79,8.2825,11.9612307693,14.1575,10.7846666667,10.8981666666,10.5131666667,14.7243333333,11.4595,7.19983333334,8.4715
447.14,8.2675,11.9076025641,14.103,10.716,10.869,10.492,14.7133333333,11.4286666667,7.167,8.49116666667
447.50,8.2205,11.824948718,14.0351666667,10.6503333333,10.8343333333,10.5093333333,14.6583333334,11.397,7.16283333333,8.46483333334
447.85,8.21,11.7605641026,13.9821666667,10.5903333333,10.821,10.5375,14.6568333334,11.3693333333,7.13483333333,8.47333333334
448.21,8.20066666667,11.6960769231,13.923,10.5243333333,10.7961666667,10.5541666667,14.6381666667,11.3238333333,7.12616666667,8.478
