wavelength,Back_CyiCyif,Belly_CyiCyif,Breast_CyiCyif,Crissum_CyiCyif,Crown_CyiCyif,DorTail_CyiCyif,Patch10_CyiCyif,Rump_CyiCyif,Throat_CyiCyif,WingTip_CyiCyif
189.43,83.3334999998,100.854910256,-39.8149999998,154.629833334,77.7778333331,8.3335,345.3705,28.7036666667,-3.7036666665,45.3705
189.81,81.1110000001,145.641179487,-27.7778333335,206.666666667,116.666666666,-25.5553333333,393.333166667,-21.111,-3.3335,82.2223333334
190.19,116.666666667,174.935897436,25.0000000001,230.0,148.333333334,80.8333333333,329.166666667,35.0,22.5,161.666666667
190.57,102.083333333,170.833333333,-36.4583333333,259.375,181.25,111.458333333,389.583333334,15.625,-1.04166666665,165.625
190.95,143.589666667,214.497076923,-53.8461666665,316.666666667,260.2565,123.076833334,464.1025,83.3333333333,3.84616666665,261.538166666
191.33,304.166666667,493.58974359,-312.5,804.166666667,675.000000001,91.6666666669,1320.83333334,58.333333333,-100.0,687.5
191.71,-145.833333333,-458.012820512,529.166666667,-654.166666667,-487.5,4.166666667,-1187.5,112.5,137.5,-670.833333335
192.09,30.7693333333,-50.3945128205,310.256333334,-70.5128333334,3.846333333,110.256333334,-247.435833333,143.589666667,165.384666667,-87.1793333335
192.47,-81.9441666667,-139.315935897,231.944666667,-126.388666667,-30.5555000002,81.9446666668,-288.888833333,116.666666667,112.5,-208.333333333
192.85,-133.333333333,-172.435897436,447.916666667,-104.166666666,85.416666667,245.833333333,-281.25,231.25,193.75,-220.833333333
193.23,-438.888833333,-332.478525641,1122.22216667,-27.7778333335,205.5555,716.666833333,-711.111166665,744.444666668,444.444333333,-516.666833333
193.61,-370.833333333,-231.089743589,750.0,-33.3333333335,75.0,450.0,-575.0,504.166666667,345.833333333,-400.0
193.99,1866.66666666,711.538461538,-2883.33333333,533.333333335,-516.666666665,-933.333333333,2850.0,-1350.0,-1116.66666667,933.33333333
194.37,152.777833333,1.06838461535,-558.333333334,-116.666666667,-261.111,-383.333333333,372.222333333,-266.6665,-113.889,2.7776666665
194.75,32.2223333333,-38.2052564103,-242.222166667,-80.0,-123.3335,-195.5555,117.7775,-112.222333334,-57.7779999998,13.3335
195.13,26.4706666666,-42.2321282051,-213.725666666,-73.5295,-99.9999999999,-172.549,105.882666667,-145.097833333,-50.0001666667,-1.9606666665
195.51,50.0,-45.7266153847,-155.5555,-33.3333333335,-39.8148333334,-142.592666667,109.259333333,-121.296166667,-36.111,13.889
195.89,102.083333333,-75.641025641,-125.0,15.625,-18.75,-132.291666667,138.541666667,-86.4583333332,8.33333333335,43.75
196.27,41.1110000001,-160.170884616,-145.555666667,5.5555,-68.8888333332,-160.0,115.5555,-116.6665,8.8891666667,40.0
196.65,-14.2856666667,-227.564025641,-225.0,-14.2858333335,-133.333333333,-211.904833333,48.8095,-182.142833333,-52.3808333333,-13.0953333335
197.03,-1033.33333334,-4484.61538462,-3216.66666666,-633.33333333,-1883.33333333,-3383.33333334,133.333333333,-3316.66666666,-1433.33333333,-566.66666667
197.40,40.0,276.837628205,171.111166667,32.2225,93.3333333333,196.6665,-31.111,202.2225,57.7778333333,14.4445
197.78,38.889,174.501461538,119.753166667,45.6788333331,62.3456666667,129.012333333,-3.7035,118.5185,20.9876666667,17.9013333333
198.16,47.7778333334,127.777641026,94.8146666666,60.3703333335,62.2221666666,88.5185000001,22.2221666667,97.4073333333,31.4816666667,26.6665
198.54,28.125,117.521179487,98.9580000002,55.2083333333,51.736,72.9166666665,24.3056666666,110.0695,39.9306666666,17.7083333333
198.92,20.062,104.843179487,71.605,53.7036666667,48.7655,58.9505,23.4568333333,99.6913333334,37.6543333333,17.9011666667
199.30,14.0151666667,124.563076923,72.3485000002,52.6515,60.2273333333,56.8181666667,27.6515,112.5,43.9393333333,14.015
199.68,23.3333333333,177.179397435,119.523833333,76.1905,118.5715,61.9048333333,68.0954999999,160.476166667,67.619,30.4763333333
200.06,18.9653333333,214.632935898,154.597666667,103.448333333,143.1035,49.9998333332,85.0575000002,201.1495,81.6091666667,47.7010000001
200.44,-19.7531666667,213.437769231,143.827166667,95.0616666667,108.024666667,29.6295,82.0988333334,191.358333334,82.0988333335,33.9506666668
200.82,-14.5833333333,187.98076923,128.125,87.5,79.6875,28.6458333333,81.2500000002,159.375,83.3333333335,36.9791666665
201.19,-18.0555,233.49376923,184.722333333,112.5,120.138833334,43.0555,119.444666667,205.555666667,109.027666667,50.6945
201.57,18.75,750.0,641.666666667,352.083333334,462.5,129.166666667,481.25,664.583333333,429.166666666,179.166666667
201.95,136.3635,611.305230769,548.484833333,350.0,459.090833333,184.848333333,481.818166667,593.9395,448.484833333,222.7275
202.33,-1333.33333334,-7233.33333334,-5916.66666667,-4066.66666667,-4916.66666667,-2566.66666667,-5616.66666666,-6716.66666666,-5366.66666666,-2100.0
202.71,2883.33333334,8270.51282049,6333.33333334,4966.66666667,5666.66666667,3533.33333334,6683.33333334,7250.0,6500.0,3283.33333333
203.09,1250.00016667,3012.39310256,2533.33333334,1922.22216667,2205.5555,1522.222,2516.6665,2550.0,2511.11116666,1449.99983333
203.47,294.117833334,610.935166666,551.961,442.157,473.5295,370.588166667,555.882333334,520.588166667,545.098166666,346.0785
203.85,263.333166667,621.794833334,574.4445,477.777833333,448.889,387.777666666,552.222333334,530.0,584.4445,321.111166666
204.22,287.5,561.378205128,534.375,487.5,437.5,413.541666667,544.791666667,517.708333333,592.708333333,313.541666666
204.60,216.025666667,354.487153846,343.589833333,345.512666667,305.128,294.230833334,364.102666667,353.205,393.589666667,230.769333334
204.98,236.111,377.724230769,367.361,392.361166667,354.166666667,290.972166667,399.3055,372.9165,420.138833333,258.333166667
205.36,198.275833333,324.933564102,305.172333333,361.494166666,312.643833333,245.402333333,345.402333333,332.183833333,352.299,208.620666667
205.74,147.6745,245.706923077,229.457333334,265.891666666,237.596833334,185.658833334,262.790666666,251.550333334,249.999833334,171.7055
206.12,186.0215,337.427705128,286.0215,340.860166667,299.462333333,241.935333333,358.602166667,315.053666667,318.279333334,218.2795
206.50,194.623833333,325.599628205,286.559166667,342.473166666,300.0,253.226,365.5915,299.4625,329.57,231.182666667
206.87,174.479166667,317.387820513,269.270833333,326.041666666,303.125,240.104166667,354.166666667,283.333333333,316.666666666,228.645833333
207.25,126.136333333,234.936089744,191.287833333,241.287833334,223.106166667,171.590666666,267.802833334,224.242166666,218.5605,165.530333333
207.63,101.886833333,191.654487179,155.974833334,204.402333333,182.0755,133.647666666,222.955833333,186.477833334,165.408666666,140.2515
208.01,86.7923333335,176.39098718,136.478,197.169666667,169.496833334,123.8995,223.899333333,175.786333334,147.798833333,135.220333333
208.39,85.3800000002,170.580179488,135.38,187.134666666,162.865666667,121.637333333,219.590833333,174.561333333,130.116833334,131.871333333
208.77,102.6515,228.788038461,176.894166667,233.712166666,212.121166667,154.924166667,290.909,223.863666667,151.893833333,160.985
209.14,88.7819999999,190.90224359,147.115166666,195.833166667,173.717833334,132.051166666,250.9615,192.948833333,126.923166667,129.166666667
209.52,101.754166666,228.913474359,174.5615,239.912333333,211.403333334,157.0175,325.877333334,237.719166667,151.754666666,151.316166667
209.90,119.608,252.450897436,195.098166666,266.176333333,225.490166667,184.804166667,351.4705,250.000166666,180.882333333,151.960666667
210.28,92.9166666665,213.782051282,176.25,224.166666667,192.916666667,150.0,300.833333333,223.75,155.0,137.083333333
210.66,100.775,215.265230769,185.271333333,217.054166667,194.186166667,150.387333334,302.713166667,228.682166666,141.472833334,135.659
211.03,102.160333334,182.478589743,170.679166667,198.148166667,171.913833334,133.642166667,254.0125,199.382666667,123.148166667,122.531
211.41,106.322,183.023769231,174.4255,193.965666666,169.8275,139.655,252.8735,193.103666667,133.6205,115.517166667
211.79,116.666666667,193.749884616,175.892833333,192.5595,172.321333333,145.535666666,262.202333333,198.214166667,144.940666667,104.762
212.17,113.738666667,167.047692308,154.955,163.063,149.774833333,128.153,213.738833333,160.585666667,130.180166666,103.603833334
212.55,108.904,162.838128205,142.009,152.054666667,145.434,128.310666666,206.164333333,150.2285,131.735166666,94.2923333335
212.92,110.752666667,167.287038462,145.430166666,156.182833333,155.913833333,131.1825,218.817166666,154.301166666,136.559333334,88.172
213.30,133.642,210.042756411,184.567833334,192.284,194.135666666,159.567833334,262.037,187.037,168.21,116.666666666
213.68,127.049333333,205.737474359,174.317,174.590166667,186.338833333,152.732166667,240.710333333,178.142,160.109166667,125.41
214.06,140.625,237.420051282,185.763833334,208.680666667,215.277833333,159.722166667,281.597333333,214.930666666,177.778,145.139
214.44,185.135166667,309.043602565,247.747666666,296.846833333,290.991166667,224.3245,362.162333333,284.234166667,226.126333333,190.990833334
214.81,306.862666666,585.595628205,460.784333334,580.392,550.9805,428.431166666,689.215666667,539.215666667,441.176333333,329.411833333
215.19,219.697,426.573371795,313.636666666,434.091,397.727166667,308.333333333,517.424166667,418.9395,318.181833333,247.727333334
215.57,220.4545,414.044128205,296.969666667,403.7875,398.484833333,276.515166667,520.454833334,405.303166667,282.575833333,257.575833333
215.95,311.538666667,643.78724359,435.897666667,621.794666667,620.513,403.846166667,814.102666667,637.1795,403.846166666,399.999833333
216.32,523.809333334,1168.49832051,711.904833333,1090.476,1100.0,749.999833333,1480.95233334,1261.90483333,678.571333333,628.571333333
216.70,-2.19635777282e+15,-5.04637392686e+15,-3.08129804051e+15,-4.62727802623e+15,-4.82985471401e+15,-3.23056507361e+15,-6.49311594003e+15,-5.60817567234e+15,-2.59084921745e+15,-2.60151114838e+15
217.08,296.666833333,574.444166666,390.0,543.3335,585.5555,411.111333333,755.555666666,696.666666667,376.666833333,363.333166667
217.46,238.888833333,426.739769231,288.095166667,392.063666667,415.079333334,334.127166667,542.857,523.8095,280.952166667,286.507833334
217.83,285.294,489.743448718,339.215666667,450.980333333,467.647,387.255166667,638.235333333,625.490166667,316.667,294.117666666
218.21,188.405666666,362.374423077,260.869666666,310.144666667,333.333333334,284.058,479.71,450.724666667,241.304166666,184.058166667
218.59,139.583333333,319.070448718,201.388833333,247.222166667,259.722166667,237.5,422.916666667,390.972333333,212.5,147.222166667
218.97,84.8484999998,180.361128205,112.5,139.772833333,145.833333333,124.621166667,245.833333333,214.015166667,135.2275,90.9089999998
219.34,79.5833333331,203.269230769,133.75,136.25,158.75,132.916666667,265.0,220.833333334,148.333333333,93.75
219.72,75.3968333335,187.881307693,138.095333333,142.460333333,146.428333333,132.539666667,242.460333333,217.857166667,146.4285,99.2063333335
220.10,104.166666666,183.066128205,161.805666667,151.388833333,159.027666667,163.542,232.986166666,218.75,153.819333333,115.624833333
220.47,108.823666667,183.383384616,167.320166667,151.960833334,161.437833334,161.764666666,225.817,203.267833333,155.228666667,124.509833333
220.85,107.062166666,171.599205128,158.757166666,148.587666667,140.113,139.548166666,198.305,170.904,141.242833333,122.033666667
221.23,117.559333333,189.011064103,173.809333334,156.845333333,138.6905,144.940333334,207.440666667,161.011833333,150.595333333,132.142833333
221.61,120.922166667,212.3295,191.134666667,175.177166666,153.546166666,158.510666667,236.170166666,168.794166667,174.822666666,138.297833333
221.98,114.625666667,198.11623077,183.333166667,172.109,144.898,156.4625,230.952166667,156.802833333,176.870833333,140.816333333
222.36,144.814833334,225.726410257,208.148166667,187.037,165.185333334,177.037,234.814833334,171.111166666,195.185,160.7405
222.74,147.988666666,189.677320512,187.931,167.5285,154.597833333,161.781833334,198.275833333,161.494333333,169.827666667,146.839166667
223.11,152.4195,188.192756411,184.677333333,169.8925,159.408333333,169.086,187.903166666,167.2045,155.107666667,156.182833334
223.49,171.241666667,212.493692307,203.594666666,193.137166667,170.2615,182.026,200.653666666,177.450666667,172.876,171.8955
223.87,198.611166666,272.863487179,238.888833333,245.370333333,200.463,212.963,237.963166667,193.5185,200.462833333,196.759166667
224.24,194.696833333,373.076833333,282.575666666,321.9695,232.575833333,228.788,312.121333333,239.394,239.394,223.484666667
224.62,401.666666667,742.307692308,581.666666667,668.333333333,486.666666666,501.666666667,671.666666667,505.0,488.333333333,420.0
225.00,933.333333335,1743.58974359,1483.33333333,1704.16666667,1295.83333334,1320.83333334,1687.5,1437.5,1287.5,1029.16666667
225.38,695.833333334,1566.34615385,1258.33333333,1625.0,1183.33333334,1137.5,1495.83333334,1383.33333334,1037.5,879.166666667
225.75,236.363666667,557.45925641,425.757666666,589.394,430.302833334,340.909166667,533.3335,492.424333333,283.333333333,259.091
226.13,2066.66666667,5682.05128205,4333.33333334,6016.66666666,4683.33333333,3383.33333334,5783.33333333,5266.66666667,2400.0,2083.33333333
226.51,-187.5,-601.602564103,-514.583333334,-718.75,-547.916666667,-370.833333334,-770.833333333,-641.666666667,-197.916666667,-208.333333333
226.88,2.46916666665,-147.863410257,-106.172833333,-162.345666667,-142.5925,-78.3950000002,-200.617166666,-138.889,-29.6296666667,-22.2223333333
227.26,15.5911666667,-52.3986282051,-28.226,-59.4086666666,-47.8493333334,-16.1288333333,-76.0753333334,-43.2796666667,-1.34433333333,11.2905
227.64,18.0721666666,-30.9699743589,-14.2568333333,-40.7631666667,-28.514,-8.032,-52.0078333333,-31.1243333334,4.81933333333,19.2768333333
228.01,16.33,-20.3314230769,-15.1516666667,-32.3233333333,-27.9461666667,-11.953,-43.9395,-33.8385,1.85166666667,17.5086666667
228.39,12.3455,-20.3109743589,-16.9753333333,-31.6358333333,-28.858,-14.043,-42.5926666667,-33.7961666667,3.7035,17.7468333334
228.76,17.3551666667,-15.0983333333,-10.606,-21.901,-20.5235,-2.617,-30.1651666667,-26.033,7.57583333333,20.9365
229.14,18.3331666667,-9.44765384615,-5.12816666668,-15.5126666666,-14.7436666667,2.94883333334,-23.3331666667,-17.4356666667,12.9488333333,25.8975
229.52,8.92866666665,-10.4214487179,-10.9523333333,-16.3095,-18.5715,-1.42866666667,-23.2143333333,-22.6191666666,10.8333333333,18.9285
229.89,-0.4568333333,-14.3924615385,-17.2375,-18.7213333333,-22.0321666667,-6.50716666667,-21.9178333333,-30.5936666666,5.93600000002,10.388
230.27,1.73616666665,-15.8473333334,-15.625,-21.4121666667,-19.5601666667,-3.47216666667,-19.4445,-29.6296666666,5.78683333333,8.91199999998
230.65,-3.5355,-20.4058974359,-21.086,-30.5555,-27.904,-7.82833333335,-26.5151666667,-39.0153333334,-0.505,6.06049999998
231.02,-3.6,-21.3743589744,-25.7333333333,-33.7333333334,-28.1333333333,-3.73333333333,-31.0666666667,-41.3333333333,-2.93333333333,5.73333333335
231.40,-5.60116666665,-25.725051282,-35.5191666667,-33.1966666667,-32.1036666666,-9.01616666667,-36.0655,-48.0873333334,-7.78716666667,4.3715
231.78,-17.584,-37.3675,-52.905,-42.3546666666,-45.7186666666,-26.7583333333,-51.6821666666,-62.0795,-15.5961666667,-4.4343333333
232.15,-25.3145,-41.8963205129,-50.0001666667,-44.654,-45.1258333333,-29.2453333334,-52.8301666667,-62.107,-22.0126666667,-4.71683333335
232.53,-39.7306666667,-46.865948718,-56.9025,-55.5555,-53.1986666667,-35.3536666666,-57.0706666666,-64.3096666667,-34.175,-11.6163333333
232.90,-50.0,-47.2041153846,-61.8793333334,-63.2978333333,-53.7233333333,-39.7165,-58.8651666667,-66.8441666666,-42.7306666667,-13.1206666667
233.28,-62.3188333333,-57.4273076923,-69.0216666666,-76.2683333334,-64.6736666667,-54.5286666667,-71.1955,-81.5216666668,-63.9493333333,-29.3478333333
233.66,-50.906,-47.9654102564,-53.0796666666,-67.7535,-49.819,-49.4566666667,-63.2245,-68.6593333333,-61.5941666667,-16.3045
234.03,-30.8868333333,-28.9698076923,-38.3791666667,-48.9296666667,-34.098,-37.0031666667,-48.9296666667,-46.0245,-48.9298333333,-8.1038333333
234.41,-23.2051666666,-19.1124102564,-25.769,-31.6666666667,-21.923,-25.1281666666,-32.3076666667,-31.6665,-33.0766666666,-0.7691666667
234.78,-21.591,-19.6871025641,-22.8536666667,-28.5353333334,-18.6866666666,-28.914,-31.0605,-28.7876666667,-30.6818333333,-2.1463333333
235.16,-8.59533333332,-6.03923076923,-6.8135,-12.264,-5.0315,-14.0461666667,-15.7233333333,-12.1593333333,-11.4258333333,8.90966666667
235.54,-8.00433333335,-1.71206410256,-1.4255,-12.0613333333,-3.17983333333,-10.0878333333,-14.364,-7.56583333335,-7.2368333333,11.5133333333
235.91,-6.60749999999,1.20625641025,5.42400000002,-8.284,-1.57783333333,-2.85983333331,-10.7495,-5.42416666669,-4.6351666667,11.0453333334
236.29,-7.83733333334,-2.4647051282,-1.98416666667,-11.2101666667,-4.86116666666,-4.26600000001,-16.8648333333,-9.82150000001,-6.9445,6.64666666665
236.66,-1.12983333334,2.2382948718,1.60083333334,-6.2145,-2.1655,1.31833333335,-13.0883333334,-6.49716666665,-2.354,7.15633333333
237.04,5.0,3.0641025641,2.83333333333,-2.49999999999,0.0,4.25,-8.75,-2.08333333333,5.58333333335,6.83333333333
237.41,12.0415,5.41648717948,3.42916666667,3.5885,2.153,13.7958333333,-2.87083333333,3.58849999998,11.9618333333,15.7098333334
237.79,5.82583333335,-3.98808974361,-3.46583333335,-3.24483333333,-6.9325,10.1033333334,-7.891,-1.77,7.52199999999,7.59583333333
238.17,4.44900000001,-6.0191153846,-2.75433333333,-4.44933333333,-8.3335,8.05083333333,-10.0283333333,-2.613,6.92100000001,6.77950000002
238.54,5.06949999999,-6.88041025642,-3.12516666667,-3.1945,-8.88866666669,8.81950000002,-11.5278333333,-3.264,8.19449999999,8.61116666666
238.92,6.10483333332,-7.02526923078,-1.282,-3.05283333333,-4.33466666667,11.0501666667,-7.44816666667,-0.366333333335,8.48599999999,7.87549999999
239.29,1.06366666667,-10.2609358974,-5.08266666667,-8.51083333335,-7.62416666667,8.09699999998,-9.21966666669,-4.3735,1.59583333333,4.31433333334
239.67,-3.38616666666,-11.3591923077,-8.04250000001,-9.57649999998,-9.15333333335,7.72483333335,-9.20650000001,-6.34916666668,-1.05816666667,2.16933333333
240.04,-0.8645,-8.14287179487,-4.89916666666,-6.09983333333,-6.58016666666,9.02999999998,-5.61966666667,-2.978,1.0085,5.33133333334
240.42,1.25,-5.02884615384,-0.875,-1.91666666667,-3.625,9.375,-1.08333333333,-0.041666666665,3.375,6.70833333334
240.79,0.42383333333,-3.19437179487,0.741333333335,-0.918,-3.0015,8.298,0.24733333333,0.141166666667,3.07183333334,7.27383333334
241.17,2.22433333333,-1.0458076923,2.945,1.40983333333,-1.723,9.9625,1.47233333333,1.03383333333,2.7885,9.46116666668
241.54,1.17083333333,-0.018794871795,3.268,1.36183333333,-0.762499999998,8.11533333334,1.55216666667,1.06183333333,2.04216666667,8.25200000002
241.92,2.9455,3.32135897436,5.1055,3.903,2.381,9.47483333335,3.41183333334,3.43616666667,3.14183333333,10.9476666667
242.29,3.91733333333,5.47828205129,6.3405,5.18583333333,3.80433333333,10.892,5.81983333333,4.71016666666,3.69116666667,12.2506666667
242.67,3.4815,6.34015384615,5.74416666667,4.5255,2.85016666666,10.2261666667,5.9835,4.8085,2.50233333334,12.1843333333
243.05,4.30766666667,7.54589743588,6.69183333333,6.00166666667,3.24116666667,10.7696666667,6.60816666667,5.66716666667,2.7185,12.6726666666
243.42,5.495,7.77929487181,7.25233333334,7.111,3.39383333333,10.6465,6.20216666667,5.51516666666,3.67683333333,13.0305
243.80,7.37183333334,9.38271794873,8.85416666666,8.4735,4.7275,11.1178333333,7.39166666668,6.71066666667,5.14816666667,14.1828333333
244.17,8.402,10.1141538461,9.44233333332,8.97133333334,6.1445,11.8375,7.97000000002,7.6365,5.595,15.0568333334
244.55,9.20633333333,11.6098333334,10.1935,9.87083333333,7.612,12.7185,8.56116666669,9.11166666667,6.416,16.0593333333
244.92,10.0406666667,11.1875384615,9.35766666667,10.1145,8.23183333334,12.7908333333,8.04733333334,9.48683333335,6.64466666667,16.316
245.30,8.97166666666,10.6466794872,8.98916666668,9.269,7.85233333334,11.6476666667,7.65983333332,9.51366666666,5.75366666666,16.0543333333
245.67,9.44450000002,10.5818846154,9.62416666665,9.50983333333,8.415,11.5525,7.89233333333,10.3595,6.32333333334,16.1111666666
246.05,8.86399999999,10.1102435897,9.62633333334,8.66966666667,8.08666666666,10.7473333333,7.35433333335,9.83550000001,5.90416666667,15.2916666667
246.42,7.86266666667,9.33198717949,9.23316666668,7.84883333333,7.48866666666,9.52399999999,6.63066666666,9.16383333332,5.205,14.7008333333
246.79,7.71633333334,8.72106410257,9.32433333335,7.654,7.32983333334,9.1745,6.63183333331,8.85083333332,5.07366666666,13.7498333334
247.17,8.52333333333,9.27657692307,9.23733333332,8.00516666667,7.39466666667,9.295,7.00283333332,8.96100000001,5.42533333333,14.0636666667
247.54,8.94666666666,9.94155128205,9.92433333335,8.41483333333,8.089,10.4235,8.10000000001,9.82633333335,5.84133333334,14.5603333334
247.92,9.58050000002,10.5548589744,10.8955,9.34033333333,8.735,11.0936666666,8.85,10.4048333333,6.21983333333,14.8508333333
248.29,8.39033333333,10.0748717949,9.89883333334,8.514,7.5535,10.0946666667,7.86333333335,9.21683333335,5.47666666667,13.639
248.67,8.08433333333,9.74066666665,9.776,8.09466666667,6.84933333334,9.60983333333,7.70033333335,8.624,5.42766666667,13.3148333334
249.04,7.4795,9.36501282051,9.72050000001,7.78933333333,6.57266666667,9.17633333334,7.47983333333,8.16266666667,4.844,12.676
249.42,7.20666666667,9.19426923077,9.45983333332,7.52066666667,6.36616666667,8.88816666667,7.263,7.93533333334,4.965,11.8583333333
249.79,7.14133333333,9.03191025641,9.44200000001,7.68966666667,5.806,8.78633333334,7.12933333333,7.49883333333,4.58983333334,11.6595
250.17,7.194,9.19224358975,9.51116666668,8.09016666667,5.51733333333,8.9095,7.46299999998,7.45,5.00516666666,11.431
250.54,7.58966666666,9.69573076923,9.92366666665,8.95466666667,5.9105,9.637,7.95816666668,7.86233333333,5.5555,11.7525
250.92,6.98966666667,9.03652564103,9.23616666665,8.61983333334,5.4625,9.207,7.57700000001,7.29816666667,5.41866666667,11.0866666667
251.29,4.61916666667,7.71862820513,8.31783333333,7.194,4.3695,8.44266666666,6.71016666667,6.2265,4.26016666667,10.3776666667
251.66,3.21266666667,6.61970512821,7.50166666667,6.36,3.50616666667,7.07766666666,6.03383333333,5.49583333333,3.79966666667,9.5075
252.04,2.229,5.51962820513,6.58666666667,4.6075,2.8275,6.08766666667,5.073,4.62416666667,3.2935,8.61600000001
252.41,3.1365,4.96771794872,7.2395,4.64566666666,3.05183333333,6.46,5.34083333334,5.324,4.11966666667,8.83350000002
252.79,2.666,4.36866666666,6.75933333334,4.28266666666,3.182,6.38116666666,5.14283333334,5.19433333333,3.66383333333,8.53116666668
253.16,3.00983333334,5.16147435897,7.63683333333,4.60933333333,3.784,6.622,6.1575,6.07166666667,4.8675,8.80633333334
253.54,4.04616666667,6.24728205128,8.41949999998,5.66483333333,4.339,7.36916666666,6.62883333335,6.66316666667,5.6645,9.9175
253.91,4.23683333333,6.90965384616,8.78866666665,5.98766666666,5.26966666667,7.59816666667,7.14299999998,7.423,6.37266666666,10.2413333333
254.28,4.64466666666,6.8951025641,8.63383333331,6.61216666666,5.57366666667,7.59583333335,7.34066666665,7.65033333334,5.8835,11.0201666666
254.66,5.32866666667,6.63112820513,8.63566666669,6.21683333333,5.99033333334,7.31283333333,7.35083333332,8.10666666665,6.1415,10.8653333333
255.03,5.91833333333,6.78778205129,9.20416666666,6.2945,6.90833333333,7.44266666666,7.69983333334,9.14483333334,6.33416666667,10.7481666667
255.41,8.191,8.12375641025,10.4673333333,8.069,8.47549999999,8.17083333334,9.26816666666,10.7115,8.1505,10.6908333333
255.78,8.66916666667,8.26211538462,9.84466666667,8.03933333333,8.60633333335,7.28383333332,8.85833333335,10.7685,7.40966666665,10.2016666667
