wavelength,Back_BanAurf,Belly_BanAurf,Breast_BanAurf,Crissum_BanAurf,Crown_BanAurf,DorTail_BanAurf,Patch10_BanAurf,Patch11_BanAurf,Patch12_BanAurf,Rump_BanAurf,Throat_BanAurf,WingTip_BanAurf
516.91,7.63033333333,13.9923333333,23.3953333333,11.9693333333,8.22733333333,6.92766666667,12.168,19.578,33.83,10.5726666667,9.92566666667,8.423
517.25,7.688,14.082,23.7876666667,12.0926666667,8.27266666667,6.96733333333,12.22,19.6693333333,34.2243333333,10.63,9.992,8.434
517.60,7.73633333333,14.1896666667,24.1193333333,12.183,8.30366666667,6.99733333333,12.2813333333,19.7663333333,34.5486666667,10.6676666667,10.0436666667,8.456
517.95,7.74266666667,14.247,24.348,12.2446666667,8.28666666667,7.00733333333,12.2763333333,19.7743333333,34.7886666667,10.65,10.0636666667,8.42433333333
518.29,7.80233333333,14.3423333333,24.604,12.33,8.30833333333,7.04666666667,12.315,19.8623333333,35.0653333333,10.6586666667,10.1316666667,8.471
518.64,7.79,14.3733333333,24.7906666667,12.3653333333,8.30533333333,7.03833333333,12.3293333333,19.8833333333,35.292,10.6796666667,10.0976666667,8.459
518.99,7.791,14.4163333333,24.993,12.3723333333,8.3,7.02833333333,12.325,19.9026666667,35.5343333333,10.6973333333,10.0843333333,8.43133333333
519.33,7.807,14.455,25.217,12.4133333333,8.32033333333,7.06933333333,12.332,19.9843333333,35.7383333333,10.722,10.1016666667,8.40966666667
519.68,7.83133333333,14.507,25.4853333333,12.4476666667,8.31333333333,7.08433333333,12.362,20.0616666667,35.9526666667,10.717,10.1603333333,8.409
520.02,7.838,14.5643333333,25.649,12.4506666667,8.30133333333,7.10933333333,12.3803333333,20.1146666667,36.1436666667,10.7376666667,10.1696666667,8.413
520.37,7.86633333333,14.6503333333,25.897,12.5213333333,8.306,7.17566666667,12.3933333333,20.17,36.385,10.779,10.22,8.45933333333
520.72,7.91533333333,14.7493333333,26.2203333333,12.5916666667,8.36966666667,7.184,12.406,20.2276666667,36.609,10.793,10.2303333333,8.45633333333
521.06,7.986,14.8203333333,26.4406666667,12.6573333333,8.39133333333,7.228,12.43,20.289,36.8473333333,10.8306666667,10.2586666667,8.47266666667
521.41,7.99666666667,14.8823333333,26.651,12.7176666667,8.43266666667,7.24833333333,12.4536666667,20.3606666667,37.068,10.919,10.2973333333,8.47633333333
521.75,8.04466666667,14.9466666667,26.9386666667,12.7293333333,8.46966666667,7.24333333333,12.5243333333,20.4663333333,37.339,10.9076666667,10.3346666667,8.51566666667
522.10,8.04566666667,14.936,27.1263333333,12.7266666667,8.461,7.19666666667,12.5003333333,20.4736666667,37.5386666667,10.9363333333,10.3016666667,8.48333333333
522.45,8.089,15.012,27.334,12.772,8.45933333333,7.228,12.5126666667,20.5323333333,37.7683333333,10.9803333333,10.369,8.513
522.79,8.119,15.108,27.559,12.8496666667,8.49133333333,7.22766666667,12.5366666667,20.6506666667,38.004,11.0096666667,10.4116666667,8.51233333333
523.14,8.148,15.1703333333,27.794,12.8726666667,8.464,7.2,12.5476666667,20.6936666667,38.226,11.0166666667,10.4193333333,8.522
523.48,8.16433333333,15.2323333333,28.009,12.9183333333,8.50633333333,7.20233333333,12.5946666667,20.7333333333,38.4773333333,11.1066666667,10.4163333333,8.54266666667
523.83,8.223,15.341,28.2926666667,12.954,8.567,7.23433333333,12.6313333333,20.797,38.7166666667,11.139,10.4436666667,8.56066666667
524.17,8.25666666667,15.4166666667,28.5073333333,12.9643333333,8.57533333333,7.218,12.6516666667,20.8583333333,38.8796666667,11.1536666667,10.4586666667,8.56866666667
524.52,8.26866666667,15.4283333333,28.6256666667,12.9513333333,8.568,7.21533333333,12.6243333333,20.91,39.0476666667,11.1643333333,10.441,8.58866666667
524.87,8.26266666667,15.475,28.8333333333,12.9473333333,8.58433333333,7.206,12.5733333333,20.959,39.169,11.1623333333,10.4646666667,8.59066666667
525.21,8.287,15.515,29.0306666667,12.9573333333,8.584,7.206,12.5736666667,20.998,39.3186666667,11.1506666667,10.4646666667,8.59033333333
525.56,8.283,15.5176666667,29.1663333333,12.9813333333,8.614,7.20633333333,12.5236666667,21.0153333333,39.42,11.1486666667,10.468,8.57733333333
525.90,8.304,15.551,29.3333333333,12.992,8.60966666667,7.244,12.5273333333,21.0416666667,39.547,11.1486666667,10.487,8.545
526.25,8.301,15.554,29.4676666667,13.001,8.60466666667,7.245,12.522,21.0753333333,39.69,11.131,10.4663333333,8.53
526.59,8.356,15.6013333333,29.6593333333,13.0283333333,8.59866666667,7.25966666667,12.5286666667,21.1153333333,39.8736666667,11.1523333333,10.4983333333,8.52833333333
526.94,8.356,15.6223333333,29.8146666667,13.0426666667,8.62233333333,7.27233333333,12.528,21.135,40.027,11.148,10.5203333333,8.504
527.28,8.362,15.6663333333,29.9676666667,13.058,8.61433333333,7.281,12.4946666667,21.1693333333,40.1916666667,11.129,10.5406666667,8.501
527.63,8.37333333333,15.6563333333,30.09,13.081,8.59533333333,7.255,12.5006666667,21.1656666667,40.3223333333,11.1316666667,10.541,8.46666666667
527.97,8.378,15.669,30.193,13.1113333333,8.59566666667,7.27466666667,12.5053333333,21.206,40.442,11.1403333333,10.559,8.467
528.32,8.38166666667,15.669,30.315,13.112,8.584,7.27366666667,12.4946666667,21.2213333333,40.5046666667,11.133,10.5756666667,8.459
528.66,8.37666666667,15.697,30.403,13.12,8.56,7.27233333333,12.5203333333,21.235,40.6053333333,11.149,10.5816666667,8.45066666667
529.01,8.366,15.715,30.508,13.131,8.55833333333,7.25866666667,12.5223333333,21.2673333333,40.7056666667,11.1523333333,10.6003333333,8.44566666667
529.35,8.40466666667,15.7666666667,30.5956666667,13.1523333333,8.56033333333,7.29566666667,12.5533333333,21.3036666667,40.8096666667,11.209,10.6196666667,8.46233333333
529.70,8.42733333333,15.8046666667,30.705,13.1796666667,8.587,7.31366666667,12.582,21.3466666667,40.899,11.248,10.6516666667,8.48166666667
530.04,8.47233333333,15.8856666667,30.8696666667,13.216,8.618,7.34,12.61,21.4126666667,41.0106666667,11.2866666667,10.685,8.51266666667
530.39,8.49066666667,15.917,30.9843333333,13.254,8.65266666667,7.371,12.6433333333,21.438,41.1043333333,11.3356666667,10.716,8.56733333333
530.73,8.51433333333,15.966,31.1113333333,13.275,8.664,7.383,12.6826666667,21.4973333333,41.2236666667,11.3933333333,10.7456666667,8.58866666667
531.08,8.554,15.9986666667,31.202,13.297,8.68033333333,7.38866666667,12.7176666667,21.5313333333,41.3003333333,11.4333333333,10.7643333333,8.601
531.42,8.59566666667,16.044,31.3313333333,13.3143333333,8.70566666667,7.41633333333,12.734,21.61,41.38,11.4926666667,10.8236666667,8.64733333333
531.77,8.64433333333,16.107,31.5263333333,13.3583333333,8.75233333333,7.427,12.7736666667,21.666,41.507,11.5393333333,10.862,8.66
532.11,8.71033333333,16.2093333333,31.6836666667,13.4096666667,8.797,7.45933333333,12.8606666667,21.729,41.7213333333,11.6353333333,10.918,8.69566666667
532.46,8.75833333333,16.2673333333,31.857,13.4796666667,8.86133333333,7.483,12.9013333333,21.8093333333,41.8596666667,11.6903333333,10.9853333333,8.73733333333
532.80,8.79533333333,16.3186666667,31.9693333333,13.504,8.873,7.49933333333,12.9183333333,21.8453333333,41.9363333333,11.735,11.015,8.74566666667
533.15,8.79833333333,16.339,32.083,13.5246666667,8.87166666667,7.50366666667,12.9293333333,21.86,41.978,11.7116666667,11.0326666667,8.753
533.49,8.80866666667,16.374,32.2076666667,13.566,8.89233333333,7.48166666667,12.9223333333,21.8843333333,42.051,11.7216666667,11.0313333333,8.77866666667
533.84,8.81866666667,16.3816666667,32.263,13.589,8.892,7.496,12.94,21.895,42.1186666667,11.737,11.0586666667,8.76766666667
534.18,8.799,16.428,32.3506666667,13.617,8.89733333333,7.483,12.9503333333,21.9426666667,42.1793333333,11.7413333333,11.078,8.74366666667
534.52,8.84366666667,16.4753333333,32.444,13.67,8.92433333333,7.514,12.9506666667,21.977,42.209,11.7653333333,11.114,8.782
534.87,8.88533333333,16.5373333333,32.6333333333,13.7176666667,8.96166666667,7.56066666667,12.962,22.057,42.3146666667,11.7936666667,11.1736666667,8.819
535.21,8.89366666667,16.5846666667,32.7563333333,13.7643333333,8.98466666667,7.56933333333,12.967,22.089,42.4043333333,11.7913333333,11.1996666667,8.82
535.56,8.897,16.632,32.8146666667,13.748,8.96833333333,7.56833333333,12.941,22.1036666667,42.47,11.7873333333,11.1946666667,8.81333333333
535.90,8.873,16.6103333333,32.9106666667,13.7413333333,8.96133333333,7.56333333333,12.9066666667,22.0956666667,42.481,11.743,11.201,8.80366666667
536.25,8.88666666667,16.6383333333,32.9536666667,13.6916666667,8.93533333333,7.58866666667,12.894,22.0853333333,42.514,11.7363333333,11.1826666667,8.813
536.59,8.92933333333,16.6803333333,33.0573333333,13.746,8.97933333333,7.65366666667,12.9026666667,22.1246666667,42.6106666667,11.755,11.205,8.86033333333
536.93,8.95566666667,16.7276666667,33.2153333333,13.7766666667,9.02833333333,7.683,12.927,22.173,42.7523333333,11.8146666667,11.2363333333,8.901
537.28,9.00866666667,16.811,33.3226666667,13.8123333333,9.04233333333,7.74833333333,12.968,22.223,42.8683333333,11.8123333333,11.2946666667,8.93566666667
537.62,8.97533333333,16.8206666667,33.4326666667,13.8143333333,9.04766666667,7.72133333333,12.9393333333,22.218,42.8713333333,11.793,11.3206666667,8.95433333333
537.97,9.01933333333,16.8056666667,33.543,13.766,9.019,7.68766666667,12.935,22.1813333333,42.9246666667,11.7693333333,11.3266666667,8.95833333333
538.31,9.037,16.8193333333,33.6593333333,13.79,9.00866666667,7.69966666667,12.9256666667,22.199,43.0243333333,11.7423333333,11.332,8.94733333333
538.65,9.013,16.792,33.6946666667,13.749,8.96633333333,7.66033333333,12.9363333333,22.1626666667,42.993,11.746,11.3123333333,8.909
539.00,9.03933333333,16.8356666667,33.836,13.7643333333,8.96966666667,7.67166666667,12.954,22.1796666667,43.0696666667,11.7656666667,11.365,8.94566666667
539.34,9.07133333333,16.8316666667,33.98,13.7936666667,8.995,7.68,12.9743333333,22.206,43.115,11.7913333333,11.3946666667,9.00033333333
539.69,9.076,16.8363333333,34.116,13.8653333333,8.97166666667,7.68933333333,13.002,22.2363333333,43.1683333333,11.7983333333,11.4076666667,8.98966666667
540.03,9.062,16.807,34.1976666667,13.919,8.98066666667,7.665,13.0053333333,22.2326666667,43.213,11.7936666667,11.3976666667,8.97066666667
540.37,9.02533333333,16.775,34.227,13.9196666667,8.954,7.625,13.02,22.2056666667,43.194,11.781,11.3953333333,8.95733333333
540.72,9.011,16.774,34.267,13.9423333333,8.93633333333,7.60766666667,13.012,22.2256666667,43.2173333333,11.7743333333,11.395,8.923
541.06,9.013,16.7486666667,34.3006666667,13.926,8.92833333333,7.61,13.0156666667,22.2433333333,43.2753333333,11.791,11.3823333333,8.92833333333
541.40,9.02533333333,16.7626666667,34.306,13.9363333333,8.92066666667,7.60966666667,12.9976666667,22.266,43.3226666667,11.7943333333,11.3743333333,8.95066666667
541.75,9.03666666667,16.796,34.3766666667,13.975,8.94066666667,7.65633333333,13.007,22.3156666667,43.3906666667,11.8196666667,11.3853333333,8.97766666667
542.09,8.99333333333,16.7986666667,34.415,13.9526666667,8.922,7.62966666667,12.987,22.283,43.3866666667,11.8016666667,11.372,8.99333333333
542.43,8.995,16.7896666667,34.4573333333,13.9913333333,8.93166666667,7.65033333333,12.971,22.2966666667,43.4676666667,11.79,11.3513333333,9.05166666667
542.78,9.00233333333,16.8243333333,34.4903333333,14.0173333333,8.951,7.67433333333,12.9873333333,22.3283333333,43.5246666667,11.7793333333,11.339,9.09533333333
543.12,8.981,16.8253333333,34.5,14.033,8.953,7.70766666667,13.0053333333,22.3086666667,43.5553333333,11.781,11.3446666667,9.11866666667
543.46,9.001,16.9076666667,34.5413333333,14.0456666667,9.01633333333,7.75266666667,13.0353333333,22.332,43.6313333333,11.823,11.3783333333,9.18533333333
543.81,8.97833333333,16.94,34.601,14.039,9.034,7.78766666667,13.0433333333,22.3573333333,43.7023333333,11.8183333333,11.369,9.20666666667
544.15,9.00866666667,16.972,34.6676666667,14.03,9.018,7.803,13.016,22.3886666667,43.7893333333,11.8213333333,11.382,9.23833333333
544.49,9.024,16.987,34.7233333333,14.0153333333,9.03366666667,7.83,13.0346666667,22.422,43.8376666667,11.8583333333,11.3926666667,9.293
544.84,9.008,17.0283333333,34.8186666667,14.055,9.039,7.84633333333,13.03,22.4293333333,43.8433333333,11.883,11.4436666667,9.32433333333
545.18,9.061,17.0606666667,34.967,14.0953333333,9.09133333333,7.89033333333,13.0893333333,22.4803333333,43.982,11.9466666667,11.4713333333,9.318
545.52,9.04233333333,17.055,35.0183333333,14.1026666667,9.08133333333,7.85766666667,13.117,22.502,44.004,11.9563333333,11.4753333333,9.28033333333
545.87,9.08866666667,17.0806666667,35.1176666667,14.161,9.135,7.90333333333,13.1566666667,22.5913333333,44.071,12.0173333333,11.4863333333,9.303
546.21,9.099,17.153,35.2146666667,14.1316666667,9.12566666667,7.91066666667,13.1656666667,22.607,44.078,12.0213333333,11.5473333333,9.248
546.55,9.08933333333,17.1343333333,35.2533333333,14.13,9.06266666667,7.88666666667,13.1506666667,22.5746666667,44.079,12.034,11.5403333333,9.179
546.90,9.13166666667,17.1646666667,35.3503333333,14.139,9.054,7.84866666667,13.131,22.6406666667,44.1123333333,12.0263333333,11.5636666667,9.123
547.24,9.071,17.13,35.3736666667,14.1136666667,8.99533333333,7.78266666667,13.0703333333,22.6576666667,44.059,11.9796666667,11.517,9.06566666667
547.58,9.17266666667,17.1836666667,35.4336666667,14.1263333333,9.00766666667,7.81466666667,13.0423333333,22.686,44.0276666667,11.9973333333,11.609,9.09133333333
547.92,9.16533333333,17.235,35.499,14.137,9.048,7.84833333333,13.063,22.7356666667,44.0393333333,12.0296666667,11.637,9.06933333333
548.27,9.19866666667,17.316,35.5953333333,14.2006666667,9.06566666667,7.86333333333,13.0623333333,22.7436666667,44.0806666667,12.013,11.6946666667,9.06033333333
548.61,9.19266666667,17.3143333333,35.5566666667,14.1553333333,9.03333333333,7.835,13.0663333333,22.7603333333,44.103,12.001,11.676,9.02166666667
548.95,9.16333333333,17.3133333333,35.576,14.1673333333,9.01366666667,7.842,13.0346666667,22.733,44.0636666667,11.992,11.6996666667,9.06533333333
549.29,9.18333333333,17.3573333333,35.665,14.222,9.04366666667,7.926,13.001,22.7423333333,44.089,12.017,11.731,9.13133333333
549.64,9.24966666667,17.4156666667,35.7233333333,14.1796666667,9.051,7.927,13.0113333333,22.7673333333,44.102,12.0276666667,11.8103333333,9.14333333333
549.98,9.31566666667,17.48,35.866,14.2973333333,9.165,7.975,13.146,22.8753333333,44.22,12.15,11.85,9.199
550.32,9.32466666667,17.51,35.9596666667,14.302,9.24533333333,8.01,13.1683333333,22.9403333333,44.248,12.2006666667,11.846,9.21066666667
550.66,9.28833333333,17.5426666667,36.0646666667,14.2516666667,9.17233333333,7.97233333333,13.175,22.9036666667,44.2946666667,12.26,11.7823333333,9.21866666667
551.01,9.45433333333,17.6413333333,36.2403333333,14.357,9.21266666667,8.043,13.2846666667,23.0066666667,44.4473333333,12.3716666667,11.8923333333,9.30266666667
551.35,9.41133333333,17.7,36.3926666667,14.4073333333,9.212,8.01366666667,13.3856666667,23.0936666667,44.5206666667,12.472,11.9,9.27066666667
551.69,9.48533333333,17.7686666667,36.4976666667,14.427,9.221,8.04,13.3803333333,23.105,44.6053333333,12.5096666667,11.9223333333,9.319
552.03,9.44966666667,17.8103333333,36.5613333333,14.4093333333,9.24033333333,8.033,13.3983333333,23.1556666667,44.6496666667,12.5736666667,11.9373333333,9.396
552.38,9.49833333333,17.8783333333,36.6996666667,14.4573333333,9.332,8.08433333333,13.4413333333,23.2033333333,44.711,12.631,11.9556666667,9.434
552.72,9.51433333333,17.895,36.8263333333,14.425,9.33733333333,8.043,13.4793333333,23.248,44.68,12.655,11.9696666667,9.394
553.06,9.53266666667,17.8786666667,36.7676666667,14.4123333333,9.35333333333,8.02166666667,13.4933333333,23.2013333333,44.6493333333,12.6686666667,11.9843333333,9.38966666667
553.40,9.54233333333,17.8943333333,36.848,14.488,9.41733333333,8.07033333333,13.572,23.2436666667,44.7183333333,12.7306666667,11.9976666667,9.39466666667
553.74,9.53766666667,17.906,36.851,14.5093333333,9.41466666667,8.08466666667,13.551,23.2126666667,44.7243333333,12.7363333333,12.0306666667,9.392
554.09,9.57233333333,17.963,36.9616666667,14.5663333333,9.44333333333,8.129,13.5883333333,23.2926666667,44.7663333333,12.7753333333,12.1563333333,9.456
554.43,9.56133333333,17.9373333333,36.9766666667,14.637,9.533,8.17133333333,13.6133333333,23.3523333333,44.7703333333,12.7813333333,12.2323333333,9.46033333333
554.77,9.50333333333,17.9186666667,37.0166666667,14.6,9.556,8.15066666667,13.552,23.354,44.712,12.749,12.177,9.433
555.11,9.47733333333,17.8533333333,36.9396666667,14.623,9.57,8.10133333333,13.4776666667,23.306,44.6733333333,12.6723333333,12.119,9.422
555.45,9.43533333333,17.804,36.94,14.696,9.555,8.047,13.5213333333,23.3196666667,44.608,12.678,12.0913333333,9.39433333333
555.80,9.42366666667,17.717,36.9643333333,14.693,9.50133333333,8.01666666667,13.497,23.2583333333,44.578,12.618,12.086,9.27033333333
556.14,9.38133333333,17.6363333333,37.0143333333,14.6823333333,9.477,7.95666666667,13.458,23.2063333333,44.5613333333,12.5906666667,12.0643333333,9.20133333333
556.48,9.40266666667,17.7076666667,37.01,14.754,9.46333333333,8.048,13.4996666667,23.2756666667,44.69,12.6276666667,12.039,9.21166666667
556.82,9.38266666667,17.7156666667,37.0326666667,14.6876666667,9.439,8.00466666667,13.5086666667,23.2673333333,44.654,12.616,12.0183333333,9.168
557.16,9.31733333333,17.6726666667,36.993,14.6486666667,9.33533333333,7.95966666667,13.4096666667,23.1936666667,44.5966666667,12.522,11.9653333333,9.089
557.50,9.38333333333,17.694,37.0116666667,14.65,9.32466666667,7.92733333333,13.3543333333,23.2173333333,44.5813333333,12.538,12.0,9.09466666667
557.85,9.404,17.7216666667,37.0306666667,14.651,9.32866666667,7.899,13.353,23.169,44.5213333333,12.5423333333,12.0006666667,9.11733333333
558.19,9.42866666667,17.775,37.1123333333,14.6756666667,9.33533333333,7.91,13.364,23.204,44.5463333333,12.5316666667,12.0343333333,9.13766666667
558.53,9.44466666667,17.8473333333,37.161,14.7536666667,9.35833333333,7.951,13.4363333333,23.1686666667,44.5956666667,12.6103333333,12.1586666667,9.15133333333
558.87,9.54133333333,17.9236666667,37.3236666667,14.8013333333,9.41366666667,8.04,13.539,23.2533333333,44.6863333333,12.68,12.239,9.22066666667
559.21,9.54366666667,17.961,37.403,14.7476666667,9.43933333333,8.07866666667,13.5023333333,23.289,44.8123333333,12.66,12.2333333333,9.182
559.55,9.60333333333,17.9966666667,37.4096666667,14.7313333333,9.457,8.099,13.5656666667,23.3586666667,44.8016666667,12.733,12.2346666667,9.22766666667
559.89,9.62833333333,18.0413333333,37.4266666667,14.6946666667,9.384,8.094,13.5543333333,23.4286666667,44.776,12.69,12.2373333333,9.206
560.23,9.69233333333,18.039,37.5166666667,14.686,9.44633333333,8.056,13.5476666667,23.4296666667,44.705,12.691,12.317,9.20133333333
560.58,9.741,18.0843333333,37.634,14.7776666667,9.45166666667,8.08933333333,13.5333333333,23.506,44.726,12.7163333333,12.3496666667,9.24166666667
560.92,9.76266666667,18.1203333333,37.7183333333,14.824,9.50566666667,8.05633333333,13.5563333333,23.5813333333,44.8183333333,12.7496666667,12.3916666667,9.30133333333
561.26,9.76,18.0956666667,37.749,14.8333333333,9.46966666667,8.06833333333,13.6003333333,23.6103333333,44.7603333333,12.7126666667,12.3626666667,9.30466666667
561.60,9.72033333333,18.0393333333,37.7066666667,14.843,9.45233333333,8.03833333333,13.5783333333,23.641,44.7453333333,12.7186666667,12.2976666667,9.23633333333
561.94,9.74066666667,18.057,37.7316666667,14.842,9.471,8.04466666667,13.587,23.6483333333,44.7073333333,12.6986666667,12.2836666667,9.24333333333
562.28,9.72333333333,17.9833333333,37.7013333333,14.8283333333,9.454,8.034,13.517,23.6503333333,44.571,12.666,12.2196666667,9.24533333333
562.62,9.69533333333,17.9763333333,37.7066666667,14.8176666667,9.47166666667,7.99966666667,13.5046666667,23.6453333333,44.553,12.7086666667,12.234,9.27433333333
562.96,9.74866666667,18.013,37.726,14.8653333333,9.502,8.02266666667,13.5683333333,23.737,44.5003333333,12.7156666667,12.3323333333,9.36333333333
563.30,9.74,18.032,37.7933333333,14.925,9.559,8.02766666667,13.5426666667,23.7296666667,44.513,12.733,12.372,9.37233333333
563.64,9.84866666667,18.134,37.859,15.09,9.695,8.12533333333,13.653,23.8186666667,44.5096666667,12.8586666667,12.443,9.489
563.99,9.75633333333,18.113,37.788,15.0626666667,9.649,8.10533333333,13.5796666667,23.7663333333,44.4053333333,12.7836666667,12.3623333333,9.463
564.33,9.76066666667,18.138,37.861,15.0853333333,9.703,8.13433333333,13.6316666667,23.86,44.441,12.7853333333,12.4433333333,9.498
564.67,9.76433333333,18.1463333333,37.847,15.0696666667,9.702,8.14766666667,13.6293333333,23.8626666667,44.2456666667,12.7896666667,12.433,9.47066666667
565.01,9.71133333333,18.155,37.828,15.061,9.72366666667,8.15933333333,13.6236666667,23.859,44.1506666667,12.8283333333,12.4533333333,9.45233333333
565.35,9.717,18.1563333333,37.8743333333,15.048,9.71233333333,8.20066666667,13.6393333333,23.881,44.156,12.832,12.434,9.46633333333
565.69,9.73866666667,18.1316666667,37.9066666667,15.0606666667,9.692,8.21133333333,13.6086666667,23.835,44.151,12.801,12.447,9.42433333333
566.03,9.77666666667,18.1143333333,37.9376666667,15.0713333333,9.70666666667,8.212,13.6186666667,23.8376666667,44.177,12.74,12.4473333333,9.415
566.37,9.78066666667,18.0993333333,37.9996666667,15.0903333333,9.681,8.23166666667,13.62,23.8626666667,44.1456666667,12.7023333333,12.4783333333,9.41
566.71,9.80166666667,18.12,38.0716666667,15.1456666667,9.71766666667,8.247,13.5656666667,23.8283333333,44.1083333333,12.6826666667,12.4686666667,9.397
567.05,9.795,18.085,38.03,15.1113333333,9.68466666667,8.231,13.531,23.8213333333,44.0396666667,12.6066666667,12.4106666667,9.36766666667
567.39,9.767,18.0696666667,38.0383333333,15.0933333333,9.65166666667,8.21933333333,13.4536666667,23.8183333333,44.036,12.5373333333,12.4103333333,9.32066666667
567.73,9.78533333333,18.021,38.0573333333,15.1103333333,9.634,8.21033333333,13.473,23.8486666667,44.0603333333,12.5503333333,12.42,9.32733333333
568.07,9.791,18.0396666667,38.0696666667,15.133,9.609,8.21266666667,13.4336666667,23.8593333333,44.0373333333,12.5233333333,12.367,9.31366666667
568.41,9.75333333333,17.994,38.054,15.0896666667,9.56833333333,8.199,13.391,23.8663333333,44.0626666667,12.4996666667,12.3576666667,9.31533333333
568.75,9.70666666667,17.9776666667,38.1113333333,15.054,9.49933333333,8.14433333333,13.328,23.8833333333,44.0763333333,12.3903333333,12.313,9.284
569.09,9.688,18.0216666667,38.1783333333,15.0506666667,9.49666666667,8.13166666667,13.303,23.8786666667,44.0336666667,12.3746666667,12.3666666667,9.29
569.43,9.65533333333,18.0346666667,38.165,15.043,9.53266666667,8.12133333333,13.296,23.9016666667,43.987,12.4283333333,12.3396666667,9.328
569.77,9.63766666667,18.0546666667,38.1636666667,15.0536666667,9.568,8.08166666667,13.2923333333,23.976,43.9613333333,12.4293333333,12.3616666667,9.31866666667
570.11,9.594,18.078,38.0806666667,14.9896666667,9.53166666667,8.04733333333,13.2376666667,23.899,43.8413333333,12.404,12.2796666667,9.27133333333
570.45,9.55166666667,18.0776666667,38.1136666667,14.9616666667,9.463,8.05666666667,13.2673333333,23.8763333333,43.776,12.435,12.258,9.26966666667
570.79,9.56266666667,18.0996666667,38.1783333333,14.9543333333,9.44133333333,8.074,13.271,23.8743333333,43.749,12.461,12.2776666667,9.28466666667
571.13,9.579,18.0633333333,38.219,14.9453333333,9.464,8.10733333333,13.354,23.8316666667,43.722,12.5343333333,12.3073333333,9.323
571.47,9.55933333333,18.101,38.2683333333,14.9726666667,9.465,8.162,13.3453333333,23.784,43.6943333333,12.5523333333,12.362,9.35866666667
571.81,9.584,18.1073333333,38.321,14.965,9.50866666667,8.183,13.395,23.772,43.6353333333,12.606,12.4026666667,9.41366666667
572.15,9.652,18.1586666667,38.4253333333,15.0376666667,9.59266666667,8.24133333333,13.455,23.8126666667,43.6516666667,12.6823333333,12.4426666667,9.48233333333
572.49,9.711,18.1823333333,38.4883333333,15.0696666667,9.63933333333,8.30433333333,13.497,23.8373333333,43.6763333333,12.728,12.44,9.545
572.83,9.753,18.1643333333,38.528,15.1453333333,9.7,8.32133333333,13.516,23.872,43.6723333333,12.759,12.435,9.589
573.17,9.791,18.185,38.561,15.1843333333,9.70566666667,8.35633333333,13.559,23.9093333333,43.677,12.764,12.46,9.61133333333
573.51,9.833,18.266,38.6276666667,15.1883333333,9.65866666667,8.39066666667,13.5753333333,23.914,43.635,12.8223333333,12.4536666667,9.64033333333
573.85,9.90233333333,18.2616666667,38.7126666667,15.3016666667,9.735,8.446,13.6166666667,24.0336666667,43.6793333333,12.8763333333,12.4826666667,9.698
574.19,9.933,18.2803333333,38.7716666667,15.354,9.801,8.479,13.6566666667,24.1366666667,43.7273333333,12.922,12.528,9.715
574.53,9.98933333333,18.325,38.8053333333,15.4076666667,9.849,8.49233333333,13.6746666667,24.1683333333,43.6923333333,12.9386666667,12.5183333333,9.75333333333
574.87,9.93633333333,18.343,38.8223333333,15.3533333333,9.83033333333,8.45366666667,13.6403333333,24.186,43.6513333333,12.9056666667,12.4676666667,9.767
575.21,9.94966666667,18.36,38.8173333333,15.3576666667,9.87366666667,8.41966666667,13.6516666667,24.2563333333,43.637,12.8966666667,12.433,9.77666666667
575.55,9.934,18.3646666667,38.8443333333,15.398,9.82166666667,8.393,13.6233333333,24.2783333333,43.7123333333,12.9156666667,12.3873333333,9.74133333333
575.89,9.937,18.4216666667,38.813,15.4446666667,9.83533333333,8.40766666667,13.6243333333,24.2926666667,43.7293333333,12.911,12.363,9.72766666667
576.22,9.91966666667,18.419,38.841,15.4933333333,9.91833333333,8.41133333333,13.6243333333,24.2923333333,43.7726666667,12.927,12.384,9.75366666667
576.56,9.91533333333,18.4326666667,38.8496666667,15.443,9.89966666667,8.41466666667,13.581,24.2493333333,43.782,12.84,12.3436666667,9.72733333333
576.90,9.881,18.413,38.8003333333,15.3886666667,9.889,8.386,13.5243333333,24.243,43.6626666667,12.7833333333,12.2923333333,9.68
577.24,9.90533333333,18.4036666667,38.847,15.421,9.95433333333,8.46933333333,13.5836666667,24.2496666667,43.7516666667,12.8073333333,12.3283333333,9.73333333333
577.58,9.95133333333,18.474,38.8536666667,15.4006666667,9.91466666667,8.49466666667,13.6193333333,24.1916666667,43.741,12.8183333333,12.331,9.74866666667
577.92,10.036,18.465,38.854,15.3863333333,9.95766666667,8.48266666667,13.5866666667,24.187,43.6933333333,12.7556666667,12.3213333333,9.83866666667
578.26,10.071,18.4616666667,38.9513333333,15.4203333333,10.0016666667,8.526,13.5803333333,24.2536666667,43.807,12.7813333333,12.3626666667,9.86266666667
578.60,10.1566666667,18.515,38.9486666667,15.5246666667,10.0423333333,8.59833333333,13.5036666667,24.2996666667,43.8686666667,12.759,12.4196666667,9.89033333333
578.94,10.26,18.6086666667,39.136,15.556,10.0926666667,8.72766666667,13.53,24.3623333333,43.8983333333,12.752,12.4853333333,9.94866666667
579.28,10.216,18.6153333333,39.0596666667,15.506,10.089,8.767,13.523,24.316,43.7883333333,12.6703333333,12.467,9.98933333333
