wavelength,Back_SicFlaf,Belly_SicFlaf,Breast_SicFlaf,Crissum_SicFlaf,Crown_SicFlaf,DorTail_SicFlaf,Patch10_SicFlaf,Patch11_SicFlaf,Rump_SicFlaf,Throat_SicFlaf,WingTip_SicFlaf
186.77,54.6268666667,39.2039333333,68.2586666666,27.1643333333,68.6566666667,53.1342666667,21.8904,69.6517333334,55.8707333333,15.8208666667,30.0994666667
187.15,56.8570666666,41.9048,74.9524,33.8095333333,69.9999999999,55.7143333334,23.6191333333,66.2856666668,58.0636333333,20.2858,33.9999
187.53,45.2813333334,28.7445333333,61.5583999999,25.1081333333,59.9134666667,42.5974666668,16.3636666667,55.2380666668,46.6522666667,9.43726666666,25.3248
187.91,33.1577333333,14.7368666667,45.9649333334,9.47366666667,47.1051333333,30.9649333333,0.96486666666,43.8596666665,36.5058444445,-2.63153333335,8.90356666666
188.29,34.2321333333,20.3745333333,42.5468666667,12.2846666667,48.2397333333,32.7341333333,1.79766666667,38.5020000001,35.9550222222,8.4644,7.90259999999
188.67,35.7706,24.7312666667,45.5198666667,14.4086,51.111,35.0537333333,4.94626666667,37.9928000001,36.5592,13.6917333333,11.9354
189.05,37.4713333333,28.3525333333,48.8122666667,16.8582,50.6514,35.4022666667,6.20680000001,37.7012000001,39.5146444445,16.092,13.1034333333
189.43,39.2361333334,34.6526666667,48.8887333333,19.1667333334,46.3888666667,32.6388,11.9444666667,37.4999333333,40.2083333333,19.7221333333,20.1041666667
189.81,35.4262666667,29.5349333333,42.2481333333,9.22473333335,38.2945333333,20.9302,-0.6202,27.9070666667,33.0362666667,9.22473333334,8.3333
190.19,26.7605999999,22.1597333333,37.6527333334,-4.31919999999,24.9764666666,4.97666666666,-13.9906666667,14.4599333333,26.3693222222,-3.66193333336,-5.07046666666
190.57,4.48979999994,0.816266666734,20.8162666667,-37.2787999999,-2.44906666666,-25.7141999999,-43.6735333334,-12.5170666667,5.96368888889,-46.3945333333,-42.4488333333
190.95,-34.4442666666,-41.7778000001,2.8888666666,-97.7778,-50.8888666666,-82.4444666668,-114.888866666,-59.3333333332,-43.5925888889,-114.222266667,-109.444333333
191.33,-122.916666667,-127.083333333,-74.5833333332,-258.333333333,-143.333333333,-224.583333333,-275.0,-167.916666667,-147.361111111,-273.333333334,-252.916666667
191.71,336.2962,325.925866667,254.074133333,585.1852,401.481466667,514.074133334,631.851933333,427.4074,421.481611111,569.629666667,560.370366667
192.09,111.397866667,111.612866667,83.8709333333,184.301,133.548333333,159.569933333,206.451666667,148.172066667,140.681066667,178.279666667,174.946166667
192.47,71.2195333333,76.5852666667,53.9838666666,125.8536,101.463466667,112.682866667,145.5284,99.3496000001,97.1003666666,126.1788,117.0733
192.85,85.6862666667,95.0980666668,69.8039333333,148.823533333,127.451,138.627533333,179.4118,126.274533334,126.928011111,159.215733333,151.764833333
193.23,96.937,118.5586,95.3152666667,156.2162,145.405466667,148.468466667,196.216266667,142.882933333,151.681611111,180.3604,161.4415
193.61,100.360266667,133.1532,101.6216,160.000066667,152.612666667,152.072,210.450533333,143.783733333,163.5136,183.603533333,180.450333333
193.99,123.777666667,161.7778,111.333333333,187.111133333,187.555466667,171.555533333,247.999933333,159.333333333,193.629666667,202.666666667,211.2222
194.37,105.037066667,121.4814,84.5927333335,136.5926,139.851866667,126.814733333,181.037066667,120.888866667,153.728433333,144.2964,155.851733333
194.75,116.8992,129.3024,94.2635333333,151.938066667,149.612333333,140.155066667,192.868333333,137.829533333,169.121555555,142.790533333,163.876033333
195.13,123.030266667,139.090933333,106.212,161.060666667,155.606133333,151.969733333,193.939533334,153.3334,171.212133333,150.757666667,173.484833334
195.51,128.205066667,143.717866667,113.717933333,157.051266667,155.8974,156.282133333,192.307733333,155.384533333,173.012944445,148.845933333,173.269133333
195.89,153.925933333,158.962933333,126.518533333,183.7036,176.000066667,179.999933333,226.073933333,180.0,201.4813,175.852066666,196.222233333
196.27,213.5294,209.0196,167.647,243.725533333,226.470466667,240.980333333,294.313733333,232.941,269.967355556,236.470466667,254.0196
196.65,195.284533333,187.804866667,148.617933333,221.9512,203.089533333,215.121933333,260.4878,207.804733333,239.403755556,220.650466667,221.463366667
197.03,151.8788,150.060666667,120.000066667,180.121133333,159.2728,168.606,200.7272,165.090933333,184.262655556,170.060666667,171.696966667
197.40,170.068,155.6462,120.8164,199.455733333,157.9592,180.9524,209.115666667,169.2516,189.365144444,166.6666,181.088366667
197.78,165.536666667,145.536733334,119.774133333,184.5198,142.599,170.7344,185.988666667,159.773933333,176.3653,154.350466667,162.542333333
198.16,152.795466667,132.365533333,112.7958,170.430133333,124.301066667,154.838666667,166.989266667,143.4408,164.193633333,139.354866667,146.236333333
198.54,165.620866667,152.2876,127.973866667,199.869133333,139.607866667,177.2548,189.5424,164.444533333,185.076266667,166.405266667,167.3204
198.92,141.075266667,138.279466667,114.301066667,174.086,130.645266667,157.096666667,171.2904,143.871066667,162.759833333,148.0646,149.731166667
199.30,125.507266667,126.473333333,103.574866667,158.550666667,116.9082,139.227066667,159.0338,126.859733333,146.280122222,131.014533333,135.265633333
199.68,124.301066667,124.946266667,100.430133333,165.053733333,113.4408,135.376133333,156.666733333,129.5698,143.924644444,134.516,134.2473
200.06,116.4252,122.8986,101.352666667,153.816333333,108.212533334,125.314,143.864733333,124.637666667,135.136911111,125.313933333,130.144866667
200.44,119.004933333,128.159133333,110.1492,154.726533333,118.208866667,130.9452,146.467733333,130.7462,142.039811111,125.273733333,139.751066667
200.82,126.7604,138.216066667,121.9718,157.464733333,126.948266667,142.2536,149.671533334,141.033066667,150.516544445,127.793466667,150.516333333
201.19,129.369333333,138.8288,125.3154,157.7478,133.693666667,145.4956,149.459466667,143.3334,153.003033333,126.666733333,157.3423
201.57,132.7274,143.116933333,132.380933333,158.181933333,144.675333333,152.7272,154.978333333,155.324666667,161.399822222,131.948133333,166.1905
201.95,128.290533333,142.564066667,129.230933333,157.521266667,146.068333333,152.906,154.957266667,159.9146,160.213666667,134.273533333,166.837566667
202.33,137.284,151.111066667,135.390933333,161.892933333,153.580266667,164.2798,163.868333334,169.5474,164.581577778,140.1646,172.098733333
202.71,141.7828,147.906933333,139.224733333,155.891466667,153.2558,164.573666667,165.736533333,167.441866667,164.676933333,135.271266667,169.922533333
203.09,177.640866667,178.256333334,166.666533333,189.640933333,182.461466667,199.897533333,199.179466667,204.8204,202.478611111,162.871666667,208.9743
203.47,213.456866667,213.209866667,196.419866667,224.4444,222.3456,237.5308,230.000066667,242.839333333,240.123377778,190.7408,249.9382
203.85,231.7006,229.523933334,208.299266667,235.238,240.136066667,252.381,245.8502,257.414933333,258.798111111,197.687066667,271.292666667
