wavelength,Back_SicFlaf,Belly_SicFlaf,Breast_SicFlaf,Crissum_SicFlaf,Crown_SicFlaf,DorTail_SicFlaf,Patch10_SicFlaf,Patch11_SicFlaf,Rump_SicFlaf,Throat_SicFlaf,WingTip_SicFlaf
340.87,6.39826666667,18.9011333333,12.2751333333,19.1100666667,5.7958,6.26466666666,3.95266666667,5.36986666667,7.03665555555,16.6894,6.66556666667
341.23,6.26926666667,18.93,12.2526666667,19.0853333333,5.68333333333,6.12693333333,3.79833333333,5.18153333333,6.92018888889,16.6856666667,6.53026666667
341.60,6.16013333333,18.8730666667,12.2064,19.07,5.57133333334,5.99586666667,3.62473333333,5.00726666667,6.795,16.5756666666,6.39056666667
341.96,6.18926666667,18.9816,12.281,19.2880666667,5.6156,6.04526666667,3.6934,5.0336,6.85624444444,16.6434666667,6.42053333333
342.33,6.0776,19.081,12.3096666667,19.3352666667,5.50153333333,5.88226666667,3.55766666667,4.89766666667,6.75283333333,16.6597333334,6.30836666667
342.70,6.02153333333,19.0874666666,12.3384666667,19.3675333334,5.40946666667,5.79706666667,3.55073333333,4.83026666667,6.71727777778,16.6848,6.23113333333
343.06,6.1108,19.1456666667,12.4287333334,19.5444666667,5.4146,5.868,3.6112,4.8544,6.82252222222,16.7932,6.31076666667
343.43,6.09666666667,19.1520666667,12.4218666667,19.5508,5.34433333333,5.8066,3.54213333333,4.76333333333,6.77257777778,16.816,6.22523333333
343.79,6.161,19.3363333333,12.5038666667,19.6805333333,5.42353333333,5.846,3.64893333333,4.80426666667,6.85306666667,16.9390666667,6.2811
344.16,6.40886666667,19.7048666667,12.7632666667,20.0362666667,5.68886666667,6.089,3.91413333333,5.04273333333,7.0828,17.1544,6.45533333333
344.52,6.43646666667,19.8908666667,12.8997333333,20.1834,5.73226666667,6.146,4.00986666667,5.08326666667,7.14554444445,17.3168,6.49643333333
344.89,6.42326666666,20.0357333333,12.9461333333,20.2644,5.78833333333,6.22586666667,4.04006666667,5.10513333333,7.17241111111,17.3818,6.56746666667
345.25,6.1342,19.8319333333,12.7116,20.0591333333,5.62153333333,6.01806666667,3.802,4.89926666667,6.9734,17.1914666667,6.37756666667
345.62,6.0742,19.8372,12.6829333333,20.0547333334,5.56806666667,6.034,3.76873333333,4.91066666667,6.94377777778,17.1969333333,6.3379
345.99,6.01433333333,19.8133333334,12.6584,19.9436666667,5.476,5.959,3.6574,4.8502,6.84044444444,17.1404,6.2897
346.35,6.0406,19.8881333333,12.7390666667,20.0647333333,5.50586666667,6.00146666667,3.6716,4.90226666667,6.90955555556,17.2543333333,6.34753333333
346.72,6.07033333333,20.0020666667,12.8192,20.1296,5.55526666667,6.04766666667,3.64693333333,4.927,6.91978888889,17.2692,6.3664
347.08,6.037,20.0721333333,12.9088666667,20.104,5.6176,6.0206,3.67406666667,4.93233333333,6.91883333333,17.304,6.34526666667
347.45,6.1166,20.1971333334,13.031,20.2126,5.72426666667,6.098,3.7768,5.0834,7.02971111111,17.4342,6.4251
347.81,5.96506666667,20.1778666667,12.9410666667,20.1344666667,5.61226666667,5.9942,3.65366666666,4.98206666667,6.92871111111,17.3460666667,6.26013333333
348.18,5.88286666667,20.1656666667,12.9503333333,20.1191333333,5.5868,5.94813333333,3.56686666666,4.94386666667,6.85366666667,17.3142666667,6.2458
348.54,5.92326666667,20.19,12.9874,20.1589333333,5.62593333333,5.97173333333,3.5702,4.96213333333,6.87516666667,17.2949333333,6.2233
348.91,5.9132,20.256,12.9720666667,20.2188,5.58073333333,5.8636,3.5146,4.95633333333,6.79296666667,17.3164,6.132
349.27,6.13993333333,20.4435333333,13.1500666667,20.3857333333,5.73553333333,5.99473333334,3.72586666667,5.19406666667,6.92354444445,17.476,6.31683333333
349.64,6.28653333333,20.6832,13.2932666667,20.5466666667,5.8406,6.02333333333,3.89126666667,5.29886666667,7.09171111111,17.6716,6.4639
350.00,6.39853333333,20.8016666667,13.3578,20.7179333333,5.95686666667,6.12293333333,4.00486666667,5.4224,7.21596666667,17.8409333333,6.5066
350.37,6.42693333333,20.9015333333,13.3889333333,20.7316666666,5.9828,6.1304,4.0674,5.43933333334,7.18778888889,17.8801333333,6.48906666667
350.73,6.40013333333,20.9451333333,13.3664666667,20.7974,5.95166666667,6.1146,4.07506666667,5.42466666667,7.18806666667,17.9402666667,6.5193
351.10,6.49893333333,21.1051333333,13.4044,20.9593333333,6.03266666667,6.17953333333,4.17393333333,5.57646666667,7.27582222222,18.1091333333,6.65916666667
351.46,6.4854,21.1256,13.4403333333,21.0266,5.98746666667,6.1528,4.15113333333,5.5164,7.26280000001,18.1368666667,6.6916
351.83,6.6638,21.3364,13.6836666667,21.2725333333,6.1598,6.32513333333,4.29973333333,5.6422,7.45608888888,18.3849333333,6.89146666667
352.19,6.7438,21.4998,13.8162666667,21.4,6.2336,6.40666666667,4.4024,5.71833333333,7.56231111111,18.5961333333,6.99323333333
352.55,6.77673333333,21.6590666667,13.8802,21.5336666667,6.2396,6.4234,4.44313333333,5.74133333333,7.59953333334,18.7622,7.07626666667
352.92,6.89673333333,21.8032,14.0785333333,21.6712,6.33373333333,6.59446666667,4.59206666667,5.83873333334,7.73532222222,18.8687333333,7.1888
353.28,7.07626666667,22.0735333333,14.3629333333,21.9840666667,6.4972,6.80286666667,4.7474,5.95793333333,7.93672222222,19.1103333333,7.3414
353.65,7.11953333333,22.1279333333,14.4514,22.0762666667,6.56713333333,6.88093333333,4.7736,5.98926666667,7.95336666667,19.1996,7.3657
354.01,7.03106666667,22.2232666667,14.4755333333,22.1535333333,6.51333333333,6.82293333333,4.699,5.9028,7.83739999999,19.2175333333,7.32756666667
354.38,7.029,22.1547333333,14.4814,22.1511333333,6.50146666667,6.83366666667,4.70826666667,5.8854,7.82653333333,19.2187333333,7.332
354.74,6.9836,22.1950666667,14.5297333333,22.1206666667,6.51173333333,6.79726666667,4.70913333333,5.85613333333,7.81666666666,19.2484666667,7.2676
355.11,7.00326666667,22.2548,14.6396666667,22.2284,6.51466666667,6.8292,4.7258,5.8202,7.87426666667,19.3205333333,7.23176666667
355.47,7.06246666667,22.451,14.7135333333,22.33,6.56386666667,6.8498,4.78686666667,5.87166666667,7.94982222221,19.4060666667,7.26123333333
355.83,7.0198,22.5069333333,14.6632666667,22.3419333333,6.52613333333,6.7734,4.7422,5.8228,7.92043333333,19.3777333333,7.19416666667
356.20,6.90493333333,22.4060666667,14.5501333333,22.244,6.39426666667,6.63006666667,4.5754,5.6684,7.80794444445,19.2566666667,7.018
356.56,6.8524,22.4773333333,14.558,22.2889333333,6.35726666667,6.58406666667,4.48973333333,5.60806666667,7.76302222222,19.2476666667,6.91306666667
356.93,6.81773333333,22.4842666667,14.4796666667,22.2766666667,6.33626666667,6.53906666667,4.458,5.58333333333,7.72110000001,19.2043333333,6.85736666667
357.29,6.6578,22.3976,14.3591333333,22.186,6.2104,6.35746666667,4.31366666667,5.46653333334,7.58647777777,19.142,6.6862
357.66,6.60493333333,22.433,14.3064,22.2058,6.09653333333,6.25573333333,4.21533333334,5.3982,7.50593333334,19.099,6.58203333333
358.02,6.65413333333,22.5,14.3600666667,22.3050666666,6.0782,6.27166666667,4.22293333333,5.42493333333,7.55020000001,19.1722,6.60026666667
358.38,6.64573333333,22.6751333333,14.3791333333,22.3605333333,6.06306666667,6.24933333333,4.20246666667,5.4376,7.58002222223,19.2387333333,6.58313333333
358.75,6.71286666667,22.7653333333,14.4184,22.4507333333,6.05866666667,6.2548,4.1734,5.50773333333,7.5965888889,19.3002,6.5793
359.11,6.718,22.8669333333,14.3824,22.497,6.03226666667,6.20666666667,4.11986666667,5.4994,7.54393333333,19.2732666667,6.55456666667
359.48,6.77793333333,22.9440666667,14.4570666666,22.5995333333,6.10806666667,6.25833333333,4.151,5.58266666667,7.58057777779,19.3372666667,6.5836
359.84,6.8952,23.1051333334,14.5574666667,22.797,6.16993333333,6.3298,4.23073333333,5.70866666667,7.62276666667,19.4802,6.68513333333
360.20,7.0162,23.2318666667,14.7008,22.9425333333,6.29053333333,6.41133333333,4.3544,5.83866666667,7.73605555556,19.6436,6.806
360.57,7.07866666667,23.2926666667,14.8086666667,22.986,6.35406666667,6.46726666667,4.44226666667,5.92033333333,7.79666666667,19.6914666667,6.89076666666
360.93,7.04953333333,23.3274,14.8692,23.0235333334,6.33153333333,6.4634,4.41533333333,5.89533333333,7.80805555555,19.7372,6.88743333333
361.29,7.1124,23.4505333333,14.9492666667,23.0615333333,6.3606,6.5424,4.45033333333,5.93446666667,7.84366666667,19.7784,6.9246
361.66,7.14706666667,23.4776,15.0295333333,23.1402,6.4678,6.6208,4.53026666667,5.99086666666,7.91396666667,19.8922,6.99126666667
362.02,7.22253333333,23.5987333333,15.1346666667,23.2137333333,6.5722,6.70546666667,4.62626666667,6.0668,7.99893333334,19.9841333333,7.074
362.39,7.28526666667,23.6920666667,15.2008,23.3412666667,6.63986666667,6.7332,4.68333333333,6.10073333333,8.02078888888,20.0366666667,7.09916666667
362.75,7.30493333333,23.765,15.2540666667,23.4487333333,6.67393333333,6.7284,4.71966666667,6.0908,8.04327777778,20.0689333333,7.12103333333
363.11,7.25713333333,23.7507333333,15.2953333333,23.4745333333,6.63906666667,6.6894,4.693,6.0758,8.00695555556,20.1098666667,7.07343333333
363.48,7.1752,23.7373333333,15.2412666667,23.4523333333,6.58726666667,6.62286666667,4.65306666667,5.992,7.96207777778,20.1293333333,7.0043
363.84,7.05866666667,23.7007333333,15.1979333333,23.3720666667,6.52613333333,6.50653333333,4.60306666667,5.85066666667,7.87857777777,20.0802,6.8865
364.20,7.0394,23.8067333333,15.2178,23.4163333333,6.48673333333,6.48946666667,4.60293333333,5.8174,7.84681111111,20.0830666667,6.84163333333
364.57,7.0324,23.8521333333,15.2397333333,23.5363333333,6.47946666667,6.50453333333,4.6088,5.81866666666,7.86478888888,20.1414666667,6.8284
364.93,7.02546666667,23.9544,15.2768666667,23.6346666667,6.49,6.48186666667,4.60153333333,5.79193333333,7.85153333334,20.1726,6.79663333333
365.29,7.04426666667,24.0752666667,15.3112,23.712,6.54546666667,6.47686666667,4.63926666667,5.8244,7.88425555556,20.247,6.81876666667
365.66,7.04933333333,24.2008666667,15.333,23.7330666667,6.50893333333,6.4542,4.61426666667,5.8328,7.87038888888,20.2415333333,6.77266666667
366.02,7.02253333333,24.2262,15.3084666667,23.7182666667,6.4976,6.4096,4.612,5.77366666667,7.85629999999,20.2200666667,6.6948
366.38,7.00933333333,24.2963333333,15.3547333333,23.7634,6.5296,6.44186666666,4.64673333333,5.7974,7.88265555556,20.3088,6.71083333333
366.75,7.0744,24.4237333333,15.4132,23.8758,6.58713333333,6.4918,4.70846666667,5.8292,7.94511111111,20.3967333333,6.76203333333
367.11,7.1112,24.5257333333,15.4502,23.925,6.61726666667,6.5308,4.77113333333,5.85033333333,8.00290000001,20.4619333333,6.80123333333
367.47,7.1842,24.6299333333,15.5423333333,24.0228,6.63746666667,6.6076,4.81666666667,5.88593333333,8.08488888889,20.5015333333,6.8435
367.84,7.3154,24.7555333333,15.69,24.1472666667,6.74386666667,6.766,4.9146,6.02006666667,8.22022222222,20.6284666666,6.96493333333
368.20,7.34233333333,24.787,15.7335333333,24.1746666667,6.77866666667,6.778,4.89846666667,5.99986666667,8.21266666666,20.6695333333,6.94386666667
368.56,7.39353333333,24.8693333333,15.7478666667,24.1788666666,6.79793333333,6.75373333333,4.898,5.96993333333,8.20462222221,20.7364666667,6.91916666667
368.93,7.46766666667,24.9260666667,15.8046,24.2344,6.82273333333,6.7748,4.9244,6.00573333333,8.23244444444,20.8288,6.93393333333
369.29,7.50233333333,24.9606666667,15.8707333333,24.3334,6.82426666667,6.8082,4.97313333334,6.0254,8.26414444444,20.8974,6.92413333333
369.65,7.4106,25.0040666667,15.8428,24.3947333333,6.751,6.73933333333,4.9148,5.9358,8.21115555556,20.8974666667,6.88096666667
370.01,7.46286666667,25.1224,15.942,24.5048666667,6.78073333334,6.7608,4.93086666667,6.02013333333,8.25637777778,20.9874666667,6.92273333333
370.38,7.52186666667,25.2078666667,16.0246666667,24.6396666667,6.8112,6.78213333334,4.939,6.06713333333,8.32167777778,21.0562666667,6.95906666667
370.74,7.51493333333,25.2647333333,16.1141333333,24.7066666667,6.83773333333,6.8202,4.97373333333,6.1016,8.34580000001,21.1204,6.97536666667
371.10,7.50453333333,25.3457333334,16.1492666667,24.768,6.89946666667,6.8034,4.9894,6.09566666667,8.37133333334,21.1202,6.9807
371.46,7.51106666666,25.4321333333,16.2248666667,24.8731333333,6.95946666667,6.8032,5.0334,6.14606666667,8.35417777778,21.2051333333,7.01103333333
371.83,7.59153333333,25.5652666667,16.3254,24.9942,7.04406666667,6.85713333333,5.09686666667,6.22986666667,8.40084444444,21.3266666667,7.08096666667
372.19,7.5504,25.6142666667,16.3109333333,25.0483333333,6.99826666667,6.8322,5.083,6.27213333333,8.42176666667,21.3618,7.06793333333
372.55,7.52206666667,25.6776666667,16.3489333333,25.0966,7.00166666667,6.81793333333,5.06726666667,6.3076,8.41655555555,21.3759333333,7.0608
372.92,7.45466666667,25.7234,16.3485333333,25.0908666667,6.94686666667,6.77066666667,5.00886666667,6.2448,8.40213333334,21.3879333333,7.01673333333
373.28,7.3404,25.6923333333,16.2487333333,25.0387333333,6.868,6.594,4.88226666667,6.095,8.28851111112,21.3152,6.92163333333
373.64,7.3642,25.77,16.3140666667,25.0511333333,6.89833333333,6.58286666667,4.90193333333,6.0802,8.29912222223,21.3469333333,6.9097
374.00,7.27893333333,25.7544,16.2935333334,25.0910666667,6.83906666667,6.52266666667,4.8416,5.9878,8.20892222222,21.3216666667,6.84183333333
374.37,7.2696,25.7742,16.2936,25.1110666667,6.83093333333,6.55373333333,4.84213333333,6.0024,8.19181111112,21.3233333333,6.84533333333
374.73,7.24373333333,25.8115333333,16.289,25.1299333333,6.79666666667,6.53153333333,4.82833333333,5.9864,8.15881111111,21.3793333333,6.8015
375.09,7.24486666667,25.8759333333,16.3111333333,25.2079333333,6.73333333333,6.5422,4.81493333333,5.98166666667,8.15892222222,21.4205333333,6.7625
375.45,7.2074,25.9356,16.3307333333,25.2168666667,6.6358,6.4738,4.71866666667,5.89166666667,8.12957777778,21.4481333333,6.7103
375.81,7.15686666667,25.9298666667,16.3435333333,25.2463333333,6.57393333333,6.4316,4.69313333333,5.85893333334,8.1234111111,21.4163333333,6.64273333333
376.18,7.246,26.0349333333,16.4512,25.3546,6.6458,6.4846,4.77006666667,5.87433333333,8.18252222222,21.4967333333,6.6941
376.54,7.30906666666,26.1733333334,16.5582666667,25.5045333333,6.69233333333,6.55673333333,4.8452,5.91786666667,8.25714444445,21.6184,6.72673333333
376.90,7.3672,26.3293333333,16.6434,25.6321333333,6.76986666667,6.61953333333,4.92873333333,5.99946666667,8.31236666667,21.7478,6.77503333333
377.26,7.434,26.4212666667,16.754,25.7828666667,6.79913333333,6.75486666667,5.0002,6.09953333333,8.40423333334,21.8345333333,6.83953333333
377.63,7.48693333333,26.4837333333,16.7945333333,25.8568,6.83393333333,6.7926,5.0448,6.16086666667,8.42523333333,21.8850666667,6.88186666667
377.99,7.59273333333,26.6054,16.8867333333,25.9395333333,6.90213333333,6.8536,5.12006666667,6.245,8.51096666666,22.0241333333,6.9657
378.35,7.63066666667,26.7350666667,16.9756,25.9982,6.89093333333,6.83246666667,5.15346666667,6.21966666667,8.52355555556,22.1082666666,6.96093333333
378.71,7.69453333333,26.8661333334,17.014,26.0884666667,6.93766666667,6.87913333333,5.18813333333,6.26046666667,8.55153333334,22.2000666667,7.01776666666
379.07,7.73713333333,26.8711333333,17.0418,26.1048,6.99053333334,6.88306666667,5.19873333333,6.28953333333,8.53189999999,22.234,7.03613333333
379.44,7.6968,26.8807333333,17.0124666667,26.091,6.9986,6.86193333333,5.2104,6.29173333333,8.50386666667,22.2213333333,6.9868
379.80,7.64166666667,26.9496,16.9687333333,26.1136,6.97273333333,6.78253333333,5.14573333333,6.23673333333,8.41094444444,22.1852,6.948
380.16,7.5586,26.9820666667,16.9390666667,26.1063333333,6.92206666667,6.70906666667,5.0956,6.1788,8.32473333333,22.1778666667,6.89393333333
380.52,7.4658,26.9122,16.844,26.0154666667,6.8536,6.60233333333,4.98853333333,6.0728,8.21346666667,22.111,6.82066666667
380.88,7.525,27.0022666667,16.9315333333,26.1188666667,6.90013333333,6.64433333333,5.04573333333,6.16953333333,8.2614888889,22.1414,6.8558
381.24,7.54026666667,27.0641333333,16.9304666667,26.1592,6.9074,6.61386666667,5.06286666667,6.18313333333,8.25357777778,22.1832,6.8683
381.61,7.56526666667,27.1414,16.9673333333,26.2196,6.93326666667,6.6196,5.0424,6.172,8.27233333334,22.2573333333,6.8674
381.97,7.54413333333,27.1927333333,16.9745333333,26.2971333333,6.9354,6.61286666667,5.02753333334,6.1636,8.24325555555,22.2432,6.8452
382.33,7.5698,27.2612,16.9972666667,26.4017333333,7.01306666667,6.64373333333,5.07046666667,6.22806666667,8.28877777777,22.3113333334,6.87266666667
382.69,7.57733333333,27.3231333334,17.0542,26.4282666667,7.02093333333,6.623,5.06966666667,6.23813333333,8.31655555555,22.2984,6.85186666667
383.05,7.57193333333,27.4042,17.0946,26.4954,7.01766666667,6.6128,5.10453333333,6.24793333333,8.32141111112,22.3555333333,6.85683333333
383.41,7.59546666667,27.4642666667,17.128,26.5963333333,7.0112,6.62173333334,5.12813333333,6.2622,8.30391111111,22.4123333334,6.87163333333
383.77,7.6554,27.5472,17.226,26.7028,7.06253333333,6.684,5.201,6.31953333333,8.35660000001,22.5163333334,6.91636666667
384.14,7.70733333333,27.6479333333,17.2891333334,26.8131333333,7.11346666666,6.71766666667,5.22246666667,6.36573333333,8.41915555556,22.5568,6.96073333333
384.50,7.74866666667,27.7691333333,17.3803333333,26.9374666667,7.13826666667,6.74073333333,5.27773333333,6.41453333333,8.46479999999,22.6202,6.9856
384.86,7.73853333333,27.8108,17.3648,26.9685333333,7.13373333333,6.7116,5.28226666667,6.36126666667,8.45135555555,22.6289333334,6.98243333333
385.22,7.81046666667,27.9020666667,17.4756,27.0964666667,7.23953333333,6.77986666667,5.3704,6.42946666667,8.51476666667,22.7257333333,7.03326666667
385.58,7.8736,28.0746666667,17.6126,27.2582666667,7.31673333333,6.85393333333,5.47586666667,6.53113333333,8.61442222221,22.853,7.0772
385.94,7.78333333333,28.0614,17.5570666667,27.2306666666,7.24706666667,6.75286666667,5.41333333333,6.44773333333,8.54977777777,22.7953333333,6.9938
386.30,7.7382,28.1146,17.5868666667,27.2357333333,7.19453333334,6.7276,5.3688,6.40293333333,8.52372222222,22.7826666667,6.94753333333
386.66,7.68346666667,28.1315333333,17.5877333333,27.2945333333,7.1448,6.69513333333,5.32906666667,6.3736,8.4988888889,22.8271333333,6.90053333333
387.03,7.6792,28.2485333333,17.6034,27.3848666667,7.1514,6.68866666667,5.3088,6.36793333333,8.51338888889,22.8607333333,6.88536666667
387.39,7.73713333334,28.3754666667,17.6566,27.4695333334,7.20833333334,6.69746666667,5.33653333333,6.3958,8.55144444444,22.9336666667,6.91096666667
387.75,7.7592,28.4800666667,17.7150666667,27.5684,7.22253333333,6.6884,5.34173333333,6.3906,8.60374444444,23.0196,6.90693333333
388.11,7.76653333333,28.5274,17.7536,27.6276,7.23846666667,6.7054,5.3564,6.4182,8.61557777778,23.1118,6.9038
388.47,7.78193333333,28.6204,17.7994666667,27.6992,7.2432,6.70413333333,5.3598,6.43266666667,8.62726666666,23.1670666667,6.8948
388.83,7.80106666667,28.6813333333,17.8460666667,27.7868666667,7.24753333333,6.7162,5.355,6.4554,8.61954444444,23.2292,6.9015
389.19,7.71253333333,28.7782666667,17.8348666667,27.8254,7.14353333333,6.63346666667,5.24913333333,6.36226666667,8.55299999999,23.2570666667,6.8323
389.55,7.6678,28.7388666667,17.7924,27.8356666666,7.07733333333,6.55073333333,5.16646666667,6.27506666667,8.47376666667,23.1948666667,6.78283333333
389.91,7.77606666667,28.9117333333,17.9477333333,27.9784,7.1656,6.65346666667,5.2752,6.40286666667,8.58883333333,23.3473333333,6.8754
390.27,7.75126666666,28.9442,17.9174666667,28.013,7.13973333333,6.60766666667,5.24633333333,6.38886666667,8.53271111111,23.3589333333,6.86006666667
390.63,7.78366666667,29.0426,17.9870666667,28.1097333333,7.19273333333,6.63693333333,5.28726666667,6.4236,8.53596666667,23.4275333333,6.895
391.00,7.89273333333,29.1957333333,18.1323333333,28.2782666667,7.284,6.73126666667,5.3708,6.51753333333,8.60664444444,23.5838,6.99953333333
391.36,7.9436,29.2934,18.2424666667,28.408,7.35686666667,6.81166666667,5.42753333333,6.59433333333,8.6903,23.6900666667,7.06853333334
391.72,7.9448,29.3319333333,18.2299333333,28.4605333333,7.3538,6.83706666667,5.4264,6.60446666667,8.66682222223,23.7236666667,7.08266666666
392.08,7.9864,29.4384666667,18.2498666666,28.5537333333,7.37146666667,6.84946666667,5.46306666667,6.61666666667,8.6684888889,23.7919333333,7.094
392.44,8.051,29.5242,18.3152,28.6228,7.44653333333,6.92673333333,5.5492,6.68846666667,8.71962222222,23.8684,7.16693333333
392.80,8.08446666667,29.5839333334,18.3554666667,28.6782666667,7.5092,6.95793333333,5.58693333334,6.72646666667,8.76245555555,23.9408666667,7.21136666667
393.16,8.15179999999,29.6432,18.4197333333,28.7420666667,7.56933333333,7.012,5.66133333333,6.80153333333,8.80544444444,23.9638,7.25283333333
393.52,8.20953333333,29.7408,18.4922666667,28.8316666667,7.63346666667,7.089,5.75406666667,6.8852,8.87547777777,24.0864,7.3251
393.88,8.223,29.772,18.5098,28.8883333333,7.64846666667,7.09366666667,5.77213333333,6.885,8.88716666666,24.1220666667,7.31973333333
394.24,8.28813333333,29.8727333333,18.6097333333,29.0018,7.7354,7.16593333333,5.84386666667,6.95286666667,8.97348888888,24.2032666667,7.384
394.60,8.28593333333,29.8966,18.6287333333,29.0318,7.72813333333,7.15906666667,5.86366666667,6.9434,8.99205555556,24.2464,7.38213333333
394.96,8.3236,29.9278666667,18.6524666667,29.0646666666,7.7634,7.19333333333,5.9274,6.97426666667,9.03762222223,24.27,7.4263
395.32,8.35653333334,30.0022,18.6870666667,29.1305333333,7.76646666667,7.20726666667,5.95166666667,6.9754,9.02766666667,24.3040666667,7.44933333333
395.68,8.37280000001,30.0521333333,18.7454666667,29.1686,7.7384,7.1836,5.95366666667,6.96666666667,9.02894444444,24.3256,7.43463333333
396.04,8.31153333334,30.0315333333,18.7334666667,29.1474666667,7.67386666667,7.10993333333,5.891,6.92886666667,8.97673333334,24.2649333334,7.37113333333
396.40,8.25966666667,30.0004,18.6828,29.1725333333,7.609,7.04113333333,5.8192,6.8704,8.92598888889,24.2494666667,7.31073333333
396.76,8.23013333333,30.0449333334,18.6544666667,29.1908,7.54706666666,7.0036,5.76526666667,6.81013333333,8.86686666667,24.2596666667,7.2348
397.12,8.21880000001,30.1458666667,18.6846,29.2612,7.54686666667,6.97826666666,5.74046666667,6.78566666666,8.8478,24.3313333333,7.20986666667
397.48,8.143,30.1271333333,18.645,29.2633333333,7.49066666667,6.91253333333,5.66713333333,6.72453333333,8.76281111111,24.2794666667,7.13126666667
397.84,8.18460000001,30.2117333333,18.6856666667,29.3521333333,7.5318,6.94466666667,5.69326666667,6.75493333333,8.76175555555,24.367,7.17623333333
398.20,8.18979999999,30.2916,18.7042666667,29.4235333334,7.5134,6.94606666667,5.70246666667,6.73546666667,8.76270000001,24.4536,7.16446666667
398.56,8.24646666667,30.3874,18.7472666666,29.5024,7.5646,6.97566666667,5.75246666667,6.77926666667,8.79441111111,24.5121333333,7.2208
398.92,8.12666666667,30.3548,18.7014,29.4985333333,7.473,6.85506666667,5.6564,6.68213333333,8.6764,24.4962,7.09686666667
399.28,8.04859999999,30.3425333333,18.6667333333,29.4734,7.4138,6.77726666667,5.58113333333,6.61873333334,8.61163333333,24.4645333333,7.0174
399.64,8.04046666666,30.3940666667,18.6598,29.5192,7.4372,6.77386666667,5.58126666667,6.61286666667,8.5697111111,24.5158,7.00763333333
400.00,8.11073333333,30.4860666667,18.7529333333,29.618,7.5186,6.85326666667,5.66726666667,6.6484,8.63816666667,24.6212,7.08943333333
400.36,8.14920000001,30.6070666667,18.8496666667,29.7149333333,7.56913333333,6.90506666667,5.7308,6.6894,8.69716666667,24.7194,7.14046666667
400.72,8.17913333334,30.709,18.9652666667,29.8413333333,7.61446666667,6.93073333333,5.78886666667,6.73213333333,8.73350000001,24.8062,7.21026666667
401.08,8.16246666667,30.7284666667,18.9913333333,29.9060666667,7.60286666667,6.932,5.79633333333,6.72986666667,8.73088888888,24.844,7.20533333333
401.44,8.19833333333,30.8940666667,19.0786,30.0286666667,7.64046666667,6.94526666667,5.83453333333,6.75633333333,8.76375555554,24.9616,7.21833333333
401.80,8.13279999999,30.9565333333,19.0826666667,30.0598666667,7.59193333333,6.87553333333,5.7646,6.69993333333,8.70539999999,24.9423333333,7.15476666667
402.16,8.11880000001,31.0151333333,19.1072,30.1072,7.57453333333,6.84166666667,5.73986666667,6.7038,8.65935555555,24.9403333334,7.1331
402.52,8.1318,31.1518666667,19.1814,30.2369333333,7.57673333333,6.88033333333,5.74626666667,6.73973333333,8.68022222222,25.0201333334,7.13033333334
402.88,8.18786666667,31.2892666666,19.2675333334,30.3114666667,7.62633333333,6.95286666667,5.77873333333,6.78366666667,8.74354444444,25.0958,7.16556666667
403.24,8.20046666666,31.3500666667,19.2938666667,30.3938,7.65753333333,6.9588,5.8106,6.7926,8.75977777778,25.1504666667,7.17613333333
403.60,8.21046666667,31.4368,19.3656666667,30.4744,7.68046666667,6.9704,5.83313333333,6.82073333333,8.79451111113,25.1948,7.18216666667
403.95,8.26886666667,31.6041333333,19.4792666667,30.6036,7.74933333334,7.03166666667,5.9054,6.9166,8.87508888889,25.3238,7.24293333333
404.31,8.23586666667,31.6116666667,19.4512,30.6246,7.73573333334,6.9726,5.85473333333,6.90473333333,8.82476666666,25.3106666667,7.2074
404.67,8.19786666666,31.6172,19.4136,30.6071333333,7.70886666667,6.9448,5.81533333333,6.90133333333,8.79744444446,25.2954,7.14856666667
405.03,8.21246666666,31.6699333333,19.4140666667,30.6405333333,7.72873333333,6.95733333333,5.8296,6.9214,8.81395555556,25.2953333333,7.16516666667
405.39,8.24273333333,31.6958,19.4394666667,30.6428666667,7.74113333334,6.98166666667,5.86066666667,6.9324,8.85339999999,25.3155333333,7.18893333333
405.75,8.26719999999,31.7734666667,19.5000666667,30.7056666667,7.75246666667,7.02073333333,5.90373333333,6.95953333333,8.90265555556,25.3825333333,7.2046
406.11,8.30493333333,31.8448,19.5546666667,30.7888,7.8018,7.06853333333,5.94393333333,6.98326666667,8.95224444444,25.4119333333,7.2372
406.47,8.34759999999,31.8760666667,19.5938666667,30.8381333333,7.86179999999,7.09606666667,5.98673333333,7.0196,8.99363333332,25.4604,7.28336666667
406.83,8.30373333334,31.8321333333,19.5270666667,30.8075333333,7.79786666667,7.02946666667,5.94553333333,6.968,8.94243333334,25.4182666667,7.22906666667
407.19,8.29573333334,31.9009333333,19.5354,30.8454666667,7.75786666667,7.0002,5.93413333333,6.9616,8.92341111112,25.4360666667,7.21273333333
407.55,8.27993333333,31.9170666667,19.518,30.8381333333,7.7412,6.9754,5.91813333333,6.93853333333,8.90948888889,25.4274666667,7.20536666667
407.90,8.20853333333,31.9164,19.4669333333,30.8637333333,7.64053333334,6.8812,5.83093333333,6.82246666667,8.80163333333,25.3877333333,7.12313333333
408.26,8.20853333334,32.0448666667,19.5451333333,30.9650666667,7.6336,6.91146666667,5.8264,6.8014,8.80842222222,25.4566666667,7.1095
408.62,8.25853333333,32.1511333333,19.6218,31.0854,7.6934,6.94386666667,5.88,6.82313333333,8.8536,25.5106,7.1386
