wavelength,Back_PooCabm,Belly_PooCabm,Breast_PooCabm,Crissum_PooCabm,Crown_PooCabm,DorTail_PooCabm,Patch10_PooCabm,Patch11_PooCabm,Patch12_PooCabm,Rump_PooCabm,Throat_PooCabm,WingTip_PooCabm
507.54,6.9424,41.8670666667,21.5012666667,10.7240666667,7.13333333333,6.69706666667,19.8043333333,6.536,28.7254666667,4.03933333333,23.2004,8.17073333334
507.88,6.93979999999,41.8914,21.5255333333,10.7512,7.14233333333,6.69613333333,19.8074,6.55373333334,28.7466,4.05046666667,23.2056666667,8.17326666667
508.23,6.93686666667,41.8919333333,21.5337333333,10.7632666667,7.13186666667,6.677,19.787,6.563,28.7501333333,4.05486666667,23.2104,8.17213333333
508.58,6.92526666667,41.8292666667,21.5197333333,10.7636,7.116,6.66906666667,19.7603333334,6.5636,28.7011333333,4.05793333333,23.176,8.16293333333
508.93,6.93179999999,41.8414,21.5318666667,10.7844,7.11033333333,6.66773333333,19.7660666667,6.57666666667,28.7147333333,4.07213333333,23.1625333333,8.16906666667
509.27,6.96560000001,41.8622666667,21.5689333333,10.8358666667,7.14106666667,6.70726666667,19.7943333334,6.62813333333,28.7504,4.119,23.19,8.19566666667
509.62,6.95453333334,41.8691333333,21.5713333333,10.8345333333,7.12073333333,6.6818,19.7903333333,6.62526666667,28.7652666667,4.10866666666,23.1869333333,8.17993333333
509.97,6.95386666666,41.866,21.579,10.8408,7.11706666667,6.66566666667,19.7609333334,6.6358,28.7616666667,4.1072,23.1794,8.1678
510.32,6.94273333334,41.8892,21.587,10.8596,7.10666666667,6.6622,19.7595333333,6.641,28.7736666667,4.10246666667,23.1806666667,8.1626
510.66,6.967,41.9512666667,21.6395333333,10.9058,7.12446666667,6.66846666666,19.7879333333,6.67226666667,28.8126666667,4.12806666667,23.2287333333,8.19113333333
511.01,6.97046666667,41.9576,21.6666666667,10.9384,7.12866666667,6.66513333333,19.8050666667,6.69426666667,28.818,4.14386666667,23.2429333333,8.2006
511.36,6.96653333334,41.9436666667,21.6698666667,10.9522666667,7.12726666667,6.6592,19.8022666667,6.7034,28.8117333333,4.1448,23.2497333333,8.19933333333
511.70,6.97886666667,41.967,21.6977333333,10.9800666667,7.11946666667,6.6612,19.8119333333,6.73593333333,28.8284,4.16053333333,23.2632666667,8.21333333333
512.05,7.00686666667,42.0200666667,21.7449333333,11.0194666667,7.1464,6.69146666667,19.8465333333,6.77293333333,28.8666,4.19433333333,23.3053333333,8.242
512.40,7.03173333334,42.0948,21.7888666667,11.0704,7.1654,6.71446666667,19.8712666667,6.8198,28.912,4.23186666667,23.3568,8.2766
512.75,7.03486666667,42.1126,21.8190666667,11.0930666667,7.17546666667,6.71986666667,19.8878666667,6.841,28.9022666667,4.24353333333,23.3958,8.2802
513.09,7.03526666666,42.117,21.8212666667,11.1046,7.18126666667,6.70166666667,19.8844,6.84793333333,28.8892,4.24573333333,23.3974666667,8.28346666667
513.44,7.04093333334,42.1216666667,21.8384,11.1538666667,7.1998,6.73086666667,19.8831333333,6.88353333333,28.8866666667,4.2722,23.4158666667,8.30473333333
513.79,7.05599999999,42.1688,21.8734666667,11.2077333333,7.216,6.73886666667,19.9069333334,6.9198,28.9224666666,4.29373333333,23.4588,8.33106666667
514.13,7.07346666666,42.2023333333,21.9056,11.2549333333,7.23813333333,6.76733333333,19.9309333333,6.96433333333,28.931,4.3312,23.4864666667,8.35573333333
514.48,7.0588,42.1784666667,21.8924666666,11.2717333333,7.2302,6.75306666667,19.9014,6.9688,28.8844,4.32606666666,23.4467333333,8.33973333332
514.83,7.08206666667,42.2165333333,21.9319333333,11.3200666667,7.23786666667,6.773,19.9156,7.00933333333,28.9200666667,4.34586666667,23.4702,8.35086666667
515.17,7.09926666667,42.2718666667,21.9772,11.3694,7.24913333333,6.78066666667,19.9376666667,7.05453333333,28.9507333333,4.36446666667,23.5036,8.35913333333
515.52,7.09906666667,42.2416666666,21.9696666667,11.3887333333,7.243,6.77853333333,19.9259333333,7.07093333333,28.9232,4.37806666667,23.4937333333,8.3554
515.87,7.09766666667,42.1698,21.9514,11.4155333333,7.24173333333,6.77206666667,19.8973333333,7.1024,28.8867333333,4.38726666667,23.4514,8.35226666666
516.21,7.1128,42.1597333333,21.9698666667,11.4460666667,7.24386666667,6.7854,19.8966666667,7.12973333334,28.8856666667,4.40326666667,23.4334,8.35753333334
516.56,7.11893333334,42.1646,21.979,11.4767333333,7.2448,6.7966,19.8958666667,7.15593333333,28.8978,4.42326666667,23.4186666667,8.36986666667
516.91,7.12646666667,42.1848,21.9955333334,11.5012666667,7.243,6.81293333333,19.8967333333,7.1892,28.9078666667,4.4378,23.421,8.3792
517.25,7.12666666667,42.1592,21.9928,11.5068666667,7.23233333334,6.80493333333,19.8826,7.20966666667,28.8854,4.44553333333,23.4022,8.3788
517.60,7.13373333333,42.151,22.0038666667,11.5184,7.23,6.81266666667,19.8756666667,7.23513333333,28.8763333333,4.45833333334,23.3865333333,8.37566666667
517.95,7.13606666667,42.112,22.0074666667,11.527,7.2184,6.81326666667,19.8484,7.2564,28.8672,4.47053333333,23.3700666667,8.37126666666
518.29,7.15086666667,42.1111333333,22.0206,11.5419333333,7.22433333333,6.829,19.8482666667,7.28473333333,28.8746,4.4956,23.3920666667,8.38439999999
518.64,7.14919999999,42.1298666667,22.0314,11.5534,7.23333333333,6.8358,19.8507333333,7.30633333333,28.8777333333,4.514,23.4097333333,8.3822
518.99,7.15799999999,42.1198,22.0477333333,11.5704,7.23973333333,6.84566666667,19.8426,7.31826666667,28.8648666667,4.53226666667,23.404,8.38773333334
519.33,7.18306666667,42.1452,22.0816,11.6063333333,7.26326666667,6.85926666667,19.8589333333,7.353,28.8852,4.56053333333,23.4254666666,8.40966666667
519.68,7.1968,42.2170666666,22.1352,11.6382,7.27153333333,6.87573333333,19.8965333333,7.37686666667,28.9265333333,4.58266666667,23.4651333333,8.42393333333
520.02,7.19739999999,42.2434,22.1443333333,11.6478,7.26873333333,6.8618,19.9051333333,7.38646666667,28.9323333333,4.58393333333,23.4730666667,8.41893333333
520.37,7.20259999999,42.2230666667,22.159,11.6768666667,7.26746666667,6.8598,19.8935333333,7.41266666667,28.9222,4.60606666667,23.4836,8.41800000001
520.72,7.19533333333,42.2286,22.1704,11.6973333333,7.25846666667,6.84086666667,19.8886,7.42,28.9063333333,4.61253333333,23.4839333333,8.40193333333
521.06,7.21973333333,42.2727333333,22.2168666667,11.7371333333,7.27626666667,6.86206666667,19.9184,7.45106666667,28.9343333333,4.63866666667,23.5180666667,8.42146666666
521.41,7.23980000001,42.3142,22.2545333333,11.7865333333,7.29826666667,6.8798,19.939,7.488,28.9536,4.6748,23.5584666667,8.44293333333
521.75,7.25173333333,42.3213333333,22.27,11.821,7.30453333333,6.87546666667,19.951,7.51406666667,28.9445333333,4.7012,23.5675333333,8.45653333333
522.10,7.24986666667,42.3246666667,22.2719333333,11.8542666667,7.30513333333,6.86806666667,19.9520666667,7.5404,28.9381333333,4.70306666667,23.5621333333,8.45473333333
522.45,7.25233333333,42.2996666667,22.2873333333,11.8974666667,7.2938,6.8688,19.9398666667,7.56326666667,28.9237333333,4.71553333333,23.5522,8.47193333334
522.79,7.27213333333,42.3348,22.3038,11.9418666667,7.30226666667,6.87293333334,19.9574,7.6114,28.9599333333,4.7382,23.5782666667,8.48893333333
523.14,7.26933333333,42.3512,22.3272666667,11.9747333333,7.2952,6.88586666667,19.9639333333,7.6396,28.9663333333,4.74626666667,23.5768,8.48499999999
523.48,7.26693333334,42.3344666667,22.3249333333,11.9992,7.2912,6.8846,19.9439333333,7.66366666667,28.9532,4.76046666667,23.5688666667,8.48520000001
523.83,7.26806666668,42.3317333333,22.3466,12.0355333333,7.28733333333,6.89033333333,19.9417333333,7.70006666667,28.9544,4.7746,23.5867333333,8.486
524.17,7.26186666666,42.3266,22.3494,12.0393333333,7.27353333334,6.8882,19.9328666667,7.71726666667,28.9496,4.773,23.5726666667,8.47246666667
524.52,7.2698,42.3288666667,22.3538666667,12.0686,7.27286666667,6.88993333333,19.9331333333,7.75453333334,28.9575333333,4.79706666667,23.5782,8.48986666666
524.87,7.26833333334,42.3355333333,22.3682666667,12.0816,7.26526666667,6.8874,19.9203333333,7.77353333333,28.9536666667,4.80286666667,23.5683333333,8.48093333334
525.21,7.25626666667,42.3051333333,22.3536,12.08,7.23926666667,6.8678,19.9002666667,7.7764,28.9253333334,4.80766666667,23.5262,8.46173333334
525.56,7.26846666666,42.3192666667,22.3738666667,12.1133333333,7.2466,6.87773333333,19.9060666667,7.80913333333,28.9308666667,4.82833333333,23.5351333333,8.46613333334
525.90,7.2998,42.403,22.4434666667,12.1652,7.2574,6.90213333333,19.9526666667,7.861,28.9872,4.87566666667,23.5608666667,8.48700000001
526.25,7.31546666667,42.4702,22.4735333333,12.196,7.26666666667,6.91166666667,19.9822666667,7.91053333333,29.0413333333,4.90373333333,23.58,8.48986666666
526.59,7.32393333334,42.5203333333,22.5098666667,12.2291333333,7.26886666667,6.9232,19.9982666666,7.9404,29.0725333333,4.9258,23.5814,8.50006666668
526.94,7.3268,42.5602666667,22.5336,12.2486,7.26513333333,6.91733333333,20.0117333333,7.9668,29.0886666667,4.94266666667,23.6020666667,8.50686666666
527.28,7.35386666667,42.6386666667,22.5872666667,12.2963333333,7.28386666667,6.93553333333,20.0527333333,8.01586666667,29.1447333333,4.9786,23.6516,8.52986666667
527.63,7.36893333333,42.6928666667,22.6248,12.3308,7.29346666667,6.95406666667,20.0828666667,8.05133333333,29.1899333334,5.01033333333,23.6856666667,8.55019999999
527.97,7.38679999999,42.7464,22.6652,12.3710666667,7.31173333333,6.9654,20.108,8.09013333333,29.2163333333,5.03446666667,23.7161333333,8.56706666667
528.32,7.3872,42.7596666667,22.6792666667,12.3836,7.315,6.97553333333,20.1126,8.10633333333,29.2212,5.042,23.7185333333,8.56673333333
528.66,7.39013333333,42.7436666667,22.6754,12.4007333333,7.31553333333,6.97933333333,20.1087333333,8.13006666667,29.2172,5.0556,23.7141333333,8.57026666666
529.01,7.40146666667,42.7467333333,22.6832666666,12.4262666667,7.32286666667,6.99626666667,20.1173333333,8.15593333334,29.2224,5.0706,23.7262666667,8.581
529.35,7.40260000001,42.7652,22.7051333333,12.4462,7.3236,7.0062,20.1252,8.18246666667,29.23,5.08673333333,23.7406666667,8.58673333333
529.70,7.40013333333,42.7216,22.6918666667,12.4594666667,7.3238,7.0034,20.107,8.19633333333,29.2032666667,5.0944,23.7317333333,8.58746666666
530.04,7.40653333333,42.7227333333,22.7003333333,12.4740666667,7.32193333333,7.001,20.0998666667,8.20826666667,29.1903333333,5.1026,23.7370666667,8.58819999999
530.39,7.40333333333,42.6995333333,22.7030666667,12.4936,7.3204,7.0024,20.0880666667,8.23013333333,29.1667333333,5.116,23.7461333333,8.58726666666
530.73,7.41206666667,42.6898,22.7111333333,12.5223333333,7.33166666667,7.01406666667,20.0778666667,8.25793333333,29.1511333333,5.13753333333,23.7409333333,8.58993333334
531.08,7.39966666666,42.6359333333,22.6956666667,12.5305333333,7.3142,7.00253333333,20.0412,8.26553333333,29.0964,5.1368,23.7075333333,8.57786666666
531.42,7.39700000001,42.6180666667,22.6976666667,12.5598,7.3154,7.00233333333,20.0254666667,8.29253333333,29.0728,5.15266666667,23.6929333333,8.57366666666
531.77,7.40180000001,42.5852666667,22.7008,12.5874,7.31453333333,7.01373333333,20.0129333333,8.31893333333,29.049,5.18113333333,23.6753333333,8.57886666666
532.11,7.4258,42.6006666667,22.7421333333,12.6402666667,7.32286666667,7.03086666667,20.0292666667,8.37213333333,29.0664,5.21846666667,23.6948666667,8.60033333333
532.46,7.44339999999,42.6128,22.7728,12.6904666667,7.33493333333,7.0396,20.0454,8.41473333334,29.0726666667,5.25306666667,23.7179333333,8.61066666667
532.80,7.44786666667,42.6283333333,22.812,12.7214666667,7.3414,7.0406,20.0522666667,8.4462,29.0869333333,5.26986666667,23.7325333333,8.61673333333
533.15,7.46179999999,42.6342666667,22.8272,12.7482,7.34313333333,7.03893333333,20.0550666667,8.47753333333,29.1046,5.2858,23.741,8.62880000001
533.49,7.47273333333,42.6556666667,22.8606,12.7830666667,7.35866666667,7.05573333333,20.0770666667,8.51713333333,29.1245333333,5.31386666667,23.7676666667,8.64559999999
533.84,7.47693333334,42.6066,22.8588,12.8099333333,7.36773333333,7.06513333333,20.0592,8.55306666667,29.0836,5.3372,23.7644666667,8.65120000001
534.18,7.49533333334,42.6365333333,22.8814,12.8491333333,7.38113333333,7.07453333333,20.0762,8.5878,29.1,5.36126666667,23.781,8.66773333334
534.52,7.4988,42.632,22.8926666666,12.8825333333,7.383,7.07586666667,20.0842666667,8.62633333333,29.1066,5.38186666667,23.7942666667,8.67966666667
534.87,7.50506666667,42.6209333333,22.9048666667,12.9142,7.39026666667,7.09193333333,20.0843333333,8.66606666667,29.1043333333,5.41173333333,23.8064,8.69560000001
535.21,7.50293333333,42.5806,22.8976,12.9255333333,7.37906666667,7.0822,20.0638666667,8.69066666667,29.0509333334,5.42193333333,23.7934,8.69206666667
535.56,7.50279999999,42.5478,22.8906,12.9367333333,7.3678,7.07533333333,20.048,8.71233333333,29.0292666667,5.4294,23.7866666667,8.68873333333
535.90,7.50940000001,42.5342,22.8934,12.9678666667,7.37333333333,7.079,20.0438,8.743,29.0157333333,5.44966666666,23.7947333333,8.69753333334
536.25,7.51419999999,42.5730666666,22.9248,12.9963333333,7.3774,7.08506666667,20.0514,8.78140000001,29.0285333333,5.47033333333,23.8185333333,8.70539999999
536.59,7.53386666666,42.6054666667,22.9456666667,13.0366666667,7.38693333334,7.0994,20.0619333333,8.82866666667,29.0303333333,5.5076,23.8357333333,8.72193333333
536.93,7.536,42.6224,22.9512666667,13.0746666667,7.39306666667,7.10633333333,20.0608666667,8.84973333334,29.0225333333,5.52013333333,23.8379333333,8.71586666666
537.28,7.55259999999,42.6403333333,22.9724666667,13.1112,7.3942,7.11506666667,20.0641333334,8.88759999999,29.0316,5.5442,23.8493333333,8.72313333333
537.62,7.56699999999,42.6789333333,23.0224,13.1587333333,7.39666666667,7.13113333333,20.0821333333,8.91719999999,29.0612666667,5.57753333333,23.8667333333,8.7362
537.97,7.57306666666,42.6182666667,23.0283333333,13.1813333333,7.39646666667,7.13826666667,20.0640666667,8.96373333334,29.0318,5.61393333333,23.8426,8.74653333333
538.31,7.59673333334,42.5935333333,23.0462,13.2278,7.39853333333,7.15073333333,20.0454666667,9.00273333333,29.0208666667,5.64466666667,23.8404,8.75066666667
538.65,7.61206666667,42.5876,23.0635333333,13.2773333333,7.41286666667,7.165,20.0506,9.0442,29.0224666667,5.67766666667,23.8376666667,8.75746666667
539.00,7.64573333334,42.6518,23.1243333333,13.3463333333,7.4388,7.20333333333,20.081,9.11453333333,29.0877333333,5.72813333333,23.8757333333,8.7886
539.34,7.66373333333,42.7326,23.1762666666,13.4152,7.4536,7.216,20.1132666666,9.17880000001,29.1523333333,5.77146666667,23.9168,8.80533333333
539.69,7.65566666667,42.7314,23.1758,13.427,7.438,7.20286666667,20.0986,9.20446666667,29.1239333334,5.78906666667,23.8974,8.7884
540.03,7.67140000001,42.7667333333,23.2068666667,13.47,7.4404,7.22933333333,20.1122666667,9.25553333333,29.1389333333,5.82693333333,23.9056666667,8.80733333333
540.37,7.66139999999,42.7436666667,23.2145333333,13.5023333333,7.4354,7.22953333333,20.1040666667,9.28866666666,29.1431333333,5.84313333333,23.9198666667,8.80453333333
540.72,7.66519999999,42.7521333333,23.2476,13.5346666667,7.4386,7.23593333333,20.1192666667,9.3308,29.1546666667,5.87053333333,23.932,8.82486666667
541.06,7.65473333334,42.7374666667,23.25,13.5458,7.42713333333,7.22993333333,20.1054666667,9.35379999999,29.1536666667,5.88213333333,23.9224,8.82633333334
541.40,7.66073333333,42.7389333333,23.2545333333,13.5668666667,7.42386666667,7.2376,20.1142,9.38719999999,29.1634666667,5.90013333333,23.9250666667,8.83373333333
541.75,7.66266666667,42.7718666667,23.2738666667,13.5915333333,7.42606666667,7.2556,20.1316666667,9.41119999999,29.1806,5.92353333333,23.9508666667,8.83999999999
542.09,7.6688,42.7864666667,23.2887333333,13.61,7.42613333333,7.2666,20.1488666667,9.43426666667,29.197,5.943,23.9622666667,8.84713333334
542.43,7.67233333333,42.7984666667,23.2974666667,13.6371333333,7.42753333333,7.27286666667,20.1588666667,9.458,29.2038666667,5.96193333333,23.9781333333,8.85506666667
542.78,7.67706666667,42.7918666667,23.308,13.6686666667,7.432,7.27906666667,20.1716,9.48153333333,29.2064666667,5.97666666667,23.9911333333,8.86646666667
543.12,7.67173333333,42.7387333333,23.2943333333,13.6748666666,7.4234,7.284,20.1592666667,9.49653333333,29.1742666667,5.9836,23.9833333333,8.86386666666
543.46,7.67386666667,42.7145333333,23.3004,13.7101333333,7.42886666667,7.2976,20.1534666667,9.51693333334,29.1838,6.00133333333,23.9886666667,8.87879999999
543.81,7.6626,42.6772,23.2816666667,13.7266666667,7.4182,7.28446666667,20.1388,9.5276,29.1656,6.00813333333,23.9816666667,8.88006666666
544.15,7.66673333333,42.6790666667,23.2878,13.7478,7.41506666667,7.2914,20.1441333333,9.55359999999,29.1633333333,6.03226666667,23.9785333333,8.89106666666
544.49,7.68606666667,42.6839333333,23.294,13.7765333333,7.42366666667,7.31173333333,20.1562,9.59313333334,29.1732,6.07513333333,23.986,8.90046666667
544.84,7.70513333333,42.7126,23.3102,13.8277333333,7.43793333333,7.33966666667,20.179,9.64293333332,29.1670666667,6.117,24.0140666667,8.91720000001
545.18,7.71800000001,42.7209333333,23.3250666666,13.8747333333,7.46273333333,7.35233333333,20.1832,9.68466666667,29.1510666667,6.15293333333,24.0290666667,8.934
545.52,7.74553333334,42.7425333333,23.3637333333,13.9353333334,7.47686666667,7.3702,20.2010666667,9.73786666667,29.1656666667,6.1896,24.0609333333,8.95453333333
545.87,7.75393333333,42.7644666667,23.3874,13.9783333333,7.4842,7.3842,20.2128,9.79473333335,29.1606666667,6.2314,24.0728666667,8.96980000001
546.21,7.7806,42.8178,23.437,14.0306,7.4994,7.40406666667,20.2478666667,9.86726666667,29.1836666667,6.2778,24.1028666667,8.98546666666
546.55,7.78553333333,42.8367333333,23.4525333333,14.0584,7.49913333333,7.39446666667,20.2452666667,9.90553333333,29.1862666667,6.31133333333,24.1044666667,8.98206666667
546.90,7.80186666666,42.9101333333,23.4982666667,14.1132,7.52286666667,7.40846666667,20.2653333333,9.94993333335,29.2110666667,6.3534,24.1418666667,9.00233333333
547.24,7.83233333333,42.9585333333,23.5377333334,14.1634666667,7.53933333333,7.4328,20.298,10.0148666667,29.2328666667,6.40613333333,24.1742666667,9.01486666666
547.58,7.85746666666,42.9866,23.5766,14.2059333333,7.5648,7.45506666667,20.3162,10.0635333333,29.2500666667,6.45073333333,24.1986666667,9.01919999999
547.92,7.89146666666,43.0308666667,23.6164666667,14.2640666667,7.58706666667,7.4742,20.332,10.1081333333,29.2672666667,6.49186666667,24.2329333333,9.03540000001
548.27,7.89146666666,43.0606,23.6547333333,14.315,7.5914,7.47793333333,20.3354,10.1402,29.2729333333,6.508,24.2713333333,9.03513333334
548.61,7.90866666667,43.1242,23.6938666667,14.3669333333,7.59726666667,7.479,20.3388666667,10.1680666667,29.3020666667,6.52833333333,24.2972666667,9.03533333333
548.95,7.89453333334,43.1736666667,23.7230666667,14.3999333333,7.58886666667,7.4608,20.3638,10.202,29.3338666667,6.54673333333,24.3233333333,9.03233333334
549.29,7.88240000001,43.1906666667,23.7362,14.4419333333,7.58433333333,7.43686666666,20.3760666667,10.2268,29.3252666667,6.55953333333,24.3241333333,9.02213333334
549.64,7.88173333333,43.2202,23.7554,14.491,7.5916,7.43506666667,20.3776,10.261,29.3252,6.57306666667,24.3446666667,9.03706666667
549.98,7.86586666666,43.2385333333,23.7503333333,14.5083333334,7.55973333333,7.40566666667,20.3516666667,10.2775333333,29.3155333333,6.58006666667,24.3380666667,9.0244
550.32,7.87546666667,43.2164666667,23.7674666667,14.5436666667,7.57166666667,7.42393333333,20.3535333333,10.3218666667,29.2854,6.62506666667,24.3364,9.0458
550.66,7.89126666666,43.2354666667,23.797,14.6002666667,7.5782,7.4272,20.3661333333,10.3852666667,29.3030666667,6.66646666667,24.3466,9.06746666668
551.01,7.89766666667,43.2671333333,23.8348,14.6577333333,7.58833333333,7.45133333333,20.3754,10.4424666667,29.3132666667,6.70146666667,24.3730666667,9.08646666666
551.35,7.91426666667,43.2983333333,23.8649333333,14.7188,7.60113333333,7.46226666667,20.3861333333,10.4958666667,29.3518666667,6.7552,24.3849333333,9.10306666666
551.69,7.90546666667,43.3653333333,23.9047333333,14.7563333333,7.60626666667,7.47426666667,20.4139333333,10.5495333334,29.3856666667,6.78453333333,24.3997333334,9.11733333334
552.03,7.92693333333,43.3734,23.9246,14.8091333333,7.61466666667,7.4862,20.416,10.5972,29.3886,6.82533333333,24.3978666667,9.14273333333
552.38,7.91386666667,43.325,23.9036,14.8128666667,7.5956,7.46486666667,20.4122666667,10.6090666667,29.3642,6.83846666667,24.3758666667,9.13373333333
552.72,7.9224,43.3317333334,23.9248,14.8418,7.58773333333,7.47786666667,20.4050666667,10.6355333333,29.3648666667,6.856,24.3625333333,9.13313333333
553.06,7.94446666667,43.3446666667,23.9376666667,14.8646666667,7.601,7.5046,20.4102666667,10.6926666667,29.381,6.89646666667,24.3568666667,9.15126666667
553.40,7.9596,43.3568666667,23.9568666666,14.9091333333,7.60746666667,7.51666666667,20.4178,10.7304666666,29.3847333333,6.9476,24.3678666667,9.14626666667
553.74,7.99533333333,43.3561333333,23.9858666667,14.963,7.66233333333,7.55686666667,20.4506,10.7909333333,29.4098,7.00273333333,24.3895333333,9.16873333333
554.09,8.00486666667,43.3969333333,23.9935333333,14.9952666667,7.65853333334,7.56333333333,20.4380666667,10.8246666667,29.4369333333,7.0068,24.4100666667,9.16066666667
554.43,8.00093333333,43.3806,23.9827333333,15.0070666667,7.6402,7.56746666667,20.426,10.845,29.4142,7.00926666666,24.3936,9.14499999999
554.77,7.99706666667,43.4067333333,23.9833333333,15.0308666667,7.6296,7.55086666667,20.4342666667,10.8536,29.4215333333,7.01413333333,24.3988666667,9.13213333333
555.11,8.01300000001,43.4182666667,24.0018666667,15.0617333333,7.62226666667,7.55366666667,20.4344666667,10.8861333333,29.4041333333,7.0096,24.4177333333,9.13566666667
555.45,8.06393333334,43.4252,24.0452666667,15.1302666667,7.65333333333,7.58573333333,20.4574,10.9495333333,29.4088666667,7.0676,24.4477333333,9.17413333334
555.80,8.0474,43.3998,24.0263333333,15.1284666667,7.64766666667,7.5718,20.4358666667,10.9786,29.3886,7.08633333333,24.4285333333,9.15426666667
556.14,8.08313333334,43.4603333333,24.1024,15.2028,7.68106666667,7.61913333333,20.4644,11.0536666667,29.435,7.14313333333,24.4840666667,9.17913333333
556.48,8.1062,43.4654666667,24.1332,15.2575333333,7.7148,7.6468,20.4867333333,11.1218666667,29.4534666667,7.19626666667,24.4983333333,9.20973333333
556.82,8.11059999999,43.4839333333,24.1511333333,15.2912,7.72146666667,7.654,20.4698,11.1379333333,29.4612666667,7.21806666666,24.5050666667,9.18513333333
557.16,8.09780000001,43.4984,24.1599333333,15.3068,7.70173333333,7.64766666667,20.4561333333,11.1685333333,29.465,7.21933333333,24.4957333333,9.16493333334
557.50,8.09280000001,43.5226666667,24.1722666667,15.3518,7.66846666667,7.62506666667,20.4500666667,11.1782,29.462,7.2094,24.4940666667,9.15233333333
557.85,8.09166666666,43.5263333333,24.2077333333,15.4023333333,7.6774,7.63113333333,20.4836,11.2227333333,29.466,7.26073333333,24.4922666667,9.16153333334
558.19,8.08693333333,43.5721333333,24.2258,15.4494,7.66573333333,7.61833333333,20.4874,11.2525333333,29.4957333333,7.28946666667,24.5099333333,9.1672
558.53,8.11213333334,43.6178,24.2806666667,15.5092666667,7.68286666667,7.63573333333,20.5175333333,11.3256666667,29.5415333333,7.35593333333,24.552,9.20873333334
558.87,8.08206666666,43.6036,24.2802,15.5356,7.66366666667,7.62386666667,20.5079333333,11.3551333333,29.5083333333,7.36313333333,24.5214666667,9.20180000001
559.21,8.07126666666,43.5587333333,24.2576666667,15.5386,7.64213333333,7.59626666667,20.4830666667,11.3696666667,29.4765333334,7.36866666667,24.4985333333,9.1794
559.55,8.12259999999,43.5856,24.3178,15.6207333333,7.67333333333,7.64846666667,20.5312,11.454,29.5094666667,7.44613333333,24.5484666666,9.22433333334
559.89,8.11873333334,43.6188,24.3102,15.6326666667,7.6646,7.6364,20.5458666667,11.4962666667,29.5086,7.47433333333,24.5301333333,9.234
560.23,8.12566666667,43.6541333333,24.3298666667,15.6835333333,7.66513333333,7.63606666666,20.5532,11.5362666667,29.5198666667,7.5068,24.5690666667,9.23659999999
560.58,8.13633333333,43.6279333334,24.3252666667,15.7055333333,7.64386666667,7.6146,20.5516666667,11.5766,29.4953333333,7.52426666667,24.5702,9.24406666667
560.92,8.1476,43.628,24.3380666667,15.7295333334,7.65233333333,7.60266666667,20.5702666667,11.6120666667,29.4876666667,7.54886666667,24.5777333333,9.27120000001
561.26,8.16253333333,43.6258666667,24.3748,15.7617333333,7.67173333333,7.63953333333,20.5666666667,11.6718,29.513,7.61513333333,24.5926666667,9.30453333333
561.60,8.15473333333,43.6140666667,24.3708666667,15.7753333333,7.6554,7.64493333333,20.5593333333,11.7006,29.496,7.62133333333,24.5934666667,9.29173333334
561.94,8.18406666667,43.6174666667,24.4043333333,15.8158,7.68106666667,7.677,20.5712,11.7684666667,29.495,7.67373333333,24.6092,9.31560000001
562.28,8.1792,43.5858666667,24.4000666667,15.8304,7.6682,7.6534,20.5424,11.7909333333,29.4398666667,7.66133333333,24.5778666667,9.28766666666
562.62,8.19666666667,43.5678,24.4111333333,15.8513333333,7.67386666667,7.66446666667,20.5381333333,11.8191333333,29.4286,7.71253333333,24.5816,9.29920000001
562.96,8.167,43.5517333333,24.3938666667,15.8686,7.65646666667,7.66626666667,20.526,11.8466666667,29.4058,7.73066666667,24.5602666667,9.28326666666
563.30,8.13446666666,43.5468666667,24.3912666667,15.8748,7.6314,7.63593333333,20.5079333333,11.8438,29.3901333333,7.71386666667,24.5310666667,9.25906666666
563.64,8.15133333333,43.5016,24.4049333333,15.9003333333,7.65726666667,7.6618,20.4932,11.8962666667,29.3696,7.76793333333,24.5258,9.28093333333
563.99,8.15093333334,43.4578666667,24.3762,15.9100666667,7.63886666666,7.66113333333,20.4837333333,11.9286666667,29.3249333333,7.80266666666,24.4975333333,9.285
564.33,8.15480000001,43.4472,24.3955333333,15.951,7.66133333333,7.68126666667,20.4883333333,11.9822,29.3204666667,7.85153333333,24.4827333333,9.32039999999
564.67,8.18226666666,43.4554,24.4196,15.9871333333,7.68293333333,7.71,20.4992666667,12.0406,29.3493333333,7.88073333333,24.4867333333,9.33393333334
565.01,8.18886666667,43.4370666667,24.4159333333,16.0198666666,7.6844,7.715,20.5169333333,12.0875333333,29.333,7.90986666667,24.4825333333,9.33593333333
565.35,8.20906666667,43.4449333333,24.4302666667,16.0505333333,7.69193333333,7.72073333333,20.509,12.1308666667,29.3276666667,7.942,24.4950666667,9.34519999999
565.69,8.23046666667,43.4480666667,24.4488666667,16.1008666667,7.7,7.73793333333,20.5354,12.1791333333,29.3364,7.98926666667,24.5075333333,9.3632
566.03,8.2572,43.4636666667,24.483,16.1287333333,7.73133333333,7.75913333333,20.5513333333,12.2346,29.3702666667,8.04153333333,24.5178666667,9.39413333333
566.37,8.27313333333,43.5061333334,24.5104,16.1774666667,7.74453333333,7.7694,20.5723333333,12.2882,29.4009333333,8.08346666667,24.5422666667,9.40153333333
