wavelength,Back_DiuSpef,Belly_DiuSpef,Breast_DiuSpef,Crissum_DiuSpef,Crown_DiuSpef,DorTail_DiuSpef,Patch10_DiuSpef,Patch11_DiuSpef,Rump_DiuSpef,Throat_DiuSpef,WingTip_DiuSpef
550.32,12.8779333333,51.5232,16.0472666667,54.4970666667,12.5094666667,11.8471233333,55.0010666667,31.3372333333,16.9869422222,50.9612666667,7.64403333333
550.66,12.9248666667,51.606,16.0878,54.5676666667,12.5516,11.89855,55.0956666667,31.3646333333,17.0191577778,51.0290666667,7.70123333333
551.01,12.9691333333,51.7884666667,16.121,54.7547333333,12.5918666667,11.93667,55.2598,31.4603666667,17.0666688889,51.2160666666,7.74633333334
551.35,12.9514666667,51.8007333333,16.0871333333,54.7703333333,12.557,11.9055433333,55.2416,31.443,17.0414066666,51.2410666667,7.7261
551.69,12.9621333333,51.8143333333,16.0820666667,54.7796666667,12.5681333333,11.9003733333,55.2313333333,31.4375666667,17.0234511111,51.2672666667,7.72763333333
552.03,12.9783333333,51.8346666667,16.1312666667,54.7954,12.593,11.9213233333,55.2454,31.4641333333,17.0392955556,51.2562666666,7.78143333333
552.38,12.994,51.7794666667,16.1276666667,54.7256666667,12.601,11.9388366667,55.1886666667,31.4118,17.0578288889,51.1976,7.80023333333
552.72,13.0350666667,51.8116666667,16.1568,54.7951333333,12.6397333333,11.9582433333,55.2296,31.4627333333,17.0951311111,51.2452,7.83996666666
553.06,13.0531333333,51.8244,16.1528666667,54.8318,12.6624,11.96909,55.2386666667,31.4913,17.1107044444,51.2737333333,7.8619
553.40,13.0580666667,51.8278,16.1806,54.8710666667,12.7036,11.9792566667,55.2218666667,31.4977333333,17.1317422222,51.2905333333,7.86153333333
553.74,13.0806666667,51.843,16.2056,54.8845333333,12.7490666667,11.9975866667,55.1972666667,31.5216,17.1315466667,51.3182,7.87023333333
554.09,13.1128666667,51.8852,16.2310666667,54.9042666667,12.7746,12.00554,55.1863333333,31.5448666667,17.13592,51.3828666667,7.89056666667
554.43,13.0969333333,51.9097333333,16.2263333333,54.9474666667,12.7576666667,11.9926133333,55.1731333333,31.5755333333,17.1256177778,51.4605333334,7.86536666667
554.77,13.0446666667,51.8324,16.1914666667,54.856,12.7082,11.9678666667,55.0382666667,31.5148333333,17.0948777778,51.4051333333,7.81856666667
555.11,13.0772,51.9008,16.2332,54.9571333333,12.7462666667,11.9982566667,55.0718666667,31.5860666667,17.1256577778,51.4746666667,7.84573333333
555.45,13.1021333333,51.9527333333,16.263,55.0346,12.766,12.03514,55.1198,31.6202333333,17.16248,51.5279333333,7.8643
555.80,13.0838,51.9922,16.2668,55.1316,12.7543333333,12.0392033334,55.1514,31.6707333333,17.1544022222,51.6224,7.83036666667
556.14,13.0694,52.0775333333,16.2896666667,55.2092,12.7718,12.0328933333,55.2537333333,31.748,17.1658133333,51.7016,7.81793333333
556.48,13.0304666667,52.0419333333,16.2506666667,55.1798,12.7454,12.0205433333,55.1438666667,31.6901333333,17.1112022222,51.634,7.7865
556.82,13.0335333333,52.0366,16.2644666667,55.2049333333,12.7504,12.04428,55.1213333333,31.7154333333,17.1194444444,51.6365333333,7.80326666667
557.16,13.0022666667,52.0094,16.2111333333,55.1903333333,12.6981333333,12.00978,55.1056666667,31.6709666667,17.0880644445,51.6204,7.77436666667
557.50,12.9691333333,52.009,16.1574666667,55.1880666667,12.6675333333,12.01639,55.0892666667,31.6414,17.0776022222,51.6197333333,7.78303333333
557.85,12.9453333333,52.0462,16.1580666667,55.2510666667,12.6724666667,12.0157166667,55.1266,31.6803,17.0684866667,51.6448,7.77263333333
558.19,12.9249333333,51.9639333333,16.1048,55.1716,12.6443333334,11.98004,55.0608,31.6432666667,17.049,51.5679333333,7.73653333333
558.53,12.969,52.0116,16.1453333333,55.2438666667,12.6786666667,12.0072266667,55.1118666667,31.7026333333,17.0789177778,51.5874666667,7.76653333333
558.87,12.9645333333,52.0363333333,16.1488,55.2718,12.703,12.02224,55.1625333333,31.7404666667,17.0818622222,51.6292666667,7.77933333333
559.21,12.9514,52.0183333333,16.1489333333,55.2226,12.697,12.0150866667,55.1366666667,31.7220666667,17.0860422222,51.6112,7.78556666667
559.55,13.0216666667,52.0159333333,16.17,55.1951333333,12.7218,12.06477,55.1310666667,31.7497666667,17.1362022222,51.6348,7.82443333333
559.89,13.022,52.0035333333,16.1706666667,55.2012666666,12.6900666667,12.0496366667,55.1049333333,31.7252333333,17.0930755555,51.6682,7.8414
560.23,12.9999333333,52.0528666667,16.1852,55.2255333333,12.684,12.03269,55.1864666667,31.7820666667,17.0966777778,51.7518,7.82663333333
560.58,12.9752666667,52.0010666667,16.1783333333,55.1678,12.662,12.03139,55.1405333333,31.7454333333,17.0962266667,51.7221333333,7.82073333333
560.92,13.0071333333,52.0927333333,16.2525333333,55.2502,12.7112,12.0807933333,55.2438,31.8360666667,17.1443177778,51.8176,7.86403333333
561.26,13.0067333333,52.1764666666,16.2589333333,55.3442666667,12.7272,12.0930433333,55.3164,31.9044333333,17.16208,51.9129333333,7.8637
561.60,12.9843333333,52.0890666667,16.2228,55.3115333333,12.7003333333,12.0579133333,55.2671333333,31.8224,17.1390377778,51.8705333333,7.8452
561.94,12.9899333333,52.1066666667,16.2685333334,55.3807333333,12.7024666667,12.0918666667,55.2659333333,31.8344666667,17.1460044444,51.9207333333,7.87993333333
562.28,12.9868,52.1507333333,16.231,55.4308,12.6819333333,12.08632,55.3008666667,31.8601666667,17.1437333333,51.9702,7.86816666667
562.62,12.9913333333,52.1023333333,16.2376,55.4192,12.6741333333,12.08401,55.2331333333,31.8144666667,17.1592022222,51.9295333333,7.8857
562.96,12.9762666667,52.1182666667,16.2114666666,55.4352,12.6723333333,12.09209,55.2574666667,31.8067333333,17.1445822222,51.9348666666,7.89046666667
563.30,12.9235333333,52.1092666667,16.1728666667,55.4305333334,12.6421333333,12.0493066667,55.2534,31.7359666667,17.0924088889,51.9024,7.8338
563.64,12.9289333333,52.1306666667,16.1796,55.4672,12.6516,12.0749866667,55.2504666667,31.7333,17.1147466667,51.941,7.82266666667
563.99,12.9686666667,52.1216,16.193,55.4524,12.6670666667,12.1174066667,55.221,31.6712,17.1280955555,51.9392,7.84553333333
564.33,12.9836666667,52.1530666667,16.2025333333,55.498,12.6788,12.1113233333,55.2260666667,31.6619,17.1205333333,51.9744666667,7.8564
564.67,12.9488,52.0752,16.1704666667,55.4596,12.6393333333,12.0927566667,55.1262666667,31.5859333333,17.0732444445,51.9216,7.8378
565.01,12.9744,52.0167333333,16.1822666667,55.4,12.6424,12.1015433333,55.0756666667,31.5398,17.0732266666,51.8474,7.8547
565.35,12.9772,52.1116,16.2191333333,55.4782666666,12.6299333333,12.1071966667,55.1456666667,31.5871666667,17.0779644444,51.9200666667,7.86163333333
565.69,12.9596,52.1579333333,16.212,55.4868,12.6446666667,12.12642,55.1922,31.6215666667,17.0832733333,51.9642,7.84453333333
566.03,12.9634666667,52.1768666667,16.2365333333,55.5406,12.6767333333,12.1517266667,55.2325333333,31.6315666667,17.1018111111,52.0238,7.85896666667
566.37,12.9251333333,52.1836666667,16.217,55.5402666667,12.6366666667,12.13656,55.2218666667,31.6272333333,17.05534,52.0052,7.83246666667
566.71,12.9248666667,52.1115333333,16.1974,55.5285333333,12.6048,12.1084566667,55.1399333333,31.6368333333,17.0382733333,51.981,7.82426666667
567.05,12.9222666667,52.1347333333,16.2086666667,55.5826666667,12.6188666667,12.1158966667,55.1528,31.6860333333,17.0337444445,52.0266666667,7.86036666667
567.39,12.9474666667,52.1372,16.2350666667,55.5792,12.6719333333,12.148,55.1532666667,31.7126333333,17.0517955556,52.0064,7.9048
567.73,12.9326666667,52.1487333333,16.2320666667,55.5950666667,12.6697333333,12.14887,55.1403333333,31.7483666667,17.0392911111,51.9893333333,7.92036666666
568.07,12.9403333333,52.2136,16.2532666667,55.6830666667,12.6818666667,12.17165,55.213,31.808,17.0724155555,52.0649333333,7.92453333333
568.41,12.9902666666,52.3088666667,16.2948666667,55.7660666667,12.7627333333,12.22368,55.2767333333,31.8858333333,17.1235133334,52.1313333333,7.98686666667
568.75,13.0324,52.3512666667,16.3186666667,55.8272,12.8000666667,12.2323866667,55.3072666667,31.9239333333,17.1637266667,52.1852666667,7.9985
569.09,13.0553333333,52.3724666667,16.3299333333,55.8611333333,12.8482,12.2823466667,55.3073333333,32.0100666667,17.2071933334,52.2062,8.02553333333
569.43,13.0640666667,52.3346,16.3202666667,55.8161333333,12.8411333333,12.2721566667,55.2429333333,31.9657,17.1998555556,52.1228,8.02873333333
569.77,13.0655333333,52.3264666667,16.3172666667,55.7824,12.8296,12.28307,55.1911333333,31.9675333333,17.19134,52.1067333333,8.03643333333
570.11,13.0981333333,52.3997333333,16.3324666667,55.8472,12.8648,12.3193666667,55.266,32.035,17.2474666667,52.2319333333,8.05806666667
570.45,13.1012666667,52.5111333333,16.3645333333,55.9204666667,12.8690666667,12.33524,55.3614666667,32.0554666667,17.2540088889,52.3177333333,8.04793333333
570.79,13.1404,52.5719333333,16.4098666667,55.9873333333,12.886,12.3913233333,55.3932666667,32.0982,17.3082466667,52.3693333333,8.09383333333
571.13,13.1248666667,52.5326,16.3878666667,55.9801333333,12.8468666666,12.3645566667,55.3517333333,32.0648,17.3082355556,52.3744,8.07313333333
571.47,13.1322,52.4922,16.3651333333,56.0018,12.8412,12.3513033333,55.3467333333,32.0453333333,17.2972088889,52.3930666667,8.05793333333
571.81,13.1299333334,52.5042666667,16.3506,56.0288666667,12.8309333333,12.3470733333,55.3576,32.0568666667,17.2678266667,52.413,8.05393333333
572.15,13.1420666667,52.4905333333,16.3514,56.0200666667,12.8276,12.3691066667,55.3714,32.0548,17.2779022222,52.4404666666,8.06393333333
572.49,13.1290666667,52.5176,16.3713333333,56.0508,12.7989333333,12.3827733333,55.3779333333,32.0786666667,17.2634977778,52.4702,8.07016666667
572.83,13.1653333333,52.4998,16.3935333333,56.0430666667,12.7946666667,12.3928166667,55.3695333333,32.044,17.2903066667,52.485,8.10153333333
573.17,13.1871333333,52.5674666667,16.4384666667,56.1464666667,12.8273333333,12.42321,55.4601333333,32.1187333333,17.3150844444,52.5904,8.14063333333
573.51,13.1861333333,52.5584666667,16.4483333333,56.1755333333,12.8230666667,12.4330633333,55.4846666667,32.1069333333,17.3340844444,52.6074666667,8.13876666667
573.85,13.2424,52.5723333333,16.496,56.2376666667,12.8626,12.47388,55.4749333333,32.1021666667,17.3608844444,52.5992,8.16913333333
574.19,13.2405333333,52.4981333334,16.4890666667,56.2,12.8785333333,12.4822133333,55.3868666667,32.0932666667,17.3702444445,52.5473333333,8.1799
574.53,13.2112666667,52.5125333333,16.4462666667,56.2277333333,12.8605333333,12.4583233333,55.4133333333,32.0852333333,17.3349533333,52.5689333333,8.13573333333
574.87,13.2238,52.5656,16.4421333333,56.2944,12.8687333333,12.4712,55.4569333333,32.1426666667,17.3393266667,52.6026,8.15153333333
575.21,13.2722666667,52.6931333333,16.5052,56.3857333333,12.9012666667,12.50354,55.5491333333,32.2231333333,17.4009355556,52.7014,8.2083
575.55,13.2857333333,52.6675333333,16.5002,56.375,12.9212,12.5307433333,55.5154666667,32.2386333333,17.4098622222,52.6816,8.2345
575.89,13.2753333334,52.6720666667,16.5051333333,56.3764666667,12.9253333333,12.5334733333,55.4882,32.2595333333,17.4179888889,52.6804666667,8.22816666667
576.22,13.2922666666,52.6968666667,16.5076,56.4038666667,12.9866,12.5635733333,55.5062666667,32.3282333333,17.4384111111,52.7112,8.26596666667
576.56,13.2586666667,52.7054666667,16.4536,56.384,12.961,12.53174,55.4904666667,32.3183666667,17.3767422222,52.6773333333,8.2364
576.90,13.2334666667,52.7117333333,16.4096,56.4206666667,12.9004666667,12.49616,55.4586666667,32.3156333333,17.3412644444,52.6906,8.2105
577.24,13.2375333333,52.7335333333,16.4019333333,56.4450666667,12.8948666667,12.49947,55.4267333333,32.3732333333,17.3186688889,52.6934666667,8.22686666667
577.58,13.22,52.6943333333,16.3691333333,56.3822,12.8905333333,12.4790933333,55.4096,32.4173666667,17.2924333334,52.6881333333,8.23556666667
577.92,13.2542,52.8102666667,16.3874666667,56.5294666667,12.9180666667,12.51595,55.5220666667,32.5362666667,17.3215088889,52.8294,8.28033333333
578.26,13.2901333333,52.8586,16.4495333333,56.5768,12.9926666667,12.57477,55.5506666667,32.6006,17.3742533333,52.8836,8.33296666667
578.60,13.3299333333,52.8568,16.4825333333,56.5798666667,13.0297333333,12.6088033333,55.5482666667,32.6119,17.4106088889,52.8794,8.3747
578.94,13.3238,52.7772666667,16.4839333333,56.5299333333,13.0638,12.66478,55.4836,32.6497333333,17.41466,52.8110666667,8.38333333333
579.28,13.3458666667,52.8644,16.5324666667,56.6074666667,13.0785333333,12.68425,55.5385333333,32.7202333333,17.4557,52.8672,8.40456666667
579.61,13.3602,52.9214666667,16.5366,56.695,13.0565333333,12.6680133333,55.6111333333,32.7969666667,17.4454466667,52.9208,8.41376666667
579.95,13.3297333333,52.8429333333,16.502,56.6156666667,13.0016,12.6284266667,55.5334,32.7495,17.4302844445,52.8704,8.387
580.29,13.3584666667,52.8864,16.5457333333,56.6972,13.039,12.66241,55.5526666667,32.7973666667,17.4529622222,52.9326,8.4114
580.63,13.3688666667,52.9592,16.5834,56.7226,13.1018666667,12.6948566667,55.5981333333,32.8487,17.5020577778,52.9637333333,8.42486666667
580.97,13.3631333333,52.9386666667,16.5799333333,56.6840666667,13.124,12.67658,55.5847333333,32.8206333333,17.5033888889,52.9656666667,8.41676666667
581.31,13.3306666667,52.9596,16.5512,56.7413333333,13.0743333333,12.6641,55.5815333333,32.8006666667,17.4953844444,52.9847333333,8.38223333333
581.65,13.2990666667,52.8000666667,16.5248666667,56.5514666667,13.0233333333,12.6292566667,55.3923333333,32.6922,17.4308511111,52.8336,8.34886666667
581.98,13.2972,52.6908,16.48,56.4705333333,12.9818666667,12.56959,55.3194666667,32.6636666667,17.3869066667,52.7427333333,8.33153333333
582.32,13.2518666667,52.7018,16.4224,56.4557333333,12.925,12.5491966667,55.2758,32.7135,17.3536133333,52.7743333333,8.27126666667
582.66,13.1810666667,52.7144,16.3796666667,56.4671333333,12.8346666667,12.4540366667,55.2643333333,32.6602666667,17.27674,52.7670666667,8.17593333333
583.00,13.1428666667,52.6998666667,16.3534,56.4458,12.783,12.39403,55.2409333333,32.6009333333,17.2153733333,52.7675333333,8.1347
583.34,13.1391333333,52.7118,16.3764666667,56.5148666667,12.7921333333,12.4103133333,55.25,32.5637,17.2494955556,52.7954,8.13806666667
583.68,13.1559333333,52.7597333333,16.3870666667,56.6272,12.8206666667,12.4550366667,55.2781333333,32.5822666667,17.2495066667,52.8521333333,8.15896666667
584.01,13.1431333333,52.7156,16.3800666667,56.5712666667,12.8262,12.4508133333,55.2248666667,32.5480333333,17.2593755556,52.8330666667,8.1593
584.35,13.211,52.7405333333,16.429,56.6363333333,12.8960666667,12.5323833333,55.2791333333,32.6140333333,17.3191444444,52.9163333333,8.22333333333
584.69,13.2522,52.7323333333,16.4736,56.6240666667,12.9528666667,12.6031266667,55.2224666667,32.6728666667,17.3609088889,52.8967333333,8.29863333333
585.03,13.2687333333,52.7571333333,16.5093333333,56.6402,13.003,12.6383566667,55.2588,32.7273333333,17.3873733333,52.8574,8.34426666667
585.37,13.3460666667,52.895,16.5768666666,56.8457333333,13.0840666667,12.7055066667,55.4062,32.8278666667,17.4609155555,53.0076666667,8.41083333333
585.70,13.3325333333,52.9482,16.5724666667,56.865,13.0428666667,12.7102466667,55.4209333333,32.8263333333,17.4519511111,53.0545333333,8.39593333333
586.04,13.3630666667,53.0006,16.6466,56.95,13.1248,12.75354,55.4722666667,32.8929333333,17.4958911111,53.1049333333,8.4744
586.38,13.3617333333,53.0382666667,16.6263333333,57.0218666667,13.1392666667,12.78057,55.4964666667,32.9068333333,17.5282977778,53.1796666667,8.5127
586.72,13.4030666667,52.9615333333,16.6389333333,56.9534,13.1886,12.8204333333,55.4054666667,32.9091666667,17.5628866667,53.1198,8.53273333333
587.06,13.359,52.8868666667,16.5492,56.8472666667,13.1448666667,12.7682666667,55.3393333333,32.8790666667,17.4895711111,53.0338666667,8.49866666667
587.39,13.3726666667,52.9105333333,16.5448,56.8332666667,13.1531333333,12.7891566667,55.3472,32.9009666667,17.4994977778,53.0736666667,8.51523333333
587.73,13.3673333333,52.9708666667,16.542,56.9174666667,13.161,12.81758,55.4146666667,32.9504,17.5239155556,53.1416666667,8.5277
588.07,13.3646666667,52.9072666667,16.5164666667,56.8665333333,13.1373333333,12.7956966667,55.3139333333,32.8912,17.4926066667,53.0744,8.5495
588.41,13.3633333333,52.994,16.5563333333,56.9858666667,13.1615333333,12.8123966667,55.4279333333,32.938,17.5288177778,53.1637333333,8.56883333333
588.74,13.381,53.0418666666,16.5713333334,57.0161333334,13.1578666667,12.8181633333,55.4476,32.9282666667,17.5401866667,53.2743333333,8.5694
589.08,13.3467333333,53.0541333333,16.5436,56.9567333333,13.125,12.7994933333,55.4572,32.8858,17.5238844445,53.2466,8.5452
589.42,13.3237333333,53.0842666667,16.5810666667,57.0083333333,13.1345333333,12.8176033333,55.4580666667,32.8952666667,17.5412111111,53.2771333333,8.53983333333
589.76,13.2764,53.0849333333,16.5434666667,56.9879333333,13.052,12.7867233334,55.4398,32.7758,17.4937777778,53.2473333333,8.48166666667
590.09,13.2908,53.0801333333,16.5588666666,57.0294666667,13.0613333333,12.77983,55.4548,32.8047333333,17.5122044444,53.2531333333,8.48723333333
590.43,13.2382666667,53.1062,16.5066666667,57.077,13.0319333333,12.7679666667,55.4792666667,32.7731,17.4794022222,53.2986666667,8.49186666667
590.77,13.2868,53.1626666667,16.5530666667,57.1163333333,13.0614666667,12.8238966667,55.5182666667,32.7917333333,17.53124,53.3927333333,8.51323333333
591.11,13.1956666667,53.1378666667,16.4957333333,57.0773333333,12.9498666667,12.7239166667,55.4631333333,32.6917666667,17.4444488889,53.3276,8.41473333333
591.44,13.1728,53.0516,16.4698,57.0405333333,12.8910666667,12.6809233333,55.4013333333,32.6597666667,17.4075333333,53.2606,8.38486666667
591.78,13.1988,53.1076666667,16.4977333333,57.0355333333,12.8982666666,12.7087266667,55.4206,32.6866666667,17.4377688889,53.2379333333,8.4152
592.12,13.2459333333,53.1394666667,16.4938666667,57.0631333333,12.9048666667,12.7221233333,55.4515333333,32.7107,17.4431755556,53.3136666667,8.44363333333
592.46,13.2537333333,53.117,16.5082,57.0522666667,12.9145333333,12.72197,55.4177333333,32.7199666667,17.4479777778,53.3009333333,8.45863333333
592.79,13.2557333333,53.1541333333,16.5100666667,57.1086,12.8993333333,12.73527,55.455,32.7620333333,17.4657155555,53.3512666667,8.4521
593.13,13.3292,53.1803333333,16.5374666667,57.1536666667,12.96,12.8204266667,55.4894,32.7944,17.5144422222,53.4158666667,8.54106666667
593.47,13.3967333333,53.2134666667,16.5761333333,57.1916,13.0518,12.8786433333,55.5244,32.8478666667,17.5647888889,53.4682,8.6019
593.80,13.465,53.2479333333,16.6355333333,57.1708666667,13.1159333333,12.9586766667,55.5764,32.9134666667,17.6227,53.4894,8.65956666667
594.14,13.5674666667,53.3533333333,16.7543333333,57.2882,13.1820666666,13.0632266667,55.6521333334,32.9978666667,17.7111444445,53.5782666667,8.74403333333
594.48,13.5926666667,53.3968,16.7772,57.3476,13.2065333333,13.07042,55.6686666667,33.0635666667,17.7278222222,53.5826666667,8.7579
594.81,13.706,53.5052666667,16.8636666667,57.4325333333,13.3104666667,13.1540366667,55.7757333333,33.1488666667,17.8193955555,53.6978,8.86533333333
595.15,13.7539333333,53.6304,16.9404666667,57.4858,13.3731333333,13.228,55.8506,33.203,17.8746111111,53.7997333333,8.9071
595.49,13.6916,53.5308,16.9057333333,57.4367333334,13.3517333333,13.18948,55.7674666667,33.1169,17.8101888889,53.7603333333,8.85233333333
595.82,13.6737333333,53.546,16.9277333333,57.5027333333,13.3438666667,13.1953333333,55.8056,33.1207,17.8166355555,53.7734,8.85106666667
596.16,13.6747333333,53.5871333333,16.9220666667,57.5378666667,13.3632,13.2202933333,55.8112,33.1411,17.7999288889,53.8049333333,8.85876666667
596.50,13.67,53.5706666667,16.939,57.5433333333,13.3827333333,13.21336,55.7700666667,33.1375666667,17.7941355555,53.8137333333,8.85913333333
596.83,13.6640666667,53.5214666667,16.8946,57.4945333334,13.3594666667,13.1586533333,55.7184,33.1209666667,17.7515111111,53.7497333333,8.81123333333
597.17,13.5926,53.4536,16.8558,57.4516666667,13.286,13.1137,55.6789333333,33.0644,17.7097488889,53.6994666667,8.76326666667
597.51,13.5348666667,53.4270666667,16.7853333333,57.4210666667,13.2516666667,13.0657666667,55.5934,33.0097333333,17.6472266667,53.6988666667,8.72306666667
597.84,13.4821333334,53.4152,16.7126,57.4399333333,13.2014666667,13.0010433333,55.6072,33.0162,17.6092844445,53.6982,8.66446666667
598.18,13.3944666667,53.3821333333,16.6344,57.3886,13.1312666667,12.9680433333,55.5328,32.9253333333,17.5315533333,53.6585333333,8.6245
598.52,13.3201333333,53.2895333333,16.5742666667,57.3553333333,13.1056666667,12.95378,55.4351333333,32.9078,17.49348,53.5794,8.57916666667
598.85,13.2712,53.2691333333,16.4921333333,57.3846,13.063,12.9354266667,55.3957333334,32.8712666667,17.4443577778,53.5569333334,8.5484
599.19,13.3271333333,53.3419333333,16.5054,57.4458,13.0808666667,12.9896966666,55.4563333333,32.9555333333,17.5046177778,53.6158,8.58376666667
599.53,13.2873333333,53.2596,16.4288,57.3109333333,13.0219333333,12.9429733333,55.329,32.8342,17.4473577778,53.4859333333,8.52826666667
599.86,13.2916666667,53.1900666667,16.4031333333,57.199,13.0027333333,12.9393566667,55.2692,32.7805,17.4521555556,53.4012666667,8.54803333333
600.20,13.2594666667,53.1504666666,16.3352666667,57.1671333333,12.9643333333,12.9151333333,55.2279333333,32.7849666667,17.4392288889,53.367,8.54756666667
600.53,13.2882666667,53.2332,16.4007333333,57.2708666667,13.0050666667,12.9659333333,55.3092666667,32.8662333333,17.5081444444,53.4774,8.60333333333
600.87,13.3812,53.3311333333,16.4583333333,57.3550666667,13.0632666667,13.0461766667,55.376,32.9826666667,17.5627688889,53.5634,8.658
601.21,13.3998666667,53.3038666667,16.4917333333,57.3564,13.0523333333,13.06273,55.4056666667,32.9316,17.5432733333,53.5172,8.68056666667
601.54,13.3649333333,53.2254,16.4868,57.2424,13.0568666666,13.0611333333,55.3292,32.8850333333,17.5109222222,53.4710666667,8.66886666667
601.88,13.4535333333,53.3379333333,16.5666666667,57.3621333333,13.1029333333,13.1231766667,55.4432,32.9751333333,17.5748555556,53.5768,8.72256666667
602.21,13.4836,53.3829333333,16.6184666667,57.3832666667,13.1246666667,13.1447466667,55.5394,32.9437666667,17.6009177778,53.637,8.7368
602.55,13.5364,53.3660666667,16.6878666667,57.3738666667,13.1744666667,13.2014966667,55.5272,32.9656333333,17.6467088889,53.6364666667,8.8076
602.88,13.5439333333,53.434,16.7354666667,57.5173333333,13.1943333333,13.1973633333,55.6138,32.9972666667,17.6528622222,53.7538666667,8.8092
603.22,13.5574666667,53.4885333333,16.7696,57.5648,13.2142666666,13.2262233333,55.6558,33.0436,17.67612,53.8519333333,8.8315
603.56,13.5047333333,53.5048666667,16.7476,57.6453333333,13.1734666667,13.1882233333,55.6742666667,33.0405,17.64998,53.8873333333,8.75863333333
603.89,13.5538666667,53.5643333334,16.8022666667,57.7151333333,13.22,13.2614133334,55.7232666667,33.0580666667,17.6793688889,53.935,8.819
604.23,13.5382,53.5690666667,16.8008666667,57.7008666667,13.2221333333,13.27814,55.7394666666,33.0262,17.6915822222,53.9518,8.82466666667
604.56,13.5135333333,53.5504,16.8035333333,57.6868,13.2344,13.2739166667,55.7356666667,33.0028333333,17.6712511111,53.9832666667,8.82746666667
604.90,13.5518,53.5846,16.8408,57.7307333333,13.2849333333,13.32545,55.7414666667,33.0687333333,17.72342,54.0272,8.8576
605.23,13.5570666667,53.5909333334,16.8588,57.72,13.2943333333,13.32517,55.7305333333,33.0450333333,17.7418622222,53.9907333333,8.85893333333
605.57,13.5522666667,53.4989333333,16.8728666667,57.6606666667,13.3302,13.3326066667,55.6626666667,33.0107,17.7537377778,53.9106,8.8783
605.90,13.5929333333,53.5092666667,16.8936,57.6808666667,13.3576666667,13.3490333333,55.6372,33.0555,17.7762066667,53.9300666667,8.924
606.24,13.5937333333,53.5487333333,16.9034,57.7413333333,13.3796,13.3552566667,55.6872666667,33.1238666667,17.7754733333,54.0152666666,8.92926666667
606.58,13.5698666666,53.5238666667,16.857,57.6880666667,13.3553333333,13.3487733333,55.6264666667,33.1416666667,17.75554,53.9852666667,8.9391
606.91,13.5742,53.4789333333,16.8448666667,57.6814666667,13.3656,13.3513566667,55.6081333333,33.1990333333,17.7528355555,53.9435333333,8.93706666667
607.25,13.6416,53.5042666667,16.9086666667,57.7274666667,13.4340666667,13.4286533333,55.6361333333,33.2649333333,17.8028555555,53.9525333333,9.0347
607.58,13.6526666667,53.4722,16.9293333333,57.6988666667,13.4405333333,13.44457,55.6170666667,33.3036333333,17.825,53.9400666667,9.02703333333
607.92,13.5981333334,53.3388,16.8498,57.6034,13.4077333333,13.4116833334,55.4724,33.2462666667,17.7442066667,53.7812666667,8.99903333333
608.25,13.5872666667,53.3112,16.8027333333,57.5889333333,13.3722666667,13.4102766667,55.4182666667,33.2643,17.7278355556,53.7178666667,9.00396666667
608.59,13.5618,53.3137333333,16.7762,57.5722,13.3257333333,13.40632,55.4018666667,33.3056666667,17.7034866667,53.7306,8.99446666667
608.92,13.5703333333,53.3191333333,16.7647333333,57.6240666666,13.3276,13.4622466667,55.3820666667,33.3663,17.7023133333,53.7553333333,9.01883333333
609.26,13.5634,53.3648666666,16.7214,57.6572,13.2884,13.4884666667,55.412,33.4525666667,17.6923066666,53.7864666667,9.0189
609.59,13.5466,53.4099333333,16.7099333333,57.7398,13.277,13.5210133333,55.478,33.5715333333,17.6905844444,53.8038666667,9.00363333333
609.93,13.5035333333,53.3399333333,16.6442666667,57.6548,13.2184,13.4631633333,55.4184666666,33.5848666667,17.65474,53.6998666667,8.94946666667
610.26,13.4804,53.2608666667,16.5880666667,57.5996,13.1686,13.45164,55.3842666666,33.5488666667,17.6123888889,53.6033333333,8.8969
610.60,13.4678,53.1856666667,16.5746,57.5511333333,13.1647333333,13.4683666667,55.3226666667,33.5405666667,17.5758777778,53.5341333334,8.88826666667
610.93,13.4280666667,53.1538666667,16.5305333333,57.5616,13.1063333333,13.45519,55.2904666667,33.5433,17.5313066666,53.541,8.8705
611.27,13.3906,53.1546,16.4904666667,57.5556666667,13.0697333333,13.4431033333,55.2758666666,33.5155666667,17.4744111111,53.5290666667,8.86266666667
611.60,13.4258666667,53.2742,16.5242,57.6496,13.0632666667,13.47243,55.3730666667,33.6469666667,17.4948777778,53.6304666666,8.8774
611.93,13.4415333333,53.2607333333,16.5106,57.6779333333,13.0805333333,13.4831866667,55.3728,33.7020666667,17.5108555556,53.6356,8.87346666667
612.27,13.3947333333,53.1908,16.483,57.6506,13.0385333333,13.4525066667,55.3421333333,33.6591333333,17.4622088889,53.5811333333,8.82823333333
612.60,13.3982,53.2043333333,16.4721333333,57.6679333334,13.0211333333,13.4494433333,55.377,33.6753333333,17.4515066667,53.594,8.8331
612.94,13.3242666667,53.1738,16.4191333333,57.7065333333,12.9574666667,13.37826,55.3469333333,33.6148,17.3837666667,53.6284,8.75803333333
613.27,13.2841333333,53.0671333333,16.3902,57.6224666667,12.9099333333,13.3513166666,55.2246666667,33.5129333333,17.3489711111,53.5665333333,8.7347
613.61,13.271,53.0574666667,16.3697333333,57.6587333333,12.9068666667,13.3739866667,55.2527333334,33.4492333333,17.35786,53.6003333333,8.74896666667
