wavelength,Back_PipMelf,Belly_PipMelf,Breast_PipMelf,Crissum_PipMelf,Crown_PipMelf,DorTail_PipMelf,Patch10_PipMelf,Patch11_PipMelf,Rump_PipMelf,Throat_PipMelf,WingTip_PipMelf
346.35,7.63506666667,5.98193333333,5.47333333333,6.53786666667,11.4731333333,8.34433333333,18.5017333333,5.47146666667,21.0955333333,7.27146666667,8.91320000001
346.72,7.99513333333,6.23466666667,5.86446666667,6.78833333333,11.6752,8.65773333333,18.7054666667,5.71646666667,21.2684,7.61180000001,9.08313333333
347.08,7.92300000001,6.19106666668,5.84686666667,6.80366666667,11.7070666667,8.70533333334,18.698,5.69866666667,21.3053333333,7.57606666667,9.02300000001
347.45,7.81946666666,6.03026666667,5.73513333333,6.70426666667,11.7064,8.64613333334,18.7125333333,5.49066666667,21.3086,7.567,8.96913333333
347.81,7.7116,5.87966666667,5.64333333333,6.53673333334,11.6462,8.65933333334,18.6349333333,5.51513333333,21.2058666667,7.613,8.91073333334
348.18,7.52946666666,5.84653333333,5.54293333333,6.49446666667,11.578,8.57606666666,18.6483333333,5.3954,21.0662666667,7.5524,8.85653333333
348.54,7.56986666667,5.74713333334,5.54026666667,6.4368,11.5879333333,8.62720000001,18.6388,5.29073333333,21.0721333333,7.532,8.7094
348.91,7.56453333333,5.88146666667,5.57733333333,6.61113333333,11.6454,8.77333333333,18.6638666667,5.33533333333,21.0386666667,7.49573333333,8.87966666666
349.27,7.35206666666,5.59033333333,5.3086,6.39806666667,11.4542,8.61753333334,18.3814666667,5.19293333333,20.7654666667,7.41246666667,8.63380000001
349.64,7.08259999999,5.333,4.95286666667,6.14853333333,11.2312,8.28140000001,18.0717333333,4.85533333333,20.5506666667,7.09726666667,8.3918
350.00,7.48880000001,5.61433333333,5.35526666667,6.525,11.5022666667,8.62179999999,18.4406666667,5.22653333333,20.7708,7.39886666667,8.71526666667
350.37,7.48786666667,5.73266666667,5.38,6.50786666667,11.5274,8.58553333334,18.3718,5.2626,20.6876666666,7.32906666667,8.65693333334
350.73,7.45013333333,5.73166666667,5.2832,6.49126666667,11.5598,8.53839999999,18.3715333333,5.3052,20.7123333333,7.33633333333,8.7326
351.10,7.2384,5.51066666666,5.09413333333,6.40973333333,11.3847333333,8.3506,18.0655333333,5.17386666667,20.5028,7.21333333333,8.48066666667
351.46,7.25453333333,5.6226,5.1616,6.42846666667,11.3984,8.33866666667,17.9768666667,5.23126666667,20.4362,7.29926666667,8.4934
351.83,7.69793333333,6.16639999999,5.53433333333,6.85186666667,11.8322,8.65573333333,18.3060666667,5.61553333333,20.8538,7.75759999999,8.90966666665
352.19,7.62700000001,6.06499999999,5.43146666667,6.70926666667,11.7259333333,8.52173333333,18.1207333333,5.4906,20.787,7.64966666667,8.72093333333
352.55,7.50593333333,6.1082,5.26433333333,6.67413333333,11.7312,8.46093333334,17.9878666667,5.46706666667,20.7746666667,7.58719999999,8.71913333333
352.92,7.71146666666,6.18433333333,5.4372,6.86906666667,11.9742666667,8.58966666666,18.132,5.5712,20.9748666667,7.82026666667,8.82940000001
353.28,8.01053333332,6.55713333334,5.76293333333,7.2004,12.2702,8.84699999999,18.4062,5.9224,21.3088,8.14073333333,9.1014
353.65,7.95213333333,6.60319999999,5.7878,7.29333333333,12.2584,8.91580000001,18.3070666667,5.9016,21.2520666667,8.05846666667,8.96186666667
354.01,7.89346666666,6.64246666666,5.59913333333,7.2154,12.3412,8.87986666666,18.2132,5.90773333333,21.2380666667,8.03119999999,8.87993333333
354.38,7.96706666667,6.66393333334,5.5434,7.28606666667,12.4234666667,8.94379999999,18.1876,5.93273333333,21.2476,8.11353333333,8.89213333334
354.74,8.06893333334,6.80500000001,5.5862,7.48846666667,12.5268,8.99746666667,18.2729333333,6.00386666667,21.3995333333,8.21973333333,8.93586666667
355.11,8.52733333333,7.27933333334,5.9952,7.84786666667,12.8839333333,9.39406666668,18.7627333333,6.37366666667,21.7724666667,8.66513333333,9.38333333333
355.47,8.55233333333,7.34406666667,5.98666666667,7.88673333333,12.8677333333,9.45079999999,18.7576666667,6.43913333334,21.6737333333,8.59680000001,9.31459999999
355.83,8.5376,7.28440000001,5.92106666667,7.8828,12.8729333333,9.39453333333,18.7312666667,6.39553333333,21.6254,8.51079999999,9.33560000001
356.20,8.79973333333,7.52426666666,6.1042,8.15066666667,13.1438666667,9.65720000001,18.9466,6.68306666667,21.8932,8.77980000001,9.6008
356.56,8.86459999999,7.57466666667,6.23666666667,8.1628,13.1232,9.73553333333,19.0066666667,6.79273333333,21.8878666666,8.83006666667,9.60706666667
356.93,8.61573333333,7.47533333333,6.0158,7.95506666667,12.8306,9.53,18.7418666667,6.63026666667,21.6671333333,8.6108,9.3928
357.29,8.63260000001,7.49513333333,6.05006666666,7.90706666667,12.9011333333,9.55213333332,18.6841333333,6.62246666667,21.5852666667,8.56926666666,9.33906666665
357.66,8.85173333333,7.67453333333,6.2152,8.06613333333,13.0322,9.73019999999,18.844,6.7808,21.7134,8.827,9.48793333333
358.02,8.98946666666,7.8982,6.52846666666,8.30453333334,13.1515333333,9.88126666668,19.0297333333,7.01773333333,21.8797333333,9.05273333333,9.72393333333
358.38,9.06426666667,7.9756,6.6158,8.3302,13.1357333333,9.93846666668,19.0671333333,7.089,21.9085333333,9.07093333333,9.8132
358.75,9.14406666666,8.11040000001,6.6886,8.33566666666,13.1711333333,10.0507333333,19.1197333333,7.1276,22.0009333333,9.11533333334,9.90633333335
359.11,9.02839999999,7.98813333334,6.57726666667,8.1934,13.1333333333,9.96453333333,18.9650666667,7.0798,21.9238,8.99300000001,9.75999999999
359.48,8.94880000001,7.92333333333,6.57946666667,8.1534,13.0926666667,9.94386666667,18.9598666667,7.0554,21.9501333333,9.06320000001,9.74946666667
359.84,8.8434,7.86566666667,6.4844,8.02746666667,12.9924,9.87546666669,18.8685333333,6.94326666666,21.842,8.97453333334,9.5766
360.20,8.75446666666,7.82919999999,6.41453333333,8.00206666667,12.8667333333,9.77406666665,18.8037333334,6.9068,21.7026666667,8.92040000001,9.50813333333
360.57,8.742,7.80093333333,6.35166666667,8.01833333333,12.8531333333,9.66759999999,18.7448666667,6.83953333333,21.6386666667,8.94199999999,9.43859999999
360.93,8.89313333334,7.91106666666,6.50786666667,8.0888,12.9998666667,9.78493333333,18.9133333333,6.9786,21.8303333333,9.04333333334,9.53839999999
361.29,8.74766666666,7.82093333333,6.34986666667,7.993,12.8639333333,9.68833333332,18.7688,6.84993333333,21.7278666667,8.97426666667,9.47260000001
361.66,8.64259999999,7.71393333334,6.21013333333,7.9106,12.7646666667,9.55486666667,18.6258,6.77686666667,21.6664,8.89799999999,9.36399999999
362.02,8.4502,7.46713333334,5.89446666667,7.6286,12.4872,9.31086666666,18.3882,6.47573333333,21.4612666667,8.6446,9.04440000001
362.39,8.39160000001,7.50906666666,5.87146666667,7.64193333333,12.5181333333,9.27666666667,18.3716,6.44646666667,21.4611333333,8.6964,8.99653333333
362.75,8.40753333333,7.48239999999,5.87826666667,7.63826666666,12.4828666667,9.2326,18.3457333333,6.45786666667,21.3262,8.73033333333,8.90799999999
363.11,8.50580000001,7.60293333333,5.92386666667,7.70633333333,12.4982,9.2248,18.3468666667,6.50806666667,21.2992666667,8.81493333334,8.90393333333
363.48,8.73513333333,7.81486666666,6.05833333333,7.9006,12.6614,9.37106666666,18.4264,6.6538,21.4241333334,8.92973333334,9.09133333333
363.84,8.73459999999,7.80673333333,6.07433333333,7.92033333333,12.6048666667,9.34006666667,18.3590666667,6.6946,21.4432,8.98006666666,9.07786666667
364.20,8.77526666667,7.89699999999,6.05586666667,7.87793333333,12.6218666667,9.38160000001,18.3154,6.6714,21.5291333333,9.05513333333,9.06846666666
364.57,8.98240000001,8.13006666666,6.24113333333,8.0428,12.7692666667,9.59933333334,18.479,6.85106666667,21.7171333333,9.28219999999,9.285
364.93,8.95406666666,8.16753333334,6.2,8.06366666667,12.7462666667,9.6226,18.4342,6.80633333334,21.5784,9.29086666666,9.23060000001
365.29,8.90013333333,8.08460000001,6.0562,7.93286666667,12.5974,9.48299999999,18.3300666666,6.6342,21.4915333334,9.10473333333,9.10293333333
365.66,8.93440000001,8.14113333334,6.14666666667,7.91013333333,12.5971333333,9.51433333334,18.3466666667,6.6304,21.4715333333,9.1556,9.1418
366.02,9.0808,8.34586666666,6.3062,8.11773333333,12.7306666667,9.73079999999,18.4768666667,6.80386666667,21.5943333333,9.39906666665,9.31093333333
366.38,9.07426666667,8.3054,6.27826666667,8.0374,12.6520666667,9.63640000001,18.3871333333,6.73626666667,21.4977333333,9.37726666667,9.26606666666
366.75,8.9422,8.22726666666,6.17886666667,7.97153333333,12.6004666667,9.58506666667,18.2744666667,6.69966666667,21.4538666667,9.27420000001,9.19613333333
367.11,8.7356,8.09040000001,6.0666,7.85273333333,12.4754,9.54953333333,18.0835333333,6.59426666667,21.2964,9.15113333333,9.11006666666
367.47,8.53866666667,7.9064,5.82313333333,7.6568,12.2603333333,9.27926666667,17.9119333333,6.41826666667,21.1678,9.00139999999,8.82353333334
367.84,8.67153333334,8.12153333333,5.97973333333,7.778,12.3366,9.43626666667,18.0187333333,6.5542,21.2368,9.11213333334,9.01586666666
368.20,8.77366666667,8.2684,6.24026666667,7.9916,12.4702666667,9.57693333335,18.1436,6.7504,21.3096,9.24860000001,9.17179999999
368.56,8.80640000001,8.34926666667,6.25586666667,8.011,12.5036,9.63206666668,18.1195333333,6.7686,21.3048666666,9.28693333333,9.13846666667
368.93,8.84553333333,8.37813333333,6.2162,7.9658,12.4423333333,9.55453333335,18.0262,6.79433333333,21.3202,9.29606666667,9.09899999999
369.29,8.863,8.43246666666,6.30793333333,8.034,12.4514666667,9.5864,17.9571333333,6.83213333333,21.3463333333,9.45986666666,9.06826666667
369.65,8.98106666666,8.53186666667,6.3634,8.15853333333,12.5474666667,9.65233333334,18.0194,6.956,21.3824,9.54673333333,9.06600000001
370.01,8.86933333333,8.49413333334,6.38846666667,8.075,12.5342,9.57939999999,17.9383333333,6.93786666667,21.2731333333,9.5148,8.9908
370.38,8.94786666666,8.6018,6.49946666667,8.20653333333,12.5795333333,9.69886666666,18.0096666667,7.08146666667,21.3522,9.65433333333,9.00760000001
370.74,8.88619999999,8.65553333333,6.4716,8.2004,12.5436666667,9.69513333335,17.9708,7.02633333333,21.3319333333,9.64440000001,8.99400000001
371.10,8.97579999999,8.7616,6.50113333333,8.26306666666,12.5579333333,9.71033333333,18.0771333333,7.0872,21.4234,9.77206666667,9.02059999999
371.46,8.95593333332,8.73386666666,6.51173333333,8.20866666667,12.5047333333,9.70226666666,17.9706,7.0484,21.3389333333,9.71940000001,8.96913333334
371.83,8.85606666666,8.65266666667,6.39553333333,8.17513333333,12.4388,9.63339999999,17.8828,6.9348,21.2732,9.65400000001,8.79133333333
372.19,8.83366666667,8.65813333333,6.23593333333,8.07646666667,12.3897333333,9.50493333331,17.7678,6.85113333333,21.2560666667,9.5926,8.66953333334
372.55,8.70846666666,8.61459999999,6.1976,8.0766,12.3402,9.43373333334,17.6917333333,6.84413333333,21.2418666667,9.53506666669,8.62673333333
372.92,8.69206666667,8.63173333334,6.21126666667,8.12173333334,12.367,9.54133333335,17.7308666667,6.82426666666,21.315,9.59980000001,8.67720000001
373.28,8.80300000001,8.78433333333,6.35433333333,8.23406666667,12.5130666667,9.67480000001,17.8766,7.04246666667,21.3596,9.75160000001,8.8104
373.64,8.6756,8.68753333334,6.20006666667,8.08193333333,12.4022666667,9.53113333334,17.7605333333,6.87593333333,21.2464666667,9.64633333335,8.70879999999
374.00,8.7522,8.75400000001,6.24466666667,8.1786,12.471,9.56786666665,17.8012666667,6.95533333334,21.3456,9.71766666667,8.77593333334
374.37,8.59766666667,8.62393333334,6.09013333333,8.0658,12.3919333333,9.44933333333,17.6404666667,6.80913333333,21.2276666667,9.63273333333,8.63226666667
374.73,8.58693333334,8.5922,6.03166666667,7.96533333333,12.3064666667,9.33639999999,17.5101333333,6.6996,21.1402666667,9.59839999999,8.47513333333
375.09,8.65113333333,8.61573333333,6.03746666667,8.03066666667,12.3624,9.35940000001,17.5305333333,6.66573333333,21.1951333334,9.61246666666,8.5236
375.45,8.69946666667,8.7324,6.1264,8.17306666667,12.5014666667,9.4808,17.5866666666,6.7346,21.2672666667,9.73533333333,8.67986666666
375.81,8.63433333333,8.71626666666,6.12633333333,8.11266666667,12.4563333333,9.39200000001,17.4850666667,6.70886666666,21.2608,9.75473333331,8.67753333334
376.18,8.50966666666,8.5702,6.04966666667,8.00966666667,12.3714666667,9.32266666667,17.4104666667,6.62173333333,21.1128,9.68986666667,8.5968
376.54,8.48293333334,8.53120000001,6.0038,7.94333333333,12.2998,9.27226666666,17.3372,6.53693333333,20.9698666667,9.61113333333,8.51473333333
376.90,8.63646666667,8.62606666666,6.16246666666,8.0866,12.4129333333,9.29679999999,17.3953333334,6.6586,21.0382,9.70426666667,8.6334
377.26,8.5272,8.5216,6.02113333333,7.99833333333,12.2928,9.17366666668,17.2386,6.47633333333,20.9412666666,9.56859999998,8.50106666667
377.63,8.62706666667,8.66786666667,6.18126666667,8.1298,12.4238,9.3288,17.3246,6.60233333333,21.0461333333,9.70199999998,8.6458
377.99,8.53193333333,8.58626666667,6.0854,8.06326666667,12.3315333333,9.25,17.1897333333,6.435,20.9684666667,9.58893333333,8.53966666667
378.35,8.63053333334,8.71506666668,6.20633333333,8.12106666667,12.4178666667,9.36700000001,17.252,6.52286666667,21.0222,9.64293333333,8.63653333333
378.71,8.65700000001,8.69519999999,6.2512,8.1804,12.4992666667,9.39613333333,17.2588666667,6.60926666667,21.0537333333,9.65113333334,8.67159999999
379.07,8.63513333334,8.69199999999,6.3184,8.211,12.4917333333,9.40600000001,17.1716,6.65,21.0115333333,9.6748,8.65566666667
379.44,8.61780000001,8.71400000001,6.3162,8.16353333333,12.4173333333,9.39086666666,17.1364666667,6.61593333333,20.9970666667,9.70199999999,8.63139999999
379.80,8.6402,8.74306666667,6.30533333333,8.21213333333,12.4373333333,9.41966666665,17.1153333333,6.59633333333,21.0011333333,9.67233333335,8.58786666667
380.16,8.70506666666,8.78153333333,6.36906666667,8.319,12.4645333333,9.52173333334,17.1078666667,6.63646666667,21.0206,9.73553333333,8.60846666667
380.52,8.56766666666,8.68193333333,6.21453333333,8.2108,12.3596666667,9.35933333333,16.9770666667,6.4702,20.9512666667,9.61746666668,8.4728
380.88,8.38140000001,8.55920000001,6.0796,8.05973333333,12.2198666667,9.23553333334,16.8042,6.30226666667,20.8002,9.53766666668,8.29526666667
381.24,8.372,8.56886666666,6.10713333333,8.09453333333,12.2748666667,9.24519999999,16.8128666667,6.34333333333,20.8453333333,9.60873333334,8.30253333333
381.61,8.33173333333,8.50453333333,5.99546666667,8.0574,12.1966666667,9.14066666666,16.7179333333,6.2868,20.7854,9.5396,8.19793333333
381.97,8.33486666666,8.55646666666,6.06953333333,8.075,12.2253333333,9.1224,16.6996666667,6.34246666667,20.7614,9.55153333333,8.2156
382.33,8.38373333333,8.61999999999,6.10066666667,8.16946666667,12.2734,9.1498,16.7184,6.41166666667,20.7908666667,9.66646666667,8.29113333333
382.69,8.46726666667,8.66673333333,6.1418,8.19986666667,12.2856,9.125,16.7271333333,6.3628,20.8,9.76566666667,8.32973333333
383.05,8.43893333333,8.68206666667,6.12933333333,8.1698,12.2754,9.072,16.7001333333,6.33013333333,20.7879333333,9.767,8.30133333333
383.41,8.55233333333,8.79800000001,6.2718,8.32013333333,12.4307333334,9.15886666666,16.7652,6.48486666667,20.8536666667,9.87566666668,8.34066666667
383.77,8.57279999999,8.80673333334,6.2854,8.33073333333,12.4955333333,9.16313333333,16.7602,6.49433333333,20.8149333333,9.91586666667,8.38366666667
384.14,8.6504,8.89999999999,6.346,8.37646666667,12.5475333333,9.1372,16.8096,6.54013333333,20.8886,9.93413333333,8.40553333333
384.50,8.76880000001,8.96186666666,6.48013333333,8.4198,12.6101333334,9.20533333333,16.8042666667,6.60713333333,20.9123333333,10.0377333333,8.4808
384.86,8.77973333333,8.92186666667,6.4648,8.43273333333,12.5888666667,9.2096,16.7800666667,6.59846666667,20.8591333333,10.0063333333,8.45186666667
385.22,8.92719999999,9.0346,6.58126666667,8.5138,12.6448666667,9.2728,16.8208,6.67046666667,20.8787333333,10.0682666667,8.53266666667
385.58,8.88519999999,9.01819999999,6.63873333333,8.49433333334,12.6318,9.22626666667,16.7930666667,6.6282,20.8393333334,10.0567333333,8.5128
385.94,9.04913333334,9.11586666667,6.71413333333,8.581,12.7523333333,9.30406666666,16.8593333333,6.68813333333,20.931,10.1944,8.5768
386.30,9.00833333333,9.03086666666,6.6526,8.5058,12.6797333333,9.17086666667,16.7557333333,6.58586666667,20.8690666667,10.1074,8.47086666666
386.66,8.87386666666,8.93040000001,6.62273333333,8.474,12.5876666667,9.11786666667,16.6618666667,6.52366666667,20.7771333334,10.028,8.41373333334
387.03,8.83113333333,8.88566666666,6.582,8.41246666667,12.5635333333,9.03893333333,16.5428666667,6.44733333333,20.6784666667,9.97479999999,8.34473333333
387.39,8.81300000001,8.85379999999,6.58106666667,8.40146666667,12.5716666667,8.98226666667,16.4978666667,6.38953333333,20.6652,9.92846666666,8.35853333333
387.75,8.93866666667,8.9212,6.72893333333,8.50426666667,12.6258666667,9.08833333333,16.5407333333,6.511,20.7164,10.0466666667,8.4426
388.11,8.81546666667,8.81066666667,6.65466666667,8.4106,12.56,9.01073333333,16.4104,6.39893333333,20.5941333333,9.97639999999,8.3802
388.47,8.8594,8.90573333334,6.73066666667,8.49473333333,12.6214666667,9.06206666667,16.4629333333,6.51613333333,20.6526,10.0680666667,8.4692
388.83,8.84080000001,8.94946666666,6.76986666666,8.495,12.6382,9.0182,16.4365333333,6.5616,20.6463333333,10.1022666667,8.47046666666
389.19,8.80173333334,8.94533333333,6.8022,8.52653333333,12.6806,9.04366666666,16.43,6.55793333333,20.6748,10.1455333333,8.49793333333
389.55,8.8326,8.98066666667,6.8434,8.55213333333,12.6844666667,9.03066666666,16.3721333333,6.6064,20.6363333333,10.1694666667,8.5154
389.91,8.70626666666,8.88853333333,6.75133333333,8.49106666667,12.5634666667,8.92313333333,16.2484666667,6.48933333333,20.5337333333,10.0895333333,8.41593333333
390.27,8.78406666666,9.0312,6.8742,8.60833333333,12.6806666666,9.05966666667,16.3180666667,6.60313333333,20.6459333333,10.1940666667,8.5386
390.63,8.8524,9.12593333333,6.9142,8.64273333333,12.7762,9.12046666667,16.3171333333,6.65613333333,20.6604666667,10.2289333333,8.5694
391.00,8.92053333334,9.1832,6.99206666667,8.75,12.8570666667,9.2046,16.3688666667,6.72486666667,20.7336666667,10.3105333333,8.63793333333
391.36,8.86973333333,9.12266666667,6.93633333333,8.6782,12.7905333333,9.15373333333,16.2862666667,6.65486666667,20.667,10.3022666667,8.52973333333
391.72,8.85153333333,9.12520000001,6.925,8.7272,12.7827333333,9.10973333333,16.2739333333,6.60786666667,20.6522,10.2782666667,8.4872
392.08,8.89040000001,9.17479999999,6.96973333333,8.74646666667,12.8308,9.15473333333,16.266,6.66613333333,20.6575333333,10.3436666667,8.50826666667
392.44,8.9286,9.17273333334,6.97373333333,8.80546666667,12.8560666667,9.12906666667,16.2202666667,6.62806666667,20.6292,10.3464,8.48633333333
392.80,8.95060000001,9.19973333334,6.98393333333,8.82713333333,12.8879333333,9.14073333333,16.1991333333,6.5876,20.6214,10.3521333333,8.50253333333
393.16,8.99713333334,9.20979999999,6.9706,8.832,12.8914,9.08253333333,16.1503333333,6.6056,20.562,10.3186666667,8.48073333333
393.52,9.0392,9.25766666667,6.9916,8.88373333333,12.9660666667,9.1348,16.1668666667,6.63713333333,20.6072666667,10.3811333333,8.49926666667
393.88,9.05199999999,9.25393333333,7.01633333333,8.894,12.9615333333,9.1144,16.1200666667,6.63706666667,20.5608,10.3922666667,8.4956
394.24,8.97900000001,9.15373333334,6.9226,8.80486666667,12.8568,9.0186,16.0192666667,6.53966666667,20.4312666667,10.3194,8.38226666667
394.60,9.02266666667,9.20973333333,6.96426666667,8.89300000001,12.892,9.024,16.0661333333,6.60466666667,20.5018666667,10.4304666667,8.43153333333
394.96,8.96553333333,9.16366666667,6.90986666667,8.80240000001,12.8101333333,8.93926666667,15.9906666667,6.53246666666,20.3702,10.3722666667,8.3388
395.32,9.00893333333,9.22633333333,6.95486666667,8.86566666667,12.8513333333,8.97353333333,16.0305333333,6.5816,20.3804666667,10.4144666667,8.40486666667
395.68,8.97993333333,9.23206666666,6.922,8.79606666666,12.8343333333,8.9236,15.9638,6.55686666667,20.3382666667,10.4054666667,8.38953333333
396.04,9.07233333333,9.34406666666,6.998,8.9188,12.8858,8.9346,15.9601333333,6.625,20.3793333333,10.4812,8.465
396.40,9.00373333333,9.30999999999,6.96546666667,8.84266666666,12.843,8.86233333333,15.8672,6.62146666667,20.3104666667,10.4469333333,8.41026666667
396.76,9.09253333333,9.39793333333,7.04726666667,8.94226666667,12.9292666667,8.86766666667,15.8998666667,6.71466666667,20.3677333333,10.5428666667,8.4412
397.12,9.07480000001,9.42726666667,7.04686666667,8.94266666666,12.891,8.83893333333,15.8607333333,6.7426,20.3753333333,10.5824666667,8.4208
397.48,9.03099999999,9.40239999999,7.0136,8.91153333333,12.8461333333,8.77166666667,15.7889333333,6.69073333333,20.2963333333,10.5452666667,8.3592
397.84,9.03260000001,9.46526666667,7.01626666667,8.91579999999,12.8660666667,8.78206666667,15.7962,6.72193333333,20.277,10.5692666667,8.36173333334
398.20,9.10166666667,9.5478,7.09206666667,8.96900000001,12.9185333333,8.7728,15.7624666667,6.76386666667,20.3008,10.614,8.42993333333
398.56,9.04893333333,9.48386666667,7.0014,8.85433333334,12.8346,8.67946666667,15.639,6.70426666667,20.1747333333,10.5246666667,8.32906666667
398.92,9.11166666666,9.58333333333,7.0494,8.92293333334,12.8738666667,8.6942,15.6322,6.78813333333,20.1909333333,10.5817333333,8.37226666667
399.28,9.23873333333,9.7276,7.14653333333,9.00206666667,12.9354666666,8.74413333333,15.6488666667,6.91113333333,20.2517333334,10.6896,8.45106666667
399.64,9.32726666667,9.82773333334,7.237,9.0506,12.9996,8.78706666667,15.6276,7.01093333333,20.2718666667,10.7733333333,8.51553333333
400.00,9.29060000001,9.83619999999,7.21013333333,8.97606666666,12.9546666667,8.72446666667,15.5491333333,6.99146666667,20.2179333333,10.7712666667,8.4552
400.36,9.40279999999,9.97840000001,7.31833333333,9.09293333333,13.0422,8.83213333333,15.6397333333,7.11753333333,20.2865333333,10.8854,8.5528
400.72,9.45919999999,10.0556666667,7.3718,9.11673333333,13.0318666667,8.88073333333,15.607,7.18833333333,20.2684,10.9256,8.6102
401.08,9.42746666666,10.034,7.35986666667,9.12726666667,13.026,8.88926666667,15.561,7.14786666667,20.1899333333,10.9258666667,8.5806
401.44,9.54213333333,10.1756,7.4716,9.24526666665,13.1126,8.98766666666,15.6032,7.30286666667,20.249,11.0610666667,8.7028
401.80,9.598,10.2565333333,7.5314,9.32173333334,13.1661333333,9.02653333333,15.6071333333,7.3772,20.2879333333,11.1159333333,8.75026666667
402.16,9.59320000001,10.3022666666,7.48826666667,9.36160000001,13.1496666667,9.01260000001,15.6017333333,7.40026666667,20.2558,11.1518,8.71306666667
402.52,9.65473333333,10.3954666667,7.57733333333,9.45466666665,13.1718666667,9.07173333333,15.6358,7.46126666667,20.3003333333,11.2416,8.7682
402.88,9.67620000001,10.4299333333,7.6176,9.51506666667,13.1548,9.10679999999,15.627,7.47226666667,20.3062666666,11.276,8.78406666667
403.24,9.53093333333,10.3102,7.4858,9.42513333333,13.0315333333,9.00386666666,15.5084,7.3508,20.1239333333,11.1756,8.67546666667
403.60,9.46606666667,10.26,7.4188,9.39433333332,12.9512666667,8.92946666667,15.4448666667,7.30786666667,20.0557333333,11.1394,8.59346666667
403.95,9.5188,10.3261333333,7.4842,9.49079999999,12.9944,9.01286666667,15.5222,7.3626,20.0744,11.2136666667,8.62893333333
404.31,9.471,10.3070666667,7.43713333333,9.45580000001,12.9339333333,8.98873333334,15.4690666667,7.3204,20.0326,11.1961333333,8.57286666667
404.67,9.48386666666,10.3748,7.46426666667,9.51820000001,12.9905333333,9.03366666667,15.5178,7.34806666667,20.0788,11.2655333333,8.60953333333
405.03,9.602,10.5306666667,7.55206666667,9.6352,13.0862,9.11653333333,15.6009333333,7.46626666667,20.1736666667,11.4025333333,8.71426666667
405.39,9.5914,10.5505333333,7.52886666667,9.59106666667,13.0534666667,9.10460000001,15.5585333333,7.43613333333,20.1252,11.3916,8.6646
405.75,9.6428,10.6056666667,7.58493333333,9.63739999999,13.0685333333,9.13806666667,15.5602,7.49386666667,20.1151333333,11.4474,8.6996
406.11,9.71839999999,10.689,7.7044,9.6878,13.129,9.21099999999,15.5923333333,7.60726666667,20.1234666667,11.5297333333,8.78666666666
406.47,9.73453333333,10.7536,7.7386,9.7168,13.1624,9.21319999999,15.595,7.65906666667,20.1038,11.5556666667,8.8164
406.83,9.82939999999,10.8520666667,7.81886666667,9.80226666665,13.2782666667,9.26646666667,15.6677333333,7.7612,20.1538666667,11.6409333333,8.88446666667
407.19,9.94746666666,11.0052,7.9508,9.95113333333,13.3941333333,9.33653333334,15.7528666667,7.90646666666,20.2880666667,11.7653333333,8.95526666666
407.55,9.95766666667,11.0505333333,7.9824,9.96566666667,13.4146,9.35520000001,15.7438,7.92566666667,20.2271333333,11.7988,8.93906666666
407.90,9.96919999999,11.0918,8.00673333333,9.97313333334,13.4232,9.34773333332,15.6984,7.94620000001,20.2213333333,11.8269333333,8.9828
408.26,9.99573333334,11.1132,7.9946,9.98933333333,13.4358,9.32293333333,15.6528,7.95326666667,20.1570666667,11.8366666667,8.993
408.62,9.956,11.0660666667,7.93746666667,9.93560000001,13.3486666667,9.25606666667,15.5732,7.90786666667,20.0542,11.7998,8.895
408.98,9.94566666667,11.051,7.94453333333,9.91393333333,13.3344666667,9.2118,15.5420666666,7.8934,19.9934666667,11.7980666667,8.87766666667
409.34,9.93980000001,11.055,7.936,9.95393333333,13.3316666667,9.19693333334,15.5496,7.8822,19.9706666666,11.8223333333,8.89093333333
409.70,9.96659999999,11.1130666667,7.9662,10.0082666667,13.3582666667,9.22413333334,15.5884,7.88906666667,20.0090666667,11.8686,8.90946666667
410.06,9.90613333333,11.0736666667,7.88186666667,9.95653333333,13.3052666667,9.1432,15.5040666666,7.80386666667,19.9423333333,11.8321333333,8.81613333333
410.42,9.95699999999,11.1460666667,7.93726666667,10.0194666667,13.3582,9.19293333333,15.5206666667,7.8364,19.9676666667,11.8852,8.85813333333
410.77,9.94686666667,11.1774666667,7.93306666667,10.0326,13.3580666667,9.18880000001,15.5012,7.85073333333,19.9689333333,11.9480666667,8.88126666667
411.13,9.98560000001,11.2252666667,7.97386666667,10.0586,13.3700666667,9.21073333334,15.4705333333,7.8614,19.9392,11.9950666667,8.9174
411.49,10.0628666667,11.3318,8.01586666667,10.1394666667,13.4307333333,9.28413333334,15.5518666667,7.91466666667,20.0212666667,12.0637333333,8.98446666667
411.85,10.0576,11.3530666667,7.99893333333,10.1556666667,13.4254666667,9.28660000001,15.5555333333,7.95253333333,19.9805333333,12.0613333333,8.95386666667
412.21,10.0493333333,11.3861333333,8.0174,10.1445333333,13.4188666667,9.27019999999,15.5286,7.94733333334,19.9976666667,12.1065333333,8.94533333333
412.57,10.1209333333,11.4765333333,8.10266666667,10.2392,13.4782666667,9.35980000001,15.5868666667,8.03586666666,20.0308666667,12.1961333333,9.02239999999
412.92,10.1456666667,11.5601333333,8.14893333333,10.2779333333,13.5012666667,9.40493333333,15.6170666667,8.09726666666,20.0698666667,12.2295333333,9.05733333333
