wavelength,Back_ComLorm,Belly_ComLorm,Breast_ComLorm,Crissum_ComLorm,Crown_ComLorm,DorTail_ComLorm,Rump_ComLorm,Throat_ComLorm,WingTip_ComLorm
326.94,6.95325,3.56108333333,4.91966666666,3.19391666667,2.84583333333,6.02633333333,7.62118518517,5.23316666667,4.06741666667
327.31,7.10558333333,3.73683333333,5.06875,3.48591666667,3.10725,6.31008333334,7.76232407407,5.47191666667,4.11075
327.67,7.315,3.81833333333,5.24908333333,3.42483333333,3.24925,6.34716666667,7.87934259259,5.68225,4.19583333333
328.04,7.59283333334,3.914,5.3605,3.49683333333,3.37925,6.45383333333,8.19819444445,5.94333333334,4.28841666667
328.41,7.67625,4.06658333333,5.40233333333,3.561,3.35008333333,6.66775,8.22037037037,5.98083333334,4.42358333334
328.78,7.98075,4.47041666667,5.80516666667,4.12875,3.81133333333,7.02866666666,8.49397222222,6.34766666667,4.89091666667
329.14,8.16458333334,4.60516666667,5.75433333333,4.31091666667,3.8535,7.14333333334,8.57017592591,6.41891666667,4.91841666667
329.51,8.49433333333,4.839,6.15383333333,4.5445,4.02066666667,7.305,8.83972222222,6.5575,5.20716666667
329.88,8.56608333333,4.907,6.20975,4.71533333333,4.03941666667,7.34275,8.89775925925,6.66116666667,5.1395
330.24,8.50391666666,4.74575,5.9895,4.46508333333,3.84883333333,7.02925,8.69516666668,6.37725,4.87508333333
330.61,8.33058333333,4.57291666667,5.62391666667,4.23191666666,3.57191666667,6.92175,8.32932407406,6.16475,4.50916666667
330.98,8.32225,4.61466666667,5.37541666667,4.10741666667,3.45966666667,6.90825,8.33834259259,6.03975,4.57033333333
331.34,8.18533333332,4.43766666667,4.99058333333,3.96691666667,3.2605,6.584,8.17484259258,5.74083333333,4.42408333334
331.71,8.11591666666,4.57566666667,5.06191666667,4.00775,3.31491666667,6.63783333333,8.25400000001,5.81733333333,4.35558333333
332.08,7.792,4.30933333333,4.78341666667,3.63883333333,2.92775,6.24583333333,7.85913888889,5.49191666667,3.95925
332.44,7.67899999999,4.25933333333,4.76258333333,3.6765,2.87666666667,6.074,7.83671296296,5.43541666667,3.81183333333
332.81,7.34075,3.97316666667,4.52458333333,3.50325,2.57308333333,5.85425,7.75467592592,5.25858333333,3.44841666667
333.18,7.62408333333,4.25858333333,4.784,3.71733333333,2.81408333333,5.99066666667,7.98273148149,5.45458333333,3.65008333333
333.54,7.49908333333,4.16025,4.45441666667,3.57933333333,2.63283333333,5.69291666667,7.72964814815,5.33991666667,3.44883333334
333.91,7.62924999999,4.32508333333,4.53875,3.69383333333,2.88658333333,5.84141666667,7.92976851851,5.47675,3.56316666667
334.28,7.73508333334,4.61091666667,4.82016666667,3.99541666667,3.18825,6.125,8.22726851853,5.773,3.79608333333
334.64,8.14691666666,5.01116666666,5.35941666667,4.45966666667,3.57858333333,6.35175,8.66023148149,6.27166666667,4.20783333334
335.01,8.39533333333,5.21083333333,5.80883333334,4.76091666667,3.90591666667,6.61866666666,8.83405555556,6.64,4.44891666667
335.38,8.728,5.681,6.34591666667,4.98091666667,4.26891666667,6.98008333333,9.22457407406,7.08583333333,4.78808333333
335.74,8.58133333333,5.40183333334,6.15266666667,4.79241666667,4.0555,6.75525,9.1038611111,6.90808333333,4.55366666667
336.11,8.61399999999,5.44283333333,6.22325,4.83841666667,4.20433333333,6.83683333333,9.28833333334,7.04208333334,4.65141666667
336.47,8.55516666666,5.24866666667,6.06316666667,4.70758333333,4.02183333333,6.63808333333,9.11375925925,6.93008333333,4.42925
336.84,8.49691666666,5.20283333334,5.9765,4.43341666667,3.85491666666,6.52125,8.93299074074,6.81733333333,4.35958333333
337.21,8.34016666666,5.13575,6.0895,4.50316666667,3.91716666667,6.56633333333,8.9882962963,6.88733333334,4.42066666667
337.57,8.35991666667,5.15883333333,6.17883333333,4.51308333333,3.94883333333,6.7405,9.03849074074,7.10566666667,4.44866666666
337.94,8.31358333332,5.165,6.34566666667,4.567,3.96658333333,6.80941666667,9.12858333334,7.27341666667,4.59766666667
338.31,8.41216666666,5.12433333334,6.35458333333,4.5245,3.97733333333,6.8405,9.06290740742,7.32208333333,4.73033333333
338.67,8.35966666668,5.09925,6.30191666667,4.43441666667,3.92933333333,6.95141666666,9.12572222222,7.2705,4.72316666667
339.04,8.40749999999,5.19066666667,6.33983333333,4.49866666667,3.94583333333,6.89258333333,9.17880555556,7.34091666667,4.77483333333
339.40,8.28358333334,4.88141666667,6.20716666667,4.42083333333,3.72425,6.80633333334,9.01917592592,7.24983333333,4.63716666667
339.77,8.41916666666,5.02883333333,6.46541666667,4.59508333333,3.8585,6.96333333333,9.08607407408,7.33708333334,4.94941666667
340.14,8.70433333334,5.33908333333,6.81083333333,4.96408333333,4.21333333333,7.34758333333,9.30265740741,7.66333333333,5.35841666667
340.50,8.87108333333,5.62641666667,7.02675,5.20325,4.53241666667,7.63716666667,9.56580555555,8.004,5.70991666667
340.87,9.08808333333,5.86875,7.33875,5.54875,4.85366666667,7.94166666667,9.77362962963,8.26158333334,6.01
341.23,9.10133333332,5.91425,7.29125,5.47891666667,4.7975,7.9685,9.67287962963,8.25466666667,5.99908333333
341.60,9.07924999999,5.89608333333,7.37775,5.53691666667,4.84291666667,7.98241666667,9.70177777777,8.16783333333,5.96758333333
341.96,9.11133333332,5.81958333334,7.24133333333,5.5015,4.81625,7.87325,9.58887037037,8.05691666667,5.869
342.33,9.03383333333,5.75058333333,7.13758333333,5.44141666666,4.75266666667,7.79533333333,9.53990740742,8.00658333333,5.77991666667
342.70,8.83933333333,5.5055,6.84241666667,5.14366666667,4.588,7.43675,9.21146296294,7.83891666667,5.63241666666
343.06,8.64033333332,5.24975,6.50633333333,4.886,4.42733333333,7.361,9.01199074073,7.632,5.45441666667
343.43,8.41958333334,5.1845,6.2565,4.88075,4.33341666667,7.12616666667,8.91745370371,7.48058333333,5.36433333333
343.79,8.5045,5.33416666667,6.26533333333,5.03066666666,4.42883333333,7.18683333333,9.05682407408,7.67625,5.38366666667
344.16,8.21841666667,5.045,5.91683333333,4.73475,4.09633333334,6.74108333333,8.78179629628,7.33925,5.10133333333
344.52,8.35874999999,5.07883333333,6.01183333333,4.67191666667,4.22008333333,6.78016666667,8.87336111112,7.3335,5.10966666667
344.89,8.37658333334,4.93658333333,5.94633333333,4.64641666667,4.11066666667,6.7125,8.89871296296,7.28558333333,4.951
345.25,8.16191666666,4.71858333333,5.75675,4.5865,3.91291666667,6.54466666666,8.73999074074,7.17716666667,4.78308333333
345.62,8.11516666667,4.75308333333,5.68975,4.46941666667,3.88358333334,6.51133333333,8.77727777776,7.18358333333,4.84191666667
345.99,8.06249999999,4.7215,5.57766666667,4.31525,3.7965,6.45358333334,8.63406481482,7.04791666667,4.725
346.35,8.01158333333,4.70958333333,5.61458333334,4.23683333334,3.7485,6.43025,8.60160185186,6.98008333333,4.63416666667
346.72,8.14000000001,4.83825,5.77891666667,4.52,3.85016666667,6.591,8.81762037037,7.04116666667,4.69591666667
347.08,8.16316666667,4.88283333333,5.876,4.54825,3.85075,6.47091666667,8.9300462963,7.09066666667,4.71108333333
347.45,8.25908333333,4.97416666667,5.992,4.5235,3.90516666667,6.56291666667,8.92684259259,7.18658333333,4.725
347.81,8.20733333334,4.83366666667,5.9155,4.40616666667,3.83858333333,6.487,8.77893518517,7.07583333333,4.65983333333
348.18,8.36716666668,4.97433333334,6.10641666667,4.56016666667,4.027,6.65758333333,8.98762962963,7.25825,4.82141666667
348.54,8.23716666667,4.93266666667,6.08525,4.5585,3.82283333333,6.65875,8.94166666668,7.21816666667,4.83291666667
348.91,8.06866666667,4.79291666667,5.79833333334,4.2545,3.58475,6.38091666667,8.71886111112,7.02941666666,4.76625
349.27,8.151,4.69866666667,5.72891666667,4.08433333333,3.54433333333,6.2355,8.69889814816,6.90983333333,4.78183333333
349.64,8.24516666666,4.81075,5.83616666667,4.27675,3.65833333333,6.32983333333,8.71833333333,7.03816666667,4.86875
350.00,8.2265,4.83275,5.96341666667,4.38825,3.67225,6.266,8.86271296295,7.19375,4.93075
350.37,8.04191666666,4.69716666667,5.85191666667,4.28458333333,3.46966666666,6.07058333333,8.70202777777,7.12125,4.80633333334
350.73,7.97516666667,4.63183333333,5.87525,4.18558333333,3.41575,6.01491666667,8.61146296297,7.12058333334,4.75041666667
351.10,7.99241666667,4.61575,5.906,4.24758333334,3.42425,6.12591666667,8.61843518518,7.17941666667,4.75691666667
351.46,8.03566666666,4.68941666667,5.88016666667,4.18366666667,3.44608333333,6.14766666666,8.68729629629,7.25575,4.88391666666
351.83,8.11141666667,4.80866666667,5.96,4.30958333333,3.48425,6.25408333333,8.87196296295,7.372,5.04408333333
352.19,7.934,4.66758333334,5.76908333333,4.16333333334,3.27158333334,6.06875,8.69380555556,7.19683333334,4.89233333333
352.55,7.9685,4.63933333333,5.74741666666,4.20525,3.28625,5.9725,8.69373148147,7.24666666666,4.81508333333
352.92,8.06333333333,4.72716666667,5.93475,4.38716666667,3.40933333333,6.096,8.77666666667,7.36341666666,4.85733333333
353.28,8.13183333334,4.91091666667,6.13208333334,4.503,3.46925,6.23016666667,8.82931481481,7.54625,4.94816666667
353.65,8.22666666667,4.92208333334,6.27216666667,4.65966666667,3.52408333333,6.28975,8.87123148147,7.60016666667,5.02541666667
354.01,7.99258333334,4.67883333333,5.931,4.4055,3.25225,6.12583333334,8.54504629629,7.34983333333,4.75566666667
354.38,8.18049999999,4.78408333333,5.94658333333,4.605,3.39008333333,6.28625,8.68766666666,7.45025,4.849
354.74,8.30891666668,4.89516666667,5.99941666667,4.70741666667,3.44266666667,6.38383333333,8.73607407408,7.53375,4.98125
355.11,8.39533333333,5.06733333333,6.10391666667,4.9065,3.57016666667,6.51866666667,8.83385185185,7.63808333334,5.09391666667
355.47,8.45191666666,5.07008333333,6.22266666667,5.04266666667,3.63225,6.5515,8.88365740739,7.65641666667,5.125
355.83,8.49291666668,5.12066666667,6.29133333333,5.02733333333,3.71708333334,6.63591666667,8.86775000002,7.73741666667,5.19275
356.20,8.62483333334,5.16416666667,6.40608333334,5.095,3.83091666666,6.72933333334,8.95783333333,7.887,5.30783333334
356.56,8.65925,5.20608333334,6.45266666667,5.10141666667,3.89433333333,6.8465,8.95099074073,7.89341666666,5.3785
356.93,8.71358333334,5.304,6.51116666666,5.19833333333,4.00183333333,6.89525,9.04390740741,7.98266666667,5.5015
357.29,9.00158333334,5.50608333333,6.71125,5.48341666666,4.31008333334,7.1545,9.36173148149,8.20816666667,5.74941666667
357.66,8.89783333333,5.3885,6.567,5.34825,4.18158333334,7.00658333333,9.26739814816,8.1175,5.60841666666
358.02,9.11875,5.568,6.71591666666,5.42658333333,4.388,7.23925,9.4783148148,8.3385,5.789
358.38,9.18916666667,5.62633333333,6.80133333333,5.40258333334,4.47058333333,7.31733333334,9.50989814815,8.42608333333,5.81208333333
358.75,9.05841666668,5.46158333333,6.59133333334,5.2,4.3455,7.14366666667,9.3952314815,8.32475,5.67716666667
359.11,9.04866666667,5.42566666667,6.53791666667,5.03991666667,4.31116666666,7.03191666667,9.29756481482,8.24733333333,5.6505
359.48,9.05499999999,5.41183333333,6.50625,4.95966666667,4.25458333333,6.99191666667,9.26075925927,8.25541666667,5.55675
359.84,8.98975000001,5.3285,6.42975,4.95375,4.19116666667,6.876,9.18730555555,8.13575,5.42683333333
360.20,8.87683333334,5.27266666667,6.42658333333,4.87991666667,4.10933333333,6.88033333333,9.17147222222,8.07641666667,5.34416666667
360.57,8.81066666668,5.23991666666,6.31175,4.79325,4.06616666667,6.80041666667,9.14945370369,8.06466666667,5.30716666667
360.93,8.83674999999,5.22316666667,6.28083333333,4.71766666667,4.04591666667,6.88008333333,9.09284259261,8.05191666667,5.27383333333
361.29,8.60075,5.044,6.10958333333,4.55225,3.86833333333,6.72125,8.85937962963,7.89066666667,5.11325
361.66,8.68466666666,5.11916666667,6.20741666666,4.59208333334,3.989,6.86508333333,8.99299074072,7.96241666666,5.21666666666
362.02,8.69516666668,5.1805,6.35233333333,4.712,4.08291666666,6.87775,9.02962962962,7.94283333333,5.29841666667
362.39,8.69883333333,5.21575,6.39425,4.70116666667,4.09366666667,6.87475,9.04995370371,7.92533333333,5.42225
362.75,8.76925,5.32683333334,6.53033333333,4.82566666667,4.19775,6.95325,9.14498148148,7.99883333333,5.51575
363.11,8.68775000001,5.24858333333,6.48583333334,4.83775,4.14916666667,6.89375,9.09413888887,7.97591666667,5.39358333333
363.48,8.56366666667,5.15025,6.36808333333,4.79975,4.06075,6.82691666667,8.95964814815,7.81033333333,5.27766666667
363.84,8.47600000001,5.07816666667,6.30566666667,4.73808333333,3.99816666666,6.74291666667,8.91299074073,7.78966666667,5.23741666667
364.20,8.51958333333,5.08025,6.255,4.80883333333,4.05675,6.77658333333,8.91605555554,7.81383333333,5.26525
364.57,8.55175000001,5.09916666667,6.29808333333,4.88933333333,4.10566666666,6.78858333333,8.95732407408,7.84933333333,5.33358333334
364.93,8.47124999999,5.03708333333,6.27866666666,4.89391666667,4.04625,6.68583333333,8.92651851852,7.83733333333,5.26841666666
365.29,8.54758333333,5.08658333333,6.34891666667,4.91866666667,4.08816666666,6.7035,8.97823148149,7.86616666667,5.27308333334
365.66,8.36333333333,5.00766666667,6.20608333333,4.82166666667,3.95158333333,6.56583333333,8.81710185185,7.77983333333,5.26158333333
366.02,8.24050000001,4.89025,6.06808333333,4.72941666667,3.80966666667,6.48383333333,8.74631481483,7.72308333334,5.183
366.38,8.11700000001,4.77783333333,5.99383333334,4.6715,3.69333333334,6.37241666667,8.61912037035,7.67441666667,5.0355
366.75,8.00625000001,4.68433333334,5.92033333333,4.58875,3.6075,6.32608333333,8.55489814815,7.60958333333,4.98758333333
367.11,7.94833333333,4.65041666667,5.87666666667,4.51958333334,3.53958333333,6.34283333333,8.48672222222,7.58358333333,5.02075
367.47,8.02816666668,4.7515,5.93158333333,4.58066666667,3.63583333333,6.44116666667,8.61228703703,7.70266666667,5.16775
367.84,8.022,4.78941666667,5.90275,4.5325,3.5985,6.47083333333,8.5893425926,7.697,5.146
368.20,8.11366666667,4.913,6.081,4.59325,3.65833333333,6.53491666667,8.6167037037,7.7465,5.25391666667
368.56,8.30499999999,4.99816666667,6.27008333333,4.74791666667,3.78416666667,6.67275,8.69177777778,7.80358333333,5.31308333333
368.93,8.32200000001,5.04725,6.248,4.74333333333,3.819,6.70566666667,8.72954629629,7.74375,5.35108333333
369.29,8.35033333333,5.08766666667,6.30383333333,4.77708333333,3.88358333333,6.75225,8.74937037038,7.76641666667,5.40283333333
369.65,8.46316666666,5.15066666667,6.3665,4.8345,3.92108333333,6.77633333333,8.8447314815,7.81975,5.37425
370.01,8.41850000001,5.125,6.35725,4.79008333333,3.86141666667,6.75608333333,8.75947222221,7.80225,5.26616666667
370.38,8.59033333334,5.29516666667,6.44075,4.99266666667,4.03541666667,6.93941666667,8.9752962963,7.95325,5.46016666666
370.74,8.59533333333,5.3245,6.47475,4.96933333333,4.0725,6.953,8.93508333333,7.943,5.41233333333
371.10,8.88525,5.58583333333,6.72116666667,5.19433333333,4.329,7.20041666667,9.2171388889,8.17225,5.66891666667
371.46,8.95383333333,5.65541666666,6.86808333333,5.28383333333,4.39941666667,7.27983333333,9.27723148147,8.33108333333,5.72108333333
371.83,9.1655,5.84616666666,7.15166666667,5.53525,4.63891666667,7.54066666667,9.50022222222,8.55016666667,5.9585
372.19,9.02725,5.71233333333,6.97608333333,5.41825,4.55558333333,7.40916666667,9.41567592593,8.43208333333,5.82491666667
372.55,8.81424999999,5.57666666666,6.71975,5.23866666666,4.314,7.23058333333,9.25312037037,8.30166666666,5.69525
372.92,8.77858333333,5.54575,6.69833333334,5.21658333333,4.30758333333,7.19316666667,9.25828703705,8.29108333333,5.69541666667
373.28,8.62233333334,5.41766666667,6.58775,5.08125,4.16775,7.136,9.17442592593,8.22883333333,5.60758333333
373.64,8.61125,5.43108333333,6.60958333333,5.09575,4.198,7.23033333334,9.18574074072,8.21275,5.60416666667
374.00,8.68150000001,5.4895,6.64366666667,5.14641666666,4.23983333333,7.27416666667,9.25877777778,8.24241666667,5.68166666667
374.37,8.54900000001,5.37675,6.58075,5.01558333333,4.14491666666,7.15975,9.13259259259,8.10841666667,5.55816666667
374.73,8.58008333334,5.35875,6.5385,5.03975,4.13891666667,7.19916666666,9.15809259258,8.11666666667,5.55683333333
375.09,8.32200000001,5.092,6.31141666667,4.821,3.89316666667,6.96225,8.92605555557,7.89933333333,5.34266666667
375.45,8.15308333333,4.90766666666,6.17016666667,4.68008333333,3.75958333333,6.78408333333,8.75689814815,7.6665,5.19033333334
375.81,7.87241666667,4.57275,5.818,4.323,3.43516666667,6.46325,8.42200000001,7.34858333333,4.85
376.18,7.91191666667,4.60075,5.85658333334,4.37116666667,3.47216666667,6.50083333334,8.45666666666,7.4315,4.90441666666
376.54,7.96241666667,4.63975,6.04558333333,4.45116666667,3.59175,6.56825,8.52524074074,7.47391666667,4.94833333333
376.90,7.96633333333,4.66283333333,6.10183333333,4.47725,3.60191666666,6.57991666666,8.51178703704,7.50625,4.91025
377.26,8.049,4.74791666667,6.12383333333,4.56366666667,3.70683333333,6.57991666667,8.60343518519,7.56366666667,4.99525
377.63,8.03283333334,4.6895,6.04408333333,4.53608333333,3.69691666666,6.55433333333,8.57138888889,7.57933333333,4.98375
377.99,8.08841666667,4.75058333334,6.156,4.647,3.80608333333,6.64291666667,8.65683333334,7.66766666666,5.11958333334
378.35,8.11158333334,4.77233333333,6.12508333333,4.66666666667,3.83083333333,6.66225,8.68299074075,7.67991666667,5.12058333334
378.71,8.007,4.71008333333,6.02875,4.61858333333,3.756,6.56008333334,8.55492592593,7.55491666667,5.05691666666
379.07,8.07766666666,4.79883333333,6.10591666667,4.67216666667,3.85283333333,6.66083333333,8.62700925925,7.56125,5.13383333333
379.44,8.15899999999,4.85775,6.14316666666,4.71841666667,3.91558333334,6.76375,8.73475925924,7.60558333333,5.22916666666
379.80,8.19383333334,4.9445,6.22133333333,4.84841666667,4.0265,6.85975,8.84926851852,7.70275,5.33191666667
380.16,8.268,5.05033333333,6.35566666667,4.92866666667,4.1415,6.98991666667,8.94288888889,7.78933333333,5.40075
380.52,8.15741666666,4.94266666667,6.167,4.73716666667,3.99275,6.881,8.80387037038,7.65216666667,5.26458333333
380.88,8.22208333333,4.95716666666,6.2165,4.78983333334,4.0425,6.92925,8.80839814813,7.667,5.3475
381.24,8.14166666668,4.84808333333,6.16116666667,4.63941666667,3.93716666667,6.87516666667,8.68807407408,7.54458333333,5.2365
381.61,8.12533333333,4.86583333333,6.218,4.68641666667,3.95916666667,6.87408333334,8.70223148147,7.50825,5.263
381.97,8.04075,4.79983333333,6.08091666667,4.53641666667,3.84383333334,6.75691666667,8.58567592592,7.36641666667,5.08891666667
382.33,8.02991666667,4.78166666667,6.12991666667,4.5425,3.84691666666,6.76633333333,8.57493518518,7.35075,5.0965
382.69,7.95833333334,4.7045,6.07516666666,4.43025,3.79083333333,6.71033333333,8.55710185184,7.33766666667,5.01283333334
383.05,7.91275,4.66258333333,6.04283333333,4.42775,3.7485,6.62783333333,8.51653703704,7.32158333333,4.94283333333
383.41,7.88541666667,4.66616666667,6.074,4.43433333334,3.7405,6.65191666667,8.50028703703,7.31533333333,4.93216666667
383.77,7.91433333333,4.70175,6.09316666666,4.43058333333,3.75891666667,6.68225,8.54538888889,7.31058333333,4.93741666667
384.14,7.85483333333,4.63508333333,5.97641666667,4.32316666667,3.63633333334,6.57916666667,8.44475925925,7.207,4.8495
384.50,7.90433333333,4.67841666667,6.03208333333,4.407,3.73683333333,6.64358333334,8.49253703703,7.27633333333,4.92258333333
384.86,7.73266666666,4.58008333333,5.853,4.2735,3.59141666667,6.51791666667,8.36479629629,7.16758333334,4.76708333333
385.22,7.65233333333,4.54575,5.7875,4.29408333333,3.55766666667,6.47591666667,8.31969444445,7.11466666667,4.68966666667
385.58,7.69858333333,4.59566666667,5.86975,4.31691666667,3.60266666667,6.56041666667,8.36607407408,7.14433333334,4.72716666667
385.94,7.71166666667,4.61508333333,5.91883333333,4.38975,3.6365,6.63475,8.40083333333,7.20533333333,4.793
386.30,7.60841666666,4.534,5.79241666667,4.27841666667,3.51566666667,6.53775,8.31143518519,7.12425,4.71183333333
386.66,7.65333333333,4.59991666666,5.87491666667,4.41191666667,3.57175,6.60775,8.39061111112,7.1935,4.80783333333
387.03,7.61533333333,4.6035,5.84491666667,4.4345,3.53566666667,6.61866666666,8.34425925927,7.17608333334,4.79575
387.39,7.57233333333,4.57616666667,5.78883333333,4.39925,3.4985,6.53766666667,8.27497222222,7.15108333334,4.74616666667
387.75,7.55825,4.57533333333,5.7905,4.3745,3.52175,6.49566666667,8.24091666667,7.14366666667,4.76733333333
388.11,7.53558333333,4.5645,5.81375,4.39541666667,3.54875,6.50758333333,8.21753703704,7.09075,4.7755
388.47,7.488,4.54883333333,5.7515,4.41175,3.50133333333,6.48233333333,8.16823148147,7.054,4.7395
388.83,7.49275,4.51666666667,5.76908333333,4.38866666667,3.4795,6.49925,8.17535185185,7.0735,4.72016666666
389.19,7.58025,4.61908333333,5.87475,4.43416666667,3.56375,6.59125,8.24135185184,7.20333333333,4.83325
389.55,7.523,4.60225,5.77383333333,4.36208333333,3.49966666667,6.51933333334,8.16864814815,7.18308333334,4.80083333333
389.91,7.64766666667,4.72916666667,5.84191666666,4.45475,3.62441666667,6.59591666667,8.26106481481,7.29816666667,4.91633333333
390.27,7.85233333334,4.944,6.04008333333,4.69958333333,3.82575,6.77241666667,8.42275,7.48733333333,5.1125
390.63,7.92275,5.00783333333,6.10566666667,4.74708333334,3.9075,6.86866666666,8.47778703705,7.58766666667,5.20666666666
391.00,7.9595,5.04125,6.16933333334,4.72416666666,3.95133333334,6.84875,8.55362037038,7.63925,5.25116666667
391.36,8.03383333333,5.11983333333,6.20641666667,4.78133333333,4.01333333333,6.92925,8.65232407408,7.73291666666,5.3415
391.72,8.14691666666,5.23191666667,6.3175,4.93383333334,4.0695,7.0475,8.74689814815,7.83625,5.42858333334
392.08,8.14375,5.25183333334,6.30291666667,4.96308333333,4.065,7.07125,8.75531481482,7.89908333333,5.44683333334
392.44,8.18258333333,5.278,6.3815,4.9835,4.10533333333,7.08425,8.81733333332,7.93325,5.49216666666
392.80,8.25508333334,5.33933333334,6.43866666667,5.05575,4.22716666667,7.14325,8.87815740742,7.97566666667,5.62458333333
393.16,8.28408333333,5.325,6.41308333333,5.06816666667,4.215,7.1475,8.88527777778,7.959,5.63358333333
393.52,8.30566666668,5.324,6.41883333333,5.10991666666,4.23183333333,7.16791666666,8.88642592592,7.98916666666,5.66241666667
393.88,8.20941666666,5.23166666667,6.361,5.0235,4.14166666667,7.06375,8.82363888888,7.90741666667,5.57866666666
394.24,8.09608333333,5.1375,6.29766666667,4.92591666667,4.06925,7.02683333333,8.78562962963,7.83675,5.48275
394.60,8.08733333333,5.11791666667,6.24591666667,4.91266666667,4.02991666667,6.9765,8.75742592593,7.7805,5.41891666667
394.96,8.00433333333,5.04566666666,6.16166666667,4.92016666667,3.98616666667,6.97341666666,8.70834259258,7.72033333333,5.35575
395.32,7.91525,4.97433333333,6.11891666667,4.85683333333,3.95466666667,6.93433333334,8.6219074074,7.65433333333,5.27933333333
395.68,7.82041666667,4.88325,6.02633333333,4.76391666667,3.88691666666,6.85866666667,8.52455555556,7.54841666667,5.18166666667
396.04,7.8185,4.90025,6.03158333333,4.75258333333,3.9105,6.85208333333,8.52385185186,7.53833333333,5.17025
396.40,7.7965,4.92325,6.02825,4.74316666667,3.91325,6.87966666666,8.51714814815,7.55816666667,5.12233333333
396.76,7.76241666666,4.911,5.98183333333,4.72308333333,3.85266666667,6.83325,8.49756481481,7.51016666667,5.08158333333
397.12,7.78408333333,4.99441666666,6.02033333333,4.79258333333,3.91108333334,6.88716666667,8.55897222222,7.55283333333,5.14266666667
397.48,7.7865,5.00783333333,6.08683333333,4.7885,3.95708333333,6.88125,8.61551851852,7.54491666667,5.14316666667
397.84,7.75375,4.99983333333,6.04241666667,4.75866666667,3.96466666667,6.90875,8.58475,7.48041666667,5.11191666666
398.20,7.75133333333,4.98033333334,6.01366666667,4.73408333333,3.96158333333,6.884,8.56813888888,7.44625,5.11266666667
398.56,7.75325,4.96641666667,6.00908333333,4.686,3.93841666667,6.86558333333,8.55941666667,7.39233333333,5.10066666667
398.92,7.83241666667,5.04058333333,6.073,4.69008333334,3.99433333334,6.90683333333,8.5945462963,7.43258333333,5.19533333334
399.28,7.91475,5.11691666667,6.13883333334,4.75583333333,4.04258333333,6.95583333333,8.66806481482,7.47933333334,5.26358333334
399.64,7.97083333333,5.17516666667,6.1905,4.84641666667,4.1315,7.01991666667,8.72470370368,7.54333333334,5.38633333333
400.00,8.03358333333,5.22375,6.26275,4.92266666667,4.16141666667,7.07833333333,8.77935185184,7.55566666666,5.439
400.36,8.09941666666,5.26433333334,6.26591666667,4.91283333333,4.19441666667,7.09233333333,8.79611111111,7.54691666667,5.52666666667
400.72,8.08366666668,5.28833333334,6.29391666667,4.93483333333,4.2085,7.12491666666,8.80050000001,7.54991666667,5.53083333333
401.08,8.00475,5.237,6.21825,4.84125,4.1385,7.103,8.73218518519,7.47,5.46416666667
401.44,7.92883333333,5.17958333333,6.11475,4.75525,4.05308333333,7.03458333333,8.62042592593,7.36666666667,5.37125
401.80,7.94666666668,5.18191666666,6.15133333333,4.792,4.02783333333,7.02808333333,8.63991666667,7.34075,5.38808333333
402.16,7.94766666667,5.209,6.17491666667,4.79683333333,4.02125,7.04716666666,8.60778703705,7.31308333334,5.40416666667
402.52,7.95724999999,5.2855,6.20616666667,4.85025,4.0855,7.1095,8.62846296296,7.34975,5.46266666667
402.88,7.95741666667,5.29191666667,6.23475,4.88133333334,4.10241666667,7.14566666667,8.61416666666,7.33841666667,5.44775
403.24,7.92783333333,5.27341666666,6.18908333333,4.8715,4.07358333333,7.10583333334,8.56649999999,7.30391666667,5.43975
403.60,7.8995,5.23433333333,6.11733333333,4.83766666667,4.00166666667,7.04691666667,8.51554629631,7.246,5.37041666667
403.95,7.84008333333,5.18075,6.0565,4.77358333333,3.95191666667,6.98508333333,8.44553703704,7.2035,5.29366666667
404.31,7.72541666666,5.09425,5.95658333333,4.71616666666,3.8475,6.91691666667,8.35695370371,7.09541666667,5.19291666667
404.67,7.73425,5.10225,5.93708333333,4.75908333333,3.8675,6.9615,8.34567592593,7.07691666667,5.19
405.03,7.77683333333,5.134,6.01933333333,4.82266666667,3.89491666667,6.94275,8.38122222222,7.06966666667,5.20958333333
405.39,7.80191666667,5.15708333334,6.03458333334,4.87016666666,3.90133333333,6.96966666666,8.41136111111,7.05716666667,5.24058333333
405.75,7.75416666667,5.11033333333,5.97883333333,4.81141666667,3.87691666667,6.93075,8.3608425926,7.02091666667,5.20341666667
406.11,7.74508333333,5.085,5.95658333333,4.78716666667,3.85508333333,6.89991666667,8.32773148149,6.99666666667,5.16366666667
406.47,7.70191666667,4.99983333334,5.94225,4.75616666666,3.79366666667,6.87258333333,8.27002777779,6.92258333333,5.10125
406.83,7.66725,4.97375,5.87891666667,4.72183333333,3.76075,6.82925,8.21882407407,6.87133333333,5.04083333333
407.19,7.65466666667,4.97025,5.88133333334,4.71916666667,3.74791666666,6.84633333333,8.21334259259,6.82866666667,5.03208333333
407.55,7.62191666667,4.96116666667,5.87566666667,4.65633333333,3.74058333333,6.82516666667,8.21549074075,6.80891666667,4.98316666667
407.90,7.62325,4.929,5.8465,4.61566666667,3.718,6.81125,8.21328703704,6.76075,5.02433333333
408.26,7.66666666666,4.95816666667,5.89883333333,4.6715,3.74825,6.87591666666,8.27033333334,6.791,5.04883333333
