wavelength,Back_TanGutf,Belly_TanGutf,Breast_TanGutf,Crissum_TanGutf,Crown_TanGutf,DorTail_TanGutf,Patch10_TanGutf,Patch11_TanGutf,Patch12_TanGutf,Patch13_TanGutf,Rump_TanGutf,Throat_TanGutf,WingTip_TanGutf
545.52,30.2646,55.8905666667,54.7767333333,48.4368,30.8215333333,16.855,34.184,33.5521333333,11.5034,13.7019333333,45.5044,44.8388,12.2284333333
545.87,30.3236666667,55.9500333333,54.8075333333,48.487,30.8802666667,16.8428,34.2892666667,33.6503333333,11.5002,13.706,45.6233333333,44.8711333333,12.2241666667
546.21,30.4514,56.1018333333,54.9816666667,48.6346,31.0066666667,16.8886,34.4681333333,33.8149333333,11.5541333333,13.7562666667,45.8362666666,45.004,12.2683
546.55,30.5602666667,56.1942666666,55.0769333333,48.756,31.1152666667,16.9178666667,34.5976666667,33.9289333333,11.5892,13.7838,45.9458666667,45.0958666667,12.2973333333
546.90,30.6567333333,56.2313,55.1128666667,48.8314,31.1922,16.9731333334,34.6888666667,34.0003333333,11.6393333333,13.8350666667,46.0421333333,45.1464,12.3434
547.24,30.7473333333,56.3115333333,55.1797333333,48.8865333333,31.2396666667,16.9973333333,34.8055333333,34.0712666667,11.6588666667,13.8552,46.156,45.1888,12.3667333333
547.58,30.7952666667,56.3407333333,55.1852666667,48.9124666667,31.3147333333,16.9967333333,34.9042666667,34.1738666667,11.6653333333,13.8605333333,46.2096,45.2403333334,12.3784666667
547.92,30.9466666667,56.5077333333,55.3255333333,49.0440666667,31.4563333333,17.0291333333,35.0653333333,34.3043333333,11.6968,13.8892,46.3812666667,45.351,12.4200666667
548.27,30.9850666667,56.5632,55.3372666667,49.1136,31.4913333333,17.0155333333,35.1477333333,34.3636,11.6662,13.8618,46.4598,45.3771333333,12.3724
548.61,31.0871333333,56.6130333333,55.3831333333,49.1765333333,31.5644,17.0377333333,35.2700666667,34.4572666667,11.6935333333,13.8847333333,46.5615333333,45.3891333333,12.3926333333
548.95,31.1401333334,56.6936333333,55.4237333333,49.2334,31.5846666667,17.0153333333,35.3704,34.5527333333,11.6716,13.8592,46.6376666667,45.4347333333,12.3488
549.29,31.1784666667,56.6948,55.4252666667,49.2947333333,31.6061333333,16.9951333333,35.4673333333,34.6316,11.6856,13.8749333333,46.7118,45.4426666667,12.3453333333
549.64,31.2225333333,56.6425333333,55.4205333333,49.3132666667,31.6384,17.0132,35.5327333333,34.7028,11.7091333333,13.8795333333,46.7379333333,45.4528666667,12.3505666667
549.98,31.3021333333,56.6446333333,55.3794666667,49.3268666667,31.6570666667,17.0065333333,35.636,34.7638666667,11.7081333334,13.8745333333,46.7828,45.4416,12.3454666667
550.32,31.3358,56.5736333333,55.3474666667,49.3112,31.6660666666,17.0196666667,35.7063333333,34.827,11.7654666667,13.9001333333,46.835,45.4066666667,12.3788333333
550.66,31.3524,56.5502,55.284,49.323,31.6677333333,16.9805333333,35.8036666667,34.8817333333,11.747,13.8756,46.9043333333,45.3548,12.3510666667
551.01,31.3824666667,56.5443,55.3198666667,49.3932666667,31.7152,16.9707333333,35.8936,34.9872666667,11.7456666667,13.8556,47.0246,45.3911333333,12.3162
551.35,31.478,56.6336666667,55.4154666667,49.507,31.7708666667,17.0468666667,36.0166666667,35.0809333333,11.7757333333,13.8975333333,47.1648666667,45.4192,12.3552333333
551.69,31.4706666667,56.5502,55.3383333334,49.5058,31.7460666667,17.0135333333,36.0495333333,35.1200666667,11.7767333333,13.8566,47.1877333333,45.3747333333,12.3388333333
552.03,31.5649333333,56.6319,55.4187333333,49.6156,31.8488,17.0608,36.2006,35.2407333334,11.8488666667,13.9364666667,47.3237333333,45.4637333333,12.3969333333
552.38,31.6520666667,56.6683666667,55.4288,49.7163333333,31.9060666667,17.0894,36.3136,35.3668666667,11.9108666667,13.9833333333,47.4388666667,45.5311333333,12.4767
552.72,31.7690666667,56.7445333333,55.5245333333,49.8115333333,32.0022666667,17.1592666667,36.4768666667,35.4807333333,11.9922666667,14.0610666667,47.5216666667,45.6066,12.5561
553.06,31.8571333333,56.7777333333,55.5798666667,49.8570666667,32.0672,17.1611333333,36.5781333333,35.5683333333,12.0152,14.0552,47.5606,45.6376,12.5556666667
553.40,32.0104,56.9312333333,55.7283333333,50.0146666667,32.1984,17.2142666667,36.7656,35.7267333334,12.0912666667,14.0894666666,47.74,45.7225333333,12.6092333333
553.74,32.004,56.8805333333,55.678,49.9993333333,32.2368,17.2085333333,36.7872666667,35.7876,12.0972666667,14.0839333333,47.7255333334,45.6974666667,12.6193666667
554.09,32.0472666667,56.9523,55.6754666667,50.0597333333,32.2726666667,17.2111333333,36.8843333333,35.8662,12.0714,14.0883333333,47.7658,45.7169333333,12.5971666667
554.43,32.1368,56.9948,55.7171333333,50.1230666667,32.3352666667,17.2331333333,36.999,35.9776666667,12.0744,14.0939333333,47.8182,45.7592666667,12.6046333333
554.77,32.2637333333,57.1036333333,55.8114,50.2583333333,32.4331333333,17.2610666667,37.1785333333,36.0885333334,12.1295333333,14.1546666667,47.8936,45.8506666667,12.6746
555.11,32.3744,57.1313,55.8364666666,50.3209333333,32.5239333334,17.2702666667,37.3194,36.1989333333,12.1732666666,14.1874666667,47.9522666667,45.9259333333,12.6864333333
555.45,32.4466666667,57.2097666667,55.9011333333,50.3756,32.5814666667,17.3218666667,37.4321333333,36.3112,12.1861333334,14.2573333333,47.999,45.9822666667,12.7044666667
555.80,32.4865333333,57.2371666667,55.9101333333,50.4076666667,32.564,17.2691333333,37.5269333333,36.3568666667,12.134,14.1861333333,48.0380666667,45.9901333333,12.6696333333
556.14,32.5623333333,57.3115666667,55.9495333333,50.4736,32.6046666667,17.2791333333,37.6157333333,36.4536,12.1152,14.1722,48.1135333333,46.0378666667,12.6236666667
556.48,32.4925333334,57.1617,55.7832666667,50.3566,32.534,17.2172,37.5858666667,36.4193333333,12.0360666667,14.1166666667,48.0188,45.9123333333,12.5668666667
556.82,32.4966,57.1690666667,55.7365333333,50.3837333333,32.5344666667,17.2319333333,37.6636,36.4972666667,12.0542,14.1535333333,48.0569333333,45.8941333333,12.5658333333
557.16,32.5036,57.1279333333,55.7052,50.3741333333,32.5340666667,17.2566,37.765,36.5206666667,12.0225333333,14.1533333333,48.0424666667,45.9140666667,12.5646
557.50,32.5767333333,57.2109666667,55.7510666667,50.4262666667,32.5947333333,17.2622666667,37.9321333333,36.6372666667,12.0502666667,14.174,48.1479333333,45.9734666667,12.5994333333
557.85,32.6026666667,57.2154,55.7612666667,50.439,32.5783333333,17.2384666667,38.0383333333,36.6876666667,12.0571333333,14.1586,48.1848666667,45.9960666667,12.5926666667
558.19,32.6646,57.2836,55.7928666667,50.4658666666,32.6338,17.2770666667,38.2015333333,36.7790666667,12.1287333333,14.2047333333,48.2627333333,46.0496666667,12.6674
558.53,32.6874666667,57.2964,55.7619333333,50.4502,32.6595333333,17.2789333334,38.3012666667,36.8375333333,12.1137333333,14.1873333333,48.2582,46.0664,12.6585666667
558.87,32.6436666667,57.2848333333,55.6581333333,50.3939333334,32.606,17.2430666667,38.3636666667,36.8374666667,12.0812666667,14.1856666667,48.2358,46.0058666667,12.6491666667
559.21,32.6344666667,57.2715333333,55.6382666666,50.4234,32.5841333334,17.1778,38.4648,36.9034,12.0698,14.1350666667,48.2404,45.9819333333,12.6069333333
559.55,32.5869333333,57.1105333333,55.4593333333,50.2965333333,32.5156,17.1464,38.4412,36.903,12.0582666667,14.1366,48.1007333334,45.8558,12.6009
559.89,32.6082666667,57.0464333333,55.4558666667,50.2731333333,32.5279333333,17.1626,38.5506666667,36.9464,12.1250666667,14.2060666667,48.1017333334,45.8038,12.6795666667
560.23,32.6938666667,57.1279,55.5138,50.3607333333,32.5895333334,17.2390666667,38.7023333333,37.1008666667,12.2301333333,14.2778666667,48.1894,45.8724,12.7669333333
560.58,32.7411333333,57.0829,55.4538666667,50.3352,32.5965333333,17.2645333333,38.8109333333,37.1384666667,12.3216,14.3329333333,48.1823333333,45.859,12.8612
560.92,32.7406666667,57.0507,55.3745333333,50.3136,32.5552666667,17.2408,38.8088,37.1822,12.3364666667,14.3556,48.1528,45.8254666667,12.8687
561.26,32.7714666667,57.0829333333,55.3839333333,50.393,32.5488666667,17.2606,38.9036666667,37.2704666667,12.3854,14.4063333333,48.1952,45.8638,12.9194
561.60,32.8682,57.1139333333,55.4151333333,50.4664666667,32.6238,17.3025333333,39.0417333333,37.4242,12.4697333333,14.4784666667,48.2561333333,45.9242666667,13.0217
561.94,32.8186,57.0053,55.3604,50.4464666666,32.6010666667,17.2559333333,39.0178666667,37.4482,12.4369333333,14.4533333333,48.1734666667,45.8766,12.9754333333
562.28,32.7714666667,56.8849333333,55.2297333333,50.3588,32.511,17.2254666667,39.0098666667,37.454,12.4375333333,14.4488,48.0977333333,45.7640666667,12.9683666667
562.62,32.7782666667,56.9087666667,55.2658,50.4274,32.5052,17.1842666667,39.0550666667,37.5394666667,12.4469333333,14.4202,48.1464666667,45.7895333333,12.9727
562.96,32.834,56.9272666667,55.2549333333,50.4246,32.5362666667,17.2128,39.149,37.5903333333,12.4878666667,14.4654,48.1893333333,45.8259333333,13.0085666667
563.30,32.9183333333,57.0425333333,55.3397333333,50.5435333333,32.6080666667,17.2883333333,39.3503333333,37.7481333333,12.5318666667,14.521,48.3006666667,45.9324666667,13.0905666667
563.64,32.9339333333,57.0338666667,55.3078,50.5729333333,32.6021333333,17.2973333333,39.4563333333,37.8371333333,12.5569333334,14.5086666666,48.2764,45.9692,13.1057
563.99,32.9167333333,57.0252,55.3055333333,50.6019333333,32.5779333333,17.2294666667,39.5294666667,37.8773333333,12.4982,14.4523333333,48.2979333333,45.9461333333,13.0358666667
564.33,32.8718666667,57.0510333333,55.2873333333,50.5792666667,32.5098666667,17.1602666667,39.5843333334,37.9183333333,12.4111333333,14.3742,48.2856666667,45.9531333333,12.9624666667
564.67,32.7646,56.9191666667,55.1400666667,50.5138666667,32.4257333333,17.1004,39.6063333333,37.878,12.3934,14.3299333333,48.1666666667,45.8670666667,12.9351333333
565.01,32.7478666667,56.8566,55.0822666667,50.4480666666,32.3966666667,17.0769333333,39.6479333333,37.8810666667,12.3602,14.2884666666,48.0832666667,45.7836,12.8768666667
565.35,32.7028666667,56.7924333333,54.9933333333,50.3911333334,32.3819333333,17.0634666667,39.6634,37.8852,12.3162,14.2430666667,48.0270666666,45.7284,12.8039
565.69,32.6959333333,56.7633666667,54.9162666667,50.3681333333,32.3,16.9982,39.7046666667,37.8906,12.2727333334,14.1986,48.0054,45.6808,12.7744666667
566.03,32.753,56.8901333333,55.0202,50.4724666666,32.3516666666,17.0312666667,39.8474,38.0005333333,12.3047333333,14.2443333333,48.0816,45.7637333333,12.8234333333
566.37,32.7292666667,56.7890333333,54.9594666667,50.4116666667,32.2912666667,17.0373333333,39.8930666667,38.0106666667,12.3043333333,14.242,47.9952666667,45.6954666667,12.8338
566.71,32.7142,56.732,54.8756,50.3715333333,32.2719333333,17.0132666667,39.9321333333,38.0182666666,12.3036,14.2268666666,47.9256,45.6418,12.8444
567.05,32.6615333333,56.6633,54.7612,50.2521333333,32.1839333333,16.9632,39.9038666667,37.9886,12.3059333333,14.2049333333,47.8112,45.5517333333,12.8170666667
567.39,32.5854666667,56.5612,54.6018,50.1043333333,32.0798,16.8804,39.863,37.9587333333,12.2444666667,14.1336666667,47.6851333333,45.4334666667,12.7782666667
567.73,32.5863333334,56.5172666667,54.5370666667,50.0771333333,32.0537333333,16.8863333333,39.9336666667,38.0024666667,12.2972666667,14.1637333333,47.6222666667,45.3879333333,12.8196666667
568.07,32.6304,56.5356666667,54.5454666667,50.1114,32.0812666667,16.8997333333,40.0003333333,38.0880666667,12.3266666667,14.1546666667,47.5996666667,45.3721333333,12.8440666667
568.41,32.6985333333,56.5665,54.5734666667,50.1180666667,32.0791333333,16.8844666667,40.1339333333,38.2170666667,12.3612666666,14.1753333333,47.6119333333,45.405,12.8686333333
568.75,32.7012,56.5433666667,54.5582,50.1534,32.0670666667,16.889,40.1953333333,38.2671333333,12.3948,14.2028,47.6154666667,45.4384,12.9222
569.09,32.7002,56.571,54.5535333333,50.1659333333,32.0064,16.8608666667,40.2582666667,38.3244,12.3979333333,14.1935333333,47.5935333333,45.4342666667,12.9393
569.43,32.7132,56.5959333334,54.5320666667,50.1762,32.0076666667,16.8768666667,40.3838666667,38.4080666667,12.457,14.2264666667,47.5838666667,45.4352666667,12.9844666667
569.77,32.7016666667,56.5074666667,54.4667333333,50.1240666667,31.9454,16.8282,40.4026666667,38.4437333333,12.4658,14.1827333333,47.5025333334,45.3832,12.9636
570.11,32.7310666667,56.5437,54.4457333333,50.1560666667,31.9672666667,16.8152,40.4774,38.55,12.4879333334,14.1808,47.5061333333,45.4024666667,12.9922333333
570.45,32.6750666667,56.4564666667,54.3405333333,50.1234,31.8639333333,16.762,40.4656,38.5705333333,12.4374666667,14.1334666667,47.4108,45.3611333333,12.9539
570.79,32.7033333333,56.3988,54.3026666667,50.1971333333,31.861,16.7838666667,40.5397333333,38.6379333333,12.4741333333,14.1359333333,47.3911333333,45.3443333333,12.9961333333
571.13,32.7136,56.4287666667,54.3186666667,50.2496,31.8622666667,16.8182,40.6625333333,38.7134,12.5174,14.1580666667,47.391,45.3835333334,13.0072666667
571.47,32.6655333333,56.3522666667,54.2114666667,50.2135333333,31.8126666666,16.7792666666,40.6551333333,38.7064666666,12.4867333333,14.1086666667,47.3080666667,45.3694666667,13.0153666667
571.81,32.6464,56.3054333333,54.1619333333,50.1939333333,31.7777333333,16.7312666667,40.7181333333,38.7442666667,12.4742666667,14.1190666667,47.2445333333,45.3722666667,12.9924
572.15,32.5610666667,56.2636,54.0754,50.1516666667,31.6969333333,16.6965333333,40.6986666667,38.7302,12.443,14.0771333333,47.1376,45.2874666667,12.9611333333
572.49,32.5130666667,56.2234666667,54.0147333333,50.1112,31.6294666667,16.6747333333,40.7292,38.7890666667,12.4042666667,14.0517333333,47.0476,45.2559333333,12.9306666666
572.83,32.4416666667,56.0929,53.8756666667,50.0239333333,31.5397333333,16.6110666667,40.7121333333,38.7538666667,12.3616666667,13.9996,46.8957333333,45.173,12.9010666667
573.17,32.3705333334,55.9948333333,53.777,49.9291333334,31.4601333333,16.5784,40.6759333333,38.7421333333,12.3224,13.9788666667,46.7464,45.1096666667,12.8841666667
573.51,32.3548666667,55.9497,53.6783333333,49.9133333333,31.4357333333,16.6043333333,40.7316666667,38.7743333333,12.3515333334,14.0490666667,46.6692666667,45.0942,12.9369
573.85,32.3274,55.8872333333,53.6095333333,49.8525333333,31.3563333333,16.5838666667,40.7398,38.7456666667,12.3334666667,14.0358666667,46.5350666667,45.0538,12.9190333333
574.19,32.3404,55.9449333333,53.631,49.8912666666,31.3702666667,16.6112,40.8514666667,38.8331333333,12.3884666667,14.0890666667,46.5320666667,45.0896,12.9782
574.53,32.2763333333,55.896,53.562,49.8216666667,31.3156666667,16.554,40.8483333333,38.8416666667,12.3896666667,14.116,46.4363333333,45.0706666667,12.9823333333
574.87,32.2776666667,55.9146666667,53.5501333333,49.846,31.3064666667,16.5667333333,40.8755333333,38.8816,12.416,14.1220666667,46.3725333333,45.0696666667,13.024
575.21,32.2016,55.8316666667,53.4844666667,49.7719333333,31.2149333334,16.5554666666,40.8839333333,38.8718666666,12.4046666667,14.127,46.2355333333,45.0052,12.9997666667
575.55,32.0838666667,55.6823333333,53.298,49.6334666667,31.1202666667,16.5342666667,40.7968666667,38.8174,12.382,14.0849333333,46.0407333334,44.8716666667,13.0103333333
575.89,32.0432666667,55.6050666667,53.2110666667,49.5950666667,31.1074,16.5318,40.8068666667,38.8364666667,12.3912666667,14.0961333333,45.9556666667,44.8544,13.0273333333
576.22,31.9579333333,55.5270333333,53.0755333333,49.5123333333,31.0199333333,16.4455333333,40.7801333333,38.7879333333,12.3877333333,14.0482666667,45.7917333333,44.7587333333,13.0311
576.56,31.8677333333,55.4304666667,52.9759333333,49.4195333333,30.9448,16.4176,40.7541333333,38.7738666667,12.3990666667,14.029,45.6380666667,44.6698666667,13.0485
576.90,31.8702666667,55.4063666667,52.9573333333,49.4557333333,30.9208,16.4448,40.8180666667,38.8332666667,12.4540666667,14.0515333333,45.5722666667,44.7200666667,13.0880666667
577.24,31.7406,55.29,52.8088,49.3266666667,30.7823333333,16.3512,40.7563333333,38.7839333334,12.4089333333,13.9356666667,45.3656,44.6066,13.0221333334
577.58,31.6258,55.1784333333,52.6377333333,49.2523333333,30.6972,16.3356,40.7694,38.7765333333,12.4457333333,13.941,45.2086,44.5258666667,13.0381333333
577.92,31.5059333333,55.0561,52.5052666667,49.1605333333,30.5572,16.2825333333,40.702,38.705,12.3992666667,13.8773333334,44.9933333333,44.3948666667,13.0118
578.26,31.4576,55.0139666667,52.4543333333,49.1062,30.4692,16.2696666667,40.7162666667,38.7098,12.3870666667,13.8168,44.8634666667,44.3304,13.0229333333
578.60,31.2845333333,54.7947,52.2564,48.9374,30.2982,16.1499333333,40.6131333333,38.6332666667,12.3068,13.7846666666,44.6276,44.1680666667,12.9576666667
578.94,31.2194666667,54.7426333333,52.1403333333,48.8572666667,30.229,16.0882666667,40.5696,38.6033333333,12.2574666667,13.7276,44.5064666667,44.1223333333,12.9452666667
579.28,31.2326666666,54.7333666667,52.1774666667,48.9012666667,30.1852666667,16.1149333333,40.6465333333,38.6941333333,12.3376,13.8002666667,44.4483333333,44.1656,13.0041666667
579.61,31.1808,54.6432,52.0463333333,48.8318,30.0733333333,16.0358,40.6319333333,38.6585333333,12.3177333333,13.7665333333,44.2730666667,44.0804,13.0031333334
579.95,31.1187333333,54.5229,51.9362666667,48.7310666667,29.9804,16.0028666666,40.6136666667,38.6254666667,12.2829333333,13.7173333333,44.09,44.0138666667,12.9368333333
580.29,31.1708666667,54.5464,51.9638,48.7611333333,29.9904,16.0858,40.6654,38.7078666667,12.3862,13.8115333333,44.073,44.0710666667,13.0331666667
580.63,31.0587333333,54.4536333333,51.8172,48.6392,29.8634,15.9910666667,40.6052,38.6569333333,12.3210666667,13.7574,43.8926,43.9345333334,12.9751666667
580.97,31.0358666667,54.4763666667,51.8175333333,48.6724666667,29.8443333333,16.0118666667,40.6423333333,38.6738,12.3314666667,13.7588666667,43.8138666667,43.9366666667,12.9923666667
581.31,31.0274666667,54.5027,51.8554666667,48.7022666667,29.8176,16.0246,40.6614666667,38.7234666667,12.346,13.8301333333,43.7284,43.9517333333,13.0580333333
581.65,31.0368,54.4923333334,51.8220666667,48.6838666667,29.8322666666,16.0144666667,40.7342666667,38.7584,12.4127333333,13.8770666667,43.6422,43.9762,13.1052333333
581.98,31.0027333333,54.4531,51.7521333333,48.6692666667,29.8084666667,16.0582,40.7807333333,38.7964666667,12.4144666666,13.9201333333,43.5062,43.9810666667,13.1134666667
582.32,31.0981333333,54.5655666667,51.8506,48.7841333333,29.8888,16.1910666667,40.8927333333,38.962,12.5386,14.031,43.5238666667,44.1298666667,13.2570333333
582.66,31.1228666667,54.6096666667,51.9027333333,48.8508,29.8794666667,16.2414666666,40.9538666667,39.0830666667,12.6193333333,14.1076666667,43.4917333333,44.1748666667,13.3121666667
583.00,31.0798666666,54.5602333333,51.8063333333,48.7783333333,29.8027333333,16.2186,40.9153333333,39.0183333333,12.5822666667,14.0897333333,43.3666666667,44.0869333333,13.3267333333
583.34,31.0796666667,54.6564333333,51.8991333333,48.7989333333,29.8454,16.336,40.95,39.1109333333,12.6568,14.1790666667,43.3498,44.1604666667,13.4332333333
583.68,31.1334666667,54.7009666666,51.9348666667,48.8766666667,29.8597333333,16.4230666667,41.0371333333,39.1811333333,12.7486,14.3134,43.3718666667,44.2174666667,13.6180333334
584.01,30.9714666667,54.5632333333,51.7762666667,48.8161333333,29.6779333333,16.2898666667,40.9237333333,39.078,12.6302,14.2256666667,43.155,44.0970666667,13.5454
584.35,30.88,54.5232,51.7136,48.7741333333,29.6204666667,16.3067333333,40.8561333333,39.0478,12.6282666667,14.1992666667,43.0384,44.0464666666,13.5608333333
584.69,30.7312666667,54.4092333333,51.5931333333,48.6605333333,29.5174,16.2315333333,40.7965333333,39.0328,12.6011333333,14.2076666667,42.8883333333,43.9712,13.5799333333
585.03,30.5772,54.2825333333,51.4439333333,48.541,29.3376,16.1049333333,40.6845333333,38.9694,12.4719333333,14.0438666667,42.7181333334,43.8821333333,13.4665333333
585.37,30.4104,54.0853666667,51.2342666667,48.3692666667,29.1604666667,16.0539333334,40.5062666667,38.9056666667,12.3954666667,13.9575333333,42.4771333333,43.7744666667,13.4129666667
585.70,30.2804666667,54.0266,51.1703333333,48.3233333333,29.0396666667,16.0206,40.4316666667,38.8609333333,12.3384666667,13.9448666666,42.3496,43.7269333333,13.3471333333
586.04,30.1320666667,53.9081,51.0096,48.1901333333,28.8634,15.9046,40.3456,38.7289333333,12.2443333333,13.8418666667,42.1477333333,43.5875333333,13.2355
586.38,29.9616,53.7912333333,50.8736666667,48.0570666667,28.7391333333,15.8643333333,40.2756666667,38.6585333333,12.2047333333,13.8032666667,41.9104,43.4734,13.2180666667
586.72,29.8985333333,53.756,50.8098666667,48.0392666667,28.729,15.9444,40.2868,38.6934666666,12.2957333333,13.8683333333,41.7958,43.4785333333,13.3128333333
587.06,29.7435333333,53.5852666667,50.6568666667,47.8948,28.4952,15.8204666667,40.1825333333,38.5868666667,12.2007333333,13.7388666667,41.5585333333,43.3295333333,13.2143666667
587.39,29.5437333333,53.4494333333,50.4794666667,47.7121333333,28.2514666667,15.7225333333,40.0432,38.4436666667,12.0575333333,13.5800666667,41.2999333333,43.183,13.0442666667
587.73,29.5024,53.5139,50.4626666667,47.6536666667,28.2284666667,15.7397333333,40.084,38.5345333334,12.0911333333,13.6252666667,41.2124,43.2028666667,13.0554
588.07,29.5291333333,53.6125,50.5535333333,47.7526,28.2656666667,15.8098,40.2126,38.6635333333,12.178,13.7306,41.1973333333,43.3055333333,13.1878
588.41,29.5706666667,53.6116666667,50.5119333333,47.7631333333,28.1996666667,15.8722,40.2128,38.6914,12.1943333333,13.768,41.0938,43.3360666667,13.2248333333
588.74,29.546,53.5662333333,50.4626,47.7215333333,28.1892666667,15.9336666667,40.2618,38.7004666667,12.2946,13.8518666667,40.9513333333,43.3260666666,13.3049333333
589.08,29.5503333333,53.6485333333,50.5488666667,47.8020666667,28.2005333333,15.977,40.3343333333,38.7956666667,12.3388,13.9296,40.9625333333,43.3878666667,13.3772666667
589.42,29.5171333333,53.6335333333,50.4809333333,47.7306666667,28.1278666667,15.9461333333,40.2976666667,38.8045333333,12.3985333333,13.9262,40.821,43.3493333333,13.4173333333
589.76,29.4646,53.6505666667,50.4471333333,47.7341333334,28.0786666667,15.9779333333,40.2959333334,38.8138,12.3956666667,13.9514,40.7169333333,43.3596,13.4500666667
590.09,29.4487333333,53.6539,50.4392,47.7727333333,28.0615333333,16.0019333333,40.3022,38.8323333333,12.4488666667,13.9662666667,40.6795333333,43.3768666667,13.5204333333
590.43,29.3902,53.63,50.3703333333,47.7364,27.9842,15.9342666667,40.2513333333,38.8072666666,12.4052666667,13.9688,40.5158,43.3636666666,13.5051
590.77,29.3768666667,53.6607666667,50.3843333333,47.8004666667,27.9894666667,15.9819333333,40.3058,38.8869333333,12.4663333333,14.0384666667,40.4594,43.4139333333,13.5529666667
591.11,29.3326,53.6022666667,50.2950666667,47.7968666667,28.0227333334,16.0236,40.2506666667,38.9402666667,12.5616666667,14.1327333333,40.3231333333,43.4268666667,13.6701333333
591.44,29.2682,53.5608666667,50.2497333333,47.8136,27.9462,16.0150666667,40.2205333333,38.8935333333,12.5546,14.1058,40.2150666667,43.4068,13.6819666667
591.78,29.1029333333,53.3695666667,50.0658,47.6374,27.7412666667,15.9254666666,40.0087333333,38.7709333333,12.4819333334,14.0010666667,39.916,43.2469333333,13.6080333333
592.12,29.0795333333,53.4265,50.1799333333,47.6957333333,27.7986666667,16.0156666667,40.0643333334,38.8202666667,12.5618666667,14.0650666667,39.8694,43.2901333333,13.6722666667
592.46,29.0040666667,53.3455666667,50.1182,47.6289333333,27.7232,16.0320666667,39.9438,38.7798,12.5744666667,14.0911333333,39.7672,43.2373333333,13.6972
592.79,28.9258,53.342,50.0444,47.5734,27.6444666667,16.0242,39.8652,38.7314,12.5835333333,14.066,39.6012,43.1518666667,13.7331
593.13,28.7910666667,53.2082333333,49.9126,47.4791333333,27.5441333333,16.0027333333,39.722,38.6394666667,12.5492,14.0354,39.4050666667,43.066,13.7535333333
593.47,28.7248,53.1354,49.8480666667,47.4129333333,27.4762,15.989,39.6483333333,38.6118,12.5875333333,14.0542,39.2184666667,43.0175333333,13.8066666667
593.80,28.6710666667,53.0854333333,49.7690666666,47.3632,27.3728666667,15.9369333333,39.584,38.5892666667,12.5584666667,14.0545333334,39.0503333333,42.9818666667,13.8131333333
594.14,28.4299333333,52.8902,49.5832,47.1742,27.0876,15.7678666667,39.3726666667,38.4198,12.3288,13.8120666667,38.8162666667,42.7713333333,13.6080666667
594.48,28.3541333333,52.8040333333,49.4872666667,47.0852666667,27.0160666666,15.7572666667,39.2648,38.3589333333,12.2794666667,13.8354,38.6758,42.7162,13.6576666667
594.81,28.2583333333,52.7807666667,49.4768666667,46.9710666667,26.8951333333,15.7773333333,39.1824666667,38.3125333333,12.2602,13.8262,38.5429333333,42.6448,13.6688666667
595.15,28.1660666667,52.6713,49.3536,46.8126666667,26.821,15.7579333333,39.1047333333,38.2503333333,12.2518,13.8112,38.3782,42.5609333333,13.7268666667
595.49,28.1108,52.6223,49.2570666667,46.7242666667,26.7504,15.7187333333,39.0592666667,38.1959333333,12.225,13.8199333333,38.2789333333,42.5166,13.7345
595.82,27.8970666667,52.4091,49.0060666667,46.4940666667,26.5033333333,15.5275333333,38.7936666667,38.0133333333,12.0470666666,13.6728666667,37.9666666667,42.3251333333,13.6265333333
596.16,27.8119333333,52.4381666667,48.9862,46.4799333333,26.4092666667,15.4748,38.7538,38.0008,11.9950666667,13.5895333333,37.8392,42.32,13.5952333333
596.50,27.6882,52.3424666667,48.9034,46.3596,26.2482,15.4173333333,38.6516,37.9138,11.9456,13.5556666667,37.6599333333,42.2441333333,13.5704666667
596.83,27.6477333333,52.3565333333,48.8999333333,46.353,26.1892,15.4634666667,38.6647333333,37.9021333333,11.9434666667,13.5407333333,37.5884,42.2715333333,13.6093666667
597.17,27.5442666667,52.2626666667,48.7793333333,46.2588666667,26.0724,15.4288666667,38.5638666667,37.8507333333,11.9138666667,13.4973333334,37.4506,42.1702,13.6031333333
597.51,27.4752666667,52.2636666667,48.7354,46.2324666667,26.0299333333,15.449,38.532,37.8385333333,11.9168,13.4972,37.3494666667,42.1752666667,13.6188
597.84,27.4842666667,52.3496,48.8174666667,46.3182,26.0638,15.5395333333,38.5720666667,37.9243333333,12.0493333333,13.6097333334,37.2822,42.2306666667,13.7336333333
598.18,27.3777333333,52.3259,48.7642,46.2758666667,25.9328,15.5214,38.4646,37.8725333333,12.0380666667,13.5588666666,37.125,42.1842666667,13.7204
598.52,27.3556666667,52.3277,48.7448,46.356,25.9042,15.5139333333,38.4704,37.8472666667,12.0701333333,13.5884,37.0472666667,42.2169333333,13.7531666667
598.85,27.2907333333,52.3491333333,48.7737333333,46.4662,25.8262,15.5278,38.4484,37.8646666667,12.082,13.6152,36.9208,42.2304666667,13.7593666667
599.19,27.2428,52.4567666667,48.8820666667,46.5704,25.8428666667,15.6018,38.459,37.9404,12.1372666667,13.6680666667,36.8548666667,42.3213333333,13.8181
599.53,27.2038,52.5251333333,48.9159333333,46.5931333333,25.8433333333,15.7105333333,38.4898666667,38.0073333333,12.236,13.7546666667,36.8200666667,42.4175333333,13.9191
