wavelength,Back_ConAlbm,Belly_ConAlbm,Breast_ConAlbm,Crissum_ConAlbm,Crown_ConAlbm,DorTail_ConAlbm,Patch10_ConAlbm,Rump_ConAlbm,Throat_ConAlbm,WingTip_ConAlbm
535.56,5.3748,4.8856,4.38773333333,4.90706666667,11.2265333333,6.12333333333,7.61946666667,6.67773333333,4.86873333333,7.35533333333
535.90,5.3306,4.84846666667,4.35313333334,4.8612,11.1558666667,6.07826666667,7.5692,6.632,4.82653333333,7.31853333333
536.25,5.29486666667,4.81146666667,4.31646666667,4.83553333333,11.0970666667,6.05066666667,7.5334,6.5992,4.8038,7.28633333333
536.59,5.25913333333,4.79046666667,4.28853333333,4.80433333333,11.0477333333,6.03293333333,7.4934,6.57033333333,4.7888,7.2586
536.93,5.19986666667,4.73093333333,4.2422,4.74326666667,10.947,5.96966666667,7.4288,6.52273333333,4.74086666667,7.21246666667
537.28,5.18193333333,4.71606666667,4.2238,4.72393333333,10.9172,5.9398,7.41193333333,6.5064,4.72106666667,7.2056
537.62,5.1918,4.7294,4.22766666667,4.73653333333,10.9144,5.9802,7.39726666667,6.50666666667,4.73693333333,7.23293333333
537.97,5.19166666667,4.73086666667,4.2416,4.75073333333,10.9018,5.98573333333,7.386,6.52173333333,4.74133333333,7.2248
538.31,5.1818,4.7038,4.20866666667,4.74206666667,10.8434666667,5.9714,7.34973333333,6.49713333333,4.71193333333,7.21366666667
538.65,5.1334,4.6518,4.16853333333,4.70313333333,10.7594,5.9436,7.2826,6.43566666667,4.67386666667,7.17933333333
539.00,5.10973333333,4.63913333333,4.16393333333,4.69626666667,10.7009333333,5.956,7.2686,6.4254,4.667,7.17306666667
539.34,5.0978,4.642,4.15506666667,4.69846666667,10.6701333333,5.97586666667,7.2422,6.42146666666,4.68586666667,7.1918
539.69,5.08093333333,4.63126666667,4.14733333333,4.67786666667,10.6178,5.98666666667,7.22266666667,6.3908,4.67333333333,7.18253333333
540.03,5.0906,4.659,4.15886666667,4.68766666667,10.5785333333,6.00786666667,7.21866666667,6.40046666667,4.67246666667,7.20013333333
540.37,5.0722,4.62346666667,4.1402,4.65493333333,10.5162666667,5.99453333333,7.1868,6.36666666666,4.63506666667,7.18733333333
540.72,5.054,4.60633333333,4.13213333333,4.6424,10.4919333333,5.9892,7.1642,6.3474,4.61686666667,7.173
541.06,5.03153333333,4.58426666667,4.12713333333,4.63446666667,10.4569333333,5.99126666667,7.1442,6.332,4.59706666667,7.16533333333
541.40,4.95006666667,4.51046666667,4.03653333333,4.55493333333,10.3536,5.89706666667,7.06213333333,6.25153333333,4.50153333333,7.08053333333
541.75,4.87233333333,4.443,3.9658,4.48866666667,10.2569333333,5.84933333333,6.98386666667,6.17806666667,4.4346,7.02346666667
542.09,4.81786666666,4.40433333333,3.93553333333,4.44153333333,10.1953333333,5.804,6.9268,6.13126666667,4.39533333333,6.98486666667
542.43,4.78073333333,4.36613333333,3.90766666667,4.41446666667,10.1462,5.7702,6.882,6.09673333333,4.35806666667,6.95186666667
542.78,4.69166666667,4.27893333333,3.821,4.31386666667,10.0501333333,5.677,6.77013333333,6.00653333333,4.262,6.879
543.12,4.585,4.168,3.72406666667,4.218,9.92266666667,5.58846666667,6.66346666667,5.91193333333,4.1492,6.7826
543.46,4.46453333333,4.0594,3.60986666667,4.11653333333,9.79146666666,5.485,6.5228,5.7992,4.0276,6.6758
543.81,4.3528,3.93053333333,3.49553333333,4.00786666667,9.65900000001,5.37853333333,6.39886666667,5.67733333333,3.91173333333,6.5762
544.15,4.27426666667,3.8626,3.4374,3.95613333333,9.57366666665,5.31306666667,6.3138,5.621,3.84766666667,6.51726666667
544.49,4.237,3.8054,3.38813333333,3.90873333333,9.4924,5.29006666667,6.25066666667,5.57966666667,3.79526666667,6.48393333333
544.84,4.18566666667,3.75653333333,3.32953333333,3.85893333333,9.40493333335,5.2544,6.17573333333,5.52133333333,3.74373333333,6.43613333333
545.18,4.197,3.75066666667,3.3634,3.88086666667,9.38506666667,5.2834,6.1716,5.52993333333,3.7674,6.45933333333
545.52,4.18866666667,3.7556,3.3616,3.88086666667,9.36526666668,5.2814,6.15053333333,5.5304,3.76006666667,6.45973333333
545.87,4.19746666667,3.74993333333,3.3604,3.87273333333,9.33659999999,5.2838,6.1426,5.52206666667,3.748,6.45306666667
546.21,4.20513333333,3.75846666667,3.34853333334,3.8666,9.30693333333,5.2816,6.12733333333,5.50913333333,3.75413333333,6.46426666667
546.55,4.25893333333,3.80313333333,3.38866666667,3.93106666667,9.32706666667,5.3304,6.162,5.55033333333,3.802,6.493
546.90,4.339,3.86966666667,3.45253333333,3.993,9.37926666667,5.38833333333,6.21726666667,5.5974,3.8598,6.54153333333
547.24,4.423,3.93253333333,3.52593333333,4.06306666667,9.43246666666,5.44253333333,6.29186666667,5.66546666667,3.9404,6.62353333333
547.58,4.4896,4.00166666667,3.58866666667,4.11313333333,9.47740000001,5.50073333333,6.33366666667,5.724,4.01686666667,6.66253333333
547.92,4.50626666667,4.01333333333,3.6048,4.12693333333,9.49053333335,5.51853333333,6.34153333333,5.7304,4.02753333334,6.68393333333
548.27,4.54773333333,4.07186666667,3.6544,4.17446666667,9.53873333334,5.54493333333,6.38153333334,5.766,4.0868,6.71673333333
548.61,4.57293333333,4.09253333333,3.67933333333,4.184,9.55033333333,5.53886666667,6.3918,5.78526666667,4.1086,6.72926666667
548.95,4.62553333333,4.16386666667,3.71266666667,4.22946666667,9.58440000001,5.58853333333,6.43873333333,5.82026666667,4.16706666667,6.7718
549.29,4.638,4.1414,3.71266666667,4.23126666667,9.55946666667,5.57233333333,6.41506666667,5.80413333333,4.1758,6.75706666667
549.64,4.66866666667,4.20006666667,3.756,4.29426666667,9.5884,5.63986666667,6.4614,5.854,4.2214,6.80393333333
549.98,4.69,4.2198,3.77093333333,4.3238,9.5836,5.69653333333,6.4818,5.88573333333,4.245,6.84133333333
550.32,4.717,4.27773333333,3.80273333333,4.3544,9.60240000001,5.7548,6.5298,5.91853333333,4.27746666667,6.8974
550.66,4.6902,4.25946666666,3.7754,4.31986666667,9.55313333332,5.7356,6.5232,5.8886,4.26166666667,6.8862
551.01,4.69313333333,4.272,3.79213333333,4.34526666666,9.54800000001,5.75886666667,6.54186666666,5.9136,4.2764,6.89746666667
551.35,4.70453333333,4.30173333333,3.81773333333,4.36713333334,9.53766666668,5.76593333333,6.55413333333,5.91866666667,4.27466666667,6.94053333333
551.69,4.71113333333,4.3234,3.81106666667,4.38033333333,9.49573333333,5.7846,6.55526666667,5.92513333333,4.29513333333,6.93846666667
552.03,4.70426666667,4.33473333333,3.79073333333,4.3776,9.45480000001,5.7862,6.539,5.9148,4.2816,6.93913333333
552.38,4.73626666667,4.36646666667,3.81653333333,4.43493333333,9.45820000001,5.8388,6.57573333333,5.93293333334,4.30586666667,6.97333333333
552.72,4.69906666667,4.31306666667,3.78793333333,4.40313333333,9.38566666667,5.78773333333,6.54266666667,5.89546666667,4.24966666667,6.92413333333
553.06,4.73646666667,4.3712,3.85313333333,4.4538,9.40159999999,5.84433333333,6.6052,5.91833333333,4.27793333333,6.98173333333
553.40,4.72053333333,4.32786666667,3.81953333334,4.41273333333,9.33879999999,5.8232,6.56046666667,5.86566666667,4.24606666667,6.95793333333
553.74,4.7482,4.3574,3.86446666667,4.43986666667,9.34900000001,5.84113333333,6.59753333334,5.89806666667,4.24853333333,6.9772
554.09,4.70806666667,4.29913333333,3.84386666667,4.38786666667,9.2768,5.77933333333,6.54173333333,5.8178,4.2202,6.91853333333
554.43,4.702,4.305,3.84913333334,4.39593333333,9.2414,5.76866666667,6.5182,5.81333333333,4.2172,6.93106666667
554.77,4.69666666667,4.32226666667,3.86006666667,4.40146666667,9.22139999999,5.784,6.50373333333,5.81093333333,4.2238,6.91566666667
555.11,4.666,4.28446666667,3.80546666667,4.36733333333,9.14793333334,5.77066666667,6.46006666667,5.78073333333,4.20426666666,6.86693333333
555.45,4.73206666667,4.3386,3.85306666667,4.4182,9.19000000001,5.80946666667,6.5,5.80226666667,4.2334,6.91913333333
555.80,4.7654,4.3656,3.90493333333,4.43893333333,9.20580000001,5.86933333333,6.53606666667,5.8178,4.2588,6.95153333333
556.14,4.75966666667,4.38473333333,3.91133333333,4.415,9.18573333333,5.85806666666,6.5224,5.79973333333,4.27166666667,6.94133333333
556.48,4.80606666667,4.4572,3.9562,4.4656,9.22059999999,5.927,6.54233333333,5.8322,4.31033333333,6.9906
556.82,4.81566666667,4.45346666666,3.9232,4.44266666667,9.1972,5.923,6.51586666667,5.827,4.32146666667,6.98833333334
557.16,4.84226666667,4.50206666667,3.96273333333,4.49146666667,9.21933333333,5.938,6.53606666666,5.8482,4.372,7.01553333333
557.50,4.81713333333,4.4826,3.94393333333,4.46933333333,9.1896,5.90873333333,6.49313333334,5.8172,4.39493333333,6.99253333333
557.85,4.852,4.5258,3.96326666667,4.50853333333,9.22053333333,5.95273333333,6.51326666667,5.85386666667,4.4116,7.0398
558.19,4.92686666666,4.5824,4.0276,4.57553333333,9.27179999999,6.026,6.5634,5.91753333333,4.48473333333,7.0944
558.53,4.9744,4.6324,4.05246666667,4.6044,9.28106666667,6.04753333333,6.5832,5.93406666667,4.50913333333,7.13286666667
558.87,5.03746666667,4.71906666667,4.14106666667,4.69193333333,9.3622,6.12,6.65326666667,5.9872,4.5842,7.22146666667
559.21,5.0702,4.74813333333,4.19913333333,4.74046666667,9.39966666667,6.1758,6.682,6.03853333333,4.64593333333,7.2528
559.55,5.06173333333,4.74326666667,4.18206666667,4.74373333333,9.37720000001,6.1192,6.65986666667,6.0078,4.6414,7.2316
559.89,5.05833333333,4.72793333333,4.15586666667,4.73373333333,9.36199999999,6.11206666667,6.62413333333,5.9828,4.61326666667,7.22386666667
560.23,5.06166666667,4.717,4.14826666667,4.7472,9.34406666667,6.10886666667,6.614,5.96006666667,4.6396,7.23626666667
560.58,5.10973333333,4.7906,4.20986666667,4.7872,9.37899999999,6.15346666667,6.6468,5.99826666667,4.68473333333,7.29206666667
560.92,5.07406666667,4.7462,4.16546666667,4.74233333333,9.33766666667,6.12486666667,6.59013333333,5.9492,4.61973333333,7.251
561.26,5.124,4.80686666667,4.20346666667,4.7928,9.36233333333,6.17453333333,6.62806666667,5.9816,4.64433333333,7.28306666667
561.60,5.11493333333,4.82473333333,4.2238,4.8044,9.32426666665,6.19526666667,6.64213333333,5.99213333333,4.65326666667,7.2998
561.94,5.11333333333,4.84273333333,4.2366,4.8244,9.31926666666,6.21473333333,6.63366666667,6.00313333333,4.67013333333,7.3036
562.28,5.09193333333,4.8166,4.22233333333,4.78986666667,9.29726666666,6.22726666667,6.63106666666,5.9636,4.65626666667,7.2948
562.62,5.10346666667,4.80173333333,4.206,4.78913333333,9.25619999999,6.21653333333,6.63046666667,5.95573333333,4.6394,7.27966666667
562.96,5.09826666667,4.79566666667,4.1826,4.76353333333,9.19779999999,6.19353333333,6.61913333333,5.921,4.6318,7.28206666667
563.30,5.11066666667,4.826,4.20713333333,4.776,9.19706666667,6.24186666667,6.6444,5.97213333333,4.65793333333,7.33453333333
563.64,5.11026666667,4.82693333333,4.22933333333,4.78506666667,9.18106666666,6.2384,6.64626666667,5.9628,4.66686666667,7.3402
563.99,5.12933333333,4.84646666667,4.27246666667,4.78086666667,9.17653333333,6.26293333333,6.66393333333,5.99333333333,4.6714,7.34986666667
564.33,5.10826666667,4.80053333333,4.26753333333,4.76053333333,9.13100000001,6.24126666667,6.66086666667,5.9844,4.65333333333,7.32686666667
564.67,5.23,4.9124,4.37126666667,4.87573333333,9.20953333332,6.3522,6.75753333333,6.10166666667,4.76786666667,7.451
565.01,5.24673333333,4.92153333333,4.37793333333,4.87013333333,9.20686666667,6.3676,6.7592,6.10713333333,4.7836,7.46786666667
565.35,5.27553333333,4.91026666667,4.37133333333,4.891,9.22006666667,6.36113333334,6.76046666667,6.118,4.7998,7.47146666667
565.69,5.30693333333,4.93653333333,4.40086666667,4.92,9.22853333333,6.38393333333,6.7874,6.1328,4.80726666667,7.4822
566.03,5.32273333333,4.94653333333,4.39786666667,4.9386,9.208,6.36326666667,6.77873333333,6.13726666667,4.81373333333,7.47573333333
566.37,5.30346666667,4.93626666667,4.40606666667,4.92066666667,9.17653333334,6.33893333333,6.75846666667,6.11186666667,4.8062,7.44613333333
566.71,5.33333333333,4.97466666667,4.42966666667,4.94946666667,9.20633333332,6.36266666667,6.79253333333,6.14393333333,4.8284,7.47146666667
567.05,5.33613333333,4.92826666667,4.4094,4.9258,9.15486666666,6.32853333333,6.74393333333,6.09953333333,4.78633333333,7.43646666667
567.39,5.37286666667,4.95073333333,4.4212,4.97426666667,9.16613333333,6.3626,6.77273333333,6.12493333333,4.81926666667,7.46506666667
567.73,5.34826666667,4.92266666666,4.371,4.95473333333,9.13459999999,6.313,6.73693333333,6.0712,4.7862,7.44406666667
568.07,5.39,4.96173333333,4.40433333333,5.00553333333,9.15686666668,6.35213333333,6.757,6.0858,4.82486666667,7.47646666667
568.41,5.35353333333,4.92986666667,4.37613333333,4.97653333333,9.11453333333,6.314,6.7386,6.05373333333,4.8036,7.45126666667
568.75,5.38466666667,4.96813333333,4.42986666667,5.0228,9.13053333333,6.36446666667,6.7842,6.08433333333,4.8462,7.49793333333
569.09,5.4388,5.0342,4.50373333333,5.0738,9.17686666666,6.44393333333,6.8406,6.13886666666,4.916,7.5604
569.43,5.4336,5.02906666667,4.50246666667,5.0602,9.16926666666,6.4476,6.82826666667,6.13466666667,4.9244,7.5848
569.77,5.44733333333,5.02973333333,4.5328,5.0698,9.17073333333,6.4692,6.836,6.1464,4.93046666667,7.60033333333
570.11,5.50786666667,5.0782,4.59266666667,5.1308,9.22786666666,6.5332,6.87393333333,6.1948,4.9792,7.67633333333
570.45,5.52333333333,5.09393333333,4.6144,5.14906666667,9.21426666667,6.5612,6.88193333333,6.19786666667,4.99213333333,7.69273333333
570.79,5.54413333333,5.1428,4.65833333334,5.19653333333,9.24233333333,6.62086666667,6.91826666667,6.24026666666,5.04533333333,7.7438
571.13,5.54386666667,5.14986666667,4.69173333333,5.2018,9.24926666667,6.65206666667,6.9378,6.26713333333,5.06093333333,7.76473333333
571.47,5.5806,5.18646666666,4.72693333333,5.2418,9.27286666667,6.6788,6.97206666667,6.30433333333,5.09606666667,7.79873333333
571.81,5.55306666666,5.1682,4.69506666667,5.22493333333,9.26706666666,6.6588,6.94426666667,6.29473333333,5.06906666667,7.78893333333
572.15,5.5526,5.18433333333,4.69393333333,5.22026666667,9.2512,6.66106666667,6.93526666667,6.2902,5.07606666667,7.81086666667
572.49,5.48693333333,5.12733333333,4.6414,5.16633333333,9.18873333333,6.59926666667,6.85953333333,6.23586666667,5.03333333333,7.77046666667
572.83,5.47693333333,5.12286666667,4.64526666666,5.15266666667,9.16360000001,6.57913333334,6.84813333333,6.22273333333,5.0252,7.768
573.17,5.484,5.13173333333,4.63906666667,5.17146666666,9.15300000001,6.57033333333,6.85493333333,6.20313333333,5.0258,7.7736
573.51,5.4908,5.14233333333,4.63206666667,5.175,9.14333333333,6.58633333333,6.86546666667,6.21513333333,5.04046666666,7.79786666667
573.85,5.40053333333,5.05286666667,4.5286,5.08006666667,9.06280000001,6.51093333333,6.79413333333,6.1386,4.97133333333,7.7196
574.19,5.39873333333,5.05513333333,4.546,5.10013333333,9.05793333335,6.51993333333,6.78873333333,6.15293333333,4.98593333333,7.72233333333
574.53,5.3458,5.01593333333,4.49373333333,5.048,9.0034,6.468,6.74186666667,6.0962,4.946,7.66273333333
574.87,5.321,5.0038,4.4466,5.0102,8.97439999999,6.43906666667,6.69586666667,6.06153333333,4.92386666667,7.64
575.21,5.3184,5.0142,4.455,5.0024,8.97486666667,6.46406666667,6.69593333333,6.07753333333,4.95246666667,7.64873333333
575.55,5.3858,5.08506666667,4.5012,5.05633333333,9.01306666667,6.53013333333,6.75286666667,6.13486666667,5.02373333333,7.70193333333
575.89,5.33173333333,5.00626666667,4.44226666667,5.00153333333,8.98293333333,6.4842,6.7022,6.0756,4.98166666667,7.6138
576.22,5.29093333333,4.95553333333,4.379,4.9728,8.93286666667,6.45306666667,6.67433333334,6.03506666667,4.91106666667,7.55726666667
576.56,5.21826666667,4.88166666667,4.29226666666,4.901,8.85220000001,6.37466666667,6.58566666667,5.94546666667,4.82593333333,7.4636
576.90,5.10313333333,4.76733333333,4.18373333333,4.7664,8.74206666667,6.27966666667,6.47226666667,5.842,4.72006666667,7.36913333333
577.24,5.00646666667,4.66986666667,4.1018,4.6926,8.68173333333,6.1856,6.37946666667,5.7462,4.6244,7.27213333334
577.58,5.0326,4.70826666667,4.13733333333,4.73706666667,8.69593333333,6.21346666667,6.38066666667,5.7786,4.66253333333,7.31606666667
577.92,4.86446666667,4.49886666667,3.95846666667,4.5512,8.53346666667,6.046,6.20306666667,5.59713333334,4.48926666667,7.1554
578.26,4.86653333333,4.50793333333,3.96106666667,4.55793333333,8.54139999999,6.07126666667,6.19506666667,5.5934,4.48226666667,7.1776
578.60,4.827,4.4554,3.92853333333,4.5032,8.47286666666,6.04453333333,6.1684,5.5506,4.437,7.14186666667
578.94,4.78173333333,4.39933333334,3.87046666667,4.47113333333,8.41440000001,6.008,6.1102,5.483,4.36206666667,7.1016
579.28,4.61753333333,4.229,3.7398,4.3194,8.24473333333,5.8594,5.973,5.3194,4.20226666667,6.964
579.61,4.57473333333,4.20793333333,3.72866666667,4.2946,8.18066666667,5.84233333333,5.94233333333,5.31326666667,4.1518,6.96993333333
579.95,4.5838,4.22113333334,3.731,4.27533333333,8.16100000001,5.8472,5.91773333333,5.29093333333,4.17926666667,6.9748
580.29,4.57673333333,4.20453333333,3.70553333333,4.25613333333,8.13646666666,5.84866666667,5.90573333333,5.29933333333,4.1578,6.98486666667
580.63,4.579,4.23206666667,3.7072,4.27433333333,8.12379999999,5.87453333333,5.90766666667,5.2984,4.17066666667,6.9634
580.97,4.5392,4.21473333333,3.6556,4.224,8.04979999999,5.86033333333,5.8326,5.2642,4.1402,6.93853333333
581.31,4.409,4.12453333333,3.55186666667,4.1136,7.94766666667,5.7708,5.7314,5.13866666667,4.0432,6.83146666667
581.65,4.40093333333,4.17306666667,3.54493333333,4.1018,7.92986666668,5.7584,5.722,5.1314,4.01153333333,6.83453333333
581.98,4.44146666667,4.1764,3.55853333333,4.1312,7.93326666667,5.75093333333,5.76546666667,5.15066666666,4.03126666667,6.8418
582.32,4.41606666667,4.1374,3.519,4.09673333334,7.87753333333,5.70046666667,5.70186666667,5.11653333333,3.97666666667,6.8108
582.66,4.33566666667,4.05733333333,3.47353333333,3.9954,7.79620000001,5.6092,5.61693333333,5.0552,3.90353333333,6.7292
583.00,4.29733333333,4.025,3.428,3.95326666667,7.72006666666,5.5552,5.55953333333,5.02473333333,3.85093333333,6.68653333333
583.34,4.2384,3.99373333333,3.37106666667,3.88526666667,7.64566666667,5.48673333333,5.48066666667,4.94453333333,3.80506666667,6.63306666667
583.68,4.12746666667,3.9402,3.32573333333,3.83373333333,7.57886666667,5.41913333333,5.411,4.8712,3.71126666667,6.5772
584.01,4.0786,3.91173333333,3.27253333333,3.79466666667,7.53519999999,5.3768,5.37713333333,4.8322,3.695,6.5746
584.35,4.01853333334,3.82026666667,3.2228,3.72326666667,7.45593333333,5.30553333333,5.3212,4.76846666667,3.6416,6.55926666667
584.69,3.99153333333,3.8006,3.2116,3.7166,7.41513333333,5.282,5.31126666667,4.72973333333,3.62866666666,6.54226666667
585.03,4.00906666667,3.8062,3.2208,3.7382,7.39066666668,5.28346666667,5.3162,4.75046666667,3.6,6.5492
585.37,3.95033333333,3.777,3.19806666667,3.70613333333,7.3538,5.2916,5.28826666667,4.7362,3.58033333333,6.54926666667
585.70,3.7904,3.66073333333,3.0792,3.58306666667,7.20733333334,5.18053333333,5.13786666667,4.62486666667,3.4766,6.4522
586.04,3.74473333333,3.64053333333,3.06033333333,3.55846666667,7.18013333333,5.16306666667,5.09453333333,4.603,3.48173333333,6.42873333333
586.38,3.6892,3.60106666667,2.99906666667,3.523,7.10879999999,5.1126,5.035,4.5582,3.45266666667,6.38466666667
586.72,3.74413333333,3.6644,3.0834,3.62073333333,7.19113333334,5.22313333333,5.06886666667,4.64146666667,3.53206666667,6.46146666667
587.06,3.79786666667,3.68046666667,3.14306666667,3.69953333333,7.23799999999,5.28273333333,5.13713333333,4.67626666667,3.58833333333,6.521
587.39,3.82133333333,3.65453333333,3.131,3.69533333333,7.23406666667,5.2476,5.11926666667,4.68166666667,3.59446666667,6.51993333333
587.73,3.8308,3.67213333333,3.20633333333,3.732,7.25546666667,5.28166666667,5.12173333333,4.698,3.62846666667,6.53973333333
588.07,3.87833333334,3.73306666667,3.25306666667,3.81393333334,7.28299999999,5.30966666667,5.17413333333,4.7676,3.67753333333,6.5996
588.41,3.89746666667,3.75406666667,3.28193333333,3.83586666667,7.28553333334,5.32553333333,5.18353333333,4.8008,3.68273333333,6.6114
588.74,3.88766666667,3.74546666667,3.31093333333,3.8364,7.28093333333,5.352,5.19806666667,4.80253333333,3.71566666667,6.63873333333
589.08,3.94666666667,3.8006,3.36233333333,3.8796,7.30913333333,5.3778,5.22566666667,4.85886666667,3.7888,6.68066666667
589.42,3.99673333333,3.8246,3.38193333333,3.88453333333,7.31926666667,5.39226666667,5.23326666667,4.86973333333,3.8048,6.7148
589.76,4.00873333333,3.834,3.40186666667,3.9258,7.32133333334,5.374,5.2536,4.878,3.79986666667,6.7268
590.09,3.9924,3.81913333333,3.38006666667,3.9384,7.29853333334,5.38126666667,5.25646666667,4.8672,3.7658,6.75066666667
590.43,3.97546666667,3.76906666667,3.3216,3.86346666667,7.24233333334,5.3252,5.21386666667,4.80206666667,3.73106666667,6.72386666667
590.77,3.91253333333,3.7174,3.22473333333,3.77926666667,7.15213333334,5.23926666667,5.1096,4.73833333333,3.66333333333,6.65066666667
591.11,3.88993333333,3.6946,3.17886666667,3.76206666667,7.09406666667,5.22233333333,5.08953333333,4.70866666667,3.65286666667,6.62993333333
591.44,3.86553333334,3.6616,3.09486666667,3.73306666667,7.01606666667,5.18926666667,5.04993333333,4.65886666667,3.57146666667,6.55726666667
591.78,3.8468,3.63993333333,3.07326666667,3.69573333333,6.9714,5.17826666667,5.01273333333,4.62133333333,3.54206666667,6.54606666667
592.12,3.85873333333,3.65053333333,3.08273333333,3.69206666667,6.96793333333,5.16746666667,5.0306,4.62726666667,3.56726666667,6.57866666667
592.46,3.8772,3.66013333333,3.05006666667,3.6772,6.94433333333,5.1406,5.00026666667,4.62273333333,3.5488,6.55966666667
592.79,3.8394,3.6192,2.99526666667,3.63266666667,6.86766666667,5.06773333333,4.96793333333,4.5382,3.4968,6.5004
593.13,3.81893333333,3.62966666667,2.9902,3.64653333333,6.85853333333,5.0532,4.9716,4.51186666667,3.48286666667,6.496
593.47,3.83853333333,3.65933333333,3.01166666667,3.64986666667,6.84686666666,5.0728,4.98653333333,4.5,3.52006666667,6.53313333333
593.80,3.9848,3.8094,3.1534,3.7714,6.95773333334,5.217,5.10966666667,4.63173333333,3.65066666667,6.66533333333
594.14,4.0388,3.91146666667,3.23293333333,3.87086666667,7.02786666667,5.28746666667,5.2068,4.69893333333,3.7192,6.778
594.48,4.15046666667,4.0514,3.39106666667,4.00213333333,7.14293333333,5.4396,5.3522,4.83033333333,3.8454,6.92206666667
594.81,4.2172,4.12433333333,3.47546666667,4.0628,7.2014,5.533,5.43933333333,4.90646666667,3.92073333333,7.01033333333
595.15,4.23173333333,4.14806666667,3.4978,4.1044,7.21266666667,5.55366666667,5.45613333333,4.92426666667,3.9736,7.05633333333
595.49,4.2832,4.2008,3.5546,4.179,7.27706666667,5.63766666667,5.50813333333,4.9908,4.03546666667,7.09386666667
595.82,4.3948,4.2976,3.65906666667,4.30606666667,7.35893333334,5.74593333334,5.60226666667,5.08546666667,4.1346,7.20306666667
596.16,4.511,4.40166666667,3.76826666667,4.42033333333,7.45273333334,5.88326666667,5.70226666667,5.20513333333,4.23246666667,7.3374
596.50,4.53853333333,4.42,3.78093333333,4.4648,7.48526666667,5.9426,5.70246666667,5.24906666667,4.25893333333,7.36693333333
596.83,4.57693333333,4.46106666667,3.81633333333,4.51526666667,7.51800000001,6.00986666667,5.72906666667,5.30333333333,4.29726666667,7.4066
597.17,4.59253333333,4.49046666667,3.81253333333,4.54373333333,7.52966666667,6.04113333333,5.73966666667,5.33926666667,4.28886666667,7.4112
597.51,4.57833333333,4.47466666667,3.7986,4.54053333333,7.48840000001,6.03053333333,5.71053333333,5.32553333333,4.28333333333,7.41426666666
597.84,4.51273333333,4.42913333333,3.7396,4.48253333333,7.41353333333,5.97226666667,5.62886666667,5.28373333333,4.22266666667,7.343
598.18,4.3966,4.29693333333,3.58273333333,4.36786666667,7.2636,5.844,5.47673333333,5.16233333333,4.08993333333,7.21446666667
598.52,4.38926666667,4.29333333333,3.57233333333,4.3606,7.24806666667,5.83993333333,5.43786666667,5.14373333333,4.07766666667,7.2026
598.85,4.3902,4.29813333333,3.57273333333,4.347,7.2558,5.8348,5.44706666667,5.1488,4.06553333334,7.22166666667
599.19,4.3714,4.25906666667,3.56013333333,4.30433333333,7.2052,5.78613333333,5.37506666667,5.10633333333,4.0202,7.19266666666
599.53,4.22013333333,4.1146,3.41806666666,4.14833333333,7.07453333333,5.6648,5.21986666667,4.98386666667,3.87173333333,7.06406666667
599.86,4.0882,4.00026666667,3.3286,4.03713333333,6.92693333333,5.5466,5.121,4.86726666667,3.7802,6.95206666667
600.20,4.0746,3.96373333333,3.34993333333,4.028,6.88513333333,5.5278,5.1062,4.8264,3.75726666667,6.9236
600.53,4.08933333333,3.94486666667,3.35866666667,4.026,6.8556,5.51633333334,5.13133333333,4.82566666667,3.75906666667,6.89333333333
600.87,4.1152,3.97026666667,3.4072,4.04393333333,6.89306666667,5.5598,5.1592,4.83486666667,3.805,6.93386666667
601.21,4.1544,4.0128,3.4428,4.06733333333,6.92786666667,5.5942,5.19813333333,4.86253333333,3.849,6.93333333333
601.54,4.22,4.02506666667,3.51166666667,4.11546666667,6.9652,5.6468,5.25066666667,4.8926,3.92353333333,6.98513333334
601.88,4.35066666667,4.1456,3.65906666667,4.2314,7.09126666667,5.8076,5.4092,5.02166666667,4.07446666667,7.1006
602.21,4.4618,4.2174,3.7562,4.3374,7.15186666667,5.89586666667,5.50253333333,5.1044,4.13626666667,7.18873333333
602.55,4.57306666667,4.303,3.85293333333,4.44666666666,7.2314,6.0056,5.5838,5.18386666667,4.23713333333,7.28853333333
602.88,4.67113333333,4.4126,3.92286666667,4.5392,7.31466666666,6.11106666667,5.6842,5.26513333333,4.32606666667,7.3958
603.22,4.74593333333,4.52,4.00326666667,4.62673333333,7.37986666667,6.1962,5.79026666667,5.34906666667,4.42546666667,7.4812
603.56,4.88793333333,4.64206666667,4.12493333333,4.7672,7.52306666667,6.3086,5.89666666667,5.46193333333,4.55306666667,7.58506666667
603.89,5.00933333333,4.76686666667,4.21113333333,4.87486666667,7.63433333333,6.42253333333,6.00106666667,5.56453333333,4.6768,7.71106666667
604.23,5.04286666667,4.83273333333,4.25886666666,4.9226,7.68013333332,6.4896,6.02713333334,5.62246666667,4.7284,7.78573333333
604.56,5.08066666667,4.8582,4.29513333333,4.96686666666,7.68786666665,6.54053333333,6.05313333333,5.64826666667,4.7582,7.8142
604.90,5.05333333333,4.82053333333,4.27353333333,4.954,7.6694,6.52,6.0312,5.62966666667,4.7466,7.80613333333
605.23,5.0872,4.86206666667,4.2982,4.9802,7.69879999999,6.55266666667,6.05993333333,5.67,4.75653333333,7.8044
605.57,5.12593333333,4.8936,4.3264,4.98993333333,7.71773333333,6.53373333333,6.0414,5.6914,4.761,7.8338
