wavelength,Back_LopGrif,Belly_LopGrif,Breast_LopGrif,Crissum_LopGrif,Crown_LopGrif,DorTail_LopGrif,Patch10_LopGrif,Rump_LopGrif,Throat_LopGrif,WingTip_LopGrif
517.95,11.239,42.3519333333,22.3887333333,46.8242666667,10.0932,8.27666666666,54.4436,12.7148,21.8846666667,8.09306666667
518.29,11.2484,42.3458,22.4039333333,46.7984,10.0921333333,8.27886666667,54.4322333333,12.7282666667,21.8818666667,8.1074
518.64,11.2464666667,42.3674666667,22.402,46.7957333333,10.0893333333,8.28226666667,54.4531,12.742,21.8891333333,8.1096
518.99,11.2464,42.3598,22.3954666667,46.8011333333,10.0967333333,8.2874,54.4374333333,12.7466,21.8955333333,8.12013333333
519.33,11.2473333333,42.3782,22.4068666667,46.8488,10.0982666667,8.28873333333,54.461,12.7562666667,21.9078,8.13546666666
519.68,11.2584,42.4156,22.4330666667,46.9126666667,10.1182,8.30653333333,54.4877333333,12.7694666667,21.9467333333,8.15033333333
520.02,11.2465333333,42.4072666667,22.4369333333,46.9080666667,10.1138666667,8.2942,54.4753,12.7752666667,21.9330666667,8.15146666667
520.37,11.2212666667,42.4045333333,22.4292,46.9289333333,10.0905333333,8.27813333333,54.4650666667,12.7516666667,21.9164,8.1368
520.72,11.2032666667,42.4033333333,22.4003333333,46.8915333334,10.0720666667,8.24026666667,54.4123666667,12.7247333333,21.9042666667,8.1178
521.06,11.205,42.3818666666,22.3949333333,46.8764666667,10.0833333333,8.241,54.3568,12.7262666667,21.9034666667,8.11626666667
521.41,11.2062,42.3615333333,22.3935333333,46.8627333333,10.0915333333,8.2358,54.3059,12.7196666667,21.9076,8.1158
521.75,11.2192666667,42.3789333333,22.4072666667,46.8976666667,10.0957333333,8.24413333333,54.3112333333,12.7216666666,21.915,8.139
522.10,11.2095333334,42.3580666667,22.3838,46.907,10.0936,8.23966666666,54.2877666667,12.7094,21.9120666666,8.13513333333
522.45,11.2144,42.3392,22.3672,46.9045333333,10.0932,8.2396,54.2583333333,12.6882666667,21.8947333334,8.14166666667
522.79,11.2126666667,42.3554,22.3780666667,46.8954666667,10.079,8.22533333333,54.2675666667,12.6898666667,21.886,8.13593333333
523.14,11.1940666667,42.3684,22.3815333333,46.8758666667,10.0714,8.22086666667,54.2883666667,12.6737333333,21.8758666667,8.12633333333
523.48,11.1851333333,42.354,22.3664666667,46.8313333333,10.0594,8.20866666667,54.2602333333,12.6588666667,21.8441333333,8.12466666667
523.83,11.1846666667,42.3962,22.3633333333,46.8710666667,10.0497333333,8.21233333333,54.3034333333,12.656,21.8589333333,8.1186
524.17,11.1934666667,42.4103333333,22.3801333334,46.8632,10.0706,8.2314,54.3353666667,12.6667333333,21.8708666667,8.14
524.52,11.1979333333,42.4289333333,22.3947333333,46.8852,10.0816,8.2476,54.3484,12.6828666667,21.8923333333,8.16346666667
524.87,11.1991333333,42.4334,22.3944666667,46.884,10.0901333333,8.25773333333,54.3615,12.6924666667,21.8808666667,8.1834
525.21,11.1788,42.4386,22.3816666667,46.8902666666,10.0756,8.251,54.3935333333,12.6745333333,21.8605333333,8.17966666667
525.56,11.1735333333,42.4599333333,22.3818,46.9199333333,10.0698666667,8.25486666667,54.4348666667,12.6705333333,21.8691333333,8.174
525.90,11.1932666666,42.5445333333,22.4227333333,47.0137333334,10.0852,8.277,54.5348,12.6856666667,21.8987333333,8.19546666667
526.25,11.1972,42.6174,22.4519333333,47.0878666667,10.0878,8.28886666667,54.6330666667,12.7038666667,21.9231333333,8.20646666667
526.59,11.2033333333,42.6800666667,22.4646,47.1610666667,10.0886,8.295,54.7415666667,12.7114666667,21.9471333333,8.20733333334
526.94,11.2184666667,42.7492,22.48,47.2345333333,10.0859333334,8.29726666667,54.8235666667,12.7207333333,21.9654666667,8.2116
527.28,11.229,42.816,22.5054666667,47.3098666667,10.0904,8.30526666667,54.9133666667,12.743,21.9885333333,8.2196
527.63,11.2494,42.8786666666,22.5328666667,47.3690666667,10.1068,8.31613333333,54.9797333333,12.7686666667,22.0134,8.24446666666
527.97,11.255,42.9266666666,22.5476,47.4116,10.1094666667,8.31946666667,55.0186666667,12.7716,22.0375333333,8.24573333334
528.32,11.2514,42.9374666667,22.5463333333,47.4264,10.1079333333,8.32513333333,55.0437,12.7656666667,22.0395333333,8.23966666666
528.66,11.2454666666,42.9741333333,22.5548,47.4613333333,10.1024666667,8.3246,55.0728333333,12.7605333333,22.0489333333,8.22959999999
529.01,11.2526,43.0068666667,22.5711333333,47.4916666667,10.1080666667,8.33353333333,55.0927666667,12.7710666667,22.0592666667,8.23673333334
529.35,11.2546,43.0062666667,22.5718,47.4912,10.1099333333,8.32493333333,55.0890666667,12.7698666667,22.0634666667,8.24033333333
529.70,11.2438,42.9899333333,22.5628,47.4671333333,10.1032,8.32026666667,55.0638333333,12.7664666667,22.0626666667,8.23293333333
530.04,11.2465333333,42.9694666667,22.5657333333,47.4543333333,10.11,8.32273333333,55.0415666667,12.7701333333,22.0678,8.24046666666
530.39,11.2603333333,42.9758666667,22.5763333333,47.4629333333,10.1346666667,8.33546666667,55.0136,12.781,22.0793333333,8.25879999999
530.73,11.2642,42.9448,22.5753333333,47.4296666667,10.1443333333,8.34726666667,54.9631,12.785,22.0761333333,8.27319999999
531.08,11.2575333333,42.9106,22.5618,47.3977333333,10.1407333333,8.3494,54.9039333333,12.7660666667,22.066,8.27953333333
531.42,11.2522,42.8740666667,22.5529333333,47.3667333333,10.1353333333,8.34693333333,54.8630333333,12.7416,22.054,8.26959999999
531.77,11.2432,42.8359333333,22.5327333333,47.347,10.1226,8.3342,54.8091333333,12.7311333333,22.0303333333,8.26286666667
532.11,11.2513333333,42.8789333333,22.553,47.4026666667,10.1327333333,8.33406666667,54.8428,12.7397333333,22.0411333333,8.26973333334
532.46,11.2645333333,42.878,22.5552666667,47.4128666667,10.1393333333,8.337,54.8416,12.7406,22.0422666667,8.28273333333
532.80,11.2674,42.8540666667,22.5511333333,47.4008,10.1375333333,8.33153333333,54.8122333333,12.7371333334,22.0363333333,8.27946666666
533.15,11.2766666667,42.8796,22.5558666667,47.4098,10.1529333333,8.3358,54.8159333333,12.7462666667,22.0388,8.28813333334
533.49,11.287,42.8916666667,22.562,47.4177333333,10.1571333333,8.3352,54.8181666667,12.7386,22.037,8.2938
533.84,11.2742,42.8888666667,22.5428666667,47.4129333333,10.1434666667,8.31906666667,54.8031333333,12.7153333333,22.0200666667,8.27093333334
534.18,11.2582666667,42.8508,22.5159333333,47.3684666667,10.1186,8.31026666667,54.7451,12.6940666667,21.9923333333,8.25913333333
534.52,11.2523333333,42.8609333333,22.5145333334,47.3741333333,10.1169333333,8.31093333333,54.7246,12.6864666667,21.9919333333,8.25713333333
534.87,11.2659333334,42.8658666667,22.5215333333,47.3686666667,10.1316,8.3264,54.7147,12.6992,22.0046,8.27033333334
535.21,11.2778,42.9021333333,22.5422666667,47.4046,10.1507333333,8.3386,54.7090666667,12.7178666667,22.024,8.29180000001
535.56,11.3022666667,42.9395333334,22.5733333334,47.4367333333,10.1766666667,8.365,54.7497333333,12.7485333333,22.0430666667,8.32066666667
535.90,11.308,42.9111333333,22.5670666667,47.4054666667,10.1742666667,8.36713333333,54.709,12.7366666667,22.0396,8.31699999999
536.25,11.3104666667,42.909,22.5746666667,47.3838,10.1822,8.36953333333,54.6857666667,12.7459333333,22.0536666667,8.3318
536.59,11.322,42.9418,22.5796666667,47.4014,10.1946,8.37866666667,54.6941,12.7489333333,22.0804666667,8.34473333333
536.93,11.3336,42.9599333333,22.5951333333,47.4253333333,10.1986666667,8.40733333333,54.6986,12.7580666667,22.0958,8.35420000001
537.28,11.3438,42.9864,22.6167333333,47.4504,10.2206,8.42526666667,54.7178,12.7734,22.1097333333,8.36433333333
537.62,11.3595333333,42.9916666667,22.6369333333,47.4589333333,10.2286666667,8.4344,54.6953666667,12.7956666666,22.1077333333,8.38733333333
537.97,11.3604,43.0237333333,22.6676,47.5050666667,10.2337333333,8.43486666667,54.7337,12.8005333334,22.1196666667,8.39059999999
538.31,11.36,43.0061333333,22.6626,47.4951333334,10.2409333333,8.44873333333,54.7286666667,12.8104666667,22.1176666667,8.39906666667
538.65,11.3603333333,43.0225333333,22.6709333333,47.5314666666,10.2467333333,8.44466666667,54.7698333333,12.8088666667,22.1098,8.39453333333
539.00,11.34,43.0132666667,22.6649333333,47.5242,10.2321333333,8.44193333333,54.8004666667,12.8016666667,22.0908,8.3846
539.34,11.3358,43.0432,22.6784,47.5476,10.2343333333,8.45486666667,54.8217,12.7971333333,22.0980666667,8.39186666667
539.69,11.3224,43.0560666667,22.6580666667,47.5342666667,10.2275333333,8.44673333333,54.8072333333,12.7968666667,22.0745333333,8.39913333333
540.03,11.3190666667,43.0928,22.6708666667,47.5838,10.207,8.4556,54.8596,12.8024666667,22.0647333333,8.39100000001
540.37,11.3074666667,43.0920666667,22.673,47.6090666666,10.1896666667,8.44493333333,54.8792666667,12.788,22.0542,8.38919999999
540.72,11.2867333333,43.0868666667,22.6572,47.5834,10.1756666667,8.41773333334,54.8855666667,12.7593333333,22.0281333333,8.379
541.06,11.2825333333,43.1111333333,22.6554,47.5981333333,10.1649333333,8.41326666667,54.9034666667,12.7667333333,22.0341333333,8.39119999999
541.40,11.3042666667,43.1766,22.6862666667,47.6534666667,10.1786666667,8.42853333333,54.9767333333,12.7793333333,22.0641333333,8.41146666667
541.75,11.3087333333,43.1760666667,22.6806,47.6397333333,10.1815333333,8.4352,54.9637,12.7757333333,22.0656,8.41299999999
542.09,11.3018,43.1786666667,22.6686,47.6342666667,10.1688,8.4122,54.9605666667,12.7640666667,22.0509333333,8.39533333334
542.43,11.3100666667,43.2164666667,22.6856,47.6703333333,10.1760666667,8.41673333333,54.9807,12.7772,22.0688,8.4078
542.78,11.3282,43.2492,22.706,47.7046666667,10.1888,8.4252,54.9992,12.7895333333,22.0942666667,8.42599999999
543.12,11.34,43.2586,22.7076,47.7054666667,10.2038,8.4338,54.9849,12.7994666667,22.0960666667,8.44306666667
543.46,11.3625333333,43.2600666667,22.7355333333,47.7192,10.2237333333,8.45453333333,54.9827666667,12.8184,22.1136666667,8.46713333333
543.81,11.3772666667,43.2474666667,22.7227333334,47.7083333333,10.2466666667,8.45873333333,54.9485333333,12.8178666667,22.1268666667,8.47159999999
544.15,11.3799333333,43.2511333333,22.7069333333,47.6798,10.2595333333,8.46913333333,54.9198,12.822,22.1272666667,8.48233333333
544.49,11.3964,43.2548,22.7080666667,47.7,10.2601333333,8.48506666667,54.9134333333,12.85,22.1484,8.49200000001
544.84,11.4014,43.2219333333,22.6986,47.6952,10.2632,8.4894,54.8839,12.8471333333,22.1373333333,8.48673333333
545.18,11.4053333333,43.2083333333,22.6983333333,47.7064666666,10.2697333333,8.49893333333,54.8646666667,12.8521333333,22.1456,8.48773333333
545.52,11.4080666667,43.2326,22.7112666667,47.7351333333,10.2886,8.5134,54.8870333333,12.874,22.1624666667,8.51379999999
545.87,11.4321333333,43.2814666667,22.7578666667,47.8021333333,10.3156666667,8.53966666667,54.9308333333,12.8948,22.2011333333,8.53160000001
546.21,11.4416,43.2982,22.7812666667,47.8135333333,10.3199333333,8.55246666667,54.9125666666,12.8902,22.2076666667,8.53933333333
546.55,11.4456,43.302,22.7852666667,47.8285333333,10.3376666667,8.5572,54.9192,12.8996,22.2142,8.53960000001
546.90,11.456,43.3372,22.7863333333,47.8788666667,10.3356,8.54566666667,54.9534666667,12.8968,22.2288666667,8.52526666667
547.24,11.4645333334,43.3974,22.8122666667,47.9493333333,10.3424666667,8.5492,55.0223666667,12.9138,22.2592666667,8.53046666667
547.58,11.4732,43.4962666667,22.8672,48.034,10.3583333333,8.5644,55.0993333333,12.9366,22.2923333333,8.5528
547.92,11.4976666666,43.5680666667,22.9321333333,48.137,10.3806,8.5932,55.1836333333,12.9720666667,22.3356666667,8.56853333333
548.27,11.5074,43.6147333333,22.9785333333,48.1894666667,10.4080666667,8.60733333333,55.2180333333,12.9806,22.3508,8.59273333333
548.61,11.5140666667,43.6828666667,23.0059333333,48.2728,10.412,8.6076,55.2781666667,12.9803333333,22.3661333333,8.59433333333
548.95,11.5084,43.7154666667,23.0048666667,48.2911333333,10.4218666667,8.6198,55.2833666667,12.9813333333,22.3722,8.59240000001
549.29,11.5307333333,43.7958666667,23.0518,48.3932666667,10.4303333333,8.62026666667,55.3545666667,12.9944,22.405,8.60293333334
549.64,11.5579333333,43.8438666667,23.0858,48.4602,10.45,8.648,55.4021333333,13.0160666667,22.4304666667,8.6564
549.98,11.546,43.8115333333,23.0481333333,48.4318666667,10.4492666667,8.63133333333,55.3755666667,13.0157333333,22.4308666666,8.63600000001
550.32,11.5278666667,43.8351333333,23.0392666667,48.4375333333,10.4384666667,8.6226,55.3593,12.9969333333,22.4222,8.62579999999
550.66,11.4857333334,43.7936666667,23.024,48.4070666667,10.4175333333,8.60513333333,55.3372,12.9853333333,22.4128666667,8.61353333333
551.01,11.4947333333,43.7965333333,23.0173333333,48.425,10.4171333333,8.6144,55.3322,12.9742666667,22.4161333334,8.61719999999
551.35,11.4927333333,43.7326666667,23.0020666667,48.3909333333,10.4062666667,8.59353333333,55.3049333333,12.9517333333,22.3984,8.61486666666
551.69,11.5038666666,43.7431333333,22.9847333333,48.3996666667,10.4147333333,8.5812,55.3180333333,12.945,22.3818666667,8.61240000001
552.03,11.5167333333,43.7880666667,22.9924,48.4586666666,10.4106666667,8.5834,55.3288333333,12.9443333333,22.4056,8.62293333334
552.38,11.5072666667,43.8051333333,22.9985333333,48.4534666667,10.4076666667,8.58446666667,55.3421333333,12.9532,22.411,8.61673333333
552.72,11.5122666666,43.8361333333,23.0222,48.4819333333,10.3975333333,8.5714,55.3760333333,12.9608666667,22.421,8.61933333334
553.06,11.4891333333,43.8172666667,23.0048666667,48.4643333333,10.3726,8.5604,55.3619666667,12.9338,22.4055333333,8.59066666667
553.40,11.4772,43.8519333333,23.0044666667,48.4827333333,10.3654666667,8.53653333333,55.385,12.9124666667,22.4170666667,8.58006666667
553.74,11.4901333333,43.9288,23.0445333333,48.587,10.3695333333,8.53206666667,55.4658666667,12.9078666667,22.4332,8.59720000001
554.09,11.5188666667,43.9385333333,23.0427333333,48.6184666667,10.3539333333,8.52813333333,55.4757333333,12.9067333333,22.443,8.59740000001
554.43,11.5724666667,44.0065333333,23.1053333333,48.6911333334,10.4008,8.55793333333,55.5213,12.9506666667,22.4775333333,8.63879999999
554.77,11.5665333333,44.0391333333,23.1150666667,48.7131333333,10.4080666667,8.56026666667,55.5331,12.9578,22.4847333333,8.63933333333
555.11,11.6178666667,44.0656,23.1352,48.7269333333,10.4440666667,8.60886666667,55.5232666667,12.9960666667,22.5134666667,8.67373333333
555.45,11.6443333333,44.0914666667,23.1905333333,48.7673333333,10.4619333333,8.63606666667,55.532,13.0278,22.5754,8.71360000001
555.80,11.6463333333,44.0947333333,23.1883333333,48.7600666667,10.4736666667,8.64266666666,55.5439333333,13.0346666667,22.5881333333,8.70013333333
556.14,11.6538,44.1048666667,23.1974666667,48.7768,10.487,8.6486,55.5192333333,13.0398,22.6010666667,8.72399999999
556.48,11.6350666667,44.1036,23.1709333333,48.7605333333,10.4928666667,8.64553333334,55.4937333333,13.0282666666,22.5966,8.71179999999
556.82,11.6913333333,44.1496,23.2131333333,48.8172666667,10.5498,8.67173333333,55.5432,13.078,22.626,8.75313333333
557.16,11.7127333333,44.1660666667,23.2317333333,48.8483333333,10.5728,8.69013333333,55.5770333333,13.1276,22.6657333333,8.7668
557.50,11.7041333333,44.1655333333,23.2354,48.8327333333,10.5704666667,8.71146666667,55.5786666667,13.1467333333,22.6835333333,8.77806666666
557.85,11.7361333333,44.1858,23.2925333333,48.8436,10.6114666667,8.7614,55.6104,13.2047333333,22.7009333333,8.82626666666
558.19,11.7192,44.1759333334,23.2871333333,48.828,10.5786,8.76786666667,55.5619,13.1728,22.6739333333,8.81346666666
558.53,11.77,44.2156,23.3246666667,48.8833333333,10.6245333333,8.79453333333,55.6288,13.2077333333,22.717,8.85886666667
558.87,11.729,44.2414,23.3224,48.9186666667,10.5910666667,8.76280000001,55.6666333333,13.1914666667,22.7098666667,8.84506666666
559.21,11.7154666667,44.2534666667,23.3128,48.9353333333,10.5918,8.7582,55.7250666667,13.186,22.6834666667,8.8392
559.55,11.7067333333,44.2786,23.3339333333,48.9862666667,10.5911333333,8.75880000001,55.7516,13.1916,22.6715333333,8.84566666667
559.89,11.7402666667,44.3359333333,23.3772,49.0135333333,10.6124,8.7894,55.7992333333,13.2155333333,22.6918,8.87340000001
560.23,11.7682666666,44.3720666667,23.4144,49.101,10.6306666667,8.80540000001,55.8432,13.2272,22.7132,8.89619999999
560.58,11.7252,44.3248666667,23.3741333333,49.046,10.5976,8.78746666667,55.7892333333,13.1966666666,22.6854666666,8.87833333334
560.92,11.7094666667,44.3344,23.3692,49.0566666667,10.5770666667,8.79286666666,55.7879,13.1720666667,22.6564666667,8.8782
561.26,11.7148,44.3212666667,23.3664,49.0395333333,10.5939333333,8.78846666666,55.7838333334,13.1792,22.66,8.89533333334
561.60,11.707,44.3102666667,23.3486666667,49.0357333333,10.5777333333,8.76620000001,55.7783333333,13.1437333333,22.6462,8.86986666666
561.94,11.6982666667,44.3544666667,23.3630666667,49.0737333333,10.5904666667,8.75213333333,55.8448,13.1429333333,22.6565333333,8.89013333333
562.28,11.6286666667,44.3228666667,23.3224666667,49.0044,10.5136666667,8.67959999999,55.7860333333,13.0972666667,22.5951333333,8.83286666667
562.62,11.668,44.372,23.3434,49.0644666667,10.5444666667,8.70099999999,55.815,13.1034666667,22.6238,8.86866666667
562.96,11.6694666667,44.3808666666,23.3404,49.0390666667,10.5316666667,8.69533333333,55.8032333333,13.106,22.6214,8.85846666667
563.30,11.6955333333,44.4207333333,23.3504666667,49.0614666667,10.5524,8.71200000001,55.8418333333,13.1276,22.6494,8.88966666666
563.64,11.704,44.3972,23.3284666667,49.0618,10.5589333333,8.72053333334,55.8446666667,13.1276,22.6499333333,8.89759999999
563.99,11.711,44.3706666667,23.3028666667,48.9873333333,10.5696,8.72893333333,55.7972666667,13.1284666667,22.6243333333,8.902
564.33,11.7395333333,44.4089333334,23.3344666667,49.0014666667,10.594,8.75473333333,55.8324333333,13.1604,22.6428,8.93546666667
564.67,11.7616,44.3534666667,23.3186,48.9406,10.5898666667,8.76113333333,55.7407666667,13.1628666667,22.6332,8.94713333333
565.01,11.7895333333,44.3494666667,23.3378,48.9558,10.6125333333,8.79146666666,55.7108,13.1826666667,22.6354,8.95940000001
565.35,11.7929333333,44.3974,23.344,48.9878,10.6158666667,8.80513333333,55.7112,13.1936,22.6533333333,8.98433333333
565.69,11.8,44.3872666667,23.3354,48.9461333333,10.6335333334,8.82419999999,55.6879,13.2002,22.6617333333,8.98873333333
566.03,11.8397333333,44.3940666667,23.3545333333,48.984,10.6630666667,8.86579999999,55.6548333333,13.2144,22.6763333333,9.01646666667
566.37,11.8307333333,44.4046666667,23.3713333333,48.9869333333,10.6686,8.86993333333,55.6737666667,13.2233333333,22.6877333333,9.01139999999
566.71,11.8432,44.4253333333,23.3806666667,48.9868,10.6760666667,8.88373333333,55.6385,13.2328666667,22.7028666667,9.04373333334
567.05,11.8452666667,44.395,23.397,48.9931333333,10.6759333333,8.87646666667,55.6177333333,13.2412666667,22.7066,9.0448
567.39,11.8684666667,44.4501333333,23.44,49.0392,10.7110666666,8.89513333333,55.6556666667,13.2778,22.7464666667,9.07113333333
567.73,11.8596666667,44.4556666667,23.4532666667,49.0554666667,10.7009333333,8.88486666667,55.6852666667,13.2480666666,22.7594,9.07373333333
568.07,11.8604,44.4567333333,23.4591333333,49.0844666667,10.6978666667,8.88746666666,55.6755666667,13.2482,22.7687333333,9.06760000001
568.41,11.8662666667,44.5263333334,23.5020666667,49.1691333333,10.7350666667,8.89213333333,55.7857666667,13.253,22.7984,9.07660000001
568.75,11.8626,44.5962,23.5114666667,49.2152,10.7291333333,8.8836,55.8610666667,13.2455333333,22.8098666667,9.08333333333
569.09,11.8480666667,44.5842666667,23.5196666667,49.2204,10.7321333333,8.87753333334,55.8801333333,13.2420666667,22.7934,9.06813333333
569.43,11.859,44.6022666667,23.5304666667,49.2873333333,10.7157333333,8.87573333334,55.9502666667,13.2580666667,22.8188,9.07239999999
569.77,11.8705333333,44.6622,23.5666,49.3260666667,10.7357333333,8.89486666667,56.0391,13.2875333333,22.8500666667,9.10659999999
570.11,11.8751333334,44.6508,23.5598666667,49.2991333333,10.7416666667,8.90513333333,56.0045,13.2846,22.8252666667,9.11333333333
570.45,11.8815333333,44.646,23.5586,49.3376666667,10.76,8.91986666667,56.0297666667,13.2854666667,22.8333333333,9.12106666665
570.79,11.8598,44.6074,23.5133333333,49.2732666667,10.7360666667,8.91899999999,55.9771,13.2416666667,22.7938666667,9.10833333333
571.13,11.8419333333,44.6025333333,23.488,49.2642,10.6899333333,8.89866666666,55.9419333333,13.215,22.769,9.09266666666
571.47,11.884,44.6573333333,23.5387333333,49.3174,10.7366,8.94173333332,55.9751,13.271,22.802,9.13766666667
571.81,11.9102,44.6719333333,23.544,49.3446666667,10.76,8.9456,55.9949666667,13.2883333333,22.8147333333,9.1642
572.15,11.9230666667,44.6479333333,23.5233333333,49.3030666667,10.7566,8.96266666667,55.9536,13.304,22.8143333333,9.17973333332
572.49,11.9398666667,44.64,23.5409333333,49.2955333333,10.779,8.97866666667,55.9412666667,13.3242666667,22.8295333333,9.19506666668
572.83,11.9486666667,44.62,23.5292666667,49.2720666667,10.7847333333,8.99306666667,55.9004333333,13.3228,22.835,9.2118
573.17,11.9356666666,44.6103333333,23.5108,49.253,10.7922666667,8.9742,55.8643666667,13.3160666667,22.8274,9.21479999999
573.51,11.9371333333,44.6280666667,23.5107333333,49.2567333333,10.7871333333,8.96933333333,55.8686333333,13.3103333333,22.8374,9.21066666666
573.85,11.9269333333,44.6371333333,23.5175333333,49.2740666667,10.7832,8.96433333333,55.9018333333,13.3223333333,22.8591333333,9.2182
574.19,11.9183333333,44.6646,23.515,49.2609333333,10.7705333333,8.93306666666,55.9110666667,13.3049333333,22.8544666667,9.18433333332
574.53,11.9462,44.7410666667,23.5660666667,49.3178666667,10.8092666667,8.95533333333,55.9658333334,13.35,22.8976666667,9.20519999999
574.87,11.9518,44.7652666667,23.5877333333,49.3200666667,10.8545333333,8.97473333333,55.9904666667,13.3645333333,22.9247333333,9.22620000001
575.21,11.915,44.7423333333,23.5464666666,49.3084,10.8216,8.93133333333,55.9630333333,13.3330666667,22.9009333333,9.19093333333
575.55,11.8952666667,44.7653333333,23.5650666667,49.2965333333,10.8273333333,8.93340000001,55.964,13.3204666667,22.9109333333,9.18646666667
575.89,11.8723333333,44.8292,23.5946666666,49.3604666667,10.8298666667,8.92439999999,56.0368333333,13.3046666667,22.9247333333,9.163
576.22,11.8709333333,44.8496,23.5942666667,49.3908666667,10.8249333333,8.919,56.0475,13.2895333333,22.9260666667,9.16426666666
576.56,11.8862,44.8875333333,23.6120666667,49.4187333333,10.8363333333,8.92486666667,56.0815333333,13.2966666667,22.9342666667,9.17266666667
576.90,11.9256,44.9668,23.6804666667,49.4956666667,10.8523333333,8.95039999999,56.1464333333,13.3244,22.9578,9.18293333333
577.24,11.9304,44.9548,23.6672666667,49.4917333333,10.8658666667,8.97793333333,56.1312333333,13.3238,22.958,9.18266666668
577.58,11.968,45.0105333333,23.695,49.5622666667,10.8864,9.00820000001,56.1695666666,13.3416666667,22.9897333333,9.20373333333
577.92,11.9788,45.0419333333,23.7336666667,49.6158666667,10.9089333333,9.04546666666,56.1967333333,13.3804,23.023,9.24226666667
578.26,11.9522666667,45.0697333333,23.7314666667,49.6616,10.8990666667,9.03146666667,56.2386,13.3604666667,23.029,9.23906666667
578.60,11.9803333333,45.0859333333,23.746,49.7210666667,10.9004666667,9.05106666667,56.2775,13.3938666666,23.0385333333,9.26486666667
578.94,11.9668666667,45.0625333333,23.7240666667,49.6894666667,10.8921333333,9.07786666668,56.2408333333,13.3934666667,23.0424,9.28326666667
579.28,11.9738,45.0670666667,23.7136666667,49.7168666667,10.8704,9.07486666666,56.2641333333,13.3854666667,23.0626,9.27273333332
579.61,12.0042666667,45.0541333334,23.7234666667,49.7124,10.8896,9.08313333333,56.2244,13.4153333333,23.0616,9.31833333334
579.95,12.0418666666,45.1040666667,23.7700666667,49.7795333333,10.9142666667,9.12366666667,56.2695666667,13.4586666667,23.1104666667,9.35000000001
580.29,12.0242,45.0838,23.7482666667,49.7781333333,10.9085333333,9.11239999999,56.2249,13.4476,23.1022,9.33820000001
580.63,12.0030666667,45.021,23.6988666667,49.7168,10.9165333333,9.09686666667,56.1219666667,13.4329333333,23.0795333333,9.33006666667
580.97,11.9988,45.0507333333,23.7238666667,49.754,10.9078,9.08186666667,56.162,13.4408,23.0872666667,9.34866666667
581.31,12.0126666667,45.0868,23.7653333333,49.7598,10.9391333333,9.07913333334,56.1731333333,13.4548,23.0988,9.36773333332
581.65,12.0289333333,45.0788,23.7721333333,49.7587333333,10.9464,9.09480000001,56.1916,13.4444,23.092,9.38973333333
581.98,12.034,45.0948666667,23.7712666667,49.776,10.9169333333,9.09766666666,56.1826666667,13.4416,23.0922,9.39413333333
582.32,12.0205333333,45.0598,23.7677333333,49.7174,10.9176,9.07559999999,56.1436333333,13.4170666667,23.0628666667,9.37113333334
582.66,12.0881333333,45.1585333333,23.8603333333,49.8131333333,10.9656,9.08733333333,56.2555,13.4661333333,23.1234666667,9.39893333334
583.00,12.1186,45.2146,23.9001333333,49.8834666667,10.9772666666,9.11613333333,56.3062,13.4856,23.1382666667,9.43453333333
583.34,12.0954,45.2028,23.8736666667,49.8690666667,10.9624666667,9.11946666667,56.2755,13.4722,23.1367333334,9.43366666668
583.68,12.0673333333,45.1742666667,23.8342,49.8064,10.9434666667,9.10226666667,56.2134,13.4669333333,23.0860666667,9.42600000001
584.01,12.0854666667,45.1625333333,23.8434,49.8114666667,10.9374666667,9.11373333334,56.2178666667,13.4926666667,23.0959333333,9.44673333333
584.35,12.1186,45.2234,23.8803333333,49.8603333333,10.9568,9.16326666667,56.2842333333,13.5048666667,23.1252,9.47966666667
584.69,12.1252,45.2229333333,23.9056666667,49.8884666667,10.9727333333,9.16579999999,56.2839666667,13.5253333334,23.1495333333,9.48793333335
585.03,12.1098666667,45.1648,23.8567333333,49.8391333333,10.9354666667,9.17046666666,56.2354333334,13.4945333333,23.1064,9.46799999999
585.37,12.0673333333,45.1084,23.7952666667,49.7637333333,10.9082666667,9.12246666667,56.1615666667,13.4518,23.0496,9.43
585.70,12.1072,45.0998,23.8196666667,49.7638666667,10.9628,9.15946666666,56.1734333333,13.4892,23.0738,9.45053333332
586.04,12.1390666667,45.1155333334,23.8337333333,49.7811333333,10.9765333333,9.20846666667,56.1541,13.4925333333,23.1395333333,9.48153333333
586.38,12.1186666667,45.0506666667,23.8166,49.7560666667,10.9511333333,9.20346666667,56.1008666667,13.4922,23.0998,9.47493333334
586.72,12.1645333333,45.0665333333,23.8688,49.7542,11.0120666667,9.26660000001,56.1139666667,13.5692,23.1378,9.5374
587.06,12.1495333333,45.0422,23.8657333333,49.7447333333,10.9961333334,9.25946666666,56.1211333333,13.5512666667,23.1056666667,9.50459999999
587.39,12.1576666667,45.0242,23.8756666667,49.7506,10.9904666667,9.26393333333,56.1668,13.5454666667,23.1130666667,9.49813333334
587.73,12.1502666667,45.1152666667,23.9246,49.7756666667,11.0192666667,9.26880000001,56.2498666667,13.5487333333,23.1550666667,9.51833333333
588.07,12.1608,45.1597333334,23.9340666667,49.8216666667,11.0121333333,9.29846666668,56.3082,13.5693333333,23.2006666667,9.53393333333
