wavelength,Back_AniSomm,Belly_AniSomm,Breast_AniSomm,Crissum_AniSomm,Crown_AniSomm,DorTail_AniSomm,Patch10_AniSomm,Patch11_AniSomm,Patch12_AniSomm,Rump_AniSomm,Throat_AniSomm,WingTip_AniSomm
567.73,1.6848,75.3502666667,66.1193333334,89.4827333334,30.1765466667,7.61279999999,23.4016,23.3171333333,9.30833333335,4.51053333333,76.7184666667,5.70973333333
568.07,1.70326666667,75.525,66.2159333334,89.8053333333,30.1399066667,7.63146666667,23.2997333333,23.3128666667,9.29206666667,4.5344,76.9253999999,5.73686666666
568.41,1.69506666667,75.8259333333,66.3966000001,90.2308666665,30.15688,7.6286,23.2490666667,23.3188666667,9.26673333333,4.52253333333,77.2249333333,5.73253333333
568.75,1.674,75.8738666667,66.4171333333,90.3918,30.1259866667,7.61953333334,23.1452,23.2382666667,9.21886666666,4.50286666667,77.2937333334,5.70786666666
569.09,1.68746666667,76.0281666667,66.5168333334,90.4954666666,30.2219066667,7.61680000001,23.0987333333,23.2012666667,9.26153333333,4.551,77.4143333334,5.74333333334
569.43,1.71593333333,75.9876666667,66.5159000001,90.3012666667,30.26172,7.62633333333,23.0564,23.0582666667,9.29113333333,4.5758,77.3324000001,5.75533333333
569.77,1.74513333333,75.7635666667,66.3475666666,89.8098666667,30.264,7.62259999999,23.0017333333,22.8421333333,9.314,4.6238,77.0580666667,5.75840000001
570.11,1.79406666667,75.5804,66.2462000001,89.3464666667,30.3087333333,7.63013333334,22.9941333333,22.6568666667,9.36226666667,4.6994,76.8332000001,5.79066666666
570.45,1.81793333333,75.3432333333,66.1118,88.8470666667,30.3464,7.59246666667,22.9210666667,22.4525333333,9.36520000001,4.7346,76.5804666666,5.77733333333
570.79,1.81213333333,75.1962666667,66.0467666666,88.4595333332,30.3609066666,7.54946666667,22.878,22.2346,9.35139999999,4.73686666667,76.4032666665,5.75266666667
571.13,1.8184,75.0016666666,65.9756333333,88.0700000001,30.3781066667,7.52846666667,22.8286,22.0285333333,9.34226666667,4.75066666667,76.1985333333,5.73453333333
571.47,1.83473333333,74.8630666667,65.9098000001,87.8078,30.4171466667,7.51566666667,22.7646666667,21.8713333333,9.35853333333,4.7648,76.0467333334,5.70513333333
571.81,1.821,74.7402333334,65.8686999999,87.5496666667,30.4284666667,7.48466666667,22.7145333333,21.7261333334,9.33899999999,4.75046666667,75.9198666667,5.67433333333
572.15,1.83206666667,74.6283,65.8134333334,87.3530666666,30.4396133333,7.49333333333,22.6472,21.5988666667,9.3504,4.76726666667,75.798,5.67120000001
572.49,1.825,74.5686333333,65.7869333334,87.1682666668,30.4276666667,7.46800000001,22.5486666667,21.4499333333,9.34453333333,4.76533333333,75.706,5.65726666667
572.83,1.83046666667,74.5365666667,65.7541333333,87.1118000001,30.3918666667,7.45493333333,22.495,21.3405333333,9.32753333335,4.7576,75.6702666667,5.6456
573.17,1.82393333333,74.5374666667,65.7292,87.1235999999,30.3650133333,7.43326666667,22.4038,21.2836666667,9.29546666668,4.76306666667,75.6975333333,5.6278
573.51,1.80093333333,74.6762,65.8170333333,87.3744666667,30.3598533333,7.41933333333,22.3248,21.2509333333,9.24899999999,4.74173333333,75.8173999999,5.60379999999
573.85,1.7618,74.8881666667,65.9545333333,87.7467333334,30.3698666667,7.40639999999,22.214,21.241,9.20200000001,4.70493333333,76.0426000001,5.57513333333
574.19,1.73113333333,75.1928,66.1461666667,88.2413333334,30.36,7.41999999999,22.1433333333,21.2704666667,9.1622,4.66166666667,76.2968666666,5.57206666666
574.53,1.7186,75.4146,66.2625,88.6679333333,30.32724,7.42213333334,22.0549333333,21.3126666667,9.11113333333,4.63766666667,76.5279333334,5.55973333334
574.87,1.72486666667,75.6859,66.3796000001,89.1563333334,30.3114933333,7.46393333333,21.9756,21.3922666667,9.12453333333,4.62953333333,76.802,5.5992
575.21,1.71693333333,76.0399666667,66.6047333333,89.7434000001,30.3189733333,7.48906666666,21.8924,21.4678,9.08513333333,4.6202,77.1390666666,5.6228
575.55,1.7114,76.4923666667,66.8595666667,90.5383333334,30.3495466667,7.53013333333,21.8300666667,21.5771333333,9.08993333333,4.6046,77.5825999999,5.63886666667
575.89,1.6232,76.8795,67.062,91.3065999999,30.31752,7.48333333333,21.6730666667,21.652,8.99173333333,4.52453333333,77.9722000001,5.57233333333
576.22,1.53066666667,77.3459666667,67.3156666666,92.2316000001,30.2628933333,7.44860000001,21.5221333333,21.7597333333,8.87606666666,4.40426666667,78.4592,5.50546666666
576.56,1.44986666667,77.8658666667,67.6129,93.2086,30.2236933333,7.43520000001,21.3528666667,21.9178,8.78033333334,4.30453333333,78.9953333332,5.4666
576.90,1.41413333333,78.3972333333,67.9005000001,94.2938666667,30.1793066667,7.47286666667,21.2277333333,22.1124666667,8.73193333334,4.23406666667,79.5452000001,5.47753333333
577.24,1.37086666667,78.9766,68.2364666666,95.4539333333,30.1167066667,7.49306666667,21.0604,22.3122666667,8.6514,4.15406666667,80.1655999999,5.47826666666
577.58,1.3384,79.6001333333,68.5960999999,96.7072666667,30.07896,7.53046666667,20.943,22.56,8.60586666666,4.08793333333,80.8450666667,5.48413333333
577.92,1.33786666667,80.2036,68.9051333334,97.9638666667,30.05424,7.58900000001,20.8433333333,22.8186,8.57293333332,4.08633333333,81.5148666665,5.51960000001
578.26,1.35173333333,81.0042,69.4504333334,99.4163333333,30.1365066667,7.70659999999,20.7752,23.1202,8.60560000001,4.09506666667,82.3676,5.57959999999
578.60,1.34393333333,81.5763,69.7539,100.5436,30.1046,7.76466666667,20.6367333333,23.3644,8.53600000001,4.0686,82.9402666666,5.56680000001
578.94,1.29673333334,82.0836666667,69.9940333334,101.577,30.02748,7.78306666667,20.5018,23.5700666667,8.44926666667,3.98966666667,83.4768666665,5.52733333333
579.28,1.24133333333,82.5943666667,70.3013000001,102.602333333,29.9937066667,7.83379999999,20.3700666667,23.8046,8.36873333333,3.9562,84.0326000001,5.51253333334
579.61,1.29726666667,83.0429333333,70.5301333333,103.428266667,29.9726533333,7.94706666666,20.3030666667,24.0332666667,8.36020000001,3.97806666667,84.4717333333,5.57466666666
579.95,1.3372,83.4725666667,70.7402,104.2206,29.97084,8.04073333333,20.2138,24.2404666667,8.37153333333,4.02733333333,84.8934000001,5.63773333333
580.29,1.31866666667,83.9890333333,71.0110333334,105.130133333,29.9685066667,8.094,20.151,24.4080666667,8.3278,4.0008,85.3891333332,5.63433333333
580.63,1.26673333334,84.3872333333,71.2610333333,105.865266667,29.9642666667,8.12273333333,20.0352,24.5496666667,8.26313333333,3.95153333333,85.7690000001,5.59933333333
580.97,1.24973333333,84.7375333333,71.4179333333,106.402266667,29.9658,8.16753333333,19.9448,24.6854,8.2292,3.93993333333,86.0517333334,5.59453333334
581.31,1.2296,85.1755333333,71.7020333334,107.1702,29.9886,8.18686666667,19.8677333333,24.8420666667,8.18133333334,3.9182,86.4808666665,5.58413333332
581.65,1.1372,85.4976666667,71.8934333334,107.7136,29.9774533334,8.13773333334,19.724,24.8963333333,8.08753333334,3.80313333333,86.7585999999,5.49146666667
581.98,1.08133333333,85.6846,71.9072000001,108.0546,29.9149333333,8.12086666667,19.5767333333,24.9735333333,7.99339999999,3.73853333333,86.9019999999,5.44306666667
582.32,1.0094,85.9945333333,72.1197666666,108.556866667,29.8931866667,8.09639999999,19.4308666667,25.0259333333,7.9218,3.6796,87.1978666666,5.38266666666
582.66,0.954533333331,86.1939,72.246,108.933333333,29.8438666667,8.06906666667,19.2937333333,25.0317333333,7.87566666667,3.63046666667,87.4206000001,5.3174
583.00,0.971066666667,86.4356666667,72.4032333333,109.305866667,29.8504266667,8.07853333334,19.213,25.0759333333,7.86840000001,3.62073333333,87.6540666666,5.31073333334
583.34,0.920466666669,86.6933666667,72.5911666667,109.7912,29.82636,8.05213333334,19.1341333333,25.1347333333,7.83400000001,3.58266666666,87.9689333333,5.29700000001
583.68,0.850400000001,87.0029333333,72.8298333333,110.3352,29.8189466667,8.00206666667,19.0466666667,25.181,7.74366666667,3.4998,88.3102666667,5.22673333333
584.01,0.908800000001,86.9523,72.7669,110.354333333,29.8013333333,8.07106666666,18.9610666667,25.2314666667,7.77633333333,3.54953333333,88.2547999999,5.27259999999
584.35,0.944266666667,87.1022333333,72.8539666667,110.582733333,29.84628,8.10026666666,18.916,25.2807333333,7.79686666666,3.60166666667,88.4068,5.31786666666
584.69,0.922133333333,87.2506,72.9829666667,110.926266667,29.8618133333,8.09026666666,18.8373333333,25.3021333333,7.76760000001,3.578,88.6021333333,5.28366666666
585.03,0.915133333335,87.1681,72.8873333333,110.899866667,29.7888,8.07033333333,18.6974,25.2468666667,7.70819999999,3.566,88.5723999999,5.24619999999
585.37,0.902066666667,87.1271666667,72.8690666666,110.875533333,29.7306266667,8.05986666667,18.5784,25.1945333333,7.68233333333,3.57553333333,88.6014,5.22026666667
585.70,0.858266666669,87.12,72.8718333334,110.834133333,29.6649733333,7.98806666666,18.4688666667,25.0784666667,7.64720000001,3.55853333333,88.5798000001,5.16820000001
586.04,0.8732,87.0988666667,72.9166666666,110.7566,29.67848,7.96200000001,18.4562,24.9773333333,7.65893333333,3.576,88.6342666667,5.17913333334
586.38,0.9548,87.1052666667,72.9641666666,110.669666667,29.7742,8.03580000001,18.4626666666,24.9574,7.73393333333,3.68746666666,88.6420666667,5.27013333333
586.72,0.975399999999,86.9475666667,72.8869333334,110.285466667,29.8874533333,8.05833333334,18.518,24.8655333333,7.83380000001,3.75533333333,88.5152666667,5.31126666666
587.06,1.00153333333,86.6885,72.7370333334,109.802333333,29.8716133333,7.99093333333,18.3557333333,24.6046666667,7.8136,3.7584,88.3040666667,5.26206666667
587.39,1.06973333333,86.4950666667,72.6209666667,109.357133333,29.9454533334,8.01866666667,18.3548,24.4360666667,7.89173333333,3.84206666666,88.1661333334,5.30026666666
587.73,1.09713333333,86.3932333333,72.6095000001,109.0084,30.01228,7.98713333333,18.3213333333,24.2476666667,7.95380000001,3.89826666667,88.098,5.31533333333
588.07,1.08866666667,86.2709,72.5443666667,108.6938,30.0158533333,7.91386666667,18.253,24.0294666667,7.92319999999,3.89633333333,87.9608666666,5.25160000001
588.41,1.05913333333,86.1379666667,72.5179666667,108.325066667,30.03704,7.84873333333,18.2088,23.813,7.93393333334,3.91153333333,87.8220666667,5.23240000001
588.74,1.07453333333,86.1083333333,72.5802666666,108.057,30.11596,7.84986666667,18.2408,23.6868666667,8.02053333333,3.95066666667,87.6552000001,5.25426666667
589.08,1.12446666667,86.0568,72.5983999999,107.8354,30.17704,7.86619999999,18.2477333333,23.6046666667,8.07919999999,4.01006666667,87.5184,5.28333333334
589.42,1.14286666667,86.0835333333,72.6609,107.809533333,30.2439733333,7.8804,18.1942666667,23.561,8.074,4.0264,87.4917333333,5.28773333334
589.76,1.14206666667,85.9604666667,72.5295333333,107.649,30.2097866667,7.87419999999,18.099,23.5290666667,8.06726666666,4.042,87.2500000001,5.28113333333
590.09,1.10093333333,86.0308333333,72.5591333333,107.8056,30.22952,7.86133333334,18.0662,23.5726,8.06006666667,4.0302,87.2965333333,5.29640000001
590.43,1.04133333333,85.9848666667,72.4931666667,107.929933333,30.0153333333,7.75346666666,17.7883333333,23.5139333333,7.8902,3.91326666667,87.2065999999,5.20360000001
590.77,0.999866666667,86.2484,72.6832333334,108.346466667,30.0441333334,7.79360000001,17.7754,23.6847333333,7.87240000001,3.89673333333,87.3401333332,5.20773333333
591.11,0.990533333332,86.4952333333,72.8276000001,108.717933333,30.07624,7.83066666667,17.7091333333,23.8219333333,7.87079999999,3.899,87.4611999999,5.23100000001
591.44,0.896933333333,86.7569,72.9769999999,109.180866667,30.0282,7.78033333333,17.5864,23.8993333333,7.76779999999,3.81466666667,87.6096000001,5.13666666667
591.78,0.835866666666,86.8707,73.0578999999,109.382666667,30.0132266667,7.76973333334,17.4665333333,23.9679333333,7.74353333334,3.77933333333,87.6412000001,5.11760000001
592.12,0.904533333331,86.8888,73.0288333334,109.418066667,30.0070666667,7.82926666667,17.4162,24.0763333333,7.77873333333,3.81786666667,87.5973333333,5.15386666667
592.46,0.888666666667,86.8583666667,73.0185333333,109.376133333,30.0019466667,7.81653333334,17.308,24.0982,7.73406666667,3.80233333333,87.5479333333,5.12206666666
592.79,0.933333333335,86.8071,72.9617999999,109.253533333,30.01556,7.83006666667,17.2602666667,24.1283333333,7.74873333333,3.8438,87.4107999999,5.15279999999
593.13,1.0016,86.6771333333,72.9441333333,108.973666667,30.0522,7.85533333334,17.2706666667,24.1216666667,7.81360000001,3.90653333333,87.242,5.19459999999
593.47,1.01266666667,86.6029666667,72.9031333333,108.662533333,30.1454533333,7.85586666667,17.2368666667,24.0613333333,7.81720000001,3.92326666667,87.1010666667,5.19033333333
593.80,1.0588,86.2070666667,72.7047,107.831133333,30.15412,7.78393333334,17.1525333333,23.8539333333,7.82446666666,3.95093333333,86.5993333333,5.17066666667
594.14,1.14246666667,85.9931,72.6445999999,107.030333333,30.35272,7.82166666666,17.2677333333,23.7026,7.95206666667,4.08733333333,86.2771333333,5.25186666667
594.48,1.20993333333,85.3541666667,72.3197666666,105.757666667,30.4412266667,7.8186,17.2924,23.4208666667,8.04919999999,4.20433333333,85.5887333333,5.29406666667
594.81,1.23133333333,84.6665,71.9457333333,104.412933333,30.4591066667,7.75713333334,17.3126,23.1216666667,8.09293333333,4.26646666667,84.8262000001,5.28093333333
595.15,1.34926666667,84.0711,71.6441999999,103.146,30.5845066666,7.78233333334,17.3665333333,22.8770666667,8.20426666667,4.39173333333,84.1987333333,5.35326666666
595.49,1.45413333333,83.6206,71.4091666667,102.065533333,30.7102266667,7.80453333334,17.4236666667,22.6653333333,8.30086666667,4.4978,83.7160000001,5.40693333333
595.82,1.4732,83.2878666667,71.2782333333,101.337066667,30.7828,7.78146666667,17.4096666667,22.4714,8.31806666667,4.53513333333,83.3704,5.41246666667
596.16,1.53793333333,83.0838,71.1979666667,100.830666667,30.8358666667,7.82226666667,17.418,22.3844,8.38420000001,4.60753333333,83.1658666667,5.4616
596.50,1.51666666667,83.0365666667,71.2070999999,100.689533333,30.88624,7.82673333334,17.366,22.3316666667,8.37966666667,4.60826666667,83.1369999999,5.45906666666
596.83,1.52213333333,82.9817666667,71.1526666667,100.634533333,30.908,7.85340000001,17.3360666667,22.3450666667,8.41306666666,4.64173333333,83.108,5.4962
597.17,1.5638,83.1991333333,71.3749,100.947666667,30.9572933333,7.9306,17.3549333333,22.4665333333,8.47493333333,4.698,83.3392666667,5.56233333333
597.51,1.58186666667,83.5876333333,71.6132333334,101.572333333,30.99432,8.02206666667,17.3379333334,22.6668,8.48619999999,4.70053333333,83.7080666666,5.5738
597.84,1.54706666667,83.9805333333,71.8599666666,102.452066667,30.9489333333,8.0808,17.2252666666,22.8869333333,8.43179999999,4.663,84.1254666667,5.54306666666
598.18,1.52473333333,84.7396333333,72.2479666666,103.762533333,30.9353333333,8.16713333333,17.1481333333,23.2446666667,8.39246666667,4.61853333333,84.8544,5.52800000001
598.52,1.50613333333,85.5956333333,72.7664333333,105.315666667,30.9546266667,8.26500000001,17.0653333333,23.6590666667,8.35599999999,4.58693333333,85.7261333333,5.53293333333
598.85,1.4522,86.3518,73.1748333333,106.864533333,30.8594666667,8.32133333333,16.9234,24.0775333333,8.26000000001,4.5232,86.4824666667,5.53026666667
599.19,1.40073333333,87.1565666667,73.6244666667,108.526733333,30.73828,8.42246666667,16.782,24.5304666667,8.1772,4.4736,87.2684,5.51053333333
599.53,1.3332,87.8983666667,73.9647,110.015,30.64708,8.48946666667,16.6283333333,24.9197333333,8.08019999999,4.3812,87.9597333333,5.45206666666
599.86,1.251,88.3562333333,74.1142666666,110.9996,30.5549866667,8.50186666666,16.4483333333,25.1532666667,7.95633333334,4.28886666667,88.3642666667,5.40166666667
600.20,1.2418,88.7139333333,74.3323333334,111.670866667,30.5128666667,8.55126666667,16.3476,25.3633333333,7.93213333333,4.26013333333,88.678,5.38239999999
600.53,1.18246666667,88.8691,74.3971,111.867866667,30.4883066667,8.53873333333,16.2402,25.3868666667,7.86053333334,4.20953333333,88.7290000001,5.30679999999
600.87,1.1808,88.8021,74.3293000001,111.703133333,30.5114266667,8.51786666666,16.1618,25.3364666667,7.84866666666,4.2006,88.6632666666,5.27746666667
601.21,1.1388,88.3702666667,74.0495333334,110.887066667,30.48544,8.45060000001,16.0739333333,25.0826,7.819,4.17646666667,88.1965999999,5.22753333334
601.54,1.20893333333,87.7326666667,73.6902333334,109.647133333,30.57272,8.40806666667,16.0901333333,24.7809333333,7.88139999999,4.23906666667,87.5502666667,5.25153333333
601.88,1.28846666667,86.8626666667,73.2077333334,107.9532,30.6573733333,8.33893333333,16.0863333333,24.3362,7.9632,4.30833333333,86.6886,5.28226666666
602.21,1.36266666667,85.8689333333,72.5813666666,105.9824,30.6782133333,8.28073333334,16.0353333333,23.8176,8.03966666667,4.39413333333,85.5992666667,5.29019999999
602.55,1.39713333333,85.1213333333,72.2227000001,104.362866667,30.7977733333,8.22553333333,16.0459333333,23.3499333333,8.11933333333,4.46206666667,84.8505333333,5.26806666666
602.88,1.40633333333,84.3306,71.8260333333,102.7776,30.89276,8.12540000001,16.0332,22.8859333333,8.16593333332,4.48966666667,84.1042666667,5.25146666666
603.22,1.4762,83.6472,71.4920666667,101.305133333,30.9743466667,8.09573333333,16.0672,22.5318,8.26946666666,4.59266666667,83.4363999999,5.29680000001
603.56,1.528,83.2902,71.3624333333,100.429333333,31.11156,8.08566666666,16.1224666667,22.2896666667,8.37493333333,4.6772,83.0811333334,5.33046666667
603.89,1.557,82.8834,71.1125333333,99.622,31.1369333333,8.07699999999,16.1183333333,22.0706,8.41459999999,4.7382,82.6662000001,5.35193333332
604.23,1.5718,82.6325333334,70.9801333333,99.1532666667,31.1321333333,8.05966666667,16.0481333333,21.9532666667,8.41779999999,4.74486666667,82.4491333332,5.35546666666
604.56,1.575,82.5322666667,70.8966,99.0153333333,31.1202,8.07866666667,15.9839333333,21.9478,8.40586666667,4.75213333333,82.2866666667,5.37519999999
604.90,1.57893333333,82.6845333333,70.9765333333,99.2961333333,31.1083066667,8.11573333333,15.9016666667,22.0264666667,8.40100000001,4.7472,82.4312000001,5.41013333334
605.23,1.5162,83.0766666667,71.1637666667,99.9750666667,31.0829333333,8.14226666666,15.7902666667,22.1972666667,8.34533333332,4.68426666667,82.7594666665,5.39939999999
605.57,1.4962,83.6337666667,71.5131333334,100.997733333,31.0959333333,8.22866666667,15.7210666667,22.4998666667,8.3228,4.68366666666,83.2818,5.42646666667
605.90,1.47033333333,84.1895666667,71.8820666667,102.138133333,31.0867333333,8.2976,15.6447333333,22.831,8.26766666666,4.64753333333,83.8924,5.42893333334
606.24,1.43813333333,84.6753666667,72.1233,103.119333333,31.0192133333,8.35546666666,15.5102666667,23.1374666667,8.20286666666,4.5892,84.3380666667,5.43086666667
606.58,1.43193333333,85.1199666667,72.2993333333,103.9998,30.96576,8.4156,15.3917333333,23.3972,8.17446666667,4.57306666667,84.7425333333,5.44973333334
606.91,1.372,85.5693333333,72.5522666666,104.880333333,30.96004,8.43146666667,15.2799333333,23.6020666667,8.09200000001,4.51393333333,85.1817999999,5.44313333334
607.25,1.32233333333,85.8072333333,72.6604333333,105.3132,30.9328133333,8.44633333334,15.1812,23.7348,8.03613333333,4.47806666666,85.4489333333,5.43860000001
607.58,1.29573333333,85.9884333333,72.7678666667,105.567733333,30.9630266667,8.44513333333,15.0760666667,23.8158666667,7.98226666666,4.44573333333,85.6856666667,5.4428
607.92,1.31553333333,86.0683333333,72.8450333333,105.647733333,31.0084266667,8.498,15.0366,23.9293333333,7.99300000001,4.47373333333,85.8533333333,5.48480000001
608.25,1.2876,86.0394666667,72.8535333333,105.5116,30.9887066667,8.47126666667,14.9507333333,23.9234,7.95466666667,4.4564,85.8864666667,5.45086666666
608.59,1.265,85.8776333333,72.7561999999,105.226,30.98548,8.45733333334,14.8673333333,23.9287333333,7.90380000001,4.44333333333,85.8011333333,5.42600000001
608.92,1.25593333333,85.6956666667,72.5898,104.944466667,30.8918666667,8.43579999999,14.7511333333,23.9511333333,7.8538,4.43586666667,85.6538666666,5.41586666667
609.26,1.19373333333,85.7316,72.5750666666,104.972,30.8471466667,8.42253333333,14.6377333333,24.0363333333,7.7728,4.3762,85.7352000001,5.39993333333
609.59,1.14246666667,85.8935666667,72.6454333333,105.295266667,30.7911066667,8.4494,14.5286,24.2143333333,7.69200000001,4.326,85.9416,5.41433333333
609.93,1.0468,86.2445333333,72.8391,105.8998,30.77168,8.43813333333,14.4320666667,24.4423333333,7.63113333333,4.25333333333,86.3351999999,5.39233333334
610.26,0.964399999999,86.6487,73.0401999999,106.691533333,30.67952,8.45719999999,14.2888666667,24.7386666667,7.48000000001,4.15173333333,86.8258,5.35306666667
610.60,0.951666666669,87.1445666667,73.2521,107.706066667,30.5950266667,8.55933333333,14.1668666666,25.146,7.43926666667,4.12473333333,87.3942,5.34613333333
610.93,0.914266666667,87.8045,73.6020666666,109.0588,30.4868,8.65886666667,14.0131333333,25.6171333333,7.34246666666,4.0756,88.1098666668,5.32400000001
611.27,0.847333333332,88.5499,73.9522333334,110.548933333,30.3832,8.72953333334,13.8703333333,26.0996666667,7.26573333334,3.97366666666,88.9242666666,5.28753333333
611.60,0.780333333332,89.4604333333,74.3717999999,112.280866667,30.2816533333,8.80266666667,13.7208666667,26.5698666667,7.15453333333,3.8718,89.8303333333,5.25726666666
611.93,0.7648,90.375,74.8476333333,114.040666667,30.2311066666,8.92739999999,13.6175333333,27.1051333333,7.1178,3.81053333334,90.8249999999,5.29013333334
612.27,0.7458,91.2679333333,75.3294333333,115.734266667,30.1640266666,9.06973333333,13.5464,27.5807333333,7.10133333334,3.78113333333,91.7957333335,5.31113333333
612.60,0.7364,92.1315666667,75.8833666666,117.324533333,30.24568,9.23106666666,13.5373333333,28.0388,7.11686666666,3.77733333333,92.8210666668,5.34259999999
612.94,0.7352,92.7154,76.1686666666,118.5848,30.1185333333,9.26333333334,13.4111333334,28.3146666667,7.06386666667,3.73366666666,93.5317999999,5.30526666666
613.27,0.709733333332,93.2773,76.4845,119.751533333,30.0579733333,9.27633333333,13.2992,28.4849333333,7.01946666667,3.68693333333,94.2177999999,5.2484
613.61,0.748,93.618,76.6870666667,120.571466667,29.9874133333,9.34913333334,13.2328666667,28.6405333333,6.976,3.68466666667,94.7134666666,5.25346666666
613.94,0.724466666666,94.0987333333,76.9933333333,121.548933333,30.0135333333,9.3922,13.1956,28.8041333333,6.99633333333,3.647,95.3145333333,5.25153333333
614.28,0.690133333334,94.4400666667,77.1665000001,122.189666667,29.9745066667,9.39899999999,13.1564666667,28.8902,6.95913333333,3.598,95.5884666666,5.25246666667
614.61,0.685133333332,94.8491333333,77.3992999999,122.918066667,30.03908,9.39793333333,13.1368666667,28.9884000001,6.96566666667,3.55273333333,95.8972666666,5.24253333333
614.94,0.682733333332,95.0741333333,77.5875666667,123.342533333,30.0089466667,9.42686666667,13.0594,29.0517999999,6.90526666667,3.52553333333,95.9844000001,5.21806666666
615.28,0.695533333334,95.2743666666,77.7841666667,123.677533333,30.0938,9.46319999999,13.0344666667,29.0818666666,6.93453333334,3.5536,96.0628666667,5.21546666667
615.61,0.727466666665,95.1753,77.7000000001,123.610533333,30.07248,9.51400000001,12.9847333333,29.0369999999,6.9336,3.613,95.8197333334,5.22946666667
615.95,0.715266666668,95.2957,77.7775000001,123.8048,30.1235866667,9.48893333333,12.9258,29.0474666666,6.92326666667,3.60206666667,95.8023333333,5.20259999999
616.28,0.704733333334,95.3713333333,77.8563333333,123.898466667,30.0469866666,9.47266666667,12.8300666667,28.977,6.88313333333,3.5782,95.7086000001,5.16406666667
616.61,0.719133333333,95.5219333333,78.0534999999,124.117266667,30.1615733333,9.57693333333,12.8880666667,29.0096666667,6.93613333333,3.59966666667,95.7203333333,5.19573333334
616.95,0.735133333335,95.5627333334,78.1070333334,124.094066667,30.1956,9.63513333333,12.8758666667,29.0476666666,6.96926666667,3.6038,95.6048000001,5.21666666667
617.28,0.771466666665,95.6158333333,78.1207999999,124.160133333,30.24048,9.68626666667,12.8404,29.0635333333,6.96126666667,3.6154,95.4800666668,5.21859999999
617.62,0.842800000001,95.6163666667,78.0901333334,124.0212,30.23516,9.75666666666,12.8228666667,29.0734,6.99673333333,3.67993333333,95.2263333333,5.24306666667
617.95,0.851466666667,95.7187666667,78.2382666667,124.248866667,30.24332,9.77946666666,12.7599333333,29.1284666666,6.98153333333,3.6922,95.2968666667,5.22566666667
618.28,0.785066666666,95.6160666667,78.1906666666,124.231,30.1304933333,9.77693333333,12.6332,29.0839333333,6.91206666666,3.64433333333,95.2551999999,5.17473333333
618.62,0.771799999999,95.6902,78.2857666666,124.450733333,30.1669733333,9.82626666667,12.6381333333,29.1248666667,6.95186666666,3.658,95.3790666667,5.19466666667
618.95,0.697133333333,95.4643333333,78.0862666666,124.3096,29.99056,9.77506666667,12.5070666667,29.0778666667,6.86093333334,3.57286666667,95.2169333333,5.13926666667
619.28,0.571599999999,95.6678666667,78.1966000001,124.737533333,29.9470266667,9.68433333334,12.3811333333,29.1017999999,6.73220000001,3.438,95.4627999999,5.0066
619.62,0.531,95.8253,78.3018,125.072333333,29.8779466667,9.70893333333,12.2890666667,29.1315333333,6.6496,3.4006,95.606,4.94733333334
619.95,0.514666666668,96.0447,78.3958333333,125.455133333,29.9269866667,9.75906666667,12.2418,29.2165333334,6.66033333334,3.40813333333,95.8097333332,4.92186666666
620.28,0.520600000002,96.0303,78.3481,125.510733333,29.8776666667,9.77473333334,12.1738666667,29.2637333333,6.68340000001,3.4318,95.7559999999,4.94340000001
620.62,0.416133333332,96.1778666667,78.3515,125.743,29.80204,9.71173333333,12.0435333334,29.2368000001,6.59933333333,3.36313333333,95.8242666666,4.84519999999
620.95,0.311866666668,96.4101666667,78.5441000001,126.138533333,29.73344,9.69360000001,11.9524,29.2693999999,6.5564,3.30006666667,96.0111333333,4.78526666666
621.28,0.2524,96.5430333333,78.6664333333,126.4848,29.707,9.69526666667,11.8543333333,29.3438666667,6.51446666666,3.25533333333,96.1344000001,4.77246666667
621.62,0.203933333332,96.6583333333,78.6967333333,126.6144,29.7029866667,9.69260000001,11.8027333333,29.3229333333,6.48726666667,3.22693333333,96.2244000001,4.75993333333
621.95,0.237333333334,96.6491,78.6770000001,126.5012,29.6694,9.68893333333,11.7916,29.3287333333,6.4968,3.24526666667,96.0815333333,4.80886666667
622.28,0.2016,96.6981333333,78.6418333333,126.573933333,29.6352666667,9.64686666667,11.7064666667,29.2410666666,6.42446666667,3.192,96.0680000001,4.7472
622.62,0.242333333334,97.0033333333,78.8701000001,126.917066667,29.7603066667,9.72353333334,11.7222666666,29.2966666667,6.45533333333,3.21946666667,96.2607999999,4.7838
622.95,0.316733333332,97.0009666667,78.9025666666,126.715866667,29.8061866667,9.78866666667,11.7374,29.2112666667,6.5158,3.28393333333,96.1434666667,4.84133333333
623.28,0.397266666666,96.6981,78.7419333334,126.1948,29.8736133333,9.80693333333,11.7875333333,29.0538666667,6.61993333333,3.36973333333,95.8397333334,4.92713333334
623.62,0.443133333332,96.1694333333,78.4052000001,125.205866667,29.8430266667,9.74559999999,11.7622666667,28.7410666666,6.63353333333,3.4024,95.2542666668,4.9652
623.95,0.486733333336,95.8529,78.2774,124.313733333,29.9765733333,9.70193333333,11.7986,28.3947333333,6.64373333333,3.44833333334,94.8908666667,4.94786666667
624.28,0.608866666668,95.2688,78.0896333333,123.177933333,30.11424,9.6992,11.8916,28.0705333333,6.76013333333,3.55413333333,94.3709333334,5.01513333333
624.62,0.694666666667,94.528,77.6409666666,121.761933333,30.2264,9.65533333334,11.9236666666,27.6374,6.84846666666,3.68453333333,93.6134666667,5.05446666667
