wavelength,Back_AniSomm,Belly_AniSomm,Breast_AniSomm,Crissum_AniSomm,Crown_AniSomm,DorTail_AniSomm,Patch10_AniSomm,Patch11_AniSomm,Patch12_AniSomm,Rump_AniSomm,Throat_AniSomm,WingTip_AniSomm
318.49,2.46133333334,10.1816333333,13.0176,10.1474666667,5.98033333332,3.59826666666,31.6684666666,27.9379333333,46.1124,3.5396,11.9806666667,6.07446666667
318.85,2.18473333336,10.0768333334,12.8392666667,9.91533333332,5.84336,3.30006666666,31.5171333333,27.7743333333,45.8212666667,3.22033333334,11.8059333333,5.88773333333
319.22,2.45360000001,10.4459666667,13.2287666667,10.2273333333,6.22665333334,3.5664,32.0806,28.1361333333,46.515,3.39753333336,12.188,6.13146666668
319.59,2.43393333334,10.4448,13.2953,10.2408666667,6.11464,3.4946,32.3562666667,28.3158666667,46.859,3.345,12.1210666667,6.10726666666
319.96,2.19026666667,10.1182666667,13.0036,10.0372,5.84414666666,3.12006666666,32.3546666667,28.1444666667,46.6119333333,2.93006666666,11.8654,5.81513333332
320.32,2.13100000001,10.1328,13.1325,10.0245333333,5.79627999998,3.04286666666,32.4706,28.1575333333,46.7356666667,2.79086666664,11.9566666667,5.74686666668
320.69,2.05506666667,10.2037,13.2856333333,10.1351333333,5.85366666668,3.00926666668,32.6733333333,28.2508,46.9867333333,2.6694,12.0176,5.73646666666
321.06,1.42513333332,9.84466666665,12.9556,9.82173333334,5.3586,2.52546666666,32.3992666667,27.9215333333,46.7828666667,2.0024,11.5995333333,5.19946666667
321.43,1.28440000001,9.79413333334,12.8888333333,9.65693333334,5.22329333334,2.3682,32.1324666667,27.5772,46.3704666667,1.86506666666,11.5916666667,5.05626666668
321.80,1.33260000002,9.92783333334,13.1472,9.87039999999,5.54573333332,2.44126666668,32.2523333333,27.6506666667,46.5755333333,1.96406666668,11.9216,5.12426666666
322.16,1.31066666668,10.0146666667,13.1381,9.9158,5.73873333334,2.30133333334,32.1540666667,27.3574,46.5332,2.05613333334,12.1287333333,5.00100000001
322.53,1.35353333335,10.1302,13.2634666667,10.067,5.863,2.29333333336,32.1992,27.2724666667,46.5366,2.22159999998,12.3720666667,4.89566666665
322.90,1.6976,10.5065333334,13.5528,10.4344,6.35802666666,2.63480000002,32.3981333333,27.0980666667,46.5412666667,2.5778,12.7934666667,5.11746666665
323.27,1.82686666667,10.6989,13.6373333334,10.6169333333,6.57325333334,2.7624,32.0773333333,26.6058,46.0074,2.81393333334,12.9871333333,5.16393333333
323.63,1.89900000001,10.9181666667,13.6709333333,10.7370666667,6.86719999998,2.75553333334,31.8266,26.174,45.6382666667,2.906,13.2026,5.16346666667
324.00,1.54393333333,10.7728333333,13.4369,10.6302,6.82013333334,2.61433333334,31.2428666667,25.4603333333,45.0305333333,2.78686666668,12.9923333333,4.93993333333
324.37,1.548,10.8012,13.3952333333,10.7544666667,6.95504,2.70893333332,30.9083333333,24.9548666667,44.5964666666,2.86259999998,13.0512,4.86686666667
324.74,1.64299999998,10.8886333333,13.4938,10.8984,7.12525333334,2.89306666666,30.7626,24.5671333333,44.2709333333,3.03893333332,13.1942666667,4.9272
325.10,1.77573333333,11.1274333333,13.5831333333,11.1689333333,7.31230666668,3.05646666666,30.6022666667,24.1641333333,44.0816,3.2834,13.5046666667,5.08306666667
325.47,1.62279999999,11.0959333333,13.4898666667,11.2796,7.34392000001,3.02566666668,30.331,23.6565333333,43.7386666667,3.23166666664,13.4108666667,4.97720000001
325.84,1.77686666666,11.2246666667,13.5836,11.4498666667,7.50476000002,3.17206666666,30.356,23.417,43.5707333333,3.39253333332,13.5416666667,5.025
326.21,2.09806666665,11.5259333333,13.8846666667,11.7434666667,7.85878666667,3.54793333332,30.4231333333,23.3811333333,43.4702666667,3.6298,13.7864,5.26906666667
326.57,2.16686666668,11.7656,14.1540666667,11.8864,8.10685333332,3.73013333334,30.4879333333,23.2852666667,43.2781333334,3.77253333334,13.9559333333,5.4788
326.94,2.13926666668,11.8823,14.3327333333,12.0272,8.10278666667,3.85233333332,30.4004666667,23.2240666667,43.208,3.88466666668,14.0772,5.62126666667
327.31,2.03286666666,11.9098,14.4992666667,12.2039333333,8.16404,3.91206666666,30.4203333333,23.2900666667,43.3296666667,3.8988,14.1797333333,5.56646666667
327.67,2.03026666667,12.0199,14.5968666667,12.4292666667,8.23103999999,4.06466666666,30.4916666667,23.3618666667,43.3546,3.93093333332,14.2520666667,5.55240000001
328.04,2.08866666668,12.1374,14.9123,12.5302666667,8.25435999998,4.11940000002,30.551,23.485,43.479,4.01146666666,14.4013333333,5.53640000001
328.41,2.08980000001,12.1845333333,14.9972333333,12.6089333333,8.3274,4.0676,30.682,23.5805333333,43.6926,4.04380000002,14.5522666667,5.50153333335
328.78,1.99726666668,12.2369333333,14.9092333333,12.6071333333,8.36344000001,3.91739999998,30.7716666667,23.6284,43.7782,3.93413333334,14.5740666667,5.36379999999
329.14,2.03786666668,12.3436333333,15.0307333333,12.7432,8.52893333333,3.9266,31.0788,23.8589333333,44.0785333333,3.94506666666,14.5474666667,5.34500000001
329.51,2.07733333332,12.4700333333,15.2267,12.7940666667,8.65163999999,3.94733333334,31.3449333333,24.0438666667,44.4118,4.00033333334,14.7016666667,5.40600000001
329.88,1.90946666666,12.3210333333,15.2222333333,12.8051333333,8.48306666666,3.7718,31.3261333333,24.0192,44.4244666666,3.77953333334,14.6388,5.20186666667
330.24,1.72853333332,12.2088333333,15.2104333333,12.7908,8.36841333334,3.61186666666,31.3860666667,24.0684,44.3509333333,3.64853333334,14.6692,5.04666666668
330.61,1.57466666667,12.0763666667,15.0671,12.8003333333,8.20174666667,3.39513333334,31.2674,23.9505333333,44.3566666667,3.46746666666,14.6593333333,4.86066666667
330.98,1.54079999998,12.0988,15.0800666667,12.9021333333,8.23521333335,3.29473333334,31.3388666667,23.9008666667,44.4059333333,3.28826666666,14.6304,4.74753333333
331.34,1.49019999998,12.1505333333,14.9737333333,12.8318,8.29385333332,3.25353333332,31.3895333333,23.7311333333,44.3747333333,3.14973333332,14.6526,4.77553333332
331.71,1.30259999999,11.9950666667,14.8735666667,12.7074,8.20385333333,3.02033333334,31.2146,23.3753333333,44.2310666667,2.9158,14.62,4.71286666667
332.08,1.14153333334,11.9107,14.6347,12.6068,8.18976,2.82526666666,31.1142666667,23.0804,44.0560666667,2.6718,14.5972666667,4.60580000001
332.44,1.071,12.0528666667,14.5604333333,12.5943333333,8.16510666668,2.76913333333,31.1354,22.8979333333,43.9938666667,2.52999999997,14.5252,4.5542
332.81,1.18793333333,12.1834,14.7018333333,12.7058,8.33421333333,2.92279999999,31.0532,22.6548666667,43.7026666667,2.60613333334,14.5898666667,4.63926666668
333.18,1.04220000001,12.1213666667,14.6565,12.6605333333,8.32524,2.81286666667,30.8914666667,22.4030666667,43.4150666667,2.46599999999,14.5994666666,4.52060000001
333.54,1.23833333331,12.2472,14.827,12.9539333333,8.53890666667,2.95766666666,30.9128666667,22.3984666667,43.3164666667,2.56213333333,14.8269333333,4.64773333334
333.91,1.34126666668,12.3989333333,14.8855666667,12.9402666667,8.74786666667,3.06813333334,30.7941333333,22.2617333333,43.0508666667,2.71706666666,14.9100666667,4.81093333335
334.28,1.33219999999,12.5210666667,14.8868333333,12.8637333333,8.77997333333,3.04893333332,30.71,21.9364666667,42.9097333333,2.77506666667,14.7804,4.77833333335
334.64,1.3918,12.6130333333,14.8804,12.8291333333,8.92448000001,3.20866666667,30.6443333333,21.7206666667,42.7416666667,2.86993333335,14.7948,4.84986666667
335.01,1.39579999999,12.6772333333,14.8953,12.8185333333,9.03597333335,3.32026666668,30.5909333333,21.5990666667,42.6010666667,2.99373333334,14.8719333333,4.86146666666
335.38,1.38833333333,12.5480666667,14.8039,12.7188,9.04062666667,3.26333333333,30.3638666667,21.2926666667,42.1889333333,3.00573333334,14.7970666667,4.73113333334
335.74,1.597,12.7660666667,15.0357,12.9416,9.31129333335,3.52593333335,30.6296666667,21.3530666667,42.3421333333,3.27513333333,14.9904,4.87900000001
336.11,1.78620000001,12.9833333333,15.2884,13.2818,9.54433333334,3.77173333334,30.793,21.4053333333,42.4507333333,3.51859999999,15.2144666667,5.00833333331
336.47,1.87293333333,12.9926,15.4426333333,13.4374,9.64730666669,3.87586666667,30.7632666666,21.359,42.278,3.63446666668,15.3518,5.12580000001
336.84,1.90086666667,13.1046666667,15.6059,13.5858666667,9.69288,3.97706666667,30.8498666667,21.3866666666,42.4022,3.72446666667,15.5267333333,5.22973333333
337.21,2.19853333331,13.3575,15.8735,13.8233333333,10.01452,4.29006666667,30.958,21.5318,42.4606,4.07246666666,15.8002666667,5.54326666667
337.57,2.17293333334,13.4413,15.8373333333,13.8399333333,10.0357733333,4.332,30.9734,21.4552666667,42.3447333333,4.13360000002,15.8007333333,5.50799999999
337.94,2.09213333334,13.3624333333,15.7967333333,13.7912666667,10.0144933333,4.26266666667,31.106,21.3374666667,42.4139333333,4.05200000001,15.8041333333,5.32920000001
338.31,2.13186666667,13.4722666667,15.8815666667,13.9795333333,10.1313333333,4.39353333333,31.2583333333,21.4452,42.5608666667,4.12333333333,15.9838,5.42726666668
338.67,2.24413333335,13.5714333333,16.0613333333,14.2157333333,10.23184,4.43273333335,31.4602,21.5626666667,42.5620666667,4.20393333335,16.1593333334,5.49633333334
339.04,2.09273333333,13.4643666667,16.0067,14.2775333333,10.1527866667,4.21213333334,31.5216666667,21.4586666667,42.6664666667,4.05193333333,16.1206666667,5.38326666666
339.40,1.89499999999,13.3466333333,15.9598666667,14.3714666667,10.01276,4.05213333333,31.5290666667,21.3634,42.7228666667,3.87193333333,16.0826,5.23153333335
339.77,1.68766666668,13.1918333333,15.8127666667,14.2994,9.81577333333,3.80619999999,31.3036,21.0812666667,42.4795333333,3.66846666668,15.9382,5.02413333335
340.14,1.80366666665,13.2655333333,15.9100333333,14.3912666667,9.93415999999,3.86973333333,31.4201333333,21.1002666667,42.5280666667,3.73779999999,15.982,5.15799999999
340.50,1.80773333333,13.3165666667,15.9082,14.4657333333,10.03056,3.95026666665,31.4639333333,21.0806,42.5518666667,3.80686666667,16.015,5.16199999999
340.87,1.78886666667,13.3443,15.8605333333,14.5284666667,10.0510666667,3.97446666666,31.4963333333,21.0282666667,42.5242,3.79786666667,16.0009333333,5.11313333333
341.23,1.6926,13.3023,15.8106666667,14.5652666667,9.98105333335,3.95773333333,31.4824666667,20.9578666667,42.5176,3.74700000001,16.0056,5.04113333334
341.60,1.74220000001,13.3556666667,15.9111666667,14.645,10.06428,4.0056,31.5366666667,20.9489333333,42.5680666667,3.73980000001,16.0948,5.06593333334
341.96,1.81160000001,13.4320333333,15.9527,14.7311333333,10.1396666667,4.06219999999,31.5408666667,20.9242666667,42.4814,3.73580000001,16.1100666667,5.17673333333
342.33,1.54653333333,13.0674666667,15.6493333333,14.4600666667,9.89742666667,3.7544,31.2138666667,20.5210666667,42.0218,3.37206666665,15.8362666667,4.90819999999
342.70,1.4776,12.9384333333,15.5641333333,14.456,9.90681333333,3.68926666667,31.0670666667,20.3038666667,41.9356666667,3.30080000001,15.7550666666,4.80633333334
343.06,1.56006666666,12.9395333333,15.6382333333,14.4409333333,9.97713333334,3.80306666667,31.0417333333,20.2449333333,41.8678,3.35726666668,15.7879333333,4.82053333334
343.43,1.81819999999,13.2512666667,15.8964666667,14.642,10.2507866667,4.06366666666,31.2441333333,20.3743333333,42.0272666667,3.633,15.9656,5.07560000001
343.79,1.95766666667,13.3212,15.9713,14.7970666667,10.4416266667,4.2846,31.3258666667,20.4132666667,42.0272666667,3.75426666665,16.0458,5.24920000001
344.16,1.80673333333,13.2304666667,15.8901666667,14.7426666667,10.33076,4.21920000001,31.2856666667,20.2474666666,42.0180666667,3.66833333333,16.0228666667,5.12599999999
344.52,2.00139999999,13.3599,16.0685,14.936,10.47092,4.38446666666,31.4366,20.2268666667,42.0619333333,3.82566666667,16.1798,5.28346666667
344.89,2.14613333333,13.4032,16.1392,15.0378666667,10.6020266667,4.49706666666,31.4709333333,20.2069333333,42.0106666667,3.91999999999,16.2912,5.42400000001
345.25,2.20040000001,13.3776333333,16.0934,15.036,10.64764,4.48840000001,31.4356,20.1076,41.8964666667,3.91053333335,16.2584666667,5.47253333333
345.62,2.13713333334,13.3371333333,16.0614666667,15.0222,10.60484,4.47926666667,31.4060666667,19.9948,41.9009333333,3.88593333333,16.2588666666,5.43226666667
345.99,2.18953333333,13.4108333333,16.1736,15.2372,10.6659866667,4.60373333333,31.5674666667,20.0617333334,42.0608666667,4.01179999999,16.4209333333,5.5334
346.35,2.51126666666,13.7773,16.5222666667,15.6735333333,11.0157733333,4.95786666668,31.8976666667,20.4121333333,42.4047333333,4.37660000001,16.7459333333,5.90406666667
346.72,2.65599999999,13.9638,16.6911333333,15.8787333333,11.1514,5.1502,32.0289333333,20.5380666667,42.4806,4.52666666667,16.8750666667,6.12986666667
347.08,2.85399999999,14.1096666667,16.8369,16.1068666667,11.33472,5.33300000001,32.0969333333,20.6661333333,42.4948666667,4.70546666667,17.0292,6.30853333332
347.45,2.74346666668,14.0465666667,16.7781,16.0622666667,11.2360666667,5.22973333333,32.0698,20.6128666667,42.3962,4.60526666668,16.9396666667,6.21893333332
347.81,2.69053333333,14.1280333333,16.8331666667,16.0564,11.2126,5.21686666667,32.1705333333,20.7002,42.5231333333,4.58913333335,16.9784666667,6.15786666666
348.18,2.75133333334,14.1918333333,16.7884666667,16.1213333333,11.28708,5.27999999999,32.184,20.7478,42.3999333333,4.6516,17.0614,6.23366666667
348.54,2.46293333333,13.9811333333,16.5414,15.9944,11.0944133333,5.05159999999,31.9541333333,20.6414,42.3067333333,4.44166666667,16.8495333333,5.98113333333
348.91,2.34073333333,13.9623666667,16.5582,16.0464,11.06724,4.95853333332,32.0638666667,20.7596,42.5191333333,4.39819999999,16.8566,5.85773333333
349.27,2.26406666667,13.9600666667,16.6076333333,16.1054666667,11.0015466667,4.94746666667,32.1286,20.7315333333,42.6518,4.38786666665,16.8822666667,5.7234
349.64,2.2598,13.9016,16.5259666667,16.1146,10.9778533333,4.95186666666,32.2156,20.7568666667,42.6102,4.39746666667,16.8158,5.71579999999
350.00,2.27193333333,13.8840333333,16.4374,16.0826,10.9424533333,4.99933333333,32.1492666667,20.7674,42.5258,4.41046666667,16.7161333333,5.70613333335
350.37,2.1196,13.7212666667,16.2714,15.9107333333,10.8229333333,4.89426666667,32.0566,20.6060666667,42.4252,4.2518,16.5587333333,5.53173333334
350.73,1.94366666666,13.5528666667,16.1146,15.7202,10.6941066667,4.74893333334,31.9977333333,20.4888666667,42.4326,4.11373333334,16.4061333333,5.34253333333
351.10,1.69466666667,13.3225666667,15.8374,15.5634666667,10.5089066667,4.55333333334,31.9372666667,20.3275333333,42.3582666667,3.93106666666,16.2177333333,5.10946666666
351.46,1.69193333334,13.2367333333,15.7252,15.6082666667,10.55184,4.60526666666,31.9742,20.3284666667,42.4638,3.93386666667,16.2877333333,5.08259999999
351.83,1.77066666667,13.2271333333,15.6938666667,15.6312,10.60612,4.66313333334,32.0388,20.4455333333,42.5114666667,3.94386666666,16.3422,5.13399999999
352.19,1.8434,13.1594333333,15.7176,15.5787333333,10.58548,4.73486666668,32.0387333333,20.4393333333,42.5342666667,3.95773333333,16.237,5.13266666667
352.55,2.03553333334,13.3227333333,15.8464666667,15.6825333333,10.7208266667,4.89886666665,32.2593333333,20.5148,42.6027333333,4.0932,16.297,5.32319999999
352.92,1.97893333333,13.0779,15.6683333333,15.5725333333,10.5988533333,4.83059999999,32.1016666667,20.3202,42.3169333333,4.00553333333,16.0452666667,5.25246666667
353.28,2.01173333334,12.9696333333,15.6289333333,15.4805333333,10.59428,4.88566666666,32.1325333333,20.3328,42.2268666667,3.98226666667,15.9706,5.32659999999
353.65,1.87966666667,12.7761666667,15.5174,15.3305333333,10.4914533333,4.78893333334,32.1006,20.2459333333,42.1935333333,3.84286666667,15.8453333333,5.2116
354.01,1.84433333333,12.644,15.454,15.2301333333,10.4813333333,4.7592,32.1272666667,20.1596,42.0699333333,3.80926666667,15.6958,5.13473333333
354.38,1.86813333333,12.5036,15.3582,15.1384666667,10.45284,4.74020000001,32.1564666667,20.1504666667,42.1175333333,3.80873333333,15.5976,5.07400000001
354.74,1.98526666667,12.5106,15.3642666667,15.1060666667,10.4825333333,4.8522,32.3167333333,20.1652666667,42.1145333333,3.89473333333,15.5965333333,5.13199999999
355.11,2.09226666667,12.5399,15.4149333333,15.0794,10.5546133333,4.93513333333,32.4572,20.1447333333,42.1918,4.0038,15.63,5.23346666667
355.47,2.27,12.5544666667,15.5122333333,15.0028666667,10.6882533333,5.10026666667,32.5598,20.1821333333,42.1992666667,4.21466666667,15.6182,5.42746666667
355.83,2.3294,12.4828333333,15.4307333333,14.8532666667,10.6948,5.14346666665,32.5564666667,20.0146,42.1388666667,4.32453333333,15.5084666667,5.47353333333
356.20,2.3576,12.3723,15.3063666667,14.7316,10.72368,5.17613333334,32.5804,19.9584666667,42.2029333333,4.37426666667,15.4303333333,5.5052
356.56,2.3706,12.3014333333,15.3519,14.6010666667,10.7765066667,5.21906666666,32.7246,20.0225333333,42.3672666667,4.41693333333,15.4348666667,5.53893333334
356.93,2.47453333333,12.3530333333,15.3931,14.4810666667,10.8618533333,5.3588,32.8648,20.0764,42.5961333333,4.53313333333,15.4988666667,5.65873333334
357.29,2.5492,12.3268666667,15.3559333333,14.4392,10.9114266667,5.39873333334,32.9454666667,20.1101333333,42.6376,4.62206666667,15.4379333333,5.71833333333
357.66,2.81206666667,12.4702333333,15.4761666667,14.5083333333,11.0979733333,5.64106666666,33.0699333333,20.2315333333,42.7427333333,4.87306666666,15.5228,5.9874
358.02,2.83133333333,12.423,15.4459333333,14.3864666667,11.1055466667,5.61819999999,33.1220666667,20.2824,42.9132666667,4.89413333333,15.5240666667,6.03953333333
358.38,2.76166666667,12.2925333333,15.348,14.2318,10.99272,5.57473333333,33.0722,20.1556,42.823,4.8656,15.3652,5.99813333333
358.75,2.66473333333,12.0796666667,15.1908,14.0546,10.87584,5.46726666667,32.9234666667,20.0627333333,42.8936,4.78666666667,15.1621333333,5.93086666666
359.11,2.69386666667,11.962,15.1030666667,13.9019333333,10.8252933333,5.45600000001,32.9282666667,20.0563333333,42.9736,4.76493333333,15.0234666667,5.97186666667
359.48,2.61233333333,11.8582333333,14.9636666667,13.7525333333,10.7045466667,5.38726666667,32.9662,19.9641333334,43.0593333333,4.66326666667,14.864,5.89299999999
359.84,2.57206666667,11.7127333333,14.8713333333,13.6632,10.6284933333,5.3576,32.9418666667,19.8732666667,43.1962666667,4.61333333334,14.7433333333,5.82426666667
360.20,2.56146666667,11.6268,14.8273,13.5271333333,10.5877733333,5.35680000001,32.8736666667,19.7597333333,43.1128666667,4.60526666666,14.6364,5.82559999999
360.57,2.5058,11.4602,14.6638333333,13.388,10.4901333333,5.29200000001,32.7571333333,19.6138666667,43.0290666667,4.5476,14.5009333333,5.77693333333
360.93,2.48346666667,11.3696666667,14.6014666667,13.3340666667,10.4767333333,5.25366666667,32.7725333333,19.5944,43.0414,4.54466666667,14.4593333333,5.75839999999
361.29,2.4486,11.3078333333,14.5281666667,13.3036666667,10.4542666667,5.23193333333,32.741,19.5540666667,43.1268,4.5318,14.4098666667,5.75740000001
361.66,2.44593333333,11.2805,14.5615,13.3040666667,10.4668666667,5.23473333334,32.8275333333,19.6296,43.3343333333,4.54186666667,14.3942,5.76099999999
362.02,2.53566666667,11.3042666667,14.5416,13.3396666667,10.5057733333,5.33493333334,32.8538,19.6766,43.4297333333,4.61046666667,14.4124,5.82586666667
362.39,2.66713333333,11.3519333333,14.6313,13.4118,10.6099333333,5.44393333333,33.0017333333,19.8292,43.6241333333,4.7098,14.4994,5.94759999999
362.75,2.75506666667,11.3756666667,14.6661,13.4537333333,10.6424533333,5.54580000001,33.1420666667,19.9404666667,43.667,4.77513333333,14.5518666667,6.02753333333
363.11,2.83713333333,11.4522333333,14.7532,13.5645333333,10.7195733333,5.66846666667,33.3194,20.1795333333,43.8636666667,4.8516,14.6552,6.1338
363.48,2.84493333333,11.3573666667,14.6492666667,13.5416,10.66056,5.67373333333,33.1758666667,20.2465333334,43.7944,4.81153333333,14.5881333333,6.11546666666
363.84,2.87546666667,11.3481,14.6299666667,13.6185333333,10.6720133333,5.74013333333,33.2751333333,20.4664666667,43.8552,4.8606,14.598,6.20713333334
364.20,2.8746,11.3303333333,14.5875666667,13.7494,10.6616,5.73786666667,33.5061333333,20.7569333333,44.1735333333,4.8364,14.6764666667,6.20826666666
364.57,2.90366666667,11.273,14.5140333333,13.7864666667,10.63384,5.77626666666,33.6108,20.9524,44.3004,4.81646666667,14.6499333333,6.19786666667
364.93,2.96946666667,11.2297666667,14.4535666667,13.8282666667,10.5921066667,5.83660000001,33.6439333333,21.1035333333,44.3932,4.8054,14.5816666667,6.26666666666
365.29,3.05006666667,11.1846333333,14.4527333333,13.8405333333,10.5948666667,5.90373333333,33.7674,21.3034666667,44.5808,4.82626666667,14.6153333333,6.30373333335
365.66,3.00826666667,11.0074666667,14.2788333333,13.811,10.4674933333,5.856,33.7366666667,21.3412666667,44.5184,4.76173333333,14.507,6.26686666667
366.02,2.99566666667,10.9097,14.2479666667,13.8375333333,10.4254533333,5.851,33.7335333333,21.4325333333,44.5300666667,4.74813333333,14.4486666666,6.309
366.38,2.99126666667,10.8645666667,14.1843,13.8592666667,10.38656,5.89626666667,33.7390666667,21.5976666667,44.6385333333,4.77466666667,14.4388666667,6.33866666667
366.75,2.9812,10.8127,14.0982333333,13.8650666667,10.3875333333,5.8934,33.8081333333,21.6846,44.7742,4.7638,14.4517333334,6.34553333333
367.11,3.00573333333,10.7142333333,14.0116666667,13.8408,10.3597466667,5.89666666665,33.755,21.7338666667,44.7729333333,4.77293333333,14.378,6.30646666667
367.47,3.05633333333,10.6975666667,14.0234,13.8498666667,10.4092666667,5.93293333332,33.9549333333,21.9,45.0026,4.83846666667,14.4129333334,6.38240000001
367.84,3.06826666667,10.6509666667,14.0072,13.7964,10.41028,5.94186666665,33.9776,21.9882,45.1121333334,4.8624,14.3728,6.40986666666
368.20,3.12546666667,10.6019666667,13.9936,13.7803333333,10.4062533333,5.98920000001,33.978,22.0493333333,45.1578,4.9266,14.3073333333,6.46346666665
368.56,3.13726666667,10.5406666667,13.9775,13.714,10.34824,5.99173333335,33.9168,22.0788,45.2611333333,4.93553333333,14.2501333333,6.47613333334
368.93,3.18713333333,10.5271666667,13.9665666667,13.6976666667,10.3551466666,6.03813333333,34.0055333333,22.1614666667,45.4259333333,5.02233333333,14.252,6.50593333333
369.29,3.1206,10.3742333333,13.8065666667,13.5251333333,10.2280133333,5.96653333335,33.9483333333,22.0643333333,45.3402,4.9256,14.0634666667,6.44766666667
369.65,3.10073333333,10.3007666667,13.6614333333,13.3644,10.1959333333,5.91886666668,33.8927333333,21.9868,45.4190666667,4.85893333333,13.9776,6.44999999999
370.01,3.1198,10.2260333333,13.5553666667,13.1967333333,10.1355466667,5.89673333333,33.899,21.8984,45.5452,4.83153333333,13.9265333333,6.40186666667
370.38,3.14546666667,10.1428333333,13.4772666667,13.093,10.1241066667,5.89426666666,33.8268666667,21.7895333333,45.5853333333,4.841,13.8485333333,6.43786666665
370.74,3.25766666667,10.1342333333,13.49,13.0092666667,10.1691466667,5.99960000001,33.7638,21.8404,45.6602666667,4.96366666667,13.7354,6.57079999999
371.10,3.29866666667,10.1319666667,13.4541,12.9432,10.1973733333,6.08706666666,33.8473333333,21.8286,45.8016,5.06453333333,13.6714,6.6628
371.46,3.35446666667,10.0641333333,13.4349,12.8811333333,10.2098933333,6.15333333333,33.8051333333,21.7338,45.8322666667,5.165,13.6252666667,6.71493333333
371.83,3.45906666667,10.0280666667,13.3888,12.7855333333,10.23804,6.23353333333,33.8906,21.7510666666,45.9856666667,5.22226666666,13.5987333334,6.76659999999
372.19,3.5234,9.97443333333,13.3631,12.6061333333,10.2585466667,6.29266666667,33.8678666667,21.7331333333,46.1134666667,5.31753333333,13.5259333333,6.81046666666
372.55,3.62186666667,9.94416666667,13.2986,12.4981333333,10.3073733334,6.37179999999,33.9432666667,21.7454666667,46.2073333333,5.40073333333,13.4603333333,6.89739999999
372.92,3.5384,9.77613333333,13.1402666667,12.2381333333,10.1923333333,6.31006666667,33.8314666667,21.6223333333,46.2238666667,5.31633333333,13.2812,6.86906666667
373.28,3.53433333333,9.66143333333,13.0110333333,12.1024666667,10.14884,6.30586666667,33.809,21.5934666667,46.326,5.35906666667,13.1689333333,6.88393333333
373.64,3.48033333333,9.46029999999,12.8381333333,11.8749333333,10.0149733333,6.26973333333,33.7456,21.5250666667,46.4017333333,5.3552,12.9677333333,6.79213333332
374.00,3.41486666667,9.25050000001,12.6369333333,11.7016666667,9.92943999999,6.23466666668,33.7213333333,21.5256666667,46.4843333333,5.2874,12.7376,6.74913333334
374.37,3.4068,9.07703333333,12.4478,11.4728,9.81538666667,6.20353333333,33.7086666666,21.515,46.5943333333,5.2374,12.5325333333,6.71926666668
374.73,3.32266666667,8.86756666666,12.2064333333,11.2715333333,9.68018666668,6.1036,33.6918666667,21.4096666667,46.6832,5.11653333333,12.3734666667,6.58413333333
375.09,3.21986666667,8.59126666667,11.9456,10.9888666667,9.49618666667,5.98006666667,33.4705333333,21.2434666666,46.6374666667,4.9762,12.1198,6.46493333333
375.45,3.16806666667,8.48426666667,11.8236333333,10.8537333333,9.40662666667,5.95986666667,33.5306,21.2513333333,46.8237333333,4.89646666666,11.9239333333,6.43420000001
375.81,3.0798,8.3087,11.6425333333,10.6418,9.25658666667,5.90773333334,33.3824,21.0694,46.7426666667,4.81566666667,11.708,6.37373333334
376.18,3.0118,8.13526666666,11.4218333333,10.5188,9.10484,5.85166666667,33.2298,20.9204666666,46.6488,4.7024,11.4936,6.33486666665
376.54,2.92953333334,7.96716666666,11.2549333333,10.3548666667,8.98245333334,5.80773333334,33.1375333333,20.7982,46.6624666667,4.655,11.3308,6.29386666667
376.90,2.86473333333,7.77696666667,10.9944,10.1536,8.85062666667,5.7454,32.9652666667,20.6363333333,46.5442666667,4.59113333333,11.1400666667,6.17433333334
377.26,2.84986666667,7.69696666666,10.8564666667,10.0152,8.80793333333,5.75733333333,32.8616,20.5808,46.5898,4.55733333333,11.0209333333,6.13846666665
377.63,2.9102,7.66289999999,10.815,9.93393333333,8.823,5.83913333334,32.824,20.5853333333,46.5785333333,4.585,10.9324666667,6.16653333333
377.99,2.88186666667,7.57716666667,10.6811333333,9.79526666667,8.77533333334,5.83666666666,32.7185333333,20.5212666667,46.5984,4.5758,10.8294,6.14686666666
378.35,2.80213333333,7.45896666666,10.5374333333,9.69013333333,8.70042666668,5.79933333333,32.5859333333,20.4014666667,46.5388666667,4.5234,10.6733333333,6.07333333334
378.71,2.76613333333,7.36193333334,10.4181666667,9.5852,8.62341333334,5.7892,32.4554666667,20.3201333334,46.5016,4.504,10.5378,6.03386666666
379.07,2.82333333333,7.32286666667,10.3616666667,9.50793333333,8.60834666668,5.83826666666,32.3794,20.241,46.4962,4.52106666667,10.4938666667,6.05126666667
379.44,2.79446666667,7.19096666667,10.1626666667,9.31866666667,8.49572000001,5.80006666667,32.1726,20.0965333333,46.3238,4.45,10.3652666667,5.97766666667
379.80,2.7146,7.04286666666,9.98950000001,9.14846666668,8.39446666667,5.71206666667,32.0494666667,19.9727333333,46.3468,4.39313333333,10.2267333333,5.89753333333
380.16,2.63846666667,6.95513333333,9.85269999999,8.95273333333,8.34152000001,5.66586666667,31.9927333333,19.8899333333,46.4004,4.3294,10.1016666667,5.81933333333
380.52,2.63166666667,6.87806666667,9.7662,8.80919999999,8.30892000001,5.64553333333,31.9102666667,19.7840666667,46.3817333333,4.30793333333,10.0202,5.7696
