wavelength,Back_TanVarf,Belly_TanVarf,Breast_TanVarf,Crissum_TanVarf,Crown_TanVarf,DorTail_TanVarf,Patch10_TanVarf,Patch11_TanVarf,Rump_TanVarf,Throat_TanVarf,WingTip_TanVarf
571.13,24.3808888889,53.5201111111,54.6148888889,50.1705555556,27.8971111111,17.6541111111,24.1348888889,26.965,26.3413333333,39.491,10.7033888889
571.47,24.325,53.3985555555,54.4894444445,50.0556666667,27.8198888889,17.6094444445,24.105,26.8799444445,26.2905555556,39.4,10.7402222222
571.81,24.3305555556,53.324,54.4128888889,50.0607777778,27.7673333333,17.6151111111,24.1036666667,26.8367222222,26.2735555555,39.3643333333,10.7682777778
572.15,24.3527777778,53.3165555556,54.3764444444,50.048,27.7453333333,17.6306666667,24.1313333333,26.8627777778,26.2768888889,39.3586666667,10.8340555555
572.49,24.2978888889,53.1982222222,54.22,49.9695555556,27.6515555555,17.6096666667,24.1042222222,26.7826111111,26.2207777778,39.2768888889,10.8533333333
572.83,24.2728888889,53.1608888889,54.1386666667,49.9657777778,27.5973333333,17.5646666667,24.079,26.7005,26.179,39.238,10.8672777778
573.17,24.2316666667,53.0917777778,54.0357777778,49.9525555556,27.5458888889,17.5166666667,24.0557777778,26.6386666667,26.1412222222,39.1875555556,10.8939444445
573.51,24.195,53.0301111111,53.9275555556,49.9342222222,27.4836666667,17.4656666667,24.0023333333,26.5642222222,26.0946666667,39.1293333333,10.9027222222
573.85,24.1804444444,52.9476666667,53.813,49.8752222222,27.4392222222,17.51,23.9773333333,26.5260555555,26.0788888889,39.0822222222,10.9618888889
574.19,24.1186666667,52.8883333333,53.7035555556,49.7782222222,27.3416666667,17.4577777778,23.9093333333,26.4467777778,26.0024444444,38.9993333333,10.9749444445
574.53,24.0426666667,52.7661111111,53.503,49.6621111111,27.2673333333,17.3887777778,23.8567777778,26.3615,25.9065555555,38.8963333333,10.9883888889
574.87,23.991,52.665,53.3265555556,49.5936666667,27.1533333333,17.3488888889,23.8068888889,26.2800555556,25.854,38.7814444444,11.0095
575.21,23.9142222222,52.5388888889,53.0968888889,49.5028888889,27.0421111111,17.2843333333,23.7154444444,26.1858888889,25.7595555555,38.6892222222,11.0018333333
575.55,23.8341111111,52.4326666667,52.8978888889,49.4,26.9621111111,17.2186666667,23.6328888889,26.1032777778,25.6651111111,38.5941111111,11.0111111111
575.89,23.7814444444,52.3155555556,52.7214444444,49.3388888889,26.8727777778,17.1567777778,23.5664444444,26.0278333333,25.6066666667,38.5127777778,10.9873888889
576.22,23.7153333333,52.2324444444,52.5682222222,49.2642222222,26.792,17.0837777778,23.4781111111,25.96,25.5284444444,38.4578888889,10.9548333333
576.56,23.6185555556,52.1115555556,52.3925555556,49.137,26.7021111111,17.0493333333,23.4104444444,25.8867777778,25.4328888889,38.3465555555,10.9250555556
576.90,23.5478888889,51.9842222222,52.2015555556,49.0495555556,26.5881111111,17.0068888889,23.3517777778,25.8045555556,25.351,38.2475555556,10.9142222222
577.24,23.4363333333,51.8591111111,51.9753333333,48.884,26.4575555556,16.9568888889,23.2628888889,25.7126111111,25.2533333333,38.1171111111,10.8847222222
577.58,23.3094444444,51.7298888889,51.7218888889,48.7436666667,26.3442222222,16.8197777778,23.1826666667,25.5938333333,25.1215555556,37.9818888889,10.8421666667
577.92,23.2021111111,51.6125555555,51.5286666667,48.6617777778,26.2371111111,16.7548888889,23.0976666667,25.4622222222,24.9923333333,37.8536666667,10.7829444445
578.26,23.1143333334,51.5136666667,51.3634444444,48.545,26.1416666667,16.6923333334,23.0536666667,25.3763888889,24.8913333333,37.7532222222,10.7748888889
578.60,23.0266666667,51.4018888889,51.1575555555,48.4335555555,26.0733333333,16.6813333333,22.9594444445,25.3123888889,24.7866666667,37.6861111111,10.7927222222
578.94,22.9955555556,51.4001111111,51.0962222222,48.4268888889,26.0512222222,16.7014444445,22.9685555556,25.3063333333,24.7445555556,37.6561111111,10.8351666667
579.28,22.9135555556,51.2876666667,50.9073333333,48.3473333333,25.9802222222,16.6724444444,22.8926666667,25.2452222222,24.6892222222,37.568,10.8361111111
579.61,22.8277777778,51.0935555556,50.6891111111,48.2035555555,25.847,16.6057777778,22.7932222222,25.1252777778,24.5558888889,37.4494444444,10.8533333333
579.95,22.7756666667,51.1117777778,50.5958888889,48.1947777778,25.8083333333,16.6041111111,22.7812222222,25.0796666667,24.5217777778,37.4287777778,10.9151111111
580.29,22.7655555556,51.0017777778,50.4352222222,48.12,25.7111111111,16.5912222222,22.7494444445,24.9908888889,24.4913333333,37.3875555556,10.9578333333
580.63,22.7137777778,50.9358888889,50.294,48.0778888889,25.6362222222,16.5892222222,22.7047777778,24.922,24.4448888889,37.338,10.9897222222
580.97,22.653,50.7503333334,50.0591111111,47.9693333333,25.5261111111,16.5073333333,22.6177777778,24.8052222222,24.367,37.2245555556,10.9874444444
581.31,22.6178888889,50.6703333333,49.8954444444,47.9085555555,25.412,16.5237777778,22.5394444445,24.7294444444,24.3371111111,37.1421111111,11.0097777778
581.65,22.6573333333,50.5758888889,49.7302222222,47.87,25.3818888889,16.5238888889,22.5503333334,24.6919444444,24.3156666667,37.1363333333,11.1367777778
581.98,22.5922222222,50.474,49.5405555556,47.8295555555,25.2951111111,16.4942222222,22.4757777778,24.6408888889,24.2836666667,37.042,11.1685
582.32,22.576,50.4098888889,49.3952222222,47.7502222222,25.1634444444,16.4436666667,22.4446666667,24.5487777778,24.2302222222,36.9631111111,11.1784444445
582.66,22.4635555556,50.2621111111,49.1922222222,47.6256666666,24.9857777778,16.348,22.3218888889,24.4045,24.146,36.8721111111,11.1344444444
583.00,22.359,50.1507777778,49.0171111111,47.4871111111,24.8017777778,16.2603333333,22.2578888889,24.29,24.0183333334,36.7737777778,11.0853888889
583.34,22.3204444444,50.1404444444,48.8896666667,47.4418888889,24.7613333333,16.2963333333,22.2555555556,24.237,24.0128888889,36.7271111111,11.1262222222
583.68,22.2175555556,49.9201111111,48.6093333333,47.2962222222,24.6085555555,16.2416666667,22.1803333333,24.1725555556,23.9064444444,36.5476666667,11.1450555556
584.01,22.1202222222,49.853,48.4088888889,47.2251111111,24.4997777778,16.162,22.1132222222,24.1410555556,23.8293333334,36.4191111111,11.1325
584.35,22.0064444444,49.7074444444,48.1802222222,47.0847777778,24.3833333333,16.0613333333,22.0096666667,24.0198333333,23.7024444444,36.2806666667,11.1271666667
584.69,21.9871111111,49.6822222222,48.0871111111,47.034,24.3111111111,16.0427777778,22.0154444444,23.9791111111,23.6357777778,36.2911111111,11.1641111111
585.03,21.8875555556,49.534,47.8636666667,46.8924444445,24.1633333333,15.9407777778,21.9292222222,23.8375555556,23.495,36.149,11.1913888889
585.37,21.7315555556,49.3873333334,47.6401111111,46.7235555556,24.0204444445,15.851,21.8388888889,23.7201111111,23.4056666666,36.017,11.1461666667
585.70,21.613,49.2132222222,47.4185555556,46.5367777778,23.8513333333,15.8033333334,21.7428888889,23.5612777778,23.2754444444,35.8607777778,11.1081666667
586.04,21.5162222222,49.0878888889,47.2141111111,46.4443333333,23.7328888889,15.7501111111,21.6801111111,23.4647222222,23.1843333333,35.729,11.0792777778
586.38,21.4771111111,48.9681111111,46.9793333333,46.3148888889,23.654,15.7067777778,21.6291111111,23.3809444445,23.066,35.5955555556,11.0992222222
586.72,21.4576666667,48.8365555555,46.8131111111,46.2256666667,23.6142222222,15.7097777778,21.5908888889,23.3242777778,23.022,35.4787777778,11.1910555556
587.06,21.3521111111,48.696,46.5734444444,46.0824444444,23.4427777778,15.5985555556,21.4677777778,23.2196111111,22.8745555555,35.3313333333,11.1499444445
587.39,21.2682222222,48.5466666667,46.3814444444,45.9362222222,23.2931111111,15.5103333333,21.3517777778,23.0441111111,22.7428888889,35.2176666667,11.1055
587.73,21.1554444444,48.3872222222,46.1735555556,45.7683333333,23.1712222222,15.462,21.2618888889,22.9067222222,22.6183333333,35.0981111111,11.1187777778
588.07,21.1248888889,48.3054444445,46.024,45.7062222222,23.1078888889,15.4528888889,21.2353333333,22.8742222222,22.5658888889,35.0322222222,11.1478888889
588.41,20.9871111111,48.2116666667,45.8134444445,45.619,22.9638888889,15.3744444445,21.1196666667,22.7398333333,22.4294444445,34.8652222222,11.121
588.74,20.9391111111,48.089,45.6694444445,45.5724444445,22.8927777778,15.3268888889,21.06,22.7212222222,22.3786666667,34.7946666666,11.1007777778
589.08,20.9102222222,48.0057777778,45.4921111111,45.5016666667,22.8068888889,15.341,20.9737777778,22.6780555556,22.3243333333,34.6704444445,11.1651111111
589.42,20.9115555555,48.0097777778,45.3584444444,45.4768888889,22.7797777778,15.3524444444,20.8948888889,22.6240555555,22.2958888889,34.6544444444,11.2044444445
589.76,20.8025555556,47.8832222222,45.1921111111,45.341,22.6813333333,15.2954444444,20.7835555556,22.5254444444,22.1776666667,34.5445555556,11.1780555556
590.09,20.7491111111,47.8347777778,45.0795555556,45.327,22.5907777778,15.3077777778,20.7694444444,22.4765555555,22.1731111111,34.5077777778,11.2042777778
590.43,20.6624444444,47.7911111111,44.8693333334,45.2575555556,22.4833333333,15.2556666667,20.6883333333,22.3723333333,22.0627777778,34.4348888889,11.2051111111
590.77,20.6463333333,47.7103333333,44.6731111111,45.2348888889,22.4436666667,15.2474444444,20.6892222222,22.3096666667,22.0562222222,34.37,11.2705555556
591.11,20.6347777778,47.6705555555,44.5157777778,45.1698888889,22.4051111111,15.2683333333,20.638,22.2665,22.0432222222,34.2943333333,11.3414444445
591.44,20.5854444444,47.6066666666,44.3345555556,45.1583333333,22.2917777778,15.236,20.5856666667,22.1756111111,21.9637777778,34.2175555556,11.3448888889
591.78,20.4463333333,47.4177777778,44.0322222222,44.965,22.1176666667,15.1626666667,20.4338888889,22.0311111111,21.8407777778,34.0601111111,11.3174444444
592.12,20.3841111111,47.3636666667,43.8707777778,44.8561111111,22.0492222222,15.1388888889,20.3447777778,21.9469444444,21.7837777778,34.0016666666,11.3272222222
592.46,20.3045555555,47.2681111111,43.6696666667,44.6868888889,21.9424444444,15.1372222222,20.2721111111,21.8308888889,21.7123333333,33.9212222222,11.3255
592.79,20.2193333333,47.2075555555,43.4738888889,44.5935555556,21.858,15.072,20.2333333333,21.7172777778,21.5791111111,33.8594444445,11.3021666667
593.13,20.102,47.1093333333,43.2747777778,44.4874444445,21.7,14.9657777778,20.1401111111,21.6175555556,21.4406666667,33.7365555556,11.2983333333
593.47,20.0464444445,47.0296666667,43.0606666667,44.4267777778,21.578,14.9151111111,20.0903333333,21.5283333333,21.3526666667,33.6558888889,11.334
593.80,19.9237777778,46.8816666667,42.7763333334,44.2017777778,21.439,14.8145555556,19.9262222222,21.3897222222,21.1827777778,33.5081111111,11.3112777778
594.14,19.7935555556,46.7428888889,42.5747777778,44.0612222222,21.2642222222,14.7231111111,19.813,21.2646111111,21.0661111111,33.3914444444,11.2608333333
594.48,19.6292222222,46.6016666667,42.3633333333,43.8484444445,21.0905555556,14.6045555556,19.6331111111,21.0926666667,20.8672222222,33.2302222222,11.1707777778
594.81,19.5334444445,46.534,42.1663333333,43.7281111111,20.9483333334,14.5368888889,19.5112222222,20.9818888889,20.7524444445,33.1272222222,11.1588333333
595.15,19.4886666666,46.4963333333,42.0302222222,43.6464444444,20.8777777778,14.5135555556,19.4507777778,20.9391111111,20.6856666667,33.0591111111,11.1961666667
595.49,19.4694444444,46.4694444444,41.9152222222,43.5924444445,20.8475555556,14.489,19.4043333333,20.8361111111,20.6164444445,33.0151111111,11.2382222222
595.82,19.4223333333,46.3743333333,41.7077777778,43.4916666667,20.7608888889,14.4708888889,19.343,20.8001666667,20.5847777778,32.9208888889,11.2813888889
596.16,19.3097777778,46.2702222222,41.4902222222,43.393,20.6247777778,14.3882222222,19.245,20.6764444445,20.4511111111,32.7887777778,11.2668333333
596.50,19.2205555555,46.151,41.334,43.3091111111,20.5,14.341,19.1324444444,20.5675,20.3531111111,32.6825555555,11.2261666667
596.83,19.1136666667,46.0072222222,41.1386666667,43.2058888889,20.3963333333,14.2716666667,19.0266666667,20.4416111111,20.2548888889,32.5872222222,11.1752777778
597.17,19.0625555555,45.9771111111,41.0206666667,43.1647777778,20.354,14.2726666667,18.9655555556,20.387,20.2112222222,32.513,11.2055
597.51,18.9946666667,45.9036666667,40.8833333333,43.1372222222,20.2618888889,14.2168888889,18.9112222222,20.2957222222,20.1351111111,32.4031111111,11.1922222222
597.84,18.9042222222,45.7813333334,40.658,43.003,20.1743333333,14.152,18.8072222222,20.1643888889,20.0237777778,32.2586666667,11.1530555555
598.18,18.8521111111,45.717,40.4924444444,42.9208888889,20.0685555556,14.1096666667,18.742,20.0644444444,19.9386666667,32.1606666667,11.1457777778
598.52,18.726,45.5658888889,40.274,42.7635555555,19.9363333333,14.0115555556,18.6363333333,19.9297777778,19.7895555555,32.0114444445,11.0873888889
598.85,18.611,45.4372222222,40.0732222222,42.6458888889,19.7891111111,13.9335555555,18.5005555556,19.8087222222,19.6624444445,31.876,11.0298888889
599.19,18.4922222222,45.2832222222,39.8232222222,42.4793333333,19.6113333333,13.865,18.3707777778,19.7126666667,19.4936666667,31.7051111111,10.9911111111
599.53,18.3797777778,45.1063333333,39.576,42.3097777778,19.4821111111,13.7811111111,18.2154444444,19.5520555556,19.341,31.5341111111,10.9401111111
599.86,18.3162222222,44.955,39.3955555555,42.1867777778,19.386,13.7511111111,18.1177777778,19.4625,19.2475555556,31.4033333333,10.9428333333
600.20,18.2123333333,44.831,39.1386666667,42.0186666667,19.2435555556,13.6622222222,17.9894444444,19.3132777778,19.1242222222,31.2267777778,10.9036666667
600.53,18.2282222222,44.7902222222,38.9345555555,41.9681111111,19.2084444445,13.7074444444,17.9763333333,19.3048333333,19.0856666667,31.1305555555,11.0053888889
600.87,18.149,44.6477777778,38.6774444445,41.7771111111,19.0442222222,13.6447777778,17.9203333333,19.1850555556,18.9943333333,31.0552222222,11.0112777778
601.21,18.0781111111,44.5437777778,38.4486666667,41.6218888889,18.9464444444,13.6194444444,17.8123333333,19.0935,18.9017777778,30.9527777778,11.0138888889
601.54,18.0283333333,44.4876666667,38.2721111111,41.5163333333,18.8421111111,13.6035555555,17.7648888889,19.0194444444,18.8576666667,30.8982222222,11.0537777778
601.88,17.9604444444,44.3674444444,38.0731111111,41.4325555556,18.768,13.6471111111,17.7253333333,18.9756111111,18.8165555556,30.8265555556,11.1266111111
602.21,17.9897777778,44.3633333333,37.956,41.4454444444,18.7387777778,13.6846666667,17.7501111111,18.9731666667,18.8373333334,30.7968888889,11.2051666667
602.55,17.9434444444,44.2738888889,37.7514444444,41.3228888889,18.6722222222,13.6557777778,17.7064444444,18.8953888889,18.793,30.7112222222,11.2513333333
602.88,17.8725555556,44.2182222222,37.5916666667,41.2631111111,18.5384444444,13.5724444444,17.663,18.7997222222,18.739,30.6587777778,11.241
603.22,17.8571111111,44.1936666667,37.4768888889,41.2496666667,18.4703333333,13.5646666667,17.6503333333,18.7481666667,18.696,30.5928888889,11.2895
603.56,17.8242222222,44.2186666667,37.3445555556,41.1955555556,18.4024444445,13.5432222222,17.6072222222,18.6416111111,18.6641111111,30.5662222222,11.3363888889
603.89,17.7933333333,44.1492222222,37.2101111111,41.152,18.3644444444,13.5283333333,17.59,18.5976111111,18.6345555555,30.5543333333,11.3768333333
604.23,17.7436666667,44.0857777778,37.099,41.041,18.2581111111,13.467,17.5467777778,18.5029444444,18.5682222222,30.4995555556,11.3675
604.56,17.6706666667,44.0244444444,36.9663333333,41.0138888889,18.2093333333,13.4034444444,17.4625555555,18.4375,18.5023333333,30.4156666667,11.3532777778
604.90,17.6182222222,43.9691111111,36.832,40.9618888889,18.1364444445,13.3621111111,17.4351111111,18.3729444445,18.4332222222,30.361,11.3679444444
605.23,17.5687777778,43.8584444444,36.7001111111,40.8828888889,18.0743333333,13.3385555556,17.3776666667,18.2995555555,18.3603333333,30.2793333334,11.378
605.57,17.5224444444,43.8184444444,36.568,40.7852222222,17.991,13.2814444445,17.3397777778,18.1976666667,18.3004444444,30.1894444445,11.4100555555
605.90,17.4025555556,43.6936666667,36.3837777778,40.6652222222,17.8895555556,13.2173333334,17.2611111111,18.0490555556,18.1656666667,30.1021111111,11.3803333333
606.24,17.2937777778,43.541,36.1784444444,40.5128888889,17.7715555556,13.136,17.1585555556,17.9007777778,18.0593333333,29.9785555556,11.3541111111
606.58,17.2161111111,43.4634444445,36.0237777778,40.4021111111,17.7078888889,13.1241111111,17.0675555556,17.8037222222,17.9766666667,29.8548888889,11.3643333333
606.91,17.0897777778,43.3458888889,35.8223333334,40.2875555556,17.5684444444,13.0675555555,16.9996666666,17.6599444445,17.8768888889,29.7435555555,11.2990555555
607.25,16.9943333333,43.243,35.616,40.1803333333,17.4678888889,12.9976666667,16.9042222222,17.5712777778,17.7517777778,29.6131111111,11.2598333333
607.58,16.9015555556,43.1425555556,35.4492222222,40.0623333333,17.3472222222,12.9704444445,16.8142222222,17.4794444444,17.6467777778,29.4537777778,11.2686111111
607.92,16.8552222222,43.0898888889,35.3118888889,40.0231111111,17.2758888889,12.9785555556,16.758,17.4215,17.6041111111,29.3865555555,11.3072222222
608.25,16.7934444444,42.9616666667,35.1278888889,39.8745555556,17.1388888889,12.9581111111,16.7068888889,17.3102222222,17.5228888889,29.2541111111,11.2778333333
608.59,16.6725555555,42.871,34.9894444444,39.7887777778,16.9953333334,12.9187777778,16.5735555556,17.2168333333,17.4332222222,29.1613333334,11.2728333333
608.92,16.613,42.9004444444,34.8897777778,39.7594444444,16.8914444444,12.882,16.5097777778,17.1369444445,17.3803333333,29.1155555556,11.2731666667
609.26,16.5684444445,42.8555555556,34.826,39.7416666667,16.8458888889,12.915,16.4531111111,17.1146666667,17.3692222222,29.1057777778,11.2670555556
609.59,16.5182222222,42.8133333333,34.7018888889,39.6483333334,16.7646666667,12.9096666667,16.3583333333,17.0486111111,17.3451111111,29.0442222222,11.2815
609.93,16.512,42.8185555556,34.6732222222,39.6471111111,16.7175555555,12.9497777778,16.3532222222,17.0134444445,17.3237777778,29.0555555556,11.3173888889
610.26,16.5035555556,42.8204444445,34.6221111111,39.6651111111,16.6765555556,12.9598888889,16.3788888889,16.9646111111,17.3331111111,29.0474444444,11.3285
610.60,16.458,42.7827777778,34.5171111111,39.5854444444,16.6117777778,12.9515555556,16.3287777778,16.9074444444,17.2462222222,28.9967777778,11.3708888889
610.93,16.4336666667,42.7142222222,34.4334444444,39.5123333333,16.5395555556,12.9646666667,16.2968888889,16.8745,17.2365555556,28.9528888889,11.4112222222
611.27,16.4571111111,42.7033333333,34.3312222222,39.4348888889,16.5038888889,12.9836666667,16.3157777778,16.8736111111,17.2214444444,28.9665555556,11.4723888889
611.60,16.2966666667,42.5884444445,34.1155555555,39.2372222222,16.3716666667,12.8931111111,16.1916666667,16.7023888889,17.0916666667,28.8405555556,11.3902222222
611.93,16.1545555556,42.5015555556,33.9593333333,39.1392222222,16.2607777778,12.8031111111,16.0265555556,16.5523333333,16.9305555556,28.7245555556,11.3596666667
612.27,16.1345555556,42.4226666666,33.8163333333,39.0197777778,16.2155555556,12.7647777778,15.999,16.4292222222,16.8805555556,28.6356666667,11.3426666667
612.60,16.0552222222,42.3148888889,33.6592222222,38.8984444444,16.1406666666,12.7162222222,15.9104444445,16.3644444445,16.7773333333,28.5311111111,11.3130555556
612.94,15.9423333333,42.2173333333,33.4085555556,38.7587777778,16.0317777778,12.6031111111,15.8081111111,16.2151666667,16.6342222222,28.3947777778,11.2576111111
613.27,15.8695555556,42.1174444444,33.2473333333,38.7105555556,15.9477777778,12.5502222222,15.7726666667,16.1503333333,16.5397777778,28.3052222222,11.2381666667
613.61,15.7852222222,42.0715555556,33.0295555555,38.5704444445,15.8674444445,12.5185555555,15.709,16.0676666667,16.4784444444,28.1962222222,11.2467777778
613.94,15.7441111111,41.9731111111,32.7831111111,38.4311111111,15.7826666667,12.4987777778,15.5946666667,16.0102777778,16.3583333333,28.0693333333,11.2741111111
614.28,15.6928888889,41.8182222222,32.5932222222,38.2425555555,15.6753333334,12.4664444444,15.497,15.8866111111,16.2897777778,27.954,11.2866111111
614.61,15.6822222222,41.8168888889,32.5065555555,38.2307777778,15.6594444444,12.5001111111,15.4887777778,15.8583333333,16.2544444444,27.9581111111,11.3343888889
614.94,15.5314444445,41.6741111111,32.2846666667,38.1091111111,15.5298888889,12.4214444445,15.3216666667,15.6725,16.1041111111,27.8065555555,11.2530555555
615.28,15.5318888889,41.6022222222,32.1731111111,38.0498888889,15.473,12.4107777778,15.2815555555,15.6188888889,16.0543333333,27.7255555556,11.2756666667
615.61,15.6275555556,41.6745555556,32.1531111111,38.1,15.532,12.5104444445,15.3591111111,15.6832777778,16.1452222222,27.7756666667,11.3898888889
615.95,15.6074444445,41.6193333333,31.9798888889,38.0413333333,15.4781111111,12.521,15.3206666667,15.6738333333,16.108,27.7343333333,11.4542777778
616.28,15.5915555556,41.5658888889,31.8404444445,38.0038888889,15.4287777778,12.5198888889,15.2987777778,15.5881111111,16.082,27.6633333333,11.5045555556
616.61,15.484,41.5066666666,31.6738888889,37.8675555556,15.3376666667,12.4557777778,15.1935555555,15.5026666667,16.0313333333,27.5633333333,11.5136666667
616.95,15.5107777778,41.4374444445,31.5496666667,37.803,15.318,12.4758888889,15.1901111111,15.4600555556,16.0297777778,27.5101111111,11.5717777778
617.28,15.4581111111,41.2612222222,31.3566666666,37.7192222222,15.2342222222,12.3915555556,15.1237777778,15.3865,15.9237777778,27.3435555556,11.5722222222
617.62,15.3308888889,41.1473333333,31.2098888889,37.5812222222,15.1708888889,12.3142222222,15.0371111111,15.2556111111,15.8457777778,27.2548888889,11.5267222222
617.95,15.2898888889,41.1861111111,31.1486666667,37.6024444445,15.189,12.292,15.0675555555,15.2687222222,15.8325555556,27.262,11.5546666667
618.28,15.2012222222,41.0516666667,30.9517777778,37.5044444444,15.073,12.2232222222,14.9925555556,15.1572222222,15.7477777778,27.1028888889,11.4957777778
618.62,15.2097777778,41.0436666667,30.9101111111,37.4663333333,15.0517777778,12.2221111111,15.0014444444,15.1459444444,15.7938888889,27.1291111111,11.5717777778
618.95,15.2275555556,41.0004444444,30.8251111111,37.4836666666,15.0891111111,12.2701111111,15.0218888889,15.1657222222,15.7981111111,27.1064444445,11.6540555555
619.28,15.2353333333,40.9741111111,30.782,37.4124444444,15.0651111111,12.3097777778,15.0368888889,15.1572777778,15.8128888889,27.0752222222,11.7154444445
619.62,15.2358888889,40.9736666666,30.7573333333,37.4077777778,15.0584444445,12.3371111111,15.0683333333,15.1509444444,15.8145555556,27.0708888889,11.7410555555
619.95,15.2236666667,40.9257777778,30.6635555556,37.3136666667,15.0267777778,12.3451111111,15.0475555555,15.1355555556,15.7826666666,27.0701111111,11.7453888889
620.28,15.2261111111,40.8243333333,30.5722222222,37.3018888889,14.962,12.3137777778,15.016,15.1247222222,15.6996666667,27.0442222222,11.7322777778
620.62,15.0808888889,40.7793333333,30.4164444444,37.1881111111,14.8215555556,12.1848888889,14.8998888889,14.9878888889,15.574,26.9211111111,11.6315555556
620.95,15.0303333333,40.8221111111,30.3516666667,37.1825555556,14.777,12.1861111111,14.8052222222,14.9528888889,15.5654444445,26.9306666667,11.603
621.28,15.0966666667,40.8067777778,30.376,37.1744444445,14.764,12.2543333334,14.8061111111,14.9729444444,15.6091111111,26.9447777778,11.6727222222
621.62,15.03,40.6994444445,30.1854444444,37.0754444444,14.6704444444,12.1996666667,14.6885555556,14.8490555555,15.5056666667,26.8488888889,11.6343888889
621.95,14.9643333334,40.6285555556,30.0581111111,36.9526666667,14.602,12.1275555555,14.5961111111,14.7806666667,15.399,26.823,11.6491666667
622.28,14.8791111111,40.5291111111,29.8785555556,36.8956666667,14.516,12.0866666667,14.4888888889,14.714,15.3178888889,26.6841111111,11.6121666667
622.62,14.7702222222,40.4433333333,29.7232222222,36.7533333333,14.3484444444,11.968,14.3676666667,14.5791111111,15.2068888889,26.598,11.5486111111
622.95,14.5906666667,40.3183333333,29.4544444444,36.6183333334,14.1745555555,11.8162222222,14.1864444444,14.3826111111,15.0472222222,26.4238888889,11.4286666667
623.28,14.4642222222,40.1515555556,29.2171111111,36.4637777778,14.0496666667,11.7185555556,14.0184444445,14.2494444445,14.912,26.2492222222,11.3484444444
623.62,14.3232222222,40.0387777778,29.0218888889,36.3708888889,13.8921111111,11.6523333333,13.8855555556,14.1001111111,14.7857777778,26.1248888889,11.3091666667
623.95,14.2848888889,39.9887777778,28.8862222222,36.3061111111,13.8351111111,11.6283333333,13.853,13.9795555556,14.7564444444,26.0605555555,11.3103888889
624.28,14.238,39.9398888889,28.7655555556,36.2501111111,13.7675555556,11.6141111111,13.7465555556,13.9281666667,14.6854444444,26.057,11.3773888889
624.62,14.1445555556,39.7997777778,28.5983333333,36.142,13.635,11.527,13.6418888889,13.7972222222,14.5137777778,25.9083333333,11.3267777778
624.95,14.1085555556,39.8276666666,28.4716666667,36.1304444444,13.6011111111,11.492,13.633,13.7555,14.4584444445,25.9005555556,11.3501666667
625.28,14.1526666667,39.8664444444,28.4674444444,36.1276666667,13.6204444444,11.5791111111,13.6985555556,13.8135,14.5328888889,25.9292222222,11.4309444445
625.61,14.1301111111,39.855,28.3911111111,36.1518888889,13.5732222222,11.5906666667,13.6896666667,13.8063888889,14.5343333333,25.8966666667,11.4576666667
625.95,14.0858888889,39.8274444445,28.3414444445,36.0868888889,13.5187777778,11.5647777778,13.6365555556,13.7273333333,14.4516666666,25.8594444445,11.473
626.28,14.0062222222,39.8732222222,28.2511111111,36.0837777778,13.4612222222,11.5575555556,13.5966666667,13.6823333333,14.3887777778,25.7867777778,11.4881666667
626.61,13.9665555556,39.8147777778,28.1634444444,35.9735555555,13.4198888889,11.5316666667,13.5715555555,13.6245555556,14.298,25.7211111111,11.4727777778
626.94,14.0231111111,39.8775555556,28.1822222222,35.9854444444,13.4475555556,11.5816666667,13.5855555555,13.6262222222,14.3103333333,25.7653333333,11.5734444444
627.28,14.0687777778,39.8512222222,28.0897777778,35.9426666667,13.4675555556,11.5907777778,13.5876666667,13.6468888889,14.3332222222,25.7314444444,11.6163333333
627.61,14.0445555556,39.8246666667,28.0373333334,35.8495555556,13.4291111111,11.6057777778,13.5655555556,13.6233333333,14.3041111111,25.6574444445,11.6501666667
627.94,13.9828888889,39.743,27.9273333333,35.7577777778,13.3475555555,11.5553333333,13.5262222222,13.5575,14.2245555556,25.533,11.603
628.27,14.0151111111,39.7675555556,27.9047777778,35.7493333333,13.3866666666,11.6002222222,13.5541111111,13.5986111111,14.2952222222,25.5948888889,11.6782222222
628.61,13.8423333333,39.6016666667,27.6891111111,35.5448888889,13.2025555556,11.4783333333,13.3926666667,13.4476111111,14.1576666667,25.3927777778,11.5651111111
628.94,13.7425555556,39.4607777778,27.5373333333,35.4652222222,13.063,11.3535555556,13.2448888889,13.3191111111,14.0132222222,25.233,11.4804444444
629.27,13.6581111111,39.4127777778,27.3766666667,35.29,13.0003333333,11.3192222222,13.1615555556,13.1987222222,13.9475555555,25.1022222222,11.4512222222
629.60,13.6234444444,39.3902222222,27.2284444445,35.2142222222,12.9557777778,11.2865555556,13.1355555555,13.1588333333,13.9001111111,25.0497777778,11.4065555556
629.94,13.6422222222,39.2801111111,27.1501111111,35.1444444444,12.9606666667,11.2867777778,13.1258888889,13.1792777778,13.9263333333,25.0354444444,11.413
630.27,13.6113333333,39.2475555556,27.0098888889,35.1253333333,12.9188888889,11.3005555556,13.0662222222,13.1495555556,13.9045555556,25.0533333333,11.4365
630.60,13.459,39.1022222222,26.8264444444,34.9345555556,12.7387777778,11.1941111111,12.9835555556,13.0283888889,13.7837777778,24.9085555555,11.3075555555
630.93,13.3922222222,39.0711111111,26.7911111111,34.8536666667,12.708,11.1724444444,12.9398888889,12.9483333333,13.7233333333,24.8491111111,11.3282222222
