wavelength,Back_TanCyaf,Belly_TanCyaf,Breast_TanCyaf,Crissum_TanCyaf,Crown_TanCyaf,DorTail_TanCyaf,Patch10_TanCyaf,Patch11_TanCyaf,Patch12_TanCyaf,Patch13_TanCyaf,Rump_TanCyaf,Throat_TanCyaf,WingTip_TanCyaf
539.69,7.49273333333,7.09430526315,3.95573333333,9.60220000001,23.9424,4.9423,15.1060666667,29.2604,7.7002,40.8158666667,37.077,53.5717666667,6.93716666667
540.03,7.53293333333,7.1195754386,3.9638,9.65120000001,24.0427333333,4.96493333333,15.179,29.4293333333,7.71586666666,41.082,37.2803333333,53.711,6.96413333333
540.37,7.57246666667,7.1348,3.98376666667,9.69493333332,24.1040666667,4.98736666667,15.2418,29.5756,7.72453333333,41.3170666667,37.4575333333,53.8016,6.9859
540.72,7.59706666666,7.14369122807,3.98413333333,9.70860000001,24.1739333333,4.9899,15.2926666667,29.6949333333,7.72613333333,41.5282,37.6318666667,53.9103333333,6.98643333333
541.06,7.612,7.14568771929,3.98913333333,9.72119999999,24.2395333333,4.9964,15.3346666667,29.8304666667,7.7164,41.7306,37.7774666667,54.0271,6.9935
541.40,7.63446666666,7.14981052631,4.00456666667,9.74266666666,24.2891333333,5.00086666667,15.3844666667,29.9305333333,7.71846666667,41.8941333334,37.9106666667,54.0916,6.99893333333
541.75,7.66633333333,7.16819298246,4.02796666667,9.78253333335,24.3574666667,5.02763333333,15.442,30.0567333333,7.7344,42.0844666667,38.0572666667,54.1846,7.02783333333
542.09,7.68793333333,7.18141403508,4.04326666667,9.80506666666,24.4185333333,5.02973333333,15.4921333333,30.1836666667,7.7316,42.2249333333,38.1742666667,54.2855333333,7.03803333333
542.43,7.70126666666,7.18559649123,4.05243333333,9.83040000001,24.4618,5.0346,15.5398,30.2833333333,7.72353333333,42.3498666667,38.2694666667,54.3481,7.0458
542.78,7.72753333334,7.20785964913,4.0856,9.86880000001,24.5241333333,5.05293333333,15.5992666667,30.3788,7.73733333334,42.4724666667,38.3676,54.3811,7.06683333333
543.12,7.73860000001,7.19433333333,4.09353333333,9.87486666669,24.5565333333,5.05473333333,15.6420666667,30.4758,7.7158,42.5834666667,38.4466666667,54.4170333333,7.06123333333
543.46,7.73066666666,7.1843754386,4.085,9.89706666667,24.6144,5.04546666667,15.6845333333,30.5688,7.7042,42.7167333333,38.5257333333,54.4555,7.06433333333
543.81,7.72879999999,7.16750877193,4.086,9.89919999999,24.6383333333,5.02856666667,15.6950666667,30.6540666667,7.6714,42.8230666667,38.594,54.4356,7.05823333333
544.15,7.70100000001,7.14970526317,4.06203333333,9.88079999999,24.6314666667,4.99466666667,15.7065333333,30.7105333333,7.63866666667,42.8954,38.6244666667,54.3751,7.04033333333
544.49,7.69093333334,7.13152280701,4.06333333333,9.89793333335,24.6477333333,4.99466666667,15.7238666667,30.7960666667,7.61893333333,43.0134,38.6801333333,54.3223666667,7.03926666667
544.84,7.69266666667,7.12765263157,4.06776666666,9.9134,24.6770666667,4.99216666667,15.7603333333,30.892,7.60933333333,43.1410666667,38.7473333333,54.2636,7.0452
545.18,7.68626666666,7.11961052631,4.0597,9.91959999999,24.7135333333,4.98483333333,15.7853333333,31.0264666667,7.57993333333,43.3306666667,38.8480666666,54.2278666667,7.04056666667
545.52,7.68506666667,7.11151929825,4.0543,9.9252,24.7430666666,4.98376666667,15.8188666667,31.14,7.56513333333,43.4734666667,38.9269333333,54.1851666667,7.028
545.87,7.68933333334,7.1003122807,4.05363333333,9.93926666666,24.79,4.97943333333,15.8422666667,31.249,7.5558,43.6852666667,39.0394,54.1801666667,7.02253333333
546.21,7.72326666667,7.11473333334,4.06876666667,9.95579999999,24.8576,5.00826666667,15.8814666667,31.3885333333,7.56806666667,43.8846,39.1544,54.1787666667,7.0331
546.55,7.69820000001,7.09359649123,4.05663333333,9.94053333332,24.8582666667,4.99826666667,15.8892,31.4853333333,7.53333333333,44.0282666667,39.2205333333,54.1601333333,7.0237
546.90,7.68119999999,7.08128421052,4.0357,9.93226666667,24.8925333333,4.97916666667,15.8991333333,31.6038,7.52506666667,44.2147333333,39.3176666667,54.1441333333,7.01033333333
547.24,7.68873333334,7.0867754386,4.03256666667,9.93820000001,24.9076666667,4.9807,15.9113333333,31.7226,7.50706666666,44.3732,39.3961333333,54.1484,7.00013333333
547.58,7.71253333334,7.09867719298,4.03633333333,9.95393333333,24.9553333333,5.0017,15.9783333333,31.8658666667,7.5246,44.5744,39.5031333333,54.1503666667,7.01126666667
547.92,7.71266666666,7.0913754386,4.03346666667,9.96046666667,25.0209333333,5.0066,15.9999333333,32.0082,7.50126666667,44.7802666667,39.6072,54.1588666667,7.00586666667
548.27,7.70846666666,7.08465263157,4.00856666667,9.96319999998,25.0817333334,5.00346666667,16.0366666667,32.162,7.47633333333,45.0159333333,39.7338,54.2347,7.0
548.61,7.70573333333,7.06943859649,3.98133333333,9.95900000001,25.1046666667,4.9976,16.0455333333,32.2650666667,7.44906666667,45.2062666667,39.8347333333,54.2458666667,6.9735
548.95,7.70146666666,7.06385964912,3.9556,9.95186666667,25.1328,4.9869,16.0512666667,32.3487333333,7.4366,45.3304666667,39.8900666667,54.2085333333,6.96186666667
549.29,7.69693333333,7.05090526316,3.92926666667,9.94080000001,25.1574,4.95986666667,16.078,32.5008,7.40393333333,45.5434666667,40.0032666667,54.2387,6.93486666667
549.64,7.67093333333,7.0319508772,3.89193333333,9.92159999999,25.1642666666,4.94276666667,16.1122666666,32.6315333333,7.3796,45.7187333333,40.1068666667,54.1667666667,6.92576666667
549.98,7.60993333334,6.99970526317,3.83553333333,9.91746666669,25.1656,4.89923333333,16.0988666667,32.7297333333,7.30826666667,45.9199333333,40.1932,54.0926666667,6.8876
550.32,7.62086666668,6.97735438597,3.77946666667,9.90966666667,25.2363333333,4.86376666667,16.1316666667,32.9134666667,7.27513333333,46.1982,40.3217333333,54.087,6.8723
550.66,7.66513333334,7.02787017544,3.8123,9.97686666667,25.3061333333,4.89703333333,16.1771333334,33.1027333333,7.29466666667,46.4478666667,40.4254666666,54.0479666667,6.9061
551.01,7.67453333333,7.03815438597,3.81786666666,9.99806666667,25.3540666666,4.90043333333,16.2068666667,33.2501333334,7.29766666667,46.6474,40.5429333333,53.9475333333,6.9229
551.35,7.68473333333,7.05647368422,3.81666666667,10.0131333333,25.3777333333,4.89926666667,16.2096,33.3983333333,7.28733333333,46.8652,40.6655333333,53.8777,6.9227
551.69,7.73513333334,7.10235087719,3.8444,10.0857333333,25.432,4.91093333333,16.2700666667,33.5642,7.3218,47.1306,40.8136,53.8573333333,6.9695
552.03,7.77493333334,7.13612982456,3.87053333333,10.1154666667,25.4648,4.90673333333,16.3032666667,33.7178,7.35286666667,47.3622,40.9182,53.7778,6.99483333333
552.38,7.81119999999,7.17433333333,3.89546666667,10.1508666667,25.5200666666,4.92646666667,16.3653333333,33.9062,7.3818,47.6226,41.0508666667,53.7477333333,7.02523333333
552.72,7.84786666667,7.20569824562,3.91633333333,10.1904666667,25.5402,4.95043333333,16.4194666667,34.081,7.40653333333,47.8594666667,41.1829333333,53.7121,7.0565
553.06,7.87593333334,7.23255789474,3.93786666667,10.2468,25.6071333333,4.97223333333,16.4405333334,34.2313333333,7.43306666667,48.0738,41.2938,53.6192,7.0986
553.40,7.94053333333,7.27716140351,3.9674,10.3193333333,25.6546666667,5.01983333333,16.4867333333,34.3903333333,7.47193333333,48.3139333333,41.4030666667,53.5741,7.13833333333
553.74,7.9712,7.29214736842,3.9833,10.3450666667,25.6686,5.01666666667,16.5281333333,34.5345333333,7.48113333333,48.5117333333,41.5027333333,53.5369666667,7.15383333333
554.09,7.99433333334,7.3251614035,4.0179,10.3971333333,25.6923333333,5.033,16.5508,34.6854666667,7.49933333333,48.7122666667,41.6154,53.4772333333,7.16276666667
554.43,7.98346666667,7.29286666667,3.98643333333,10.3817333333,25.6729333333,5.0034,16.5604,34.7663333333,7.46933333333,48.8508666667,41.6912666667,53.3539,7.15016666667
554.77,8.0002,7.27961403508,3.96556666667,10.3899333333,25.7066,5.00313333333,16.5819333334,34.9371333334,7.47793333333,49.1144666667,41.814,53.2995666667,7.15116666667
555.11,8.01239999999,7.29587017544,3.97586666667,10.4108666667,25.7321333333,5.01076666667,16.6085333333,35.0660666667,7.48833333333,49.2956666667,41.8922666667,53.2153666667,7.16646666667
555.45,8.01673333334,7.26858245614,3.9328,10.3713333333,25.7526,4.9936,16.6195333333,35.2280666667,7.45693333333,49.5198666667,42.0041333333,53.1723666667,7.13203333333
555.80,7.98773333333,7.23972631579,3.8984,10.3537333333,25.7243333333,4.96123333333,16.6038,35.3348,7.4176,49.6372,42.0396666667,53.0042666667,7.0831
556.14,7.96626666667,7.20252280703,3.8743,10.3286666667,25.6824666667,4.9257,16.5793333333,35.4144666667,7.37653333333,49.7377333333,42.0459333333,52.8069333333,7.0601
556.48,7.96566666667,7.19311578947,3.85876666667,10.3317333333,25.723,4.91473333333,16.6122,35.5614,7.3422,49.9721333333,42.1430666667,52.7242333333,7.0447
556.82,7.95340000001,7.1623368421,3.83696666667,10.295,25.7020666667,4.8997,16.6113333333,35.6708,7.30146666667,50.168,42.1669333333,52.6301,7.01496666667
557.16,7.94193333334,7.16063859649,3.84366666667,10.2742,25.7508,4.88593333333,16.6349333333,35.8376,7.28066666666,50.3974666667,42.279,52.5578,7.0181
557.50,7.96460000001,7.15870526317,3.8301,10.2638,25.784,4.88133333333,16.6432666667,35.9824,7.299,50.6053333333,42.3665333333,52.4168,7.04126666667
557.85,8.02026666667,7.19738947368,3.86146666667,10.2997333333,25.8354,4.92656666667,16.7084,36.2144666667,7.3216,50.9205333333,42.5106666667,52.3901666667,7.0867
558.19,8.06533333334,7.25341754387,3.89226666667,10.3549333333,25.9132666667,4.98156666667,16.75,36.4438666667,7.37226666667,51.2336666667,42.6351333333,52.3392666667,7.11343333333
558.53,8.0766,7.25646666667,3.8933,10.3625333333,25.9200666667,4.9835,16.7792666667,36.6108,7.3568,51.4966,42.7250666667,52.2711666667,7.08556666667
558.87,8.04873333333,7.20953333333,3.8556,10.3283333333,25.8924666667,4.96113333333,16.7476,36.7634,7.32273333333,51.7094,42.7482666667,52.1013666667,7.0614
559.21,8.00726666667,7.17268070175,3.81193333333,10.2992,25.8650666667,4.9187,16.7306,36.8784666667,7.29553333333,51.8632,42.7421333333,51.8637666667,7.01703333333
559.55,8.02646666667,7.18649473684,3.8122,10.3216666667,25.8872,4.91906666667,16.7391333333,37.0450666667,7.27913333333,52.1314,42.8280666667,51.7527333333,7.03373333333
559.89,8.03693333333,7.19711578948,3.7982,10.3382,25.9366,4.9118,16.7727333333,37.2718,7.28093333333,52.4868,43.0158666666,51.7175,7.0303
560.23,8.05333333333,7.22307368421,3.81536666667,10.3594,25.9177333333,4.92833333333,16.7621333334,37.396,7.302,52.6638666667,43.0558666667,51.5389,7.05606666667
560.58,8.06700000001,7.25732982456,3.82726666667,10.4160666667,25.9115333333,4.9201,16.774,37.5678666667,7.32246666667,52.8952666667,43.1756,51.4187333333,7.0718
560.92,8.11053333333,7.27192280701,3.82236666667,10.4360666667,25.8766666667,4.92303333333,16.7674666667,37.7046,7.3252,53.0565333333,43.2073333333,51.2629666667,7.07263333333
561.26,8.09646666667,7.25054736841,3.7956,10.42,25.8565333333,4.9067,16.7598,37.8574,7.27993333333,53.2893333333,43.2460666667,51.1553666666,7.03726666667
561.60,8.06039999999,7.20184561403,3.73596666667,10.3886,25.8072,4.86006666667,16.7348666667,37.9521333333,7.23333333333,53.4593333333,43.2669333333,50.9528666667,6.98206666667
561.94,8.02146666667,7.14507719297,3.69376666667,10.3372,25.7295333333,4.79846666667,16.7122666667,38.0517333334,7.15873333333,53.6352666667,43.3429333333,50.7812333333,6.94606666667
562.28,7.9776,7.11114385964,3.6478,10.3060666667,25.6589333333,4.7407,16.6736666667,38.1355333333,7.09853333333,53.7976,43.3368,50.5683666667,6.92416666667
562.62,7.98333333333,7.11255438597,3.6353,10.3302,25.6633333333,4.70073333333,16.715,38.3284,7.05986666667,54.1094,43.4822,50.4662333333,6.9265
562.96,8.03253333333,7.15994035089,3.68516666667,10.3797333333,25.6838666667,4.74963333333,16.7358666667,38.55,7.06773333333,54.4072,43.6266666667,50.3500333333,6.97656666667
563.30,8.05713333333,7.16917192983,3.7,10.3893333333,25.6802,4.75236666667,16.7668666667,38.7408666667,7.0858,54.6760666667,43.716,50.2279,6.99756666667
563.64,8.14166666667,7.23662456141,3.78096666667,10.4632,25.7148,4.82486666667,16.8222,38.9444666667,7.1464,54.9273333333,43.8056666667,50.0860666667,7.0571
563.99,8.18446666667,7.2645614035,3.80166666667,10.4778,25.7373333333,4.8485,16.8772,39.1992666667,7.1654,55.2621333334,43.9582,50.0401,7.0724
564.33,8.20539999999,7.25052631579,3.7865,10.4558,25.6989333334,4.8499,16.9049333333,39.3408,7.16366666667,55.4512,43.9519333333,49.7985,7.0805
564.67,8.21559999999,7.25059298246,3.79133333333,10.4644666667,25.6865333333,4.8572,16.9294,39.5416666667,7.1696,55.7504,44.0292,49.624,7.0835
565.01,8.28066666666,7.29793333333,3.82216666667,10.5248666667,25.7168,4.88576666667,16.9859333333,39.7957333333,7.2176,56.0278666667,44.1469333333,49.5098666667,7.1312
565.35,8.29779999999,7.29447017543,3.8265,10.5145333333,25.6835333333,4.87953333333,16.9568666667,39.9496,7.21486666667,56.2099333333,44.2007333333,49.3623666667,7.1502
565.69,8.34106666667,7.31322105264,3.85063333333,10.5496666667,25.6899333333,4.8954,16.9782666666,40.1556666667,7.24873333333,56.4498,44.2612,49.2631333333,7.1847
566.03,8.40006666666,7.33329473684,3.88673333333,10.5824,25.7281333333,4.93826666667,16.9989333333,40.3823333333,7.298,56.6994666667,44.3548,49.1522666667,7.21693333333
566.37,8.42193333334,7.3292385965,3.88626666667,10.5864666667,25.7084,4.95086666667,16.9818,40.5434,7.29753333333,56.8691333333,44.3715333333,49.0152333333,7.20676666667
566.71,8.45373333334,7.33294035088,3.8878,10.5994666667,25.6985333333,4.9428,17.0077333333,40.7062,7.29966666667,57.0646,44.4101333333,48.8967666667,7.20736666667
567.05,8.45786666667,7.31632280702,3.85653333333,10.5726666667,25.6368,4.93063333333,16.9820666667,40.8149333333,7.26353333333,57.1685333333,44.4046666667,48.6818333333,7.18276666667
567.39,8.47253333332,7.32132982456,3.84836666666,10.5752,25.6168666667,4.9297,16.975,40.9866,7.2574,57.3809333333,44.4408666667,48.5301,7.20163333333
567.73,8.46679999999,7.29647017545,3.83316666667,10.5688666667,25.548,4.90263333333,16.9271333333,41.1156666667,7.22813333333,57.4992666667,44.4056,48.2777333333,7.18576666666
568.07,8.4932,7.31354385964,3.84773333333,10.5859333334,25.5704666667,4.91116666667,16.926,41.3525333333,7.23186666667,57.7755333333,44.5087333334,48.1613333333,7.199
568.41,8.52220000001,7.32788070175,3.84576666667,10.6123333333,25.5367333333,4.9081,16.908,41.5253333334,7.2232,57.9482666667,44.5342,47.9885,7.21416666667
568.75,8.53306666666,7.33426666666,3.86766666667,10.6253333333,25.4809333333,4.92506666667,16.9026666667,41.6900666667,7.23113333333,58.1564666667,44.569,47.7993,7.23403333333
569.09,8.56619999999,7.37668070175,3.88606666667,10.6598,25.4766,4.95223333333,16.9373333333,41.8913333333,7.26026666667,58.4127333333,44.6376666667,47.5572666667,7.2527
569.43,8.56726666667,7.38118947369,3.84786666667,10.6597333333,25.4222,4.9334,16.9096,42.0750666667,7.22746666667,58.6756666666,44.6514,47.3467666667,7.22166666667
569.77,8.58893333333,7.39887719299,3.83493333333,10.6698,25.3636,4.92383333333,16.8942,42.2645333333,7.21006666667,58.9107333333,44.675,47.1484666667,7.22376666667
570.11,8.6386,7.43683859649,3.85616666667,10.7064666667,25.3389333333,4.95156666667,16.9264,42.4930666667,7.24833333333,59.1914,44.7452,46.9674333333,7.26343333333
570.45,8.65806666667,7.45008421053,3.84436666667,10.7238,25.3091333333,4.95926666667,16.9247333333,42.7208,7.26093333333,59.4625333333,44.8080666667,46.7889333333,7.30026666667
570.79,8.7048,7.4791754386,3.8803,10.7729333333,25.3178666667,5.00603333333,16.9299333333,42.9689333333,7.306,59.7583333333,44.8884,46.6423,7.34526666667
571.13,8.68413333333,7.4480982456,3.8404,10.7501333333,25.2608,4.96053333333,16.8777333333,43.1354666667,7.26126666667,59.9802,44.9054666667,46.4702333333,7.30813333333
571.47,8.70486666666,7.45522807017,3.84596666667,10.7713333334,25.2137333334,4.9598,16.8612666667,43.2997333333,7.26553333333,60.1968666667,44.9361333333,46.2784333333,7.31576666667
571.81,8.74913333333,7.48034035088,3.85943333333,10.8060666667,25.1832,4.98593333333,16.8613333333,43.5011333333,7.2716,60.4478666667,44.9932,46.1163,7.33793333333
572.15,8.74193333334,7.46951929825,3.84083333333,10.7821333333,25.1152,4.96966666667,16.8384,43.6493333333,7.24766666667,60.6303333333,44.9722666667,45.9044333333,7.31556666667
572.49,8.74313333333,7.44693333333,3.8128,10.7662,25.0449333333,4.9423,16.787,43.7824,7.21813333334,60.752,44.9513333333,45.6757,7.2956
572.83,8.75093333333,7.42007017545,3.7942,10.7646666667,24.9889333333,4.91713333333,16.7502,43.9776666667,7.19233333333,60.9330666667,44.9466666667,45.5138333333,7.2823
573.17,8.76513333333,7.40717192982,3.7856,10.7347333333,24.9174,4.90433333333,16.7222,44.1242666667,7.165,61.0817333333,44.9296666667,45.3116666667,7.27636666667
573.51,8.76939999999,7.39042807017,3.77403333333,10.7307333333,24.8514666667,4.89996666667,16.6900666667,44.3023333333,7.146,61.2602,44.9516,45.1077,7.26366666667
573.85,8.80686666667,7.4167508772,3.8072,10.7476,24.8325333333,4.936,16.6752,44.4696666667,7.16986666667,61.4156666666,44.9504666667,44.9117666667,7.27103333333
574.19,8.83040000001,7.4250385965,3.83056666667,10.748,24.7633333333,4.95483333333,16.6496666667,44.6282666667,7.18713333333,61.5707333333,44.9282666667,44.6985,7.26756666667
574.53,8.85793333333,7.43546315789,3.8366,10.7657333333,24.7310666667,4.9497,16.68,44.8691333333,7.195,61.8379333334,44.968,44.5694,7.2866
574.87,8.84813333333,7.42428421053,3.8013,10.7455333333,24.6372,4.93766666667,16.6715333333,45.0186666667,7.18446666667,61.9559333333,44.9342,44.3271,7.27983333333
575.21,8.86706666667,7.41842807017,3.79836666667,10.7314666667,24.6172,4.93836666667,16.6783333333,45.233,7.1754,62.1498,44.9288,44.1728666667,7.2843
575.55,8.82566666666,7.37401754385,3.7494,10.695,24.5145333333,4.88776666667,16.6267333333,45.4026,7.12526666667,62.318,44.8945333333,43.9937666667,7.2411
575.89,8.82580000001,7.35318947369,3.74653333333,10.6940666667,24.4323333333,4.87286666667,16.5889333333,45.5493333333,7.1036,62.4602666667,44.8923333334,43.7854333333,7.2411
576.22,8.85000000001,7.35944561403,3.759,10.6992,24.4004,4.876,16.5808,45.7374,7.10553333333,62.6782666667,44.8872666667,43.5692666667,7.2405
576.56,8.87553333333,7.35942807018,3.7731,10.7052,24.339,4.89763333333,16.5694,45.8838666667,7.11106666667,62.8580666667,44.8402,43.3909,7.24866666667
576.90,8.90560000001,7.36949122807,3.81736666667,10.7465333333,24.3156,4.9222,16.5766666667,46.1088,7.14573333333,63.0621333333,44.8645333333,43.2255666667,7.28406666667
577.24,8.91286666667,7.37982807017,3.83693333333,10.756,24.2398,4.92393333333,16.5638,46.2568,7.14506666667,63.1796,44.7975333333,43.0036333333,7.30003333333
577.58,8.8648,7.33767719297,3.78766666667,10.711,24.1105333333,4.8801,16.4838666667,46.3644666667,7.10066666667,63.2756,44.7067333333,42.7447666667,7.27016666667
577.92,8.88733333334,7.32934385965,3.78946666667,10.7352666667,24.0490666667,4.8722,16.4665333333,46.5410666667,7.07746666667,63.4672,44.6734,42.5352666667,7.2487
578.26,8.87053333334,7.31573333333,3.77496666667,10.6992666667,23.9158666667,4.86133333333,16.3918666667,46.6,7.0312,63.4715333333,44.5189333333,42.2270333333,7.2038
578.60,8.92139999999,7.32772280701,3.81903333333,10.7245333333,23.8458,4.89413333333,16.3880666667,46.7873333333,7.0532,63.6613333333,44.4536,41.9879333333,7.20896666667
578.94,8.93026666667,7.31317543859,3.8052,10.7056,23.7365333333,4.88583333333,16.3301333333,46.9298,7.0466,63.8358666667,44.3738,41.7213333333,7.1847
579.28,8.97119999999,7.33814736841,3.8501,10.7076666667,23.6518,4.9209,16.3182,47.0301333333,7.07026666667,63.8958,44.2620666666,41.4458,7.20663333333
579.61,8.97313333333,7.31094035087,3.80283333333,10.6848666667,23.5952,4.88806666667,16.2799333333,47.255,7.06066666667,64.111,44.2182,41.2421333333,7.15783333333
579.95,8.99466666666,7.33770877192,3.81643333333,10.7008666667,23.5169333333,4.9079,16.2678,47.486,7.07926666667,64.2824,44.1879333333,41.0431,7.1611
580.29,9.00946666667,7.35797543859,3.82393333333,10.6914666667,23.4483333333,4.89763333333,16.2312666667,47.6668,7.06593333333,64.3917333333,44.1432,40.7724,7.16456666667
580.63,9.0596,7.39271578947,3.84506666667,10.7078,23.3846,4.93446666667,16.2264,47.8386,7.08946666667,64.5366,44.0845333333,40.5044,7.20273333333
580.97,9.0654,7.34352280702,3.8074,10.6694,23.305,4.88493333333,16.1822,47.9719333333,7.0662,64.6724,43.9688666667,40.2427333333,7.1598
581.31,9.0788,7.30308771929,3.78713333333,10.6444,23.1887333333,4.8373,16.1318,48.1526666667,7.01766666667,64.8665333333,43.8945333333,39.9961333333,7.13326666667
581.65,9.09133333333,7.31377894737,3.79633333333,10.6322,23.0959333333,4.849,16.0957333333,48.3037333333,7.02366666667,64.9838666667,43.8027333333,39.7624,7.16593333333
581.98,9.09893333333,7.30447368422,3.78313333333,10.6385333333,22.9922666667,4.8328,16.0453333333,48.5024,7.02493333333,65.1519333334,43.7484666667,39.5202,7.16603333333
582.32,9.08413333334,7.25711929825,3.74193333333,10.6150666667,22.8992,4.80233333333,15.9764666667,48.6986666667,6.96766666667,65.3304666667,43.6954,39.3124666667,7.16243333333
582.66,9.08360000001,7.2698877193,3.7634,10.6522666667,22.8258,4.8088,15.961,48.8623333333,6.99733333334,65.4066666667,43.6349333333,39.0808,7.20793333333
583.00,9.09286666667,7.25279298245,3.7531,10.6618,22.7502666667,4.7929,15.9285333333,49.0584,6.99126666667,65.5686666667,43.5761333333,38.8495,7.20496666667
583.34,9.13693333333,7.31993684212,3.83823333333,10.7066,22.6998666667,4.85683333333,15.9584666667,49.2535333333,7.05306666667,65.6952,43.5291333333,38.6529333333,7.28756666667
583.68,9.10213333333,7.27124912281,3.82306666667,10.6868666667,22.5662666666,4.81923333333,15.895,49.4017333334,7.02033333333,65.8659333333,43.4686666667,38.4351,7.29186666667
584.01,9.09533333333,7.24607368422,3.79346666667,10.7019333333,22.4625333333,4.7806,15.8728666667,49.6171333333,7.01606666667,66.1014666667,43.4104666667,38.2822333333,7.28586666667
584.35,9.04620000001,7.18521754387,3.73783333333,10.6534,22.3107333333,4.71143333333,15.7818666667,49.7314,6.95366666667,66.1601333333,43.2670666667,38.0230333333,7.2158
584.69,9.07586666667,7.21181403509,3.76186666667,10.6616,22.2219333333,4.74106666667,15.7560666667,49.9709333333,6.95453333333,66.3643333333,43.2668,37.8517666667,7.2377
585.03,9.08353333334,7.22723859649,3.7682,10.6931333333,22.1498,4.75603333333,15.7530666667,50.1690666667,6.97726666667,66.5009333333,43.2151333333,37.6495333333,7.24263333333
585.37,9.06993333334,7.22498947368,3.74973333334,10.6878666667,22.0280666667,4.75426666667,15.6851333333,50.3727333334,6.95526666667,66.6072666667,43.1492,37.3918,7.23376666667
585.70,9.08593333334,7.22871578948,3.79053333333,10.6896666667,21.9518666667,4.76426666667,15.6651333333,50.5352666667,6.975,66.7264,43.0540666667,37.1698666667,7.2494
586.04,9.16633333334,7.32440701754,3.86446666667,10.7204,21.8712666667,4.81666666667,15.6727333333,50.6928666667,7.027,66.8,42.9836666667,36.9888,7.29103333333
586.38,9.1984,7.32889122807,3.85163333333,10.7256666667,21.7818666667,4.84033333333,15.6377333333,50.9402666667,6.99706666667,67.1064666667,42.9876666667,36.8194666667,7.2827
586.72,9.31200000001,7.43875087719,3.90706666666,10.8077333333,21.8043333334,4.93186666667,15.6942,51.3014666666,7.08366666667,67.3824,43.0297333333,36.7273,7.37733333333
587.06,9.32399999999,7.42141754386,3.89103333333,10.779,21.6885333333,4.9311,15.6041333333,51.5469333333,7.05626666667,67.6107333333,42.9861333333,36.4895333333,7.3696
587.39,9.36906666667,7.45166666667,3.90593333333,10.7813333333,21.6114,4.9476,15.5520666667,51.6792666667,7.09173333334,67.6652,42.8638,36.2444333334,7.37066666667
587.73,9.40313333333,7.50284912281,3.95413333333,10.7986,21.5476666667,5.0053,15.5279333333,51.8972666667,7.134,67.7887333333,42.8182666667,36.0331,7.38306666667
588.07,9.41526666667,7.51662105263,3.95503333333,10.8033333333,21.4814,5.00863333333,15.489,52.1613333333,7.12713333333,68.0018666667,42.7636,35.8333,7.39586666667
588.41,9.43053333334,7.54279999999,3.9886,10.8296,21.4202,5.045,15.4858666667,52.3454,7.13793333333,68.1034666667,42.7056666667,35.6141,7.42496666667
588.74,9.45040000001,7.53505263157,3.98836666667,10.8074666667,21.3256666667,5.0789,15.4326,52.5656,7.13886666667,68.2105333333,42.6056666667,35.3970666667,7.446
589.08,9.45553333334,7.53585263158,3.99953333333,10.8076666667,21.2586666667,5.0745,15.4156666667,52.7708666667,7.14546666666,68.3354666667,42.5079333333,35.2235333333,7.4383
589.42,9.47960000001,7.54829824562,3.96603333333,10.8058,21.1932,5.07686666667,15.4116,53.1216,7.1322,68.6457333333,42.5572,35.0714333333,7.4305
589.76,9.41939999999,7.50690175439,3.9045,10.7948666667,21.0959333333,5.01346666667,15.3238,53.3647333333,7.08086666667,68.7993333334,42.4886,34.8506666667,7.3706
590.09,9.40979999999,7.4808385965,3.8746,10.7728666666,20.9888666667,4.96993333333,15.2841333333,53.5176666667,7.056,68.8235333334,42.3414666667,34.6306666667,7.34623333333
590.43,9.31606666666,7.36458947369,3.809,10.6616,20.7739333333,4.8767,15.1212,53.5696666667,6.9456,68.7687333333,42.145,34.2463333333,7.26493333333
590.77,9.33233333334,7.37373684211,3.79113333333,10.6662,20.7103333333,4.8629,15.1039333333,53.6829333333,6.94553333333,68.7982666667,41.9860666667,34.0403,7.26276666667
591.11,9.29666666666,7.32564912281,3.7194,10.6311333333,20.589,4.83366666667,15.036,53.9086,6.874,68.9093333333,41.8458,33.7972333333,7.2415
591.44,9.26806666667,7.2524,3.64313333333,10.5583333333,20.3932,4.79043333333,14.9143333333,53.9742,6.80746666667,68.8333333333,41.5962,33.4548333333,7.1966
591.78,9.27046666667,7.2354245614,3.60976666667,10.5265333333,20.2720666667,4.74276666667,14.8474666666,54.2024666667,6.7982,68.9529333333,41.5181333333,33.2599,7.18493333333
592.12,9.28099999999,7.22475789473,3.5596,10.5093333333,20.1416666666,4.72393333333,14.7444666667,54.433,6.8014,69.0557333333,41.3771333333,33.0474666667,7.1902
592.46,9.2688,7.2266631579,3.53683333333,10.5132,20.0694666667,4.6572,14.6896666667,54.6398666667,6.7806,69.2081333333,41.3062,32.8238666667,7.16226666667
592.79,9.26979999999,7.20964561403,3.52336666667,10.4852666667,19.9472,4.6365,14.6356,54.8668666667,6.75813333333,69.3458666667,41.2356666667,32.6062,7.17233333333
593.13,9.33106666666,7.2540385965,3.55696666667,10.5254,19.9111333333,4.65146666667,14.5874,55.1204,6.79413333333,69.4704,41.1280666667,32.4121666667,7.2136
593.47,9.36706666667,7.26026315789,3.59376666667,10.5161333333,19.7960666667,4.6883,14.5492,55.2472,6.85466666667,69.4570666666,40.9576,32.1362333333,7.2796
