wavelength,Back_SpoHyxf,Belly_SpoHyxf,Breast_SpoHyxf,Crissum_SpoHyxf,Crown_SpoHyxf,DorTail_SpoHyxf,Patch10_SpoHyxf,Rump_SpoHyxf,Throat_SpoHyxf,WingTip_SpoHyxf
361.66,10.0116666667,14.0589166666,8.93862500001,14.1215,7.36570833334,7.56704166667,19.7089166667,11.950875,11.7508333333,10.2085
362.02,9.98758333332,14.11825,8.90683333334,14.1510833333,7.37529166668,7.56058333333,19.66775,11.9302083334,11.756375,10.1190833333
362.39,10.0841666667,14.2515,9.09116666667,14.3044166666,7.48612499999,7.62341666667,19.795,12.0722083333,11.7504583334,10.1546666667
362.75,10.2414166667,14.4206666667,9.24991666666,14.4858333333,7.52754166667,7.82908333333,19.9360833333,12.1945833333,11.8692916666,10.25775
363.11,10.4466666667,14.7058333334,9.49124999999,14.7445833333,7.81995833332,8.122,20.19475,12.481875,12.1265,10.53525
363.48,10.4333333333,14.66475,9.55962499999,14.7141666666,7.77129166667,8.11908333333,20.1798333334,12.4955,12.1205416667,10.586
363.84,10.4951666667,14.6885833333,9.53470833334,14.7154166667,7.88416666666,8.22291666667,20.2258333333,12.5459583333,12.1450416667,10.5539166667
364.20,10.4729166667,14.6468333333,9.465,14.6701666666,7.78212500001,8.19475,20.1338333333,12.440125,12.1175,10.50025
364.57,10.4399166667,14.6411666666,9.41954166668,14.6344166667,7.74183333333,8.18691666667,20.1709166667,12.3689583334,12.1310833333,10.3971666667
364.93,10.241,14.4729166667,9.356375,14.5425833333,7.66770833333,8.15483333333,20.1220833333,12.207875,11.9935833333,10.3176666667
365.29,10.3148333333,14.5386666667,9.50887499999,14.7026666667,7.76266666667,8.19491666667,20.2659166667,12.2522083333,12.071875,10.4655
365.66,10.0401666667,14.43275,9.36291666667,14.56,7.52104166667,7.94591666667,20.0830833333,12.0536666667,11.8887083333,10.2740833333
366.02,10.00775,14.3944166667,9.29804166667,14.5604166666,7.41870833332,7.84029166667,20.0045,11.926,11.813,10.2421666667
366.38,10.0229166667,14.5253333333,9.23104166666,14.6859166667,7.54874999999,7.883125,20.09825,11.9873333333,12.0259583333,10.2795833333
366.75,9.96833333333,14.46475,9.18733333334,14.6895833333,7.57308333332,7.73470833333,20.025,11.8944166667,12.0342916667,10.1258333333
367.11,9.97783333334,14.4633333333,9.17916666666,14.699,7.57616666667,7.64575,20.10125,11.8629166666,12.0779166667,10.0958333333
367.47,9.98533333333,14.5046666667,9.16337500001,14.7665833333,7.58674999999,7.5855,20.1433333333,11.8684583333,12.19875,9.97266666667
367.84,10.1055,14.696,9.35366666668,14.9113333333,7.70866666667,7.67670833333,20.3075,12.0364166667,12.316125,10.1488333333
368.20,10.0489166667,14.6635833333,9.31308333334,14.94275,7.69791666667,7.604625,20.39075,12.0273333333,12.2915,10.1526666667
368.56,9.90108333333,14.53575,9.24533333334,14.7793333333,7.55575,7.462125,20.2021666667,11.856875,12.1264583333,10.0393333333
368.93,10.0066666667,14.6905833333,9.25649999999,14.8961666667,7.546,7.5065,20.2795833333,11.9307083333,12.2298333333,10.0545833333
369.29,9.94750000001,14.6849166667,9.20970833333,14.7958333333,7.51212500001,7.41741666666,20.25825,11.882125,12.2020833333,9.93641666667
369.65,10.166,14.78,9.29208333333,14.84525,7.64945833333,7.47745833333,20.4360833334,12.09025,12.25075,10.0405833333
370.01,10.23425,14.7494166667,9.34083333332,14.82525,7.66304166667,7.42570833333,20.4959166667,12.2191666667,12.2406666667,10.042
370.38,10.23725,14.6886666667,9.37079166667,14.853,7.53791666668,7.343625,20.5061666667,12.1660416667,12.194125,9.89233333333
370.74,10.2178333333,14.6360833333,9.30191666666,14.8174166667,7.47087500001,7.28775,20.4694166667,12.1475833333,12.1719583334,9.88358333332
371.10,10.1891666667,14.7410833333,9.30154166667,14.8929166667,7.45595833333,7.26758333333,20.487,12.2124166667,12.1510416667,9.78158333333
371.46,10.1856666667,14.7808333333,9.29937499999,14.89025,7.44908333334,7.29675,20.4950833333,12.2256666666,12.1470416667,9.80891666667
371.83,10.1065833333,14.7059166667,9.20024999999,14.8404166667,7.35695833334,7.21766666667,20.3308333334,12.0271666667,12.0535416667,9.62733333333
372.19,10.0404166667,14.69875,9.15204166666,14.797,7.28904166667,7.08183333334,20.23925,11.9420833334,12.0292916667,9.63783333333
372.55,10.1629166667,14.8538333333,9.23379166666,14.9725,7.400375,7.23691666667,20.3505833333,12.1395833333,12.1473333333,9.6425
372.92,10.3049166667,14.9664166666,9.36724999999,15.1691666666,7.51758333332,7.29891666666,20.4955833333,12.297875,12.3376666666,9.70875
373.28,10.2768333333,14.9374166666,9.36466666667,15.1569166667,7.34537499999,7.19483333333,20.4640833334,12.253375,12.2299166667,9.58375
373.64,10.1575,14.858,9.27091666666,15.1549166667,7.16541666667,7.12766666667,20.4168333333,12.13025,12.2166666667,9.45425
374.00,10.2294166667,15.0891666667,9.41679166666,15.3481666667,7.349,7.36975,20.604,12.2824166667,12.4586666667,9.54325
374.37,10.09625,15.0430833333,9.32454166666,15.2325,7.29137499999,7.28991666667,20.4966666667,12.2014166667,12.3865833333,9.55883333333
374.73,10.3491666667,15.2725833333,9.58383333334,15.4013333333,7.45420833332,7.540125,20.7095833333,12.3865,12.60125,9.753
375.09,10.4120833333,15.278,9.59645833334,15.3906666666,7.44391666666,7.55291666667,20.7035833333,12.357625,12.6181666667,9.82108333332
375.45,10.466,15.3909166666,9.66079166667,15.5195,7.48116666667,7.62695833333,20.7986666667,12.3399583333,12.6412916667,9.90566666667
375.81,10.5219166667,15.4233333333,9.73749999999,15.49375,7.58204166667,7.665125,20.9808333333,12.4595,12.8159583334,9.9955
376.18,10.60725,15.5118333333,9.86029166667,15.61425,7.63341666668,7.69945833334,21.1336666667,12.5469583333,12.9272916666,10.015
376.54,10.6985,15.6065,9.998875,15.722,7.711,7.7285,21.30275,12.6008333333,13.0487083333,10.16675
376.90,10.6635,15.5715833333,9.99637500001,15.591,7.71520833334,7.71754166667,21.23575,12.57625,13.0623333333,10.2946666667
377.26,10.7676666667,15.70025,10.0789583333,15.6345,7.93154166666,7.86504166667,21.3009166667,12.6591666667,13.23625,10.39675
377.63,10.8228333333,15.79675,10.1199583333,15.7131666667,8.05416666668,7.95616666667,21.3266666666,12.661375,13.3252083333,10.5070833333
377.99,10.7439166667,15.665,10.0405,15.6029166666,7.92941666667,7.79679166666,21.2296666667,12.4865,13.1935833333,10.3920833333
378.35,10.8058333333,15.7641666667,10.114875,15.6638333334,7.99104166666,7.815625,21.2710833333,12.5495,13.18225,10.42325
378.71,10.6231666667,15.6695833333,9.93716666667,15.6213333333,7.88883333334,7.634,21.2365833333,12.5065,13.0472916667,10.3115833333
379.07,10.5956666667,15.6673333333,9.95575000001,15.65225,7.94191666667,7.69479166667,21.3023333333,12.5780833333,13.07925,10.32375
379.44,10.5315833333,15.6188333333,9.87020833332,15.61875,7.86858333334,7.59420833333,21.2461666667,12.5643333333,13.0730416666,10.2471666667
379.80,10.47825,15.5494166666,9.80262499999,15.6581666667,7.705875,7.48929166667,21.1594166667,12.53225,12.87725,10.1685833333
380.16,10.45925,15.5703333333,9.78850000001,15.678,7.72295833334,7.51125,21.1526666666,12.5689583333,12.83875,10.1335833333
380.52,10.423,15.5230833333,9.63770833333,15.6354166667,7.61466666666,7.42504166666,21.1011666666,12.5225416667,12.732,9.979
380.88,10.4344166667,15.58625,9.70116666666,15.754,7.60404166666,7.45516666667,21.1796666667,12.5220416667,12.7212083334,9.89041666667
381.24,10.4243333333,15.5821666667,9.66545833333,15.7903333333,7.55395833333,7.420625,21.2116666667,12.5279583333,12.6852083334,9.88508333332
381.61,10.55925,15.6548333333,9.77583333333,15.9078333334,7.62654166666,7.497125,21.3780833333,12.698875,12.7259166667,9.93408333332
381.97,10.7238333333,15.8306666667,9.91091666666,16.07975,7.78154166666,7.617375,21.5630833333,12.90925,12.9073333333,10.0706666667
382.33,10.74725,15.8355,9.92116666667,16.0601666667,7.77950000001,7.64158333334,21.5595833333,12.868375,12.92,9.98041666667
382.69,10.8003333333,15.88475,9.98270833334,16.13925,7.81266666667,7.72058333333,21.5944166667,12.8642916667,12.9225416667,10.0154166667
383.05,10.85775,15.9515833333,10.0629166667,16.2163333333,7.865125,7.74116666667,21.6349166667,12.8832916667,13.00425,10.0124166667
383.41,10.7968333333,15.9361666667,10.047125,16.1845,7.87429166666,7.71025,21.62425,12.86725,12.9436666667,9.98666666667
383.77,10.7839166667,16.0159166667,10.053125,16.16825,7.91766666668,7.69020833333,21.6843333334,12.87525,13.0439583333,9.96675
384.14,10.8725,16.0534166667,10.1182916667,16.23825,7.92399999999,7.78345833333,21.7128333333,12.912375,13.1265,10.0129166667
384.50,10.9269166667,16.1240833333,10.1818333333,16.2568333334,7.9975,7.82895833333,21.7293333333,12.9244583333,13.237125,10.0909166667
384.86,11.0248333333,16.2203333333,10.2455833333,16.35875,8.10616666666,7.9085,21.8220833333,13.006125,13.3784166667,10.1561666667
385.22,11.1225833333,16.355,10.3745416666,16.52325,8.1845,8.032375,21.945,13.092875,13.512625,10.2381666667
385.58,11.13875,16.5169166667,10.573125,16.69075,8.30649999999,8.136125,21.9855833333,13.167125,13.6527916666,10.42125
385.94,10.889,16.3681666667,10.4272916667,16.5273333334,8.11225000001,7.94333333333,21.7359166666,12.9487083333,13.48225,10.2456666667
386.30,10.7744166667,16.2839166667,10.2970833333,16.4553333334,8.00783333333,7.85375,21.6726666667,12.88875,13.3941666667,10.147
386.66,10.7813333333,16.3176666667,10.296875,16.35925,7.98137500001,7.80345833333,21.64,12.8219583334,13.3909166666,10.16975
387.03,10.7715833333,16.3379166666,10.3162916667,16.3960833333,7.93579166667,7.79916666667,21.69325,12.86475,13.3780833334,10.2335833333
387.39,10.8933333333,16.45925,10.4549583333,16.5143333333,8.02516666666,7.936625,21.8268333333,12.98425,13.50525,10.30525
387.75,10.8751666667,16.5148333334,10.4455,16.5598333333,8.02091666666,7.96995833333,21.828,12.961,13.504375,10.2700833333
388.11,10.75425,16.47375,10.41025,16.468,7.98154166667,7.85183333333,21.78,12.87175,13.39975,10.2215
388.47,10.7964166667,16.559,10.517375,16.5821666667,8.04770833334,7.937125,21.8579166667,12.9430416667,13.47,10.2534166667
388.83,10.7805833333,16.5883333334,10.5252916667,16.5545833333,8.00820833334,7.91104166666,21.8495833333,12.9410416667,13.4280833333,10.22825
389.19,10.7100833333,16.5473333334,10.4409583333,16.513,7.91550000001,7.83779166667,21.8215,12.8925833333,13.4039583333,10.1584166667
389.55,10.6995,16.4865833333,10.3172083333,16.4420833333,7.80304166666,7.72691666666,21.8223333333,12.7847083333,13.3385416667,9.94633333333
389.91,10.8146666667,16.5666666667,10.3862916667,16.5625833333,7.83124999999,7.80229166667,21.9853333333,12.8866666667,13.4328333333,10.0294166667
390.27,10.8401666667,16.6065,10.4324583333,16.6239166667,7.82845833332,7.752,22.0485,12.8831666667,13.4643333333,10.04825
390.63,10.8546666667,16.6884166667,10.4887916667,16.7423333333,7.88120833333,7.77266666667,22.1185,12.954,13.5340833333,10.01575
391.00,10.91225,16.764,10.4732916667,16.7738333333,7.89358333334,7.77220833333,22.1125,12.935125,13.5767916667,9.91791666667
391.36,10.8525,16.6895,10.417875,16.7484166666,7.82854166666,7.68833333333,22.079,12.9036666667,13.5315,9.83558333332
391.72,10.9300833333,16.6860833333,10.4802916667,16.8128333333,7.84620833333,7.75445833333,22.0945,12.9663333333,13.6314166667,9.92658333333
392.08,10.93225,16.6785833333,10.4835416667,16.80375,7.83995833332,7.75129166666,22.08025,12.9904166667,13.637625,9.83333333333
392.44,10.8828333333,16.6745,10.4513333333,16.8261666666,7.75712499999,7.681875,22.0923333333,12.948125,13.62975,9.83033333333
392.80,10.803,16.5931666666,10.337625,16.7386666667,7.64520833332,7.559875,22.0084166667,12.846875,13.5200416667,9.69791666667
393.16,10.824,16.63975,10.3227083333,16.7486666666,7.67279166666,7.54425,22.02,12.8703333333,13.534875,9.72841666668
393.52,10.77275,16.61475,10.2606666667,16.7086666667,7.65825,7.507375,21.9606666667,12.872,13.5312916667,9.70733333332
393.88,10.8364166667,16.7396666667,10.3272916667,16.7805833333,7.70699999999,7.54691666667,22.05225,12.9339166667,13.5765,9.72225
394.24,10.9539166667,16.8715,10.497125,16.9155833333,7.82600000001,7.70454166667,22.16875,13.105,13.7724583334,9.87416666668
394.60,11.0090833333,16.9459166667,10.5975833333,16.9889166667,7.88800000001,7.76325,22.2275833333,13.1879166667,13.8420833333,9.91491666667
394.96,11.0840833333,17.0490833333,10.7045833333,17.0818333333,7.94275,7.82366666667,22.2848333333,13.2282083333,13.962375,10.0796666667
395.32,11.2248333333,17.2116666667,10.8318333333,17.1989166667,8.05229166666,7.93383333333,22.3895833334,13.31175,14.0691666667,10.2381666667
395.68,11.1704166667,17.2380833333,10.8250416667,17.18575,8.03475000001,7.86566666667,22.4083333333,13.2784166666,14.039875,10.21375
396.04,11.19075,17.3389166667,10.8843333333,17.273,8.02579166667,7.885375,22.462,13.26625,14.0965833334,10.25825
396.40,11.3426666667,17.4938333334,11.03875,17.35325,8.16183333332,8.02195833333,22.61675,13.4432916666,14.223875,10.39275
396.76,11.4198333333,17.55125,11.1288333333,17.43925,8.24508333334,8.096625,22.6818333333,13.485375,14.321875,10.4731666667
397.12,11.3794166667,17.5383333333,11.1715,17.42,8.18908333334,8.05491666667,22.726,13.4834583333,14.2737916667,10.4225833333
397.48,11.35575,17.5485,11.2127916667,17.3918333333,8.12504166667,7.98675,22.7573333334,13.479,14.24075,10.4361666667
397.84,11.4388333333,17.5751666666,11.2659583333,17.4283333333,8.21333333332,8.05079166667,22.79875,13.5419166666,14.2772916667,10.4505
398.20,11.4830833333,17.6394166666,11.258,17.4843333333,8.24179166668,8.05291666667,22.8273333333,13.4907916667,14.2562083333,10.4630833333
398.56,11.4275833333,17.5811666667,11.186875,17.4461666667,8.15137500001,7.98766666667,22.7465833333,13.3788333333,14.263,10.4149166667
398.92,11.3711666667,17.4594166667,11.1312083333,17.4018333333,8.14008333333,7.91779166667,22.7308333333,13.3534166667,14.22575,10.337
399.28,11.31225,17.4325833333,11.063375,17.38025,8.06204166668,7.83829166667,22.6781666667,13.27825,14.1945833333,10.22675
399.64,11.371,17.5110833334,11.139,17.4895,8.12233333334,7.87075,22.77775,13.3294583334,14.2270416667,10.2399166667
400.00,11.3984166667,17.4888333333,11.1030416667,17.4903333333,8.128875,7.85125,22.7934166667,13.3445,14.2611666667,10.2369166667
400.36,11.312,17.49425,11.0679583333,17.4971666667,8.12429166667,7.81658333333,22.7496666667,13.315375,14.2139583333,10.16125
400.72,11.36675,17.6845,11.15,17.5991666667,8.23400000001,7.86591666667,22.8876666667,13.4514583333,14.313625,10.2285
401.08,11.38925,17.7321666666,11.175125,17.6288333333,8.29520833334,7.866125,22.8619166666,13.4543333334,14.3414166667,10.2360833333
401.44,11.4265833333,17.7785833333,11.1675,17.7181666666,8.34808333333,7.944625,22.8725,13.467,14.3877916667,10.2104166667
401.80,11.3196666667,17.791,11.0908333333,17.688,8.25687500001,7.87695833333,22.7845,13.3061666667,14.3525416667,10.1360833333
402.16,11.29575,17.81125,11.0882916667,17.72775,8.24250000001,7.88545833333,22.8240833333,13.3583333333,14.3778333334,10.0515833333
402.52,11.3329166667,17.8840833333,11.1151666667,17.8203333333,8.30812499999,7.94125,22.9485833333,13.4555416666,14.434625,10.0681666667
402.88,11.3195833333,17.9898333333,11.095875,17.8435833333,8.28133333333,7.92633333333,22.9275833333,13.4592083333,14.4098333333,10.0533333333
403.24,11.2933333333,18.0089166666,11.1465833333,17.8919166667,8.27095833334,7.94204166667,22.9643333333,13.4755833333,14.4489583333,10.1046666667
403.60,11.28925,18.06075,11.154875,17.9058333333,8.28558333334,8.00079166667,22.9406666666,13.4981666667,14.4777083333,10.1048333333
403.95,11.3750833333,18.208,11.2610416667,18.00825,8.36349999999,8.08745833333,23.04775,13.60025,14.6016666667,10.1986666667
404.31,11.3984166667,18.2118333333,11.2902916667,18.01075,8.371625,8.08441666667,23.0303333334,13.5769583333,14.62875,10.1625
404.67,11.38075,18.1873333334,11.3042083333,18.061,8.33099999999,8.084125,22.9941666667,13.5564166667,14.6137916667,10.17475
405.03,11.3770833333,18.25025,11.2972916667,18.0995833333,8.33208333333,8.07820833333,23.0348333334,13.6182916667,14.6640833333,10.1711666667
405.39,11.39325,18.3228333334,11.378625,18.1316666667,8.37745833333,8.114625,23.0873333333,13.6967916667,14.7377916667,10.22525
405.75,11.4679166667,18.3983333333,11.4555,18.2184166667,8.42291666668,8.17433333333,23.1535833333,13.7894166667,14.8202083333,10.3073333333
406.11,11.47775,18.4355833333,11.4889583333,18.2101666667,8.42016666667,8.14941666667,23.1336666667,13.7686666667,14.8053333333,10.3255
406.47,11.55125,18.5618333333,11.5593333333,18.2470833333,8.45391666667,8.18329166667,23.1690833333,13.8301666667,14.8582083333,10.3735833333
406.83,11.58225,18.58825,11.6336666667,18.2723333333,8.48604166666,8.190875,23.21075,13.8557083333,14.897625,10.3953333333
407.19,11.6508333333,18.6870833333,11.6732916667,18.33725,8.57204166666,8.216125,23.2758333333,13.9072083333,14.9425,10.39125
407.55,11.6415,18.7128333334,11.678125,18.3508333333,8.57375,8.16895833333,23.2895833333,13.8965833333,14.9815833333,10.37775
407.90,11.6423333333,18.7356666667,11.709,18.3746666667,8.54266666668,8.172,23.2736666667,13.8718333334,14.96675,10.3361666667
408.26,11.6435833333,18.78825,11.7324583333,18.3944166667,8.52866666667,8.16341666667,23.318,13.8732916667,14.9880416667,10.34825
408.62,11.6745,18.80075,11.75675,18.4060833334,8.53062499999,8.17104166666,23.3835833333,13.8764166666,15.0430833333,10.3238333333
408.98,11.7404166667,18.8578333334,11.8696666667,18.4896666667,8.55733333334,8.238,23.4675833333,13.8560416667,15.0925833333,10.37775
409.34,11.818,18.92875,11.9230833333,18.5848333333,8.60883333333,8.25808333333,23.5440833333,13.8762083334,15.1320416667,10.4176666667
409.70,11.8331666667,19.003,12.032,18.63975,8.64791666667,8.25879166666,23.6415833333,13.95425,15.2001666667,10.4795
410.06,11.8785,19.0578333333,12.0737083333,18.71775,8.675875,8.285875,23.7093333334,14.0022083333,15.2965833333,10.5460833333
410.42,11.8544166667,19.03575,12.1161666667,18.7580833333,8.69462500001,8.28370833333,23.7399166667,14.0147916667,15.3070416667,10.5935833333
410.77,11.8918333333,19.0766666667,12.1687916667,18.8325833334,8.72175000001,8.3315,23.79475,14.05925,15.3674166667,10.59525
411.13,11.8508333333,19.093,12.178,18.8279166667,8.70587500001,8.30920833334,23.78275,14.0617083333,15.4098333333,10.5838333333
411.49,11.8823333333,19.09075,12.2235833333,18.8439166666,8.68775000001,8.286625,23.7981666667,14.063875,15.3903333333,10.56975
411.85,11.916,19.1081666666,12.249125,18.90825,8.739125,8.29370833333,23.8315833333,14.09325,15.437625,10.5914166667
412.21,11.953,19.1656666667,12.27125,18.9804166667,8.78058333332,8.32233333333,23.87375,14.126875,15.46775,10.6445
412.57,11.9828333333,19.2673333333,12.302375,19.038,8.82066666667,8.32779166667,23.9028333333,14.1712083333,15.5026666667,10.658
412.92,12.0218333333,19.35,12.3192083333,19.0795,8.84054166666,8.33908333333,23.8583333333,14.188,15.5305416667,10.6304166667
413.28,11.9811666667,19.3713333333,12.2752916667,19.0655,8.76008333332,8.272125,23.8359166667,14.1572916666,15.5171666667,10.5731666667
413.64,12.0624166667,19.4321666667,12.309125,19.1560833333,8.82679166667,8.3325,23.8913333333,14.2170833333,15.5864583333,10.573
414.00,12.0160833333,19.4648333334,12.316625,19.16825,8.82479166668,8.31991666667,23.89925,14.224625,15.5769166667,10.4851666667
414.36,12.0903333333,19.5665,12.36825,19.2668333333,8.85633333333,8.383,23.89675,14.2475833334,15.6362916666,10.4815
414.72,12.0823333333,19.6136666667,12.3629166667,19.2966666666,8.85183333334,8.40658333333,23.8711666667,14.235375,15.64125,10.48525
415.07,12.12275,19.70425,12.3542916667,19.35675,8.84716666667,8.450625,23.9011666666,14.2501666666,15.6805,10.5188333333
415.43,12.15525,19.7618333334,12.37175,19.4336666667,8.85295833333,8.47433333333,23.98125,14.29825,15.7580833333,10.5850833333
415.79,12.1654166667,19.867,12.408,19.5074166666,8.86366666666,8.490375,24.0426666666,14.3152083334,15.8209166667,10.6594166667
416.15,12.27175,19.9778333333,12.4999583333,19.6306666667,8.94645833333,8.55795833333,24.1540833333,14.4131666667,15.96025,10.7468333333
416.51,12.2811666667,20.0051666667,12.52975,19.6418333333,8.93133333333,8.582375,24.1494166667,14.4355,15.9882083333,10.7636666667
416.86,12.2320833333,19.995,12.5537083333,19.6754166667,8.90458333333,8.55575,24.1793333334,14.448,15.9877916667,10.7890833333
417.22,12.225,20.0370833334,12.5997083333,19.7286666667,8.92558333333,8.58216666667,24.1989166667,14.455125,16.0214583333,10.8145833333
417.58,12.1100833333,19.9881666667,12.5096666667,19.6355833333,8.812625,8.487,24.0943333334,14.353,15.9185833333,10.74825
417.94,12.1263333333,20.022,12.5248333333,19.65625,8.80204166667,8.473125,24.0960833334,14.3729166667,15.9635416667,10.7708333333
418.29,12.0748333333,19.9956666666,12.465625,19.6270833333,8.75287499999,8.413125,24.09675,14.335875,15.9560833333,10.7253333333
418.65,12.0551666667,20.0233333333,12.4919166667,19.6424166666,8.73708333334,8.39008333333,24.11425,14.3349583334,15.9790833333,10.7364166667
419.01,12.0623333333,20.00275,12.5153333333,19.6309166667,8.72395833334,8.37395833333,24.0964166667,14.322125,15.9775833333,10.7158333333
419.37,12.0680833333,20.0615,12.52975,19.6433333333,8.75437500001,8.38833333333,24.0701666667,14.3324583333,16.0086666667,10.71875
419.73,12.02675,20.0526666667,12.5172916667,19.6390833333,8.72458333333,8.363125,24.0595,14.3329583333,15.9975416667,10.6663333333
420.08,11.9215,20.0001666666,12.466875,19.58275,8.63229166666,8.26983333334,23.9725,14.2497083333,15.9275833333,10.59
420.44,11.9223333333,20.0318333334,12.4914583333,19.6340833333,8.64208333334,8.25254166666,24.0009166667,14.2450833333,15.93625,10.59675
420.80,11.9543333333,20.0803333333,12.520375,19.6685833333,8.67429166667,8.27691666667,24.01725,14.2666666667,15.988,10.5725
421.16,11.9783333333,20.1088333333,12.5552916667,19.6929166667,8.69104166667,8.2905,24.0285,14.2975833333,16.0477083333,10.6011666667
421.51,11.9971666667,20.1366666667,12.5741666667,19.7279166667,8.69804166667,8.29270833333,24.027,14.3022083333,16.0873333333,10.5936666667
421.87,12.02375,20.1590833333,12.6020416667,19.7634166667,8.71570833334,8.305375,24.0350833333,14.3081666667,16.105875,10.607
422.23,12.015,20.1684166667,12.6297083333,19.7683333334,8.69233333333,8.28083333333,24.0105,14.30225,16.095125,10.5915833333
422.58,12.0144166667,20.1823333333,12.6515833333,19.785,8.69612499999,8.282875,23.9720833333,14.303375,16.111125,10.579
422.94,12.0161666667,20.2379166667,12.6928333333,19.8375833333,8.704125,8.294125,23.9739166666,14.3309166667,16.1376666666,10.6004166667
423.30,12.02225,20.2714166667,12.7278333333,19.8861666667,8.713125,8.30020833334,24.0,14.3455416666,16.1467916666,10.592
423.66,12.0576666667,20.3345,12.7575,19.9308333333,8.73804166667,8.32408333333,24.0069166667,14.3738333333,16.1927083333,10.609
424.01,12.139,20.4094166667,12.8195,20.0103333333,8.79283333334,8.391375,24.0520833333,14.444875,16.2701666666,10.64975
424.37,12.1285,20.40975,12.8256666667,20.0054166667,8.78258333334,8.38375,24.01275,14.4255833333,16.2800833333,10.6208333333
424.73,12.1320833333,20.44075,12.8098333333,20.0346666667,8.76204166667,8.36070833333,24.0164166667,14.421375,16.2979166666,10.63375
425.08,12.1115,20.4478333334,12.7941666667,20.02775,8.73370833332,8.33179166667,23.9898333333,14.38075,16.2634583334,10.5773333333
425.44,12.1630833333,20.5419166666,12.865875,20.11975,8.79495833333,8.36808333334,24.0661666667,14.4411666667,16.3341666666,10.6218333333
425.80,12.1560833333,20.5779166667,12.860625,20.1406666666,8.80429166667,8.367125,24.06275,14.4373333333,16.3550416667,10.6164166667
426.16,12.209,20.6895833333,12.913625,20.2384166667,8.86512499999,8.41204166667,24.12625,14.505375,16.4434166666,10.6654166667
426.51,12.2556666667,20.7823333333,12.9629583333,20.32625,8.91608333334,8.444375,24.21825,14.5509166667,16.5074583333,10.7096666667
426.87,12.27575,20.8561666667,13.0039583333,20.3894166666,8.9555,8.45129166666,24.28125,14.5799583333,16.5854166667,10.7165833333
427.23,12.32325,20.9315,13.0618333333,20.4555,8.98920833332,8.486375,24.3070833334,14.6070416667,16.6604166667,10.76225
427.58,12.3471666667,20.9628333334,13.0716666667,20.474,8.99108333334,8.47133333333,24.3128333333,14.5987916667,16.6692916667,10.7485
427.94,12.32575,21.0263333333,13.0869583333,20.5096666667,8.99241666667,8.45195833333,24.3388333333,14.595625,16.6752083333,10.7194166667
428.30,12.357,21.1018333333,13.1234166667,20.5804166667,9.00691666668,8.47733333334,24.41125,14.642625,16.7316666667,10.7701666667
428.65,12.3835833333,21.1635,13.1822083333,20.6236666666,9.04362500001,8.50920833333,24.4488333334,14.6895833333,16.7979583333,10.8055
429.01,12.43675,21.2558333333,13.2354583333,20.6933333333,9.0855,8.54683333333,24.48775,14.7407916667,16.863375,10.8679166667
429.37,12.45075,21.3269166666,13.2969166667,20.7605,9.11750000001,8.594,24.5123333333,14.7712916667,16.9413333334,10.9188333333
429.72,12.5015,21.421,13.4125833333,20.85625,9.13854166666,8.63054166667,24.586,14.8094166667,17.0069583333,10.9793333333
430.08,12.4854166667,21.4281666667,13.41325,20.847,9.12237500001,8.61520833333,24.5798333333,14.7725,16.9950416667,10.9201666667
430.44,12.4830833333,21.4423333333,13.4010833333,20.8514166666,9.06458333333,8.55916666666,24.5900833333,14.7729166666,17.0173333333,10.8849166667
430.79,12.4803333333,21.4461666667,13.4165416667,20.8309166667,9.07395833333,8.55520833333,24.5695833333,14.7530833333,17.000125,10.8965
431.15,12.4651666667,21.5143333333,13.424875,20.8625,9.06820833333,8.53229166667,24.5885,14.7666666666,17.0155416667,10.8803333333
431.50,12.471,21.5744166667,13.4904583333,20.9281666667,9.11079166667,8.55866666667,24.6466666667,14.8235833333,17.0839166667,10.92775
431.86,12.4700833333,21.59425,13.512125,20.9589166667,9.114625,8.553,24.673,14.825625,17.1160416666,10.9379166667
432.22,12.45975,21.6315,13.54225,20.98675,9.12024999999,8.55029166667,24.65825,14.8357916666,17.1305,10.9088333333
432.57,12.4805833333,21.6989166667,13.5817083333,21.0361666667,9.15266666666,8.59283333334,24.69975,14.8675416667,17.1792083333,10.92175
432.93,12.5251666667,21.77875,13.6744166667,21.1133333333,9.20554166667,8.66395833333,24.7650833333,14.932125,17.2577916667,10.9615
433.29,12.4936666667,21.7666666667,13.63225,21.09225,9.176875,8.61916666667,24.72575,14.8914166667,17.2235416667,10.90725
433.64,12.4809166667,21.806,13.6153333333,21.1119166667,9.15837499999,8.60945833334,24.73025,14.889875,17.2173333333,10.883
434.00,12.4929166667,21.8330833334,13.6588333333,21.1414166667,9.17149999999,8.61654166667,24.75325,14.9196666667,17.2482083333,10.9298333333
434.35,12.5435833333,21.9188333333,13.7307916666,21.2316666666,9.23904166667,8.68229166667,24.8240833333,14.9788333333,17.3099583333,10.982
434.71,12.57075,21.9524166667,13.7447916667,21.2703333333,9.24858333333,8.68258333334,24.8475833333,14.9860416667,17.33425,10.962
435.07,12.5465,21.9250833333,13.7454583333,21.26625,9.22745833332,8.65454166666,24.82225,14.9734583333,17.3547916667,10.9439166667
435.42,12.5323333333,21.9556666666,13.7709583333,21.2969166667,9.22420833334,8.65712499999,24.8265,14.972125,17.3887083333,10.9233333333
