wavelength,Back_TanLavm,Belly_TanLavm,Breast_TanLavm,Crissum_TanLavm,Crown_TanLavm,DorTail_TanLavm,Patch10_TanLavm,Rump_TanLavm,Throat_TanLavm,WingTip_TanLavm
329.51,5.51538095238,30.8401666666,11.299,8.26833333334,1.95183333333,4.36833333334,2.62266666667,5.34466666666,31.4578333333,7.9215
329.88,5.70253571429,31.0605,11.499,8.46683333333,2.17383333333,4.48133333333,2.86416666666,5.515,31.64,8.00916666666
330.24,5.8121547619,31.259,11.6798333334,8.66033333334,2.1815,4.55416666667,2.832,5.66383333333,31.6915,8.07866666667
330.61,5.83803571428,31.5081666666,11.8861666667,8.89666666667,2.31766666667,4.70766666667,2.86366666667,5.69666666667,31.8175,8.08316666667
330.98,5.99358333333,31.8268333333,11.999,9.14166666666,2.35283333333,4.72083333333,2.93683333333,5.79466666666,32.0773333333,8.068
331.34,5.99325,31.954,11.8101666667,9.09683333332,2.18816666667,4.55783333334,2.84566666667,5.66516666666,32.2638333333,7.98583333333
331.71,6.28121428572,32.0051666667,11.888,9.29433333332,2.345,4.608,3.1205,5.79933333333,32.465,8.16283333333
332.08,6.33263095238,32.3281666666,11.9743333333,9.44666666665,2.46883333333,4.5195,3.39366666667,5.91033333333,32.6143333334,8.174
332.44,6.1783452381,32.4685,11.9288333333,9.60683333335,2.3545,4.42916666667,3.38283333333,5.7625,32.683,8.06983333333
332.81,6.207,32.6391666666,12.0616666666,9.69666666665,2.47616666667,4.48333333334,3.41016666666,5.86433333334,32.99,8.06516666667
333.18,6.14898809523,32.6528333334,11.9948333333,9.45283333335,2.28466666667,4.26616666667,3.2685,5.6695,33.0231666667,7.8415
333.54,5.95478571429,32.7278333333,11.901,9.39599999998,2.17083333333,4.09116666666,3.05066666667,5.44416666666,33.1071666667,7.67766666666
333.91,5.94019047619,32.9928333333,11.9641666666,9.42900000001,2.06766666667,4.18283333333,3.01016666667,5.33183333334,33.2336666666,7.61283333333
334.28,5.96402380951,33.1906666667,11.9958333333,9.44016666665,2.15883333333,4.23633333333,3.15683333334,5.4615,33.6796666667,7.668
334.64,5.87271428572,33.4408333333,11.8111666666,9.325,2.00333333333,4.15383333334,3.20783333333,5.37866666666,33.8535,7.61683333333
335.01,5.68803571429,33.5253333334,11.7481666667,9.16466666668,1.87133333333,3.9945,3.12333333334,5.273,33.9193333334,7.44566666666
335.38,5.43701190477,33.5811666666,11.657,8.9745,1.67416666667,3.825,2.95666666666,5.07816666667,33.715,7.26783333334
335.74,5.30432142857,33.9366666666,11.5771666666,8.87833333334,1.51816666667,3.74683333334,2.72783333333,4.963,34.0436666666,7.07166666667
336.11,5.49732142857,34.2666666666,11.546,9.03016666669,1.5855,3.855,2.76816666666,5.09183333333,34.3626666667,7.11566666666
336.47,5.55594047618,34.5195,11.5211666667,8.97866666666,1.52433333333,4.0165,2.72,5.1455,34.6743333333,7.0715
336.84,5.56125,34.8473333334,11.5103333334,9.01516666666,1.44833333333,4.01216666667,2.62366666666,5.08133333333,34.8318333333,7.09966666667
337.21,5.64635714285,35.1251666667,11.6506666667,9.30066666667,1.6275,4.142,2.81183333333,5.2395,35.0663333334,7.25116666667
337.57,5.83710714285,35.5861666667,11.8836666667,9.44899999999,1.779,4.3615,3.03183333334,5.5155,35.4631666666,7.4575
337.94,5.88941666667,35.801,11.8868333334,9.47416666669,1.91933333334,4.43266666667,3.14083333334,5.697,35.5908333334,7.60683333334
338.31,6.00307142857,36.002,11.8815,9.43100000002,1.865,4.53366666667,3.15683333334,5.592,35.632,7.60866666667
338.67,6.25861904762,36.344,12.0723333334,9.67716666669,2.04833333333,4.71166666666,3.27316666667,5.807,35.9878333333,7.77983333334
339.04,6.39097619049,36.8205,12.172,9.82216666668,2.17216666667,4.8385,3.3785,5.90033333333,36.3198333333,7.90033333334
339.40,6.51675,37.1348333334,12.2068333333,9.90783333335,2.14266666666,4.87433333334,3.396,5.86616666667,36.633,7.91583333333
339.77,6.59704761905,37.407,12.2623333333,10.0155,2.20516666666,4.9495,3.409,5.94466666667,36.7336666667,7.94133333333
340.14,6.46920238095,37.466,12.1428333333,9.80383333335,1.92983333333,4.7995,3.169,5.772,36.704,7.91216666666
340.50,6.48007142857,37.6771666667,12.1905,9.85233333335,1.891,4.8495,3.16166666666,5.79966666667,36.7565,7.87583333333
340.87,6.44973809523,37.925,12.1363333333,9.84933333335,1.84633333334,4.951,3.23633333333,5.82433333333,36.8765,7.86916666667
341.23,6.56058333333,38.2231666667,12.2165,9.94516666666,1.90383333333,5.0665,3.28116666667,5.9925,37.0428333333,7.95433333333
341.60,6.64080952381,38.3453333333,12.2336666667,10.0728333333,1.88,5.16683333334,3.2555,5.952,37.2306666666,7.99533333333
341.96,6.57692857143,38.4981666667,12.0848333334,10.0455,1.73483333333,5.00816666666,3.15983333334,5.842,37.4203333333,7.9325
342.33,6.52151190477,38.726,12.1316666666,10.1436666667,1.75283333333,4.91883333333,3.09333333333,5.8725,37.5511666666,7.91983333333
342.70,6.43314285715,38.8088333333,12.0955,10.0688333333,1.63516666666,4.88,3.0355,5.82566666667,37.5875,7.81633333333
343.06,6.31341666667,38.9431666667,12.0041666667,10.0071666667,1.50433333333,4.76783333333,2.93633333333,5.83166666667,37.6711666667,7.82616666667
343.43,6.40677380952,39.4535,12.1765,10.197,1.665,4.79666666666,3.047,6.01616666666,38.0636666667,7.87316666667
343.79,6.48592857143,39.6783333333,12.2821666666,10.348,1.73166666667,4.78216666666,3.179,6.07416666667,38.3125,7.92433333334
344.16,6.51923809523,39.9621666666,12.3738333333,10.5263333333,1.9255,4.90316666667,3.3155,6.19466666667,38.7253333333,8.01366666666
344.52,6.37971428572,40.2135,12.3225,10.3986666667,1.8955,4.64483333333,3.23566666666,6.10083333334,38.9198333333,7.96833333333
344.89,6.25229761905,40.4528333334,12.243,10.3078333333,1.71816666667,4.424,3.09133333334,5.9735,39.0895,7.73983333333
345.25,6.07966666667,40.5958333333,12.0946666666,10.138,1.5165,4.2375,2.97183333333,5.76383333334,39.234,7.55883333334
345.62,5.99035714285,40.8625,12.0726666667,10.0521666666,1.47016666667,4.07366666667,2.93266666667,5.76,39.3623333333,7.489
345.99,6.03152380951,41.2258333333,12.2458333333,10.1193333333,1.48533333333,4.10283333333,2.8655,5.7835,39.708,7.48166666667
346.35,6.11530952382,41.5753333334,12.271,10.1976666667,1.5695,4.1675,2.851,5.85983333333,40.0105,7.51733333334
346.72,5.998,41.8026666666,12.1453333333,10.17,1.4645,4.016,2.72983333333,5.767,40.0561666667,7.46533333333
347.08,6.02116666666,42.0123333333,12.1391666667,10.2236666667,1.42583333333,4.0075,2.73583333333,5.67333333334,40.2861666666,7.35916666667
347.45,5.99094047618,42.0675,12.1183333334,10.2235,1.36083333334,4.13016666666,2.729,5.70033333333,40.3413333334,7.348
347.81,5.85483333333,42.1341666667,11.979,10.003,1.17216666666,4.06783333333,2.62116666667,5.52933333333,40.2968333333,7.2635
348.18,5.72813095239,42.267,11.9481666667,9.80416666667,1.00666666667,3.85266666666,2.49633333333,5.34266666667,40.196,7.006
348.54,5.89970238095,42.6375,12.0796666667,9.97483333335,1.05233333333,4.00433333334,2.57483333333,5.4985,40.4898333333,7.101
348.91,6.05433333334,42.983,12.2198333333,10.1876666666,1.17616666666,4.024,2.64016666667,5.60566666667,40.8183333333,7.20233333333
349.27,6.01453571429,43.1731666667,12.1398333333,10.2101666667,1.126,4.00366666666,2.5425,5.538,40.9685,7.12716666666
349.64,6.04161904761,43.306,11.9976666667,10.2736666667,1.15916666667,4.035,2.52966666667,5.49766666667,41.0696666667,7.0575
350.00,6.11346428572,43.6146666667,11.9531666666,10.3606666667,1.15416666667,4.01983333333,2.53133333334,5.58016666666,41.1726666667,6.95483333333
350.37,6.04238095238,43.7363333333,11.8658333333,10.2306666667,0.9735,3.814,2.452,5.43733333334,41.203,6.74333333334
350.73,6.17767857143,44.1775,11.9656666666,10.3691666666,1.087,3.932,2.51416666667,5.57533333333,41.6531666667,6.79216666667
351.10,6.20689285715,44.4055,11.9743333333,10.355,1.1135,3.934,2.50183333333,5.68433333333,41.8111666666,6.76383333334
351.46,6.0941547619,44.526,11.8225,10.1971666667,1.02216666667,3.65,2.29133333333,5.50766666667,41.9706666667,6.6005
351.83,6.0983452381,44.8476666667,11.8638333334,10.3553333333,1.11316666667,3.61716666666,2.2845,5.62,42.262,6.533
352.19,6.24664285715,45.2425,11.9045,10.5386666667,1.24633333333,3.80316666667,2.399,5.75033333333,42.5851666667,6.66883333333
352.55,6.26355952382,45.4588333333,11.7996666667,10.5396666666,1.18166666666,3.8685,2.41083333333,5.69433333333,42.8481666667,6.62866666667
352.92,6.33719047619,45.6466666667,11.8585,10.5711666667,1.23033333333,4.0495,2.50083333334,5.77016666667,43.0915,6.71516666667
353.28,6.56628571428,46.14,12.0615,10.7943333333,1.36266666667,4.1905,2.73216666666,6.012,43.473,6.86233333333
353.65,6.71790476192,46.577,12.2321666667,10.956,1.46266666667,4.31466666666,2.83366666666,6.1115,43.8816666667,7.04233333333
354.01,6.75222619049,46.732,12.2103333334,10.854,1.4765,4.36333333334,2.844,6.00316666667,44.1191666667,7.13033333333
354.38,6.6259047619,46.7966666667,12.0583333333,10.8341666667,1.40066666667,4.29133333334,2.8325,5.88383333333,44.1853333334,7.1285
354.74,6.48353571428,46.9551666667,11.917,10.6598333333,1.29433333334,4.0565,2.694,5.67533333333,44.2873333334,7.064
355.11,6.40917857143,47.1305,11.8346666666,10.6396666667,1.29183333334,4.02583333333,2.62883333333,5.55816666667,44.3683333333,7.03933333333
355.47,6.45858333333,47.4991666667,11.8038333333,10.7373333334,1.33566666666,4.13933333334,2.76366666667,5.64116666667,44.622,7.13033333333
355.83,6.45305952381,47.826,11.6971666667,10.6881666667,1.303,4.14,2.72166666667,5.6015,44.8925,7.11683333334
356.20,6.42571428571,48.0011666667,11.5515,10.5773333333,1.28883333333,4.11483333333,2.67066666667,5.579,44.9976666667,7.03566666666
356.56,6.42869047618,48.2236666667,11.5635,10.593,1.34833333334,4.11316666667,2.63966666666,5.547,45.1798333333,6.9985
356.93,6.3400952381,48.3428333334,11.3903333334,10.4928333333,1.328,4.075,2.57583333333,5.44,45.1675,6.94316666667
357.29,6.28501190476,48.6236666666,11.2343333333,10.3795,1.30516666667,4.11383333334,2.4715,5.33233333333,45.3163333333,6.976
357.66,6.27783333333,48.8365,11.2011666666,10.281,1.28333333334,4.17483333334,2.48283333333,5.34966666666,45.4773333334,6.9445
358.02,6.14625,48.9488333333,11.0281666666,10.2391666667,1.22916666666,4.087,2.39866666667,5.28066666667,45.4726666666,6.80033333333
358.38,6.26973809524,49.3586666667,11.0236666666,10.2491666666,1.329,4.20533333334,2.43783333333,5.4045,45.8838333333,6.85533333333
358.75,6.29704761905,49.5101666666,10.9351666666,10.182,1.28816666667,4.25483333334,2.45666666666,5.3615,46.032,6.81666666667
359.11,6.38736904763,49.7675,10.8691666666,10.225,1.32016666667,4.30533333333,2.52,5.361,46.3196666667,6.841
359.48,6.53007142856,50.0968333333,10.9431666667,10.279,1.38933333333,4.33066666667,2.56066666667,5.386,46.6555,6.9345
359.84,6.68692857145,50.4463333333,11.0298333334,10.366,1.53433333333,4.426,2.686,5.46516666667,46.9953333334,7.10216666667
360.20,6.81570238096,50.7873333334,11.1405,10.4713333333,1.61416666667,4.47333333333,2.7745,5.5655,47.2568333333,7.31016666667
360.57,6.84969047616,51.0316666666,11.0703333333,10.4886666667,1.66883333333,4.47883333334,2.82566666667,5.60266666666,47.4315,7.38933333333
360.93,6.92308333335,51.3673333334,11.0925,10.5446666666,1.7105,4.54966666667,2.8935,5.672,47.7816666667,7.47566666667
361.29,6.94372619049,51.5323333333,11.1066666667,10.5491666667,1.74666666666,4.55183333333,2.90683333334,5.64216666667,47.924,7.48583333334
361.66,6.9491190476,51.648,11.037,10.5648333334,1.72716666667,4.48666666667,2.92233333334,5.54916666667,48.001,7.4615
362.02,7.02144047616,51.8083333334,11.0726666667,10.591,1.767,4.49883333333,2.9935,5.58216666666,48.1381666667,7.519
362.39,7.05880952384,51.8381666666,11.099,10.6151666667,1.77533333333,4.531,3.03033333333,5.5605,48.1966666667,7.56016666667
362.75,7.08975,52.0176666667,11.135,10.6528333333,1.78583333333,4.595,3.04066666667,5.60066666667,48.3873333333,7.57966666667
363.11,7.11905952382,52.2455,11.174,10.6236666667,1.77916666667,4.597,3.00516666666,5.63433333334,48.5348333333,7.59066666667
363.48,7.0108452381,52.2933333333,11.0461666667,10.4885,1.65916666667,4.48633333334,2.908,5.5125,48.4666666666,7.41716666667
363.84,6.88104761906,52.3443333333,10.9233333333,10.3586666667,1.47483333333,4.39016666667,2.75383333333,5.43866666667,48.5008333334,7.31283333333
364.20,6.75788095239,52.3556666666,10.7925,10.3221666667,1.392,4.3485,2.67116666667,5.32783333334,48.5505,7.19
364.57,6.6548690476,52.3683333333,10.7425,10.1911666667,1.27183333333,4.30466666666,2.63033333333,5.25116666667,48.591,7.10416666666
364.93,6.60607142859,52.4135,10.6786666666,10.0498333333,1.20766666666,4.23683333333,2.50633333333,5.146,48.5598333333,6.9585
365.29,6.59484523812,52.31,10.6666666667,10.0266666667,1.195,4.23283333333,2.469,5.17266666667,48.6611666667,6.91233333333
365.66,6.50449999999,52.3758333333,10.5966666667,9.93249999999,1.16866666667,4.17883333333,2.348,5.19866666666,48.6896666667,6.91683333334
366.02,6.40657142856,52.377,10.503,9.87299999998,1.06783333333,4.118,2.259,5.10716666666,48.786,6.87066666667
366.38,6.3879761905,52.4496666667,10.4401666667,9.8395,1.04483333333,4.08633333334,2.25533333333,5.108,48.786,6.809
366.75,6.42546428571,52.514,10.4373333333,9.83716666669,1.11516666666,4.06316666666,2.321,5.15533333333,48.8735,6.8675
367.11,6.27929761905,52.4333333333,10.3128333333,9.70850000002,1.0135,3.96866666666,2.28583333333,5.014,48.8123333333,6.74
367.47,6.19684523811,52.513,10.2323333333,9.64566666667,0.934166666667,3.96116666667,2.18566666666,4.91833333334,48.8896666667,6.7035
367.84,6.28401190475,52.6271666666,10.2686666667,9.70166666666,1.05333333333,4.09266666667,2.29866666666,4.94766666666,48.9965,6.74433333333
368.20,6.32215476189,52.7888333333,10.2355,9.60983333332,1.03216666667,4.12716666667,2.292,4.947,49.1601666666,6.747
368.56,6.3561904762,52.8101666667,10.124,9.62533333331,1.06783333333,4.12383333333,2.23416666667,4.9475,49.2133333334,6.73983333333
368.93,6.40742857142,52.9586666667,10.0518333333,9.67516666665,1.12616666666,4.145,2.33433333333,4.94466666667,49.299,6.76366666667
369.29,6.46373809525,53.1413333334,10.0345,9.69999999998,1.1835,4.11833333333,2.38533333333,4.954,49.309,6.73866666667
369.65,6.5496190476,53.2845,10.0756666667,9.78450000002,1.26233333333,4.17316666667,2.4705,5.01216666667,49.4755,6.715
370.01,6.71233333335,53.4485,10.1501666667,9.90250000001,1.45283333334,4.34816666666,2.64416666667,5.16233333333,49.583,6.83816666667
370.38,6.71510714285,53.6488333333,10.0641666667,9.87216666666,1.5005,4.339,2.63966666667,5.1135,49.6401666667,6.85816666666
370.74,6.72271428573,53.7928333333,9.99700000001,9.89683333333,1.53033333333,4.34266666667,2.59633333333,5.072,49.6563333334,6.84416666667
371.10,6.82389285714,54.0,10.027,9.95166666666,1.657,4.37783333334,2.694,5.16066666666,49.7916666667,6.9325
371.46,6.97582142855,54.066,10.0643333333,10.017,1.82766666666,4.53516666667,2.89766666666,5.296,49.954,7.0555
371.83,6.9916190476,54.0061666667,9.93999999998,9.92099999998,1.825,4.384,2.89366666667,5.22566666667,49.8898333333,6.966
372.19,6.97466666665,53.8826666666,9.80683333333,9.82083333332,1.793,4.303,2.82516666666,5.12783333333,49.7906666667,6.89733333333
372.55,7.00897619046,54.0341666666,9.75866666669,9.76633333333,1.81816666666,4.29633333333,2.89116666666,5.104,49.8861666666,6.96416666667
372.92,7.00372619048,53.9425,9.69816666666,9.7075,1.795,4.23283333333,2.90183333333,5.10533333334,49.8775,6.96233333333
373.28,7.0138690476,53.8565,9.55183333331,9.58416666666,1.77483333334,4.16833333334,2.93433333333,5.0255,49.8713333333,6.98933333333
373.64,6.92171428573,53.756,9.319,9.30016666666,1.69333333334,4.13266666667,2.83483333334,4.84933333333,49.8683333334,6.878
374.00,6.78778571427,53.8218333333,9.06766666667,8.97633333332,1.60516666666,4.0095,2.71566666667,4.68016666667,49.8561666667,6.767
374.37,6.7222857143,53.6763333333,8.9305,8.82100000001,1.5715,3.98583333334,2.68566666666,4.58866666667,49.8213333333,6.74733333333
374.73,6.63835714286,53.5761666666,8.73433333333,8.6705,1.53783333334,3.97316666666,2.702,4.4705,49.7911666666,6.71733333334
375.09,6.62977380951,53.5555,8.56716666666,8.57483333334,1.55983333333,4.01,2.67866666667,4.37233333333,49.8001666667,6.758
375.45,6.60449999999,53.4998333333,8.45883333333,8.52083333333,1.60966666666,4.04716666667,2.6985,4.3645,49.6901666667,6.821
375.81,6.5543452381,53.4846666666,8.34483333333,8.3765,1.60733333333,4.10066666667,2.65716666667,4.32933333334,49.6861666667,6.8665
376.18,6.51134523809,53.5225,8.19483333333,8.25466666666,1.62983333333,4.062,2.67333333334,4.22516666667,49.7031666666,6.82933333334
376.54,6.45721428571,53.4553333333,7.99816666667,8.09716666667,1.64066666667,4.0095,2.64183333333,4.13216666667,49.6045,6.799
376.90,6.39641666666,53.4205,7.87783333333,7.99533333334,1.678,4.028,2.6425,4.07866666666,49.565,6.81233333334
377.26,6.25767857143,53.3365,7.6675,7.77,1.61916666666,4.03033333334,2.55533333334,4.00016666667,49.4671666667,6.7715
377.63,6.16513095238,53.3038333333,7.52433333333,7.666,1.551,3.9255,2.54966666666,3.86966666667,49.3873333333,6.78216666667
377.99,6.1335,53.1023333333,7.413,7.60566666667,1.48566666667,3.81983333333,2.55983333333,3.82283333334,49.3456666667,6.76233333333
378.35,6.08671428572,53.0713333333,7.28616666667,7.484,1.43416666666,3.74833333334,2.53566666667,3.733,49.3228333334,6.74633333334
378.71,6.11205952382,52.9353333333,7.252,7.38183333333,1.4515,3.79333333334,2.5835,3.72583333333,49.1628333333,6.79983333333
379.07,6.12514285715,52.8683333333,7.17,7.26566666667,1.43083333333,3.80916666666,2.59533333333,3.71633333334,49.122,6.825
379.44,6.14311904762,52.7941666666,7.08466666667,7.17616666666,1.46283333333,3.8015,2.63033333333,3.68966666666,49.0931666667,6.89233333334
379.80,6.09155952382,52.7066666667,6.97816666667,7.12216666667,1.457,3.792,2.63233333333,3.60533333333,49.0396666667,6.87083333333
380.16,6.10829761905,52.6125,6.923,7.134,1.50916666667,3.91083333333,2.7075,3.6805,48.9496666667,6.94733333334
380.52,6.05752380952,52.3486666666,6.8545,7.05416666667,1.463,3.88066666667,2.67516666667,3.61583333333,48.752,6.85583333334
380.88,6.08097619048,52.2651666667,6.80833333333,7.00183333334,1.472,3.8485,2.69466666667,3.62016666666,48.6971666667,6.85033333333
381.24,6.0824047619,52.2471666667,6.75716666666,6.9955,1.496,3.7715,2.69983333333,3.57483333333,48.6748333333,6.793
381.61,6.12952380951,52.1651666667,6.70966666667,7.00783333333,1.54283333333,3.7955,2.7425,3.614,48.5948333333,6.78766666667
381.97,6.23191666666,52.2785,6.7235,7.13966666667,1.6785,3.99783333334,2.84333333333,3.70433333334,48.5928333334,6.86966666667
382.33,6.32346428571,52.087,6.7665,7.2575,1.79783333333,4.15666666667,2.95483333333,3.81033333334,48.4758333333,6.933
382.69,6.35160714285,52.1405,6.736,7.29033333333,1.85183333334,4.15933333334,2.94783333333,3.8795,48.5901666666,6.90783333333
383.05,6.32386904762,51.9108333333,6.67233333333,7.288,1.85533333333,4.13766666666,2.96266666667,3.848,48.3646666666,6.85566666667
383.41,6.21813095238,51.716,6.5655,7.1995,1.766,4.05733333334,2.895,3.73716666666,48.1128333333,6.7345
383.77,6.17291666666,51.6,6.50683333333,7.16933333334,1.745,4.042,2.90533333333,3.72316666667,47.9951666667,6.74016666667
384.14,6.22685714285,51.56,6.54716666667,7.20183333333,1.77866666666,4.02166666667,2.95833333333,3.75033333333,47.9581666667,6.791
384.50,6.27982142857,51.4696666666,6.60133333333,7.233,1.83383333333,4.05683333333,3.02266666666,3.78366666667,47.9333333333,6.87116666667
384.86,6.12410714285,51.3308333334,6.44316666667,7.10916666666,1.73316666667,3.96066666667,2.88933333334,3.62783333334,47.79,6.83866666667
385.22,6.10783333333,51.2485,6.41233333333,7.103,1.72066666667,3.99583333333,2.86166666667,3.63216666667,47.7735,6.89333333334
385.58,6.08245238095,51.2093333334,6.38516666667,7.08316666667,1.74183333334,4.00133333333,2.83183333334,3.591,47.7395,6.91333333334
385.94,6.01785714285,50.998,6.37016666666,6.9585,1.696,3.96133333333,2.81416666666,3.51783333334,47.5516666667,6.90433333333
386.30,5.93598809523,50.9396666667,6.315,6.84716666667,1.606,3.88333333333,2.75433333333,3.43666666667,47.4713333334,6.87133333334
386.66,5.87294047619,50.6965,6.25766666667,6.79,1.50966666667,3.81383333333,2.73866666666,3.34966666667,47.2436666667,6.85516666667
387.03,5.82989285715,50.67,6.24816666666,6.74933333333,1.49916666667,3.78116666666,2.72683333334,3.35366666667,47.1641666667,6.86333333333
387.39,5.8575,50.612,6.27583333334,6.751,1.52266666666,3.79816666667,2.72366666667,3.38716666667,47.1695,6.87433333333
387.75,5.92578571428,50.4133333333,6.32716666667,6.77266666667,1.57583333333,3.85883333334,2.755,3.4175,47.0145,6.91483333334
388.11,5.858,50.1685,6.276,6.67166666666,1.53866666667,3.7935,2.6745,3.38433333333,46.846,6.84933333333
388.47,5.82505952381,50.1465,6.23916666666,6.62166666666,1.51366666667,3.78316666667,2.651,3.3695,46.7158333333,6.81566666667
388.83,5.8975,50.0431666667,6.3185,6.643,1.54233333333,3.85966666666,2.71683333333,3.46033333333,46.6031666667,6.85716666666
389.19,5.89783333333,49.838,6.33,6.63466666666,1.53966666667,3.84766666667,2.7545,3.46016666667,46.3586666667,6.86883333333
389.55,5.8936547619,49.5473333333,6.33516666667,6.646,1.52516666667,3.82,2.74733333333,3.48783333333,46.0733333333,6.8675
389.91,5.85644047618,49.3885,6.2615,6.6105,1.518,3.81416666666,2.678,3.49033333334,45.9345,6.8745
390.27,5.8145952381,49.311,6.20866666666,6.5415,1.53416666667,3.79016666666,2.652,3.49133333333,45.8038333333,6.84116666666
390.63,5.77053571428,49.2523333333,6.14366666667,6.47516666667,1.5445,3.79133333334,2.63833333333,3.45933333333,45.745,6.8115
391.00,5.70327380952,49.0433333333,6.0725,6.39916666666,1.487,3.75933333334,2.59,3.37083333333,45.6336666667,6.76333333333
391.36,5.67770238095,48.9326666667,6.00366666666,6.34933333334,1.4745,3.742,2.58483333334,3.35533333334,45.5408333334,6.75483333333
391.72,5.63014285715,48.8636666667,5.91766666666,6.29016666666,1.4195,3.66766666667,2.534,3.34416666667,45.4186666666,6.71983333333
392.08,5.60071428572,48.8003333333,5.85233333333,6.25366666666,1.39916666667,3.64266666666,2.52133333333,3.27716666666,45.3701666667,6.726
392.44,5.58508333334,48.6501666667,5.78116666667,6.20216666666,1.3915,3.61616666666,2.5025,3.25433333333,45.2555,6.71116666667
392.80,5.57764285715,48.4361666666,5.69783333333,6.13483333334,1.41383333333,3.60733333333,2.4815,3.22033333333,45.0976666666,6.6785
393.16,5.61488095238,48.3918333334,5.65866666667,6.0795,1.46516666667,3.65716666666,2.51233333334,3.23133333333,45.0356666667,6.68033333333
393.52,5.59494047618,48.287,5.583,5.99966666667,1.49066666667,3.6875,2.54933333333,3.2125,44.9431666667,6.6895
393.88,5.61620238095,48.2376666667,5.583,5.967,1.50033333333,3.64833333334,2.5735,3.17583333333,44.923,6.65433333333
394.24,5.60567857143,48.083,5.5355,5.92416666667,1.46866666666,3.60166666666,2.57066666666,3.12016666667,44.8676666666,6.64716666667
394.60,5.64885714285,47.9103333333,5.51833333333,5.89666666667,1.4905,3.60783333333,2.59833333333,3.12616666667,44.7153333334,6.703
394.96,5.70375,47.8518333333,5.49183333334,5.8735,1.5475,3.6365,2.66983333333,3.14966666667,44.6365,6.794
395.32,5.73323809524,47.6506666667,5.43916666666,5.803,1.59433333333,3.683,2.719,3.1375,44.4493333333,6.835
395.68,5.67951190477,47.5685,5.32916666666,5.6955,1.576,3.66116666667,2.71966666666,3.03783333334,44.38,6.83733333333
396.04,5.69370238095,47.4145,5.2575,5.637,1.61866666667,3.73216666666,2.77383333334,3.04516666667,44.1818333333,6.86233333333
396.40,5.67472619048,47.3165,5.161,5.59866666667,1.6385,3.73433333333,2.8005,3.00883333333,44.0495,6.90033333333
396.76,5.68413095238,47.2546666666,5.12833333334,5.58283333333,1.68316666667,3.76233333333,2.86583333333,2.994,43.954,6.98066666667
397.12,5.64198809523,47.1033333333,5.0455,5.512,1.6765,3.72283333333,2.85383333333,2.9395,43.8575,7.01183333333
397.48,5.68411904762,47.0128333334,5.00416666667,5.465,1.696,3.74266666667,2.89383333333,2.89766666667,43.785,7.06883333333
397.84,5.6255,46.8563333334,4.87566666666,5.36316666667,1.65566666666,3.71966666666,2.89216666667,2.84416666667,43.6411666667,7.06183333334
398.20,5.67111904761,46.7201666667,4.83866666667,5.35483333333,1.709,3.80166666666,2.94766666666,2.8695,43.4996666667,7.15566666667
398.56,5.60396428572,46.6161666667,4.725,5.27483333333,1.67166666666,3.76866666667,2.8775,2.80366666666,43.4073333333,7.10833333333
398.92,5.52823809523,46.489,4.60383333333,5.162,1.62116666666,3.70316666667,2.7905,2.7275,43.323,7.0285
399.28,5.4809047619,46.5096666666,4.51783333333,5.12766666667,1.58666666667,3.65616666667,2.767,2.68766666666,43.339,7.03516666666
399.64,5.48851190476,46.3176666667,4.50933333334,5.07683333333,1.61316666667,3.68933333333,2.8055,2.68566666667,43.1856666667,7.047
400.00,5.39705952381,46.2348333333,4.40433333333,4.96866666666,1.531,3.61416666667,2.7365,2.5975,43.1656666666,6.99716666667
400.36,5.273,46.0126666666,4.27333333333,4.79933333333,1.39716666667,3.52183333334,2.63216666667,2.47733333333,43.0005,6.90116666667
400.72,5.15939285715,45.7841666667,4.14966666667,4.66883333333,1.28616666667,3.40666666667,2.51733333333,2.356,42.8021666666,6.76566666667
401.08,5.1300952381,45.6636666667,4.09666666666,4.61283333333,1.27216666667,3.4,2.52533333333,2.3335,42.6878333333,6.73733333334
401.44,5.07588095238,45.5921666667,4.00833333333,4.5445,1.24183333334,3.36883333334,2.48833333333,2.32483333333,42.617,6.699
401.80,5.11058333333,45.5305,3.98,4.5655,1.2925,3.3625,2.52183333333,2.32583333333,42.5056666667,6.73216666667
402.16,5.04188095239,45.4595,3.87266666667,4.46383333333,1.2545,3.29716666667,2.423,2.255,42.4015,6.68366666666
402.52,5.0555,45.405,3.855,4.4365,1.30666666666,3.3195,2.471,2.26883333333,42.3141666666,6.66566666667
402.88,5.09695238095,45.3386666666,3.86733333333,4.43583333334,1.34133333334,3.34633333333,2.52716666666,2.313,42.2128333334,6.724
403.24,5.04595238095,45.1506666666,3.81583333333,4.3445,1.317,3.31133333333,2.48,2.2835,42.0071666667,6.67516666667
403.60,5.05591666667,45.1015,3.791,4.35266666666,1.33333333334,3.32016666667,2.45433333333,2.32733333333,41.9503333334,6.68933333333
403.95,5.10527380951,45.0591666667,3.85816666667,4.42766666666,1.424,3.374,2.5305,2.40216666667,41.8518333334,6.7465
404.31,5.20644047618,45.0196666666,3.95033333334,4.50016666667,1.55933333333,3.5015,2.62816666666,2.51516666667,41.8243333333,6.843
404.67,5.26382142856,44.9875,3.96716666667,4.50033333333,1.63316666667,3.54016666667,2.70833333334,2.57483333333,41.7926666666,6.88083333333
