wavelength,Back_TanCayf,Belly_TanCayf,Breast_TanCayf,Crissum_TanCayf,Crown_TanCayf,DorTail_TanCayf,Patch10_TanCayf,Patch11_TanCayf,Patch12_TanCayf,Rump_TanCayf,Throat_TanCayf,WingTip_TanCayf
364.20,5.80033333333,15.9773333333,11.0280833333,9.15558333334,4.29095,6.2545,6.51433333333,6.1045,12.0577083333,7.84078125,12.2550833333,7.08675
364.57,5.83516666667,15.9983333333,11.0279166667,9.17475,4.27028333333,6.26358333334,6.533,6.11475,12.0904583333,7.868375,12.2746666667,7.05133333333
364.93,5.83125,16.0433333333,11.0313333333,9.18233333332,4.22745,6.27808333333,6.54666666666,6.11991666667,12.133,7.891,12.2753333333,7.04625
365.29,5.77066666666,16.0755833333,11.0284166667,9.13249999999,4.14218333333,6.2765,6.53058333334,6.06858333333,12.0897083333,7.88316666666,12.175,7.00633333333
365.66,5.8065,16.1273333334,11.0803333333,9.19158333333,4.15741666667,6.32908333333,6.57916666666,6.132,12.1846666667,7.949875,12.1760833334,6.99191666667
366.02,5.75925,16.1495833334,11.1015,9.17916666667,4.07453333333,6.2575,6.53458333334,6.09575,12.2109583333,7.90326041667,12.2359166667,6.93791666667
366.38,5.55016666667,16.0284166667,10.9525833333,8.96341666668,3.8909,6.01608333333,6.32516666666,5.94258333333,11.98675,7.72297916667,12.0795,6.75141666666
366.75,5.54616666667,16.1114166667,10.991,8.957,3.8847,6.01575,6.30191666666,5.92008333333,12.0116666667,7.69482291667,12.1435,6.694
367.11,5.55883333333,16.16225,11.016,8.99616666666,3.87075,6.03091666667,6.28566666667,5.90166666667,11.9449583333,7.67421875,12.1785,6.65466666666
367.47,5.46466666666,16.18025,10.9541666667,8.9375,3.76716666667,5.96675,6.1805,5.82208333333,11.8925833333,7.62592708333,12.1094166667,6.52683333333
367.84,5.53083333333,16.29675,11.09875,9.02483333334,3.8439,6.07858333333,6.25583333333,5.846,12.0046666667,7.75610416666,12.19175,6.55616666666
368.20,5.58275,16.3919166667,11.15725,9.11783333334,3.94751666667,6.11575,6.33183333334,5.89925,12.0549583333,7.79041666667,12.25175,6.60941666667
368.56,5.72158333333,16.5275,11.3135,9.26383333333,4.1382,6.28483333333,6.46558333333,6.06466666667,12.1831666667,7.94173958333,12.4323333333,6.77366666667
368.93,5.7625,16.5654166667,11.3293333333,9.23049999999,4.18006666667,6.24958333333,6.43325,6.08808333333,12.1604583333,7.9550625,12.5018333333,6.79583333333
369.29,5.816,16.64175,11.4078333333,9.27966666668,4.2329,6.24316666667,6.43125,6.13983333333,12.1412083333,7.97302083333,12.523,6.81775
369.65,5.82333333333,16.7190833333,11.4668333333,9.29683333334,4.25118333333,6.26983333333,6.41575,6.14483333333,12.1547083334,7.954,12.5468333333,6.86308333334
370.01,5.909,16.8430833334,11.5605,9.37441666665,4.33708333333,6.36908333333,6.46316666667,6.22391666667,12.214625,8.0085625,12.5949166667,6.93525
370.38,6.00175,16.935,11.6955,9.45641666668,4.4177,6.48391666667,6.53591666666,6.28658333333,12.366,8.09821875,12.7425,7.02725
370.74,6.093,16.97975,11.8005833333,9.49200000002,4.46998333333,6.54225,6.62308333333,6.3685,12.446,8.18039583333,12.80675,7.15583333333
371.10,6.159,17.0243333333,11.8740833333,9.53191666668,4.52465,6.60825,6.68458333333,6.3925,12.5308333333,8.27790625,12.8754166667,7.2145
371.46,6.25675,17.09125,11.9805833334,9.58875000001,4.5578,6.68858333333,6.76433333333,6.45508333333,12.5968333334,8.36711458334,12.9815,7.29983333334
371.83,6.30866666667,17.14175,12.00275,9.65666666666,4.6065,6.73408333333,6.78641666667,6.53575,12.6830416667,8.41605208333,13.06625,7.37541666667
372.19,6.34583333334,17.2340833333,12.064,9.74041666666,4.65473333333,6.81325,6.85591666667,6.61175,12.7471666667,8.5095,13.1715,7.39208333333
372.55,6.27691666667,17.2913333333,12.0525,9.72933333332,4.5639,6.74616666667,6.82608333334,6.54191666667,12.7115416666,8.456125,13.1724166667,7.30216666667
372.92,6.24441666667,17.2744166667,12.0888333333,9.71849999999,4.51813333334,6.71183333333,6.8175,6.52316666667,12.7214583333,8.43302083333,13.13875,7.25633333333
373.28,6.25083333334,17.3383333334,12.0625833333,9.74316666667,4.53233333333,6.75216666666,6.84133333334,6.55158333333,12.8007916667,8.46532291667,13.2296666667,7.29341666667
373.64,6.26483333333,17.3759166667,12.05625,9.7575,4.50945,6.73141666667,6.87291666667,6.55466666667,12.833,8.494375,13.3085833333,7.25508333333
374.00,6.35475,17.5004166667,12.1754166667,9.89291666667,4.63288333333,6.82791666667,7.02116666667,6.70241666667,12.9740833334,8.62765625,13.4515,7.37741666666
374.37,6.46466666667,17.6579166667,12.2736666667,10.0324166667,4.73086666667,6.90966666667,7.15266666667,6.82508333333,13.1471666667,8.75596875,13.4944166667,7.48416666666
374.73,6.45983333333,17.7796666667,12.272,10.1228333333,4.7649,6.94391666667,7.177,6.83533333333,13.2087916666,8.75357291667,13.5265833333,7.46533333333
375.09,6.34075,17.7148333333,12.1415833333,10.0366666667,4.6274,6.77108333333,7.07783333333,6.77366666667,13.0842916667,8.61233333334,13.4094166667,7.307
375.45,6.33833333333,17.76525,12.1888333333,10.0575,4.61798333333,6.77583333333,7.11491666667,6.803,13.1367916667,8.63842708333,13.5089166667,7.27083333333
375.81,6.27325,17.7510833333,12.175,10.0124166667,4.5269,6.69458333333,7.10283333333,6.73483333333,13.077125,8.55363541667,13.4479166667,7.17316666667
376.18,6.26508333333,17.7024166667,12.1733333333,9.94875,4.46203333333,6.63816666667,7.0545,6.725,13.053,8.5015,13.4095833333,7.12416666666
376.54,6.11325,17.6145,12.0493333333,9.82583333333,4.29561666667,6.484,6.91341666667,6.60916666666,12.941125,8.34863541667,13.26875,7.00391666666
376.90,6.06058333333,17.6735833333,12.03425,9.81491666667,4.26173333333,6.46275,6.88766666667,6.60125,12.9360416667,8.32460416667,13.2795,6.97916666666
377.26,6.09858333334,17.7078333333,12.06225,9.80750000001,4.2665,6.47791666667,6.93325,6.612,12.9342916667,8.33310416667,13.3356666667,6.97408333333
377.63,6.149,17.7406666667,12.1510833333,9.83991666666,4.30945,6.49858333333,6.94408333333,6.65966666667,12.9805833333,8.35361458334,13.36075,7.0115
377.99,6.06725,17.6674166667,12.0591666667,9.72641666666,4.18616666666,6.39141666667,6.839,6.54916666667,12.9266666667,8.26711458334,13.25025,6.87275
378.35,6.00525,17.629,12.0054166667,9.64891666666,4.08821666666,6.32133333333,6.77366666667,6.50091666666,12.8038333333,8.18264583334,13.2480833333,6.77058333333
378.71,6.02666666667,17.6228333334,12.02775,9.65541666666,4.08358333334,6.33316666667,6.79566666667,6.51608333333,12.766875,8.20516666667,13.2909166667,6.78775
379.07,6.1775,17.7926666667,12.2050833333,9.81858333333,4.23318333333,6.51608333333,6.948,6.66966666667,12.9537083333,8.35778125,13.459,6.95225
379.44,6.18308333334,17.8345,12.2293333333,9.83275000002,4.28156666667,6.53891666667,6.95491666667,6.66566666667,12.9740416667,8.36047916666,13.4266666667,6.99
379.80,6.16458333333,17.8669166667,12.2008333333,9.80674999998,4.25683333333,6.51766666667,6.93775,6.65225,12.9978333333,8.33833333333,13.4196666667,6.98275
380.16,6.11666666667,17.9225833333,12.181,9.77358333332,4.20033333333,6.45583333333,6.90025,6.57791666667,12.9828333333,8.24597916667,13.3835,6.93958333333
380.52,6.203,18.0531666667,12.3224166667,9.88100000001,4.31348333333,6.553,7.03158333333,6.65516666667,13.083875,8.38078125,13.50425,7.06033333333
380.88,6.29741666666,18.1613333334,12.3910833333,10.024,4.37773333333,6.63058333333,7.12783333333,6.72941666667,13.197625,8.46934375,13.57925,7.08516666667
381.24,6.26216666667,18.1796666667,12.4023333334,10.0438333333,4.36015,6.58191666667,7.12258333334,6.73633333333,13.209875,8.46284375,13.5255833333,7.04691666667
381.61,6.155,18.1813333333,12.3204166667,10.0095,4.26621666667,6.50566666667,7.08433333333,6.64475,13.164125,8.40278125,13.5100833333,6.9535
381.97,6.184,18.2853333333,12.3994166667,10.095,4.2901,6.54941666666,7.14308333334,6.71275,13.2107083333,8.451625,13.6205,6.9895
382.33,6.19083333333,18.3035833333,12.45875,10.1395833333,4.31556666667,6.578,7.16658333333,6.73866666667,13.2618333333,8.49108333334,13.6479166667,7.00258333334
382.69,6.18375,18.3178333333,12.43425,10.1549166667,4.2823,6.54125,7.17566666667,6.69433333333,13.2655833333,8.46522916667,13.65375,6.9285
383.05,6.1235,18.3315,12.41075,10.1248333333,4.23291666667,6.479,7.12658333333,6.63216666667,13.2133333334,8.40230208333,13.66375,6.87225
383.41,6.145,18.3959166667,12.4481666667,10.1735833333,4.21131666667,6.47875,7.15525,6.67775,13.2283333333,8.42635416667,13.6835833333,6.86091666667
383.77,6.23508333333,18.5605833333,12.5691666667,10.2939166667,4.28735,6.60016666667,7.269,6.76308333333,13.3200833333,8.52690625,13.8415833333,6.94733333333
384.14,6.26233333333,18.6353333334,12.61125,10.3846666667,4.3345,6.66,7.33625,6.83958333333,13.376375,8.6400625,13.9588333334,6.952
384.50,6.32075,18.6941666667,12.62425,10.46025,4.3655,6.73516666667,7.36958333333,6.91166666667,13.4362916667,8.65225,14.0420833333,6.96041666667
384.86,6.33025,18.7214166667,12.6335,10.4334166667,4.34025,6.76141666667,7.36966666667,6.87275,13.4160416666,8.65985416667,14.0619166666,6.9865
385.22,6.36566666667,18.7971666667,12.7005,10.4630833333,4.32295,6.78841666667,7.42633333334,6.87791666667,13.452875,8.67307291667,14.16875,6.995
385.58,6.47066666667,18.9241666666,12.8464166667,10.5644166667,4.41845,6.90575,7.552,7.027,13.5659166667,8.79152083333,14.258,7.0695
385.94,6.46333333333,18.90675,12.8533333333,10.5251666667,4.3864,6.85933333333,7.57283333333,7.02216666667,13.5656666667,8.76586458334,14.2355,7.0315
386.30,6.4225,18.9249166666,12.8050833333,10.4885833333,4.32178333333,6.81358333333,7.57208333333,6.99733333333,13.5089583333,8.7060625,14.1929166667,6.96408333333
386.66,6.4565,19.0033333333,12.9075833333,10.5364166667,4.38833333333,6.87183333334,7.6415,7.09908333333,13.6233333334,8.79173958333,14.2425833333,7.02516666667
387.03,6.46883333333,19.0635833333,12.94575,10.5646666667,4.38865,6.87866666667,7.68916666667,7.13166666666,13.6875833333,8.83448958333,14.24125,7.02741666667
387.39,6.46858333333,19.1111666666,12.9566666667,10.5544166667,4.38338333333,6.90258333333,7.72383333333,7.12758333333,13.7229166667,8.82565625,14.2731666667,7.0325
387.75,6.4585,19.11275,12.9925,10.5405833333,4.38011666667,6.86916666667,7.71558333333,7.1205,13.7624583333,8.80627083333,14.2850833334,6.97475
388.11,6.498,19.1664166667,13.0406666667,10.545,4.4098,6.88916666666,7.77,7.15216666667,13.7838333333,8.81619791667,14.2805,7.00233333334
388.47,6.50216666667,19.2066666667,13.1126666667,10.55725,4.41521666667,6.88541666667,7.80058333334,7.16691666667,13.805125,8.85226041667,14.3033333334,6.9925
388.83,6.58558333334,19.3249166667,13.241,10.6544166667,4.48781666667,6.91158333333,7.90791666667,7.25508333333,13.9077083333,8.95014583334,14.4114166667,7.032
389.19,6.629,19.3796666666,13.3285,10.691,4.51295,6.92416666667,7.934,7.29633333333,13.9555,8.98521874999,14.4128333333,7.02166666667
389.55,6.64075,19.4499166667,13.3235,10.703,4.5114,6.93183333333,7.94041666666,7.30033333333,13.9810833333,8.99206250001,14.4240833333,7.02858333333
389.91,6.72625,19.6145833333,13.4189166667,10.8314166667,4.59556666666,7.05133333334,8.02175,7.39908333333,14.0807916667,9.10470833334,14.56975,7.10791666666
390.27,6.81566666666,19.7365833333,13.5651666667,10.9375833333,4.69523333333,7.16316666667,8.102,7.47691666667,14.2215416667,9.22540625,14.6930833333,7.18433333334
390.63,6.853,19.8080833333,13.6039166667,10.9375,4.6855,7.1825,8.10383333333,7.4835,14.21225,9.24790625001,14.7116666667,7.17033333333
391.00,6.88525,19.8714166667,13.6203333334,10.9605,4.67698333333,7.189,8.10358333333,7.49191666667,14.2325,9.27979166666,14.77225,7.14508333333
391.36,6.97175,19.997,13.7594166666,11.0844166667,4.76658333334,7.24891666667,8.18883333333,7.59225,14.337,9.38789583333,14.8933333333,7.21033333333
391.72,7.03091666667,20.0353333333,13.8053333333,11.15975,4.81048333333,7.30066666667,8.27433333333,7.65625,14.3687083333,9.46899999999,14.9569166666,7.25625
392.08,6.99766666667,20.0395833334,13.8165833333,11.1635833333,4.77015,7.28941666667,8.24258333333,7.64966666667,14.382125,9.47150000001,14.9571666667,7.23416666667
392.44,7.00716666667,20.0515833333,13.8271666666,11.19825,4.7858,7.30283333334,8.24275,7.65533333334,14.4305,9.50194791667,14.9484166667,7.22491666667
392.80,6.99,20.0606666667,13.8428333334,11.209,4.77966666667,7.32858333333,8.25333333333,7.65875,14.4634166667,9.48996875001,14.932,7.20616666667
393.16,7.04183333333,20.18675,13.9005833333,11.3178333333,4.86006666667,7.41075,8.33633333333,7.75225,14.5805833333,9.59123958333,15.036,7.29108333334
393.52,7.015,20.1874166667,13.8899166667,11.2995833333,4.79971666667,7.33516666667,8.28291666667,7.70091666667,14.551,9.59897916667,15.0240833333,7.23875
393.88,6.99783333334,20.17625,13.8968333333,11.2934166667,4.78153333334,7.30783333334,8.302,7.68608333333,14.5372083333,9.58930208332,14.9858333333,7.21241666667
394.24,7.01583333333,20.2139166667,13.9173333333,11.3088333333,4.7578,7.284,8.32641666667,7.68383333333,14.5759166666,9.61008333333,15.0249166667,7.19125
394.60,6.94883333333,20.1748333333,13.8584166667,11.2696666667,4.65058333333,7.18425,8.27125,7.624,14.5306666667,9.54132291665,14.9818333333,7.11366666667
394.96,6.897,20.143,13.8609166667,11.2291666667,4.59833333333,7.1385,8.2925,7.6065,14.5042916667,9.50694791667,14.94675,7.09083333333
395.32,6.86341666666,20.13225,13.8196666667,11.17075,4.55086666667,7.0885,8.28108333333,7.54783333333,14.4594583333,9.46971874999,14.9046666666,7.02225
395.68,6.85325,20.18925,13.8355833333,11.1686666667,4.50785,7.03066666667,8.23858333334,7.52283333333,14.482625,9.47690624999,14.9106666667,6.96341666667
396.04,6.87308333333,20.2543333333,13.8678333333,11.2155833333,4.50098333334,7.03525,8.28066666667,7.521,14.53,9.49610416667,14.9709166667,6.93391666667
396.40,6.90591666667,20.3418333333,13.897,11.2273333333,4.49588333333,7.01933333334,8.35716666666,7.53775,14.5313333333,9.50311458334,15.01925,6.94691666667
396.76,6.89583333333,20.3555833333,13.8731666667,11.2258333333,4.47663333334,6.99133333333,8.35708333333,7.54391666666,14.5035,9.51047916665,15.04175,6.89075
397.12,6.85925,20.33075,13.865,11.1853333333,4.42551666667,6.93933333333,8.31725,7.46791666667,14.4755833334,9.49531250001,15.0054166667,6.82908333334
397.48,6.90416666666,20.32025,13.90975,11.2325833333,4.47255,6.9915,8.41083333334,7.50791666667,14.5109583333,9.50730208332,15.0583333333,6.845
397.84,6.93041666666,20.3453333333,13.9378333333,11.2335,4.46656666667,6.97825,8.39508333333,7.49208333333,14.52825,9.50562499999,15.1034166666,6.83691666667
398.20,6.93425,20.39825,13.9775833333,11.2614166667,4.46346666667,6.99083333333,8.40833333333,7.50708333334,14.5307916667,9.50658333334,15.136,6.84958333333
398.56,7.01575,20.5255,14.0943333333,11.3580833333,4.5713,7.10391666667,8.51358333333,7.59941666667,14.6457916667,9.60406250001,15.2405833333,6.92775
398.92,7.13466666666,20.6494166667,14.2039166667,11.4535,4.66301666667,7.22166666666,8.56316666667,7.67941666667,14.7781666666,9.70464583334,15.3710833334,6.99041666667
399.28,7.13041666667,20.6476666667,14.191,11.4604166667,4.63233333333,7.21,8.52983333333,7.67691666667,14.7807916666,9.69480208335,15.3845833333,6.95316666667
399.64,7.1115,20.65775,14.172,11.418,4.601,7.20425,8.52408333333,7.65016666667,14.7508333334,9.68163541666,15.3450833333,6.937
400.00,7.17516666666,20.7381666667,14.2444166667,11.4430833333,4.65733333333,7.246,8.5685,7.69608333333,14.8104583333,9.74989583333,15.42675,6.97883333334
400.36,7.11241666667,20.707,14.2078333333,11.37425,4.57955,7.17416666667,8.47158333333,7.6255,14.7810416666,9.71535416666,15.3886666666,6.89975
400.72,7.17025,20.8120833333,14.2884166667,11.4016666666,4.6016,7.18975,8.49958333333,7.66008333333,14.8602916667,9.77255208333,15.4565,6.9465
401.08,7.25541666666,20.86725,14.3250833333,11.4595,4.62626666666,7.22183333333,8.54958333333,7.69675,14.8823333333,9.80512500002,15.4828333333,6.98091666667
401.44,7.244,20.9561666666,14.3650833333,11.4720833333,4.58515,7.20275,8.50933333333,7.66975,14.926,9.80991666668,15.5003333333,6.94175
401.80,7.268,20.968,14.3814166667,11.49775,4.59258333333,7.22141666667,8.52716666666,7.65808333333,14.9545833333,9.81597916667,15.4815,6.91875
402.16,7.25941666667,20.9705833333,14.3700833333,11.4894166667,4.57886666667,7.19033333333,8.51158333334,7.6355,14.9922916667,9.8319375,15.4730833333,6.89258333333
402.52,7.30241666667,21.0280833333,14.4220833333,11.5366666667,4.5833,7.21766666667,8.53766666667,7.64516666667,15.048875,9.89122916665,15.5420833333,6.8825
402.88,7.27733333333,21.063,14.42925,11.5309166667,4.5572,7.17308333333,8.55691666666,7.61458333333,15.0419583333,9.86907291668,15.5208333333,6.828
403.24,7.29075,21.0834166667,14.45475,11.5443333333,4.54545,7.1595,8.58633333333,7.60191666666,15.071625,9.89615625001,15.53475,6.81008333333
403.60,7.38483333333,21.2171666667,14.5901666667,11.6625,4.63661666666,7.26483333333,8.70883333333,7.70033333333,15.1930416667,10.0109166667,15.6510833333,6.88933333334
403.95,7.4235,21.2835833333,14.6539166667,11.7114166667,4.64226666666,7.29466666666,8.7815,7.7325,15.2595,10.0566666667,15.669,6.907
404.31,7.49041666667,21.3485833333,14.7259166667,11.736,4.63331666666,7.29908333333,8.83358333333,7.75841666667,15.2960833333,10.09334375,15.7040833333,6.91616666667
404.67,7.52575,21.3656666667,14.767,11.7674166667,4.63306666666,7.31141666667,8.87141666667,7.74183333333,15.327,10.1172291667,15.7019166667,6.91316666667
405.03,7.53975,21.4030833333,14.827,11.7706666667,4.63936666666,7.336,8.89225,7.76683333334,15.379125,10.1445625,15.7834166667,6.89891666666
405.39,7.60358333333,21.4728333333,14.8745,11.8096666667,4.69566666666,7.37666666667,8.98558333333,7.84075,15.427625,10.2197083333,15.8235833333,6.9295
405.75,7.59691666667,21.5344166667,14.9058333333,11.80175,4.65968333333,7.35175,8.99425,7.83075,15.4386666667,10.26625,15.83125,6.89516666667
406.11,7.68033333333,21.65575,14.98725,11.8604166667,4.69188333334,7.40666666667,9.06641666667,7.89383333334,15.5147916667,10.3256145833,15.905,6.93066666667
406.47,7.70758333334,21.74575,15.03725,11.8656666667,4.68778333333,7.406,9.11833333333,7.91308333333,15.5496666667,10.3610520833,15.9330833333,6.94108333333
406.83,7.707,21.7489166667,15.039,11.8689166667,4.6534,7.38641666667,9.11583333333,7.90225,15.5575,10.3895729167,15.9335,6.92608333333
407.19,7.78433333333,21.8500833333,15.159,11.9320833334,4.702,7.44908333333,9.19533333334,7.99058333333,15.6451666667,10.46184375,16.0226666667,6.98075
407.55,7.7785,21.8231666667,15.1333333333,11.9070833333,4.66998333333,7.40175,9.16466666667,7.951,15.623125,10.4428854167,16.0041666667,6.91566666667
407.90,7.8055,21.8566666667,15.1591666667,11.91875,4.65906666666,7.3925,9.16041666666,7.95533333333,15.623,10.46178125,16.02225,6.8965
408.26,7.87816666667,21.9331666667,15.2471666666,12.04325,4.7619,7.48675,9.26383333333,8.02216666667,15.7435833333,10.58025,16.1025833333,6.9855
408.62,7.92608333333,22.0376666667,15.302,12.0860833333,4.80383333333,7.51708333333,9.30250000001,8.05933333333,15.8184166667,10.6365729167,16.16325,7.00725
408.98,7.95933333333,22.1273333334,15.3450833333,12.1519166667,4.80125,7.52416666667,9.35758333333,8.08091666667,15.8627083333,10.6739375,16.15375,7.006
409.34,7.99133333333,22.1850833334,15.3875,12.2025,4.79071666667,7.53516666666,9.36833333334,8.067,15.9245,10.6972604167,16.1955,7.00216666666
409.70,8.06491666667,22.2675833334,15.4671666667,12.2749166667,4.81546666667,7.58275,9.43008333333,8.12308333333,16.0052083334,10.7728958333,16.28875,7.0565
410.06,8.09416666667,22.2715833333,15.5236666667,12.304,4.81383333333,7.58816666666,9.45191666667,8.12558333333,16.02725,10.8265,16.2834166667,7.03666666666
410.42,8.1395,22.27725,15.57775,12.3813333333,4.83906666667,7.60841666667,9.46541666668,8.15541666667,16.0798333333,10.8689375,16.31925,7.05425
410.77,8.20583333333,22.3201666667,15.6430833333,12.4230833334,4.87363333333,7.63616666667,9.51099999998,8.1715,16.1355833333,10.9193854167,16.3515833333,7.061
411.13,8.21966666666,22.2738333333,15.60825,12.4033333333,4.85033333333,7.593,9.4725,8.08508333333,16.0924166667,10.90309375,16.3131666667,7.00675
411.49,8.265,22.3475833334,15.6663333333,12.4368333333,4.84718333333,7.60158333333,9.49808333334,8.10325,16.1427083333,10.95725,16.35225,7.01325
411.85,8.31583333334,22.38175,15.6864166667,12.4785,4.8779,7.60041666667,9.53591666666,8.113,16.2101666667,10.9873229167,16.3909166667,7.02
412.21,8.34166666667,22.4286666667,15.7210833334,12.44425,4.85315,7.58758333334,9.53,8.12625,16.2120416667,10.9906770833,16.41575,6.9615
412.57,8.33741666667,22.4105,15.7161666667,12.4335833334,4.80231666667,7.57116666667,9.52266666667,8.10366666667,16.2198333333,10.9836770833,16.39075,6.92141666667
412.92,8.34658333333,22.3920833333,15.7263333333,12.4095,4.77035,7.56825,9.50716666668,8.06366666667,16.224625,11.0013645833,16.4019166667,6.90966666667
413.28,8.39866666667,22.4555833333,15.7955,12.4461666667,4.80511666667,7.60316666667,9.55108333333,8.08191666667,16.257125,11.0581145833,16.4406666666,6.95525
413.64,8.40516666667,22.4816666667,15.81625,12.4464166667,4.81536666667,7.599,9.55683333333,8.05141666667,16.299,11.0751145833,16.4280833333,6.92683333333
414.00,8.42141666667,22.54575,15.8393333333,12.4814166667,4.82193333334,7.58541666667,9.58975000001,8.03308333333,16.3606666667,11.08915625,16.4579166667,6.91483333333
414.36,8.41866666667,22.6193333333,15.83475,12.4771666667,4.80208333333,7.578,9.60333333333,8.01183333333,16.3770416667,11.0948541667,16.4521666667,6.88641666667
414.72,8.45391666667,22.69725,15.8539166666,12.5228333333,4.79335,7.59033333333,9.63108333335,8.029,16.4284166667,11.1358125,16.4884166667,6.88516666667
415.07,8.51266666666,22.8448333333,15.9729166667,12.6026666667,4.8223,7.6575,9.73116666667,8.11466666667,16.539375,11.2443125,16.5503333333,6.94225
415.43,8.50033333333,22.8725,15.99175,12.62,4.804,7.63633333333,9.75075000001,8.07966666667,16.5822916667,11.2559583333,16.5404166666,6.91816666666
415.79,8.534,22.9235833333,16.0388333333,12.6685833333,4.79581666667,7.64691666667,9.77183333334,8.07908333333,16.609875,11.31203125,16.5713333333,6.90833333333
416.15,8.59308333333,23.002,16.1045,12.7609166667,4.80536666667,7.67566666667,9.83083333333,8.09591666666,16.7071666667,11.3631145834,16.6001666667,6.93375
416.51,8.64933333333,23.02325,16.1671666667,12.809,4.82101666666,7.68808333333,9.85275,8.12475,16.7315,11.4056145833,16.6648333333,6.95658333333
416.86,8.7385,23.08825,16.2544166667,12.8721666667,4.88198333333,7.732,9.94483333335,8.18866666667,16.8425,11.4797604167,16.73925,6.98366666667
417.22,8.76891666667,23.1065833334,16.2918333333,12.8915,4.87116666667,7.72691666667,9.97408333332,8.18825,16.9071666667,11.5005833334,16.7395,6.97541666667
417.58,8.83,23.161,16.3409166666,12.9555,4.89985,7.76016666667,10.0200833333,8.21933333333,16.9508333333,11.5570416667,16.7779166667,7.00641666666
417.94,8.88208333334,23.20475,16.3843333333,12.9915833333,4.91435,7.79316666667,10.0504166667,8.22983333333,16.9712083333,11.6029479167,16.7914166667,7.03333333333
418.29,8.91383333333,23.1953333333,16.42525,13.01225,4.93008333333,7.79533333333,10.0655,8.24191666667,17.0002083333,11.65059375,16.7973333333,7.05208333334
418.65,8.95258333333,23.204,16.4809166667,13.0444166667,4.9565,7.81108333333,10.0918333333,8.25508333333,17.03225,11.7034375,16.7860833333,7.08383333333
419.01,8.99999999999,23.2721666667,16.52175,13.1020833333,4.96943333333,7.84216666667,10.1295,8.27733333333,17.0964166667,11.75671875,16.82675,7.09016666666
419.37,9.09475,23.32675,16.601,13.1749166667,5.0137,7.88525,10.17925,8.32141666667,17.1509583333,11.822125,16.8685833333,7.12516666667
419.73,9.11300000001,23.3524166667,16.6238333333,13.179,5.01056666667,7.88333333333,10.18475,8.31741666667,17.16425,11.8496770833,16.8726666667,7.1205
420.08,9.12783333333,23.337,16.6263333333,13.1683333333,5.00631666667,7.87866666667,10.1773333333,8.298,17.153375,11.8726354167,16.8613333333,7.09866666667
420.44,9.14524999999,23.3679166667,16.6611666667,13.1870833333,5.01236666667,7.87608333333,10.1935833333,8.28716666666,17.1651666667,11.9114583333,16.843,7.0865
420.80,9.16958333333,23.3876666666,16.6795833333,13.2143333333,5.01111666667,7.87725,10.1825833333,8.28991666667,17.1648333333,11.9419375,16.8380833333,7.08475
421.16,9.20199999999,23.4008333334,16.7181666666,13.2480833333,5.02718333333,7.89708333333,10.1929166667,8.30733333333,17.1743333333,11.9960729167,16.8675833334,7.08183333334
421.51,9.24075,23.4168333333,16.7505,13.26075,5.02898333333,7.89858333333,10.2125,8.32791666667,17.201,12.0263333333,16.8751666666,7.078
421.87,9.26408333333,23.4305833333,16.7799166666,13.2769166667,5.03591666667,7.90075,10.22375,8.32466666667,17.2135,12.0603854167,16.8879166667,7.06791666667
422.23,9.31874999999,23.4729166667,16.8293333333,13.3075833333,5.05663333333,7.91216666666,10.2539166667,8.33008333333,17.2457083333,12.10546875,16.90475,7.0825
422.58,9.36558333333,23.5239166667,16.8766666667,13.3275833333,5.06323333333,7.93583333333,10.2759166667,8.34183333333,17.285625,12.1401145833,16.9505833333,7.07866666667
422.94,9.38366666667,23.514,16.8944166667,13.32125,5.05756666667,7.91333333333,10.2650833333,8.31983333333,17.30075,12.1555104167,16.9633333333,7.058
423.30,9.42299999999,23.5476666667,16.9410833333,13.3526666667,5.08893333333,7.93433333334,10.278,8.33758333333,17.3410416667,12.2057083333,16.9980833333,7.07983333333
423.66,9.45708333333,23.5784166666,16.9930833333,13.3840833333,5.1131,7.94708333333,10.2938333334,8.356,17.3902083333,12.2411875,17.0254166667,7.09375
424.01,9.52283333332,23.6344166667,17.0611666667,13.4408333333,5.1554,7.97316666667,10.3320833333,8.38958333334,17.458625,12.2971354167,17.07875,7.12783333333
424.37,9.55891666666,23.6773333333,17.1101666667,13.472,5.17818333333,7.98716666666,10.356,8.40691666667,17.502,12.33634375,17.12375,7.14708333333
424.73,9.56841666667,23.685,17.1304166667,13.4729166667,5.18405,7.98016666666,10.3613333333,8.402,17.5259583333,12.3544375,17.1371666666,7.1475
425.08,9.59191666666,23.7203333333,17.1688333334,13.4876666667,5.21085,7.97916666667,10.3760833333,8.40683333333,17.5639583334,12.37846875,17.1665,7.16575
425.44,9.63425000001,23.77125,17.21525,13.5426666667,5.2335,8.00075,10.3948333333,8.414,17.6160416667,12.42778125,17.2118333333,7.17283333333
425.80,9.68924999999,23.8133333333,17.2656666666,13.5766666667,5.26448333333,8.01391666667,10.4211666666,8.45641666667,17.6722916667,12.47796875,17.2606666667,7.1925
426.16,9.72591666667,23.8601666667,17.32725,13.6079166667,5.2758,8.03016666667,10.4328333333,8.46241666667,17.7304166667,12.5056770833,17.3215,7.18775
426.51,9.76974999999,23.9235833333,17.3970833334,13.6689166667,5.31761666667,8.04083333333,10.4691666667,8.48091666666,17.783875,12.55984375,17.3678333333,7.20875
