wavelength,Back_OryMaxf,Belly_OryMaxf,Breast_OryMaxf,Crissum_OryMaxf,Crown_OryMaxf,DorTail_OryMaxf,Rump_OryMaxf,Throat_OryMaxf,WingTip_OryMaxf
356.56,4.79133333334,4.49716666666,5.26975,4.031,3.63216666666,5.09033333333,5.25233333333,6.955,5.17491666667
356.93,4.649,4.36516666666,5.12075,3.95116666666,3.49033333334,5.024,5.16116666667,6.82916666666,5.08625
357.29,4.7645,4.53133333333,5.17966666666,4.01383333334,3.57833333334,5.16183333333,5.24566666667,6.94716666667,5.08116666667
357.66,4.65333333334,4.539,4.97883333334,3.90233333333,3.465,5.03366666666,5.09066666667,6.89916666666,5.02983333334
358.02,4.82466666667,4.82,5.14175,4.08283333333,3.63216666667,5.13433333334,5.285,7.12533333333,5.246
358.38,4.724,4.6915,4.99716666666,3.97866666667,3.55266666666,5.14283333333,5.189,7.161,5.13833333333
358.75,4.77683333333,4.76316666667,5.08533333334,4.067,3.53833333334,5.19666666667,5.25533333333,7.224,5.24408333334
359.11,4.8795,4.85066666667,5.115,4.0465,3.48933333333,5.255,5.2195,7.174,5.32275
359.48,4.774,4.78683333334,5.08216666666,3.97066666667,3.40866666667,5.15616666666,5.069,7.06233333334,5.21925
359.84,4.726,4.785,5.07066666666,3.89583333334,3.3985,5.12866666666,5.061,6.9995,5.12758333334
360.20,4.72216666667,4.76116666667,5.05766666666,3.7955,3.378,5.12116666667,5.01883333334,6.93383333334,5.09641666667
360.57,4.825,4.865,5.15291666666,3.9305,3.4665,5.16983333334,5.14583333334,7.04266666666,5.28916666667
360.93,4.95166666666,4.96116666667,5.27616666667,4.0165,3.57133333333,5.284,5.23966666667,7.12116666666,5.3985
361.29,5.08233333333,5.07133333333,5.29825,4.16183333334,3.71116666667,5.38866666667,5.3925,7.20716666667,5.56391666666
361.66,5.121,5.12866666667,5.37975,4.24716666667,3.80633333333,5.50183333334,5.558,7.19616666666,5.66191666667
362.02,5.0285,4.984,5.29533333333,4.08266666667,3.67066666666,5.4165,5.43483333333,7.103,5.52075
362.39,5.17633333334,5.12133333334,5.51258333333,4.18516666667,3.7635,5.52983333333,5.52433333333,7.16433333334,5.63525
362.75,5.0585,5.02183333333,5.3815,4.06316666667,3.72866666667,5.47033333334,5.366,7.106,5.53041666667
363.11,4.981,4.94966666667,5.28825,4.048,3.76666666666,5.44083333334,5.28616666667,7.04716666666,5.43633333333
363.48,4.99166666667,4.95266666666,5.22766666666,4.03016666667,3.722,5.43733333333,5.30166666667,7.0915,5.44308333334
363.84,5.04883333333,4.98833333333,5.23808333334,4.0635,3.75816666666,5.516,5.28433333333,7.10566666666,5.52166666667
364.20,4.94083333334,4.9195,5.12041666667,3.95516666666,3.75366666667,5.396,5.14833333333,6.98866666667,5.399
364.57,4.88,4.84466666666,5.00558333334,3.84416666667,3.7385,5.3715,5.0445,6.88333333333,5.23758333333
364.93,4.8,4.806,4.95033333334,3.8155,3.72633333333,5.301,5.00683333333,6.88183333333,5.18575
365.29,4.778,4.83466666667,5.00908333333,3.77233333333,3.69366666667,5.32533333333,4.95383333333,6.87233333333,5.1465
365.66,4.894,4.96716666667,5.10083333334,3.842,3.79116666667,5.4055,4.953,6.95866666667,5.18741666666
366.02,4.934,5.112,5.1845,3.92233333334,3.90183333333,5.492,5.01183333333,7.0295,5.28675
366.38,4.777,5.01083333333,5.03133333334,3.86766666666,3.81816666667,5.34733333333,4.88783333334,6.91183333334,5.19358333333
366.75,4.8835,5.18883333333,5.17433333333,3.9195,3.87616666667,5.39933333333,4.97433333334,6.97633333333,5.20316666667
367.11,4.91566666667,5.1435,5.12591666666,3.8935,3.81866666666,5.37383333333,4.9385,6.9805,5.14166666666
367.47,4.905,5.06283333333,5.12616666667,3.84066666667,3.84916666667,5.35816666667,4.9445,6.95833333334,5.17416666667
367.84,4.89916666666,5.133,5.25533333334,3.83183333334,3.85933333333,5.35666666667,4.99516666666,6.979,5.19041666666
368.20,4.908,5.1895,5.415,3.92083333334,3.881,5.44566666667,5.097,7.0795,5.27233333334
368.56,4.77016666667,5.09683333333,5.40633333334,3.8165,3.74233333333,5.36516666666,5.02516666667,7.0085,5.19641666666
368.93,4.71233333333,5.06533333333,5.33725,3.82383333334,3.7205,5.3765,4.966,6.96283333334,5.14816666667
369.29,4.73416666666,5.03033333333,5.30291666667,3.8275,3.80016666667,5.4155,4.96133333334,6.90833333333,5.10391666667
369.65,4.6105,4.98066666666,5.25233333334,3.795,3.7865,5.3695,4.9325,6.92916666666,5.0515
370.01,4.70366666666,4.99033333334,5.27933333333,3.856,3.77916666666,5.36233333333,4.95716666667,6.96616666666,5.04325
370.38,4.69833333333,4.97233333333,5.13491666667,3.772,3.71616666666,5.37983333334,4.9165,7.00633333334,5.01041666666
370.74,4.63833333333,4.87016666667,5.07058333333,3.77133333333,3.7165,5.37716666667,4.90883333334,6.96666666666,5.07991666666
371.10,4.55716666667,4.81183333333,5.00591666666,3.67016666666,3.68416666667,5.33333333334,4.82,6.89566666666,5.05333333333
371.46,4.50516666667,4.87033333333,4.90808333334,3.6105,3.62666666666,5.30933333334,4.82033333334,6.872,4.98033333334
371.83,4.40933333333,4.76616666667,4.77316666667,3.53233333333,3.56033333333,5.17883333333,4.70633333333,6.845,4.92583333334
372.19,4.44833333334,4.81533333333,4.69391666667,3.5505,3.55866666667,5.186,4.7325,6.93583333333,4.971
372.55,4.367,4.792,4.60591666667,3.58533333333,3.51516666666,5.08383333333,4.67233333334,6.92816666667,4.93691666667
372.92,4.38,4.805,4.58658333333,3.56233333333,3.4785,5.03733333333,4.61383333334,6.92383333334,4.98766666666
373.28,4.32383333333,4.80583333334,4.53933333333,3.63083333334,3.38483333334,4.94833333333,4.57183333334,6.99816666666,4.98458333333
373.64,4.35983333334,4.73616666666,4.53808333333,3.61866666666,3.33366666667,4.9235,4.51183333333,7.042,4.99966666667
374.00,4.18716666667,4.62216666667,4.42408333334,3.53416666667,3.30116666667,4.79916666667,4.44166666667,6.93616666667,4.9575
374.37,4.18016666667,4.61616666667,4.48233333334,3.58566666667,3.359,4.72466666666,4.43983333333,6.83233333333,4.96283333334
374.73,4.233,4.67116666667,4.51641666667,3.58516666666,3.33533333333,4.67883333333,4.48466666667,6.899,4.95858333333
375.09,4.30233333333,4.72266666666,4.58166666666,3.638,3.42416666667,4.68666666666,4.5505,6.9505,5.03683333334
375.45,4.33466666667,4.68033333333,4.64066666667,3.67216666666,3.42483333333,4.60066666667,4.526,6.95,5.07775
375.81,4.32566666666,4.66833333334,4.59208333333,3.6275,3.35566666666,4.4845,4.52816666667,6.9245,4.987
376.18,4.381,4.70083333333,4.68683333334,3.754,3.43783333333,4.52933333333,4.57583333333,6.945,5.068
376.54,4.4525,4.77766666667,4.75233333334,3.795,3.51166666667,4.63283333334,4.67483333334,7.03383333334,5.16966666666
376.90,4.45733333334,4.77833333334,4.78925,3.77583333333,3.477,4.59433333334,4.66466666667,7.0385,5.11183333333
377.26,4.4195,4.7535,4.77058333333,3.67833333333,3.48433333333,4.53616666667,4.6525,7.01066666666,5.11216666667
377.63,4.31566666667,4.705,4.67708333334,3.60766666667,3.404,4.42733333333,4.57116666667,6.90333333333,5.06275
377.99,4.3575,4.7455,4.67425,3.64233333333,3.418,4.48133333333,4.57883333333,6.9415,5.12525
378.35,4.429,4.8525,4.801,3.76133333333,3.48,4.55,4.671,7.08583333333,5.24775
378.71,4.43483333333,4.829,4.82725,3.82466666667,3.5585,4.54033333333,4.71716666667,7.091,5.28825
379.07,4.44983333334,4.88683333333,4.88841666666,3.93666666667,3.56,4.597,4.79783333333,7.16033333334,5.35666666667
379.44,4.52433333333,4.97833333333,4.97916666666,4.114,3.66,4.7255,4.89283333334,7.22666666666,5.43383333334
379.80,4.68683333334,5.09633333334,5.12758333334,4.3515,3.8775,4.9295,5.03833333334,7.43416666666,5.68641666667
380.16,4.6995,5.13266666667,5.12158333333,4.38683333333,3.95533333333,5.0375,5.11983333334,7.4775,5.76391666667
380.52,4.70083333333,5.07483333334,5.11933333333,4.409,3.9525,4.97516666667,5.06683333333,7.42266666667,5.75625
380.88,4.73833333333,5.10816666667,5.11141666666,4.48733333334,3.98083333333,5.04516666667,5.09183333333,7.48283333333,5.851
381.24,4.732,5.1065,5.103,4.50133333333,3.96566666667,5.0375,5.052,7.50366666666,5.83041666667
381.61,4.78483333333,5.17,5.1755,4.61366666666,4.09066666667,5.15566666667,5.13033333333,7.628,5.9195
381.97,4.85866666667,5.19166666667,5.30308333333,4.728,4.169,5.22466666666,5.18066666667,7.694,5.96758333333
382.33,4.90683333334,5.27616666667,5.32475,4.7505,4.23116666666,5.3535,5.23316666667,7.81933333333,5.9825
382.69,4.973,5.37566666667,5.43416666666,4.796,4.299,5.49,5.24283333333,7.91,6.05725
383.05,4.92333333333,5.33633333334,5.415,4.66966666666,4.25866666667,5.4185,5.2205,7.87283333334,5.98225
383.41,4.91733333333,5.36633333333,5.43091666667,4.63033333334,4.30783333334,5.41833333333,5.23116666667,7.89783333333,5.98691666666
383.77,4.9155,5.40966666667,5.48191666667,4.67216666667,4.341,5.41383333334,5.25116666667,7.9115,5.962
384.14,4.97683333333,5.411,5.54358333334,4.68766666666,4.33083333333,5.35083333334,5.24883333333,7.9775,5.89816666667
384.50,5.0475,5.493,5.599,4.76766666666,4.35766666667,5.4305,5.29083333333,8.06183333333,5.91558333334
384.86,5.06566666667,5.52616666667,5.62991666667,4.7625,4.366,5.429,5.33433333333,8.08516666666,5.95633333334
385.22,5.14483333333,5.56666666667,5.75758333333,4.83266666667,4.43033333333,5.52683333334,5.409,8.14883333334,6.03925
385.58,5.15766666666,5.58333333334,5.787,4.82383333333,4.4265,5.51716666667,5.40766666667,8.17466666667,6.00566666667
385.94,5.20916666667,5.62833333334,5.80366666667,4.79833333334,4.43266666666,5.509,5.43016666667,8.21766666667,6.00866666667
386.30,5.26483333333,5.57266666667,5.82333333334,4.77633333333,4.48583333334,5.456,5.444,8.20583333333,5.99133333333
386.66,5.29916666667,5.56916666666,5.80533333333,4.81533333333,4.45683333334,5.454,5.49,8.2745,5.988
387.03,5.37883333333,5.68,5.89575,4.9725,4.54766666667,5.54333333333,5.571,8.44783333335,6.10158333334
387.39,5.41816666667,5.64783333333,5.90141666666,4.99433333333,4.5145,5.55016666667,5.54466666666,8.49966666667,6.10458333334
387.75,5.44783333333,5.6535,5.95758333334,5.01733333334,4.46966666667,5.5795,5.539,8.51866666665,6.14008333334
388.11,5.455,5.6815,5.99275,5.04666666667,4.4405,5.56233333333,5.526,8.53200000001,6.14758333333
388.47,5.52233333333,5.716,6.05466666666,5.08316666666,4.54033333333,5.60883333333,5.55233333333,8.62216666669,6.20366666666
388.83,5.49133333333,5.64716666667,6.02025,5.04216666667,4.53683333333,5.56483333333,5.52083333334,8.61766666667,6.094
389.19,5.45116666667,5.66583333333,5.99891666667,5.03166666667,4.50883333333,5.52516666667,5.4715,8.67083333332,6.03141666667
389.55,5.48883333334,5.682,6.0585,5.09233333333,4.53183333333,5.57583333333,5.524,8.72783333335,6.096
389.91,5.48716666667,5.73166666666,6.095,5.14683333333,4.57266666667,5.64633333333,5.54666666666,8.79816666665,6.07775
390.27,5.47516666667,5.7775,6.11433333333,5.16333333334,4.533,5.6915,5.5565,8.82416666665,6.09816666666
390.63,5.43966666666,5.77516666666,6.05933333334,5.13366666667,4.52483333333,5.66866666667,5.47633333333,8.73483333335,6.07566666667
391.00,5.46216666667,5.76733333333,6.08708333334,5.19133333333,4.54483333334,5.703,5.51333333333,8.738,6.10075
391.36,5.41283333333,5.7825,6.09633333334,5.18283333333,4.52566666666,5.67883333333,5.50816666666,8.72866666668,6.07208333333
391.72,5.39716666667,5.817,6.07316666667,5.16966666666,4.555,5.7065,5.54466666667,8.73183333334,6.03883333333
392.08,5.37866666666,5.88066666667,6.05975,5.18733333334,4.60433333334,5.79583333333,5.61233333333,8.79599999998,6.10416666666
392.44,5.3435,5.87466666667,6.0435,5.16883333333,4.56766666666,5.79583333333,5.62116666667,8.82633333334,6.11575
392.80,5.4125,5.98233333333,6.16433333333,5.272,4.66083333333,5.9075,5.69216666666,8.90816666667,6.21133333334
393.16,5.50833333333,6.115,6.24525,5.346,4.752,5.99466666667,5.817,8.97350000001,6.32641666666
393.52,5.5655,6.19266666666,6.34,5.39583333333,4.782,6.06166666667,5.87033333334,8.98033333335,6.32908333333
393.88,5.59783333334,6.22416666667,6.40875,5.425,4.8225,6.14283333334,5.894,8.97466666665,6.37375
394.24,5.58316666666,6.21866666667,6.40566666666,5.43433333334,4.835,6.10866666667,5.907,8.94383333332,6.34075
394.60,5.5915,6.2395,6.4455,5.40383333333,4.8385,6.13016666666,5.94583333333,9.00800000002,6.321
394.96,5.55816666667,6.20033333334,6.42166666666,5.29833333333,4.79683333333,6.11216666667,5.879,8.96616666668,6.20916666667
395.32,5.604,6.276,6.463,5.34466666667,4.86966666667,6.19416666667,5.927,9.03700000002,6.25758333333
395.68,5.62316666666,6.31283333333,6.5055,5.36816666667,4.9055,6.24166666667,5.94483333333,9.10433333335,6.3015
396.04,5.71716666667,6.35516666667,6.57658333333,5.41183333334,4.978,6.30733333334,6.00533333333,9.13433333334,6.32716666666
396.40,5.72166666666,6.3625,6.61875,5.36416666666,4.98133333333,6.2855,6.01616666666,9.12400000002,6.24808333333
396.76,5.69666666667,6.32033333334,6.566,5.32716666666,4.95233333333,6.25,6.02216666667,9.11750000001,6.19991666667
397.12,5.64633333333,6.22933333333,6.47675,5.2795,4.8595,6.176,5.96666666666,9.04783333335,6.13325
397.48,5.605,6.23466666666,6.42075,5.2515,4.83533333333,6.13716666666,5.97033333334,9.07999999999,6.13708333334
397.84,5.664,6.24983333334,6.40666666667,5.27033333333,4.8455,6.112,6.03233333333,9.13983333335,6.18141666667
398.20,5.64766666666,6.25783333333,6.416,5.26166666667,4.819,6.11933333333,6.0395,9.21700000002,6.21408333334
398.56,5.72383333333,6.28883333333,6.49425,5.364,4.90833333333,6.18733333333,6.11283333333,9.31966666669,6.3095
398.92,5.80883333334,6.41566666667,6.60708333333,5.48333333333,4.98383333334,6.32966666667,6.21766666667,9.40316666667,6.41925
399.28,5.85566666667,6.38666666667,6.62725,5.50866666667,4.94683333334,6.308,6.252,9.38833333331,6.39858333333
399.64,5.8525,6.372,6.55008333333,5.5355,4.9175,6.28133333334,6.2475,9.38033333335,6.3855
400.00,5.88783333334,6.42483333334,6.56808333334,5.56066666666,4.95166666666,6.277,6.2445,9.39233333335,6.37508333334
400.36,5.9495,6.519,6.58316666666,5.66566666667,5.0065,6.32783333334,6.28966666666,9.43533333335,6.45658333333
400.72,6.08266666667,6.62733333333,6.692,5.74416666667,5.08533333333,6.414,6.40066666666,9.52249999998,6.537
401.08,6.13533333333,6.67666666666,6.76991666667,5.79516666667,5.18733333334,6.478,6.47033333333,9.59533333334,6.60075
401.44,6.12583333333,6.6405,6.741,5.72366666667,5.18633333333,6.4165,6.42183333333,9.54949999998,6.53466666667
401.80,6.02383333334,6.56433333334,6.662,5.646,5.09683333333,6.3335,6.32383333333,9.46316666668,6.47158333333
402.16,6.047,6.57716666666,6.71283333334,5.6255,5.11666666667,6.34566666667,6.302,9.44250000002,6.46991666667
402.52,6.05533333333,6.58866666667,6.73641666666,5.625,5.16216666666,6.33983333333,6.32883333333,9.39383333333,6.46775
402.88,6.0345,6.55283333334,6.67266666667,5.569,5.1415,6.23766666667,6.26416666667,9.36916666667,6.44441666667
403.24,5.98666666667,6.55516666667,6.64983333333,5.53166666667,5.17533333334,6.208,6.221,9.36366666667,6.43408333333
403.60,5.9755,6.55233333333,6.66508333333,5.47533333333,5.18283333333,6.1745,6.191,9.31433333332,6.38958333334
403.95,5.96116666667,6.5525,6.65091666667,5.464,5.1505,6.16483333334,6.202,9.31683333331,6.42075
404.31,5.91183333334,6.51383333334,6.59433333333,5.3995,5.1225,6.11383333333,6.1805,9.24950000002,6.37116666667
404.67,5.89333333333,6.52483333333,6.614,5.3825,5.118,6.09616666667,6.156,9.23733333335,6.38575
405.03,5.837,6.44033333333,6.56391666666,5.32833333333,5.054,6.01883333333,6.08716666667,9.13366666667,6.27966666667
405.39,5.8475,6.434,6.56433333334,5.34533333333,5.0485,6.01583333334,6.114,9.10766666667,6.28783333333
405.75,5.8715,6.4695,6.57183333334,5.35766666667,5.05733333333,6.02066666666,6.14683333333,9.11316666665,6.28091666667
406.11,5.83266666667,6.43716666667,6.49716666666,5.34016666667,5.02,5.99266666667,6.12583333334,9.06933333335,6.2395
406.47,5.73833333333,6.39233333334,6.44591666667,5.24716666667,4.91733333333,5.91783333333,6.06166666667,9.02316666667,6.13816666667
406.83,5.7115,6.40666666667,6.4375,5.22083333333,4.89616666667,5.88133333333,6.07516666666,9.023,6.13241666666
407.19,5.785,6.49883333333,6.50333333334,5.27866666667,4.93966666667,5.95716666667,6.171,9.11066666665,6.22241666666
407.55,5.812,6.53466666667,6.5285,5.27616666667,4.94116666666,5.98716666666,6.21866666666,9.16766666669,6.28075
407.90,5.79283333334,6.49383333334,6.55233333333,5.24783333334,4.907,5.935,6.21016666667,9.15283333331,6.19908333334
408.26,5.77483333333,6.49116666667,6.57125,5.24616666666,4.89566666666,5.94866666666,6.20466666667,9.15450000002,6.209
408.62,5.6685,6.39133333333,6.4705,5.15566666666,4.7975,5.86033333334,6.12683333333,9.07033333335,6.12216666666
408.98,5.68766666667,6.451,6.51416666666,5.19666666667,4.80016666667,5.89916666666,6.17316666667,9.12800000001,6.20358333333
409.34,5.69116666666,6.46316666666,6.51033333333,5.20933333333,4.805,5.9245,6.148,9.20316666667,6.1965
409.70,5.65166666667,6.45983333333,6.51008333334,5.15133333333,4.79166666666,5.8495,6.1215,9.18733333334,6.155
410.06,5.67633333333,6.5335,6.55016666666,5.13966666666,4.80066666667,5.839,6.15233333333,9.22216666667,6.18941666667
410.42,5.69566666667,6.542,6.53633333333,5.156,4.80833333333,5.81983333333,6.13783333334,9.217,6.26266666666
410.77,5.72466666666,6.54366666667,6.57316666667,5.16866666667,4.83,5.84366666667,6.1765,9.25233333333,6.25575
411.13,5.7,6.483,6.55225,5.13233333333,4.79616666667,5.81366666667,6.144,9.20366666669,6.22458333333
411.49,5.66383333333,6.43166666667,6.56091666666,5.12683333334,4.7825,5.76983333334,6.08466666667,9.15166666665,6.18725
411.85,5.621,6.39233333333,6.48341666667,5.08116666667,4.77583333333,5.74616666667,6.03366666666,9.12233333333,6.18458333334
412.21,5.62366666667,6.393,6.48191666667,5.06866666666,4.76366666667,5.71366666667,6.04266666667,9.14666666665,6.18625
412.57,5.64333333333,6.42033333333,6.48966666667,5.0855,4.799,5.71683333333,6.06916666666,9.19200000001,6.20016666666
412.92,5.67016666666,6.47283333334,6.51825,5.098,4.84583333333,5.743,6.1165,9.27499999999,6.24
413.28,5.66383333333,6.51416666666,6.54133333334,5.10816666667,4.86733333333,5.724,6.14466666666,9.25183333332,6.28166666667
413.64,5.66583333333,6.54483333333,6.5505,5.123,4.87116666666,5.75466666666,6.16433333333,9.25800000002,6.29466666666
414.00,5.60616666667,6.44716666667,6.49733333333,5.099,4.85833333334,5.71083333333,6.119,9.15833333333,6.24358333333
414.36,5.553,6.39983333333,6.45191666666,5.066,4.84066666667,5.66,6.07683333333,9.12149999998,6.16433333333
414.72,5.525,6.357,6.39516666667,5.033,4.82283333333,5.63683333333,6.03933333333,9.05583333332,6.15016666667
415.07,5.40333333334,6.3065,6.30641666667,4.95533333333,4.744,5.52916666666,5.94116666667,8.96766666669,6.04416666666
415.43,5.37316666666,6.2825,6.25666666666,4.89866666667,4.70133333333,5.441,5.8935,8.90800000002,5.99616666666
415.79,5.3865,6.30166666666,6.27441666667,4.874,4.6865,5.41183333334,5.85783333333,8.88716666669,5.97133333334
416.15,5.35833333333,6.26333333333,6.23908333333,4.86933333333,4.64733333334,5.40633333334,5.82766666667,8.85483333335,5.94641666666
416.51,5.40416666666,6.3135,6.30458333333,4.9245,4.71083333333,5.4625,5.87416666667,8.8835,6.00191666667
416.86,5.3585,6.28183333333,6.2925,4.892,4.691,5.44383333334,5.82716666666,8.84233333334,5.94766666667
417.22,5.36466666667,6.2565,6.30033333333,4.87216666667,4.66283333333,5.43183333333,5.82483333333,8.82299999999,5.91833333333
417.58,5.2695,6.17833333333,6.22833333333,4.83833333334,4.58516666666,5.36816666667,5.74833333333,8.789,5.83491666667
417.94,5.27183333333,6.18533333333,6.22825,4.8585,4.58033333334,5.379,5.74516666666,8.83416666665,5.83958333333
418.29,5.28483333333,6.20366666667,6.22175,4.86966666667,4.57383333333,5.40833333333,5.76466666667,8.83733333331,5.85058333333
418.65,5.25616666667,6.19766666667,6.21208333334,4.86066666667,4.54666666667,5.361,5.70533333334,8.85616666667,5.837
419.01,5.22183333333,6.14866666667,6.16891666666,4.80833333333,4.49366666667,5.32866666667,5.66533333333,8.83066666668,5.78325
419.37,5.2285,6.17533333334,6.17541666667,4.84416666667,4.49966666667,5.37133333334,5.688,8.86766666666,5.78825
419.73,5.21233333333,6.17716666667,6.16775,4.86866666666,4.49766666667,5.3725,5.70883333333,8.88316666668,5.813
420.08,5.23316666666,6.1925,6.19091666667,4.88366666667,4.54016666667,5.3715,5.7045,8.88666666669,5.8085
420.44,5.191,6.141,6.15083333334,4.84583333333,4.47633333333,5.321,5.64516666667,8.85283333332,5.74508333333
420.80,5.19166666667,6.12466666667,6.13016666666,4.84566666667,4.47033333333,5.29316666667,5.63266666667,8.83366666668,5.71041666667
421.16,5.16933333334,6.12383333333,6.096,4.82466666667,4.46766666667,5.27966666667,5.60533333333,8.82049999998,5.69983333334
421.51,5.21783333333,6.1705,6.13266666667,4.842,4.503,5.31466666666,5.635,8.84766666666,5.75483333334
421.87,5.255,6.20333333333,6.18066666667,4.871,4.533,5.33516666667,5.6595,8.89216666665,5.7915
422.23,5.27666666667,6.2295,6.205,4.89816666667,4.551,5.34483333333,5.6695,8.93766666669,5.8025
422.58,5.28383333334,6.22966666667,6.212,4.90933333333,4.55716666666,5.36066666667,5.69616666667,8.93333333333,5.79041666667
422.94,5.34933333334,6.278,6.24841666666,4.96016666666,4.6075,5.39583333334,5.73783333333,8.98683333333,5.83925
423.30,5.33683333333,6.26866666667,6.2325,4.9385,4.602,5.37216666667,5.72816666667,8.96583333335,5.828
423.66,5.33683333333,6.257,6.223,4.9155,4.58566666667,5.36533333334,5.70583333334,8.97666666667,5.81341666667
424.01,5.34833333333,6.25916666667,6.22308333333,4.91866666667,4.56533333333,5.371,5.70766666667,8.999,5.82216666666
424.37,5.34933333333,6.27033333333,6.21258333334,4.935,4.577,5.3865,5.71633333334,9.01866666667,5.83525
424.73,5.35333333333,6.263,6.20783333333,4.91683333333,4.5545,5.37966666666,5.7075,9.01166666665,5.84841666666
425.08,5.36316666667,6.25666666667,6.23141666666,4.933,4.56333333334,5.38166666667,5.71666666667,9.03516666669,5.8575
425.44,5.36783333333,6.2285,6.21733333333,4.92566666667,4.568,5.36133333334,5.70633333333,9.04666666667,5.83558333334
425.80,5.35383333334,6.22733333334,6.19358333333,4.89483333333,4.5545,5.33366666667,5.69666666667,9.01833333335,5.79841666667
426.16,5.3555,6.2235,6.18283333333,4.8945,4.53166666667,5.3165,5.6845,8.99283333335,5.79416666666
426.51,5.33183333334,6.22266666666,6.1735,4.86666666667,4.50833333333,5.286,5.64783333333,8.96699999998,5.7865
426.87,5.31233333334,6.2215,6.17833333333,4.85933333333,4.51083333334,5.27716666667,5.6445,8.95516666667,5.76366666667
427.23,5.31916666666,6.19566666666,6.185,4.83933333333,4.48616666666,5.26166666667,5.62733333333,8.963,5.73433333333
427.58,5.29916666667,6.15866666666,6.14841666666,4.83483333334,4.452,5.242,5.58516666667,8.91700000001,5.70958333333
427.94,5.30983333333,6.172,6.15908333333,4.8045,4.45466666667,5.2375,5.5985,8.91766666666,5.711
428.30,5.32366666666,6.182,6.17316666666,4.78316666667,4.4485,5.21983333333,5.595,8.90550000001,5.71991666667
428.65,5.33983333334,6.22483333333,6.20108333333,4.789,4.47066666667,5.219,5.61616666667,8.93100000002,5.70358333333
429.01,5.322,6.21666666667,6.18008333334,4.77166666667,4.433,5.20766666667,5.59133333334,8.91049999998,5.66925
429.37,5.33166666667,6.24516666666,6.194,4.79283333333,4.4135,5.229,5.579,8.91299999999,5.6795
429.72,5.31933333333,6.24383333333,6.16666666666,4.80033333333,4.3785,5.2225,5.557,8.93283333331,5.67508333334
430.08,5.32833333333,6.27016666667,6.21841666667,4.80666666667,4.41266666667,5.24583333333,5.57466666667,9.00616666669,5.67925
430.44,5.35766666667,6.28166666667,6.23141666666,4.82733333333,4.41216666667,5.271,5.59716666667,9.05849999998,5.68758333334
430.79,5.38316666666,6.32383333333,6.21983333333,4.841,4.40283333333,5.28083333333,5.59016666667,9.10816666666,5.74333333334
431.15,5.41616666667,6.38966666667,6.279,4.88433333334,4.45033333334,5.33483333334,5.62866666667,9.18700000002,5.79941666666
431.50,5.47483333334,6.43983333334,6.331,4.91983333333,4.51683333333,5.34533333334,5.68683333333,9.24700000001,5.83
431.86,5.45916666667,6.459,6.31908333333,4.96716666667,4.53333333333,5.34483333333,5.6805,9.27333333335,5.85283333333
432.22,5.46166666666,6.46433333334,6.35241666667,4.9865,4.53083333333,5.34733333333,5.67333333333,9.30766666668,5.87075
432.57,5.45683333334,6.44516666667,6.32841666666,4.98316666666,4.51016666667,5.342,5.64233333333,9.307,5.87941666666
432.93,5.45933333333,6.47,6.34383333334,5.00033333333,4.53883333333,5.364,5.663,9.34883333333,5.89225
433.29,5.46066666667,6.48366666667,6.35391666667,4.99833333333,4.55316666666,5.37483333333,5.69716666666,9.37200000001,5.89558333333
433.64,5.46466666666,6.49716666667,6.36191666666,5.00166666666,4.5715,5.39033333334,5.6925,9.38316666665,5.89983333333
434.00,5.44033333333,6.49883333333,6.33141666666,4.97766666667,4.54233333333,5.37516666666,5.671,9.3665,5.88825
434.35,5.451,6.50716666667,6.33958333333,4.99283333333,4.58266666667,5.374,5.66866666667,9.37299999998,5.89516666667
434.71,5.462,6.51316666666,6.3725,5.01733333333,4.61183333333,5.38583333333,5.69383333333,9.37866666665,5.89541666666
435.07,5.47933333333,6.52733333334,6.35725,5.02783333333,4.61533333334,5.39033333334,5.6985,9.38433333334,5.8835
435.42,5.46066666667,6.54866666666,6.37358333334,5.011,4.6255,5.40733333333,5.681,9.38833333333,5.87183333334
435.78,5.457,6.54066666666,6.3775,4.97283333333,4.602,5.39866666666,5.66766666666,9.3865,5.83208333333
436.13,5.46283333334,6.5675,6.35491666666,4.9625,4.60466666667,5.4115,5.68066666667,9.38749999998,5.81766666666
436.49,5.46883333333,6.62183333333,6.385,4.98433333333,4.628,5.42416666667,5.70483333333,9.42733333331,5.83766666667
436.84,5.48266666667,6.62083333333,6.38133333334,4.97833333333,4.613,5.41533333333,5.69266666667,9.40366666668,5.84683333334
437.20,5.51233333334,6.63883333333,6.41083333333,5.00383333333,4.63833333333,5.42083333334,5.69216666666,9.43633333333,5.85708333333
437.56,5.53666666667,6.68433333333,6.44833333334,5.03016666667,4.64516666667,5.44533333333,5.72,9.46649999999,5.863
437.91,5.61,6.7395,6.48916666666,5.078,4.691,5.483,5.74633333334,9.51016666667,5.89158333333
438.27,5.63583333333,6.77616666667,6.51191666666,5.11233333334,4.69683333333,5.51616666666,5.785,9.56816666669,5.92225
438.62,5.63166666666,6.80233333333,6.51475,5.12183333333,4.68533333334,5.52866666666,5.77,9.60816666665,5.90808333334
438.98,5.63133333334,6.7995,6.54008333333,5.14766666666,4.69666666666,5.526,5.7765,9.62133333335,5.9335
439.33,5.65066666667,6.82633333334,6.57441666666,5.18866666667,4.69783333333,5.51666666667,5.80733333333,9.66383333335,5.97475
