wavelength,Back_OryMaxf,Belly_OryMaxf,Breast_OryMaxf,Crissum_OryMaxf,Crown_OryMaxf,DorTail_OryMaxf,Rump_OryMaxf,Throat_OryMaxf,WingTip_OryMaxf
532.11,7.62316666666,12.339,10.9318333333,8.5675,6.94733333334,6.64,7.96066666667,15.1448333333,7.844
532.46,7.6245,12.352,10.9438333333,8.56416666667,6.93316666666,6.63066666667,7.96416666667,15.1483333333,7.82775
532.80,7.63233333333,12.3875,10.9674166666,8.59066666667,6.94183333333,6.64416666666,7.98283333333,15.19,7.84475
533.15,7.67133333333,12.4625,11.0405,8.65116666666,7.0065,6.70783333333,8.04366666667,15.262,7.902
533.49,7.712,12.5,11.06875,8.71,7.04716666667,6.73866666667,8.08033333333,15.3185,7.94658333333
533.84,7.73133333333,12.5343333333,11.1166666667,8.76033333333,7.084,6.778,8.10433333333,15.3613333333,7.96625
534.18,7.731,12.5701666666,11.12225,8.7685,7.07933333333,6.77483333333,8.11133333333,15.3845,7.95
534.52,7.751,12.6026666667,11.1569166667,8.79933333333,7.0905,6.8,8.1215,15.4115,7.96941666666
534.87,7.7455,12.6515,11.1821666666,8.816,7.105,6.80883333334,8.14933333333,15.4301666667,7.96766666667
535.21,7.76683333334,12.6903333334,11.2115,8.83383333334,7.11033333333,6.79966666666,8.16616666667,15.475,7.97516666667
535.56,7.76133333334,12.722,11.2508333334,8.831,7.12116666667,6.8025,8.161,15.5081666666,7.973
535.90,7.77116666666,12.7476666667,11.2639166666,8.85083333334,7.12116666667,6.806,8.16833333334,15.525,8.0075
536.25,7.81,12.8103333333,11.3271666667,8.9325,7.17483333333,6.85966666666,8.2145,15.5906666667,8.07033333334
536.59,7.82516666666,12.8666666667,11.36975,8.981,7.2075,6.908,8.24483333334,15.6595,8.10791666666
536.93,7.833,12.8578333333,11.3496666667,8.96916666667,7.19583333333,6.89866666667,8.22066666667,15.6616666667,8.10141666667
537.28,7.8175,12.9081666667,11.3601666666,8.96333333333,7.20333333333,6.89533333333,8.22,15.6955,8.10741666666
537.62,7.8215,12.9363333333,11.37625,8.97416666666,7.20533333333,6.88616666667,8.23666666667,15.7131666667,8.11891666666
537.97,7.83183333334,12.9408333333,11.4064166666,8.98,7.2175,6.89,8.24683333333,15.7578333333,8.14233333333
538.31,7.85616666667,12.959,11.43425,8.99316666667,7.24966666667,6.90733333333,8.27416666666,15.8078333334,8.16475
538.65,7.88333333333,12.9956666667,11.466,9.02483333335,7.27183333333,6.91933333334,8.29383333333,15.8536666666,8.17933333334
539.00,7.8965,13.0206666667,11.4906666667,9.05416666666,7.3005,6.94383333334,8.319,15.8723333334,8.20266666666
539.34,7.8995,13.0656666667,11.4999166666,9.08233333334,7.32,6.94666666667,8.348,15.8983333334,8.23091666666
539.69,7.9055,13.0945,11.5244166666,9.10416666666,7.35016666667,6.941,8.3675,15.9758333333,8.23025
540.03,7.90283333333,13.0991666666,11.5104166667,9.08599999998,7.34983333333,6.91466666666,8.34733333334,15.9478333333,8.181
540.37,7.9215,13.1018333334,11.5129166666,9.07033333334,7.35433333334,6.8955,8.35183333334,15.9213333334,8.18841666666
540.72,7.89083333333,13.0828333334,11.506,9.08383333334,7.34616666667,6.863,8.34766666667,15.9051666667,8.17433333333
541.06,7.89766666667,13.088,11.5383333333,9.11049999999,7.34733333333,6.872,8.36,15.907,8.16133333333
541.40,7.89866666666,13.1053333333,11.5634166666,9.10766666667,7.36316666667,6.87383333333,8.36216666667,15.9216666667,8.15933333334
541.75,7.89483333334,13.1306666667,11.5630833334,9.11633333335,7.38,6.8755,8.36166666667,15.9408333333,8.16225
542.09,7.86566666666,13.14,11.5898333334,9.13133333332,7.37733333333,6.873,8.36416666666,15.941,8.18616666667
542.43,7.86516666667,13.1491666667,11.5970833333,9.13433333334,7.37183333333,6.87333333334,8.37116666666,15.9748333333,8.2085
542.78,7.84333333333,13.16,11.614,9.1315,7.37316666666,6.86683333334,8.36766666667,15.9833333334,8.2175
543.12,7.861,13.1921666667,11.6570833334,9.16033333332,7.39283333334,6.89966666667,8.39133333333,16.0231666666,8.25116666667
543.46,7.89216666667,13.2251666667,11.7043333334,9.19650000001,7.43483333333,6.9265,8.43933333334,16.034,8.30508333334
543.81,7.91683333333,13.2776666667,11.7439166666,9.22916666665,7.46966666666,6.97283333334,8.4825,16.1035,8.38458333333
544.15,7.8955,13.2878333334,11.7651666666,9.24233333335,7.47133333334,6.96533333333,8.49,16.141,8.38891666667
544.49,7.93416666667,13.3443333333,11.8219166667,9.27516666668,7.51383333334,7.01183333333,8.52883333334,16.2051666667,8.43508333334
544.84,7.92883333333,13.3463333333,11.82525,9.24449999998,7.5155,6.98983333333,8.52166666667,16.22,8.42541666667
545.18,7.94083333333,13.3661666667,11.814,9.26016666665,7.4995,7.002,8.54283333334,16.2601666667,8.41941666667
545.52,8.007,13.4385,11.877,9.32316666665,7.54233333333,7.07083333333,8.61183333333,16.3151666667,8.467
545.87,8.06133333333,13.5053333334,11.89525,9.33066666666,7.572,7.10033333333,8.64,16.3861666667,8.46325
546.21,8.0785,13.5391666667,11.8890833333,9.36283333331,7.59733333333,7.115,8.65916666667,16.4131666666,8.44891666666
546.55,8.13983333333,13.5948333333,11.9380833334,9.38833333335,7.63266666666,7.16816666666,8.7185,16.5063333333,8.47716666667
546.90,8.125,13.5463333333,11.8975,9.37216666665,7.62716666666,7.14766666666,8.69716666667,16.5158333334,8.44691666667
547.24,8.101,13.5125,11.8669166666,9.33683333335,7.58833333334,7.1405,8.636,16.5455,8.39358333334
547.58,8.066,13.4748333333,11.8565833333,9.29733333334,7.547,7.09583333333,8.60866666667,16.5538333333,8.334
547.92,8.0925,13.5293333333,11.8895,9.32516666665,7.59216666667,7.12533333333,8.63016666667,16.6131666666,8.33141666666
548.27,8.12366666666,13.565,11.9318333333,9.33766666667,7.6345,7.12333333333,8.65633333334,16.6581666667,8.34875
548.61,8.12216666667,13.6195,11.9796666667,9.35499999999,7.66983333333,7.153,8.69583333333,16.7228333333,8.3995
548.95,8.10466666667,13.6491666667,11.9919166667,9.35983333335,7.69383333333,7.13666666667,8.68133333334,16.7311666667,8.45216666667
549.29,8.00616666666,13.5721666667,11.9328333334,9.28166666667,7.61683333333,7.02766666667,8.58366666667,16.7135,8.37883333334
549.64,7.98916666667,13.5898333333,11.9204166666,9.27366666665,7.592,6.98283333333,8.55733333333,16.6975,8.38275
549.98,7.95,13.5796666666,11.9649166667,9.24783333335,7.58666666666,6.956,8.53016666667,16.68,8.36825
550.32,7.86083333333,13.575,11.9284166667,9.23816666669,7.56783333333,6.89283333333,8.48533333333,16.6673333334,8.32441666666
550.66,7.90516666667,13.661,11.9760833333,9.29066666665,7.60833333333,6.90683333334,8.50416666667,16.7111666667,8.34025
551.01,7.9755,13.7315,12.0670833334,9.359,7.65866666667,6.95383333333,8.56883333334,16.7498333334,8.40191666667
551.35,8.037,13.8168333333,12.16525,9.45616666669,7.7415,7.037,8.65,16.8036666667,8.48158333333
551.69,8.04716666667,13.8208333333,12.1808333333,9.49683333331,7.75633333334,7.03783333333,8.67883333333,16.777,8.5075
552.03,8.03166666667,13.8556666667,12.1713333333,9.53833333332,7.7325,7.06633333333,8.6515,16.7826666667,8.50516666666
552.38,8.109,13.902,12.1945,9.61916666669,7.74866666666,7.10833333334,8.6505,16.8396666667,8.54525
552.72,8.1405,13.9406666666,12.2313333334,9.64266666667,7.79833333334,7.17016666667,8.68266666667,16.8961666667,8.56966666667
553.06,8.248,14.0623333333,12.3585833333,9.7395,7.89033333334,7.30283333333,8.77283333333,16.9981666667,8.6735
553.40,8.25016666666,14.07,12.4216666667,9.77866666666,7.90466666667,7.332,8.78216666666,17.046,8.674
553.74,8.3305,14.147,12.4695,9.84316666667,7.94483333333,7.378,8.8265,17.1463333334,8.69933333334
554.09,8.4105,14.2211666667,12.5235,9.89949999999,7.96683333333,7.43933333334,8.8535,17.2016666666,8.72808333334
554.43,8.436,14.2508333334,12.5524166667,9.88366666665,7.943,7.4385,8.845,17.2136666667,8.72675
554.77,8.30883333333,14.1706666667,12.4405833334,9.79216666668,7.83466666667,7.3255,8.74316666667,17.1198333334,8.64458333333
555.11,8.26683333334,14.1665,12.4226666666,9.76150000002,7.78816666667,7.27366666667,8.68183333333,17.1191666666,8.6125
555.45,8.2415,14.1408333333,12.4100833333,9.69350000001,7.74183333333,7.22133333334,8.59866666667,17.1301666666,8.56208333333
555.80,8.229,14.1198333333,12.3951666666,9.63866666666,7.71416666667,7.1725,8.58166666667,17.125,8.49216666666
556.14,8.17233333334,14.129,12.38525,9.60399999998,7.69083333334,7.11766666667,8.567,17.1073333333,8.45258333333
556.48,8.2005,14.1415,12.4181666666,9.605,7.6665,7.07966666667,8.54783333333,17.1613333334,8.449
556.82,8.11,14.055,12.2993333333,9.50300000001,7.578,6.94383333334,8.45283333333,17.0703333333,8.35808333333
557.16,8.14766666666,14.092,12.3055,9.514,7.62433333334,6.95583333333,8.45066666667,17.0885,8.36891666667
557.50,8.05366666667,14.0141666667,12.2435833333,9.46816666666,7.56183333334,6.91916666667,8.38383333334,17.005,8.33633333334
557.85,8.025,13.9811666666,12.236,9.45450000001,7.5795,6.86833333334,8.367,16.9833333333,8.36108333333
558.19,7.988,13.9833333334,12.2228333333,9.452,7.56466666666,6.83316666667,8.36116666667,16.9821666667,8.33858333334
558.53,8.096,14.114,12.3425833333,9.51966666665,7.657,6.9315,8.44316666667,17.0846666667,8.40716666666
558.87,8.141,14.134,12.39175,9.55350000001,7.67366666667,6.93,8.44283333333,17.0958333334,8.44408333334
559.21,8.18666666667,14.1898333333,12.4250833333,9.61599999999,7.69083333334,6.9825,8.5255,17.0953333333,8.486
559.55,8.20283333334,14.2296666667,12.4845,9.65700000001,7.71066666667,7.00783333333,8.52416666666,17.1331666666,8.5455
559.89,8.2165,14.2098333334,12.5285,9.66950000002,7.7185,7.0415,8.51366666666,17.1318333333,8.53125
560.23,8.21816666666,14.2485,12.5729166666,9.72116666665,7.73616666666,7.0715,8.56083333333,17.1153333334,8.50591666666
560.58,8.29283333334,14.362,12.6459166666,9.80283333332,7.78983333334,7.12366666667,8.65166666667,17.1911666666,8.55316666666
560.92,8.26833333334,14.365,12.6845833333,9.8155,7.7905,7.141,8.67116666666,17.2285,8.53825
561.26,8.3455,14.4586666667,12.751,9.886,7.859,7.1775,8.714,17.2771666667,8.61683333334
561.60,8.38083333333,14.4998333334,12.7888333333,9.90983333331,7.8635,7.22,8.72316666667,17.3613333333,8.56316666666
561.94,8.42433333333,14.5363333334,12.8324166666,9.956,7.8825,7.25333333334,8.71516666666,17.4366666666,8.5985
562.28,8.45466666667,14.5543333333,12.8595833333,10.0233333333,7.90616666667,7.23666666667,8.7085,17.4626666667,8.61633333333
562.62,8.47216666667,14.6191666666,12.868,9.98366666669,7.87933333333,7.2395,8.7255,17.4698333333,8.54758333333
562.96,8.52216666667,14.7031666667,12.9349166667,10.0248333333,7.90366666666,7.25316666667,8.746,17.5648333333,8.56083333333
563.30,8.55666666667,14.7406666667,12.9358333334,10.0281666667,7.87133333334,7.28683333333,8.79616666667,17.5805,8.567
563.64,8.60666666667,14.8895,12.9655833334,10.065,7.89816666667,7.335,8.85483333333,17.6598333334,8.63141666667
563.99,8.62633333333,14.9595,12.9999166666,10.0691666667,7.9185,7.34383333333,8.85883333333,17.7083333333,8.63908333333
564.33,8.63183333333,14.9821666667,13.04925,10.0778333334,7.91183333334,7.35516666667,8.86266666666,17.6958333333,8.68783333333
564.67,8.64766666667,15.0185,13.0363333334,10.107,7.89066666667,7.34883333333,8.871,17.6888333333,8.69316666667
565.01,8.64283333334,15.0535,13.05475,10.0821666667,7.85133333333,7.3425,8.8595,17.713,8.67108333333
565.35,8.644,15.0713333333,13.0660833334,10.0913333334,7.83916666666,7.34466666667,8.861,17.6945,8.71833333333
565.69,8.675,15.1375,13.1371666666,10.1116666667,7.88083333333,7.38383333333,8.91366666667,17.7478333334,8.7655
566.03,8.68283333334,15.1895,13.1805,10.1236666666,7.89,7.40183333334,8.96333333334,17.7896666666,8.78891666666
566.37,8.681,15.1938333333,13.1833333333,10.1803333333,7.92433333333,7.3975,8.9865,17.8168333333,8.83533333334
566.71,8.69,15.2071666667,13.2074166666,10.2281666667,7.95866666666,7.44633333334,8.996,17.869,8.89633333334
567.05,8.68783333333,15.2345,13.2833333334,10.241,8.00016666667,7.43416666667,9.01433333333,17.9365,8.90791666666
567.39,8.6555,15.2066666667,13.2855833334,10.2425,7.97983333333,7.38,8.98166666666,17.9081666667,8.87883333333
567.73,8.63516666667,15.1651666667,13.2563333333,10.226,7.95516666666,7.34033333333,8.94883333333,17.8655,8.85283333333
568.07,8.68583333333,15.2341666667,13.3183333334,10.3095,7.99983333333,7.36333333333,8.97366666667,17.923,8.85991666667
568.41,8.75416666667,15.283,13.4055833334,10.3303333333,8.02783333333,7.38883333334,9.02766666667,17.9676666667,8.89908333333
568.75,8.771,15.342,13.482,10.3685,8.0485,7.39583333334,9.05383333333,18.0063333333,8.92533333334
569.09,8.788,15.3981666667,13.5441666666,10.3926666667,8.0825,7.41166666667,9.078,18.0535,8.93191666666
569.43,8.77716666666,15.4328333333,13.5351666666,10.394,8.056,7.38566666667,9.06533333333,18.0041666667,8.92916666667
569.77,8.79316666666,15.474,13.5676666666,10.4373333333,8.05933333334,7.41783333333,9.05916666667,18.027,8.90566666666
570.11,8.77866666666,15.4863333333,13.56925,10.4231666667,8.036,7.4205,9.00466666666,17.9855,8.87641666666
570.45,8.79216666667,15.5156666667,13.5790833333,10.4136666667,8.047,7.41016666667,9.0335,17.9961666666,8.85358333333
570.79,8.79316666666,15.534,13.5220833334,10.4263333333,8.02,7.3975,8.99783333333,17.9831666666,8.83375
571.13,8.84066666666,15.5503333333,13.5723333334,10.4745,8.03533333334,7.43183333333,9.0255,18.0146666667,8.86633333333
571.47,8.83983333333,15.5708333333,13.5593333334,10.495,7.99866666667,7.41066666666,9.01166666667,18.0011666667,8.86358333334
571.81,8.77933333333,15.5296666666,13.5018333333,10.4281666667,7.95183333333,7.377,8.958,17.971,8.84125
572.15,8.71833333333,15.5211666667,13.4941666666,10.4161666666,7.916,7.35033333333,8.92283333333,17.9666666667,8.81758333333
572.49,8.71783333333,15.4865,13.48325,10.4071666667,7.9085,7.33983333333,8.91466666667,17.9633333333,8.79008333333
572.83,8.73483333334,15.5255,13.4913333333,10.4355,7.86933333333,7.32066666666,8.914,17.949,8.76758333334
573.17,8.70216666667,15.5146666667,13.4685,10.4476666667,7.862,7.295,8.90033333334,17.9756666667,8.71775
573.51,8.69566666667,15.4916666666,13.432,10.4303333333,7.85616666667,7.24066666667,8.91116666667,18.0025,8.72525
573.85,8.73,15.5468333333,13.4633333334,10.4865,7.88616666666,7.26966666666,8.965,18.0563333334,8.79408333333
574.19,8.72116666667,15.595,13.4903333334,10.5218333333,7.86566666666,7.23266666667,8.957,18.089,8.80916666666
574.53,8.763,15.6375,13.5605,10.5581666667,7.90033333333,7.23416666667,8.96483333334,18.1295,8.8305
574.87,8.771,15.6401666666,13.53675,10.5108333333,7.90516666667,7.21583333333,8.966,18.1446666667,8.78875
575.21,8.77616666667,15.705,13.5905833334,10.5463333333,7.967,7.26433333334,9.0145,18.2601666667,8.85766666667
575.55,8.82933333334,15.7453333334,13.65375,10.6231666667,8.0135,7.307,9.07966666667,18.3245,8.87258333334
575.89,8.87116666667,15.7945,13.6469166667,10.6356666667,8.04633333333,7.3245,9.08,18.3408333333,8.8985
576.22,8.89166666666,15.848,13.6505833333,10.6718333333,8.06966666667,7.34533333333,9.1105,18.3713333334,8.94008333334
576.56,8.89783333334,15.8293333334,13.6386666666,10.6718333333,8.112,7.346,9.12383333333,18.4228333333,8.9765
576.90,8.94566666666,15.8716666667,13.70125,10.6995,8.1675,7.37416666666,9.17333333334,18.4875,9.03475
577.24,8.90966666667,15.8931666666,13.7125833334,10.6995,8.17316666667,7.3745,9.14166666666,18.4813333334,9.02441666667
577.58,8.93916666667,15.8553333333,13.7396666666,10.6526666666,8.16333333334,7.33983333334,9.14133333333,18.5348333334,8.98666666667
577.92,8.91216666667,15.8386666667,13.71425,10.5918333333,8.13616666667,7.313,9.079,18.4821666667,8.944
578.26,8.8915,15.8276666666,13.7113333333,10.6078333334,8.13033333333,7.3035,9.10466666667,18.4848333333,8.93525
578.60,8.87083333333,15.8695,13.73775,10.6525,8.131,7.28383333334,9.096,18.5503333334,8.93058333334
578.94,8.89033333333,15.863,13.7631666667,10.648,8.11483333333,7.25316666666,9.101,18.5296666667,8.8925
579.28,8.8645,15.8438333334,13.7461666666,10.589,8.082,7.222,9.058,18.5263333333,8.88916666666
579.61,8.81166666667,15.8088333333,13.73625,10.562,8.02516666667,7.14783333333,9.03516666666,18.5036666666,8.83283333333
579.95,8.79883333334,15.768,13.7546666666,10.5443333333,8.04833333334,7.10883333333,9.0165,18.5443333334,8.80433333334
580.29,8.78116666667,15.7518333333,13.7905,10.545,8.05966666667,7.108,9.0325,18.561,8.808
580.63,8.76833333334,15.7495,13.7571666667,10.5133333333,8.02683333333,7.06933333333,9.00966666666,18.5176666667,8.75791666667
580.97,8.78566666666,15.771,13.7889166666,10.508,8.01433333333,7.06016666667,9.04683333333,18.4995,8.74391666666
581.31,8.72916666667,15.765,13.7578333333,10.5303333333,8.001,7.048,9.04966666667,18.4568333333,8.72725
581.65,8.8015,15.8143333333,13.82725,10.6476666667,8.04833333334,7.11316666667,9.13766666667,18.6201666667,8.78083333333
581.98,8.8125,15.8841666666,13.9109166666,10.6695,8.0895,7.16033333334,9.1575,18.7115,8.83958333333
582.32,8.798,15.8685,13.8813333333,10.6301666667,8.09883333333,7.19083333334,9.20166666666,18.659,8.87408333334
582.66,8.79316666666,15.8705,13.8726666666,10.621,8.124,7.18233333334,9.19566666666,18.6901666667,8.87275
583.00,8.82166666666,15.9108333334,13.9254166667,10.6626666667,8.179,7.2035,9.24033333334,18.7078333333,8.89316666666
583.34,8.90316666667,16.012,14.0258333334,10.7755,8.304,7.30183333333,9.32333333334,18.7985,8.95933333333
583.68,8.981,16.1388333333,14.0858333333,10.8495,8.35016666667,7.334,9.403,18.8415,9.02458333334
584.01,9.01833333333,16.1668333333,14.0815833334,10.8741666667,8.32316666667,7.32983333333,9.41383333333,18.8146666667,9.00916666666
584.35,9.03166666667,16.1995,14.1680833334,10.9245,8.36516666667,7.43266666666,9.4475,18.8913333333,9.04966666667
584.69,9.10466666667,16.2588333333,14.2179166666,10.9806666667,8.38366666667,7.48883333333,9.4995,18.9821666667,9.14825
585.03,9.0835,16.2595,14.1855,10.9523333333,8.38433333333,7.454,9.45533333333,18.9563333333,9.12516666666
585.37,9.00216666667,16.1676666667,14.10875,10.8296666666,8.343,7.371,9.41016666667,18.8118333333,9.05066666667
585.70,8.94183333333,16.1286666667,14.0034166667,10.8115,8.298,7.30616666666,9.40216666666,18.7498333333,9.01641666667
586.04,8.93483333333,16.1106666667,14.0133333334,10.8546666667,8.25233333333,7.23366666667,9.35483333333,18.7446666666,8.995
586.38,8.978,16.155,14.0665833333,10.9108333333,8.2765,7.24783333334,9.42516666667,18.7763333334,9.03591666666
586.72,9.06216666667,16.2288333333,14.1580833333,11.0166666667,8.32933333334,7.2705,9.515,18.9313333334,9.08691666667
587.06,9.048,16.173,14.091,11.0081666667,8.28633333334,7.22633333333,9.52466666667,18.9565,9.10441666666
587.39,9.004,16.1146666666,14.0555833334,11.0096666667,8.2505,7.21583333334,9.525,18.9755,9.07341666667
587.73,9.05133333333,16.1406666667,14.1646666666,11.0926666667,8.35033333333,7.26683333333,9.59733333334,19.0868333334,9.16225
588.07,9.01916666667,16.1475,14.1165833334,11.1048333333,8.30283333334,7.161,9.601,19.0585,9.17116666667
588.41,9.04916666667,16.1991666667,14.19475,11.1905,8.38566666666,7.18433333334,9.64083333332,19.1596666667,9.17791666666
588.74,9.07433333333,16.3135,14.26475,11.3043333333,8.43766666667,7.2475,9.73599999999,19.3306666666,9.27933333333
589.08,9.08616666667,16.4235,14.3503333334,11.3711666667,8.47183333333,7.27516666667,9.74533333335,19.4395,9.32375
589.42,9.18649999998,16.4936666667,14.4434166667,11.4313333333,8.54066666667,7.36783333334,9.81583333334,19.515,9.37983333335
589.76,9.23033333334,16.568,14.5181666666,11.5098333333,8.61566666667,7.452,9.902,19.6606666667,9.431
590.09,9.28049999999,16.6258333333,14.5921666666,11.5533333334,8.64483333334,7.52283333333,9.91916666666,19.6953333333,9.47241666665
590.43,9.18216666665,16.5973333334,14.4953333334,11.4871666667,8.592,7.466,9.87016666666,19.6033333334,9.42725
590.77,9.17383333335,16.6355,14.5725,11.52,8.62283333333,7.48883333334,9.91799999998,19.6551666666,9.44108333335
591.11,9.21100000001,16.7418333333,14.6344166667,11.567,8.66083333333,7.55566666666,9.91816666666,19.71,9.49783333335
591.44,9.23383333332,16.8473333334,14.6645833333,11.6026666667,8.67933333334,7.5735,9.94933333335,19.7033333333,9.52558333335
591.78,9.31800000002,16.8861666666,14.79425,11.655,8.75316666666,7.661,10.0136666667,19.7878333334,9.57691666665
592.12,9.24483333335,16.848,14.7616666667,11.5595,8.68883333333,7.6415,9.97433333334,19.7101666667,9.52466666665
592.46,9.33316666668,16.8958333333,14.8450833334,11.5926666667,8.738,7.728,9.99950000002,19.7365,9.52225
592.79,9.31550000001,16.8575,14.80425,11.5536666666,8.71083333333,7.70666666667,10.0103333333,19.6853333334,9.49908333335
593.13,9.277,16.8193333333,14.7876666667,11.5355,8.6435,7.6005,9.95433333332,19.6403333334,9.44266666665
593.47,9.339,16.9166666667,14.8751666666,11.6118333333,8.735,7.65733333333,10.0331666667,19.696,9.5185
593.80,9.276,16.9075,14.8750833334,11.5888333333,8.72683333334,7.63433333334,10.0145,19.7203333333,9.47883333335
594.14,9.30783333331,16.9885,14.9444166666,11.6326666666,8.73266666667,7.68983333333,10.0256666667,19.7968333334,9.48766666665
594.48,9.35383333334,17.0653333334,14.9999166666,11.6673333334,8.77066666667,7.7255,10.0258333333,19.8326666666,9.50241666665
594.81,9.36900000001,17.1285,15.067,11.7081666667,8.80583333333,7.76833333334,10.0803333333,19.8746666667,9.529
595.15,9.29683333333,17.1745,15.0415833334,11.6943333334,8.77716666666,7.74266666667,10.058,19.9328333334,9.50166666665
595.49,9.32566666669,17.2051666667,15.03425,11.7166666666,8.76716666667,7.7425,10.0835,19.9621666666,9.50391666665
595.82,9.3775,17.2426666667,15.0009166666,11.7638333333,8.80916666667,7.75033333333,10.1075,19.9613333334,9.529
596.16,9.41383333335,17.2928333333,15.0574166666,11.8168333334,8.83233333334,7.75916666666,10.1435,19.9881666667,9.55825
596.50,9.49300000001,17.3808333334,15.1320833333,11.905,8.90933333334,7.82483333334,10.196,20.0355,9.60375
596.83,9.57049999998,17.4601666667,15.2071666667,11.988,9.02433333334,7.9385,10.3063333333,20.1445,9.71308333335
597.17,9.594,17.5246666667,15.2204166666,11.9881666666,9.034,7.95216666667,10.3046666667,20.1586666666,9.75
597.51,9.60816666668,17.536,15.2100833333,12.0,9.04133333333,7.91633333334,10.288,20.1863333333,9.74483333335
597.84,9.61849999998,17.5406666667,15.2325833334,12.0293333333,9.09266666667,7.90616666666,10.3246666666,20.2183333334,9.79616666665
598.18,9.62466666669,17.5525,15.2125,12.0493333333,9.10116666667,7.9125,10.3398333333,20.2248333333,9.85816666665
598.52,9.67266666669,17.5716666667,15.2543333334,12.0945,9.15516666667,7.9245,10.3886666667,20.2661666667,9.91558333335
598.85,9.74133333335,17.5555,15.3093333334,12.1236666666,9.2285,7.984,10.4193333334,20.2836666666,9.967
599.19,9.72866666666,17.582,15.2941666666,12.1328333333,9.30383333333,7.9975,10.4095,20.2936666667,9.992
599.53,9.74033333335,17.6723333333,15.423,12.2431666666,9.345,8.08566666667,10.4568333334,20.4111666667,10.1164166667
599.86,9.72799999999,17.637,15.4278333333,12.232,9.39899999998,8.11766666667,10.4963333333,20.4788333333,10.1545
600.20,9.75166666666,17.6848333333,15.4703333334,12.29,9.39450000002,8.17116666667,10.566,20.6005,10.2376666667
600.53,9.68933333334,17.6535,15.4835833333,12.2685,9.328,8.14083333333,10.4761666667,20.5976666666,10.177
600.87,9.67666666666,17.6538333334,15.4995,12.2653333334,9.32516666668,8.1455,10.4728333333,20.6316666666,10.15275
601.21,9.73433333331,17.7183333333,15.557,12.3465,9.37816666666,8.22583333334,10.55,20.6961666667,10.22225
601.54,9.78566666665,17.8085,15.5945,12.3673333334,9.37783333334,8.27583333334,10.5731666666,20.6873333334,10.223
601.88,9.76783333334,17.8781666667,15.6791666667,12.356,9.36500000001,8.278,10.5856666667,20.7383333333,10.22
602.21,9.73049999998,17.891,15.6899166666,12.317,9.27283333335,8.25716666667,10.5203333333,20.7306666667,10.1314166667
602.55,9.74333333332,17.899,15.671,12.3576666666,9.22833333333,8.23866666667,10.5063333333,20.7226666666,10.11625
602.88,9.70166666665,17.9581666667,15.72825,12.3083333333,9.16833333333,8.23766666666,10.513,20.7545,10.075
603.22,9.66216666667,17.9965,15.6893333333,12.2951666667,9.1755,8.20533333333,10.4776666667,20.7623333333,10.0189166667
603.56,9.69083333335,18.0986666667,15.7371666666,12.3498333334,9.1795,8.19133333333,10.5166666666,20.8146666667,10.0464166666
603.89,9.70699999999,18.1386666666,15.7776666667,12.3541666666,9.19783333333,8.19383333334,10.5126666666,20.8046666667,10.04075
604.23,9.73183333331,18.1978333334,15.7694166666,12.3671666667,9.1935,8.18333333333,10.5095,20.8703333334,10.055
604.56,9.72666666665,18.171,15.7696666667,12.3766666666,9.17633333334,8.181,10.5073333334,20.8896666667,10.0533333334
604.90,9.73016666665,18.1528333333,15.7418333333,12.3621666666,9.1095,8.181,10.463,20.8826666667,10.0774166666
605.23,9.72749999998,18.1023333333,15.73275,12.3681666667,9.0995,8.168,10.421,20.9425,10.0789166667
605.57,9.83283333333,18.1423333333,15.7903333333,12.4366666666,9.1445,8.233,10.4718333334,20.9768333334,10.1390833334
605.90,9.86683333334,18.1561666667,15.7661666667,12.477,9.17683333333,8.23183333333,10.5021666666,21.009,10.2265
606.24,9.91899999999,18.2973333334,15.884,12.5253333333,9.25866666667,8.30683333333,10.5933333333,21.1195,10.3070833334
606.58,10.0416666667,18.3368333333,15.9513333334,12.6598333333,9.3515,8.3885,10.6608333334,21.1888333333,10.4088333333
606.91,10.093,18.3406666667,16.03125,12.6453333333,9.327,8.40483333333,10.7113333334,21.1743333333,10.4276666667
607.25,10.0243333333,18.3485,16.0015,12.5845,9.2845,8.4025,10.6356666667,21.1473333333,10.39
607.58,10.036,18.4061666667,16.02875,12.6308333333,9.30533333333,8.41616666666,10.6585,21.1898333333,10.45275
607.92,10.0948333333,18.5158333334,16.1081666666,12.723,9.39816666669,8.50916666667,10.8106666667,21.235,10.5228333334
608.25,10.1308333333,18.6243333334,16.1695,12.7581666667,9.41433333333,8.50716666667,10.8681666667,21.2411666667,10.5226666667
608.59,10.1605,18.7541666667,16.29625,12.841,9.51150000001,8.55783333334,10.9865,21.3241666667,10.565
608.92,10.2051666667,18.8446666666,16.3883333333,12.8735,9.54216666668,8.5975,11.0795,21.3283333333,10.6611666667
609.26,10.1356666666,18.7955,16.3695,12.8325,9.52016666665,8.574,11.0581666666,21.3383333334,10.6118333333
609.59,10.1288333333,18.78,16.42275,12.8048333334,9.53416666668,8.57216666666,11.0943333334,21.3083333333,10.6325833334
609.93,10.0685,18.7225,16.3640833333,12.7883333333,9.49383333334,8.52483333333,11.0688333333,21.2888333333,10.62025
610.26,10.0673333333,18.7198333333,16.3733333334,12.751,9.50533333332,8.513,11.096,21.2521666666,10.64325
610.60,10.09,18.7463333334,16.4441666666,12.799,9.57216666665,8.52216666667,11.1625,21.3238333333,10.6935
