wavelength,Back_ChlPhom,Belly_ChlPhom,Breast_ChlPhom,Crissum_ChlPhom,Crown_ChlPhom,DorTail_ChlPhom,Patch10_ChlPhom,Patch11_ChlPhom,Patch12_ChlPhom,Rump_ChlPhom,Throat_ChlPhom,WingTip_ChlPhom
314.07,4.90944444445,9.55899999999,8.32088888889,8.02366666667,3.04011111111,4.35944444444,43.1788888889,39.0187777778,3.651,8.72019753088,7.81455555555,6.303
314.43,4.81888888889,9.49211111111,8.32033333333,7.92866666667,2.86355555556,4.04566666667,43.1165555556,38.8281111111,3.48766666667,8.52019753087,7.68244444444,6.05988888889
314.80,5.10755555556,9.61544444444,8.59477777778,8.14866666667,3.15166666667,4.20455555555,43.627,39.3226666667,3.67988888889,8.78086419755,8.00211111111,6.30344444444
315.17,5.02333333333,9.578,8.55011111111,8.02333333334,3.09144444444,4.32811111111,43.7053333333,39.4103333333,3.633,8.77085185184,8.11844444444,6.22322222222
315.54,5.33344444444,9.69377777778,8.642,8.23544444445,3.19655555555,4.58022222222,44.0977777778,39.7971111111,3.80066666667,8.84055555557,8.44055555556,6.47844444444
315.91,5.408,9.83477777777,8.77444444446,8.47166666667,3.46877777778,4.94588888889,44.6034444444,40.2106666667,3.89677777778,9.07071604938,8.66077777778,6.63477777778
316.28,5.61233333333,10.0661111111,8.89566666668,8.73622222222,3.76966666667,5.16788888889,44.7181111111,40.4088888889,4.14577777778,9.33372839506,8.85388888889,6.94266666667
316.64,5.71977777778,10.3167777778,9.12955555555,8.83533333333,4.03211111111,5.35711111111,44.8797777778,40.9354444444,4.33388888889,9.65160493826,8.94222222222,7.20111111111
317.01,5.774,10.4362222222,9.22477777777,8.98311111111,3.97988888889,5.37922222222,45.104,40.9516666667,4.38244444444,9.95719753088,8.9831111111,7.19655555556
317.38,5.83722222222,10.4282222222,9.24788888888,9.03166666667,3.912,5.382,45.2855555556,40.976,4.27855555555,10.0504938272,8.98533333335,7.17577777778
317.75,6.25844444445,10.908,9.70155555555,9.625,4.32022222222,5.94811111111,45.513,41.1926666667,4.89111111111,10.5310617284,9.52922222223,7.74411111111
318.12,6.26855555556,10.9651111111,9.7428888889,9.60444444443,4.52744444444,5.91477777778,45.659,41.1123333334,4.85411111111,10.6242469136,9.45855555556,7.87888888889
318.49,6.56744444444,11.1187777778,9.96166666666,9.91144444443,4.79111111111,6.14188888889,46.1472222222,41.6074444445,5.18988888889,10.9447901234,9.70233333334,7.93
318.85,6.79644444444,11.6161111111,10.0313333333,10.2098888889,4.78477777778,6.37311111111,46.4017777778,41.8695555556,5.42944444445,11.0613950617,9.72088888889,7.87211111111
319.22,6.26955555556,11.0641111111,9.66733333333,9.94566666668,4.22544444444,5.70077777778,46.1667777778,41.5057777778,4.84944444444,10.4417407407,8.98466666667,6.83444444445
319.59,5.59922222222,10.5574444444,9.23277777777,9.38722222222,3.80788888889,5.172,45.5671111111,41.1941111111,4.24266666667,10.0381728395,8.36688888889,6.25522222222
319.96,5.54766666667,10.6441111111,9.391,9.37122222222,3.96322222222,4.93266666667,45.4941111111,41.3513333333,4.21466666666,9.90501234568,8.40111111111,6.10633333333
320.32,5.106,10.3002222222,9.15733333335,9.01744444444,3.59588888889,4.52666666667,45.1676666666,40.9686666667,3.78366666667,9.5711728395,8.18255555556,5.58566666667
320.69,4.80555555555,9.99322222223,8.8511111111,8.76655555556,3.30955555556,4.12577777778,45.2126666667,40.6843333333,3.32177777778,9.18439506172,8.01466666667,5.17566666667
321.06,4.67211111111,9.90000000001,8.81733333332,8.54366666667,3.316,3.87966666667,45.0843333333,40.7421111111,3.17111111111,8.96364197531,7.90388888889,5.123
321.43,4.38211111111,9.81233333333,8.60244444444,8.39588888889,3.10344444445,3.54444444445,45.1364444444,40.9687777778,2.808,8.76103703702,7.50166666667,4.75455555555
321.80,4.05766666667,9.47333333334,8.32211111111,7.96533333333,2.79711111111,3.10933333334,45.2915555556,40.9135555555,2.25788888889,8.3231111111,7.06155555555,4.29666666667
322.16,3.83555555556,9.33244444444,8.28777777778,7.84844444445,2.62544444444,2.90788888889,45.6461111111,41.4236666667,2.186,8.38082716048,7.13855555556,4.12566666667
322.53,3.53766666667,9.06744444444,8.11922222222,7.60933333333,2.43411111111,2.70522222222,45.8228888889,41.3767777778,1.86455555555,8.21612345678,7.00366666667,4.19522222222
322.90,3.30222222222,8.69011111111,8.08966666667,7.41522222222,2.36244444444,2.534,46.0234444444,41.3878888889,1.75044444444,8.18590123457,7.04477777778,4.36266666667
323.27,3.63255555555,8.908,8.24077777778,7.48622222222,2.71777777778,2.81688888889,46.7124444444,41.9325555556,2.05444444444,8.61830864199,7.38711111111,5.22977777778
323.63,3.52155555556,8.95977777778,8.19655555556,7.47444444444,2.57611111111,2.78066666667,47.2435555556,42.0772222222,2.21855555556,8.5848765432,7.53788888889,5.23
324.00,3.46444444444,8.79533333334,7.94011111111,7.45444444444,2.31211111111,2.73244444444,47.4995555555,42.2627777778,2.11277777778,8.6331234568,7.42188888889,5.26944444444
324.37,3.64844444444,8.95866666668,8.059,7.68144444444,2.39211111111,2.92511111111,47.8741111111,42.6732222222,2.22655555556,8.77296296297,7.59688888889,5.45155555556
324.74,3.37677777778,8.70444444445,7.86111111111,7.55233333333,2.02266666667,2.729,47.7014444444,42.7337777778,2.09822222222,8.4888765432,7.35722222222,5.17
325.10,3.64822222222,8.76555555557,7.78277777778,7.726,2.03244444444,3.06177777778,47.976,42.9851111111,2.22544444444,8.59350617284,7.51622222222,5.294
325.47,3.57466666667,8.52477777778,7.585,7.43977777778,1.98911111111,3.02566666667,47.654,42.6555555555,2.115,8.368654321,7.38155555556,5.31844444445
325.84,3.45833333333,8.40133333335,7.44422222222,7.40633333333,1.98666666666,3.00677777778,47.6881111111,42.7231111111,2.236,8.34474074073,7.44422222222,5.37255555556
326.21,3.37255555556,8.15899999999,7.206,7.29644444445,1.78433333333,2.98633333333,47.708,42.5943333333,2.155,8.04881481482,7.24044444444,5.33755555555
326.57,3.39422222222,8.07366666666,7.02822222222,7.18822222222,1.64488888889,2.90222222222,47.5218888889,42.4461111111,2.13988888889,7.84560493826,7.12033333333,5.27577777778
326.94,2.61944444445,7.32411111111,6.22755555556,6.419,0.892666666668,2.19011111111,46.9836666667,41.9794444445,1.322,7.03361728397,6.40944444445,4.42355555556
327.31,2.757,7.39922222222,6.31244444445,6.63777777778,1.02233333333,2.37022222222,46.9342222222,42.013,1.535,7.19883950618,6.56722222222,4.62077777778
327.67,2.77944444445,7.156,6.08188888889,6.62055555556,0.932555555554,2.32377777778,46.7653333333,41.9422222222,1.39433333333,7.03332098766,6.33433333333,4.53377777778
328.04,2.71144444444,7.07477777778,5.86711111111,6.39677777778,0.853555555556,2.30488888889,46.435,41.7483333333,1.34333333334,6.78277777778,6.20577777778,4.38455555556
328.41,2.69122222222,6.99088888889,5.82777777778,6.34444444444,0.887777777779,2.32611111111,46.3837777778,41.7472222222,1.48811111111,6.79308641975,6.063,4.374
328.78,2.929,7.19244444445,5.89222222222,6.47255555555,1.13555555556,2.60011111111,46.3495555556,41.7326666667,1.72833333333,7.06103703704,6.11266666667,4.59811111111
329.14,2.73777777778,6.99033333333,5.74255555556,6.258,0.990111111112,2.31633333333,46.2738888889,41.6784444444,1.57788888889,6.95061728394,5.96266666666,4.28711111111
329.51,2.63255555556,6.97244444444,5.63211111111,6.27677777778,0.852000000001,2.22733333333,46.4802222222,41.9235555555,1.44233333333,6.93674074075,5.97977777778,4.09422222222
329.88,2.06555555556,6.36122222222,4.89788888889,5.64255555556,0.222333333333,1.71744444444,45.8365555556,41.4441111111,0.760444444442,6.31437037038,5.31677777778,3.37366666667
330.24,1.95788888889,6.31544444444,4.73722222222,5.47433333333,0.113555555556,1.48055555555,45.597,41.5188888889,0.600666666667,6.21549382714,5.18211111111,3.08455555555
330.61,1.91233333333,6.32844444444,4.73411111111,5.59466666667,0.230555555556,1.69177777778,45.717,41.7204444444,0.685222222222,6.30593827159,5.16911111111,3.17577777778
330.98,2.22166666667,6.68722222222,5.08522222222,5.76255555556,0.526555555557,1.97755555556,45.9981111111,41.9593333333,1.037,6.66549382714,5.27466666667,3.55077777778
331.34,1.82277777778,6.35511111111,4.84855555555,5.25077777778,0.159555555555,1.73,45.6637777778,41.6675555556,0.590555555555,6.18193827161,4.75933333333,3.04844444445
331.71,1.92022222222,6.423,5.03311111111,5.22766666666,0.363888888889,1.845,45.5741111111,41.8305555555,0.793666666668,6.31285185186,4.829,3.12522222222
332.08,1.50988888889,5.98744444445,4.80355555555,4.81288888889,0.108777777778,1.47588888889,45.709,41.6635555556,0.428666666668,6.12491358026,4.49588888889,2.97988888889
332.44,1.41022222222,5.77933333333,4.67755555555,4.63466666667,-0.0403333333333,1.48422222222,45.9626666667,41.7602222222,0.268444444445,6.02869135802,4.40333333333,2.92522222222
332.81,1.35944444444,5.69844444445,4.765,4.50344444445,0.0303333333333,1.46555555556,46.0835555555,41.8141111111,0.258555555555,6.06019753086,4.43666666667,3.056
333.18,1.00933333333,5.512,4.68288888889,4.32233333333,-0.135222222222,1.31855555556,46.1055555556,41.81,0.144111111111,5.78477777779,4.28955555556,3.019
333.54,0.99988888889,5.501,4.61322222222,4.34177777778,-0.115111111111,1.36877777778,46.2642222222,41.7277777778,0.283222222222,5.77701234568,4.19144444444,3.10622222222
333.91,1.34411111111,5.85088888889,5.106,4.68411111111,0.189222222222,1.78644444444,46.8388888889,42.2942222222,0.686777777778,6.16586419752,4.43677777778,3.65711111111
334.28,1.17866666667,5.66133333333,4.98333333333,4.54277777778,-0.04,1.748,46.9704444444,42.15,0.574999999998,6.00051851851,4.17366666667,3.73877777778
334.64,0.853,5.30411111111,4.63211111111,4.149,-0.423777777778,1.33866666667,46.7942222222,42.0691111111,0.226,5.71911111111,3.79866666667,3.409
335.01,0.946777777777,5.30644444444,4.70222222222,4.357,-0.206111111111,1.498,46.9863333333,42.2451111111,0.412,5.69985185185,3.95588888889,3.55788888889
335.38,0.967000000001,5.31777777778,4.73,4.49111111111,-0.131888888889,1.60422222222,47.2598888889,42.4665555556,0.579666666667,5.8272345679,4.09288888889,3.65355555555
335.74,0.87288888889,5.31888888889,4.64455555555,4.44055555556,-0.212222222222,1.63433333333,47.4765555556,42.462,0.503111111111,5.82254320987,4.098,3.71733333333
336.11,1.172,5.49511111111,4.83355555556,4.73966666667,-0.131666666667,1.94111111111,47.8183333333,42.8154444445,0.787777777776,5.97412345679,4.25566666667,3.87133333333
336.47,0.965666666668,5.33544444444,4.64811111111,4.53955555556,-0.251888888889,1.79611111111,47.6916666667,42.6907777778,0.729555555556,5.73041975308,4.02466666667,3.68511111111
336.84,1.03566666667,5.25711111111,4.54755555556,4.67111111111,-0.297111111111,1.85577777778,47.8588888889,42.7071111111,0.812222222222,5.64695061729,4.06133333333,3.55111111111
337.21,1.51344444445,5.55033333333,4.75588888889,5.02588888889,0.0157777777777,2.33377777778,48.2346666667,43.0478888889,1.132,6.03492592591,4.27066666667,3.84222222222
337.57,1.595,5.43033333333,4.883,5.08466666667,0.066888888889,2.42377777778,48.3675555556,43.2444444444,1.13822222222,6.08130864199,4.29722222222,3.86133333333
337.94,1.445,5.19244444444,4.64566666666,5.00488888889,-0.0281111111111,2.32022222222,48.3201111111,43.1508888889,1.07533333334,5.91419753086,4.14011111111,3.74466666667
338.31,1.59255555556,5.18433333334,4.68388888889,5.14322222222,0.168444444445,2.47333333333,48.3727777778,43.1554444445,1.18422222222,6.03593827161,4.26766666667,3.72655555556
338.67,1.806,5.31411111111,4.91022222222,5.37511111111,0.353222222222,2.81711111111,48.6916666667,43.1743333333,1.51655555556,6.2245802469,4.496,3.91733333333
339.04,2.09155555555,5.55933333333,5.12922222222,5.56944444445,0.480666666667,3.19188888889,48.9871111111,43.4377777778,1.86644444444,6.53424691358,4.76266666667,4.262
339.40,2.03677777778,5.60711111111,5.013,5.48877777778,0.463222222222,3.13722222222,49.2408888889,43.5126666667,1.82544444444,6.489654321,4.67822222222,4.27288888889
339.77,2.07422222222,5.59566666667,4.99377777778,5.49544444445,0.504111111111,3.16033333333,49.438,43.6267777778,1.83577777778,6.5444197531,4.62744444444,4.23611111111
340.14,2.294,5.77577777778,5.05322222222,5.69177777778,0.806777777778,3.36533333333,49.4432222222,43.6278888889,2.07133333333,6.73224691358,4.79833333333,4.39988888889
340.50,2.43422222222,5.81155555556,5.10855555555,5.73077777778,0.960222222222,3.44811111111,49.4747777778,43.7587777778,2.04244444444,6.82337037036,4.91022222222,4.39088888889
340.87,2.30622222222,5.67433333333,4.96644444444,5.43922222222,0.807444444444,3.32466666667,49.5174444444,43.768,1.86722222222,6.66944444443,4.64622222222,4.44011111111
341.23,1.90633333333,5.38711111111,4.67333333333,5.111,0.487888888889,3.058,49.3485555556,43.5022222222,1.755,6.34067901236,4.34133333333,4.24055555556
341.60,1.82066666667,5.32677777778,4.47588888889,4.98533333333,0.414777777778,2.96788888889,49.3042222222,43.3467777778,1.74477777778,6.25912345679,4.23866666667,4.21
341.96,1.98922222222,5.45711111111,4.71666666666,5.094,0.611555555556,3.02022222222,49.5805555556,43.4368888889,1.89333333333,6.4768148148,4.30677777778,4.26455555555
342.33,1.92111111111,5.45022222222,4.68788888889,5.01922222222,0.614,2.94055555556,49.883,43.6216666667,1.89077777778,6.45132098767,4.29855555555,4.23366666667
342.70,1.869,5.42655555556,4.646,4.993,0.609222222222,2.81155555555,50.0033333333,43.7894444444,1.80055555556,6.36786419755,4.21488888889,4.25822222222
343.06,1.71777777778,5.247,4.50055555556,4.76955555556,0.544888888889,2.63488888889,49.9988888889,43.6417777778,1.61444444444,6.30762962964,4.00733333334,3.94455555555
343.43,1.76888888889,5.12166666667,4.59522222222,4.77344444445,0.612333333333,2.65455555556,50.0417777778,43.6977777778,1.71166666667,6.3141234568,3.99588888889,3.87722222222
343.79,1.87566666667,5.11311111111,4.65788888889,4.87777777778,0.690666666667,2.821,50.2458888889,43.8486666667,1.94911111111,6.41338271606,4.157,3.965
344.16,1.80111111111,5.03144444444,4.70588888889,4.82077777778,0.665666666667,2.82188888889,50.2308888889,43.8447777778,1.93722222222,6.35660493828,4.05944444444,3.94044444444
344.52,1.81988888889,5.01244444444,4.70955555556,4.88388888889,0.599,2.90011111111,50.6882222222,44.0555555556,2.03644444444,6.40806172839,4.04766666667,4.136
344.89,1.90311111111,5.22022222222,4.89755555555,5.06622222222,0.809888888888,3.10477777778,50.9515555556,44.3984444444,2.23633333333,6.6689506173,4.26455555556,4.17733333333
345.25,2.10488888889,5.25911111111,5.05677777778,5.15366666667,1.02244444444,3.22655555555,51.2837777778,44.7377777778,2.25977777778,6.85427160493,4.42477777778,4.31288888889
345.62,2.30988888889,5.41977777778,5.25311111111,5.282,1.34511111111,3.45966666667,51.7257777778,45.189,2.497,7.05349382714,4.62788888889,4.45511111111
345.99,2.41888888889,5.52622222222,5.28166666667,5.43033333333,1.47211111111,3.72022222222,51.7337777778,45.3218888889,2.65722222222,7.16345679013,4.88466666667,4.722
346.35,2.57155555556,5.62855555556,5.38777777778,5.57588888889,1.55655555556,3.97866666667,51.7224444445,45.3483333334,2.85677777778,7.40216049383,4.949,4.97544444444
346.72,2.82622222222,5.81877777778,5.54733333333,5.75566666667,1.79255555556,4.206,51.91,45.5876666667,3.08122222222,7.63297530866,5.19533333333,5.19733333333
347.08,3.09077777778,5.96466666667,5.68911111111,6.02766666667,2.074,4.46788888889,52.0982222222,45.8845555555,3.25677777778,7.80072839508,5.39355555556,5.48877777778
347.45,3.30155555556,6.06622222222,5.80088888889,6.21833333333,2.15455555556,4.65577777778,52.1118888889,46.0072222222,3.399,7.98481481482,5.54744444444,5.59844444444
347.81,3.179,5.99533333333,5.75111111111,6.16266666667,2.06911111111,4.59011111111,52.1831111111,46.0064444445,3.30955555556,7.934654321,5.37833333334,5.57577777778
348.18,3.177,6.10688888889,5.79244444445,6.17822222222,2.14777777778,4.71011111111,52.4133333333,46.3514444445,3.38522222222,8.10877777778,5.51877777778,5.717
348.54,3.09177777778,6.11611111111,5.77922222222,6.2,2.11955555556,4.66622222222,52.3576666667,46.3067777778,3.39211111111,8.1042962963,5.50566666667,5.632
348.91,2.87277777778,5.72755555556,5.56877777778,6.04288888889,1.87188888889,4.49033333333,52.233,46.0537777778,3.19844444444,7.87011111112,5.24733333333,5.45477777778
349.27,3.07677777778,5.84977777778,5.74488888889,6.28266666667,2.02677777778,4.66655555556,52.232,46.0971111111,3.40855555556,8.06561728395,5.33811111111,5.579
349.64,2.94977777778,5.77333333333,5.61677777778,6.16644444445,1.796,4.58333333333,51.9575555556,45.8551111111,3.33733333333,7.98286419753,5.20555555556,5.57855555556
350.00,2.97888888889,5.78766666667,5.59955555556,6.20777777778,1.84033333333,4.56522222222,52.2245555556,45.9908888889,3.44088888889,8.01372839505,5.15344444444,5.61166666667
350.37,3.12455555556,5.93066666667,5.67588888889,6.259,1.96822222222,4.59722222222,52.3872222222,46.2177777778,3.56044444444,8.0207037037,5.29588888889,5.67188888889
350.73,2.97711111111,5.873,5.55844444444,6.14611111111,1.92666666666,4.57344444444,52.4756666667,46.2246666667,3.53077777778,7.97734567901,5.16288888889,5.53866666667
351.10,2.79655555556,5.85677777778,5.53777777778,5.99477777778,1.68955555555,4.49011111111,52.7217777778,46.2463333333,3.52511111111,7.9383580247,5.06311111111,5.57733333333
351.46,2.89211111111,5.96955555556,5.56722222222,6.06922222222,1.84366666667,4.64355555556,52.8998888889,46.3582222222,3.71422222222,8.01058024691,5.077,5.85611111111
351.83,2.80788888889,5.90866666667,5.41766666667,6.00588888889,1.71522222222,4.50588888889,52.9224444444,46.3361111111,3.69266666667,7.9157654321,4.92688888889,5.76122222222
352.19,2.82877777778,5.773,5.34977777778,6.01155555556,1.65688888889,4.44533333333,52.9767777778,46.2571111111,3.70244444445,7.8741728395,4.80877777778,5.62088888889
352.55,2.92611111111,5.84866666667,5.41722222222,6.06811111111,1.79244444444,4.581,53.1314444445,46.4143333333,3.86533333333,8.00262962963,4.82355555555,5.80844444445
352.92,3.04577777778,5.88844444444,5.43888888889,6.07633333333,1.93955555555,4.621,53.3484444444,46.6267777778,3.96255555555,8.0606419753,4.90922222222,5.86022222222
