wavelength,Back_TanPerf,Belly_TanPerf,Breast_TanPerf,Crissum_TanPerf,Crown_TanPerf,DorTail_TanPerf,Patch10_TanPerf,Patch11_TanPerf,Rump_TanPerf,Throat_TanPerf,WingTip_TanPerf
178.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.78,70.3703333333,74.0743333333,-33.333,100.0,-7.40766666667,33.333,7.40733333333,18.5186666667,61.4816666667,0.0,11.111
179.16,-150.0,33.3333333333,-383.333333333,50.0,-350.0,-300.0,-266.666666667,-83.3333333333,-133.333333333,-483.333333333,-250.0
179.54,133.333333333,-13.3333333333,146.666666667,90.0,226.666666667,120.0,126.666666667,0.0,-6.66666666667,246.666666667,90.0
179.93,116.666666667,66.6666666667,200.0,25.0,300.0,450.0,150.0,83.3333333333,-20.0,483.333333333,-25.0
180.31,286.111,80.5556666667,500.000333333,225.0,611.111,325.0,347.222,266.666666667,194.444533333,713.889,266.667
180.69,243.859333333,77.193,378.947666667,142.1055,454.386333333,242.105,271.929666667,212.281,159.6492,500.000333333,228.9475
181.07,177.083333333,71.875,236.458333333,104.6875,289.583333333,162.5,180.208333333,136.458333333,122.291666667,318.75,137.5
181.45,170.588,63.7253333333,215.686333333,100.0,264.706,141.176,164.706,126.470333333,108.627266667,281.372333333,116.1765
181.83,142.735,62.3933333333,186.325,96.1535,235.042666667,120.513,142.735,126.495666667,99.9999333333,239.316333333,102.564
182.21,120.155,37.9846666667,144.961333333,82.558,208.527333333,97.674,120.155,106.976333333,91.3178,207.752,93.0235
182.59,91.6666666667,16.0253333333,108.974,62.5,171.795,82.692,91.0256666667,71.7946666667,82.3074,169.871666667,73.077
182.97,100.585,18.1286666667,100.0,69.2985,169.005666667,92.982,96.491,75.4386666667,92.8655333333,171.345,93.86
183.35,80.0,17.7776666667,72.0,52.0,129.333,77.333,78.6666666667,56.889,77.2444666667,140.0,80.6665
183.73,84.8486666667,28.1383333333,78.355,51.948,123.809666667,87.013,81.385,71.4283333333,86.2335333333,141.991333333,89.6105
184.11,73.7373333333,10.6063333333,81.818,43.9395,124.242666667,86.364,77.273,64.6463333333,76.9697333333,147.98,81.0605
184.49,53.5516666667,-6.557,73.224,29.5085,116.393333333,80.328,65.027,65.0273333333,67.8690666667,139.890666667,82.787
184.87,47.4576666667,2.26,66.1016666667,44.0675,120.339,88.136,62.712,70.0563333333,65.4235333333,137.288333333,72.8815
185.25,52.688,10.215,61.2903333333,57.258,120.43,98.387,58.0646666667,77.957,68.0645333333,123.656,82.258
185.63,47.9796666667,24.2423333333,59.091,65.1515,115.151333333,101.515,56.566,84.8486666667,77.374,114.646666667,93.9395
186.01,52.1503333333,37.6343333333,75.8066666667,67.742,106.989333333,96.774,69.355,92.473,105.376466667,124.193666667,108.871
186.39,71.8953333333,69.9346666667,119.608,95.0985,122.876,109.804,81.0453333333,125.490333333,135.0324,148.366,139.216
186.77,103.921666667,137.255,190.196,164.706,182.353,155.882,104.902,203.921666667,192.549066667,175.490333333,207.353
187.15,118.840666667,217.391333333,288.406,247.826,221.739333333,239.13,111.594333333,271.014666667,246.377066667,221.739333333,256.522
187.53,541.666666667,1275.0,1600.0,1462.5,1033.33333333,1125.0,541.666666667,1533.33333333,1233.33333333,1191.66666667,1375.0
187.91,-1433.33333333,-4666.66666667,-6066.66666667,-6950.0,-4533.33333333,-3700.0,-1866.66666667,-6000.0,-4520.0,-4666.66666667,-4800.0
188.29,-176.666666667,-563.333333333,-603.333333333,-710.0,-510.0,-430.0,-193.333333333,-686.666666667,-477.333333333,-466.666666667,-500.0
188.67,-200.0,-438.461666667,-502.564,-596.154,-400.0,-369.231,-197.435666667,-515.384666667,-362.051466667,-415.384333333,-315.3845
189.05,-256.666666667,-556.666666667,-633.333333333,-810.0,-450.0,-440.0,-186.666666667,-630.0,-490.666666667,-600.0,-355.0
189.43,-220.513,-497.436,-594.872,-696.154,-382.051333333,-284.615,-200.0,-551.281666667,-427.692066667,-561.538333333,-292.3075
189.81,-420.0,-790.0,-926.666666667,-990.0,-646.666666667,-430.0,-340.0,-796.666666667,-656.0,-923.333333333,-405.0
190.19,-270.588333333,-472.549,-523.529333333,-605.8825,-413.725333333,-247.059,-135.294333333,-449.019666667,-317.646933333,-525.490333333,-214.706
190.57,-529.63,-988.888666667,-1044.44466667,-1244.4445,-907.407,-455.556,-388.889,-948.148,-711.111,-1096.296,-511.111
190.95,-309.524,-635.714333333,-680.952333333,-785.7145,-552.381333333,-257.143,-264.285666667,-609.524,-461.4286,-742.857333333,-371.4285
191.33,-625.0,-1045.83333333,-1216.66666667,-1487.5,-1116.66666667,-462.5,-500.0,-1162.5,-896.666666667,-1350.0,-681.25
191.71,-1375.0,-2191.66666667,-2608.33333333,-3237.5,-2425.0,-950.0,-1050.0,-2483.33333333,-1923.33333333,-2550.0,-1550.0
192.09,972.222333333,1633.333,1727.77766667,2208.3335,1605.55533333,583.333,650.0,1666.66666667,1306.6668,1622.22233333,1183.3335
192.47,400.000333333,684.444666667,722.222333333,950.0,626.666666667,206.667,251.111,657.777666667,554.666866667,686.666666667,530.0
192.85,310.0,565.0,570.0,745.0,465.0,150.0,195.0,526.666666667,461.666666667,516.666666667,517.5
193.23,333.333666667,629.824666667,640.350666667,810.5265,480.702,131.579,228.070333333,577.193,495.0878,549.123,628.9475
193.61,521.212,1030.303,927.272666667,1277.273,727.272666667,190.909,251.515,839.393666667,743.030333333,821.212333333,1013.6365
193.99,5033.33333333,10400.0,9133.33333333,13750.0,6600.0,2100.0,2733.33333333,8666.66666667,7666.66666667,7533.33333333,10800.0
194.37,-2483.33333333,-5300.0,-4566.66666667,-7125.0,-3083.33333333,-1750.0,-1216.66666667,-4600.0,-4086.66666667,-3566.66666667,-5325.0
194.75,2950.0,5550.0,4583.33333333,7425.0,3066.66666667,2500.0,1183.33333333,4716.66666667,4220.0,3533.33333333,5225.0
195.13,285.185,464.197333333,354.321,590.741,254.321,181.481,112.345666667,355.555666667,344.691133333,296.296333333,372.222
195.51,221.875,416.666666667,288.541666667,475.0,180.208333333,150.0,95.8333333333,286.458333333,303.333333333,234.375,314.0625
195.89,231.182666667,432.258,289.247333333,495.1615,162.365666667,183.871,113.978333333,278.494666667,313.978466667,233.333333333,291.9355
196.27,961.111333333,1994.44433333,1344.44433333,2291.6665,588.888666667,733.333,361.111,1311.111,1384.44453333,927.777666667,1083.333
196.65,-1308.33333333,-2858.33333333,-1833.33333333,-3125.0,-691.666666667,-1025.0,-466.666666667,-1941.66666667,-1770.0,-1075.0,-1237.5
197.03,-2350.0,-5650.0,-3600.0,-6575.0,-1750.0,-2400.0,-1016.66666667,-4150.0,-3753.33333333,-2133.33333333,-1800.0
197.40,-544.444333333,-1666.66666667,-1088.889,-2041.667,-483.333333333,-783.333,-277.778,-1316.66633333,-1187.77753333,-438.889,-358.333
197.78,-266.666666667,-1011.11133333,-729.629666667,-1333.3335,-237.037333333,-466.667,-203.703666667,-955.555666667,-790.3704,-251.851666667,-250.0
198.16,-45.3333333333,-278.666666667,-208.0,-420.0,-28.0,-76.0,32.0,-294.666666667,-207.466666667,-25.3333333333,-24.0
198.54,-2.02033333333,-185.858666667,-139.394,-281.818,-17.1716666667,-15.152,32.3233333333,-185.858666667,-131.111266667,2.02,-18.182
198.92,50.0003333333,-93.7503333333,-68.75,-157.2915,23.611,41.667,59.722,-89.5833333333,-48.1942666667,34.0276666667,35.417
199.30,51.0416666667,-50.5206666667,-53.125,-110.156,26.5623333333,37.5,51.0416666667,-60.9376666667,-29.375,34.8956666667,32.8125
199.68,54.1666666667,-43.9813333333,-46.759,-96.5275,29.6296666667,52.778,52.7776666667,-49.074,-11.8516666667,35.185,42.361
200.06,61.039,-39.394,-45.022,-75.3245,31.169,62.338,49.3506666667,-59.7403333333,-19.4805333333,32.0343333333,35.7145
200.44,69.3123333333,-73.016,-76.1903333333,-105.5555,33.3336666667,61.905,41.799,-82.5396666667,-50.476,19.577,19.0475
200.82,80.7293333333,-58.8536666667,-66.1456666667,-103.125,44.271,64.062,44.2706666667,-66.6663333333,-43.8539333333,19.792,14.844
201.19,70.1146666667,-37.548,-33.3333333333,-44.2525,50.1913333333,66.667,48.659,-28.7353333333,-12.7203333333,30.2683333333,22.414
201.57,64.0773333333,-30.4206666667,-22.9776666667,-31.553,47.8963333333,74.757,49.838,-10.6796666667,-1.2944,30.4206666667,27.67
201.95,64.605,-38.8313333333,-35.0516666667,-44.33,42.9553333333,78.351,47.4226666667,-8.24733333333,-2.543,32.646,30.928
202.33,77.4306666667,-42.708,-29.1666666667,-43.229,52.4306666667,87.5,47.9166666667,-3.472,1.80546666667,32.986,40.104
202.71,78.903,-58.6496666667,-45.5693333333,-71.519,57.384,93.671,41.7723333333,-27.426,-13.5018666667,24.0506666667,36.7085
203.09,80.0,-40.4166666667,-29.5833333333,-61.25,71.25,83.75,41.6666666667,-19.1666666667,-10.9166666667,34.1666666667,38.125
203.47,85.3173333333,-31.746,-15.873,-48.214,77.381,72.619,43.254,-9.52366666667,0.238133333333,43.2543333333,39.286
203.85,89.712,-25.5143333333,-6.58433333333,-38.272,88.889,75.309,48.5596666667,1.23466666667,6.41973333333,48.148,45.679
204.22,86.9046666667,-23.4126666667,3.57133333333,-35.714,98.8096666667,76.19,62.6983333333,26.1906666667,23.0952,52.778,58.333
204.60,80.851,-4.25533333333,16.312,-21.8085,98.9363333333,62.766,64.539,35.1066666667,30.4254666667,51.4186666667,64.3615
204.98,79.0263333333,-12.3593333333,9.73766666667,-27.528,101.498,66.292,67.416,27.715,19.251,57.678,70.225
205.36,76.1313333333,-8.642,6.58433333333,-38.2715,98.7653333333,70.37,68.7243333333,27.572,11.9343333333,53.498,77.1605
205.74,84.0796666667,-6.46766666667,6.46733333333,-46.2685,115.920333333,70.149,87.065,19.403,2.6866,52.239,88.806
206.12,87.0646666667,-1.18423789293e-15,17.9103333333,-44.776,122.885666667,46.269,86.0696666667,17.413,-6.36806666667,41.2936666667,90.2985
206.50,80.46,-0.574666666667,3.44833333333,-71.5515,113.218333333,12.069,82.1836666667,12.6436666667,-26.552,25.2873333333,76.724
206.87,81.7706666667,9.37466666667,12.5003333333,-39.0625,117.708,-3.125,86.9793333333,34.896,-8.12493333333,35.4163333333,95.3125
207.25,72.6776666667,-6.55733333333,-5.46466666667,-40.9835,109.836,-6.557,92.3496666667,27.3223333333,-10.164,36.612,100.0
207.63,80.4233333333,2.64566666667,11.1106666667,-29.365,122.222333333,19.048,108.465333333,45.503,5.50253333333,52.91,134.127
208.01,79.0476666667,5.238,13.8093333333,-18.5715,102.857333333,22.857,106.190333333,37.1426666667,6.95233333333,53.8093333333,126.4285
208.39,106.432666667,9.35666666667,17.544,-28.947,99.9996666667,26.316,133.918,38.5963333333,-5.0294,66.082,142.105
208.77,151.666666667,17.5,29.1666666667,-45.0,116.666666667,50.0,188.333333333,59.1666666667,-8.33333333333,100.833333333,193.75
209.14,146.341666667,31.7073333333,32.52,-26.8295,107.317,31.707,178.049,66.667,-5.04053333333,81.3006666667,176.829
209.52,179.412,12.745,40.196,-61.765,130.392333333,41.176,195.098,73.5296666667,-10.1961333333,95.0983333333,210.294
209.90,168.421,2.63166666667,41.228,-55.2635,110.526333333,31.579,150.877333333,75.4383333333,4.03533333333,98.2453333333,198.6845
210.28,150.406666667,4.065,34.9593333333,-41.4635,91.057,58.537,152.845333333,78.8616666667,19.3496666667,101.626,190.244
210.66,176.577,-2.70266666667,37.8376666667,-28.3785,104.504666667,105.405,153.153,97.2973333333,24.6846,136.036,236.4865
211.03,189.743666667,15.3846666667,52.1366666667,-30.7695,108.547,151.282,157.264666667,90.5986666667,31.2818666667,147.008333333,223.077
211.41,282.608666667,4.34766666667,24.638,-121.739,120.29,200.0,178.260666667,94.203,-31.884,171.014333333,254.3475
211.79,470.0,-143.333333333,-146.666666667,-425.0,-13.3333333333,300.0,200.0,-26.6666666667,-259.333333333,193.333333333,245.0
212.17,321.428666667,-52.381,-138.095,-275.0,30.9523333333,228.571,114.286,21.4283333333,-140.4764,164.285666667,157.143
212.55,196.825666667,-20.635,-92.0636666667,-133.3335,66.6666666667,109.524,57.1426666667,14.2856666667,-56.8252,123.809333333,142.857
212.92,155.555666667,-38.889,-106.944333333,-139.5835,65.278,33.333,37.5,6.94433333333,-45.8334666667,88.889,122.9165
213.30,163.333333333,-88.3333333333,-156.666666667,-205.0,55.0,60.0,8.33333333333,1.66666666667,-66.0,75.0,105.0
213.68,124.999666667,-42.8573333333,-134.524,-141.0715,55.952,0.0,14.2856666667,-4.762,-37.6193333333,60.7146666667,55.357
214.06,123.188333333,-55.0726666667,-156.522,-189.1305,63.7683333333,-34.783,-7.24666666667,-5.797,-80.5796,44.9276666667,21.739
214.44,198.333333333,-20.0,-90.0,-145.0,171.666666667,40.0,31.6666666667,68.3333333333,-29.3333333333,113.333333333,50.0
214.81,165.079333333,-31.746,-57.1426666667,-152.381,180.952333333,33.333,33.333,74.6033333333,-28.2538,103.174666667,23.8095
215.19,146.377,-56.5216666667,-31.884,-115.2175,165.217333333,30.435,20.29,86.9566666667,-41.1593333333,55.0723333333,15.2175
215.57,97.7776666667,-56.6666666667,-4.44433333333,-80.0,138.889,20.0,46.6666666667,71.1113333333,-31.5557333333,44.4446666667,48.3335
215.95,168.254,-49.2063333333,12.6983333333,-73.8095,244.444666667,0.0,99.9996666667,128.571333333,-38.0954666667,109.523666667,97.619
216.32,350.0,-203.333333333,-16.6666666667,-210.0,396.666666667,-250.0,146.666666667,230.0,-168.666666667,193.333333333,160.0
216.70,1700.0,-1050.0,-383.333333333,-1000.0,1466.66666667,-1550.0,650.0,1000.0,-1030.0,950.0,250.0
217.08,516.667,-333.333666667,-105.555333333,-258.333,400.0,-433.333,233.333333333,250.0,-389.9998,311.111333333,25.0
217.46,650.0,-683.333333333,-125.0,-600.0,450.0,-1025.0,500.0,200.0,-808.333333333,283.333333333,-25.0
217.83,-140.0,168.888666667,15.5556666667,153.3335,-117.778,226.667,-144.444666667,-37.7776666667,229.333333333,-31.111,-16.667
218.21,-260.0,153.333333333,33.3333333333,120.0,-260.0,240.0,-326.666666667,-56.6666666667,235.333333333,-120.0,-135.0
218.59,-305.555666667,200.0,205.555666667,241.6665,-261.111333333,583.333,-588.888666667,83.3333333333,506.6666,-33.3333333333,-283.3335
218.97,-1683.33333333,-83.3333333333,483.333333333,275.0,-1150.0,1600.0,-2433.33333333,-100.0,976.666666667,-333.333333333,-1125.0
219.34,-324.242333333,-54.5453333333,151.515,104.5455,-163.636333333,254.545,-427.273,-9.09066666667,169.6972,-103.030333333,-231.818
219.72,-1316.66666667,-650.0,108.333333333,-75.0,-733.333333333,75.0,-1491.66666667,-383.333333333,-126.666666667,-650.0,-1050.0
220.10,344.444333333,187.037,-9.25933333333,0.0,212.963,44.444,348.148,137.037333333,100.370533333,148.148,263.8885
220.47,231.746,152.381,-17.4603333333,-35.7145,176.190666667,90.476,282.54,73.0156666667,81.5874,115.873,204.762
220.85,143.434333333,95.9596666667,-15.1516666667,-56.0605,117.172,66.667,187.878333333,31.313,58.1817333333,78.788,140.909
221.23,145.370333333,98.148,-2.77766666667,-51.389,111.111,77.778,172.222,22.2223333333,57.0372666667,75.0,158.333
221.61,158.823333333,107.843333333,-14.7056666667,-7.353,131.372666667,105.882,157.843,36.2746666667,86.4708,104.902333333,191.1765
221.98,106.060333333,65.4543333333,5.92118946467e-16,24.5455,88.4846666667,52.727,98.182,38.788,64.3636666667,77.5756666667,122.727
222.36,98.1483333333,37.037,-22.222,0.926,56.7903333333,27.778,91.9753333333,22.8393333333,51.7280666667,61.7286666667,109.2595
222.74,104.848666667,26.6666666667,-31.5153333333,-3.6365,47.2726666667,23.636,65.4546666667,27.879,58.0608,61.8183333333,91.818
223.11,80.606,12.7273333333,-53.9396666667,-9.091,32.7273333333,10.909,45.4546666667,15.7576666667,48.1214666667,45.4546666667,81.8185
223.49,75.5556666667,13.3333333333,-40.0003333333,0.8335,37.222,13.333,46.1113333333,24.4446666667,57.0000666667,47.2223333333,80.8335
223.87,66.1376666667,-0.529,-44.4443333333,-5.5555,27.5133333333,9.524,28.5716666667,22.7513333333,46.032,37.037,68.254
224.24,64.9716666667,1.13,-43.5026666667,7.627,38.418,8.475,33.8983333333,20.904,42.1469333333,45.198,81.356
224.62,73.889,17.2223333333,-32.2223333333,15.0,52.778,15.0,51.667,33.8886666667,45.6666666667,50.0,90.8335
225.00,86.928,35.9476666667,-13.072,54.902,73.2026666667,50.98,64.0523333333,70.5883333333,66.6669333333,59.4773333333,108.8235
225.38,85.965,28.947,-37.7193333333,61.842,76.316,81.579,42.9826666667,91.2283333333,74.386,56.1406666667,84.211
225.75,112.698333333,42.857,-98.4126666667,92.857,103.174666667,166.667,39.6826666667,122.222333333,100.6352,49.2063333333,76.1905
226.13,616.666666667,-200.0,-1316.66666667,325.0,416.666666667,2150.0,-16.6666666667,600.0,603.333333333,66.6666666667,300.0
226.51,-20.8333333333,43.75,181.25,-28.125,-54.1666666667,-218.75,52.0833333333,-60.4166666667,-42.9166666667,2.08333333333,-9.375
226.88,9.64933333333,53.5086666667,92.1053333333,7.895,-22.807,-68.421,32.4563333333,7.01766666667,12.1054,17.544,18.421
227.26,17.157,45.098,56.8626666667,13.235,-3.92166666667,-25.0,25.4903333333,22.059,22.8430666667,11.7646666667,11.765
227.64,30.337,54.6813333333,57.3033333333,17.416,11.6106666667,-10.112,29.2133333333,35.5806666667,29.513,26.2173333333,24.719
228.01,30.0886666667,51.6226666667,46.018,13.274,14.1596666667,2.655,17.699,31.8586666667,29.6755333333,24.189,29.646
228.39,25.8063333333,44.731,37.6346666667,17.742,21.2903333333,4.516,16.559,27.9566666667,26.0644666667,26.2366666667,34.8385
228.76,30.5263333333,43.8596666667,36.842,20.7895,25.2633333333,7.895,22.2803333333,31.9296666667,28.8066666667,29.4733333333,35.7895
229.14,34.29,45.933,38.437,28.708,28.2296666667,16.268,26.475,36.6826666667,31.0366,33.0143333333,38.038
229.52,34.6786666667,43.6473333333,34.529,25.561,22.2723333333,15.247,18.2363333333,34.0806666667,27.5634666667,27.0553333333,31.39
229.89,38.0953333333,44.1556666667,35.3536666667,32.251,22.5106666667,20.779,16.45,35.498,29.899,26.9843333333,31.3855
230.27,39.7486666667,44.3513333333,36.9596666667,37.866,23.8496666667,30.544,17.2943333333,36.541,31.4922666667,28.173,33.2635
230.65,38.388,41.6666666667,33.47,35.246,24.0436666667,28.689,17.3496666667,35.1093333333,31.1201333333,26.9126666667,33.6065
231.02,39.3306666667,36.9596666667,31.9386666667,34.3095,24.1283333333,23.013,12.9706666667,30.9623333333,30.7112666667,23.0126666667,29.9165
231.40,39.056,38.3406666667,30.615,36.91,25.894,24.893,13.0186666667,30.186,31.9028,24.1773333333,32.189
231.78,36.1353333333,34.218,28.3186666667,35.177,20.5016666667,31.858,10.6193333333,29.2033333333,30.5307333333,22.4186666667,29.867
232.15,37.2373333333,35.5853333333,29.5796666667,40.3155,20.2703333333,35.135,17.868,32.7326666667,32.4026,25.075,29.2795
232.53,37.7356666667,34.434,29.717,41.0375,18.868,36.792,20.2833333333,33.176,32.3583333333,22.17,27.8305
232.90,34.1013333333,35.791,32.719,39.1705,18.894,35.945,18.7403333333,31.029,31.367,22.8876666667,29.2625
233.28,32.4523333333,37.8853333333,33.6273333333,35.903,19.2363333333,39.648,19.2363333333,32.1583333333,35.0364666667,23.9353333333,30.176
233.66,31.3303333333,40.9156666667,35.9083333333,39.485,25.322,49.356,25.751,35.9083333333,38.5407333333,27.6106666667,33.262
234.03,28.085,36.1703333333,30.78,37.021,24.1136666667,45.957,24.3973333333,31.9153333333,34.5816666667,24.539,30.2125
234.41,17.4403333333,29.2546666667,23.3476666667,27.4265,16.3153333333,32.068,18.8466666667,22.6443333333,26.1325333333,15.7523333333,21.519
234.78,15.9836666667,27.5956666667,20.6283333333,25.82,13.2513333333,29.918,15.7103333333,18.5793333333,22.1585333333,15.9836666667,20.902
235.16,17.4603333333,28.4393333333,18.5183333333,26.587,12.0366666667,32.937,17.9893333333,17.8573333333,21.2171333333,16.6666666667,21.23
235.54,19.136,27.5306666667,17.7776666667,25.741,13.8273333333,31.481,19.6296666667,20.8643333333,22.3456666667,17.901,23.7035
235.91,18.7793333333,23.944,17.1363333333,26.0565,14.7886666667,26.056,18.075,19.2486666667,21.1502666667,14.4366666667,24.296
236.29,17.8913333333,20.7666666667,17.9976666667,22.6835,17.3586666667,23.323,15.1226666667,16.1873333333,17.5931333333,11.8206666667,24.9205
236.66,16.8283333333,19.5253333333,17.0443333333,19.2555,15.9653333333,22.33,12.298,15.426,15.6632,9.709,22.0065
237.04,16.4446666667,19.0,14.2223333333,19.8335,14.5556666667,24.0,14.3333333333,15.6666666667,16.2666666667,8.33333333333,21.6665
237.41,15.8576666667,19.3093333333,13.808,20.8735,14.2393333333,18.123,15.534,12.9453333333,14.3692666667,6.36466666667,21.0355
237.79,14.9743333333,19.5896666667,13.7433333333,17.077,12.205,14.154,14.1536666667,10.7693333333,11.7540666667,7.487,19.538
238.17,14.383,19.145,13.9943333333,14.5775,12.731,14.869,14.966,11.5646666667,11.8755333333,7.969,19.679
238.54,17.991,19.8173333333,16.2553333333,15.0685,14.3376666667,18.356,16.073,15.4336666667,15.8721333333,11.507,22.603
238.92,18.059,18.8186666667,17.975,16.076,14.5993333333,18.481,17.1306666667,17.2153333333,17.1647333333,11.2236666667,23.7975
239.29,17.6056666667,19.249,20.1096666667,13.85,15.18,17.84,16.1973333333,18.5446666667,17.5274666667,13.0673333333,24.7655
239.67,14.4666666667,17.6733333333,19.836,10.8505,11.335,13.647,13.6466666667,15.138,13.8853333333,10.2163333333,20.358
240.04,13.0856666667,17.8373333333,18.9393333333,9.401,10.8813333333,12.19,13.1543333333,13.7743333333,13.5536666667,10.124,17.7685
240.42,12.0353333333,17.5803333333,17.4543333333,8.223,8.31766666667,11.909,13.1066666667,13.4216666667,13.6736,10.271,15.123
240.79,12.3093333333,17.2113333333,16.3943333333,10.131,8.27866666667,11.275,13.8343333333,13.2353333333,13.5947333333,11.6556666667,14.4605
241.17,11.3036666667,14.863,15.44,8.658,7.504,9.812,12.1693333333,11.977,11.7942,11.2553333333,12.3375
241.54,10.5786666667,12.9103333333,14.8533333333,7.837,7.72866666667,8.808,11.2696666667,11.2263333333,11.1484666667,12.5216666667,12.1765
241.92,9.913,11.2163333333,13.9413333333,8.7085,7.42533333333,7.82,10.387,10.782,11.1373333333,11.967,12.1445
242.29,9.07133333333,11.0383333333,13.224,8.8525,6.339,6.885,8.962,10.0183333333,9.86526666667,10.7466666667,11.038
242.67,9.11266666667,10.9146666667,13.2366666667,9.6155,6.30633333333,6.653,9.35533333333,10.1526666667,9.77833333333,10.395,11.1225
243.05,9.19066666667,11.1553333333,13.087,9.99,7.15933333333,6.094,9.99,10.689,10.303,11.0556666667,10.5895
243.42,9.41166666667,11.9936666667,13.3333333333,11.2255,8.268,6.176,11.111,11.111,10.7714666667,12.026,11.6175
243.80,10.5533333333,13.0306666667,12.9023333333,11.921,9.33066666667,7.239,11.7116666667,11.4223333333,11.1131333333,13.3846666667,13.417
244.17,12.144,14.241,13.928,13.1925,10.6413333333,8.263,13.1146666667,11.8933333333,11.5994,14.6476666667,14.789
244.55,12.413,14.4413333333,14.169,13.6695,11.2623333333,8.629,13.2606666667,11.989,11.7346666667,15.1076666667,15.6675
244.92,11.7196666667,13.722,13.8693333333,11.7935,11.1306666667,8.304,13.0446666667,11.0716666667,11.119,14.959,15.9895
245.30,11.1293333333,13.5203333333,13.2456666667,11.1295,10.6623333333,7.502,12.586,9.92066666667,10.7502666667,13.8773333333,16.241
245.67,10.6003333333,13.4136666667,12.3586666667,10.927,9.82166666667,8.289,12.1826666667,9.57033333333,10.1936,12.8356666667,15.1845
246.05,10.9426666667,14.023,12.4136666667,10.0,9.26433333333,8.966,12.46,9.28733333333,10.2988666667,12.7356666667,15.0345
246.42,10.809,14.1383333333,12.4733333333,9.6715,9.355,9.166,12.811,8.93366666667,10.5435333333,13.2113333333,15.044
246.79,9.90333333333,13.5066666667,11.5026666667,8.757,9.24866666667,9.017,12.139,7.823,9.90746666667,12.8516666667,14.7685
247.17,9.31366666667,12.5633333333,10.8026666667,7.7065,8.22433333333,8.551,11.4556666667,6.97166666667,8.9904,12.255,14.2155
247.54,9.46533333333,12.3696666667,10.61,8.0215,8.389,8.867,11.4986666667,6.97066666667,9.055,12.0106666667,13.916
247.92,9.454,12.1596666667,11.0186666667,7.946,8.24766666667,9.144,11.2466666667,7.04166666667,9.27133333333,11.7356666667,13.3985
248.29,9.15966666667,11.9023333333,11.1163333333,7.844,8.229,9.673,11.1966666667,7.411,9.6056,11.5493333333,13.6185
248.67,9.31666666667,11.6053333333,11.283,7.6645,8.14,9.333,11.283,7.57566666667,9.665,11.5573333333,13.467
249.04,9.88533333333,12.02,11.7406666667,8.251,8.60433333333,9.754,11.3956666667,7.86533333333,10.2792666667,11.872,13.744
249.42,10.4756666667,12.2446666667,12.2103333333,8.8875,9.11933333333,10.768,11.8323333333,8.48366666667,10.8227333333,12.571,14.142
249.79,10.4626666667,11.8026666667,12.3716666667,8.48,9.21433333333,10.573,11.6556666667,8.388,10.7558666667,12.188,14.2345
250.17,9.905,11.1506666667,12.4156666667,8.541,9.055,10.024,11.5266666667,8.32366666667,10.2531333333,11.5856666667,13.82
250.54,9.83866666667,10.5386666667,12.2136666667,8.1105,9.41466666667,10.115,11.3233333333,7.93066666667,10.2418,10.9626666667,13.645
250.92,9.39466666667,9.91433333333,11.9466666667,7.2835,8.853,9.688,10.9306666667,7.85933333333,9.73386666667,10.524,12.195
251.29,9.24466666667,10.9363333333,12.3186666667,7.434,8.506,9.578,10.936,8.02933333333,10.188,10.5553333333,12.1155
251.66,8.501,10.26,12.317,6.4315,7.212,9.74,10.0866666667,7.41033333333,9.51673333333,10.087,11.1525
252.04,7.564,9.51266666667,11.359,5.0385,6.46166666667,9.077,9.58966666667,6.87166666667,8.7998,9.53866666667,10.346
252.41,6.96266666667,8.88533333333,10.5743333333,4.2475,5.61166666667,8.34,8.989,5.92333333333,7.9138,8.78166666667,8.9245
252.79,6.88366666667,8.76366666667,9.955,4.448,5.401,8.658,8.68433333333,5.48033333333,7.82093333333,8.658,8.5785
253.16,7.46933333333,9.197,10.3133333333,5.2235,6.08733333333,9.25,9.33,6.37966666667,8.36786666667,9.03766666667,8.8515
253.54,7.18833333333,9.26533333333,10.011,4.7125,5.91033333333,8.626,9.10566666667,6.523,7.86486666667,9.07866666667,7.907
253.91,7.437,9.97866666667,10.567,5.1365,6.34033333333,8.828,9.41666666667,7.27633333333,8.57686666667,10.0053333333,8.146
254.28,8.02933333333,10.381,10.5163333333,5.596,6.83966666667,8.84,9.81366666667,7.56966666667,9.59726666667,11.2193333333,8.3945
254.66,8.17233333333,10.2433333333,10.4113333333,5.4575,5.96133333333,8.06,9.87966666667,7.47266666667,9.5046,11.5306666667,8.1025
255.03,10.3626666667,11.6866666667,12.205,7.4265,7.28266666667,8.722,11.1113333333,8.204,10.5126,12.7803333333,10.233
255.41,10.9456666667,10.7123333333,11.763,7.443,8.26066666667,9.545,11.6463333333,7.589,10.4904666667,12.4926666667,10.1135
255.78,10.5133333333,10.215,11.1706666667,7.258,8.03466666667,7.348,11.32,7.019,9.48653333333,11.7983333333,9.319
256.15,10.5736666667,10.006,11.141,8.781,8.841,6.183,11.7983333333,7.646,9.60573333333,11.589,9.543
256.53,10.8473333333,10.1143333333,11.1113333333,9.3665,9.26433333333,5.453,12.0203333333,7.769,9.29366666667,12.0203333333,10.51
