wavelength,Back_TanPerf,Belly_TanPerf,Breast_TanPerf,Crissum_TanPerf,Crown_TanPerf,DorTail_TanPerf,Patch10_TanPerf,Patch11_TanPerf,Rump_TanPerf,Throat_TanPerf,WingTip_TanPerf
569.43,20.881,54.016,39.7986666667,29.757,20.047,12.842,22.936,23.8366666667,25.8109333333,39.261,8.7355
569.77,20.9786666667,54.0613333333,39.844,29.866,20.211,12.857,22.9673333333,23.8683333333,25.8238,39.3363333333,8.772
570.11,20.9613333333,53.918,39.7486666667,29.8635,20.2476666667,12.843,22.884,23.7926666667,25.7880666667,39.275,8.74
570.45,20.956,53.9033333333,39.7436666667,29.8685,20.323,12.81,22.8666666667,23.791,25.7947333333,39.2623333333,8.7165
570.79,20.9853333333,53.891,39.7366666667,29.93,20.4043333333,12.772,22.8343333333,23.7843333333,25.8291333333,39.2803333333,8.7375
571.13,21.0396666667,53.9166666667,39.8246666667,30.0195,20.527,12.764,22.8916666667,23.784,25.892,39.3356666667,8.768
571.47,21.0476666667,53.842,39.8323333333,30.027,20.5826666667,12.738,22.8996666667,23.7413333333,25.8944,39.3536666667,8.7895
571.81,21.1133333333,53.8996666667,39.941,30.15,20.7186666667,12.821,22.9796666667,23.8256666667,25.9715333333,39.416,8.8935
572.15,21.0606666667,53.8103333333,39.904,30.135,20.7286666667,12.806,22.934,23.7706666667,25.9098666667,39.365,8.927
572.49,21.0646666667,53.8096666667,39.8966666667,30.1485,20.7446666667,12.778,22.8886666667,23.737,25.9043333333,39.3843333333,8.9165
572.83,21.0563333333,53.743,39.86,30.1335,20.7533333333,12.773,22.803,23.6766666667,25.8626666667,39.337,8.8925
573.17,21.0626666667,53.7196666667,39.8233333333,30.177,20.8176666667,12.741,22.7993333333,23.6723333333,25.8262,39.3393333333,8.8665
573.51,21.0406666667,53.6213333333,39.7273333333,30.194,20.8356666667,12.721,22.7623333333,23.648,25.7872666667,39.261,8.8495
573.85,21.0616666667,53.6406666667,39.7703333333,30.31,20.9316666667,12.764,22.8166666667,23.6836666667,25.7833333333,39.284,8.8995
574.19,21.0596666667,53.5806666667,39.7123333333,30.399,20.9833333333,12.752,22.768,23.621,25.7458666667,39.2003333333,8.9315
574.53,21.0843333333,53.5903333333,39.7636666667,30.459,21.0633333333,12.719,22.7386666667,23.6066666667,25.72,39.205,8.899
574.87,21.0183333333,53.5183333333,39.7126666667,30.4705,21.108,12.716,22.653,23.577,25.65,39.1303333333,8.843
575.21,21.0883333333,53.509,39.679,30.514,21.1863333333,12.684,22.6366666667,23.5916666667,25.6305333333,39.0756666667,8.825
575.55,21.066,53.4026666667,39.562,30.5125,21.2376666667,12.625,22.6066666667,23.5396666667,25.5308,38.9753333333,8.779
575.89,21.1103333333,53.3556666667,39.5136666667,30.5455,21.3553333333,12.635,22.6046666667,23.548,25.5306,38.9503333333,8.7475
576.22,21.099,53.2476666667,39.459,30.5945,21.4986666667,12.649,22.5893333333,23.5416666667,25.4628666667,38.8846666667,8.792
576.56,21.0773333333,53.167,39.3913333333,30.5815,21.645,12.648,22.6116666667,23.543,25.4323333333,38.832,8.854
576.90,21.1006666667,53.1856666667,39.401,30.65,21.778,12.697,22.6256666667,23.5343333333,25.4574666667,38.8363333333,8.906
577.24,21.1006666667,53.1756666667,39.408,30.703,21.8993333333,12.706,22.6063333333,23.593,25.4820666667,38.8533333333,8.9715
577.58,21.1193333333,53.169,39.384,30.713,22.0636666667,12.634,22.599,23.596,25.4777333333,38.883,8.9615
577.92,21.1386666667,53.1083333333,39.3086666667,30.7065,22.1736666667,12.577,22.5823333333,23.5943333333,25.4145333333,38.8746666667,8.904
578.26,21.1293333333,53.1073333333,39.1906666667,30.708,22.296,12.571,22.5626666667,23.554,25.3665333333,38.8916666667,8.9215
578.60,21.137,53.0966666667,39.171,30.764,22.421,12.542,22.5363333333,23.5256666667,25.3572666667,38.889,8.9915
578.94,21.0403333333,53.0063333333,39.0903333333,30.767,22.473,12.569,22.4986666667,23.4633333333,25.2754666667,38.858,8.9935
579.28,21.1086666667,52.9786666667,39.073,30.8555,22.607,12.581,22.468,23.4683333333,25.3287333333,38.9323333333,9.0605
579.61,21.0803333333,52.9716666667,39.1133333333,30.8775,22.6686666667,12.579,22.4013333333,23.389,25.2630666667,38.8986666667,9.0755
579.95,21.139,52.969,39.1346666667,31.011,22.7256666667,12.572,22.3846666667,23.3826666667,25.2984666667,38.8766666667,9.0915
580.29,21.16,52.977,39.13,31.13,22.7843333333,12.527,22.362,23.3203333333,25.2738,38.9243333333,9.055
580.63,21.1766666667,52.9416666667,39.1186666667,31.2345,22.8903333333,12.467,22.382,23.2956666667,25.2947333333,38.8903333333,9.081
580.97,21.1846666667,52.838,39.1066666667,31.299,22.957,12.471,22.3596666667,23.2043333333,25.2263333333,38.8336666667,9.064
581.31,21.167,52.759,39.0136666667,31.316,23.0013333333,12.493,22.2426666667,23.159,25.1854666667,38.742,9.1115
581.65,21.163,52.7733333333,38.9596666667,31.379,23.0903333333,12.495,22.28,23.1733333333,25.2098,38.7813333333,9.1775
581.98,21.137,52.6976666667,38.9273333333,31.4285,23.1483333333,12.496,22.2796666667,23.162,25.15,38.7046666667,9.1865
582.32,21.214,52.6696666667,38.836,31.4205,23.2446666667,12.482,22.3053333333,23.2103333333,25.1684666667,38.7206666667,9.1885
582.66,21.2543333333,52.6683333333,38.8046666667,31.52,23.4026666667,12.461,22.3043333333,23.1466666667,25.1672666667,38.7216666667,9.2435
583.00,21.2173333333,52.668,38.8266666667,31.5095,23.557,12.416,22.284,23.1316666667,25.1475333333,38.6996666667,9.19
583.34,21.2216666667,52.6216666667,38.769,31.6705,23.6753333333,12.408,22.27,23.1413333333,25.1281333333,38.7636666667,9.2205
583.68,21.1403333333,52.5316666667,38.7223333333,31.6905,23.6966666667,12.34,22.199,23.088,25.0551333333,38.6833333333,9.221
584.01,21.17,52.4656666667,38.6986666667,31.724,23.8036666667,12.247,22.137,23.0473333333,24.9824,38.6113333333,9.2775
584.35,21.0743333333,52.3273333333,38.592,31.665,23.8373333333,12.234,22.0233333333,22.9243333333,24.8415333333,38.5386666667,9.237
584.69,21.0803333333,52.367,38.457,31.672,23.9456666667,12.144,21.9853333333,22.8266666667,24.7596666667,38.526,9.2405
585.03,21.012,52.338,38.4126666667,31.616,23.949,12.095,21.9606666667,22.7036666667,24.6412666667,38.4816666667,9.1905
585.37,21.0573333333,52.297,38.4923333333,31.6535,24.034,12.087,21.8693333333,22.6273333333,24.5844666667,38.489,9.1655
585.70,21.1866666667,52.3383333333,38.5606666667,31.8245,24.2356666667,12.091,21.9286666667,22.687,24.6561333333,38.5453333333,9.26
586.04,21.207,52.3956666667,38.581,31.936,24.3206666667,12.116,21.911,22.6166666667,24.6028,38.4886666667,9.2725
586.38,21.189,52.3626666667,38.5943333333,31.974,24.3653333333,12.076,21.852,22.6163333333,24.5440666667,38.403,9.176
586.72,21.213,52.3893333333,38.6003333333,32.024,24.42,12.057,21.8523333333,22.5563333333,24.5058666667,38.3473333333,9.2015
587.06,21.2186666667,52.4256666667,38.5376666667,31.95,24.4696666667,11.974,21.7983333333,22.4456666667,24.4283333333,38.3056666667,9.13
587.39,21.314,52.5346666667,38.625,31.8755,24.6813333333,11.988,21.8103333333,22.4066666667,24.3676,38.3373333333,9.1555
587.73,21.3323333333,52.6136666667,38.7233333333,31.888,24.8163333333,12.02,21.85,22.397,24.3981333333,38.3943333333,9.124
588.07,21.3956666667,52.648,38.702,31.935,24.9216666667,12.078,21.8556666667,22.461,24.417,38.4566666667,9.1735
588.41,21.3343333333,52.6263333333,38.8,31.9605,24.9933333333,12.075,21.799,22.4363333333,24.4016,38.4316666667,9.133
588.74,21.4806666667,52.5936666667,38.804,32.1245,25.163,12.065,21.784,22.4103333333,24.3993333333,38.4536666667,9.1805
589.08,21.4976666667,52.6153333333,38.7586666667,32.156,25.3483333333,12.096,21.8046666667,22.3906666667,24.3608,38.3976666667,9.2505
589.42,21.3726666667,52.5816666667,38.671,32.074,25.358,12.051,21.7453333333,22.3206666667,24.2454,38.3403333333,9.235
589.76,21.3516666667,52.5093333333,38.6456666667,32.091,25.4403333333,12.008,21.664,22.2166666667,24.1102666667,38.3333333333,9.283
590.09,21.4076666667,52.5253333333,38.5966666667,32.1345,25.5936666667,12.021,21.6873333333,22.199,24.1325333333,38.386,9.4025
590.43,21.2973333333,52.3966666667,38.4666666667,32.1115,25.588,11.999,21.5563333333,22.1083333333,23.9830666667,38.3283333333,9.381
590.77,21.238,52.3383333333,38.4073333333,32.2135,25.763,11.951,21.593,22.0766666667,23.9589333333,38.2763333333,9.45
591.11,21.1743333333,52.3053333333,38.2166666667,32.266,25.7863333333,11.881,21.5433333333,22.024,23.9137333333,38.1723333333,9.472
591.44,21.1523333333,52.192,38.084,32.312,25.821,11.877,21.4576666667,21.9546666667,23.818,38.0976666667,9.4925
591.78,21.0786666667,52.1316666667,38.0436666667,32.2625,25.8836666667,11.84,21.426,21.8093333333,23.7827333333,38.0726666667,9.4775
592.12,21.1213333333,52.0843333333,37.9303333333,32.2665,26.037,11.809,21.3883333333,21.754,23.7137333333,38.0526666667,9.5625
592.46,21.0553333333,52.0756666667,37.8536666667,32.2735,26.117,11.854,21.3726666667,21.6983333333,23.6593333333,37.9486666667,9.5695
592.79,21.0283333333,51.946,37.7783333333,32.284,26.085,11.831,21.2866666667,21.6313333333,23.6382,37.887,9.549
593.13,21.006,51.7463333333,37.729,32.244,26.1423333333,11.794,21.174,21.4566666667,23.5396666667,37.7996666667,9.532
593.47,20.974,51.638,37.612,32.2705,26.1826666667,11.707,21.0933333333,21.4253333333,23.5299333333,37.753,9.4445
593.80,20.9136666667,51.5366666667,37.5476666667,32.264,26.2116666667,11.614,20.9593333333,21.3526666667,23.4516666667,37.694,9.37
594.14,21.0146666667,51.4706666667,37.4703333333,32.222,26.3273333333,11.709,20.9586666667,21.328,23.4370666667,37.652,9.468
594.48,21.0603333333,51.4516666667,37.402,32.2075,26.349,11.75,20.862,21.2346666667,23.3869333333,37.6776666667,9.5325
594.81,21.0623333333,51.421,37.4286666667,32.1465,26.442,11.798,20.802,21.1786666667,23.3350666667,37.6663333333,9.524
595.15,21.0323333333,51.44,37.3956666667,32.137,26.533,11.735,20.74,21.1213333333,23.3003333333,37.6756666667,9.521
595.49,21.0476666667,51.4373333333,37.3086666667,32.1825,26.5523333333,11.624,20.581,21.0216666667,23.1293333333,37.6096666667,9.4785
595.82,20.987,51.3406666667,37.2333333333,32.202,26.5936666667,11.62,20.5476666667,20.9576666667,23.1022666667,37.5596666667,9.434
596.16,20.9236666667,51.261,37.153,32.1955,26.654,11.625,20.4713333333,20.8813333333,23.0067333333,37.4793333333,9.4575
596.50,20.9043333333,51.2333333333,37.134,32.241,26.816,11.64,20.4983333333,20.7903333333,22.9471333333,37.4963333333,9.505
596.83,20.9096666667,51.3406666667,37.094,32.2885,26.8796666667,11.642,20.4593333333,20.827,22.9685333333,37.4836666667,9.5315
597.17,20.8456666667,51.3576666667,37.0503333333,32.297,26.9243333333,11.646,20.424,20.7613333333,22.8982666667,37.4236666667,9.5415
597.51,20.8326666667,51.3133333333,36.9873333333,32.2475,27.0186666667,11.632,20.3836666667,20.6766666667,22.8011333333,37.3553333333,9.6005
597.84,20.7423333333,51.3186666667,36.9933333333,32.3485,27.098,11.523,20.3253333333,20.5303333333,22.7293333333,37.3376666667,9.587
598.18,20.6386666667,51.168,36.9193333333,32.2895,27.1966666667,11.393,20.257,20.4946666667,22.6419333333,37.1976666667,9.555
598.52,20.548,51.0903333333,36.7316666667,32.406,27.2636666667,11.378,20.1873333333,20.4096666667,22.6030666667,37.174,9.5165
598.85,20.5076666667,51.0996666667,36.675,32.5045,27.3796666667,11.389,20.1766666667,20.3236666667,22.5256,37.1326666667,9.5085
599.19,20.5146666667,51.1236666667,36.6706666667,32.582,27.5943333333,11.405,20.2566666667,20.371,22.5511333333,37.1483333333,9.5925
599.53,20.44,51.1223333333,36.5843333333,32.591,27.657,11.387,20.1903333333,20.3243333333,22.4527333333,37.0606666667,9.6165
599.86,20.451,51.195,36.564,32.57,27.8006666667,11.34,20.192,20.3083333333,22.3797333333,37.1096666667,9.6185
600.20,20.372,51.1713333333,36.4283333333,32.6125,27.8043333333,11.257,20.0393333333,20.263,22.3058666667,37.0433333333,9.594
600.53,20.4183333333,51.164,36.358,32.652,27.9293333333,11.192,20.114,20.1866666667,22.207,37.0496666667,9.584
600.87,20.4563333333,51.1146666667,36.315,32.6965,28.1136666667,11.234,20.1286666667,20.1496666667,22.1737333333,37.013,9.696
601.21,20.5113333333,51.1943333333,36.313,32.869,28.245,11.281,20.1596666667,20.1436666667,22.2074,37.0903333333,9.747
601.54,20.545,51.33,36.2853333333,32.8745,28.412,11.226,20.118,20.1043333333,22.184,37.065,9.744
601.88,20.6563333333,51.4193333333,36.3186666667,33.0075,28.6043333333,11.277,20.1513333333,20.043,22.181,37.0906666667,9.794
602.21,20.685,51.2736666667,36.2716666667,32.966,28.6583333333,11.248,20.1663333333,19.9273333333,22.1263333333,37.0166666667,9.823
602.55,20.6636666667,51.21,36.1953333333,32.9465,28.7503333333,11.25,20.071,19.8523333333,22.0505333333,36.932,9.8365
602.88,20.5806666667,51.0456666667,36.15,32.935,28.7366666667,11.2,19.979,19.6703333333,21.9578,36.7806666667,9.787
603.22,20.6103333333,51.051,36.137,32.96,28.8106666667,11.199,19.9463333333,19.607,21.8884666667,36.763,9.8535
603.56,20.5606666667,51.0143333333,36.1,32.9665,28.8583333333,11.183,19.926,19.54,21.8992,36.7506666667,9.857
603.89,20.52,51.0296666667,36.06,32.887,28.963,11.118,19.9313333333,19.4606666667,21.8714666667,36.7093333333,9.864
604.23,20.4543333333,50.9863333333,36.035,32.8725,29.0916666667,11.113,19.837,19.3873333333,21.8554666667,36.6846666667,9.8945
604.56,20.4596666667,50.96,36.007,32.8635,29.116,11.096,19.7813333333,19.318,21.8300666667,36.674,9.877
604.90,20.368,50.9623333333,35.9743333333,32.812,29.188,11.119,19.71,19.2183333333,21.7775333333,36.5753333333,9.889
605.23,20.283,50.8303333333,35.819,32.804,29.202,11.078,19.6683333333,19.1776666667,21.6963333333,36.479,9.8765
605.57,20.2186666667,50.8546666667,35.7806666667,32.849,29.231,11.127,19.617,19.1676666667,21.6388,36.478,9.876
605.90,20.2403333333,51.0373333333,35.8503333333,32.9065,29.4273333333,11.155,19.5603333333,19.205,21.617,36.5626666667,9.985
606.24,20.1963333333,51.074,35.7666666667,32.885,29.5373333333,11.14,19.5623333333,19.1496666667,21.5780666667,36.4993333333,10.0205
606.58,20.1856666667,51.101,35.675,32.9165,29.7256666667,11.143,19.523,19.1763333333,21.5374,36.5256666667,10.097
606.91,20.1593333333,51.1113333333,35.6616666667,32.96,29.868,11.15,19.448,19.1353333333,21.5608666667,36.5903333333,10.0625
607.25,20.1093333333,50.967,35.5883333333,32.997,29.9003333333,11.168,19.3303333333,19.0796666667,21.4630666667,36.5053333333,10.0695
607.58,20.0963333333,50.8946666667,35.614,33.0665,30.014,11.143,19.2633333333,19.0596666667,21.3455333333,36.4626666667,10.1175
607.92,20.065,50.7386666667,35.495,33.047,30.0143333333,11.132,19.175,19.028,21.2096666667,36.3036666667,10.0755
608.25,19.9103333333,50.6023333333,35.3643333333,33.012,30.1223333333,11.072,19.0576666667,18.985,21.0819333333,36.2183333333,10.022
608.59,19.8573333333,50.403,35.224,32.9875,30.1403333333,10.92,18.945,19.0203333333,20.9892666667,36.115,9.935
608.92,19.863,50.3413333333,35.2073333333,33.038,30.2603333333,10.958,18.8573333333,19.0336666667,20.9589333333,36.1153333333,9.958
609.26,19.855,50.1603333333,35.0816666667,32.9335,30.2336666667,10.892,18.7673333333,19.033,20.9204,35.977,9.975
609.59,19.787,50.0396666667,34.9973333333,33.0235,30.2406666667,10.854,18.7046666667,19.0146666667,20.8153333333,35.8673333333,9.878
609.93,19.7616666667,49.872,34.943,33.11,30.273,10.781,18.6973333333,19.0593333333,20.7462,35.7983333333,9.903
610.26,19.7133333333,49.8146666667,34.8616666667,33.134,30.2426666667,10.76,18.6253333333,19.0236666667,20.6634666667,35.6673333333,9.858
610.60,19.622,49.7126666667,34.7453333333,33.1215,30.2633333333,10.579,18.55,18.9593333333,20.587,35.5213333333,9.8135
610.93,19.621,49.752,34.6976666667,33.198,30.418,10.515,18.5446666667,18.9926666667,20.5204,35.5256666667,9.7975
611.27,19.5903333333,49.6573333333,34.58,33.2205,30.4813333333,10.627,18.5166666667,19.0206666667,20.5337333333,35.518,9.8015
611.60,19.531,49.707,34.5406666667,33.3455,30.5523333333,10.637,18.4873333333,18.9943333333,20.5382,35.5673333333,9.8575
611.93,19.632,49.758,34.489,33.406,30.6136666667,10.652,18.541,18.9756666667,20.5413333333,35.518,9.9105
612.27,19.6913333333,49.9043333333,34.508,33.5655,30.7763333333,10.826,18.5806666667,18.9436666667,20.5271333333,35.576,10.005
612.60,19.7023333333,49.8573333333,34.5306666667,33.604,30.8236666667,10.925,18.6313333333,18.909,20.5285333333,35.5243333333,10.08
612.94,19.5606666667,49.9116666667,34.4253333333,33.6415,30.877,10.851,18.5346666667,18.6946666667,20.404,35.4743333333,10.0245
613.27,19.5386666667,49.821,34.3056666667,33.5855,30.9426666667,10.81,18.5,18.5373333333,20.3822,35.354,10.1325
613.61,19.5023333333,49.8656666667,34.324,33.539,31.03,10.897,18.4163333333,18.4423333333,20.4022,35.3836666667,10.129
613.94,19.507,49.814,34.2953333333,33.573,31.133,10.885,18.3826666667,18.4046666667,20.4043333333,35.3853333333,10.18
614.28,19.5183333333,49.8463333333,34.2923333333,33.6205,31.2036666667,11.05,18.3963333333,18.3553333333,20.3248666667,35.3856666667,10.2105
614.61,19.628,49.8633333333,34.252,33.661,31.3226666667,11.088,18.4023333333,18.314,20.4079333333,35.3233333333,10.3775
614.94,19.578,49.8513333333,34.1583333333,33.679,31.3543333333,11.02,18.3263333333,18.204,20.3258666667,35.202,10.321
615.28,19.594,49.89,34.172,33.74,31.4696666667,11.012,18.3216666667,18.112,20.3174,35.2346666667,10.311
615.61,19.4733333333,49.9663333333,34.146,33.7775,31.5796666667,10.92,18.207,18.0783333333,20.2335333333,35.22,10.2905
615.95,19.4296666667,49.9133333333,34.0793333333,33.7685,31.6166666667,10.806,18.156,17.9293333333,20.1525333333,35.181,10.2565
616.28,19.2993333333,50.0286666667,34.064,33.728,31.6953333333,10.75,18.1183333333,17.8806666667,20.0917333333,35.179,10.2815
616.61,19.3546666667,50.0286666667,34.1093333333,33.783,31.8326666667,10.714,18.1046666667,17.8646666667,20.0615333333,35.1276666667,10.2705
616.95,19.3493333333,50.063,34.108,33.7805,31.9523333333,10.675,18.0383333333,17.883,20.0080666667,35.1526666667,10.2215
617.28,19.2896666667,49.9756666667,33.9726666667,33.74,31.9293333333,10.511,17.9466666667,17.783,19.9233333333,35.0646666667,10.2235
617.62,19.1706666667,49.9533333333,33.9116666667,33.733,31.988,10.426,17.8846666667,17.67,19.838,35.0423333333,10.206
617.95,19.1666666667,49.865,33.8373333333,33.8035,32.0976666667,10.394,17.844,17.6676666667,19.8179333333,34.9733333333,10.3235
618.28,18.929,49.869,33.755,33.8035,32.156,10.367,17.73,17.5813333333,19.7099333333,34.89,10.2585
618.62,18.9723333333,49.9583333333,33.8073333333,33.8775,32.2833333333,10.358,17.807,17.598,19.6872,34.9143333333,10.326
618.95,18.9356666667,49.905,33.833,33.846,32.2953333333,10.295,17.793,17.5903333333,19.6638666667,34.8283333333,10.3465
619.28,18.9186666667,49.7996666667,33.791,33.824,32.2873333333,10.251,17.761,17.4573333333,19.5923333333,34.7496666667,10.2635
619.62,18.8266666667,49.7896666667,33.6976666667,33.736,32.3346666667,10.208,17.757,17.363,19.5164,34.711,10.327
619.95,18.8236666667,49.7363333333,33.559,33.7735,32.3846666667,10.159,17.7196666667,17.197,19.4446,34.65,10.2595
620.28,18.8066666667,49.7333333333,33.5083333333,33.865,32.5166666667,10.318,17.748,17.2253333333,19.4683333333,34.7093333333,10.4185
620.62,18.7433333333,49.692,33.45,33.9285,32.5443333333,10.307,17.7676666667,17.124,19.4532666667,34.7293333333,10.4695
620.95,18.7703333333,49.7703333333,33.4986666667,34.027,32.6146666667,10.442,17.7866666667,17.0466666667,19.4381333333,34.783,10.488
621.28,18.7326666667,49.7143333333,33.4206666667,34.049,32.633,10.479,17.775,17.02,19.371,34.7446666667,10.564
621.62,18.6983333333,49.6986666667,33.3466666667,33.9725,32.7096666667,10.484,17.7246666667,16.8886666667,19.2949333333,34.7336666667,10.5165
621.95,18.692,49.5636666667,33.3046666667,33.9375,32.7193333333,10.377,17.6856666667,16.715,19.2293333333,34.7033333333,10.486
622.28,18.617,49.5463333333,33.2123333333,33.9405,32.7336666667,10.311,17.5643333333,16.6043333333,19.1786666667,34.6826666667,10.548
622.62,18.5356666667,49.4596666667,33.059,33.927,32.7776666667,10.298,17.4946666667,16.4823333333,19.0236666667,34.5853333333,10.578
622.95,18.524,49.5026666667,33.04,34.021,32.891,10.407,17.5166666667,16.5046666667,19.0266,34.5793333333,10.667
623.28,18.553,49.4926666667,32.9803333333,34.061,32.891,10.482,17.4443333333,16.5163333333,19.0305333333,34.5466666667,10.613
623.62,18.5893333333,49.4693333333,32.973,34.176,32.9253333333,10.403,17.3723333333,16.494,19.0366666667,34.5243333333,10.723
623.95,18.512,49.4216666667,32.9523333333,34.069,32.88,10.425,17.364,16.429,18.9822,34.4553333333,10.623
624.28,18.487,49.4303333333,32.885,34.0215,32.946,10.407,17.2513333333,16.3883333333,18.885,34.3596666667,10.5895
624.62,18.3643333333,49.2896666667,32.7863333333,33.966,32.8893333333,10.328,17.12,16.2853333333,18.7141333333,34.2793333333,10.4785
624.95,18.3686666667,49.3296666667,32.7166666667,33.8955,32.9426666667,10.321,17.081,16.2483333333,18.7062,34.2383333333,10.3995
625.28,18.3946666667,49.3803333333,32.703,34.036,33.0093333333,10.303,17.0783333333,16.2426666667,18.6719333333,34.2993333333,10.398
625.61,18.3326666667,49.356,32.6156666667,33.922,33.0076666667,10.315,16.973,16.1953333333,18.6145333333,34.272,10.3475
625.95,18.308,49.3606666667,32.6423333333,33.953,33.1116666667,10.353,16.972,16.1396666667,18.5496,34.2536666667,10.295
626.28,18.315,49.367,32.605,34.0135,33.1976666667,10.303,16.9316666667,16.0676666667,18.5788666667,34.2033333333,10.2125
626.61,18.3163333333,49.4073333333,32.6336666667,34.087,33.29,10.386,16.893,16.0586666667,18.5919333333,34.242,10.285
626.94,18.2286666667,49.276,32.6196666667,34.076,33.348,10.43,16.917,15.9723333333,18.5440666667,34.2256666667,10.251
627.28,18.1683333333,49.257,32.5986666667,34.0635,33.4526666667,10.41,16.895,15.9796666667,18.4666,34.2136666667,10.189
627.61,18.1723333333,49.3386666667,32.5493333333,34.095,33.5996666667,10.29,16.859,15.8833333333,18.4074666667,34.253,10.262
627.94,18.117,49.2653333333,32.4983333333,34.0795,33.6173333333,10.281,16.8556666667,15.8186666667,18.3699333333,34.225,10.292
628.27,18.1486666667,49.365,32.473,34.1305,33.8603333333,10.377,16.9683333333,15.863,18.4682,34.2776666667,10.388
628.61,18.1836666667,49.408,32.5486666667,34.2475,33.9813333333,10.461,16.9993333333,15.852,18.4428,34.313,10.505
628.94,18.1306666667,49.457,32.5756666667,34.263,34.0253333333,10.501,17.0723333333,15.8156666667,18.4354,34.252,10.552
629.27,18.2363333333,49.5296666667,32.6323333333,34.411,34.1096666667,10.498,17.1533333333,15.8063333333,18.4198666667,34.2723333333,10.5865
629.60,18.1713333333,49.387,32.541,34.3995,34.1463333333,10.459,17.1073333333,15.7926666667,18.3691333333,34.2476666667,10.6295
629.94,18.108,49.3846666667,32.423,34.422,34.1843333333,10.516,17.069,15.7873333333,18.303,34.2476666667,10.675
630.27,18.0413333333,49.2656666667,32.3366666667,34.2785,34.171,10.399,17.0963333333,15.6873333333,18.2358,34.1536666667,10.6155
630.60,18.075,49.336,32.3796666667,34.4155,34.2673333333,10.268,16.9953333333,15.704,18.2391333333,34.0776666667,10.741
630.93,18.0766666667,49.376,32.2876666667,34.4625,34.2183333333,10.264,16.9583333333,15.622,18.1931333333,34.1103333333,10.732
631.26,18.018,49.228,32.235,34.463,34.212,10.258,16.9466666667,15.5856666667,18.2078666667,34.008,10.711
631.60,17.958,49.3183333333,32.1756666667,34.529,34.245,10.303,16.926,15.536,18.2074,34.0393333333,10.692
631.93,17.998,49.3286666667,32.1523333333,34.5145,34.238,10.265,16.878,15.528,18.219,34.0136666667,10.804
632.26,17.8956666667,49.2723333333,31.977,34.485,34.2443333333,10.235,16.8726666667,15.4016666667,18.1778,33.936,10.7855
632.59,17.8563333333,49.1956666667,31.8916666667,34.505,34.257,10.15,16.7476666667,15.358,18.1033333333,33.885,10.7785
632.92,17.6703333333,49.0773333333,31.7356666667,34.408,34.236,10.1,16.6733333333,15.3006666667,18.0604666667,33.7403333333,10.785
633.26,17.715,49.251,31.7403333333,34.4595,34.2783333333,10.205,16.633,15.326,18.1276,33.743,10.7925
633.59,17.7153333333,49.1713333333,31.7573333333,34.4425,34.2593333333,10.196,16.6476666667,15.2833333333,18.1074,33.794,10.7695
633.92,17.6723333333,49.1946666667,31.7746666667,34.5155,34.2543333333,10.298,16.5506666667,15.224,18.0731333333,33.7996666667,10.791
634.25,17.5666666667,49.2586666667,31.683,34.5325,34.2873333333,10.33,16.556,15.1993333333,18.0026,33.8376666667,10.7535
634.58,17.4846666667,49.248,31.6656666667,34.503,34.3606666667,10.238,16.5393333333,15.1016666667,17.9557333333,33.7846666667,10.7435
634.91,17.5356666667,49.3056666667,31.7466666667,34.563,34.463,10.271,16.5046666667,15.1613333333,17.9402,33.8776666667,10.8045
635.25,17.558,49.287,31.8006666667,34.5815,34.4873333333,10.281,16.5086666667,15.1086666667,17.8795333333,33.793,10.8215
635.58,17.4773333333,49.227,31.7636666667,34.725,34.5073333333,10.249,16.4043333333,15.0233333333,17.7534666667,33.7123333333,10.7185
635.91,17.4923333333,49.308,31.8016666667,34.7385,34.555,10.293,16.335,15.063,17.7554,33.7746666667,10.6975
636.24,17.499,49.392,31.8366666667,34.734,34.6603333333,10.385,16.3436666667,15.075,17.8224,33.7203333333,10.831
636.57,17.5816666667,49.6136666667,31.9093333333,34.9715,34.7426666667,10.292,16.399,15.0826666667,17.786,33.8623333333,10.8605
636.90,17.445,49.5706666667,31.7863333333,34.9455,34.5986666667,10.174,16.3473333333,14.9473333333,17.6626,33.79,10.806
637.23,17.4676666667,49.8286666667,31.894,35.028,34.77,10.205,16.3936666667,15.005,17.7338666667,33.8663333333,10.8975
637.56,17.4506666667,49.7866666667,31.6913333333,35.0385,34.811,10.062,16.3736666667,14.991,17.711,33.904,10.975
637.90,17.3926666667,49.7476666667,31.6263333333,34.9255,34.6763333333,10.117,16.3256666667,14.9203333333,17.6287333333,33.721,10.9095
638.23,17.4586666667,49.643,31.662,34.951,34.7303333333,10.186,16.304,14.9203333333,17.5498,33.6416666667,10.9175
638.56,17.4366666667,49.7593333333,31.552,35.041,34.7856666667,10.237,16.3246666667,14.864,17.5436,33.6436666667,10.907
638.89,17.4466666667,49.805,31.479,35.1685,34.8226666667,10.177,16.2713333333,14.885,17.5317333333,33.696,10.9405
639.22,17.4716666667,49.8283333333,31.452,35.142,34.828,10.152,16.32,14.839,17.5192666667,33.75,11.0035
639.55,17.4446666667,49.7526666667,31.311,35.0875,34.8223333333,9.95,16.2553333333,14.689,17.4233333333,33.625,11.0165
639.88,17.346,49.71,31.222,35.109,34.7033333333,9.868,16.1483333333,14.5186666667,17.2654,33.7223333333,10.8615
