wavelength,Back_ConLeum,Belly_ConLeum,Breast_ConLeum,Crissum_ConLeum,Crown_ConLeum,DorTail_ConLeum,Patch10_ConLeum,Patch11_ConLeum,Rump_ConLeum,Throat_ConLeum,WingTip_ConLeum
327.31,11.5812222222,14.3576666667,10.4725555555,15.82,3.54011111111,7.89161111111,13.7247777778,16.8916666667,13.5025555555,10.5695555555,6.10866666667
327.67,11.581,14.483,10.5702222222,15.8851666667,3.568,8.043,13.9045555555,17.0453333334,13.577,10.587,6.01966666667
328.04,11.7361111111,14.5636666667,10.6461111111,16.0761666666,3.69244444444,8.18633333333,14.1157777778,17.2003333333,13.7504444444,10.7346666667,6.07766666667
328.41,11.7308888889,14.77,10.7612222222,15.9648333334,3.78488888889,8.19277777778,14.216,17.3754444444,13.7884444444,10.7353333333,6.21577777778
328.78,11.5571111111,14.8234444444,10.6361111111,15.552,3.47344444444,8.02366666667,14.066,17.2975555556,13.5996666667,10.5078888889,5.97955555556
329.14,11.409,14.5692222222,10.6071111111,15.433,3.21622222222,7.88166666667,14.0238888889,17.2222222222,13.34,10.542,5.884
329.51,11.5067777778,14.3635555556,10.7184444444,15.5823333334,3.11844444444,7.96294444444,14.1164444445,17.232,13.2387777778,10.7598888889,6.01077777778
329.88,11.5106666667,14.3692222222,10.9366666667,15.4716666667,3.19177777778,7.89227777778,14.2547777778,17.2062222222,13.1878888889,10.8045555556,6.04988888889
330.24,11.765,14.7473333333,11.2323333333,15.972,3.53911111111,7.98977777778,14.7894444445,17.5416666667,13.4815555555,11.2471111111,6.149
330.61,11.7133333333,14.7673333333,11.2236666667,16.0643333333,3.50088888889,8.17905555556,14.8311111111,17.6324444444,13.5414444444,11.236,6.18688888889
330.98,11.9993333333,15.0697777778,11.646,16.5938333333,3.75311111111,8.48811111111,15.1151111111,17.9042222222,13.7731111111,11.5128888889,6.58155555555
331.34,12.1021111111,15.207,11.6651111111,16.7791666666,3.70377777778,8.50761111111,15.1023333333,18.0125555556,13.7967777778,11.4375555556,6.66788888889
331.71,12.2403333333,15.2751111111,11.6087777778,16.9153333333,3.63655555556,8.44055555555,15.0588888889,18.0522222222,13.7902222222,11.5348888889,6.74855555556
332.08,12.3256666667,15.5171111111,11.6725555556,17.1096666666,3.56388888889,8.39672222222,14.9853333334,18.1204444444,13.8415555555,11.5782222222,6.72566666667
332.44,12.4326666667,15.7697777778,11.613,17.1701666667,3.42755555555,8.38361111111,15.0023333333,18.249,13.8181111111,11.6246666667,6.63055555555
332.81,12.5955555556,16.0744444444,11.855,17.5718333333,3.63888888889,8.48627777778,15.2906666667,18.4688888889,14.0203333333,11.7888888889,6.77411111111
333.18,12.7812222222,16.3808888889,11.9335555556,17.8625,3.84455555556,8.71983333333,15.443,18.696,14.1361111111,11.9335555556,6.83033333333
333.54,12.7392222222,16.6778888889,12.1068888889,18.0228333334,3.87477777778,8.73694444444,15.5461111111,18.7855555556,14.2341111111,11.8905555556,6.71488888889
333.91,12.8094444445,16.9396666667,12.198,18.2766666667,3.921,8.87894444444,15.7061111111,18.9017777778,14.3774444444,11.9616666667,6.72811111111
334.28,12.9528888889,17.091,12.1871111111,18.4975,3.91877777778,8.88416666667,15.6588888889,18.9592222222,14.4785555556,12.0612222222,6.764
334.64,12.959,17.2241111111,12.2262222222,18.438,3.89888888889,8.66483333333,15.5924444445,18.8955555556,14.4193333333,11.9864444444,6.606
335.01,12.9046666667,17.3142222222,12.3284444444,18.4693333334,3.99955555556,8.6765,15.4376666667,18.8871111111,14.4824444445,11.991,6.333
335.38,12.8126666667,17.2606666667,12.2658888889,18.602,3.87066666667,8.54983333333,15.3292222222,18.8267777778,14.4197777778,12.0003333333,6.19566666667
335.74,12.79,17.4464444444,12.4454444445,18.4936666667,3.85144444444,8.50938888889,15.4587777778,18.9353333333,14.3596666667,11.9592222222,6.138
336.11,12.7186666667,17.5612222222,12.4701111111,18.478,3.84355555556,8.48366666667,15.5337777778,18.9425555555,14.2765555556,12.0106666667,6.102
336.47,12.6392222222,17.7116666667,12.5015555556,18.5053333334,3.852,8.54027777778,15.4247777778,18.8297777778,14.2482222222,12.0986666667,6.06277777778
336.84,12.6333333333,17.6607777778,12.4575555556,18.4888333334,3.75411111111,8.49622222222,15.3141111111,18.9315555555,14.1942222222,12.0893333333,5.85444444444
337.21,12.631,17.7152222222,12.518,18.3118333334,3.79022222222,8.527,15.2715555556,18.8263333333,14.3364444445,12.121,5.957
337.57,12.7505555555,17.7793333333,12.4624444444,18.2823333334,3.84677777778,8.44538888889,15.2676666667,18.9093333333,14.3238888889,12.3433333333,6.04911111111
337.94,13.0527777778,17.9948888889,12.7275555555,18.6886666667,4.06122222222,8.626,15.4928888889,19.2977777778,14.6027777778,12.6634444445,6.31866666667
338.31,12.826,17.9726666667,12.6388888889,18.6491666667,3.91055555555,8.45716666667,15.4742222222,19.2424444445,14.5218888889,12.5438888889,6.17488888889
338.67,12.6832222222,17.9194444444,12.6003333333,18.5391666666,3.82488888889,8.27055555555,15.3426666667,19.2598888889,14.5176666667,12.5673333333,5.96711111111
339.04,12.7186666667,18.0397777778,12.5313333333,18.3348333334,3.59933333333,8.0155,15.3694444445,19.2748888889,14.4805555556,12.6808888889,5.89677777778
339.40,12.8362222222,18.1811111111,12.6927777778,18.4178333333,3.76811111111,8.13494444444,15.51,19.5107777778,14.5756666667,12.9846666667,5.99911111111
339.77,12.8284444444,18.0388888889,12.5524444444,18.6636666667,3.699,8.02733333333,15.5074444444,19.4731111111,14.5434444445,12.9594444445,5.93333333333
340.14,12.7577777778,17.9813333333,12.5482222222,18.6858333334,3.63311111111,7.95194444444,15.4965555556,19.5135555556,14.4553333333,12.8204444444,5.75011111111
340.50,12.742,17.8036666667,12.492,18.8598333334,3.61122222222,7.79838888889,15.5135555556,19.5687777778,14.3428888889,12.6865555556,5.64933333333
340.87,12.5355555555,17.6171111111,12.3631111111,18.8136666667,3.45211111111,7.5705,15.3778888889,19.4145555555,14.0891111111,12.476,5.61077777778
341.23,12.5296666667,17.6861111111,12.3106666667,18.9723333334,3.33422222222,7.47811111111,15.4876666667,19.5312222222,14.0073333333,12.4978888889,5.58988888889
341.60,12.736,17.9317777778,12.4936666667,19.1991666667,3.42611111111,7.66127777778,15.6573333333,19.699,14.2928888889,12.503,5.61222222222
341.96,12.814,18.151,12.4891111111,19.224,3.39222222222,7.62338888889,15.6885555556,19.7262222222,14.322,12.4128888889,5.532
342.33,12.8753333334,18.2716666667,12.5567777778,19.2071666667,3.36255555555,7.6415,15.5944444444,19.8347777778,14.2327777778,12.3403333333,5.62633333333
342.70,12.9904444444,18.3184444444,12.5567777778,19.2288333333,3.40111111111,7.74683333333,15.6695555555,19.9354444444,14.1996666667,12.3378888889,5.60333333333
343.06,12.9876666667,18.4366666667,12.6873333333,19.4053333334,3.46577777778,7.89122222222,15.7741111111,20.1388888889,14.185,12.3123333333,5.62811111111
343.43,13.0033333333,18.5434444444,12.7714444444,19.3658333334,3.33522222222,7.80861111111,15.788,20.1484444445,14.3091111111,12.0942222222,5.586
343.79,13.1418888889,18.7907777778,13.0713333333,19.4705,3.55777777778,8.06277777778,15.9994444444,20.3055555555,14.576,12.3251111111,5.69022222222
344.16,13.104,18.6156666667,13.1405555555,19.549,3.64133333333,8.06994444444,16.0381111111,20.3088888889,14.569,12.464,5.76444444444
344.52,13.1797777778,18.7525555556,13.2422222222,19.5668333334,3.63133333333,8.02716666667,16.095,20.3753333333,14.6797777778,12.5023333333,5.75011111111
344.89,13.0353333334,18.7121111111,13.087,19.338,3.47222222222,7.84472222222,16.0121111111,20.2562222222,14.6568888889,12.4085555556,5.49977777778
345.25,12.8701111111,18.5601111111,12.9906666667,19.2335,3.32611111111,7.63344444445,15.789,20.0837777778,14.5044444444,12.2157777778,5.19577777778
345.62,12.4361111111,18.1901111111,12.6422222222,18.8663333333,2.93288888889,7.20961111111,15.4161111111,19.8056666667,14.152,11.8922222222,4.83911111111
345.99,12.4265555555,18.0933333333,12.7595555556,18.8266666666,2.93055555556,7.22927777778,15.4624444445,19.8644444445,14.079,11.9098888889,4.76055555556
346.35,12.5687777778,18.2527777778,12.9984444445,18.9843333334,3.12322222222,7.41394444444,15.7091111111,20.0661111111,14.3316666667,12.1598888889,4.77144444444
346.72,12.6003333333,18.3744444444,13.1481111111,19.0378333334,3.15211111111,7.385,15.6705555556,20.0506666667,14.384,12.1266666667,4.77177777778
347.08,12.6694444445,18.4471111111,13.2342222222,19.162,3.32311111111,7.39638888889,15.7746666666,20.1457777778,14.4926666667,12.2916666667,4.866
347.45,12.6941111111,18.6347777778,13.3202222222,19.3423333333,3.51133333333,7.47405555555,15.8741111111,20.2471111111,14.4607777778,12.4702222222,4.97933333333
347.81,12.735,18.7201111111,13.3223333333,19.3136666667,3.47844444444,7.4015,15.8196666667,20.3106666667,14.4778888889,12.4292222222,4.89455555555
348.18,12.72,19.089,13.2837777778,19.2653333334,3.377,7.34222222222,15.7648888889,20.2812222222,14.4921111111,12.3388888889,4.80711111111
348.54,12.5854444445,18.9506666667,13.2354444444,19.3565,3.25777777778,7.18161111111,15.7571111111,20.19,14.4063333333,12.3056666667,4.73422222222
348.91,12.8257777778,19.3306666667,13.5352222222,19.7561666667,3.47622222222,7.34527777778,15.9476666667,20.404,14.5543333333,12.5393333333,4.903
349.27,12.8743333333,19.4715555556,13.6362222222,19.8828333333,3.46388888889,7.40511111111,16.031,20.603,14.5847777778,12.6586666667,5.017
349.64,13.146,19.8021111111,13.9721111111,20.201,3.683,7.64638888889,16.2952222222,20.9027777778,14.7497777778,12.9427777778,5.23811111111
350.00,12.8577777778,19.7537777778,13.7593333333,20.0593333334,3.46244444445,7.46338888889,16.0672222222,20.7322222222,14.5214444444,12.8287777778,5.02377777778
350.37,12.565,19.3887777778,13.4547777778,19.8835,3.17388888889,7.12722222222,15.7962222222,20.4412222222,14.1856666667,12.5,4.84977777778
350.73,12.5408888889,19.4596666667,13.4718888889,20.0881666667,3.126,7.07183333333,15.9451111111,20.5352222222,14.1897777778,12.537,4.95411111111
351.10,12.6824444445,19.576,13.5627777778,20.177,3.15822222222,7.17866666667,16.0822222222,20.647,14.2631111111,12.6015555556,5.03888888889
351.46,12.6874444444,19.6516666667,13.5445555556,20.1025,3.03466666667,7.16711111111,16.0851111111,20.7021111111,14.2095555555,12.5204444445,4.976
351.83,12.4062222222,19.5628888889,13.325,19.8865,2.76044444445,6.95166666667,15.9565555556,20.6464444444,13.9407777778,12.2864444445,4.83044444444
352.19,12.5278888889,19.6838888889,13.4935555555,19.9535,2.90966666667,7.03177777778,16.158,20.9001111111,14.0818888889,12.4426666667,5.02633333333
352.55,12.657,19.969,13.5823333333,19.9718333333,2.94955555556,7.14844444445,16.2565555556,21.0494444445,14.179,12.5091111111,5.15844444445
352.92,12.5772222222,19.8285555556,13.5875555555,19.8055,2.80922222222,7.17416666667,16.2053333333,21.0316666667,14.1147777778,12.4156666667,5.01
353.28,12.7874444445,20.0732222222,13.8255555555,20.035,3.00022222222,7.31905555555,16.4312222222,21.2494444444,14.355,12.52,5.23988888889
353.65,12.7822222222,20.1618888889,13.8292222222,19.9613333334,2.99788888889,7.32883333333,16.4055555556,21.1911111111,14.3492222222,12.4755555556,5.25877777778
354.01,12.8472222222,20.2533333333,13.8843333333,20.0396666666,3.10444444444,7.33922222222,16.4361111111,21.1991111111,14.4427777778,12.5478888889,5.367
354.38,13.1967777778,20.6287777778,14.1851111111,20.2763333333,3.37711111111,7.65827777778,16.7264444444,21.5512222222,14.7693333333,12.9052222222,5.59633333333
354.74,13.3568888889,20.8968888889,14.3008888889,20.36,3.43666666667,7.82322222222,16.7441111111,21.6805555555,14.795,12.987,5.58877777778
355.11,13.1413333333,20.7233333333,13.9984444444,20.2401666666,3.09177777778,7.52905555555,16.4664444444,21.4508888889,14.5146666667,12.7575555556,5.31166666667
355.47,13.165,20.7675555556,13.943,20.4886666667,3.08155555555,7.427,16.4992222222,21.4703333333,14.5702222222,12.8563333333,5.25644444444
355.83,13.3474444444,20.8137777778,14.1238888889,20.794,3.22577777778,7.53561111111,16.5824444444,21.6203333334,14.7752222222,13.0415555556,5.36588888889
356.20,13.526,20.9261111111,14.2578888889,20.9708333334,3.30355555555,7.54816666667,16.698,21.705,14.8895555556,13.1155555556,5.41155555555
356.56,13.6702222222,21.0157777778,14.4203333333,21.1003333334,3.41055555556,7.58438888889,16.7675555556,21.8472222222,15.0412222222,13.2476666667,5.49033333333
356.93,13.7994444444,21.2617777778,14.405,21.204,3.48111111111,7.55738888889,16.903,22.0381111111,15.1358888889,13.3524444444,5.61677777778
357.29,13.868,21.3563333333,14.4043333334,21.247,3.50655555555,7.57405555555,16.9363333334,22.109,15.1138888889,13.4148888889,5.54655555556
357.66,13.8863333333,21.4314444444,14.435,21.36,3.539,7.559,17.0008888889,22.2516666667,15.1823333333,13.4482222222,5.53988888889
358.02,14.0488888889,21.6386666667,14.551,21.4456666666,3.56988888889,7.65261111111,17.1271111111,22.5126666667,15.2851111111,13.5763333333,5.57988888889
358.38,13.9006666666,21.6468888889,14.5022222222,21.3636666667,3.46777777778,7.50133333333,17.0035555556,22.463,15.1831111111,13.4522222222,5.42222222222
358.75,13.7872222222,21.5668888889,14.4664444444,21.2976666667,3.46188888889,7.39133333333,17.1027777778,22.5227777778,15.1712222222,13.4893333333,5.44577777778
359.11,13.9075555555,21.8423333333,14.7121111111,21.4565,3.65644444444,7.51855555556,17.2423333333,22.6911111111,15.2892222222,13.6622222222,5.59733333333
359.48,13.8807777778,21.7971111111,14.8388888889,21.2858333333,3.64922222222,7.52705555556,17.2444444444,22.7687777778,15.2484444444,13.6495555555,5.51477777778
359.84,13.9176666667,21.9595555556,14.8657777778,21.3293333334,3.63977777778,7.55022222222,17.3557777778,22.863,15.2613333333,13.7076666667,5.56822222222
360.20,13.879,21.9423333333,14.8592222222,21.5226666667,3.60188888889,7.54266666667,17.3614444444,23.0047777778,15.2467777778,13.685,5.49222222222
360.57,13.8407777778,22.0138888889,14.8311111111,21.5916666666,3.55388888889,7.53472222222,17.3783333333,23.0778888889,15.1715555556,13.6172222222,5.41377777778
360.93,13.8608888889,22.0,14.9392222222,21.818,3.60555555555,7.63205555556,17.3936666666,23.174,15.1738888889,13.6153333333,5.46422222222
361.29,13.8458888889,22.0774444444,14.996,21.9613333333,3.594,7.61377777778,17.3912222222,23.2348888889,15.1503333334,13.6145555555,5.43277777778
361.66,13.8175555556,22.1116666667,15.049,22.0348333334,3.55933333333,7.60666666667,17.4281111111,23.2566666667,15.1013333334,13.5923333333,5.37088888889
362.02,13.8204444445,22.1083333333,15.0903333333,22.101,3.555,7.61883333333,17.4525555555,23.3033333333,15.1234444444,13.6284444444,5.39911111111
362.39,13.8684444445,22.2211111111,15.0761111111,22.0968333333,3.51877777778,7.62994444444,17.4795555556,23.3424444445,15.0852222222,13.5894444445,5.453
362.75,13.9836666667,22.3674444444,15.1183333333,22.2365,3.57688888889,7.72888888889,17.5016666667,23.401,15.109,13.5796666667,5.52144444444
363.11,14.0917777778,22.4605555556,15.2034444445,22.3971666667,3.58577777778,7.84905555556,17.649,23.5584444445,15.2082222222,13.5814444444,5.60188888889
363.48,14.2441111111,22.7693333333,15.3284444444,22.6736666666,3.76666666667,8.04411111111,17.7887777778,23.7261111111,15.3721111111,13.7212222222,5.83633333333
363.84,14.1378888889,22.7621111111,15.2347777778,22.6486666667,3.69722222222,7.94494444444,17.7318888889,23.7092222222,15.2507777778,13.6402222222,5.753
364.20,14.0406666667,22.7847777778,15.1428888889,22.4981666667,3.604,7.87472222222,17.5661111111,23.6341111111,15.0808888889,13.507,5.70455555556
364.57,14.0067777778,22.882,15.1883333333,22.537,3.65522222222,7.93622222222,17.6257777778,23.661,15.0734444444,13.542,5.72733333333
364.93,14.0614444444,23.0447777778,15.2198888889,22.5055,3.684,7.94283333333,17.7022222222,23.7202222222,15.0951111111,13.575,5.70688888889
365.29,13.9815555556,22.9781111111,15.1535555556,22.387,3.69866666666,7.92261111111,17.6952222222,23.6585555555,15.0746666667,13.5158888889,5.73477777778
365.66,14.2007777778,23.2131111111,15.3102222222,22.6455,3.90911111111,8.10383333333,17.926,23.8837777778,15.2761111111,13.6955555556,5.988
366.02,14.221,23.2703333333,15.3565555556,22.7523333334,4.01244444445,8.15427777778,18.006,23.951,15.2844444444,13.6542222222,6.03411111111
366.38,14.2888888889,23.2942222222,15.4716666667,22.9541666666,4.16088888889,8.28138888889,18.1388888889,24.074,15.4422222222,13.8037777778,6.05222222222
366.75,14.0998888889,23.2087777778,15.4017777778,22.8585,4.07322222222,8.12572222222,18.0916666667,24.0475555556,15.3397777778,13.7408888889,5.85511111111
367.11,14.0138888889,23.3547777778,15.3713333333,22.748,4.12966666667,8.06322222222,18.0808888889,24.0513333333,15.3045555556,13.7566666667,5.76588888889
367.47,13.8673333333,23.1793333333,15.2563333333,22.6493333334,3.94744444444,7.86327777778,17.9548888889,23.9595555556,15.1034444444,13.5614444444,5.50622222222
367.84,13.9622222222,23.2785555556,15.4043333333,22.7476666666,4.036,7.88944444444,17.9828888889,23.9745555556,15.155,13.5904444444,5.50144444444
368.20,13.9641111111,23.3175555556,15.4671111111,22.7705,4.13366666667,7.92077777778,18.1413333333,24.0325555556,15.2278888889,13.7685555556,5.48366666667
368.56,13.9965555556,23.29,15.5172222222,22.8188333333,4.15511111111,7.81711111111,18.1172222222,24.0823333333,15.2355555556,13.8125555556,5.46644444444
368.93,14.0901111111,23.4093333333,15.6143333333,22.9718333333,4.29177777778,7.85733333333,18.169,24.24,15.2861111111,13.9262222222,5.60822222222
369.29,14.2072222222,23.5493333333,15.7574444444,23.0043333333,4.33388888889,7.96166666667,18.2288888889,24.3981111111,15.3847777778,14.0446666667,5.66611111111
369.65,14.0466666667,23.4512222222,15.6263333333,22.7761666666,4.15455555556,7.77894444444,18.0372222222,24.2644444444,15.1881111111,13.9145555556,5.43811111111
370.01,14.0595555555,23.5896666667,15.6266666667,22.8161666666,4.163,7.74127777778,18.0757777778,24.3738888889,15.2182222222,13.8953333333,5.453
370.38,14.1126666667,23.7968888889,15.6696666667,22.8495,4.23077777778,7.77427777778,18.1504444444,24.4588888889,15.1815555555,13.9073333333,5.50111111111
370.74,14.2568888889,23.8981111111,15.7582222222,22.9991666666,4.27755555556,7.84372222222,18.159,24.5524444444,15.2611111111,13.9634444444,5.65344444444
371.10,14.1771111111,23.8165555556,15.7283333333,23.0661666666,4.12511111111,7.71933333333,18.0333333333,24.5663333334,15.2031111111,13.8174444444,5.59911111111
371.46,14.2318888889,23.9314444444,15.7602222222,23.1738333333,4.15911111111,7.7945,18.1142222222,24.7545555555,15.2957777778,13.8965555556,5.66544444444
371.83,14.2817777778,24.0311111111,15.8153333333,23.219,4.17866666667,7.87183333333,18.1595555555,24.9446666667,15.326,13.9568888889,5.735
372.19,14.3808888889,24.1612222222,15.8058888889,23.4188333334,4.16122222222,7.89983333333,18.1294444444,25.037,15.3708888889,13.9388888889,5.85422222222
372.55,14.408,24.2794444444,15.8055555555,23.459,4.15244444444,8.00716666667,18.1917777778,25.1673333333,15.3916666667,13.9317777778,5.889
372.92,14.3541111111,24.3287777778,15.8105555556,23.4526666666,4.02788888889,8.02105555556,18.2051111111,25.1938888889,15.3815555555,13.8245555556,5.75677777778
373.28,14.2888888889,24.253,15.7436666667,23.4706666667,3.89566666666,7.85283333333,18.1783333334,25.1704444444,15.2324444444,13.7833333333,5.63266666667
373.64,14.4126666667,24.4584444444,15.8055555555,23.6315,3.971,7.97227777778,18.3167777778,25.3766666667,15.3035555556,13.8792222222,5.74455555555
374.00,14.442,24.4954444444,15.9041111111,23.8166666667,3.98444444445,8.0205,18.4193333334,25.4148888889,15.3387777778,13.9898888889,5.76622222222
374.37,14.488,24.5414444444,15.9542222222,23.8688333334,3.94144444445,8.01511111111,18.4285555555,25.4967777778,15.373,14.0878888889,5.79377777778
374.73,14.437,24.6541111111,15.9887777778,23.911,3.91133333334,7.9695,18.506,25.5505555556,15.3147777778,14.1353333333,5.77322222222
375.09,14.6265555556,24.8312222222,16.1703333333,24.0033333333,4.11744444444,8.19361111111,18.7371111111,25.8063333333,15.4993333333,14.3533333333,6.02733333333
375.45,14.5836666666,24.842,16.1022222222,24.0961666666,3.97733333333,8.06505555556,18.6944444444,25.7695555555,15.3734444444,14.2584444445,5.97744444444
375.81,14.5468888889,24.8831111111,16.0466666667,24.0768333333,3.94011111111,8.02505555556,18.6987777778,25.73,15.3463333333,14.2664444445,5.97255555556
376.18,14.489,24.9105555556,16.0515555556,24.0143333333,3.86444444444,7.9725,18.7455555556,25.7853333334,15.3053333333,14.2467777778,5.88388888889
376.54,14.4807777778,24.939,16.0512222222,24.033,3.855,7.96488888889,18.7917777778,25.8251111111,15.2985555555,14.2701111111,5.88544444444
376.90,14.5001111111,24.9925555556,16.0542222222,24.0526666666,3.89422222222,7.91572222222,18.8044444444,25.8893333333,15.3183333333,14.3563333333,5.93355555555
377.26,14.5402222222,25.1816666667,16.1158888889,24.1218333334,3.98377777778,7.92055555556,18.8916666667,26.0255555556,15.3796666667,14.3658888889,6.01644444445
377.63,14.4111111111,25.1213333333,16.0697777778,24.1546666667,3.89366666667,7.79038888889,18.7968888889,25.9801111111,15.2906666667,14.2598888889,5.97
377.99,14.3127777778,25.0606666667,15.9946666667,23.9506666667,3.79755555556,7.67483333333,18.6385555555,25.9451111111,15.1821111111,14.1932222222,5.898
378.35,14.1995555556,24.9765555556,15.9492222222,23.9558333334,3.715,7.54288888889,18.5273333333,25.9626666667,15.0673333333,14.0751111111,5.83866666667
378.71,14.1955555555,24.9463333333,15.955,24.005,3.71277777778,7.54377777778,18.4844444444,26.0082222222,15.0717777778,14.0891111111,5.80655555556
379.07,14.1068888889,24.862,15.8527777778,23.9905,3.64,7.38022222222,18.3894444444,25.942,14.908,14.03,5.65866666667
379.44,14.1324444445,24.8373333333,15.8985555555,23.9181666667,3.72222222222,7.38638888889,18.4561111111,25.9892222222,14.9367777778,14.1614444445,5.73055555556
379.80,14.1491111111,24.8302222222,15.9775555555,23.9618333334,3.69733333333,7.41877777778,18.4424444444,26.0487777778,14.9228888889,14.1561111111,5.72033333333
380.16,14.2106666667,24.915,16.1342222222,24.1591666667,3.748,7.50772222222,18.5218888889,26.1658888889,14.9882222222,14.1958888889,5.77355555556
380.52,14.1754444445,24.9408888889,16.1083333333,24.164,3.69144444444,7.44083333333,18.4753333333,26.1901111111,14.9234444444,14.1704444444,5.71166666667
380.88,14.1154444444,24.8823333333,16.1415555556,24.2481666667,3.63911111111,7.45672222222,18.4365555556,26.1915555556,14.8648888889,14.1816666667,5.66833333333
381.24,14.0138888889,24.8898888889,16.1337777778,24.289,3.54666666667,7.47466666667,18.347,26.1614444444,14.7766666667,14.1217777778,5.59577777778
381.61,14.0638888889,24.9862222222,16.2163333333,24.2733333333,3.58077777778,7.496,18.4064444444,26.2292222222,14.795,14.1957777778,5.60488888889
381.97,14.0556666667,25.1128888889,16.2156666667,24.4286666667,3.535,7.50033333333,18.3938888889,26.3314444444,14.7777777778,14.1315555556,5.55577777778
382.33,14.0705555555,25.1932222222,16.2751111111,24.4705,3.56966666667,7.56638888889,18.4785555556,26.3558888889,14.7913333334,14.1463333333,5.57811111111
382.69,14.1345555555,25.2635555556,16.3543333333,24.5351666666,3.60733333333,7.68516666667,18.5141111111,26.4544444444,14.8546666667,14.1504444444,5.64333333333
383.05,14.0842222222,25.3358888889,16.3757777778,24.6615,3.54555555555,7.6855,18.5157777778,26.4946666667,14.8131111111,14.0824444445,5.58733333333
383.41,14.0088888889,25.4372222222,16.3192222222,24.5726666667,3.44866666667,7.61822222222,18.397,26.491,14.7357777778,13.9122222222,5.43588888889
383.77,14.0017777778,25.4436666667,16.3407777778,24.6693333334,3.45922222222,7.60694444444,18.3901111111,26.5362222222,14.752,13.917,5.396
384.14,13.9824444444,25.52,16.33,24.621,3.50733333334,7.63638888889,18.3874444445,26.5424444444,14.7804444445,13.9412222222,5.416
384.50,14.0887777778,25.6551111111,16.4273333333,24.7253333334,3.60811111111,7.68205555556,18.454,26.6615555555,14.8666666667,14.0371111111,5.48844444444
384.86,14.1128888889,25.8092222222,16.4411111111,24.7098333333,3.61566666667,7.62727777778,18.4394444444,26.7116666667,14.9,14.0108888889,5.497
385.22,14.2355555556,25.9254444444,16.5496666667,24.8133333334,3.71355555556,7.67583333333,18.5431111111,26.8438888889,15.0197777778,14.0998888889,5.58944444444
385.58,14.2338888889,25.9413333333,16.5463333333,24.8828333333,3.73077777778,7.71311111111,18.5235555555,26.8951111111,15.0196666666,14.1233333333,5.63444444445
385.94,14.3068888889,26.0303333333,16.6464444444,24.8695,3.80644444444,7.75772222222,18.6047777778,26.9763333333,15.0656666667,14.2135555556,5.73744444444
386.30,14.2754444444,26.0321111111,16.618,24.9053333334,3.75622222222,7.69461111111,18.5631111111,26.9747777778,15.0387777778,14.1944444444,5.699
386.66,14.2503333333,26.0926666667,16.6034444444,24.9186666667,3.68222222222,7.59244444445,18.6122222222,27.0195555556,15.0255555556,14.175,5.67622222222
387.03,14.2647777778,26.1053333333,16.5976666667,24.9563333334,3.67533333333,7.579,18.5557777778,27.0358888889,15.0556666667,14.1852222222,5.71411111111
387.39,14.3432222222,26.176,16.699,25.113,3.78211111111,7.68894444444,18.682,27.2106666667,15.1238888889,14.2754444445,5.82011111111
387.75,14.4224444444,26.3915555556,16.8023333333,25.2931666667,3.85711111111,7.73483333333,18.8415555556,27.3618888889,15.2013333333,14.3864444444,5.894
388.11,14.4641111111,26.4342222222,16.8543333333,25.4515,3.861,7.711,18.8491111111,27.4918888889,15.1891111111,14.4376666667,5.91244444444
388.47,14.3786666667,26.4563333333,16.8381111111,25.3776666667,3.76666666667,7.64922222222,18.8384444445,27.4973333333,15.1444444445,14.366,5.89244444445
388.83,14.37,26.4476666667,16.8285555556,25.364,3.74666666667,7.62511111111,18.8616666667,27.5652222222,15.0931111111,14.3377777778,5.87744444444
389.19,14.3115555556,26.4395555556,16.7774444444,25.3378333333,3.65544444444,7.56055555556,18.8042222222,27.6465555556,15.0795555555,14.3338888889,5.82388888889
389.55,14.3031111111,26.5807777778,16.8208888889,25.3413333334,3.63233333333,7.53927777778,18.8475555556,27.7094444444,15.0622222222,14.3396666667,5.75733333333
389.91,14.3657777778,26.6292222222,16.8151111111,25.4206666666,3.67522222222,7.5795,18.8853333333,27.7846666667,15.0938888889,14.3745555555,5.75233333333
390.27,14.391,26.7174444444,16.8398888889,25.4931666667,3.69844444445,7.53111111111,18.905,27.8952222222,15.1186666667,14.3943333333,5.70966666667
390.63,14.3596666667,26.7717777778,16.8252222222,25.508,3.72088888889,7.52,18.8682222222,27.9296666667,15.0965555555,14.4248888889,5.65666666667
391.00,14.3481111111,26.7688888889,16.8503333333,25.4505,3.71566666667,7.48077777778,18.9404444444,27.9713333333,15.0824444445,14.4334444444,5.62511111111
391.36,14.3113333333,26.8505555556,16.8837777778,25.508,3.67722222222,7.40977777778,18.9521111111,27.9758888889,15.0418888889,14.4185555555,5.62988888889
391.72,14.2793333333,26.841,16.8714444445,25.4405,3.68655555556,7.39194444444,18.9344444444,28.0248888889,15.0213333334,14.3602222222,5.65211111111
392.08,14.2835555555,26.8448888889,16.8991111111,25.3931666666,3.68844444445,7.38327777778,19.0016666667,28.0683333333,14.982,14.3457777778,5.64155555556
392.44,14.3256666667,26.9137777778,16.9532222222,25.5206666667,3.74277777778,7.46244444444,19.0194444445,28.1122222222,14.9774444444,14.3348888889,5.65022222222
392.80,14.2963333333,26.8962222222,16.9122222222,25.5548333334,3.73277777778,7.46711111111,19.0294444444,28.0811111111,14.9482222222,14.3082222222,5.60444444444
