wavelength,Back_SpoFrom,Belly_SpoFrom,Breast_SpoFrom,Crissum_SpoFrom,Crown_SpoFrom,DorTail_SpoFrom,Rump_SpoFrom,Throat_SpoFrom,WingTip_SpoFrom
371.10,5.46833333333,13.25225,11.8916666666,9.66383333332,4.134,6.31391666667,5.78616666667,11.6318333333,6.7595
371.46,5.438,13.3391666666,11.9023333333,9.6665,4.10233333333,6.25608333333,5.7905,11.609,6.7255
371.83,5.43033333333,13.3521666666,11.866,9.59066666665,4.07166666667,6.24133333333,5.77283333334,11.5641666667,6.70966666667
372.19,5.37633333333,13.2750833334,11.7676666666,9.57866666667,3.90416666666,6.14525,5.67066666666,11.5006666667,6.64716666667
372.55,5.283,13.27625,11.7311666667,9.56033333334,3.84116666666,6.09891666666,5.60816666666,11.4331666667,6.58283333333
372.92,5.41516666666,13.4294166666,11.796,9.69133333335,3.9795,6.2415,5.73516666667,11.6855,6.715
373.28,5.5195,13.5108333333,11.9303333333,9.70916666669,4.10316666667,6.27441666667,5.7685,11.75,6.768
373.64,5.61333333333,13.6624166666,12.0785,9.81899999998,4.21616666666,6.32708333334,5.81733333334,11.8221666667,6.79733333333
374.00,5.63883333334,13.7879166666,12.142,9.92099999998,4.2425,6.43933333334,5.90833333333,11.9785,6.88583333334
374.37,5.5855,13.8714166666,12.204,9.90483333333,4.25133333333,6.46825,5.90616666667,11.9965,6.90683333333
374.73,5.54016666666,13.794,12.26,9.95216666665,4.22533333333,6.3755,5.85166666667,11.9805,6.87083333333
375.09,5.4845,13.7715,12.3405,9.93583333335,4.1855,6.34133333334,5.77833333333,12.0348333334,6.8315
375.45,5.4145,13.778,12.382,9.96850000002,4.08783333334,6.34575,5.679,12.1265,6.7915
375.81,5.38833333333,13.81125,12.344,10.0263333333,4.0765,6.284,5.63266666667,12.1926666667,6.78283333334
376.18,5.43783333333,13.8788333334,12.4808333333,10.131,4.194,6.36308333334,5.72966666667,12.2253333333,6.84583333333
376.54,5.48183333334,13.982,12.6453333333,10.2295,4.27283333333,6.46658333334,5.7905,12.3498333333,6.89533333333
376.90,5.3525,13.88125,12.6013333333,10.1245,4.166,6.37391666667,5.68916666667,12.3221666666,6.81833333333
377.26,5.40483333334,13.9204166666,12.6581666667,10.2468333333,4.13883333334,6.43708333333,5.739,12.3708333333,6.85616666667
377.63,5.429,13.9174166666,12.6783333333,10.3175,4.16133333333,6.48608333333,5.77783333333,12.4066666667,6.8865
377.99,5.45966666667,13.935,12.7945,10.3998333333,4.17766666666,6.4905,5.80216666667,12.3695,6.88866666667
378.35,5.44933333333,13.8923333333,12.7336666667,10.4181666667,4.13166666666,6.53975,5.76483333333,12.3576666667,6.855
378.71,5.485,13.8935833334,12.7145,10.4275,4.14783333333,6.5475,5.80816666667,12.3988333333,6.86
379.07,5.53083333333,13.9336666666,12.8063333334,10.4808333333,4.19816666667,6.60233333334,5.873,12.4193333333,6.93366666667
379.44,5.61466666667,13.997,12.8431666666,10.5021666666,4.32416666667,6.69933333333,6.04533333333,12.4796666667,7.02416666666
379.80,5.71,14.1316666667,13.0136666666,10.5355,4.40583333333,6.87283333334,6.16083333333,12.5556666666,7.16133333334
380.16,5.73166666667,14.1681666667,13.0463333333,10.5398333333,4.385,6.83875,6.18016666667,12.5655,7.147
380.52,5.7795,14.1801666667,13.0405,10.5461666667,4.34983333333,6.81083333333,6.18433333333,12.5628333333,7.184
380.88,5.95233333333,14.3543333333,13.2003333333,10.6933333333,4.51216666667,6.95816666666,6.36,12.6593333334,7.32016666666
381.24,5.96083333333,14.38225,13.2246666667,10.631,4.50866666667,6.94541666667,6.34866666667,12.7013333334,7.31566666667
381.61,5.93716666667,14.3971666666,13.2716666667,10.6228333334,4.51533333334,6.95008333333,6.29333333334,12.7115,7.31966666667
381.97,5.89133333333,14.3321666667,13.1928333334,10.5185,4.48416666667,6.89866666667,6.19583333333,12.7035,7.268
382.33,6.0145,14.3935833333,13.3435,10.5926666667,4.57,6.88266666666,6.2685,12.801,7.32766666666
382.69,6.021,14.4389166666,13.403,10.5938333333,4.55466666667,6.93633333333,6.23583333334,12.86,7.32583333333
383.05,6.14533333333,14.616,13.5365,10.7081666667,4.64316666666,7.0365,6.28466666667,12.9896666666,7.40266666667
383.41,6.17083333333,14.68475,13.5785,10.793,4.68466666667,6.98266666666,6.24866666667,12.9623333333,7.42533333334
383.77,6.0865,14.5599166667,13.5411666667,10.7335,4.60666666666,6.81308333333,6.07966666667,12.8835,7.3075
384.14,6.13816666667,14.69025,13.6036666666,10.8013333333,4.67766666666,6.87316666666,6.07566666667,12.932,7.32833333334
384.50,6.11116666667,14.6706666666,13.6535,10.8481666667,4.6835,6.86625,6.07983333334,12.9371666667,7.30816666667
384.86,5.98666666667,14.5620833333,13.5938333333,10.782,4.5305,6.71516666667,5.94616666667,12.8396666667,7.21183333333
385.22,5.90933333333,14.5355,13.52,10.7623333333,4.4625,6.62941666666,5.864,12.7825,7.14333333334
385.58,5.88133333334,14.4960833334,13.467,10.7726666667,4.41483333334,6.51908333334,5.8295,12.8128333333,7.057
385.94,5.856,14.5778333334,13.4676666667,10.7945,4.41783333334,6.47908333333,5.87466666667,12.8115,7.033
386.30,5.83716666667,14.6168333333,13.4863333334,10.815,4.43683333334,6.50941666667,5.893,12.8663333333,7.04516666667
386.66,5.78166666667,14.6325,13.4528333333,10.8291666666,4.43466666667,6.4635,5.87966666667,12.7936666667,7.011
387.03,5.7195,14.55825,13.3546666667,10.7701666667,4.41533333333,6.39741666667,5.8435,12.73,6.93466666667
387.39,5.75983333333,14.5693333334,13.4083333334,10.82,4.43133333333,6.44666666667,5.8985,12.869,6.942
387.75,5.76,14.6486666667,13.4276666666,10.9113333334,4.39766666666,6.49825,5.98366666667,12.9263333333,6.96033333334
388.11,5.74666666667,14.5271666667,13.4065,10.9058333333,4.358,6.4945,5.98883333333,12.9128333334,6.97966666667
388.47,5.773,14.5570833334,13.4266666667,10.878,4.35816666667,6.43575,5.981,12.9436666666,6.927
388.83,5.79616666667,14.6669166666,13.4976666667,10.8966666667,4.386,6.45258333333,6.01066666667,13.0023333334,6.89466666666
389.19,5.8235,14.72825,13.6308333334,10.9713333333,4.44183333334,6.51008333334,6.0505,13.1035,6.946
389.55,5.81083333333,14.80625,13.6418333334,10.963,4.406,6.55216666667,6.054,13.0901666666,6.9805
389.91,5.85083333334,14.8260833333,13.723,10.981,4.4055,6.58675,6.05666666667,13.203,7.00866666667
390.27,5.79733333334,14.8163333334,13.7265,10.9213333334,4.36083333333,6.5595,6.013,13.1733333333,6.9335
390.63,5.81466666666,14.8370833333,13.771,10.9268333333,4.38483333334,6.57483333334,6.0445,13.2311666667,6.95416666667
391.00,5.76416666666,14.8299166666,13.7576666667,10.9148333333,4.32683333334,6.56383333333,6.04783333333,13.2266666667,6.88483333334
391.36,5.6665,14.77175,13.69,10.8078333334,4.24666666666,6.468,5.92483333334,13.1006666666,6.79116666667
391.72,5.609,14.7461666666,13.65,10.7543333334,4.27683333333,6.40558333334,5.89766666667,13.077,6.757
392.08,5.594,14.8330833334,13.6573333333,10.7258333333,4.261,6.34483333333,5.89716666667,13.1531666667,6.725
392.44,5.53916666667,14.8574166666,13.693,10.6883333333,4.227,6.38166666666,5.90033333334,13.16,6.69616666667
392.80,5.57616666667,14.9169166666,13.7503333333,10.7496666667,4.28683333334,6.45333333333,5.957,13.2698333333,6.7485
393.16,5.64283333334,14.99275,13.7625,10.7806666667,4.30133333334,6.48608333334,6.02916666667,13.3251666667,6.79383333333
393.52,5.76633333333,15.0856666667,13.9301666667,10.8588333333,4.4495,6.56425,6.1415,13.4245,6.89583333334
393.88,5.74533333334,15.1426666667,13.9543333334,10.9246666667,4.50933333333,6.62116666666,6.16383333334,13.4118333333,6.909
394.24,5.71066666667,15.1803333333,13.9378333333,10.9578333333,4.49766666667,6.59958333333,6.195,13.3956666667,6.89766666666
394.60,5.743,15.25325,14.0151666667,10.9965,4.5525,6.63316666666,6.21666666667,13.4401666667,6.94933333333
394.96,5.82883333333,15.2879166667,14.1375,11.0631666666,4.63616666667,6.6675,6.23583333333,13.4953333334,7.06033333334
395.32,5.88716666667,15.39525,14.2248333333,11.1483333333,4.6755,6.73083333333,6.2945,13.5758333334,7.14683333333
395.68,5.933,15.47775,14.2876666667,11.2231666667,4.716,6.78983333334,6.32366666666,13.6231666667,7.163
396.04,5.94283333333,15.4735833333,14.35,11.268,4.764,6.85333333333,6.349,13.6413333334,7.1935
396.40,6.00916666667,15.509,14.415,11.3715,4.86833333334,6.91008333334,6.364,13.7158333333,7.28933333333
396.76,6.03216666666,15.50875,14.45,11.4633333334,4.9345,6.94775,6.36216666667,13.6811666667,7.34883333334
397.12,6.01416666666,15.5184166667,14.5401666667,11.5143333333,5.003,6.96691666666,6.374,13.7288333333,7.35133333333
397.48,5.9665,15.54825,14.5035,11.5516666667,4.927,6.97883333334,6.35283333333,13.6871666667,7.358
397.84,5.96533333333,15.4995,14.4551666667,11.4913333333,4.85783333333,6.9065,6.273,13.6736666666,7.33166666666
398.20,6.02716666666,15.5748333333,14.5725,11.5731666666,4.89,6.99608333333,6.3055,13.8053333333,7.40866666666
398.56,6.00716666667,15.5710833333,14.5728333334,11.6356666666,4.88966666667,7.02133333334,6.325,13.801,7.3485
398.92,5.99033333334,15.6133333334,14.6296666667,11.7055,4.87283333334,7.03,6.3455,13.8563333333,7.364
399.28,5.9695,15.591,14.6653333334,11.7358333333,4.85566666666,7.03758333334,6.34216666667,13.8985,7.31566666666
399.64,5.93833333333,15.577,14.6766666667,11.7046666666,4.75866666667,6.98716666667,6.29166666666,13.8928333333,7.26033333333
400.00,5.84583333333,15.5995,14.6803333333,11.6981666666,4.69566666666,6.93808333334,6.25533333333,13.8365,7.157
400.36,5.80233333333,15.5785,14.5978333333,11.6693333334,4.62833333333,6.87816666666,6.254,13.7951666666,7.08083333333
400.72,5.73433333333,15.5589166666,14.5121666666,11.5733333333,4.53616666667,6.74958333333,6.2275,13.801,7.01616666667
401.08,5.66683333333,15.4664166666,14.379,11.4801666666,4.45566666666,6.66408333334,6.15083333334,13.678,6.9475
401.44,5.67183333333,15.4780833333,14.4375,11.5353333333,4.527,6.67858333334,6.16,13.7941666667,6.91983333334
401.80,5.73433333333,15.55,14.5621666667,11.6545,4.59283333333,6.756,6.22583333334,13.8603333333,6.951
402.16,5.79283333334,15.57775,14.5965,11.662,4.65366666667,6.74525,6.238,13.8508333333,6.96883333333
402.52,5.8465,15.6090833334,14.6143333334,11.6365,4.62833333333,6.7325,6.24066666666,13.8723333333,6.9995
402.88,5.81466666667,15.69825,14.5873333333,11.5493333333,4.57483333333,6.67141666666,6.224,13.8201666666,6.89266666666
403.24,5.882,15.7580833334,14.616,11.6058333333,4.63066666667,6.68783333333,6.2735,13.8613333333,6.93983333333
403.60,5.94,15.7998333334,14.7098333333,11.6591666667,4.73483333333,6.75741666666,6.36333333333,13.934,7.026
403.95,6.10316666667,15.9388333334,14.853,11.7978333333,4.86333333333,6.85433333333,6.4885,14.0921666667,7.17166666667
404.31,6.12183333333,15.9961666667,14.8756666666,11.7906666667,4.857,6.87783333333,6.49583333333,14.1045,7.17916666667
404.67,6.14416666667,16.0471666666,14.956,11.824,4.895,6.90158333334,6.50133333333,14.1193333333,7.1835
405.03,6.1495,16.0969166666,15.0185,11.8805,4.89133333333,6.91,6.5205,14.1778333333,7.17883333333
405.39,6.16466666667,16.0963333333,15.0293333334,11.8448333333,4.87016666666,6.87158333333,6.52216666667,14.1743333333,7.17716666667
405.75,6.13083333333,16.10425,15.0251666667,11.8155,4.84216666666,6.85291666667,6.49966666667,14.1476666667,7.16716666667
406.11,6.10183333333,16.1033333334,15.0238333333,11.8176666667,4.80983333333,6.84333333333,6.5095,14.1588333333,7.15183333334
406.47,6.1205,16.1855,15.0465,11.8768333333,4.875,6.8705,6.563,14.252,7.19483333333
406.83,6.18466666667,16.2384166667,15.1095,12.0056666667,4.97783333333,6.95158333333,6.61466666667,14.3608333334,7.29383333333
407.19,6.161,16.2340833334,15.1255,12.0023333334,4.9945,6.96016666666,6.59633333333,14.3821666667,7.29333333333
407.55,6.21183333333,16.3341666666,15.1885,12.1,5.02733333334,6.99275,6.63366666667,14.4596666666,7.30366666667
407.90,6.16283333333,16.2881666666,15.1486666666,12.079,4.98033333334,6.9555,6.5515,14.4646666667,7.26816666666
408.26,6.15133333333,16.2865,15.1865,12.1408333333,4.99516666666,6.93116666666,6.52516666667,14.482,7.27366666667
408.62,6.17816666666,16.3266666666,15.2163333334,12.2136666666,5.01366666666,6.97591666667,6.53966666667,14.4921666667,7.29283333333
408.98,6.2005,16.3681666667,15.2505,12.222,5.05866666667,6.97833333333,6.51983333333,14.502,7.33583333334
409.34,6.2005,16.3876666666,15.2376666667,12.2638333333,5.0775,7.01891666667,6.51633333333,14.4555,7.33333333334
409.70,6.20683333334,16.42825,15.2835,12.2905,5.105,7.02683333334,6.53133333333,14.525,7.3585
410.06,6.1915,16.4483333333,15.2745,12.3013333333,5.106,7.02091666667,6.48383333333,14.5421666667,7.3415
410.42,6.1765,16.41575,15.3395,12.3255,5.09433333333,7.03308333334,6.4625,14.5381666667,7.32683333333
410.77,6.145,16.3770833334,15.337,12.28,5.0725,6.99233333334,6.4385,14.5266666667,7.29566666667
411.13,6.123,16.38575,15.3418333333,12.2873333334,5.044,6.99433333333,6.45183333333,14.5258333333,7.30366666667
411.49,6.10816666666,16.3945,15.3303333333,12.2891666667,5.04716666666,6.97966666667,6.4325,14.5271666667,7.3115
411.85,6.09433333334,16.406,15.3573333333,12.2843333334,5.0535,6.97208333334,6.44183333333,14.5265,7.3315
412.21,6.1395,16.4516666666,15.3991666667,12.2938333334,5.0795,7.02766666667,6.491,14.612,7.3825
412.57,6.12583333333,16.4605,15.4345,12.2753333333,5.06233333333,7.0115,6.4805,14.6628333334,7.34833333333
412.92,6.194,16.5616666666,15.5356666666,12.3811666666,5.10316666667,7.097,6.55133333333,14.7851666666,7.4005
413.28,6.178,16.5613333333,15.5676666667,12.3565,5.07666666667,7.04483333334,6.5375,14.8401666667,7.37916666667
413.64,6.24383333334,16.5968333333,15.615,12.4151666667,5.1225,7.07775,6.57183333333,14.9146666667,7.427
414.00,6.26466666667,16.6289166666,15.6798333334,12.4503333334,5.14783333333,7.04775,6.581,14.9478333334,7.445
414.36,6.2365,16.6726666667,15.7068333333,12.449,5.1185,7.03975,6.557,14.9566666667,7.4375
414.72,6.30866666667,16.7640833334,15.814,12.518,5.16933333333,7.09883333334,6.611,15.0223333333,7.493
415.07,6.36066666666,16.834,15.9045,12.5765,5.22083333333,7.105,6.62783333333,15.072,7.49883333333
415.43,6.29766666667,16.7838333333,15.8663333334,12.5178333334,5.1555,7.0705,6.57233333334,14.9991666666,7.46983333333
415.79,6.28133333333,16.775,15.8631666667,12.5043333333,5.09983333333,7.01991666666,6.54066666667,15.006,7.42783333334
416.15,6.23666666667,16.7943333334,15.861,12.5168333334,5.08633333334,6.95858333333,6.5015,14.9831666666,7.3525
416.51,6.24033333334,16.7970833333,15.8695,12.5268333333,5.07583333333,6.98808333334,6.50416666667,14.969,7.37283333334
416.86,6.18,16.7773333334,15.8381666667,12.4863333334,5.03883333333,6.9575,6.4645,14.929,7.30366666667
417.22,6.17633333334,16.77625,15.8451666667,12.4726666666,5.03516666667,6.98591666667,6.47083333333,14.9591666666,7.31883333334
417.58,6.1295,16.7753333333,15.8305,12.456,5.02183333333,6.97616666666,6.4715,14.9258333333,7.28016666667
417.94,6.12333333334,16.7931666666,15.8695,12.4835,5.03933333333,7.01241666666,6.49383333334,14.9496666666,7.28166666667
418.29,6.15416666667,16.82125,15.8626666667,12.4905,5.06716666667,7.01183333333,6.49483333333,14.9458333333,7.29
418.65,6.149,16.8165,15.8786666667,12.5048333333,5.06,7.02733333333,6.4905,14.9486666667,7.307
419.01,6.12583333334,16.80325,15.8435,12.462,5.05533333333,7.03858333333,6.4725,14.9218333334,7.29933333333
419.37,6.17683333333,16.8429166667,15.9016666667,12.5111666667,5.11266666666,7.06191666667,6.4945,14.9965,7.3225
419.73,6.188,16.8433333333,15.9246666667,12.5373333333,5.125,7.12425,6.51566666667,14.9915,7.33166666666
420.08,6.1915,16.8425833333,15.9551666667,12.531,5.1285,7.14633333334,6.531,15.0168333333,7.36766666667
420.44,6.209,16.8566666666,15.9943333334,12.5513333333,5.16533333333,7.15266666666,6.5485,15.0471666666,7.38016666667
420.80,6.224,16.8490833334,16.0085,12.575,5.1845,7.15433333333,6.5545,15.0898333334,7.401
421.16,6.24516666666,16.8573333333,16.043,12.62,5.19716666666,7.15016666667,6.56516666667,15.0833333334,7.40283333333
421.51,6.26616666667,16.896,16.0678333333,12.6365,5.20266666667,7.17333333334,6.56833333333,15.1171666667,7.432
421.87,6.27133333333,16.8919166666,16.0421666667,12.6165,5.1835,7.15891666667,6.55016666666,15.1211666667,7.42016666667
422.23,6.22383333333,16.8473333334,16.0261666667,12.5908333333,5.15683333334,7.11533333334,6.51933333334,15.1138333333,7.39083333333
422.58,6.20983333334,16.8308333334,15.9983333334,12.5586666667,5.1605,7.11116666666,6.50683333333,15.1115,7.364
422.94,6.21683333333,16.8388333333,16.0353333333,12.5791666666,5.1645,7.11508333333,6.51183333333,15.1578333333,7.385
423.30,6.19816666667,16.8509166667,16.024,12.5776666667,5.13183333333,7.10383333334,6.51583333334,15.128,7.38566666667
423.66,6.21183333333,16.8889166667,16.005,12.5875,5.15966666667,7.11108333334,6.52716666666,15.1578333333,7.41466666667
424.01,6.23166666667,16.9041666666,16.0315,12.6171666667,5.19216666666,7.13233333333,6.54,15.1858333334,7.42666666667
424.37,6.24783333334,16.9285833333,16.0311666667,12.6255,5.20333333333,7.13641666666,6.53966666667,15.2103333334,7.44166666667
424.73,6.22883333334,16.9108333333,16.0155,12.594,5.17833333334,7.10925,6.52,15.1753333333,7.4135
425.08,6.23366666667,16.9613333333,16.0358333333,12.6271666666,5.216,7.12658333334,6.52983333334,15.2255,7.43416666667
425.44,6.2445,16.97625,16.0611666666,12.6386666666,5.22616666666,7.12283333334,6.538,15.2461666667,7.44
425.80,6.2545,16.9854166666,16.0938333333,12.6691666666,5.26,7.15125,6.56166666666,15.2788333333,7.48683333333
426.16,6.3165,17.0470833333,16.155,12.74,5.3085,7.218,6.606,15.3435,7.54183333333
426.51,6.31533333333,17.08775,16.1905,12.7838333333,5.33283333333,7.23591666667,6.6375,15.379,7.55966666667
426.87,6.352,17.149,16.2426666666,12.8305,5.35383333334,7.25758333333,6.65866666667,15.408,7.589
427.23,6.356,17.1339166667,16.2691666667,12.8475,5.37533333333,7.26875,6.66566666667,15.45,7.59933333334
427.58,6.32616666666,17.12175,16.324,12.8225,5.35416666666,7.23383333333,6.64083333334,15.4558333334,7.571
427.94,6.34366666667,17.172,16.3721666666,12.8593333333,5.34833333333,7.23966666667,6.65183333334,15.4823333333,7.59066666667
428.30,6.31583333333,17.1989166666,16.4,12.883,5.33833333334,7.24641666667,6.66816666666,15.4958333333,7.59133333334
428.65,6.4045,17.2844166666,16.4738333334,12.9701666666,5.4085,7.33808333333,6.72033333333,15.5716666666,7.683
429.01,6.40616666667,17.3190833334,16.4868333333,12.9615,5.41466666667,7.34266666667,6.72983333333,15.5978333333,7.69633333333
429.37,6.37883333333,17.30025,16.5046666667,12.9866666666,5.39816666667,7.30983333333,6.71366666667,15.575,7.66466666667
429.72,6.4055,17.3683333333,16.5288333333,13.003,5.401,7.34,6.73416666666,15.5716666666,7.662
430.08,6.381,17.3565833334,16.5235,12.9666666667,5.39116666666,7.30241666667,6.70283333333,15.5826666667,7.64416666666
430.44,6.40933333334,17.3793333334,16.5441666667,12.9703333333,5.37566666667,7.2975,6.6915,15.5911666667,7.65783333334
430.79,6.43133333334,17.3836666667,16.5455,12.9896666666,5.37766666667,7.28958333333,6.70083333333,15.6165,7.648
431.15,6.481,17.4909166667,16.6495,13.0361666667,5.4415,7.34283333333,6.7415,15.703,7.683
431.50,6.5275,17.5735,16.6951666666,13.1231666667,5.48233333334,7.37766666667,6.7885,15.741,7.72966666667
431.86,6.53466666667,17.6031666666,16.6805,13.1081666667,5.5075,7.41425,6.78766666667,15.7315,7.74233333333
432.22,6.53283333334,17.6015833333,16.711,13.1208333333,5.51216666667,7.41716666667,6.78316666667,15.7451666667,7.72933333333
432.57,6.50666666667,17.61875,16.7288333333,13.133,5.509,7.39391666666,6.8015,15.7275,7.72333333333
432.93,6.51816666666,17.6409166666,16.7643333333,13.159,5.505,7.432,6.81116666667,15.7463333333,7.735
433.29,6.541,17.6849166667,16.77,13.1826666667,5.54583333333,7.459,6.8275,15.7873333333,7.75516666667
433.64,6.526,17.68025,16.7891666667,13.2051666666,5.54866666666,7.42191666667,6.82283333333,15.7948333333,7.74433333333
434.00,6.54766666667,17.7085833333,16.8211666667,13.2298333334,5.566,7.442,6.85816666667,15.7926666666,7.74866666667
434.35,6.5645,17.7088333334,16.8705,13.2625,5.58816666667,7.4415,6.89816666667,15.823,7.76583333334
434.71,6.53033333333,17.73975,16.8746666667,13.2593333333,5.58466666667,7.42858333334,6.91316666667,15.7943333334,7.7555
435.07,6.49883333333,17.72575,16.8538333333,13.2546666667,5.56416666666,7.42608333333,6.91483333334,15.7781666666,7.724
435.42,6.48516666667,17.7095833334,16.8658333334,13.2228333333,5.56533333333,7.413,6.91116666667,15.7775,7.682
435.78,6.503,17.7340833334,16.9366666667,13.2768333333,5.586,7.41091666666,6.936,15.8185,7.672
436.13,6.55016666666,17.80925,16.9771666666,13.3446666666,5.62716666666,7.42866666667,6.96866666666,15.8433333333,7.71
436.49,6.56966666667,17.9023333334,17.0511666667,13.4018333333,5.647,7.44725,7.00016666666,15.9251666667,7.70083333333
436.84,6.59133333334,17.9220833334,17.1031666667,13.4338333333,5.66033333333,7.44183333333,7.0245,15.9708333333,7.727
437.20,6.59633333334,17.9630833333,17.1668333333,13.472,5.63316666666,7.45891666666,7.04566666667,16.0015,7.7375
437.56,6.60416666667,17.9588333334,17.1961666667,13.4721666667,5.60783333333,7.44316666667,7.034,15.9975,7.72133333334
437.91,6.598,18.003,17.225,13.5281666667,5.60116666666,7.4575,7.032,16.0413333333,7.73333333333
438.27,6.61633333333,18.0925833333,17.2231666667,13.561,5.602,7.47541666666,7.0385,16.0673333333,7.74583333333
438.62,6.613,18.0824166666,17.2325,13.5296666666,5.57433333333,7.46441666667,6.99966666667,16.0685,7.73083333334
438.98,6.62216666667,18.09075,17.2308333333,13.528,5.55283333334,7.4245,6.969,16.0373333333,7.73583333334
439.33,6.61416666666,18.1385833333,17.2351666667,13.5555,5.55483333333,7.42308333333,6.94966666666,16.0408333334,7.74533333333
439.69,6.59083333334,18.1514166667,17.2236666667,13.561,5.52266666667,7.39458333333,6.94,16.0015,7.75116666667
440.04,6.55066666667,18.1033333334,17.1936666666,13.5246666666,5.48933333333,7.36758333334,6.91866666667,15.9828333333,7.72216666667
440.40,6.52816666667,18.0445,17.1768333334,13.497,5.48333333334,7.36958333333,6.90066666666,15.9486666666,7.7285
440.75,6.45766666667,17.9995,17.115,13.4498333333,5.43983333333,7.33008333334,6.84633333334,15.857,7.658
441.11,6.47733333334,18.0145833334,17.1181666667,13.4636666666,5.47616666667,7.36066666666,6.86833333333,15.881,7.67883333333
441.47,6.50116666667,18.0560833333,17.1291666667,13.4928333333,5.5055,7.39125,6.89533333334,15.911,7.7055
441.82,6.498,18.06825,17.1301666666,13.4653333333,5.49916666667,7.37675,6.895,15.8968333333,7.68983333334
442.18,6.46766666667,18.035,17.1421666666,13.457,5.48766666666,7.36725,6.862,15.8881666667,7.66766666666
442.53,6.47416666667,18.0665833333,17.1758333333,13.5003333333,5.52883333334,7.3825,6.88633333334,15.9286666666,7.6775
442.89,6.483,18.0730833333,17.2041666666,13.5305,5.56133333333,7.414,6.89916666666,15.9578333334,7.6935
443.24,6.49916666667,18.0666666667,17.234,13.5378333334,5.56416666666,7.44533333334,6.92583333333,15.9758333333,7.71166666666
443.60,6.4915,18.0395833334,17.2366666666,13.5183333334,5.57616666666,7.45516666666,6.9225,16.009,7.70466666667
443.95,6.52616666667,18.0765833334,17.2631666667,13.5478333334,5.58116666667,7.49141666666,6.9285,16.0448333333,7.72283333333
444.31,6.53183333333,18.0785833334,17.2628333333,13.5371666667,5.554,7.48883333334,6.91266666667,16.039,7.713
444.66,6.58533333333,18.1343333333,17.314,13.5718333333,5.59233333333,7.52975,6.92266666667,16.1163333333,7.77016666667
445.02,6.57566666667,18.1175,17.3303333333,13.57,5.59133333333,7.51191666666,6.909,16.1223333333,7.78116666666
445.37,6.5735,18.1203333334,17.3523333333,13.5538333333,5.6105,7.52941666666,6.89466666666,16.1413333334,7.78916666667
445.72,6.59083333334,18.1468333333,17.389,13.5846666667,5.62616666667,7.56433333334,6.9125,16.1791666667,7.81466666667
446.08,6.60233333334,18.1386666666,17.3835,13.5873333333,5.63683333333,7.57375,6.90216666666,16.1911666666,7.83516666666
446.43,6.59866666667,18.1315833334,17.371,13.5918333333,5.6295,7.58991666666,6.90516666667,16.199,7.8565
446.79,6.611,18.1335,17.3688333334,13.6023333333,5.6335,7.58558333334,6.90566666666,16.2246666667,7.86533333333
447.14,6.64066666667,18.1660833334,17.3825,13.6366666667,5.667,7.58516666666,6.92483333334,16.2616666667,7.896
447.50,6.64966666667,18.1885,17.377,13.6415,5.68266666666,7.6015,6.9325,16.3111666666,7.89866666666
447.85,6.6355,18.1811666667,17.3831666666,13.617,5.68366666666,7.58025,6.92116666667,16.3175,7.894
448.21,6.65733333333,18.2158333334,17.401,13.6371666667,5.72733333334,7.59875,6.935,16.3678333333,7.92566666667
448.56,6.69733333334,18.2488333333,17.4355,13.6778333334,5.75983333333,7.60466666667,6.98616666667,16.4205,7.95366666666
448.92,6.72083333333,18.2716666666,17.4263333334,13.6873333334,5.76666666667,7.61941666666,6.996,16.4505,7.9645
449.27,6.71533333333,18.26675,17.4233333334,13.7081666667,5.77083333334,7.62283333333,7.01866666667,16.477,7.97616666666
449.62,6.7185,18.2450833333,17.3926666667,13.6981666666,5.78383333333,7.62933333333,7.01716666667,16.4758333333,7.97483333333
449.98,6.725,18.2920833333,17.4348333333,13.7241666667,5.79916666667,7.63816666667,7.04166666667,16.5071666667,7.97466666666
450.33,6.76416666667,18.3413333334,17.4758333333,13.772,5.84883333333,7.67066666667,7.07183333333,16.5491666666,7.98283333333
450.69,6.74283333333,18.3434166667,17.457,13.7735,5.8435,7.68716666667,7.0655,16.5805,7.9725
451.04,6.7155,18.3143333333,17.4496666666,13.7475,5.81466666667,7.6965,7.042,16.5735,7.96566666667
451.40,6.73083333334,18.3171666666,17.4655,13.7751666666,5.81033333334,7.67766666666,7.0355,16.5206666667,7.987
451.75,6.74133333333,18.34325,17.4893333334,13.8278333334,5.83366666666,7.70008333333,7.07183333334,16.5718333333,8.02416666667
452.10,6.70966666667,18.358,17.5183333333,13.8235,5.79916666667,7.67666666667,7.0735,16.5418333333,7.97783333333
452.46,6.6805,18.3376666667,17.5233333333,13.7963333333,5.78783333333,7.68991666667,7.0595,16.53,7.9585
452.81,6.6575,18.3395833333,17.5686666666,13.8,5.797,7.68775,7.06716666667,16.5325,7.9405
453.17,6.64683333333,18.3605,17.583,13.7961666666,5.7825,7.66408333334,7.043,16.5348333334,7.932
453.52,6.6715,18.3965833334,17.6145,13.8385,5.7725,7.64275,7.063,16.5535,7.95566666666
453.87,6.69733333333,18.4300833333,17.6445,13.8656666667,5.78316666667,7.639,7.0815,16.569,7.97683333333
454.23,6.71083333333,18.43775,17.6748333334,13.8606666666,5.768,7.6335,7.0615,16.5688333333,7.97883333333
