wavelength,Back_XenConm,Belly_XenConm,Breast_XenConm,Crissum_XenConm,Crown_XenConm,DorTail_XenConm,Rump_XenConm,Throat_XenConm,WingTip_XenConm
228.76,-56.8275,-72.0883333333,-43.3736666666,-47.3896666667,-74.2971666666,-31.727,-41.8299375,-76.707,-79.1166666667
229.14,-59.722,-86.1111666667,-54.4643333333,-57.5395,-81.1508333333,-39.484,-47.0858125,-76.5873333333,-84.127
229.52,-31.6966666667,-46.5775,-29.167,-31.8453333333,-48.8095,-17.1133333333,-22.6470520833,-39.7321666667,-52.083
229.89,-18.1705,-35.8398333333,-17.1679166667,-19.4235,-31.4536666667,-9.27333333335,-17.84159375,-25.94,-32.7068333333
230.27,-11.6333333334,-28.747,-12.4159166667,-13.8703333333,-22.1475,-9.06033333335,-12.79371875,-18.5681666667,-24.4966666667
230.65,-9.887,-23.7288333333,-9.74583333335,-9.51033333333,-16.1016666667,-4.99083333334,-12.8649166667,-14.1241666667,-11.9585
231.02,-4.0565,-15.3438333333,-1.89591666667,-0.88166666665,-9.96466666667,1.058,-8.10195833332,-7.84816666665,-2.9985
231.40,-6.08483333334,-13.3158333333,-2.2485,-1.85183333335,-9.43550000002,-0.352833333335,-10.4386979167,-10.1411666667,-1.499
231.78,-4.97233333333,-9.94466666667,-2.99275,-2.02583333334,-7.82683333334,-3.407,-11.9418125,-8.56383333335,-3.8675
232.15,-3.5325,-6.25,-5.52533333334,-1.99283333335,-5.34433333334,-6.25,-11.2148125,-7.78983333335,-4.34766666665
232.53,-2.94116666667,-0.178333333335,0.0893333333335,-0.2675,0.62383333333,-7.04116666667,-7.40846875,-5.25816666668,2.139
232.90,-5.55566666667,-2.51716666667,-1.47575,-1.12866666668,-3.29849999998,-7.2915,-8.15430208334,-5.29533333331,3.73266666667
233.28,0.164166666665,5.4185,4.55675,4.35116666668,0.16433333333,-1.8885,-3.07878125,-2.87366666666,7.88183333335
233.66,-1.99266666667,3.26066666667,-0.769916666665,4.16666666665,-2.71733333333,-7.06516666667,-7.18981249998,-8.24266666667,3.53233333333
234.03,-5.90483333333,3.61883333333,-1.38108333334,4.28583333331,-7.99983333334,-12.8568333333,-5.55344791667,-11.8098333333,-2.6665
234.41,-9.70466666667,4.43033333333,-2.69008333334,1.16033333335,-11.8145,-11.2868333333,-8.9465,-14.4513333333,-0.10533333333
234.78,-12.1623333333,7.77,-0.22525,0.337833333315,-10.2478333333,-13.964,-8.37546875002,-13.5135,-1.12616666666
235.16,-13.0801666666,8.12233333333,-4.11408333334,0.844166666665,-9.38816666667,-17.616,-9.35509375002,-12.3415,-0.5275
235.54,-15.4988333333,5.9445,-8.015,-1.06183333333,-12.7388333333,-17.8345,-10.2572604167,-11.7831666667,-2.12283333333
235.91,-7.24633333332,13.134,0.136,7.60866666665,0.0,-6.06883333334,1.494625,-1.81150000001,11.413
236.29,-5.84166666667,12.371,1.933,9.87983333332,4.20983333335,0.2575,5.428625,0.257833333335,14.0893333333
236.66,-2.979,11.7553333333,2.81775,12.8823333334,4.83083333331,8.3735,6.919375,4.66983333334,14.09
237.04,-0.378833333335,12.0455,4.69691666667,15.1513333333,8.48499999998,11.212,7.57569791666,6.4395,15.4548333333
237.41,-1.59083333333,9.54533333333,3.82583333333,17.6515,12.0456666667,13.4848333334,7.51882291665,8.10616666668,18.788
237.79,-0.840500000001,9.87399999998,5.95233333333,17.437,14.9158333333,14.776,8.33764583335,7.63299999999,19.6078333334
238.17,-3.27633333333,8.90316666665,2.9915,15.456,14.1738333334,11.3246666666,4.16664583332,5.98283333333,19.0886666666
238.54,-3.279,10.724,1.8785,15.0958333334,15.9836666666,9.35833333334,2.33536458334,5.66966666666,16.8031666667
238.92,2.53066666667,16.2963333333,5.46283333334,17.6543333333,19.753,12.4691666667,7.68134375,9.81483333334,19.6298333333
239.29,2.23,13.9673333333,3.19816666667,15.1408333333,18.2511666667,10.857,5.81723958332,8.15716666667,15.9623333333
239.67,3.70966666667,16.1288333334,6.12883333333,16.3978333334,19.5698333333,10.3225,7.77232291668,10.1075,16.2363333333
240.04,2.10916666666,13.2201666666,3.39533333333,12.7571666667,15.0205,6.37833333334,4.74546875,8.89933333331,13.1688333333
240.42,4.62966666666,15.2998333334,6.61383333334,13.1836666666,14.947,7.3635,5.03463541668,9.21516666669,13.845
240.79,6.80599999998,15.661,9.00991666665,13.032,14.7331666666,8.1595,6.67514583333,10.3636666667,14.3463333333
241.17,5.17116666667,13.5918333333,7.58216666667,9.36416666666,12.0896666667,8.316,5.29548958333,8.66516666667,12.6135
241.54,3.15216666666,12.9836666666,7.11608333334,6.211,9.457,6.39816666667,4.0731875,6.9915,11.5791666667
241.92,3.68183333333,12.5913333334,7.13866666666,5.9585,8.99383333334,6.09883333333,4.61466666667,7.13883333334,12.3101666667
242.29,5.808,13.3081666666,7.90408333334,6.313,9.6715,7.5755,6.54046875,8.03033333333,13.3835
242.67,7.02516666667,12.942,8.68675,7.28433333333,10.1366666667,7.89716666665,8.00754166667,8.81683333331,14.8986666667
243.05,6.44216666666,11.0268333333,8.2415,6.18983333333,9.14716666667,7.31283333333,7.17141666667,7.7485,13.9613333333
243.42,7.4345,11.2961666667,9.37633333334,6.36916666667,9.809,8.2335,8.123875,8.32216666668,15.2016666666
243.80,7.1865,10.2883333333,8.36591666667,6.57466666667,8.62850000002,7.77633333333,7.35844791666,7.536,15.1595
244.17,7.42383333334,10.4835,9.446,6.868,9.09283333331,9.43516666665,7.85732291666,7.55216666665,14.5698333334
244.55,6.17833333333,8.66216666667,8.74725,6.28433333333,7.96166666666,8.64133333333,7.71888541666,6.81516666665,13.6091666667
244.92,4.85233333333,7.146,7.09458333334,5.3645,6.71566666666,6.77766666667,6.65189583333,5.42583333333,12.5511666666
245.30,6.15233333333,8.114,8.50466666667,7.0285,7.84733333333,7.0665,7.90113541667,6.22866666667,13.562
245.67,6.53766666667,7.2175,8.59466666666,7.7755,7.79283333335,7.33983333333,8.13601041667,6.555,13.3018333334
246.05,5.68816666667,7.05866666666,8.23766666666,7.457,7.01083333334,6.85166666667,7.69592708333,6.34166666667,12.6035
246.42,5.21116666667,6.89966666667,8.1005,7.7,7.07433333333,7.24916666666,7.61458333333,6.492,12.8236666667
246.79,5.34816666666,7.334,8.04208333334,7.8105,7.21466666665,7.3735,7.37854166666,6.38083333333,11.9671666666
247.17,5.11966666667,7.05666666667,7.741,7.809,6.93316666666,7.53783333333,7.17,6.304,11.7936666667
247.54,5.14833333333,7.2635,8.19816666666,8.2745,7.4165,7.80416666667,7.29213541667,6.535,12.3061666667
247.92,4.691,7.2285,8.28833333334,7.89366666667,7.26216666666,7.53266666666,7.30652083334,6.326,11.8626666667
248.29,4.41533333333,6.53533333334,7.93425,7.73783333333,6.76483333333,6.56866666666,6.89004166667,5.98916666666,11.7046666667
248.67,4.63633333334,6.60283333333,7.66308333333,7.49283333333,7.0755,6.35016666667,6.40570833334,6.16333333333,12.0195
249.04,4.76016666667,6.39216666667,7.49483333334,7.326,7.24733333333,6.4485,6.242875,6.31316666667,11.9176666667
249.42,3.98916666667,5.6465,6.79433333334,6.99566666667,6.913,5.89483333334,5.57966666667,6.167,11.2688333333
249.79,3.74733333333,6.09366666666,6.66808333333,6.57333333334,6.83816666667,5.79116666667,5.45109375,5.71516666667,11.1276666667
250.17,4.038,5.51516666666,6.84291666667,6.49033333334,7.38500000001,5.74533333334,5.3235,5.56933333333,11.2873333334
250.54,2.75133333333,3.736,6.04525,5.126,6.35683333334,4.28633333333,3.59419791667,4.09783333333,9.91883333335
250.92,2.32183333334,3.208,6.07258333334,4.73583333334,5.851,4.64416666666,3.587,4.18566666667,10.4643333333
251.29,2.04016666666,3.716,6.30908333333,5.02833333333,6.49916666667,4.69616666667,3.93827083333,4.68066666667,10.9741666666
251.66,1.0795,2.9275,5.46291666667,4.138,5.839,3.7295,3.52380208333,4.089,10.9093333333
252.04,1.781,3.09133333333,5.82141666666,4.1835,6.6365,4.35183333333,3.76034375,4.28416666667,12.0298333334
252.41,1.08766666667,2.59633333333,5.11383333334,3.49133333334,5.9125,3.98266666667,3.83782291667,3.92983333333,11.965
252.79,1.84583333333,4.0965,6.6455,4.36,5.8895,5.20366666666,5.26985416667,4.81716666666,12.3945
253.16,1.256,4.14433333333,7.13141666667,3.74966666667,5.077,4.539,5.34522916666,4.32383333334,12.7376666667
253.54,2.00233333333,5.30316666667,7.81908333333,4.0225,5.50133333333,5.30316666666,6.11903125,4.41916666666,13.6181666666
253.91,2.436,4.78033333334,7.86633333333,4.39566666666,5.53116666666,5.348,5.85969791667,4.96333333334,13.6815
254.28,0.807166666665,3.73516666667,6.41883333333,3.153,3.97883333333,4.7485,4.41772916666,4.054,12.1433333333
254.66,1.152,4.31083333334,6.51566666667,2.97983333333,4.0725,4.5295,4.60386458333,4.25133333333,12.8925
255.03,0.7615,3.87066666667,6.76808333333,3.04583333333,4.03966666667,3.68033333333,4.22479166667,4.01866666667,12.373
255.41,1.4455,3.72333333333,6.96458333333,2.60616666667,3.61366666667,3.044,4.189875,4.16116666667,12.1988333333
255.78,1.696,4.90716666666,7.59833333334,2.397,2.87216666667,2.01233333333,3.48958333333,3.68616666667,10.8551666666
256.15,2.57283333334,5.01133333334,7.82991666667,3.06483333333,3.10983333333,2.707,4.25063541667,4.4295,10.783
256.53,5.22016666666,7.526,10.4614166666,5.5975,6.56166666667,4.63316666666,6.49775,6.51983333333,12.6625
256.90,5.485,6.991,9.241,5.36883333333,7.24216666667,4.654,6.24625,6.14116666666,12.5723333333
257.28,6.2695,7.37483333333,9.0675,6.45966666666,8.51466666667,5.8375,6.84686458333,6.563,13.3853333333
257.65,6.3355,7.45983333334,9.22208333335,7.73316666666,8.99433333331,6.7305,7.09410416666,7.29266666667,13.8561666667
258.02,6.16083333334,7.8035,8.73091666666,7.459,8.903,7.194,7.16013541666,7.194,13.5268333333
258.40,6.36633333333,7.83316666667,8.71983333333,7.856,8.91316666666,7.62816666667,7.89866666667,7.43533333334,13.6196666667
258.77,6.397,7.952,8.45083333333,8.06933333333,8.78333333333,8.03983333334,8.09535416667,7.59966666667,13.1065
259.15,5.47883333334,7.53483333333,7.45108333334,7.1995,7.95833333334,7.61433333333,7.36573958334,6.97033333333,12.52
259.52,5.38216666667,7.39016666667,7.43483333333,7.32533333333,7.7075,7.82933333334,7.36015625,7.01666666666,12.7236666667
