wavelength,Back_ThrGlam,Belly_ThrGlam,Breast_ThrGlam,Crissum_ThrGlam,Crown_ThrGlam,DorTail_ThrGlam,Patch10_ThrGlam,Patch11_ThrGlam,Rump_ThrGlam,Throat_ThrGlam,WingTip_ThrGlam
546.21,23.4066666667,57.2109166667,52.08075,51.0892843137,21.6149166667,17.6591666667,39.2911666667,27.6479166667,29.5450833333,32.3222083333,14.180875
546.55,23.4843333334,57.258875,52.1438333333,51.1450931373,21.6733333333,17.73125,39.4024166667,27.6734166667,29.6275833333,32.3859166667,14.2015833333
546.90,23.5285833333,57.22325,52.1293333334,51.1503137255,21.724,17.75175,39.44775,27.6729166667,29.632,32.3766666667,14.2128333333
547.24,23.6181666667,57.2902083333,52.20225,51.2156666667,21.8005833333,17.8345833334,39.5774166667,27.7213333333,29.6906666667,32.463,14.2757083333
547.58,23.6886666667,57.3972083334,52.2930833333,51.2999901961,21.8626666667,17.8650833334,39.6823333333,27.7640833333,29.7254166666,32.5175833333,14.2854166667
547.92,23.7138333333,57.334125,52.2856666667,51.2920245098,21.9103333333,17.8846666667,39.751,27.7454166667,29.7065833333,32.5208333333,14.2602916667
548.27,23.7981666666,57.3344166667,52.2946666667,51.3610392157,22.01325,17.97575,39.8550833334,27.8198333333,29.8075833333,32.58175,14.3305
548.61,23.89575,57.4372083333,52.3660833334,51.5108872549,22.1483333333,18.0706666667,40.0238333333,27.9245,29.9228333333,32.7422916667,14.4269583334
548.95,23.946,57.451875,52.3938333333,51.5789607843,22.17175,18.0980833333,40.0991666667,27.96375,29.9680833333,32.794125,14.433125
549.29,24.0203333333,57.4637083333,52.45175,51.6382843137,22.2159166666,18.1395833333,40.1964166667,28.0135,30.0099166666,32.9046666667,14.45875
549.64,24.0964166667,57.52475,52.5446666667,51.7366519608,22.2965,18.1896666667,40.3728333333,28.0701666667,30.0704166667,33.0048333333,14.4987083333
549.98,24.0588333333,57.4674166666,52.4845,51.708372549,22.3011666667,18.1720833333,40.4053333333,28.0835,30.0635,32.9735833333,14.4619583333
550.32,24.08775,57.4647083333,52.5105,51.7933088235,22.3550833333,18.1860833333,40.5506666667,28.1373333333,30.0870833333,33.0251666667,14.4983333333
550.66,24.1244166667,57.498,52.5833333333,51.8697156863,22.3595833333,18.1794166667,40.648,28.1675833333,30.138,33.059875,14.4737083334
551.01,24.1645833333,57.4759166667,52.63775,51.9507647059,22.4235833333,18.2144166667,40.7219166666,28.23825,30.2010833333,33.1063333333,14.5206666667
551.35,24.1853333333,57.4299583333,52.65675,51.9971568628,22.4395833333,18.24725,40.79375,28.2378333334,30.2609166667,33.1522083333,14.559125
551.69,24.1950833333,57.507,52.6938333333,52.0877156863,22.4475833333,18.2785833333,40.88225,28.2746666667,30.3071666667,33.1767083333,14.5379583333
552.03,24.1174166666,57.446,52.67025,52.0501078431,22.4156666666,18.2595833333,40.9226666667,28.1825,30.2323333333,33.1247916667,14.4781666667
552.38,24.0789166667,57.3092083333,52.5554166667,51.9918823529,22.37175,18.2164166667,40.86525,28.115,30.1739166667,33.0362916667,14.4073333333
552.72,24.0674166667,57.289125,52.5675833334,51.9889264706,22.3759166666,18.1978333334,40.942,28.1031666667,30.14575,33.0381666667,14.4219166667
553.06,24.0746666667,57.2714583333,52.5228333334,51.9859607843,22.3963333334,18.2145833333,41.0203333334,28.1279166667,30.1525833334,33.0306666667,14.4250416667
553.40,24.0310833333,57.1421666667,52.4245833333,51.8959901961,22.3981666667,18.2034166667,40.99375,28.07125,30.0951666667,33.0105,14.4134583333
553.74,24.1323333333,57.1413333333,52.4936666667,51.9725392157,22.4950833333,18.3019166667,41.0800833333,28.12925,30.17125,33.1115,14.4918333333
554.09,24.1378333333,57.0829166667,52.4608333333,51.9595784314,22.522,18.3211666667,41.1223333333,28.1498333333,30.20125,33.0685,14.4863333333
554.43,24.2325,57.1541666666,52.534,52.0867941176,22.6466666667,18.43275,41.30625,28.2356666667,30.2645,33.1951666667,14.5689583334
554.77,24.2624166667,57.1969166667,52.5644166667,52.073877451,22.664,18.4676666667,41.4369166667,28.2395833334,30.29575,33.20375,14.554875
555.11,24.29075,57.15625,52.5506666667,52.1236372549,22.77125,18.54075,41.5283333333,28.29775,30.3046666667,33.2329166667,14.5561666667
555.45,24.3264166667,57.1736666667,52.5778333333,52.2251617647,22.8353333333,18.5876666667,41.6880833333,28.307,30.3384166666,33.2840833333,14.62925
555.80,24.4135833333,57.1965416667,52.6095,52.2933627451,22.9323333333,18.65425,41.7753333333,28.4109166666,30.4215833334,33.3705,14.6817916667
556.14,24.5006666667,57.257125,52.6594166667,52.3653676471,23.01975,18.7359166666,41.9443333334,28.4653333333,30.48475,33.4746666667,14.77925
556.48,24.5555833334,57.3279166666,52.7071666667,52.4668088235,23.0963333333,18.8131666666,42.0474166667,28.5085833333,30.54775,33.5535416667,14.794125
556.82,24.5504166667,57.256125,52.6755833334,52.4263970588,23.1275,18.82775,42.0715833333,28.46575,30.5203333333,33.562875,14.7583333333
557.16,24.6843333334,57.33425,52.7610833333,52.5592352941,23.2339166667,18.9550833334,42.2595,28.5730833333,30.60725,33.6524583333,14.8122083334
557.50,24.6331666667,57.3143333333,52.691,52.559995098,23.1733333333,18.8935,42.35675,28.4984166667,30.559,33.6541666667,14.7455
557.85,24.69825,57.364125,52.7401666667,52.6126568627,23.2546666666,18.9490833333,42.514,28.5475,30.6051666666,33.7562916667,14.785625
558.19,24.6981666666,57.3480833333,52.7578333333,52.6089264706,23.21875,18.928,42.56075,28.54225,30.6270833333,33.7869583333,14.7598333333
558.53,24.63575,57.159375,52.5930833333,52.5184019608,23.1665833333,18.8868333333,42.4839166667,28.4629166667,30.5224166667,33.7219583333,14.7094166667
558.87,24.6679166667,57.0921666667,52.5648333334,52.4445637255,23.1889166667,18.86575,42.5426666666,28.4309166666,30.5351666667,33.7289583333,14.7110416667
559.21,24.6309166667,56.9364166667,52.4026666666,52.3095735294,23.1434166666,18.8406666667,42.4651666667,28.4134166667,30.4834166667,33.6762916667,14.6675
559.55,24.6034166666,56.8732083333,52.3586666666,52.3032549019,23.1045833333,18.8485833333,42.5004166667,28.4214166666,30.4764166667,33.6745416667,14.6457083333
559.89,24.6671666667,56.9063333333,52.367,52.3813039215,23.128,18.8973333334,42.6294166667,28.4593333333,30.4935,33.6818333333,14.6393333333
560.23,24.6370833333,56.7344583333,52.1929166667,52.2711862745,23.09925,18.89725,42.6226666667,28.4169166667,30.4869166666,33.584375,14.6101666667
560.58,24.6980833333,56.7286666666,52.1418333333,52.3233137255,23.15675,18.9666666667,42.6853333333,28.4844166667,30.5648333333,33.6155416667,14.6831666666
560.92,24.6631666667,56.7109166667,52.1089166667,52.2949166667,23.13875,18.9165833333,42.744,28.45125,30.5535,33.6217083333,14.6966666667
561.26,24.662,56.6675,52.0880833333,52.2548578431,23.1826666667,18.9695833333,42.7761666667,28.4598333333,30.5701666666,33.6315,14.6880833333
561.60,24.68775,56.6505416666,52.035,52.3238431373,23.1965,19.0041666667,42.8090833333,28.4371666667,30.6043333333,33.676125,14.7293333333
561.94,24.6776666667,56.5217083333,51.9184166667,52.2686666667,23.2335,19.0801666667,42.862,28.4238333333,30.6283333333,33.6380416667,14.76725
562.28,24.6844166667,56.5432083333,51.8773333334,52.269627451,23.28525,19.1233333334,42.92275,28.3981666667,30.6356666666,33.6747083333,14.7800833334
562.62,24.6030833333,56.4528333334,51.7550833334,52.2390931373,23.207,19.1029166667,42.9171666667,28.31825,30.6074166667,33.6158333333,14.753
562.96,24.6065,56.435625,51.7204166667,52.2277009804,23.2376666667,19.1124166666,43.0143333333,28.277,30.6273333333,33.6654583333,14.7531666666
563.30,24.5920833333,56.3555,51.623,52.1921470588,23.24575,19.0766666666,43.072,28.2200833334,30.5960833333,33.6365,14.7419166667
563.64,24.65275,56.4082083333,51.69125,52.3136862745,23.3649166667,19.1615833333,43.2416666667,28.28575,30.6853333333,33.7385833333,14.8262083333
563.99,24.72875,56.3907083333,51.6488333333,52.3670882353,23.4750833333,19.2409166667,43.343,28.3191666667,30.6965833333,33.8168333333,14.8955416667
564.33,24.6853333334,56.3265416667,51.5911666667,52.3751617647,23.462,19.2218333333,43.4024166667,28.2698333334,30.6541666666,33.824125,14.869125
564.67,24.6616666666,56.25325,51.5155833333,52.3559019608,23.4770833333,19.2634166667,43.4436666667,28.24675,30.66375,33.7845416667,14.8649583333
565.01,24.656,56.2707916667,51.467,52.4054264706,23.4950833333,19.2774166667,43.5385833333,28.2181666666,30.6606666667,33.77175,14.9126666667
565.35,24.6754166667,56.2595416667,51.431,52.402990196,23.5295833333,19.3346666667,43.5856666667,28.2241666667,30.65225,33.7556666667,14.9401666667
565.69,24.6708333333,56.2586666667,51.412,52.4694460784,23.5654166667,19.3198333334,43.6431666667,28.2300833333,30.6226666667,33.8277083333,14.9110833333
566.03,24.7236666667,56.227875,51.364,52.525622549,23.5805,19.3433333333,43.7351666667,28.2645,30.6589166667,33.8083333333,14.970375
566.37,24.7475833333,56.18425,51.2818333333,52.5369264706,23.64225,19.3508333333,43.788,28.2520833333,30.6111666667,33.8250416667,14.999125
566.71,24.7870833333,56.1425,51.21075,52.5600343137,23.6786666667,19.39575,43.8074166667,28.2761666666,30.619,33.8510833333,15.0480833333
567.05,24.8478333333,56.242625,51.25625,52.6742794118,23.7563333333,19.49075,43.959,28.3489166667,30.71075,33.9642916667,15.0932083334
567.39,24.8075,56.116625,51.13675,52.5773627451,23.7526666667,19.4809166666,43.918,28.2764166667,30.6540833333,33.9420416667,15.0970416667
567.73,24.7988333333,56.068375,51.116,52.5859411765,23.7365833334,19.47725,43.9620833333,28.248,30.6614166667,33.9628333333,15.1340416667
568.07,24.7605833333,55.9671666667,50.9649166667,52.5265931373,23.7155833333,19.44275,43.9621666666,28.1670833333,30.5948333333,33.9255833333,15.1121666667
568.41,24.7775,55.895875,50.86575,52.5085098039,23.7341666666,19.4653333333,43.99075,28.1363333333,30.5931666667,33.948875,15.12575
568.75,24.781,55.7246666667,50.74825,52.4597647059,23.75725,19.47975,43.9736666667,28.1144166667,30.5600833333,33.9446666667,15.1014166667
569.09,24.7383333333,55.6634166667,50.6751666667,52.4510980392,23.7540833333,19.4574166667,44.0158333333,28.0634166667,30.5446666666,33.9426666667,15.0457916667
569.43,24.7328333333,55.6409583333,50.5823333333,52.4236323529,23.72875,19.4546666666,44.0696666667,27.98725,30.5099166667,33.9051666667,15.0482916667
569.77,24.7284166666,55.6334166666,50.5695833333,52.4926715686,23.7836666667,19.4888333333,44.1729166666,28.008,30.55125,34.008625,15.0571666667
570.11,24.7276666667,55.5989583333,50.54775,52.5260294118,23.80525,19.54975,44.2585833333,28.0173333333,30.6096666667,34.0499166667,15.0994583333
570.45,24.6385,55.4899583333,50.4479166667,52.4985980392,23.7811666667,19.5068333333,44.2996666667,27.9604166667,30.5575833333,34.02175,15.03875
570.79,24.5938333333,55.311375,50.25275,52.3723333333,23.7535833334,19.4871666667,44.2318333334,27.8526666667,30.48975,33.9517916667,15.0437083333
571.13,24.5615833333,55.22025,50.1211666666,52.2948333333,23.7205833333,19.4934166667,44.2246666667,27.824,30.46925,33.9398333333,15.026
571.47,24.5213333334,55.2125416666,50.0585,52.321245098,23.7320833333,19.4786666667,44.3096666667,27.78925,30.4495833333,33.955625,14.957625
571.81,24.5395,55.18175,49.984,52.3003039216,23.7591666666,19.537,44.3418333333,27.7945833333,30.4680833333,33.9586666667,14.9962916667
572.15,24.5558333333,55.2101666667,49.9708333333,52.3581715686,23.82625,19.5569166667,44.4145,27.7941666667,30.44975,34.0349583333,14.9978333333
572.49,24.5325,55.1864166667,49.8433333333,52.3152745098,23.832,19.5513333333,44.421,27.7708333333,30.38175,34.0170416667,15.0350833333
572.83,24.5756666667,55.1550833333,49.7689166667,52.299882353,23.91375,19.592,44.4755833333,27.7699166667,30.3905833334,34.0656666667,15.09875
573.17,24.6116666667,55.1397916667,49.6831666667,52.3222009804,23.9775,19.6153333334,44.5289166667,27.8058333333,30.4275,34.11075,15.1546666667
573.51,24.6213333333,55.0265833333,49.5405,52.2468823529,23.9761666667,19.6066666666,44.5065,27.7495,30.35825,34.1015416667,15.1647083333
573.85,24.619,54.9482916667,49.4080833333,52.2235245098,23.9743333333,19.6073333333,44.50525,27.73875,30.31925,34.0872083333,15.1300416667
574.19,24.7285833334,54.9983333333,49.41225,52.2874166667,24.04575,19.6615833333,44.6005833334,27.72825,30.33425,34.155875,15.206
574.53,24.7349166667,55.0019166667,49.328,52.3635882353,24.1088333333,19.6805833334,44.65225,27.7034166667,30.28475,34.217625,15.2282083333
574.87,24.7275833333,54.985375,49.2214166667,52.4028872549,24.1111666667,19.6400833333,44.707,27.6495833333,30.2525833333,34.2120833333,15.1935833333
575.21,24.8109166667,54.94525,49.1265833333,52.3647941176,24.2038333333,19.7304166667,44.659,27.6646666666,30.2614166667,34.2739583333,15.3186666667
575.55,24.8480833333,54.9234166667,49.086,52.4275735294,24.2844166667,19.753,44.6781666667,27.6735833333,30.27475,34.3286666667,15.3531666667
575.89,24.845,54.840625,48.93125,52.4003186274,24.2901666667,19.7914166667,44.6833333333,27.6423333333,30.247,34.2960833333,15.4067083334
576.22,24.8316666667,54.8512916666,48.8969166667,52.4847598039,24.2914166667,19.8023333333,44.75725,27.6029166666,30.2806666667,34.3625416667,15.399375
576.56,24.747,54.6545833333,48.6829166667,52.3748823529,24.1991666667,19.7146666667,44.6753333333,27.4804166667,30.1764166667,34.2657916667,15.355125
576.90,24.686,54.517125,48.4955,52.264122549,24.1646666666,19.7035,44.6105,27.4081666667,30.0920833334,34.2145833333,15.34175
577.24,24.6578333333,54.4954166667,48.396,52.242632353,24.1986666667,19.7319166667,44.6378333333,27.38325,30.1084166667,34.2269166667,15.3520833333
577.58,24.6726666667,54.5066666666,48.3273333333,52.259872549,24.2464166667,19.7584166667,44.668,27.3500833333,30.0760833334,34.3120833333,15.3892083333
577.92,24.5564166667,54.3362083334,48.0903333334,52.157254902,24.2199166667,19.7656666667,44.5804166667,27.2775833333,29.9721666667,34.2295,15.33425
578.26,24.5779166667,54.3042916667,48.04725,52.1514607843,24.2083333333,19.7799166667,44.5855,27.2584166667,30.0063333333,34.2405833333,15.3441666667
578.60,24.5451666667,54.2287083333,47.9421666666,52.1469607843,24.2408333333,19.8255833334,44.58025,27.2439166667,29.9771666667,34.290625,15.3565
578.94,24.3891666667,54.0644166667,47.70325,52.1026078431,24.13175,19.7435833333,44.5466666667,27.1270833334,29.90125,34.2109583333,15.2549583334
579.28,24.2951666667,53.9137916667,47.5250833333,51.9588137255,24.0295833333,19.666,44.4849166667,26.9985,29.7555,34.1652083333,15.180125
579.61,24.2020833334,53.7709583333,47.3955,51.8882990196,23.9780833333,19.54775,44.3881666667,26.93325,29.6603333333,34.098625,15.0850416666
579.95,24.199,53.6301666666,47.2528333333,51.806622549,23.9998333333,19.5485833333,44.3659166666,26.8896666667,29.6120833334,34.1099583333,15.09
580.29,24.2384166667,53.66725,47.2586666667,51.8765833333,24.11525,19.6096666667,44.43475,26.9181666667,29.6515,34.2382916667,15.1282083333
580.63,24.22075,53.6155416667,47.2130833333,51.9127058823,24.1325,19.628,44.46175,26.837,29.6053333333,34.247375,15.1249166667
580.97,24.2101666667,53.6367083334,47.1755,51.985995098,24.1138333334,19.64125,44.4974166667,26.8085,29.5631666667,34.2049583333,15.1020833333
581.31,24.1685833333,53.6107083333,47.0589166666,52.0150882353,24.1160833333,19.63725,44.52725,26.7405,29.5800833333,34.2164583333,15.117125
581.65,24.1733333333,53.6130416667,46.9990833334,52.0436470588,24.1403333334,19.6015833333,44.6138333334,26.69925,29.606,34.2864166667,15.1331666667
581.98,24.0740833333,53.447125,46.78625,51.9389460785,24.1335833333,19.5600833333,44.5840833333,26.5928333333,29.47825,34.1861666667,15.0564166666
582.32,24.1036666667,53.4545833333,46.7248333333,51.9451470588,24.20725,19.5994166667,44.5600833333,26.5979166667,29.47875,34.175,15.121875
582.66,24.11125,53.4085416667,46.6976666667,51.9375343137,24.2441666666,19.6344166667,44.5624166667,26.5725,29.4073333333,34.167125,15.1502916667
583.00,24.109,53.3795416667,46.6025,51.9649852941,24.29625,19.6631666667,44.6120833334,26.5278333333,29.3830833334,34.20475,15.170375
583.34,24.0988333333,53.3225,46.454,51.9293333333,24.31075,19.688,44.6036666666,26.437,29.3410833333,34.2117083333,15.2049166667
583.68,24.1450833334,53.333125,46.3658333333,51.9787058823,24.3459166667,19.74775,44.6311666667,26.4449166667,29.3524166667,34.2393333333,15.263875
584.01,24.103,53.3853333334,46.2539166666,52.0281617647,24.3053333333,19.75125,44.6689166667,26.3826666666,29.24175,34.2449583333,15.2317083333
584.35,24.1700833333,53.4508333333,46.1895,52.0782745098,24.36475,19.7836666666,44.7126666667,26.4161666666,29.2913333333,34.3420416667,15.2639583333
584.69,24.1300833333,53.412375,46.059,52.094367647,24.4203333334,19.7699166667,44.7351666667,26.3534166667,29.23525,34.4233333333,15.315
585.03,24.05275,53.2669166667,45.8650833334,51.8917941177,24.385,19.7085833333,44.6706666667,26.2540833333,29.0758333333,34.313,15.2563333333
585.37,24.0563333333,53.21875,45.70775,51.9140392157,24.35375,19.7358333334,44.5868333333,26.2216666667,29.0059166666,34.2963333333,15.294125
585.70,24.0781666666,53.2013333333,45.6699166667,51.9407990196,24.3751666666,19.7730833333,44.5976666667,26.1979166666,29.0165,34.3626666667,15.3576666667
586.04,24.0846666667,53.1289166666,45.56875,51.932754902,24.4030833333,19.75275,44.6215,26.17725,29.0044166667,34.4077083333,15.4149166667
586.38,24.0530833333,53.1084166667,45.4613333333,51.9301078431,24.3845833333,19.6673333333,44.6389166666,26.0335833334,28.9600833333,34.4065416667,15.36175
586.72,24.0850833333,53.126125,45.4140833333,51.9853529412,24.44575,19.7355,44.6863333333,26.0715833333,28.9876666667,34.4334583333,15.4202083334
587.06,24.0559166667,53.1125416667,45.2954166667,52.0208235294,24.40425,19.69425,44.686,25.995,28.9418333334,34.4455,15.3670833333
587.39,23.9638333333,53.01025,45.1520833333,51.9040833334,24.40525,19.6024166667,44.5695,25.9378333333,28.8724166667,34.3463333333,15.2882916667
587.73,24.0173333333,52.9304583333,45.0764166667,51.886382353,24.5124166667,19.697,44.554,25.97225,28.9421666667,34.4230833333,15.404875
588.07,23.93675,52.7687083333,44.91325,51.8310490196,24.494,19.6915833333,44.4713333333,25.9145,28.8799166667,34.3455,15.3963333333
588.41,23.885,52.6224166667,44.768,51.7696470588,24.4419166667,19.66275,44.4246666667,25.81525,28.834,34.3162083333,15.317
588.74,23.8789166666,52.5538333333,44.72925,51.8321519608,24.42775,19.6833333333,44.4011666666,25.7970833333,28.87025,34.331375,15.36025
589.08,23.9468333333,52.6255,44.75825,51.9478186274,24.5325833333,19.7540833333,44.4821666667,25.8554166667,28.97075,34.4779166667,15.450875
589.42,23.9001666667,52.5942083333,44.6290833333,51.9079215686,24.5009166667,19.7055833333,44.4043333333,25.8218333333,28.887,34.4857083333,15.4446666667
589.76,23.8724166667,52.5091666667,44.4826666667,51.911245098,24.4806666667,19.7265,44.3764166667,25.7688333333,28.8618333333,34.4246666667,15.4013333333
590.09,23.9486666666,52.602125,44.5018333333,52.016245098,24.58975,19.8749166666,44.4766666667,25.9224166667,28.96325,34.5357916667,15.555375
590.43,23.8463333333,52.5162083334,44.32275,51.9644166667,24.537,19.8049166667,44.3750833333,25.82875,28.88475,34.5049166667,15.4650833333
590.77,23.8746666667,52.5127916667,44.3064166667,52.0351470588,24.59575,19.86875,44.4119166667,25.8549166666,28.90825,34.5854166667,15.57925
591.11,23.9409166667,52.5063333333,44.2463333333,52.1255784314,24.6743333333,19.9425,44.47175,25.8288333333,28.93475,34.73525,15.700625
591.44,23.8995,52.3769166667,44.073,52.0285490196,24.606,19.9113333334,44.3505,25.7663333333,28.8595833333,34.6985833333,15.6894583333
591.78,23.89025,52.3357916666,44.0058333333,51.9828529412,24.6573333333,19.9345,44.3404166667,25.7589166667,28.83075,34.7188333333,15.7389583333
592.12,23.8490833334,52.248875,43.8906666667,51.916009804,24.6980833333,19.9586666667,44.2670833333,25.7255,28.7985,34.6840416667,15.8001666667
592.46,23.9045833333,52.2564166667,43.8093333333,51.9461029412,24.743,19.9636666667,44.23625,25.73075,28.7675,34.7390416667,15.8225416667
592.79,23.8371666667,52.058,43.5694166667,51.738627451,24.7038333333,19.88175,44.09575,25.6894166667,28.6211666667,34.60675,15.76325
593.13,23.7705833334,51.9620416667,43.4145,51.6595343137,24.67275,19.8473333333,44.0400833333,25.56875,28.5321666667,34.5420833333,15.7509166667
593.47,23.6443333333,51.8950416667,43.2633333333,51.587872549,24.6043333333,19.7725,43.946,25.4071666667,28.3879166667,34.5381666667,15.6825833333
593.80,23.5911666667,51.7747083333,43.0795833334,51.4767107843,24.5534166667,19.687,43.8191666667,25.2485,28.2555833333,34.4839583333,15.63875
594.14,23.65475,51.859125,43.1094166667,51.6229509804,24.6425,19.7733333333,43.9479166667,25.3098333333,28.3521666667,34.5805833333,15.7850833333
594.48,23.6239166667,51.8057083333,42.9545,51.5464705883,24.656,19.7615833333,43.9123333333,25.2883333333,28.3168333334,34.583375,15.7415416667
594.81,23.5528333334,51.7239583333,42.74175,51.415745098,24.53625,19.7149166667,43.8075,25.1670833333,28.1730833333,34.4627083333,15.655625
595.15,23.4750833333,51.72675,42.6628333334,51.4660784314,24.506,19.6490833333,43.80825,25.0963333333,28.1008333333,34.4310833333,15.6165
595.49,23.4135833333,51.6568333333,42.49525,51.4290882353,24.4570833333,19.6,43.7554166667,24.9480833333,28.0301666667,34.3692083333,15.524375
595.82,23.4401666667,51.6358333333,42.3849166667,51.4203480392,24.45,19.6004166667,43.7063333333,24.957,27.9993333333,34.4242083333,15.5450833334
596.16,23.3923333333,51.6104166667,42.2899166667,51.3864313725,24.471,19.58525,43.6865,24.9045833334,27.9374166666,34.4384583333,15.559875
596.50,23.3758333333,51.646875,42.2509166666,51.3939411764,24.4935833333,19.59775,43.6773333333,24.7844166667,27.9161666666,34.4629166667,15.5760416667
596.83,23.3935,51.6222083333,42.194,51.4360833333,24.5049166667,19.61825,43.694,24.8293333333,27.98525,34.5130416667,15.621625
597.17,23.3965833333,51.628,42.1248333333,51.4086470589,24.4884166667,19.59875,43.64775,24.7866666666,27.9625,34.4969583333,15.64025
597.51,23.3850833333,51.5722083333,42.0430833333,51.4414901961,24.486,19.624,43.662,24.77775,27.962,34.5057083333,15.6245
597.84,23.2985833333,51.437625,41.8404166667,51.2905098039,24.42175,19.5491666667,43.5121666667,24.62725,27.7924166667,34.4032083333,15.5237916667
598.18,23.2363333333,51.3422083334,41.7108333333,51.2551372549,24.37925,19.5525833333,43.4215833333,24.5445,27.7148333333,34.383375,15.487375
598.52,23.2535,51.331125,41.6984166667,51.3183921569,24.44075,19.5478333333,43.4034166667,24.5434166667,27.7308333333,34.4355,15.54425
598.85,23.2319166667,51.273125,41.5868333333,51.2840147059,24.4173333333,19.53275,43.341,24.4149166667,27.6703333333,34.4112916667,15.520625
599.19,23.1795,51.1812083333,41.4313333333,51.2445441177,24.362,19.4979166666,43.1700833334,24.3580833333,27.6114166667,34.3928333333,15.5302083333
599.53,23.1153333334,51.141625,41.304,51.2293627451,24.3176666666,19.4450833333,43.1023333334,24.2669166667,27.5196666667,34.3459166667,15.4606666667
599.86,23.0628333333,51.173,41.1814166667,51.2658431373,24.28975,19.4643333333,43.0596666667,24.2294166666,27.5416666667,34.371875,15.468625
600.20,23.0101666667,51.1710833333,41.1008333333,51.3341029412,24.2320833334,19.4558333333,43.0171666666,24.19775,27.5240833333,34.414875,15.4106666667
600.53,22.8798333333,51.068,40.8764166667,51.2125637255,24.1829166667,19.3550833333,42.8161666667,24.0061666666,27.3365,34.3285833333,15.2916666667
600.87,22.8786666667,50.9635416667,40.7431666666,51.1839558823,24.1490833333,19.3425,42.75125,23.97875,27.30575,34.2999583333,15.3195416667
601.21,22.8035,50.93825,40.5880833333,51.1695931373,24.1206666667,19.27525,42.6201666667,23.8960833333,27.20975,34.2788333333,15.3203333333
601.54,22.84675,50.966375,40.54875,51.2329901961,24.15625,19.32125,42.60175,23.9668333334,27.2524166667,34.3941666667,15.43575
601.88,22.8761666667,50.9740833333,40.44825,51.1718872549,24.19825,19.3385,42.5205,23.9686666667,27.2408333334,34.4052083333,15.5437083334
602.21,22.7585,50.8502916667,40.27875,51.0776911765,24.1405,19.2845,42.3826666666,23.8678333333,27.12975,34.3560416667,15.4771666667
602.55,22.7933333333,50.8968333333,40.1735,51.1487598039,24.18475,19.3325,42.3839166667,23.9258333333,27.1418333333,34.41925,15.5540833334
602.88,22.87125,51.0719583333,40.2050833334,51.2838970588,24.3120833333,19.3663333333,42.46425,24.0001666666,27.1794166667,34.5339583333,15.664375
603.22,22.8746666667,51.0306666667,40.1384166667,51.2427794118,24.3514166667,19.3723333333,42.4014166667,23.9915833334,27.1704166666,34.5136666667,15.7308333333
603.56,22.9465,50.9526666667,40.09575,51.2558676471,24.3966666667,19.4255,42.375,23.9873333334,27.14825,34.5194583333,15.7803333334
603.89,22.9264166667,50.879625,40.0016666667,51.2280588236,24.4088333333,19.418,42.3384166667,23.9649166667,27.11225,34.468625,15.8284583333
604.23,23.0300833333,51.0124166667,40.0709166666,51.3893186275,24.5105,19.5654166667,42.4311666667,24.05575,27.2023333334,34.5968333333,15.956625
604.56,22.9395,50.9742916667,39.9965,51.3771813725,24.5450833334,19.5751666666,42.4119166667,24.02,27.17375,34.6295833333,15.9612916667
604.90,22.9563333333,50.9604166667,39.9526666667,51.3310833334,24.5989166667,19.5989166667,42.3545,24.03225,27.18275,34.6514166667,16.0018333333
605.23,22.97225,51.001125,39.9435833333,51.3663284314,24.6280833333,19.6351666667,42.3840833333,24.0055833333,27.19625,34.65025,16.0432083333
605.57,22.9244166667,51.0149166667,39.9326666667,51.43375,24.6219166667,19.5680833333,42.3510833333,23.9250833333,27.1635833333,34.634375,16.0357916667
605.90,22.9315,51.0662916667,39.8954166667,51.4597401961,24.646,19.5694166667,42.3079166667,23.89125,27.1395833333,34.61975,16.06925
606.24,22.8806666667,50.8939583333,39.8066666667,51.3363333333,24.6183333333,19.5470833333,42.1741666667,23.81525,27.0661666667,34.5705833333,16.0469583333
606.58,22.81625,50.8314166667,39.7146666667,51.3347647059,24.5935833333,19.55275,42.09675,23.7385,27.0055833333,34.573625,16.0259166667
606.91,22.7479166666,50.888375,39.661,51.3938235294,24.57975,19.57525,42.0471666667,23.6325,26.9215,34.6182083333,16.0585833333
607.25,22.57925,50.7464166667,39.4188333334,51.2597058823,24.4325833333,19.4145,41.799,23.45025,26.7474166667,34.493875,15.9569166667
607.58,22.5495833334,50.6184583333,39.2774166667,51.1566911765,24.3861666667,19.38575,41.6398333333,23.3491666667,26.6863333333,34.4889166667,15.9934583333
607.92,22.4469166667,50.3983333333,39.0780833333,50.9684117647,24.3234166667,19.2934166666,41.4155,23.2198333333,26.53475,34.36525,15.9764166667
608.25,22.4104166667,50.26625,38.8660833333,50.8663235294,24.235,19.245,41.2005833333,23.108,26.42425,34.3145416667,15.9582916667
608.59,22.2908333333,50.121625,38.6631666666,50.7616715686,24.1069166667,19.1685833333,41.0113333334,22.9444166667,26.2775833334,34.2234583333,15.8339166667
608.92,22.1130833333,49.8664583333,38.3785,50.5677696078,23.97525,19.018,40.6898333333,22.7525,26.0825,34.1066666667,15.7398333333
609.26,22.0208333333,49.7354166667,38.17775,50.4849803921,23.9088333333,18.9794166667,40.5483333334,22.6468333333,25.9814166667,34.0340833333,15.6888333333
609.59,22.0291666667,49.69975,38.0384166667,50.5099117647,23.8824166667,19.0194166667,40.499,22.6653333333,25.9925833333,34.0885,15.733375
