wavelength,Back_IncWatf,Belly_IncWatf,Breast_IncWatf,Crissum_IncWatf,Crown_IncWatf,DorTail_IncWatf,Patch10_IncWatf,Patch11_IncWatf,Patch12_IncWatf,Rump_IncWatf,Throat_IncWatf,WingTip_IncWatf
538.65,11.1031333333,51.2974,27.6480666667,27.7298,9.20986666666,7.30446666667,10.3924,5.73433333333,47.7327333333,11.124,33.2613333333,8.44753333334
539.00,11.1192666667,51.3616666667,27.6756,27.7558666667,9.22186666667,7.31566666667,10.4314666667,5.7318,47.7588666667,11.1396,33.2888666667,8.45140000001
539.34,11.126,51.4308,27.6720666666,27.7747333333,9.21673333333,7.3206,10.4473333333,5.7272,47.7902,11.1447333333,33.3105333333,8.44793333333
539.69,11.1364,51.5013333333,27.6758666667,27.8128666667,9.21626666667,7.31386666667,10.4663333333,5.71666666667,47.8165333333,11.1467333333,33.3418,8.44626666666
540.03,11.1544666667,51.5747333333,27.6908,27.8583333333,9.23559999999,7.33433333333,10.4924,5.7176,47.8631333333,11.1716,33.3788,8.47286666667
540.37,11.1696,51.6247333333,27.6995333333,27.8916666667,9.24173333333,7.33853333333,10.5109333333,5.71326666667,47.8900666667,11.1808,33.4114,8.46980000001
540.72,11.1715333333,51.6595333333,27.7076666666,27.9098666666,9.23813333333,7.33233333333,10.5186666667,5.71153333333,47.9012,11.1899333333,33.4104666667,8.47326666667
541.06,11.1770666667,51.7182666667,27.7227333333,27.9502666667,9.23559999999,7.3282,10.527,5.70986666667,47.9514,11.2036666667,33.4404666667,8.46453333333
541.40,11.1894666667,51.7504666666,27.7272,27.9718,9.25039999999,7.33546666667,10.5472666667,5.72666666667,47.9513333333,11.2228,33.4679333333,8.48093333334
541.75,11.1912666667,51.8014666666,27.7498,27.9988666667,9.25626666666,7.33033333333,10.5476,5.72326666666,47.9672666667,11.2318,33.4989333333,8.48353333333
542.09,11.1918,51.8179333333,27.7613333333,28.0188,9.25360000001,7.31926666667,10.5534,5.72953333333,47.9710666667,11.2320666667,33.511,8.47739999999
542.43,11.2066,51.8758,27.7807333333,28.0542666667,9.26506666667,7.32806666667,10.5606,5.7466,47.9826666666,11.2485333333,33.5563333333,8.47660000001
542.78,11.2309333333,51.9266,27.8126666667,28.1084,9.28846666666,7.3456,10.5864,5.78553333333,48.015,11.2834,33.6026666667,8.50066666667
543.12,11.2542,51.9534,27.8389333333,28.1524,9.31173333334,7.358,10.6138,5.8178,48.0176666667,11.3138,33.639,8.51726666667
543.46,11.2911333333,51.9948,27.874,28.1962666667,9.35506666667,7.39186666667,10.6586666667,5.8756,48.0312666667,11.3646666667,33.6872666667,8.55579999999
543.81,11.3234666667,52.0097333333,27.893,28.229,9.37953333333,7.40393333333,10.6909333334,5.91673333333,48.0217333333,11.3934666667,33.7229333333,8.58246666666
544.15,11.3428666667,52.0473333333,27.9164,28.265,9.39493333333,7.4212,10.7158,5.94426666667,48.0246,11.4072666667,33.7399333333,8.60013333333
544.49,11.3712666667,52.0931333333,27.9428,28.3112666667,9.42613333334,7.44513333333,10.7564,5.977,48.0626,11.4354,33.7741333333,8.62140000001
544.84,11.3994666667,52.1158666667,27.9686,28.3389333333,9.44073333333,7.45933333333,10.7878,6.00093333333,48.053,11.4532666667,33.7996,8.638
545.18,11.4081333333,52.1402666667,27.9877333333,28.3577333333,9.43440000001,7.4582,10.7965333333,5.99453333333,48.0641333334,11.4562,33.8124666667,8.62993333333
545.52,11.4086666667,52.1728666667,27.9804,28.3752,9.43213333333,7.45653333333,10.8197333334,5.98686666666,48.0813333333,11.4643333333,33.8275333333,8.62620000001
545.87,11.4298666667,52.2655333333,28.0012,28.4138,9.44979999999,7.47946666667,10.8585333333,6.00286666667,48.1026666667,11.4938666667,33.87,8.64593333333
546.21,11.4500666667,52.2654,28.0027333333,28.4211333333,9.46993333333,7.5024,10.8903333333,6.0372,48.0735333333,11.5193333334,33.8676666667,8.67593333333
546.55,11.4675333333,52.3346666667,28.0202666667,28.462,9.48146666666,7.5132,10.9266666667,6.0452,48.0952666666,11.5361333333,33.9054666667,8.68546666667
546.90,11.4894,52.3867333334,28.0438666667,28.5024666667,9.50139999999,7.52766666667,10.954,6.058,48.1288,11.5481333333,33.9456666667,8.70406666666
547.24,11.4728,52.4185333333,28.0408,28.5319333333,9.47646666666,7.51153333333,10.9334666667,6.02746666667,48.1222666667,11.5229333333,33.9388666666,8.67593333333
547.58,11.4741333333,52.4778,28.0626666667,28.5560666667,9.47446666667,7.51593333333,10.9424,6.03493333333,48.1587333333,11.5316666667,33.9634,8.66513333334
547.92,11.4844666667,52.5018,28.0665333333,28.5636666667,9.48393333334,7.509,10.9593333333,6.03986666667,48.1586,11.5394,33.9824,8.65813333333
548.27,11.4986666667,52.553,28.0866,28.5812,9.49466666667,7.5062,10.9801333333,6.04486666667,48.1550666667,11.5502666667,34.0104666667,8.65806666667
548.61,11.5067333333,52.6258,28.1074666667,28.6042666667,9.50106666666,7.50533333333,10.9925333333,6.05313333333,48.1716666667,11.5584666667,34.0322,8.65973333332
548.95,11.5526,52.7670666667,28.1576,28.6706666667,9.54233333334,7.53006666667,11.0468,6.09833333333,48.2126,11.6118,34.1020666667,8.68373333333
549.29,11.6172,52.8756,28.234,28.7609333333,9.58626666666,7.56533333333,11.1018,6.16466666667,48.2784,11.6636666667,34.1978666667,8.71639999999
549.64,11.6462,52.9173333333,28.2577333333,28.7902,9.60593333334,7.57206666667,11.1134,6.1758,48.305,11.6886,34.2234,8.7174
549.98,11.6717333333,52.9804666667,28.2848666667,28.8329333333,9.62586666667,7.57,11.1574,6.18673333333,48.3289333333,11.7024666667,34.2366,8.70786666667
550.32,11.6920666667,53.0019333333,28.3075333333,28.8496,9.6296,7.5652,11.1728666667,6.18746666667,48.3324666667,11.717,34.2311333333,8.72340000001
550.66,11.6929333333,53.0424,28.3205333333,28.8608,9.62406666667,7.56073333333,11.1886,6.1818,48.333,11.7260666667,34.2252666667,8.70913333333
551.01,11.7148,53.0884,28.3172,28.8658666667,9.63159999999,7.55793333333,11.2379333333,6.17373333333,48.3679333333,11.7428666667,34.2399333333,8.71246666667
551.35,11.7250666667,53.097,28.3081333333,28.8656,9.63960000001,7.56086666667,11.2707333333,6.16313333333,48.3482,11.7502666667,34.2174666667,8.70486666666
551.69,11.7569333333,53.1782,28.3488,28.9147333333,9.6806,7.5908,11.3247333333,6.18546666667,48.3833333333,11.8022,34.2603333333,8.73639999999
552.03,11.7612,53.2174,28.3612,28.9468,9.65926666666,7.57733333333,11.3475333333,6.17026666667,48.383,11.8146666667,34.2626666667,8.74986666666
552.38,11.8008666667,53.3049333333,28.4180666667,29.0108,9.70726666667,7.60653333333,11.4128,6.19013333334,48.439,11.8560666666,34.3138,8.78606666666
552.72,11.8062,53.2702,28.4054666667,29.0286666667,9.69760000001,7.60406666667,11.427,6.17733333333,48.4146,11.8674666667,34.2735333333,8.78233333333
553.06,11.8188,53.3175333333,28.4230666667,29.0553333333,9.72120000001,7.62506666667,11.4634,6.17606666667,48.4195333333,11.8895333333,34.2824,8.81586666667
553.40,11.8455333333,53.3542666667,28.4579333333,29.0940666667,9.75680000001,7.6504,11.5279333333,6.20053333334,48.4214666667,11.9188666667,34.3136666667,8.86793333333
553.74,11.8813333333,53.4182666667,28.4913333333,29.16,9.80073333333,7.68966666667,11.5853333333,6.22393333333,48.4884,11.9543333333,34.3779333333,8.90019999999
554.09,11.867,53.4303333333,28.4624666667,29.158,9.78973333333,7.66653333333,11.5867333333,6.201,48.4598,11.935,34.3765333333,8.87653333333
554.43,11.879,53.4544,28.4637333333,29.1550666667,9.79333333333,7.679,11.6133333333,6.20706666667,48.4287333334,11.9591333333,34.3954666667,8.89040000001
554.77,11.9232666667,53.4704666667,28.4954666667,29.1916,9.84199999999,7.71773333333,11.6668666667,6.2678,48.4253333334,11.9995333333,34.4150666667,8.92713333334
555.11,11.9542,53.5428666667,28.5284,29.237,9.85373333334,7.73546666667,11.6990666667,6.29506666667,48.4343333333,12.0333333333,34.4716666667,8.96813333334
555.45,11.9890666667,53.6416666667,28.5864,29.3041333333,9.87313333333,7.76706666667,11.7477333333,6.3146,48.4988,12.0772,34.5295333333,9.00233333333
555.80,12.017,53.6886666667,28.6046666667,29.316,9.89380000001,7.78893333333,11.7673333333,6.33246666667,48.5234,12.0976666667,34.5594666667,8.99573333333
556.14,12.0388,53.7186666666,28.6278,29.3451333333,9.90806666665,7.81093333333,11.7906666667,6.35173333334,48.5252666667,12.1352,34.5748666667,9.01606666666
556.48,12.0644666667,53.7625333333,28.6616666667,29.3658666667,9.93040000001,7.82453333333,11.8102,6.37706666667,48.5634666667,12.129,34.6272666667,9.04826666667
556.82,12.0804,53.7886666667,28.6690666667,29.3720666667,9.93873333333,7.83873333333,11.8208666667,6.38706666667,48.5510666667,12.1335333333,34.6284666667,9.04733333333
557.16,12.1054666667,53.8474666667,28.6944666667,29.4014666667,9.94626666669,7.83146666667,11.8390666667,6.39973333334,48.5646,12.1543333333,34.6474666667,9.03686666667
557.50,12.1061333333,53.9112666667,28.7395333333,29.4295333333,9.92053333334,7.82006666667,11.8282666667,6.3846,48.5916,12.1630666667,34.6842666667,9.04193333334
557.85,12.1801333333,54.0228,28.8480666667,29.5177333333,9.99586666666,7.9062,11.9292666667,6.47573333333,48.663,12.2688666667,34.7851333333,9.11499999999
558.19,12.2018,54.1102,28.8839333333,29.5669333333,10.028,7.90953333333,11.9745333333,6.47553333333,48.7459333333,12.2734666667,34.8366,9.12846666667
558.53,12.1750666667,54.1438666667,28.8784666667,29.5450666667,9.97026666667,7.86126666667,11.9578,6.41593333333,48.7388666667,12.2323333334,34.8549333333,9.08326666667
558.87,12.1813333333,54.1442666667,28.8914,29.5746666667,9.97966666667,7.8512,11.9733333333,6.3956,48.773,12.2204,34.849,9.06713333333
559.21,12.1925333333,54.1334666667,28.8908666667,29.6053333333,9.97866666667,7.83413333333,11.991,6.3886,48.7545333334,12.2208,34.8714666667,9.06186666666
559.55,12.2114,54.1465333333,28.9152666667,29.6374666667,9.99953333332,7.85893333334,12.0247333333,6.39733333334,48.7734,12.2405333333,34.8772,9.09866666667
559.89,12.1790666667,54.1314,28.8704666667,29.6024666667,9.95539999999,7.81486666667,12.0196666667,6.35706666667,48.7344,12.2051333333,34.8348,9.05786666667
560.23,12.1812666667,54.2024,28.8640666667,29.6416666666,9.97033333334,7.81973333333,12.0462666667,6.36006666667,48.7398,12.2198,34.8384666667,9.05366666667
560.58,12.2336,54.3123333333,28.9159333333,29.7242,10.0104666667,7.83633333333,12.1146666667,6.3946,48.8518666667,12.2762666667,34.9014666667,9.0856
560.92,12.229,54.3016666667,28.9021333333,29.743,10.0133333333,7.85033333333,12.1295333333,6.38493333333,48.8209333333,12.2748666666,34.8862,9.08846666667
561.26,12.2420666667,54.3058,28.8931333333,29.7380666667,10.0242,7.83933333333,12.1522,6.40693333333,48.7888666666,12.2878666667,34.8874666667,9.0874
561.60,12.2474,54.2951333333,28.8773333333,29.7458666667,10.0162666667,7.81733333333,12.1302,6.36013333333,48.7978666667,12.264,34.8674666667,9.06286666667
561.94,12.2655333333,54.3061333333,28.8999333333,29.7622666667,10.0272,7.83786666666,12.1430666667,6.36493333333,48.7603333333,12.2956,34.8631333333,9.06660000001
562.28,12.3026,54.4114,28.9659333333,29.8371333333,10.0896,7.8848,12.2046666667,6.4068,48.8286,12.3702,34.916,9.11980000001
562.62,12.2920666667,54.4384,28.953,29.8103333333,10.0721333333,7.8584,12.207,6.38533333334,48.7640666666,12.3772666667,34.9006666667,9.10393333334
562.96,12.2902666667,54.4076,28.9054666667,29.7896,10.0433333333,7.84026666667,12.2045333333,6.3596,48.7339333333,12.3498,34.8358,9.09839999999
563.30,12.2881333333,54.4649333333,28.8943333333,29.8123333333,10.0395333333,7.8318,12.1947333333,6.3338,48.7498666667,12.3579333333,34.868,9.07559999999
563.64,12.3497333333,54.5318666667,28.9433333333,29.8761333333,10.0741333333,7.8852,12.2715333333,6.34933333334,48.8117333333,12.3941333333,34.9308,9.12453333333
563.99,12.3498,54.4774,28.9520666666,29.8503333333,10.0704,7.88373333333,12.2719333333,6.30706666667,48.7840666667,12.3974,34.8979333333,9.11206666667
564.33,12.3213333333,54.4152666667,28.9096666667,29.8010666667,10.0272666667,7.85393333333,12.2557333333,6.24986666667,48.7278,12.3630666667,34.8381333333,9.0764
564.67,12.3197333333,54.4014,28.8882666667,29.7871333333,10.0336666667,7.8612,12.2796666667,6.2408,48.7234666667,12.3689333333,34.8117333333,9.07106666667
565.01,12.3026666667,54.3962,28.8520666667,29.7819333333,10.0142,7.8602,12.2764666667,6.19946666667,48.7009333333,12.3332,34.7758,9.05880000001
565.35,12.2896,54.3836,28.8207333333,29.7530666667,9.99440000001,7.84886666667,12.2803333333,6.19386666667,48.6596,12.3135333333,34.7390666667,9.04733333333
565.69,12.2874666666,54.4111333333,28.822,29.7636666667,9.98713333334,7.8382,12.2974,6.19446666667,48.6816,12.3096666667,34.752,9.04266666667
566.03,12.3188666667,54.4286666667,28.8396,29.8039333333,10.0134666667,7.87253333333,12.3394,6.21586666667,48.7034666667,12.33,34.775,9.07559999999
566.37,12.3412666667,54.4752,28.8655333333,29.8316666667,10.0301333333,7.91293333333,12.3781333333,6.23006666667,48.7542,12.3548,34.7977333333,9.0956
566.71,12.3487333333,54.4991333333,28.8924666667,29.8332666667,10.0456666667,7.91866666667,12.3942,6.23933333333,48.7538,12.3731333333,34.8360666666,9.10566666666
567.05,12.3492666666,54.4818666667,28.9102666667,29.839,10.0606,7.9164,12.4366666667,6.25473333333,48.7234,12.3874666667,34.8136666667,9.12466666667
567.39,12.3448666667,54.4871333333,28.9121333333,29.8456,10.0708,7.90733333333,12.4344,6.27226666667,48.7107333333,12.4012666667,34.824,9.11746666667
567.73,12.3677333333,54.6327333333,28.9518,29.9187333333,10.0879333333,7.9176,12.4798666667,6.30153333333,48.7990666666,12.4364666667,34.9377333333,9.13653333333
568.07,12.3651333333,54.7118,28.9817333333,29.9415333333,10.0818,7.91353333333,12.4885333333,6.30906666667,48.7788,12.4310666667,34.9674666667,9.13593333334
568.41,12.3697333333,54.8158,29.0224666667,29.9795333333,10.0584666667,7.8786,12.4993333333,6.29386666667,48.8465333334,12.4282,35.0317333333,9.14053333333
568.75,12.4109333333,54.9063333333,29.0928666667,30.0424,10.0908666667,7.89673333333,12.5512666667,6.32086666667,48.9224666667,12.4877333333,35.1008,9.1768
569.09,12.4420666667,54.9364,29.1191333333,30.0673333333,10.1141333333,7.90793333333,12.6064666667,6.328,48.9294666666,12.5123333333,35.1209333333,9.2178
569.43,12.4718666667,54.9326666667,29.1274,30.0904,10.1279333333,7.91206666667,12.6332,6.3224,48.9313333333,12.5373333333,35.1135333333,9.23526666666
569.77,12.4784666667,54.9157333333,29.1186666667,30.0744666667,10.1218666667,7.90233333333,12.639,6.30733333333,48.9156666667,12.5312666667,35.0880666667,9.2246
570.11,12.5105333333,54.9419333333,29.1166,30.1190666667,10.1353333333,7.9028,12.659,6.31153333333,48.9224,12.5525333333,35.1117333333,9.23699999999
570.45,12.5204,55.0216,29.1361333333,30.1272,10.1422,7.91,12.6882,6.2962,48.9622,12.5665333333,35.1179333333,9.22813333334
570.79,12.5508666667,55.0860666667,29.1422666667,30.1670666667,10.1538,7.9392,12.7280666667,6.30306666667,49.0064666667,12.586,35.1419333333,9.23793333333
571.13,12.5924,55.1390666667,29.1713333333,30.2017333333,10.1830666667,7.9762,12.779,6.3228,49.0200666667,12.6213333333,35.1589333333,9.2752
571.47,12.6451333333,55.1379333333,29.1940666667,30.2092,10.2144666667,8.00046666667,12.8224666667,6.3466,49.0071333333,12.6552,35.1387333333,9.32466666667
571.81,12.676,55.1116,29.2122666667,30.2185333333,10.249,8.02346666667,12.8572,6.35926666667,49.0238,12.6944666667,35.132,9.35226666666
572.15,12.6968666667,55.0832666667,29.2069333333,30.2042,10.2792,8.05366666667,12.8904666667,6.38,48.9895333334,12.7135333333,35.1158666667,9.36066666667
572.49,12.6892,55.0673333333,29.1658,30.1728666667,10.2802666666,8.04013333334,12.8958666667,6.3714,48.9356,12.7044,35.057,9.35206666668
572.83,12.7091333333,55.1352,29.1952,30.2228,10.3027333333,8.0506,12.9232666667,6.37633333333,48.9706666667,12.7380666667,35.1101333334,9.35200000001
573.17,12.7345333333,55.1909333333,29.2282666667,30.2609333333,10.3256,8.074,12.9736666667,6.39953333333,48.9913333333,12.7482,35.1420666667,9.36193333334
573.51,12.7434,55.1923333333,29.2252,30.2720666667,10.3416666667,8.085,12.9954,6.40993333333,48.9573333333,12.7625333333,35.1461333333,9.38646666667
573.85,12.7634666666,55.2435333333,29.2733333333,30.2988666667,10.3651333333,8.10826666667,13.0530666667,6.43853333333,48.9738,12.7824,35.1744,9.41046666667
574.19,12.8076,55.2840666666,29.311,30.3718,10.4130666667,8.14793333333,13.1168666667,6.49093333333,49.0135333333,12.8246,35.2405333333,9.4636
574.53,12.8268,55.2795333333,29.3379333333,30.3666666667,10.4261333333,8.14946666667,13.1444,6.49473333333,48.9893333333,12.8216,35.2688,9.47386666665
574.87,12.8338,55.3450666667,29.369,30.4024,10.4440666667,8.15586666667,13.1767333333,6.50293333333,49.03,12.8418666667,35.3239333333,9.47673333332
575.21,12.7996,55.3720666667,29.3722666667,30.4175333333,10.4190666667,8.12846666667,13.1891333333,6.4826,49.0294,12.8231333333,35.3196,9.43786666667
575.55,12.8234,55.4519333333,29.3864,30.4659333333,10.4293333333,8.1256,13.2304,6.50393333333,49.0505333333,12.8305333333,35.3795333333,9.45046666667
575.89,12.8536666667,55.5404,29.4410666667,30.5173333333,10.4445333333,8.14986666667,13.2674,6.52653333333,49.0885333333,12.8557333333,35.4126666667,9.47933333333
576.22,12.9044666667,55.6627333333,29.5324666667,30.6102666667,10.4763333333,8.2014,13.3329333333,6.5714,49.1728,12.9214,35.5345333333,9.51793333332
576.56,12.8984,55.6436666667,29.5259333333,30.6025333333,10.4663333333,8.19913333333,13.3332,6.5778,49.1302666667,12.9111333333,35.5191333333,9.50940000001
576.90,12.9128,55.6752666667,29.5422,30.631,10.4792,8.2152,13.3442,6.60193333333,49.1478,12.9412666667,35.552,9.53819999999
577.24,12.9126666667,55.7058,29.5586666667,30.6467333333,10.4682666666,8.1962,13.3506666667,6.6086,49.1511333333,12.9436,35.5605333333,9.52113333333
577.58,12.8986,55.7181333333,29.5620666667,30.6569333333,10.4663333333,8.18766666667,13.3364,6.61,49.14,12.9388666667,35.567,9.50059999999
577.92,12.8422666667,55.715,29.5319333333,30.6374666667,10.4252,8.15606666667,13.3136666667,6.57313333333,49.0593333333,12.9046,35.5086666667,9.46280000001
578.26,12.8317333333,55.7401333333,29.5335333333,30.6664,10.4051333333,8.1354,13.3154,6.56993333334,49.0435333333,12.9028,35.5125333333,9.44760000001
578.60,12.8658666667,55.7379333333,29.526,30.6982666667,10.4344666667,8.15933333333,13.3250666667,6.60273333334,49.0399333333,12.9102666667,35.5172666667,9.46959999999
578.94,12.9103333333,55.7103333334,29.5448666667,30.7268666667,10.4711333333,8.2082,13.3597333333,6.65546666666,49.0222,12.9422666667,35.5474666667,9.51286666666
579.28,12.9476666667,55.7616666667,29.5898,30.7973333333,10.5218,8.262,13.4118666667,6.70106666667,49.0548,13.0141333333,35.5879333333,9.54166666666
579.61,12.9399333333,55.7456666667,29.5619333333,30.8116,10.5208666667,8.26806666667,13.4174666667,6.70786666667,49.0280666666,13.0317333333,35.6037333333,9.5308
579.95,12.9324666667,55.7036,29.5270666667,30.8005333333,10.5158666667,8.23186666667,13.4266,6.7018,48.9982666667,13.0136666667,35.5905333333,9.50513333334
580.29,12.9534,55.7563333334,29.5264,30.8225333333,10.5259333333,8.23713333333,13.4544666667,6.73306666667,49.0132666667,13.0202,35.6125333333,9.51633333333
580.63,12.9743333333,55.7130666667,29.5025333333,30.805,10.5504666667,8.23333333333,13.4771333333,6.7608,48.9204,13.0325333333,35.596,9.51986666667
580.97,13.0223333333,55.8386,29.5652,30.9043333333,10.6069333333,8.28673333333,13.5467333333,6.79946666667,49.0306,13.0740666667,35.7032666667,9.55586666667
581.31,13.0931333333,55.8914,29.5862666667,30.9706,10.6708,8.33726666667,13.6421333333,6.84833333333,49.0706666667,13.1418666667,35.7700666667,9.61493333333
581.65,13.1582666667,55.9285333333,29.6364,31.0213333333,10.7103333333,8.37953333333,13.7017333333,6.88546666667,49.1338666667,13.1881333333,35.8498,9.64813333333
581.98,13.2018666667,56.0004666667,29.6786666666,31.0976,10.7658666667,8.43546666667,13.7529333333,6.92873333333,49.2004,13.2418,35.9024,9.67879999999
582.32,13.2080666667,56.0336,29.7107333333,31.1094666667,10.7615333333,8.43300000001,13.7976666667,6.93793333333,49.185,13.2577333333,35.9261333333,9.68086666667
582.66,13.2243333334,56.0965333333,29.7196666667,31.1457333333,10.7990666667,8.43573333334,13.8296,6.94733333333,49.199,13.2725333333,35.9789333333,9.68293333333
583.00,13.1817333333,56.0571333333,29.6678666667,31.1048666667,10.7596,8.39046666667,13.7952666666,6.9004,49.1315333333,13.2208,35.9423333333,9.64613333332
583.34,13.2083333333,56.1334,29.7259333333,31.1684,10.7768666667,8.38753333333,13.844,6.9026,49.1773333333,13.2513333333,36.0038,9.66786666667
583.68,13.2141333333,56.1367333334,29.7342,31.1823333333,10.7688666667,8.4108,13.8444,6.90193333333,49.1365333333,13.2486,35.9715333333,9.66686666666
584.01,13.2176,56.1816666666,29.7636,31.2115333333,10.7765333333,8.40533333333,13.8888666667,6.894,49.1965333333,13.282,35.9827333333,9.66819999999
584.35,13.1910666667,56.2531333334,29.7947333333,31.2397333333,10.7707333333,8.40073333333,13.9180666667,6.86173333334,49.2395333333,13.2716,36.0042666667,9.66126666666
584.69,13.1826666667,56.2552,29.7708,31.2302,10.754,8.39,13.9184,6.86006666667,49.1995333334,13.2744,35.9768666667,9.64673333333
585.03,13.1693333333,56.3010666667,29.7892,31.2461333333,10.7326666667,8.3882,13.9328,6.8642,49.2117333333,13.2722666667,35.9782666667,9.64413333334
585.37,13.1762,56.303,29.7745333333,31.2307333334,10.7431333333,8.3772,13.9485333334,6.8792,49.2094666667,13.2898,35.9536,9.65353333333
585.70,13.1676,56.328,29.7569333333,31.2108,10.7166666667,8.34733333334,13.9364,6.8862,49.2160666667,13.2916666667,35.9410666667,9.65886666667
586.04,13.1812,56.3862,29.7896,31.236,10.7262,8.35386666667,13.9534666667,6.8748,49.2753333333,13.3009333333,35.9721333333,9.66753333334
586.38,13.1815333333,56.448,29.8342,31.2404666666,10.7024,8.36713333333,13.9852,6.85513333333,49.3267333333,13.3040666667,35.9944666667,9.68273333333
586.72,13.2636,56.5093333333,29.9184,31.3172666667,10.7794666667,8.43700000001,14.0856,6.91093333333,49.4044,13.4074666667,36.0558666667,9.77393333334
587.06,13.2289333333,56.4873333333,29.8846,31.2901333333,10.7504666667,8.41780000001,14.0899333334,6.89993333333,49.3847333333,13.3674666667,36.0056666667,9.73813333333
587.39,13.2682666667,56.5386,29.8949333333,31.3051333334,10.7848666667,8.44673333333,14.1162,6.89946666667,49.4337333333,13.3876666667,36.0632,9.76893333333
587.73,13.2890666667,56.5913333333,29.947,31.3730666667,10.823,8.49139999999,14.1523333333,6.90813333333,49.4827333333,13.4010666667,36.1577333333,9.8134
588.07,13.3348,56.6098,29.9677333334,31.3945333333,10.8288,8.51159999999,14.188,6.91673333333,49.5336666667,13.4191333333,36.1773333333,9.83740000001
588.41,13.3512666667,56.5752,29.9928,31.3797333333,10.8264666667,8.53766666667,14.2338,6.9292,49.508,13.4418,36.1619333333,9.86719999999
588.74,13.3482666667,56.6052,30.001,31.3511333333,10.8044,8.49686666666,14.2118,6.87593333333,49.4842,13.4086666666,36.166,9.84146666667
589.08,13.3600666667,56.6317333333,30.0176,31.369,10.8196,8.50553333333,14.2486666667,6.89,49.4591333334,13.4070666667,36.1862666667,9.84119999999
589.42,13.4586,56.7135333333,30.1022666666,31.4579333333,10.8958,8.57880000001,14.347,6.93126666667,49.5202666667,13.4786,36.2572,9.8964
589.76,13.4666666667,56.6343333333,30.0795333333,31.4407333333,10.911,8.59046666667,14.3632,6.95566666667,49.4239333333,13.4834666667,36.2112666667,9.92066666667
590.09,13.4854666667,56.6287333333,30.0481333333,31.4560666667,10.9294666667,8.58326666666,14.3692666667,6.96753333333,49.3905333333,13.4896666667,36.1616666667,9.91260000001
590.43,13.4217333333,56.6696666667,30.0117333333,31.4380666667,10.8556,8.522,14.3142666667,6.9126,49.3699333333,13.4038666667,36.1649333333,9.83333333333
590.77,13.4992666667,56.7928,30.0585333333,31.5044666667,10.9278,8.57813333334,14.3796666667,6.947,49.4252666667,13.4684666667,36.2274,9.88559999999
591.11,13.4805333333,56.8364,30.0818,31.5277333333,10.9179333333,8.55993333333,14.4205333333,6.93053333333,49.4249333333,13.4576,36.2331333333,9.85953333333
591.44,13.4964666667,56.8656666667,30.0819333333,31.5135333333,10.9198,8.55733333333,14.4605333333,6.93973333333,49.3723333333,13.4783333333,36.21,9.85666666667
591.78,13.5244666667,56.9384666667,30.106,31.5830666667,10.9614666667,8.58933333334,14.5163333333,6.96886666667,49.3782,13.5336666667,36.2256,9.89806666668
592.12,13.5418,57.0439333333,30.1348666667,31.6315333334,10.9746666667,8.57566666667,14.5346666667,6.93733333333,49.4294,13.5498,36.2525333333,9.87906666667
592.46,13.5428,57.0062,30.112,31.6354666667,11.0028666666,8.58413333333,14.5718666667,6.95633333333,49.4172,13.5686,36.2034,9.89946666665
592.79,13.5932666667,57.0907333333,30.1824666667,31.7154,11.0412666667,8.62333333334,14.6162666667,6.95093333333,49.5054,13.6093333333,36.2498666667,9.92933333333
593.13,13.5761333333,57.0687333333,30.1792666667,31.6955333333,11.0326666667,8.62133333333,14.6368,6.93746666667,49.4428666667,13.6014666667,36.2461333333,9.94193333332
593.47,13.5442,57.0582666667,30.1442666667,31.687,10.9991333333,8.58666666666,14.6128,6.86973333333,49.4318666667,13.5898,36.1926666666,9.881
593.80,13.5486,57.0288,30.1399333333,31.6694,10.9986,8.59693333333,14.6449333333,6.84353333333,49.3956666667,13.5932666667,36.1829333333,9.89800000001
594.14,13.5746,57.0058,30.1241333333,31.6596666667,11.0172666667,8.63133333333,14.6908,6.8544,49.361,13.6002,36.1360666667,9.91833333333
594.48,13.6094,56.967,30.1585333333,31.6648,11.0468,8.66506666666,14.7113333333,6.8754,49.3401333333,13.6312666667,36.1486,9.96480000001
594.81,13.6987333333,57.0307333333,30.2273333333,31.7173333333,11.125,8.74953333334,14.8158,6.95806666667,49.3932666667,13.7279333333,36.2108,10.0674666667
595.15,13.6922,57.029,30.2127333333,31.7024,11.1056666667,8.73239999999,14.7968666667,6.9014,49.3928666667,13.7040666667,36.1791333333,10.0468
595.49,13.6825333333,57.0336,30.1870666667,31.6628666667,11.0593333333,8.68286666667,14.7798666667,6.83773333333,49.3974,13.6569333333,36.1610666667,10.0096
595.82,13.6956666667,57.0683333333,30.2071333333,31.6781333333,11.0784666667,8.70113333334,14.7968666667,6.83113333333,49.4292,13.6746666667,36.2043333333,10.0333333333
596.16,13.6998666667,57.0693333333,30.2152666667,31.6836,11.0728666666,8.71213333334,14.8249333333,6.79866666667,49.4206,13.6883333333,36.2028,10.0306666667
596.50,13.6714,57.0802,30.1980666667,31.6628,11.0417333333,8.68726666667,14.8084666666,6.778,49.3937333333,13.6777333333,36.216,10.0050666667
596.83,13.6573333333,57.1213333333,30.1855333333,31.6776,11.0056,8.6564,14.8143333333,6.746,49.4232666667,13.6546,36.2174,9.96786666667
597.17,13.7104666667,57.2609333333,30.2518,31.7343333333,11.042,8.6864,14.8962,6.7754,49.5226,13.6964666667,36.3163333333,10.006
