wavelength,Back_GeoForm,Belly_GeoForm,Breast_GeoForm,Crissum_GeoForm,Crown_GeoForm,DorTail_GeoForm,Patch10_GeoForm,Rump_GeoForm,Throat_GeoForm,WingTip_GeoForm
190.95,43.0864666667,38.8270666667,53.8889666667,50.0,58.8888666667,56.9136,39.5062666667,37.4690666667,43.5494666667,39.8766
191.33,38.5434,39.2718,49.4399333333,48.1232,48.4594,51.0923333333,35.4621333333,37.479,43.5855,34.9020333333
191.71,49.5096666667,48.4804666667,59.4117333333,58.5294666667,58.7254666666,59.4116666667,45.7352666667,48.0882,53.6030333333,47.647
192.09,54.413,51.4084666667,62.277,63.1456,60.7042666667,61.3614,47.8874,49.8592666666,58.6151333333,51.385
192.47,62.1554666667,53.6340666667,63.0576333333,67.6692,66.1654666667,64.4612,54.3859333333,56.1904666667,62.4813,53.4586
192.85,65.9555333333,53.6888666667,62.8,67.9556666667,66.5778666667,64.5332666667,57.6,58.5778666667,66.3778333333,53.289
193.23,68.6667333333,55.2445333333,64.2888666667,69.8221333333,66.8,66.4444666667,60.9333333333,63.4666666667,66.3332666667,56.4000333333
193.61,71.6091333333,59.2337333333,67.7394666667,70.5746,67.4712,68.8506,61.9156,65.249,64.5403,59.6553
193.99,66.0066,53.9274,61.6170666667,64.6205333334,61.3530666667,64.4554,56.6666,58.1517333333,59.3728333333,57.7557
194.37,66.2820666667,51.9551333333,60.7853,65.8334,61.1539333333,63.7179333333,54.5834,56.6026666667,59.9519333333,58.0288
194.75,69.8803333333,53.8462,65.4528666667,68.2051333333,62.701,66.7350666667,59.1112666666,59.5556,63.7096666667,59.7777
195.13,67.9402,53.0338,63.8763333333,68.2771333333,62.2098666666,65.0936666667,57.7903333333,59.5878666667,58.0150333333,56.8352333333
195.51,77.5308666667,57.5308,71.3168333333,76.1318,70.5762666667,73.2922666667,65.1440666667,68.2305333333,65.6173,62.6750333333
195.89,75.6141333333,54.0790666667,67.8290666667,73.9473333333,67.8948,71.7982,64.8246666666,66.0964,60.2850333333,57.7632
196.27,74.3981333333,48.6572666667,64.2824666667,70.8332666667,65.3241333333,70.3702666667,62.639,64.4908666667,54.1434333333,54.8842
196.65,66.3111333334,42.7555333333,57.9556333333,66.9332666667,59.8221333333,64.7112666667,55.5556666667,61.0222666667,49.8443666667,49.8666333333
197.03,59.9562666667,37.7192666667,54.2542666667,60.7894,54.3858666667,58.2456,47.1928,55.3071333333,43.2456666667,46.2062
197.40,57.4358666667,35.4358,52.9743666667,59.7436666667,51.9999333334,57.0768666667,43.1794666667,51.7948666667,39.9741666667,43.3845666667
197.78,52.7466666667,32.1066666667,49.36,59.0399999999,52.4266666667,56.3733333333,41.3333333333,48.6933333333,39.0666666667,39.0666666667
198.16,53.0159333333,33.5447333333,47.2750333333,58.836,52.4338666667,52.6454666667,41.6401333333,50.5289333333,40.6613,38.0159
198.54,59.0784666666,38.0488666667,51.2738333333,61.4090666667,55.935,58.103,47.1002666667,61.7344,43.1707333333,42.3847333333
198.92,58.292,37.5759333333,47.8787666667,60.8815333333,57.1901333333,59.0084,46.5564666667,61.2672,40.3580666667,41.0467666667
199.30,56.9382666667,36.3455333333,44.7901333333,56.5926,52.1481333333,55.3087333333,45.5308666667,59.7531333333,41.5061,41.0371666667
199.68,50.8770666667,34.7807333333,40.7896,51.7104666667,46.8861333333,48.8597333333,44.8684,52.7194,35.4824666667,40.7457333333
200.06,52.1795333333,36.9658,39.6793,53.8889333333,48.2050666667,49.8718666667,44.6153333333,53.7605333333,36.5170666667,42.4574666667
200.44,56.3522,40.7967333333,43.4172666667,56.5618666667,53.1656666667,52.7882,45.7442,57.6519333333,42.0546666667,45.4087666667
200.82,60.3773333333,44.1091333333,49.3290666667,58.9517333333,55.4299333333,57.5260666667,50.7758,60.1676666667,47.7777,49.4967333333
201.19,64.5070666667,45.6808,51.2441333333,63.5681333333,58.0752666667,63.8497333333,54.8356,63.0986,49.5775666667,51.831
201.57,61.6878666667,44.9367333333,48.059,59.7468666667,55.1054666667,59.7467333333,52.1941333333,60.2530666667,47.9535666667,49.7257
201.95,54.8786,36.4678666667,37.4614333333,52.5386,45.3864,48.83,43.8410666667,52.671,37.7925,44.9227666667
202.33,53.8686,33.2359333333,31.5571666667,52.6034666667,45.4015333333,47.3479333334,42.9197333333,51.2408666667,32.3114666667,42.0438666667
202.71,49.4736,30.6768,26.9674666667,49.9749333333,42.0552,44.2106,42.6566666667,46.4161333333,29.3231666667,37.9198
203.09,41.8546666667,21.8546666667,18.8721666667,39.8496666667,33.2832666667,35.3383333333,31.9296666667,36.5914,19.9748666667,28.3709333333
203.47,37.9167333333,17.7082,15.5729333333,37.7602666667,33.6979333333,33.229,29.8958,33.9063333333,18.6719666667,27.6562666667
203.85,34.3590666667,11.2178666667,6.7306,34.6152666667,34.8077333333,32.4358666667,22.9487333333,32.6281333333,13.0128666667,21.8910333333
204.22,22.0371333333,-12.7777333333,-10.5092,23.0556,23.1481333333,18.3334,9.44453333333,24.1668666666,-5.97223333333,6.80566666665
204.60,10.7691333333,-20.5982666667,-17.4360666667,9.65813333335,7.35040000001,6.41019999999,1.53846666668,12.9059333333,-16.4103,-2.86323333333
204.98,4.03760000001,-31.6431333333,-33.3334,-1.878,-0.187600000007,-6.38506666666,-5.91566666666,6.19713333332,-27.6056333333,-13.7557333333
205.36,5.38820000001,-27.3972,-33.2877666667,-0.91326666666,-3.47019999999,-9.68033333335,0.73053333334,7.58000000002,-25.297,-11.3242
205.74,10.1754666667,-21.6667333333,-28.5526666667,5.78953333336,2.80706666667,-2.45620000001,5.35086666666,13.9473333333,-21.2718333333,-6.22806666667
206.12,16.4445333333,-20.7110666667,-25.7777,4.62226666665,5.0666,-2.84446666665,11.5556666667,20.889,-16.8889,-11.7778
206.50,20.8332666667,-8.71213333333,-11.2122,8.25753333333,9.46953333333,6.43946666667,22.197,27.4999333333,-2.23486666667,-3.48480000001
206.87,21.2592666667,-6.96293333335,-13.5185,5.99993333333,8.96286666666,6.74066666668,19.3333333333,27.4074,-3.48129999998,-4.85186666668
207.25,31.6969333333,13.1514666667,10.1514333333,22.7273333333,21.3939333333,22.8484,33.697,41.3333333333,15.8788666667,17.5151333333
207.63,31.4871333333,12.6666,10.8462,22.5128666667,17.2821333333,20.2564666667,30.564,38.2052,12.6924333333,14.9744333333
208.01,31.605,16.7078,15.2264333333,25.5556,18.0247333333,20.5760666667,31.2756666667,38.2716,18.1275333333,16.3169333333
208.39,33.4830666667,20.2996,15.2622666667,26.8914666667,18.2022666667,20.2996,31.3108666667,36.854,19.9812666667,17.2845333333
208.77,35.0,23.625,14.7083333333,29.9583333333,19.125,22.2083333333,36.2916666667,40.25,21.0,17.4583333333
209.14,27.3731333333,17.7925333333,10.2427,22.8255333334,10.905,14.3046,28.3886666667,35.4084,11.6999,11.8544666667
209.52,22.3022666667,10.4556,4.4843,17.6018666667,4.31666666666,8.15339999999,22.6378,33.2374666667,5.2758,5.08396666667
209.90,22.3164,6.38433333332,3.58769999999,16.3277333333,0.452066666666,4.18079999999,23.7853333333,35.0282,-1.86439999999,0.7063
210.28,26.9005333333,9.29813333333,8.53806666667,23.2748666667,4.15206666668,8.9474,27.8947333333,41.4621333333,3.01169999999,6.98836666668
210.66,26.4762,4.76193333333,8.03163333332,21.2064,0.31746666666,4.38086666667,22.0316666667,41.2063333333,-5.90476666666,3.17463333334
211.03,14.4578666667,-12.7710666667,-4.81913333334,9.39766666667,-17.3493333333,-16.5462,9.87946666665,34.8594666667,-25.4619,-7.4699
211.41,16.0416666667,-24.7915333333,-14.2708,4.58346666668,-20.3124,-40.7289333333,5.72920000002,37.7084,-40.7810666667,-20.0519666667
211.79,7.42853333333,-51.2381999999,-45.4285666667,-16.3809333333,-62.4763333333,-94.2858666667,-3.4286,39.4286666668,-86.0953000001,-54.5713333334
212.17,-27.8787999999,-258.787933333,-207.575633333,-119.393933333,-277.5756,-379.394,-55.1517333332,6.0606,-363.939433333,-226.060566667
212.55,278.666666667,791.999999999,598.0,569.333333333,803.999999999,990.666666667,300.0,148.0,1004.0,673.333333334
212.92,396.666666667,1150.0,800.0,871.666666667,1120.0,1478.33333333,513.333333333,376.666666667,1404.16666667,964.166666665
213.30,393.333333333,1200.0,949.166666667,835.0,1140.0,1508.33333333,580.000000001,458.333333333,1540.0,1005.0
213.68,-1266.66666667,-4400.0,-3650.0,-3406.66666667,-4286.66666667,-5873.33333333,-2073.33333333,-1773.33333333,-6190.0,-3946.66666667
214.06,-107.083333333,-312.083333333,-269.583333333,-242.5,-303.75,-420.416666667,-160.416666667,-141.25,-397.291666667,-283.333333333
214.44,-139.607733333,-301.176466667,-273.921666667,-258.4314,-313.333333333,-407.843066667,-165.490333333,-161.568666667,-410.196033333,-316.862766667
214.81,-299.259333333,-577.777866667,-581.111,-532.5926,-636.296333333,-798.518466666,-338.5186,-320.7408,-745.926,-644.814833333
215.19,-193.333266667,-411.666533333,-421.6667,-401.1112,-479.999866667,-581.666533333,-218.333333333,-232.777733333,-541.1112,-486.944533333
215.57,3240.0,5653.33333333,6380.0,5340.0,6926.66666667,7219.99999999,3133.33333333,3686.66666667,7336.66666667,6733.33333333
215.95,-520.000066666,-876.666733331,-1084.44423333,-786.666666667,-1027.77773333,-1150.0,-449.999933334,-571.111133333,-1162.2224,-1006.66666667
216.32,-889.999999999,-1420.0,-1823.33333333,-1415.0,-1643.33333333,-1913.33333333,-791.666666667,-926.666666665,-1837.5,-1626.66666667
216.70,-154.7368,-245.2632,-370.0,-244.912133333,-314.7368,-376.842066667,-130.175466667,-174.7368,-347.193,-315.9648
217.08,-59.9999333333,-113.0864,-213.086433333,-103.7038,-166.172933333,-204.691533333,-47.6542666666,-63.9505999999,-182.839466667,-168.271666667
217.46,-73.1034000001,-108.965466667,-205.862066667,-120.0,-167.816066667,-195.632266667,-45.0575333335,-74.9424666667,-168.390866667,-172.298866667
217.83,-78.2051333331,-93.3333333333,-215.256333333,-109.999933333,-178.974266667,-205.384533333,-38.4615333334,-73.5897999999,-170.1281,-170.128166667
218.21,-651.666666665,-690.000000001,-1545.83333333,-833.333333333,-1365.0,-1400.0,-351.666666667,-689.999999999,-1275.0,-1217.5
218.59,452.2222,493.333333334,1112.22233333,573.333333334,996.666666666,972.222066667,296.666799999,568.888999999,851.1112,777.222200001
218.97,1576.66666666,1733.33333333,3281.66666667,1860.0,3216.66666667,3260.0,1010.0,2026.66666667,2876.66666667,2446.66666667
219.34,1335.55566667,1473.3332,2387.77783333,1444.44446667,2364.44446666,2362.2222,906.6666,1597.77773334,2107.7776,1828.88886667
219.72,586.666666667,647.499999999,947.083333333,679.166666667,977.500000001,974.166666667,436.666666666,650.0,872.500000001,762.916666667
220.10,323.508666667,368.070266667,448.245566667,364.561266667,520.350933333,482.4562,285.614066667,357.543733333,433.859666667,432.807033333
220.47,214.141333333,226.868666667,261.212066667,221.010066667,313.737266667,288.2828,181.818133333,226.262666667,271.111,261.313266667
220.85,174.861133333,179.166533333,200.694533333,170.416666667,231.666666667,214.0278,144.861133333,167.638933333,209.583266667,199.791633333
221.23,175.5192,182.4044,198.032766667,175.4098,221.7486,204.371666667,149.836133334,168.1968,197.650266667,193.333266667
221.61,147.456266667,155.2632,164.517433333,144.824466667,181.052533333,172.1052,128.421133333,144.6492,160.701866667,157.061433333
221.98,144.814866667,158.962933333,159.1851,145.9998,172.074,164.222266667,131.4074,143.7036,156.740633333,157.185266667
222.36,176.190466667,194.112666667,191.039033333,181.471933333,207.1862,196.536666667,161.385333333,171.775066667,181.688266667,190.086666667
222.74,175.968866667,189.302333334,187.2479,181.8604,198.294533333,192.015466667,158.8374,165.116266666,179.534866667,186.9767
223.11,152.0388,159.870533333,160.064666667,153.656933333,171.1972,161.294466667,134.9514,139.8706,150.0,158.252333333
223.49,162.518533333,170.074,166.481533333,163.9258,182.740733333,169.481266667,140.2222,146.814866667,153.5925,166.2594
223.87,183.122266667,185.400933333,181.139233333,178.1434,202.5316,192.573733333,157.890333333,167.341733333,165.611833333,180.5486
224.24,182.3684,183.2456,178.8597,180.701866667,197.0176,192.631533333,152.807066667,162.105266667,164.8684,173.991333333
224.62,253.605533334,260.136133333,254.217733333,259.591866667,279.0476,275.102,218.3672,232.653,231.2926,252.380833333
225.00,305.263066667,308.421133334,300.701833333,313.3334,349.122733333,331.929866667,260.175533333,292.807133333,272.806933333,307.8947
225.38,314.285866667,308.380933333,309.3334,330.6666,365.904733333,343.238133333,251.238066667,299.238133334,285.1429,317.1428
225.75,941.333333333,932.666666667,940.666666666,1002.66666667,1170.0,1046.66666667,738.0,891.999999999,902.666666667,992.000000001
226.13,1310.4762,1226.66653333,1301.42856667,1328.5714,1646.66673333,1497.1428,962.857133333,1218.09533333,1244.28563333,1365.2381
226.51,-8900.0,-7906.66666667,-8073.33333333,-8286.66666667,-10740.0,-9713.33333333,-6186.66666666,-7586.66666666,-8030.0,-8560.00000001
226.88,-645.555466667,-596.6666,-564.7221,-608.333333333,-837.777800001,-731.666733333,-458.333333333,-569.444533333,-585.0001,-632.5
227.26,-108.8888,-103.041066667,-100.877166667,-106.7836,-147.836266667,-126.3158,-84.0934666667,-101.988266667,-97.3099666666,-106.374066667
227.64,-84.7057999999,-79.3136666667,-84.1176333333,-80.8822666667,-116.568666667,-102.941266667,-69.8039999999,-80.4902000002,-80.0490333333,-81.9608
228.01,-65.2872666666,-63.9847333333,-62.2605333333,-61.6857999999,-90.0383333333,-76.8582666667,-53.2567333333,-61.5326,-64.9426,-64.8658333334
228.39,-63.5088,-64.0700666667,-60.4563333333,-60.2106,-89.2632,-74.1753333333,-55.228,-62.4561333333,-67.2281,-64.2807666667
228.76,-70.5673333334,-74.9645333333,-66.9504,-67.9433333333,-102.2694,-79.7162,-66.6666666667,-68.7942666667,-76.0994666667,-69.8583333333
229.14,-79.6528,-89.3751333333,-76.9792333333,-77.0138000001,-107.152733333,-88.5416,-77.7083333333,-75.9027333333,-80.7638333333,-70.9723333333
229.52,-88.4782666667,-102.898533333,-82.6812000001,-84.7826666666,-115.652,-94.7825333333,-93.1884666666,-88.1885333334,-88.9854333332,-77.2826333334
229.89,-113.492133333,-129.285733333,-105.039566667,-111.666666667,-143.888933333,-115.873066667,-118.8096,-113.0158,-111.666666667,-102.1825
230.27,-102.727133333,-125.7576,-95.3031,-106.893933333,-133.9394,-104.545533333,-108.181733333,-105.833333333,-102.5377,-93.3712000001
230.65,-111.1392,-134.4304,-105.611833333,-120.7594,-142.194133333,-114.768,-118.987333333,-116.286866667,-116.708833333,-105.3585
231.02,-117.558666667,-136.7136,-107.840333333,-126.1972,-143.662133333,-115.9626,-118.685333333,-121.877933333,-122.206533333,-106.478866667
231.40,-207.4418,-234.7288,-191.2403,-219.224733333,-251.628,-201.0852,-203.4108,-211.937933333,-223.953433333,-193.333333333
231.78,-498.596466667,-565.964933333,-457.368366667,-532.280666666,-599.649066667,-498.9474,-481.052733333,-508.772,-555.263166667,-488.4211
232.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232.53,1956.0,2176.0,1938.66666667,2206.66666667,2228.0,1836.0,1882.66666667,1965.33333333,2172.0,1996.0
232.90,-9880.0,-10733.3333333,-9513.33333333,-10926.6666667,-11013.3333333,-8839.99999999,-9153.33333334,-9646.66666666,-10756.6666667,-10053.3333333
233.28,-316.8,-351.2,-300.4,-383.2,-371.466666667,-273.866666667,-290.933333333,-321.066666667,-368.266666667,-355.866666667
233.66,-153.036933333,-175.111,-140.370433333,-193.629733334,-179.5556,-132.296333333,-142.8148,-156.444533334,-177.333233333,-175.555566667
234.03,-74.2423333333,-86.9696666667,-62.4748666667,-106.464533333,-86.3637333333,-61.2122,-64.4444,-73.4342666667,-89.9496000001,-90.7071000001
234.41,-45.9004,-53.2565333333,-39.9615333333,-72.1838666667,-55.3256666667,-37.7012,-40.4597333333,-45.8238,-54.138,-57.2413333333
234.78,-32.2935333333,-44.4036,-28.8072333333,-54.0672,-43.7308,-27.4618,-31.2538666667,-39.2048666667,-39.5718,-47.0336666667
235.16,-28.5858666667,-38.3839333333,-26.4139333333,-44.899,-38.7879333333,-24.7473333333,-27.4241333333,-33.3838666667,-33.9141666667,-41.5404666667
235.54,-23.889,-33.5043333333,-20.9615666667,-38.8462,-29.7862666667,-21.4104,-22.094,-26.8376666667,-27.6493333333,-35.2991
235.91,-17.0681333333,-23.665,-14.712,-27.9233333333,-20.9423333334,-12.6003333333,-14.3804,-19.1972666667,-19.7557,-25.1135
236.29,-9.4896,-14.0539333333,-3.30346666667,-18.8889333333,-12.9729333334,-4.1142,-7.71779999999,-10.5106,-9.57960000001,-16.3213333333
236.66,0.220333333348,-5.04153333335,5.86783333335,-7.85126666666,-3.99440000002,2.97520000001,0.440800000002,-2.69973333333,0.523366666674,-6.94213333333
237.04,-1.47553333333,-3.30606666665,4.5766,-9.15293333333,-4.28973333333,2.62293333334,0.464399999999,-2.86886666667,0.355133333336,-6.14763333334
237.41,-2.40973333334,-4.84606666667,3.45373333333,-8.78186666667,-4.20353333333,1.23153333334,-0.508733333335,-3.69473333333,-0.856599999992,-6.38563333335
237.79,-3.42480000001,-4.78433333333,1.46396666667,-9.41173333333,-5.88253333334,0.653533333346,-1.12406666667,-4.73206666667,-3.42499999999,-7.63399999999
238.17,-8.83606666667,-10.8198666667,-4.15330000001,-14.3386,-11.984,-5.39693333334,-8.25399999999,-12.1164666667,-8.25400000001,-12.1033333333
238.54,-8.27253333332,-9.85393333333,-2.39653333333,-13.0172,-9.92720000001,-4.16059999999,-8.22386666667,-12.2141333333,-9.06323333333,-11.9708
238.92,-8.3334,-8.71446666665,-2.51206666667,-12.9999333333,-10.4286,-4.42853333334,-7.28573333334,-11.881,-10.1784,-10.3215
239.29,-7.98186666667,-8.73013333334,-2.82316666667,-12.3357333333,-9.04766666667,-4.37653333334,-8.27653333334,-11.5418,-9.7392,-8.87746666666
239.67,-8.85313333333,-8.87453333333,-3.01183333333,-11.7899333333,-9.66766666667,-3.40833333333,-8.38153333334,-11.7899333333,-10.3964333333,-7.34173333333
240.04,-5.62386666667,-5.95906666667,-0.018466666668,-8.3054,-6.49886666667,-1.39666666667,-5.81013333333,-8.71506666665,-7.33723333333,-4.4879
240.42,-4.35,-6.91666666665,-0.95833333334,-6.23333333334,-5.63333333334,-0.416666666659,-4.71666666667,-7.48333333335,-6.72500000001,-3.01666666667
240.79,-0.210066666665,-3.06726666667,1.90486666667,-2.08686666666,-1.31659999999,3.73946666667,-0.4062,-2.8572,-3.45939999999,1.90476666667
241.17,4.22233333333,0.140466666669,5.43856666667,2.3042,2.51473333333,7.11113333333,2.83046666667,0.678266666667,0.479499999999,5.49706666667
241.54,4.52046666667,0.508133333332,5.97723333334,2.6232,2.3536,7.8278,2.675,0.870933333327,0.596300000001,6.39719999999
241.92,4.5698,0.394866666666,6.13546666667,2.4354,2.59513333333,7.89846666666,2.51993333333,1.09066666666,0.606433333336,6.39863333334
242.29,4.62206666667,0.602933333334,5.91526666667,2.8922,2.79593333333,8.52773333334,2.61253333333,1.86993333333,0.305833333334,6.67970000001
242.67,4.47753333333,0.447800000001,5.39386666667,3.44113333333,3.34173333333,8.95526666667,2.71973333333,2.37973333333,0.7711,7.22643333334
243.05,3.46893333333,-0.1994,4.42186666667,2.4322,2.512,8.28546666667,1.37953333333,1.83406666667,0.083833333332,6.4793
243.42,3.91513333333,0.300666666667,5.4295,2.9442,3.0982,9.03273333333,1.88813333333,2.04233333333,0.6859,6.62430000001
243.80,4.0346,0.120733333333,5.3659,2.73766666667,3.062,8.68013333334,2.03626666667,1.8552,0.92,6.35363333333
244.17,3.6036,-0.555733333335,5.01863333333,1.88433333333,2.87533333333,8.85140000001,1.61413333333,1.32133333333,0.8634,6.43023333333
244.55,3.0158,-0.525733333333,4.3956,1.37286666667,2.91353333333,8.24393333333,1.256,0.700999999999,0.237233333332,6.37826666667
244.92,1.26846666667,-1.79006666667,3.16783333333,-0.317066666666,1.5292,6.94153333333,-0.0281999999994,-0.662333333334,-0.983033333334,5.15153333333
245.30,0.848066666666,-1.63733333333,2.73963333333,-0.684933333335,1.8852,7.00593333333,0.313133333334,-0.502333333332,-1.18716666667,5.14996666667
245.67,1.555,-0.601666666666,3.29453333333,0.375399999998,2.80006666667,7.68546666667,1.41793333333,0.840000000001,0.0446,6.20796666667
246.05,3.08593333333,1.213,4.65813333333,2.2612,4.29366666667,9.10346666666,3.31466666667,2.74526666667,2.0803,8.13513333334
246.42,3.37913333333,1.78573333333,5.03256666667,2.62813333333,4.8856,9.2708,4.09146666667,3.06126666667,2.58723333333,8.75093333334
246.79,3.17233333333,1.88386666667,4.6526,2.38253333333,4.50926666667,8.93886666667,3.8164,2.68246666667,2.5217,8.75586666666
247.17,4.11046666667,2.7076,5.45806666667,3.3784,5.595,9.84459999999,5.0348,3.53786666667,3.46213333333,9.85880000002
247.54,4.31513333333,2.98406666667,5.3901,3.42646666667,5.50266666667,9.95346666667,5.10273333333,3.6632,3.66706666667,10.1416666667
247.92,4.6384,3.3916,5.56616666667,3.83833333333,5.953,10.3062666667,5.22073333333,4.05633333333,3.85736666667,10.7249
248.29,4.13693333333,3.02833333333,5.15446666667,3.48566666667,5.5506,9.68733333333,4.66513333333,3.77606666667,3.257,10.3758
248.67,4.5026,3.48173333333,5.6144,3.623,5.73873333333,10.0778666667,5.03333333333,4.202,3.6453,10.6590333333
249.04,4.71773333333,3.65753333333,5.5836,3.6116,5.85426666667,10.1638666667,4.87806666667,4.2066,3.6405,10.7114
249.42,4.2754,3.163,5.0528,3.33346666666,5.2984,9.61840000001,4.18993333333,3.6824,3.17716666667,10.2781333333
249.79,4.25546666667,2.74886666667,4.9525,3.0434,5.2814,9.61466666667,3.89613333333,3.3854,2.79443333333,10.2056
250.17,4.37486666667,2.8996,5.0221,2.84386666667,5.42793333333,9.71933333335,3.48866666667,3.29866666667,2.7675,10.1393666667
250.54,6.15386666667,4.24906666667,6.19793333333,4.07326666667,6.66666666667,10.8572,4.67406666667,4.71793333333,4.0976,11.1722666667
250.92,6.70286666667,4.65366666667,6.37616666667,4.27506666667,7.07653333334,11.035,4.74193333333,5.12046666667,3.92726666667,11.3800666667
251.29,6.5692,4.4012,6.02063333333,3.63353333333,6.7424,10.3217333333,4.16313333333,4.76353333333,3.32806666667,10.8164
251.66,7.52553333333,5.20226666667,6.68863333333,4.54726666667,7.70706666667,10.9882,5.19673333333,6.09413333333,4.18386666667,11.8085
252.04,7.31033333333,5.2392,6.69466666667,4.45,7.43906666666,10.8872,5.34013333333,6.15733333333,3.93786666667,11.1585333333
252.41,7.6914,5.6306,6.65263333333,4.741,7.88286666666,11.3006666666,5.7714,6.57653333333,4.1272,11.2725666667
252.79,8.1796,6.12466666667,6.67513333333,5.37406666667,8.3714,11.9785333333,6.27726666667,7.01086666667,4.70506666667,11.7839
253.16,8.03146666667,6.25106666667,6.26233333333,5.84113333333,8.68859999999,11.8786666667,6.6274,7.48666666667,4.9678,12.0724666667
253.54,8.57053333332,6.49253333333,6.36346666667,6.22853333333,9.05913333333,12.0526,6.83513333333,7.81806666667,5.4986,12.4992333333
253.91,8.16966666668,6.6206,5.8891,5.8922,8.78380000001,11.6236666667,6.72393333333,7.56740000001,4.97696666667,12.1572
