wavelength,Back_TanFucf,Belly_TanFucf,Breast_TanFucf,Crissum_TanFucf,Crown_TanFucf,DorTail_TanFucf,Patch10_TanFucf,Patch11_TanFucf,Patch12_TanFucf,Patch13_TanFucf,Rump_TanFucf,Throat_TanFucf,WingTip_TanFucf
353.28,5.92466666667,7.78155555556,6.13988888889,6.28844444444,5.05,7.04095726496,26.6314444444,11.95,14.4254444445,7.474,11.6323333334,5.67688888889,5.57433333334
353.65,5.69211111111,7.66611111111,5.94711111111,6.08877777778,4.86233333333,6.83518803419,26.305,11.8317777778,14.261,7.273,11.4975555555,5.461,5.343
354.01,5.788,7.81266666667,6.09344444444,6.27,4.98777777778,6.94544017094,26.3112222222,12.06,14.4278888889,7.43744444445,11.7598888889,5.61633333333,5.483
354.38,5.82144444444,7.86866666666,6.139,6.35622222222,5.09077777778,7.01294871795,26.3304444444,12.2452222222,14.5314444445,7.55922222222,11.8467777778,5.75566666667,5.63044444444
354.74,5.83033333333,7.90266666667,6.10588888889,6.36688888889,5.14711111111,7.00201709402,26.1204444444,12.3422222222,14.5804444445,7.53211111111,11.9087777778,5.81888888889,5.72711111111
355.11,5.87455555555,7.99077777778,6.12888888889,6.46033333333,5.27933333333,7.14061538462,26.104,12.5293333333,14.7037777778,7.65255555556,12.0412222222,5.83677777778,5.81744444444
355.47,5.82533333333,8.00166666667,6.17566666667,6.46377777778,5.29344444444,7.09447008547,26.0494444445,12.6038888889,14.7801111111,7.61255555556,12.1247777778,5.87644444444,5.85166666666
355.83,5.96388888889,8.11644444445,6.29844444444,6.53177777778,5.36711111111,7.2668034188,26.0198888889,12.7606666667,14.8905555556,7.73766666667,12.226,5.95922222222,5.96844444445
356.20,5.839,8.12166666667,6.24677777778,6.49233333333,5.29888888889,7.25546581197,26.0285555556,12.8193333333,14.8505555555,7.68277777778,12.1943333333,5.88077777778,5.85388888889
356.56,5.87133333334,8.21911111111,6.24411111111,6.442,5.36777777778,7.21596581197,25.772,12.8212222222,14.7483333333,7.63377777778,12.2577777778,5.85544444445,5.79566666666
356.93,5.91511111111,8.24688888889,6.21433333333,6.465,5.398,7.16857264957,25.7497777778,12.9041111111,14.7346666667,7.71977777778,12.3585555556,5.88044444444,5.77744444445
357.29,5.92522222222,8.296,6.236,6.46277777778,5.45811111111,7.13592735043,25.6851111111,12.9525555555,14.7884444444,7.79088888889,12.3654444444,5.86888888889,5.80677777778
357.66,5.96977777778,8.38177777778,6.27177777778,6.52333333333,5.48933333333,7.20572222222,25.7325555556,13.0577777778,14.8785555556,7.84388888889,12.454,5.93655555555,5.93911111111
358.02,5.87222222222,8.283,6.15166666667,6.41733333333,5.38488888889,7.14325213675,25.6203333333,13.0564444444,14.7777777778,7.84522222222,12.3406666667,5.86933333333,5.83933333333
358.38,5.91088888889,8.34833333333,6.26122222222,6.46333333333,5.41022222222,7.21229059829,25.6135555556,13.1668888889,14.8278888889,7.944,12.4898888889,5.96544444444,5.85022222222
358.75,5.82222222222,8.323,6.20822222222,6.40988888889,5.33588888889,7.15470940171,25.5447777778,13.2086666667,14.765,7.93022222222,12.5111111111,5.87288888889,5.81666666667
359.11,5.87077777778,8.32955555555,6.29233333333,6.44644444444,5.32388888889,7.11116666667,25.5126666667,13.2216666667,14.7617777778,7.96177777778,12.5532222222,5.91377777778,5.837
359.48,6.019,8.49655555556,6.417,6.57577777778,5.45911111111,7.21042307692,25.5532222222,13.4323333333,14.8741111111,8.12811111111,12.7003333333,6.03311111111,5.877
359.84,6.0,8.53766666667,6.44955555556,6.62477777778,5.47044444444,7.16860683761,25.4144444444,13.5893333333,14.876,8.15122222222,12.7374444445,6.06566666667,5.92222222222
360.20,6.15433333333,8.62855555556,6.554,6.72066666667,5.58922222222,7.22751282052,25.3023333333,13.7581111111,14.9423333333,8.25188888889,12.8377777778,6.13888888889,6.04033333333
360.57,6.22877777778,8.64844444444,6.68233333333,6.79811111111,5.61633333333,7.32707264957,25.4072222222,13.9175555555,15.029,8.36188888889,12.9111111111,6.20444444445,6.11311111111
360.93,6.41977777778,8.86744444444,6.90511111111,6.96111111111,5.73833333333,7.49223504274,25.4742222222,14.1387777778,15.2005555556,8.54744444445,13.0767777778,6.35255555556,6.25588888889
361.29,6.48133333333,8.93155555555,7.01533333333,7.109,5.78477777778,7.59952991453,25.465,14.2804444445,15.2113333333,8.62844444445,13.1666666667,6.41444444445,6.30533333333
361.66,6.51633333334,8.9398888889,7.07833333333,7.09355555556,5.78877777778,7.61861538461,25.4068888889,14.3538888889,15.1711111111,8.68011111111,13.1972222222,6.41777777778,6.27855555556
362.02,6.54488888889,9.00444444446,7.09,7.11266666667,5.81777777778,7.62250854701,25.3256666667,14.3813333334,15.1667777778,8.66666666667,13.2792222222,6.43755555555,6.30766666667
362.39,6.55122222222,8.9671111111,7.08122222222,7.10477777778,5.77822222222,7.5458034188,25.208,14.4065555556,15.1217777778,8.61866666667,13.2582222222,6.33711111111,6.24477777778
362.75,6.65944444444,9.0688888889,7.22322222222,7.24911111111,5.85922222222,7.65088034188,25.2538888889,14.5648888889,15.2394444444,8.77144444444,13.383,6.40688888889,6.29511111111
363.11,6.63811111111,9.04311111111,7.14877777778,7.19,5.82988888889,7.63158974359,25.1008888889,14.6224444445,15.2334444444,8.72677777778,13.4026666667,6.34444444445,6.27666666666
363.48,6.64822222222,9.00933333333,7.14211111111,7.19788888889,5.83044444444,7.62042307692,24.9668888889,14.6407777778,15.2233333333,8.73033333333,13.4163333333,6.305,6.29822222222
363.84,6.64277777778,8.97255555555,7.09188888889,7.19522222222,5.81644444444,7.58841880342,24.9167777778,14.6211111111,15.1758888889,8.719,13.4631111111,6.25677777778,6.25133333333
364.20,6.588,9.01133333333,7.11344444444,7.173,5.78866666667,7.53813675214,24.8461111111,14.6506666667,15.1364444444,8.72488888889,13.5198888889,6.22888888889,6.228
364.57,6.54366666666,9.04055555556,7.06677777778,7.16255555556,5.76577777778,7.51752564103,24.7065555555,14.7097777778,15.1094444444,8.74322222222,13.5411111111,6.23477777778,6.20488888889
364.93,6.45844444444,8.9751111111,6.97833333333,7.12355555556,5.74066666667,7.45747435897,24.5257777778,14.7063333333,15.0343333333,8.66922222222,13.5538888889,6.18433333333,6.16911111111
365.29,6.35577777778,8.90788888888,6.86733333333,7.02733333334,5.66633333333,7.31567094017,24.3103333333,14.7058888889,14.948,8.59355555555,13.5573333334,6.10911111111,6.10188888889
365.66,6.37166666667,8.90255555554,6.89788888889,7.05811111111,5.73177777778,7.2880982906,24.2516666667,14.8095555556,14.9623333333,8.65066666667,13.6097777778,6.12666666667,6.12944444444
366.02,6.39444444445,8.91777777778,6.987,7.09344444444,5.79466666667,7.27416239316,24.2503333333,14.9126666667,15.0218888889,8.721,13.6594444444,6.07655555555,6.09477777778
366.38,6.42033333333,8.96011111112,7.00544444444,7.14766666667,5.87822222222,7.32134615385,24.1962222222,15.0178888889,15.0371111111,8.84588888889,13.7175555556,6.10344444444,6.14577777778
366.75,6.37144444445,8.89288888888,6.92433333333,7.086,5.86466666667,7.25808119658,23.9565555556,14.972,14.9543333333,8.79855555555,13.6696666667,6.11788888889,6.06744444445
367.11,6.442,9.01766666668,7.003,7.18533333333,5.96,7.3328034188,23.9272222222,15.1195555556,14.9946666667,8.95211111111,13.7618888889,6.256,6.11888888889
367.47,6.39222222222,8.97777777778,6.98344444445,7.14788888889,5.93455555556,7.2640982906,23.8176666667,15.1144444444,14.9601111111,8.99622222222,13.7748888889,6.25344444444,6.07944444444
367.84,6.34788888889,8.97344444445,6.97877777778,7.102,5.93066666667,7.23602564103,23.7304444444,15.1432222222,14.9078888889,9.03955555556,13.8075555556,6.259,6.04555555555
368.20,6.45288888889,9.02555555554,7.08311111111,7.21011111111,6.02411111111,7.36057264958,23.6967777778,15.2708888889,14.9386666667,9.19433333333,13.9452222222,6.41744444444,6.15122222222
368.56,6.48555555556,9.01544444445,7.11111111111,7.25444444444,6.09766666667,7.37751709402,23.7705555556,15.3557777778,14.952,9.26266666667,14.0891111111,6.438,6.18355555556
368.93,6.49233333333,8.93922222222,7.08866666667,7.23511111111,6.11366666667,7.35779059829,23.704,15.3365555555,14.9017777778,9.29211111112,14.1038888889,6.41666666667,6.17355555556
369.29,6.523,8.90744444444,7.11144444445,7.189,6.14144444444,7.40852564102,23.615,15.337,14.9128888889,9.34633333335,14.0765555555,6.438,6.15122222222
369.65,6.50388888889,8.90888888889,7.10877777778,7.16322222222,6.08611111111,7.399,23.4186666667,15.3017777778,14.8514444444,9.36777777778,14.1126666667,6.44244444445,6.09833333333
370.01,6.52333333333,8.8831111111,7.03444444444,7.15077777778,6.04466666667,7.35296153846,23.2384444444,15.2963333333,14.7302222222,9.34177777779,14.1281111111,6.49111111111,6.072
370.38,6.539,8.95922222222,7.07044444444,7.15711111111,6.06811111111,7.3781965812,23.1938888889,15.3401111111,14.7554444444,9.32211111112,14.2738888889,6.52733333333,6.10844444444
370.74,6.58577777778,8.96277777777,7.13811111111,7.17944444445,6.093,7.41644017095,23.1897777778,15.4521111111,14.6925555556,9.3781111111,14.3855555556,6.51277777778,6.12222222222
371.10,6.634,8.99277777777,7.20966666667,7.20955555556,6.12133333333,7.45842307692,23.2405555555,15.5591111111,14.7603333333,9.48455555556,14.4835555555,6.53122222222,6.14733333333
371.46,6.63222222222,9.00077777777,7.24177777778,7.22333333333,6.11222222222,7.47735470086,23.2065555556,15.6515555556,14.7205555556,9.51955555555,14.516,6.49066666667,6.096
371.83,6.67722222222,9.08844444445,7.31266666667,7.27111111111,6.10533333333,7.49902136752,23.2146666666,15.7446666667,14.75,9.55711111111,14.6127777778,6.53155555556,6.13888888889
372.19,6.68566666667,9.17811111112,7.36222222222,7.27155555556,6.14822222222,7.5201965812,23.2651111111,15.7867777778,14.8243333333,9.63755555557,14.7381111111,6.56411111111,6.154
372.55,6.69966666667,9.24133333333,7.36344444444,7.258,6.10688888889,7.48504273505,23.0464444444,15.8515555555,14.7854444444,9.67466666666,14.7224444445,6.50944444445,6.07722222222
372.92,6.72411111111,9.33,7.46566666667,7.30122222222,6.14966666667,7.5331025641,22.9991111111,15.9937777778,14.7837777778,9.72077777779,14.7897777778,6.53677777778,6.09355555556
373.28,6.77377777778,9.43022222222,7.581,7.38877777778,6.18077777778,7.56055128206,23.0544444445,16.1605555556,14.8083333333,9.791,14.9526666667,6.56666666667,6.11322222222
373.64,6.80622222222,9.47622222222,7.576,7.46266666667,6.26222222222,7.59787179487,23.1458888889,16.2765555556,14.8628888889,9.82266666667,15.0636666667,6.60755555555,6.15433333333
374.00,6.76633333333,9.49766666668,7.61211111111,7.438,6.253,7.61915811965,23.1162222222,16.2797777778,14.797,9.8468888889,15.0892222222,6.57033333334,6.17733333333
374.37,6.62344444444,9.40533333333,7.50888888889,7.35844444444,6.13977777778,7.49046581197,22.9091111111,16.168,14.6265555556,9.82966666665,15.0097777778,6.45922222222,6.03944444444
374.73,6.60766666667,9.49322222221,7.55044444444,7.37888888889,6.14855555556,7.45829059829,22.8768888889,16.2183333333,14.6738888889,9.87855555557,15.072,6.47644444445,6.03088888889
375.09,6.50677777778,9.42355555556,7.47666666667,7.31444444444,6.03622222222,7.37371367521,22.6505555556,16.1105555555,14.5218888889,9.72955555554,15.0157777778,6.30544444444,5.90144444444
375.45,6.58944444444,9.56300000001,7.51833333333,7.364,6.12444444444,7.42358547009,22.6708888889,16.2246666667,14.5626666667,9.77977777777,15.1766666667,6.36088888889,5.98322222222
375.81,6.58322222222,9.49377777777,7.51811111111,7.38055555556,6.15733333333,7.40133333333,22.556,16.238,14.5325555555,9.77077777776,15.1894444444,6.29111111111,5.94444444445
376.18,6.56422222222,9.46655555557,7.52488888889,7.40688888889,6.16211111111,7.38289316239,22.4674444445,16.3231111111,14.4827777778,9.77355555556,15.1908888889,6.24644444444,5.88955555555
376.54,6.57033333334,9.46877777778,7.57733333333,7.44955555556,6.22844444445,7.40567948718,22.4922222222,16.3801111111,14.4607777778,9.84677777777,15.3018888889,6.286,5.971
376.90,6.55177777778,9.49566666668,7.556,7.48111111111,6.23344444444,7.33667521368,22.4957777778,16.4102222222,14.5111111111,9.88900000002,15.4304444444,6.24866666667,5.99933333333
377.26,6.56544444444,9.52811111112,7.587,7.51044444445,6.29933333333,7.3333974359,22.4264444444,16.4603333333,14.4954444445,9.96666666669,15.5003333333,6.26233333333,6.05288888889
377.63,6.66111111111,9.6121111111,7.69066666667,7.56966666667,6.36533333333,7.42705555555,22.3547777778,16.5513333333,14.5513333333,10.1266666667,15.6043333334,6.35566666667,6.11511111111
377.99,6.76433333333,9.7361111111,7.78733333333,7.64722222222,6.46188888889,7.48917094017,22.4392222222,16.7541111111,14.6576666667,10.3018888889,15.7456666667,6.455,6.18933333333
378.35,6.91155555556,9.88533333333,7.92133333333,7.77711111111,6.61888888889,7.61467094017,22.5418888889,16.9424444444,14.7793333333,10.4708888889,15.9083333333,6.57077777778,6.28866666667
378.71,6.97177777778,9.96355555556,7.95522222222,7.82122222222,6.73677777778,7.69305555556,22.568,16.9773333333,14.7878888889,10.5272222222,16.0062222222,6.607,6.31222222222
379.07,6.99744444444,10.0334444444,8.02566666667,7.88855555556,6.86411111111,7.69768376069,22.5822222222,17.0858888889,14.8193333333,10.6578888889,16.135,6.68044444444,6.37466666667
379.44,6.95811111111,9.97366666668,8.02833333333,7.86488888889,6.85188888889,7.66388888889,22.5382222222,17.0693333334,14.7072222222,10.7213333333,16.1407777778,6.63277777778,6.36533333334
379.80,6.99166666667,10.0826666667,8.10211111111,7.92455555556,6.94122222222,7.71975213676,22.583,17.128,14.6915555555,10.8712222222,16.2593333334,6.69022222222,6.45888888889
380.16,7.04577777778,10.1202222222,8.13422222222,7.93766666667,6.97611111111,7.7512948718,22.5501111111,17.1308888889,14.6416666667,10.9278888889,16.3101111111,6.688,6.46411111111
380.52,7.08233333334,10.1387777778,8.14022222222,7.93811111111,7.01733333333,7.74191880342,22.4452222222,17.0904444444,14.611,10.9621111111,16.3438888889,6.72366666667,6.44688888889
380.88,7.07911111111,10.2053333333,8.19422222222,7.97522222222,7.02833333333,7.78102991454,22.3965555556,17.1803333333,14.5427777778,11.0277777778,16.4123333333,6.72122222222,6.43544444444
381.24,7.117,10.2621111111,8.19266666667,8.03366666667,7.06311111111,7.80559401709,22.3402222222,17.1868888889,14.495,11.0786666667,16.4427777778,6.80022222222,6.43611111111
381.61,7.02455555555,10.265,8.19966666667,8.016,7.06322222222,7.72278632479,22.2305555555,17.1691111111,14.4267777778,11.0605555556,16.4267777778,6.77566666667,6.387
381.97,6.90577777778,10.1596666667,8.11544444444,7.96866666667,7.00266666666,7.61659401709,22.0546666667,17.0311111111,14.3253333333,10.9606666667,16.3976666666,6.66555555555,6.26866666667
382.33,6.88466666667,10.0884444445,8.07155555555,7.93044444444,6.96577777778,7.56077350428,21.9194444444,16.9935555556,14.2605555556,10.9378888889,16.4014444444,6.62033333333,6.245
382.69,6.83633333333,10.0698888889,8.06455555556,7.89322222222,6.92966666667,7.52698717949,21.8348888889,17.0156666667,14.1938888889,10.9824444445,16.4412222222,6.57411111111,6.26
383.05,6.84711111111,10.0668888889,8.08544444444,7.888,6.927,7.54595299145,21.7744444444,16.994,14.1726666666,10.9805555555,16.5096666667,6.556,6.24811111111
383.41,6.89822222222,10.1582222222,8.15466666667,7.94444444444,7.01655555556,7.59228632479,21.7171111111,17.0863333333,14.2356666667,11.0442222222,16.6567777778,6.634,6.26866666667
383.77,6.87133333334,10.1225555556,8.11055555555,7.91066666666,6.978,7.55333760683,21.6012222222,17.0783333333,14.2083333333,11.0154444444,16.6436666666,6.56033333333,6.17577777778
384.14,6.82033333333,10.1006666667,8.05833333333,7.88555555555,6.96166666667,7.4818034188,21.4647777778,17.0798888889,14.1478888889,11.0081111111,16.6451111111,6.48133333333,6.112
384.50,6.747,10.1273333333,8.06933333333,7.86155555556,6.93122222222,7.4612051282,21.437,17.1035555555,14.1134444445,10.997,16.7265555555,6.40711111111,6.07955555556
384.86,6.68722222222,10.0626666667,8.02022222222,7.814,6.91033333334,7.39913247863,21.3234444444,17.016,14.0356666667,11.011,16.7368888889,6.37366666667,5.98788888889
385.22,6.66133333333,10.0892222222,8.01811111111,7.79677777778,6.92566666667,7.39135470085,21.2807777778,17.0563333333,14.0246666667,11.0625555555,16.823,6.31333333333,5.94666666667
385.58,6.69822222222,10.1753333333,8.06088888889,7.85977777778,6.98077777778,7.42206837607,21.3292222222,17.1293333333,14.0312222222,11.1268888889,16.959,6.29833333333,5.98977777778
385.94,6.72522222222,10.2393333333,8.11055555556,7.86466666667,7.03277777778,7.44737179487,21.2612222222,17.2202222222,14.0305555556,11.2043333333,17.0301111111,6.29811111111,6.02311111111
386.30,6.74933333333,10.3294444445,8.181,7.91722222222,7.09888888889,7.4706965812,21.28,17.3042222222,14.0235555556,11.2964444445,17.1047777778,6.32422222222,6.05422222222
386.66,6.77066666666,10.3687777778,8.22233333333,7.98022222222,7.14133333333,7.48554273504,21.2561111111,17.3743333333,14.0261111111,11.3677777778,17.1724444445,6.37877777778,6.07066666667
387.03,6.73677777778,10.3805555555,8.2,7.98511111111,7.17044444444,7.44778205128,21.2342222222,17.4012222222,13.9968888889,11.444,17.2211111111,6.38988888889,6.01188888889
387.39,6.66333333333,10.3582222222,8.15911111111,7.97088888889,7.13322222222,7.41643162393,21.162,17.3627777778,13.9096666667,11.4314444444,17.1917777778,6.292,5.95866666667
387.75,6.78166666667,10.498,8.30155555555,8.10211111111,7.30111111111,7.49663675213,21.2834444445,17.5616666666,14.0043333333,11.5971111111,17.3974444445,6.44444444445,6.07477777778
388.11,6.77122222222,10.4891111111,8.31522222222,8.13588888889,7.314,7.47802564102,21.3111111111,17.5998888889,13.9822222222,11.6351111111,17.4865555556,6.45322222222,6.09544444444
388.47,6.79855555556,10.4886666667,8.35488888889,8.18677777778,7.37422222222,7.46677777778,21.3058888889,17.6893333333,13.9868888889,11.7077777778,17.5483333333,6.46355555555,6.12133333334
388.83,6.88066666667,10.542,8.42466666666,8.254,7.48822222222,7.5091965812,21.3028888889,17.7951111111,14.0204444445,11.7998888889,17.628,6.52444444444,6.20355555556
389.19,6.88233333334,10.5484444444,8.479,8.31055555555,7.54133333333,7.52644444444,21.35,17.8688888889,13.9914444444,11.8728888889,17.6811111111,6.57611111111,6.25033333333
389.55,6.83766666667,10.4885555556,8.44844444445,8.27277777778,7.55233333333,7.48032905983,21.2786666666,17.8682222222,13.8963333333,11.8638888889,17.7222222222,6.53655555555,6.16955555555
389.91,6.84166666667,10.5096666667,8.50133333333,8.32977777778,7.61844444444,7.4897991453,21.3195555555,17.8777777778,13.8735555555,11.9525555555,17.8013333333,6.577,6.125
390.27,6.89866666666,10.5847777778,8.54211111111,8.404,7.70422222222,7.54776068375,21.354,17.9171111111,13.8786666666,12.0618888889,17.9415555556,6.61588888889,6.14266666667
390.63,6.91088888889,10.5983333333,8.55211111111,8.433,7.74455555555,7.53734188034,21.3005555556,17.9226666667,13.8586666667,12.1218888889,18.003,6.59333333333,6.11288888889
391.00,6.93622222222,10.6161111111,8.59033333333,8.43944444444,7.745,7.52708119658,21.2998888889,17.9745555556,13.81,12.1536666667,18.0428888889,6.54533333333,6.125
391.36,6.95955555556,10.6678888889,8.60188888889,8.47822222222,7.79211111111,7.50265811966,21.286,18.0052222222,13.833,12.2314444445,18.1101111111,6.60211111111,6.15822222222
391.72,6.921,10.695,8.59344444444,8.47477777779,7.78577777778,7.47306410256,21.1722222222,17.9994444445,13.7562222222,12.2611111111,18.152,6.57811111111,6.137
392.08,6.92344444444,10.7475555555,8.65333333333,8.48155555554,7.86255555556,7.48516239316,21.0867777778,18.0237777778,13.7558888889,12.3156666666,18.205,6.57911111111,6.14933333333
392.44,6.89577777778,10.7677777778,8.65166666667,8.51344444444,7.83822222222,7.49606410257,21.0641111111,18.0116666667,13.7171111111,12.3513333333,18.2344444445,6.55522222222,6.12222222222
392.80,6.85288888889,10.7704444445,8.64766666667,8.48977777779,7.82066666667,7.46326495727,21.0384444445,17.9782222222,13.6542222222,12.3764444444,18.2527777778,6.50533333334,6.06366666667
393.16,6.86244444444,10.8221111111,8.67477777778,8.50499999999,7.86555555556,7.46544444444,21.0133333333,17.9833333333,13.6614444444,12.4665555556,18.3261111111,6.48933333333,6.05722222222
393.52,6.96511111111,10.9632222222,8.75533333333,8.56799999999,7.95277777778,7.54036752137,21.0451111111,18.058,13.7322222222,12.6174444445,18.4576666667,6.577,6.17088888889
393.88,7.01144444445,11.078,8.76811111111,8.62455555554,7.99977777778,7.57527777778,21.0385555556,18.1315555556,13.7464444444,12.6832222222,18.5346666667,6.61777777778,6.22766666667
394.24,6.948,11.0566666667,8.79477777778,8.6218888889,8.00288888889,7.5502991453,20.9833333333,18.1233333333,13.6952222222,12.7152222222,18.5695555555,6.58322222222,6.17822222222
394.60,6.94811111111,11.0974444444,8.86677777778,8.63633333333,8.05144444445,7.55359401709,21.0073333333,18.1942222222,13.7024444445,12.7628888889,18.6521111111,6.60844444444,6.19277777778
394.96,6.98,11.2016666667,8.94722222222,8.7301111111,8.15033333333,7.60229059829,20.985,18.2623333333,13.7315555556,12.8435555555,18.7613333333,6.69333333333,6.263
395.32,6.99211111111,11.2015555555,8.99188888889,8.74222222221,8.187,7.61712820513,20.989,18.2874444444,13.689,12.8996666667,18.8222222222,6.68444444445,6.23233333333
395.68,6.994,11.1913333333,9.01388888889,8.7441111111,8.22333333333,7.62186752136,20.9842222222,18.2592222222,13.6477777778,12.9283333333,18.832,6.64155555556,6.197
396.04,7.04922222222,11.2623333333,9.04577777779,8.79244444446,8.28566666667,7.6712948718,21.0476666667,18.3312222222,13.6533333334,13.0204444445,18.94,6.67911111111,6.22077777778
396.40,7.13244444445,11.3183333333,9.10400000001,8.81311111112,8.40133333333,7.7060042735,21.0462222222,18.4107777778,13.6655555556,13.1196666667,19.0491111111,6.75233333333,6.23755555556
396.76,7.19255555555,11.3818888889,9.14711111112,8.86399999999,8.47444444445,7.74401282051,21.06,18.4811111111,13.6642222222,13.2003333334,19.1297777778,6.79477777778,6.27833333333
397.12,7.21566666667,11.417,9.16744444443,8.87500000001,8.53355555556,7.75324786325,21.0367777778,18.5402222222,13.6593333333,13.2254444444,19.2253333333,6.80566666666,6.28888888889
397.48,7.17733333333,11.4087777778,9.195,8.9108888889,8.565,7.73995299146,21.0232222222,18.5602222222,13.6177777778,13.2588888889,19.2598888889,6.78244444444,6.24077777778
397.84,7.15311111111,11.394,9.22199999999,8.9038888889,8.60077777778,7.72031196581,20.9742222222,18.5631111111,13.5573333333,13.2734444444,19.2895555556,6.74633333333,6.22055555556
398.20,7.16,11.4124444444,9.2108888889,8.89166666668,8.63222222222,7.68001709402,20.9635555556,18.5733333333,13.5727777778,13.27,19.2937777778,6.73477777778,6.22988888889
398.56,7.19633333333,11.4496666667,9.19622222223,8.89666666667,8.69955555555,7.69170940171,20.9395555556,18.5674444444,13.5115555556,13.3092222222,19.3238888889,6.72422222222,6.224
398.92,7.20422222222,11.4606666667,9.20677777779,8.8888888889,8.78011111111,7.7045,20.9761111111,18.5945555555,13.5055555555,13.3568888889,19.4141111111,6.711,6.22922222222
399.28,7.19255555556,11.4913333333,9.24100000001,8.93944444446,8.823,7.71185470086,20.9451111111,18.5712222222,13.498,13.3955555555,19.478,6.688,6.23811111111
399.64,7.142,11.4473333333,9.16955555554,8.88877777778,8.80777777778,7.66547008547,20.8644444445,18.5578888889,13.4553333333,13.369,19.5075555556,6.65433333333,6.19488888889
400.00,7.13755555556,11.4647777778,9.19988888888,8.92100000001,8.84888888889,7.65111538461,20.8405555555,18.5457777778,13.4306666667,13.4252222222,19.5801111111,6.68277777778,6.20511111111
400.36,7.11255555555,11.4776666667,9.20977777778,8.93622222221,8.91044444444,7.61176068375,20.8326666667,18.5198888889,13.4186666667,13.475,19.6298888889,6.65444444444,6.21166666667
400.72,7.12011111111,11.5505555556,9.25377777778,8.98677777779,9.027,7.65294871795,20.8921111111,18.583,13.4585555556,13.5607777778,19.7382222222,6.68544444445,6.23555555556
401.08,7.12033333333,11.5842222222,9.28855555556,9.03511111112,9.075,7.65438034188,20.8565555556,18.5628888889,13.4511111111,13.6194444444,19.7812222222,6.66677777778,6.22922222222
401.44,7.13733333333,11.6084444444,9.292,9.03644444445,9.14122222222,7.64707264958,20.8343333333,18.5767777778,13.4193333333,13.6533333333,19.8622222222,6.62566666667,6.21644444444
401.80,7.18988888889,11.6724444445,9.36844444443,9.09722222223,9.25477777778,7.71132905983,20.9138888889,18.6557777778,13.4974444445,13.7841111111,20.0127777778,6.66533333333,6.281
402.16,7.15744444444,11.6877777778,9.39,9.10544444446,9.31222222222,7.70053418804,20.8925555556,18.7007777778,13.4575555555,13.8706666666,20.0906666667,6.64177777778,6.25322222222
402.52,7.15466666667,11.7347777778,9.44444444446,9.15399999999,9.361,7.6900982906,20.913,18.7821111111,13.4972222222,13.9568888889,20.1926666667,6.64033333333,6.27144444444
402.88,7.14455555556,11.7622222222,9.47566666667,9.18155555556,9.37377777778,7.6839017094,20.8936666667,18.7934444444,13.466,14.0383333333,20.2324444444,6.64766666667,6.24888888889
403.24,7.2,11.8378888889,9.52422222221,9.24044444443,9.46444444445,7.73023504273,20.9805555556,18.9085555556,13.5002222222,14.1463333333,20.3352222222,6.70233333333,6.29255555556
403.60,7.23466666667,11.9302222222,9.61833333332,9.32966666667,9.56466666668,7.7817051282,21.0375555556,18.9427777778,13.5416666667,14.2818888889,20.4331111111,6.74133333333,6.33911111111
403.95,7.24833333333,11.9882222222,9.68388888888,9.38022222223,9.66888888888,7.82094871794,21.1192222222,19.0027777778,13.5754444445,14.3803333334,20.5162222222,6.76433333333,6.33933333333
404.31,7.25588888889,12.0348888889,9.71333333332,9.41144444444,9.71166666667,7.8635,21.0973333333,18.9975555556,13.5334444445,14.4134444444,20.5367777778,6.78566666667,6.33766666667
404.67,7.253,12.0146666667,9.71055555556,9.41888888889,9.71811111111,7.81495299145,21.0442222222,18.9978888889,13.4934444444,14.4303333333,20.5672222222,6.74011111111,6.29366666667
405.03,7.23288888889,11.999,9.70033333332,9.39611111112,9.7238888889,7.78875641026,21.0237777778,18.9908888889,13.4258888889,14.4485555556,20.5912222222,6.71822222222,6.25777777778
405.39,7.24533333334,12.0102222222,9.74077777777,9.44277777778,9.77411111111,7.82589316239,21.0655555556,19.0216666667,13.4468888889,14.5252222222,20.6318888889,6.75977777778,6.25744444444
405.75,7.24855555555,12.0162222222,9.74633333335,9.46222222223,9.81133333333,7.80166239317,21.0271111111,19.0246666666,13.4102222222,14.551,20.6408888889,6.76255555556,6.23044444444
406.11,7.22644444445,12.0331111111,9.74522222221,9.45477777777,9.85844444445,7.80588461539,21.0133333333,19.0054444445,13.3893333333,14.5764444444,20.663,6.77044444445,6.21922222222
406.47,7.18077777778,12.0313333333,9.72288888889,9.4431111111,9.89677777778,7.77003418803,20.9613333333,18.9672222222,13.372,14.5713333333,20.6733333334,6.75333333334,6.19488888889
406.83,7.21555555556,12.0831111111,9.76588888889,9.47511111112,9.99244444445,7.80053846153,20.9698888889,19.0125555556,13.3847777778,14.6247777778,20.7431111111,6.775,6.21322222222
407.19,7.2,12.1155555556,9.75544444446,9.48322222221,10.0602222222,7.79773931624,20.9612222222,19.0203333333,13.3672222222,14.6563333333,20.7813333333,6.77366666666,6.18177777778
407.55,7.22044444445,12.1702222222,9.79177777778,9.50933333332,10.1481111111,7.83373931624,20.9775555556,19.0784444444,13.3776666667,14.729,20.8354444444,6.81077777778,6.20255555556
407.90,7.17,12.1576666667,9.73566666666,9.46744444443,10.132,7.78323931624,20.8974444444,19.0472222222,13.3054444445,14.7166666667,20.7907777778,6.74977777778,6.16266666667
