wavelength,Back_SicOlim,Belly_SicOlim,Breast_SicOlim,Crissum_SicOlim,Crown_SicOlim,DorTail_SicOlim,Rump_SicOlim,Throat_SicOlim,WingTip_SicOlim
541.06,11.1865,32.6385333333,21.5109,26.2386727273,11.2788,9.82513333333,13.0110666667,23.7172666667,9.28639999999
541.40,11.1997333333,32.6930666667,21.5259,26.2668969697,11.2912,9.8329,13.0062,23.7511,9.29279999999
541.75,11.2129333333,32.7386666667,21.5523666667,26.2955272727,11.2922,9.84443333333,13.0086666667,23.7759666667,9.31113333333
542.09,11.1890333333,32.7752666667,21.5562333333,26.3209030303,11.2698,9.82326666667,12.9918666667,23.7865333333,9.29563333334
542.43,11.2197,32.8623333333,21.6118,26.4106666667,11.3079333333,9.85920000001,13.0342,23.8448,9.32123333332
542.78,11.2413666666,32.9418,21.6544333333,26.4682060606,11.3326,9.88736666665,13.0774,23.8947333333,9.34643333333
543.12,11.2544666667,33.0014666667,21.6875333333,26.519030303,11.3318,9.90199999998,13.0948,23.9207,9.35403333334
543.46,11.2669,33.0538666667,21.6979333333,26.5510969697,11.3428666667,9.91276666668,13.1246666667,23.9551666667,9.37050000001
543.81,11.2758333333,33.0826666667,21.7086,26.5951757576,11.3506666667,9.92076666668,13.1502,23.9728,9.37179999999
544.15,11.2711666667,33.1167333333,21.7184666667,26.616230303,11.3374,9.92639999999,13.1441333333,23.9912666667,9.36243333333
544.49,11.2841,33.1688,21.7332,26.6790363636,11.3494,9.93599999998,13.1686,24.0127666667,9.36939999999
544.84,11.2758333333,33.2046,21.7334333333,26.6941636364,11.3249333334,9.92466666667,13.1502,24.0204,9.36009999999
545.18,11.2773,33.2374666667,21.7798,26.7239212121,11.3249333333,9.94580000001,13.1811333333,24.0415666667,9.39073333335
545.52,11.2757666667,33.2921333334,21.7825333333,26.7405636364,11.3304,9.94129999999,13.1917333333,24.0653,9.37559999999
545.87,11.3356,33.4013333333,21.8658,26.8341515151,11.3837333333,9.98886666667,13.2636666667,24.1465333333,9.4321
546.21,11.3229333333,33.4630666667,21.8897666667,26.8339030303,11.3701333333,9.97239999998,13.2580666667,24.1679333333,9.41929999999
546.55,11.3447333333,33.5017333333,21.9143333333,26.853369697,11.3772666667,9.98516666666,13.2633333333,24.1968,9.42673333334
546.90,11.3752333333,33.5470666667,21.932,26.8949151515,11.4082,10.0064,13.2860666667,24.2486333333,9.45193333333
547.24,11.3862333333,33.6174,21.9768666667,26.9434606061,11.4158,10.0243,13.2782666667,24.2612333333,9.45799999999
547.58,11.414,33.6967333333,22.0227333333,26.9865636364,11.4368666667,10.0446,13.3004,24.2846666667,9.48029999999
547.92,11.4526333333,33.7956666667,22.0706666667,27.0335575758,11.4892666667,10.0627333333,13.3472,24.3211,9.50106666667
548.27,11.4711,33.8408666667,22.1071,27.0502848485,11.5132,10.0897333333,13.3753333333,24.3538,9.49873333333
548.61,11.4904,33.9398,22.1774666667,27.1245272727,11.5662666667,10.1335666667,13.4352,24.4108333333,9.54440000001
548.95,11.5131333333,34.0548666667,22.2185666667,27.1787393939,11.5921333333,10.1436,13.4578666667,24.4472,9.54383333333
549.29,11.5695,34.159,22.2914333333,27.2762424242,11.643,10.2082333333,13.5280666667,24.5058,9.60453333333
549.64,11.5571,34.1413333333,22.2776666667,27.2557333333,11.6290666667,10.1986,13.5041333333,24.4966666667,9.5604
549.98,11.5678666667,34.1539333333,22.2821666667,27.2869151515,11.6528666667,10.2059666667,13.5208,24.5098666667,9.59126666666
550.32,11.5540666667,34.1724666667,22.2888333333,27.3207090909,11.6542,10.1862,13.5108666667,24.5101333333,9.5725
550.66,11.5464666667,34.2007333333,22.3133,27.3255575758,11.6634,10.1682666667,13.5281333333,24.5144333333,9.56276666667
551.01,11.5832,34.2477333333,22.3339,27.3750424242,11.7079333333,10.2116333333,13.5745333333,24.5647666667,9.59936666667
551.35,11.6082333333,34.2662,22.3955666667,27.4097272727,11.7215333333,10.2233,13.5918666667,24.5966333333,9.62126666667
551.69,11.6226333333,34.3066,22.4646666667,27.4836848485,11.7429333333,10.2597333334,13.6172,24.6558666667,9.65856666666
552.03,11.6551666667,34.374,22.5385,27.5270242424,11.7657333333,10.2646666666,13.6332,24.7124666667,9.70236666667
552.38,11.6588666667,34.3884,22.5480666667,27.535430303,11.7498,10.2684333333,13.6374666667,24.7222,9.69736666667
552.72,11.6822,34.4405333333,22.5714,27.5857272727,11.7719333333,10.2908666667,13.6581333333,24.7772666667,9.71763333333
553.06,11.6601333333,34.4482666667,22.6140333333,27.6189393939,11.7696,10.2813666667,13.6348,24.8220333333,9.71566666665
553.40,11.6807,34.5402666667,22.67,27.6710848485,11.7878666667,10.2972333334,13.6558,24.8732666667,9.75056666667
553.74,11.6866333333,34.6038,22.7060666667,27.6985272727,11.793,10.296,13.6584666667,24.9047666667,9.72776666667
554.09,11.7502333333,34.7151333333,22.7817,27.7779030303,11.8494,10.3642666667,13.7368666667,24.9799,9.80423333332
554.43,11.7878333333,34.7941333333,22.8290333333,27.8413090909,11.8853333333,10.4105333333,13.7612,25.0542666667,9.84926666665
554.77,11.8237666667,34.8546666667,22.8841333333,27.8889878788,11.925,10.4368,13.7904666667,25.0857666667,9.89236666666
555.11,11.8556,34.9774,22.9285,27.974830303,12.0046666667,10.4817666667,13.8599333333,25.1790666667,9.9697
555.45,11.8688333333,35.03,22.931,27.9826060606,12.0090666667,10.5066666667,13.8638,25.2148333333,9.99223333333
555.80,11.853,35.0924,22.9378333333,28.0426606061,12.0220666667,10.5194666667,13.87,25.2535333333,9.98683333335
556.14,11.8423333333,35.0998,22.9240333333,28.0299212121,12.0217333333,10.5062,13.8638666667,25.2362333333,9.97283333333
556.48,11.8600666667,35.1436666667,22.9545666667,28.053569697,12.0424666667,10.5227,13.8864666667,25.2822,10.0139666667
556.82,11.9255333333,35.2475333333,22.9985333333,28.0901333333,12.0997333333,10.5813,13.9595333333,25.3338333333,10.0630666667
557.16,11.9660666667,35.2839333333,23.0311,28.1396909091,12.1834,10.6141666667,13.9889333333,25.3672666667,10.1144666667
557.50,12.0322,35.3526666667,23.1092666667,28.2071878788,12.2493333333,10.6919666667,14.0566666667,25.4347666666,10.1888333333
557.85,12.0132666667,35.3749333333,23.1176,28.1907575758,12.2525333334,10.687,14.0528666667,25.4365,10.1767333333
558.19,12.0493,35.47,23.1488,28.2455272727,12.2929333333,10.7134,14.0783333333,25.4837,10.1867666667
558.53,12.0140666667,35.4794,23.1482666667,28.2324060606,12.2802666667,10.6879,14.0710666667,25.4678666667,10.1379666667
558.87,12.0165333333,35.4470666667,23.1372333333,28.2096606061,12.2642666667,10.6742333333,14.0436,25.4746333333,10.1025333333
559.21,12.0428333333,35.5225333333,23.1490333333,28.2354,12.2886,10.6672,14.0846,25.4912,10.1149
559.55,12.0726666667,35.5672,23.1728666667,28.2307818182,12.3039333333,10.6844666667,14.1042666667,25.4771666667,10.1322
559.89,12.1323,35.6403333333,23.2439666667,28.2777575758,12.3611333333,10.727,14.1592666667,25.5571333333,10.1832333333
560.23,12.1930333333,35.7341333333,23.2984333333,28.3731454545,12.3963333333,10.7605333333,14.2188,25.5897,10.1998666667
560.58,12.1135333333,35.6906,23.2413333333,28.3220848485,12.3362666667,10.6717666667,14.1362666667,25.5154,10.1216333333
560.92,12.0671666667,35.6760666667,23.2155333333,28.2780181818,12.2654666666,10.6394,14.1084,25.4818666667,10.0524
561.26,12.0128,35.6580666667,23.1419333333,28.2133939394,12.2080666666,10.5854,14.0392,25.3984666667,9.99366666668
561.60,11.9833,35.6784,23.1300333333,28.2117151515,12.2012,10.5461666667,13.9933333334,25.3866666667,9.95110000001
561.94,11.9780333333,35.6697333333,23.1449666667,28.2443393939,12.1853333333,10.5309,14.0050666667,25.3982,9.9684
562.28,12.0245666667,35.7004666667,23.1816,28.2734060606,12.2092,10.5535,14.0117333333,25.4612666666,10.003
562.62,12.0294666667,35.8032,23.2028666667,28.3169575757,12.2144,10.5817,14.0144666667,25.492,10.0126
562.96,11.9961666667,35.7708666667,23.1975,28.3222666667,12.1988666667,10.5537666667,13.9685333333,25.4796666667,10.0033666667
563.30,12.0154,35.7786666666,23.2200333333,28.342169697,12.1976666667,10.5649666667,13.9722,25.495,10.0114
563.64,12.0428333333,35.8717333333,23.2750333333,28.4249030303,12.2254666666,10.5760333333,13.9892,25.5417,10.0287
563.99,12.0258666667,35.8871333333,23.2987333333,28.4261212121,12.2283333333,10.5568,13.9640666667,25.5621333333,10.0172
564.33,12.0582,35.9321333333,23.3307333333,28.4680545455,12.2514,10.5994,14.0130666667,25.6088666667,10.0663333333
564.67,12.0765,35.9884666667,23.3548,28.478030303,12.2977333333,10.6293333333,14.0324,25.6200666667,10.1108666667
565.01,12.1101333333,36.0382666667,23.4099666667,28.5207818182,12.3353333333,10.6690333333,14.0738,25.6856,10.1583333333
565.35,12.0962666667,36.0542,23.4306666667,28.5322969697,12.2955333333,10.6454333333,14.0635333333,25.6879666667,10.1516
565.69,12.1046333333,36.1176666667,23.4795333333,28.5446181818,12.3132666667,10.6894,14.0898,25.7070333333,10.1718666667
566.03,12.1117666667,36.15,23.4668666667,28.5329757576,12.3161333334,10.6985,14.1036666667,25.7049333333,10.1762666667
566.37,12.125,36.1564666667,23.4891,28.5263212121,12.2953333333,10.6853333333,14.0990666667,25.6951666666,10.1631
566.71,12.1626333333,36.2312,23.5499,28.5599939394,12.3232,10.7294666667,14.1469333333,25.7258,10.2015
567.05,12.1935333333,36.315,23.5867,28.6055393939,12.3836666667,10.7690333333,14.1938666667,25.7883,10.2427
567.39,12.1611,36.282,23.5584333333,28.5900969697,12.3692,10.7600666667,14.1762666667,25.7619666667,10.2391666667
567.73,12.1613666667,36.3187333333,23.5575,28.5721575758,12.3645333333,10.7583333333,14.1668666667,25.7629666667,10.2506
568.07,12.1924333333,36.371,23.5963333333,28.606769697,12.3936,10.7830333333,14.1737333334,25.7823666667,10.2605333333
568.41,12.2007,36.3838,23.6053666667,28.6288,12.3626666667,10.7828,14.1668,25.7992666667,10.2523
568.75,12.2354,36.4559333333,23.6623,28.6990424242,12.3902666666,10.8280333333,14.1977333333,25.8517333333,10.2872
569.09,12.2991333333,36.5267333333,23.6916666667,28.7635636364,12.4588666667,10.8858333333,14.249,25.8984,10.3400666667
569.43,12.2848,36.4983333333,23.6361,28.7281090909,12.4392,10.8615,14.1882,25.8586333333,10.3180666667
569.77,12.2749,36.526,23.6679,28.7424848485,12.4324,10.8439,14.1684666667,25.8670666667,10.3100666667
570.11,12.2908666667,36.5309333333,23.7005666667,28.7705090909,12.47,10.8722,14.1794666667,25.8968666667,10.3448
570.45,12.2905666667,36.556,23.713,28.785569697,12.4852,10.8829666666,14.1758666666,25.9261666667,10.3285666667
570.79,12.2502,36.5721333333,23.6985666667,28.7726060606,12.4493333333,10.8368666667,14.1448666667,25.9215666667,10.2864
571.13,12.2978333333,36.6364,23.7425666667,28.7940666667,12.4784,10.8609333333,14.1598,25.9855,10.3008333333
571.47,12.3218666667,36.6721333333,23.7815,28.8438606061,12.4962666667,10.8988666666,14.2032666667,26.0291333333,10.3289
571.81,12.2746666667,36.6330666667,23.7525,28.8131757576,12.4603333333,10.8558,14.173,25.9993666667,10.2988
572.15,12.2847666667,36.69,23.7704666667,28.850339394,12.4819333334,10.859,14.1844666667,26.0233666667,10.3099333333
572.49,12.3,36.6984666667,23.8064333333,28.8891757576,12.4934666667,10.8723333333,14.1912,26.0465333333,10.3136333333
572.83,12.3211666667,36.7614,23.8849666667,28.9142787879,12.5184,10.9112333333,14.2124,26.0885666667,10.3344666667
573.17,12.3238,36.7972666667,23.9139,28.9333939394,12.5224666667,10.9129,14.23,26.1153333333,10.3310333333
573.51,12.3044333333,36.8088,23.8851,28.936139394,12.5134,10.9117333333,14.2356,26.1043666666,10.3171
573.85,12.3338666667,36.8968,23.9264333333,28.9846909091,12.5368666667,10.9262666666,14.2778666667,26.1485666667,10.3387
574.19,12.3100666667,36.8902666667,23.9002333333,28.9470969697,12.4823333334,10.8718333333,14.2318,26.1053333333,10.3182
574.53,12.3306333333,36.8731333333,23.9080666667,28.973769697,12.4914,10.8904666667,14.2383333333,26.0894,10.3348666667
574.87,12.3405,36.9044,23.9153333333,28.9964787879,12.5036,10.9257666667,14.2670666667,26.0837,10.3692
575.21,12.3214333333,36.8504,23.8797666667,28.9602181818,12.4909333333,10.9148,14.2362,26.0427333333,10.3439333333
575.55,12.3631666667,36.8930666667,23.9264333333,28.9870969697,12.515,10.9678666667,14.2671333333,26.0583333333,10.3911333333
575.89,12.4016333333,36.943,23.9938666667,29.0224,12.5553333333,11.0257333333,14.3100666667,26.1012333333,10.4328
576.22,12.4099,37.0071333333,23.9822666667,29.051569697,12.574,11.0105333333,14.3184,26.1075666667,10.4296
576.56,12.3969,37.0108666667,23.9286333333,29.0544787879,12.5428,10.9986333333,14.3056,26.1121333333,10.434
576.90,12.459,37.0876,23.9861,29.1114787879,12.5966666667,11.0506333333,14.3564666667,26.1517,10.5011333333
577.24,12.5114666667,37.1342666667,24.0650333333,29.1777212121,12.6383333333,11.0752333333,14.3938,26.2320666666,10.5488
577.58,12.5352666667,37.1667333333,24.1135333333,29.2221333333,12.6763333333,11.1269666667,14.4193333333,26.2565666667,10.5953333333
577.92,12.6102666667,37.2710666667,24.1852333333,29.3423636364,12.7742666667,11.2421333333,14.5096666667,26.3377333333,10.6686
578.26,12.6392666667,37.3396666667,24.2160666667,29.3506727273,12.7776,11.2558666667,14.5338,26.3851,10.7003666667
578.60,12.6024333333,37.3758,24.2354,29.3616666666,12.769,11.2515666667,14.4938666667,26.3978,10.6768666667
578.94,12.6103666667,37.4632,24.2882,29.4149151515,12.7668666667,11.2670666667,14.5138,26.4458,10.6862333333
579.28,12.6685666667,37.5917333333,24.3664,29.5223272728,12.8396,11.3222333333,14.5949333333,26.5545666667,10.7265666667
579.61,12.6475,37.5719333333,24.3123333333,29.5093454545,12.8241333333,11.2797,14.5691333333,26.5332666667,10.6966333333
579.95,12.6581333333,37.5813333333,24.3304,29.4869515151,12.8186,11.3122666667,14.6118666667,26.5391333333,10.7302
580.29,12.6864,37.5677333333,24.3413,29.5097151515,12.8496666667,11.3332666667,14.6389333333,26.5394,10.7509333333
580.63,12.618,37.4652,24.2774333333,29.473569697,12.7608666666,11.2531,14.5604,26.4856,10.6779
580.97,12.5717333333,37.4354666667,24.2271333333,29.4773878788,12.717,11.2598666667,14.4946666667,26.4032333333,10.6357666667
581.31,12.5364666667,37.4172,24.1881333333,29.4552,12.7055333333,11.2197,14.4648,26.3927,10.5946333333
581.65,12.5237333334,37.4134666667,24.1861333333,29.4672484848,12.6922,11.1837333333,14.4320666667,26.4090666667,10.5834
581.98,12.5446666667,37.437,24.2555,29.5141030303,12.7214666667,11.2210333333,14.4618,26.4157666667,10.6300666667
582.32,12.6278666667,37.4918666667,24.2882333333,29.5902666667,12.7741333333,11.2391,14.5257333333,26.4611,10.6829
582.66,12.6741,37.5277333333,24.2818666667,29.6291030303,12.8042666667,11.2562333333,14.5896666667,26.4689666667,10.7376666667
583.00,12.6524,37.5378666667,24.2334333333,29.603769697,12.7753333333,11.2208666667,14.5478,26.4246333333,10.7191
583.34,12.6513666667,37.5484,24.2441333333,29.6260121212,12.7798666667,11.2220333333,14.5435333333,26.4339666667,10.7245333333
583.68,12.6486666667,37.5461333333,24.2635,29.6257515152,12.7982666667,11.2298,14.5359333333,26.4365,10.7126
584.01,12.6475666667,37.5615333333,24.3076333333,29.6054181818,12.7978666666,11.2482,14.5486,26.4642666667,10.7213333333
584.35,12.7519,37.6795333333,24.3987,29.6961272727,12.9406666666,11.3591666667,14.6725333333,26.5664333333,10.8486333333
584.69,12.8332,37.7894666667,24.5018333333,29.7497939394,12.979,11.4015666667,14.7770666667,26.6821666667,10.9140333333
585.03,12.7615,37.7820666667,24.4398666667,29.7048,12.8801333333,11.3462333333,14.7072666667,26.6147,10.8639333333
585.37,12.8135666667,37.8152666667,24.4986666667,29.7316181818,12.89,11.3948,14.7648666667,26.6745333333,10.8998
585.70,12.8349,37.8459333333,24.4752666667,29.7421272727,12.9033333333,11.4111,14.7627333333,26.6871666667,10.9012
586.04,12.8343,37.8254666667,24.4920333333,29.7304545454,12.8946666667,11.4221666667,14.7453333333,26.6671,10.9164666667
586.38,12.8066333333,37.8341333333,24.5266333333,29.7268666667,12.8893333333,11.4043,14.7026666667,26.6724333333,10.9015666667
586.72,12.8492333333,37.8389333333,24.5979333333,29.766969697,12.9240666667,11.4602666667,14.7416,26.7235333333,10.9470666667
587.06,12.8331,37.8677333333,24.6106333333,29.7839030303,12.906,11.4759,14.7225333333,26.7336666667,10.9465666667
587.39,12.8727,37.9426,24.6804,29.8442363636,12.9460666667,11.5150333333,14.758,26.8162666667,11.0043666667
587.73,12.9572,38.0409333333,24.7693333333,29.9608666667,13.0237333333,11.5803,14.8492,26.9012,11.0841
588.07,12.9221666666,38.0756666667,24.7904,29.9411151515,12.9849333333,11.5634,14.7872,26.8889333333,11.0058666667
588.41,12.9115333333,38.1286,24.7799666667,29.9283878788,13.004,11.5682666667,14.7701333333,26.8943,11.0092
588.74,12.9614333333,38.1602,24.7968666667,29.9282,13.0378,11.5808666667,14.8151333333,26.9528666667,11.0533666667
589.08,12.9487,38.1994666667,24.8106666667,29.9348606061,13.0538,11.5873666667,14.8158,26.9409666667,11.0647666667
589.42,12.9392,38.1964,24.8236666667,29.9369333333,13.0600666667,11.5797,14.8085333333,26.9671666667,11.0725666667
589.76,12.9147333333,38.2484,24.8189333333,29.9247090909,13.0395333333,11.5611666667,14.8057333334,26.9728,11.0451666667
590.09,12.9524,38.2965333333,24.8521666667,29.976460606,13.0722,11.5978333333,14.8101333333,27.0193333333,11.0545666667
590.43,12.9832333333,38.361,24.8869,30.0063939394,13.0954666667,11.6277666667,14.8288666667,27.0796333333,11.0724666667
590.77,13.0845666667,38.4328,24.9805333333,30.1047030303,13.1373333333,11.7004333333,14.9135333333,27.1914,11.1554666667
591.11,13.1034,38.4180666667,24.9552,30.1011818182,13.1147333333,11.6943333333,14.9050666667,27.1855333333,11.1497
591.44,13.0296666667,38.4010666667,24.8748666667,30.0304787879,13.0722666667,11.6408666667,14.824,27.1038666667,11.0849333333
591.78,13.0642666667,38.425,24.9029666667,30.0634848485,13.0622,11.6587,14.852,27.1592666667,11.1176
592.12,13.0186666667,38.3166,24.8716666667,30.0388909091,13.0483333333,11.6471333333,14.8244,27.1088666667,11.1126666667
592.46,13.0246666667,38.3847333333,24.9308666667,30.1215939394,13.0755333334,11.7033333333,14.834,27.14,11.1081666667
592.79,13.0229333333,38.4268,24.9387333333,30.1680727273,13.0762666667,11.6913666667,14.8197333333,27.1464,11.0990333333
593.13,13.001,38.4568,24.9200666667,30.166969697,13.042,11.6834666667,14.8054666667,27.1372666667,11.0526333333
593.47,13.0079666667,38.4662,24.9440333333,30.2116060606,13.0323333333,11.71,14.8104,27.1759666667,11.0477
593.80,13.0419,38.4790666667,24.9801666667,30.2143636364,13.0573333333,11.7269,14.8305333333,27.2107,11.1015
594.14,12.9644,38.4118,24.9142,30.1752242424,13.007,11.6535666667,14.7563333333,27.1644333333,11.0243333333
594.48,12.9385333333,38.4466666667,24.9101,30.1440545454,13.0305333333,11.6657,14.7727333333,27.152,11.0105333333
594.81,12.9182333333,38.4704,24.9163666667,30.1238242424,13.0375333333,11.6504666667,14.7701333333,27.1735666666,10.9935
595.15,12.9672,38.5044666667,24.9954,30.1996606061,13.0680666667,11.6929,14.8219333333,27.2363666667,11.0375333333
595.49,12.9558666667,38.5014666667,24.9667666667,30.1729272727,13.0605333333,11.6776666667,14.8247333333,27.1994666667,11.0581333333
595.82,12.9636666667,38.5712666667,25.0329,30.2160545455,13.0522666667,11.6763333333,14.8088,27.2191333333,11.0416666667
596.16,13.0121,38.5762,25.0631333333,30.2108848485,13.1019333333,11.7181,14.8595333333,27.2368333333,11.0997
596.50,13.0019,38.5171333333,25.0369,30.1557090909,13.0866666667,11.7131666667,14.8517333333,27.1924,11.0933666667
596.83,13.0183333333,38.4967333333,25.0777333333,30.1703151515,13.1447333333,11.7507666667,14.8830666667,27.2219,11.1493666667
597.17,13.0009666667,38.5242666667,25.1059,30.1855878788,13.1372,11.7340333333,14.8875333333,27.2085666667,11.1516
597.51,13.0081,38.5628666667,25.0795666667,30.2169030303,13.1497333333,11.7605,14.9052666667,27.2028,11.1337666667
597.84,13.0334666667,38.6404666667,25.1143333333,30.2491515152,13.1733333333,11.7841333333,14.9522,27.2068333333,11.1667
598.18,13.0284,38.6702666667,25.1229,30.2479575757,13.183,11.7754,14.9514666666,27.1997666667,11.1671
598.52,13.0266333333,38.7166,25.1563666667,30.3152848485,13.2119333333,11.82,14.9639333333,27.2199333333,11.2183
598.85,13.0140666667,38.7602,25.1484666667,30.2801939394,13.1899333333,11.7934666667,14.9242,27.2176666667,11.1827
599.19,13.0275,38.8502666667,25.206,30.3739939394,13.2399333333,11.8511,14.941,27.2770666667,11.1904
599.53,13.0655666667,38.838,25.1590333333,30.3306181818,13.2446666667,11.8530333333,14.9564,27.2881333333,11.2114333333
599.86,13.0680333333,38.857,25.1586666667,30.3889939394,13.2286666666,11.8584333333,14.9459333333,27.3035333333,11.2098666667
600.20,13.1389666667,38.9312,25.2386666667,30.4404121212,13.2857333333,11.9041,15.0035333333,27.3844,11.2386666667
600.53,13.1737,39.0002666667,25.2636333333,30.4632242424,13.2757333333,11.9271333333,15.0093333333,27.4107666667,11.2402666667
600.87,13.2282666667,38.9920666667,25.2354666667,30.4505212121,13.3483333333,11.9818,15.0351333333,27.4552,11.2954666667
601.21,13.2267333333,38.9715333333,25.2746666667,30.4370909091,13.3621333333,11.9973333333,15.0214,27.4726333333,11.3340666667
601.54,13.2422333333,38.9167333334,25.2909333333,30.4155939394,13.3574,11.9919,14.9764666666,27.4766333334,11.3364
601.88,13.2669666667,38.8826666667,25.2776666667,30.4129272727,13.3563333333,11.9866333333,14.9228,27.4558333333,11.3545
602.21,13.2993333333,38.8522,25.2897,30.3787393939,13.3467333333,11.962,14.932,27.4287666667,11.3182333333
602.55,13.3002333333,38.8592666667,25.3175666667,30.3977939394,13.3537333333,11.9783,14.9355333333,27.4377666667,11.3273
602.88,13.2607333333,38.7896,25.3004333333,30.3152666667,13.3268666667,11.9291,14.9184,27.4113,11.3186666667
603.22,13.2524333333,38.8178,25.3627666667,30.3821575758,13.3552,11.9581333333,14.9571333333,27.4363,11.3485
603.56,13.2641666667,38.8456666667,25.3785333333,30.3752060606,13.3888666667,11.9628333333,14.9841333333,27.4434,11.3638666667
603.89,13.2451333333,38.8745333333,25.3773333333,30.4010848485,13.3791333333,11.968,14.978,27.4637,11.3847666667
604.23,13.2602333333,38.8881333333,25.4249,30.4246666667,13.3866,11.9783666667,14.9818,27.4773666667,11.4018666667
604.56,13.2736333333,38.9291333333,25.4598666667,30.4652909091,13.3982666667,12.0036333333,15.0224,27.5027,11.4096
604.90,13.246,38.9195333333,25.4422666667,30.4224727273,13.3726,11.9661333333,15.0016666667,27.4671333333,11.3643666667
605.23,13.2920333333,38.9468666667,25.4537666667,30.4507757576,13.4178,12.0104666667,15.0356,27.5115666667,11.396
605.57,13.3208,39.0338666667,25.5322333333,30.5251272727,13.4648,12.0748333333,15.1206666667,27.5774666667,11.4537
605.90,13.3442,39.1037333333,25.5238,30.5703030303,13.4912666667,12.1138,15.1367333333,27.6155666667,11.4862333333
606.24,13.412,39.1918,25.5862666667,30.6704909091,13.5462666667,12.1754666667,15.2022,27.6937,11.5525333333
606.58,13.4295,39.2276,25.6118666667,30.6988424242,13.5809333333,12.2236333333,15.2335333333,27.6993333333,11.5614333333
606.91,13.5609,39.3795333333,25.6869666667,30.8032909091,13.6925333334,12.3045,15.3376666667,27.8078333333,11.6602666667
607.25,13.5458666667,39.4141333333,25.7076,30.8161454545,13.6807333333,12.3277,15.3198,27.8623666667,11.6427333333
607.58,13.5704,39.4366,25.7045333333,30.8097090909,13.7269333333,12.3742666667,15.3588666666,27.8982333333,11.6691333333
607.92,13.5736333333,39.4376666667,25.6775,30.8251878788,13.7376666667,12.4002,15.3784,27.8891333333,11.6787666667
608.25,13.5990333333,39.4389333333,25.7002666667,30.8208242424,13.7328666667,12.4022333333,15.3536,27.8872333333,11.6665666667
608.59,13.6506,39.4876,25.7443,30.9139393939,13.7399333333,12.4458333333,15.4049333333,27.9305666667,11.7138666667
608.92,13.6807333333,39.5384666667,25.7947666667,30.9710545455,13.7654,12.511,15.4544666667,27.9819666667,11.7694333333
609.26,13.6461,39.4258,25.6995333333,30.9232666667,13.7224666667,12.4643,15.3906666667,27.9464,11.7198
609.59,13.6248333333,39.359,25.7134,30.9250121212,13.7256,12.4866666667,15.3878666667,27.8994666667,11.7387
609.93,13.6016666667,39.276,25.6366666667,30.884369697,13.7158666667,12.4923,15.3878666667,27.8258666667,11.7274333333
610.26,13.6199666667,39.2744666667,25.6106,30.9186606061,13.6746666667,12.5028666667,15.3886666667,27.8106,11.7223666667
610.60,13.5731666667,39.2234666667,25.546,30.8902242424,13.6312666667,12.4738333333,15.3070666667,27.7492,11.6659666667
610.93,13.6198333333,39.1516666667,25.5460333333,30.9222424242,13.6582666667,12.4799,15.3362666667,27.7099,11.7007666667
611.27,13.6503333333,39.1974,25.6112333333,31.0424181818,13.7012666667,12.5131666667,15.3658,27.7238,11.7363666667
611.60,13.6271666667,39.2182,25.5846333333,31.0734606061,13.6898,12.4698666667,15.3378666667,27.7313,11.7228666667
611.93,13.5952666667,39.2125333333,25.5445333333,31.0947151515,13.6763333333,12.4855666667,15.3251333333,27.6994,11.7303
612.27,13.6016333333,39.2052666667,25.5325666667,31.1095454546,13.7224666667,12.5337333333,15.3260666667,27.7052666667,11.7865
612.60,13.5631,39.2044666667,25.5011,31.0870060606,13.6927333333,12.5009666667,15.3182666667,27.6647666667,11.7634666667
612.94,13.5815333333,39.2400666667,25.5581666667,31.1232969697,13.6868,12.5127666667,15.3322,27.6667,11.7829666667
613.27,13.6106333333,39.3166666667,25.5874,31.1515939394,13.7159333333,12.5243333333,15.3569333333,27.7556,11.8210333333
613.61,13.5769666667,39.3502666667,25.6299,31.1264060606,13.6898666667,12.5097666667,15.3078,27.7816,11.8097
613.94,13.6096,39.4017333333,25.6524666667,31.1806969697,13.7461333333,12.4948,15.3423333333,27.8181333333,11.8724666667
614.28,13.5763,39.3606666667,25.682,31.1386909091,13.6963333333,12.4896333333,15.3596,27.8167333333,11.8731333333
614.61,13.6144,39.4755333333,25.7464666667,31.1715454546,13.7484,12.5558333333,15.4357333333,27.8851333333,11.927
614.94,13.6916333333,39.5098666667,25.7537333333,31.1483515151,13.7778666667,12.5838666667,15.4762,27.9640666667,12.0056333333
615.28,13.7607666667,39.5332666667,25.8043333333,31.146830303,13.8304666667,12.645,15.55,27.9833333333,12.0456333333
615.61,13.8347,39.5872,25.9049,31.2150545455,13.9292,12.6936666667,15.6251333333,28.0761666666,12.1251
615.95,13.8777333333,39.6994,25.9737333333,31.2653939394,13.9497333333,12.7083,15.6658,28.1480333333,12.1030333333
616.28,13.8881666667,39.6469333333,25.9502,31.2556666667,13.9500666667,12.7129,15.6435333333,28.1023666667,12.0948
616.61,13.8891333333,39.6759333333,25.9789333333,31.2443818182,13.9772666667,12.7133666667,15.6354,28.1411333334,12.0746
616.95,13.9494666667,39.745,26.0523666667,31.2866787879,14.023,12.7339,15.6646,28.1739333333,12.0836333333
617.28,13.9857666667,39.7278666667,26.0709333333,31.3401939394,14.0589333333,12.7493333333,15.6829333333,28.2040333333,12.1376333333
617.62,14.0027666667,39.7405333333,26.1157333333,31.3162545455,14.0688666667,12.7782666667,15.6850666667,28.2422333333,12.1274333333
