wavelength,Back_OryFunf,Belly_OryFunf,Breast_OryFunf,Crissum_OryFunf,Crown_OryFunf,DorTail_OryFunf,Patch10_OryFunf,Rump_OryFunf,Throat_OryFunf,WingTip_OryFunf
539.69,7.7102,14.9998333334,11.2525,11.8007333333,8.01726666667,7.0724,8.76666666666,7.70808888889,11.1304857143,9.2357
540.03,7.7235,15.02375,11.2641,11.8093666667,8.01413333333,7.0781,8.77193333333,7.71526666667,11.1304142857,9.24200000001
540.37,7.73333333333,15.0603333333,11.2877333333,11.8248666667,8.02466666667,7.09623333334,8.79539999999,7.74251111111,11.1553952381,9.25203333333
540.72,7.72653333333,15.0670833334,11.2661666667,11.8122333333,8.0042,7.08833333333,8.79653333333,7.74728888889,11.1708619048,9.2443
541.06,7.72386666667,15.0745,11.2496,11.8137,7.98906666667,7.07283333333,8.77939999999,7.75075555556,11.1814904762,9.24623333334
541.40,7.7352,15.1204166667,11.2714666667,11.8447666667,8.0078,7.09373333333,8.80026666666,7.77313333333,11.2075047619,9.27890000001
541.75,7.7438,15.1426666666,11.2979333333,11.866,8.01386666667,7.10033333333,8.80826666666,7.78688888889,11.2263095238,9.28666666667
542.09,7.74636666667,15.169,11.308,11.8777333333,8.01566666667,7.10093333333,8.81119999999,7.81013333333,11.2290809524,9.2819
542.43,7.77093333333,15.2181666667,11.3318333333,11.8960333333,8.045,7.12436666667,8.82439999999,7.82902222222,11.2589714286,9.30090000001
542.78,7.78253333333,15.2355833334,11.3512666667,11.9133,8.05386666667,7.11883333333,8.82786666667,7.84551111111,11.2688476191,9.29046666666
543.12,7.79793333333,15.2675833334,11.3968666667,11.9323666667,8.08773333333,7.1479,8.84813333333,7.86077777778,11.3031904762,9.32723333333
543.46,7.78483333333,15.2609166667,11.4072666667,11.9314333333,8.0894,7.1292,8.82693333333,7.84584444444,11.3194,9.32523333333
543.81,7.7717,15.2876666667,11.4381,11.9456666667,8.10173333333,7.14243333333,8.83093333333,7.86935555555,11.3547809524,9.3231
544.15,7.76156666667,15.2955,11.4477333333,11.9606333333,8.0998,7.13093333333,8.81433333333,7.86195555555,11.3532809524,9.30583333333
544.49,7.76626666667,15.3241666667,11.4758666667,11.9909333333,8.12766666667,7.14643333333,8.81306666667,7.87788888889,11.3629571429,9.32093333334
544.84,7.76846666667,15.37575,11.5128,12.0212666667,8.15519999999,7.15643333333,8.81926666667,7.8934,11.3687809524,9.3261
545.18,7.79323333333,15.4208333334,11.5449666667,12.0453,8.16493333333,7.1681,8.83106666667,7.91795555556,11.4014047619,9.32483333334
545.52,7.83513333333,15.4940833333,11.6075666667,12.1055666667,8.21113333333,7.21606666667,8.87673333334,7.9538,11.4500952381,9.36290000001
545.87,7.86516666667,15.5540833333,11.6402,12.1578333333,8.23366666667,7.2453,8.90073333333,7.96708888889,11.4896047619,9.3832
546.21,7.8651,15.5635833333,11.6519333333,12.1819333333,8.23846666667,7.23103333333,8.89766666667,7.96986666667,11.4953047619,9.37473333334
546.55,7.85813333334,15.5898333334,11.6451333333,12.2172333333,8.22613333334,7.21583333333,8.89460000001,7.95248888889,11.4996333333,9.36969999999
546.90,7.90253333333,15.6456666667,11.6814333333,12.2741666667,8.25700000001,7.20973333333,8.92166666666,7.97764444444,11.5397285714,9.37093333334
547.24,7.92116666667,15.7169166667,11.7165333333,12.3215333333,8.27719999999,7.2312,8.96080000001,8.01184444444,11.5686571429,9.36636666666
547.58,7.9702,15.7971666667,11.7490666667,12.3875666667,8.32979999999,7.25676666667,9.00360000001,8.04713333333,11.6149285714,9.43686666666
547.92,8.03736666667,15.889,11.8160333333,12.4636333333,8.38739999999,7.30203333333,9.06140000001,8.09971111111,11.6895333333,9.49543333334
548.27,8.08043333333,15.9720833333,11.8803666667,12.5361333333,8.4298,7.32656666667,9.11226666667,8.14017777778,11.7350571429,9.52220000001
548.61,8.13703333333,16.0505833333,11.9379,12.5890333333,8.45186666666,7.34883333333,9.16000000001,8.17617777778,11.7959095238,9.55299999999
548.95,8.17646666667,16.13325,12.0078333333,12.6651666667,8.50926666666,7.38143333333,9.21553333333,8.21466666667,11.8572809524,9.60030000001
549.29,8.16876666667,16.1815,11.9967666667,12.6750333333,8.51533333333,7.37553333333,9.2168,8.23091111111,11.8885857143,9.59530000001
549.64,8.2099,16.2453333333,12.0679333333,12.7294666667,8.58386666666,7.40776666667,9.26399999999,8.26622222222,11.9489047619,9.6349
549.98,8.25823333333,16.3303333333,12.1123333333,12.794,8.60113333333,7.43816666667,9.30613333333,8.30515555555,12.0068952381,9.65543333333
550.32,8.3055,16.4286666667,12.1953,12.8375,8.67553333333,7.487,9.35913333333,8.35922222222,12.0903809524,9.70603333334
550.66,8.31456666667,16.4581666667,12.2236666667,12.8603666667,8.69166666666,7.4966,9.37726666667,8.36797777778,12.1215666667,9.71566666667
551.01,8.32083333333,16.5036666667,12.227,12.8828666667,8.72006666667,7.49063333333,9.39699999999,8.38535555555,12.1361857143,9.74883333334
551.35,8.29356666666,16.4850833334,12.2116,12.8593666667,8.67946666666,7.4394,9.34066666666,8.33906666667,12.0943095238,9.66330000001
551.69,8.2698,16.5189166667,12.2164666667,12.868,8.66493333334,7.43513333333,9.32013333335,8.31611111111,12.1068666667,9.65866666666
552.03,8.28123333333,16.5400833333,12.2321333333,12.8984333333,8.65833333334,7.44906666667,9.34493333333,8.328,12.1290333333,9.6591
552.38,8.29976666667,16.56675,12.2822666667,12.9528,8.71426666667,7.50746666666,9.38513333333,8.37057777778,12.1787095238,9.68496666667
552.72,8.28943333333,16.5544166667,12.2849333333,12.9517666667,8.7132,7.50426666667,9.36139999999,8.35548888889,12.151347619,9.67816666667
553.06,8.32413333333,16.5705,12.3186,12.9791,8.74033333334,7.5166,9.39726666665,8.37042222222,12.1594428571,9.70113333333
553.40,8.33796666667,16.6353333334,12.3224666667,12.9892666667,8.73666666666,7.51983333333,9.40473333334,8.40471111111,12.2021857143,9.71146666666
553.74,8.36946666667,16.69825,12.3917,13.0189,8.77786666667,7.56366666667,9.43839999999,8.43913333333,12.2141571429,9.76770000001
554.09,8.4077,16.7461666667,12.3969,13.0653666667,8.79246666666,7.60126666667,9.44659999999,8.46108888889,12.2169761905,9.78726666667
554.43,8.4529,16.8163333334,12.4418666667,13.1294333333,8.83399999999,7.64986666667,9.47899999999,8.51435555556,12.2346380952,9.84086666667
554.77,8.44566666667,16.8160833334,12.45,13.1419666667,8.7978,7.6399,9.47173333334,8.49384444445,12.2248571429,9.81260000001
555.11,8.43323333333,16.8566666667,12.4584666667,13.1906666667,8.81066666667,7.6575,9.48646666666,8.49188888889,12.2348,9.83509999999
555.45,8.44446666667,16.92625,12.4761,13.2259333333,8.83800000001,7.65266666667,9.50953333334,8.52253333333,12.2533761905,9.82276666666
555.80,8.48343333333,16.9969166667,12.5393,13.2704333333,8.90019999999,7.6718,9.54713333334,8.58024444444,12.3273285714,9.87986666666
556.14,8.50033333333,17.0560833333,12.5655,13.3001333333,8.90913333334,7.67066666667,9.54926666667,8.58833333333,12.3545285714,9.90956666667
556.48,8.55966666667,17.1680833333,12.6627,13.3772666667,8.94953333333,7.72173333334,9.61246666665,8.65915555555,12.4501380952,9.94353333334
556.82,8.52806666667,17.22675,12.6742333333,13.3778333333,8.96213333333,7.708,9.60586666667,8.64931111111,12.4554333333,9.93583333333
557.16,8.5131,17.18475,12.6624666667,13.3943666667,8.94893333333,7.69463333333,9.59406666667,8.61364444445,12.4200142857,9.92179999999
557.50,8.4826,17.17925,12.6529,13.4049666667,8.89433333333,7.63623333333,9.57353333333,8.58677777778,12.4053333333,9.88976666666
557.85,8.47286666667,17.2199166667,12.6861,13.4324666667,8.92633333334,7.6358,9.60606666665,8.64028888888,12.477547619,9.91313333334
558.19,8.47536666667,17.2769166667,12.7308333333,13.4318,8.91819999999,7.6113,9.62780000001,8.63464444445,12.5212428571,9.88786666667
558.53,8.4935,17.3235833333,12.7664333333,13.4562333333,8.95266666667,7.6305,9.63733333333,8.65571111111,12.5713761905,9.90520000001
558.87,8.54633333333,17.41075,12.8374333333,13.5094333333,9.00899999999,7.69496666667,9.66620000001,8.69691111111,12.6587428571,9.9451
559.21,8.52666666667,17.3881666667,12.8261666667,13.4835666667,8.96093333333,7.6823,9.62126666667,8.67915555555,12.6503238095,9.93106666666
559.55,8.49923333333,17.40225,12.7863333333,13.4841666667,8.92006666667,7.64783333333,9.58686666668,8.63551111112,12.6300285714,9.88653333333
559.89,8.50183333333,17.4045,12.7827333333,13.4648,8.90266666667,7.62156666667,9.5984,8.6416,12.6199904762,9.84899999999
560.23,8.4026,17.3375833333,12.6429,13.3797666667,8.81046666666,7.4992,9.48193333335,8.55397777778,12.5193761905,9.75236666667
560.58,8.4195,17.3538333333,12.6638666667,13.3962666667,8.78653333334,7.50666666667,9.45373333333,8.56,12.5539380952,9.73716666667
560.92,8.45473333333,17.4454166667,12.6952666667,13.4269333333,8.82286666668,7.5353,9.4974,8.617,12.610347619,9.74150000001
561.26,8.4805,17.5171666667,12.7243333333,13.4531333333,8.86526666667,7.583,9.49320000001,8.65264444445,12.6670809524,9.75836666666
561.60,8.47993333333,17.5528333333,12.7600666667,13.4665333333,8.84153333333,7.5851,9.49053333332,8.64982222222,12.6485142857,9.74246666667
561.94,8.51626666667,17.6135,12.8006666667,13.5407,8.89326666667,7.64203333333,9.5238,8.70191111111,12.7106428571,9.79796666667
562.28,8.5148,17.6294166667,12.8139666667,13.5392333333,8.88246666667,7.616,9.50119999999,8.69666666667,12.7113380952,9.7757
562.62,8.512,17.65775,12.8078,13.5276666667,8.86760000001,7.60556666667,9.51573333333,8.73366666667,12.6999714286,9.7882
562.96,8.54373333333,17.71075,12.8536666667,13.5787666667,8.9206,7.6145,9.55906666667,8.75433333334,12.7344238095,9.82023333333
563.30,8.5351,17.7515,12.8699,13.6049666667,8.92386666667,7.62383333333,9.54960000001,8.73704444444,12.7320571429,9.79260000001
563.64,8.51836666667,17.7658333333,12.8772666667,13.6516666667,8.91993333333,7.60006666667,9.53013333333,8.74408888888,12.7489666667,9.80116666667
563.99,8.55763333333,17.8596666667,12.9488,13.6944666667,8.97579999999,7.6468,9.59419999999,8.77999999999,12.8200761905,9.83646666666
564.33,8.5486,17.8706666666,12.9414666667,13.7128666667,8.98346666666,7.6059,9.6092,8.79084444445,12.8169714286,9.82723333333
564.67,8.52173333333,17.88,12.9599333333,13.7218666667,8.9798,7.5876,9.60213333332,8.76775555555,12.8281904762,9.84933333333
565.01,8.5353,17.9039166667,12.9798,13.7460666667,9.01060000001,7.60906666667,9.6546,8.78028888889,12.8594857143,9.85319999999
565.35,8.55393333333,17.9088333333,12.9976666667,13.7901666667,9.04099999999,7.6057,9.68353333332,8.78528888888,12.8875523809,9.85720000001
565.69,8.53543333333,17.9153333333,12.9881,13.7786666667,9.01686666667,7.55546666667,9.66653333334,8.78011111111,12.8861142857,9.8387
566.03,8.5976,18.0055833333,13.0516333333,13.8884666667,9.08433333334,7.63106666667,9.74186666667,8.85988888888,12.9513857143,9.92620000001
566.37,8.61236666667,18.01075,13.0498,13.9271666667,9.08473333333,7.61523333333,9.74113333333,8.8484,12.9697190476,9.90003333334
566.71,8.63143333333,18.0396666666,13.0715666667,13.9356,9.10233333333,7.64103333333,9.78266666666,8.88133333334,12.9788,9.92183333333
567.05,8.63936666667,18.012,13.0942,13.937,9.10286666667,7.6048,9.77446666667,8.90451111112,12.9874142857,9.9399
567.39,8.65263333333,18.045,13.1008666667,13.929,9.09853333334,7.61566666667,9.78113333334,8.89579999999,12.9945047619,9.92533333333
567.73,8.70723333333,18.0876666667,13.1383333333,13.9868,9.14733333334,7.62606666667,9.815,8.93377777778,13.0306714286,9.96416666667
568.07,8.77683333333,18.1854166666,13.2356333333,14.1123333333,9.21960000001,7.69956666667,9.87893333334,9.00326666667,13.1302952381,10.0554333333
568.41,8.80723333334,18.2425833334,13.2567,14.1355666667,9.24826666667,7.70283333333,9.88820000001,9.04184444445,13.137047619,10.0674
568.75,8.77903333333,18.2350833333,13.2176666667,14.1402333333,9.23093333333,7.65416666667,9.86073333333,9.0334888889,13.1237952381,10.0460333333
569.09,8.77803333333,18.2811666667,13.2454666667,14.1577666667,9.24753333333,7.63753333333,9.83560000001,9.03744444445,13.1463952381,10.0732666667
569.43,8.80003333333,18.3181666667,13.2918333333,14.2001333333,9.26106666666,7.67013333333,9.84873333333,9.03386666666,13.1723809524,10.0769333333
569.77,8.78243333333,18.32,13.2938333333,14.1864,9.23306666667,7.6553,9.83293333333,9.01135555555,13.1724809524,10.0409333333
570.11,8.78806666667,18.3823333333,13.3487333333,14.2138,9.26273333335,7.65596666666,9.88406666665,9.06315555555,13.2194714286,10.0516333333
570.45,8.8289,18.4359166667,13.3893333333,14.2659333333,9.29346666667,7.69316666667,9.89539999999,9.09406666667,13.2694761905,10.0634333333
570.79,8.8886,18.5448333333,13.4429,14.3278666667,9.34686666665,7.76713333333,9.94160000001,9.15457777777,13.3223142857,10.0984
571.13,8.94753333333,18.6363333333,13.5196,14.4379333333,9.4246,7.82093333333,9.99933333333,9.21602222223,13.3989285714,10.1557
571.47,8.99686666667,18.7344166667,13.5694,14.5385,9.46679999999,7.89046666667,10.0694666667,9.29662222222,13.476347619,10.2117
571.81,9.00936666667,18.7530833333,13.5479,14.5275,9.46639999999,7.88053333333,10.0878,9.31764444444,13.4695809524,10.2241666667
572.15,9.0023,18.7483333333,13.5553666667,14.5737,9.43693333332,7.87216666667,10.0956666667,9.32375555555,13.4995333333,10.2326666667
572.49,9.02776666667,18.8128333333,13.5997333333,14.5965,9.46633333334,7.8771,10.1102,9.33104444444,13.5235380952,10.2238
572.83,9.06606666667,18.8775,13.6400666667,14.6466,9.50026666667,7.94296666667,10.1623333333,9.37322222222,13.5583523809,10.2491666667
573.17,9.09046666667,18.9243333333,13.6435,14.689,9.51746666667,7.96713333333,10.1792666667,9.41908888889,13.5604285714,10.2755666667
573.51,9.0866,18.9384166667,13.6375,14.6711666667,9.49646666666,7.94816666667,10.1564,9.41806666667,13.553447619,10.2750666667
573.85,9.14976666667,18.9880833333,13.6957333333,14.7502,9.54406666667,8.01003333333,10.1861333333,9.46048888888,13.6062619048,10.3369666667
574.19,9.11173333333,18.9879166667,13.6746666667,14.7234,9.50319999999,7.97123333334,10.1411333333,9.42515555556,13.5796761905,10.3053666667
574.53,9.1471,19.0614166667,13.7402666667,14.7924333333,9.55006666668,8.0106,10.1907333333,9.47071111111,13.6242619048,10.3543666667
574.87,9.1512,19.1016666667,13.7520333333,14.7896333333,9.55733333332,8.02746666667,10.2108666667,9.49428888889,13.632452381,10.3791666667
575.21,9.10916666667,19.0620833333,13.7508,14.7445333333,9.52726666668,8.01496666667,10.1427333333,9.43168888889,13.5872380952,10.3163333333
575.55,9.0711,19.0796666667,13.7658,14.7207333333,9.50086666667,8.00356666667,10.0954666667,9.39177777778,13.5578095238,10.2549333333
575.89,9.1294,19.1633333333,13.8232666667,14.7572,9.59646666668,8.06373333333,10.1392,9.42586666667,13.6057047619,10.2865333333
576.22,9.14743333333,19.2225833334,13.8589666667,14.8142,9.61106666667,8.10656666667,10.1626666667,9.48191111112,13.6332428571,10.34
576.56,9.15809999999,19.2265,13.8682,14.8101,9.61733333333,8.1031,10.172,9.50315555555,13.6580095238,10.3600333333
576.90,9.12956666667,19.228,13.8806333333,14.8097333333,9.63006666667,8.08496666667,10.1599333333,9.48206666665,13.6945857143,10.3441333333
577.24,9.15609999999,19.2814166667,13.9283666667,14.8203,9.68559999999,8.10153333333,10.2226666667,9.51680000001,13.7471380952,10.3736666667
577.58,9.12073333334,19.2988333334,13.9188,14.8002,9.65693333334,8.08276666667,10.2023333333,9.49733333334,13.7358190476,10.3559
577.92,9.17206666666,19.3888333334,13.9955,14.9010666667,9.72893333333,8.13903333333,10.2734,9.57511111111,13.8288285714,10.4549
578.26,9.0982,19.3415,13.9257,14.8410666667,9.63813333333,8.066,10.1902666667,9.48717777779,13.7818238095,10.3920333333
578.60,9.1481,19.402,13.9472333333,14.8881333333,9.68753333334,8.09836666667,10.2257333333,9.52746666666,13.8370666666,10.4230333333
578.94,9.15623333333,19.4220833333,13.9191666667,14.8779666667,9.67013333332,8.0611,10.2413333333,9.54286666667,13.8488333333,10.4593
579.28,9.22946666667,19.4970833333,13.9995333333,14.9563666667,9.75606666666,8.1357,10.3285333333,9.62013333335,13.9301380952,10.5626666667
579.61,9.16423333333,19.429,13.9487333333,14.9113,9.67960000001,8.05596666667,10.2657333333,9.57706666668,13.8664857143,10.5185
579.95,9.19886666667,19.4254166667,13.9593333333,14.9409,9.71420000001,8.07233333333,10.2778,9.59653333333,13.9003619048,10.5442666667
580.29,9.24583333333,19.4753333333,14.0063666667,14.9965666667,9.77259999999,8.11566666667,10.3292666667,9.64077777779,13.9729142857,10.5712666667
580.63,9.26930000001,19.5304166667,13.9973,15.0131666667,9.7742,8.1327,10.3413333333,9.66117777778,13.9728809524,10.5731
580.97,9.26183333333,19.5526666666,14.008,15.0467333333,9.75346666667,8.15043333333,10.3038666667,9.65811111112,13.9797809524,10.5687
581.31,9.28986666666,19.5345833333,14.0062666667,15.0369666667,9.75566666667,8.1673,10.2952,9.63126666666,13.9585238095,10.5742333333
581.65,9.30426666666,19.501,13.9861333333,15.0300666667,9.77073333334,8.1659,10.3040666667,9.65757777778,13.9501285714,10.5485666667
581.98,9.35783333334,19.5694166667,14.0695666667,15.0930333333,9.84659999999,8.22703333333,10.377,9.71955555555,14.0307952381,10.5886666667
582.32,9.3138,19.4938333333,14.0457666667,15.0596,9.7582,8.18243333333,10.3037333333,9.65422222221,14.022247619,10.5370333333
582.66,9.35746666667,19.5594166667,14.1406,15.1047666667,9.79806666666,8.24196666667,10.3396,9.69193333333,14.0988142857,10.5780333333
583.00,9.37066666667,19.5766666667,14.1530333333,15.1570333333,9.80306666666,8.24283333333,10.3648666667,9.72806666667,14.1403142857,10.5712666667
583.34,9.44913333334,19.679,14.2368333333,15.2306,9.83733333334,8.32456666666,10.4284666667,9.80204444445,14.2300428571,10.6068333333
583.68,9.45216666667,19.7214166667,14.286,15.2307,9.83293333333,8.33583333333,10.4297333333,9.78642222223,14.2442761905,10.6419333333
584.01,9.37900000001,19.70825,14.2195,15.1976,9.74186666667,8.2481,10.3216,9.72713333334,14.1588142857,10.5637333333
584.35,9.40860000001,19.7893333333,14.2900333333,15.2161333333,9.78279999999,8.31256666667,10.3685333333,9.78808888887,14.2093047619,10.6232666667
584.69,9.3748,19.7726666667,14.2437666667,15.2637666667,9.761,8.21603333333,10.335,9.76408888888,14.1840904762,10.5453666667
585.03,9.35000000001,19.82525,14.2757,15.2735333333,9.75813333332,8.1801,10.3531333333,9.80735555555,14.2025952381,10.5306666667
585.37,9.34323333333,19.89,14.296,15.3180666667,9.74033333334,8.1688,10.3579333333,9.76477777777,14.2293857143,10.5275333333
585.70,9.29796666667,19.8454166667,14.2509,15.2667,9.72133333335,8.11136666667,10.3033333333,9.71484444445,14.2219047619,10.5
586.04,9.22723333333,19.8264166667,14.2028333333,15.2352333333,9.69006666666,8.03433333333,10.2580666667,9.68186666667,14.1186809524,10.4435333333
586.38,9.24686666666,19.88575,14.1931666667,15.2903666667,9.72693333333,8.0408,10.2802666667,9.71526666667,14.1369095238,10.4483666667
586.72,9.31296666666,20.0190833333,14.2448,15.3332333333,9.7738,8.05963333333,10.2846,9.72755555556,14.2264285714,10.4866333333
587.06,9.28633333333,20.0424166667,14.2499666667,15.3442,9.78226666667,8.02133333333,10.2543333333,9.69266666667,14.2297190476,10.4699666667
587.39,9.35703333333,20.1289166666,14.3203333333,15.4397,9.85446666665,8.07016666667,10.3412666667,9.77700000001,14.3127142857,10.5225666667
587.73,9.41526666666,20.2464166667,14.4,15.5213,9.91193333334,8.16646666667,10.4335333333,9.84019999999,14.4031095238,10.592
588.07,9.38899999999,20.2160833333,14.3903,15.5509,9.91426666666,8.09903333333,10.411,9.80411111111,14.4051619048,10.5617
588.41,9.46469999999,20.3175833333,14.4334333333,15.5814333333,9.97826666665,8.1842,10.4782666667,9.84571111111,14.4719428571,10.6627666667
588.74,9.51526666667,20.3948333334,14.4457,15.6362333333,10.0052666667,8.2216,10.4996666667,9.85202222222,14.5223571429,10.7083333333
589.08,9.54226666666,20.4313333334,14.5125333333,15.6401666667,10.0334,8.23956666667,10.5282,9.91148888888,14.5074428571,10.7287333333
589.42,9.61053333332,20.5185,14.5570333333,15.7268,10.0913333334,8.2986,10.6340666667,10.0180888889,14.5628666667,10.7767666667
589.76,9.67523333333,20.6723333334,14.6422666667,15.8230666667,10.1883333333,8.36216666667,10.7158666667,10.0907333333,14.6493666667,10.8322333333
590.09,9.73003333333,20.6734166667,14.7178,15.8822,10.2436,8.39176666667,10.7810666667,10.1382,14.6774809524,10.8713
590.43,9.64136666667,20.57925,14.6237333333,15.8285333333,10.1555333333,8.35503333333,10.7320666667,10.0763555556,14.5654238095,10.7918
590.77,9.60073333333,20.55575,14.5687333333,15.7934333333,10.1109333333,8.32816666667,10.6880666667,10.0512888889,14.5056380953,10.7498333333
591.11,9.56493333333,20.5245833333,14.5425,15.7349,10.0989333333,8.30073333333,10.6456,10.0062666667,14.4625809524,10.7082
591.44,9.59206666665,20.4751666667,14.5380666667,15.7424333333,10.1086666667,8.2839,10.6514666667,10.0088,14.4516761905,10.7358666667
591.78,9.62000000001,20.54175,14.5216333333,15.7624333333,10.0825333333,8.29963333333,10.6541333333,10.0238888889,14.4690238095,10.7499
592.12,9.68426666666,20.641,14.6356666667,15.8796,10.1717333333,8.3464,10.7360666667,10.1034,14.5492095238,10.8046
592.46,9.7062,20.6516666667,14.6465333333,15.9221,10.1964,8.33273333333,10.7688,10.1334666667,14.5526285714,10.8418333333
592.79,9.72986666667,20.7295833333,14.6858666667,16.0035666667,10.2082666667,8.36223333333,10.7792666667,10.1361555555,14.6249571429,10.8523333333
593.13,9.72399999999,20.79225,14.7210666667,16.0270333333,10.2047333333,8.3128,10.7451333333,10.1207777778,14.6132761905,10.8328
593.47,9.68660000002,20.71775,14.7211,15.9869333333,10.1462666667,8.29373333333,10.7050666667,10.0821333333,14.5974095238,10.8105666667
593.80,9.63076666667,20.74625,14.6735666667,15.9560666667,10.0618666667,8.23606666667,10.6628666667,10.0279555555,14.559552381,10.7826
594.14,9.70026666667,20.8149166667,14.8066333333,16.0668,10.1468666667,8.29156666667,10.7073333333,10.1121333333,14.6496380952,10.8693666667
594.48,9.78333333332,20.9605833333,14.8841666667,16.1624333333,10.2311333333,8.37793333333,10.8203333333,10.2129555556,14.7593142857,10.9514
594.81,9.78863333335,20.9979166667,14.9212,16.2030333333,10.1952666667,8.36293333333,10.8109333333,10.2065555556,14.7753571429,10.9329
595.15,9.77526666667,21.0400833333,14.9460666667,16.2132666667,10.202,8.3592,10.7884,10.1800444444,14.7778571429,10.9487666667
595.49,9.86413333333,21.09,15.0869666667,16.2874,10.3038666667,8.4106,10.8748,10.2554888889,14.8490428572,11.0009
595.82,9.88516666667,21.1308333333,15.0946666667,16.2895,10.3136,8.42273333333,10.8912666667,10.2818888889,14.8678761905,11.0389333333
596.16,9.85116666665,21.18075,15.1274,16.2925333333,10.2938,8.4177,10.8457333333,10.2532222222,14.8982,10.9953666667
596.50,9.87333333333,21.1930833333,15.1519333333,16.3134333333,10.3093333333,8.4321,10.8661333333,10.2584888889,14.9303333333,11.0136333333
596.83,9.9463,21.2524166666,15.2034,16.3980666667,10.3734666667,8.52776666667,10.9227333333,10.3181555556,14.9999666667,11.1048666667
597.17,10.0240666667,21.3470833333,15.2789333333,16.4908,10.4666,8.59143333333,10.9954666667,10.4137555556,15.0901809524,11.199
597.51,10.0444666667,21.3770833333,15.3142333333,16.5067,10.5107333333,8.64076666667,10.9954666667,10.4508888889,15.1479,11.2201
597.84,10.1103666667,21.474,15.3369333333,16.5354,10.5627333333,8.65793333333,11.0772,10.5070444445,15.2206380953,11.2769333333
598.18,10.1075,21.4704166667,15.3720333333,16.55,10.5544666667,8.6354,11.0613333333,10.4753777778,15.2382047619,11.2823666667
598.52,10.1164666667,21.5170833333,15.3526,16.5820666667,10.5864666667,8.64296666667,11.0780666667,10.5025777778,15.2665809524,11.3188
598.85,10.1258333333,21.5301666667,15.338,16.5872666667,10.5867333333,8.6172,11.0778,10.5124666667,15.2706761905,11.2687666667
599.19,10.1065,21.5766666666,15.2969333333,16.6126333333,10.5546666667,8.6338,11.0931333333,10.5359777778,15.2965095238,11.2661
599.53,10.0250666667,21.5364166667,15.2499666667,16.5735333333,10.4655333333,8.5887,11.0313333333,10.4992444444,15.2659333333,11.1942666667
599.86,10.0395333333,21.5179166666,15.2389333333,16.5980666667,10.4814,8.59863333333,11.0541333333,10.5362222222,15.2472857143,11.1823
600.20,10.0515666667,21.5784166667,15.2317333333,16.6265333333,10.5021333333,8.63486666667,11.0729333333,10.6040666667,15.2725761905,11.2114
600.53,10.0180666667,21.5833333333,15.2116,16.6108333333,10.471,8.61983333333,11.0382666667,10.6008222222,15.2854571429,11.1816
600.87,10.0179333333,21.6649166667,15.202,16.6313,10.4574666666,8.59893333333,11.0610666667,10.5957555556,15.2809904762,11.1478666667
601.21,10.0261333333,21.7098333333,15.1762333333,16.6559333333,10.4506,8.5413,11.0495333333,10.5855555556,15.2766952381,11.1400666667
601.54,9.95260000001,21.70975,15.1856333333,16.6768333333,10.3981333333,8.53343333333,10.9874,10.5263777778,15.2424333333,11.1099
601.88,10.0318666666,21.76825,15.2402666667,16.7525666667,10.4640666667,8.60150000001,11.0272666667,10.5838888889,15.3013857143,11.1648
602.21,10.1304666667,21.8988333333,15.3944666667,16.8755333333,10.5568666667,8.70366666666,11.1456,10.6885555556,15.4329619048,11.2418333333
602.55,10.1361666667,21.9706666667,15.4748,16.9481333333,10.5775333333,8.7389,11.1982666667,10.7230444444,15.4891952381,11.2739666667
602.88,10.0905333333,21.9280833333,15.4649666667,16.9101666667,10.559,8.70446666667,11.1555333333,10.6830888889,15.4636904762,11.2553
603.22,10.1744666667,22.0320833334,15.5937,16.9977,10.6661333333,8.77226666667,11.2293333333,10.7329555556,15.5565571429,11.3091
603.56,10.2153666667,22.1229166667,15.6702666667,17.0313,10.7012666667,8.79946666667,11.2639333333,10.7730222222,15.5979523809,11.3616666667
603.89,10.2549666667,22.1593333333,15.7387,17.0837333333,10.7474666667,8.82,11.3029333333,10.8114222222,15.6446857143,11.4038333333
604.23,10.2776666667,22.16475,15.7740333333,17.1267666667,10.7749333334,8.81923333333,11.3297333333,10.8084666667,15.6186904762,11.4185666667
604.56,10.2825,22.1706666666,15.7914333333,17.1390333333,10.7691333333,8.84456666667,11.3232666667,10.7892,15.6401714286,11.4382
604.90,10.2924,22.1923333333,15.8475666667,17.1839,10.8074,8.89786666667,11.3803333333,10.8208666667,15.6624714286,11.4473666667
605.23,10.3312666666,22.2026666667,15.8606,17.2037,10.8301333333,8.90533333333,11.3975333333,10.8411111111,15.6688666667,11.4613333333
605.57,10.2914333333,22.1966666667,15.8657666667,17.1830333333,10.7930666667,8.85833333333,11.3616666667,10.8211111111,15.6346714286,11.4153333333
605.90,10.2246333333,22.1505,15.8277333333,17.0896,10.7412,8.79709999999,11.293,10.7722222222,15.5854952381,11.3768666667
606.24,10.2777333333,22.2568333333,15.8967333333,17.1551333333,10.8175333333,8.86139999999,11.3528,10.8342888889,15.6278190476,11.4236
606.58,10.3476333333,22.3581666666,15.9740333333,17.2297,10.8957333333,8.91333333334,11.3950666667,10.8910444445,15.6817333333,11.4818
606.91,10.2945,22.3534166666,15.9193333333,17.1972,10.8165333333,8.86643333334,11.3294666667,10.8720222222,15.5937190476,11.4415
607.25,10.3136,22.3844166667,15.923,17.2449666667,10.8489333333,8.90909999999,11.3604,10.8877777778,15.6300904762,11.4741
