wavelength,Back_CorPilm,Belly_CorPilm,Breast_CorPilm,Crissum_CorPilm,Crown_CorPilm,DorTail_CorPilm,Patch10_CorPilm,Rump_CorPilm,Throat_CorPilm,WingTip_CorPilm
195.89,-12.043,-62.9031333333,-58.2796,-25.5915333334,-23.0108,-88.1720666667,-31.1828666667,-29.6774,-47.2044000001,-42.6344333333
196.27,-0.456600000014,-40.6392666667,-42.5571333333,-12.42,-5.75346666667,-64.6575333333,-18.6759,-16.8949333333,-36.1642666667,-31.096
196.65,-2.58713333333,-46.0198666667,-51.8408,-13.7312666666,-8.85553333333,-69.1541333333,-25.6715666667,-26.6667333333,-44.5770666666,-38.5571666666
197.03,-1.52393333333,-42.4763,-50.5715333333,-11.238,-11.3334,-70.3809333333,-23.3809,-24.4762,-39.5237333333,-40.4761666667
197.40,-29.5652000001,-90.2173666667,-103.913066667,-52.6086,-42.8986,-135.217466667,-64.5652666666,-66.8116666667,-86.9564666665,-92.3187666667
197.78,-35.5554666667,-105.407533333,-115.407333333,-72.2962666665,-53.0370666667,-151.5556,-76.8888000001,-83.9999333333,-98.0740666667,-107.2593
198.16,-19.497,-75.9749333333,-90.8175333332,-50.5660666667,-32.4527333333,-128.176066667,-47.0441333333,-59.4969333334,-65.0314,-77.6729
198.54,-101.851866667,-180.648066667,-191.851866667,-142.962866667,-113.518533333,-239.629533333,-140.462766667,-153.148266667,-155.185333333,-172.037066667
198.92,-83.4146000001,-156.829233333,-161.625933333,-116.0976,-97.8862666666,-196.585333333,-133.739833333,-132.520266667,-137.073066667,-143.902366667
199.30,-77.5509333333,-139.795933333,-138.3674,-109.115666667,-81.2243333334,-173.333333333,-121.088466667,-120.272066666,-123.401466667,-120.7482
199.68,-70.9091333333,-132.9545,-133.484733333,-109.696933333,-80.6059999999,-171.969666667,-122.121266667,-119.394,-121.818266667,-114.166433333
200.06,-124.9462,-206.344033333,-198.494666667,-175.4836,-124.731066667,-256.128933333,-180.322533333,-193.118266667,-175.698866667,-186.774233333
200.44,-127.857066667,-225.952433333,-205.476266667,-204.5238,-135.952466667,-279.523733333,-189.2857,-215.714333333,-170.952333333,-195.237866667
200.82,-147.407266667,-271.481466667,-216.0494,-229.135933333,-145.925933333,-323.2098,-216.666633333,-241.234666667,-182.962933333,-217.036966667
201.19,-399.999933333,-676.388833333,-503.333333333,-585.555666667,-391.666733333,-763.3334,-543.8888,-641.1112,-492.777733334,-561.3889
201.57,-214.782533333,-361.739,-253.043533333,-308.695466667,-219.999933333,-388.695666667,-270.2897,-343.768133333,-255.942133333,-295.217366667
201.95,-215.238133333,-370.7937,-263.492,-328.888933333,-222.857066667,-410.7936,-267.301533333,-345.714266667,-269.841266666,-307.460533333
202.33,693.333333333,994.000000001,760.666666667,949.333333333,676.666666667,1028.66666667,820.666666667,941.999999999,816.666666667,832.0
202.71,457.435933333,712.8205,535.384533333,669.743733333,449.2308,747.179533333,579.743533333,661.538466667,577.435933333,551.794866667
203.09,327.619,497.619033333,372.063533333,473.333466667,331.746,510.476333333,396.0317,459.6826,424.127,393.968333333
203.47,243.655866667,357.849366667,286.2366,342.5808,247.3118,364.301,295.483933333,330.322466667,313.1182,297.5269
203.85,209.666666667,308.916666667,247.166666667,286.333333333,213.666666667,315.833333333,250.333333334,280.5,264.5,258.666666667
204.22,144.000066667,201.794866667,167.8974,192.307666667,148.923133333,213.538533333,170.256466667,184.0,179.179533333,168.102333333
204.60,155.6566,207.323333333,166.868733333,187.878866667,155.2524,214.242533333,173.383833333,185.151466667,185.4546,170.4545
204.98,168.363733333,220.727233333,183.999933333,210.545533333,170.787866667,228.6062,187.8788,198.666666667,205.454533333,186.727166667
205.36,184.074133333,231.7284,195.432,226.9136,180.6172,240.493933333,200.247,200.617266667,208.0246,194.567933333
205.74,135.8772,167.236833333,145.263133333,163.771933333,127.719266667,175.175533333,143.728033333,141.842066667,152.631466667,139.7368
206.12,137.833333333,169.791666667,143.583333333,163.0,130.0,177.5,151.166666667,151.416666667,151.416666667,146.083333333
206.50,149.378466666,196.8362,154.4632,185.536733333,143.615866667,209.717466667,170.395466667,172.768333333,165.875666667,174.237233333
206.87,162.424266667,221.454566667,169.9394,207.878933333,158.060466667,232.605933333,182.2424,187.151466667,183.151533333,191.757633333
207.25,184.0,243.866666667,191.733333333,240.533333333,179.6,263.333333334,204.0,202.8,197.2,220.666666667
207.63,154.047666667,210.0,155.833266667,200.119066667,153.452266667,223.8096,170.238066667,168.690466667,162.857133333,176.190533333
208.01,159.000133333,202.8889,147.555466667,191.000133333,153.111066667,213.000066667,168.6667,160.333333333,158.6666,173.333466667
208.39,196.899133333,266.4342,185.581466667,239.845,191.317933333,268.372266667,212.6356,205.116333333,203.876066667,229.0698
208.77,183.889,254.6526,187.083333333,242.916666667,187.222266667,261.389,211.1112,205.0,195.8334,221.875033333
209.14,201.212066667,283.333366667,192.4242,264.696933333,212.727266667,289.545533333,224.772633333,225.302933333,207.727333333,244.697133333
209.52,218.3334,317.4999,205.555533333,290.7408,229.8148,327.962866667,252.314733333,249.444466667,228.888933333,278.888866667
209.90,336.6666,460.641,304.615533333,418.461533333,348.205066667,463.846066667,382.564133333,376.410133333,336.666666667,426.1539
210.28,320.952333333,426.0714,294.047666667,385.4762,333.095266667,419.761866667,334.404766667,343.571533333,299.5238,382.261866667
210.66,291.296266667,357.129666667,266.481466667,332.962866667,297.2222,350.925933334,293.611166667,303.148266667,270.370333333,320.463033333
211.03,213.333333333,245.374133333,192.653,244.0816,213.6054,244.217733333,215.102033333,224.625866667,196.734666667,231.224566667
211.41,174.555533333,201.9998,159.4444,194.222333333,169.5556,194.333333333,167.333466666,189.6666,161.111266667,186.6667
211.79,182.513666667,207.158466667,162.841533333,200.874333333,168.852466667,194.207666667,167.2678,198.688533333,165.464466667,199.125533333
212.17,156.6154,188.410266667,148.102533333,187.282133333,151.794933333,175.1796,150.359133333,182.051266667,151.589866667,182.358966667
212.55,206.6666,248.680466667,193.888866667,251.249933333,203.4722,235.1388,204.513933333,244.583333333,201.1112,240.2778
212.92,196.8706,241.7687,185.578266667,235.101933333,195.646266667,224.217733333,188.775566667,231.428666667,193.741533333,230.3401
213.30,164.545466667,196.666766667,156.7676,187.979733333,154.444266667,178.787933333,157.3736,189.191866667,162.323266667,181.161566667
213.68,154.537133333,184.953566667,150.2778,173.333333333,151.851866667,165.648266667,144.213033333,180.092733333,157.037133333,164.398266667
214.06,126.753133333,159.091,124.155866667,150.303,131.688266667,141.3852,121.947933333,157.575733333,131.168866667,135.194866667
214.44,113.5686,144.392133333,112.8628,134.823533333,118.901866667,127.2942,114.1962,145.411733333,122.117666667,124.980366667
214.81,89.6363333333,115.636533333,89.7576,105.939466667,94.9696000001,102.848533333,89.4848999999,113.091,98.1818666667,100.6061
215.19,92.5000666668,128.712233333,91.3636,110.454466667,102.045333333,108.636333333,94.5075,119.318333333,104.697133333,110.151466667
215.57,88.8627333333,124.4313,91.6863333334,105.411933333,101.7256,106.823666667,95.6862000001,116.4706,103.0588,108.9412
215.95,79.4378666666,120.642533333,87.7912,100.642666667,97.9117333334,105.622533333,93.3734333335,113.975866667,98.0724,105.1807
216.32,97.4509333331,141.176533333,107.058666667,115.490333334,116.3726,121.568666667,108.921566667,137.647133333,111.470533333,118.7256
216.70,89.5890666667,130.1827,99.8174666665,102.100533333,104.292333333,110.136933333,97.3515999999,124.109666667,100.639333334,108.630233333
217.08,97.681,131.401033333,97.8743333333,103.768,109.468466667,113.913133333,101.256066667,128.792266667,106.3768,113.043533334
217.46,100.606133333,131.767633333,102.121133334,109.797933333,114.7474,113.939266667,108.2829,132.323333333,106.9696,117.727366667
217.83,89.1667333333,119.490833333,86.0184666667,97.3149333333,96.1111333333,97.037,97.4537333333,116.481466667,87.6854000001,104.351866667
218.21,98.9744000001,131.5898,94.1538,109.641,106.7692,110.7692,110.307833333,124.923133333,98.1537333335,115.641033333
218.59,102.666666667,132.060666667,89.5756666666,110.9092,110.1818,114.666733333,111.3334,118.545533333,98.7879333332,116.8485
218.97,136.239333333,171.623966667,113.675333333,138.8034,135.897333333,150.085466667,144.188166667,158.290533333,124.615533333,154.017033333
219.34,139.8412,169.6031,113.809533333,136.666666667,132.8572,158.730066667,140.8729,156.0316,116.508,144.3651
219.72,113.9506,135.987666667,89.753,109.0124,110.617333333,128.394933333,115.555533333,125.308533333,92.7160666666,109.8148
220.10,115.974933333,130.314466667,88.9308000001,101.886933333,108.6794,119.874133333,114.4027,113.584933333,89.8114000001,107.106866667
220.47,103.444466667,118.8333,78.3334000001,88.3333333333,96.6666666668,109.666666667,104.055533333,102.0,75.5555333333,102.000066666
220.85,115.6364,126.424233333,83.5150666667,99.8788000001,109.3334,117.939333333,113.151633333,112.969533333,84.4848,112.424333333
221.23,103.3918,114.9707,75.5555333333,85.9650000001,94.5029333334,101.520466667,101.929766667,103.157866667,73.6842666667,103.625733333
221.61,100.467933333,108.5965,70.9942000001,83.0408666666,90.5262666667,102.923933333,93.7426999999,98.3625333334,70.5263333332,104.6199
221.98,103.742866667,103.391866667,80.2340000001,90.0584000001,93.0994,112.514666667,94.5613333333,98.5964000001,75.0877333333,102.573166667
222.36,99.1176666665,92.4019666667,74.2155333334,83.7254000001,78.5294666667,100.882266667,86.9118000001,93.1371333333,67.9411333334,96.6667666666
222.74,98.5469999999,95.0854666666,74.188,87.4357333333,80.5128,97.7778666669,87.9487666666,94.3590666666,73.7607333333,94.7435666668
223.11,110.8444,113.0222,87.4666666666,99.5554666667,99.1999333332,109.599933333,100.844466667,108.444533333,83.8222666666,109.333266667
223.49,105.3788,105.833233333,84.3939999999,95.4546,97.2726666667,101.5152,95.9469333335,108.3334,87.4241999999,107.348466667
223.87,125.050533333,124.899066667,93.1312666666,109.596066667,109.898933333,115.555533333,109.6969,127.070533333,94.4445333333,119.393966667
224.24,168.510666667,168.581566667,126.6666,151.489266667,151.205666667,155.461,140.142,173.049733333,124.538933333,153.829866667
224.62,165.3658,168.6178,121.951266667,158.048933333,150.894266667,157.8862,135.284633333,176.0976,118.861866667,150.894333333
225.00,143.529466667,144.771266667,109.0196,128.235333333,122.614533333,138.823466667,122.222166667,146.405133333,96.3399999999,124.836566667
225.38,158.581533333,156.4539,127.9432,152.624066667,149.787266667,156.028333333,142.978633333,166.2412,112.482266667,133.900666667
225.75,154.697,154.318333333,126.818133333,138.787866667,149.242333333,149.848466667,140.075733333,167.727266666,116.515133333,122.6515
226.13,153.0718,159.1502,129.150266667,139.085066667,149.280866667,147.581666667,146.274533333,165.751466667,126.536,129.8693
226.51,198.148133333,213.333333333,175.1852,171.2964,198.333266667,193.148066667,192.314733333,218.888866667,177.037133333,164.074166667
226.88,214.313666667,218.1373,194.313866667,179.999933333,204.7058,199.4118,202.646866667,234.3136,181.764733333,169.215833333
227.26,187.5,183.020833333,178.125,167.5,181.666666667,180.208333333,188.229166667,218.333333333,171.875,145.208333333
227.64,565.926066667,575.555666667,577.037066666,502.2222,537.777666667,548.888933333,590.0,629.6296,531.111066667,429.999966667
228.01,-1017.33333333,-1021.33333333,-1074.66666667,-961.333333334,-1006.66666667,-1008.0,-1096.0,-1160.0,-986.666666667,-814.666666667
228.39,-1506.66653333,-1562.22213333,-1568.889,-1495.55573333,-1542.22226666,-1573.3334,-1748.88903333,-1860.0,-1575.5556,-1296.66666667
228.76,-281.960733334,-269.607966667,-299.999933333,-259.215733333,-272.549,-280.000066667,-327.058866667,-334.5098,-309.4118,-234.117733333
229.14,-98.6274000001,-95.1960333332,-104.705933333,-104.706,-107.058866667,-102.9412,-116.8628,-134.117533333,-127.058733333,-74.902
229.52,-191.515066667,-184.6968,-184.848533333,-196.0606,-180.606,-183.030333333,-197.1212,-231.515133333,-233.0304,-139.545466667
229.89,-232.631466667,-232.807,-202.105133333,-254.385933334,-202.806866667,-208.771933333,-225.613966667,-268.771933333,-257.8948,-171.403533333
230.27,-81.3332666667,-86.8888666667,-68.4444666667,-94.6668,-63.5556,-60.4444,-79.6665333333,-109.777866667,-97.5556,-46.1111
230.65,-88.6419999999,-99.8764666667,-71.605,-106.172733333,-71.8517333334,-56.5432000001,-86.1729,-119.2592,-102.4692,-49.8765333333
231.02,-31.7038,-37.7778666667,-16.0,-44.0000666667,-17.3334,-9.62959999999,-32.1480666667,-49.9260000001,-34.6666,-15.1111
231.40,-32.5757333333,-35.9847666667,-9.69700000001,-42.7273333333,-8.33333333333,-4.24239999999,-19.4695666667,-43.0302666666,-24.8485333333,-1.51506666666
231.78,-23.8518,-20.8148,4.7408,-34.6667333333,-0.59246666668,6.3702,-8.74076666668,-43.1112,-11.8518,10.1481333333
232.15,-19.6,-16.0666666667,12.9333333333,-28.4,7.33333333334,5.99999999998,0.8,-35.6,-8.53333333334,5.26666666667
232.53,-14.2528666667,-7.98853333332,19.885,-17.2414,12.8736666667,12.2988666667,8.50586666666,-25.5173333333,8.62073333332,12.5862
232.90,-12.8301333333,-2.07566666666,35.5974,-8.05033333334,25.1570666667,24.654,22.5785333333,-12.327,23.5219333333,28.7421333333
233.28,-17.6,-13.0666666667,29.0666666667,-14.9333333334,21.8666666667,17.8666666667,20.6,-20.2666666667,19.6,21.7333333333
233.66,11.4403333333,14.8559333333,33.8271333333,13.9916,36.461,29.7944,29.1770333334,6.17293333333,34.0740666667,30.0411666667
234.03,17.0666666667,22.5,32.5333333333,22.4,37.0,31.4666666667,30.3666666667,17.5333333333,34.8,32.0666666667
234.41,7.07953333334,16.4896333333,23.8347333333,14.6900666667,27.1977333333,21.4159333333,22.5958,12.2714,25.1326666667,21.3569
234.78,6.771,19.4531333333,21.927,16.7710666667,24.0104,18.0207333333,21.5104,13.2813333334,25.7812,19.9478
235.16,2.84053333334,14.7825666667,15.652,14.3186,20.9276,13.2754,18.2317666667,7.07260000001,20.5798,20.0580666667
235.54,3.04766666667,12.9761666667,13.857,14.7142666667,19.5238,12.0952666667,12.5001,6.52386666667,17.5237333333,17.8096
235.91,-0.539266666687,11.1274333333,9.01953333335,11.1274,18.3823333333,7.89213333333,9.92656666665,8.18633333335,15.9804,17.9902
236.29,-3.30586666665,11.6255333333,7.10733333334,10.854,20.7162,6.11579999999,6.94213333333,7.54819999999,13.0028,20.2479333333
236.66,-22.0462,-5.5444,-9.90099999998,-3.9604,6.46859999999,-9.37293333333,-11.0891666667,-5.47853333333,-6.46860000001,6.66659999999
237.04,-31.9713333333,-20.3942,-20.5734666667,-14.0499333333,-8.31539999999,-20.0717333333,-23.7635333333,-16.846,-19.9283333334,-7.24006666668
237.41,-38.9272,-20.8811666667,-26.7433333333,-14.1761333333,-13.3334,-23.6016,-32.8352,-20.6130666667,-26.8198666667,-14.6743666667
237.79,-42.8829333334,-31.5765333333,-32.4324,-18.4684,-18.7388666667,-28.0181333333,-41.6215,-24.4144666667,-34.5946,-20.3153333333
238.17,-49.6517333333,-46.0696333333,-43.3829333333,-32.6368666667,-27.1641333333,-36.9154,-55.7213,-39.2038666667,-44.2784666667,-25.4726666667
238.54,-38.4314,-34.7059,-31.1765333334,-24.5099333333,-13.9216666667,-26.4706,-49.1667,-35.2942,-34.4116666667,-12.3039
238.92,-19.1057333333,-18.8617666667,-16.3414,-12.2766,1.70726666667,-7.56086666665,-31.8292333333,-21.9511333333,-22.3578,4.55283333333
239.29,-11.3462,-10.2244,-2.11553333333,-4.7436,3.97433333334,-2.37160000001,-22.8846333334,-8.33340000001,-12.8845333333,5.70506666667
239.67,-22.1984666667,-22.1276,-8.86533333334,-12.3403333333,-7.58859999999,-13.4750666667,-34.0780333333,-16.8084,-23.9716666667,-5.10626666667
240.04,-8.94446666666,-9.22209999999,4.11120000001,3.11113333333,3.88886666667,0.666666666659,-20.6666,-7.0556,-9.66673333334,6.02773333333
240.42,-6.579,-7.3245,3.81573333334,4.12273333334,2.45620000001,3.15786666667,-14.9122666667,-3.46486666667,-4.6052,4.62713333333
240.79,2.48359999999,4.6078,9.34646666667,9.7058,9.31373333333,10.817,-5.58823333333,3.16993333334,3.98686666669,11.3235666667
241.17,5.86666666667,8.33333333333,11.5733333333,10.72,13.92,11.8933333333,-2.34666666667,4.39999999999,6.69333333333,15.5866666667
241.54,7.76999999999,9.4713,12.8505333333,11.4022666667,15.9999333333,14.4598,0.49426666666,6.94246666668,9.79313333334,17.4598666667
241.92,8.20213333333,10.9595333333,14.4242666667,12.303,17.0303333333,15.7978666667,3.4041,9.99993333333,11.3939333333,19.5455666667
242.29,6.53380000001,9.96203333333,12.8774666667,11.358,16.2963333333,14.9858,3.3525,9.1928,10.1424,18.3477333333
242.67,9.90226666666,12.2401666667,14.8622,13.6354666667,18.2044666667,17.7778666667,6.59556666667,11.7155333333,13.2266666667,20.2132
243.05,7.4866,9.64360000001,13.6542,11.3369333333,16.2210666667,15.9538,4.50966666667,10.6238,12.5668666667,18.1015666667
243.42,11.2415333333,13.1376666667,15.3911333333,14.7278666667,19.7448666667,19.9490666667,8.22276666666,13.8265333333,15.7653333333,21.3861666667
243.80,11.1217333333,13.9306333333,16.0936666667,14.9154,20.226,21.3237333333,9.07173333333,13.6724,16.4326,21.3801333333
244.17,8.93153333333,11.7064,13.142,11.7226,17.4002666666,18.8994666667,7.2648,10.7975333333,14.0828666667,17.8469666667
244.55,8.83293333333,11.4035333333,12.7077333333,11.5484,16.6131333333,18.5659333333,6.49106666667,9.45839999999,13.1044,17.8948333333
244.92,9.72426666667,11.5285666667,13.9597333333,13.1395333333,18.0761333333,19.0603333333,8.01646666666,10.8575333333,13.6615333333,19.8732333333
245.30,9.4974,11.9048333333,12.7778666667,13.0687333333,17.0502666667,18.5449333333,8.20773333333,11.1905333333,12.738,19.0211666667
245.67,10.1918666667,12.2602666667,13.1415333333,13.3212666667,16.9783333333,18.5852,9.1847,11.8944,12.5418666667,19.8741
246.05,8.58579999999,11.1954333333,10.9877333333,12.166,15.4432666667,16.9586,6.86866666667,9.60726666665,10.2242666667,18.2715333333
246.42,8.06566666667,10.3807,10.319,11.3786666667,14.2078,15.7200666667,5.87453333333,8.98146666669,9.43406666667,17.5618
246.79,7.65880000001,9.8471,9.63366666667,11.3676666667,13.8619333333,15.0579333333,5.78563333333,9.15153333333,8.99393333333,17.2463
247.17,8.88319999999,10.7304333333,10.2421333333,11.8471333333,14.6836,15.7876666667,7.35026666667,10.4119333333,9.707,18.0383333333
247.54,7.48353333333,8.74590000001,8.73746666667,10.0329333333,12.8630666667,13.8282666667,5.4042,8.65519999999,8.12706666667,16.3530666667
247.92,8.66120000001,9.82909999999,8.92333333332,10.8701333333,13.5556666667,14.0643333333,6.16623333333,9.75759999999,8.69300000001,17.1671333333
248.29,9.58480000001,10.5820333333,9.67793333334,11.4397333333,14.0706,14.3578,7.10153333333,10.8498666667,9.9186,18.1644
248.67,11.4831333333,12.3011666667,11.529,13.3258666667,16.0169333333,15.9786666667,8.89916666667,13.1422,11.6819333333,20.0383
249.04,12.0217333333,12.9997666667,11.6180666667,13.636,16.3445333333,16.3523333333,9.14999999999,13.2711333333,12.2156666667,19.8525666667
249.42,13.6562666667,14.3644,13.325,15.1223333333,17.7474,17.6066666667,10.4430666667,14.9483333333,14.1532,21.0602
249.79,15.1491333333,16.1392666667,14.7169333333,16.5673333333,18.997,19.0575333333,11.6946666667,16.2300666667,15.8063333333,21.7596333333
250.17,15.4204666667,15.9694,15.0337333333,16.2482,18.6956,19.0104,12.2221333333,16.6531333334,16.7790666667,21.4306333333
250.54,16.9664,17.4484333333,16.8166,17.4906,20.2154,20.3183333333,13.3523,18.09,18.3147333333,22.3969
250.92,15.7530666667,16.1234,16.0394666667,15.7036666667,18.4,19.0024,11.6495333333,16.8788666666,16.9679333333,20.7159333333
251.29,15.2160666667,15.5966666667,14.8354,14.9691333333,17.2530666667,18.0246666667,10.5813,15.9362666667,16.2345333333,19.2181666667
251.66,15.6136666667,16.7744666667,15.2644,16.1478666667,17.6888666667,18.9112,11.5767333333,16.8464666667,16.5075333333,19.9178
252.04,15.8816666667,17.3117333333,15.4864,16.5473333333,18.1697333333,20.2393333333,12.2466,17.1296,17.1192666667,20.4422
252.41,17.5785333333,18.5007333333,17.053,18.1556,19.8350666667,22.2153333333,13.8691666667,18.4029333334,18.0421333333,21.1643333333
252.79,16.6182,18.2391666667,16.6398,17.0059333334,18.9876666667,21.7124666667,13.2739666667,17.5013333333,17.3288666667,19.7847
253.16,15.9956666667,17.7172666667,15.7976,16.2486,18.2399333333,21.0781333333,12.4588333333,17.1178,16.6668,19.0704666666
253.54,15.0535333333,16.9702,14.5588,15.4354666667,17.8076,20.6408,12.0125,16.6386666667,15.2445333333,18.4373666667
253.91,12.0431333333,13.7873,11.5532,12.1386,14.7669333333,17.5986,8.65606666666,13.5483333333,12.1864666667,15.896
254.28,12.1839333334,14.3423666667,11.6602666667,12.5032,14.4574666667,17.7266,8.41626666667,13.2183333333,11.5198666667,15.3257
254.66,13.2680666667,15.5033333333,12.5489333333,13.7124,14.536,18.7582,9.80406666667,13.2941333333,12.2614,16.6601666667
