wavelength,Back_SalRufm,Belly_SalRufm,Breast_SalRufm,Crissum_SalRufm,Crown_SalRufm,DorTail_SalRufm,Patch10_SalRufm,Rump_SalRufm,Throat_SalRufm,WingTip_SalRufm
320.32,5.61033333334,2.64383333333,7.26208333334,1.9385,7.048,6.95233333333,13.3953333333,11.5654444444,7.91908333333,7.53933333334
320.69,5.75566666667,3.02583333334,7.46191666667,2.10666666667,7.31633333334,7.41216666666,13.8273333333,11.9620555555,8.26025,7.7485
321.06,5.6285,2.8645,7.27583333334,2.1565,7.31916666666,7.49716666667,13.9251666667,11.9576944444,8.02483333335,7.72566666667
321.43,5.621,2.79233333333,7.19966666666,2.126,7.446,7.359,14.0065,12.00375,8.071,7.66933333333
321.80,5.83766666667,2.774,7.20416666666,2.3125,7.408,7.4215,14.2458333333,12.2915555555,8.13225,7.73816666667
322.16,5.941,2.90566666667,7.41408333334,2.53983333334,7.55666666667,7.5255,14.5911666667,12.5729166667,8.32225,7.735
322.53,6.1805,2.939,7.4815,2.76833333334,7.74416666666,7.499,14.7831666667,12.7645277778,8.46916666665,7.753
322.90,6.25,3.11633333333,7.51741666666,2.8325,7.88566666667,7.32183333334,15.1773333333,13.1686944445,8.48625,7.6835
323.27,6.23833333333,3.19083333334,7.49358333333,2.8255,7.754,7.07816666667,15.1301666667,13.1771944445,8.69233333335,7.63216666666
323.63,6.38366666667,3.38133333333,7.74,3.06366666667,7.87666666666,7.30533333333,15.39,13.3995,8.96775,7.81133333333
324.00,6.37266666667,3.4605,7.82866666667,3.2855,7.96983333333,7.4055,15.6655,13.6736944444,9.08025,7.8785
324.37,6.3705,3.43866666667,7.87525,3.27983333333,7.78616666667,7.27183333333,15.6185,13.6418888889,8.96,7.76666666667
324.74,6.29183333334,3.37166666666,7.77083333334,3.16483333333,7.62016666667,7.02933333333,15.5228333334,13.5403333333,8.90541666665,7.6805
325.10,6.6185,3.50683333333,7.8595,3.17016666667,7.75666666666,7.16383333333,15.6855,13.8136944445,9.19541666665,7.88116666667
325.47,6.624,3.47566666667,7.744,3.08066666666,7.7385,7.17616666666,15.705,13.8117777778,9.25183333335,7.8705
325.84,6.40166666667,3.43683333334,7.66383333334,2.94033333333,7.461,6.9855,15.5478333333,13.6127222222,9.09566666665,7.75116666667
326.21,6.59966666666,3.64683333334,7.76758333333,3.01183333333,7.56583333334,7.09666666666,15.7455,13.7795277778,9.32875,7.93816666667
326.57,6.63166666666,3.754,7.90866666666,3.01516666667,7.69033333333,7.15733333333,16.003,13.9311111111,9.33925,8.05816666667
326.94,6.49533333334,3.52833333333,7.85475,2.9535,7.56233333334,7.12866666667,16.0746666666,13.9148055556,9.26091666665,8.02016666667
327.31,6.4975,3.39066666667,7.8605,2.90583333333,7.61283333333,7.12783333334,16.2231666667,14.0185555555,9.20958333335,7.97666666667
327.67,6.7795,3.71016666666,8.06125,3.09366666667,7.82566666666,7.36833333334,16.528,14.2958055556,9.42291666665,8.31766666666
328.04,7.2195,3.98383333333,8.35583333333,3.42983333333,8.10983333334,7.71133333334,16.7981666667,14.4557777778,9.61325,8.5915
328.41,7.38916666666,4.12666666667,8.61808333334,3.5705,8.29833333334,7.87866666667,17.1563333333,14.7095833333,9.75158333335,8.8055
328.78,7.39966666667,4.09683333333,8.7975,3.65716666666,8.39183333333,8.01283333333,17.3543333333,14.9190555555,9.90333333335,8.79566666666
329.14,7.31766666666,4.2565,9.14958333334,3.88333333333,8.50916666667,8.0965,17.7075,15.1430833333,10.1708333334,8.886
329.51,7.423,4.28383333333,9.43416666666,3.975,8.42233333334,8.10983333334,17.7601666667,15.1997222222,10.21725,8.95283333335
329.88,7.65,4.365,9.64683333333,4.082,8.598,8.24166666667,18.0481666667,15.4718611111,10.4955,9.06099999999
330.24,7.72983333333,4.378,9.77308333334,4.1825,8.71166666666,8.25016666666,18.158,15.5161388888,10.5773333333,9.0625
330.61,7.85716666667,4.53,9.96225,4.368,8.82783333334,8.39016666667,18.2955,15.6720555555,10.7711666667,9.23616666668
330.98,7.94183333333,4.74116666667,10.0233333333,4.529,9.05016666666,8.56,18.5541666667,15.9374444445,10.9963333333,9.43466666669
331.34,7.86883333334,4.76333333333,10.0038333333,4.4625,9.10966666667,8.47133333334,18.7528333333,16.1038611111,10.9380833334,9.40716666669
331.71,7.62,4.285,9.746,4.07166666667,8.96016666666,8.08233333333,18.5525,15.9325555555,10.727,9.07233333332
332.08,7.2005,3.86866666666,9.4265,3.5265,8.69516666667,7.65083333333,18.3775,15.7511111111,10.5019166667,8.6125
332.44,7.2635,3.75616666667,9.28591666666,3.4395,8.6875,7.52333333333,18.4398333334,15.8573611112,10.4945833334,8.54516666667
332.81,7.5765,3.89116666666,9.27116666666,3.5635,8.8565,7.52433333333,18.4728333333,15.8046944444,10.5355833333,8.65416666666
333.18,7.65766666667,3.86133333333,9.09466666666,3.45683333333,8.81016666667,7.46566666666,18.419,15.7521111111,10.4544166667,8.5115
333.54,7.80866666667,3.97566666667,9.12458333333,3.53433333334,9.048,7.60166666667,18.7411666666,16.0340833333,10.666,8.59666666667
333.91,7.9445,4.15083333334,9.27483333333,3.66983333334,9.27666666665,7.74066666666,18.9076666667,16.2110833333,10.8330833334,8.58216666667
334.28,7.9365,4.01066666667,9.16375,3.43733333333,9.20833333335,7.6955,18.9176666667,16.2959444445,10.8530833333,8.51633333333
334.64,7.75333333334,3.709,8.92641666667,3.26883333333,9.00466666665,7.37183333333,18.8501666667,16.2028333334,10.6275833333,8.21266666667
335.01,7.62366666667,3.5455,8.90825,3.0925,8.85683333334,7.16133333333,18.6735,15.9995,10.44625,7.951
335.38,7.97383333333,3.805,9.17691666667,3.39666666667,9.12933333335,7.4835,18.9015,16.2127777778,10.76625,8.29383333333
335.74,8.1945,4.1205,9.40783333333,3.71116666667,9.38450000001,7.7445,19.247,16.4988611111,11.0374166666,8.51016666667
336.11,8.54483333333,4.49633333334,9.77483333333,4.18983333333,9.77783333332,8.09716666667,19.6018333334,16.88375,11.3330833334,8.873
336.47,8.6595,4.63633333333,10.0278333333,4.33566666667,10.0856666667,8.27716666666,19.8525,17.0888333333,11.61025,9.02966666667
336.84,8.4255,4.5615,9.88366666667,4.08116666667,9.91666666665,8.16266666667,19.9088333333,17.1491666667,11.515,8.81183333333
337.21,8.50866666667,4.65283333333,10.0305833333,4.2275,10.0785,8.254,20.0761666667,17.3213611111,11.61975,8.976
337.57,8.69433333333,4.76033333333,10.1990833333,4.4185,10.2188333334,8.43583333334,20.3036666667,17.5264444445,11.7205833333,9.0835
337.94,8.8605,4.81233333333,10.2301666667,4.66433333333,10.439,8.55816666666,20.5608333333,17.7598888889,11.8100833334,9.20099999999
338.31,8.97733333334,4.93,10.3304166667,4.83,10.5843333333,8.56966666667,20.8171666667,17.902,11.7363333334,9.25516666665
338.67,9.08216666666,5.06633333333,10.4705,4.82183333334,10.6591666667,8.8025,20.965,18.0376388889,11.8754166667,9.33233333331
339.04,9.377,5.14966666667,10.5365,4.89783333333,10.797,8.967,21.1928333334,18.2720277778,11.9536666667,9.44716666668
339.40,9.28016666667,5.061,10.5290833333,4.83983333334,10.7051666667,8.858,21.2295,18.2753888889,11.9406666666,9.21916666668
339.77,9.23933333333,4.97566666667,10.4491666667,4.727,10.5821666667,8.71266666667,21.1646666666,18.2012222222,11.8664166667,9.05116666668
340.14,9.15116666666,4.84616666667,10.3519166667,4.56966666667,10.47,8.53766666667,21.1646666666,18.1516666667,11.8765833334,9.00433333333
340.50,9.0135,4.72566666667,10.1598333333,4.48683333333,10.2113333333,8.40733333333,21.0993333333,18.0470555555,11.7670833333,8.79433333334
340.87,9.05716666667,4.64866666667,10.19625,4.57816666667,10.2145,8.41633333333,21.256,18.1625277778,11.7695,8.86533333334
341.23,8.938,4.46766666667,10.1360833333,4.39783333333,10.1418333333,8.40633333334,21.308,18.1811666667,11.639,8.79816666669
341.60,8.7115,4.41533333333,10.066,4.30433333333,10.1406666667,8.1935,21.3531666666,18.2200555556,11.6186666667,8.76133333333
341.96,8.57266666667,4.38333333333,9.99975,4.099,10.0313333333,8.07466666666,21.3895,18.1976944445,11.63575,8.75333333334
342.33,8.553,4.35183333333,9.96216666667,4.123,10.0055,8.15433333333,21.3851666667,18.2479722222,11.76525,8.74716666667
342.70,8.54716666667,4.28516666666,9.97691666666,4.23483333333,10.0658333333,7.98683333333,21.5256666667,18.3854166667,11.9005,8.72216666667
343.06,8.40133333333,4.20583333334,9.88891666667,4.177,10.0106666667,7.8605,21.5335,18.3779166667,11.9645,8.60766666667
343.43,8.32833333333,4.10733333334,9.80725,4.13833333333,10.0236666667,7.78466666667,21.5315,18.3355,11.9419166667,8.578
343.79,8.24933333334,3.97416666667,9.86933333333,4.08366666666,10.0796666667,7.69583333333,21.7218333333,18.4639722222,11.98225,8.58066666666
344.16,8.21466666667,3.8395,9.79075,3.8875,9.98766666666,7.56816666667,21.802,18.5170555556,11.8280833334,8.46966666667
344.52,8.22933333333,3.864,9.88591666667,3.85433333334,10.0703333333,7.473,21.8583333334,18.6008611111,11.8321666667,8.49983333333
344.89,8.37066666667,4.00066666667,10.0944166667,4.003,10.257,7.565,22.0108333333,18.7583611111,12.0515,8.63083333334
345.25,8.46433333334,4.16116666667,10.18125,4.122,10.3231666667,7.56483333333,22.1323333334,18.8381111111,12.1673333334,8.66066666666
345.62,8.55883333334,4.16483333334,10.2328333333,4.14533333334,10.3351666667,7.58566666667,22.271,18.96825,12.1896666666,8.68833333333
345.99,8.49616666666,4.00266666667,10.23175,4.066,10.2618333334,7.47383333333,22.2408333334,18.923,12.012,8.59833333333
346.35,8.51116666666,4.023,10.3535,4.02516666667,10.3655,7.38566666667,22.4075,19.0142222222,11.9750833333,8.58433333333
346.72,8.496,3.99,10.3343333333,3.88983333333,10.3441666667,7.408,22.3973333333,18.9680277778,11.8550833334,8.50816666667
347.08,8.56733333334,4.0705,10.5243333333,3.97966666667,10.4235,7.43983333333,22.5711666667,19.0757222222,11.87175,8.636
347.45,8.64883333334,4.0545,10.57275,3.88516666667,10.3888333333,7.46616666666,22.6991666667,19.1778055556,11.8380833333,8.683
347.81,8.74416666667,4.10233333333,10.6065,3.85433333334,10.4128333333,7.5545,22.7268333334,19.1997777778,11.79775,8.6755
348.18,8.67983333334,4.11233333334,10.6443333333,3.90883333333,10.5376666667,7.5995,22.8201666666,19.1962222222,11.9060833334,8.67266666667
348.54,8.70633333333,4.07716666667,10.61225,3.9275,10.5855,7.6735,23.1013333333,19.4195555556,12.0116666667,8.76266666666
348.91,8.59183333333,3.95166666666,10.62375,3.82933333333,10.5846666667,7.7275,23.2236666667,19.5032777778,12.0,8.741
349.27,8.51333333333,3.715,10.52075,3.7245,10.5685,7.59633333333,23.2676666667,19.5073888889,11.8704166667,8.61416666666
349.64,8.50033333333,3.68033333334,10.4748333333,3.612,10.6165,7.64866666667,23.293,19.4462222222,11.882,8.576
350.00,8.636,3.7745,10.5405833333,3.738,10.7715,7.75316666666,23.5175,19.6028611111,12.058,8.61666666667
350.37,8.69066666666,3.7895,10.5839166667,3.90266666666,10.8305,7.78866666667,23.6111666667,19.7349444445,12.1531666666,8.664
350.73,8.81466666667,3.85116666666,10.6544166667,4.089,11.0093333333,7.8685,23.9206666666,20.0378888889,12.34875,8.7695
351.10,8.80933333334,3.78283333333,10.54225,4.06483333333,11.043,7.83566666667,23.913,20.0290555556,12.3650833334,8.66966666666
351.46,8.8505,3.90916666666,10.6005833333,4.19616666667,11.1988333333,7.94316666667,24.0033333333,20.10275,12.5493333333,8.71883333334
351.83,8.84583333333,3.94783333334,10.6696666667,4.27616666667,11.2855,7.9005,24.2296666667,20.3203611111,12.6634166667,8.73566666667
352.19,8.97066666667,4.00983333333,10.8231666666,4.36316666667,11.4081666667,7.93816666667,24.379,20.5154444445,12.7579166667,8.752
352.55,8.919,3.92566666667,10.8876666666,4.29,11.3246666667,7.828,24.2386666666,20.3753888889,12.59125,8.571
352.92,8.91283333333,3.95033333333,10.8593333334,4.22583333333,11.369,7.63016666666,24.3285,20.3954166667,12.58775,8.45633333333
353.28,8.98866666667,4.07216666666,10.9848333334,4.2555,11.3971666667,7.6985,24.4555,20.5659722222,12.7969166667,8.52233333334
353.65,8.95466666667,3.97916666667,11.0048333333,4.2365,11.317,7.5755,24.5038333334,20.6344444445,12.8195,8.415
354.01,9.02466666667,4.016,11.0778333334,4.21683333333,11.3426666667,7.61333333333,24.4695,20.6749722222,12.82775,8.4225
354.38,9.06116666667,4.07066666667,11.14975,4.15566666666,11.3036666667,7.59233333334,24.5161666667,20.6902222223,12.8703333334,8.35516666666
354.74,9.01583333333,3.98316666667,11.11475,3.98533333333,11.2091666666,7.4425,24.485,20.6419444445,12.7111666666,8.31183333333
355.11,9.0545,3.9545,11.18125,3.99433333333,11.234,7.43966666666,24.5863333333,20.7664166667,12.8091666667,8.37016666666
355.47,9.04966666667,3.93366666667,11.1661666666,3.98533333333,11.2221666667,7.4225,24.7841666667,20.9304444444,12.7775,8.3735
355.83,9.06616666666,3.906,11.1268333333,3.94016666667,11.1723333333,7.411,24.7281666667,20.8706111111,12.805,8.38783333333
356.20,9.13283333334,3.95866666667,11.0885833333,3.97433333334,11.1548333333,7.47283333333,24.841,20.9546944444,12.93525,8.42533333334
356.56,9.20383333333,4.084,11.14775,4.022,11.2543333333,7.54816666666,25.0455,21.17975,13.2063333333,8.62866666667
356.93,9.2985,4.153,11.2300833333,4.151,11.3366666667,7.72216666667,25.2235,21.3347777778,13.2914166667,8.74116666667
357.29,9.32333333334,4.12316666666,11.2881666666,4.18733333334,11.3878333333,7.70866666666,25.3181666667,21.3967777777,13.3658333334,8.7475
357.66,9.3325,4.11216666667,11.2424166666,4.20333333333,11.4301666667,7.69483333333,25.3538333333,21.4274722222,13.3609166666,8.73733333334
358.02,9.33866666667,4.132,11.3279166667,4.23266666666,11.4873333333,7.7005,25.6055,21.6179444444,13.5238333334,8.803
358.38,9.28466666667,4.06583333334,11.2175,4.1815,11.4948333333,7.65483333334,25.6623333333,21.6544444445,13.5050833334,8.77516666667
358.75,9.1575,3.99916666667,11.05025,4.1055,11.3925,7.57833333333,25.6251666667,21.5229444445,13.483,8.57966666667
359.11,9.16283333333,4.05333333333,11.0538333333,4.10933333333,11.4173333333,7.66583333333,25.7688333334,21.6040277778,13.4570833333,8.558
359.48,9.13733333334,3.99383333334,11.051,4.06,11.4211666667,7.62083333333,25.8328333334,21.6659166667,13.4436666666,8.53466666667
359.84,9.18383333333,4.079,11.1233333334,4.13033333333,11.4756666667,7.68816666666,25.9961666667,21.7840277778,13.46875,8.57316666667
360.20,9.23366666667,4.13416666667,11.2445,4.1505,11.559,7.737,26.1816666667,21.9258333333,13.4265,8.6545
360.57,9.26533333334,4.14083333333,11.2421666667,4.20466666667,11.5955,7.79916666667,26.217,21.8890833334,13.3903333334,8.56666666667
360.93,9.30616666667,4.1315,11.206,4.2305,11.5946666667,7.7335,26.2826666667,21.9245277778,13.4021666667,8.55466666666
361.29,9.365,4.22183333333,11.2143333333,4.31583333334,11.662,7.82216666666,26.3656666667,21.9937777778,13.4093333333,8.572
361.66,9.425,4.259,11.2545,4.36183333334,11.7095,7.84016666666,26.4585,22.0792777778,13.4689166666,8.62516666666
362.02,9.44083333334,4.26816666667,11.2018333333,4.35666666667,11.6693333333,7.84933333334,26.4413333333,22.0482222222,13.43375,8.60883333333
362.39,9.44316666667,4.2455,11.1893333333,4.32216666666,11.6105,7.8525,26.534,22.1433333334,13.5286666667,8.61233333334
362.75,9.568,4.3315,11.34075,4.45083333333,11.7063333333,7.94333333333,26.6346666666,22.2943888889,13.6456666667,8.78383333334
363.11,9.5935,4.341,11.3714166666,4.47683333333,11.7773333334,7.90766666666,26.683,22.3636111111,13.7465833333,8.8035
363.48,9.64133333333,4.3475,11.4029166667,4.531,11.8401666666,7.87633333333,26.708,22.3619444444,13.76925,8.80666666666
363.84,9.67149999999,4.33283333333,11.4213333333,4.603,11.8743333334,7.90883333334,26.8215,22.4789722222,13.78975,8.80883333334
364.20,9.68216666668,4.3065,11.4295,4.682,11.9023333334,7.90766666666,26.8461666666,22.4843055555,13.8571666667,8.75166666666
364.57,9.72983333333,4.29583333333,11.4673333334,4.71383333333,11.9326666667,7.829,26.9446666667,22.5830277778,13.8821666667,8.7785
364.93,9.81033333333,4.37,11.53375,4.74066666666,12.0096666666,7.8605,27.018,22.6780277777,13.94025,8.78116666667
365.29,9.82916666665,4.3315,11.5246666666,4.66583333333,12.0246666666,7.74933333333,27.125,22.7295833333,13.9648333334,8.7525
365.66,9.847,4.35366666667,11.5395833333,4.65016666667,12.068,7.7355,27.2306666667,22.776,13.9853333333,8.74433333333
366.02,9.76533333335,4.2835,11.5083333333,4.57366666666,12.0701666666,7.59516666666,27.253,22.7430277778,13.98475,8.70316666667
366.38,9.8095,4.29233333333,11.5584166667,4.56116666666,12.1788333333,7.59133333333,27.292,22.6840833333,13.9618333334,8.69233333334
366.75,9.76883333332,4.24016666667,11.5315,4.5015,12.2238333333,7.58516666666,27.334,22.7104166666,13.9231666667,8.624
367.11,9.747,4.21816666667,11.5585833334,4.4265,12.1926666667,7.60016666667,27.3665,22.6984722222,13.8646666666,8.55483333334
367.47,9.78966666667,4.27983333333,11.5581666666,4.4455,12.234,7.63433333333,27.5553333333,22.8151388889,13.9051666667,8.57583333333
367.84,9.80016666668,4.28066666667,11.5298333334,4.43083333334,12.2738333333,7.615,27.6638333333,22.8448055555,13.9559166666,8.54166666666
368.20,9.78883333333,4.27633333333,11.4934166666,4.369,12.2546666666,7.596,27.7363333334,22.9488611111,13.8965,8.51766666667
368.56,9.7065,4.22,11.3949166667,4.29133333334,12.2561666667,7.54183333333,27.7855,23.0043888889,13.8024166667,8.41866666667
368.93,9.56633333333,4.086,11.26275,4.15733333333,12.1225,7.43916666667,27.7833333334,22.9484166667,13.7685,8.34733333333
369.29,9.51766666667,4.05116666666,11.22725,4.12016666666,12.0953333333,7.4535,27.8368333334,22.9704166666,13.6846666667,8.3195
369.65,9.48083333333,4.00183333334,11.2623333333,4.05433333334,12.0401666667,7.4445,27.9035,22.9971111111,13.5894166666,8.297
370.01,9.59,4.11216666666,11.3939166667,4.13166666667,12.2175,7.56166666666,28.1141666667,23.2138333334,13.7218333334,8.37733333333
370.38,9.73683333335,4.2795,11.5595833333,4.25683333333,12.3326666666,7.72666666667,28.3313333334,23.477,13.81075,8.52166666667
370.74,9.95833333335,4.472,11.7168333333,4.40483333333,12.4688333334,7.834,28.638,23.7202222222,14.0708333333,8.6635
371.10,10.0633333334,4.6065,11.8034166666,4.54766666667,12.5836666667,7.884,28.8756666666,23.9001388889,14.2345833333,8.8235
371.46,10.1043333333,4.63083333333,11.852,4.52916666667,12.5763333334,7.9205,28.8766666667,23.9480277778,14.3176666667,8.851
371.83,10.1876666666,4.62133333334,11.94875,4.46566666667,12.651,7.92066666667,28.8785,23.9933055555,14.3280833334,8.86883333333
372.19,10.1531666667,4.60416666667,11.9154166666,4.457,12.6496666667,7.926,28.9538333333,24.0265,14.3399166666,8.88933333333
372.55,10.285,4.705,12.0686666666,4.511,12.7741666667,8.095,29.1601666667,24.1816944444,14.5214166667,9.048
372.92,10.417,4.843,12.237,4.57083333333,12.9146666666,8.20233333333,29.3013333333,24.3387222222,14.686,9.12733333332
373.28,10.4441666667,4.89483333333,12.2205,4.58133333333,12.958,8.19066666667,29.368,24.4279166666,14.7623333333,9.14766666666
373.64,10.515,4.9735,12.2460833334,4.74516666666,13.1046666667,8.2475,29.4996666667,24.5746944444,14.9023333334,9.18483333333
374.00,10.5608333333,4.96233333333,12.2159166666,4.78016666667,13.067,8.2945,29.59,24.6453888889,14.8913333333,9.10466666668
374.37,10.4255,4.86433333333,12.0953333334,4.695,13.0716666666,8.14816666667,29.5481666666,24.5849166667,14.8578333333,8.94983333334
374.73,10.2778333333,4.80216666667,11.9788333333,4.5775,13.0051666667,8.07933333334,29.4623333334,24.5005277778,14.70625,8.84333333333
375.09,10.2906666667,4.74433333333,11.94625,4.54966666666,13.0303333334,8.0825,29.5051666667,24.4788611111,14.70725,8.7565
375.45,10.2878333334,4.73216666666,11.97475,4.53366666666,13.0828333333,8.0415,29.6445,24.5308611111,14.72875,8.71133333333
375.81,10.1936666667,4.66866666667,11.8729166666,4.461,13.0561666667,7.9365,29.7158333333,24.5532777778,14.78725,8.67266666667
376.18,10.2231666667,4.6665,11.8845833334,4.47116666667,13.0816666667,7.86966666666,29.688,24.5196111111,14.7946666666,8.66933333334
376.54,10.1633333333,4.60233333334,11.8139166666,4.40216666666,13.0068333333,7.71583333334,29.6898333333,24.5126388889,14.7435833333,8.5645
376.90,10.1025,4.47283333333,11.72175,4.34816666666,12.989,7.62783333333,29.714,24.472,14.6069166666,8.51083333333
377.26,10.1376666666,4.445,11.8055833334,4.41983333333,13.0258333334,7.6,29.8133333333,24.5098611111,14.6195833334,8.522
377.63,10.094,4.39283333334,11.7305,4.2635,12.9293333333,7.50766666667,29.757,24.4345555555,14.5711666667,8.50083333333
377.99,9.98116666667,4.273,11.6114166667,4.13716666667,12.8515,7.342,29.727,24.3941111111,14.409,8.45216666667
378.35,9.95233333333,4.2315,11.6399166666,4.10966666667,12.829,7.3345,29.8518333334,24.4769444444,14.4271666666,8.50283333334
378.71,10.0061666666,4.198,11.7165,4.14516666667,12.8838333334,7.3815,30.0198333333,24.5841388889,14.5514166666,8.532
379.07,9.90233333331,4.099,11.6114166667,4.03483333333,12.8001666667,7.27683333334,29.9873333334,24.5675,14.44325,8.46116666667
379.44,9.86283333332,4.00916666667,11.5020833334,3.98216666667,12.7356666667,7.22616666666,29.9713333333,24.568,14.4251666667,8.4135
379.80,9.88583333334,4.0425,11.5930833334,4.0375,12.7416666667,7.304,30.053,24.6551388889,14.4148333333,8.3945
380.16,9.93833333332,4.0045,11.565,4.02616666667,12.7456666667,7.30833333333,30.168,24.7606944445,14.50125,8.38783333333
380.52,9.97883333335,3.97416666666,11.598,4.06566666667,12.7936666667,7.323,30.2306666667,24.7790277778,14.4971666666,8.39983333333
380.88,10.0581666667,4.07416666667,11.74675,4.20783333333,12.8736666667,7.39933333333,30.3985,24.9668888889,14.6096666666,8.456
381.24,10.0456666666,4.1395,11.7423333334,4.204,12.8945,7.44816666667,30.4731666667,25.0485,14.6878333333,8.49116666667
381.61,10.145,4.25916666667,11.9134166667,4.311,13.0071666667,7.56016666666,30.7575,25.2969444445,14.8895833334,8.55883333333
381.97,10.2136666666,4.35183333333,12.0573333333,4.43083333333,13.1008333333,7.6845,30.8911666667,25.445,15.0803333333,8.64266666667
382.33,10.3811666666,4.44466666667,12.1516666666,4.56566666667,13.2083333333,7.74083333333,31.0565,25.54975,15.19925,8.68433333334
382.69,10.3881666667,4.4705,12.1731666667,4.59433333333,13.2636666666,7.67633333334,31.1436666667,25.6525277778,15.1615,8.70416666666
383.05,10.4763333333,4.497,12.277,4.62183333334,13.3276666666,7.73316666666,31.3125,25.7958611111,15.2224166666,8.72866666666
383.41,10.4868333333,4.54266666667,12.3683333333,4.69183333333,13.3915,7.75116666667,31.4288333333,25.91975,15.2389166666,8.77016666667
383.77,10.522,4.589,12.3704166666,4.77316666667,13.4536666667,7.752,31.5266666667,25.9875555556,15.32,8.83683333333
384.14,10.5821666667,4.6705,12.4895,4.83316666667,13.5186666667,7.79683333333,31.6368333333,26.0781111111,15.3775833333,8.86066666667
384.50,10.6096666666,4.74433333333,12.4714166667,4.8295,13.5661666667,7.8985,31.7281666667,26.1625833333,15.4780833333,8.86233333334
384.86,10.558,4.68183333333,12.40275,4.78216666667,13.5256666667,7.88016666667,31.7303333333,26.1520555555,15.4830833333,8.80616666667
385.22,10.5723333333,4.59966666667,12.404,4.745,13.5216666667,7.83233333334,31.7666666666,26.1539166667,15.4709166667,8.72983333333
385.58,10.5863333333,4.55016666667,12.3558333333,4.73633333334,13.5151666667,7.78883333333,31.7441666667,26.1454166667,15.4273333334,8.71716666666
385.94,10.5418333334,4.52333333333,12.29775,4.70616666667,13.4833333333,7.71666666667,31.7926666666,26.1558888889,15.43975,8.70133333334
386.30,10.4766666667,4.48516666667,12.2608333333,4.69783333333,13.4683333333,7.674,31.7493333333,26.1344722222,15.4076666666,8.68116666666
386.66,10.49,4.529,12.3005,4.73466666667,13.4738333334,7.7415,31.8008333333,26.1739722222,15.4771666666,8.67666666667
387.03,10.4888333333,4.58666666667,12.2985833333,4.794,13.4891666667,7.75883333333,31.8535,26.2257777778,15.53225,8.68683333333
387.39,10.5495,4.63433333334,12.3593333334,4.82266666667,13.5605,7.801,31.99,26.3062222222,15.6595833333,8.69416666666
387.75,10.5753333333,4.62116666667,12.35475,4.8055,13.5741666667,7.79,32.022,26.31775,15.6730833334,8.68916666667
388.11,10.5358333334,4.5835,12.2965833334,4.76616666667,13.5268333333,7.76016666667,32.0383333333,26.29175,15.6718333334,8.65683333333
388.47,10.5595,4.58333333333,12.3149166666,4.79733333334,13.517,7.71283333334,32.1133333333,26.3507777778,15.6886666667,8.68133333333
388.83,10.6023333333,4.6845,12.35775,4.8195,13.5626666667,7.716,32.2128333333,26.4168611111,15.7055833333,8.7235
389.19,10.6281666666,4.755,12.418,4.84383333334,13.603,7.771,32.3228333333,26.5197222222,15.8334166666,8.77766666667
389.55,10.6143333334,4.75383333333,12.4505,4.84416666667,13.657,7.78933333333,32.4065,26.5414444445,15.8445833334,8.77283333334
389.91,10.6913333333,4.78583333333,12.5165,4.86533333334,13.6916666667,7.84133333333,32.5026666667,26.6107777778,15.86675,8.78316666667
390.27,10.736,4.863,12.5676666667,4.8785,13.7028333333,7.90533333334,32.6123333333,26.7086944444,15.9553333333,8.80216666667
390.63,10.7573333334,4.808,12.5101666667,4.82133333333,13.7045,7.8725,32.6326666667,26.7209444445,15.9420833333,8.7815
391.00,10.7783333333,4.83166666666,12.5561666667,4.8205,13.7576666667,7.87083333333,32.7293333333,26.7778611111,16.0225833333,8.829
391.36,10.7751666667,4.824,12.5529166666,4.82116666667,13.7535,7.88033333333,32.7505,26.78925,15.9900833334,8.82366666667
391.72,10.8171666667,4.84633333334,12.557,4.8445,13.7611666667,7.93116666667,32.8645,26.8884722223,16.0038333333,8.82283333333
392.08,10.8315,4.86833333333,12.601,4.85133333333,13.8026666667,7.962,32.972,27.001,16.0358333333,8.837
392.44,10.8418333333,4.866,12.6204166667,4.88016666666,13.8456666667,7.97233333333,33.0358333333,27.0315833333,16.0774166666,8.85166666667
392.80,10.847,4.8215,12.6043333333,4.85783333333,13.8658333334,7.99366666667,33.1088333333,27.0633611111,16.1093333334,8.84416666667
393.16,10.8906666667,4.82583333333,12.6185,4.88366666667,13.8765,8.009,33.2161666666,27.1775833334,16.0774166666,8.86566666666
393.52,10.8716666667,4.81483333333,12.5930833334,4.87016666666,13.839,7.94266666667,33.2541666667,27.2228611111,16.1165833334,8.82666666667
393.88,10.8695,4.80533333333,12.5664166666,4.83816666667,13.8336666667,7.92,33.3005,27.2419166667,16.117,8.79166666667
394.24,10.9051666667,4.75566666667,12.5693333333,4.85216666666,13.8631666667,7.8825,33.3458333333,27.2574722222,16.1058333333,8.80616666666
394.60,10.9196666667,4.80233333333,12.65225,4.92783333333,13.889,7.9085,33.4385,27.3100833334,16.2071666667,8.82816666667
394.96,10.901,4.75066666667,12.60475,4.92016666667,13.866,7.871,33.4605,27.3451666667,16.19725,8.7755
395.32,10.8735,4.724,12.5339166667,4.87616666667,13.8381666667,7.79566666667,33.4643333333,27.3378333333,16.16025,8.71216666667
395.68,10.8385,4.716,12.5735,4.85583333334,13.8608333333,7.73166666667,33.5486666666,27.3775555556,16.2021666667,8.715
396.04,10.7665,4.67483333334,12.5414166667,4.84366666667,13.8715,7.669,33.6028333333,27.3732222222,16.1684166666,8.67316666667
