wavelength,Back_SalRufm,Belly_SalRufm,Breast_SalRufm,Crissum_SalRufm,Crown_SalRufm,DorTail_SalRufm,Patch10_SalRufm,Rump_SalRufm,Throat_SalRufm,WingTip_SalRufm
195.51,50.0,120.139,73.2639166665,136.458166667,151.388833333,132.2915,125.694333333,114.409583334,175.173583334,98.9583333335
195.89,53.7635,104.838666667,70.9678333334,128.225833333,125.000166667,113.172,109.946333334,99.6862777776,141.532166666,94.6238333334
196.27,69.9006666666,106.219,78.7311666666,128.109666667,110.447833333,111.940666667,110.945166667,102.736111111,144.154083334,111.6915
196.65,76.4103333333,103.846333333,84.3589166667,126.923166666,107.692333333,115.8975,113.076833333,102.393027778,135.256333334,117.435833333
197.03,105.238,131.428666667,135.714333334,189.047333333,138.095166667,169.523666666,158.095166667,145.238055556,207.143,163.333333333
197.40,147.916666667,214.583333333,239.0625,361.458333334,220.833333333,280.208333333,276.041666666,237.326388889,353.125,281.25
197.78,72.619,172.619,205.357416667,378.571333333,161.904833333,247.619,239.285666667,191.468277778,341.66675,248.8095
198.16,40.1513333335,118.181833333,140.530416667,222.727333333,70.4546666667,146.212166667,143.181833333,114.141416667,192.803166666,143.181833333
198.54,48.7804999999,105.691,114.634083333,138.618,54.4715,112.195333333,99.5936666668,92.0731944446,124.187166666,110.568833333
198.92,38.5184999999,95.926,99.0744166666,117.777666667,45.5555,88.5184999999,82.2223333332,76.2962222223,95.3703333334,95.1853333331
199.30,36.1633333333,93.0816666668,86.1634166666,105.660666667,49.6856666667,78.6164999998,69.8113333333,66.4046111111,76.887,76.4150000002
199.68,29.3333333331,95.0000000001,74.3333333333,94.9999999999,43.6666666667,77.6666666667,70.6666666667,61.3333333333,72.3333333333,60.6666666667
200.06,32.1428333333,145.238,110.119083333,135.714333333,65.4761666667,132.738333334,101.190333333,88.3928888889,103.273833333,60.7143333332
200.44,-14.2856666665,247.619,167.857333333,241.6665,120.238166667,264.285666666,175.000166667,156.349416667,126.190666667,36.9046666665
