wavelength,Back_MelMelf,Belly_MelMelf,Breast_MelMelf,Crissum_MelMelf,Crown_MelMelf,DorTail_MelMelf,Patch10_MelMelf,Patch11_MelMelf,Rump_MelMelf,Throat_MelMelf,WingTip_MelMelf
358.75,5.58206666667,15.1333592593,9.56680000001,10.9735333333,4.05696666667,6.85183333333,5.1682,6.14213333333,6.45552,13.2227333333,7.92741666667
359.11,5.35553333333,14.9049481482,9.33426666666,10.7176333333,3.7274,6.58906666667,4.81806666667,5.8858,6.17853333333,13.0785333333,7.71870833333
359.48,5.5024,15.0553703704,9.39926666667,10.8428,3.7625,6.58693333333,4.8104,5.98073333333,6.22928,13.1348,7.736125
359.84,5.5038,15.0271444444,9.42406666667,10.8821333333,3.70343333333,6.5133,4.75493333333,5.9866,6.16670666666,13.0833333333,7.73154166667
360.20,5.58833333333,15.1898888889,9.57940000001,10.971,3.7552,6.51806666667,4.79313333333,6.062,6.23258666667,13.1834,7.82145833333
360.57,5.729,15.3135814815,9.73706666667,11.0009,3.90863333333,6.55693333333,4.93753333333,6.1569,6.32214666667,13.2937333333,7.81658333333
360.93,5.85073333333,15.4609925926,9.9146,11.1813666667,4.0317,6.71096666667,5.0112,6.26083333334,6.52474666667,13.431,7.90841666667
361.29,5.99106666667,15.6926333333,10.1085333333,11.3424333333,4.1818,6.89203333333,5.12653333334,6.45343333334,6.77834666667,13.6782,8.07895833333
361.66,6.0034,15.7626296296,10.2038,11.3452,4.1901,6.8566,5.08993333333,6.42266666667,6.8196,13.7176,8.12416666667
362.02,6.084,15.8304444444,10.2639333333,11.4068,4.2922,6.95026666667,5.129,6.52913333333,6.92042666667,13.7706666667,8.25866666667
362.39,6.01146666667,15.7821703704,10.2103333333,11.3589333333,4.26573333333,6.90166666667,5.0684,6.43676666666,6.85621333334,13.7622666667,8.14591666667
362.75,6.06533333333,15.8660777778,10.1959333333,11.3519333333,4.26713333333,6.93136666667,5.07813333333,6.49503333333,6.872,13.7484,8.21479166667
363.11,6.19013333334,16.0449222222,10.3641333333,11.5238666667,4.43073333333,7.0283,5.25853333333,6.62193333333,6.99136,13.8711333333,8.42070833333
363.48,6.12073333333,16.0017407407,10.327,11.4657,4.3914,6.97456666667,5.26853333333,6.57976666666,6.97713333333,13.87,8.421
363.84,6.10573333333,15.992462963,10.3109333333,11.4086666667,4.31143333333,6.92216666666,5.2558,6.5458,6.99818666667,13.8934666667,8.40370833333
364.20,6.01933333333,15.9210444445,10.2516,11.3954,4.25163333333,6.8484,5.18486666667,6.46096666666,6.94009333333,13.8288,8.29954166667
364.57,5.99453333333,15.9846962963,10.2326666667,11.5617,4.25133333333,6.89336666667,5.2268,6.46399999999,6.97294666667,13.8387333333,8.41029166667
364.93,5.8854,15.9375555555,10.1484,11.5203666667,4.15123333333,6.74656666667,5.1278,6.39236666666,6.84914666667,13.7915333333,8.341
365.29,5.81753333333,15.8196555555,10.1180666667,11.4877666667,4.06796666667,6.6051,5.03273333334,6.31526666666,6.69728,13.6522,8.210875
365.66,5.7856,15.735037037,10.0474666667,11.5147666667,4.02873333333,6.58823333333,5.01393333333,6.33383333334,6.66737333333,13.6546,8.071125
366.02,5.73386666667,15.6984296296,10.044,11.5062333333,3.94746666667,6.56343333333,4.9962,6.29799999999,6.62706666667,13.6024666666,8.00616666667
366.38,5.74513333333,15.7493740741,10.0302,11.5512,3.88933333334,6.59803333333,5.00886666667,6.35296666666,6.61286666667,13.6883333333,8.022375
366.75,5.60806666667,15.6611777778,9.92493333332,11.5332666666,3.7692,6.46636666667,4.90826666667,6.21486666666,6.47168,13.6484,7.86945833333
367.11,5.64286666667,15.7389,9.96973333334,11.6131666667,3.8565,6.4708,4.95326666667,6.32130000001,6.56082666667,13.7165333333,7.8155
367.47,5.62666666667,15.7953925926,9.97960000001,11.6839666667,3.86333333333,6.54676666667,4.91546666667,6.30633333333,6.54825333333,13.7248,7.74441666667
367.84,5.5338,15.8293111111,9.95660000001,11.6458,3.8273,6.48973333333,4.83753333333,6.19416666667,6.43757333333,13.7204,7.60795833333
368.20,5.61266666667,15.9759296296,10.0422,11.7521,3.87796666667,6.5566,4.9058,6.28433333334,6.51624,13.9282,7.63816666667
368.56,5.46473333333,15.8167148148,9.95366666667,11.58,3.7134,6.43086666667,4.7516,6.19210000001,6.381,13.8624,7.471625
368.93,5.373,15.8113925926,9.85113333333,11.5341333333,3.64,6.38053333333,4.67753333333,6.11626666667,6.32837333333,13.8608,7.38645833333
369.29,5.382,15.9142074074,9.81673333333,11.5699,3.68053333333,6.43143333333,4.73646666667,6.08999999999,6.42970666667,13.9320666667,7.39883333333
369.65,5.52106666667,16.0996518518,9.93340000001,11.7415333333,3.77816666667,6.59913333333,4.8468,6.21373333334,6.53516,14.0927333333,7.56595833333
370.01,5.48933333333,16.1109259259,9.86713333333,11.7693,3.75386666666,6.47313333333,4.7714,6.14286666667,6.51464,14.1695333333,7.47666666667
370.38,5.32186666667,16.0347222222,9.78939999999,11.7612333333,3.61206666667,6.2918,4.6084,6.00159999999,6.42154666667,14.0301333333,7.31470833333
370.74,5.50846666667,16.2207518519,9.98773333333,11.9134333333,3.81056666667,6.46216666667,4.7196,6.15400000001,6.65525333333,14.2356,7.478375
371.10,5.6806,16.3878222222,10.1678666667,12.1295666667,3.94853333333,6.6457,4.8384,6.30763333333,6.82269333333,14.4114666667,7.63079166667
371.46,5.7218,16.3958037037,10.2007333333,12.1015333333,3.93233333333,6.61963333333,4.86853333333,6.33623333334,6.83749333333,14.4497333333,7.60216666667
371.83,5.79713333333,16.5110148148,10.2878,12.2762,4.05456666667,6.7549,5.019,6.51933333333,6.96861333333,14.6218666667,7.679125
372.19,5.8798,16.6018481481,10.347,12.3749666667,4.18236666667,6.86433333333,5.14153333333,6.61193333334,7.06474666667,14.6536,7.76741666667
372.55,6.0088,16.7649703704,10.4464,12.5097,4.27776666667,6.91896666667,5.17193333333,6.67770000001,7.15328,14.7644,7.84116666667
372.92,6.0716,16.8118925926,10.5663333333,12.5797666666,4.33736666667,6.96813333333,5.17433333333,6.69703333333,7.21370666667,14.8406666667,7.835125
373.28,6.0888,16.7871814815,10.598,12.6342333333,4.3367,6.92196666667,5.1408,6.72103333333,7.21313333333,14.7996666667,7.84704166667
373.64,6.02613333333,16.7981666667,10.5498,12.5941,4.29856666667,6.8216,5.1196,6.61436666666,7.14053333333,14.791,7.83479166667
374.00,6.09346666667,16.8401888889,10.6082,12.6014333333,4.36586666667,6.91323333334,5.18993333333,6.68016666667,7.18269333333,14.8588666667,7.92929166667
374.37,6.33933333333,17.0592481481,10.7749333333,12.7057,4.56796666667,7.1245,5.3636,6.84526666667,7.37010666667,15.0980666667,8.198125
374.73,6.44533333333,17.1216185185,10.8174,12.7659666667,4.60636666667,7.17133333333,5.45746666667,6.93293333333,7.41710666667,15.1634,8.18904166667
375.09,6.35246666667,17.0168148148,10.6495333333,12.6605666667,4.4869,7.07413333333,5.36946666667,6.83606666667,7.273,15.0570666667,8.06308333333
375.45,6.4388,17.1801518518,10.7937333333,12.8458333333,4.63963333334,7.15456666667,5.48766666667,6.92613333333,7.4192,15.2104,8.23541666667
375.81,6.51353333333,17.2300074074,10.8282,12.9079,4.6952,7.15616666667,5.50686666667,6.96650000001,7.46572,15.276,8.35095833333
376.18,6.51546666667,17.2477185185,10.8148,12.9167666667,4.6379,7.10626666667,5.46113333333,6.95823333334,7.45217333333,15.2827333333,8.317375
376.54,6.4742,17.2793185185,10.8086,12.9417666667,4.6038,7.09176666667,5.5046,6.93946666667,7.41788,15.2522666667,8.28458333333
376.90,6.57406666667,17.4146518519,10.8542,13.0860666667,4.66796666666,7.15703333333,5.60766666667,7.041,7.53058666667,15.3241333333,8.38175
377.26,6.464,17.340637037,10.7381333333,13.0406333333,4.56186666667,6.99703333333,5.47566666667,6.97029999999,7.41413333333,15.2994,8.24883333333
377.63,6.4436,17.3078074074,10.7503333333,13.0452666667,4.54723333333,6.96193333333,5.42413333333,6.95740000001,7.42502666667,15.2632666667,8.202125
377.99,6.41726666667,17.4077740741,10.8166,13.0914,4.53946666667,6.946,5.40066666667,6.93403333334,7.46577333333,15.305,8.13983333333
378.35,6.37646666667,17.3916962963,10.8484666667,13.1298333333,4.52353333333,6.8951,5.35893333333,6.9246,7.43461333333,15.2641333333,8.095375
378.71,6.1654,17.259662963,10.6847333333,13.0414,4.364,6.7245,5.19873333333,6.74853333334,7.23764,15.1635333333,7.9905
379.07,6.13206666667,17.2778444445,10.7113333333,13.0485,4.31533333333,6.65866666667,5.11386666667,6.71183333333,7.23341333333,15.1574666667,7.995875
379.44,6.06973333333,17.2492148148,10.6721333333,13.0104,4.26996666667,6.63723333333,5.06166666667,6.66663333333,7.18038666667,15.1182666667,7.921625
379.80,6.1296,17.3792111111,10.7926666667,13.0904333333,4.30636666667,6.66996666667,5.0546,6.71249999999,7.21241333333,15.1696,7.89420833333
380.16,6.20173333333,17.4498111111,10.9213333333,13.2071666667,4.3789,6.72373333333,5.14233333334,6.77936666667,7.28992,15.2660666667,8.00245833333
380.52,6.27573333334,17.4681518519,11.0034666667,13.2957666667,4.4596,6.7633,5.1816,6.8513,7.35313333333,15.3604666667,8.0255
380.88,6.18493333333,17.5036740741,10.9815333333,13.2318,4.39616666667,6.66266666667,5.08933333334,6.81146666667,7.25312,15.3992,7.91583333333
381.24,6.26093333334,17.6300111111,11.0871333333,13.2982,4.45826666667,6.75936666667,5.15713333333,6.86386666666,7.32805333333,15.4608,7.94504166667
381.61,6.3494,17.7677740741,11.1888666667,13.3832,4.52706666667,6.8244,5.2318,6.95506666666,7.44381333333,15.5396666667,7.97745833333
381.97,6.44033333333,17.8548037037,11.2022,13.5103,4.6093,6.89633333333,5.3218,7.10796666667,7.50597333333,15.6396,8.047125
382.33,6.55233333334,18.0053037037,11.285,13.6654,4.7353,7.0314,5.44206666667,7.23333333333,7.63679999999,15.793,8.101875
382.69,6.7408,18.2279259259,11.4884666667,13.9168333333,4.9121,7.22693333333,5.60853333333,7.4345,7.84410666666,15.9452,8.27095833333
383.05,6.84213333333,18.332662963,11.5977333333,13.9932666667,5.031,7.3317,5.7092,7.50573333333,7.94381333334,16.0263333333,8.346625
383.41,6.90853333333,18.3975333333,11.6554,14.1163666667,5.0921,7.35076666667,5.777,7.57350000001,7.99682666666,16.0930666667,8.439875
383.77,6.9352,18.395762963,11.6261333333,14.1436,5.1285,7.36083333333,5.82973333333,7.56513333333,8.04512000001,16.1028,8.44820833333
384.14,6.88426666667,18.3784185185,11.5816666667,14.1106333333,5.0834,7.3182,5.79966666667,7.55296666667,8.00437333333,16.0580666667,8.368
384.50,6.73406666667,18.3354666667,11.4810666667,14.0678333333,4.97053333333,7.1615,5.6504,7.44429999999,7.92937333334,15.9816,8.25633333333
384.86,6.81186666667,18.3519703704,11.5365333333,14.1758666667,5.05703333333,7.23706666667,5.74126666667,7.50003333333,8.01884,16.0031333333,8.36008333333
385.22,6.8622,18.4066518519,11.6149333333,14.2549333333,5.12213333333,7.3156,5.81886666667,7.55340000001,8.07521333333,16.0844666667,8.44433333333
385.58,6.79853333333,18.4167333333,11.5755333333,14.2724666667,5.08273333333,7.30303333333,5.7674,7.48643333333,8.01986666666,16.1036,8.40566666667
385.94,6.7418,18.3682851852,11.5717333333,14.2677,4.98216666667,7.28426666667,5.72813333333,7.37606666666,7.97356000001,16.0874666667,8.33575
386.30,6.58313333333,18.2735296296,11.4701333333,14.1478,4.84156666667,7.1357,5.5432,7.22940000001,7.81445333334,15.9544666667,8.21479166667
386.66,6.54946666667,18.2625814815,11.4653333333,14.1168,4.7849,7.09126666667,5.47686666667,7.16290000001,7.79598666666,15.9556,8.15670833333
387.03,6.53393333333,18.2867888889,11.4849333333,14.1823666667,4.74106666667,7.05743333333,5.47113333333,7.16793333333,7.78416000001,16.0339333333,8.15079166667
387.39,6.54193333333,18.3458518518,11.5000666667,14.21,4.73426666667,7.04743333333,5.4386,7.19466666667,7.82265333333,16.0992666667,8.14320833333
387.75,6.58746666667,18.4047740741,11.5713333333,14.3034333333,4.7218,7.06756666667,5.46713333333,7.26969999999,7.85030666667,16.1548666667,8.20391666667
388.11,6.51853333333,18.3958851852,11.5178,14.3287333333,4.66983333333,6.97976666667,5.37893333333,7.19353333333,7.77735999999,16.147,8.14104166667
388.47,6.6244,18.4556074074,11.6098,14.3769,4.7371,7.08353333333,5.48153333333,7.28456666667,7.86726666667,16.21,8.277875
388.83,6.56066666667,18.4081444444,11.6088,14.3186,4.6866,7.03423333333,5.42266666667,7.23416666667,7.82294666668,16.1804,8.21304166667
389.19,6.57933333334,18.4978518518,11.6153333333,14.4032333333,4.67523333333,7.05606666667,5.42046666666,7.26456666667,7.86711999999,16.2457333333,8.2145
389.55,6.62026666667,18.5219740741,11.6858,14.4736333333,4.69903333333,7.0514,5.43386666667,7.33273333333,7.89289333334,16.3289333333,8.23825
389.91,6.6044,18.5379296296,11.6752666667,14.4634333333,4.6969,7.0238,5.39453333333,7.334,7.85780000001,16.3058,8.24154166667
390.27,6.76266666667,18.6730111111,11.8292,14.6374,4.82103333333,7.15603333333,5.59313333333,7.49236666667,8.02393333334,16.4722666667,8.42025
390.63,6.77813333333,18.6518111111,11.8486,14.673,4.8312,7.17626666667,5.61153333333,7.52860000001,8.01852000001,16.4974,8.438625
391.00,6.7622,18.6212851852,11.8410666667,14.6731333333,4.8351,7.16323333333,5.60206666667,7.52433333333,8.01847999999,16.4600666667,8.38420833333
391.36,6.7232,18.5187740741,11.7883333333,14.6522,4.7812,7.10746666666,5.5616,7.47736666667,7.95309333333,16.3776,8.24533333333
391.72,6.73713333333,18.542837037,11.8174666666,14.6874,4.80216666667,7.1377,5.5452,7.48780000001,7.97382666666,16.425,8.25520833333
392.08,6.90846666667,18.6816222222,11.959,14.7995666667,4.93436666667,7.28596666667,5.69553333333,7.62843333334,8.14182666666,16.5501333333,8.38675
392.44,7.00046666667,18.7445222222,12.0260666667,14.9233666667,5.03373333333,7.38063333333,5.77853333333,7.69913333333,8.22210666667,16.6580666666,8.38704166667
392.80,7.02046666667,18.8386777778,12.0254666667,15.0028,5.02416666667,7.3782,5.81433333334,7.69146666667,8.24987999999,16.6777333333,8.39316666667
393.16,7.06033333334,18.8412333333,12.0994666667,15.0322,5.0672,7.39733333333,5.85626666667,7.737,8.31174666667,16.6936,8.474375
393.52,7.1236,18.8606148148,12.1144666667,15.1069,5.1159,7.43323333333,5.9138,7.7663,8.34874666667,16.7022666667,8.52408333333
393.88,7.24406666666,18.9566481482,12.222,15.2756,5.2628,7.52696666667,6.0436,7.88733333333,8.49174666667,16.8329333334,8.64775
394.24,7.2296,18.9503037037,12.1756666667,15.2980333333,5.2287,7.4983,5.9968,7.86266666667,8.46873333333,16.8469333333,8.58554166667
394.60,7.26333333333,19.020162963,12.2168666667,15.3146333333,5.25813333333,7.52603333333,6.0386,7.88559999999,8.51544,16.8733333333,8.594875
394.96,7.31633333333,19.0419037037,12.2222666667,15.3586666667,5.26586666667,7.52786666667,6.06086666667,7.89076666666,8.5478,16.9162,8.646125
395.32,7.38446666667,19.1870074074,12.3127333333,15.4474666667,5.326,7.5877,6.1112,7.95996666665,8.63063999999,17.0453333333,8.77908333333
395.68,7.3562,19.1542407407,12.2870666667,15.4522666667,5.29853333333,7.5502,6.11493333333,7.93519999999,8.63414666666,17.0328666667,8.77183333333
396.04,7.33006666667,19.1302592592,12.2848,15.4845666667,5.2963,7.55196666667,6.0814,7.92516666666,8.63545333334,17.0745333333,8.748
396.40,7.2506,19.0721481482,12.2212,15.4312333333,5.24503333334,7.4614,5.99246666667,7.85829999999,8.57680000001,17.0572,8.70808333333
396.76,7.28806666667,19.0271851852,12.2444,15.4714,5.2983,7.49996666667,6.00446666667,7.89466666667,8.60815999999,17.1186,8.77145833333
397.12,7.2218,18.9654518518,12.1838,15.4224333333,5.26446666667,7.4378,5.95213333333,7.80906666667,8.507,17.0926666667,8.65725
397.48,7.1748,18.961237037,12.1860666667,15.4257333333,5.25386666666,7.41783333333,5.93213333333,7.77913333333,8.49928,17.0964,8.60508333333
397.84,7.123,18.9316740741,12.1784,15.4110333334,5.1943,7.3892,5.88026666667,7.74946666665,8.47849333333,17.0775333333,8.53466666667
398.20,7.07493333333,18.8758777778,12.1798,15.3865,5.17526666667,7.3547,5.83586666667,7.73220000001,8.43284000001,17.0587333333,8.47795833333
398.56,7.02073333333,18.8050555556,12.1178666667,15.3939,5.1483,7.303,5.78973333333,7.68573333333,8.41414666667,17.0783333333,8.42804166667
398.92,6.949,18.7748777778,12.1076,15.3738,5.10413333333,7.27596666667,5.74726666667,7.60853333333,8.37878666667,17.075,8.34254166667
399.28,6.90026666667,18.7231851852,12.0572,15.3882,5.05863333333,7.2355,5.7162,7.54216666667,8.35314666667,17.0237333333,8.27470833333
399.64,6.804,18.6788259259,11.9838666667,15.3567333333,5.014,7.1589,5.66026666667,7.50169999999,8.27186666666,16.963,8.19029166667
400.00,6.7468,18.6332703704,11.9596,15.3214,4.9341,7.09286666667,5.61986666667,7.45879999999,8.19921333333,16.9046666667,8.13254166667
400.36,6.76286666667,18.6595814815,11.9884666667,15.377,4.91473333333,7.0866,5.63373333333,7.45800000001,8.19434666667,16.9051333333,8.13870833333
400.72,6.76653333333,18.708662963,12.0391333333,15.4233333333,4.905,7.06,5.60066666667,7.46829999999,8.17998666667,16.9334,8.07429166667
401.08,6.8004,18.732362963,12.0691333333,15.4976333333,4.894,7.09056666667,5.61333333333,7.53626666667,8.23579999999,16.9780666667,8.09708333333
401.44,6.84833333333,18.7748333333,12.1068,15.5504333333,4.89496666667,7.13946666667,5.6502,7.61113333333,8.29534666667,17.0548,8.10358333333
401.80,6.84466666667,18.7989814815,12.1011333333,15.5438,4.843,7.10523333333,5.62393333333,7.57796666666,8.27002666667,17.0730666667,8.07
402.16,6.92906666667,18.8875444444,12.1523333333,15.6399666667,4.9052,7.16603333333,5.6728,7.63850000001,8.37301333334,17.1486,8.1465
402.52,6.95533333333,18.9097814815,12.2244,15.6757333333,4.9368,7.1674,5.69826666667,7.68876666667,8.38092,17.1632,8.17229166667
402.88,7.0292,18.9845407407,12.2894666667,15.7954,5.00496666667,7.21396666667,5.7524,7.80133333333,8.43253333332,17.2147333333,8.2325
403.24,7.01873333333,18.9338444444,12.2958666667,15.7514666667,4.96626666666,7.17716666667,5.70273333333,7.75173333335,8.37276,17.2277333333,8.20491666667
403.60,7.1218,19.0867925926,12.4226666667,15.8619666667,5.0409,7.27833333333,5.77913333333,7.81956666667,8.49130666667,17.3548666667,8.33791666667
403.95,7.1804,19.1412185185,12.4564,15.9576333333,5.10643333333,7.30203333333,5.8436,7.85446666668,8.54714666667,17.4462,8.37620833333
404.31,7.20506666667,19.1342851852,12.4689333333,15.9918666667,5.1125,7.29946666667,5.85526666667,7.86496666667,8.58027999999,17.4658,8.34625
404.67,7.19486666667,19.0950407407,12.4475333333,15.9648333333,5.09093333333,7.29663333333,5.8526,7.84863333333,8.58124,17.4784,8.36929166667
405.03,7.22453333333,19.145962963,12.481,16.0370333333,5.12143333334,7.30133333333,5.8682,7.83053333332,8.58781333333,17.5223333333,8.382625
405.39,7.19506666667,19.1635296296,12.4586,16.0495666667,5.12556666667,7.27083333333,5.84093333333,7.81723333334,8.57559999999,17.5181333333,8.361375
405.75,7.26646666667,19.1906481481,12.5000666667,16.1253666667,5.21083333333,7.31746666667,5.90613333333,7.89120000001,8.64626666667,17.5743333333,8.41245833333
406.11,7.17993333333,19.1393925926,12.4479333333,16.0751333333,5.14823333333,7.23546666667,5.861,7.8,8.56935999999,17.5004,8.34129166667
406.47,7.2004,19.2325296296,12.4764,16.1469333333,5.1475,7.25393333333,5.86846666667,7.80706666667,8.61813333333,17.5444,8.35791666667
406.83,7.21133333333,19.2606296296,12.4856,16.1781333333,5.1676,7.27176666667,5.8916,7.8183,8.65406666667,17.6038666667,8.39529166667
407.19,7.259,19.3479222222,12.5529333333,16.2870333333,5.25816666667,7.36653333333,5.9684,7.93786666667,8.77283999999,17.662,8.44095833333
407.55,7.22473333333,19.3021925926,12.5544,16.3007333333,5.2346,7.33323333333,5.94493333333,7.91036666667,8.76267999999,17.6572666666,8.34445833333
407.90,7.1232,19.263137037,12.5243333333,16.2397666667,5.1669,7.26143333333,5.85393333333,7.85183333334,8.73413333333,17.5826,8.296375
408.26,7.12313333333,19.3260259259,12.5822666667,16.3039,5.19856666667,7.30283333333,5.87613333333,7.89073333333,8.78136,17.6763333333,8.35958333333
408.62,7.13166666667,19.368637037,12.5664,16.3616666667,5.2083,7.3078,5.8924,7.92543333334,8.78913333333,17.7087333333,8.32208333333
408.98,7.09946666667,19.363437037,12.5472,16.3493333333,5.1861,7.27999999999,5.86746666667,7.92810000001,8.78596,17.7285333333,8.31045833333
409.34,7.1044,19.3532777778,12.5431333334,16.3998333333,5.19046666667,7.27296666667,5.8474,7.8913,8.76327999999,17.752,8.317125
409.70,7.06893333333,19.3800407407,12.5552666667,16.3981333333,5.1511,7.2204,5.80186666667,7.8518,8.71017333333,17.7357333333,8.28879166667
410.06,7.0898,19.3817111111,12.5558,16.4578,5.1565,7.2126,5.7972,7.86296666666,8.7272,17.7948666667,8.25233333333
410.42,7.051,19.342162963,12.5225333333,16.4598666667,5.14356666667,7.17856666667,5.75066666667,7.83420000001,8.68438666667,17.7698666667,8.21116666667
410.77,7.06453333333,19.366637037,12.5628666667,16.4952,5.1609,7.2227,5.74726666667,7.85210000001,8.70544000001,17.7856666667,8.18883333333
411.13,7.06426666667,19.3792703704,12.5772,16.486,5.13783333333,7.19043333333,5.74526666667,7.82163333333,8.69786666667,17.8231333333,8.19554166667
411.49,7.08466666667,19.370362963,12.5358666666,16.4822333333,5.14853333333,7.18663333333,5.73606666667,7.822,8.68100000001,17.8348,8.18445833333
411.85,7.17753333333,19.4611111111,12.5974666667,16.5916333333,5.19286666667,7.25736666667,5.7996,7.88399999999,8.75320000001,17.9308,8.24220833333
412.21,7.2372,19.5018592593,12.6466666667,16.6484,5.21523333333,7.28023333333,5.82106666667,7.93036666665,8.78069333334,17.9280666667,8.259
412.57,7.31773333333,19.6069592593,12.7672,16.7841,5.2987,7.36196666667,5.9014,7.99446666667,8.87280000001,18.0262,8.35108333333
412.92,7.35413333333,19.6431740741,12.8207333333,16.8688333333,5.33043333333,7.3902,5.92886666667,8.0322,8.91341333333,18.0564666667,8.36008333333
413.28,7.34473333334,19.6630185185,12.8951333333,16.8762333333,5.29516666667,7.389,5.93706666667,8.05126666667,8.94680000001,18.0964,8.35979166667
413.64,7.36486666667,19.6444444444,12.8805333333,16.9544666667,5.30866666667,7.4162,5.9456,8.07183333334,8.99394666667,18.0968,8.34666666667
414.00,7.41213333333,19.691262963,12.9588,17.0124,5.35243333333,7.44993333333,5.96093333333,8.11389999999,9.04859999999,18.1540666667,8.38133333333
414.36,7.47226666667,19.7074037037,12.9933333333,17.0561333333,5.37753333333,7.46616666667,6.00373333333,8.14793333333,9.07673333333,18.2588666667,8.42841666667
414.72,7.49486666667,19.7613481482,13.0201333333,17.1001333333,5.3968,7.45886666667,6.00353333333,8.1681,9.10929333333,18.3054,8.46158333333
415.07,7.55246666667,19.7639037037,13.0364,17.1826333333,5.4203,7.49793333333,6.0074,8.22373333335,9.11273333333,18.355,8.516625
415.43,7.59473333333,19.8290222222,13.1013333333,17.2735,5.45726666667,7.52276666667,6.0346,8.26743333333,9.15802666667,18.4186,8.57470833333
415.79,7.6688,19.8627,13.1875333333,17.3441333333,5.5453,7.58223333333,6.10586666667,8.32986666666,9.22194666667,18.4938,8.659125
416.15,7.6668,19.8822666667,13.1727333333,17.3846,5.54973333333,7.58793333334,6.1034,8.32546666667,9.25073333333,18.5322666667,8.65741666667
416.51,7.61553333333,19.8019259259,13.1147333333,17.3633333333,5.48613333333,7.5306,6.025,8.27446666667,9.21870666667,18.4793333333,8.603125
416.86,7.6296,19.7653925926,13.0884,17.3587333333,5.47913333333,7.53523333333,6.03386666667,8.26660000001,9.21458666666,18.4856666667,8.59316666667
417.22,7.65226666667,19.7299037037,13.0482666667,17.3768333333,5.49236666667,7.52246666667,6.04213333333,8.28379999999,9.19992000001,18.4704666667,8.601625
417.58,7.69066666667,19.7520555555,13.1218,17.4280333333,5.5382,7.5649,6.068,8.31903333334,9.24771999999,18.5492,8.67354166667
417.94,7.68293333333,19.7233444444,13.1260666667,17.4567666667,5.53853333333,7.57946666666,6.09533333333,8.34423333333,9.26704,18.5463333333,8.70870833333
418.29,7.68313333333,19.7047555555,13.1108,17.4625,5.52953333333,7.57473333334,6.0884,8.34596666665,9.30042666667,18.5459333333,8.70841666667
418.65,7.65733333333,19.5859037037,13.0361333333,17.4162,5.479,7.51486666667,6.04813333333,8.30896666667,9.25853333334,18.4639333333,8.65808333333
419.01,7.59826666667,19.5148740741,13.0054,17.3902666666,5.44503333334,7.48276666667,6.03906666667,8.27870000001,9.24787999999,18.4129333333,8.61316666667
419.37,7.5772,19.4416296296,12.9855333333,17.3693,5.40156666667,7.46186666667,6.0072,8.24263333333,9.21853333333,18.3839333333,8.58941666667
419.73,7.51226666667,19.3490074074,12.9022666667,17.3220333333,5.32296666667,7.41113333334,5.94906666667,8.17796666667,9.16993333334,18.3293333333,8.51133333333
420.08,7.5062,19.3112814815,12.8932666667,17.31,5.3071,7.39326666667,5.93993333333,8.18396666667,9.15995999999,18.3153333333,8.489125
420.44,7.48593333333,19.2552037037,12.8686666667,17.2748,5.30063333333,7.3776,5.92393333333,8.17319999999,9.13885333334,18.2882,8.46945833333
420.80,7.49273333333,19.2399333333,12.879,17.2768,5.30843333333,7.36756666667,5.92746666666,8.17866666666,9.15121333334,18.2956,8.465125
421.16,7.519,19.2424,12.9007333334,17.3278,5.32426666667,7.39806666667,5.94753333333,8.20356666667,9.19053333333,18.3208,8.465875
421.51,7.51806666667,19.2118518519,12.8810666667,17.3255,5.32796666667,7.39186666666,5.97146666667,8.22046666667,9.20169333333,18.2958,8.45841666667
421.87,7.53626666667,19.1616555555,12.8772,17.3219666667,5.34593333333,7.40029999999,5.97453333333,8.21546666667,9.21127999999,18.294,8.43554166667
422.23,7.56046666667,19.1540851852,12.9076,17.3567333333,5.3768,7.42340000001,5.99586666667,8.25056666667,9.23722666666,18.3102666667,8.45304166667
422.58,7.60553333334,19.202362963,12.9764666667,17.4168666667,5.43106666667,7.48726666666,6.0522,8.29656666667,9.29125333333,18.3854,8.4935
422.94,7.63573333333,19.2112,13.0084,17.4407666667,5.45823333333,7.50616666667,6.05793333333,8.31256666667,9.32334666666,18.4110666667,8.49670833333
423.30,7.68053333333,19.2355444444,13.0507333333,17.4857666667,5.5147,7.55483333333,6.11473333333,8.37330000001,9.37790666667,18.4569333333,8.531
423.66,7.72833333333,19.2557777778,13.1186,17.5527,5.5722,7.5907,6.1478,8.42903333334,9.42623999999,18.5046666667,8.56970833333
424.01,7.75606666667,19.2471592593,13.1596666666,17.6076333333,5.61146666667,7.6299,6.18786666667,8.44789999999,9.46513333333,18.5205333333,8.61758333333
424.37,7.79013333333,19.2730148148,13.1984666667,17.6618,5.63296666667,7.65059999999,6.21993333333,8.48206666668,9.50012,18.5664,8.64254166667
424.73,7.81533333333,19.2884666667,13.2283333333,17.7144666667,5.6684,7.6882,6.24286666667,8.5187,9.54228,18.5864,8.68275
425.08,7.841,19.2822148148,13.2594,17.7385,5.70286666667,7.70593333334,6.26406666667,8.5336,9.56307999999,18.6144,8.72216666667
425.44,7.87653333333,19.285537037,13.2868666667,17.7815,5.71136666667,7.72586666667,6.27386666667,8.54296666667,9.59077333334,18.6567333333,8.737375
425.80,7.89573333333,19.3253259259,13.3329333333,17.8388,5.7303,7.74170000001,6.28973333334,8.57393333333,9.62181333332,18.7016666667,8.77554166667
