wavelength,Back_ConAlbf,Belly_ConAlbf,Breast_ConAlbf,Crissum_ConAlbf,Crown_ConAlbf,DorTail_ConAlbf,Patch10_ConAlbf,Rump_ConAlbf,Throat_ConAlbf,WingTip_ConAlbf
584.69,9.49226666667,29.9826666667,24.3851333333,24.5908666667,9.25266666667,7.55793333333,12.3977333333,16.9855555555,17.7724,8.2264
585.03,9.4974,30.0202666667,24.3883333333,24.6131333333,9.26586666667,7.56153333333,12.3927333333,16.9865111111,17.7788666667,8.2456
585.37,9.43646666667,29.9994666667,24.367,24.5907333333,9.22906666666,7.54386666667,12.3409333333,16.9507777778,17.7195333333,8.2578
585.70,9.32333333333,29.8586666667,24.3204666667,24.4978666667,9.10593333333,7.4198,12.2269333333,16.8494666667,17.6099333333,8.13706666667
586.04,9.31753333334,29.8068666667,24.3075333333,24.4506,9.10266666666,7.41380000001,12.1938666666,16.8273555555,17.5868,8.1298
586.38,9.27800000001,29.7845333333,24.2342,24.4070666667,9.03286666667,7.36393333333,12.0923333333,16.7852888889,17.4905333333,8.0812
586.72,9.36813333333,29.8716666667,24.3218666667,24.4862,9.0948,7.45833333333,12.1298666667,16.8336888889,17.5833333333,8.16340000001
587.06,9.44146666667,29.9218,24.3736666667,24.5589333333,9.1364,7.53373333333,12.1468666667,16.8835111111,17.6086666667,8.21546666667
587.39,9.45286666667,29.9457333333,24.3804,24.563,9.1422,7.53786666667,12.1394666667,16.8579111111,17.625,8.206
587.73,9.48346666666,29.9642666667,24.4205333333,24.6211333333,9.16686666666,7.59653333333,12.1702666667,16.8879555556,17.6577333333,8.26226666667
588.07,9.52633333333,29.9587333333,24.4482666667,24.6232,9.23626666667,7.67246666667,12.1792,16.9450444444,17.6566666667,8.33513333333
588.41,9.5558,30.0105333333,24.4941333333,24.6804666667,9.24326666667,7.71359999999,12.2005333333,16.9635777778,17.7296666667,8.39879999999
588.74,9.58733333332,30.0177333333,24.512,24.6904,9.22646666667,7.7334,12.1936666667,16.9815777778,17.7414,8.42766666667
589.08,9.64693333333,30.0794666667,24.5881333333,24.7648666666,9.26226666666,7.82319999999,12.2114,16.9956,17.7777333334,8.46813333333
589.42,9.67413333333,30.1503333333,24.6312666667,24.8518,9.26980000001,7.84733333333,12.2334,17.0243333333,17.8269333333,8.52946666667
589.76,9.64386666667,30.1982666667,24.6534,24.8805333333,9.2716,7.83506666667,12.241,17.0406444444,17.8568666667,8.54960000001
590.09,9.62666666665,30.2334,24.7010666667,24.9357333333,9.24593333334,7.83060000001,12.2334666667,17.0217333333,17.8544,8.55926666667
590.43,9.49366666668,30.1800666667,24.6554,24.8815333333,9.17033333333,7.75513333333,12.1598,16.9352666667,17.7668,8.51160000001
590.77,9.41866666668,30.0868,24.6106666667,24.8285333333,9.0646,7.66393333334,12.0610666667,16.8534222222,17.7095333333,8.42220000001
591.11,9.36860000001,30.0236666666,24.5816666667,24.8248666667,9.01106666667,7.62066666667,12.0014666667,16.8132888889,17.6647333333,8.37753333333
591.44,9.30786666666,30.0004666667,24.5185333333,24.7572666667,8.9442,7.56,11.8944,16.7562888889,17.604,8.31686666667
591.78,9.27526666666,29.9780666667,24.4921333333,24.7419333333,8.89526666667,7.51473333333,11.8474,16.6738222222,17.5758666666,8.27726666667
592.12,9.23766666666,29.9803333334,24.4623333333,24.7468666667,8.89066666667,7.47713333333,11.8155333333,16.6854222222,17.535,8.2758
592.46,9.19099999999,29.933,24.4341333333,24.7246666667,8.83553333333,7.49420000001,11.7327333333,16.6580888889,17.4884666667,8.27646666667
592.79,9.12666666667,29.8786,24.3798666667,24.6955333333,8.75853333334,7.4498,11.6959333333,16.6120444445,17.4584,8.22966666667
593.13,9.12833333333,29.8490666667,24.4151333333,24.6926,8.73413333333,7.46159999999,11.661,16.5801555555,17.4423333333,8.22713333333
593.47,9.14713333333,29.8274666667,24.412,24.6918,8.70820000001,7.47779999999,11.6497333334,16.5341111111,17.4176666667,8.23506666667
593.80,9.27480000001,29.9132666667,24.5462666667,24.7766,8.80426666667,7.62566666667,11.7625333333,16.6626888889,17.5476666667,8.34353333333
594.14,9.38999999999,30.0181333334,24.6170666667,24.8768666667,8.89820000001,7.735,11.8440666667,16.7816444444,17.6698666667,8.48260000001
594.48,9.50986666666,30.149,24.7413333333,24.9948666667,9.03246666667,7.899,11.9997333333,16.9067777778,17.8016,8.6566
594.81,9.57213333332,30.2599333334,24.82,25.0779333333,9.07406666666,7.99319999999,12.0766666667,16.9778666667,17.9122,8.76013333333
595.15,9.58993333333,30.3076666667,24.879,25.1173333333,9.09753333333,8.02146666666,12.1446,16.9898222222,17.9480666667,8.79646666666
595.49,9.63719999999,30.4276666667,24.9952666667,25.2298,9.14933333334,8.10326666667,12.1978666667,17.0941333333,18.0965333333,8.8834
595.82,9.74099999999,30.4445333333,25.058,25.3211333333,9.24873333333,8.22359999999,12.2752666667,17.1552666667,18.1546,8.95826666667
596.16,9.86146666666,30.554,25.1659333333,25.4308666667,9.37753333333,8.31213333334,12.419,17.2482,18.2894,9.05046666667
596.50,9.88700000001,30.6214666667,25.1799333333,25.5056666666,9.42213333334,8.31040000001,12.4446,17.2846444444,18.3567333333,9.06813333333
596.83,9.89733333334,30.6652,25.181,25.5345333333,9.44646666667,8.34833333333,12.4540666667,17.2949555555,18.3826,9.11173333333
597.17,9.9128,30.7546666667,25.2848666667,25.6138,9.44846666666,8.37393333334,12.4624,17.3792888889,18.4388,9.1576
597.51,9.87593333333,30.7286,25.2383333333,25.5926666667,9.44300000001,8.33953333334,12.4153333333,17.3039111111,18.4209333333,9.17246666666
597.84,9.79733333333,30.6356,25.1914,25.5384666667,9.36119999999,8.25973333334,12.3146666667,17.2161555556,18.3393333333,9.08626666667
598.18,9.64833333333,30.5619333333,25.076,25.4154666667,9.20566666667,8.10886666667,12.1322,17.0425333333,18.2173333333,8.93826666666
598.52,9.62486666668,30.576,25.0832666667,25.4165333333,9.20306666666,8.09046666666,12.0888,17.0123555556,18.1733333333,8.92946666666
598.85,9.60213333334,30.5892666667,25.0647333333,25.4293333333,9.16753333334,8.08713333333,12.0326,16.9996222222,18.1368666667,8.91573333333
599.19,9.53653333333,30.5059333333,24.9889333333,25.3738666667,9.1024,8.04086666667,11.9632666667,16.8840222222,18.0038666667,8.884
599.53,9.39806666666,30.5075333334,24.9198,25.2860666667,8.95979999999,7.91160000001,11.8338,16.7631333333,17.9503333333,8.78813333333
599.86,9.25166666667,30.4274,24.8270666667,25.2243333333,8.8208,7.80153333333,11.6992666667,16.6278222222,17.8383333333,8.69273333333
600.20,9.18259999999,30.3462666667,24.821,25.1481333333,8.77266666666,7.80453333333,11.6437333333,16.5904222222,17.7868,8.68513333333
600.53,9.17773333333,30.3568666667,24.8581333333,25.1550666667,8.76326666667,7.78866666667,11.6383333333,16.6063555556,17.8234,8.67039999999
600.87,9.21900000001,30.3863333333,24.8781333333,25.2368,8.79973333333,7.83293333334,11.6557333333,16.6207333333,17.8910666667,8.68559999999
601.21,9.24233333334,30.4411333333,24.9515333333,25.3129333333,8.81866666666,7.86666666667,11.6832666667,16.6981333333,17.9273333333,8.71060000001
601.54,9.29213333333,30.5145333333,25.0459333333,25.3626666667,8.8574,7.94113333334,11.7735333333,16.7740444444,18.0194,8.76440000001
601.88,9.42526666667,30.6046666667,25.1684666667,25.5093333333,8.98726666667,8.11046666667,11.9182,16.9108666667,18.1204666667,8.92000000001
602.21,9.48886666667,30.6084666667,25.2208,25.5569333333,9.04126666666,8.2176,11.9729333333,16.963,18.1842666667,8.98246666666
602.55,9.61433333333,30.7174,25.3355333333,25.6578,9.11786666667,8.32613333334,12.0892666667,17.0629555555,18.3462666667,9.10480000001
602.88,9.72693333332,30.8186666667,25.4453333333,25.7218666667,9.20620000001,8.44080000001,12.1779333334,17.1732444444,18.4687333333,9.17733333334
603.22,9.80826666667,30.8617333333,25.5374,25.7962666667,9.25626666666,8.51453333333,12.2481333333,17.237,18.5332,9.25953333333
603.56,9.92273333332,31.0336,25.687,25.9490666667,9.37446666667,8.64926666667,12.3684,17.3470888889,18.6446666667,9.37726666666
603.89,10.0452,31.1748,25.781,26.0366,9.45326666668,8.77493333334,12.4706666667,17.4270444445,18.7384666667,9.50426666667
604.23,10.1029333333,31.2407333333,25.8243333333,26.0769333333,9.48613333335,8.84466666667,12.5027333333,17.4533777778,18.7838,9.55473333334
604.56,10.1128,31.2134,25.817,26.0335333333,9.50426666665,8.88993333333,12.5300666667,17.4218,18.7640666667,9.58720000001
604.90,10.0908666667,31.1912666667,25.7648666667,25.9962666667,9.46266666666,8.86853333333,12.4846,17.3706222222,18.7296,9.55499999999
605.23,10.1095333333,31.1890666667,25.7392666667,25.9921333333,9.49093333333,8.88020000001,12.4622,17.3254444445,18.6966,9.57319999999
605.57,10.1018,31.1905333333,25.7349333333,25.988,9.475,8.8794,12.4582,17.3246444444,18.7228,9.57540000001
605.90,10.0730666667,31.1639333333,25.7081333333,25.9651333334,9.44273333334,8.83773333333,12.4190666666,17.2896222222,18.7052,9.56879999999
606.24,10.0573333333,31.1198,25.7062,25.9116666667,9.45353333333,8.85779999999,12.3922666667,17.2432666667,18.6752,9.55359999999
606.58,10.0433333333,31.0814,25.7063333333,25.9203333333,9.43813333333,8.84906666666,12.3687333333,17.2130666667,18.6969333333,9.57200000001
606.91,10.0024666667,31.0964666667,25.701,25.9021333333,9.44199999999,8.83566666666,12.316,17.1766,18.6871333333,9.52400000001
607.25,9.93933333333,31.005,25.6462,25.7936666667,9.38126666666,8.80473333333,12.2177333333,17.1083777778,18.6561333333,9.46946666666
607.58,9.85726666667,30.9396666667,25.612,25.7351333333,9.30060000001,8.72166666666,12.0932666667,17.0234222222,18.6099333333,9.38439999999
607.92,9.73399999999,30.8138666667,25.5156,25.648,9.23573333334,8.64319999999,11.9898,16.9278,18.5288666667,9.29866666667
608.25,9.61213333335,30.7322666667,25.4186666666,25.534,9.13459999999,8.52413333334,11.8702,16.8409333333,18.4573333333,9.2106
608.59,9.483,30.591,25.3247333333,25.397,9.02906666666,8.42453333333,11.7449333333,16.7232666667,18.3737333333,9.10646666667
608.92,9.26506666667,30.4044,25.1358,25.2188,8.79486666667,8.24419999999,11.5315333333,16.5239777778,18.2222666667,8.90286666667
609.26,9.08153333334,30.2218,24.9739333333,25.0425333333,8.59426666666,8.05846666666,11.3270666667,16.3231555556,18.041,8.723
609.59,8.87,30.0740666667,24.8124,24.8816,8.3978,7.89126666667,11.1112666667,16.1213777778,17.85,8.51420000001
609.93,8.62193333333,29.862,24.5867333333,24.6866666667,8.17453333333,7.65033333333,10.8669333333,15.9019555556,17.65,8.2748
610.26,8.35040000001,29.6348,24.3216666666,24.4578,7.91713333334,7.40553333333,10.6264666667,15.6474888889,17.3748666667,8.03013333334
610.60,8.16979999999,29.4491333333,24.1570666667,24.2616666667,7.71040000001,7.25326666667,10.4442,15.4231555556,17.2269333333,7.85713333333
610.93,7.90139999999,29.2393333333,23.9263333334,24.038,7.40559999999,6.98246666668,10.1467333333,15.1760666667,17.0034,7.60306666667
611.27,7.7254,29.0872666667,23.7889333333,23.8835333333,7.2558,6.80926666666,9.99306666666,14.9834,16.8545333334,7.43546666667
611.60,7.64006666667,29.0164,23.7126,23.7772666666,7.13046666667,6.71986666667,9.91166666665,14.8842222222,16.7646,7.3516
611.93,7.5762,28.9294,23.6107333333,23.6866,7.0228,6.67393333333,9.79866666666,14.7570888889,16.6668,7.255
612.27,7.53913333333,28.8799333333,23.5830666667,23.6369333333,6.96493333333,6.65593333333,9.74433333333,14.6758222222,16.6495333333,7.18866666667
612.60,7.65973333333,29.0306,23.6938,23.7635333333,7.09813333334,6.76933333334,9.85313333333,14.7727555556,16.7523333333,7.30293333333
612.94,7.6438,29.0456,23.6817333333,23.7262666667,7.06486666667,6.768,9.80093333333,14.7069555555,16.7228,7.24186666667
613.27,7.87520000001,29.2636666667,23.8659333333,23.904,7.23640000001,6.94533333334,10.016,14.8546444445,16.9696,7.43406666667
613.61,8.01953333333,29.4488666667,24.0290666667,24.0464,7.34180000001,7.11766666667,10.1238,14.9715333333,17.1049333333,7.58293333333
613.94,8.22793333333,29.654,24.2106666667,24.2054666667,7.55360000001,7.32246666666,10.2984666667,15.1381777778,17.3258666667,7.75013333334
614.28,8.4242,29.7717333333,24.3470666667,24.3651333333,7.74140000001,7.47706666667,10.4335333333,15.3274888889,17.4775333333,7.94193333333
614.61,8.73733333333,30.0204666667,24.5818666667,24.5740666667,8.06526666667,7.74466666667,10.7424666667,15.5681333333,17.7319333333,8.23013333333
614.94,8.8888,30.1309333333,24.6726666667,24.6896,8.18966666667,7.90633333333,10.8566,15.6756,17.8798,8.35973333334
615.28,8.97426666667,30.2462,24.7588666667,24.7668666667,8.25646666667,7.9882,10.9248,15.7321333333,17.9990666667,8.42846666667
615.61,9.10579999999,30.3887333333,24.9166666666,24.9349333334,8.43006666666,8.13266666666,11.0706,15.8739555556,18.1892,8.6018
615.95,9.35313333333,30.6421333333,25.1078,25.1509333333,8.63259999999,8.33113333332,11.29,16.0968222222,18.4012666667,8.85826666666
616.28,9.48393333335,30.7182666667,25.2372,25.1918,8.70993333333,8.43100000001,11.3893333333,16.1604,18.5501333333,8.98126666666
616.61,9.68946666667,30.9103333333,25.4679333333,25.3774,8.93506666666,8.64153333334,11.5980666667,16.3511555556,18.7865333333,9.2528
616.95,9.65633333335,30.8780666667,25.4903333333,25.3466666667,8.91340000001,8.57773333333,11.5458666667,16.3417333333,18.7685333333,9.22399999999
617.28,9.73586666667,30.9180666667,25.5627333333,25.4102666667,9.01946666666,8.61260000001,11.6408,16.4301333333,18.8363333333,9.31486666667
617.62,9.73213333335,30.9404,25.6030666667,25.4545333333,9.02233333333,8.59800000001,11.6429333333,16.4302222222,18.8353333333,9.34080000001
617.95,9.75666666666,30.9649333333,25.6158,25.4951333333,9.04846666666,8.64980000001,11.6900666666,16.4518666667,18.8498666667,9.39959999999
618.28,9.66560000001,30.8486666667,25.5106666667,25.4033333333,8.9588,8.56013333333,11.5978666667,16.3554,18.7354666667,9.32066666667
618.62,9.73226666666,30.8269333333,25.5344,25.4248,8.99519999999,8.59886666667,11.6768666667,16.4154666667,18.7613333333,9.34793333333
618.95,9.67499999999,30.7539333333,25.4840666667,25.4018,8.94793333334,8.52806666667,11.5932,16.3756666667,18.679,9.31306666667
619.28,9.71000000001,30.7573333333,25.4860666667,25.3942666667,8.937,8.473,11.6057333333,16.3763555556,18.6473333334,9.31533333333
619.62,9.57313333332,30.7135333333,25.4493333333,25.2893333334,8.87053333333,8.41406666667,11.4978,16.2680222222,18.5438,9.23466666667
619.95,9.503,30.734,25.4261333333,25.2903333333,8.86086666667,8.33586666666,11.4425333333,16.2581777778,18.5170666667,9.20460000001
620.28,9.42746666666,30.6297333333,25.363,25.2480666667,8.75453333333,8.25613333333,11.3616666666,16.2004222222,18.4292,9.10873333334
620.62,9.43833333335,30.5808,25.2930666667,25.2256,8.7832,8.28086666667,11.3695333333,16.1707111111,18.4177333333,9.13000000001
620.95,9.43086666668,30.5601333333,25.2336666667,25.2136666667,8.76113333333,8.30119999999,11.3461333333,16.1344222222,18.4174666667,9.14886666667
621.28,9.45286666666,30.5527333333,25.2170666667,25.1672666667,8.75346666666,8.27966666667,11.3446666667,16.1464,18.4165333333,9.16606666666
621.62,9.4278,30.4951333333,25.1868,25.1466,8.71586666667,8.22626666666,11.2881333333,16.0767777778,18.4012,9.09553333333
621.95,9.50966666666,30.5752,25.2970666667,25.2306,8.81513333334,8.3434,11.3508,16.1582444444,18.5538666667,9.21186666667
622.28,9.43873333333,30.5614,25.2756,25.1546666667,8.744,8.2778,11.2430666667,16.0983111111,18.4778,9.18420000001
622.62,9.58693333334,30.6889333333,25.3663333333,25.2548666667,8.88046666666,8.38526666667,11.3685333333,16.1852,18.6491333333,9.30446666667
622.95,9.53826666666,30.7290666667,25.4044,25.2679333333,8.83660000001,8.39006666667,11.3364666667,16.1909111111,18.681,9.27819999999
623.28,9.56193333334,30.6656,25.3799333333,25.2789333333,8.84926666667,8.34513333333,11.3562666667,16.1880666667,18.6904,9.29253333333
623.62,9.59966666666,30.6338666667,25.3886,25.2926,8.879,8.41473333333,11.3956666667,16.2014444444,18.7224,9.3088
623.95,9.6928,30.7249333333,25.4565333333,25.3631333333,8.98720000001,8.48706666667,11.4966666667,16.2770666667,18.8362666667,9.40013333333
624.28,9.80246666667,30.8498,25.5503333334,25.4848,9.10966666666,8.661,11.5927333333,16.3966888889,18.9701333333,9.55293333333
624.62,9.87279999999,30.9050666667,25.6582666667,25.55,9.18526666666,8.75446666667,11.647,16.4712,19.0250666667,9.63726666667
624.95,10.0046,30.975,25.8168,25.6992,9.30186666666,8.92826666666,11.7767333333,16.5663111111,19.1757333333,9.77173333333
625.28,10.1132666667,31.1125333333,25.9372666667,25.7945333334,9.39846666667,9.06073333333,11.8952,16.6774222222,19.2705333333,9.90839999999
625.61,10.119,31.1063333333,25.9242666667,25.8227333333,9.39053333334,9.08333333334,11.9182,16.6551111111,19.2531333333,9.90213333334
625.95,10.1688666667,31.1582666667,25.9836666667,25.8925333333,9.48979999999,9.18106666667,11.9964,16.6894,19.3349333333,10.0147333333
626.28,10.1632666667,31.1257333333,25.9956666667,25.8716666667,9.474,9.20446666667,12.0172,16.6627777778,19.2827333333,10.0669333333
626.61,10.2716666667,31.1365333333,26.0394666667,25.9064666667,9.5822,9.31533333334,12.1044,16.7166444445,19.3360666667,10.1958
626.94,10.3498,31.2058,26.0562,25.9633333333,9.62526666667,9.41226666667,12.1438,16.7527111111,19.4086666667,10.2569333333
627.28,10.3300666667,31.1444,26.0244,25.9416,9.57079999999,9.38579999999,12.1070666667,16.7294444444,19.3124,10.2338666667
627.61,10.4227333333,31.2417333333,26.0827333333,26.0162,9.65706666667,9.47819999999,12.1588666667,16.7575333333,19.3816666667,10.3410666667
627.94,10.3603333333,31.2209333333,26.0606,25.923,9.60186666667,9.40366666666,12.0896666667,16.7001555556,19.3386,10.2974
628.27,10.2992,31.1955333333,25.9951333333,25.8592,9.5492,9.35553333334,12.0078666667,16.6310888889,19.2733333333,10.2492
628.61,10.1665333333,31.1068666667,25.8338666667,25.6962666667,9.42406666666,9.24899999999,11.8597333333,16.5077111111,19.1198666667,10.1311333333
628.94,10.1102,31.0743333333,25.7966,25.6441333333,9.40366666667,9.1918,11.8232,16.4578222222,19.0745333333,10.1072
629.27,10.0236666667,31.0337333333,25.7346666667,25.5814666667,9.35413333334,9.12040000001,11.7330666667,16.4001777778,18.972,10.0669333333
629.60,9.95819999999,30.9905333333,25.6622666667,25.5599333333,9.28526666667,9.03466666667,11.6262,16.3136222222,18.8812,9.98286666667
629.94,9.83380000001,30.9358,25.5378666667,25.4810666667,9.18700000001,8.93713333333,11.4464,16.2241111111,18.7855333333,9.84133333333
630.27,9.68479999999,30.7876666667,25.3916666667,25.3398,9.02300000001,8.75906666667,11.2649333334,16.0158444445,18.5951333333,9.68286666667
630.60,9.58306666666,30.708,25.3130666667,25.2570666667,8.93206666667,8.66386666666,11.1368666667,15.9471333333,18.4776,9.6434
630.93,9.55993333333,30.7702,25.2860666667,25.2637333333,8.92766666667,8.61133333334,11.1088666667,15.9443111111,18.4927333333,9.65893333333
631.26,9.53426666665,30.7812666667,25.2682666667,25.2604,8.92146666666,8.62333333333,11.111,15.9881555556,18.4715333333,9.65306666666
631.60,9.52806666667,30.7283333333,25.2667333333,25.3105333333,8.91360000001,8.64113333333,11.1138,16.0186444444,18.4250666667,9.62879999999
631.93,9.59086666667,30.7610666667,25.3156666667,25.3671333333,8.95086666667,8.69426666667,11.1504,16.0580444445,18.4574,9.66613333334
632.26,9.62493333333,30.7752666667,25.3687333333,25.4259333334,9.03840000001,8.74853333333,11.1836,16.0904,18.5319333333,9.7892
632.59,9.68320000001,30.7385333333,25.3597333333,25.4243333333,9.09553333333,8.8442,11.1937333333,16.1250222222,18.5511333333,9.8482
632.92,9.79806666667,30.7456666667,25.4202666667,25.4368,9.14859999999,8.92013333334,11.2661333333,16.1857555555,18.6259333333,9.93040000001
633.26,9.91080000001,30.8320666667,25.5368666667,25.5516,9.28520000001,9.06299999999,11.4132,16.3199555555,18.8048,10.0620666667
633.59,9.99406666667,30.8515333333,25.5842666667,25.6247333333,9.3748,9.166,11.5236,16.3924666667,18.8752666667,10.1854666667
633.92,10.0358666667,30.9136,25.6226,25.6768,9.45826666667,9.24139999999,11.5648666667,16.4987777778,18.984,10.2392
634.25,10.0393333333,30.9142666667,25.6324,25.6487333333,9.48453333334,9.24560000001,11.5877333333,16.4842666667,18.9758,10.2303333333
634.58,10.0842,30.9630666667,25.6945333333,25.7158,9.55446666667,9.35780000001,11.6165333333,16.4932222222,19.0184,10.3184
634.91,10.0616,30.8617333333,25.6196666667,25.6554666667,9.526,9.32813333333,11.5336,16.4043555555,18.9465333333,10.3069333333
635.25,10.1135333333,30.9437333333,25.6658666667,25.7036,9.58653333334,9.40266666667,11.5788,16.4195555556,18.9934666667,10.3896666667
635.58,10.0325333333,30.8638,25.58,25.6237333333,9.53366666667,9.31666666667,11.4912666666,16.3325555556,18.9268666667,10.3237333333
635.91,9.96986666666,30.8496,25.5422666667,25.6190666667,9.44626666667,9.26880000001,11.4439333333,16.2855777778,18.8726,10.2166666667
636.24,9.81986666667,30.7562,25.4199333333,25.5363333333,9.29626666667,9.1636,11.3225333333,16.1315333333,18.7233333333,10.1030666667
636.57,9.67646666666,30.6584,25.2925333333,25.4657333333,9.2064,9.04599999999,11.1688,15.9976,18.6129333333,9.97466666666
636.90,9.54473333335,30.5535333333,25.1400666667,25.3076,9.0246,8.9218,10.9991333333,15.8536666667,18.4380666667,9.85653333334
637.23,9.51046666668,30.5603333333,25.1452666667,25.2704,8.97400000001,8.91133333332,10.9605333333,15.8201111111,18.4091333333,9.86506666667
637.56,9.44286666666,30.5724666667,25.0911333333,25.2929333333,8.90846666667,8.90526666667,10.9204,15.7560666667,18.3276666667,9.81760000001
637.90,9.39266666665,30.4742666667,25.0565333333,25.3155333333,8.84419999999,8.90826666668,10.9039333333,15.7221111111,18.3153333333,9.79646666667
638.23,9.32286666668,30.3614,24.9835333333,25.2276,8.73013333333,8.83739999999,10.8238,15.6379111111,18.1944666667,9.69406666666
638.56,9.16573333333,30.3516666667,24.9163333333,25.1605333333,8.60333333333,8.74386666668,10.6872666667,15.5803555556,18.1188,9.57820000001
638.89,9.07099999999,30.2438,24.7959333333,25.0421333333,8.50026666666,8.62206666667,10.5900666667,15.4643111111,18.0488,9.46386666667
639.22,9.02099999999,30.1778,24.7599333333,25.016,8.41953333333,8.59533333334,10.5897333333,15.4250666667,18.0245333333,9.46513333333
639.55,9.02153333334,30.2206666667,24.72,25.0058666667,8.4198,8.57659999999,10.5309333333,15.4056444444,17.9660666667,9.48293333333
639.88,9.04053333333,30.2942666667,24.7389333333,25.0552,8.38366666667,8.56966666667,10.5024,15.411,18.0202,9.48073333334
640.21,9.01233333334,30.3351333333,24.7395333333,25.079,8.30560000001,8.58453333333,10.4356666667,15.3759111111,17.9967333333,9.45479999999
640.54,8.98753333333,30.3244666667,24.7212666667,25.1174,8.30646666667,8.5302,10.3886,15.3793333334,17.949,9.4554
640.87,8.97346666667,30.2476,24.6997333333,25.0917333333,8.29653333334,8.50880000001,10.3547333333,15.3470222222,17.86,9.39733333333
641.20,8.88153333333,30.1297333333,24.6358,24.9289333333,8.18446666666,8.4022,10.2204,15.2293333333,17.7310666666,9.29146666667
641.53,8.97893333333,30.2096666667,24.7375333333,24.9967333333,8.21566666667,8.44300000001,10.2155333333,15.2621333333,17.7926,9.3134
641.87,8.96286666666,30.1808666667,24.7264,24.9825333333,8.21306666667,8.48046666666,10.1802666667,15.2560888889,17.7776666667,9.33073333333
642.20,8.91673333334,30.1828,24.7458666667,24.9947333334,8.12426666666,8.42879999999,10.1571333333,15.1778,17.7598,9.30459999999
642.53,9.02273333333,30.279,24.8326,25.1316,8.19046666666,8.57126666667,10.2334,15.2723111111,17.8208666667,9.44413333334
642.86,8.95026666667,30.3058666667,24.8218,25.1144666667,8.09766666667,8.51913333333,10.1116666667,15.1644666666,17.7522666667,9.37646666667
643.19,8.87053333333,30.2284666667,24.8022666667,25.06,8.00766666666,8.44053333333,10.021,15.0709111111,17.7525333333,9.27813333333
643.52,8.78073333333,30.2012,24.7526,24.996,7.99760000001,8.32500000001,9.98333333335,15.0592666667,17.6766666667,9.19553333333
643.85,8.75593333333,30.1938,24.7602666667,25.0002666667,7.97499999999,8.29273333334,10.0196666667,15.0542666667,17.7251333333,9.18993333334
644.18,8.809,30.3004,24.8466666667,25.0479333333,8.01913333333,8.41713333333,10.1108666667,15.079,17.8474,9.22033333334
644.51,8.64566666667,30.3263333333,24.7666,24.9463333333,7.81746666667,8.2568,9.92126666666,14.9059111111,17.8474,9.03779999999
644.84,8.569,30.3219333333,24.7664,24.962,7.7176,8.26106666667,9.89506666667,14.8541111111,17.9145333333,9.0634
645.17,8.40886666667,30.2353333333,24.6552,24.8618666667,7.63739999999,8.20220000001,9.80453333333,14.7341111111,17.7995333333,8.98466666666
645.50,8.46806666667,30.3308,24.7444666667,24.9233333333,7.6572,8.2868,9.90313333332,14.8094222222,17.9314666667,9.05553333334
645.83,8.4882,30.2612666667,24.7690666667,24.9228666667,7.75726666667,8.33973333333,9.96633333333,14.8526,17.962,9.14753333333
646.16,8.32800000001,30.1655333333,24.6591333333,24.8052666666,7.59813333333,8.14919999999,9.78360000002,14.6692444444,17.8202666667,8.97053333333
646.49,8.40446666667,30.2524666667,24.6919333333,24.9132666667,7.68773333333,8.27386666667,9.85953333335,14.7535777778,17.9513333333,9.05239999999
646.82,8.49046666666,30.3667333333,24.8068,24.9949333333,7.80306666667,8.4188,10.0043333333,14.8708222222,18.0727333333,9.18420000001
647.15,8.53553333333,30.3621333333,24.8694666666,24.997,7.79953333333,8.51719999999,9.99580000001,14.8975111111,18.1278,9.23006666667
647.48,8.5678,30.3870666667,24.9428,25.0041333333,7.87079999999,8.56226666666,10.0476666667,14.9105111111,18.1616,9.29259999999
647.81,8.38933333333,30.2218,24.7778,24.8604666667,7.69533333333,8.41413333333,9.87993333333,14.7086,18.0030666667,9.1692
648.14,8.50079999999,30.2112,24.8309333333,24.9594,7.79613333333,8.54033333333,9.99253333335,14.8121111111,18.0659333333,9.28559999999
648.47,8.75266666666,30.4188,24.9961333333,25.2279333333,8.01746666667,8.76293333333,10.1962666667,15.0481555555,18.2288666667,9.4484
648.80,8.89839999999,30.5931333333,25.1523333333,25.3139333333,8.10059999999,8.88326666667,10.3496,15.1900888889,18.4045333333,9.5818
649.13,8.93013333334,30.6674666667,25.1877333333,25.4013333333,8.15719999999,8.90099999999,10.3631333333,15.2540666667,18.4676,9.61946666666
649.46,8.82319999999,30.6145333333,25.1132666667,25.3327333333,7.9976,8.7908,10.2510666666,15.1300222222,18.3662666667,9.45486666667
649.79,8.90120000001,30.6438666667,25.2272,25.3804,8.03913333333,8.93659999999,10.3861333333,15.2444888889,18.4812,9.53520000001
650.11,8.98533333333,30.7620666666,25.3160666667,25.4129333333,8.11653333334,8.99793333334,10.5102,15.3169777778,18.5643333333,9.65073333333
650.44,8.98766666667,30.7464,25.314,25.4411333333,8.07306666667,9.00179999999,10.5312,15.3124,18.5787333333,9.65026666666
650.77,9.0356,30.7794666667,25.3606,25.5067333333,8.13306666666,9.04733333334,10.6457333333,15.3453777778,18.6338,9.74839999999
651.10,9.03526666667,30.8103333333,25.3517333333,25.5341333333,8.11806666667,9.05159999999,10.6628666667,15.3933777778,18.6180666667,9.76760000001
651.43,9.14926666667,30.9232,25.4662666667,25.649,8.21119999999,9.13986666666,10.7806,15.5301333333,18.7589333333,9.861
