wavelength,Back_SpoLinf,Belly_SpoLinf,Breast_SpoLinf,Crissum_SpoLinf,Crown_SpoLinf,DorTail_SpoLinf,Patch10_SpoLinf,Patch11_SpoLinf,Patch12_SpoLinf,Rump_SpoLinf,Throat_SpoLinf,WingTip_SpoLinf
361.66,7.384,20.81275,13.0718333333,14.1774166667,5.85108333333,6.43383333333,7.12541666667,4.03058333333,8.12016666667,6.77216666667,12.3195416667,6.25170833333
362.02,7.30325,20.7941666666,13.0633333334,14.0765833333,5.60916666666,6.32616666667,6.95583333333,3.87608333333,7.99225,6.59316666667,12.233,6.21158333333
362.39,7.44375,20.8189166667,13.187,14.3255833334,5.74325,6.37266666667,7.10529166667,4.047,8.07608333333,6.74775,12.3919583333,6.370625
362.75,7.59708333334,20.8650833333,13.297,14.456,5.8915,6.46258333333,7.173625,4.19141666666,8.193,6.82183333334,12.4739166667,6.52804166667
363.11,7.68466666667,21.06375,13.3651666667,14.6513333333,6.02908333333,6.41616666667,7.19695833333,4.27658333333,8.35008333333,6.96408333334,12.5505,6.59533333333
363.48,7.71458333333,21.15675,13.32725,14.6835833333,6.06425,6.45941666667,7.19770833333,4.32341666667,8.36833333333,6.96591666667,12.48375,6.641
363.84,7.80141666667,21.1954166667,13.36275,14.7361666667,6.11283333333,6.51733333333,7.26420833333,4.40983333333,8.41941666667,7.02633333333,12.6187083333,6.61966666667
364.20,7.81016666667,21.26,13.4396666667,14.7700833333,6.12241666667,6.60958333333,7.38708333334,4.46516666667,8.5465,7.0205,12.6219166667,6.65995833334
364.57,7.91625,21.36825,13.63625,14.8595833333,6.14725,6.65058333333,7.50795833333,4.52725,8.61433333334,7.0295,12.68025,6.73833333333
364.93,7.92308333333,21.395,13.6813333333,14.99475,6.204,6.65725,7.56366666667,4.5055,8.6455,7.048,12.7765416667,6.76783333333
365.29,8.062,21.6540833333,13.8481666667,15.2244166667,6.34533333333,6.84858333334,7.72975,4.56391666666,8.86541666667,7.25875,13.016875,6.918125
365.66,8.14425,21.6848333333,13.8706666666,15.2451666667,6.40025,6.912,7.74820833333,4.51716666667,8.89941666667,7.28425,13.0162916667,6.86191666667
366.02,8.14066666667,21.6596666667,13.7574166667,15.21425,6.39825,6.81858333333,7.69983333333,4.42691666666,8.87058333333,7.23441666667,12.993375,6.72620833333
366.38,7.95958333333,21.5915833333,13.5861666667,14.973,6.0905,6.71308333333,7.451625,4.20166666667,8.762,7.02883333333,12.7844583333,6.41179166667
366.75,7.85716666667,21.6865833333,13.5284166667,14.8510833333,5.88475,6.6575,7.35729166667,4.106,8.72025,6.937,12.695875,6.27333333333
367.11,7.96141666666,21.7353333333,13.5369166667,14.81175,5.89683333333,6.85508333334,7.48620833333,4.17358333333,8.72508333333,6.99708333334,12.7757083333,6.40183333333
367.47,7.99691666667,21.81725,13.6066666667,14.871,5.8695,6.897,7.51225,4.17658333334,8.81266666667,7.00766666667,12.8594166667,6.39091666667
367.84,7.96458333333,21.81675,13.5911666667,14.8358333333,5.84233333333,6.81566666666,7.52275,4.13975,8.78216666667,6.90666666667,12.8209583333,6.42466666667
368.20,8.18816666668,22.13475,13.73025,15.0271666667,5.973,6.86658333333,7.72725,4.35016666667,8.96016666667,7.07666666667,12.9052083333,6.59420833333
368.56,8.108,22.1183333333,13.65225,14.9195833333,5.8885,6.79908333333,7.60945833333,4.30333333333,8.98483333333,7.06916666667,12.8550833333,6.43566666667
368.93,8.24091666667,22.3885833333,13.7300833333,14.9875,5.94225,6.83275,7.77025,4.43858333333,9.18541666666,7.17483333333,12.918375,6.425875
369.29,8.28608333334,22.3714166667,13.8088333333,14.9668333333,6.0085,6.84575,7.81183333334,4.51491666667,9.18875,7.19083333334,12.9184166667,6.500375
369.65,8.23916666666,22.5075833333,13.8508333333,15.1001666666,6.16425,6.84425,7.86595833333,4.60216666667,9.21683333333,7.27525,13.0509166667,6.55954166666
370.01,8.2145,22.5823333334,13.95875,15.2750833334,6.20133333334,6.89041666667,7.96020833334,4.7075,9.27058333334,7.41558333333,13.156625,6.691875
370.38,8.39716666666,22.8278333334,14.12875,15.5768333333,6.54175,7.09341666667,8.12875,4.90025,9.43950000001,7.68083333333,13.4009583333,6.95433333333
370.74,8.45833333334,22.9414166667,14.2356666667,15.7249166667,6.672,7.10166666667,8.241375,4.9885,9.50908333332,7.81091666667,13.5227083333,7.08254166667
371.10,8.16716666667,22.7993333333,14.0379166667,15.6839166667,6.421,6.8285,8.05375,4.70883333333,9.34824999999,7.5095,13.3060416667,6.75125
371.46,8.10775,22.7555833333,14.0640833333,15.74225,6.44833333333,6.86016666667,8.08729166666,4.72333333333,9.35225,7.559,13.3405833333,6.75095833333
371.83,8.27141666666,22.93975,14.1395833334,15.9073333333,6.53091666667,7.02233333334,8.11229166667,4.85108333333,9.52475000001,7.69225,13.4884166667,6.901375
372.19,8.22616666667,23.0056666667,14.1628333334,16.001,6.53383333333,7.04041666667,8.03475,4.78875,9.47716666667,7.669,13.650125,6.89316666667
372.55,8.30783333334,23.1049166666,14.2561666666,16.1541666667,6.582,7.1075,8.161,4.85216666667,9.51658333333,7.65416666667,13.7231666667,6.969375
372.92,8.31908333333,23.0965,14.39425,16.2936666667,6.678,7.25666666667,8.19141666666,4.94325,9.50633333332,7.69916666667,13.831125,7.09716666667
373.28,8.38150000001,23.2631666667,14.5249166667,16.4345,6.70816666666,7.25608333333,8.21166666667,5.10025,9.60875,7.7175,14.002625,7.12929166667
373.64,8.45508333334,23.4326666667,14.71725,16.5394166666,6.66283333333,7.29216666667,8.274625,5.24666666666,9.63600000001,7.7025,14.102,7.18970833334
374.00,8.672,23.7448333334,14.9349166667,16.7680833333,6.76241666667,7.43783333333,8.40233333333,5.44641666666,9.83108333332,7.88483333333,14.2599583333,7.32633333333
374.37,8.81941666668,23.9534166666,15.0889166667,16.9889166667,6.7905,7.61308333333,8.59954166667,5.57283333333,10.0008333333,8.014,14.3466666667,7.48345833333
374.73,8.78033333332,23.9400833333,15.0173333333,17.0169166667,6.75316666667,7.60841666667,8.543125,5.52308333333,9.90225000001,7.97358333333,14.3573333333,7.39191666667
375.09,8.92983333334,24.1330833333,15.2316666667,17.2074166667,6.8985,7.783,8.71366666667,5.78291666666,10.0141666667,8.13358333334,14.569375,7.577875
375.45,8.99266666666,24.2271666667,15.2613333333,17.2255,6.84925,7.7355,8.624125,5.75266666667,10.0408333333,8.15275,14.5360833333,7.53166666667
375.81,8.93041666666,24.2925,15.3236666667,17.2455,6.83908333333,7.64141666667,8.52608333334,5.70625,10.0814166667,8.12158333333,14.5322916667,7.407125
376.18,8.90633333332,24.316,15.3404166667,17.2846666667,6.85216666667,7.69841666667,8.59008333333,5.71816666666,10.146,8.11275,14.5604166666,7.31104166667
376.54,9.12874999999,24.535,15.5695,17.4685,7.07933333333,7.89233333333,8.73233333333,5.953,10.3816666667,8.30033333333,14.825375,7.53966666667
376.90,9.24891666667,24.595,15.5871666667,17.51775,7.13216666667,7.91108333333,8.78991666667,5.91708333333,10.403,8.37925,14.8239166667,7.54583333333
377.26,9.27475000001,24.7009166666,15.59775,17.55425,7.15783333333,7.98783333333,8.79204166666,5.879,10.3915,8.4595,14.797875,7.58129166666
377.63,9.30691666666,24.7405,15.5815833333,17.5978333333,7.20458333333,7.99758333333,8.76741666666,5.84691666667,10.46825,8.50916666667,14.7592083333,7.57008333333
377.99,9.18399999999,24.6444166666,15.4306666667,17.5209166667,7.12975,7.98258333333,8.68625,5.76691666666,10.4046666667,8.4075,14.696625,7.398875
378.35,8.92966666666,24.4296666667,15.2729166667,17.31025,6.9915,7.74416666667,8.46633333333,5.62741666667,10.19925,8.19266666667,14.5901666666,7.16433333333
378.71,8.87508333334,24.4511666666,15.2673333333,17.2733333333,6.91983333333,7.66675,8.394125,5.55483333333,10.2035833333,8.05425,14.5502083333,7.09945833333
379.07,8.83875000001,24.37525,15.146,17.1615833333,6.89008333334,7.60408333333,8.238,5.45508333333,10.1106666667,8.00975,14.526,7.02375
379.44,8.75591666666,24.335,15.06175,17.1571666667,6.81733333333,7.49291666667,8.19758333333,5.32025,9.99200000001,7.86858333333,14.4806666667,6.952125
379.80,8.64750000001,24.3064166667,14.9093333333,17.0600833333,6.673,7.397,8.14708333334,5.21575,9.82908333334,7.74833333333,14.33,6.84925
380.16,8.58158333332,24.2350833334,14.83275,16.99425,6.57291666667,7.29666666667,7.92525,5.119,9.69741666668,7.65366666666,14.20275,6.82308333334
380.52,8.41233333332,24.2076666667,14.7034166666,16.9488333333,6.49191666667,7.19275,7.86045833333,5.05083333333,9.59133333333,7.58266666667,14.0525,6.73629166667
380.88,8.27450000001,24.1546666667,14.6154166666,16.9526666667,6.439,7.20441666667,7.77625,5.04816666667,9.55216666667,7.50416666667,14.0225,6.68458333333
381.24,8.04808333332,23.97325,14.4113333333,16.7571666667,6.21666666667,7.01208333334,7.56383333333,4.79125,9.32224999999,7.30308333333,13.7930833333,6.42420833333
381.61,7.78366666667,23.7675,14.13725,16.5905,5.93441666667,6.71025,7.34795833333,4.47391666667,9.02283333334,7.05783333334,13.576125,6.16175
381.97,7.80274999999,23.84675,14.223,16.6361666666,5.96391666667,6.6395,7.39820833333,4.47633333333,9.03016666667,7.02241666667,13.61825,6.23475
382.33,7.91850000001,23.9669166667,14.2725,16.74675,5.99591666667,6.68891666667,7.45708333333,4.48133333333,9.08491666667,7.04991666667,13.7147916667,6.29220833333
382.69,7.92408333333,24.0218333333,14.33825,16.8395,5.95775,6.69758333333,7.44041666667,4.51366666667,9.06516666667,7.0795,13.744,6.34729166667
383.05,8.09683333334,24.31675,14.6148333333,17.0461666667,6.10425,6.86108333334,7.647,4.72875,9.29291666667,7.25858333333,13.8894583333,6.56108333333
383.41,8.26333333333,24.5511666667,14.8325,17.23225,6.29691666667,7.03083333333,7.79104166667,4.88525,9.48350000002,7.4045,14.126,6.75966666667
383.77,8.39799999999,24.6094166666,15.0168333334,17.4625,6.47308333333,7.21175,7.890875,5.05,9.60641666667,7.57808333333,14.3079166666,6.915875
384.14,8.49483333333,24.7650833333,15.1003333333,17.5631666666,6.56975,7.26941666667,8.01329166667,5.1385,9.70574999999,7.6695,14.439875,7.00233333333
384.50,8.55441666667,24.8404166667,15.1603333333,17.6171666667,6.55166666666,7.23175,7.97429166666,5.10691666667,9.70858333333,7.64441666667,14.4541666667,6.97333333333
384.86,8.57500000001,24.9561666667,15.2704166667,17.67,6.56025,7.15891666667,7.9575,5.1115,9.7475,7.58541666667,14.5056666667,6.933875
385.22,8.69641666666,25.0755833333,15.4256666667,17.8448333333,6.69316666667,7.30225,8.065,5.26283333333,9.91658333334,7.65533333333,14.6340416667,7.05558333333
385.58,9.02466666667,25.4165,15.76325,18.22475,7.029,7.724,8.39695833334,5.64025,10.28,7.966,15.0338333333,7.40583333333
385.94,8.93116666666,25.2789166667,15.6660833333,18.1908333333,6.94241666667,7.66225,8.248125,5.52866666667,10.2309166667,7.87158333333,14.95975,7.30275
386.30,8.97449999999,25.4121666667,15.7408333333,18.2676666667,7.02275,7.70633333333,8.26408333333,5.56975,10.268,7.91858333333,15.042,7.39195833334
386.66,9.11774999999,25.5036666667,15.8483333333,18.3818333333,7.20516666667,7.83983333333,8.413,5.69516666667,10.4341666667,8.04216666667,15.1977916667,7.522625
387.03,9.00891666667,25.3854166667,15.6385833333,18.3758333334,7.09058333333,7.67083333333,8.24858333334,5.52491666666,10.3394166666,7.91158333333,15.107625,7.315125
387.39,8.86275000001,25.3189166667,15.5319166666,18.3194166666,6.97133333334,7.59991666667,8.11075,5.4845,10.1799166667,7.82908333333,14.972125,7.19725
387.75,8.78858333333,25.4404166667,15.5114166667,18.3086666667,6.89391666666,7.54616666667,8.109875,5.41666666667,10.1288333333,7.7905,14.9778333333,7.13045833334
388.11,8.681,25.3836666667,15.4849166667,18.258,6.79558333333,7.46583333333,8.050875,5.33458333333,10.06075,7.66475,14.95175,6.98783333333
388.47,8.62024999999,25.3796666667,15.439,18.2345,6.74333333333,7.44766666667,8.01879166667,5.26925,10.0181666667,7.65,14.9420833333,6.90891666667
388.83,8.52033333333,25.3298333333,15.3779166667,18.1778333333,6.62166666666,7.3305,7.936,5.17175,9.92608333334,7.61533333333,14.8285,6.80525
389.19,8.46441666667,25.3195,15.31475,18.1218333334,6.55233333333,7.23741666667,7.871375,5.14891666667,9.86258333333,7.5605,14.8486666667,6.77295833333
389.55,8.28325,25.2549166667,15.2485833333,17.9621666666,6.40608333334,7.08425,7.66454166667,5.08825,9.73008333334,7.44216666666,14.6953333333,6.64866666667
389.91,8.3475,25.384,15.3395,18.0018333333,6.47158333333,7.11441666667,7.68829166667,5.146,9.73083333333,7.50466666667,14.773,6.69516666667
390.27,8.27858333334,25.3973333334,15.38175,18.0445833333,6.42925,7.11825,7.66920833333,5.15566666666,9.69016666666,7.50966666667,14.733375,6.63020833333
390.63,8.20983333333,25.41875,15.3395,18.0188333333,6.30608333333,7.06425,7.584,5.06291666667,9.63833333333,7.46941666666,14.6470833334,6.53979166667
391.00,8.14233333333,25.4206666667,15.4291666666,18.0148333333,6.30841666666,7.08641666667,7.61445833333,5.07275,9.59541666668,7.44791666667,14.661125,6.5825
391.36,8.00666666667,25.4125833333,15.371,17.9379166667,6.18975,6.9525,7.52679166667,4.95525,9.52533333332,7.35425,14.634,6.44283333333
391.72,8.01566666667,25.4418333333,15.4250833333,17.9914166667,6.24808333333,6.96416666667,7.490125,5.00058333333,9.55383333335,7.34841666667,14.6434583333,6.486875
392.08,8.04566666666,25.504,15.4714166667,18.1319166667,6.32166666667,6.97,7.51820833333,5.09058333334,9.58308333335,7.47983333333,14.689,6.58629166667
392.44,8.03483333333,25.5603333333,15.4964166667,18.1505833333,6.33291666667,6.974,7.49554166667,5.09966666667,9.56916666667,7.47058333333,14.6600416667,6.56329166667
392.80,8.10833333333,25.6925833333,15.5684166667,18.2916666666,6.38216666667,7.08416666667,7.54916666667,5.15683333333,9.63308333332,7.55008333333,14.8336666667,6.64125
393.16,8.19383333332,25.8551666667,15.6970833333,18.47,6.47491666666,7.16841666667,7.61616666667,5.18083333333,9.70983333332,7.64908333333,14.9455,6.71541666666
393.52,8.22766666668,25.8706666667,15.71,18.4805,6.45675,7.10775,7.616125,5.096,9.66208333333,7.60816666667,14.952,6.686125
393.88,8.16050000001,25.9846666666,15.7700833333,18.55875,6.464,7.14091666667,7.647125,5.09633333334,9.65,7.63691666667,14.9823333333,6.664875
394.24,8.10275000001,25.9354166667,15.70625,18.5065,6.41391666667,7.10758333334,7.588875,5.04241666666,9.64741666667,7.56333333333,14.921625,6.59675
394.60,8.17766666666,26.0498333333,15.8118333333,18.6241666667,6.57241666667,7.19725,7.69708333333,5.16533333333,9.73508333333,7.70483333334,15.04575,6.64929166667
394.96,8.17150000001,26.1020833333,15.8186666667,18.60875,6.53466666667,7.16825,7.63045833333,5.1505,9.72633333334,7.67916666667,15.0607083334,6.55895833334
395.32,8.39008333333,26.3055833334,16.029,18.8403333333,6.73641666667,7.3605,7.77441666667,5.34525,9.92225000002,7.86875,15.2683333333,6.74545833333
395.68,8.45250000001,26.3503333333,16.0443333333,18.9034166667,6.73991666667,7.40491666667,7.84704166667,5.36,9.98491666665,7.90491666667,15.353875,6.77283333333
396.04,8.49974999999,26.4363333333,16.0729166666,18.8689166667,6.68416666667,7.43908333333,7.83766666667,5.299,9.96533333334,7.85408333333,15.313125,6.76054166667
396.40,8.56658333333,26.4798333334,16.1393333333,19.0014166667,6.73716666667,7.48183333333,7.88083333334,5.34933333333,10.03825,7.92225,15.4055416667,6.831375
396.76,8.49558333333,26.4855,16.04925,18.9529166667,6.69775,7.37458333333,7.79675,5.25266666667,9.99108333335,7.82708333333,15.2995833333,6.80470833333
397.12,8.47874999999,26.47325,16.0171666667,18.91825,6.68058333333,7.36233333334,7.75729166667,5.2395,10.0109166667,7.756,15.30925,6.74120833333
397.48,8.50558333332,26.5725,16.0536666666,18.9813333333,6.75766666667,7.45116666667,7.79695833333,5.3185,10.0994166667,7.817,15.39875,6.76525
397.84,8.61133333333,26.6088333333,16.112,19.0684166667,6.83783333334,7.47925,7.86808333334,5.40583333333,10.2325,7.86866666667,15.496125,6.84070833333
398.20,8.63316666666,26.643,16.1326666667,19.1055,6.8495,7.49541666667,7.89875,5.40333333333,10.2868333333,7.91958333333,15.4923333334,6.83404166666
398.56,8.54549999999,26.6230833333,16.1256666667,19.10225,6.7455,7.4215,7.82770833333,5.32483333334,10.2375,7.80633333333,15.462125,6.77425
398.92,8.58033333334,26.684,16.1525833333,19.1419166667,6.80775,7.51008333333,7.87925,5.33225,10.3189166667,7.86241666667,15.4889583334,6.8425
399.28,8.45858333334,26.6015,16.08575,19.00125,6.71325,7.39366666667,7.78441666667,5.21275,10.2309166666,7.76125,15.3060416667,6.68033333334
399.64,8.458,26.65625,16.13375,19.0016666666,6.68858333333,7.36625,7.73516666667,5.17533333333,10.231,7.75275,15.248,6.61675
400.00,8.33008333334,26.62225,16.06425,18.93,6.61508333333,7.29525,7.66020833333,5.082,10.1656666667,7.66533333333,15.1912916667,6.51770833333
400.36,8.36625,26.7520833333,16.1451666667,18.9863333334,6.64866666667,7.35425,7.655375,5.13616666667,10.2455,7.69908333333,15.3282916666,6.58191666667
400.72,8.41475000001,26.8478333333,16.2565,19.02725,6.7125,7.44425,7.718875,5.20541666667,10.3058333333,7.772,15.4270416667,6.641875
401.08,8.43333333333,26.9300833334,16.2989166667,19.1208333333,6.72666666667,7.47333333333,7.80995833333,5.26116666667,10.32925,7.85525,15.448,6.70529166667
401.44,8.43149999999,26.9495,16.3358333333,19.1871666667,6.693,7.47025,7.819375,5.26141666667,10.3196666667,7.86958333333,15.4919166666,6.74983333333
401.80,8.44008333332,27.1245833333,16.4219166667,19.2643333333,6.706,7.53108333333,7.84429166666,5.21933333334,10.3610833333,7.90041666667,15.5610416667,6.76129166666
402.16,8.52466666666,27.32425,16.5453333334,19.4049166667,6.7825,7.63416666667,7.91179166667,5.3335,10.4210833333,7.95558333333,15.71675,6.86566666666
402.52,8.53183333333,27.36975,16.5526666667,19.4165,6.75516666666,7.57975,7.899,5.299,10.342,7.93316666667,15.723,6.87829166666
402.88,8.54258333332,27.4844166667,16.5940833333,19.47275,6.77958333334,7.527,7.87066666667,5.26875,10.3361666667,7.92283333333,15.706,6.87575
403.24,8.58766666667,27.5180833333,16.6059166667,19.5245833333,6.81066666667,7.55033333333,7.89883333333,5.30683333333,10.3608333333,7.92866666667,15.7880833333,6.95570833333
403.60,8.63408333333,27.6468333333,16.708,19.6564166667,6.91741666666,7.61633333333,8.0045,5.38141666667,10.3800833333,7.99233333333,15.9045,7.05979166666
403.95,8.77741666667,27.8436666667,16.8896666667,19.8588333333,7.068,7.76858333333,8.12616666667,5.56841666667,10.5523333333,8.13591666667,16.1007916667,7.18458333333
404.31,8.71791666668,27.7856666667,16.8153333333,19.7725,7.02558333333,7.71733333333,8.09979166667,5.47183333333,10.4549166667,8.04666666667,16.0048333333,7.10979166667
404.67,8.72883333334,27.8148333333,16.8421666667,19.8065,7.01308333333,7.69675,8.08125,5.47025,10.4431666667,8.06375,16.0076666666,7.11529166666
405.03,8.72541666668,27.8975833333,16.8815,19.8116666667,7.01258333333,7.68958333333,8.01966666666,5.49533333333,10.4335,8.06591666667,16.0120416666,7.11608333333
405.39,8.76908333332,28.03525,16.95025,19.891,7.08508333333,7.75491666667,8.05225,5.54466666666,10.52,8.12308333333,16.0362916667,7.14879166667
405.75,8.79441666666,28.0463333333,16.9426666667,19.94375,7.09883333333,7.7565,8.03320833333,5.59533333334,10.5171666667,8.11666666667,16.041875,7.16754166667
406.11,8.87116666667,28.1861666667,17.0553333333,20.0749166666,7.16475,7.78233333333,8.095,5.66475,10.5993333333,8.22133333333,16.1316666667,7.22933333333
406.47,8.89074999999,28.3525,17.09,20.1645,7.22608333333,7.82925,8.09958333333,5.70233333333,10.6845833333,8.26108333333,16.1675,7.23333333333
406.83,8.99724999999,28.4516666667,17.1795833333,20.3169166666,7.291,7.98141666666,8.19204166667,5.84075,10.7890833333,8.3815,16.29075,7.34916666666
407.19,9.09724999999,28.5585833333,17.3123333333,20.4975833333,7.39791666667,8.13425,8.32887500001,5.95325,10.88375,8.51833333334,16.40225,7.48125
407.55,9.07391666666,28.5795833333,17.2968333333,20.52,7.34933333334,8.12833333334,8.27054166667,5.93291666667,10.8744166667,8.50158333334,16.437125,7.45783333333
407.90,8.993,28.5359166667,17.2656666666,20.5109166667,7.26333333333,8.04458333333,8.17016666667,5.82566666667,10.7825,8.4455,16.3138333333,7.39008333333
408.26,8.98649999999,28.6341666666,17.3383333333,20.5954166667,7.288,8.08116666667,8.21325,5.86616666667,10.8385833333,8.50608333333,16.33675,7.39329166667
408.62,8.99949999999,28.7325833333,17.3904166667,20.68325,7.32333333333,8.11441666667,8.24466666667,5.92066666667,10.92725,8.5145,16.3795416667,7.41079166667
408.98,9.01975,28.7898333333,17.433,20.7559166667,7.34308333333,8.12175,8.28825,5.85808333334,10.92475,8.52275,16.4563333333,7.40945833333
409.34,8.98616666666,28.8321666667,17.4964166666,20.81,7.32475,8.11316666667,8.30262499999,5.80916666667,10.9095,8.49808333333,16.4752083334,7.396375
409.70,8.96033333334,28.9135,17.5306666667,20.84175,7.29125,8.13166666667,8.30695833334,5.76608333334,10.9019166667,8.52666666667,16.460875,7.37479166667
410.06,8.88583333334,28.9066666667,17.461,20.8340833334,7.23333333333,8.062,8.19454166666,5.66883333333,10.8235,8.42141666667,16.3818333333,7.32858333333
410.42,8.92108333334,28.8980833333,17.4898333333,20.8233333333,7.2415,8.07475,8.22391666667,5.70375,10.8080833333,8.43208333333,16.3880833333,7.35595833333
410.77,8.971,28.979,17.5728333333,20.867,7.28666666666,8.055,8.24266666667,5.72541666667,10.82375,8.457,16.45475,7.37454166667
411.13,8.95533333333,29.0793333333,17.5635833333,20.8890833334,7.25458333333,8.01841666667,8.17954166667,5.71241666666,10.804,8.41283333333,16.4600833333,7.30766666667
411.49,8.96299999999,29.1374166667,17.59375,20.88425,7.24683333333,8.01208333333,8.212625,5.75216666667,10.83325,8.44758333333,16.43875,7.31058333333
411.85,9.04375000001,29.223,17.62275,20.9540833333,7.33641666667,8.03541666667,8.30025,5.816,10.8725833333,8.47683333333,16.5579166667,7.346125
412.21,9.08349999999,29.2725833333,17.6773333333,21.0016666667,7.34008333333,8.03166666667,8.2935,5.84491666667,10.8888333333,8.48558333334,16.5697916667,7.362875
412.57,9.10741666668,29.3095833333,17.7183333333,21.0381666667,7.34241666666,8.02233333333,8.29595833334,5.85075,10.8596666667,8.55708333333,16.578375,7.38316666667
412.92,9.19891666666,29.4056666666,17.7985,21.1298333333,7.417,8.12275,8.33229166668,5.95133333333,10.9903333333,8.62783333333,16.58975,7.43891666667
413.28,9.20133333334,29.40575,17.7571666667,21.1449166666,7.408,8.07333333333,8.255625,5.96483333333,10.95175,8.58591666667,16.5945,7.38179166667
413.64,9.24908333332,29.4366666666,17.8145,21.2033333333,7.44466666667,8.06908333333,8.28841666667,6.02508333334,10.9665,8.59875,16.6505833333,7.444
414.00,9.26716666667,29.42025,17.8895833334,21.2454166667,7.49125,8.072,8.37166666667,6.0805,10.9776666667,8.62616666667,16.756875,7.4655
414.36,9.31949999999,29.535,18.0020833334,21.3674166667,7.56666666667,8.17925,8.42920833333,6.16441666666,11.0766666667,8.72566666667,16.8325833333,7.554375
414.72,9.35449999999,29.6176666666,18.0695833333,21.4661666667,7.61141666667,8.20941666667,8.49791666667,6.21375,11.1235833333,8.77891666667,16.9313333333,7.59870833333
415.07,9.431,29.6820833334,18.1496666666,21.5530833333,7.67541666667,8.20858333333,8.56350000001,6.25283333333,11.2058333334,8.85166666667,17.014375,7.66975
415.43,9.50216666668,29.7469166667,18.2413333333,21.6780833333,7.764,8.27675,8.60287500001,6.29983333333,11.2726666667,8.89933333333,17.074375,7.74716666667
415.79,9.49341666667,29.7783333333,18.29925,21.7049166667,7.7215,8.296,8.58083333334,6.26041666667,11.3220833333,8.89758333333,17.0937916666,7.78433333333
416.15,9.5465,29.90275,18.3726666666,21.8229166667,7.761,8.35933333333,8.63529166667,6.29325,11.39,8.92941666667,17.1717083334,7.838
416.51,9.60216666667,29.96075,18.4248333334,21.9144166667,7.80633333333,8.42725,8.67475000001,6.33866666667,11.4280833333,8.89716666667,17.2222916667,7.87129166667
416.86,9.61233333333,30.0715833333,18.48725,22.0031666666,7.85625,8.47441666667,8.71725,6.3915,11.46025,8.94366666667,17.3124583334,7.90029166666
417.22,9.66608333334,30.13125,18.5280833334,22.0499166667,7.87458333333,8.53141666667,8.76591666668,6.41033333333,11.5056666667,8.97683333333,17.3764166667,7.95370833333
417.58,9.69183333334,30.1888333334,18.5725,22.0870833334,7.89975,8.56391666667,8.78529166666,6.43466666666,11.5329166667,8.99933333333,17.43275,7.97866666667
417.94,9.75233333333,30.2875,18.6318333333,22.1211666667,7.93691666667,8.62575,8.8065,6.47516666667,11.6083333333,9.04491666666,17.4602083333,8.02154166666
418.29,9.75183333333,30.27675,18.63475,22.1445833333,7.90575,8.62125,8.79133333334,6.454,11.6263333334,9.0105,17.4860833334,8.00375
418.65,9.68,30.2384166667,18.6069166667,22.0985833333,7.84516666667,8.60666666667,8.75250000001,6.42741666666,11.5785,8.95008333333,17.4337916667,7.986875
419.01,9.66616666667,30.2576666667,18.6251666667,22.10725,7.82233333334,8.65525,8.74770833333,6.42675,11.57575,8.93208333333,17.4099583333,7.98225
419.37,9.64741666666,30.28125,18.61325,22.1055,7.78816666667,8.60691666667,8.72329166666,6.40108333334,11.5471666666,8.92208333333,17.4252916667,7.93866666667
419.73,9.69841666667,30.3161666666,18.6644166666,22.1664166667,7.84775,8.67125,8.79083333334,6.4815,11.5861666666,8.98091666667,17.4638333333,7.968625
420.08,9.72375,30.3469166666,18.6823333334,22.1888333333,7.86991666667,8.70866666667,8.80266666667,6.51116666667,11.5841666667,9.0145,17.4924583333,8.00408333333
420.44,9.73816666667,30.3654166667,18.67625,22.1733333334,7.87083333333,8.71441666667,8.82137499999,6.51633333333,11.5740833333,9.02625,17.4994583333,8.00629166666
420.80,9.78108333333,30.3809166667,18.7134166667,22.1850833333,7.89058333333,8.72658333333,8.86879166667,6.55291666667,11.60175,9.06183333333,17.5222916667,8.07066666667
421.16,9.78799999999,30.3835833334,18.7339166667,22.17675,7.92183333333,8.74491666667,8.91329166668,6.58758333334,11.6334166667,9.08808333333,17.503875,8.09025
421.51,9.79658333334,30.3953333333,18.7355,22.1698333333,7.9425,8.75658333333,8.93179166668,6.60516666667,11.6586666667,9.0975,17.48475,8.11175
421.87,9.81658333332,30.4508333333,18.7673333333,22.196,7.97225,8.78125,8.95537500001,6.62916666667,11.6715,9.11891666667,17.5250833334,8.15879166667
422.23,9.83633333334,30.5038333334,18.7835,22.2198333333,7.9795,8.78025,8.97604166668,6.64966666667,11.65175,9.13058333334,17.5379583333,8.16766666667
422.58,9.87366666666,30.54075,18.8208333333,22.24175,8.00716666667,8.80466666667,9.0065,6.6635,11.6701666667,9.1635,17.561125,8.18383333333
422.94,9.88991666667,30.60175,18.8521666666,22.2726666667,8.024,8.79175,9.02908333334,6.66433333333,11.669,9.18391666667,17.5896666667,8.19558333333
423.30,9.89733333333,30.6560833333,18.8925833333,22.31225,8.05725,8.83808333333,9.05329166666,6.66966666666,11.6835,9.18483333333,17.6127916667,8.228875
423.66,9.87816666667,30.70425,18.8951666667,22.3146666666,8.03858333333,8.81183333333,9.02991666667,6.65175,11.66075,9.14875,17.6292916667,8.234625
424.01,9.86625000001,30.7150833334,18.8909166666,22.3311666667,8.0275,8.79175,9.02229166666,6.66041666667,11.6570833333,9.16016666667,17.6470416667,8.23658333334
