wavelength,Back_SpoLinf,Belly_SpoLinf,Breast_SpoLinf,Crissum_SpoLinf,Crown_SpoLinf,DorTail_SpoLinf,Patch10_SpoLinf,Patch11_SpoLinf,Patch12_SpoLinf,Rump_SpoLinf,Throat_SpoLinf,WingTip_SpoLinf
197.78,18.9714166667,40.4256666667,54.6099166667,52.8368333334,43.7943333333,39.4503333333,42.3759166667,33.1560833333,28.5460833333,64.8050000001,59.2641666666,34.7075
198.16,15.0981666667,38.7255000001,52.6470833333,59.7059166667,44.6078333333,42.0588333334,41.6177083333,34.4116666667,24.8040833333,69.8038333334,57.1075833332,39.2648333333
198.54,9.09083333335,39.3940000001,53.2830833333,68.8130833334,46.4645833333,43.1816666667,51.5781666667,28.2828333333,23.2323333333,82.5758333333,66.4773333333,34.2802916667
198.92,17.45625,40.5263333333,53.5965833333,61.66675,45.1755833333,48.421,57.675375,35.3509166667,30.965,73.6840833333,59.1665833334,42.2367916666
199.30,7.60416666667,41.3541666666,49.0625,57.3958333333,43.5416666667,54.2708333333,55.3645833333,39.5833333333,26.3541666667,76.5625000001,61.0416666668,30.15625
199.68,-21.591,24.87375,42.4243333333,46.591,34.7223333333,48.3586666667,51.4519583333,31.3131666667,11.2374166667,67.0454166667,46.6538749999,11.300625
200.06,-29.2969166667,28.7760833333,42.3176666666,41.4063333333,35.8073333333,51.5623333333,49.5441249999,23.5675833333,5.33866666666,59.5050833333,36.2627916666,9.76570833333
200.44,-25.0000000001,32.3078333333,48.9744166667,44.7435833333,41.7949166667,64.1024166667,52.115375,28.718,16.9230833334,60.5129166665,30.3205416666,17.3078333334
200.82,-26.8679166667,39.0805833333,59.77025,51.1495,46.5518333333,84.48275,51.9397499999,39.0803333333,21.6953333334,73.8505833334,39.5832916668,17.7442499999
201.19,-21.6141666668,31.1199166667,53.3855833333,40.8854166667,47.7865833333,69.5314166667,52.3438750001,40.8855,23.4379166667,69.5312499999,38.7370833333,12.3048333333
201.57,-37.9310833333,22.8449166666,47.9886666667,32.32775,40.2299166666,68.9655833333,50.574625,33.0458333333,13.362,67.5287500001,39.2958749999,6.25016666668
201.95,-19.9134166666,28.3549166667,39.3938333334,33.2250833333,36.90475,61.039,44.85925,36.039,13.4198333333,59.1990833333,38.7446666666,14.3939583333
202.33,-35.5323333334,19.3286666667,28.93525,20.7176666667,26.85175,50.4630833333,30.4397083333,25.8101666667,2.31491666667,41.0879166667,27.7779583333,-2.54625
202.71,-13.4211666667,29.29825,32.4561666666,31.2281666667,34.5613333333,54.0350833333,36.3595833333,34.4736666667,12.8068333333,42.8070833333,33.4648333333,12.8947916667
203.09,-27.1366666667,21.581,26.0683333333,26.70925,32.3718333333,55.876,30.876125,28.5255,1.06833333334,33.8675,27.0300416667,-1.389
203.47,-27.3208333332,19.7255833333,21.8355,30.27425,33.33325,49.8945,31.69825,26.89875,1.58224999999,32.8058333333,29.7994166667,2.05679166667
203.85,-18.1818333333,25.5410833334,21.8614166667,36.9045833333,39.394,55.5194166667,33.603875,31.1688333333,5.30291666667,39.3939166667,37.337625,10.2813333333
204.22,-35.0938333333,13.263,4.10799999999,25.8215833333,33.92025,45.6573333334,22.3004166667,28.0515833333,-5.28166666667,26.9954166666,32.7464166667,-4.57754166667
204.60,-69.8232500001,-19.1918333333,-33.7120833333,-0.757666666675,4.16666666665,9.09083333335,-10.6692083333,2.27274999999,-45.0758333333,-7.07066666667,5.5555,-34.9117083333
204.98,-64.9758333333,-24.517,-39.3720833333,-2.89858333333,5.79716666666,4.34775000003,-10.7486666667,-0.48308333335,-42.1496666667,-10.6280833333,-3.26079166665,-31.8840416667
205.36,-167.10525,-95.83325,-121.710416667,-54.3859166667,-49.5614166667,-34.4296666667,-72.1490833333,-62.0613333333,-123.46475,-77.6316666667,-56.7984583334,-112.938541667
205.74,-140.991083333,-83.7837500001,-105.180166667,-26.1259999999,-32.20725,-5.18,-57.8828333332,-27.7025,-113.288083333,-70.0449999999,-45.6081250001,-108.108041667
206.12,-163.426,-115.50925,-125.2315,-49.7684999999,-47.4537499999,-18.9815,-70.3702499999,-31.2500833333,-130.324083333,-94.9075000001,-65.8567083332,-126.504666667
206.50,-157.4325,-118.01775,-126.576583333,-57.8829166667,-46.6215000001,-16.8919166666,-67.5674583333,-43.9189166667,-132.882916667,-91.6666666665,-72.7476666667,-121.734208333
206.87,-560.256416666,-489.743583333,-476.282,-323.076833333,-274.358916667,-200.000083333,-346.4745,-244.87175,-518.589833333,-412.820333333,-331.089791667,-482.692291667
207.25,-393.627416667,-318.137333333,-326.960916667,-203.9215,-185.294,-135.784166667,-226.470666667,-149.509833333,-360.78425,-275.980333333,-212.255041667,-328.431541667
207.63,-375.0,-299.537,-304.1665,-212.962916667,-181.4815,-113.888833333,-215.50925,-136.574166667,-345.370583333,-292.129583333,-224.073791667,-312.037166667
208.01,-318.181916667,-251.515083333,-243.181833333,-192.045583333,-150.37875,-96.9699166665,-198.106083333,-119.696916667,-288.63625,-260.98475,-201.704416667,-276.893916667
208.39,-330.416666667,-277.916666667,-243.75,-192.083333333,-191.25,-99.5833333333,-212.708333334,-136.666666667,-323.333333333,-276.25,-230.833333333,-302.083333333
208.77,-363.7255,-280.392333334,-246.568666667,-215.196083333,-196.078416667,-76.9608333335,-215.931291666,-155.882333333,-349.509833333,-303.431333333,-258.8235,-358.82375
209.14,-332.89475,-232.894666667,-205.70175,-184.649083333,-163.157833333,-73.6843333334,-190.131541667,-112.719416667,-322.806916667,-274.56125,-226.096625,-306.359708333
209.52,-109.722333333,-77.6040000001,-68.4026666667,-60.9374166667,-42.0139166667,-10.764,-58.3332916667,-21.5278333333,-117.1875,-89.9305000002,-76.0415833334,-100.000041667
209.90,-112.808666667,-82.2529166666,-66.5122500001,-74.8455833334,-47.9938333333,-16.0494166667,-67.6698750001,-31.6358333333,-109.104916667,-89.1975833332,-81.4042083333,-93.6728333332
210.28,-123.03925,-90.1961666667,-74.0195833333,-85.7844166668,-53.9215833333,-21.0784166667,-80.8823333332,-36.9280833334,-115.849583334,-96.2417499999,-88.5620416667,-103.839833333
210.66,-89.2855,-62.8305833334,-50.3968333334,-55.1588333333,-28.30675,-9.12708333333,-49.867625,-11.37575,-81.2168333334,-67.59275,-53.1746666667,-75.7274166667
211.03,-73.1603333333,-45.4545,-41.1255,-38.9609166667,-15.9090833333,-1.40683333333,-32.251125,-1.73183333334,-60.3895833333,-52.81375,-42.8028333333,-58.7119583333
211.41,-87.0495833334,-56.419,-54.8423333333,-56.4190833334,-20.0451666667,-15.8783333333,-48.5360833333,-14.9775833333,-74.0991666666,-68.5809999999,-60.529125,-72.7477916667
211.79,-80.84425,-55.3030833334,-49.13425,-51.1904999999,-17.5324166667,-14.2856666667,-47.294375,-14.6105,-71.6450000001,-61.2555,-61.8506666666,-68.61475
212.17,-70.9876666668,-47.3251666668,-45.0615833334,-41.9754166667,-10.8024166666,-8.02466666667,-35.442375,-5.34983333332,-59.568,-55.6582500001,-56.3272083333,-60.7509583333
212.55,-64.3937499999,-43.2764166667,-42.1400833333,-34.3750833333,-7.57575,-2.36741666667,-30.208375,-3.03025,-49.3371666667,-48.769,-54.4035,-55.0662083333
212.92,-52.5924166666,-38.4259166667,-35.3704166667,-25.9259166667,0.463,7.68508333334,-21.0183333333,6.20366666666,-36.8516666667,-39.8148333333,-42.685125,-40.925875
213.30,-50.0896666667,-41.129,-32.7060833333,-26.3441666667,-2.957,15.8600833333,-15.9946666667,1.16491666667,-36.9175833334,-44.7133333334,-37.1414583334,-42.6075833333
213.68,-64.1448333334,-54.0569166668,-41.228,-29.386,-3.83775000001,12.0614166667,-20.3398333334,-0.87725,-44.5175833333,-60.8553333333,-55.5922916666,-54.5504583333
214.06,-70.5881666666,-57.9657499999,-52.5734999999,-33.8234166667,-0.490166666665,4.28908333333,-22.36525,-3.92158333333,-57.3528333333,-74.1420833334,-67.2180416667,-57.1077916667
214.44,-74.7175,-72.4574999999,-62.8529166666,-41.66675,-0.141333333343,5.50858333335,-18.6442083333,-6.35591666667,-65.2541666667,-92.9377500001,-83.4039166667,-65.042375
214.81,-92.6283333334,-97.4359166667,-87.0193333334,-75.1604166667,-24.6795,-9.13441666667,-40.7852083334,-26.9228333333,-89.1025000001,-124.6795,-111.057791667,-87.5
215.19,-114.409666667,-122.048583334,-103.472333333,-105.5555,-44.6181666666,-27.7778333333,-58.6806250001,-50.1735,-111.458333333,-150.694416667,-132.031333333,-106.0765
215.57,-79.6610833333,-97.5988333333,-71.7515833332,-72.3164166666,-35.02825,-5.79116666668,-33.6864583334,-34.0395833333,-79.096,-117.090416667,-97.457625,-77.18925
215.95,-105.9295,-122.756416667,-98.23725,-92.9486666668,-49.3589999999,-20.3525833333,-42.3076250001,-53.5256666666,-102.404,-151.12175,-121.474333333,-97.6761666667
216.32,-143.217083333,-163.759583333,-131.97675,-110.465166667,-77.1317500001,-39.7288333333,-67.7327083334,-82.1706666667,-139.341083333,-181.976583333,-138.372166667,-124.80625
216.70,-118.439583333,-132.97875,-117.553166667,-95.7446666666,-63.4751666667,-29.43275,-54.4325833333,-63.4750833333,-122.694833334,-159.0425,-105.93975,-99.1134583333
217.08,-140.3985,-155.978333333,-140.3985,-112.86225,-92.0290833333,-57.2464166667,-71.1052499999,-93.6594166669,-145.289916667,-188.94925,-132.78975,-125.815375
217.46,-151.4815,-169.81475,-160.5555,-121.666666667,-98.8887499999,-82.4074166666,-89.537,-114.81475,-157.963083333,-196.29625,-151.759083334,-148.333375
217.83,-113.157833333,-123.684416667,-119.152,-90.7894166668,-74.5612499999,-50.8772500001,-62.4270000001,-83.3333333333,-120.76025,-139.473666667,-108.260416667,-110.453291667
218.21,-102.904,-111.74225,-110.101,-80.9343333333,-74.6211666667,-46.086,-59.7223333334,-79.2930833333,-105.681833333,-120.075833334,-107.323333333,-109.469708333
218.59,-127.459083333,-133.470083333,-125.27325,-104.644833333,-90.1639166668,-64.3443333334,-81.3524583332,-103.552,-135.109416667,-139.071083333,-131.147416666,-135.724125
218.97,-151.234416667,-155.555416667,-140.432166667,-118.981583333,-102.314833333,-71.9135833333,-90.5093333334,-120.83325,-159.56775,-160.339416667,-156.944416666,-153.78075
219.34,-106.25025,-109.375333333,-98.8283333333,-77.3438333333,-59.245,-36.19825,-58.3987916667,-81.6409166666,-113.411833333,-104.297,-109.570666667,-112.0445
219.72,-143.60125,-140.02975,-138.09525,-112.797583333,-87.6489166668,-62.4998333333,-85.1189583333,-103.125083333,-149.404916667,-133.631,-146.577333333,-140.550625
220.10,-92.0044166668,-88.9639166667,-90.4279166667,-65.6530833334,-57.9955833334,-35.5856666667,-56.869375,-59.9098333333,-95.2701666666,-84.7973333334,-95.2702916667,-87.3310000001
220.47,-140.454583333,-139.091,-135.000083333,-113.484833333,-92.1211666667,-59.8485833334,-92.1210833332,-96.9696666666,-144.5455,-133.93925,-149.469791667,-128.863583333
220.85,-212.103166667,-217.857166667,-203.372916667,-185.317416666,-143.452333333,-115.872833333,-152.480166666,-157.142666667,-218.650833333,-207.738,-228.174666667,-206.646875
221.23,-164.166666667,-171.666666666,-153.833333333,-150.833333333,-105.0,-77.8333333333,-121.166666667,-111.833333333,-169.333333333,-158.833333333,-186.083333333,-161.833333333
221.61,-330.86425,-324.999916667,-301.851833333,-308.641916667,-233.024583333,-162.345833333,-246.450833333,-207.407416667,-325.617166667,-309.567916667,-371.604833333,-306.018416667
221.98,-279.444416667,-266.111166667,-254.166583333,-264.72225,-187.5,-126.111083333,-226.388958333,-172.777916667,-279.166666667,-264.444666667,-311.111166667,-250.694375
222.36,-543.229166667,-520.833333333,-495.833333333,-524.479166667,-374.479166667,-254.166666666,-468.229166667,-351.5625,-528.125,-537.5,-555.46875,-472.135416667
222.74,-1417.85725,-1270.23808333,-1365.47616667,-1285.71425,-1065.47633333,-757.142833333,-1240.47616667,-985.714166667,-1335.71433333,-1417.85691666,-1419.047625,-1255.357
223.11,2777.08333333,2581.25,2708.33333333,2460.41666666,2143.75,1587.5,2523.95833333,2050.0,2545.83333333,2722.91666667,2734.375,2476.04166667
223.49,940.384666666,895.512750001,928.846166666,820.51275,795.51275,591.666583333,874.358916665,732.051166667,866.025583334,933.333499999,959.615208334,827.243749999
223.87,807.738166667,798.214083333,819.0475,701.785750001,699.40475,518.452333333,785.714291666,673.21425,758.333333334,821.428666668,827.083291667,764.583375
224.24,366.421666667,361.274583333,357.353,334.31375,301.7155,244.607833333,343.504791667,319.852833333,339.2155,366.421583333,377.941208334,343.627541667
224.62,10975.0,10500.0,10758.3333333,10016.6666667,8941.66666668,7008.33333334,9962.5,9649.99999999,10041.6666667,11191.6666667,12079.1666666,10462.5
225.00,874.358916668,784.6155,835.897416667,778.205166666,721.153916667,538.461416667,786.538416666,779.487083333,770.513,887.820500001,955.769166667,823.397416667
225.38,493.402916667,434.722333333,461.458333334,401.041583334,396.875083333,312.152833333,428.124916667,436.45825,437.500083334,485.0695,498.263875,447.916708333
225.75,-5416.66666667,-5112.5,-5062.5,-4320.83333333,-4179.16666667,-3450.0,-4835.41666667,-5008.33333333,-4658.33333333,-5454.16666666,-5379.16666667,-4820.83333333
226.13,2991.66666667,2893.75,2750.0,2402.08333334,2337.5,2085.41666667,2621.875,2677.08333333,2570.83333334,2985.41666667,3046.875,2602.08333334
226.51,-3641.66666666,-3516.66666667,-3425.0,-2811.11116666,-2691.66666666,-2588.889,-3179.16658333,-3402.77766667,-3241.66675,-3672.22225,-3784.72229166,-3151.388875
226.88,-867.424083333,-868.939333333,-842.42425,-679.5455,-602.272666667,-574.242583333,-737.878666667,-822.72725,-730.303,-893.181833332,-902.651333333,-715.909375
227.26,-166.05675,-182.926833333,-175.203333334,-122.154416667,-107.520416667,-93.0894166665,-134.349625,-160.569083334,-143.495916666,-181.504,-179.776416667,-139.430875
227.64,-108.642083333,-121.141916667,-112.191333333,-77.4692500001,-61.41975,-50.6173333333,-82.1759999999,-106.944333333,-94.5986666669,-127.6235,-113.811666667,-94.6759583333
228.01,-124.679416667,-129.6475,-116.34625,-86.3782499999,-63.9422499999,-61.0576666667,-94.4710416665,-123.878416667,-102.243583333,-138.30125,-126.041708333,-101.842916667
228.39,-109.005416667,-113.709666666,-100.8065,-73.9245,-61.4248333333,-53.0915833333,-83.6021249998,-108.602083333,-94.6235833333,-121.102333333,-102.956958333,-95.16125
228.76,-132.232833333,-142.76725,-120.75475,-95.4400833335,-80.9746666667,-69.6541666666,-103.3805,-137.106916667,-114.150833333,-141.509333333,-108.883583333,-116.509291667
229.14,-67.26175,-87.7975833332,-66.1705,-48.0158333333,-38.4921666667,-33.82925,-50.9920833333,-74.7025,-62.6985,-74.60325,-52.182625,-60.0695
229.52,-50.3585,-70.0716666668,-54.2113333333,-40.8601666667,-28.3154166667,-24.9104166667,-39.650625,-61.1111666666,-43.638,-53.6738333333,-38.530625,-46.7741666667
229.89,-56.4583333333,-73.7500000001,-64.375,-50.4166666667,-33.8541666667,-26.875,-37.4479166667,-70.4166666667,-56.875,-58.9583333333,-48.9583333333,-56.8229166667
230.27,-52.4260833333,-68.2490833334,-60.865,-46.8353333333,-31.4346666667,-17.2996666667,-25.0528333333,-70.9914166666,-51.6876666666,-52.2151666667,-40.5589583333,-55.6963333333
230.65,-46.2035833334,-61.2962500001,-47.4074166667,-43.0555833333,-31.4815,-11.4816666667,-18.7037083333,-53.4259166666,-42.4074166667,-43.70375,-35.2777083333,-47.6388333333
231.02,-10.2460833333,-21.03825,-8.47000000001,-6.48916666666,-0.888000000001,12.7050833333,7.17204166666,-16.4618333333,-9.42641666668,-6.76241666667,-6.07929166667,-9.42633333333
231.40,-22.65375,-27.6699166666,-15.2913333333,-15.8575833333,-6.39166666667,3.88341666665,-3.35754166665,-28.1551666667,-18.8513333333,-16.5856666667,-17.3543333333,-21.2380416667
231.78,-26.5151666666,-27.9461666667,-20.79125,-19.1076666667,-9.00666666667,-0.504833333333,-6.94445833332,-30.8924166666,-20.3703333334,-18.266,-23.695125,-25.0
232.15,-11.1110833333,-13.06325,-3.90391666669,-7.13208333333,-0.825666666668,14.2643333333,3.79141666666,-11.7869166667,-10.3604166667,-4.50441666668,-6.98191666667,-9.15925
232.53,5.04208333332,2.59100000001,8.05308333334,3.99158333334,10.7843333333,25.8403333333,13.3402916667,1.0505,4.13175,8.96358333333,5.35733333333,3.43133333335
232.90,10.1851666667,9.75783333332,10.8975833333,9.11674999999,19.5156666667,29.05975,16.7379583333,5.342,8.26216666667,10.54125,9.01016666667,10.4698333333
233.28,18.699,22.6285,24.0514166666,19.5799166666,30.1489166667,41.3276666667,25.57575,16.8698333333,17.344,23.7804166667,16.6665833333,22.2222083333
233.66,9.23424999998,12.5375833333,17.9429166667,12.0870833333,21.3963333333,38.889,19.7070416667,7.35724999999,4.87991666667,11.3364166667,4.12908333333,12.8754583334
234.03,13.6553333333,18.3473333333,23.7394166667,17.5070833333,28.8515,43.8373333333,21.3938333333,12.675,14.6359166667,16.2465833333,10.2240833334,20.448125
234.41,11.4671666667,13.604,20.228,13.9601666667,24.0028333333,35.0425833333,13.8532083333,7.12250000001,10.04275,7.47866666667,3.16958333333,14.316125
234.78,12.5,15.50925,22.1450833333,18.74975,26.6975,35.9569166667,14.814625,4.16683333333,9.10491666668,11.2654166667,6.09558333333,15.0462083333
235.16,0.49025,0.588166666658,9.90191666666,8.62741666666,16.4706666667,27.7450833333,4.06870833332,-8.5295,-6.86258333333,-4.80391666668,-5.49008333333,-2.35291666667
235.54,10.9601666667,9.78266666668,23.5506666667,16.4855,24.4565,35.9601666667,18.3877083333,3.62308333333,10.2354166667,9.23924999999,6.11429166667,10.462125
235.91,12.77175,7.60883333334,27.1739166667,14.674,25.9058333333,38.134,18.4781666667,3.35133333335,8.96733333334,9.14850000001,9.1485,12.137625
236.29,2.98366666665,-3.29216666667,17.3868333334,5.86424999999,20.9876666667,34.1563333333,16.3580416667,-6.79016666668,7.40749999998,3.90933333333,-2.46908333333,5.86425
236.66,-23.6111666667,-34.3055833334,-0.138916666683,-11.6665833333,5.97216666667,21.9445833333,-5.27783333335,-32.9166666666,-17.6389166667,-17.7778333333,-27.9166666667,-14.7916666667
237.04,-37.5000833333,-52.6785,-6.84525,-19.3453333333,-6.69650000002,13.9881666667,-17.41075,-45.2380833333,-34.3750833333,-24.2559166667,-50.7442083333,-26.5624583333
237.41,-86.9368333333,-103.378333333,-42.34225,-61.937,-30.18,-9.68466666667,-61.5992499999,-97.0720833334,-71.8467499999,-69.5944999999,-108.558625,-65.76575
237.79,-31.3989166666,-46.1308333333,-6.10125,-15.9225833333,4.61299999999,11.6071666667,-21.5029166667,-38.244,-27.9761666667,-23.3631666666,-45.238125,-16.7410833333
238.17,-22.53525,-36.61975,-0.234583333325,-7.74641666667,1.99533333333,8.33333333334,-14.4952916667,-25.3521666667,-23.94375,-19.9530833334,-26.9365,-14.319375
238.54,-17.3515833333,-34.9315833333,3.08224999997,-14.15525,0.228333333325,9.13258333333,-10.4452916667,-22.26025,-24.88575,-14.7260833333,-14.84025,-14.5549166667
