wavelength,Back_HemAtrf,Belly_HemAtrf,Breast_HemAtrf,Crissum_HemAtrf,Crown_HemAtrf,DorTail_HemAtrf,Patch10_HemAtrf,Rump_HemAtrf,Throat_HemAtrf,WingTip_HemAtrf
540.72,10.5598,37.1111333333,34.1269,18.9599333333,5.976,11.7503333333,30.1463333334,10.7730666667,24.0678666667,12.215
541.06,10.5968666667,37.1692666667,34.1767,18.9934,6.00186666667,11.7770666667,30.218,10.7994666667,24.1358666667,12.2512
541.40,10.6027333333,37.1893333333,34.1882333333,18.9983333333,5.99766666667,11.7848,30.2371333334,10.8027333333,24.1521333333,12.2544666667
541.75,10.6256666667,37.2249333333,34.2322666667,19.0327333333,6.02326666667,11.8011333334,30.2813333333,10.8280666667,24.2137333333,12.2789333333
542.09,10.6335333333,37.2508,34.2610666667,19.0605333333,6.03686666667,11.817,30.3026,10.8267333333,24.2561333333,12.2835333333
542.43,10.6271333333,37.263,34.2844666667,19.0741333333,6.01933333333,11.8112,30.3270666667,10.8167333333,24.2741333333,12.2883333333
542.78,10.6362666667,37.2864,34.3175333333,19.0873333333,6.0322,11.8218,30.3733333333,10.8215333333,24.3099333334,12.2901333333
543.12,10.6608666667,37.2920666667,34.3328666667,19.1032,6.04,11.8192666667,30.3875333333,10.8198666667,24.3325333333,12.2907333333
543.46,10.6709333333,37.3331333333,34.3638666667,19.1244,6.04846666667,11.8263333333,30.4208,10.8090666667,24.3736666667,12.3047333333
543.81,10.6576666667,37.3702,34.3790333333,19.1160666667,6.01286666667,11.8116666667,30.4593333333,10.7856,24.4201333333,12.3036666667
544.15,10.7014666667,37.4124666667,34.434,19.1482666667,6.04146666667,11.8414666667,30.5058,10.8073333333,24.4766666667,12.3437333333
544.49,10.7315333333,37.482,34.5098666667,19.1777333334,6.0594,11.8450666667,30.5772666667,10.816,24.5493333333,12.352
544.84,10.7513333333,37.5754666667,34.5925,19.2268666667,6.0618,11.8810666667,30.6508666667,10.8332,24.6473333333,12.3688666667
545.18,10.7677333333,37.6340666667,34.6551666667,19.2523333333,6.06766666667,11.8802,30.7218666667,10.8371333333,24.7371333333,12.3768
545.52,10.8014,37.7188666667,34.7182,19.2912,6.08233333333,11.9217333333,30.8068666667,10.853,24.8305333333,12.3934
545.87,10.8460666667,37.8451333333,34.8159,19.3570666667,6.10853333333,11.9498,30.9124,10.9014,24.9396666667,12.4455333333
546.21,10.8631333333,37.8968666667,34.8591,19.3790666667,6.13133333333,11.9670666667,30.9652666667,10.9112,25.0058,12.4668666667
546.55,10.8673333333,37.9256666667,34.8841333333,19.3863333333,6.1148,11.9707333333,31.0036,10.9183333333,25.0763333333,12.4645333333
546.90,10.8634,37.9895333333,34.9483666667,19.4086,6.10953333333,11.9748666667,31.0625333333,10.9346,25.1581333333,12.4783333333
547.24,10.9014666667,38.033,35.0099666667,19.4441333333,6.13486666667,11.991,31.1172,10.9819333333,25.2368,12.5014666667
547.58,10.9408666667,38.1115333333,35.0969666667,19.5054,6.1564,12.0311333333,31.19,11.0263333333,25.3121333333,12.5319333333
547.92,10.9729333333,38.1714,35.1722333333,19.5584666667,6.18546666667,12.0827333334,31.2788666667,11.0668666667,25.4032,12.574
548.27,10.996,38.2596,35.2448666667,19.621,6.2118,12.1381333333,31.3554666667,11.1020666667,25.5032,12.6118
548.61,11.0100666667,38.2222,35.2219666667,19.6115333333,6.22206666667,12.1191333333,31.3460666667,11.107,25.5102,12.6155333333
548.95,11.0466,38.2804,35.2900666667,19.6736666667,6.24813333333,12.1490666666,31.3972,11.1280666667,25.59,12.6496
549.29,11.0525333333,38.2993333333,35.3186,19.6633333333,6.22226666667,12.1381333333,31.4176666667,11.1419333333,25.6131333333,12.655
549.64,11.0292666667,38.2974,35.3094666667,19.6449333333,6.2034,12.1329333333,31.4432,11.1325333333,25.6503333333,12.6292666667
549.98,11.0248666667,38.3160666667,35.3224,19.6377333333,6.16726666667,12.1256666667,31.5056,11.1305333333,25.7178,12.6168
550.32,11.0257333333,38.3722666667,35.3691333333,19.6870666667,6.16673333333,12.1362,31.5436666667,11.1265333333,25.7685333333,12.633
550.66,10.9831333333,38.3572666667,35.3248,19.6544,6.1394,12.1222666667,31.5548666667,11.0922666667,25.7733333333,12.5988666667
551.01,10.9986,38.3976666667,35.3888,19.6647333333,6.16113333333,12.1436666667,31.6228,11.1174,25.8320666667,12.6139333333
551.35,11.0096666667,38.4202,35.4114,19.705,6.21006666667,12.1503333333,31.6662666666,11.1392,25.8882,12.6506
551.69,11.0686666667,38.4986666667,35.4457,19.7330666667,6.23773333333,12.1787333333,31.7178666667,11.1622666667,25.9797333333,12.6748666667
552.03,11.1367333333,38.5756,35.5552,19.7736,6.28186666667,12.2402666667,31.8046,11.2320666667,26.1002,12.7252
552.38,11.1691333333,38.6606666667,35.6469333333,19.8310666667,6.30486666667,12.2817333333,31.899,11.251,26.2114,12.7602
552.72,11.1746666667,38.7271333333,35.6989,19.8337333333,6.28413333333,12.2943333333,31.9663333333,11.2750666667,26.2691333334,12.7788666667
553.06,11.1679333333,38.7851333333,35.7491333333,19.8397333333,6.29186666666,12.2988666667,32.0070666667,11.2861333333,26.3295333333,12.7962
553.40,11.1755333333,38.7991333333,35.7926,19.8650666666,6.27666666667,12.2982,32.0501333333,11.2672,26.3741333333,12.8070666666
553.74,11.1954,38.8843333333,35.8767333333,19.9075333333,6.30146666667,12.3322,32.1206666667,11.2852,26.447,12.8382666667
554.09,11.2184,38.93,35.9167333333,19.9069333333,6.30353333333,12.3278666667,32.1726666667,11.3091333333,26.5242666667,12.8517333333
554.43,11.263,39.0305333333,36.0280333333,19.9707333333,6.3386,12.371,32.2546,11.3530666667,26.6190666667,12.8935333333
554.77,11.2948,39.1325333333,36.0934,20.0344,6.34213333333,12.4094666667,32.3175333333,11.368,26.747,12.9323333333
555.11,11.3506666667,39.2115333333,36.1765666667,20.0622,6.363,12.4739333333,32.3885333333,11.3914666667,26.8432,12.9710666667
555.45,11.2750666667,39.2109333333,36.1761333333,20.0318,6.2994,12.3914666667,32.3903333333,11.348,26.8506666667,12.9286666667
555.80,11.1926666667,39.1919333333,36.1287333333,19.9648666667,6.22686666667,12.3142,32.3468,11.268,26.8347333333,12.8653333333
556.14,11.1824,39.241,36.1684666667,19.9485333333,6.2078,12.2928,32.3692666667,11.2380666667,26.8762,12.8523333333
556.48,11.1848,39.2652666667,36.2326,19.9652666667,6.209,12.313,32.4112666667,11.234,26.9572,12.8594
556.82,11.1880666667,39.3148,36.2685666667,20.0078666667,6.19333333333,12.309,32.4581333333,11.2176,27.0216,12.8569333333
557.16,11.1984,39.3319333333,36.2594666667,20.0029333333,6.1898,12.3003333334,32.4672666667,11.2251333333,27.0782666667,12.8644666667
557.50,11.2209333333,39.3657333333,36.2774,20.0202,6.20713333333,12.3171333333,32.4711333333,11.2588,27.1454,12.8804666667
557.85,11.1975333333,39.3878666667,36.2727333333,20.0081333333,6.155,12.3053333333,32.4969333333,11.2257333333,27.1506,12.853
558.19,11.2078,39.4149333333,36.3187,20.0131333333,6.17153333333,12.3296666667,32.5548,11.2424666667,27.2366,12.8950666667
558.53,11.1738,39.3879333333,36.3179666667,19.9971333333,6.14853333333,12.2949333333,32.5812,11.2222666667,27.2292666667,12.87
558.87,11.0676666667,39.3057333333,36.2205666667,19.9124,6.0466,12.2024666667,32.5172,11.1302666667,27.1864666667,12.7886
559.21,11.0746,39.3004666667,36.236,19.918,6.03573333333,12.2334666667,32.5622666667,11.1190666667,27.2258,12.7606
559.55,11.1124,39.2706666667,36.2715,19.9660666667,6.05453333333,12.2429333333,32.6110666667,11.1476666667,27.2787333334,12.8048666667
559.89,11.1082666666,39.2920666667,36.2955333333,19.9976666667,6.0514,12.2648,32.6434,11.1876,27.3284666667,12.831
560.23,11.1236,39.3224666667,36.3029,20.0279333333,6.0596,12.2774,32.6850666667,11.2043333333,27.3596666667,12.8402666667
560.58,11.1156666667,39.3054666667,36.3235666667,20.0322,6.05493333333,12.2916666666,32.6746,11.1941333333,27.3764,12.8439333333
560.92,11.1101333333,39.3668666667,36.3842666667,20.0474,6.05566666667,12.3250666667,32.7476,11.2068,27.4322,12.839
561.26,11.1196,39.4164,36.4467,20.0664,6.0406,12.338,32.8343333333,11.2144,27.4810666667,12.8665333333
561.60,11.1668666667,39.4774666667,36.5467333333,20.1244666667,6.11753333333,12.3968666667,32.9559333334,11.2797333333,27.578,12.9273333333
561.94,11.1983333333,39.4964,36.5518333333,20.1362666667,6.11673333333,12.4038,32.9874666667,11.2835333333,27.6068666667,12.9234666667
562.28,11.2334,39.5457333333,36.6195,20.1831333333,6.13593333333,12.4519333333,33.0462666666,11.3118666667,27.6954,12.9931333334
562.62,11.3404666667,39.6841333333,36.7571,20.2910666667,6.22253333333,12.5658666667,33.2095333333,11.4206,27.8696666667,13.1024
562.96,11.3608,39.7412,36.8176666667,20.3220666667,6.2242,12.5698666667,33.2774,11.4402,27.9382666667,13.1424
563.30,11.3469333333,39.8385333333,36.8495333333,20.3222,6.2008,12.5842,33.3458,11.4275333333,27.9874,13.136
563.64,11.3272,39.7864,36.8663333333,20.2937333334,6.1508,12.582,33.3566666667,11.3768,28.0146666667,13.0992
563.99,11.2853333333,39.7582,36.8634666667,20.2828666667,6.10986666667,12.5550666667,33.3458666667,11.3377333333,28.0128,13.0602
564.33,11.3300666667,39.8329333333,36.9126,20.3111333333,6.14506666667,12.5840666667,33.4390666667,11.3809333333,28.1002,13.1125333333
564.67,11.3272666667,39.8419333334,36.9698333334,20.3414666667,6.14633333333,12.6002,33.4830666667,11.3807333333,28.1654666667,13.1308666667
565.01,11.2886666667,39.7799333333,36.9173333333,20.3209333333,6.1064,12.5678666667,33.4296666666,11.338,28.1569333333,13.1036
565.35,11.2662666667,39.7965333333,36.9115333333,20.3456666667,6.10293333333,12.5877333333,33.4387333333,11.3254666667,28.2026666667,13.1088666667
565.69,11.3037333333,39.8538,36.9697333333,20.3795333334,6.11153333333,12.6091333333,33.4808,11.3274666667,28.2480666667,13.1344666667
566.03,11.2907333333,39.8772666667,37.0032333333,20.3677333333,6.09526666667,12.6203333333,33.5052666667,11.3185333333,28.2690666667,13.1044666667
566.37,11.2578666667,39.8436666667,36.9661666667,20.3459333333,6.0812,12.5878,33.4916666667,11.2964666667,28.2502,13.064
566.71,11.2408666667,39.8830666667,37.0091666667,20.3425333333,6.0634,12.5929333333,33.4976666667,11.2806666667,28.2803333333,13.0792666667
567.05,11.2315333333,39.8577333333,37.0253666667,20.3447333333,6.07746666667,12.5910666667,33.4964666667,11.2792666667,28.3061333333,13.0927333333
567.39,11.1947333333,39.841,36.9833666667,20.3141333333,6.06793333333,12.5536,33.4957333333,11.2758,28.3024,13.088
567.73,11.2479333333,39.8842666667,37.0321666667,20.3314,6.13513333333,12.6184,33.5608666667,11.3236,28.3901333333,13.1484
568.07,11.2252,39.8940666667,37.0469,20.3272,6.12426666667,12.6319333333,33.6178666667,11.3192,28.4334666667,13.1405333333
568.41,11.2377333333,39.8986666666,37.0616333333,20.3364666666,6.13933333333,12.6556666667,33.6315333333,11.3579333333,28.4568666667,13.1709333333
568.75,11.2891333333,39.9855333333,37.1613333333,20.3934666667,6.1924,12.7117333333,33.732,11.4005333333,28.5490666667,13.2040666667
569.09,11.3268666667,39.9812,37.1860666667,20.3944,6.21246666667,12.7213333333,33.7553333333,11.4178,28.5952,13.2215333333
569.43,11.2819333333,39.9764,37.1986,20.4076,6.19593333333,12.7230666667,33.7999333333,11.4306,28.65,13.2383333333
569.77,11.2617333333,39.9652,37.1227,20.3854,6.18346666667,12.7068,33.7865333333,11.4152666667,28.6646666667,13.2373333333
570.11,11.2735333333,40.0535333333,37.2180666667,20.429,6.18,12.7529333333,33.8554,11.4174,28.7572,13.2606
570.45,11.3142666667,40.0704666667,37.2176333333,20.4864666667,6.24366666667,12.7943333333,33.9212,11.4676,28.8210666667,13.2948
570.79,11.3693333333,40.1276,37.276,20.5305333333,6.26273333333,12.8495333333,34.0130666667,11.5164666667,28.9118666667,13.3158666667
571.13,11.4506666667,40.2444666667,37.3491333333,20.6180666667,6.32100000001,12.9276666667,34.0884666667,11.5739333333,29.0139333333,13.3778
571.47,11.3893333333,40.2396666667,37.3475666667,20.5912666667,6.26146666666,12.8688666667,34.1138666667,11.5414666667,29.0149333333,13.3392666667
571.81,11.3984666667,40.2644666667,37.3918333333,20.6258,6.25126666666,12.8567333333,34.1378,11.5375333333,29.0548666667,13.3498666667
572.15,11.3818,40.2701333333,37.4029333333,20.6205333333,6.25206666667,12.8564,34.1616666667,11.5182,29.0949333333,13.3443333333
572.49,11.3647333333,40.2720666667,37.4168666667,20.5948666667,6.23493333333,12.8282666667,34.1707333334,11.4982,29.1333333334,13.3269333333
572.83,11.3708666667,40.3605333333,37.5032333333,20.6444666667,6.24266666667,12.8512,34.2494666667,11.5419333333,29.2312,13.3768666667
573.17,11.3957333333,40.3899333333,37.5309333333,20.6623333333,6.24906666666,12.8586666667,34.2964666667,11.5608666667,29.2713333333,13.3752666667
573.51,11.4254,40.4460666667,37.6091333333,20.6884,6.2718,12.8754,34.3916,11.5914,29.3132666667,13.4072
573.85,11.4420666667,40.4056666667,37.5932666667,20.6836666667,6.26926666667,12.8668666667,34.4009333333,11.5907333333,29.3356,13.4078666666
574.19,11.4479333333,40.4478666667,37.6508666667,20.6734,6.26066666667,12.8851333334,34.4714,11.5886,29.406,13.4114
574.53,11.4585333333,40.5041333333,37.6779,20.6857333333,6.27753333333,12.8963333334,34.5271333333,11.5958666667,29.4377333333,13.4388666667
574.87,11.433,40.4901333333,37.7192,20.6683333333,6.25553333333,12.8885333333,34.5597333333,11.5912666667,29.4688666667,13.4154666667
575.21,11.4917333333,40.5632,37.7624,20.7255333333,6.29966666667,12.9568666667,34.6278,11.6247333333,29.5633333334,13.4728
575.55,11.5083333333,40.5532666667,37.7598333333,20.7242,6.3096,12.9720666667,34.6464,11.6430666666,29.5982,13.4829333333
575.89,11.4866666667,40.576,37.752,20.6976666667,6.26800000001,12.9392666667,34.6859333333,11.6124666667,29.6322,13.4625333333
576.22,11.4957333334,40.588,37.7706666667,20.7215333333,6.28100000001,12.9904,34.7274666666,11.6484666667,29.6743333333,13.5073333333
576.56,11.4722,40.5534666667,37.7305666667,20.6798666667,6.24386666667,12.9564666667,34.7150666667,11.5858666667,29.6636666667,13.466
576.90,11.4806,40.5997333333,37.7726,20.6947333333,6.25820000001,12.9823333333,34.7726666667,11.5806666667,29.7352666667,13.4788
577.24,11.5008,40.6173333333,37.8129,20.7278,6.27253333333,12.9922666667,34.8011333333,11.5749333333,29.8144666667,13.4750666667
577.58,11.5136,40.6818666667,37.8327,20.7428666666,6.29646666667,12.9945333333,34.8398,11.5909333333,29.8540666667,13.4994666667
577.92,11.4770666667,40.6671333333,37.8436666667,20.7444,6.25326666667,12.9637333333,34.8372,11.5754666667,29.8466666667,13.4849333333
578.26,11.3875333333,40.5917333333,37.7918666667,20.6718666667,6.14666666667,12.8861333333,34.7766,11.5086,29.8294666667,13.4141333333
578.60,11.3916666667,40.629,37.8123333333,20.6555333333,6.1184,12.8752666667,34.8309333333,11.4916666667,29.8687333333,13.4362666667
578.94,11.3914,40.6359333333,37.8648666667,20.6666,6.09806666667,12.8714,34.8775333333,11.5104666667,29.9173333333,13.4441333333
579.28,11.3746666667,40.6588,37.8773666667,20.6630666667,6.08566666667,12.8907333333,34.8967333333,11.4946666667,29.9606666667,13.4386
579.61,11.4591333333,40.7030666667,37.965,20.7209333333,6.14386666667,12.9560666667,34.9772,11.5757333333,30.0419333333,13.5215333333
579.95,11.4706,40.7702666667,38.0119,20.7538,6.17806666667,12.9634,35.1022666667,11.5860666667,30.1465333333,13.5544666667
580.29,11.5015333333,40.7809333334,38.0409333333,20.7606,6.20293333333,12.9996666667,35.1451333333,11.6229333333,30.1688666667,13.5824
580.63,11.5328,40.8034666667,38.0774333333,20.785,6.2378,13.0359333333,35.1750666667,11.6674,30.245,13.6256
580.97,11.5392666667,40.7928666667,38.0864666667,20.7590666667,6.25026666667,13.0454,35.1928666667,11.7033333333,30.2660666667,13.6279333333
581.31,11.5820666667,40.8073333333,38.1517333333,20.7999333333,6.31119999999,13.1106,35.2517333334,11.7568666667,30.3290666667,13.7113333333
581.65,11.6278666667,40.8722666666,38.1880333333,20.8256,6.36133333333,13.1236,35.3137333333,11.7793333333,30.4090666667,13.7909333334
581.98,11.7164,40.9862,38.2955666667,20.9375333333,6.47673333333,13.2210666667,35.4109333334,11.8440666667,30.5182666667,13.8927333333
582.32,11.7292666667,41.0135333333,38.2898333333,20.9436666667,6.52186666666,13.222,35.4664666667,11.8556666667,30.5689333334,13.8763333333
582.66,11.719,41.0100666667,38.2808,20.9330666667,6.53006666666,13.2160666667,35.4432666667,11.8661333333,30.5635333333,13.8703333333
583.00,11.7559333333,41.1108,38.3929333333,20.9727333333,6.56306666666,13.2294666667,35.5511333333,11.9022666667,30.6454,13.8798
583.34,11.7606666667,41.1455333333,38.4089666667,20.9737333333,6.53953333334,13.2330666666,35.5782,11.8732666667,30.6737333333,13.8574
583.68,11.7536,41.1066,38.3691,20.9382666667,6.4842,13.2042666667,35.5238666667,11.858,30.6586666667,13.8147333333
584.01,11.7574666667,41.1239333333,38.3821666667,20.9682,6.47233333334,13.158,35.545,11.8393333333,30.7492,13.8032666667
584.35,11.7747333333,41.12,38.3865333333,20.9761333333,6.48346666667,13.1377333333,35.5800666667,11.8379333333,30.7684666667,13.7995333333
584.69,11.7940666666,41.1887333334,38.4358,21.0580666667,6.47540000001,13.1563333333,35.6698,11.8383333333,30.8528666666,13.8797333333
585.03,11.7625333333,41.2032,38.4451,21.0302,6.42286666667,13.1250666667,35.7262666667,11.831,30.8954666667,13.8187333333
585.37,11.7686666667,41.2238666667,38.4947333333,21.0382,6.40633333333,13.1726,35.7784,11.8334666667,30.9581333333,13.7889333333
585.70,11.7511333333,41.2193333333,38.4838,20.993,6.35766666667,13.1660666667,35.8209333333,11.8259333333,31.0022666666,13.7714666667
586.04,11.7686666667,41.3213333333,38.6041333333,21.0812666667,6.34506666667,13.2021333333,35.9364,11.8758666667,31.1197333333,13.8446
586.38,11.7986,41.3368666667,38.6178666667,21.1094666666,6.40253333334,13.2297333333,36.0115333333,11.8986666667,31.2048,13.8592
586.72,11.8582,41.3651333333,38.6284666667,21.1786,6.444,13.2999333333,36.0816666667,11.9765333333,31.308,13.9686
587.06,11.8372666667,41.427,38.6384,21.1778,6.45086666667,13.275,36.0805333333,11.9705333333,31.3677333333,13.9675333333
587.39,11.8488,41.4754666667,38.6888,21.2058666667,6.47366666667,13.2871333334,36.1568666667,11.9777333333,31.4208,13.9606666667
587.73,11.8908666667,41.5368666667,38.7949666667,21.2499333333,6.512,13.3894666667,36.256,12.0288666667,31.4962,14.0264
588.07,11.879,41.5921333333,38.8792333333,21.2600666667,6.47493333332,13.4135333334,36.3002,12.0267333333,31.5575333334,14.0460666667
588.41,11.8696,41.5657333333,38.8996,21.2333333333,6.45066666667,13.4373333333,36.2882,12.0338666667,31.6072,14.007
588.74,11.8743333333,41.6046666667,38.9367,21.2635333333,6.4544,13.4700666667,36.3334666667,12.0440666667,31.6878,14.0287333333
589.08,11.8646,41.5540666667,38.883,21.2446,6.45926666666,13.4645333333,36.295,12.0400666667,31.7007333333,14.0422666667
589.42,11.9,41.5508,38.9403333333,21.2952666667,6.49833333334,13.4861333333,36.3354666667,12.0778666667,31.7250666666,14.0769333333
589.76,11.89,41.4509333333,38.9015333333,21.2750666666,6.50473333334,13.487,36.2877333333,12.0768666667,31.7045333333,14.0592666667
590.09,11.8946,41.4832666667,38.9605333333,21.2997333333,6.46633333334,13.5014,36.3317333333,12.0815333333,31.7676,14.0842666667
590.43,11.8013333333,41.466,38.9490666667,21.2230666667,6.40806666667,13.4447333333,36.3218666667,12.0088,31.7583333333,13.9990666667
590.77,11.7163333333,41.3658,38.8859,21.1561333333,6.32046666667,13.3796666667,36.3018,11.9164,31.6938,13.9162666667
591.11,11.6870666667,41.3416,38.8787,21.1609333333,6.2912,13.3899333333,36.2826,11.8983333333,31.6954666666,13.9412666667
591.44,11.6342666667,41.3088666667,38.7917,21.1397333333,6.24746666667,13.3638,36.2548666667,11.8809333333,31.6683333333,13.8718666667
591.78,11.5974,41.3044,38.7543,21.1214666667,6.26026666667,13.3573333333,36.2563333333,11.8817333333,31.6759333333,13.8594666667
592.12,11.5559333333,41.2943333333,38.7076666667,21.0782,6.22793333333,13.3161333333,36.2588,11.8296,31.6603333333,13.8308666667
592.46,11.5424,41.2937333333,38.7106666667,21.0973333333,6.1856,13.2946666667,36.2732,11.8307333333,31.6639333333,13.8434
592.79,11.5356666667,41.3566,38.7642333333,21.1032,6.15153333333,13.2794,36.3528666667,11.8402666667,31.6873333333,13.8391333333
593.13,11.5758,41.4077333334,38.7984,21.125,6.1802,13.3172,36.4087333333,11.8656666667,31.7644666667,13.8804
593.47,11.657,41.5691333333,38.8899666667,21.2321333333,6.2534,13.4002,36.5347333333,11.908,31.8701333333,13.9431333333
593.80,11.6991333333,41.6172666666,38.9527,21.2482,6.28453333333,13.4373333333,36.6187333333,11.9308,31.9052,13.9898
594.14,11.7461333333,41.6080666667,38.9551666667,21.2742666667,6.2956,13.4456,36.6243333333,11.9274666667,31.9317333333,14.0212666667
594.48,11.8573333334,41.7364,39.0828666667,21.4413333333,6.40866666666,13.569,36.78,12.0444666667,32.1048,14.1475333333
594.81,11.93,41.8134666667,39.1916666667,21.4993333333,6.44486666667,13.5992,36.8786666667,12.0809333333,32.1897333333,14.2124666667
595.15,11.8716,41.8270666667,39.1874333333,21.449,6.37986666667,13.5377333333,36.895,12.0212,32.2234666667,14.2056
595.49,11.8567333333,41.8306,39.2311,21.4397333333,6.33439999999,13.5041333333,36.9286666667,11.9784666667,32.2781333333,14.1936666667
595.82,11.8605333334,41.8769333333,39.3235,21.4728,6.3394,13.5399333333,37.0096666666,11.9991333333,32.3358666667,14.2235333333
596.16,11.8591333333,41.9078666667,39.3988666667,21.4758,6.35333333333,13.5368,37.0378666667,11.968,32.3814666667,14.2264
596.50,11.8673333333,41.8652,39.3416,21.459,6.35173333334,13.5376666667,36.9888666667,11.9766666667,32.3970666667,14.218
596.83,11.79,41.8476666667,39.3079333333,21.4037333334,6.28286666666,13.4754666667,36.9802,11.9116,32.3699333333,14.1204666667
597.17,11.6813333333,41.8070666667,39.2949333333,21.3330666667,6.17366666667,13.3860666667,36.9428666667,11.8159333333,32.3498,14.0580666667
597.51,11.6516,41.7928666667,39.2675,21.3311333333,6.13833333333,13.3694,36.9247333333,11.788,32.3934666667,14.0537333333
597.84,11.6375333333,41.8204,39.2716,21.3252,6.14206666667,13.3905333333,36.9475333333,11.8118666667,32.4292,14.0360666667
598.18,11.662,41.8356,39.3226333333,21.3002666667,6.156,13.4030666667,36.9806666667,11.8385333333,32.4568666667,14.069
598.52,11.632,41.8707333333,39.3570666667,21.2825333333,6.14933333333,13.4095333334,37.0205333333,11.8268666667,32.5126,14.0736666667
598.85,11.6968666667,41.9190666667,39.4442666667,21.3376,6.2008,13.4858666667,37.1102666667,11.8749333333,32.5611333333,14.1215333333
599.19,11.7344,41.982,39.4371333333,21.3782,6.23626666667,13.547,37.1689333333,11.9222666667,32.6073333334,14.1732666667
599.53,11.7547333333,41.9970666667,39.4109333333,21.3870666667,6.28453333333,13.542,37.1641333333,11.9507333333,32.6347333333,14.1974
599.86,11.7769333333,41.9816666667,39.3778333333,21.3634,6.28920000001,13.5762,37.1914666667,11.9646,32.6897333333,14.1954666667
600.20,11.8027333333,42.0864,39.4931,21.416,6.33420000001,13.6264666667,37.3278666667,11.9613333333,32.8056,14.279
600.53,11.924,42.2207333333,39.6364666667,21.5644,6.45953333334,13.7826,37.5041333333,12.1073333333,33.0027333333,14.4833333333
600.87,11.9630666667,42.2118,39.6096,21.5479333333,6.51233333334,13.8242666667,37.5280666667,12.1696,33.0372666667,14.5371333333
601.21,11.9636666667,42.2634666667,39.6411666667,21.5728,6.5248,13.8338666667,37.6089333333,12.18,33.1041333333,14.5169333333
601.54,11.9362666667,42.2176,39.6425,21.5682,6.48366666667,13.8034666667,37.6508,12.1412,33.0982666667,14.5096
601.88,11.8628666667,42.1836666666,39.5815666667,21.5392666667,6.41853333333,13.7676666667,37.6277333333,12.0794666667,33.0996,14.4521333333
602.21,11.8888666667,42.1922,39.5886,21.5644666667,6.41040000001,13.7970666667,37.6706,12.0806666667,33.1578666667,14.4582666667
602.55,11.8358,42.2222,39.6209333333,21.5480666667,6.37626666666,13.8093333333,37.6731333333,12.0672,33.2106666667,14.4354666666
602.88,11.8192,42.2259333333,39.6403333333,21.5202666667,6.35393333333,13.792,37.6953333333,12.0512,33.2381333333,14.4296666666
603.22,11.8457333333,42.2785333333,39.7203666667,21.5616666667,6.36933333333,13.8441333333,37.7891333333,12.0632,33.3174,14.452
603.56,11.8772,42.3518,39.7772333333,21.6129333334,6.38766666666,13.8986666667,37.8582666666,12.1289333333,33.3664,14.5088666667
603.89,11.8922,42.4004,39.8622,21.6768,6.42386666667,13.9399333333,37.9464,12.1782666667,33.4423333333,14.5205333333
604.23,11.8291333333,42.3673333333,39.8145333333,21.6322,6.38986666666,13.8944,37.8866,12.1171333333,33.3884666667,14.4204
604.56,11.8754,42.3637333333,39.8803333333,21.6674666667,6.4218,13.9369333333,37.9068,12.1466,33.4410666667,14.4616
604.90,11.8647333333,42.3822,39.932,21.6594666667,6.39993333333,13.9360666667,37.9382,12.1609333333,33.4533333333,14.4663333333
605.23,11.9224,42.5021333334,40.0169333333,21.7368,6.45706666666,14.0246666667,38.0352,12.2338666667,33.5936666667,14.5226
605.57,11.9565333333,42.5613333333,40.1118,21.7678,6.49406666667,14.0812,38.0946,12.2918666667,33.6666,14.5488
605.90,11.9269333333,42.5116666667,40.0691666667,21.7315333333,6.5014,14.0599333333,38.0896666667,12.3011333333,33.6243333333,14.5338666667
606.24,11.9914,42.5151333333,40.1156333333,21.7689333333,6.54999999999,14.0920666667,38.1496666667,12.3292,33.6604666667,14.5918
606.58,12.0281333333,42.4894,40.1465,21.8088,6.60099999999,14.1358666667,38.1778,12.3774666667,33.7082666667,14.6359333333
606.91,12.0536666667,42.4902,40.1454333333,21.8527333333,6.61486666666,14.1640666667,38.2096666667,12.4213333333,33.7448666667,14.6736
607.25,11.9688666667,42.4452,40.0697666667,21.7966666667,6.56199999999,14.0749333333,38.1747333333,12.3492666667,33.7483333333,14.5843333333
607.58,11.9086666667,42.3204,39.9402,21.6944,6.49773333333,14.0329333333,38.0703333333,12.2627333333,33.6596666667,14.5159333333
607.92,11.914,42.2935333333,39.9657333333,21.6742666667,6.47413333333,14.0001333333,38.0899333333,12.2422,33.6792,14.5402
608.25,11.8622666667,42.2507333333,39.8236666667,21.6328666667,6.44266666667,13.9756,38.0964666667,12.1815333333,33.6406,14.4924
608.59,11.8592666667,42.2016666667,39.7747666667,21.6034666667,6.46233333333,13.9868666667,38.0421333333,12.1428666667,33.6577333333,14.5013333333
608.92,11.8473333333,42.1190666667,39.7538,21.5557333333,6.44433333334,13.9578,38.0174,12.1192,33.6108,14.4950666667
609.26,11.8589333333,42.0901333333,39.6964666667,21.5614,6.44773333333,13.9706,38.024,12.0920666667,33.6042666667,14.5102
609.59,11.8946,42.1178,39.7291,21.5850666667,6.47546666666,14.0062666667,38.0468,12.1239333333,33.656,14.5548
609.93,11.9096,42.1262666667,39.7084333333,21.5990666667,6.49053333333,14.0027333333,38.0789333333,12.1408666667,33.6966666667,14.5587333333
610.26,11.8651333333,42.0677333333,39.6453666667,21.5547333333,6.43093333334,13.9546666667,38.0322,12.0655333333,33.6261333333,14.4944
