wavelength,Back_DigBarf,Belly_DigBarf,Breast_DigBarf,Crissum_DigBarf,Crown_DigBarf,DorTail_DigBarf,Rump_DigBarf,Throat_DigBarf,WingTip_DigBarf
344.52,6.56133333334,11.7796666667,7.92366666668,7.24944444445,5.66433333333,6.70911111111,6.26888888889,7.74555555556,6.36644444445
344.89,6.94677777778,12.0441111111,8.26755555554,7.29277777777,5.87533333333,6.97177777778,6.60633333333,8.06811111111,6.58411111111
345.25,6.94133333333,12.0367777778,8.24055555555,7.27111111112,5.859,7.01011111111,6.57588888889,8.02355555556,6.52377777778
345.62,7.26222222222,12.4874444445,8.70666666667,7.81033333335,6.21488888889,7.446,6.93322222222,8.40822222223,7.00155555557
345.99,7.594,12.886,9.13944444446,8.15644444443,6.42788888889,7.82066666667,7.32644444444,8.79555555556,7.46833333332
346.35,7.24,12.5597777778,8.76866666668,7.79477777778,6.10044444444,7.36966666667,7.04966666667,8.45399999999,7.12422222221
346.72,7.36211111111,12.5587777778,8.8621111111,7.98600000001,6.07822222222,7.50366666667,7.23722222222,8.56844444446,7.22633333334
347.08,7.57422222222,12.8741111111,9.21466666668,8.22499999999,6.26444444444,7.69677777778,7.44622222222,8.92844444443,7.2851111111
347.45,7.65888888889,12.9966666667,9.35700000001,8.33488888888,6.29577777778,7.82355555555,7.63666666667,9.00788888889,7.43255555554
347.81,7.663,13.0004444445,9.44399999999,8.34655555556,6.39888888889,7.79366666667,7.38533333333,9.05233333332,7.40177777777
348.18,7.44977777778,12.7824444444,9.35677777778,8.20911111111,6.23877777778,7.52488888889,7.29744444444,8.97155555557,7.35022222222
348.54,7.57577777778,12.7055555556,9.4668888889,8.21322222221,6.18355555556,7.35388888889,7.24311111111,9.01199999999,7.43155555557
348.91,7.77144444445,12.8926666667,9.68533333333,8.54077777778,6.48622222222,7.53711111111,7.51233333333,9.15033333336,7.75766666666
349.27,7.90711111111,12.9638888889,9.99000000001,8.7348888889,6.69288888889,7.47111111111,7.72622222222,9.32966666667,8.00033333332
349.64,8.05855555555,13.0857777778,10.109,8.77077777778,6.81788888889,7.51388888889,7.85,9.54266666664,8.06388888888
350.00,7.90677777777,13.112,10.1457777778,8.84233333334,6.882,7.49833333333,7.885,9.67522222223,8.06111111112
350.37,7.7981111111,12.9585555555,10.1073333333,8.90877777778,6.87166666667,7.55244444444,7.86211111111,9.85899999999,8.24388888889
350.73,7.63433333334,12.9285555556,10.0584444444,8.71333333332,6.81911111111,7.49444444444,7.72133333333,9.74466666669,8.18311111112
351.10,7.75900000001,12.9018888889,10.1477777778,8.90255555557,6.96266666666,7.61522222222,7.84255555554,9.85033333332,8.34899999999
351.46,7.87066666667,13.0471111111,10.2371111111,9.15699999999,7.21088888889,7.73644444444,7.984,10.1261111111,8.5021111111
351.83,7.42033333333,12.7073333333,9.90222222221,8.85122222223,6.85455555556,7.35577777778,7.78455555556,9.86866666669,8.18988888889
352.19,7.56855555556,12.9592222222,9.99500000001,8.99166666666,6.90066666667,7.45611111111,7.98588888889,10.0616666667,8.25455555555
352.55,7.822,13.3458888889,10.2661111111,9.34544444446,7.31488888889,7.86211111111,8.26344444443,10.256,8.46266666666
352.92,7.41811111111,12.9962222222,9.96444444443,8.96566666665,6.94244444444,7.44577777778,7.87644444444,9.91188888889,8.12422222221
353.28,7.44766666667,13.1005555556,9.92277777778,8.86777777779,6.87788888889,7.598,7.79033333333,9.92033333332,8.0371111111
353.65,7.09388888889,12.8825555555,9.57177777779,8.555,6.49277777778,7.28677777778,7.46266666667,9.45433333332,7.81233333334
354.01,7.31488888889,13.0164444444,9.75555555557,8.63944444445,6.65033333333,7.43433333333,7.59466666667,9.55255555558,8.03455555555
354.38,7.69011111111,13.4213333333,10.0778888889,8.89922222222,7.01755555555,7.566,7.969,9.74044444446,8.20544444446
354.74,7.85222222222,13.6925555556,10.3048888889,9.11077777779,7.14255555556,7.74655555556,8.22433333332,9.84577777779,8.37588888889
355.11,7.68555555556,13.6132222222,10.2678888889,8.90955555556,6.95688888889,7.58911111111,8.07566666665,9.71433333333,8.2391111111
355.47,7.55488888889,13.4731111111,10.1953333333,8.65500000001,6.72455555556,7.40144444444,7.92088888888,9.5158888889,7.98422222222
355.83,7.712,13.6284444444,10.3528888889,8.78533333333,6.82388888889,7.63955555556,8.03577777778,9.60744444444,8.21666666666
356.20,7.77733333333,13.625,10.4935555556,8.79122222223,6.91577777778,7.74833333334,8.05066666667,9.62988888889,8.33033333335
356.56,7.58444444445,13.5252222222,10.2808888889,8.62888888889,6.64311111111,7.61133333333,7.94088888889,9.48566666666,8.17777777777
356.93,7.53377777778,13.6205555556,10.3294444445,8.6788888889,6.62444444444,7.63944444444,7.90144444445,9.47466666667,8.15722222222
357.29,7.61466666667,13.6118888889,10.4654444445,8.83622222221,6.70922222222,7.67488888889,7.99066666667,9.59788888889,8.25233333335
357.66,7.96855555555,13.8904444444,10.865,9.20877777779,7.08577777778,8.06055555555,8.31422222222,9.99977777779,8.45499999999
358.02,7.75933333333,13.7552222222,10.6362222222,8.95922222223,6.87655555556,7.82455555555,8.04566666666,9.71511111113,8.07100000001
358.38,7.828,13.8243333333,10.6505555556,9.04444444443,6.86322222222,8.01811111111,8.06677777778,9.84011111113,8.17211111112
358.75,7.94188888889,13.8513333333,10.6634444444,9.07066666667,6.94211111111,7.96777777778,8.05066666666,9.94733333333,8.22733333334
359.11,8.01688888889,13.9935555556,10.75,9.16244444443,7.01833333333,8.00422222222,8.09766666667,10.0155555556,8.26811111111
359.48,8.03055555556,14.0958888889,10.815,9.25377777779,7.12111111111,8.11255555556,8.238,10.1181111111,8.40688888888
359.84,8.09211111111,14.1812222222,10.8986666667,9.36977777779,7.20877777778,8.18888888889,8.335,10.238,8.3808888889
360.20,8.23755555555,14.3724444445,10.9784444445,9.52011111112,7.34133333333,8.32388888889,8.47955555557,10.3902222222,8.47622222222
360.57,8.15611111111,14.3177777778,10.953,9.50722222221,7.32011111111,8.24333333333,8.42244444445,10.3511111111,8.44511111111
360.93,8.24688888889,14.4248888889,11.0198888889,9.55166666667,7.40111111111,8.34433333333,8.52977777778,10.4415555556,8.52666666667
361.29,8.4171111111,14.6686666667,11.1358888889,9.66055555556,7.47022222222,8.49611111111,8.69822222222,10.5197777778,8.7088888889
361.66,8.53077777777,14.8394444445,11.3225555556,9.79344444445,7.61411111111,8.69444444444,8.84311111111,10.6916666667,8.93333333332
362.02,8.61555555554,14.9817777778,11.4485555556,9.97255555554,7.69155555555,8.833,8.87855555554,10.8193333333,9.08055555554
362.39,8.60133333333,15.0972222222,11.4165555555,9.91777777779,7.686,8.80033333333,8.89177777779,10.7705555556,9.11055555555
362.75,8.66677777779,15.2008888889,11.4471111111,9.99722222222,7.68744444444,8.89266666667,8.9708888889,10.7934444445,9.12811111111
363.11,8.62544444443,15.0965555555,11.3044444445,9.95966666668,7.64588888889,8.86388888889,8.91033333334,10.6962222222,9.08044444445
363.48,8.8838888889,15.2982222222,11.4761111111,10.1718888889,7.85211111111,8.98922222222,9.08366666668,10.9347777778,9.28977777778
363.84,9.10566666668,15.4536666667,11.6365555556,10.3411111111,8.08977777778,9.14711111111,9.25322222222,11.0681111111,9.56799999999
364.20,9.14755555557,15.5374444444,11.7074444444,10.4018888889,8.12255555556,9.24622222222,9.35411111112,11.1386666667,9.62811111111
364.57,9.33022222223,15.7035555556,11.8952222222,10.5194444444,8.26666666667,9.43644444445,9.44622222223,11.2761111111,9.78944444444
364.93,9.29388888888,15.6836666667,11.79,10.5492222222,8.22511111111,9.32522222222,9.35855555556,11.2184444444,9.68066666666
365.29,9.19566666668,15.6354444445,11.6308888889,10.4343333333,8.23655555556,9.25088888889,9.2508888889,11.1746666667,9.50644444446
365.66,9.02533333332,15.4904444445,11.4263333333,10.1973333333,8.08144444444,8.99677777778,9.05388888888,11.0388888889,9.25522222221
366.02,8.96399999999,15.4455555556,11.3511111111,10.2118888889,8.02811111111,8.934,9.17033333333,10.9804444444,9.29777777777
366.38,8.97755555557,15.4165555556,11.461,10.2733333333,8.05244444445,8.97266666667,9.11744444443,10.9865555556,9.22333333333
366.75,8.87544444445,15.4831111111,11.5171111111,10.3073333333,8.03133333333,8.97311111111,9.16511111111,11.0015555555,9.31522222221
367.11,8.91266666667,15.5817777778,11.5947777778,10.4121111111,8.11433333333,9.02233333333,9.21755555557,11.0571111111,9.37088888888
367.47,8.82444444443,15.6102222222,11.5141111111,10.3068888889,8.02688888889,8.96422222222,9.12122222221,10.9408888889,9.29666666668
367.84,8.5761111111,15.4566666667,11.3158888889,10.013,7.74522222222,8.78577777778,8.89955555554,10.7202222222,8.9451111111
368.20,8.45788888888,15.3088888889,11.182,9.97233333334,7.62666666667,8.59988888889,8.66755555556,10.6158888889,8.74866666668
368.56,8.59233333335,15.4476666667,11.2627777778,10.1162222222,7.776,8.68511111111,8.78633333332,10.7457777778,8.80788888889
368.93,8.84000000001,15.5645555555,11.4274444445,10.2055555556,8.01,8.90188888889,8.97222222221,10.9236666667,9.014
369.29,8.8908888889,15.5813333333,11.5295555555,10.2641111111,8.03711111111,8.97855555556,9.04644444444,10.9224444444,9.12411111112
369.65,8.922,15.6502222222,11.4872222222,10.3672222222,8.10255555555,8.88733333333,9.15855555555,10.8385555555,9.16344444445
370.01,9.02511111112,15.7192222222,11.5436666667,10.4435555555,8.09955555556,8.95488888889,9.16211111111,10.8597777778,9.0528888889
370.38,9.12,15.8376666667,11.5445555555,10.5271111111,8.17033333333,9.00822222221,9.29299999999,10.9833333333,9.14422222222
370.74,9.111,15.7276666667,11.4625555555,10.4512222222,8.225,8.97944444445,9.19444444445,10.9361111111,8.97933333335
371.10,9.28599999999,15.9176666667,11.5893333333,10.6043333333,8.29955555556,9.16055555557,9.35599999999,11.0618888889,9.15255555555
371.46,9.332,15.948,11.5771111111,10.6418888889,8.39977777778,9.24988888889,9.35877777777,11.0843333333,9.17766666667
371.83,9.63177777779,16.2035555555,11.7984444444,10.9657777778,8.61022222222,9.46466666668,9.66300000001,11.2891111111,9.42255555555
372.19,9.68377777777,16.2507777778,11.8231111111,10.942,8.61022222222,9.51022222222,9.69922222222,11.2183333333,9.47133333332
372.55,9.59888888888,16.1524444444,11.7421111111,10.8452222222,8.46666666667,9.39455555557,9.65122222222,11.1343333333,9.38222222222
372.92,9.57877777777,16.1307777778,11.7396666667,10.8423333333,8.46377777778,9.33333333335,9.60055555554,11.1188888889,9.31188888889
373.28,9.53488888888,16.0571111111,11.6945555555,10.9094444444,8.43122222222,9.21788888888,9.52111111111,11.0448888889,9.23011111112
373.64,9.64811111111,16.1641111111,11.743,10.9596666667,8.50222222222,9.40777777779,9.53344444445,11.1507777778,9.3681111111
374.00,9.72699999999,16.213,11.7911111111,10.8794444444,8.55477777778,9.40888888889,9.5708888889,11.158,9.45722222223
374.37,9.58722222221,16.0246666667,11.6857777778,10.735,8.40488888889,9.22755555556,9.39455555557,10.95,9.34077777778
374.73,9.56188888889,15.9993333334,11.634,10.6955555556,8.27744444444,9.18611111111,9.31822222222,10.8907777778,9.3108888889
375.09,9.41199999999,15.7837777778,11.4595555555,10.4838888889,8.04944444444,8.94677777778,9.09400000001,10.6834444444,9.04211111111
375.45,9.30333333335,15.7327777778,11.4473333333,10.4172222222,7.88266666667,8.85488888889,8.97555555557,10.525,8.9371111111
375.81,9.16955555554,15.6428888889,11.3673333333,10.2532222222,7.75333333333,8.70733333333,8.78800000001,10.3688888889,8.8201111111
376.18,9.13555555554,15.6254444445,11.2915555555,10.2171111111,7.70977777778,8.56122222222,8.73900000001,10.3004444444,8.735
376.54,9.16755555554,15.598,11.2658888889,10.1655555556,7.69877777778,8.59188888889,8.70344444446,10.1992222222,8.69811111111
376.90,9.09255555557,15.615,11.2327777778,10.1826666667,7.62044444445,8.57533333333,8.76444444446,10.1574444444,8.6561111111
377.26,9.02888888889,15.5726666667,11.1255555555,10.0673333333,7.47611111111,8.42822222222,8.70311111111,10.0793333333,8.54444444446
377.63,9.04866666667,15.5745555556,11.1057777778,10.0618888889,7.44722222222,8.35922222222,8.72411111111,10.0838888889,8.48455555556
377.99,8.99433333333,15.5063333333,11.0148888889,10.0333333333,7.42288888889,8.29011111111,8.63111111111,10.1091111111,8.40277777777
378.35,8.99766666668,15.5302222222,11.0104444444,10.0422222222,7.50055555555,8.31144444444,8.61255555556,10.083,8.34988888888
378.71,8.85300000001,15.3744444444,10.8164444445,9.86266666665,7.37244444444,8.08344444445,8.425,9.88044444443,8.15722222223
379.07,8.76944444443,15.3225555556,10.7683333333,9.82955555557,7.35522222222,8.02433333334,8.40622222222,9.89166666669,8.11788888888
379.44,8.73833333334,15.1974444444,10.6286666667,9.72844444446,7.25977777778,7.87455555556,8.38111111111,9.82044444444,7.97933333332
379.80,8.64644444446,15.1007777778,10.507,9.68711111111,7.177,7.75966666667,8.33,9.77155555557,7.83666666667
380.16,8.67011111111,15.1378888889,10.5573333333,9.81377777779,7.24166666667,7.896,8.383,9.83511111111,7.93255555557
380.52,8.6508888889,15.1693333333,10.5204444444,9.88733333332,7.24677777778,7.85866666667,8.40944444444,9.881,7.91144444444
380.88,8.73577777779,15.2537777778,10.5998888889,9.99422222222,7.31955555555,7.93633333333,8.41322222222,9.99411111111,8.03455555556
381.24,8.79699999999,15.2836666667,10.6565555555,10.0173333333,7.41644444444,8.07044444444,8.43433333333,10.0806666667,8.09755555556
381.61,8.57644444444,15.0255555556,10.4786666667,9.82144444445,7.20155555555,7.86766666667,8.20977777778,9.86988888889,7.88344444446
381.97,8.53588888889,15.0318888889,10.4934444445,9.83477777779,7.11955555556,7.80322222222,8.16911111111,9.80966666667,7.86444444445
382.33,8.60177777777,15.1172222222,10.5831111111,9.93244444443,7.14122222222,7.831,8.27766666667,9.96077777779,7.93577777779
382.69,8.67422222221,15.2118888889,10.7465555556,10.0303333333,7.24955555555,7.94388888889,8.393,10.1228888889,8.03299999999
383.05,8.69555555557,15.1868888889,10.7265555556,9.99255555554,7.25166666667,7.87611111111,8.402,10.0586666667,8.05944444444
383.41,8.60755555555,15.2033333333,10.7413333333,9.99544444444,7.26655555556,7.92188888889,8.42933333333,10.0412222222,8.05288888889
383.77,8.61011111111,15.1615555556,10.7116666667,9.98244444446,7.24533333333,7.90933333333,8.38944444444,10.1027777778,8.07477777778
384.14,8.51344444443,15.0718888889,10.5808888889,9.81022222222,7.096,7.73088888889,8.28866666667,9.99933333334,7.89311111112
384.50,8.49555555557,15.0387777778,10.6155555556,9.69522222222,7.03133333333,7.68411111111,8.257,9.97777777778,7.86300000001
384.86,8.38566666668,14.909,10.5115555556,9.52988888888,6.91833333333,7.55033333333,8.17722222222,9.81100000002,7.76433333332
385.22,8.27988888889,14.8643333334,10.4467777778,9.45611111112,6.83766666667,7.42266666666,8.11,9.76688888889,7.69588888889
385.58,8.2848888889,14.8861111111,10.4787777778,9.44611111112,6.85511111111,7.43088888889,8.13444444444,9.76288888887,7.68977777777
385.94,8.25377777778,14.8224444444,10.4333333333,9.40777777779,6.86755555556,7.37111111111,8.10844444444,9.70844444442,7.58433333333
386.30,8.10488888889,14.6598888889,10.2616666667,9.251,6.668,7.20155555556,7.90611111111,9.4957777778,7.37144444443
386.66,8.18266666667,14.7253333334,10.3693333333,9.37144444443,6.73477777778,7.314,7.97133333334,9.53799999998,7.448
387.03,8.28155555555,14.8945555556,10.516,9.50622222223,6.86055555556,7.45188888889,8.04488888889,9.69633333336,7.51455555557
387.39,8.313,14.9461111111,10.587,9.51999999999,6.84588888889,7.43433333333,7.95722222222,9.71544444442,7.50177777778
387.75,8.30866666667,14.9833333333,10.6404444444,9.52311111112,6.84222222222,7.44755555555,7.98044444444,9.72488888889,7.45455555557
388.11,8.24022222222,14.9392222222,10.6554444445,9.52488888889,6.84311111111,7.48,7.96277777778,9.74188888887,7.42022222222
388.47,8.18877777778,14.9174444444,10.5934444444,9.57066666667,6.82866666667,7.45022222222,7.92055555556,9.75988888889,7.37499999999
388.83,8.20288888889,14.8935555556,10.6044444445,9.55944444446,6.82111111111,7.414,7.86733333333,9.79088888889,7.30400000001
389.19,8.18855555556,14.8986666666,10.6553333333,9.61966666668,6.77688888889,7.41388888889,7.87444444445,9.78277777777,7.25366666666
389.55,8.31044444444,15.0226666667,10.7666666667,9.7131111111,6.87822222222,7.56511111111,7.96977777778,9.94211111109,7.39533333333
389.91,8.27666666667,15.0,10.6965555555,9.67577777777,6.77655555556,7.51966666667,7.94088888889,9.928,7.37333333333
390.27,8.28055555555,15.0808888889,10.716,9.702,6.81966666666,7.54733333333,8.03966666667,10.0431111111,7.43144444443
390.63,8.17777777778,15.0195555556,10.592,9.60422222221,6.69911111111,7.42877777778,7.93133333333,9.98033333333,7.33444444445
391.00,8.119,14.9228888889,10.5291111111,9.56100000001,6.58244444444,7.38788888889,7.864,9.91688888888,7.27122222223
391.36,8.15666666667,14.9696666667,10.5478888889,9.627,6.63322222222,7.45755555555,7.94433333333,9.99777777778,7.3488888889
391.72,8.22077777778,15.0435555556,10.627,9.69666666667,6.74466666667,7.52088888889,7.98922222222,10.0596666666,7.48755555555
392.08,8.34544444444,15.1173333333,10.7267777778,9.77588888888,6.80133333333,7.56655555556,8.06166666667,10.1455555556,7.57855555555
392.44,8.27044444444,15.033,10.6654444444,9.69044444444,6.72655555556,7.46888888889,7.96933333333,10.0462222222,7.54344444445
392.80,8.30666666667,15.1027777778,10.7165555556,9.747,6.74,7.52177777778,7.99466666667,10.0943333333,7.5871111111
393.16,8.36111111111,15.1522222222,10.7768888889,9.77555555555,6.868,7.57744444444,8.07466666667,10.1835555555,7.69277777779
393.52,8.25044444445,15.0642222222,10.7201111111,9.72355555554,6.73722222222,7.414,7.99455555555,10.0823333333,7.56955555557
393.88,8.14733333333,15.0313333333,10.7151111111,9.6638888889,6.66344444445,7.38688888889,7.94877777778,10.0417777778,7.55288888888
394.24,8.15322222222,14.9614444444,10.7315555556,9.68144444443,6.68566666667,7.38144444444,7.91977777778,10.0283333333,7.56011111111
394.60,8.17388888889,14.959,10.7665555556,9.67077777777,6.64666666666,7.40055555556,7.95488888889,10.031,7.62655555555
394.96,8.09455555555,14.9267777778,10.738,9.59722222222,6.62888888889,7.32477777778,7.916,9.99977777776,7.56900000001
395.32,8.17422222222,14.9816666667,10.8446666667,9.63544444444,6.708,7.36344444444,8.03166666667,10.074,7.63066666666
395.68,8.10088888889,14.8807777778,10.737,9.53077777777,6.58355555556,7.27755555556,7.92566666666,9.96155555558,7.49822222222
396.04,8.06488888889,14.9036666667,10.7071111111,9.47911111111,6.57877777778,7.24244444445,7.85811111111,9.97877777777,7.49033333333
396.40,8.06544444444,14.935,10.7583333333,9.49677777779,6.59977777778,7.27733333333,7.90155555556,10.0086666667,7.48588888888
396.76,8.06166666667,14.91,10.7574444445,9.51977777778,6.59166666667,7.27866666667,7.91733333333,10.0017777778,7.50211111112
397.12,8.10933333333,14.9742222222,10.8046666667,9.58011111111,6.56944444444,7.32633333333,7.93122222222,10.0331111111,7.4961111111
397.48,8.05988888889,15.0017777778,10.7336666667,9.58733333334,6.57366666667,7.33455555555,7.89844444444,10.0216666667,7.49444444443
397.84,8.25577777778,15.1366666667,10.9026666667,9.82655555556,6.77766666667,7.50366666667,8.06422222222,10.2141111111,7.65166666666
398.20,8.215,15.1002222222,10.8671111111,9.76877777778,6.71822222222,7.47788888889,7.97911111111,10.176,7.61011111112
398.56,8.26588888889,15.1562222222,10.9125555556,9.88066666667,6.826,7.48055555556,7.99766666667,10.2561111111,7.64733333334
398.92,8.45133333333,15.3583333333,11.0426666667,10.0368888889,6.92011111111,7.62155555556,8.149,10.4368888889,7.78966666665
399.28,8.29133333333,15.2158888889,10.8813333333,9.926,6.80377777778,7.47144444444,7.97055555556,10.3375555556,7.67877777777
399.64,8.30855555555,15.295,10.9494444445,10.0473333333,6.84277777778,7.51788888889,8.059,10.4272222222,7.77277777778
400.00,8.19188888889,15.1677777778,10.8638888889,9.98311111111,6.76144444445,7.42611111111,7.99044444445,10.2803333333,7.67333333334
400.36,8.21444444445,15.2327777778,10.9393333333,10.0757777778,6.81677777778,7.47088888889,8.01366666667,10.3831111111,7.73366666668
400.72,8.21133333333,15.3223333333,11.0073333333,10.129,6.929,7.511,8.07944444444,10.49,7.77144444445
401.08,8.19222222222,15.317,10.9931111111,10.0782222222,6.91522222222,7.53655555556,8.03488888889,10.4974444444,7.81411111112
401.44,8.29766666667,15.3567777778,11.1301111111,10.18,7.02133333333,7.62855555556,8.12633333333,10.619,7.8701111111
401.80,8.27855555556,15.4343333333,11.1795555556,10.1702222222,7.04188888889,7.66388888889,8.15633333333,10.6373333333,7.89177777778
402.16,8.31455555556,15.5168888889,11.2303333333,10.2147777778,7.06711111111,7.71633333334,8.23188888889,10.6933333333,7.96188888889
402.52,8.22711111111,15.5164444445,11.1942222222,10.1228888889,7.04566666667,7.66633333333,8.20444444444,10.6542222222,7.90733333333
402.88,8.13022222222,15.4611111111,11.158,10.0632222222,7.03244444444,7.64111111111,8.14166666666,10.528,7.87455555557
403.24,8.20188888889,15.5487777778,11.2138888889,10.1391111111,7.05188888889,7.66466666667,8.17777777778,10.5625555555,7.90044444446
403.60,8.25211111111,15.6087777778,11.2784444444,10.1466666667,7.097,7.70377777778,8.21288888889,10.5795555555,7.90877777779
403.95,8.34833333333,15.7458888889,11.4015555556,10.2396666667,7.19411111111,7.80055555555,8.30022222222,10.6934444444,8.02477777778
404.31,8.47177777778,15.8854444444,11.4857777778,10.3346666667,7.29711111111,7.88144444445,8.3891111111,10.7908888889,8.13477777779
404.67,8.47488888889,15.882,11.4771111111,10.3017777778,7.22188888889,7.84144444444,8.32033333332,10.7511111111,8.11233333332
405.03,8.48266666666,15.8965555556,11.4868888889,10.359,7.22788888889,7.828,8.33333333333,10.7572222222,8.10955555555
405.39,8.48555555556,15.9688888889,11.5118888889,10.3495555556,7.21966666667,7.812,8.30488888889,10.7532222222,8.10366666668
405.75,8.38022222222,15.8544444444,11.3803333333,10.227,7.14966666667,7.69522222222,8.16333333333,10.6572222222,7.99444444444
406.11,8.46333333333,15.9781111111,11.5027777778,10.3387777778,7.24066666667,7.78466666667,8.24866666667,10.755,8.078
406.47,8.50233333334,16.0163333334,11.5634444445,10.3834444445,7.25288888889,7.85222222222,8.282,10.7815555556,8.11044444443
406.83,8.529,16.0426666667,11.5806666667,10.4178888889,7.28244444444,7.842,8.29222222222,10.835,8.11944444443
407.19,8.61311111111,16.1091111111,11.7085555555,10.5025555556,7.346,7.93222222222,8.37155555555,10.9302222222,8.19533333334
407.55,8.586,16.1108888889,11.7043333334,10.4751111111,7.34055555556,7.91688888889,8.33477777778,10.9373333333,8.17988888888
407.90,8.65511111111,16.2131111111,11.7631111111,10.562,7.38177777778,7.971,8.40711111112,11.0497777778,8.24266666667
408.26,8.55788888889,16.1062222222,11.682,10.4368888889,7.26966666667,7.89055555556,8.32,10.924,8.13344444445
408.62,8.57488888889,16.1462222222,11.738,10.517,7.33666666666,7.91855555555,8.39044444443,10.9716666666,8.1968888889
408.98,8.563,16.1726666667,11.7568888889,10.4946666667,7.30788888889,7.87922222222,8.37933333335,10.9502222222,8.16733333332
409.34,8.53488888889,16.1271111111,11.7162222222,10.4533333333,7.29777777778,7.85,8.37611111111,10.9117777778,8.16555555557
409.70,8.64122222222,16.2342222222,11.8473333333,10.5486666667,7.36611111111,7.948,8.45788888889,11.0104444444,8.26677777778
410.06,8.59466666667,16.1702222222,11.795,10.4702222222,7.30888888889,7.88088888889,8.38044444444,10.9496666667,8.19344444443
410.42,8.68822222222,16.2203333333,11.8528888889,10.5606666667,7.37277777778,7.88922222222,8.44399999999,11.0352222222,8.2601111111
410.77,8.74677777778,16.2627777778,11.9275555556,10.6197777778,7.38888888889,7.92422222222,8.49677777778,11.1096666667,8.31933333333
411.13,8.79288888889,16.3186666667,11.932,10.6282222222,7.45866666667,7.98188888889,8.55944444443,11.1743333333,8.38733333334
411.49,8.85833333334,16.3846666667,12.0066666667,10.7208888889,7.51533333333,8.02155555556,8.63222222222,11.2404444444,8.46455555554
411.85,8.90755555556,16.3867777778,12.0296666667,10.7703333333,7.57322222222,8.063,8.683,11.2496666667,8.52366666667
412.21,9.01033333332,16.4877777778,12.1515555556,10.9368888889,7.69322222222,8.18444444444,8.81388888889,11.3838888889,8.65444444446
412.57,8.98233333333,16.4897777778,12.1271111111,10.8952222222,7.64111111111,8.19388888889,8.78588888888,11.3615555555,8.58344444446
412.92,9.05644444444,16.5613333333,12.2305555556,10.9898888889,7.74444444444,8.27333333333,8.8488888889,11.4292222222,8.66722222223
413.28,9.0688888889,16.6666666667,12.3265555555,11.0787777778,7.77166666667,8.35255555556,8.92688888888,11.4872222222,8.75577777777
413.64,9.13655555554,16.7571111111,12.402,11.1113333333,7.83133333333,8.40122222222,9.01644444443,11.5575555555,8.81200000001
414.00,9.16033333335,16.8115555555,12.4507777778,11.1551111111,7.86133333333,8.42366666667,9.0558888889,11.5777777778,8.85444444443
414.36,9.11966666668,16.8061111111,12.4105555556,11.1004444444,7.80633333334,8.39577777778,9.03800000001,11.5474444444,8.80266666666
414.72,9.08977777778,16.7988888889,12.3824444444,11.0683333333,7.80844444444,8.38533333333,9.02722222222,11.5004444444,8.77366666667
415.07,9.05022222221,16.7863333333,12.3705555556,11.062,7.75922222222,8.33222222222,8.97622222221,11.4672222222,8.71544444443
415.43,9.05833333333,16.7986666667,12.3287777778,11.0326666667,7.75488888889,8.33122222222,8.99877777779,11.4578888889,8.6931111111
415.79,8.93544444445,16.7132222222,12.2712222222,10.9512222222,7.63788888889,8.25266666667,8.89966666665,11.3667777778,8.57344444445
416.15,8.89577777777,16.6713333333,12.2027777778,10.8926666666,7.57811111111,8.15344444444,8.84799999999,11.3004444444,8.46533333332
416.51,8.90844444445,16.6551111111,12.1616666667,10.8915555556,7.60066666667,8.14533333333,8.8511111111,11.2755555555,8.48588888889
416.86,8.87333333333,16.6188888889,12.101,10.8484444444,7.56966666667,8.115,8.85966666668,11.2435555556,8.45799999999
417.22,8.93955555554,16.6271111111,12.1236666667,10.8792222222,7.60488888889,8.15133333333,8.88344444444,11.2865555556,8.45555555554
417.58,8.93333333332,16.6246666667,12.0844444444,10.9173333334,7.61033333333,8.16533333333,8.88266666668,11.283,8.4588888889
417.94,8.92144444445,16.6245555556,12.074,10.9158888889,7.60277777778,8.16844444444,8.88344444443,11.2696666667,8.43877777777
418.29,8.89744444445,16.5901111111,12.057,10.9038888889,7.59388888889,8.16755555556,8.8471111111,11.1986666666,8.42255555556
418.65,8.89666666665,16.5922222222,12.0431111111,10.9055555556,7.59022222222,8.18166666667,8.84311111111,11.1873333333,8.41233333335
419.01,8.88499999999,16.5828888889,12.0192222222,10.9066666667,7.59466666667,8.19288888889,8.83422222222,11.151,8.40644444444
419.37,8.86655555555,16.5712222222,12.0134444444,10.9247777778,7.58411111111,8.19888888889,8.81688888888,11.1417777778,8.39566666667
419.73,8.89544444445,16.5866666666,12.0195555556,10.9286666667,7.606,8.21888888889,8.83699999999,11.1417777778,8.41277777778
420.08,8.87177777779,16.5956666667,12.007,10.9146666667,7.618,8.24733333333,8.83722222222,11.1623333333,8.43344444446
420.44,8.85455555557,16.6006666667,12.013,10.9001111111,7.61188888889,8.24066666667,8.82455555554,11.158,8.41855555557
420.80,8.83255555554,16.5831111111,11.9915555556,10.9003333333,7.59633333333,8.22444444444,8.79033333335,11.125,8.38466666667
421.16,8.75566666667,16.5025555556,11.9121111111,10.844,7.52444444445,8.155,8.71622222221,11.0448888889,8.32322222223
421.51,8.70744444445,16.4568888889,11.864,10.8031111111,7.46888888889,8.09544444445,8.66899999999,10.9805555555,8.26133333333
