wavelength,Back_DigBarf,Belly_DigBarf,Breast_DigBarf,Crissum_DigBarf,Crown_DigBarf,DorTail_DigBarf,Rump_DigBarf,Throat_DigBarf,WingTip_DigBarf
198.92,71.9742222222,56.0514444445,75.7935555555,61.2598888889,57.9366666667,57.2421111111,56.1507777778,70.3373333333,63.9385555556
199.30,72.0782222222,55.2102222222,81.0593333333,63.6156666667,56.5916666667,58.1462222222,54.0011111111,70.2361111111,63.7305555556
199.68,76.2374444445,56.6557777778,84.0484444444,65.8415555555,63.0362222222,63.0362222222,60.9462222222,73.9824444444,67.4917777778
200.06,73.148,54.3403333334,83.4491111111,66.898,63.0785555556,63.2522222222,59.8958888889,71.9327777778,67.3031111111
200.44,73.1762222222,57.2951111111,82.1547777778,68.1817777778,63.0753333333,66.7788888889,61.448,73.2323333333,67.2838888889
200.82,69.8726666667,55.4451111111,82.0342222222,65.4504444444,61.968,64.5106666667,59.4802222222,69.32,64.3448888889
201.19,67.3574444444,52.6195555556,80.1382222222,63.3848888889,59.0096666667,63.5002222222,59.0673333333,68.3937777778,60.3915555555
201.57,64.0595555556,49.0998888889,77.8397777778,61.5146666667,53.6933333333,61.9488888889,56.0521111111,65.9838888889,60.149
201.95,53.6586666667,36.3143333333,68.1571111111,57.2493333333,46.4091111111,53.5908888889,46.8834444444,62.0594444444,49.7288888889
202.33,49.9258888889,28.8887777778,69.2592222222,60.2962222222,43.7777777778,51.4073333333,47.1852222222,62.3703333334,43.0371111111
202.71,51.3468888889,25.9257777778,75.8416666667,63.2154444445,41.6666666667,54.1247777778,49.6633333333,66.1615555555,42.9293333333
203.09,57.7212222222,37.9472222222,90.7721111112,77.8720000001,47.4575555556,66.6666666667,60.7344444444,79.0017777778,55.9322222222
203.47,59.2592222222,38.1091111111,91.8127777779,76.0232222223,48.9277777778,66.2768888889,63.3528888889,80.5066666667,59.2593333332
203.85,49.6101111111,39.1813333334,88.7912222222,73.6843333333,46.8812222222,58.5771111111,58.8694444444,74.074,52.4366666667
204.22,42.0288888889,32.4637777778,82.1255555555,66.3767777778,40.6763333333,47.826,51.6907777778,69.5652222222,48.6955555556
204.60,39.4495555556,28.8481111111,85.4230000001,65.2396666667,39.8572222222,46.0754444444,51.1723333333,69.215,46.1775555556
204.98,38.3838888889,31.7722222222,76.4921111111,64.0954444444,40.8632222222,48.1175555555,51.2395555555,68.2276666667,50.2294444444
205.36,45.1388888889,39.699,93.4027777777,76.9675555557,49.6526666667,58.6804444444,64.4676666667,76.8518888889,58.102
205.74,56.7902222222,53.3108888889,106.846111111,85.4097777778,65.9931111111,66.779,76.992,90.9091111111,68.4623333333
206.12,78.8999999999,77.5532222222,134.006777778,107.295111111,86.7563333333,89.6744444445,99.663111111,109.764333333,90.4599999999
206.50,77.5757777778,84.4445555555,123.333444444,103.232333333,92.2222222222,91.414,96.8686666665,106.767666667,99.090888889
206.87,66.9031111111,78.6052222222,126.359333333,100.118333333,89.8344444444,84.279,89.1253333335,103.664333333,97.9904444444
207.25,64.3518888889,67.5925555556,118.287111111,88.3103333332,85.5323333333,75.3471111111,88.8888888888,94.7916666668,90.161888889
207.63,72.5415555556,75.862,129.501777778,97.5732222221,90.8046666668,78.4163333333,99.2337777779,99.7445555556,99.8722222223
208.01,75.9258888889,75.7715555555,142.438222222,110.030777778,95.2162222221,84.4135555556,106.944444445,109.722222222,106.018555555
