wavelength,Back_HemGuif,Belly_HemGuif,Breast_HemGuif,Crissum_HemGuif,Crown_HemGuif,DorTail_HemGuif,Patch10_HemGuif,Patch11_HemGuif,Rump_HemGuif,Throat_HemGuif,WingTip_HemGuif
190.57,121.733333333,156.066666667,112.4,163.466666667,123.333333333,135.266666667,95.1999999999,160.666666667,64.1333333334,88.6666666667,125.6
190.95,106.222266667,151.3334,100.740733333,155.7036,119.999933333,131.555566667,84.5926,159.555466667,55.2592666666,74.3703333333,118.518533333
191.33,103.478133333,148.260733333,98.2608000001,157.101333334,120.8696,128.188433333,80.7246666667,156.521733333,56.6665999999,72.6087333333,122.608666667
191.71,128.1946,164.999966667,111.1112,171.388866667,134.722266667,143.333266667,104.1666,162.361066667,75.9722666668,90.1388,146.666866667
192.09,126.092066667,153.505666667,106.092,156.551733334,124.827533333,136.839033333,104.482733333,144.942533333,79.4252666666,90.5746666666,139.885066667
192.47,120.4302,147.849433333,96.9892666667,148.817066667,116.881733333,134.354733333,104.086,133.225866667,76.6666666667,80.8602,132.580666667
192.85,132.026266667,170.457533333,108.104666667,165.228733333,132.679733333,147.7123,115.5556,150.326733333,81.9608666667,83.1373333334,153.071866667
193.23,138.581666666,182.482133333,114.042666667,176.595733333,137.5886,155.532,119.7164,153.333333333,92.3404666666,79.4326000001,162.836866667
193.61,154.074066667,197.407533333,134.0742,199.4074,157.7778,172.148333333,135.851866667,177.926,114.2222,94.6666666666,180.296266667
193.99,199.555533333,270.555533333,180.666666667,271.555533333,212.666533333,235.222333333,184.4444,252.2222,155.333333333,129.999933333,234.888933333
194.37,216.5518,290.115066667,198.620666667,292.643733334,238.8506,253.7931,210.804533333,277.241466667,189.425266667,144.367866667,265.057533333
194.75,152.6984,208.3333,149.999933333,215.3968,181.904666667,185.634966667,163.1746,202.857066667,146.349266667,105.555466667,186.6666
195.13,135.066666667,180.6,140.533333333,188.933333333,162.266666667,163.933333333,145.733333333,177.333333333,136.0,98.2666666667,166.8
195.51,141.739133333,187.3188,149.565133333,197.826066667,170.434733333,179.710233333,156.811533333,195.072533333,147.1014,105.942,176.087
195.89,128.1818,174.621266667,147.272733333,198.484933333,166.969733333,178.7877,150.606066667,194.697,142.878866667,89.9999999999,173.030333333
196.27,159.099133333,207.207133333,180.540533333,244.504666667,207.567466667,225.7657,185.7658,254.234333333,189.729666667,113.153266667,219.4596
196.65,148.148133333,187.333433333,163.7036,216.8888,189.037,193.185266667,167.7038,223.407266667,173.6296,114.074,196.888933333
197.03,126.274466667,157.5163,132.026,186.013,158.562,167.712433333,143.398666667,186.143866667,158.692866667,99.7385333333,172.156866667
197.40,109.696866667,132.969566667,112.0,161.091,143.636266667,143.8181,126.666733333,165.091,140.606066667,91.5152666667,145.575733333
197.78,105.444266667,134.333333333,106.888866667,151.666733333,140.333333333,142.5556,125.6666,152.888933333,137.7778,91.0000666667,142.666533333
198.16,93.8333333335,111.541666667,93.7499999999,124.75,116.25,117.541666667,107.416666666,122.25,115.0,81.9166666667,120.416666667
198.54,89.6703333333,106.0074,92.0878666667,112.674,112.234466667,108.901133333,100.6594,111.4286,110.329666667,79.8534666667,111.721666667
198.92,98.3784,122.027,100.901,124.234333333,125.225133333,117.837966667,111.4414,126.306266667,128.468266667,87.8377333332,125.2252
199.30,111.207666667,135.169233333,103.574866667,135.169133333,135.072466667,124.106333333,128.8888,139.033933333,144.444466667,94.6860666668,136.6184
199.68,123.444333333,158.111133333,115.111133333,153.4444,154.444466667,135.1666,146.555466667,154.777733333,166.6666,97.8887333334,155.888866667
200.06,107.193,136.535033333,102.368466667,129.2106,132.192933334,118.596433333,129.298333333,132.3684,147.368533333,88.5087333335,133.420933333
200.44,86.9595999999,116.6666,88.9376666667,107.033,112.307666667,95.8241666667,109.157533333,107.619066667,121.0256,71.6483333333,110.5494
200.82,83.8432666665,117.960766667,90.4313333333,99.4511333332,110.5882,98.7058666666,105.647133333,106.666666667,119.686266667,68.3921333333,111.058733333
201.19,77.1821333333,108.316233333,85.2232666667,90.9278666667,105.910733333,91.0652333333,95.8074666668,99.3814666668,107.354,64.3986,101.580733333
201.57,80.1388666667,114.375066667,88.6111333333,96.9444666667,110.8332,94.1320666666,99.7222,102.986133333,114.166733333,64.1667333333,107.0138
201.95,73.2607333333,105.289766667,84.5652000001,89.1304666667,101.231933333,85.6883666667,90.9420666666,95.6521333333,108.840533333,57.8984666667,99.3478666665
202.33,68.3333333333,111.416666667,84.3333333333,90.5833333333,103.666666667,84.0416666667,93.5000000001,97.8333333333,114.75,49.0,104.083333333
202.71,71.2819999999,129.025833333,89.3334666667,99.3846,113.6412,89.4871000001,104.8204,108.2052,123.384666667,47.4872,117.333333333
203.09,65.5383333332,120.205066667,81.4360000001,89.5384666666,102.9744,79.3846666667,94.5641333333,95.0770000001,109.230933333,37.8462,108.4102
203.47,62.0106,113.174566667,78.9418666666,84.7619333333,98.6244666667,78.6771999999,82.4339333334,88.783,100.105866667,31.8518666667,106.455066667
203.85,47.8689333333,92.9507666665,62.2949333333,64.2622,79.7813333333,62.5137333333,63.8250666667,72.787,82.7322666667,16.9398,89.9453999999
204.22,42.5186,101.481566667,52.5925333333,59.1112000001,77.6295333333,51.9261333334,52.8889333334,67.2592,82.6667333334,-1.92593333332,85.1852000001
204.60,16.8254666667,119.206366667,17.7778666667,37.1428666667,69.8412666667,22.6984333333,26.9841333333,64.7618666668,99.0478000001,-83.1747333333,92.3809999999
204.98,-12.9411333334,98.4312666668,-15.2941999999,51.3726,72.9410666667,-22.7451333333,29.4119333334,47.0587333333,103.921466667,-136.0784,85.8824666667
205.36,596.666666666,-271.666666667,609.999999999,-40.0000000014,-3.3333333326,735.000000001,173.333333334,59.9999999999,-423.333333335,1766.66666667,-153.333333333
205.74,-283.333333334,152.500000001,-254.999999999,-75.0,-26.666666666,-300.000000001,-78.3333333342,-44.9999999994,143.333333333,-813.333333334,68.333333334
206.12,-145.0,78.3333333332,-160.0,-48.3333333335,20.8333333333,-134.166666667,0.8333333334,-7.50000000006,99.1666666667,-429.166666667,44.1666666668
206.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.87,-533.333333332,-269.166666667,-476.666666667,-430.000000001,-178.333333333,-490.833333334,-318.333333333,-181.666666667,98.3333333333,-898.333333333,-198.333333333
207.25,-74.0351333334,-22.1052000001,-48.4208666667,-49.1227333333,28.0702666667,-71.0525333333,-34.3859333333,0.70179999994,79.6492000001,-150.877133333,9.82459999988
207.63,-69.3939333333,-14.0910999999,-28.4848666668,-39.3939333333,38.1818666667,-54.8485333333,-14.8484000001,-0.60599999994,84.2423999999,-119.999933333,10.0000666668
208.01,-45.7575333336,-3.1819666668,4.54546666686,-21.8181333333,58.1818666667,-36.9697666667,16.0606666668,29.6968666669,114.8486,-96.9698666667,22.4243333331
208.39,-57.1794666666,-9.10259999998,6.66664599947e-05,-26.9231333333,33.8462,-51.2820999999,13.8463333333,32.5642000001,86.9229333332,-83.3331333333,18.7180666666
208.77,-44.6464666666,8.08083333332,10.101,-11.3131333333,28.8890000001,-36.9697666667,15.7575999999,24.4444666666,77.1718000001,-59.1919333333,15.1515333332
209.14,-38.8333333333,7.66666666668,9.49999999994,-20.8333333333,17.5,-31.2500000001,9.00000000002,18.5,57.1666666666,-52.0,11.0
209.52,-5.30866666666,27.0988666667,26.0492666667,0.740733333334,30.4938,-5.12346666668,25.926,32.3456666667,62.2222,-16.6667333333,27.037
209.90,-26.6666000002,21.1111333333,20.2019999999,-13.7372666667,29.0908666667,-31.1111333334,19.5960666667,35.7575333333,86.4646666667,-46.2626666665,28.0810000001
210.28,-89.4442666666,44.1665666667,41.1111999999,-67.7778666667,43.8889333334,-117.777766667,10.0001999999,64.9998666668,193.888866667,-134.444333333,57.2223333333
210.66,-101.904733333,162.857133333,113.3334,-52.3809333333,127.619066667,-99.5238000002,87.619,207.619,353.333333333,-248.571533333,174.285666667
211.03,22.3530000002,109.4117,94.9019999999,30.1961333333,80.3922000001,17.0589,85.4901333332,134.901933333,195.294133333,-66.2744666668,124.313733333
211.41,-128.888733334,272.222266667,202.222200001,-60.0001333332,104.444399999,-105.555666667,228.888733333,457.7778,837.777800001,-526.666599999,419.999933335
211.79,-143.333333334,498.333333333,329.999999999,-156.666666667,89.9999999986,-343.333333333,310.000000001,626.666666666,1256.66666667,-803.333333334,590.0
212.17,-28.5714666668,88.8095000001,40.9525333333,7.14293333328,28.5714666666,-32.3808666667,52.8571333333,74.7617333334,181.9048,-96.6668,95.238
212.55,14.2856,53.9285666667,28.3334000001,16.6666666667,35.9524666665,5.238,44.0476666667,43.8094666667,103.0952,-44.5237333333,66.1905333333
212.92,24.4443999999,49.8148333334,29.6296666667,18.8889333333,41.1109333331,23.9814666666,49.0740000001,43.7038000001,85.7406666666,-19.074,64.074
213.30,31.2381333335,52.9524666666,39.4286,33.1428,38.2857333335,32.7617333333,55.4286,51.4285333334,97.3334000001,-9.14293333332,66.0952666666
213.68,27.5,55.2500000001,45.6666666667,36.5,37.8333333334,40.1666666667,57.8333333333,52.0,90.0,-2.00000000001,66.5000000001
214.06,30.0,52.5251333333,42.4242666667,37.6767333334,44.3435333333,43.7374000001,51.1112000001,50.0000666666,71.0101999999,13.3333333333,54.4443333333
214.44,22.5398,41.2697,36.2698666667,33.5713333333,38.6508666667,37.1825000001,39.8412666667,42.3016000001,57.7777333333,10.6349333333,43.3334
214.81,15.451,34.1962,28.4706666667,28.3922,33.0980666667,28.7842666667,30.5098,30.353,52.1568666667,6.98040000002,33.4118
215.19,0.7526,25.9678,19.3547333333,22.7957333333,29.2472666667,18.1720333333,25.8064,20.645,48.1720666667,-6.55920000001,18.8171333333
215.57,5.27780000002,28.4723,18.6111333333,18.8889333333,25.2778,18.7038,24.9074666666,24.4444666666,38.8889333333,-10.3702,12.9628666667
215.95,2.92233333334,23.2878,16.8036,19.0868,25.6620666667,22.6941,25.5707333333,27.9452,36.6209333333,-11.2329333334,13.6072
216.32,17.0563333333,35.4546666667,27.4458666667,29.1775333333,36.883,37.4026,34.8052666667,43.2035333333,46.1472,1.99126666668,27.9653333333
216.70,14.8,48.2666666667,37.6,40.4,50.8,56.2666666666,45.0666666666,57.4666666667,61.0666666667,0.13333333334,33.7333333334
217.08,22.6144666667,55.7515666667,49.6733333334,54.6404,59.8692,66.8629,51.7646666668,65.2288666667,67.9738,9.54246666668,41.3072
217.46,21.9609333334,55.621,45.8823333334,46.536,68.3660666666,66.0784666667,52.2876,63.1373333333,65.3594666667,5.09799999998,36.34
217.83,21.6352666667,50.0000666667,43.2705333333,44.9056666667,63.7735999999,68.1133666666,54.0879333333,58.9936666667,64.2768000001,8.93080000002,35.2201333333
218.21,20.4848666667,48.3028666667,49.8182,42.1818,55.3939333334,68.4847999999,59.1516666667,52.6060666666,60.2424,15.6364666667,34.3029333333
218.59,13.4920000001,48.3333999999,51.4284,38.5714666666,48.0952,75.3173666667,73.1746000001,49.3649333334,67.7778666667,7.77773333334,28.5714666667
218.97,6.8421333334,52.5439666666,52.9826000001,29.4736666667,43.6842666668,75.3508333333,76.8420666667,50.1755333334,69.1228666666,1.05266666664,33.1579333333
219.34,22.0635333333,77.6984999999,68.0953333335,44.1270666667,54.9205333333,94.8412,85.8729333334,65.3968666667,84.1269333334,18.2540666666,53.3333333333
219.72,24.5454666667,85.2272333333,74.6968666667,53.3331333333,59.0908666665,104.090866667,91.3636666667,74.3939333334,92.4243333334,31.8182666667,67.2726666668
220.10,33.8182,85.5152333334,72.8485333333,56.7274,59.6362666667,91.9393333334,80.2424666667,73.3332666667,83.6365333332,40.2423333333,64.6059333333
220.47,-14.4762,74.0951333334,59.8096,29.1428,33.3334666666,72.1906333333,66.8572,46.8572,73.7144000001,1.33333333335,37.7143333333
220.85,-1.27653333332,70.2127333333,60.4256000001,32.1986,39.8581333334,56.7374333333,57.0213333333,44.6808666667,68.5105999999,9.6454,38.1560666667
221.23,-20.7937333333,57.7778666667,41.1110666666,14.7618666667,18.7299999999,35.7935333333,41.111,34.2857333333,55.7143333333,-14.2857333333,20.7936666667
221.61,-17.2464,52.2462333333,34.6376,16.5217333333,11.0146666667,32.4639000001,32.6086,29.2753333333,56.6666666666,-6.08700000001,21.4491333333
221.98,-16.0,56.074,30.0739333333,19.8518,14.8147999999,28.5926333333,32.0,31.7036,55.1111999999,-4.29633333333,23.111
222.36,-22.5183333334,47.2594666667,15.1113333334,7.4074,5.18513333334,15.5555333333,21.7778666667,20.7407333333,46.2221999999,-16.1480666667,18.6667333333
222.74,-31.6280000001,39.6899666667,10.8526666667,-3.87599999999,4.34113333327,4.96106666667,12.2481333333,15.1936666666,32.5580666667,-27.5968666667,8.21693333332
223.11,-8.85053333331,34.4825666667,16.8966,8.3908,9.5402,15.3447333333,22.2988,20.3446666667,28.2758666667,-7.93106666665,15.7471333333
223.49,-6.05260000001,22.1052666667,11.7543333333,6.22813333332,4.38580000001,6.79816666666,16.6666,16.0526,19.035,-6.40353333333,10.5263333333
223.87,-7.59493333332,18.6076,10.464,6.83546666666,4.47246666665,8.01680000001,14.9366666667,11.7299333333,18.7340666667,-4.13513333333,9.95786666667
224.24,-26.5833333333,-1.33333333334,-7.49999999999,-13.6666666667,-12.9166666667,-5.12500000001,-3.08333333336,-10.4166666667,1.08333333335,-23.4166666667,-6.91666666667
224.62,-9.82453333332,10.9122,5.75426666666,-1.33326666667,0.21046666668,10.4561,8.7018,4.28066666667,12.3509333333,-8.42100000001,6.24553333334
225.00,-19.9276,4.13036666666,-2.17380000001,-8.91306666665,-8.26086666666,4.13056666668,4.92746666667,-4.13053333333,4.56526666665,-12.8984666667,0.507200000002
225.38,-10.9764666667,10.5724,8.21546666667,0.3368,3.16493333334,14.0067666667,15.0169333333,5.72406666667,11.9864666667,1.48133333333,10.101
225.75,-22.2728,4.09100000001,3.71213333332,-2.87886666667,-3.33339999999,11.0227666667,10.4545333333,-0.151399999994,4.01506666666,-6.59086666667,3.71226666667
226.13,-31.5152,-5.53033333333,-6.36353333332,-14.1667333333,-14.1666666667,1.25,-3.18173333331,-9.84860000001,-6.28793333333,-16.6666,-10.7576
226.51,-31.3044,-8.91310000001,-8.47833333331,-13.6231333333,-15.0723333334,-0.97819999998,-8.913,-7.75360000001,-8.26099999999,-15.0,-16.0145333333
226.88,-16.9491333333,-0.310933333346,-2.59893333335,-5.76253333334,-7.17513333333,5.50843333334,-5.1412,0.339000000014,-0.28246666666,-4.97179999999,-4.80226666666
227.26,-22.4932,-4.71546666666,-10.7858666667,-11.8156666667,-13.008,1.32783333334,-12.5744666667,-4.39026666666,-5.7452,-10.1354,-9.5392
227.64,-29.7066666667,-12.24,-18.08,-19.4133333333,-19.04,-4.26666666667,-19.4666666667,-10.5066666667,-10.7733333333,-16.64,-13.44
228.01,-26.7586,-9.37923333333,-15.4484,-17.0114,-17.3333333333,-5.42530000001,-16.5516,-7.67826666669,-11.5862666667,-14.6666666667,-11.2183333333
228.39,-22.605,-5.16563333334,-12.5828666667,-14.6578,-16.1589333333,-3.99563333335,-13.0685333333,-3.39953333333,-9.80133333334,-10.0664,-9.9338
228.76,-17.6164,-3.7615,-10.9124666667,-11.2476666667,-12.9236666667,-3.51960000001,-10.2422666667,-1.93666666666,-8.15633333335,-7.07640000001,-6.36866666667
229.14,-9.98453333334,-0.403066666674,-5.30233333333,-5.33333333333,-8.99213333333,1.31790000001,-5.7984,2.10853333333,-3.03880000001,-2.63559999999,-2.13946666667
229.52,-12.7684,-4.01143333333,-9.32193333335,-9.18086666666,-13.0225333333,-2.90976666667,-10.3388666666,-3.7006,-7.45760000001,-7.76846666666,-5.36713333333
229.89,-6.07180000001,0.755900000001,-4.16353333333,-4.75846666667,-7.16226666667,0.284933333333,-5.42746666667,1.75946666667,-2.13133333333,-1.80913333333,0.470933333334
230.27,-3.60926666667,2.22973333334,-0.873466666674,-2.13793333333,-4.1838,2.08043333333,-3.0114,4.36786666667,0.206866666666,0.735533333333,4.62066666667
230.65,-5.92853333333,0.51903333334,-2.46813333334,-4.33680000001,-6.50506666666,0.219166666668,-5.42093333333,2.30673333333,-1.82233333333,-1.7994,3.99086666667
231.02,-3.56906666667,3.69266666667,-0.0223999999986,-0.0899333333334,-4.42199999999,3.18736666667,-0.808133333332,5.94853333334,1.30193333333,2.22233333333,6.82386666667
231.40,-2.74906666667,3.45933333333,1.53506666667,0.481133333332,-3.64253333333,2.73763333333,0.710266666666,7.19360000001,2.49713333334,3.13866666667,7.19353333334
231.78,-1.04306666667,5.51023333333,2.585,1.90473333334,-1.99546666667,4.2742,2.69833333333,8.66206666668,3.17459999999,4.89806666667,8.38999999999
232.15,-1.3142,4.13379999999,1.60086666666,0.788533333334,-2.007,3.94263333333,1.88773333333,7.28800000001,2.98686666666,4.61173333333,7.93300000001
232.53,-2.22206666667,2.67626666666,0.262733333334,0.955600000001,-2.62846666666,2.3297,1.17093333334,5.30466666667,2.17453333333,3.895,7.67033333333
232.90,0.38366666666,3.83693333334,3.30913333333,3.57313333333,-0.527600000006,5.38373333333,3.83686666667,7.60193333333,4.12453333333,6.83453333334,10.1438
233.28,-0.000133333334,2.30053333334,1.66673333333,1.7136,-0.140866666667,4.53046666667,2.79326666667,7.44140000001,1.925,5.6808,9.5774
233.66,-0.518400000008,2.33330000001,1.90133333333,1.65426666665,0.938200000007,5.14826666667,2.76546666667,8.86433333333,2.76546666667,6.59246666667,9.6544
234.03,-3.8868,-0.5658,-0.9102,-1.4268,-2.0664,3.0873,-0.4182,6.7158,-0.492,2.9274,6.4944
234.41,-3.89746666666,-0.320466666667,-1.82039999999,-3.28200000001,-3.23086666667,2.6539,-0.7436,6.28200000001,-1.641,1.8974,6.0512
234.78,1.15426666666,4.27570000001,2.89759999999,0.94226666666,1.83753333333,6.32516666667,4.94693333333,10.954,2.3792,4.6408,9.35219999999
235.16,3.64446666666,5.78889999999,6.68900000001,2.86666666667,5.33326666667,9.39986666665,5.82213333334,12.2223333334,4.4666,6.17786666666,11.1776666667
235.54,4.74366666666,7.59613333333,8.35473333333,5.87613333334,6.92313333333,11.5705333333,6.3034,12.5642,5.2138,6.92313333333,12.1581333333
235.91,7.41639999999,9.79726666666,10.7397333333,8.936,9.36180000001,14.2350333333,7.63926666667,13.7587333333,7.82173333333,9.28066666667,13.8400666667
236.29,10.2285333333,12.5810333333,13.4286,11.619,11.8857333333,16.7142666667,10.0382666667,16.5142666667,11.2380666667,12.1522666666,17.0286
236.66,13.2285333333,15.3926666667,15.8638666667,14.4327333333,14.6596,20.1308333333,12.3560666667,18.9877333333,14.3282,15.4276,19.3193333334
237.04,12.6702,15.1831333333,14.0316,13.6475333333,13.63,18.7523,11.3089333334,17.7314,13.3158666667,14.3805333334,18.1675333333
237.41,13.4069333333,16.7034333333,14.862,14.604,13.4439333333,19.4843,11.2708666667,18.3240666666,14.4016,15.2118666667,19.3738
237.79,13.8218666667,17.3735,15.0260666667,14.4502666667,12.6352666667,18.5429,11.7102666667,18.1850666667,14.1012666667,15.2356666667,19.0924
238.17,12.9724666667,16.3917,14.1064666666,13.7456666667,11.512,16.8128333333,11.6838,16.3574666667,13.6426666667,13.9692,18.0928
238.54,10.5940666667,14.373,12.7888,12.5576,10.0825333333,14.6120333333,10.0658666667,13.9438666667,12.4423333333,12.5743333333,16.122
238.92,8.69553333334,12.5684333333,11.2397333333,10.9984,8.18026666668,13.0998,8.47013333333,11.7552666667,10.8856666667,11.6102666667,15.3622
239.29,6.19473333333,9.98483333333,8.53886666666,8.15813333334,5.67719999999,10.3652666667,5.85993333333,8.9956,7.91480000001,8.29533333334,12.6331333333
239.67,5.35573333333,9.12140000001,7.99153333333,6.44353333334,5.3278,9.81869999999,4.63026666667,8.49366666668,6.94559999999,7.41980000001,12.0222666666
240.04,3.17206666667,6.1574,5.63506666667,3.7782,3.15926666667,7.51763333333,2.26946666667,6.86013333333,4.57766666667,4.92586666667,9.92913333333
240.42,2.4284,5.11456666667,4.181,2.97826666667,2.0734,6.6151,1.53506666667,5.76173333333,2.8522,3.6196,8.1214
240.79,2.2664,4.5432,3.45073333333,2.2358,1.70486666667,6.1461,1.0006,5.44153333333,2.1644,2.7258,7.68753333333
241.17,1.4684,3.69826666667,2.83793333333,1.5046,0.873733333335,5.1125,0.342133333333,4.31533333333,1.24333333333,1.96406666667,6.83786666667
241.54,2.41793333333,4.5461,4.07106666667,2.7886,2.0856,6.26896666667,1.7998,5.17566666667,2.54146666667,2.99726666667,7.84853333333
241.92,2.69473333333,4.71246666667,4.52193333333,3.23806666667,2.6172,6.93126666667,2.14453333333,5.43906666666,2.97,3.42166666667,8.33866666666
242.29,3.77893333333,5.91876666667,5.44393333333,4.16273333333,3.62933333333,8.2244,2.97893333333,6.5172,3.34973333333,4.70886666667,9.41793333333
242.67,3.8008,5.69493333333,5.289,4.1882,3.63486666667,8.2965,3.10586666667,6.47606666667,2.9646,4.50193333333,9.38506666667
243.05,4.30026666667,6.08533333333,5.7828,4.60833333333,4.19333333333,9.00953333334,3.4934,6.8624,3.4816,5.37373333333,9.62026666667
243.42,4.43266666666,6.43226666667,5.73446666667,4.7082,4.2098,8.83310000001,3.9578,7.20026666667,3.71746666667,5.76386666667,9.59253333333
243.80,4.60073333334,6.4892,5.42486666667,4.54933333333,4.01713333333,8.6952,4.44633333333,7.34773333333,3.794,5.85973333333,9.48213333334
244.17,3.70746666667,5.8503,4.72206666667,3.65646666667,3.0158,7.8428,4.00226666667,6.4174,2.9932,5.1134,8.69619999999
244.55,3.6516,5.41596666667,4.6176,3.27186666667,2.6968,7.55723333334,3.6294,6.0916,2.68573333333,4.90226666667,8.69339999999
244.92,2.95446666667,4.81063333333,4.21533333333,2.83006666667,2.2132,6.63413333334,3.17106666667,5.5358,2.09966666667,4.19913333333,8.09519999999
245.30,3.03393333334,4.86026666667,4.31693333333,2.87806666667,2.43513333333,6.6238,3.1496,5.87166666667,2.01273333333,4.32706666667,8.23126666667
245.67,2.78713333333,4.54256666667,3.99166666667,2.3622,2.18013333334,6.1717,2.79173333333,5.9198,1.6806,3.9962,7.84786666667
246.05,3.01806666667,4.56486666667,3.86713333334,2.36226666667,2.417,6.13906666667,2.83733333333,6.04033333333,1.799,3.92593333333,7.8016
246.42,2.63506666667,3.9622,3.48,1.93273333333,1.95986666667,5.5267,2.3264,5.63273333333,1.50073333333,3.21773333333,7.3534
246.79,2.9822,4.25166666667,3.7696,2.00686666667,2.31566666667,5.78896666667,2.4292,6.05326666666,1.94326666667,3.4502,7.69506666667
247.17,3.01166666667,4.08463333333,3.55546666667,1.98346666667,2.292,5.71633333333,2.31186666667,6.073,1.84413333333,3.204,7.73806666667
