wavelength,Back_HemGuif,Belly_HemGuif,Breast_HemGuif,Crissum_HemGuif,Crown_HemGuif,DorTail_HemGuif,Patch10_HemGuif,Patch11_HemGuif,Rump_HemGuif,Throat_HemGuif,WingTip_HemGuif
376.54,8.0326,23.0782666667,17.5158,16.6248,7.2552,8.19173333333,9.07893333333,26.6882,7.38886666667,18.4034,9.65773333333
376.90,7.90653333333,22.9266333333,17.3746,16.5423333333,7.14353333333,8.11516666667,8.97533333332,26.614,7.2524,18.2464,9.55826666666
377.26,7.76993333333,22.813,17.2236,16.3892,6.97253333333,7.9888,8.80406666667,26.5495333333,7.0876,18.0596666667,9.42866666666
377.63,7.7854,22.7355,17.1440666667,16.4026,6.98486666667,7.98876666667,8.76966666667,26.5530666667,7.0652,18.0074666667,9.42893333334
377.99,7.75046666667,22.6961,17.0898,16.3629333334,6.96766666667,7.98606666667,8.72586666667,26.6614,6.9844,17.8916,9.41253333334
378.35,7.7156,22.6161333333,17.034,16.3572666667,6.92166666667,7.93186666667,8.72393333333,26.7003333333,6.90066666667,17.8048666667,9.41046666666
378.71,7.60266666667,22.4825,16.8529333333,16.2056,6.72706666667,7.7865,8.53406666667,26.6076666667,6.69106666667,17.5934666667,9.25153333332
379.07,7.65526666667,22.4691,16.8854,16.2236,6.74426666667,7.8122,8.58133333334,26.6263333333,6.72146666667,17.5431333333,9.30106666667
379.44,7.63853333333,22.4397666667,16.886,16.2045333333,6.71993333333,7.83733333333,8.60773333333,26.6452,6.69406666667,17.4510666666,9.33160000001
379.80,7.66813333333,22.4074,16.8816,16.2091333333,6.7378,7.9166,8.61493333334,26.6382666667,6.71913333333,17.4025333333,9.37406666667
380.16,7.5514,22.3423666667,16.8177333333,16.1665333333,6.66066666667,7.89,8.49693333334,26.6447333333,6.62966666667,17.2594666667,9.33586666667
380.52,7.617,22.3616,16.8746,16.1928,6.6848,7.96,8.57726666667,26.7792666667,6.64293333333,17.2278666667,9.473
380.88,7.73266666667,22.4254333333,16.9122666667,16.2758666667,6.79186666667,8.09636666667,8.65353333333,26.9311333333,6.64606666666,17.2773333333,9.60266666666
381.24,7.78053333333,22.4257333333,16.8729333333,16.3048,6.83513333333,8.13903333333,8.72393333335,26.9908,6.62446666667,17.2777333333,9.63806666667
381.61,7.7872,22.4739,16.8327333333,16.3288,6.82206666667,8.16733333333,8.73673333333,27.1064666667,6.62686666667,17.2376,9.72933333333
381.97,7.87093333333,22.5249333333,16.9011333333,16.3728,6.91746666667,8.2673,8.84760000001,27.1137333333,6.70233333333,17.3000666667,9.84493333333
382.33,7.81793333333,22.4952666667,16.8712,16.3082,6.88173333333,8.23073333334,8.77420000001,27.1353333333,6.64626666667,17.2296666666,9.793
382.69,7.7386,22.3807333333,16.7607333333,16.2652,6.8492,8.17763333333,8.75866666668,27.1039333333,6.62486666667,17.153,9.78760000001
383.05,7.78326666667,22.4258,16.7855333333,16.2721333333,6.86433333333,8.22883333333,8.78300000001,27.1549333333,6.64993333333,17.2180666666,9.82686666667
383.41,7.7888,22.4265666667,16.76,16.3115333333,6.8838,8.25633333333,8.7664,27.194,6.63373333334,17.23,9.81726666667
383.77,7.66953333333,22.3228333333,16.6143333333,16.199,6.76733333333,8.0904,8.63293333333,27.1212,6.446,17.0913333333,9.64799999999
384.14,7.68586666667,22.3442666667,16.622,16.2132,6.79053333333,8.05726666667,8.68633333334,27.1076666667,6.42833333333,17.124,9.65519999999
384.50,7.56326666667,22.2422,16.5362666667,16.0782,6.6874,7.94473333333,8.58966666666,27.009,6.33966666667,17.0314,9.53046666667
384.86,7.50773333333,22.2429,16.4648666667,16.0362666667,6.62573333333,7.8682,8.55106666667,26.9832666667,6.3368,16.975,9.52413333334
385.22,7.5342,22.3520333333,16.5701333333,16.1588,6.69886666667,7.96663333333,8.60386666667,27.1108,6.39153333333,17.0672,9.6054
385.58,7.53706666667,22.4478666667,16.6414666667,16.2069333333,6.73226666667,7.9912,8.65093333333,27.1386,6.40393333333,17.1058,9.58240000001
385.94,7.50693333333,22.3898666667,16.6112666667,16.203,6.6608,7.94953333333,8.609,27.1532666667,6.35193333333,17.0859333333,9.51133333333
386.30,7.59706666667,22.5319,16.7262,16.3465333333,6.7286,8.0319,8.67946666667,27.2516666667,6.4022,17.1958666667,9.58233333334
386.66,7.63806666667,22.6575333333,16.7977333333,16.4213333333,6.74233333333,8.09143333333,8.71713333333,27.3020666667,6.40873333333,17.2620666667,9.61406666666
387.03,7.55553333333,22.6826333333,16.79,16.4457333333,6.69653333333,8.0429,8.66273333333,27.3133333333,6.3342,17.2432,9.57166666667
387.39,7.50686666667,22.7217666667,16.8108666667,16.4728,6.66106666667,8.00456666667,8.6496,27.3514666667,6.29733333333,17.267,9.5524
387.75,7.58253333333,22.9303666667,16.9804666667,16.6506,6.7428,8.137,8.772,27.5475333333,6.4498,17.4370666667,9.706
388.11,7.58946666667,23.0086666666,16.9816,16.7212,6.71753333333,8.14966666667,8.76193333333,27.6041333333,6.43906666667,17.4648,9.71579999999
388.47,7.6836,23.1853333333,17.1330666667,16.9154666667,6.85466666667,8.25163333333,8.86913333334,27.7466666667,6.52473333333,17.6195333333,9.84840000001
388.83,7.71286666667,23.3051333333,17.2446666667,17.0122,6.8986,8.295,8.90133333333,27.8180666667,6.54966666667,17.7090666667,9.86733333334
389.19,7.65253333333,23.3327666667,17.1862,16.9586,6.82926666667,8.21223333334,8.84346666666,27.8294,6.48713333333,17.6805333333,9.79653333332
389.55,7.59613333333,23.2834666667,17.1636,16.9400666667,6.7828,8.14756666667,8.8028,27.7855333334,6.3852,17.6693333333,9.77719999999
389.91,7.48013333333,23.3144666667,17.1048666667,16.9478,6.65873333333,8.03213333333,8.70139999999,27.7463333333,6.27233333333,17.6342666667,9.68146666666
390.27,7.4002,23.3323,17.0586666667,16.9097333333,6.6006,7.9775,8.67733333333,27.7565333333,6.23806666667,17.5926666667,9.65633333334
390.63,7.3894,23.4063333333,17.0939333333,16.9386,6.603,7.94253333333,8.6828,27.8164666667,6.21553333333,17.6336,9.66066666667
391.00,7.41306666667,23.4547,17.1378,16.9941333333,6.6284,7.971,8.71966666667,27.8879333333,6.2376,17.6693333333,9.67446666666
391.36,7.4776,23.5470666667,17.2203333333,17.0662,6.68793333333,8.02646666667,8.77240000001,27.9828,6.2728,17.7391333333,9.7412
391.72,7.44026666667,23.5285333333,17.1674,17.0183333333,6.66153333333,7.95283333333,8.73626666666,27.9394666667,6.17086666667,17.7034,9.69539999999
392.08,7.3836,23.5532666667,17.145,16.9876,6.64466666667,7.89333333333,8.69513333334,27.9574666667,6.11133333333,17.6690666667,9.66433333334
392.44,7.36553333333,23.5434666667,17.0576,16.9627333333,6.5874,7.84433333333,8.65719999999,27.929,6.08553333333,17.6186666667,9.61960000001
392.80,7.2992,23.4629666667,16.9580666667,16.8768666666,6.51073333333,7.78093333333,8.61319999999,27.9073333333,6.00433333333,17.5415333333,9.58493333333
393.16,7.32406666667,23.4854,16.9868666667,16.9099333333,6.51686666667,7.79073333334,8.63446666667,27.9315333333,6.00853333333,17.56,9.62726666666
393.52,7.3036,23.4901,16.9502666667,16.8760666667,6.472,7.78413333333,8.5824,27.9544666667,5.99286666667,17.4885333333,9.61279999999
393.88,7.29466666667,23.4753,16.9238,16.8445333333,6.4842,7.79106666667,8.59673333333,27.9706,5.97193333333,17.45,9.64700000001
394.24,7.29086666667,23.4820666667,16.8870666667,16.8148,6.4588,7.8033,8.58866666667,27.9742,5.9172,17.4098666667,9.64486666666
394.60,7.25926666667,23.4141666667,16.7951333333,16.7381333334,6.4472,7.81456666667,8.54639999999,27.9960666667,5.86773333333,17.3267333333,9.61186666666
394.96,7.22873333333,23.3061666667,16.6612666667,16.6426666667,6.40333333333,7.76833333333,8.50673333333,27.9156666667,5.81546666667,17.1871333333,9.5954
395.32,7.14793333333,23.2171333333,16.4977333333,16.5374666667,6.318,7.6781,8.42493333334,27.8876,5.73606666667,17.0082666667,9.54426666666
395.68,7.1692,23.1441333334,16.4137333333,16.5022,6.32233333333,7.73256666667,8.4206,27.8946,5.74546666667,16.9336666667,9.596
396.04,7.21346666667,23.0919,16.3496666667,16.4979333333,6.3454,7.7974,8.46213333334,27.9496666667,5.78013333333,16.8948666667,9.63966666666
396.40,7.14013333333,22.9477,16.246,16.3702,6.29326666667,7.76833333333,8.4058,27.9808666667,5.69193333333,16.73,9.62466666667
396.76,7.16753333333,22.8911,16.2058,16.3483333333,6.32226666667,7.8246,8.40299999999,27.9928666667,5.68633333333,16.6521333333,9.66626666667
397.12,7.15466666667,22.7482,16.0701333333,16.2482,6.31693333333,7.83416666667,8.36826666666,28.0124666667,5.65073333333,16.4977333333,9.7018
397.48,7.1896,22.6625666666,15.9706,16.2220666667,6.34293333333,7.8669,8.41106666666,28.0929333333,5.6544,16.4198666667,9.74753333334
397.84,7.25266666667,22.6142333333,15.8860666667,16.1902,6.39613333333,7.93166666667,8.44566666667,28.1960666667,5.70073333333,16.3442,9.8298
398.20,7.2552,22.4586666667,15.7741333333,16.1382666666,6.41726666667,7.9422,8.44426666666,28.2309333333,5.69526666667,16.236,9.85146666665
398.56,7.262,22.3327333333,15.6981333333,16.098,6.4186,7.92393333333,8.44966666667,28.2389333333,5.69286666666,16.1376666667,9.88493333335
398.92,7.2828,22.2699,15.6486,16.0732,6.4552,7.9991,8.47466666667,28.3323333333,5.70946666667,16.0602666667,9.94559999999
399.28,7.2962,22.1866,15.5915333333,16.008,6.4656,8.0531,8.48526666667,28.3345333333,5.7236,16.0111333334,9.956
399.64,7.21186666667,22.0298333333,15.4273333333,15.8613333333,6.3998,7.94773333333,8.39186666667,28.343,5.6174,15.8424,9.86353333334
400.00,7.17266666667,21.9131,15.3138,15.7525333333,6.34153333333,7.89773333333,8.3486,28.2985333333,5.53746666667,15.6944666667,9.84800000001
400.36,7.16726666667,21.8117333333,15.2078,15.7107333334,6.34193333333,7.91443333333,8.33593333333,28.2952666667,5.52586666667,15.6181333333,9.85866666667
400.72,7.1762,21.7159,15.1236,15.651,6.33753333333,7.92296666667,8.37253333333,28.3478666667,5.51746666667,15.5584,9.89420000001
401.08,7.0852,21.5577333333,14.9622,15.5102,6.27826666667,7.86276666667,8.2928,28.2755333333,5.43353333333,15.3792,9.81560000001
401.44,7.01726666667,21.4211666666,14.8098,15.3727333333,6.22186666667,7.80526666667,8.22019999999,28.2166666667,5.35673333333,15.2488,9.77666666667
401.80,6.94926666667,21.3421666667,14.6918666667,15.3036,6.1982,7.78063333333,8.16193333333,28.2126666667,5.29666666667,15.1424666667,9.74373333333
402.16,6.94913333333,21.2929,14.6073333333,15.2684,6.20506666667,7.78816666667,8.15293333333,28.1952,5.29926666666,15.0596,9.76606666668
402.52,6.91886666667,21.1906333333,14.5264,15.1913333333,6.18153333333,7.79433333333,8.10733333333,28.1829333333,5.25993333333,14.9491333333,9.77406666667
402.88,6.87753333333,21.1361666667,14.4334666667,15.1044,6.12526666667,7.7214,8.0546,28.1816666667,5.19986666667,14.8686666667,9.74193333333
403.24,6.79653333333,20.9956333333,14.3008666667,14.9753333333,6.0486,7.63663333333,7.97053333333,28.1334666667,5.09566666667,14.7208,9.68539999999
403.60,6.86,21.0020333333,14.348,14.9826666667,6.08806666667,7.7078,8.0296,28.1663333333,5.16506666667,14.7246666667,9.77886666666
403.95,6.8782,20.9893666667,14.3370666667,14.9961333333,6.11193333333,7.75906666667,8.02533333334,28.2263333333,5.16606666667,14.7212,9.81473333334
404.31,6.88373333333,21.0266666667,14.3243333333,15.0023333333,6.123,7.74326666667,8.03980000001,28.2466666667,5.13973333333,14.7083333333,9.81373333334
404.67,6.82726666667,20.9886333333,14.2608666667,14.9813333333,6.06746666667,7.6865,7.96953333333,28.2318666667,5.07393333334,14.6376666667,9.76173333334
405.03,6.8462,21.0227333333,14.2902,15.0188666667,6.07353333333,7.68766666667,7.99326666667,28.2647333333,5.07446666667,14.6716,9.78106666667
405.39,6.8518,21.0859333333,14.3180666667,15.0742666667,6.08373333333,7.71326666667,7.99993333333,28.3235333333,5.08613333333,14.7102,9.81233333333
405.75,6.8926,21.0795,14.3463333333,15.0824666666,6.078,7.73013333333,8.01393333333,28.3426,5.09853333334,14.7103333333,9.82440000001
406.11,6.8808,21.0823666667,14.3432666667,15.0952,6.05166666667,7.70756666667,8.00966666667,28.3611333333,5.08066666667,14.7136666667,9.82713333335
406.47,6.91626666667,21.1838333333,14.4000666667,15.1574,6.1032,7.74863333333,8.07073333334,28.3999333334,5.11346666667,14.7685333334,9.84653333333
406.83,6.9206,21.2002333334,14.4094666667,15.2031333333,6.10186666667,7.75683333333,8.06926666666,28.4344666667,5.08713333333,14.7740666667,9.82879999999
407.19,6.97966666667,21.2981333333,14.4688666666,15.2954666667,6.1548,7.79436666667,8.09726666667,28.4928,5.109,14.8513333333,9.87906666667
407.55,6.91433333333,21.3631333333,14.4492,15.3606666667,6.133,7.76143333333,8.06053333333,28.4946,5.0604,14.8780666667,9.83033333334
407.90,6.90313333333,21.4087333333,14.464,15.3958666667,6.13786666667,7.7354,8.06019999999,28.4898,5.06746666667,14.915,9.82119999999
408.26,6.82953333333,21.4252666667,14.4608,15.3984,6.065,7.6852,7.97886666666,28.471,5.00286666667,14.8857333333,9.77400000001
408.62,6.788,21.5149,14.488,15.4376666667,6.0478,7.63416666667,7.94106666667,28.464,4.9828,14.8923333333,9.73413333333
408.98,6.7876,21.6172666667,14.5376,15.5075333333,6.04313333334,7.6349,7.9666,28.5228666667,4.98733333334,14.9399333333,9.74373333333
409.34,6.76866666667,21.7006666667,14.5973333333,15.5466,6.02906666667,7.61716666667,7.95473333334,28.5378666667,4.967,14.9655333334,9.72380000001
409.70,6.736,21.8157666667,14.6404,15.5998,6.00533333333,7.5594,7.92946666667,28.5711333333,4.94326666667,15.0172,9.70506666666
410.06,6.7332,21.8959333333,14.6987333333,15.6472,6.00366666667,7.54913333333,7.92993333333,28.5825333333,4.91733333333,15.0773333333,9.68500000001
410.42,6.69706666667,22.0143,14.7524,15.7103333333,5.9734,7.51866666667,7.92466666667,28.6568,4.8966,15.1417333333,9.69186666667
410.77,6.65653333333,22.1310333333,14.8162666667,15.7744,5.96806666667,7.4827,7.90946666667,28.6468,4.87693333333,15.2090666667,9.68926666667
411.13,6.65046666667,22.2956666667,14.9031333334,15.8994666667,5.96406666667,7.50053333333,7.96293333334,28.7188,4.90633333333,15.3126,9.70906666667
411.49,6.68513333333,22.4101,14.9908,15.9516666667,5.9546,7.48283333333,7.97819999999,28.7389333333,4.90966666667,15.373,9.71066666666
411.85,6.67966666667,22.5492,15.0758,15.9976666667,5.92386666667,7.46123333333,7.98599999999,28.7588,4.90426666667,15.4439333333,9.69140000001
412.21,6.71333333333,22.6650666667,15.1800666667,16.0773333333,5.96866666667,7.4965,8.04039999999,28.7888666667,4.94973333333,15.5813333333,9.72333333333
412.57,6.7514,22.8002666667,15.2958,16.1784,6.00766666667,7.53286666667,8.1144,28.8696666667,4.99553333333,15.697,9.77559999999
412.92,6.76206666667,22.9559333333,15.3826,16.2663333333,6.02233333333,7.54236666667,8.11813333334,28.9,5.0078,15.8091333333,9.78346666667
413.28,6.7802,23.0789666667,15.4746,16.3528,6.02053333333,7.52456666667,8.14333333333,28.9386666667,5.00146666667,15.9138,9.77226666667
413.64,6.8186,23.2416333333,15.6189333333,16.464,6.05266666667,7.5712,8.2248,28.9966,5.02286666667,16.0427333333,9.8024
414.00,6.76673333333,23.3298333333,15.6681333334,16.5024,6.02766666667,7.53883333334,8.18220000001,28.9886666667,4.98333333333,16.0838666667,9.7612
414.36,6.73626666667,23.4088,15.7008666667,16.5387333333,5.9912,7.49763333333,8.15193333333,28.9478,4.95293333333,16.1519333333,9.72720000001
414.72,6.73086666667,23.4957,15.7303333333,16.5866,5.95373333333,7.48026666667,8.13826666666,28.9526666667,4.9326,16.1880666667,9.7126
415.07,6.69233333333,23.5437666667,15.7594,16.5873333333,5.9052,7.42996666667,8.08226666667,28.9376,4.8996,16.2153333333,9.68873333333
415.43,6.69333333333,23.6447333333,15.8130666667,16.6684666667,5.93046666667,7.47616666667,8.10939999999,28.9923333333,4.8996,16.2963333333,9.72486666667
415.79,6.7178,23.7576,15.9284,16.7986,5.98246666667,7.51933333333,8.14913333333,29.0496,4.9332,16.3607333333,9.79593333333
416.15,6.71833333333,23.8484,15.9570666667,16.8457333333,5.96246666667,7.51516666667,8.13473333333,29.077,4.9206,16.3801333333,9.79933333333
416.51,6.69693333333,23.9109333333,15.9827333333,16.8526,5.96166666667,7.52376666667,8.1262,29.0617333333,4.89606666667,16.4058666667,9.79533333333
416.86,6.705,23.9429,16.0147333333,16.8844,5.94706666667,7.53963333333,8.14519999999,29.0706666667,4.868,16.4232666667,9.80679999999
417.22,6.65286666667,23.9259,15.9715333333,16.8398666667,5.90206666667,7.5176,8.10860000001,29.0632,4.84333333333,16.4029333333,9.78286666666
417.58,6.58373333333,23.8774333333,15.9024,16.7782,5.8554,7.4823,8.04006666666,29.0194666667,4.78853333333,16.333,9.76560000001
417.94,6.57673333333,23.8695,15.8951333333,16.7623333333,5.8394,7.47926666667,8.02239999999,29.0255333333,4.771,16.3164,9.78093333334
418.29,6.57846666666,23.8118,15.8384666667,16.72,5.81873333333,7.4755,8.00326666667,29.0161333334,4.75233333333,16.2591333333,9.78646666667
418.65,6.58893333333,23.7949,15.8265333334,16.7046666667,5.8372,7.50796666667,8.01006666667,29.0641333333,4.75753333333,16.2249333333,9.83006666667
419.01,6.59573333333,23.7191,15.7794666667,16.6594,5.84806666667,7.5226,8.01246666667,29.0544666667,4.73573333333,16.1614666667,9.83373333333
419.37,6.57093333333,23.6281666667,15.6873333333,16.5671333333,5.8162,7.4901,7.97,29.0294666667,4.71333333333,16.052,9.8164
419.73,6.53093333333,23.5463,15.5663333333,16.4660666667,5.77733333333,7.47873333333,7.92766666667,29.0222,4.6594,15.9663333333,9.79073333333
420.08,6.4922,23.4351333334,15.4609333333,16.3852,5.7378,7.46143333333,7.90853333334,28.9997333333,4.62386666667,15.8672666667,9.77620000001
420.44,6.49113333333,23.3255333333,15.3611333333,16.3076,5.7272,7.46686666667,7.89033333333,28.9968666667,4.6158,15.7698666667,9.77466666667
420.80,6.47346666667,23.2217333333,15.2590666667,16.2327333333,5.72313333333,7.467,7.86380000001,29.0085333333,4.61133333333,15.6702,9.78166666667
421.16,6.51546666667,23.1318666667,15.1789333333,16.1768,5.75293333333,7.50016666667,7.87213333334,29.0113333333,4.62373333333,15.5744666667,9.83546666666
421.51,6.53113333333,23.0111333333,15.077,16.1101333333,5.7598,7.51923333333,7.87633333334,29.0195333333,4.6232,15.4744,9.85333333333
421.87,6.54126666667,22.9088666667,14.9762666667,16.0281333333,5.76853333333,7.53693333333,7.88719999999,29.0346,4.62953333333,15.3630666667,9.87846666667
422.23,6.52986666667,22.7820333333,14.8674666667,15.9270666667,5.759,7.54563333333,7.87906666667,29.0290666667,4.61166666667,15.2414,9.88213333335
422.58,6.51093333333,22.6312666667,14.7288666667,15.7965333333,5.74486666667,7.5416,7.86553333334,29.0005333333,4.60426666667,15.1315333333,9.8728
422.94,6.4964,22.4893666667,14.5862,15.6910666667,5.7348,7.5402,7.8584,28.9951333333,4.59926666667,15.0058666667,9.88233333333
423.30,6.48786666667,22.3474333333,14.4622666667,15.5982,5.7218,7.54396666667,7.84613333333,28.9982,4.58546666667,14.8904,9.88839999999
423.66,6.4692,22.1404666667,14.3172,15.4573333333,5.69766666667,7.50746666667,7.80833333334,28.947,4.55826666667,14.7368666667,9.87726666666
424.01,6.4714,21.9829666667,14.1947333333,15.3442,5.71553333333,7.51333333333,7.78840000001,28.9316666667,4.54966666667,14.6042,9.88499999999
424.37,6.4528,21.82,14.0624666667,15.2277333333,5.68046666667,7.49443333333,7.7576,28.9073333333,4.52133333333,14.4776666667,9.87233333335
424.73,6.44993333333,21.6927666667,13.9594,15.1118666667,5.67553333333,7.49413333333,7.73813333333,28.8852666667,4.509,14.3720666667,9.87546666667
425.08,6.39433333333,21.5259333333,13.8264666667,15.0034,5.64546666667,7.45783333333,7.70126666667,28.8369333333,4.45926666667,14.2307333333,9.84886666666
425.44,6.3772,21.4072666667,13.7238666666,14.9000666667,5.63806666667,7.44793333333,7.68426666666,28.8118666667,4.45193333333,14.1272666667,9.83993333333
425.80,6.3786,21.2709333333,13.6132666667,14.8168,5.63546666667,7.44006666667,7.65986666666,28.7762666667,4.4486,14.0272,9.84466666667
426.16,6.37733333333,21.1723,13.5309333333,14.7579333333,5.6482,7.44596666667,7.65040000001,28.7592666667,4.45606666667,13.9434666667,9.85773333333
426.51,6.3842,21.0536333333,13.4560666667,14.7,5.6514,7.43943333333,7.63806666666,28.7515333333,4.43793333333,13.8554666667,9.87580000001
426.87,6.34013333333,20.9215,13.3530666667,14.5978666667,5.62013333333,7.41253333333,7.58893333334,28.6996,4.38986666667,13.738,9.85173333333
427.23,6.30486666667,20.7909666667,13.2583333333,14.5109333333,5.5942,7.38106666667,7.552,28.6513333333,4.34833333333,13.6354,9.81860000001
427.58,6.31306666667,20.7462,13.2231333333,14.4763333333,5.61026666667,7.4184,7.56853333333,28.6787333333,4.36833333333,13.5983333333,9.82046666668
427.94,6.32626666667,20.7265666667,13.1928666667,14.4504,5.6002,7.4373,7.57166666667,28.6922666667,4.3702,13.5741333333,9.8388
428.30,6.3634,20.7304666667,13.2062,14.4702,5.6418,7.4908,7.59693333334,28.7335333333,4.40013333333,13.5757333333,9.88326666668
428.65,6.34046666667,20.6880666667,13.1488,14.4538666667,5.61026666667,7.46393333333,7.57740000001,28.7214666667,4.3744,13.5198666667,9.852
429.01,6.39053333333,20.7111666667,13.1742666667,14.4838,5.63073333333,7.50573333333,7.61006666667,28.7937333333,4.40146666667,13.5616,9.87253333333
429.37,6.41893333333,20.7230333333,13.2026666667,14.5346,5.65526666667,7.53053333333,7.63613333333,28.8173333333,4.411,13.5821333333,9.90493333333
429.72,6.38106666667,20.6982,13.1786666667,14.508,5.60086666667,7.50813333333,7.60266666666,28.8031333333,4.361,13.5812,9.84866666666
430.08,6.37933333333,20.7082333333,13.1971333333,14.5131333333,5.5834,7.50036666667,7.60486666667,28.8390666667,4.35333333333,13.6076,9.8378
430.44,6.37033333334,20.7484333333,13.2038666667,14.5445333333,5.56733333333,7.4966,7.59413333333,28.828,4.3472,13.6304,9.80060000001
430.79,6.4118,20.8604,13.2922666667,14.6318,5.5964,7.5354,7.646,28.9038,4.38246666667,13.7186666667,9.83353333333
431.15,6.4676,20.9614333333,13.3754666667,14.7162,5.64473333333,7.5878,7.70346666667,28.9262666667,4.42393333333,13.8178666667,9.90453333333
431.50,6.4728,21.0549,13.4306666667,14.7970666667,5.6588,7.5882,7.71946666666,28.9456,4.43193333334,13.8826666667,9.91939999999
431.86,6.48146666667,21.1181333334,13.4906666667,14.8644666667,5.66986666667,7.5882,7.73700000001,28.9598,4.4536,13.9501333333,9.92806666666
432.22,6.47106666667,21.2126,13.5539333333,14.9348666667,5.67893333333,7.5871,7.75853333333,28.9996666667,4.46013333333,14.0184666667,9.9406
432.57,6.5228,21.3349,13.6739333333,15.0245333333,5.73826666667,7.6264,7.80386666667,29.064,4.51706666667,14.1357333333,9.98480000001
432.93,6.5242,21.4605666667,13.7517333333,15.0995333333,5.74153333333,7.62476666667,7.82646666667,29.0819333333,4.54406666667,14.1903333333,9.98893333333
433.29,6.54986666667,21.5862666667,13.8392,15.1861333333,5.77886666667,7.6428,7.85453333334,29.1099333333,4.57706666667,14.2942,10.0182666667
433.64,6.59853333333,21.7575,13.9796,15.3194666667,5.84946666667,7.6988,7.93959999999,29.1932,4.6446,14.4218666667,10.0798666667
434.00,6.63926666666,21.8963666667,14.0767333333,15.4246666667,5.8928,7.72163333333,7.97073333334,29.2294,4.69646666667,14.5196666667,10.1081333333
434.35,6.6732,22.0552,14.2092666667,15.5307333333,5.93433333333,7.7537,8.02106666667,29.2786,4.74026666667,14.6422666667,10.1498
434.71,6.6786,22.1915333333,14.3029333333,15.6283333333,5.93893333333,7.7463,8.03566666666,29.2894,4.749,14.7288666666,10.1605333333
435.07,6.68673333334,22.3638,14.418,15.7453333333,5.95806666667,7.7677,8.06393333333,29.3492666667,4.78266666667,14.8468,10.1591333333
435.42,6.68906666667,22.5132,14.5255333333,15.8354,5.95006666666,7.76623333333,8.07193333334,29.3724,4.78266666667,14.9492666667,10.1568
435.78,6.73613333333,22.7637333333,14.7079333333,16.0061333333,6.00313333333,7.80936666667,8.15840000001,29.4626666667,4.8262,15.1216,10.1938
436.13,6.77093333333,22.9814666667,14.8762666667,16.1534666667,6.03193333333,7.82863333333,8.22893333334,29.4854666667,4.85733333333,15.2858666667,10.2224
436.49,6.7542,23.1453,14.9972,16.2618,6.016,7.81513333333,8.23533333333,29.4696666667,4.84053333333,15.4020666667,10.2118
436.84,6.72733333333,23.2904666667,15.1110666667,16.3617333333,5.99666666667,7.79696666667,8.23026666667,29.4387333333,4.80746666667,15.5455333333,10.1756
437.20,6.72633333333,23.4844333333,15.273,16.4883333333,5.9914,7.8115,8.2742,29.4569333333,4.82493333333,15.6848,10.1818666667
437.56,6.71086666667,23.7024,15.4050666667,16.612,5.96793333333,7.78696666667,8.27453333333,29.4487333333,4.8144,15.8289333333,10.1632666667
437.91,6.698,23.9126666667,15.5670666667,16.749,5.95706666667,7.79196666667,8.29533333334,29.4546,4.7954,15.9720666667,10.1708
438.27,6.7186,24.1842,15.7517333333,16.9280666667,5.97226666667,7.80543333333,8.34340000001,29.5354666667,4.81606666667,16.1724666667,10.2012666667
438.62,6.71366666667,24.3693666667,15.888,17.0401333333,5.96486666667,7.79983333333,8.34673333333,29.5506,4.8142,16.3354666667,10.1632666667
438.98,6.69873333333,24.5394666667,16.0302666667,17.1402666667,5.9544,7.78156666667,8.35066666667,29.5432,4.80393333333,16.4688666667,10.1598
439.33,6.71713333333,24.7753333333,16.2090666667,17.2962,5.98113333333,7.80323333333,8.40206666667,29.6111333333,4.8196,16.6512,10.1913333333
439.69,6.70466666667,24.9420666667,16.3294666667,17.3969333333,5.956,7.78756666667,8.38859999999,29.6112,4.8152,16.779,10.1819333333
440.04,6.70273333333,25.1127,16.4539333333,17.4923333333,5.95846666667,7.7774,8.37453333333,29.6228666667,4.80906666667,16.9064,10.1705333333
440.40,6.68213333333,25.2737,16.5663333334,17.5851333333,5.93966666667,7.76666666667,8.38759999999,29.6322666667,4.806,17.0242666667,10.1567333333
440.75,6.71926666667,25.5107,16.7389333333,17.7095333333,5.9852,7.79503333333,8.4374,29.688,4.86073333333,17.1774666667,10.2130666667
441.11,6.71166666667,25.6923666667,16.8447333333,17.8137333333,5.9654,7.77276666666,8.42253333333,29.7128666667,4.85086666667,17.2918666667,10.1954666667
441.47,6.75206666667,25.8969333333,17.0078,17.9406,5.99866666667,7.80236666667,8.46906666666,29.7749333333,4.871,17.4392,10.2183333333
441.82,6.74733333333,26.0924333333,17.1392,18.0574,5.99746666667,7.7963,8.48926666667,29.8274,4.86786666667,17.575,10.2162
442.18,6.73033333333,26.2164333333,17.2304,18.1348666667,5.982,7.7911,8.48239999999,29.8006666667,4.8476,17.6592666667,10.1945333333
442.53,6.75946666667,26.4330666667,17.3975333333,18.2626,6.01633333333,7.81606666667,8.52713333333,29.8522,4.88073333333,17.8121333333,10.257
442.89,6.7586,26.6432333333,17.5336666667,18.3752666667,6.021,7.8136,8.54606666667,29.9015333334,4.88433333333,17.9332666667,10.2616
443.24,6.76353333333,26.7984666667,17.6458,18.4560666667,6.01746666667,7.80963333333,8.55913333333,29.8828666667,4.90446666667,18.0410666667,10.2835333333
